context: What was it? response:	I've had this feeling ever since last night that I'm supposed to do something...
context: and if Yukako finds out what's happening to Koichi,\she'll be super pissed off.\Ah! We could win with her hair!\Though I don't want to see her!\Do that, Josuke! Hurry up and let them know!\You fools!\I explained that to you so that it wouldn't happen!\Okuyasu! I already wrote that into your body! response:	Huh?
context: she'll be super pissed off.\Ah! We could win with her hair!\Though I don't want to see her!\Do that, Josuke! Hurry up and let them know!\You fools!\I explained that to you so that it wouldn't happen!\Okuyasu! I already wrote that into your body!\Huh? response:	I'll allow you to explain what I wrote in there to those two, Koichi.
context: Ah! We could win with her hair!\Though I don't want to see her!\Do that, Josuke! Hurry up and let them know!\You fools!\I explained that to you so that it wouldn't happen!\Okuyasu! I already wrote that into your body!\Huh?\I'll allow you to explain what I wrote in there to those two, Koichi. response:	No!
context: Though I don't want to see her!\Do that, Josuke! Hurry up and let them know!\You fools!\I explained that to you so that it wouldn't happen!\Okuyasu! I already wrote that into your body!\Huh?\I'll allow you to explain what I wrote in there to those two, Koichi.\No! response:	What's written there, Koichi?
context: Do that, Josuke! Hurry up and let them know!\You fools!\I explained that to you so that it wouldn't happen!\Okuyasu! I already wrote that into your body!\Huh?\I'll allow you to explain what I wrote in there to those two, Koichi.\No!\What's written there, Koichi? response:	B-But that's... No...
context: You fools!\I explained that to you so that it wouldn't happen!\Okuyasu! I already wrote that into your body!\Huh?\I'll allow you to explain what I wrote in there to those two, Koichi.\No!\What's written there, Koichi?\B-But that's... No... response:	We can't run anymore!
context: I explained that to you so that it wouldn't happen!\Okuyasu! I already wrote that into your body!\Huh?\I'll allow you to explain what I wrote in there to those two, Koichi.\No!\What's written there, Koichi?\B-But that's... No...\We can't run anymore! response:	You can't run away from this!
context: Okuyasu! I already wrote that into your body!\Huh?\I'll allow you to explain what I wrote in there to those two, Koichi.\No!\What's written there, Koichi?\B-But that's... No...\We can't run anymore!\You can't run away from this! response:	I'm asking you what's written there, Koichi!
context: Huh?\I'll allow you to explain what I wrote in there to those two, Koichi.\No!\What's written there, Koichi?\B-But that's... No...\We can't run anymore!\You can't run away from this!\I'm asking you what's written there, Koichi! response:	If Josuke Higashikata makes trouble for Rohan Kishibe, I will commit suicide by self-immolation
context: I'll allow you to explain what I wrote in there to those two, Koichi.\No!\What's written there, Koichi?\B-But that's... No...\We can't run anymore!\You can't run away from this!\I'm asking you what's written there, Koichi!\If Josuke Higashikata makes trouble for Rohan Kishibe, I will commit suicide by self-immolation response:	If Josuke Higashikata makes trouble for Rohan Kishibe, I will commit suicide by self-immolation
context: No!\What's written there, Koichi?\B-But that's... No...\We can't run anymore!\You can't run away from this!\I'm asking you what's written there, Koichi!\If Josuke Higashikata makes trouble for Rohan Kishibe, I will commit suicide by self-immolation\If Josuke Higashikata makes trouble for Rohan Kishibe, I will commit suicide by self-immolation response:	S-Suicide?!
context: What's written there, Koichi?\B-But that's... No...\We can't run anymore!\You can't run away from this!\I'm asking you what's written there, Koichi!\If Josuke Higashikata makes trouble for Rohan Kishibe, I will commit suicide by self-immolation\If Josuke Higashikata makes trouble for Rohan Kishibe, I will commit suicide by self-immolation\S-Suicide?! response:	You'll commit suicide if Josuke even tries to help us!
context: B-But that's... No...\We can't run anymore!\You can't run away from this!\I'm asking you what's written there, Koichi!\If Josuke Higashikata makes trouble for Rohan Kishibe, I will commit suicide by self-immolation\If Josuke Higashikata makes trouble for Rohan Kishibe, I will commit suicide by self-immolation\S-Suicide?!\You'll commit suicide if Josuke even tries to help us! response:	H-Hey, hey! I'll commit suicide by self-immolation?
context: We can't run anymore!\You can't run away from this!\I'm asking you what's written there, Koichi!\If Josuke Higashikata makes trouble for Rohan Kishibe, I will commit suicide by self-immolation\If Josuke Higashikata makes trouble for Rohan Kishibe, I will commit suicide by self-immolation\S-Suicide?!\You'll commit suicide if Josuke even tries to help us!\H-Hey, hey! I'll commit suicide by self-immolation? response:	Don't be stupid! Like I'd die in such a horrific way!
context: You can't run away from this!\I'm asking you what's written there, Koichi!\If Josuke Higashikata makes trouble for Rohan Kishibe, I will commit suicide by self-immolation\If Josuke Higashikata makes trouble for Rohan Kishibe, I will commit suicide by self-immolation\S-Suicide?!\You'll commit suicide if Josuke even tries to help us!\H-Hey, hey! I'll commit suicide by self-immolation?\Don't be stupid! Like I'd die in such a horrific way! response:	Huh?
context: I'm asking you what's written there, Koichi!\If Josuke Higashikata makes trouble for Rohan Kishibe, I will commit suicide by self-immolation\If Josuke Higashikata makes trouble for Rohan Kishibe, I will commit suicide by self-immolation\S-Suicide?!\You'll commit suicide if Josuke even tries to help us!\H-Hey, hey! I'll commit suicide by self-immolation?\Don't be stupid! Like I'd die in such a horrific way!\Huh? response:	But you will! He's invincible!
context: If Josuke Higashikata makes trouble for Rohan Kishibe, I will commit suicide by self-immolation\If Josuke Higashikata makes trouble for Rohan Kishibe, I will commit suicide by self-immolation\S-Suicide?!\You'll commit suicide if Josuke even tries to help us!\H-Hey, hey! I'll commit suicide by self-immolation?\Don't be stupid! Like I'd die in such a horrific way!\Huh?\But you will! He's invincible! response:	We can't defy him, no matter what!
context: If Josuke Higashikata makes trouble for Rohan Kishibe, I will commit suicide by self-immolation\S-Suicide?!\You'll commit suicide if Josuke even tries to help us!\H-Hey, hey! I'll commit suicide by self-immolation?\Don't be stupid! Like I'd die in such a horrific way!\Huh?\But you will! He's invincible!\We can't defy him, no matter what! response:	Stop! My right hand!
context: S-Suicide?!\You'll commit suicide if Josuke even tries to help us!\H-Hey, hey! I'll commit suicide by self-immolation?\Don't be stupid! Like I'd die in such a horrific way!\Huh?\But you will! He's invincible!\We can't defy him, no matter what!\Stop! My right hand! response:	So you've come out.
context: You'll commit suicide if Josuke even tries to help us!\H-Hey, hey! I'll commit suicide by self-immolation?\Don't be stupid! Like I'd die in such a horrific way!\Huh?\But you will! He's invincible!\We can't defy him, no matter what!\Stop! My right hand!\So you've come out. response:	It's not that he came out, but he was basically dragged out.
context: H-Hey, hey! I'll commit suicide by self-immolation?\Don't be stupid! Like I'd die in such a horrific way!\Huh?\But you will! He's invincible!\We can't defy him, no matter what!\Stop! My right hand!\So you've come out.\It's not that he came out, but he was basically dragged out. response:	Ah... That's rather childish and simple, but it might be quite effective.
context: Don't be stupid! Like I'd die in such a horrific way!\Huh?\But you will! He's invincible!\We can't defy him, no matter what!\Stop! My right hand!\So you've come out.\It's not that he came out, but he was basically dragged out.\Ah... That's rather childish and simple, but it might be quite effective. response:	This room is small and there's nowhere to run.
context: Huh?\But you will! He's invincible!\We can't defy him, no matter what!\Stop! My right hand!\So you've come out.\It's not that he came out, but he was basically dragged out.\Ah... That's rather childish and simple, but it might be quite effective.\This room is small and there's nowhere to run. response:	If you can defeat me in a single blow, Heaven's Door will disappear,
context: But you will! He's invincible!\We can't defy him, no matter what!\Stop! My right hand!\So you've come out.\It's not that he came out, but he was basically dragged out.\Ah... That's rather childish and simple, but it might be quite effective.\This room is small and there's nowhere to run.\If you can defeat me in a single blow, Heaven's Door will disappear, response:	and Okuyasu won't commit suicide.
context: We can't defy him, no matter what!\Stop! My right hand!\So you've come out.\It's not that he came out, but he was basically dragged out.\Ah... That's rather childish and simple, but it might be quite effective.\This room is small and there's nowhere to run.\If you can defeat me in a single blow, Heaven's Door will disappear,\and Okuyasu won't commit suicide. response:	Josuke!
context: Stop! My right hand!\So you've come out.\It's not that he came out, but he was basically dragged out.\Ah... That's rather childish and simple, but it might be quite effective.\This room is small and there's nowhere to run.\If you can defeat me in a single blow, Heaven's Door will disappear,\and Okuyasu won't commit suicide.\Josuke! response:	Closing his eyes is pretty simple, but it might be a good idea.
context: So you've come out.\It's not that he came out, but he was basically dragged out.\Ah... That's rather childish and simple, but it might be quite effective.\This room is small and there's nowhere to run.\If you can defeat me in a single blow, Heaven's Door will disappear,\and Okuyasu won't commit suicide.\Josuke!\Closing his eyes is pretty simple, but it might be a good idea. response:	As long as he doesn't see the manuscript, Heaven's Door is powerless.
context: It's not that he came out, but he was basically dragged out.\Ah... That's rather childish and simple, but it might be quite effective.\This room is small and there's nowhere to run.\If you can defeat me in a single blow, Heaven's Door will disappear,\and Okuyasu won't commit suicide.\Josuke!\Closing his eyes is pretty simple, but it might be a good idea.\As long as he doesn't see the manuscript, Heaven's Door is powerless. response:	Just come charging straight in like that!
context: Ah... That's rather childish and simple, but it might be quite effective.\This room is small and there's nowhere to run.\If you can defeat me in a single blow, Heaven's Door will disappear,\and Okuyasu won't commit suicide.\Josuke!\Closing his eyes is pretty simple, but it might be a good idea.\As long as he doesn't see the manuscript, Heaven's Door is powerless.\Just come charging straight in like that! response:	Which means...
context: This room is small and there's nowhere to run.\If you can defeat me in a single blow, Heaven's Door will disappear,\and Okuyasu won't commit suicide.\Josuke!\Closing his eyes is pretty simple, but it might be a good idea.\As long as he doesn't see the manuscript, Heaven's Door is powerless.\Just come charging straight in like that!\Which means... response:	I just need to open your eyes somehow.
context: If you can defeat me in a single blow, Heaven's Door will disappear,\and Okuyasu won't commit suicide.\Josuke!\Closing his eyes is pretty simple, but it might be a good idea.\As long as he doesn't see the manuscript, Heaven's Door is powerless.\Just come charging straight in like that!\Which means...\I just need to open your eyes somehow. response:	Oh! He was able to withstand that.
context: and Okuyasu won't commit suicide.\Josuke!\Closing his eyes is pretty simple, but it might be a good idea.\As long as he doesn't see the manuscript, Heaven's Door is powerless.\Just come charging straight in like that!\Which means...\I just need to open your eyes somehow.\Oh! He was able to withstand that. response:	This isn't good...
context: Josuke!\Closing his eyes is pretty simple, but it might be a good idea.\As long as he doesn't see the manuscript, Heaven's Door is powerless.\Just come charging straight in like that!\Which means...\I just need to open your eyes somehow.\Oh! He was able to withstand that.\This isn't good... response:	If he comes charging at me, I'll be finished.
context: Closing his eyes is pretty simple, but it might be a good idea.\As long as he doesn't see the manuscript, Heaven's Door is powerless.\Just come charging straight in like that!\Which means...\I just need to open your eyes somehow.\Oh! He was able to withstand that.\This isn't good...\If he comes charging at me, I'll be finished. response:	If I were a protagonist in a manga, what would I do in this situation?
context: As long as he doesn't see the manuscript, Heaven's Door is powerless.\Just come charging straight in like that!\Which means...\I just need to open your eyes somehow.\Oh! He was able to withstand that.\This isn't good...\If he comes charging at me, I'll be finished.\If I were a protagonist in a manga, what would I do in this situation? response:	seconds
context: Just come charging straight in like that!\Which means...\I just need to open your eyes somehow.\Oh! He was able to withstand that.\This isn't good...\If he comes charging at me, I'll be finished.\If I were a protagonist in a manga, what would I do in this situation?\seconds response:	How would I get him to open his eyes?
context: Which means...\I just need to open your eyes somehow.\Oh! He was able to withstand that.\This isn't good...\If he comes charging at me, I'll be finished.\If I were a protagonist in a manga, what would I do in this situation?\seconds\How would I get him to open his eyes? response:	Go, Josuke!
context: I just need to open your eyes somehow.\Oh! He was able to withstand that.\This isn't good...\If he comes charging at me, I'll be finished.\If I were a protagonist in a manga, what would I do in this situation?\seconds\How would I get him to open his eyes?\Go, Josuke! response:	Hurry up, Josuke!
context: Oh! He was able to withstand that.\This isn't good...\If he comes charging at me, I'll be finished.\If I were a protagonist in a manga, what would I do in this situation?\seconds\How would I get him to open his eyes?\Go, Josuke!\Hurry up, Josuke! response:	I know!
context: This isn't good...\If he comes charging at me, I'll be finished.\If I were a protagonist in a manga, what would I do in this situation?\seconds\How would I get him to open his eyes?\Go, Josuke!\Hurry up, Josuke!\I know! response:	There was something written in Koichi's file...
context: If he comes charging at me, I'll be finished.\If I were a protagonist in a manga, what would I do in this situation?\seconds\How would I get him to open his eyes?\Go, Josuke!\Hurry up, Josuke!\I know!\There was something written in Koichi's file... response:	There! This is it!
context: If I were a protagonist in a manga, what would I do in this situation?\seconds\How would I get him to open his eyes?\Go, Josuke!\Hurry up, Josuke!\I know!\There was something written in Koichi's file...\There! This is it! response:	I'm going to laugh at your hairstyle, Josuke!
context: seconds\How would I get him to open his eyes?\Go, Josuke!\Hurry up, Josuke!\I know!\There was something written in Koichi's file...\There! This is it!\I'm going to laugh at your hairstyle, Josuke! response:	That's from, like, twenty or thirty years ago!
context: How would I get him to open his eyes?\Go, Josuke!\Hurry up, Josuke!\I know!\There was something written in Koichi's file...\There! This is it!\I'm going to laugh at your hairstyle, Josuke!\That's from, like, twenty or thirty years ago! response:	You actually think that's cool?
context: Go, Josuke!\Hurry up, Josuke!\I know!\There was something written in Koichi's file...\There! This is it!\I'm going to laugh at your hairstyle, Josuke!\That's from, like, twenty or thirty years ago!\You actually think that's cool? response:	How's that?
context: Hurry up, Josuke!\I know!\There was something written in Koichi's file...\There! This is it!\I'm going to laugh at your hairstyle, Josuke!\That's from, like, twenty or thirty years ago!\You actually think that's cool?\How's that? response:	Looks like he gets angry if I say that.
context: I know!\There was something written in Koichi's file...\There! This is it!\I'm going to laugh at your hairstyle, Josuke!\That's from, like, twenty or thirty years ago!\You actually think that's cool?\How's that?\Looks like he gets angry if I say that. response:	It's sort of hard to believe, but the file doesn't lie.
context: There was something written in Koichi's file...\There! This is it!\I'm going to laugh at your hairstyle, Josuke!\That's from, like, twenty or thirty years ago!\You actually think that's cool?\How's that?\Looks like he gets angry if I say that.\It's sort of hard to believe, but the file doesn't lie. response:	It's 100 true.
context: There! This is it!\I'm going to laugh at your hairstyle, Josuke!\That's from, like, twenty or thirty years ago!\You actually think that's cool?\How's that?\Looks like he gets angry if I say that.\It's sort of hard to believe, but the file doesn't lie.\It's 100 true. response:	What did you say just now?
context: I'm going to laugh at your hairstyle, Josuke!\That's from, like, twenty or thirty years ago!\You actually think that's cool?\How's that?\Looks like he gets angry if I say that.\It's sort of hard to believe, but the file doesn't lie.\It's 100 true.\What did you say just now? response:	J-Josuke, calm down!
context: That's from, like, twenty or thirty years ago!\You actually think that's cool?\How's that?\Looks like he gets angry if I say that.\It's sort of hard to believe, but the file doesn't lie.\It's 100 true.\What did you say just now?\J-Josuke, calm down! response:	Just try and say that one more time!
context: You actually think that's cool?\How's that?\Looks like he gets angry if I say that.\It's sort of hard to believe, but the file doesn't lie.\It's 100 true.\What did you say just now?\J-Josuke, calm down!\Just try and say that one more time! response:	You opened them...
context: How's that?\Looks like he gets angry if I say that.\It's sort of hard to believe, but the file doesn't lie.\It's 100 true.\What did you say just now?\J-Josuke, calm down!\Just try and say that one more time!\You opened them... response:	Didn't you hear me?
context: Looks like he gets angry if I say that.\It's sort of hard to believe, but the file doesn't lie.\It's 100 true.\What did you say just now?\J-Josuke, calm down!\Just try and say that one more time!\You opened them...\Didn't you hear me? response:	It appears that you think that hairstyle is cool,
context: It's sort of hard to believe, but the file doesn't lie.\It's 100 true.\What did you say just now?\J-Josuke, calm down!\Just try and say that one more time!\You opened them...\Didn't you hear me?\It appears that you think that hairstyle is cool, response:	but it doesn't look good on you at all.
context: It's 100 true.\What did you say just now?\J-Josuke, calm down!\Just try and say that one more time!\You opened them...\Didn't you hear me?\It appears that you think that hairstyle is cool,\but it doesn't look good on you at all. response:	It's lame!
context: What did you say just now?\J-Josuke, calm down!\Just try and say that one more time!\You opened them...\Didn't you hear me?\It appears that you think that hairstyle is cool,\but it doesn't look good on you at all.\It's lame! response:	Though a dirty little bird might like to make your head its nest.
context: J-Josuke, calm down!\Just try and say that one more time!\You opened them...\Didn't you hear me?\It appears that you think that hairstyle is cool,\but it doesn't look good on you at all.\It's lame!\Though a dirty little bird might like to make your head its nest. response:	That's just a maybe, though.
context: Just try and say that one more time!\You opened them...\Didn't you hear me?\It appears that you think that hairstyle is cool,\but it doesn't look good on you at all.\It's lame!\Though a dirty little bird might like to make your head its nest.\That's just a maybe, though. response:	Heaven's Door!
context: You opened them...\Didn't you hear me?\It appears that you think that hairstyle is cool,\but it doesn't look good on you at all.\It's lame!\Though a dirty little bird might like to make your head its nest.\That's just a maybe, though.\Heaven's Door! response:	I've won.
context: Didn't you hear me?\It appears that you think that hairstyle is cool,\but it doesn't look good on you at all.\It's lame!\Though a dirty little bird might like to make your head its nest.\That's just a maybe, though.\Heaven's Door!\I've won. response:	Huh?!
context: It appears that you think that hairstyle is cool,\but it doesn't look good on you at all.\It's lame!\Though a dirty little bird might like to make your head its nest.\That's just a maybe, though.\Heaven's Door!\I've won.\Huh?! response:	What?!
context: but it doesn't look good on you at all.\It's lame!\Though a dirty little bird might like to make your head its nest.\That's just a maybe, though.\Heaven's Door!\I've won.\Huh?!\What?! response:	Wh-What was that?
context: It's lame!\Though a dirty little bird might like to make your head its nest.\That's just a maybe, though.\Heaven's Door!\I've won.\Huh?!\What?!\Wh-What was that? response:	I-I know that I opened his eyes and showed him the manuscript!
context: Though a dirty little bird might like to make your head its nest.\That's just a maybe, though.\Heaven's Door!\I've won.\Huh?!\What?!\Wh-What was that?\I-I know that I opened his eyes and showed him the manuscript! response:	W-We're back to normal!
context: That's just a maybe, though.\Heaven's Door!\I've won.\Huh?!\What?!\Wh-What was that?\I-I know that I opened his eyes and showed him the manuscript!\W-We're back to normal! response:	I'm certain that I showed it to him... Why?
context: Heaven's Door!\I've won.\Huh?!\What?!\Wh-What was that?\I-I know that I opened his eyes and showed him the manuscript!\W-We're back to normal!\I'm certain that I showed it to him... Why? response:	Where the hell did you fly off to?!
context: I've won.\Huh?!\What?!\Wh-What was that?\I-I know that I opened his eyes and showed him the manuscript!\W-We're back to normal!\I'm certain that I showed it to him... Why?\Where the hell did you fly off to?! response:	Come back out here, damn it!
context: Huh?!\What?!\Wh-What was that?\I-I know that I opened his eyes and showed him the manuscript!\W-We're back to normal!\I'm certain that I showed it to him... Why?\Where the hell did you fly off to?!\Come back out here, damn it! response:	No, he totally didn't see...
context: What?!\Wh-What was that?\I-I know that I opened his eyes and showed him the manuscript!\W-We're back to normal!\I'm certain that I showed it to him... Why?\Where the hell did you fly off to?!\Come back out here, damn it!\No, he totally didn't see... response:	He didn't see?
context: Wh-What was that?\I-I know that I opened his eyes and showed him the manuscript!\W-We're back to normal!\I'm certain that I showed it to him... Why?\Where the hell did you fly off to?!\Come back out here, damn it!\No, he totally didn't see...\He didn't see? response:	Do you mean that he's so worked up,
context: I-I know that I opened his eyes and showed him the manuscript!\W-We're back to normal!\I'm certain that I showed it to him... Why?\Where the hell did you fly off to?!\Come back out here, damn it!\No, he totally didn't see...\He didn't see?\Do you mean that he's so worked up, response:	he doesn't even know what he's doing?
context: W-We're back to normal!\I'm certain that I showed it to him... Why?\Where the hell did you fly off to?!\Come back out here, damn it!\No, he totally didn't see...\He didn't see?\Do you mean that he's so worked up,\he doesn't even know what he's doing? response:	Where are you hiding, you dumbass?!
context: I'm certain that I showed it to him... Why?\Where the hell did you fly off to?!\Come back out here, damn it!\No, he totally didn't see...\He didn't see?\Do you mean that he's so worked up,\he doesn't even know what he's doing?\Where are you hiding, you dumbass?! response:	Get out here!
context: Where the hell did you fly off to?!\Come back out here, damn it!\No, he totally didn't see...\He didn't see?\Do you mean that he's so worked up,\he doesn't even know what he's doing?\Where are you hiding, you dumbass?!\Get out here! response:	Yeah... He's the kind of guy that loses sight
context: Come back out here, damn it!\No, he totally didn't see...\He didn't see?\Do you mean that he's so worked up,\he doesn't even know what he's doing?\Where are you hiding, you dumbass?!\Get out here!\Yeah... He's the kind of guy that loses sight response:	of everything, even that manuscript, when someone disses his hair.
context: No, he totally didn't see...\He didn't see?\Do you mean that he's so worked up,\he doesn't even know what he's doing?\Where are you hiding, you dumbass?!\Get out here!\Yeah... He's the kind of guy that loses sight\of everything, even that manuscript, when someone disses his hair. response:	I had no idea he actually got this mad.
context: He didn't see?\Do you mean that he's so worked up,\he doesn't even know what he's doing?\Where are you hiding, you dumbass?!\Get out here!\Yeah... He's the kind of guy that loses sight\of everything, even that manuscript, when someone disses his hair.\I had no idea he actually got this mad. response:	This is way worse than I imagined.
context: Do you mean that he's so worked up,\he doesn't even know what he's doing?\Where are you hiding, you dumbass?!\Get out here!\Yeah... He's the kind of guy that loses sight\of everything, even that manuscript, when someone disses his hair.\I had no idea he actually got this mad.\This is way worse than I imagined. response:	What?
context: he doesn't even know what he's doing?\Where are you hiding, you dumbass?!\Get out here!\Yeah... He's the kind of guy that loses sight\of everything, even that manuscript, when someone disses his hair.\I had no idea he actually got this mad.\This is way worse than I imagined.\What? response:	S-Something about Josuke's personality that Koichi didn't know?
context: Where are you hiding, you dumbass?!\Get out here!\Yeah... He's the kind of guy that loses sight\of everything, even that manuscript, when someone disses his hair.\I had no idea he actually got this mad.\This is way worse than I imagined.\What?\S-Something about Josuke's personality that Koichi didn't know? response:	That means it's information that's not in the file!
context: Get out here!\Yeah... He's the kind of guy that loses sight\of everything, even that manuscript, when someone disses his hair.\I had no idea he actually got this mad.\This is way worse than I imagined.\What?\S-Something about Josuke's personality that Koichi didn't know?\That means it's information that's not in the file! response:	Why? Why does he get so mad about his hairstyle?
context: Yeah... He's the kind of guy that loses sight\of everything, even that manuscript, when someone disses his hair.\I had no idea he actually got this mad.\This is way worse than I imagined.\What?\S-Something about Josuke's personality that Koichi didn't know?\That means it's information that's not in the file!\Why? Why does he get so mad about his hairstyle? response:	There has to be a reason... Why?
context: of everything, even that manuscript, when someone disses his hair.\I had no idea he actually got this mad.\This is way worse than I imagined.\What?\S-Something about Josuke's personality that Koichi didn't know?\That means it's information that's not in the file!\Why? Why does he get so mad about his hairstyle?\There has to be a reason... Why? response:	I won't forgive anyone who disses my hair!
context: I had no idea he actually got this mad.\This is way worse than I imagined.\What?\S-Something about Josuke's personality that Koichi didn't know?\That means it's information that's not in the file!\Why? Why does he get so mad about his hairstyle?\There has to be a reason... Why?\I won't forgive anyone who disses my hair! response:	I won't keep quiet, no matter who it is!
context: This is way worse than I imagined.\What?\S-Something about Josuke's personality that Koichi didn't know?\That means it's information that's not in the file!\Why? Why does he get so mad about his hairstyle?\There has to be a reason... Why?\I won't forgive anyone who disses my hair!\I won't keep quiet, no matter who it is! response:	The reason behind his hair...
context: What?\S-Something about Josuke's personality that Koichi didn't know?\That means it's information that's not in the file!\Why? Why does he get so mad about his hairstyle?\There has to be a reason... Why?\I won't forgive anyone who disses my hair!\I won't keep quiet, no matter who it is!\The reason behind his hair... response:	I think I heard a little about it before.
context: S-Something about Josuke's personality that Koichi didn't know?\That means it's information that's not in the file!\Why? Why does he get so mad about his hairstyle?\There has to be a reason... Why?\I won't forgive anyone who disses my hair!\I won't keep quiet, no matter who it is!\The reason behind his hair...\I think I heard a little about it before. response:	That just might be why...
context: That means it's information that's not in the file!\Why? Why does he get so mad about his hairstyle?\There has to be a reason... Why?\I won't forgive anyone who disses my hair!\I won't keep quiet, no matter who it is!\The reason behind his hair...\I think I heard a little about it before.\That just might be why... response:	Huh? What are you talking about?
context: Why? Why does he get so mad about his hairstyle?\There has to be a reason... Why?\I won't forgive anyone who disses my hair!\I won't keep quiet, no matter who it is!\The reason behind his hair...\I think I heard a little about it before.\That just might be why...\Huh? What are you talking about? response:	It has to do with when Josuke was a kid, but...
context: There has to be a reason... Why?\I won't forgive anyone who disses my hair!\I won't keep quiet, no matter who it is!\The reason behind his hair...\I think I heard a little about it before.\That just might be why...\Huh? What are you talking about?\It has to do with when Josuke was a kid, but... response:	This story is going to include my own
context: I won't forgive anyone who disses my hair!\I won't keep quiet, no matter who it is!\The reason behind his hair...\I think I heard a little about it before.\That just might be why...\Huh? What are you talking about?\It has to do with when Josuke was a kid, but...\This story is going to include my own response:	guesses about why this happened.
context: I won't keep quiet, no matter who it is!\The reason behind his hair...\I think I heard a little about it before.\That just might be why...\Huh? What are you talking about?\It has to do with when Josuke was a kid, but...\This story is going to include my own\guesses about why this happened. response:	Apparently, when Josuke was four,
context: The reason behind his hair...\I think I heard a little about it before.\That just might be why...\Huh? What are you talking about?\It has to do with when Josuke was a kid, but...\This story is going to include my own\guesses about why this happened.\Apparently, when Josuke was four, response:	he passed out from an inexplicable high fever,
context: I think I heard a little about it before.\That just might be why...\Huh? What are you talking about?\It has to do with when Josuke was a kid, but...\This story is going to include my own\guesses about why this happened.\Apparently, when Josuke was four,\he passed out from an inexplicable high fever, response:	and for fifty days, they weren't sure whether he'd live or die.
context: That just might be why...\Huh? What are you talking about?\It has to do with when Josuke was a kid, but...\This story is going to include my own\guesses about why this happened.\Apparently, when Josuke was four,\he passed out from an inexplicable high fever,\and for fifty days, they weren't sure whether he'd live or die. response:	Josuke...
context: Huh? What are you talking about?\It has to do with when Josuke was a kid, but...\This story is going to include my own\guesses about why this happened.\Apparently, when Josuke was four,\he passed out from an inexplicable high fever,\and for fifty days, they weren't sure whether he'd live or die.\Josuke... response:	He found out later that it was right around the time
context: It has to do with when Josuke was a kid, but...\This story is going to include my own\guesses about why this happened.\Apparently, when Josuke was four,\he passed out from an inexplicable high fever,\and for fifty days, they weren't sure whether he'd live or die.\Josuke...\He found out later that it was right around the time response:	when Jotaro and Mr. Joestar
context: This story is going to include my own\guesses about why this happened.\Apparently, when Josuke was four,\he passed out from an inexplicable high fever,\and for fifty days, they weren't sure whether he'd live or die.\Josuke...\He found out later that it was right around the time\when Jotaro and Mr. Joestar response:	went to Egypt to defeat the man named DIO.
context: guesses about why this happened.\Apparently, when Josuke was four,\he passed out from an inexplicable high fever,\and for fifty days, they weren't sure whether he'd live or die.\Josuke...\He found out later that it was right around the time\when Jotaro and Mr. Joestar\went to Egypt to defeat the man named DIO. response:	But at the time, they had no idea it happened,
context: Apparently, when Josuke was four,\he passed out from an inexplicable high fever,\and for fifty days, they weren't sure whether he'd live or die.\Josuke...\He found out later that it was right around the time\when Jotaro and Mr. Joestar\went to Egypt to defeat the man named DIO.\But at the time, they had no idea it happened, response:	so Josuke's mom drove him to a hospital in S City.
context: he passed out from an inexplicable high fever,\and for fifty days, they weren't sure whether he'd live or die.\Josuke...\He found out later that it was right around the time\when Jotaro and Mr. Joestar\went to Egypt to defeat the man named DIO.\But at the time, they had no idea it happened,\so Josuke's mom drove him to a hospital in S City. response:	But on that day, Morioh was hit with its worst blizzard in 18 years.
context: and for fifty days, they weren't sure whether he'd live or die.\Josuke...\He found out later that it was right around the time\when Jotaro and Mr. Joestar\went to Egypt to defeat the man named DIO.\But at the time, they had no idea it happened,\so Josuke's mom drove him to a hospital in S City.\But on that day, Morioh was hit with its worst blizzard in 18 years. response:	It's no use... What should I do?
context: Josuke...\He found out later that it was right around the time\when Jotaro and Mr. Joestar\went to Egypt to defeat the man named DIO.\But at the time, they had no idea it happened,\so Josuke's mom drove him to a hospital in S City.\But on that day, Morioh was hit with its worst blizzard in 18 years.\It's no use... What should I do? response:	Cars don't come by here often,
context: He found out later that it was right around the time\when Jotaro and Mr. Joestar\went to Egypt to defeat the man named DIO.\But at the time, they had no idea it happened,\so Josuke's mom drove him to a hospital in S City.\But on that day, Morioh was hit with its worst blizzard in 18 years.\It's no use... What should I do?\Cars don't come by here often, response:	and there are no pay phones.
context: when Jotaro and Mr. Joestar\went to Egypt to defeat the man named DIO.\But at the time, they had no idea it happened,\so Josuke's mom drove him to a hospital in S City.\But on that day, Morioh was hit with its worst blizzard in 18 years.\It's no use... What should I do?\Cars don't come by here often,\and there are no pay phones. response:	I should have called an ambulance at the house.
context: went to Egypt to defeat the man named DIO.\But at the time, they had no idea it happened,\so Josuke's mom drove him to a hospital in S City.\But on that day, Morioh was hit with its worst blizzard in 18 years.\It's no use... What should I do?\Cars don't come by here often,\and there are no pay phones.\I should have called an ambulance at the house. response:	I shouldn't have brought Josuke out in this snow.
context: But at the time, they had no idea it happened,\so Josuke's mom drove him to a hospital in S City.\But on that day, Morioh was hit with its worst blizzard in 18 years.\It's no use... What should I do?\Cars don't come by here often,\and there are no pay phones.\I should have called an ambulance at the house.\I shouldn't have brought Josuke out in this snow. response:	That's when it happened.
