context: Don't... response:	Please, don't!
context: It's passing the checkpoint!\No way, they have it so easy!\I wanna ride that! I wanna ride, I wanna ride!\Oh, the pain!\Damn it, No-Star! Get out of the road! Hurry it\Righty, then! All aboard!\Hang on, Maiko, do you have a license?\Honnou Town is the private property of the Kiryuin family. response:	If she has Lady Satsuki's permission, even a student can drive!
context: No way, they have it so easy!\I wanna ride that! I wanna ride, I wanna ride!\Oh, the pain!\Damn it, No-Star! Get out of the road! Hurry it\Righty, then! All aboard!\Hang on, Maiko, do you have a license?\Honnou Town is the private property of the Kiryuin family.\If she has Lady Satsuki's permission, even a student can drive! response:	I don't want to lose, either!
context: I wanna ride that! I wanna ride, I wanna ride!\Oh, the pain!\Damn it, No-Star! Get out of the road! Hurry it\Righty, then! All aboard!\Hang on, Maiko, do you have a license?\Honnou Town is the private property of the Kiryuin family.\If she has Lady Satsuki's permission, even a student can drive!\I don't want to lose, either! response:	I want to show them that even No-Stars have their pride!
context: Oh, the pain!\Damn it, No-Star! Get out of the road! Hurry it\Righty, then! All aboard!\Hang on, Maiko, do you have a license?\Honnou Town is the private property of the Kiryuin family.\If she has Lady Satsuki's permission, even a student can drive!\I don't want to lose, either!\I want to show them that even No-Stars have their pride! response:	Maiko, you can be pretty bad-ass, you know that?
context: Damn it, No-Star! Get out of the road! Hurry it\Righty, then! All aboard!\Hang on, Maiko, do you have a license?\Honnou Town is the private property of the Kiryuin family.\If she has Lady Satsuki's permission, even a student can drive!\I don't want to lose, either!\I want to show them that even No-Stars have their pride!\Maiko, you can be pretty bad-ass, you know that? response:	No-Star students have hijacked a One-Star school bus.
context: Righty, then! All aboard!\Hang on, Maiko, do you have a license?\Honnou Town is the private property of the Kiryuin family.\If she has Lady Satsuki's permission, even a student can drive!\I don't want to lose, either!\I want to show them that even No-Stars have their pride!\Maiko, you can be pretty bad-ass, you know that?\No-Star students have hijacked a One-Star school bus. response:	They're clearing the traps.
context: Hang on, Maiko, do you have a license?\Honnou Town is the private property of the Kiryuin family.\If she has Lady Satsuki's permission, even a student can drive!\I don't want to lose, either!\I want to show them that even No-Stars have their pride!\Maiko, you can be pretty bad-ass, you know that?\No-Star students have hijacked a One-Star school bus.\They're clearing the traps. response:	Prevent them from reaching school with extreme prejudice.
context: Honnou Town is the private property of the Kiryuin family.\If she has Lady Satsuki's permission, even a student can drive!\I don't want to lose, either!\I want to show them that even No-Stars have their pride!\Maiko, you can be pretty bad-ass, you know that?\No-Star students have hijacked a One-Star school bus.\They're clearing the traps.\Prevent them from reaching school with extreme prejudice. response:	Prevent them from reaching school with extreme prejudice.
context: If she has Lady Satsuki's permission, even a student can drive!\I don't want to lose, either!\I want to show them that even No-Stars have their pride!\Maiko, you can be pretty bad-ass, you know that?\No-Star students have hijacked a One-Star school bus.\They're clearing the traps.\Prevent them from reaching school with extreme prejudice.\Prevent them from reaching school with extreme prejudice. response:	Okey-dokey!
context: I don't want to lose, either!\I want to show them that even No-Stars have their pride!\Maiko, you can be pretty bad-ass, you know that?\No-Star students have hijacked a One-Star school bus.\They're clearing the traps.\Prevent them from reaching school with extreme prejudice.\Prevent them from reaching school with extreme prejudice.\Okey-dokey! response:	What the hell is going on?!
context: I want to show them that even No-Stars have their pride!\Maiko, you can be pretty bad-ass, you know that?\No-Star students have hijacked a One-Star school bus.\They're clearing the traps.\Prevent them from reaching school with extreme prejudice.\Prevent them from reaching school with extreme prejudice.\Okey-dokey!\What the hell is going on?! response:	Are preparations for the final trap proceeding on schedule?
context: Maiko, you can be pretty bad-ass, you know that?\No-Star students have hijacked a One-Star school bus.\They're clearing the traps.\Prevent them from reaching school with extreme prejudice.\Prevent them from reaching school with extreme prejudice.\Okey-dokey!\What the hell is going on?!\Are preparations for the final trap proceeding on schedule? response:	No one is here?
context: No-Star students have hijacked a One-Star school bus.\They're clearing the traps.\Prevent them from reaching school with extreme prejudice.\Prevent them from reaching school with extreme prejudice.\Okey-dokey!\What the hell is going on?!\Are preparations for the final trap proceeding on schedule?\No one is here? response:	Wow, you gotta hand it to these armored buses!
context: They're clearing the traps.\Prevent them from reaching school with extreme prejudice.\Prevent them from reaching school with extreme prejudice.\Okey-dokey!\What the hell is going on?!\Are preparations for the final trap proceeding on schedule?\No one is here?\Wow, you gotta hand it to these armored buses! response:	We're going to counterattack!
context: Prevent them from reaching school with extreme prejudice.\Prevent them from reaching school with extreme prejudice.\Okey-dokey!\What the hell is going on?!\Are preparations for the final trap proceeding on schedule?\No one is here?\Wow, you gotta hand it to these armored buses!\We're going to counterattack! response:	How?
context: Prevent them from reaching school with extreme prejudice.\Okey-dokey!\What the hell is going on?!\Are preparations for the final trap proceeding on schedule?\No one is here?\Wow, you gotta hand it to these armored buses!\We're going to counterattack!\How? response:	With this!
context: Okey-dokey!\What the hell is going on?!\Are preparations for the final trap proceeding on schedule?\No one is here?\Wow, you gotta hand it to these armored buses!\We're going to counterattack!\How?\With this! response:	Ryuko, this is totes fun!
context: What the hell is going on?!\Are preparations for the final trap proceeding on schedule?\No one is here?\Wow, you gotta hand it to these armored buses!\We're going to counterattack!\How?\With this!\Ryuko, this is totes fun! response:	It's not safe up there, Mako! Come down!
context: Are preparations for the final trap proceeding on schedule?\No one is here?\Wow, you gotta hand it to these armored buses!\We're going to counterattack!\How?\With this!\Ryuko, this is totes fun!\It's not safe up there, Mako! Come down! response:	This feels so good.
context: No one is here?\Wow, you gotta hand it to these armored buses!\We're going to counterattack!\How?\With this!\Ryuko, this is totes fun!\It's not safe up there, Mako! Come down!\This feels so good. response:	RPG!
context: Wow, you gotta hand it to these armored buses!\We're going to counterattack!\How?\With this!\Ryuko, this is totes fun!\It's not safe up there, Mako! Come down!\This feels so good.\RPG! response:	Retract turret!
context: We're going to counterattack!\How?\With this!\Ryuko, this is totes fun!\It's not safe up there, Mako! Come down!\This feels so good.\RPG!\Retract turret! response:	Gosh, the view's so much clearer now!
context: How?\With this!\Ryuko, this is totes fun!\It's not safe up there, Mako! Come down!\This feels so good.\RPG!\Retract turret!\Gosh, the view's so much clearer now! response:	Just a little further, and we're in the Two-Star district!
context: With this!\Ryuko, this is totes fun!\It's not safe up there, Mako! Come down!\This feels so good.\RPG!\Retract turret!\Gosh, the view's so much clearer now!\Just a little further, and we're in the Two-Star district! response:	RPGs from both sides!
context: Ryuko, this is totes fun!\It's not safe up there, Mako! Come down!\This feels so good.\RPG!\Retract turret!\Gosh, the view's so much clearer now!\Just a little further, and we're in the Two-Star district!\RPGs from both sides! response:	Punch it!
context: It's not safe up there, Mako! Come down!\This feels so good.\RPG!\Retract turret!\Gosh, the view's so much clearer now!\Just a little further, and we're in the Two-Star district!\RPGs from both sides!\Punch it! response:	Ouch...
context: This feels so good.\RPG!\Retract turret!\Gosh, the view's so much clearer now!\Just a little further, and we're in the Two-Star district!\RPGs from both sides!\Punch it!\Ouch... response:	Wake up, everybody!
context: RPG!\Retract turret!\Gosh, the view's so much clearer now!\Just a little further, and we're in the Two-Star district!\RPGs from both sides!\Punch it!\Ouch...\Wake up, everybody! response:	We did it, you guys! We made it! It's the school!
context: Retract turret!\Gosh, the view's so much clearer now!\Just a little further, and we're in the Two-Star district!\RPGs from both sides!\Punch it!\Ouch...\Wake up, everybody!\We did it, you guys! We made it! It's the school! response:	If we can reach our classroom in 15 minutes, we'll be on time!
context: Gosh, the view's so much clearer now!\Just a little further, and we're in the Two-Star district!\RPGs from both sides!\Punch it!\Ouch...\Wake up, everybody!\We did it, you guys! We made it! It's the school!\If we can reach our classroom in 15 minutes, we'll be on time! response:	Awesome, that's a piece of cake!
context: Just a little further, and we're in the Two-Star district!\RPGs from both sides!\Punch it!\Ouch...\Wake up, everybody!\We did it, you guys! We made it! It's the school!\If we can reach our classroom in 15 minutes, we'll be on time!\Awesome, that's a piece of cake! response:	A piece of cake!
context: RPGs from both sides!\Punch it!\Ouch...\Wake up, everybody!\We did it, you guys! We made it! It's the school!\If we can reach our classroom in 15 minutes, we'll be on time!\Awesome, that's a piece of cake!\A piece of cake! response:	We couldn't have done it without you, Maiko!
context: Punch it!\Ouch...\Wake up, everybody!\We did it, you guys! We made it! It's the school!\If we can reach our classroom in 15 minutes, we'll be on time!\Awesome, that's a piece of cake!\A piece of cake!\We couldn't have done it without you, Maiko! response:	I'm seeing you in a whole new light!
context: Ouch...\Wake up, everybody!\We did it, you guys! We made it! It's the school!\If we can reach our classroom in 15 minutes, we'll be on time!\Awesome, that's a piece of cake!\A piece of cake!\We couldn't have done it without you, Maiko!\I'm seeing you in a whole new light! response:	Nonsense, you did all the hard work. Still, I'm happy you think so!
context: Wake up, everybody!\We did it, you guys! We made it! It's the school!\If we can reach our classroom in 15 minutes, we'll be on time!\Awesome, that's a piece of cake!\A piece of cake!\We couldn't have done it without you, Maiko!\I'm seeing you in a whole new light!\Nonsense, you did all the hard work. Still, I'm happy you think so! response:	Shucks!
context: We did it, you guys! We made it! It's the school!\If we can reach our classroom in 15 minutes, we'll be on time!\Awesome, that's a piece of cake!\A piece of cake!\We couldn't have done it without you, Maiko!\I'm seeing you in a whole new light!\Nonsense, you did all the hard work. Still, I'm happy you think so!\Shucks! response:	Yay, we're all friends!
context: If we can reach our classroom in 15 minutes, we'll be on time!\Awesome, that's a piece of cake!\A piece of cake!\We couldn't have done it without you, Maiko!\I'm seeing you in a whole new light!\Nonsense, you did all the hard work. Still, I'm happy you think so!\Shucks!\Yay, we're all friends! response:	Look, Ryuko! Guts has brought you your uniform!
context: Awesome, that's a piece of cake!\A piece of cake!\We couldn't have done it without you, Maiko!\I'm seeing you in a whole new light!\Nonsense, you did all the hard work. Still, I'm happy you think so!\Shucks!\Yay, we're all friends!\Look, Ryuko! Guts has brought you your uniform! response:	Hey, Guts!
context: A piece of cake!\We couldn't have done it without you, Maiko!\I'm seeing you in a whole new light!\Nonsense, you did all the hard work. Still, I'm happy you think so!\Shucks!\Yay, we're all friends!\Look, Ryuko! Guts has brought you your uniform!\Hey, Guts! response:	Why is Guts bringing it?
context: We couldn't have done it without you, Maiko!\I'm seeing you in a whole new light!\Nonsense, you did all the hard work. Still, I'm happy you think so!\Shucks!\Yay, we're all friends!\Look, Ryuko! Guts has brought you your uniform!\Hey, Guts!\Why is Guts bringing it? response:	Geez, what's your dad thinking?
context: I'm seeing you in a whole new light!\Nonsense, you did all the hard work. Still, I'm happy you think so!\Shucks!\Yay, we're all friends!\Look, Ryuko! Guts has brought you your uniform!\Hey, Guts!\Why is Guts bringing it?\Geez, what's your dad thinking? response:	Oh, the pain!
context: Nonsense, you did all the hard work. Still, I'm happy you think so!\Shucks!\Yay, we're all friends!\Look, Ryuko! Guts has brought you your uniform!\Hey, Guts!\Why is Guts bringing it?\Geez, what's your dad thinking?\Oh, the pain! response:	We're sliding, we're sliding, we're sliding!
context: Shucks!\Yay, we're all friends!\Look, Ryuko! Guts has brought you your uniform!\Hey, Guts!\Why is Guts bringing it?\Geez, what's your dad thinking?\Oh, the pain!\We're sliding, we're sliding, we're sliding! response:	Where are you going, Guts?
context: Yay, we're all friends!\Look, Ryuko! Guts has brought you your uniform!\Hey, Guts!\Why is Guts bringing it?\Geez, what's your dad thinking?\Oh, the pain!\We're sliding, we're sliding, we're sliding!\Where are you going, Guts? response:	What?
context: Look, Ryuko! Guts has brought you your uniform!\Hey, Guts!\Why is Guts bringing it?\Geez, what's your dad thinking?\Oh, the pain!\We're sliding, we're sliding, we're sliding!\Where are you going, Guts?\What? response:	Maiko, what are you doing?!
context: Hey, Guts!\Why is Guts bringing it?\Geez, what's your dad thinking?\Oh, the pain!\We're sliding, we're sliding, we're sliding!\Where are you going, Guts?\What?\Maiko, what are you doing?! response:	You let your guard down, Ryuko...
context: Why is Guts bringing it?\Geez, what's your dad thinking?\Oh, the pain!\We're sliding, we're sliding, we're sliding!\Where are you going, Guts?\What?\Maiko, what are you doing?!\You let your guard down, Ryuko... response:	No, Ryuko Matoi, I should say.
context: Geez, what's your dad thinking?\Oh, the pain!\We're sliding, we're sliding, we're sliding!\Where are you going, Guts?\What?\Maiko, what are you doing?!\You let your guard down, Ryuko...\No, Ryuko Matoi, I should say. response:	I've been waiting for this moment for ages!
context: Oh, the pain!\We're sliding, we're sliding, we're sliding!\Where are you going, Guts?\What?\Maiko, what are you doing?!\You let your guard down, Ryuko...\No, Ryuko Matoi, I should say.\I've been waiting for this moment for ages! response:	Maiko?
context: We're sliding, we're sliding, we're sliding!\Where are you going, Guts?\What?\Maiko, what are you doing?!\You let your guard down, Ryuko...\No, Ryuko Matoi, I should say.\I've been waiting for this moment for ages!\Maiko? response:	This injured No-Star classmate was but a fake identity!
context: Where are you going, Guts?\What?\Maiko, what are you doing?!\You let your guard down, Ryuko...\No, Ryuko Matoi, I should say.\I've been waiting for this moment for ages!\Maiko?\This injured No-Star classmate was but a fake identity! response:	My true identity...
context: What?\Maiko, what are you doing?!\You let your guard down, Ryuko...\No, Ryuko Matoi, I should say.\I've been waiting for this moment for ages!\Maiko?\This injured No-Star classmate was but a fake identity!\My true identity... response:	is Maiko Ogure, Disciplinary Committee Head of Trap Development!
context: Maiko, what are you doing?!\You let your guard down, Ryuko...\No, Ryuko Matoi, I should say.\I've been waiting for this moment for ages!\Maiko?\This injured No-Star classmate was but a fake identity!\My true identity...\is Maiko Ogure, Disciplinary Committee Head of Trap Development! response:	HEAD OF TRAP DEVELOPMENT MAIKO OGURE
context: You let your guard down, Ryuko...\No, Ryuko Matoi, I should say.\I've been waiting for this moment for ages!\Maiko?\This injured No-Star classmate was but a fake identity!\My true identity...\is Maiko Ogure, Disciplinary Committee Head of Trap Development!\HEAD OF TRAP DEVELOPMENT MAIKO OGURE response:	Trap development, huh?
context: No, Ryuko Matoi, I should say.\I've been waiting for this moment for ages!\Maiko?\This injured No-Star classmate was but a fake identity!\My true identity...\is Maiko Ogure, Disciplinary Committee Head of Trap Development!\HEAD OF TRAP DEVELOPMENT MAIKO OGURE\Trap development, huh? response:	That's right!
context: I've been waiting for this moment for ages!\Maiko?\This injured No-Star classmate was but a fake identity!\My true identity...\is Maiko Ogure, Disciplinary Committee Head of Trap Development!\HEAD OF TRAP DEVELOPMENT MAIKO OGURE\Trap development, huh?\That's right! response:	A shadowy figure who remains undercover among the common students,
context: Maiko?\This injured No-Star classmate was but a fake identity!\My true identity...\is Maiko Ogure, Disciplinary Committee Head of Trap Development!\HEAD OF TRAP DEVELOPMENT MAIKO OGURE\Trap development, huh?\That's right!\A shadowy figure who remains undercover among the common students, response:	spying on their behavior and developing traps!
context: This injured No-Star classmate was but a fake identity!\My true identity...\is Maiko Ogure, Disciplinary Committee Head of Trap Development!\HEAD OF TRAP DEVELOPMENT MAIKO OGURE\Trap development, huh?\That's right!\A shadowy figure who remains undercover among the common students,\spying on their behavior and developing traps! response:	That is what the Head of Trap Development does!
context: My true identity...\is Maiko Ogure, Disciplinary Committee Head of Trap Development!\HEAD OF TRAP DEVELOPMENT MAIKO OGURE\Trap development, huh?\That's right!\A shadowy figure who remains undercover among the common students,\spying on their behavior and developing traps!\That is what the Head of Trap Development does! response:	But I had grown sick and tired of that life.
context: is Maiko Ogure, Disciplinary Committee Head of Trap Development!\HEAD OF TRAP DEVELOPMENT MAIKO OGURE\Trap development, huh?\That's right!\A shadowy figure who remains undercover among the common students,\spying on their behavior and developing traps!\That is what the Head of Trap Development does!\But I had grown sick and tired of that life. response:	I had a flash of inspiration when I overheard
context: HEAD OF TRAP DEVELOPMENT MAIKO OGURE\Trap development, huh?\That's right!\A shadowy figure who remains undercover among the common students,\spying on their behavior and developing traps!\That is what the Head of Trap Development does!\But I had grown sick and tired of that life.\I had a flash of inspiration when I overheard response:	your conversation with Gamagoori over the surveillance cameras.
context: Trap development, huh?\That's right!\A shadowy figure who remains undercover among the common students,\spying on their behavior and developing traps!\That is what the Head of Trap Development does!\But I had grown sick and tired of that life.\I had a flash of inspiration when I overheard\your conversation with Gamagoori over the surveillance cameras. response:	I would steal the Kamui, a Goku Uniform which held
context: That's right!\A shadowy figure who remains undercover among the common students,\spying on their behavior and developing traps!\That is what the Head of Trap Development does!\But I had grown sick and tired of that life.\I had a flash of inspiration when I overheard\your conversation with Gamagoori over the surveillance cameras.\I would steal the Kamui, a Goku Uniform which held response:	within it the power to go toe-to-toe with Lady Satsuki.
context: A shadowy figure who remains undercover among the common students,\spying on their behavior and developing traps!\That is what the Head of Trap Development does!\But I had grown sick and tired of that life.\I had a flash of inspiration when I overheard\your conversation with Gamagoori over the surveillance cameras.\I would steal the Kamui, a Goku Uniform which held\within it the power to go toe-to-toe with Lady Satsuki. response:	Using this uniform, I could be a Two-Star
context: spying on their behavior and developing traps!\That is what the Head of Trap Development does!\But I had grown sick and tired of that life.\I had a flash of inspiration when I overheard\your conversation with Gamagoori over the surveillance cameras.\I would steal the Kamui, a Goku Uniform which held\within it the power to go toe-to-toe with Lady Satsuki.\Using this uniform, I could be a Two-Star response:	THREE-STAR TWO-STAR ONE-STAR NO-STAR
context: That is what the Head of Trap Development does!\But I had grown sick and tired of that life.\I had a flash of inspiration when I overheard\your conversation with Gamagoori over the surveillance cameras.\I would steal the Kamui, a Goku Uniform which held\within it the power to go toe-to-toe with Lady Satsuki.\Using this uniform, I could be a Two-Star\THREE-STAR TWO-STAR ONE-STAR NO-STAR response:	No, be one of the Four Elites
context: But I had grown sick and tired of that life.\I had a flash of inspiration when I overheard\your conversation with Gamagoori over the surveillance cameras.\I would steal the Kamui, a Goku Uniform which held\within it the power to go toe-to-toe with Lady Satsuki.\Using this uniform, I could be a Two-Star\THREE-STAR TWO-STAR ONE-STAR NO-STAR\No, be one of the Four Elites response:	No, steal the throne from Lady Satsuki herself!
context: I had a flash of inspiration when I overheard\your conversation with Gamagoori over the surveillance cameras.\I would steal the Kamui, a Goku Uniform which held\within it the power to go toe-to-toe with Lady Satsuki.\Using this uniform, I could be a Two-Star\THREE-STAR TWO-STAR ONE-STAR NO-STAR\No, be one of the Four Elites\No, steal the throne from Lady Satsuki herself! response:	STUDENT COUNCIL PRESIDENT
context: your conversation with Gamagoori over the surveillance cameras.\I would steal the Kamui, a Goku Uniform which held\within it the power to go toe-to-toe with Lady Satsuki.\Using this uniform, I could be a Two-Star\THREE-STAR TWO-STAR ONE-STAR NO-STAR\No, be one of the Four Elites\No, steal the throne from Lady Satsuki herself!\STUDENT COUNCIL PRESIDENT response:	Yes! I'll become empress of Honnouji Academy
context: I would steal the Kamui, a Goku Uniform which held\within it the power to go toe-to-toe with Lady Satsuki.\Using this uniform, I could be a Two-Star\THREE-STAR TWO-STAR ONE-STAR NO-STAR\No, be one of the Four Elites\No, steal the throne from Lady Satsuki herself!\STUDENT COUNCIL PRESIDENT\Yes! I'll become empress of Honnouji Academy response:	and indulge in every luxury the academy has to offer!
context: within it the power to go toe-to-toe with Lady Satsuki.\Using this uniform, I could be a Two-Star\THREE-STAR TWO-STAR ONE-STAR NO-STAR\No, be one of the Four Elites\No, steal the throne from Lady Satsuki herself!\STUDENT COUNCIL PRESIDENT\Yes! I'll become empress of Honnouji Academy\and indulge in every luxury the academy has to offer! response:	I can hardly wait!
context: Using this uniform, I could be a Two-Star\THREE-STAR TWO-STAR ONE-STAR NO-STAR\No, be one of the Four Elites\No, steal the throne from Lady Satsuki herself!\STUDENT COUNCIL PRESIDENT\Yes! I'll become empress of Honnouji Academy\and indulge in every luxury the academy has to offer!\I can hardly wait! response:	Maiko, it sounds like you had everyone fooled.
context: THREE-STAR TWO-STAR ONE-STAR NO-STAR\No, be one of the Four Elites\No, steal the throne from Lady Satsuki herself!\STUDENT COUNCIL PRESIDENT\Yes! I'll become empress of Honnouji Academy\and indulge in every luxury the academy has to offer!\I can hardly wait!\Maiko, it sounds like you had everyone fooled. response:	Maiko! Return that uniform to Ryuko!
context: No, be one of the Four Elites\No, steal the throne from Lady Satsuki herself!\STUDENT COUNCIL PRESIDENT\Yes! I'll become empress of Honnouji Academy\and indulge in every luxury the academy has to offer!\I can hardly wait!\Maiko, it sounds like you had everyone fooled.\Maiko! Return that uniform to Ryuko! response:	You see, putting on
context: No, steal the throne from Lady Satsuki herself!\STUDENT COUNCIL PRESIDENT\Yes! I'll become empress of Honnouji Academy\and indulge in every luxury the academy has to offer!\I can hardly wait!\Maiko, it sounds like you had everyone fooled.\Maiko! Return that uniform to Ryuko!\You see, putting on response:	that uniform
context: STUDENT COUNCIL PRESIDENT\Yes! I'll become empress of Honnouji Academy\and indulge in every luxury the academy has to offer!\I can hardly wait!\Maiko, it sounds like you had everyone fooled.\Maiko! Return that uniform to Ryuko!\You see, putting on\that uniform response:	and transforming into
context: Yes! I'll become empress of Honnouji Academy\and indulge in every luxury the academy has to offer!\I can hardly wait!\Maiko, it sounds like you had everyone fooled.\Maiko! Return that uniform to Ryuko!\You see, putting on\that uniform\and transforming into response:	something that
context: and indulge in every luxury the academy has to offer!\I can hardly wait!\Maiko, it sounds like you had everyone fooled.\Maiko! Return that uniform to Ryuko!\You see, putting on\that uniform\and transforming into\something that response:	leaves her half naked
context: I can hardly wait!\Maiko, it sounds like you had everyone fooled.\Maiko! Return that uniform to Ryuko!\You see, putting on\that uniform\and transforming into\something that\leaves her half naked response:	is Ryuko's only joy in life!
context: Maiko, it sounds like you had everyone fooled.\Maiko! Return that uniform to Ryuko!\You see, putting on\that uniform\and transforming into\something that\leaves her half naked\is Ryuko's only joy in life! response:	Oh, yes! The transformation! Life Fiber Synchronize, was it?
context: Maiko! Return that uniform to Ryuko!\You see, putting on\that uniform\and transforming into\something that\leaves her half naked\is Ryuko's only joy in life!\Oh, yes! The transformation! Life Fiber Synchronize, was it? response:	I have to try that for myself right away!
context: You see, putting on\that uniform\and transforming into\something that\leaves her half naked\is Ryuko's only joy in life!\Oh, yes! The transformation! Life Fiber Synchronize, was it?\I have to try that for myself right away! response:	Off with this! On with this!
context: that uniform\and transforming into\something that\leaves her half naked\is Ryuko's only joy in life!\Oh, yes! The transformation! Life Fiber Synchronize, was it?\I have to try that for myself right away!\Off with this! On with this! response:	What?!
context: and transforming into\something that\leaves her half naked\is Ryuko's only joy in life!\Oh, yes! The transformation! Life Fiber Synchronize, was it?\I have to try that for myself right away!\Off with this! On with this!\What?! response:	Get real.
context: something that\leaves her half naked\is Ryuko's only joy in life!\Oh, yes! The transformation! Life Fiber Synchronize, was it?\I have to try that for myself right away!\Off with this! On with this!\What?!\Get real. response:	As if a deceitful bitch like you could transform so easily!
context: leaves her half naked\is Ryuko's only joy in life!\Oh, yes! The transformation! Life Fiber Synchronize, was it?\I have to try that for myself right away!\Off with this! On with this!\What?!\Get real.\As if a deceitful bitch like you could transform so easily! response:	I did it!
context: is Ryuko's only joy in life!\Oh, yes! The transformation! Life Fiber Synchronize, was it?\I have to try that for myself right away!\Off with this! On with this!\What?!\Get real.\As if a deceitful bitch like you could transform so easily!\I did it! response:	No way!
context: Oh, yes! The transformation! Life Fiber Synchronize, was it?\I have to try that for myself right away!\Off with this! On with this!\What?!\Get real.\As if a deceitful bitch like you could transform so easily!\I did it!\No way! response:	Life Fiber Synchronize! Kamui Senketsu!
context: I have to try that for myself right away!\Off with this! On with this!\What?!\Get real.\As if a deceitful bitch like you could transform so easily!\I did it!\No way!\Life Fiber Synchronize! Kamui Senketsu! response:	KAMUI SENKETSU
context: Off with this! On with this!\What?!\Get real.\As if a deceitful bitch like you could transform so easily!\I did it!\No way!\Life Fiber Synchronize! Kamui Senketsu!\KAMUI SENKETSU response:	Oh, come on!
context: What?!\Get real.\As if a deceitful bitch like you could transform so easily!\I did it!\No way!\Life Fiber Synchronize! Kamui Senketsu!\KAMUI SENKETSU\Oh, come on! response:	I had so much trouble mastering the Life Fiber Synchronization, but she!
context: Get real.\As if a deceitful bitch like you could transform so easily!\I did it!\No way!\Life Fiber Synchronize! Kamui Senketsu!\KAMUI SENKETSU\Oh, come on!\I had so much trouble mastering the Life Fiber Synchronization, but she! response:	How can she do this, Senketsu?!
context: As if a deceitful bitch like you could transform so easily!\I did it!\No way!\Life Fiber Synchronize! Kamui Senketsu!\KAMUI SENKETSU\Oh, come on!\I had so much trouble mastering the Life Fiber Synchronization, but she!\How can she do this, Senketsu?! response:	Forgive me, Ryuko. This woman has no shame.
context: I did it!\No way!\Life Fiber Synchronize! Kamui Senketsu!\KAMUI SENKETSU\Oh, come on!\I had so much trouble mastering the Life Fiber Synchronization, but she!\How can she do this, Senketsu?!\Forgive me, Ryuko. This woman has no shame. response:	If it means power, if it means standing on top of the world,
context: No way!\Life Fiber Synchronize! Kamui Senketsu!\KAMUI SENKETSU\Oh, come on!\I had so much trouble mastering the Life Fiber Synchronization, but she!\How can she do this, Senketsu?!\Forgive me, Ryuko. This woman has no shame.\If it means power, if it means standing on top of the world, response:	I'll gladly get naked as the day I was born!
context: Life Fiber Synchronize! Kamui Senketsu!\KAMUI SENKETSU\Oh, come on!\I had so much trouble mastering the Life Fiber Synchronization, but she!\How can she do this, Senketsu?!\Forgive me, Ryuko. This woman has no shame.\If it means power, if it means standing on top of the world,\I'll gladly get naked as the day I was born! response:	Oh, it's flooding into me!
context: KAMUI SENKETSU\Oh, come on!\I had so much trouble mastering the Life Fiber Synchronization, but she!\How can she do this, Senketsu?!\Forgive me, Ryuko. This woman has no shame.\If it means power, if it means standing on top of the world,\I'll gladly get naked as the day I was born!\Oh, it's flooding into me! response:	The strength! The power! The strepower!
context: Oh, come on!\I had so much trouble mastering the Life Fiber Synchronization, but she!\How can she do this, Senketsu?!\Forgive me, Ryuko. This woman has no shame.\If it means power, if it means standing on top of the world,\I'll gladly get naked as the day I was born!\Oh, it's flooding into me!\The strength! The power! The strepower! response:	Now, let's try out this strepower, shall we?
context: I had so much trouble mastering the Life Fiber Synchronization, but she!\How can she do this, Senketsu?!\Forgive me, Ryuko. This woman has no shame.\If it means power, if it means standing on top of the world,\I'll gladly get naked as the day I was born!\Oh, it's flooding into me!\The strength! The power! The strepower!\Now, let's try out this strepower, shall we? response:	Naturally, we'll start with the weakest!
context: How can she do this, Senketsu?!\Forgive me, Ryuko. This woman has no shame.\If it means power, if it means standing on top of the world,\I'll gladly get naked as the day I was born!\Oh, it's flooding into me!\The strength! The power! The strepower!\Now, let's try out this strepower, shall we?\Naturally, we'll start with the weakest! response:	Mako!
context: Forgive me, Ryuko. This woman has no shame.\If it means power, if it means standing on top of the world,\I'll gladly get naked as the day I was born!\Oh, it's flooding into me!\The strength! The power! The strepower!\Now, let's try out this strepower, shall we?\Naturally, we'll start with the weakest!\Mako! response:	W-What's going on?!
context: If it means power, if it means standing on top of the world,\I'll gladly get naked as the day I was born!\Oh, it's flooding into me!\The strength! The power! The strepower!\Now, let's try out this strepower, shall we?\Naturally, we'll start with the weakest!\Mako!\W-What's going on?! response:	Why won't my body move?!
context: I'll gladly get naked as the day I was born!\Oh, it's flooding into me!\The strength! The power! The strepower!\Now, let's try out this strepower, shall we?\Naturally, we'll start with the weakest!\Mako!\W-What's going on?!\Why won't my body move?! response:	What the hell? It's not working!
context: Oh, it's flooding into me!\The strength! The power! The strepower!\Now, let's try out this strepower, shall we?\Naturally, we'll start with the weakest!\Mako!\W-What's going on?!\Why won't my body move?!\What the hell? It's not working! response:	It's as if my body's turned to stone!
context: The strength! The power! The strepower!\Now, let's try out this strepower, shall we?\Naturally, we'll start with the weakest!\Mako!\W-What's going on?!\Why won't my body move?!\What the hell? It's not working!\It's as if my body's turned to stone! response:	Senketsu... Is it you?
context: Now, let's try out this strepower, shall we?\Naturally, we'll start with the weakest!\Mako!\W-What's going on?!\Why won't my body move?!\What the hell? It's not working!\It's as if my body's turned to stone!\Senketsu... Is it you? response:	W-What do you think you're doing? S-Stop! Let's not be hasty!
