context: Huntsman of Belparaso, I open thee! response:	Samagui!
context: I can finally return to meh master's side.\What's the matter?\Did something happen with Loke?\Yeah!\He says he won!\We can count on him!\He said he'll explain more later, but Capricorn is on our side now!\Also, he needs to regain his energy, response:	so he's returning to the Spirit World as my Spirit again.
context: What's the matter?\Did something happen with Loke?\Yeah!\He says he won!\We can count on him!\He said he'll explain more later, but Capricorn is on our side now!\Also, he needs to regain his energy,\so he's returning to the Spirit World as my Spirit again. response:	What?!
context: Did something happen with Loke?\Yeah!\He says he won!\We can count on him!\He said he'll explain more later, but Capricorn is on our side now!\Also, he needs to regain his energy,\so he's returning to the Spirit World as my Spirit again.\What?! response:	I see...
context: Yeah!\He says he won!\We can count on him!\He said he'll explain more later, but Capricorn is on our side now!\Also, he needs to regain his energy,\so he's returning to the Spirit World as my Spirit again.\What?!\I see... response:	Now that I think about it,
context: He says he won!\We can count on him!\He said he'll explain more later, but Capricorn is on our side now!\Also, he needs to regain his energy,\so he's returning to the Spirit World as my Spirit again.\What?!\I see...\Now that I think about it, response:	he was using his own magic power to stay in the Human World until now.
context: We can count on him!\He said he'll explain more later, but Capricorn is on our side now!\Also, he needs to regain his energy,\so he's returning to the Spirit World as my Spirit again.\What?!\I see...\Now that I think about it,\he was using his own magic power to stay in the Human World until now. response:	Hold it!
context: He said he'll explain more later, but Capricorn is on our side now!\Also, he needs to regain his energy,\so he's returning to the Spirit World as my Spirit again.\What?!\I see...\Now that I think about it,\he was using his own magic power to stay in the Human World until now.\Hold it! response:	What about being my partner, huh?!
context: Also, he needs to regain his energy,\so he's returning to the Spirit World as my Spirit again.\What?!\I see...\Now that I think about it,\he was using his own magic power to stay in the Human World until now.\Hold it!\What about being my partner, huh?! response:	He said to tell you he's sorry, Gray!
context: so he's returning to the Spirit World as my Spirit again.\What?!\I see...\Now that I think about it,\he was using his own magic power to stay in the Human World until now.\Hold it!\What about being my partner, huh?!\He said to tell you he's sorry, Gray! response:	Screw that!
context: What?!\I see...\Now that I think about it,\he was using his own magic power to stay in the Human World until now.\Hold it!\What about being my partner, huh?!\He said to tell you he's sorry, Gray!\Screw that! response:	I haven't given up on being S Class yet!
context: I see...\Now that I think about it,\he was using his own magic power to stay in the Human World until now.\Hold it!\What about being my partner, huh?!\He said to tell you he's sorry, Gray!\Screw that!\I haven't given up on being S Class yet! response:	S Class...
context: Now that I think about it,\he was using his own magic power to stay in the Human World until now.\Hold it!\What about being my partner, huh?!\He said to tell you he's sorry, Gray!\Screw that!\I haven't given up on being S Class yet!\S Class... response:	Now, let's get a move on!
context: he was using his own magic power to stay in the Human World until now.\Hold it!\What about being my partner, huh?!\He said to tell you he's sorry, Gray!\Screw that!\I haven't given up on being S Class yet!\S Class...\Now, let's get a move on! response:	Sheesh...
context: Hold it!\What about being my partner, huh?!\He said to tell you he's sorry, Gray!\Screw that!\I haven't given up on being S Class yet!\S Class...\Now, let's get a move on!\Sheesh... response:	Hold up a second, Lucy.
context: What about being my partner, huh?!\He said to tell you he's sorry, Gray!\Screw that!\I haven't given up on being S Class yet!\S Class...\Now, let's get a move on!\Sheesh...\Hold up a second, Lucy. response:	Why don't we split up to search for the 7 Kin of Purgatory?
context: He said to tell you he's sorry, Gray!\Screw that!\I haven't given up on being S Class yet!\S Class...\Now, let's get a move on!\Sheesh...\Hold up a second, Lucy.\Why don't we split up to search for the 7 Kin of Purgatory? response:	But I don't wanna go alone!
context: Screw that!\I haven't given up on being S Class yet!\S Class...\Now, let's get a move on!\Sheesh...\Hold up a second, Lucy.\Why don't we split up to search for the 7 Kin of Purgatory?\But I don't wanna go alone! response:	Don't worry!
context: I haven't given up on being S Class yet!\S Class...\Now, let's get a move on!\Sheesh...\Hold up a second, Lucy.\Why don't we split up to search for the 7 Kin of Purgatory?\But I don't wanna go alone!\Don't worry! response:	I'll protect you, Lucy!
context: S Class...\Now, let's get a move on!\Sheesh...\Hold up a second, Lucy.\Why don't we split up to search for the 7 Kin of Purgatory?\But I don't wanna go alone!\Don't worry!\I'll protect you, Lucy! response:	Wait, Cana...
context: Now, let's get a move on!\Sheesh...\Hold up a second, Lucy.\Why don't we split up to search for the 7 Kin of Purgatory?\But I don't wanna go alone!\Don't worry!\I'll protect you, Lucy!\Wait, Cana... response:	So you mean split into two groups, not split up.
context: Sheesh...\Hold up a second, Lucy.\Why don't we split up to search for the 7 Kin of Purgatory?\But I don't wanna go alone!\Don't worry!\I'll protect you, Lucy!\Wait, Cana...\So you mean split into two groups, not split up. response:	What? Wanna mix it up with the girls?
context: Hold up a second, Lucy.\Why don't we split up to search for the 7 Kin of Purgatory?\But I don't wanna go alone!\Don't worry!\I'll protect you, Lucy!\Wait, Cana...\So you mean split into two groups, not split up.\What? Wanna mix it up with the girls? response:	That's not what I meant!
context: Why don't we split up to search for the 7 Kin of Purgatory?\But I don't wanna go alone!\Don't worry!\I'll protect you, Lucy!\Wait, Cana...\So you mean split into two groups, not split up.\What? Wanna mix it up with the girls?\That's not what I meant! response:	I think it'd be smarter to attack with everyone together.
context: But I don't wanna go alone!\Don't worry!\I'll protect you, Lucy!\Wait, Cana...\So you mean split into two groups, not split up.\What? Wanna mix it up with the girls?\That's not what I meant!\I think it'd be smarter to attack with everyone together. response:	I want to attack the enemy as soon as possible.
context: Don't worry!\I'll protect you, Lucy!\Wait, Cana...\So you mean split into two groups, not split up.\What? Wanna mix it up with the girls?\That's not what I meant!\I think it'd be smarter to attack with everyone together.\I want to attack the enemy as soon as possible. response:	That way we can resume the S Class exam.
context: I'll protect you, Lucy!\Wait, Cana...\So you mean split into two groups, not split up.\What? Wanna mix it up with the girls?\That's not what I meant!\I think it'd be smarter to attack with everyone together.\I want to attack the enemy as soon as possible.\That way we can resume the S Class exam. response:	That's why we should split up and search.
context: Wait, Cana...\So you mean split into two groups, not split up.\What? Wanna mix it up with the girls?\That's not what I meant!\I think it'd be smarter to attack with everyone together.\I want to attack the enemy as soon as possible.\That way we can resume the S Class exam.\That's why we should split up and search. response:	Or are you scared to go alone, Gray?
context: So you mean split into two groups, not split up.\What? Wanna mix it up with the girls?\That's not what I meant!\I think it'd be smarter to attack with everyone together.\I want to attack the enemy as soon as possible.\That way we can resume the S Class exam.\That's why we should split up and search.\Or are you scared to go alone, Gray? response:	Cana?
context: What? Wanna mix it up with the girls?\That's not what I meant!\I think it'd be smarter to attack with everyone together.\I want to attack the enemy as soon as possible.\That way we can resume the S Class exam.\That's why we should split up and search.\Or are you scared to go alone, Gray?\Cana? response:	Fine, then.
context: That's not what I meant!\I think it'd be smarter to attack with everyone together.\I want to attack the enemy as soon as possible.\That way we can resume the S Class exam.\That's why we should split up and search.\Or are you scared to go alone, Gray?\Cana?\Fine, then. response:	We'll split up here.
context: I think it'd be smarter to attack with everyone together.\I want to attack the enemy as soon as possible.\That way we can resume the S Class exam.\That's why we should split up and search.\Or are you scared to go alone, Gray?\Cana?\Fine, then.\We'll split up here. response:	Be careful, Gray!
context: I want to attack the enemy as soon as possible.\That way we can resume the S Class exam.\That's why we should split up and search.\Or are you scared to go alone, Gray?\Cana?\Fine, then.\We'll split up here.\Be careful, Gray! response:	You too.
context: That way we can resume the S Class exam.\That's why we should split up and search.\Or are you scared to go alone, Gray?\Cana?\Fine, then.\We'll split up here.\Be careful, Gray!\You too. response:	Give me a break, you nut!
context: That's why we should split up and search.\Or are you scared to go alone, Gray?\Cana?\Fine, then.\We'll split up here.\Be careful, Gray!\You too.\Give me a break, you nut! response:	If you hadn't gotten in my way, I'd have been an S Class wizard by now!
context: Or are you scared to go alone, Gray?\Cana?\Fine, then.\We'll split up here.\Be careful, Gray!\You too.\Give me a break, you nut!\If you hadn't gotten in my way, I'd have been an S Class wizard by now! response:	Is that your future?
context: Cana?\Fine, then.\We'll split up here.\Be careful, Gray!\You too.\Give me a break, you nut!\If you hadn't gotten in my way, I'd have been an S Class wizard by now!\Is that your future? response:	The other future of the fractured crystal ball...
context: Fine, then.\We'll split up here.\Be careful, Gray!\You too.\Give me a break, you nut!\If you hadn't gotten in my way, I'd have been an S Class wizard by now!\Is that your future?\The other future of the fractured crystal ball... response:	Parallel worlds...
context: We'll split up here.\Be careful, Gray!\You too.\Give me a break, you nut!\If you hadn't gotten in my way, I'd have been an S Class wizard by now!\Is that your future?\The other future of the fractured crystal ball...\Parallel worlds... response:	I can create an infinite number of futures,
context: Be careful, Gray!\You too.\Give me a break, you nut!\If you hadn't gotten in my way, I'd have been an S Class wizard by now!\Is that your future?\The other future of the fractured crystal ball...\Parallel worlds...\I can create an infinite number of futures, response:	and contract them to head toward a single future.
context: You too.\Give me a break, you nut!\If you hadn't gotten in my way, I'd have been an S Class wizard by now!\Is that your future?\The other future of the fractured crystal ball...\Parallel worlds...\I can create an infinite number of futures,\and contract them to head toward a single future. response:	Flash Forward!
context: Give me a break, you nut!\If you hadn't gotten in my way, I'd have been an S Class wizard by now!\Is that your future?\The other future of the fractured crystal ball...\Parallel worlds...\I can create an infinite number of futures,\and contract them to head toward a single future.\Flash Forward! response:	Now, now, the fun's just beginning!
context: If you hadn't gotten in my way, I'd have been an S Class wizard by now!\Is that your future?\The other future of the fractured crystal ball...\Parallel worlds...\I can create an infinite number of futures,\and contract them to head toward a single future.\Flash Forward!\Now, now, the fun's just beginning! response:	Natsu!
context: Is that your future?\The other future of the fractured crystal ball...\Parallel worlds...\I can create an infinite number of futures,\and contract them to head toward a single future.\Flash Forward!\Now, now, the fun's just beginning!\Natsu! response:	This is the remains of the base camp.
context: The other future of the fractured crystal ball...\Parallel worlds...\I can create an infinite number of futures,\and contract them to head toward a single future.\Flash Forward!\Now, now, the fun's just beginning!\Natsu!\This is the remains of the base camp. response:	Both of them are breathing.
context: Parallel worlds...\I can create an infinite number of futures,\and contract them to head toward a single future.\Flash Forward!\Now, now, the fun's just beginning!\Natsu!\This is the remains of the base camp.\Both of them are breathing. response:	They'll be okay.
context: I can create an infinite number of futures,\and contract them to head toward a single future.\Flash Forward!\Now, now, the fun's just beginning!\Natsu!\This is the remains of the base camp.\Both of them are breathing.\They'll be okay. response:	But for Gajeel to get taken out in the process, and Mira to lose...
context: and contract them to head toward a single future.\Flash Forward!\Now, now, the fun's just beginning!\Natsu!\This is the remains of the base camp.\Both of them are breathing.\They'll be okay.\But for Gajeel to get taken out in the process, and Mira to lose... response:	It was my fault.
context: Flash Forward!\Now, now, the fun's just beginning!\Natsu!\This is the remains of the base camp.\Both of them are breathing.\They'll be okay.\But for Gajeel to get taken out in the process, and Mira to lose...\It was my fault. response:	Mine...
context: Now, now, the fun's just beginning!\Natsu!\This is the remains of the base camp.\Both of them are breathing.\They'll be okay.\But for Gajeel to get taken out in the process, and Mira to lose...\It was my fault.\Mine... response:	It's not anyone's fault.
context: Natsu!\This is the remains of the base camp.\Both of them are breathing.\They'll be okay.\But for Gajeel to get taken out in the process, and Mira to lose...\It was my fault.\Mine...\It's not anyone's fault. response:	Elf-niichan!
context: This is the remains of the base camp.\Both of them are breathing.\They'll be okay.\But for Gajeel to get taken out in the process, and Mira to lose...\It was my fault.\Mine...\It's not anyone's fault.\Elf-niichan! response:	They're strong.
context: Both of them are breathing.\They'll be okay.\But for Gajeel to get taken out in the process, and Mira to lose...\It was my fault.\Mine...\It's not anyone's fault.\Elf-niichan!\They're strong. response:	I hate to say it, but they're too damn strong!
context: They'll be okay.\But for Gajeel to get taken out in the process, and Mira to lose...\It was my fault.\Mine...\It's not anyone's fault.\Elf-niichan!\They're strong.\I hate to say it, but they're too damn strong! response:	There was nothing I could do.
context: But for Gajeel to get taken out in the process, and Mira to lose...\It was my fault.\Mine...\It's not anyone's fault.\Elf-niichan!\They're strong.\I hate to say it, but they're too damn strong!\There was nothing I could do. response:	Damn it!
context: It was my fault.\Mine...\It's not anyone's fault.\Elf-niichan!\They're strong.\I hate to say it, but they're too damn strong!\There was nothing I could do.\Damn it! response:	I'm a failure of a Man!
context: Mine...\It's not anyone's fault.\Elf-niichan!\They're strong.\I hate to say it, but they're too damn strong!\There was nothing I could do.\Damn it!\I'm a failure of a Man! response:	I wasn't able to protect my sister or my partner!
context: It's not anyone's fault.\Elf-niichan!\They're strong.\I hate to say it, but they're too damn strong!\There was nothing I could do.\Damn it!\I'm a failure of a Man!\I wasn't able to protect my sister or my partner! response:	We have to become one.
context: Elf-niichan!\They're strong.\I hate to say it, but they're too damn strong!\There was nothing I could do.\Damn it!\I'm a failure of a Man!\I wasn't able to protect my sister or my partner!\We have to become one. response:	Levy...
context: They're strong.\I hate to say it, but they're too damn strong!\There was nothing I could do.\Damn it!\I'm a failure of a Man!\I wasn't able to protect my sister or my partner!\We have to become one.\Levy... response:	The exam had us all split up.
context: I hate to say it, but they're too damn strong!\There was nothing I could do.\Damn it!\I'm a failure of a Man!\I wasn't able to protect my sister or my partner!\We have to become one.\Levy...\The exam had us all split up. response:	It was just for a bit, but we were putting ourselves before our friends.
context: There was nothing I could do.\Damn it!\I'm a failure of a Man!\I wasn't able to protect my sister or my partner!\We have to become one.\Levy...\The exam had us all split up.\It was just for a bit, but we were putting ourselves before our friends. response:	But, we can't do that now!
context: Damn it!\I'm a failure of a Man!\I wasn't able to protect my sister or my partner!\We have to become one.\Levy...\The exam had us all split up.\It was just for a bit, but we were putting ourselves before our friends.\But, we can't do that now! response:	The enemy is extremely powerful!
context: I'm a failure of a Man!\I wasn't able to protect my sister or my partner!\We have to become one.\Levy...\The exam had us all split up.\It was just for a bit, but we were putting ourselves before our friends.\But, we can't do that now!\The enemy is extremely powerful! response:	But we are Fairy Tail!
context: I wasn't able to protect my sister or my partner!\We have to become one.\Levy...\The exam had us all split up.\It was just for a bit, but we were putting ourselves before our friends.\But, we can't do that now!\The enemy is extremely powerful!\But we are Fairy Tail! response:	If we all combine our power... If we can act as one...
context: We have to become one.\Levy...\The exam had us all split up.\It was just for a bit, but we were putting ourselves before our friends.\But, we can't do that now!\The enemy is extremely powerful!\But we are Fairy Tail!\If we all combine our power... If we can act as one... response:	Everyone, please...
context: Levy...\The exam had us all split up.\It was just for a bit, but we were putting ourselves before our friends.\But, we can't do that now!\The enemy is extremely powerful!\But we are Fairy Tail!\If we all combine our power... If we can act as one...\Everyone, please... response:	Join together as one...
context: The exam had us all split up.\It was just for a bit, but we were putting ourselves before our friends.\But, we can't do that now!\The enemy is extremely powerful!\But we are Fairy Tail!\If we all combine our power... If we can act as one...\Everyone, please...\Join together as one... response:	Please...
context: It was just for a bit, but we were putting ourselves before our friends.\But, we can't do that now!\The enemy is extremely powerful!\But we are Fairy Tail!\If we all combine our power... If we can act as one...\Everyone, please...\Join together as one...\Please... response:	Mavis's grave?
context: But, we can't do that now!\The enemy is extremely powerful!\But we are Fairy Tail!\If we all combine our power... If we can act as one...\Everyone, please...\Join together as one...\Please...\Mavis's grave? response:	Right.
context: The enemy is extremely powerful!\But we are Fairy Tail!\If we all combine our power... If we can act as one...\Everyone, please...\Join together as one...\Please...\Mavis's grave?\Right. response:	You told me you'd figured out where it was, right?
context: But we are Fairy Tail!\If we all combine our power... If we can act as one...\Everyone, please...\Join together as one...\Please...\Mavis's grave?\Right.\You told me you'd figured out where it was, right? response:	A lot happened and it kind of took a backseat, but I'm curious...
context: If we all combine our power... If we can act as one...\Everyone, please...\Join together as one...\Please...\Mavis's grave?\Right.\You told me you'd figured out where it was, right?\A lot happened and it kind of took a backseat, but I'm curious... response:	Sure, okay.
context: Everyone, please...\Join together as one...\Please...\Mavis's grave?\Right.\You told me you'd figured out where it was, right?\A lot happened and it kind of took a backseat, but I'm curious...\Sure, okay. response:	But it's about halfway guessing.
context: Join together as one...\Please...\Mavis's grave?\Right.\You told me you'd figured out where it was, right?\A lot happened and it kind of took a backseat, but I'm curious...\Sure, okay.\But it's about halfway guessing. response:	First, I thought of a lot of different words associated with grave.
context: Please...\Mavis's grave?\Right.\You told me you'd figured out where it was, right?\A lot happened and it kind of took a backseat, but I'm curious...\Sure, okay.\But it's about halfway guessing.\First, I thought of a lot of different words associated with grave. response:	Death, sleep, earth, stone, star, end...
context: Mavis's grave?\Right.\You told me you'd figured out where it was, right?\A lot happened and it kind of took a backseat, but I'm curious...\Sure, okay.\But it's about halfway guessing.\First, I thought of a lot of different words associated with grave.\Death, sleep, earth, stone, star, end... response:	But none of them were 6 letters long.
context: Right.\You told me you'd figured out where it was, right?\A lot happened and it kind of took a backseat, but I'm curious...\Sure, okay.\But it's about halfway guessing.\First, I thought of a lot of different words associated with grave.\Death, sleep, earth, stone, star, end...\But none of them were 6 letters long. response:	Wait... What does being 6 letters have to do with anything?
context: You told me you'd figured out where it was, right?\A lot happened and it kind of took a backseat, but I'm curious...\Sure, okay.\But it's about halfway guessing.\First, I thought of a lot of different words associated with grave.\Death, sleep, earth, stone, star, end...\But none of them were 6 letters long.\Wait... What does being 6 letters have to do with anything? response:	The time limit.
context: A lot happened and it kind of took a backseat, but I'm curious...\Sure, okay.\But it's about halfway guessing.\First, I thought of a lot of different words associated with grave.\Death, sleep, earth, stone, star, end...\But none of them were 6 letters long.\Wait... What does being 6 letters have to do with anything?\The time limit. response:	He said we had to find it in 6 hours, right?
context: Sure, okay.\But it's about halfway guessing.\First, I thought of a lot of different words associated with grave.\Death, sleep, earth, stone, star, end...\But none of them were 6 letters long.\Wait... What does being 6 letters have to do with anything?\The time limit.\He said we had to find it in 6 hours, right? response:	It's a bit ham-fisted,
context: But it's about halfway guessing.\First, I thought of a lot of different words associated with grave.\Death, sleep, earth, stone, star, end...\But none of them were 6 letters long.\Wait... What does being 6 letters have to do with anything?\The time limit.\He said we had to find it in 6 hours, right?\It's a bit ham-fisted, response:	but I found a word that's 6 letters for 6 hours and associated with a grave.
context: First, I thought of a lot of different words associated with grave.\Death, sleep, earth, stone, star, end...\But none of them were 6 letters long.\Wait... What does being 6 letters have to do with anything?\The time limit.\He said we had to find it in 6 hours, right?\It's a bit ham-fisted,\but I found a word that's 6 letters for 6 hours and associated with a grave. response:	Demise.
context: Death, sleep, earth, stone, star, end...\But none of them were 6 letters long.\Wait... What does being 6 letters have to do with anything?\The time limit.\He said we had to find it in 6 hours, right?\It's a bit ham-fisted,\but I found a word that's 6 letters for 6 hours and associated with a grave.\Demise. response:	It means to perish.
context: But none of them were 6 letters long.\Wait... What does being 6 letters have to do with anything?\The time limit.\He said we had to find it in 6 hours, right?\It's a bit ham-fisted,\but I found a word that's 6 letters for 6 hours and associated with a grave.\Demise.\It means to perish. response:	It's related to a grave and also 6 letters.
context: Wait... What does being 6 letters have to do with anything?\The time limit.\He said we had to find it in 6 hours, right?\It's a bit ham-fisted,\but I found a word that's 6 letters for 6 hours and associated with a grave.\Demise.\It means to perish.\It's related to a grave and also 6 letters. response:	It includes the concept of time, too.
context: The time limit.\He said we had to find it in 6 hours, right?\It's a bit ham-fisted,\but I found a word that's 6 letters for 6 hours and associated with a grave.\Demise.\It means to perish.\It's related to a grave and also 6 letters.\It includes the concept of time, too. response:	Then the rest is just intuition, but demise has a letter that doesn't fit with the others.
context: He said we had to find it in 6 hours, right?\It's a bit ham-fisted,\but I found a word that's 6 letters for 6 hours and associated with a grave.\Demise.\It means to perish.\It's related to a grave and also 6 letters.\It includes the concept of time, too.\Then the rest is just intuition, but demise has a letter that doesn't fit with the others. response:	Do you see it?
context: It's a bit ham-fisted,\but I found a word that's 6 letters for 6 hours and associated with a grave.\Demise.\It means to perish.\It's related to a grave and also 6 letters.\It includes the concept of time, too.\Then the rest is just intuition, but demise has a letter that doesn't fit with the others.\Do you see it? response:	When you mention it...
context: but I found a word that's 6 letters for 6 hours and associated with a grave.\Demise.\It means to perish.\It's related to a grave and also 6 letters.\It includes the concept of time, too.\Then the rest is just intuition, but demise has a letter that doesn't fit with the others.\Do you see it?\When you mention it... response:	There's one letter that was used twice.
context: Demise.\It means to perish.\It's related to a grave and also 6 letters.\It includes the concept of time, too.\Then the rest is just intuition, but demise has a letter that doesn't fit with the others.\Do you see it?\When you mention it...\There's one letter that was used twice. response:	You see, the paths we chose were lettered, right?
context: It means to perish.\It's related to a grave and also 6 letters.\It includes the concept of time, too.\Then the rest is just intuition, but demise has a letter that doesn't fit with the others.\Do you see it?\When you mention it...\There's one letter that was used twice.\You see, the paths we chose were lettered, right? response:	You mean the ones from the first test?
context: It's related to a grave and also 6 letters.\It includes the concept of time, too.\Then the rest is just intuition, but demise has a letter that doesn't fit with the others.\Do you see it?\When you mention it...\There's one letter that was used twice.\You see, the paths we chose were lettered, right?\You mean the ones from the first test? response:	Right!
context: It includes the concept of time, too.\Then the rest is just intuition, but demise has a letter that doesn't fit with the others.\Do you see it?\When you mention it...\There's one letter that was used twice.\You see, the paths we chose were lettered, right?\You mean the ones from the first test?\Right! response:	Route E!
context: Then the rest is just intuition, but demise has a letter that doesn't fit with the others.\Do you see it?\When you mention it...\There's one letter that was used twice.\You see, the paths we chose were lettered, right?\You mean the ones from the first test?\Right!\Route E! response:	I bet it's in... there...
context: Do you see it?\When you mention it...\There's one letter that was used twice.\You see, the paths we chose were lettered, right?\You mean the ones from the first test?\Right!\Route E!\I bet it's in... there... response:	Thank you, Lucy.
context: When you mention it...\There's one letter that was used twice.\You see, the paths we chose were lettered, right?\You mean the ones from the first test?\Right!\Route E!\I bet it's in... there...\Thank you, Lucy. response:	I'm sorry.
context: There's one letter that was used twice.\You see, the paths we chose were lettered, right?\You mean the ones from the first test?\Right!\Route E!\I bet it's in... there...\Thank you, Lucy.\I'm sorry. response:	I want some kind of special move.
context: You see, the paths we chose were lettered, right?\You mean the ones from the first test?\Right!\Route E!\I bet it's in... there...\Thank you, Lucy.\I'm sorry.\I want some kind of special move. response:	Like a Roar, or Iron Fist, or Claws...
context: You mean the ones from the first test?\Right!\Route E!\I bet it's in... there...\Thank you, Lucy.\I'm sorry.\I want some kind of special move.\Like a Roar, or Iron Fist, or Claws... response:	It's not fair, Natsu!
context: Right!\Route E!\I bet it's in... there...\Thank you, Lucy.\I'm sorry.\I want some kind of special move.\Like a Roar, or Iron Fist, or Claws...\It's not fair, Natsu! response:	But it's not just me.
context: Route E!\I bet it's in... there...\Thank you, Lucy.\I'm sorry.\I want some kind of special move.\Like a Roar, or Iron Fist, or Claws...\It's not fair, Natsu!\But it's not just me. response:	Oh, but wait a second!
context: I bet it's in... there...\Thank you, Lucy.\I'm sorry.\I want some kind of special move.\Like a Roar, or Iron Fist, or Claws...\It's not fair, Natsu!\But it's not just me.\Oh, but wait a second! response:	Maybe there is a special move!
context: Thank you, Lucy.\I'm sorry.\I want some kind of special move.\Like a Roar, or Iron Fist, or Claws...\It's not fair, Natsu!\But it's not just me.\Oh, but wait a second!\Maybe there is a special move! response:	Oh? Like what?
context: I'm sorry.\I want some kind of special move.\Like a Roar, or Iron Fist, or Claws...\It's not fair, Natsu!\But it's not just me.\Oh, but wait a second!\Maybe there is a special move!\Oh? Like what? response:	Light Lucy on fire, and chuck her at the enemy!
context: I want some kind of special move.\Like a Roar, or Iron Fist, or Claws...\It's not fair, Natsu!\But it's not just me.\Oh, but wait a second!\Maybe there is a special move!\Oh? Like what?\Light Lucy on fire, and chuck her at the enemy! response:	Lucy Fire!
context: Like a Roar, or Iron Fist, or Claws...\It's not fair, Natsu!\But it's not just me.\Oh, but wait a second!\Maybe there is a special move!\Oh? Like what?\Light Lucy on fire, and chuck her at the enemy!\Lucy Fire! response:	But then that's basically a special move for Lucy!
context: It's not fair, Natsu!\But it's not just me.\Oh, but wait a second!\Maybe there is a special move!\Oh? Like what?\Light Lucy on fire, and chuck her at the enemy!\Lucy Fire!\But then that's basically a special move for Lucy! response:	Oh, but if Lucy's the bullet that's basically mine, then...
context: But it's not just me.\Oh, but wait a second!\Maybe there is a special move!\Oh? Like what?\Light Lucy on fire, and chuck her at the enemy!\Lucy Fire!\But then that's basically a special move for Lucy!\Oh, but if Lucy's the bullet that's basically mine, then... response:	Natsu, do you even understand the point?
