context: They seem strange and alien. response:	Primitive and peculiar,
context: We can sell it and share the money.\It won't be a whole lot, but it should be enough.\But to give us something so precious...\It's better than letting someone else die, isn't it?\But in exchange,\please let me and my daughter come back to the village.\Yes!\Of course we will! response:	Later on, along nearby shores, the villagers found a few dead seabirds, probably from eating poisonous shellfish.
context: It won't be a whole lot, but it should be enough.\But to give us something so precious...\It's better than letting someone else die, isn't it?\But in exchange,\please let me and my daughter come back to the village.\Yes!\Of course we will!\Later on, along nearby shores, the villagers found a few dead seabirds, probably from eating poisonous shellfish. response:	However, no one from that particular village died.
context: But to give us something so precious...\It's better than letting someone else die, isn't it?\But in exchange,\please let me and my daughter come back to the village.\Yes!\Of course we will!\Later on, along nearby shores, the villagers found a few dead seabirds, probably from eating poisonous shellfish.\However, no one from that particular village died. response:	Mina!
context: It's better than letting someone else die, isn't it?\But in exchange,\please let me and my daughter come back to the village.\Yes!\Of course we will!\Later on, along nearby shores, the villagers found a few dead seabirds, probably from eating poisonous shellfish.\However, no one from that particular village died.\Mina! response:	Come on!
context: But in exchange,\please let me and my daughter come back to the village.\Yes!\Of course we will!\Later on, along nearby shores, the villagers found a few dead seabirds, probably from eating poisonous shellfish.\However, no one from that particular village died.\Mina!\Come on! response:	Oh! Coming!
context: please let me and my daughter come back to the village.\Yes!\Of course we will!\Later on, along nearby shores, the villagers found a few dead seabirds, probably from eating poisonous shellfish.\However, no one from that particular village died.\Mina!\Come on!\Oh! Coming! response:	What were you staring at?
context: Yes!\Of course we will!\Later on, along nearby shores, the villagers found a few dead seabirds, probably from eating poisonous shellfish.\However, no one from that particular village died.\Mina!\Come on!\Oh! Coming!\What were you staring at? response:	Hm?
context: Of course we will!\Later on, along nearby shores, the villagers found a few dead seabirds, probably from eating poisonous shellfish.\However, no one from that particular village died.\Mina!\Come on!\Oh! Coming!\What were you staring at?\Hm? response:	Oh, nothing.
context: Later on, along nearby shores, the villagers found a few dead seabirds, probably from eating poisonous shellfish.\However, no one from that particular village died.\Mina!\Come on!\Oh! Coming!\What were you staring at?\Hm?\Oh, nothing. response:	The
context: However, no one from that particular village died.\Mina!\Come on!\Oh! Coming!\What were you staring at?\Hm?\Oh, nothing.\The response:	Warbling
context: Mina!\Come on!\Oh! Coming!\What were you staring at?\Hm?\Oh, nothing.\The\Warbling response:	Seashell
context: Come on!\Oh! Coming!\What were you staring at?\Hm?\Oh, nothing.\The\Warbling\Seashell response:	Beneath the Snow
context: Oh! Coming!\What were you staring at?\Hm?\Oh, nothing.\The\Warbling\Seashell\Beneath the Snow response:	Beneath the Snow.
