context: Oh? response:	This is a really beautiful array of code.
context: well, give up hope.\Get lost.\We'll make you regret picking a fight with Team Dragon Busters!\Now that's an irritating team name.\Well, let's refocus and get back to our patrol.\Oborozuka Shopping District\What will you do if they come back for revenge?\Well, of course I'd response:	Bean Jam Pancake
context: Get lost.\We'll make you regret picking a fight with Team Dragon Busters!\Now that's an irritating team name.\Well, let's refocus and get back to our patrol.\Oborozuka Shopping District\What will you do if they come back for revenge?\Well, of course I'd\Bean Jam Pancake response:	Bean Jam Pancake
context: We'll make you regret picking a fight with Team Dragon Busters!\Now that's an irritating team name.\Well, let's refocus and get back to our patrol.\Oborozuka Shopping District\What will you do if they come back for revenge?\Well, of course I'd\Bean Jam Pancake\Bean Jam Pancake response:	Hmm?
context: Now that's an irritating team name.\Well, let's refocus and get back to our patrol.\Oborozuka Shopping District\What will you do if they come back for revenge?\Well, of course I'd\Bean Jam Pancake\Bean Jam Pancake\Hmm? response:	Suspicious person!
context: Well, let's refocus and get back to our patrol.\Oborozuka Shopping District\What will you do if they come back for revenge?\Well, of course I'd\Bean Jam Pancake\Bean Jam Pancake\Hmm?\Suspicious person! response:	This era's most suspicious person!
context: Oborozuka Shopping District\What will you do if they come back for revenge?\Well, of course I'd\Bean Jam Pancake\Bean Jam Pancake\Hmm?\Suspicious person!\This era's most suspicious person! response:	Wh-What?!
context: What will you do if they come back for revenge?\Well, of course I'd\Bean Jam Pancake\Bean Jam Pancake\Hmm?\Suspicious person!\This era's most suspicious person!\Wh-What?! response:	You're skipping work, aren't you?!
context: Well, of course I'd\Bean Jam Pancake\Bean Jam Pancake\Hmm?\Suspicious person!\This era's most suspicious person!\Wh-What?!\You're skipping work, aren't you?! response:	I got out early today... Hmm?
context: Bean Jam Pancake\Bean Jam Pancake\Hmm?\Suspicious person!\This era's most suspicious person!\Wh-What?!\You're skipping work, aren't you?!\I got out early today... Hmm? response:	What's that armband for?
context: Bean Jam Pancake\Hmm?\Suspicious person!\This era's most suspicious person!\Wh-What?!\You're skipping work, aren't you?!\I got out early today... Hmm?\What's that armband for? response:	Patrol
context: Hmm?\Suspicious person!\This era's most suspicious person!\Wh-What?!\You're skipping work, aren't you?!\I got out early today... Hmm?\What's that armband for?\Patrol response:	I'm on patrol to maintain the peace.
context: Suspicious person!\This era's most suspicious person!\Wh-What?!\You're skipping work, aren't you?!\I got out early today... Hmm?\What's that armband for?\Patrol\I'm on patrol to maintain the peace. response:	Huh?
context: This era's most suspicious person!\Wh-What?!\You're skipping work, aren't you?!\I got out early today... Hmm?\What's that armband for?\Patrol\I'm on patrol to maintain the peace.\Huh? response:	You are?
context: Wh-What?!\You're skipping work, aren't you?!\I got out early today... Hmm?\What's that armband for?\Patrol\I'm on patrol to maintain the peace.\Huh?\You are? response:	You're doing something to preserve the peace of the city?
context: You're skipping work, aren't you?!\I got out early today... Hmm?\What's that armband for?\Patrol\I'm on patrol to maintain the peace.\Huh?\You are?\You're doing something to preserve the peace of the city? response:	I just said I am, didn't I?!
context: I got out early today... Hmm?\What's that armband for?\Patrol\I'm on patrol to maintain the peace.\Huh?\You are?\You're doing something to preserve the peace of the city?\I just said I am, didn't I?! response:	Really?!
context: What's that armband for?\Patrol\I'm on patrol to maintain the peace.\Huh?\You are?\You're doing something to preserve the peace of the city?\I just said I am, didn't I?!\Really?! response:	You've finally found it for yourself?!
context: Patrol\I'm on patrol to maintain the peace.\Huh?\You are?\You're doing something to preserve the peace of the city?\I just said I am, didn't I?!\Really?!\You've finally found it for yourself?! response:	A sense of justice?!
context: I'm on patrol to maintain the peace.\Huh?\You are?\You're doing something to preserve the peace of the city?\I just said I am, didn't I?!\Really?!\You've finally found it for yourself?!\A sense of justice?! response:	Huh?
context: Huh?\You are?\You're doing something to preserve the peace of the city?\I just said I am, didn't I?!\Really?!\You've finally found it for yourself?!\A sense of justice?!\Huh? response:	I'm so happy!
context: You are?\You're doing something to preserve the peace of the city?\I just said I am, didn't I?!\Really?!\You've finally found it for yourself?!\A sense of justice?!\Huh?\I'm so happy! response:	From today on you can be an agent of harmony, too!
context: You're doing something to preserve the peace of the city?\I just said I am, didn't I?!\Really?!\You've finally found it for yourself?!\A sense of justice?!\Huh?\I'm so happy!\From today on you can be an agent of harmony, too! response:	Allow me to help you with the patrol!
context: I just said I am, didn't I?!\Really?!\You've finally found it for yourself?!\A sense of justice?!\Huh?\I'm so happy!\From today on you can be an agent of harmony, too!\Allow me to help you with the patrol! response:	I think she's misunderstanding something again.
context: Really?!\You've finally found it for yourself?!\A sense of justice?!\Huh?\I'm so happy!\From today on you can be an agent of harmony, too!\Allow me to help you with the patrol!\I think she's misunderstanding something again. response:	Oh, would you like to take my place, then?
context: You've finally found it for yourself?!\A sense of justice?!\Huh?\I'm so happy!\From today on you can be an agent of harmony, too!\Allow me to help you with the patrol!\I think she's misunderstanding something again.\Oh, would you like to take my place, then? response:	Miss Sasakibe?!
context: A sense of justice?!\Huh?\I'm so happy!\From today on you can be an agent of harmony, too!\Allow me to help you with the patrol!\I think she's misunderstanding something again.\Oh, would you like to take my place, then?\Miss Sasakibe?! response:	You said I'd be a hindrance, remember?
context: Huh?\I'm so happy!\From today on you can be an agent of harmony, too!\Allow me to help you with the patrol!\I think she's misunderstanding something again.\Oh, would you like to take my place, then?\Miss Sasakibe?!\You said I'd be a hindrance, remember? response:	I'm a bit more experienced at detecting evil.
context: I'm so happy!\From today on you can be an agent of harmony, too!\Allow me to help you with the patrol!\I think she's misunderstanding something again.\Oh, would you like to take my place, then?\Miss Sasakibe?!\You said I'd be a hindrance, remember?\I'm a bit more experienced at detecting evil. response:	Ask me anything you want.
context: From today on you can be an agent of harmony, too!\Allow me to help you with the patrol!\I think she's misunderstanding something again.\Oh, would you like to take my place, then?\Miss Sasakibe?!\You said I'd be a hindrance, remember?\I'm a bit more experienced at detecting evil.\Ask me anything you want. response:	I'd like to know how I can get rid of you.
context: Allow me to help you with the patrol!\I think she's misunderstanding something again.\Oh, would you like to take my place, then?\Miss Sasakibe?!\You said I'd be a hindrance, remember?\I'm a bit more experienced at detecting evil.\Ask me anything you want.\I'd like to know how I can get rid of you. response:	It's nothing to be embarrassed about.
context: I think she's misunderstanding something again.\Oh, would you like to take my place, then?\Miss Sasakibe?!\You said I'd be a hindrance, remember?\I'm a bit more experienced at detecting evil.\Ask me anything you want.\I'd like to know how I can get rid of you.\It's nothing to be embarrassed about. response:	You can be cute sometimes, too.
context: Oh, would you like to take my place, then?\Miss Sasakibe?!\You said I'd be a hindrance, remember?\I'm a bit more experienced at detecting evil.\Ask me anything you want.\I'd like to know how I can get rid of you.\It's nothing to be embarrassed about.\You can be cute sometimes, too. response:	So annoying.
context: Miss Sasakibe?!\You said I'd be a hindrance, remember?\I'm a bit more experienced at detecting evil.\Ask me anything you want.\I'd like to know how I can get rid of you.\It's nothing to be embarrassed about.\You can be cute sometimes, too.\So annoying. response:	Besides, what do you consider evil, anyway?
context: You said I'd be a hindrance, remember?\I'm a bit more experienced at detecting evil.\Ask me anything you want.\I'd like to know how I can get rid of you.\It's nothing to be embarrassed about.\You can be cute sometimes, too.\So annoying.\Besides, what do you consider evil, anyway? response:	I'll overlook a bit of misconduct as long as it's not bothering others.
context: I'm a bit more experienced at detecting evil.\Ask me anything you want.\I'd like to know how I can get rid of you.\It's nothing to be embarrassed about.\You can be cute sometimes, too.\So annoying.\Besides, what do you consider evil, anyway?\I'll overlook a bit of misconduct as long as it's not bothering others. response:	There was a book of laws, right?
context: Ask me anything you want.\I'd like to know how I can get rid of you.\It's nothing to be embarrassed about.\You can be cute sometimes, too.\So annoying.\Besides, what do you consider evil, anyway?\I'll overlook a bit of misconduct as long as it's not bothering others.\There was a book of laws, right? response:	If they do anything against those, we need to warn them.
context: I'd like to know how I can get rid of you.\It's nothing to be embarrassed about.\You can be cute sometimes, too.\So annoying.\Besides, what do you consider evil, anyway?\I'll overlook a bit of misconduct as long as it's not bothering others.\There was a book of laws, right?\If they do anything against those, we need to warn them. response:	Hurry!
context: It's nothing to be embarrassed about.\You can be cute sometimes, too.\So annoying.\Besides, what do you consider evil, anyway?\I'll overlook a bit of misconduct as long as it's not bothering others.\There was a book of laws, right?\If they do anything against those, we need to warn them.\Hurry! response:	It's going to turn red!
context: You can be cute sometimes, too.\So annoying.\Besides, what do you consider evil, anyway?\I'll overlook a bit of misconduct as long as it's not bothering others.\There was a book of laws, right?\If they do anything against those, we need to warn them.\Hurry!\It's going to turn red! response:	Hey!
context: So annoying.\Besides, what do you consider evil, anyway?\I'll overlook a bit of misconduct as long as it's not bothering others.\There was a book of laws, right?\If they do anything against those, we need to warn them.\Hurry!\It's going to turn red!\Hey! response:	That's a clear traffic violation!
context: Besides, what do you consider evil, anyway?\I'll overlook a bit of misconduct as long as it's not bothering others.\There was a book of laws, right?\If they do anything against those, we need to warn them.\Hurry!\It's going to turn red!\Hey!\That's a clear traffic violation! response:	Enforcement Order For The Road Traffic Act Article 2 Flashing Blue Light With Person Shaped Symbol Pedestrians shall not begin crossing the road, and pedestrians currently crossing the road must either quickly finish crossing or cease crossing and return to their starting side.
context: I'll overlook a bit of misconduct as long as it's not bothering others.\There was a book of laws, right?\If they do anything against those, we need to warn them.\Hurry!\It's going to turn red!\Hey!\That's a clear traffic violation!\Enforcement Order For The Road Traffic Act Article 2 Flashing Blue Light With Person Shaped Symbol Pedestrians shall not begin crossing the road, and pedestrians currently crossing the road must either quickly finish crossing or cease crossing and return to their starting side. response:	You could be fined up to 20,000 yen!
context: There was a book of laws, right?\If they do anything against those, we need to warn them.\Hurry!\It's going to turn red!\Hey!\That's a clear traffic violation!\Enforcement Order For The Road Traffic Act Article 2 Flashing Blue Light With Person Shaped Symbol Pedestrians shall not begin crossing the road, and pedestrians currently crossing the road must either quickly finish crossing or cease crossing and return to their starting side.\You could be fined up to 20,000 yen! response:	I'll punish you villains!
context: If they do anything against those, we need to warn them.\Hurry!\It's going to turn red!\Hey!\That's a clear traffic violation!\Enforcement Order For The Road Traffic Act Article 2 Flashing Blue Light With Person Shaped Symbol Pedestrians shall not begin crossing the road, and pedestrians currently crossing the road must either quickly finish crossing or cease crossing and return to their starting side.\You could be fined up to 20,000 yen!\I'll punish you villains! response:	Stop, stop.
context: Hurry!\It's going to turn red!\Hey!\That's a clear traffic violation!\Enforcement Order For The Road Traffic Act Article 2 Flashing Blue Light With Person Shaped Symbol Pedestrians shall not begin crossing the road, and pedestrians currently crossing the road must either quickly finish crossing or cease crossing and return to their starting side.\You could be fined up to 20,000 yen!\I'll punish you villains!\Stop, stop. response:	What are you doing to kids?
context: It's going to turn red!\Hey!\That's a clear traffic violation!\Enforcement Order For The Road Traffic Act Article 2 Flashing Blue Light With Person Shaped Symbol Pedestrians shall not begin crossing the road, and pedestrians currently crossing the road must either quickly finish crossing or cease crossing and return to their starting side.\You could be fined up to 20,000 yen!\I'll punish you villains!\Stop, stop.\What are you doing to kids? response:	What?!
context: Hey!\That's a clear traffic violation!\Enforcement Order For The Road Traffic Act Article 2 Flashing Blue Light With Person Shaped Symbol Pedestrians shall not begin crossing the road, and pedestrians currently crossing the road must either quickly finish crossing or cease crossing and return to their starting side.\You could be fined up to 20,000 yen!\I'll punish you villains!\Stop, stop.\What are you doing to kids?\What?! response:	You're defending evil?!
context: That's a clear traffic violation!\Enforcement Order For The Road Traffic Act Article 2 Flashing Blue Light With Person Shaped Symbol Pedestrians shall not begin crossing the road, and pedestrians currently crossing the road must either quickly finish crossing or cease crossing and return to their starting side.\You could be fined up to 20,000 yen!\I'll punish you villains!\Stop, stop.\What are you doing to kids?\What?!\You're defending evil?! response:	You really are a chaos dragon!
context: Enforcement Order For The Road Traffic Act Article 2 Flashing Blue Light With Person Shaped Symbol Pedestrians shall not begin crossing the road, and pedestrians currently crossing the road must either quickly finish crossing or cease crossing and return to their starting side.\You could be fined up to 20,000 yen!\I'll punish you villains!\Stop, stop.\What are you doing to kids?\What?!\You're defending evil?!\You really are a chaos dragon! response:	Calm down.
context: You could be fined up to 20,000 yen!\I'll punish you villains!\Stop, stop.\What are you doing to kids?\What?!\You're defending evil?!\You really are a chaos dragon!\Calm down. response:	I'm scared!
context: I'll punish you villains!\Stop, stop.\What are you doing to kids?\What?!\You're defending evil?!\You really are a chaos dragon!\Calm down.\I'm scared! response:	If you're going to go after all those little things, I'm going home.
context: Stop, stop.\What are you doing to kids?\What?!\You're defending evil?!\You really are a chaos dragon!\Calm down.\I'm scared!\If you're going to go after all those little things, I'm going home. response:	And what was that about punishment?
context: What are you doing to kids?\What?!\You're defending evil?!\You really are a chaos dragon!\Calm down.\I'm scared!\If you're going to go after all those little things, I'm going home.\And what was that about punishment? response:	Violence is way worse, you know?
context: What?!\You're defending evil?!\You really are a chaos dragon!\Calm down.\I'm scared!\If you're going to go after all those little things, I'm going home.\And what was that about punishment?\Violence is way worse, you know? response:	Tohru, you're starting to resemble Miss Kobayashi, aren't you?
context: You're defending evil?!\You really are a chaos dragon!\Calm down.\I'm scared!\If you're going to go after all those little things, I'm going home.\And what was that about punishment?\Violence is way worse, you know?\Tohru, you're starting to resemble Miss Kobayashi, aren't you? response:	Huh?! Really?!
context: You really are a chaos dragon!\Calm down.\I'm scared!\If you're going to go after all those little things, I'm going home.\And what was that about punishment?\Violence is way worse, you know?\Tohru, you're starting to resemble Miss Kobayashi, aren't you?\Huh?! Really?! response:	Elma, you get it, don't you!
context: Calm down.\I'm scared!\If you're going to go after all those little things, I'm going home.\And what was that about punishment?\Violence is way worse, you know?\Tohru, you're starting to resemble Miss Kobayashi, aren't you?\Huh?! Really?!\Elma, you get it, don't you! response:	Annoying.
context: I'm scared!\If you're going to go after all those little things, I'm going home.\And what was that about punishment?\Violence is way worse, you know?\Tohru, you're starting to resemble Miss Kobayashi, aren't you?\Huh?! Really?!\Elma, you get it, don't you!\Annoying. response:	You keep focusing on the little things because you're walking without purpose.
context: If you're going to go after all those little things, I'm going home.\And what was that about punishment?\Violence is way worse, you know?\Tohru, you're starting to resemble Miss Kobayashi, aren't you?\Huh?! Really?!\Elma, you get it, don't you!\Annoying.\You keep focusing on the little things because you're walking without purpose. response:	Let's search for the suspicious person.
context: And what was that about punishment?\Violence is way worse, you know?\Tohru, you're starting to resemble Miss Kobayashi, aren't you?\Huh?! Really?!\Elma, you get it, don't you!\Annoying.\You keep focusing on the little things because you're walking without purpose.\Let's search for the suspicious person. response:	What are they like?
context: Violence is way worse, you know?\Tohru, you're starting to resemble Miss Kobayashi, aren't you?\Huh?! Really?!\Elma, you get it, don't you!\Annoying.\You keep focusing on the little things because you're walking without purpose.\Let's search for the suspicious person.\What are they like? response:	According to the flier, the suspicious person was dressed entirely in black with long hair.
context: Tohru, you're starting to resemble Miss Kobayashi, aren't you?\Huh?! Really?!\Elma, you get it, don't you!\Annoying.\You keep focusing on the little things because you're walking without purpose.\Let's search for the suspicious person.\What are they like?\According to the flier, the suspicious person was dressed entirely in black with long hair. response:	Apparently he's also a tall man with sharp eyes and glasses.
context: Huh?! Really?!\Elma, you get it, don't you!\Annoying.\You keep focusing on the little things because you're walking without purpose.\Let's search for the suspicious person.\What are they like?\According to the flier, the suspicious person was dressed entirely in black with long hair.\Apparently he's also a tall man with sharp eyes and glasses. response:	Oh, that's pretty easy to understand.
context: Elma, you get it, don't you!\Annoying.\You keep focusing on the little things because you're walking without purpose.\Let's search for the suspicious person.\What are they like?\According to the flier, the suspicious person was dressed entirely in black with long hair.\Apparently he's also a tall man with sharp eyes and glasses.\Oh, that's pretty easy to understand. response:	They said he was spotted dancing on the route to the elementary school.
context: Annoying.\You keep focusing on the little things because you're walking without purpose.\Let's search for the suspicious person.\What are they like?\According to the flier, the suspicious person was dressed entirely in black with long hair.\Apparently he's also a tall man with sharp eyes and glasses.\Oh, that's pretty easy to understand.\They said he was spotted dancing on the route to the elementary school. response:	I see. Like that, then?
context: You keep focusing on the little things because you're walking without purpose.\Let's search for the suspicious person.\What are they like?\According to the flier, the suspicious person was dressed entirely in black with long hair.\Apparently he's also a tall man with sharp eyes and glasses.\Oh, that's pretty easy to understand.\They said he was spotted dancing on the route to the elementary school.\I see. Like that, then? response:	School Zone
context: Let's search for the suspicious person.\What are they like?\According to the flier, the suspicious person was dressed entirely in black with long hair.\Apparently he's also a tall man with sharp eyes and glasses.\Oh, that's pretty easy to understand.\They said he was spotted dancing on the route to the elementary school.\I see. Like that, then?\School Zone response:	Yes, just like that.
context: What are they like?\According to the flier, the suspicious person was dressed entirely in black with long hair.\Apparently he's also a tall man with sharp eyes and glasses.\Oh, that's pretty easy to understand.\They said he was spotted dancing on the route to the elementary school.\I see. Like that, then?\School Zone\Yes, just like that. response:	What's the meaning of this?
context: According to the flier, the suspicious person was dressed entirely in black with long hair.\Apparently he's also a tall man with sharp eyes and glasses.\Oh, that's pretty easy to understand.\They said he was spotted dancing on the route to the elementary school.\I see. Like that, then?\School Zone\Yes, just like that.\What's the meaning of this? response:	I was practicing the choreography for an event with Takiya.
context: Apparently he's also a tall man with sharp eyes and glasses.\Oh, that's pretty easy to understand.\They said he was spotted dancing on the route to the elementary school.\I see. Like that, then?\School Zone\Yes, just like that.\What's the meaning of this?\I was practicing the choreography for an event with Takiya. response:	Why here?
context: Oh, that's pretty easy to understand.\They said he was spotted dancing on the route to the elementary school.\I see. Like that, then?\School Zone\Yes, just like that.\What's the meaning of this?\I was practicing the choreography for an event with Takiya.\Why here? response:	Because our room's too small.
context: They said he was spotted dancing on the route to the elementary school.\I see. Like that, then?\School Zone\Yes, just like that.\What's the meaning of this?\I was practicing the choreography for an event with Takiya.\Why here?\Because our room's too small. response:	You're a fearsome dragon, so please show more prudence.
context: I see. Like that, then?\School Zone\Yes, just like that.\What's the meaning of this?\I was practicing the choreography for an event with Takiya.\Why here?\Because our room's too small.\You're a fearsome dragon, so please show more prudence. response:	She's right. Think about your persona.
context: School Zone\Yes, just like that.\What's the meaning of this?\I was practicing the choreography for an event with Takiya.\Why here?\Because our room's too small.\You're a fearsome dragon, so please show more prudence.\She's right. Think about your persona. response:	And you two?
context: Yes, just like that.\What's the meaning of this?\I was practicing the choreography for an event with Takiya.\Why here?\Because our room's too small.\You're a fearsome dragon, so please show more prudence.\She's right. Think about your persona.\And you two? response:	Patrol
context: What's the meaning of this?\I was practicing the choreography for an event with Takiya.\Why here?\Because our room's too small.\You're a fearsome dragon, so please show more prudence.\She's right. Think about your persona.\And you two?\Patrol response:	We're on patrol.
context: I was practicing the choreography for an event with Takiya.\Why here?\Because our room's too small.\You're a fearsome dragon, so please show more prudence.\She's right. Think about your persona.\And you two?\Patrol\We're on patrol. response:	Well, good work.
context: Why here?\Because our room's too small.\You're a fearsome dragon, so please show more prudence.\She's right. Think about your persona.\And you two?\Patrol\We're on patrol.\Well, good work. response:	A chaos faction member and a harmony faction member happily together...
context: Because our room's too small.\You're a fearsome dragon, so please show more prudence.\She's right. Think about your persona.\And you two?\Patrol\We're on patrol.\Well, good work.\A chaos faction member and a harmony faction member happily together... response:	It would seem this world causes us to go crazy.
context: You're a fearsome dragon, so please show more prudence.\She's right. Think about your persona.\And you two?\Patrol\We're on patrol.\Well, good work.\A chaos faction member and a harmony faction member happily together...\It would seem this world causes us to go crazy. response:	And you're the one who's gone the craziest from it.
context: She's right. Think about your persona.\And you two?\Patrol\We're on patrol.\Well, good work.\A chaos faction member and a harmony faction member happily together...\It would seem this world causes us to go crazy.\And you're the one who's gone the craziest from it. response:	Are you going to lecture me about being too influenced by it again?
context: And you two?\Patrol\We're on patrol.\Well, good work.\A chaos faction member and a harmony faction member happily together...\It would seem this world causes us to go crazy.\And you're the one who's gone the craziest from it.\Are you going to lecture me about being too influenced by it again? response:	No.
context: Patrol\We're on patrol.\Well, good work.\A chaos faction member and a harmony faction member happily together...\It would seem this world causes us to go crazy.\And you're the one who's gone the craziest from it.\Are you going to lecture me about being too influenced by it again?\No. response:	Lately I kind of understand, but...
context: We're on patrol.\Well, good work.\A chaos faction member and a harmony faction member happily together...\It would seem this world causes us to go crazy.\And you're the one who's gone the craziest from it.\Are you going to lecture me about being too influenced by it again?\No.\Lately I kind of understand, but... response:	I still think it's dangerous.
context: Well, good work.\A chaos faction member and a harmony faction member happily together...\It would seem this world causes us to go crazy.\And you're the one who's gone the craziest from it.\Are you going to lecture me about being too influenced by it again?\No.\Lately I kind of understand, but...\I still think it's dangerous. response:	The common sense of this world
context: A chaos faction member and a harmony faction member happily together...\It would seem this world causes us to go crazy.\And you're the one who's gone the craziest from it.\Are you going to lecture me about being too influenced by it again?\No.\Lately I kind of understand, but...\I still think it's dangerous.\The common sense of this world response:	doesn't completely mesh with our understanding,
context: It would seem this world causes us to go crazy.\And you're the one who's gone the craziest from it.\Are you going to lecture me about being too influenced by it again?\No.\Lately I kind of understand, but...\I still think it's dangerous.\The common sense of this world\doesn't completely mesh with our understanding, response:	so never forget that.
context: And you're the one who's gone the craziest from it.\Are you going to lecture me about being too influenced by it again?\No.\Lately I kind of understand, but...\I still think it's dangerous.\The common sense of this world\doesn't completely mesh with our understanding,\so never forget that. response:	But isn't reconciling that kind of fun?
context: Are you going to lecture me about being too influenced by it again?\No.\Lately I kind of understand, but...\I still think it's dangerous.\The common sense of this world\doesn't completely mesh with our understanding,\so never forget that.\But isn't reconciling that kind of fun? response:	Found you!
context: No.\Lately I kind of understand, but...\I still think it's dangerous.\The common sense of this world\doesn't completely mesh with our understanding,\so never forget that.\But isn't reconciling that kind of fun?\Found you! response:	You did us real good earlier, huh?
context: Lately I kind of understand, but...\I still think it's dangerous.\The common sense of this world\doesn't completely mesh with our understanding,\so never forget that.\But isn't reconciling that kind of fun?\Found you!\You did us real good earlier, huh? response:	Looks like you're pretty capable,
context: I still think it's dangerous.\The common sense of this world\doesn't completely mesh with our understanding,\so never forget that.\But isn't reconciling that kind of fun?\Found you!\You did us real good earlier, huh?\Looks like you're pretty capable, response:	but this time that guy's here.
context: The common sense of this world\doesn't completely mesh with our understanding,\so never forget that.\But isn't reconciling that kind of fun?\Found you!\You did us real good earlier, huh?\Looks like you're pretty capable,\but this time that guy's here. response:	The strongest local delinquent,
context: doesn't completely mesh with our understanding,\so never forget that.\But isn't reconciling that kind of fun?\Found you!\You did us real good earlier, huh?\Looks like you're pretty capable,\but this time that guy's here.\The strongest local delinquent, response:	Dragon
context: so never forget that.\But isn't reconciling that kind of fun?\Found you!\You did us real good earlier, huh?\Looks like you're pretty capable,\but this time that guy's here.\The strongest local delinquent,\Dragon response:	the Dragon of Destruction!
context: But isn't reconciling that kind of fun?\Found you!\You did us real good earlier, huh?\Looks like you're pretty capable,\but this time that guy's here.\The strongest local delinquent,\Dragon\the Dragon of Destruction! response:	A woman, huh?
context: Found you!\You did us real good earlier, huh?\Looks like you're pretty capable,\but this time that guy's here.\The strongest local delinquent,\Dragon\the Dragon of Destruction!\A woman, huh? response:	If you can fight, gender doesn't matter.
context: You did us real good earlier, huh?\Looks like you're pretty capable,\but this time that guy's here.\The strongest local delinquent,\Dragon\the Dragon of Destruction!\A woman, huh?\If you can fight, gender doesn't matter. response:	But if you can't fight, hurry up and apologize.
context: Looks like you're pretty capable,\but this time that guy's here.\The strongest local delinquent,\Dragon\the Dragon of Destruction!\A woman, huh?\If you can fight, gender doesn't matter.\But if you can't fight, hurry up and apologize. response:	Oh, you'll fight?
context: but this time that guy's here.\The strongest local delinquent,\Dragon\the Dragon of Destruction!\A woman, huh?\If you can fight, gender doesn't matter.\But if you can't fight, hurry up and apologize.\Oh, you'll fight? response:	I won't show any mercy, then.
context: The strongest local delinquent,\Dragon\the Dragon of Destruction!\A woman, huh?\If you can fight, gender doesn't matter.\But if you can't fight, hurry up and apologize.\Oh, you'll fight?\I won't show any mercy, then. response:	Get her, Ryuu-san!
context: Dragon\the Dragon of Destruction!\A woman, huh?\If you can fight, gender doesn't matter.\But if you can't fight, hurry up and apologize.\Oh, you'll fight?\I won't show any mercy, then.\Get her, Ryuu-san! response:	Ryuu-san!
context: the Dragon of Destruction!\A woman, huh?\If you can fight, gender doesn't matter.\But if you can't fight, hurry up and apologize.\Oh, you'll fight?\I won't show any mercy, then.\Get her, Ryuu-san!\Ryuu-san! response:	Good grief, with this many...
context: A woman, huh?\If you can fight, gender doesn't matter.\But if you can't fight, hurry up and apologize.\Oh, you'll fight?\I won't show any mercy, then.\Get her, Ryuu-san!\Ryuu-san!\Good grief, with this many... response:	I'll get the clothes Miss Kobayashi gave me dirty.
context: If you can fight, gender doesn't matter.\But if you can't fight, hurry up and apologize.\Oh, you'll fight?\I won't show any mercy, then.\Get her, Ryuu-san!\Ryuu-san!\Good grief, with this many...\I'll get the clothes Miss Kobayashi gave me dirty. response:	Ryuu-san!
context: But if you can't fight, hurry up and apologize.\Oh, you'll fight?\I won't show any mercy, then.\Get her, Ryuu-san!\Ryuu-san!\Good grief, with this many...\I'll get the clothes Miss Kobayashi gave me dirty.\Ryuu-san! response:	I told you, didn't I?
context: Oh, you'll fight?\I won't show any mercy, then.\Get her, Ryuu-san!\Ryuu-san!\Good grief, with this many...\I'll get the clothes Miss Kobayashi gave me dirty.\Ryuu-san!\I told you, didn't I? response:	If you can't understand, give up hope.
context: I won't show any mercy, then.\Get her, Ryuu-san!\Ryuu-san!\Good grief, with this many...\I'll get the clothes Miss Kobayashi gave me dirty.\Ryuu-san!\I told you, didn't I?\If you can't understand, give up hope. response:	Ryuu-san!
context: Get her, Ryuu-san!\Ryuu-san!\Good grief, with this many...\I'll get the clothes Miss Kobayashi gave me dirty.\Ryuu-san!\I told you, didn't I?\If you can't understand, give up hope.\Ryuu-san! response:	I'll make sure you can never oppose me again.
context: Ryuu-san!\Good grief, with this many...\I'll get the clothes Miss Kobayashi gave me dirty.\Ryuu-san!\I told you, didn't I?\If you can't understand, give up hope.\Ryuu-san!\I'll make sure you can never oppose me again. response:	Ryuu-san!
context: Good grief, with this many...\I'll get the clothes Miss Kobayashi gave me dirty.\Ryuu-san!\I told you, didn't I?\If you can't understand, give up hope.\Ryuu-san!\I'll make sure you can never oppose me again.\Ryuu-san! response:	Shut up!
context: I'll get the clothes Miss Kobayashi gave me dirty.\Ryuu-san!\I told you, didn't I?\If you can't understand, give up hope.\Ryuu-san!\I'll make sure you can never oppose me again.\Ryuu-san!\Shut up! response:	Oh, hello, Tohru-san!
context: Ryuu-san!\I told you, didn't I?\If you can't understand, give up hope.\Ryuu-san!\I'll make sure you can never oppose me again.\Ryuu-san!\Shut up!\Oh, hello, Tohru-san! response:	Hello!
context: I told you, didn't I?\If you can't understand, give up hope.\Ryuu-san!\I'll make sure you can never oppose me again.\Ryuu-san!\Shut up!\Oh, hello, Tohru-san!\Hello! response:	Hello.
context: If you can't understand, give up hope.\Ryuu-san!\I'll make sure you can never oppose me again.\Ryuu-san!\Shut up!\Oh, hello, Tohru-san!\Hello!\Hello. response:	You're getting a lot of greetings today.
context: Ryuu-san!\I'll make sure you can never oppose me again.\Ryuu-san!\Shut up!\Oh, hello, Tohru-san!\Hello!\Hello.\You're getting a lot of greetings today. response:	Ryuu-san, let's go home already.
context: I'll make sure you can never oppose me again.\Ryuu-san!\Shut up!\Oh, hello, Tohru-san!\Hello!\Hello.\You're getting a lot of greetings today.\Ryuu-san, let's go home already. response:	I won't just quietly stay defeated!
context: Ryuu-san!\Shut up!\Oh, hello, Tohru-san!\Hello!\Hello.\You're getting a lot of greetings today.\Ryuu-san, let's go home already.\I won't just quietly stay defeated! response:	I'll get stronger and have my revenge!
context: Shut up!\Oh, hello, Tohru-san!\Hello!\Hello.\You're getting a lot of greetings today.\Ryuu-san, let's go home already.\I won't just quietly stay defeated!\I'll get stronger and have my revenge! response:	Ryuu-san!
