context: Upsy-daisy. response:	Weather Report
context: Have I met you somewhere before?\Before?\Oh, maybe at the new staff ceremony.\Chief Kikuhara.\About our next deployment...\Right.\Well, Sawazaki, I'll see you at the meeting.\Are you okay? response:	Is there something about Kikuhara?
context: Before?\Oh, maybe at the new staff ceremony.\Chief Kikuhara.\About our next deployment...\Right.\Well, Sawazaki, I'll see you at the meeting.\Are you okay?\Is there something about Kikuhara? response:	No, it's nothing.
context: Oh, maybe at the new staff ceremony.\Chief Kikuhara.\About our next deployment...\Right.\Well, Sawazaki, I'll see you at the meeting.\Are you okay?\Is there something about Kikuhara?\No, it's nothing. response:	His hand...
context: Chief Kikuhara.\About our next deployment...\Right.\Well, Sawazaki, I'll see you at the meeting.\Are you okay?\Is there something about Kikuhara?\No, it's nothing.\His hand... response:	was unusually warm.
context: About our next deployment...\Right.\Well, Sawazaki, I'll see you at the meeting.\Are you okay?\Is there something about Kikuhara?\No, it's nothing.\His hand...\was unusually warm. response:	I'm so glad you're both alright.
context: Right.\Well, Sawazaki, I'll see you at the meeting.\Are you okay?\Is there something about Kikuhara?\No, it's nothing.\His hand...\was unusually warm.\I'm so glad you're both alright. response:	I have a fire going, so hurry on upstairs.
context: Well, Sawazaki, I'll see you at the meeting.\Are you okay?\Is there something about Kikuhara?\No, it's nothing.\His hand...\was unusually warm.\I'm so glad you're both alright.\I have a fire going, so hurry on upstairs. response:	Oh?
context: Are you okay?\Is there something about Kikuhara?\No, it's nothing.\His hand...\was unusually warm.\I'm so glad you're both alright.\I have a fire going, so hurry on upstairs.\Oh? response:	Sorry, we have two extra people.
context: Is there something about Kikuhara?\No, it's nothing.\His hand...\was unusually warm.\I'm so glad you're both alright.\I have a fire going, so hurry on upstairs.\Oh?\Sorry, we have two extra people. response:	This is Tsukasa Taira.
context: No, it's nothing.\His hand...\was unusually warm.\I'm so glad you're both alright.\I have a fire going, so hurry on upstairs.\Oh?\Sorry, we have two extra people.\This is Tsukasa Taira. response:	Oh, your girlfriend!
context: His hand...\was unusually warm.\I'm so glad you're both alright.\I have a fire going, so hurry on upstairs.\Oh?\Sorry, we have two extra people.\This is Tsukasa Taira.\Oh, your girlfriend! response:	What? Um, uh...
context: was unusually warm.\I'm so glad you're both alright.\I have a fire going, so hurry on upstairs.\Oh?\Sorry, we have two extra people.\This is Tsukasa Taira.\Oh, your girlfriend!\What? Um, uh... response:	I'm Sakaki, the owner here.
context: I'm so glad you're both alright.\I have a fire going, so hurry on upstairs.\Oh?\Sorry, we have two extra people.\This is Tsukasa Taira.\Oh, your girlfriend!\What? Um, uh...\I'm Sakaki, the owner here. response:	Tsukasa Taira.
context: I have a fire going, so hurry on upstairs.\Oh?\Sorry, we have two extra people.\This is Tsukasa Taira.\Oh, your girlfriend!\What? Um, uh...\I'm Sakaki, the owner here.\Tsukasa Taira. response:	I'm Hans Lee.
context: Oh?\Sorry, we have two extra people.\This is Tsukasa Taira.\Oh, your girlfriend!\What? Um, uh...\I'm Sakaki, the owner here.\Tsukasa Taira.\I'm Hans Lee. response:	A friend of Anzai and Tsukasa's.
context: Sorry, we have two extra people.\This is Tsukasa Taira.\Oh, your girlfriend!\What? Um, uh...\I'm Sakaki, the owner here.\Tsukasa Taira.\I'm Hans Lee.\A friend of Anzai and Tsukasa's. response:	He's a witness in the sniper case and this new one.
context: This is Tsukasa Taira.\Oh, your girlfriend!\What? Um, uh...\I'm Sakaki, the owner here.\Tsukasa Taira.\I'm Hans Lee.\A friend of Anzai and Tsukasa's.\He's a witness in the sniper case and this new one. response:	Let him stay here until I get back.
context: Oh, your girlfriend!\What? Um, uh...\I'm Sakaki, the owner here.\Tsukasa Taira.\I'm Hans Lee.\A friend of Anzai and Tsukasa's.\He's a witness in the sniper case and this new one.\Let him stay here until I get back. response:	And Ms. Taira, I'll want to get your version of what happened, too.
context: What? Um, uh...\I'm Sakaki, the owner here.\Tsukasa Taira.\I'm Hans Lee.\A friend of Anzai and Tsukasa's.\He's a witness in the sniper case and this new one.\Let him stay here until I get back.\And Ms. Taira, I'll want to get your version of what happened, too. response:	Uh, yes, sir.
context: I'm Sakaki, the owner here.\Tsukasa Taira.\I'm Hans Lee.\A friend of Anzai and Tsukasa's.\He's a witness in the sniper case and this new one.\Let him stay here until I get back.\And Ms. Taira, I'll want to get your version of what happened, too.\Uh, yes, sir. response:	I do have guest rooms available, and the lounge is rather large.
context: Tsukasa Taira.\I'm Hans Lee.\A friend of Anzai and Tsukasa's.\He's a witness in the sniper case and this new one.\Let him stay here until I get back.\And Ms. Taira, I'll want to get your version of what happened, too.\Uh, yes, sir.\I do have guest rooms available, and the lounge is rather large. response:	Please, make yourselves comfortable.
context: I'm Hans Lee.\A friend of Anzai and Tsukasa's.\He's a witness in the sniper case and this new one.\Let him stay here until I get back.\And Ms. Taira, I'll want to get your version of what happened, too.\Uh, yes, sir.\I do have guest rooms available, and the lounge is rather large.\Please, make yourselves comfortable. response:	Thank you.
context: A friend of Anzai and Tsukasa's.\He's a witness in the sniper case and this new one.\Let him stay here until I get back.\And Ms. Taira, I'll want to get your version of what happened, too.\Uh, yes, sir.\I do have guest rooms available, and the lounge is rather large.\Please, make yourselves comfortable.\Thank you. response:	In fact, I own the whole building.
context: He's a witness in the sniper case and this new one.\Let him stay here until I get back.\And Ms. Taira, I'll want to get your version of what happened, too.\Uh, yes, sir.\I do have guest rooms available, and the lounge is rather large.\Please, make yourselves comfortable.\Thank you.\In fact, I own the whole building. response:	I rent out everything from the third floor up.
context: Let him stay here until I get back.\And Ms. Taira, I'll want to get your version of what happened, too.\Uh, yes, sir.\I do have guest rooms available, and the lounge is rather large.\Please, make yourselves comfortable.\Thank you.\In fact, I own the whole building.\I rent out everything from the third floor up. response:	I don't have any vacant rooms at the moment,
context: And Ms. Taira, I'll want to get your version of what happened, too.\Uh, yes, sir.\I do have guest rooms available, and the lounge is rather large.\Please, make yourselves comfortable.\Thank you.\In fact, I own the whole building.\I rent out everything from the third floor up.\I don't have any vacant rooms at the moment, response:	but Yuuki is one of my tenants, so you could stay in his...
context: Uh, yes, sir.\I do have guest rooms available, and the lounge is rather large.\Please, make yourselves comfortable.\Thank you.\In fact, I own the whole building.\I rent out everything from the third floor up.\I don't have any vacant rooms at the moment,\but Yuuki is one of my tenants, so you could stay in his... response:	No.
context: I do have guest rooms available, and the lounge is rather large.\Please, make yourselves comfortable.\Thank you.\In fact, I own the whole building.\I rent out everything from the third floor up.\I don't have any vacant rooms at the moment,\but Yuuki is one of my tenants, so you could stay in his...\No. response:	It's a mess right now.
context: Please, make yourselves comfortable.\Thank you.\In fact, I own the whole building.\I rent out everything from the third floor up.\I don't have any vacant rooms at the moment,\but Yuuki is one of my tenants, so you could stay in his...\No.\It's a mess right now. response:	Oh yeah. I have to tell him it's possible to get used to blood.
context: Thank you.\In fact, I own the whole building.\I rent out everything from the third floor up.\I don't have any vacant rooms at the moment,\but Yuuki is one of my tenants, so you could stay in his...\No.\It's a mess right now.\Oh yeah. I have to tell him it's possible to get used to blood. response:	Would that make life a little easier for you?
context: In fact, I own the whole building.\I rent out everything from the third floor up.\I don't have any vacant rooms at the moment,\but Yuuki is one of my tenants, so you could stay in his...\No.\It's a mess right now.\Oh yeah. I have to tell him it's possible to get used to blood.\Would that make life a little easier for you? response:	Could we spend more time together?
context: I rent out everything from the third floor up.\I don't have any vacant rooms at the moment,\but Yuuki is one of my tenants, so you could stay in his...\No.\It's a mess right now.\Oh yeah. I have to tell him it's possible to get used to blood.\Would that make life a little easier for you?\Could we spend more time together? response:	What's wrong?
context: I don't have any vacant rooms at the moment,\but Yuuki is one of my tenants, so you could stay in his...\No.\It's a mess right now.\Oh yeah. I have to tell him it's possible to get used to blood.\Would that make life a little easier for you?\Could we spend more time together?\What's wrong? response:	Um...
context: but Yuuki is one of my tenants, so you could stay in his...\No.\It's a mess right now.\Oh yeah. I have to tell him it's possible to get used to blood.\Would that make life a little easier for you?\Could we spend more time together?\What's wrong?\Um... response:	I was thinking about blood tolerance.
context: No.\It's a mess right now.\Oh yeah. I have to tell him it's possible to get used to blood.\Would that make life a little easier for you?\Could we spend more time together?\What's wrong?\Um...\I was thinking about blood tolerance. response:	Oh, right.
context: It's a mess right now.\Oh yeah. I have to tell him it's possible to get used to blood.\Would that make life a little easier for you?\Could we spend more time together?\What's wrong?\Um...\I was thinking about blood tolerance.\Oh, right. response:	Yeah, you probably should tell him.
context: Oh yeah. I have to tell him it's possible to get used to blood.\Would that make life a little easier for you?\Could we spend more time together?\What's wrong?\Um...\I was thinking about blood tolerance.\Oh, right.\Yeah, you probably should tell him. response:	Could help him live longer, too.
context: Would that make life a little easier for you?\Could we spend more time together?\What's wrong?\Um...\I was thinking about blood tolerance.\Oh, right.\Yeah, you probably should tell him.\Could help him live longer, too. response:	Huh? Live longer?
context: Could we spend more time together?\What's wrong?\Um...\I was thinking about blood tolerance.\Oh, right.\Yeah, you probably should tell him.\Could help him live longer, too.\Huh? Live longer? response:	You didn't know?
context: What's wrong?\Um...\I was thinking about blood tolerance.\Oh, right.\Yeah, you probably should tell him.\Could help him live longer, too.\Huh? Live longer?\You didn't know? response:	A devil's average lifespan is only 39 years.
context: Um...\I was thinking about blood tolerance.\Oh, right.\Yeah, you probably should tell him.\Could help him live longer, too.\Huh? Live longer?\You didn't know?\A devil's average lifespan is only 39 years. response:	What?
context: I was thinking about blood tolerance.\Oh, right.\Yeah, you probably should tell him.\Could help him live longer, too.\Huh? Live longer?\You didn't know?\A devil's average lifespan is only 39 years.\What? response:	Wow, you really brought everybody.
context: Oh, right.\Yeah, you probably should tell him.\Could help him live longer, too.\Huh? Live longer?\You didn't know?\A devil's average lifespan is only 39 years.\What?\Wow, you really brought everybody. response:	I'm going back to the scene.
context: Yeah, you probably should tell him.\Could help him live longer, too.\Huh? Live longer?\You didn't know?\A devil's average lifespan is only 39 years.\What?\Wow, you really brought everybody.\I'm going back to the scene. response:	Keep an eye on them.
context: Could help him live longer, too.\Huh? Live longer?\You didn't know?\A devil's average lifespan is only 39 years.\What?\Wow, you really brought everybody.\I'm going back to the scene.\Keep an eye on them. response:	You're gonna be busy.
context: Huh? Live longer?\You didn't know?\A devil's average lifespan is only 39 years.\What?\Wow, you really brought everybody.\I'm going back to the scene.\Keep an eye on them.\You're gonna be busy. response:	They'll want to set up an investigation committee.
context: You didn't know?\A devil's average lifespan is only 39 years.\What?\Wow, you really brought everybody.\I'm going back to the scene.\Keep an eye on them.\You're gonna be busy.\They'll want to set up an investigation committee. response:	Yeah, well.
context: A devil's average lifespan is only 39 years.\What?\Wow, you really brought everybody.\I'm going back to the scene.\Keep an eye on them.\You're gonna be busy.\They'll want to set up an investigation committee.\Yeah, well. response:	I don't think I'll be back until after midnight.
context: What?\Wow, you really brought everybody.\I'm going back to the scene.\Keep an eye on them.\You're gonna be busy.\They'll want to set up an investigation committee.\Yeah, well.\I don't think I'll be back until after midnight. response:	I'll stay in touch.
context: Wow, you really brought everybody.\I'm going back to the scene.\Keep an eye on them.\You're gonna be busy.\They'll want to set up an investigation committee.\Yeah, well.\I don't think I'll be back until after midnight.\I'll stay in touch. response:	It is unclear whether they are related to the Ikebukuro incident,
context: I'm going back to the scene.\Keep an eye on them.\You're gonna be busy.\They'll want to set up an investigation committee.\Yeah, well.\I don't think I'll be back until after midnight.\I'll stay in touch.\It is unclear whether they are related to the Ikebukuro incident, response:	I heard on the radio. It is unclear whether they are
context: Keep an eye on them.\You're gonna be busy.\They'll want to set up an investigation committee.\Yeah, well.\I don't think I'll be back until after midnight.\I'll stay in touch.\It is unclear whether they are related to the Ikebukuro incident,\I heard on the radio. It is unclear whether they are response:	related to the Ikebukuro incident,
context: You're gonna be busy.\They'll want to set up an investigation committee.\Yeah, well.\I don't think I'll be back until after midnight.\I'll stay in touch.\It is unclear whether they are related to the Ikebukuro incident,\I heard on the radio. It is unclear whether they are\related to the Ikebukuro incident, response:	It is unclear whether they are related to the Ikebukuro incident,
context: They'll want to set up an investigation committee.\Yeah, well.\I don't think I'll be back until after midnight.\I'll stay in touch.\It is unclear whether they are related to the Ikebukuro incident,\I heard on the radio. It is unclear whether they are\related to the Ikebukuro incident,\It is unclear whether they are related to the Ikebukuro incident, response:	I knew they'd leave us devils out of the decision-making eventually. but similar phenomena are occurring all over Japan.
context: Yeah, well.\I don't think I'll be back until after midnight.\I'll stay in touch.\It is unclear whether they are related to the Ikebukuro incident,\I heard on the radio. It is unclear whether they are\related to the Ikebukuro incident,\It is unclear whether they are related to the Ikebukuro incident,\I knew they'd leave us devils out of the decision-making eventually. but similar phenomena are occurring all over Japan. response:	but similar phenomena are occurring all over Japan.
context: I don't think I'll be back until after midnight.\I'll stay in touch.\It is unclear whether they are related to the Ikebukuro incident,\I heard on the radio. It is unclear whether they are\related to the Ikebukuro incident,\It is unclear whether they are related to the Ikebukuro incident,\I knew they'd leave us devils out of the decision-making eventually. but similar phenomena are occurring all over Japan.\but similar phenomena are occurring all over Japan. response:	Police are scrambling to handle the outbreak.
context: I'll stay in touch.\It is unclear whether they are related to the Ikebukuro incident,\I heard on the radio. It is unclear whether they are\related to the Ikebukuro incident,\It is unclear whether they are related to the Ikebukuro incident,\I knew they'd leave us devils out of the decision-making eventually. but similar phenomena are occurring all over Japan.\but similar phenomena are occurring all over Japan.\Police are scrambling to handle the outbreak. response:	This was the only line of work where devils got any decent treatment. Police are scrambling to handle the outbreak.
context: It is unclear whether they are related to the Ikebukuro incident,\I heard on the radio. It is unclear whether they are\related to the Ikebukuro incident,\It is unclear whether they are related to the Ikebukuro incident,\I knew they'd leave us devils out of the decision-making eventually. but similar phenomena are occurring all over Japan.\but similar phenomena are occurring all over Japan.\Police are scrambling to handle the outbreak.\This was the only line of work where devils got any decent treatment. Police are scrambling to handle the outbreak. response:	This was the only line of work where devils got any decent treatment.
context: I heard on the radio. It is unclear whether they are\related to the Ikebukuro incident,\It is unclear whether they are related to the Ikebukuro incident,\I knew they'd leave us devils out of the decision-making eventually. but similar phenomena are occurring all over Japan.\but similar phenomena are occurring all over Japan.\Police are scrambling to handle the outbreak.\This was the only line of work where devils got any decent treatment. Police are scrambling to handle the outbreak.\This was the only line of work where devils got any decent treatment. response:	It won't be long before we're out of places to go.
context: related to the Ikebukuro incident,\It is unclear whether they are related to the Ikebukuro incident,\I knew they'd leave us devils out of the decision-making eventually. but similar phenomena are occurring all over Japan.\but similar phenomena are occurring all over Japan.\Police are scrambling to handle the outbreak.\This was the only line of work where devils got any decent treatment. Police are scrambling to handle the outbreak.\This was the only line of work where devils got any decent treatment.\It won't be long before we're out of places to go. response:	You don't know they're going to cut you all off.
context: It is unclear whether they are related to the Ikebukuro incident,\I knew they'd leave us devils out of the decision-making eventually. but similar phenomena are occurring all over Japan.\but similar phenomena are occurring all over Japan.\Police are scrambling to handle the outbreak.\This was the only line of work where devils got any decent treatment. Police are scrambling to handle the outbreak.\This was the only line of work where devils got any decent treatment.\It won't be long before we're out of places to go.\You don't know they're going to cut you all off. response:	Don't I? They always thought devils were tough to deal with.
context: I knew they'd leave us devils out of the decision-making eventually. but similar phenomena are occurring all over Japan.\but similar phenomena are occurring all over Japan.\Police are scrambling to handle the outbreak.\This was the only line of work where devils got any decent treatment. Police are scrambling to handle the outbreak.\This was the only line of work where devils got any decent treatment.\It won't be long before we're out of places to go.\You don't know they're going to cut you all off.\Don't I? They always thought devils were tough to deal with. response:	We're high maintenance.
context: but similar phenomena are occurring all over Japan.\Police are scrambling to handle the outbreak.\This was the only line of work where devils got any decent treatment. Police are scrambling to handle the outbreak.\This was the only line of work where devils got any decent treatment.\It won't be long before we're out of places to go.\You don't know they're going to cut you all off.\Don't I? They always thought devils were tough to deal with.\We're high maintenance. response:	Freaking out every time we see a little bit of bl-
context: Police are scrambling to handle the outbreak.\This was the only line of work where devils got any decent treatment. Police are scrambling to handle the outbreak.\This was the only line of work where devils got any decent treatment.\It won't be long before we're out of places to go.\You don't know they're going to cut you all off.\Don't I? They always thought devils were tough to deal with.\We're high maintenance.\Freaking out every time we see a little bit of bl- response:	Uhh!
context: This was the only line of work where devils got any decent treatment. Police are scrambling to handle the outbreak.\This was the only line of work where devils got any decent treatment.\It won't be long before we're out of places to go.\You don't know they're going to cut you all off.\Don't I? They always thought devils were tough to deal with.\We're high maintenance.\Freaking out every time we see a little bit of bl-\Uhh! response:	This is where you belong.
context: This was the only line of work where devils got any decent treatment.\It won't be long before we're out of places to go.\You don't know they're going to cut you all off.\Don't I? They always thought devils were tough to deal with.\We're high maintenance.\Freaking out every time we see a little bit of bl-\Uhh!\This is where you belong. response:	Do I have to keep spelling it out for you?
context: It won't be long before we're out of places to go.\You don't know they're going to cut you all off.\Don't I? They always thought devils were tough to deal with.\We're high maintenance.\Freaking out every time we see a little bit of bl-\Uhh!\This is where you belong.\Do I have to keep spelling it out for you? response:	You, too, Anzai.
context: You don't know they're going to cut you all off.\Don't I? They always thought devils were tough to deal with.\We're high maintenance.\Freaking out every time we see a little bit of bl-\Uhh!\This is where you belong.\Do I have to keep spelling it out for you?\You, too, Anzai. response:	I won't let anything happen to you.
context: Don't I? They always thought devils were tough to deal with.\We're high maintenance.\Freaking out every time we see a little bit of bl-\Uhh!\This is where you belong.\Do I have to keep spelling it out for you?\You, too, Anzai.\I won't let anything happen to you. response:	So just sit tight.
context: We're high maintenance.\Freaking out every time we see a little bit of bl-\Uhh!\This is where you belong.\Do I have to keep spelling it out for you?\You, too, Anzai.\I won't let anything happen to you.\So just sit tight. response:	Sawazaki.
context: Freaking out every time we see a little bit of bl-\Uhh!\This is where you belong.\Do I have to keep spelling it out for you?\You, too, Anzai.\I won't let anything happen to you.\So just sit tight.\Sawazaki. response:	Sorry I almost attacked you.
context: Uhh!\This is where you belong.\Do I have to keep spelling it out for you?\You, too, Anzai.\I won't let anything happen to you.\So just sit tight.\Sawazaki.\Sorry I almost attacked you. response:	It wasn't your fault.
context: This is where you belong.\Do I have to keep spelling it out for you?\You, too, Anzai.\I won't let anything happen to you.\So just sit tight.\Sawazaki.\Sorry I almost attacked you.\It wasn't your fault. response:	Yanagi, I want to ask you something. Got a minute?
context: Do I have to keep spelling it out for you?\You, too, Anzai.\I won't let anything happen to you.\So just sit tight.\Sawazaki.\Sorry I almost attacked you.\It wasn't your fault.\Yanagi, I want to ask you something. Got a minute? response:	Hm?
context: You, too, Anzai.\I won't let anything happen to you.\So just sit tight.\Sawazaki.\Sorry I almost attacked you.\It wasn't your fault.\Yanagi, I want to ask you something. Got a minute?\Hm? response:	If Anzai isn't half-devil, if he's a full devil...
context: I won't let anything happen to you.\So just sit tight.\Sawazaki.\Sorry I almost attacked you.\It wasn't your fault.\Yanagi, I want to ask you something. Got a minute?\Hm?\If Anzai isn't half-devil, if he's a full devil... response:	can he develop a blood tolerance like Lee?
context: So just sit tight.\Sawazaki.\Sorry I almost attacked you.\It wasn't your fault.\Yanagi, I want to ask you something. Got a minute?\Hm?\If Anzai isn't half-devil, if he's a full devil...\can he develop a blood tolerance like Lee? response:	Sorry to keep you waiting!
context: Sawazaki.\Sorry I almost attacked you.\It wasn't your fault.\Yanagi, I want to ask you something. Got a minute?\Hm?\If Anzai isn't half-devil, if he's a full devil...\can he develop a blood tolerance like Lee?\Sorry to keep you waiting! response:	I'll help. You're making food, right?
context: Sorry I almost attacked you.\It wasn't your fault.\Yanagi, I want to ask you something. Got a minute?\Hm?\If Anzai isn't half-devil, if he's a full devil...\can he develop a blood tolerance like Lee?\Sorry to keep you waiting!\I'll help. You're making food, right? response:	Thank you.
context: It wasn't your fault.\Yanagi, I want to ask you something. Got a minute?\Hm?\If Anzai isn't half-devil, if he's a full devil...\can he develop a blood tolerance like Lee?\Sorry to keep you waiting!\I'll help. You're making food, right?\Thank you. response:	Oh, me, too.
context: Yanagi, I want to ask you something. Got a minute?\Hm?\If Anzai isn't half-devil, if he's a full devil...\can he develop a blood tolerance like Lee?\Sorry to keep you waiting!\I'll help. You're making food, right?\Thank you.\Oh, me, too. response:	Me, three.
context: Hm?\If Anzai isn't half-devil, if he's a full devil...\can he develop a blood tolerance like Lee?\Sorry to keep you waiting!\I'll help. You're making food, right?\Thank you.\Oh, me, too.\Me, three. response:	What are we making?
context: If Anzai isn't half-devil, if he's a full devil...\can he develop a blood tolerance like Lee?\Sorry to keep you waiting!\I'll help. You're making food, right?\Thank you.\Oh, me, too.\Me, three.\What are we making? response:	When I say midnight snack, you think...
context: can he develop a blood tolerance like Lee?\Sorry to keep you waiting!\I'll help. You're making food, right?\Thank you.\Oh, me, too.\Me, three.\What are we making?\When I say midnight snack, you think... response:	Ramen?
context: Sorry to keep you waiting!\I'll help. You're making food, right?\Thank you.\Oh, me, too.\Me, three.\What are we making?\When I say midnight snack, you think...\Ramen? response:	Oh, I'm Tsukasa Taira.
context: I'll help. You're making food, right?\Thank you.\Oh, me, too.\Me, three.\What are we making?\When I say midnight snack, you think...\Ramen?\Oh, I'm Tsukasa Taira. response:	Officer Juliana Lloyd.
context: Thank you.\Oh, me, too.\Me, three.\What are we making?\When I say midnight snack, you think...\Ramen?\Oh, I'm Tsukasa Taira.\Officer Juliana Lloyd. response:	I'm a full devil. My parents are American and Russian.
context: Oh, me, too.\Me, three.\What are we making?\When I say midnight snack, you think...\Ramen?\Oh, I'm Tsukasa Taira.\Officer Juliana Lloyd.\I'm a full devil. My parents are American and Russian. response:	So you're a half.
context: Me, three.\What are we making?\When I say midnight snack, you think...\Ramen?\Oh, I'm Tsukasa Taira.\Officer Juliana Lloyd.\I'm a full devil. My parents are American and Russian.\So you're a half. response:	Nationality-wise.
context: What are we making?\When I say midnight snack, you think...\Ramen?\Oh, I'm Tsukasa Taira.\Officer Juliana Lloyd.\I'm a full devil. My parents are American and Russian.\So you're a half.\Nationality-wise. response:	Here's an apron for each of you.
context: When I say midnight snack, you think...\Ramen?\Oh, I'm Tsukasa Taira.\Officer Juliana Lloyd.\I'm a full devil. My parents are American and Russian.\So you're a half.\Nationality-wise.\Here's an apron for each of you. response:	What?
context: Ramen?\Oh, I'm Tsukasa Taira.\Officer Juliana Lloyd.\I'm a full devil. My parents are American and Russian.\So you're a half.\Nationality-wise.\Here's an apron for each of you.\What? response:	You're just so pretty, like a Hollywood actress.
context: Oh, I'm Tsukasa Taira.\Officer Juliana Lloyd.\I'm a full devil. My parents are American and Russian.\So you're a half.\Nationality-wise.\Here's an apron for each of you.\What?\You're just so pretty, like a Hollywood actress. response:	Why would you say that? It's not flattering, it's embarrassing!
context: Officer Juliana Lloyd.\I'm a full devil. My parents are American and Russian.\So you're a half.\Nationality-wise.\Here's an apron for each of you.\What?\You're just so pretty, like a Hollywood actress.\Why would you say that? It's not flattering, it's embarrassing! response:	Uh, um...
context: I'm a full devil. My parents are American and Russian.\So you're a half.\Nationality-wise.\Here's an apron for each of you.\What?\You're just so pretty, like a Hollywood actress.\Why would you say that? It's not flattering, it's embarrassing!\Uh, um... response:	I just always admired beautiful, sophisticated women... so, um...
context: So you're a half.\Nationality-wise.\Here's an apron for each of you.\What?\You're just so pretty, like a Hollywood actress.\Why would you say that? It's not flattering, it's embarrassing!\Uh, um...\I just always admired beautiful, sophisticated women... so, um... response:	Please, let's stop this, Zero Seven!
context: Nationality-wise.\Here's an apron for each of you.\What?\You're just so pretty, like a Hollywood actress.\Why would you say that? It's not flattering, it's embarrassing!\Uh, um...\I just always admired beautiful, sophisticated women... so, um...\Please, let's stop this, Zero Seven! response:	What good will it do to chase me?
context: Here's an apron for each of you.\What?\You're just so pretty, like a Hollywood actress.\Why would you say that? It's not flattering, it's embarrassing!\Uh, um...\I just always admired beautiful, sophisticated women... so, um...\Please, let's stop this, Zero Seven!\What good will it do to chase me? response:	It's already over!
context: What?\You're just so pretty, like a Hollywood actress.\Why would you say that? It's not flattering, it's embarrassing!\Uh, um...\I just always admired beautiful, sophisticated women... so, um...\Please, let's stop this, Zero Seven!\What good will it do to chase me?\It's already over! response:	I know you were against Plan B!
context: You're just so pretty, like a Hollywood actress.\Why would you say that? It's not flattering, it's embarrassing!\Uh, um...\I just always admired beautiful, sophisticated women... so, um...\Please, let's stop this, Zero Seven!\What good will it do to chase me?\It's already over!\I know you were against Plan B! response:	But it was our leader's decision!
context: Why would you say that? It's not flattering, it's embarrassing!\Uh, um...\I just always admired beautiful, sophisticated women... so, um...\Please, let's stop this, Zero Seven!\What good will it do to chase me?\It's already over!\I know you were against Plan B!\But it was our leader's decision! response:	Are you saying you bear no responsibility?
context: Uh, um...\I just always admired beautiful, sophisticated women... so, um...\Please, let's stop this, Zero Seven!\What good will it do to chase me?\It's already over!\I know you were against Plan B!\But it was our leader's decision!\Are you saying you bear no responsibility? response:	When did I ever say that?
context: I just always admired beautiful, sophisticated women... so, um...\Please, let's stop this, Zero Seven!\What good will it do to chase me?\It's already over!\I know you were against Plan B!\But it was our leader's decision!\Are you saying you bear no responsibility?\When did I ever say that? response:	By sacrificing a few humans, we call attention to the existence of devils!
context: Please, let's stop this, Zero Seven!\What good will it do to chase me?\It's already over!\I know you were against Plan B!\But it was our leader's decision!\Are you saying you bear no responsibility?\When did I ever say that?\By sacrificing a few humans, we call attention to the existence of devils! response:	It's the vital first step in eliminating them from our society!
context: What good will it do to chase me?\It's already over!\I know you were against Plan B!\But it was our leader's decision!\Are you saying you bear no responsibility?\When did I ever say that?\By sacrificing a few humans, we call attention to the existence of devils!\It's the vital first step in eliminating them from our society! response:	Stay away from me! Drop your gun!
context: It's already over!\I know you were against Plan B!\But it was our leader's decision!\Are you saying you bear no responsibility?\When did I ever say that?\By sacrificing a few humans, we call attention to the existence of devils!\It's the vital first step in eliminating them from our society!\Stay away from me! Drop your gun! response:	I'm not carrying a gun.
context: I know you were against Plan B!\But it was our leader's decision!\Are you saying you bear no responsibility?\When did I ever say that?\By sacrificing a few humans, we call attention to the existence of devils!\It's the vital first step in eliminating them from our society!\Stay away from me! Drop your gun!\I'm not carrying a gun. response:	You trust humans too much!
context: But it was our leader's decision!\Are you saying you bear no responsibility?\When did I ever say that?\By sacrificing a few humans, we call attention to the existence of devils!\It's the vital first step in eliminating them from our society!\Stay away from me! Drop your gun!\I'm not carrying a gun.\You trust humans too much! response:	The truth is... I have another mission.
context: Are you saying you bear no responsibility?\When did I ever say that?\By sacrificing a few humans, we call attention to the existence of devils!\It's the vital first step in eliminating them from our society!\Stay away from me! Drop your gun!\I'm not carrying a gun.\You trust humans too much!\The truth is... I have another mission. response:	If you tried to interfere with Plan B...
context: When did I ever say that?\By sacrificing a few humans, we call attention to the existence of devils!\It's the vital first step in eliminating them from our society!\Stay away from me! Drop your gun!\I'm not carrying a gun.\You trust humans too much!\The truth is... I have another mission.\If you tried to interfere with Plan B... response:	Mura...
context: By sacrificing a few humans, we call attention to the existence of devils!\It's the vital first step in eliminating them from our society!\Stay away from me! Drop your gun!\I'm not carrying a gun.\You trust humans too much!\The truth is... I have another mission.\If you tried to interfere with Plan B...\Mura... response:	I'm sorry. As long as you're around, you'll only get in our way.
context: It's the vital first step in eliminating them from our society!\Stay away from me! Drop your gun!\I'm not carrying a gun.\You trust humans too much!\The truth is... I have another mission.\If you tried to interfere with Plan B...\Mura...\I'm sorry. As long as you're around, you'll only get in our way. response:	Sex between a devil and a human?
context: Stay away from me! Drop your gun!\I'm not carrying a gun.\You trust humans too much!\The truth is... I have another mission.\If you tried to interfere with Plan B...\Mura...\I'm sorry. As long as you're around, you'll only get in our way.\Sex between a devil and a human? response:	I'm sure there are ways.
context: I'm not carrying a gun.\You trust humans too much!\The truth is... I have another mission.\If you tried to interfere with Plan B...\Mura...\I'm sorry. As long as you're around, you'll only get in our way.\Sex between a devil and a human?\I'm sure there are ways. response:	Tie up the devil, gag them.
