context: Do you need a receipt? response:	Yes, please.
context: Use three recorders and get a backup ready, just in case.\Set the auxiliary organic media to recordable temperature.\Don't cut off the power.\Oh, set up a connection with the Crisis Management Center in the Prime Minister's Office.\Okay.\Ishizaki-san.\This is the second time I've heard Hoshimi-sama speak.\The first time was during the solar maximum five years ago. response:	That was when...
context: Set the auxiliary organic media to recordable temperature.\Don't cut off the power.\Oh, set up a connection with the Crisis Management Center in the Prime Minister's Office.\Okay.\Ishizaki-san.\This is the second time I've heard Hoshimi-sama speak.\The first time was during the solar maximum five years ago.\That was when... response:	Yes, when part of South America disappeared from the world as we knew it.
context: Don't cut off the power.\Oh, set up a connection with the Crisis Management Center in the Prime Minister's Office.\Okay.\Ishizaki-san.\This is the second time I've heard Hoshimi-sama speak.\The first time was during the solar maximum five years ago.\That was when...\Yes, when part of South America disappeared from the world as we knew it. response:	Shiny and bright, the stars are twinkling.
context: Oh, set up a connection with the Crisis Management Center in the Prime Minister's Office.\Okay.\Ishizaki-san.\This is the second time I've heard Hoshimi-sama speak.\The first time was during the solar maximum five years ago.\That was when...\Yes, when part of South America disappeared from the world as we knew it.\Shiny and bright, the stars are twinkling. response:	Strong and weak, they are singing.
context: Okay.\Ishizaki-san.\This is the second time I've heard Hoshimi-sama speak.\The first time was during the solar maximum five years ago.\That was when...\Yes, when part of South America disappeared from the world as we knew it.\Shiny and bright, the stars are twinkling.\Strong and weak, they are singing. response:	I can hear it, just like that time.
context: Ishizaki-san.\This is the second time I've heard Hoshimi-sama speak.\The first time was during the solar maximum five years ago.\That was when...\Yes, when part of South America disappeared from the world as we knew it.\Shiny and bright, the stars are twinkling.\Strong and weak, they are singing.\I can hear it, just like that time. response:	It's almost here.
context: This is the second time I've heard Hoshimi-sama speak.\The first time was during the solar maximum five years ago.\That was when...\Yes, when part of South America disappeared from the world as we knew it.\Shiny and bright, the stars are twinkling.\Strong and weak, they are singing.\I can hear it, just like that time.\It's almost here. response:	The beginning of the end.
context: The first time was during the solar maximum five years ago.\That was when...\Yes, when part of South America disappeared from the world as we knew it.\Shiny and bright, the stars are twinkling.\Strong and weak, they are singing.\I can hear it, just like that time.\It's almost here.\The beginning of the end. response:	The beginning of the end.
context: That was when...\Yes, when part of South America disappeared from the world as we knew it.\Shiny and bright, the stars are twinkling.\Strong and weak, they are singing.\I can hear it, just like that time.\It's almost here.\The beginning of the end.\The beginning of the end. response:	I can't find the bread knife.
context: Yes, when part of South America disappeared from the world as we knew it.\Shiny and bright, the stars are twinkling.\Strong and weak, they are singing.\I can hear it, just like that time.\It's almost here.\The beginning of the end.\The beginning of the end.\I can't find the bread knife. response:	Can I use it?
context: Shiny and bright, the stars are twinkling.\Strong and weak, they are singing.\I can hear it, just like that time.\It's almost here.\The beginning of the end.\The beginning of the end.\I can't find the bread knife.\Can I use it? response:	I like the smell of freshly baked bread,
context: Strong and weak, they are singing.\I can hear it, just like that time.\It's almost here.\The beginning of the end.\The beginning of the end.\I can't find the bread knife.\Can I use it?\I like the smell of freshly baked bread, response:	spread with a generous serving of lime marmalade and topped with whipped cream.
context: I can hear it, just like that time.\It's almost here.\The beginning of the end.\The beginning of the end.\I can't find the bread knife.\Can I use it?\I like the smell of freshly baked bread,\spread with a generous serving of lime marmalade and topped with whipped cream. response:	Should we run away?
context: It's almost here.\The beginning of the end.\The beginning of the end.\I can't find the bread knife.\Can I use it?\I like the smell of freshly baked bread,\spread with a generous serving of lime marmalade and topped with whipped cream.\Should we run away? response:	Somewhere... Somewhere far away.
context: The beginning of the end.\The beginning of the end.\I can't find the bread knife.\Can I use it?\I like the smell of freshly baked bread,\spread with a generous serving of lime marmalade and topped with whipped cream.\Should we run away?\Somewhere... Somewhere far away. response:	You, Pai, and me, the three of us.
context: The beginning of the end.\I can't find the bread knife.\Can I use it?\I like the smell of freshly baked bread,\spread with a generous serving of lime marmalade and topped with whipped cream.\Should we run away?\Somewhere... Somewhere far away.\You, Pai, and me, the three of us. response:	Where to?
context: I can't find the bread knife.\Can I use it?\I like the smell of freshly baked bread,\spread with a generous serving of lime marmalade and topped with whipped cream.\Should we run away?\Somewhere... Somewhere far away.\You, Pai, and me, the three of us.\Where to? response:	A place where we can see the stars.
context: Can I use it?\I like the smell of freshly baked bread,\spread with a generous serving of lime marmalade and topped with whipped cream.\Should we run away?\Somewhere... Somewhere far away.\You, Pai, and me, the three of us.\Where to?\A place where we can see the stars. response:	Thanks.
context: I like the smell of freshly baked bread,\spread with a generous serving of lime marmalade and topped with whipped cream.\Should we run away?\Somewhere... Somewhere far away.\You, Pai, and me, the three of us.\Where to?\A place where we can see the stars.\Thanks. response:	It's a good luck charm.
context: spread with a generous serving of lime marmalade and topped with whipped cream.\Should we run away?\Somewhere... Somewhere far away.\You, Pai, and me, the three of us.\Where to?\A place where we can see the stars.\Thanks.\It's a good luck charm. response:	Please protect your smile.
context: Should we run away?\Somewhere... Somewhere far away.\You, Pai, and me, the three of us.\Where to?\A place where we can see the stars.\Thanks.\It's a good luck charm.\Please protect your smile. response:	What? She appeared in Tokyo?
context: Somewhere... Somewhere far away.\You, Pai, and me, the three of us.\Where to?\A place where we can see the stars.\Thanks.\It's a good luck charm.\Please protect your smile.\What? She appeared in Tokyo? response:	Are you sure it's Amber, Hei?
context: You, Pai, and me, the three of us.\Where to?\A place where we can see the stars.\Thanks.\It's a good luck charm.\Please protect your smile.\What? She appeared in Tokyo?\Are you sure it's Amber, Hei? response:	That bastard.
context: Where to?\A place where we can see the stars.\Thanks.\It's a good luck charm.\Please protect your smile.\What? She appeared in Tokyo?\Are you sure it's Amber, Hei?\That bastard. response:	Maybe Yin knows where she is.
context: A place where we can see the stars.\Thanks.\It's a good luck charm.\Please protect your smile.\What? She appeared in Tokyo?\Are you sure it's Amber, Hei?\That bastard.\Maybe Yin knows where she is. response:	Hey, Mao!
context: Thanks.\It's a good luck charm.\Please protect your smile.\What? She appeared in Tokyo?\Are you sure it's Amber, Hei?\That bastard.\Maybe Yin knows where she is.\Hey, Mao! response:	It may sound strange coming from me,
context: It's a good luck charm.\Please protect your smile.\What? She appeared in Tokyo?\Are you sure it's Amber, Hei?\That bastard.\Maybe Yin knows where she is.\Hey, Mao!\It may sound strange coming from me, response:	Tobacco
context: Please protect your smile.\What? She appeared in Tokyo?\Are you sure it's Amber, Hei?\That bastard.\Maybe Yin knows where she is.\Hey, Mao!\It may sound strange coming from me,\Tobacco response:	but I really like this name.
context: What? She appeared in Tokyo?\Are you sure it's Amber, Hei?\That bastard.\Maybe Yin knows where she is.\Hey, Mao!\It may sound strange coming from me,\Tobacco\but I really like this name. response:	Amber.
context: Are you sure it's Amber, Hei?\That bastard.\Maybe Yin knows where she is.\Hey, Mao!\It may sound strange coming from me,\Tobacco\but I really like this name.\Amber. response:	Yes. Nice to meet you, Yin.
context: That bastard.\Maybe Yin knows where she is.\Hey, Mao!\It may sound strange coming from me,\Tobacco\but I really like this name.\Amber.\Yes. Nice to meet you, Yin. response:	It's been a while.
context: Maybe Yin knows where she is.\Hey, Mao!\It may sound strange coming from me,\Tobacco\but I really like this name.\Amber.\Yes. Nice to meet you, Yin.\It's been a while. response:	Amber...
context: Hey, Mao!\It may sound strange coming from me,\Tobacco\but I really like this name.\Amber.\Yes. Nice to meet you, Yin.\It's been a while.\Amber... response:	The familiar name called out is silenced by a vengeful blade.
context: It may sound strange coming from me,\Tobacco\but I really like this name.\Amber.\Yes. Nice to meet you, Yin.\It's been a while.\Amber...\The familiar name called out is silenced by a vengeful blade. response:	Trembling about a significant loss, crying over an irretrievable dream.
context: Tobacco\but I really like this name.\Amber.\Yes. Nice to meet you, Yin.\It's been a while.\Amber...\The familiar name called out is silenced by a vengeful blade.\Trembling about a significant loss, crying over an irretrievable dream. response:	Revenge is the bread that sustains life.
context: but I really like this name.\Amber.\Yes. Nice to meet you, Yin.\It's been a while.\Amber...\The familiar name called out is silenced by a vengeful blade.\Trembling about a significant loss, crying over an irretrievable dream.\Revenge is the bread that sustains life. response:	Sorrow is a poisonous spice.
context: Amber.\Yes. Nice to meet you, Yin.\It's been a while.\Amber...\The familiar name called out is silenced by a vengeful blade.\Trembling about a significant loss, crying over an irretrievable dream.\Revenge is the bread that sustains life.\Sorrow is a poisonous spice. response:	Envy, fear, and misunderstanding...
context: Yes. Nice to meet you, Yin.\It's been a while.\Amber...\The familiar name called out is silenced by a vengeful blade.\Trembling about a significant loss, crying over an irretrievable dream.\Revenge is the bread that sustains life.\Sorrow is a poisonous spice.\Envy, fear, and misunderstanding... response:	The unleashed trap is in the form of a human soul,
context: It's been a while.\Amber...\The familiar name called out is silenced by a vengeful blade.\Trembling about a significant loss, crying over an irretrievable dream.\Revenge is the bread that sustains life.\Sorrow is a poisonous spice.\Envy, fear, and misunderstanding...\The unleashed trap is in the form of a human soul, response:	Episode Sixteen Memories of Betrayal in an Amber Smile... (Part Two)
context: Amber...\The familiar name called out is silenced by a vengeful blade.\Trembling about a significant loss, crying over an irretrievable dream.\Revenge is the bread that sustains life.\Sorrow is a poisonous spice.\Envy, fear, and misunderstanding...\The unleashed trap is in the form of a human soul,\Episode Sixteen Memories of Betrayal in an Amber Smile... (Part Two) response:	and something is on the verge of change.
