context: In the end, the majority decided that Steel Lady Nanase was fiction. response:	Sakuragawa Rikka's schemes have been rejected.
context: No matter what the reason may be,\a person or monster trying to create a monster for their own desires\goes against the natural order.\That's basically why she gave up her right eye and left leg.\So I guess you're not going to let it slide either, then.\As much as I hate to say it...\Did you delete my number from your phone?\Yes. response:	Iwanaga kept nagging me about it.
context: a person or monster trying to create a monster for their own desires\goes against the natural order.\That's basically why she gave up her right eye and left leg.\So I guess you're not going to let it slide either, then.\As much as I hate to say it...\Did you delete my number from your phone?\Yes.\Iwanaga kept nagging me about it. response:	Even if she didn't nag, you can't keep my number.
context: goes against the natural order.\That's basically why she gave up her right eye and left leg.\So I guess you're not going to let it slide either, then.\As much as I hate to say it...\Did you delete my number from your phone?\Yes.\Iwanaga kept nagging me about it.\Even if she didn't nag, you can't keep my number. response:	She's the type who'd let that bother her.
context: That's basically why she gave up her right eye and left leg.\So I guess you're not going to let it slide either, then.\As much as I hate to say it...\Did you delete my number from your phone?\Yes.\Iwanaga kept nagging me about it.\Even if she didn't nag, you can't keep my number.\She's the type who'd let that bother her. response:	Yes, but...
context: So I guess you're not going to let it slide either, then.\As much as I hate to say it...\Did you delete my number from your phone?\Yes.\Iwanaga kept nagging me about it.\Even if she didn't nag, you can't keep my number.\She's the type who'd let that bother her.\Yes, but... response:	It's not like we could ever start over again, Saki-san.
context: As much as I hate to say it...\Did you delete my number from your phone?\Yes.\Iwanaga kept nagging me about it.\Even if she didn't nag, you can't keep my number.\She's the type who'd let that bother her.\Yes, but...\It's not like we could ever start over again, Saki-san. response:	Yeah. Seeing you after all this time just confirmed that it's impossible.
context: Did you delete my number from your phone?\Yes.\Iwanaga kept nagging me about it.\Even if she didn't nag, you can't keep my number.\She's the type who'd let that bother her.\Yes, but...\It's not like we could ever start over again, Saki-san.\Yeah. Seeing you after all this time just confirmed that it's impossible. response:	I'm okay with sitting across the table from you,
context: Yes.\Iwanaga kept nagging me about it.\Even if she didn't nag, you can't keep my number.\She's the type who'd let that bother her.\Yes, but...\It's not like we could ever start over again, Saki-san.\Yeah. Seeing you after all this time just confirmed that it's impossible.\I'm okay with sitting across the table from you, response:	but I'd be a bit hesitant to touch you.
context: Iwanaga kept nagging me about it.\Even if she didn't nag, you can't keep my number.\She's the type who'd let that bother her.\Yes, but...\It's not like we could ever start over again, Saki-san.\Yeah. Seeing you after all this time just confirmed that it's impossible.\I'm okay with sitting across the table from you,\but I'd be a bit hesitant to touch you. response:	I'm sorry.
context: Even if she didn't nag, you can't keep my number.\She's the type who'd let that bother her.\Yes, but...\It's not like we could ever start over again, Saki-san.\Yeah. Seeing you after all this time just confirmed that it's impossible.\I'm okay with sitting across the table from you,\but I'd be a bit hesitant to touch you.\I'm sorry. response:	No, it's also my fault for keeping it a secret.
context: She's the type who'd let that bother her.\Yes, but...\It's not like we could ever start over again, Saki-san.\Yeah. Seeing you after all this time just confirmed that it's impossible.\I'm okay with sitting across the table from you,\but I'd be a bit hesitant to touch you.\I'm sorry.\No, it's also my fault for keeping it a secret. response:	Make sure you take care of Iwanaga-san.
context: Yes, but...\It's not like we could ever start over again, Saki-san.\Yeah. Seeing you after all this time just confirmed that it's impossible.\I'm okay with sitting across the table from you,\but I'd be a bit hesitant to touch you.\I'm sorry.\No, it's also my fault for keeping it a secret.\Make sure you take care of Iwanaga-san. response:	I do.
context: It's not like we could ever start over again, Saki-san.\Yeah. Seeing you after all this time just confirmed that it's impossible.\I'm okay with sitting across the table from you,\but I'd be a bit hesitant to touch you.\I'm sorry.\No, it's also my fault for keeping it a secret.\Make sure you take care of Iwanaga-san.\I do. response:	She's always been oblivious of danger.
context: Yeah. Seeing you after all this time just confirmed that it's impossible.\I'm okay with sitting across the table from you,\but I'd be a bit hesitant to touch you.\I'm sorry.\No, it's also my fault for keeping it a secret.\Make sure you take care of Iwanaga-san.\I do.\She's always been oblivious of danger. response:	In a way, she's more fearless than I am.
context: I'm okay with sitting across the table from you,\but I'd be a bit hesitant to touch you.\I'm sorry.\No, it's also my fault for keeping it a secret.\Make sure you take care of Iwanaga-san.\I do.\She's always been oblivious of danger.\In a way, she's more fearless than I am. response:	She's been hurt more than a few times
context: but I'd be a bit hesitant to touch you.\I'm sorry.\No, it's also my fault for keeping it a secret.\Make sure you take care of Iwanaga-san.\I do.\She's always been oblivious of danger.\In a way, she's more fearless than I am.\She's been hurt more than a few times response:	while trying to resolve conflicts between monsters.
context: I'm sorry.\No, it's also my fault for keeping it a secret.\Make sure you take care of Iwanaga-san.\I do.\She's always been oblivious of danger.\In a way, she's more fearless than I am.\She's been hurt more than a few times\while trying to resolve conflicts between monsters. response:	To be honest, I didn't want to involve Iwanaga in the matter with Rikka-san.
context: No, it's also my fault for keeping it a secret.\Make sure you take care of Iwanaga-san.\I do.\She's always been oblivious of danger.\In a way, she's more fearless than I am.\She's been hurt more than a few times\while trying to resolve conflicts between monsters.\To be honest, I didn't want to involve Iwanaga in the matter with Rikka-san. response:	I was trying to take care of it before she got involved.
context: Make sure you take care of Iwanaga-san.\I do.\She's always been oblivious of danger.\In a way, she's more fearless than I am.\She's been hurt more than a few times\while trying to resolve conflicts between monsters.\To be honest, I didn't want to involve Iwanaga in the matter with Rikka-san.\I was trying to take care of it before she got involved. response:	But after this incident, Rikka-san realizes that Iwanaga is the biggest obstacle
context: I do.\She's always been oblivious of danger.\In a way, she's more fearless than I am.\She's been hurt more than a few times\while trying to resolve conflicts between monsters.\To be honest, I didn't want to involve Iwanaga in the matter with Rikka-san.\I was trying to take care of it before she got involved.\But after this incident, Rikka-san realizes that Iwanaga is the biggest obstacle response:	that stands in her way.
context: She's always been oblivious of danger.\In a way, she's more fearless than I am.\She's been hurt more than a few times\while trying to resolve conflicts between monsters.\To be honest, I didn't want to involve Iwanaga in the matter with Rikka-san.\I was trying to take care of it before she got involved.\But after this incident, Rikka-san realizes that Iwanaga is the biggest obstacle\that stands in her way. response:	Which means that Rikka-san might go after Iwanaga next.
context: In a way, she's more fearless than I am.\She's been hurt more than a few times\while trying to resolve conflicts between monsters.\To be honest, I didn't want to involve Iwanaga in the matter with Rikka-san.\I was trying to take care of it before she got involved.\But after this incident, Rikka-san realizes that Iwanaga is the biggest obstacle\that stands in her way.\Which means that Rikka-san might go after Iwanaga next. response:	That never even crossed my mind...
context: She's been hurt more than a few times\while trying to resolve conflicts between monsters.\To be honest, I didn't want to involve Iwanaga in the matter with Rikka-san.\I was trying to take care of it before she got involved.\But after this incident, Rikka-san realizes that Iwanaga is the biggest obstacle\that stands in her way.\Which means that Rikka-san might go after Iwanaga next.\That never even crossed my mind... response:	Considering what Rikka-san is capable of,
context: while trying to resolve conflicts between monsters.\To be honest, I didn't want to involve Iwanaga in the matter with Rikka-san.\I was trying to take care of it before she got involved.\But after this incident, Rikka-san realizes that Iwanaga is the biggest obstacle\that stands in her way.\Which means that Rikka-san might go after Iwanaga next.\That never even crossed my mind...\Considering what Rikka-san is capable of, response:	if she thinks Iwanaga-san is in her way...
context: To be honest, I didn't want to involve Iwanaga in the matter with Rikka-san.\I was trying to take care of it before she got involved.\But after this incident, Rikka-san realizes that Iwanaga is the biggest obstacle\that stands in her way.\Which means that Rikka-san might go after Iwanaga next.\That never even crossed my mind...\Considering what Rikka-san is capable of,\if she thinks Iwanaga-san is in her way... response:	So that's why you were looking for Rikka-san without telling Iwanaga-san?
context: I was trying to take care of it before she got involved.\But after this incident, Rikka-san realizes that Iwanaga is the biggest obstacle\that stands in her way.\Which means that Rikka-san might go after Iwanaga next.\That never even crossed my mind...\Considering what Rikka-san is capable of,\if she thinks Iwanaga-san is in her way...\So that's why you were looking for Rikka-san without telling Iwanaga-san? response:	Though I'm sure if you had told her,
context: But after this incident, Rikka-san realizes that Iwanaga is the biggest obstacle\that stands in her way.\Which means that Rikka-san might go after Iwanaga next.\That never even crossed my mind...\Considering what Rikka-san is capable of,\if she thinks Iwanaga-san is in her way...\So that's why you were looking for Rikka-san without telling Iwanaga-san?\Though I'm sure if you had told her, response:	Iwanaga-san would've tried to get involved.
context: that stands in her way.\Which means that Rikka-san might go after Iwanaga next.\That never even crossed my mind...\Considering what Rikka-san is capable of,\if she thinks Iwanaga-san is in her way...\So that's why you were looking for Rikka-san without telling Iwanaga-san?\Though I'm sure if you had told her,\Iwanaga-san would've tried to get involved. response:	I won't let Iwanaga die.
context: Which means that Rikka-san might go after Iwanaga next.\That never even crossed my mind...\Considering what Rikka-san is capable of,\if she thinks Iwanaga-san is in her way...\So that's why you were looking for Rikka-san without telling Iwanaga-san?\Though I'm sure if you had told her,\Iwanaga-san would've tried to get involved.\I won't let Iwanaga die. response:	Because she's someone who deserves to be happy.
context: That never even crossed my mind...\Considering what Rikka-san is capable of,\if she thinks Iwanaga-san is in her way...\So that's why you were looking for Rikka-san without telling Iwanaga-san?\Though I'm sure if you had told her,\Iwanaga-san would've tried to get involved.\I won't let Iwanaga die.\Because she's someone who deserves to be happy. response:	Now I can finally get some closure.
context: Considering what Rikka-san is capable of,\if she thinks Iwanaga-san is in her way...\So that's why you were looking for Rikka-san without telling Iwanaga-san?\Though I'm sure if you had told her,\Iwanaga-san would've tried to get involved.\I won't let Iwanaga die.\Because she's someone who deserves to be happy.\Now I can finally get some closure. response:	I'm pretty sure I'll never see him again.
context: if she thinks Iwanaga-san is in her way...\So that's why you were looking for Rikka-san without telling Iwanaga-san?\Though I'm sure if you had told her,\Iwanaga-san would've tried to get involved.\I won't let Iwanaga die.\Because she's someone who deserves to be happy.\Now I can finally get some closure.\I'm pretty sure I'll never see him again. response:	Are you sure I can have this bike?
context: So that's why you were looking for Rikka-san without telling Iwanaga-san?\Though I'm sure if you had told her,\Iwanaga-san would've tried to get involved.\I won't let Iwanaga die.\Because she's someone who deserves to be happy.\Now I can finally get some closure.\I'm pretty sure I'll never see him again.\Are you sure I can have this bike? response:	Iwanaga bought this so she could travel around the city.
context: Though I'm sure if you had told her,\Iwanaga-san would've tried to get involved.\I won't let Iwanaga die.\Because she's someone who deserves to be happy.\Now I can finally get some closure.\I'm pretty sure I'll never see him again.\Are you sure I can have this bike?\Iwanaga bought this so she could travel around the city. response:	It'd be a pain to take it back home, so Iwanaga wanted you to have it.
context: Iwanaga-san would've tried to get involved.\I won't let Iwanaga die.\Because she's someone who deserves to be happy.\Now I can finally get some closure.\I'm pretty sure I'll never see him again.\Are you sure I can have this bike?\Iwanaga bought this so she could travel around the city.\It'd be a pain to take it back home, so Iwanaga wanted you to have it. response:	Oh, and she told the monsters
context: I won't let Iwanaga die.\Because she's someone who deserves to be happy.\Now I can finally get some closure.\I'm pretty sure I'll never see him again.\Are you sure I can have this bike?\Iwanaga bought this so she could travel around the city.\It'd be a pain to take it back home, so Iwanaga wanted you to have it.\Oh, and she told the monsters response:	around the city not to appear in front of you anymore.
context: Because she's someone who deserves to be happy.\Now I can finally get some closure.\I'm pretty sure I'll never see him again.\Are you sure I can have this bike?\Iwanaga bought this so she could travel around the city.\It'd be a pain to take it back home, so Iwanaga wanted you to have it.\Oh, and she told the monsters\around the city not to appear in front of you anymore. response:	Thanks...
context: Now I can finally get some closure.\I'm pretty sure I'll never see him again.\Are you sure I can have this bike?\Iwanaga bought this so she could travel around the city.\It'd be a pain to take it back home, so Iwanaga wanted you to have it.\Oh, and she told the monsters\around the city not to appear in front of you anymore.\Thanks... response:	Not sure if that makes me feel any better...
context: I'm pretty sure I'll never see him again.\Are you sure I can have this bike?\Iwanaga bought this so she could travel around the city.\It'd be a pain to take it back home, so Iwanaga wanted you to have it.\Oh, and she told the monsters\around the city not to appear in front of you anymore.\Thanks...\Not sure if that makes me feel any better... response:	See you!
context: Are you sure I can have this bike?\Iwanaga bought this so she could travel around the city.\It'd be a pain to take it back home, so Iwanaga wanted you to have it.\Oh, and she told the monsters\around the city not to appear in front of you anymore.\Thanks...\Not sure if that makes me feel any better...\See you! response:	I still get scared at night.
context: Iwanaga bought this so she could travel around the city.\It'd be a pain to take it back home, so Iwanaga wanted you to have it.\Oh, and she told the monsters\around the city not to appear in front of you anymore.\Thanks...\Not sure if that makes me feel any better...\See you!\I still get scared at night. response:	But...
context: It'd be a pain to take it back home, so Iwanaga wanted you to have it.\Oh, and she told the monsters\around the city not to appear in front of you anymore.\Thanks...\Not sure if that makes me feel any better...\See you!\I still get scared at night.\But... response:	There's someone out there protecting the order of things.
context: Oh, and she told the monsters\around the city not to appear in front of you anymore.\Thanks...\Not sure if that makes me feel any better...\See you!\I still get scared at night.\But...\There's someone out there protecting the order of things. response:	I'm sure the world won't end up a crazy mess after all.
context: around the city not to appear in front of you anymore.\Thanks...\Not sure if that makes me feel any better...\See you!\I still get scared at night.\But...\There's someone out there protecting the order of things.\I'm sure the world won't end up a crazy mess after all. response:	She Who Defends Order
context: Thanks...\Not sure if that makes me feel any better...\See you!\I still get scared at night.\But...\There's someone out there protecting the order of things.\I'm sure the world won't end up a crazy mess after all.\She Who Defends Order response:	I messed up again!
context: Not sure if that makes me feel any better...\See you!\I still get scared at night.\But...\There's someone out there protecting the order of things.\I'm sure the world won't end up a crazy mess after all.\She Who Defends Order\I messed up again! response:	I keep messing up over and over again!
context: See you!\I still get scared at night.\But...\There's someone out there protecting the order of things.\I'm sure the world won't end up a crazy mess after all.\She Who Defends Order\I messed up again!\I keep messing up over and over again! response:	I slept for a day and a half...
context: I still get scared at night.\But...\There's someone out there protecting the order of things.\I'm sure the world won't end up a crazy mess after all.\She Who Defends Order\I messed up again!\I keep messing up over and over again!\I slept for a day and a half... response:	Oh, it's still only six.
context: But...\There's someone out there protecting the order of things.\I'm sure the world won't end up a crazy mess after all.\She Who Defends Order\I messed up again!\I keep messing up over and over again!\I slept for a day and a half...\Oh, it's still only six. response:	I feel quite refreshed, for only sleeping about four hours...
context: There's someone out there protecting the order of things.\I'm sure the world won't end up a crazy mess after all.\She Who Defends Order\I messed up again!\I keep messing up over and over again!\I slept for a day and a half...\Oh, it's still only six.\I feel quite refreshed, for only sleeping about four hours... response:	9/6 (Tues)
context: I'm sure the world won't end up a crazy mess after all.\She Who Defends Order\I messed up again!\I keep messing up over and over again!\I slept for a day and a half...\Oh, it's still only six.\I feel quite refreshed, for only sleeping about four hours...\9/6 (Tues) response:	September 6th?
context: She Who Defends Order\I messed up again!\I keep messing up over and over again!\I slept for a day and a half...\Oh, it's still only six.\I feel quite refreshed, for only sleeping about four hours...\9/6 (Tues)\September 6th? response:	I was completely knocked out for 28 hours?!
context: I messed up again!\I keep messing up over and over again!\I slept for a day and a half...\Oh, it's still only six.\I feel quite refreshed, for only sleeping about four hours...\9/6 (Tues)\September 6th?\I was completely knocked out for 28 hours?! response:	I gave Kuro-senpai and Saki-san so much time to spend alone together!
context: I keep messing up over and over again!\I slept for a day and a half...\Oh, it's still only six.\I feel quite refreshed, for only sleeping about four hours...\9/6 (Tues)\September 6th?\I was completely knocked out for 28 hours?!\I gave Kuro-senpai and Saki-san so much time to spend alone together! response:	This is the biggest mistake of my life!
context: I slept for a day and a half...\Oh, it's still only six.\I feel quite refreshed, for only sleeping about four hours...\9/6 (Tues)\September 6th?\I was completely knocked out for 28 hours?!\I gave Kuro-senpai and Saki-san so much time to spend alone together!\This is the biggest mistake of my life! response:	Iwanaga?
context: Oh, it's still only six.\I feel quite refreshed, for only sleeping about four hours...\9/6 (Tues)\September 6th?\I was completely knocked out for 28 hours?!\I gave Kuro-senpai and Saki-san so much time to spend alone together!\This is the biggest mistake of my life!\Iwanaga? response:	Huh, she's not here?
context: I feel quite refreshed, for only sleeping about four hours...\9/6 (Tues)\September 6th?\I was completely knocked out for 28 hours?!\I gave Kuro-senpai and Saki-san so much time to spend alone together!\This is the biggest mistake of my life!\Iwanaga?\Huh, she's not here? response:	Senpai!
context: 9/6 (Tues)\September 6th?\I was completely knocked out for 28 hours?!\I gave Kuro-senpai and Saki-san so much time to spend alone together!\This is the biggest mistake of my life!\Iwanaga?\Huh, she's not here?\Senpai! response:	Ow! Ow!
context: September 6th?\I was completely knocked out for 28 hours?!\I gave Kuro-senpai and Saki-san so much time to spend alone together!\This is the biggest mistake of my life!\Iwanaga?\Huh, she's not here?\Senpai!\Ow! Ow! response:	Oh, she's just in the bath.
context: I was completely knocked out for 28 hours?!\I gave Kuro-senpai and Saki-san so much time to spend alone together!\This is the biggest mistake of my life!\Iwanaga?\Huh, she's not here?\Senpai!\Ow! Ow!\Oh, she's just in the bath. response:	Take your time in there.
context: I gave Kuro-senpai and Saki-san so much time to spend alone together!\This is the biggest mistake of my life!\Iwanaga?\Huh, she's not here?\Senpai!\Ow! Ow!\Oh, she's just in the bath.\Take your time in there. response:	If you're still tired, we can probably stay another ni
context: This is the biggest mistake of my life!\Iwanaga?\Huh, she's not here?\Senpai!\Ow! Ow!\Oh, she's just in the bath.\Take your time in there.\If you're still tired, we can probably stay another ni response:	You reek of Saki-san!
context: Iwanaga?\Huh, she's not here?\Senpai!\Ow! Ow!\Oh, she's just in the bath.\Take your time in there.\If you're still tired, we can probably stay another ni\You reek of Saki-san! response:	That's impossible.
context: Huh, she's not here?\Senpai!\Ow! Ow!\Oh, she's just in the bath.\Take your time in there.\If you're still tired, we can probably stay another ni\You reek of Saki-san!\That's impossible. response:	But I know you saw her!
context: Senpai!\Ow! Ow!\Oh, she's just in the bath.\Take your time in there.\If you're still tired, we can probably stay another ni\You reek of Saki-san!\That's impossible.\But I know you saw her! response:	Yeah, because you said you wanted to give her the bicycle.
context: Ow! Ow!\Oh, she's just in the bath.\Take your time in there.\If you're still tired, we can probably stay another ni\You reek of Saki-san!\That's impossible.\But I know you saw her!\Yeah, because you said you wanted to give her the bicycle. response:	So I thought the sooner the better.
context: Oh, she's just in the bath.\Take your time in there.\If you're still tired, we can probably stay another ni\You reek of Saki-san!\That's impossible.\But I know you saw her!\Yeah, because you said you wanted to give her the bicycle.\So I thought the sooner the better. response:	And I had some time on my hands.
context: Take your time in there.\If you're still tired, we can probably stay another ni\You reek of Saki-san!\That's impossible.\But I know you saw her!\Yeah, because you said you wanted to give her the bicycle.\So I thought the sooner the better.\And I had some time on my hands. response:	Well, yes, I did, but...
context: If you're still tired, we can probably stay another ni\You reek of Saki-san!\That's impossible.\But I know you saw her!\Yeah, because you said you wanted to give her the bicycle.\So I thought the sooner the better.\And I had some time on my hands.\Well, yes, I did, but... response:	How did you get her contact info?
context: You reek of Saki-san!\That's impossible.\But I know you saw her!\Yeah, because you said you wanted to give her the bicycle.\So I thought the sooner the better.\And I had some time on my hands.\Well, yes, I did, but...\How did you get her contact info? response:	On the way back in the car the other night, we exchanged numbers...
context: That's impossible.\But I know you saw her!\Yeah, because you said you wanted to give her the bicycle.\So I thought the sooner the better.\And I had some time on my hands.\Well, yes, I did, but...\How did you get her contact info?\On the way back in the car the other night, we exchanged numbers... response:	But I already deleted her number.
context: But I know you saw her!\Yeah, because you said you wanted to give her the bicycle.\So I thought the sooner the better.\And I had some time on my hands.\Well, yes, I did, but...\How did you get her contact info?\On the way back in the car the other night, we exchanged numbers...\But I already deleted her number. response:	I won't be seeing Saki-san again.
context: Yeah, because you said you wanted to give her the bicycle.\So I thought the sooner the better.\And I had some time on my hands.\Well, yes, I did, but...\How did you get her contact info?\On the way back in the car the other night, we exchanged numbers...\But I already deleted her number.\I won't be seeing Saki-san again. response:	That's not the problem here!
context: So I thought the sooner the better.\And I had some time on my hands.\Well, yes, I did, but...\How did you get her contact info?\On the way back in the car the other night, we exchanged numbers...\But I already deleted her number.\I won't be seeing Saki-san again.\That's not the problem here! response:	You need to dry off first. You're going to catch a cold.
context: And I had some time on my hands.\Well, yes, I did, but...\How did you get her contact info?\On the way back in the car the other night, we exchanged numbers...\But I already deleted her number.\I won't be seeing Saki-san again.\That's not the problem here!\You need to dry off first. You're going to catch a cold. response:	Wait! What are you doing?!
context: Well, yes, I did, but...\How did you get her contact info?\On the way back in the car the other night, we exchanged numbers...\But I already deleted her number.\I won't be seeing Saki-san again.\That's not the problem here!\You need to dry off first. You're going to catch a cold.\Wait! What are you doing?! response:	I don't have another clean shirt!
context: How did you get her contact info?\On the way back in the car the other night, we exchanged numbers...\But I already deleted her number.\I won't be seeing Saki-san again.\That's not the problem here!\You need to dry off first. You're going to catch a cold.\Wait! What are you doing?!\I don't have another clean shirt! response:	This isn't funny!
context: On the way back in the car the other night, we exchanged numbers...\But I already deleted her number.\I won't be seeing Saki-san again.\That's not the problem here!\You need to dry off first. You're going to catch a cold.\Wait! What are you doing?!\I don't have another clean shirt!\This isn't funny! response:	Just give in!
context: But I already deleted her number.\I won't be seeing Saki-san again.\That's not the problem here!\You need to dry off first. You're going to catch a cold.\Wait! What are you doing?!\I don't have another clean shirt!\This isn't funny!\Just give in! response:	Thanks for everything.
context: I won't be seeing Saki-san again.\That's not the problem here!\You need to dry off first. You're going to catch a cold.\Wait! What are you doing?!\I don't have another clean shirt!\This isn't funny!\Just give in!\Thanks for everything. response:	Thank you for staying with us.
context: That's not the problem here!\You need to dry off first. You're going to catch a cold.\Wait! What are you doing?!\I don't have another clean shirt!\This isn't funny!\Just give in!\Thanks for everything.\Thank you for staying with us. response:	You're still mad?
context: You need to dry off first. You're going to catch a cold.\Wait! What are you doing?!\I don't have another clean shirt!\This isn't funny!\Just give in!\Thanks for everything.\Thank you for staying with us.\You're still mad? response:	I'm not. I'm just reflecting.
context: Wait! What are you doing?!\I don't have another clean shirt!\This isn't funny!\Just give in!\Thanks for everything.\Thank you for staying with us.\You're still mad?\I'm not. I'm just reflecting. response:	I should've woken up after 12 hours.
context: I don't have another clean shirt!\This isn't funny!\Just give in!\Thanks for everything.\Thank you for staying with us.\You're still mad?\I'm not. I'm just reflecting.\I should've woken up after 12 hours. response:	I'm going to work on increasing my strength and vitality.
context: This isn't funny!\Just give in!\Thanks for everything.\Thank you for staying with us.\You're still mad?\I'm not. I'm just reflecting.\I should've woken up after 12 hours.\I'm going to work on increasing my strength and vitality. response:	Should we take a taxi?
context: Just give in!\Thanks for everything.\Thank you for staying with us.\You're still mad?\I'm not. I'm just reflecting.\I should've woken up after 12 hours.\I'm going to work on increasing my strength and vitality.\Should we take a taxi? response:	The station isn't that far. Let's just walk.
context: Thanks for everything.\Thank you for staying with us.\You're still mad?\I'm not. I'm just reflecting.\I should've woken up after 12 hours.\I'm going to work on increasing my strength and vitality.\Should we take a taxi?\The station isn't that far. Let's just walk. response:	It looks like it's going to rain.
context: Thank you for staying with us.\You're still mad?\I'm not. I'm just reflecting.\I should've woken up after 12 hours.\I'm going to work on increasing my strength and vitality.\Should we take a taxi?\The station isn't that far. Let's just walk.\It looks like it's going to rain. response:	For Pedestrians and Bicycles
context: You're still mad?\I'm not. I'm just reflecting.\I should've woken up after 12 hours.\I'm going to work on increasing my strength and vitality.\Should we take a taxi?\The station isn't that far. Let's just walk.\It looks like it's going to rain.\For Pedestrians and Bicycles response:	Am I going to have to sit around on a bench with you as you nap again?
context: I'm not. I'm just reflecting.\I should've woken up after 12 hours.\I'm going to work on increasing my strength and vitality.\Should we take a taxi?\The station isn't that far. Let's just walk.\It looks like it's going to rain.\For Pedestrians and Bicycles\Am I going to have to sit around on a bench with you as you nap again? response:	Even I couldn't possibly doze off after sleeping for 28 hours!
context: I should've woken up after 12 hours.\I'm going to work on increasing my strength and vitality.\Should we take a taxi?\The station isn't that far. Let's just walk.\It looks like it's going to rain.\For Pedestrians and Bicycles\Am I going to have to sit around on a bench with you as you nap again?\Even I couldn't possibly doze off after sleeping for 28 hours! response:	Senpai.
context: I'm going to work on increasing my strength and vitality.\Should we take a taxi?\The station isn't that far. Let's just walk.\It looks like it's going to rain.\For Pedestrians and Bicycles\Am I going to have to sit around on a bench with you as you nap again?\Even I couldn't possibly doze off after sleeping for 28 hours!\Senpai. response:	I'm sure Rikka-san won't make her next move immediately,
context: Should we take a taxi?\The station isn't that far. Let's just walk.\It looks like it's going to rain.\For Pedestrians and Bicycles\Am I going to have to sit around on a bench with you as you nap again?\Even I couldn't possibly doze off after sleeping for 28 hours!\Senpai.\I'm sure Rikka-san won't make her next move immediately, response:	but I'm going to tell all of the yokai and monsters across the country
context: The station isn't that far. Let's just walk.\It looks like it's going to rain.\For Pedestrians and Bicycles\Am I going to have to sit around on a bench with you as you nap again?\Even I couldn't possibly doze off after sleeping for 28 hours!\Senpai.\I'm sure Rikka-san won't make her next move immediately,\but I'm going to tell all of the yokai and monsters across the country response:	to let me know if they see anything.
context: It looks like it's going to rain.\For Pedestrians and Bicycles\Am I going to have to sit around on a bench with you as you nap again?\Even I couldn't possibly doze off after sleeping for 28 hours!\Senpai.\I'm sure Rikka-san won't make her next move immediately,\but I'm going to tell all of the yokai and monsters across the country\to let me know if they see anything. response:	I'd rather not go through all that trouble again.
context: For Pedestrians and Bicycles\Am I going to have to sit around on a bench with you as you nap again?\Even I couldn't possibly doze off after sleeping for 28 hours!\Senpai.\I'm sure Rikka-san won't make her next move immediately,\but I'm going to tell all of the yokai and monsters across the country\to let me know if they see anything.\I'd rather not go through all that trouble again. response:	The best way to take care of this is to find her and talk to her in person.
context: Am I going to have to sit around on a bench with you as you nap again?\Even I couldn't possibly doze off after sleeping for 28 hours!\Senpai.\I'm sure Rikka-san won't make her next move immediately,\but I'm going to tell all of the yokai and monsters across the country\to let me know if they see anything.\I'd rather not go through all that trouble again.\The best way to take care of this is to find her and talk to her in person. response:	Also, if you find out anything new, please don't act without telling me.
context: Even I couldn't possibly doze off after sleeping for 28 hours!\Senpai.\I'm sure Rikka-san won't make her next move immediately,\but I'm going to tell all of the yokai and monsters across the country\to let me know if they see anything.\I'd rather not go through all that trouble again.\The best way to take care of this is to find her and talk to her in person.\Also, if you find out anything new, please don't act without telling me. response:	I'll see what I can do.
context: Senpai.\I'm sure Rikka-san won't make her next move immediately,\but I'm going to tell all of the yokai and monsters across the country\to let me know if they see anything.\I'd rather not go through all that trouble again.\The best way to take care of this is to find her and talk to her in person.\Also, if you find out anything new, please don't act without telling me.\I'll see what I can do. response:	Honestly...
context: I'm sure Rikka-san won't make her next move immediately,\but I'm going to tell all of the yokai and monsters across the country\to let me know if they see anything.\I'd rather not go through all that trouble again.\The best way to take care of this is to find her and talk to her in person.\Also, if you find out anything new, please don't act without telling me.\I'll see what I can do.\Honestly... response:	Iwanaga...
context: but I'm going to tell all of the yokai and monsters across the country\to let me know if they see anything.\I'd rather not go through all that trouble again.\The best way to take care of this is to find her and talk to her in person.\Also, if you find out anything new, please don't act without telling me.\I'll see what I can do.\Honestly...\Iwanaga... response:	If you know about the Kuebiko, then you also know about Princess Iwanaga.
context: to let me know if they see anything.\I'd rather not go through all that trouble again.\The best way to take care of this is to find her and talk to her in person.\Also, if you find out anything new, please don't act without telling me.\I'll see what I can do.\Honestly...\Iwanaga...\If you know about the Kuebiko, then you also know about Princess Iwanaga. response:	Yes, from the Kojiki.
context: I'd rather not go through all that trouble again.\The best way to take care of this is to find her and talk to her in person.\Also, if you find out anything new, please don't act without telling me.\I'll see what I can do.\Honestly...\Iwanaga...\If you know about the Kuebiko, then you also know about Princess Iwanaga.\Yes, from the Kojiki. response:	It sounds just like my surname, so of course I know about it.
context: The best way to take care of this is to find her and talk to her in person.\Also, if you find out anything new, please don't act without telling me.\I'll see what I can do.\Honestly...\Iwanaga...\If you know about the Kuebiko, then you also know about Princess Iwanaga.\Yes, from the Kojiki.\It sounds just like my surname, so of course I know about it. response:	Princess Iwanaga.
context: Also, if you find out anything new, please don't act without telling me.\I'll see what I can do.\Honestly...\Iwanaga...\If you know about the Kuebiko, then you also know about Princess Iwanaga.\Yes, from the Kojiki.\It sounds just like my surname, so of course I know about it.\Princess Iwanaga. response:	The older sister of Princess Konohana-no-Sakuya.
