context: Sakura-chan isn't with you, is she? response:	We can't find her anywhere!
context: Sorry, sorry.\Got one!\Seriously?\Haru, calm down!\Okay. Raise your rod, and... What was it?\You're hopeless.\Yuki, it's okay. I can do it myself!\Akira, 62 centimeters. response:	Haru, 56 centimeters.
context: Got one!\Seriously?\Haru, calm down!\Okay. Raise your rod, and... What was it?\You're hopeless.\Yuki, it's okay. I can do it myself!\Akira, 62 centimeters.\Haru, 56 centimeters. response:	Yay!
context: Seriously?\Haru, calm down!\Okay. Raise your rod, and... What was it?\You're hopeless.\Yuki, it's okay. I can do it myself!\Akira, 62 centimeters.\Haru, 56 centimeters.\Yay! response:	Yuki... 78? Seriously?
context: Haru, calm down!\Okay. Raise your rod, and... What was it?\You're hopeless.\Yuki, it's okay. I can do it myself!\Akira, 62 centimeters.\Haru, 56 centimeters.\Yay!\Yuki... 78? Seriously? response:	Yuki, you're amazing.
context: Okay. Raise your rod, and... What was it?\You're hopeless.\Yuki, it's okay. I can do it myself!\Akira, 62 centimeters.\Haru, 56 centimeters.\Yay!\Yuki... 78? Seriously?\Yuki, you're amazing. response:	What about you, Natsuki?
context: You're hopeless.\Yuki, it's okay. I can do it myself!\Akira, 62 centimeters.\Haru, 56 centimeters.\Yay!\Yuki... 78? Seriously?\Yuki, you're amazing.\What about you, Natsuki? response:	Huh? I...
context: Yuki, it's okay. I can do it myself!\Akira, 62 centimeters.\Haru, 56 centimeters.\Yay!\Yuki... 78? Seriously?\Yuki, you're amazing.\What about you, Natsuki?\Huh? I... response:	Natsuki...
context: Akira, 62 centimeters.\Haru, 56 centimeters.\Yay!\Yuki... 78? Seriously?\Yuki, you're amazing.\What about you, Natsuki?\Huh? I...\Natsuki... response:	43!
context: Haru, 56 centimeters.\Yay!\Yuki... 78? Seriously?\Yuki, you're amazing.\What about you, Natsuki?\Huh? I...\Natsuki...\43! response:	Natsuki, punishment! Bi bi bi bi biii!
context: Yay!\Yuki... 78? Seriously?\Yuki, you're amazing.\What about you, Natsuki?\Huh? I...\Natsuki...\43!\Natsuki, punishment! Bi bi bi bi biii! response:	Well, I'll let you guys off easy today.
context: Yuki... 78? Seriously?\Yuki, you're amazing.\What about you, Natsuki?\Huh? I...\Natsuki...\43!\Natsuki, punishment! Bi bi bi bi biii!\Well, I'll let you guys off easy today. response:	You're bitter.
context: Yuki, you're amazing.\What about you, Natsuki?\Huh? I...\Natsuki...\43!\Natsuki, punishment! Bi bi bi bi biii!\Well, I'll let you guys off easy today.\You're bitter. response:	It's fine. I'm going to catch a bass.
context: What about you, Natsuki?\Huh? I...\Natsuki...\43!\Natsuki, punishment! Bi bi bi bi biii!\Well, I'll let you guys off easy today.\You're bitter.\It's fine. I'm going to catch a bass. response:	A black bass. A really huge one.
context: Huh? I...\Natsuki...\43!\Natsuki, punishment! Bi bi bi bi biii!\Well, I'll let you guys off easy today.\You're bitter.\It's fine. I'm going to catch a bass.\A black bass. A really huge one. response:	You're aiming to be a professional?
context: Natsuki...\43!\Natsuki, punishment! Bi bi bi bi biii!\Well, I'll let you guys off easy today.\You're bitter.\It's fine. I'm going to catch a bass.\A black bass. A really huge one.\You're aiming to be a professional? response:	Isn't that a lot of work?
context: 43!\Natsuki, punishment! Bi bi bi bi biii!\Well, I'll let you guys off easy today.\You're bitter.\It's fine. I'm going to catch a bass.\A black bass. A really huge one.\You're aiming to be a professional?\Isn't that a lot of work? response:	You won't know until you try.
context: Natsuki, punishment! Bi bi bi bi biii!\Well, I'll let you guys off easy today.\You're bitter.\It's fine. I'm going to catch a bass.\A black bass. A really huge one.\You're aiming to be a professional?\Isn't that a lot of work?\You won't know until you try. response:	I know you can do it.
context: Well, I'll let you guys off easy today.\You're bitter.\It's fine. I'm going to catch a bass.\A black bass. A really huge one.\You're aiming to be a professional?\Isn't that a lot of work?\You won't know until you try.\I know you can do it. response:	Thanks.
context: You're bitter.\It's fine. I'm going to catch a bass.\A black bass. A really huge one.\You're aiming to be a professional?\Isn't that a lot of work?\You won't know until you try.\I know you can do it.\Thanks. response:	Akira, Natsuki's punishment.
context: It's fine. I'm going to catch a bass.\A black bass. A really huge one.\You're aiming to be a professional?\Isn't that a lot of work?\You won't know until you try.\I know you can do it.\Thanks.\Akira, Natsuki's punishment. response:	Who, me?
context: A black bass. A really huge one.\You're aiming to be a professional?\Isn't that a lot of work?\You won't know until you try.\I know you can do it.\Thanks.\Akira, Natsuki's punishment.\Who, me? response:	What do you want, Akira?
context: You're aiming to be a professional?\Isn't that a lot of work?\You won't know until you try.\I know you can do it.\Thanks.\Akira, Natsuki's punishment.\Who, me?\What do you want, Akira? response:	There's something that's been bothering me.
context: Isn't that a lot of work?\You won't know until you try.\I know you can do it.\Thanks.\Akira, Natsuki's punishment.\Who, me?\What do you want, Akira?\There's something that's been bothering me. response:	Yeah?
context: You won't know until you try.\I know you can do it.\Thanks.\Akira, Natsuki's punishment.\Who, me?\What do you want, Akira?\There's something that's been bothering me.\Yeah? response:	Natsuki, don't you think your hair's too long?
context: I know you can do it.\Thanks.\Akira, Natsuki's punishment.\Who, me?\What do you want, Akira?\There's something that's been bothering me.\Yeah?\Natsuki, don't you think your hair's too long? response:	What?
context: Thanks.\Akira, Natsuki's punishment.\Who, me?\What do you want, Akira?\There's something that's been bothering me.\Yeah?\Natsuki, don't you think your hair's too long?\What? response:	What are you smiling about?
context: Akira, Natsuki's punishment.\Who, me?\What do you want, Akira?\There's something that's been bothering me.\Yeah?\Natsuki, don't you think your hair's too long?\What?\What are you smiling about? response:	I've got scissors!
context: Who, me?\What do you want, Akira?\There's something that's been bothering me.\Yeah?\Natsuki, don't you think your hair's too long?\What?\What are you smiling about?\I've got scissors! response:	Seriously? Stop!
context: What do you want, Akira?\There's something that's been bothering me.\Yeah?\Natsuki, don't you think your hair's too long?\What?\What are you smiling about?\I've got scissors!\Seriously? Stop! response:	Yuki, isn't it great?
context: There's something that's been bothering me.\Yeah?\Natsuki, don't you think your hair's too long?\What?\What are you smiling about?\I've got scissors!\Seriously? Stop!\Yuki, isn't it great? response:	Huh? Is what?
context: Yeah?\Natsuki, don't you think your hair's too long?\What?\What are you smiling about?\I've got scissors!\Seriously? Stop!\Yuki, isn't it great?\Huh? Is what? response:	Everything's fine now.
context: Natsuki, don't you think your hair's too long?\What?\What are you smiling about?\I've got scissors!\Seriously? Stop!\Yuki, isn't it great?\Huh? Is what?\Everything's fine now. response:	What are you talking about?
context: What?\What are you smiling about?\I've got scissors!\Seriously? Stop!\Yuki, isn't it great?\Huh? Is what?\Everything's fine now.\What are you talking about? response:	Those bastards.
context: What are you smiling about?\I've got scissors!\Seriously? Stop!\Yuki, isn't it great?\Huh? Is what?\Everything's fine now.\What are you talking about?\Those bastards. response:	Onii-chan.
context: I've got scissors!\Seriously? Stop!\Yuki, isn't it great?\Huh? Is what?\Everything's fine now.\What are you talking about?\Those bastards.\Onii-chan. response:	Oh, sorry. I woke you.
context: Seriously? Stop!\Yuki, isn't it great?\Huh? Is what?\Everything's fine now.\What are you talking about?\Those bastards.\Onii-chan.\Oh, sorry. I woke you. response:	Your hair!
context: Yuki, isn't it great?\Huh? Is what?\Everything's fine now.\What are you talking about?\Those bastards.\Onii-chan.\Oh, sorry. I woke you.\Your hair! response:	They went and cut it.
context: Huh? Is what?\Everything's fine now.\What are you talking about?\Those bastards.\Onii-chan.\Oh, sorry. I woke you.\Your hair!\They went and cut it. response:	So? It looks good.
context: Everything's fine now.\What are you talking about?\Those bastards.\Onii-chan.\Oh, sorry. I woke you.\Your hair!\They went and cut it.\So? It looks good. response:	You're terrible.
context: What are you talking about?\Those bastards.\Onii-chan.\Oh, sorry. I woke you.\Your hair!\They went and cut it.\So? It looks good.\You're terrible. response:	I've never done this before.
context: Those bastards.\Onii-chan.\Oh, sorry. I woke you.\Your hair!\They went and cut it.\So? It looks good.\You're terrible.\I've never done this before. response:	Watch. It's like this.
context: Onii-chan.\Oh, sorry. I woke you.\Your hair!\They went and cut it.\So? It looks good.\You're terrible.\I've never done this before.\Watch. It's like this. response:	Onii-chan.
context: Oh, sorry. I woke you.\Your hair!\They went and cut it.\So? It looks good.\You're terrible.\I've never done this before.\Watch. It's like this.\Onii-chan. response:	I love Mari-chan.
context: Your hair!\They went and cut it.\So? It looks good.\You're terrible.\I've never done this before.\Watch. It's like this.\Onii-chan.\I love Mari-chan. response:	Yeah.
context: They went and cut it.\So? It looks good.\You're terrible.\I've never done this before.\Watch. It's like this.\Onii-chan.\I love Mari-chan.\Yeah. response:	But sometimes I want to talk about Mom.
context: So? It looks good.\You're terrible.\I've never done this before.\Watch. It's like this.\Onii-chan.\I love Mari-chan.\Yeah.\But sometimes I want to talk about Mom. response:	Yeah, let's do that when it's just you and me.
context: You're terrible.\I've never done this before.\Watch. It's like this.\Onii-chan.\I love Mari-chan.\Yeah.\But sometimes I want to talk about Mom.\Yeah, let's do that when it's just you and me. response:	Okay. Hey, do you remember that time on Mom's birthday?
context: I've never done this before.\Watch. It's like this.\Onii-chan.\I love Mari-chan.\Yeah.\But sometimes I want to talk about Mom.\Yeah, let's do that when it's just you and me.\Okay. Hey, do you remember that time on Mom's birthday? response:	Tapioca, I've made my decision.
context: Watch. It's like this.\Onii-chan.\I love Mari-chan.\Yeah.\But sometimes I want to talk about Mom.\Yeah, let's do that when it's just you and me.\Okay. Hey, do you remember that time on Mom's birthday?\Tapioca, I've made my decision. response:	This isn't the opinion of an individual.
context: Onii-chan.\I love Mari-chan.\Yeah.\But sometimes I want to talk about Mom.\Yeah, let's do that when it's just you and me.\Okay. Hey, do you remember that time on Mom's birthday?\Tapioca, I've made my decision.\This isn't the opinion of an individual. response:	It is the objective opinion of a Duck investigator.
context: I love Mari-chan.\Yeah.\But sometimes I want to talk about Mom.\Yeah, let's do that when it's just you and me.\Okay. Hey, do you remember that time on Mom's birthday?\Tapioca, I've made my decision.\This isn't the opinion of an individual.\It is the objective opinion of a Duck investigator. response:	Thank you, Tapioca.
context: Yeah.\But sometimes I want to talk about Mom.\Yeah, let's do that when it's just you and me.\Okay. Hey, do you remember that time on Mom's birthday?\Tapioca, I've made my decision.\This isn't the opinion of an individual.\It is the objective opinion of a Duck investigator.\Thank you, Tapioca. response:	Yuki.
context: But sometimes I want to talk about Mom.\Yeah, let's do that when it's just you and me.\Okay. Hey, do you remember that time on Mom's birthday?\Tapioca, I've made my decision.\This isn't the opinion of an individual.\It is the objective opinion of a Duck investigator.\Thank you, Tapioca.\Yuki. response:	No, it's nothing.
context: Yeah, let's do that when it's just you and me.\Okay. Hey, do you remember that time on Mom's birthday?\Tapioca, I've made my decision.\This isn't the opinion of an individual.\It is the objective opinion of a Duck investigator.\Thank you, Tapioca.\Yuki.\No, it's nothing. response:	What's up with you?
context: Okay. Hey, do you remember that time on Mom's birthday?\Tapioca, I've made my decision.\This isn't the opinion of an individual.\It is the objective opinion of a Duck investigator.\Thank you, Tapioca.\Yuki.\No, it's nothing.\What's up with you? response:	You've been acting weird today.
context: Tapioca, I've made my decision.\This isn't the opinion of an individual.\It is the objective opinion of a Duck investigator.\Thank you, Tapioca.\Yuki.\No, it's nothing.\What's up with you?\You've been acting weird today. response:	I know now
context: This isn't the opinion of an individual.\It is the objective opinion of a Duck investigator.\Thank you, Tapioca.\Yuki.\No, it's nothing.\What's up with you?\You've been acting weird today.\I know now response:	what Haru tried to say to me then.
context: It is the objective opinion of a Duck investigator.\Thank you, Tapioca.\Yuki.\No, it's nothing.\What's up with you?\You've been acting weird today.\I know now\what Haru tried to say to me then. response:	This is Yamada.
context: Thank you, Tapioca.\Yuki.\No, it's nothing.\What's up with you?\You've been acting weird today.\I know now\what Haru tried to say to me then.\This is Yamada. response:	I have important information regarding JF1.
context: Yuki.\No, it's nothing.\What's up with you?\You've been acting weird today.\I know now\what Haru tried to say to me then.\This is Yamada.\I have important information regarding JF1. response:	JF1 is not a dangerous alien.
context: No, it's nothing.\What's up with you?\You've been acting weird today.\I know now\what Haru tried to say to me then.\This is Yamada.\I have important information regarding JF1.\JF1 is not a dangerous alien. response:	He holds the key to explaining Bermuda Syndrome.
context: What's up with you?\You've been acting weird today.\I know now\what Haru tried to say to me then.\This is Yamada.\I have important information regarding JF1.\JF1 is not a dangerous alien.\He holds the key to explaining Bermuda Syndrome. response:	Good work, Yamada.
context: You've been acting weird today.\I know now\what Haru tried to say to me then.\This is Yamada.\I have important information regarding JF1.\JF1 is not a dangerous alien.\He holds the key to explaining Bermuda Syndrome.\Good work, Yamada. response:	We have sent a combat unit to Enoshima.
context: I know now\what Haru tried to say to me then.\This is Yamada.\I have important information regarding JF1.\JF1 is not a dangerous alien.\He holds the key to explaining Bermuda Syndrome.\Good work, Yamada.\We have sent a combat unit to Enoshima. response:	A combat unit?
context: what Haru tried to say to me then.\This is Yamada.\I have important information regarding JF1.\JF1 is not a dangerous alien.\He holds the key to explaining Bermuda Syndrome.\Good work, Yamada.\We have sent a combat unit to Enoshima.\A combat unit? response:	We have determined the unusual events occurring in the
context: This is Yamada.\I have important information regarding JF1.\JF1 is not a dangerous alien.\He holds the key to explaining Bermuda Syndrome.\Good work, Yamada.\We have sent a combat unit to Enoshima.\A combat unit?\We have determined the unusual events occurring in the response:	vicinity of Enoshima to be the product of Bermuda Syndrome.
context: I have important information regarding JF1.\JF1 is not a dangerous alien.\He holds the key to explaining Bermuda Syndrome.\Good work, Yamada.\We have sent a combat unit to Enoshima.\A combat unit?\We have determined the unusual events occurring in the\vicinity of Enoshima to be the product of Bermuda Syndrome. response:	Our mission is to attack and remove aliens
context: JF1 is not a dangerous alien.\He holds the key to explaining Bermuda Syndrome.\Good work, Yamada.\We have sent a combat unit to Enoshima.\A combat unit?\We have determined the unusual events occurring in the\vicinity of Enoshima to be the product of Bermuda Syndrome.\Our mission is to attack and remove aliens response:	who pose a threat to humankind.
context: He holds the key to explaining Bermuda Syndrome.\Good work, Yamada.\We have sent a combat unit to Enoshima.\A combat unit?\We have determined the unusual events occurring in the\vicinity of Enoshima to be the product of Bermuda Syndrome.\Our mission is to attack and remove aliens\who pose a threat to humankind. response:	JF1 is one of them.
context: Good work, Yamada.\We have sent a combat unit to Enoshima.\A combat unit?\We have determined the unusual events occurring in the\vicinity of Enoshima to be the product of Bermuda Syndrome.\Our mission is to attack and remove aliens\who pose a threat to humankind.\JF1 is one of them. response:	Please wait! Haru is... JF1 is not dangerous!
context: We have sent a combat unit to Enoshima.\A combat unit?\We have determined the unusual events occurring in the\vicinity of Enoshima to be the product of Bermuda Syndrome.\Our mission is to attack and remove aliens\who pose a threat to humankind.\JF1 is one of them.\Please wait! Haru is... JF1 is not dangerous! response:	I have confirmed this with my own eyes!
context: A combat unit?\We have determined the unusual events occurring in the\vicinity of Enoshima to be the product of Bermuda Syndrome.\Our mission is to attack and remove aliens\who pose a threat to humankind.\JF1 is one of them.\Please wait! Haru is... JF1 is not dangerous!\I have confirmed this with my own eyes! response:	Are you really Yamada?
context: We have determined the unusual events occurring in the\vicinity of Enoshima to be the product of Bermuda Syndrome.\Our mission is to attack and remove aliens\who pose a threat to humankind.\JF1 is one of them.\Please wait! Haru is... JF1 is not dangerous!\I have confirmed this with my own eyes!\Are you really Yamada? response:	Are you really a proud investigator of Duck?
context: vicinity of Enoshima to be the product of Bermuda Syndrome.\Our mission is to attack and remove aliens\who pose a threat to humankind.\JF1 is one of them.\Please wait! Haru is... JF1 is not dangerous!\I have confirmed this with my own eyes!\Are you really Yamada?\Are you really a proud investigator of Duck? response:	Haru was telling the truth.
context: Our mission is to attack and remove aliens\who pose a threat to humankind.\JF1 is one of them.\Please wait! Haru is... JF1 is not dangerous!\I have confirmed this with my own eyes!\Are you really Yamada?\Are you really a proud investigator of Duck?\Haru was telling the truth. response:	The typhoon which appeared in the ocean,
context: who pose a threat to humankind.\JF1 is one of them.\Please wait! Haru is... JF1 is not dangerous!\I have confirmed this with my own eyes!\Are you really Yamada?\Are you really a proud investigator of Duck?\Haru was telling the truth.\The typhoon which appeared in the ocean, response:	west of the Mariana Islands, is slowly growing and
context: JF1 is one of them.\Please wait! Haru is... JF1 is not dangerous!\I have confirmed this with my own eyes!\Are you really Yamada?\Are you really a proud investigator of Duck?\Haru was telling the truth.\The typhoon which appeared in the ocean,\west of the Mariana Islands, is slowly growing and response:	moving north towards Japan.
context: Please wait! Haru is... JF1 is not dangerous!\I have confirmed this with my own eyes!\Are you really Yamada?\Are you really a proud investigator of Duck?\Haru was telling the truth.\The typhoon which appeared in the ocean,\west of the Mariana Islands, is slowly growing and\moving north towards Japan. response:	Danger was at Earth's doorstep.
context: I have confirmed this with my own eyes!\Are you really Yamada?\Are you really a proud investigator of Duck?\Haru was telling the truth.\The typhoon which appeared in the ocean,\west of the Mariana Islands, is slowly growing and\moving north towards Japan.\Danger was at Earth's doorstep. response:	We didn't have much time left.
context: Are you really Yamada?\Are you really a proud investigator of Duck?\Haru was telling the truth.\The typhoon which appeared in the ocean,\west of the Mariana Islands, is slowly growing and\moving north towards Japan.\Danger was at Earth's doorstep.\We didn't have much time left. response:	Continued in 9
