context: I've come to get you, Princess. response:	Who might you be?
context: Shiro...\Shiro, aren't you on the verge of finding it?\Fraction... A way to go home.\You really are special, Shiro!\A means of going back to our own world has been discovered.\I can't prove that it's a way back yet.\Only that it can make someone disappear.\Don't you think that if you worked with me, you could prove it? response:	If you came with me,
context: Shiro, aren't you on the verge of finding it?\Fraction... A way to go home.\You really are special, Shiro!\A means of going back to our own world has been discovered.\I can't prove that it's a way back yet.\Only that it can make someone disappear.\Don't you think that if you worked with me, you could prove it?\If you came with me, response:	you'd have access to far more information than you'll find in Akihabara...
context: Fraction... A way to go home.\You really are special, Shiro!\A means of going back to our own world has been discovered.\I can't prove that it's a way back yet.\Only that it can make someone disappear.\Don't you think that if you worked with me, you could prove it?\If you came with me,\you'd have access to far more information than you'll find in Akihabara... response:	And you could use the People of the Land's
context: You really are special, Shiro!\A means of going back to our own world has been discovered.\I can't prove that it's a way back yet.\Only that it can make someone disappear.\Don't you think that if you worked with me, you could prove it?\If you came with me,\you'd have access to far more information than you'll find in Akihabara...\And you could use the People of the Land's response:	money and power in any way you liked.
context: A means of going back to our own world has been discovered.\I can't prove that it's a way back yet.\Only that it can make someone disappear.\Don't you think that if you worked with me, you could prove it?\If you came with me,\you'd have access to far more information than you'll find in Akihabara...\And you could use the People of the Land's\money and power in any way you liked. response:	I think it's the best way for you to find a way home,
context: I can't prove that it's a way back yet.\Only that it can make someone disappear.\Don't you think that if you worked with me, you could prove it?\If you came with me,\you'd have access to far more information than you'll find in Akihabara...\And you could use the People of the Land's\money and power in any way you liked.\I think it's the best way for you to find a way home, response:	the best thing for all this world's adventurers.
context: Only that it can make someone disappear.\Don't you think that if you worked with me, you could prove it?\If you came with me,\you'd have access to far more information than you'll find in Akihabara...\And you could use the People of the Land's\money and power in any way you liked.\I think it's the best way for you to find a way home,\the best thing for all this world's adventurers. response:	Also,
context: Don't you think that if you worked with me, you could prove it?\If you came with me,\you'd have access to far more information than you'll find in Akihabara...\And you could use the People of the Land's\money and power in any way you liked.\I think it's the best way for you to find a way home,\the best thing for all this world's adventurers.\Also, response:	you don't actually have a reason at all, do you?
context: If you came with me,\you'd have access to far more information than you'll find in Akihabara...\And you could use the People of the Land's\money and power in any way you liked.\I think it's the best way for you to find a way home,\the best thing for all this world's adventurers.\Also,\you don't actually have a reason at all, do you? response:	A reason?
context: you'd have access to far more information than you'll find in Akihabara...\And you could use the People of the Land's\money and power in any way you liked.\I think it's the best way for you to find a way home,\the best thing for all this world's adventurers.\Also,\you don't actually have a reason at all, do you?\A reason? response:	That's right...
context: And you could use the People of the Land's\money and power in any way you liked.\I think it's the best way for you to find a way home,\the best thing for all this world's adventurers.\Also,\you don't actually have a reason at all, do you?\A reason?\That's right... response:	A reason to help Akihabara,
context: money and power in any way you liked.\I think it's the best way for you to find a way home,\the best thing for all this world's adventurers.\Also,\you don't actually have a reason at all, do you?\A reason?\That's right...\A reason to help Akihabara, response:	or a reason to help the People of the Land.
context: I think it's the best way for you to find a way home,\the best thing for all this world's adventurers.\Also,\you don't actually have a reason at all, do you?\A reason?\That's right...\A reason to help Akihabara,\or a reason to help the People of the Land. response:	All you have is a vague sense of ethics.
context: the best thing for all this world's adventurers.\Also,\you don't actually have a reason at all, do you?\A reason?\That's right...\A reason to help Akihabara,\or a reason to help the People of the Land.\All you have is a vague sense of ethics. response:	Isn't that painful for you?
context: Also,\you don't actually have a reason at all, do you?\A reason?\That's right...\A reason to help Akihabara,\or a reason to help the People of the Land.\All you have is a vague sense of ethics.\Isn't that painful for you? response:	Then why not make me your reason?
context: you don't actually have a reason at all, do you?\A reason?\That's right...\A reason to help Akihabara,\or a reason to help the People of the Land.\All you have is a vague sense of ethics.\Isn't that painful for you?\Then why not make me your reason? response:	You can use me as your excuse to do whatever you want.
context: A reason?\That's right...\A reason to help Akihabara,\or a reason to help the People of the Land.\All you have is a vague sense of ethics.\Isn't that painful for you?\Then why not make me your reason?\You can use me as your excuse to do whatever you want. response:	I'll do anything for you.
context: That's right...\A reason to help Akihabara,\or a reason to help the People of the Land.\All you have is a vague sense of ethics.\Isn't that painful for you?\Then why not make me your reason?\You can use me as your excuse to do whatever you want.\I'll do anything for you. response:	Whatever you wish.
context: A reason to help Akihabara,\or a reason to help the People of the Land.\All you have is a vague sense of ethics.\Isn't that painful for you?\Then why not make me your reason?\You can use me as your excuse to do whatever you want.\I'll do anything for you.\Whatever you wish. response:	Whatever you need...
context: or a reason to help the People of the Land.\All you have is a vague sense of ethics.\Isn't that painful for you?\Then why not make me your reason?\You can use me as your excuse to do whatever you want.\I'll do anything for you.\Whatever you wish.\Whatever you need... response:	I shall give it to you.
context: All you have is a vague sense of ethics.\Isn't that painful for you?\Then why not make me your reason?\You can use me as your excuse to do whatever you want.\I'll do anything for you.\Whatever you wish.\Whatever you need...\I shall give it to you. response:	Why?
context: Isn't that painful for you?\Then why not make me your reason?\You can use me as your excuse to do whatever you want.\I'll do anything for you.\Whatever you wish.\Whatever you need...\I shall give it to you.\Why? response:	Because I want you.
context: Then why not make me your reason?\You can use me as your excuse to do whatever you want.\I'll do anything for you.\Whatever you wish.\Whatever you need...\I shall give it to you.\Why?\Because I want you. response:	So make me your reason...
context: You can use me as your excuse to do whatever you want.\I'll do anything for you.\Whatever you wish.\Whatever you need...\I shall give it to you.\Why?\Because I want you.\So make me your reason... response:	Make me your excuse...
context: I'll do anything for you.\Whatever you wish.\Whatever you need...\I shall give it to you.\Why?\Because I want you.\So make me your reason...\Make me your excuse... response:	My reason...
context: Whatever you wish.\Whatever you need...\I shall give it to you.\Why?\Because I want you.\So make me your reason...\Make me your excuse...\My reason... response:	Shiro?
context: Whatever you need...\I shall give it to you.\Why?\Because I want you.\So make me your reason...\Make me your excuse...\My reason...\Shiro? response:	I have a reason now.
context: I shall give it to you.\Why?\Because I want you.\So make me your reason...\Make me your excuse...\My reason...\Shiro?\I have a reason now. response:	And I can't make it an excuse.
context: Why?\Because I want you.\So make me your reason...\Make me your excuse...\My reason...\Shiro?\I have a reason now.\And I can't make it an excuse. response:	If I do that, everything will turn into a lie.
context: Because I want you.\So make me your reason...\Make me your excuse...\My reason...\Shiro?\I have a reason now.\And I can't make it an excuse.\If I do that, everything will turn into a lie. response:	Everything we've worked so hard to build.
context: So make me your reason...\Make me your excuse...\My reason...\Shiro?\I have a reason now.\And I can't make it an excuse.\If I do that, everything will turn into a lie.\Everything we've worked so hard to build. response:	So I can't make someone into an excuse!
context: Make me your excuse...\My reason...\Shiro?\I have a reason now.\And I can't make it an excuse.\If I do that, everything will turn into a lie.\Everything we've worked so hard to build.\So I can't make someone into an excuse! response:	I'll believe every one of the lies you told me.
context: My reason...\Shiro?\I have a reason now.\And I can't make it an excuse.\If I do that, everything will turn into a lie.\Everything we've worked so hard to build.\So I can't make someone into an excuse!\I'll believe every one of the lies you told me. response:	However, I'm sorry...
context: Shiro?\I have a reason now.\And I can't make it an excuse.\If I do that, everything will turn into a lie.\Everything we've worked so hard to build.\So I can't make someone into an excuse!\I'll believe every one of the lies you told me.\However, I'm sorry... response:	I don't remember you.
context: I have a reason now.\And I can't make it an excuse.\If I do that, everything will turn into a lie.\Everything we've worked so hard to build.\So I can't make someone into an excuse!\I'll believe every one of the lies you told me.\However, I'm sorry...\I don't remember you. response:	But if I ever did tell you that you had talent,
context: And I can't make it an excuse.\If I do that, everything will turn into a lie.\Everything we've worked so hard to build.\So I can't make someone into an excuse!\I'll believe every one of the lies you told me.\However, I'm sorry...\I don't remember you.\But if I ever did tell you that you had talent, response:	I can't use you as an excuse.
context: If I do that, everything will turn into a lie.\Everything we've worked so hard to build.\So I can't make someone into an excuse!\I'll believe every one of the lies you told me.\However, I'm sorry...\I don't remember you.\But if I ever did tell you that you had talent,\I can't use you as an excuse. response:	And I can't go with you...
context: Everything we've worked so hard to build.\So I can't make someone into an excuse!\I'll believe every one of the lies you told me.\However, I'm sorry...\I don't remember you.\But if I ever did tell you that you had talent,\I can't use you as an excuse.\And I can't go with you... response:	Why not, Shiro?
context: So I can't make someone into an excuse!\I'll believe every one of the lies you told me.\However, I'm sorry...\I don't remember you.\But if I ever did tell you that you had talent,\I can't use you as an excuse.\And I can't go with you...\Why not, Shiro? response:	I can give you what you want more easily as a foe than a friend.
context: I'll believe every one of the lies you told me.\However, I'm sorry...\I don't remember you.\But if I ever did tell you that you had talent,\I can't use you as an excuse.\And I can't go with you...\Why not, Shiro?\I can give you what you want more easily as a foe than a friend. response:	I'll be your enemy, whenever you decide to find a reason.
context: However, I'm sorry...\I don't remember you.\But if I ever did tell you that you had talent,\I can't use you as an excuse.\And I can't go with you...\Why not, Shiro?\I can give you what you want more easily as a foe than a friend.\I'll be your enemy, whenever you decide to find a reason. response:	Now I want you even more, Shiro...
context: I don't remember you.\But if I ever did tell you that you had talent,\I can't use you as an excuse.\And I can't go with you...\Why not, Shiro?\I can give you what you want more easily as a foe than a friend.\I'll be your enemy, whenever you decide to find a reason.\Now I want you even more, Shiro... response:	Someday...
context: But if I ever did tell you that you had talent,\I can't use you as an excuse.\And I can't go with you...\Why not, Shiro?\I can give you what you want more easily as a foe than a friend.\I'll be your enemy, whenever you decide to find a reason.\Now I want you even more, Shiro...\Someday... response:	You will be mine.
context: I can't use you as an excuse.\And I can't go with you...\Why not, Shiro?\I can give you what you want more easily as a foe than a friend.\I'll be your enemy, whenever you decide to find a reason.\Now I want you even more, Shiro...\Someday...\You will be mine. response:	Okay, this way!
context: And I can't go with you...\Why not, Shiro?\I can give you what you want more easily as a foe than a friend.\I'll be your enemy, whenever you decide to find a reason.\Now I want you even more, Shiro...\Someday...\You will be mine.\Okay, this way! response:	Two or three more signs coming!
context: Why not, Shiro?\I can give you what you want more easily as a foe than a friend.\I'll be your enemy, whenever you decide to find a reason.\Now I want you even more, Shiro...\Someday...\You will be mine.\Okay, this way!\Two or three more signs coming! response:	This is quite a sight.
context: I can give you what you want more easily as a foe than a friend.\I'll be your enemy, whenever you decide to find a reason.\Now I want you even more, Shiro...\Someday...\You will be mine.\Okay, this way!\Two or three more signs coming!\This is quite a sight. response:	At last, it's the finale.
context: I'll be your enemy, whenever you decide to find a reason.\Now I want you even more, Shiro...\Someday...\You will be mine.\Okay, this way!\Two or three more signs coming!\This is quite a sight.\At last, it's the finale. response:	It's kind of sad.
context: Now I want you even more, Shiro...\Someday...\You will be mine.\Okay, this way!\Two or three more signs coming!\This is quite a sight.\At last, it's the finale.\It's kind of sad. response:	I feel so exhausted, so desolate...
context: Someday...\You will be mine.\Okay, this way!\Two or three more signs coming!\This is quite a sight.\At last, it's the finale.\It's kind of sad.\I feel so exhausted, so desolate... response:	Do you know what desolate means?
context: You will be mine.\Okay, this way!\Two or three more signs coming!\This is quite a sight.\At last, it's the finale.\It's kind of sad.\I feel so exhausted, so desolate...\Do you know what desolate means? response:	I want to have another festival someday, Marielle!
context: Okay, this way!\Two or three more signs coming!\This is quite a sight.\At last, it's the finale.\It's kind of sad.\I feel so exhausted, so desolate...\Do you know what desolate means?\I want to have another festival someday, Marielle! response:	Th-That's right.
context: Two or three more signs coming!\This is quite a sight.\At last, it's the finale.\It's kind of sad.\I feel so exhausted, so desolate...\Do you know what desolate means?\I want to have another festival someday, Marielle!\Th-That's right. response:	We'll have to hold one in winter!
context: This is quite a sight.\At last, it's the finale.\It's kind of sad.\I feel so exhausted, so desolate...\Do you know what desolate means?\I want to have another festival someday, Marielle!\Th-That's right.\We'll have to hold one in winter! response:	Christmas, New Year's Eve, and New Year's.
context: At last, it's the finale.\It's kind of sad.\I feel so exhausted, so desolate...\Do you know what desolate means?\I want to have another festival someday, Marielle!\Th-That's right.\We'll have to hold one in winter!\Christmas, New Year's Eve, and New Year's. response:	Also, Setsubun and the Doll Festival!
context: It's kind of sad.\I feel so exhausted, so desolate...\Do you know what desolate means?\I want to have another festival someday, Marielle!\Th-That's right.\We'll have to hold one in winter!\Christmas, New Year's Eve, and New Year's.\Also, Setsubun and the Doll Festival! response:	There's Boy's Day, too.
context: I feel so exhausted, so desolate...\Do you know what desolate means?\I want to have another festival someday, Marielle!\Th-That's right.\We'll have to hold one in winter!\Christmas, New Year's Eve, and New Year's.\Also, Setsubun and the Doll Festival!\There's Boy's Day, too. response:	A-And the obon dance...
context: Do you know what desolate means?\I want to have another festival someday, Marielle!\Th-That's right.\We'll have to hold one in winter!\Christmas, New Year's Eve, and New Year's.\Also, Setsubun and the Doll Festival!\There's Boy's Day, too.\A-And the obon dance... response:	You want to have festivals all year round?
context: I want to have another festival someday, Marielle!\Th-That's right.\We'll have to hold one in winter!\Christmas, New Year's Eve, and New Year's.\Also, Setsubun and the Doll Festival!\There's Boy's Day, too.\A-And the obon dance...\You want to have festivals all year round? response:	Jeez.
context: Th-That's right.\We'll have to hold one in winter!\Christmas, New Year's Eve, and New Year's.\Also, Setsubun and the Doll Festival!\There's Boy's Day, too.\A-And the obon dance...\You want to have festivals all year round?\Jeez. response:	They sure are taking it easy.
context: We'll have to hold one in winter!\Christmas, New Year's Eve, and New Year's.\Also, Setsubun and the Doll Festival!\There's Boy's Day, too.\A-And the obon dance...\You want to have festivals all year round?\Jeez.\They sure are taking it easy. response:	Well, there's nothing wrong with a festival like this once in a while.
context: Christmas, New Year's Eve, and New Year's.\Also, Setsubun and the Doll Festival!\There's Boy's Day, too.\A-And the obon dance...\You want to have festivals all year round?\Jeez.\They sure are taking it easy.\Well, there's nothing wrong with a festival like this once in a while. response:	Anyway, the city really has grown...
context: Also, Setsubun and the Doll Festival!\There's Boy's Day, too.\A-And the obon dance...\You want to have festivals all year round?\Jeez.\They sure are taking it easy.\Well, there's nothing wrong with a festival like this once in a while.\Anyway, the city really has grown... response:	Hard to believe it all started with a hamburger that had some flavor.
context: There's Boy's Day, too.\A-And the obon dance...\You want to have festivals all year round?\Jeez.\They sure are taking it easy.\Well, there's nothing wrong with a festival like this once in a while.\Anyway, the city really has grown...\Hard to believe it all started with a hamburger that had some flavor. response:	You seem down.
context: A-And the obon dance...\You want to have festivals all year round?\Jeez.\They sure are taking it easy.\Well, there's nothing wrong with a festival like this once in a while.\Anyway, the city really has grown...\Hard to believe it all started with a hamburger that had some flavor.\You seem down. response:	What's wrong, shrimp?
context: You want to have festivals all year round?\Jeez.\They sure are taking it easy.\Well, there's nothing wrong with a festival like this once in a while.\Anyway, the city really has grown...\Hard to believe it all started with a hamburger that had some flavor.\You seem down.\What's wrong, shrimp? response:	It's nothing.
context: Jeez.\They sure are taking it easy.\Well, there's nothing wrong with a festival like this once in a while.\Anyway, the city really has grown...\Hard to believe it all started with a hamburger that had some flavor.\You seem down.\What's wrong, shrimp?\It's nothing. response:	Really?
context: They sure are taking it easy.\Well, there's nothing wrong with a festival like this once in a while.\Anyway, the city really has grown...\Hard to believe it all started with a hamburger that had some flavor.\You seem down.\What's wrong, shrimp?\It's nothing.\Really? response:	Do you want to discuss something, Shiroe?
context: Well, there's nothing wrong with a festival like this once in a while.\Anyway, the city really has grown...\Hard to believe it all started with a hamburger that had some flavor.\You seem down.\What's wrong, shrimp?\It's nothing.\Really?\Do you want to discuss something, Shiroe? response:	Why?
context: Anyway, the city really has grown...\Hard to believe it all started with a hamburger that had some flavor.\You seem down.\What's wrong, shrimp?\It's nothing.\Really?\Do you want to discuss something, Shiroe?\Why? response:	If you want, you can give us the order.
context: Hard to believe it all started with a hamburger that had some flavor.\You seem down.\What's wrong, shrimp?\It's nothing.\Really?\Do you want to discuss something, Shiroe?\Why?\If you want, you can give us the order. response:	Order?
context: You seem down.\What's wrong, shrimp?\It's nothing.\Really?\Do you want to discuss something, Shiroe?\Why?\If you want, you can give us the order.\Order? response:	After all, you're the guild master.
context: What's wrong, shrimp?\It's nothing.\Really?\Do you want to discuss something, Shiroe?\Why?\If you want, you can give us the order.\Order?\After all, you're the guild master. response:	You're the one who made the city into what it is.
context: It's nothing.\Really?\Do you want to discuss something, Shiroe?\Why?\If you want, you can give us the order.\Order?\After all, you're the guild master.\You're the one who made the city into what it is. response:	Lots of people know that.
context: Really?\Do you want to discuss something, Shiroe?\Why?\If you want, you can give us the order.\Order?\After all, you're the guild master.\You're the one who made the city into what it is.\Lots of people know that. response:	They believe in you.
context: Do you want to discuss something, Shiroe?\Why?\If you want, you can give us the order.\Order?\After all, you're the guild master.\You're the one who made the city into what it is.\Lots of people know that.\They believe in you. response:	So you can take them with you,
context: Why?\If you want, you can give us the order.\Order?\After all, you're the guild master.\You're the one who made the city into what it is.\Lots of people know that.\They believe in you.\So you can take them with you, response:	down whatever path you follow.
context: If you want, you can give us the order.\Order?\After all, you're the guild master.\You're the one who made the city into what it is.\Lots of people know that.\They believe in you.\So you can take them with you,\down whatever path you follow. response:	Chief...
context: Order?\After all, you're the guild master.\You're the one who made the city into what it is.\Lots of people know that.\They believe in you.\So you can take them with you,\down whatever path you follow.\Chief... response:	I don't know what you want to discuss, but if it's a fight, leave it to me!
context: After all, you're the guild master.\You're the one who made the city into what it is.\Lots of people know that.\They believe in you.\So you can take them with you,\down whatever path you follow.\Chief...\I don't know what you want to discuss, but if it's a fight, leave it to me! response:	Then, I'll act as your resplendent rear guard.
context: You're the one who made the city into what it is.\Lots of people know that.\They believe in you.\So you can take them with you,\down whatever path you follow.\Chief...\I don't know what you want to discuss, but if it's a fight, leave it to me!\Then, I'll act as your resplendent rear guard. response:	Everyone, just relax and
context: Lots of people know that.\They believe in you.\So you can take them with you,\down whatever path you follow.\Chief...\I don't know what you want to discuss, but if it's a fight, leave it to me!\Then, I'll act as your resplendent rear guard.\Everyone, just relax and response:	Look, there's sauce on your shirt, Rudy.
context: They believe in you.\So you can take them with you,\down whatever path you follow.\Chief...\I don't know what you want to discuss, but if it's a fight, leave it to me!\Then, I'll act as your resplendent rear guard.\Everyone, just relax and\Look, there's sauce on your shirt, Rudy. response:	What?!
context: So you can take them with you,\down whatever path you follow.\Chief...\I don't know what you want to discuss, but if it's a fight, leave it to me!\Then, I'll act as your resplendent rear guard.\Everyone, just relax and\Look, there's sauce on your shirt, Rudy.\What?! response:	Whether it's a quest or whatever, I'll handle it, Shiroe!
context: down whatever path you follow.\Chief...\I don't know what you want to discuss, but if it's a fight, leave it to me!\Then, I'll act as your resplendent rear guard.\Everyone, just relax and\Look, there's sauce on your shirt, Rudy.\What?!\Whether it's a quest or whatever, I'll handle it, Shiroe! response:	I'll do my best, too!
context: Chief...\I don't know what you want to discuss, but if it's a fight, leave it to me!\Then, I'll act as your resplendent rear guard.\Everyone, just relax and\Look, there's sauce on your shirt, Rudy.\What?!\Whether it's a quest or whatever, I'll handle it, Shiroe!\I'll do my best, too! response:	Everyone...
context: I don't know what you want to discuss, but if it's a fight, leave it to me!\Then, I'll act as your resplendent rear guard.\Everyone, just relax and\Look, there's sauce on your shirt, Rudy.\What?!\Whether it's a quest or whatever, I'll handle it, Shiroe!\I'll do my best, too!\Everyone... response:	My lord...
context: Then, I'll act as your resplendent rear guard.\Everyone, just relax and\Look, there's sauce on your shirt, Rudy.\What?!\Whether it's a quest or whatever, I'll handle it, Shiroe!\I'll do my best, too!\Everyone...\My lord... response:	I'll be with you forever, my lord.
context: Everyone, just relax and\Look, there's sauce on your shirt, Rudy.\What?!\Whether it's a quest or whatever, I'll handle it, Shiroe!\I'll do my best, too!\Everyone...\My lord...\I'll be with you forever, my lord. response:	I'm counting on you, Akatsuki.
context: Look, there's sauce on your shirt, Rudy.\What?!\Whether it's a quest or whatever, I'll handle it, Shiroe!\I'll do my best, too!\Everyone...\My lord...\I'll be with you forever, my lord.\I'm counting on you, Akatsuki. response:	If it's a quest, I hope we get some cool items...
context: What?!\Whether it's a quest or whatever, I'll handle it, Shiroe!\I'll do my best, too!\Everyone...\My lord...\I'll be with you forever, my lord.\I'm counting on you, Akatsuki.\If it's a quest, I hope we get some cool items... response:	Like a giant treasure chest filled with pan
context: Whether it's a quest or whatever, I'll handle it, Shiroe!\I'll do my best, too!\Everyone...\My lord...\I'll be with you forever, my lord.\I'm counting on you, Akatsuki.\If it's a quest, I hope we get some cool items...\Like a giant treasure chest filled with pan response:	My lord, may I knee this pervert in the face?
context: I'll do my best, too!\Everyone...\My lord...\I'll be with you forever, my lord.\I'm counting on you, Akatsuki.\If it's a quest, I hope we get some cool items...\Like a giant treasure chest filled with pan\My lord, may I knee this pervert in the face? response:	Let me finish my last syllable!
context: Everyone...\My lord...\I'll be with you forever, my lord.\I'm counting on you, Akatsuki.\If it's a quest, I hope we get some cool items...\Like a giant treasure chest filled with pan\My lord, may I knee this pervert in the face?\Let me finish my last syllable! response:	So what are we really doing, Shiroe?
context: My lord...\I'll be with you forever, my lord.\I'm counting on you, Akatsuki.\If it's a quest, I hope we get some cool items...\Like a giant treasure chest filled with pan\My lord, may I knee this pervert in the face?\Let me finish my last syllable!\So what are we really doing, Shiroe? response:	Rebuilding the other towns?
context: I'll be with you forever, my lord.\I'm counting on you, Akatsuki.\If it's a quest, I hope we get some cool items...\Like a giant treasure chest filled with pan\My lord, may I knee this pervert in the face?\Let me finish my last syllable!\So what are we really doing, Shiroe?\Rebuilding the other towns? response:	Why not make the entire Yamato island chain gorgeous?
context: I'm counting on you, Akatsuki.\If it's a quest, I hope we get some cool items...\Like a giant treasure chest filled with pan\My lord, may I knee this pervert in the face?\Let me finish my last syllable!\So what are we really doing, Shiroe?\Rebuilding the other towns?\Why not make the entire Yamato island chain gorgeous? response:	No matter what we do, we need to raise our levels.
context: If it's a quest, I hope we get some cool items...\Like a giant treasure chest filled with pan\My lord, may I knee this pervert in the face?\Let me finish my last syllable!\So what are we really doing, Shiroe?\Rebuilding the other towns?\Why not make the entire Yamato island chain gorgeous?\No matter what we do, we need to raise our levels. response:	Perhaps we should go back to our own world?
context: Like a giant treasure chest filled with pan\My lord, may I knee this pervert in the face?\Let me finish my last syllable!\So what are we really doing, Shiroe?\Rebuilding the other towns?\Why not make the entire Yamato island chain gorgeous?\No matter what we do, we need to raise our levels.\Perhaps we should go back to our own world? response:	No, we're doing something bigger.
context: My lord, may I knee this pervert in the face?\Let me finish my last syllable!\So what are we really doing, Shiroe?\Rebuilding the other towns?\Why not make the entire Yamato island chain gorgeous?\No matter what we do, we need to raise our levels.\Perhaps we should go back to our own world?\No, we're doing something bigger. response:	Hey, Shiro... Something bigger?
context: Let me finish my last syllable!\So what are we really doing, Shiroe?\Rebuilding the other towns?\Why not make the entire Yamato island chain gorgeous?\No matter what we do, we need to raise our levels.\Perhaps we should go back to our own world?\No, we're doing something bigger.\Hey, Shiro... Something bigger? response:	Everyone, listen to me.
context: So what are we really doing, Shiroe?\Rebuilding the other towns?\Why not make the entire Yamato island chain gorgeous?\No matter what we do, we need to raise our levels.\Perhaps we should go back to our own world?\No, we're doing something bigger.\Hey, Shiro... Something bigger?\Everyone, listen to me. response:	Log Horizon's next goal is...
context: Rebuilding the other towns?\Why not make the entire Yamato island chain gorgeous?\No matter what we do, we need to raise our levels.\Perhaps we should go back to our own world?\No, we're doing something bigger.\Hey, Shiro... Something bigger?\Everyone, listen to me.\Log Horizon's next goal is... response:	Leave it to me.
context: Why not make the entire Yamato island chain gorgeous?\No matter what we do, we need to raise our levels.\Perhaps we should go back to our own world?\No, we're doing something bigger.\Hey, Shiro... Something bigger?\Everyone, listen to me.\Log Horizon's next goal is...\Leave it to me. response:	Right!
context: No matter what we do, we need to raise our levels.\Perhaps we should go back to our own world?\No, we're doing something bigger.\Hey, Shiro... Something bigger?\Everyone, listen to me.\Log Horizon's next goal is...\Leave it to me.\Right! response:	It's the end for you.
context: Perhaps we should go back to our own world?\No, we're doing something bigger.\Hey, Shiro... Something bigger?\Everyone, listen to me.\Log Horizon's next goal is...\Leave it to me.\Right!\It's the end for you. response:	The MMORPG Elder Tale...
context: No, we're doing something bigger.\Hey, Shiro... Something bigger?\Everyone, listen to me.\Log Horizon's next goal is...\Leave it to me.\Right!\It's the end for you.\The MMORPG Elder Tale... response:	One day, tens of thousands of players were trapped
context: Hey, Shiro... Something bigger?\Everyone, listen to me.\Log Horizon's next goal is...\Leave it to me.\Right!\It's the end for you.\The MMORPG Elder Tale...\One day, tens of thousands of players were trapped response:	within a world that looked just like it.
context: Everyone, listen to me.\Log Horizon's next goal is...\Leave it to me.\Right!\It's the end for you.\The MMORPG Elder Tale...\One day, tens of thousands of players were trapped\within a world that looked just like it. response:	Right now, this is our world.
context: Log Horizon's next goal is...\Leave it to me.\Right!\It's the end for you.\The MMORPG Elder Tale...\One day, tens of thousands of players were trapped\within a world that looked just like it.\Right now, this is our world. response:	This is our reality.
context: Leave it to me.\Right!\It's the end for you.\The MMORPG Elder Tale...\One day, tens of thousands of players were trapped\within a world that looked just like it.\Right now, this is our world.\This is our reality. response:	From here...
context: Right!\It's the end for you.\The MMORPG Elder Tale...\One day, tens of thousands of players were trapped\within a world that looked just like it.\Right now, this is our world.\This is our reality.\From here... response:	We will change the world.
context: It's the end for you.\The MMORPG Elder Tale...\One day, tens of thousands of players were trapped\within a world that looked just like it.\Right now, this is our world.\This is our reality.\From here...\We will change the world. response:	I've been waiting for you, Shiroe.
context: The MMORPG Elder Tale...\One day, tens of thousands of players were trapped\within a world that looked just like it.\Right now, this is our world.\This is our reality.\From here...\We will change the world.\I've been waiting for you, Shiroe. response:	Actually...
context: One day, tens of thousands of players were trapped\within a world that looked just like it.\Right now, this is our world.\This is our reality.\From here...\We will change the world.\I've been waiting for you, Shiroe.\Actually... response:	I've decided to leave Akihabara.
context: within a world that looked just like it.\Right now, this is our world.\This is our reality.\From here...\We will change the world.\I've been waiting for you, Shiroe.\Actually...\I've decided to leave Akihabara. response:	May I accompany you?
context: Right now, this is our world.\This is our reality.\From here...\We will change the world.\I've been waiting for you, Shiroe.\Actually...\I've decided to leave Akihabara.\May I accompany you? response:	Log Horizon
context: This is our reality.\From here...\We will change the world.\I've been waiting for you, Shiroe.\Actually...\I've decided to leave Akihabara.\May I accompany you?\Log Horizon response:	Season 2 Airing this fall!!
context: From here...\We will change the world.\I've been waiting for you, Shiroe.\Actually...\I've decided to leave Akihabara.\May I accompany you?\Log Horizon\Season 2 Airing this fall!! response:	All of you adventurers in front of the TV, this is big, big news!
