context: The Kingdom of Fiore... response:	A neutral country of 17 million people.
context: But we're so cute... You wouldn't dare...\Lucy, come back!\Wretches!\A sword appeared!\A magic sword!\One more insult to Fairy Tail, and I can't guarantee you'll live to see tomorrow!\That ain't nothing we ain't seen before!\We gots plenty of our own magic swords! response:	Then how'bout some of this?
context: Lucy, come back!\Wretches!\A sword appeared!\A magic sword!\One more insult to Fairy Tail, and I can't guarantee you'll live to see tomorrow!\That ain't nothing we ain't seen before!\We gots plenty of our own magic swords!\Then how'bout some of this? response:	It turned into a spear!
context: Wretches!\A sword appeared!\A magic sword!\One more insult to Fairy Tail, and I can't guarantee you'll live to see tomorrow!\That ain't nothing we ain't seen before!\We gots plenty of our own magic swords!\Then how'bout some of this?\It turned into a spear! response:	It's a pair of swords this time!
context: A sword appeared!\A magic sword!\One more insult to Fairy Tail, and I can't guarantee you'll live to see tomorrow!\That ain't nothing we ain't seen before!\We gots plenty of our own magic swords!\Then how'bout some of this?\It turned into a spear!\It's a pair of swords this time! response:	This woman... She can requip so fast!
context: A magic sword!\One more insult to Fairy Tail, and I can't guarantee you'll live to see tomorrow!\That ain't nothing we ain't seen before!\We gots plenty of our own magic swords!\Then how'bout some of this?\It turned into a spear!\It's a pair of swords this time!\This woman... She can requip so fast! response:	Requip?
context: One more insult to Fairy Tail, and I can't guarantee you'll live to see tomorrow!\That ain't nothing we ain't seen before!\We gots plenty of our own magic swords!\Then how'bout some of this?\It turned into a spear!\It's a pair of swords this time!\This woman... She can requip so fast!\Requip? response:	Magic swords are similar to your Celestial magic, Lucy.
context: That ain't nothing we ain't seen before!\We gots plenty of our own magic swords!\Then how'bout some of this?\It turned into a spear!\It's a pair of swords this time!\This woman... She can requip so fast!\Requip?\Magic swords are similar to your Celestial magic, Lucy. response:	It works where you call out weapons that are stored in an alternate space.
context: We gots plenty of our own magic swords!\Then how'bout some of this?\It turned into a spear!\It's a pair of swords this time!\This woman... She can requip so fast!\Requip?\Magic swords are similar to your Celestial magic, Lucy.\It works where you call out weapons that are stored in an alternate space. response:	Switching out which weapon you have is called Requipping.
context: Then how'bout some of this?\It turned into a spear!\It's a pair of swords this time!\This woman... She can requip so fast!\Requip?\Magic swords are similar to your Celestial magic, Lucy.\It works where you call out weapons that are stored in an alternate space.\Switching out which weapon you have is called Requipping. response:	Wow...
context: It turned into a spear!\It's a pair of swords this time!\This woman... She can requip so fast!\Requip?\Magic swords are similar to your Celestial magic, Lucy.\It works where you call out weapons that are stored in an alternate space.\Switching out which weapon you have is called Requipping.\Wow... response:	Erza's just getting warmed up.
context: It's a pair of swords this time!\This woman... She can requip so fast!\Requip?\Magic swords are similar to your Celestial magic, Lucy.\It works where you call out weapons that are stored in an alternate space.\Switching out which weapon you have is called Requipping.\Wow...\Erza's just getting warmed up. response:	Erza?
context: This woman... She can requip so fast!\Requip?\Magic swords are similar to your Celestial magic, Lucy.\It works where you call out weapons that are stored in an alternate space.\Switching out which weapon you have is called Requipping.\Wow...\Erza's just getting warmed up.\Erza? response:	Okay, I can fight, too!
context: Requip?\Magic swords are similar to your Celestial magic, Lucy.\It works where you call out weapons that are stored in an alternate space.\Switching out which weapon you have is called Requipping.\Wow...\Erza's just getting warmed up.\Erza?\Okay, I can fight, too! response:	What? This was supposed to be Erza's highlight scene!
context: Magic swords are similar to your Celestial magic, Lucy.\It works where you call out weapons that are stored in an alternate space.\Switching out which weapon you have is called Requipping.\Wow...\Erza's just getting warmed up.\Erza?\Okay, I can fight, too!\What? This was supposed to be Erza's highlight scene! response:	Gate of the Giant Crab, I open thee!
context: It works where you call out weapons that are stored in an alternate space.\Switching out which weapon you have is called Requipping.\Wow...\Erza's just getting warmed up.\Erza?\Okay, I can fight, too!\What? This was supposed to be Erza's highlight scene!\Gate of the Giant Crab, I open thee! response:	Cancer!
context: Switching out which weapon you have is called Requipping.\Wow...\Erza's just getting warmed up.\Erza?\Okay, I can fight, too!\What? This was supposed to be Erza's highlight scene!\Gate of the Giant Crab, I open thee!\Cancer! response:	Cancer.
context: Wow...\Erza's just getting warmed up.\Erza?\Okay, I can fight, too!\What? This was supposed to be Erza's highlight scene!\Gate of the Giant Crab, I open thee!\Cancer!\Cancer. response:	It's also a fight this time-ebi?
context: Erza's just getting warmed up.\Erza?\Okay, I can fight, too!\What? This was supposed to be Erza's highlight scene!\Gate of the Giant Crab, I open thee!\Cancer!\Cancer.\It's also a fight this time-ebi? response:	Cut this fight short, would you?
context: Erza?\Okay, I can fight, too!\What? This was supposed to be Erza's highlight scene!\Gate of the Giant Crab, I open thee!\Cancer!\Cancer.\It's also a fight this time-ebi?\Cut this fight short, would you? response:	You with the freakish hairdo!
context: Okay, I can fight, too!\What? This was supposed to be Erza's highlight scene!\Gate of the Giant Crab, I open thee!\Cancer!\Cancer.\It's also a fight this time-ebi?\Cut this fight short, would you?\You with the freakish hairdo! response:	We'll get you good!
context: What? This was supposed to be Erza's highlight scene!\Gate of the Giant Crab, I open thee!\Cancer!\Cancer.\It's also a fight this time-ebi?\Cut this fight short, would you?\You with the freakish hairdo!\We'll get you good! response:	My weapon!
context: Gate of the Giant Crab, I open thee!\Cancer!\Cancer.\It's also a fight this time-ebi?\Cut this fight short, would you?\You with the freakish hairdo!\We'll get you good!\My weapon! response:	My hair!
context: Cancer!\Cancer.\It's also a fight this time-ebi?\Cut this fight short, would you?\You with the freakish hairdo!\We'll get you good!\My weapon!\My hair! response:	It's almost like...
context: Cancer.\It's also a fight this time-ebi?\Cut this fight short, would you?\You with the freakish hairdo!\We'll get you good!\My weapon!\My hair!\It's almost like... response:	Kappa...
context: It's also a fight this time-ebi?\Cut this fight short, would you?\You with the freakish hairdo!\We'll get you good!\My weapon!\My hair!\It's almost like...\Kappa... response:	Kappa
context: Cut this fight short, would you?\You with the freakish hairdo!\We'll get you good!\My weapon!\My hair!\It's almost like...\Kappa...\Kappa response:	You're cruel!
context: You with the freakish hairdo!\We'll get you good!\My weapon!\My hair!\It's almost like...\Kappa...\Kappa\You're cruel! response:	Nice cut-ebi.
context: We'll get you good!\My weapon!\My hair!\It's almost like...\Kappa...\Kappa\You're cruel!\Nice cut-ebi. response:	Not bad.
context: My weapon!\My hair!\It's almost like...\Kappa...\Kappa\You're cruel!\Nice cut-ebi.\Not bad. response:	Aw, it wasn't really...
context: My hair!\It's almost like...\Kappa...\Kappa\You're cruel!\Nice cut-ebi.\Not bad.\Aw, it wasn't really... response:	All right, I made a good impression!
context: It's almost like...\Kappa...\Kappa\You're cruel!\Nice cut-ebi.\Not bad.\Aw, it wasn't really...\All right, I made a good impression! response:	So that was your goal?
context: Kappa...\Kappa\You're cruel!\Nice cut-ebi.\Not bad.\Aw, it wasn't really...\All right, I made a good impression!\So that was your goal? response:	However, the way he ends his sentences intrigues me.
context: Kappa\You're cruel!\Nice cut-ebi.\Not bad.\Aw, it wasn't really...\All right, I made a good impression!\So that was your goal?\However, the way he ends his sentences intrigues me. response:	Digression
context: You're cruel!\Nice cut-ebi.\Not bad.\Aw, it wasn't really...\All right, I made a good impression!\So that was your goal?\However, the way he ends his sentences intrigues me.\Digression response:	-Ebi? I just don't see it.
context: Nice cut-ebi.\Not bad.\Aw, it wasn't really...\All right, I made a good impression!\So that was your goal?\However, the way he ends his sentences intrigues me.\Digression\-Ebi? I just don't see it. response:	At least say -snip or something.
context: Not bad.\Aw, it wasn't really...\All right, I made a good impression!\So that was your goal?\However, the way he ends his sentences intrigues me.\Digression\-Ebi? I just don't see it.\At least say -snip or something. response:	Not good enough?
context: Aw, it wasn't really...\All right, I made a good impression!\So that was your goal?\However, the way he ends his sentences intrigues me.\Digression\-Ebi? I just don't see it.\At least say -snip or something.\Not good enough? response:	Ebi-snip.
context: All right, I made a good impression!\So that was your goal?\However, the way he ends his sentences intrigues me.\Digression\-Ebi? I just don't see it.\At least say -snip or something.\Not good enough?\Ebi-snip. response:	Anyway...
context: So that was your goal?\However, the way he ends his sentences intrigues me.\Digression\-Ebi? I just don't see it.\At least say -snip or something.\Not good enough?\Ebi-snip.\Anyway... response:	But there are still so many left.
context: However, the way he ends his sentences intrigues me.\Digression\-Ebi? I just don't see it.\At least say -snip or something.\Not good enough?\Ebi-snip.\Anyway...\But there are still so many left. response:	This is a pain.
context: Digression\-Ebi? I just don't see it.\At least say -snip or something.\Not good enough?\Ebi-snip.\Anyway...\But there are still so many left.\This is a pain. response:	I'll wipe them out!
context: -Ebi? I just don't see it.\At least say -snip or something.\Not good enough?\Ebi-snip.\Anyway...\But there are still so many left.\This is a pain.\I'll wipe them out! response:	Ooh, her armor's coming off!
context: At least say -snip or something.\Not good enough?\Ebi-snip.\Anyway...\But there are still so many left.\This is a pain.\I'll wipe them out!\Ooh, her armor's coming off! response:	Magic Knights usually fight by requipping different weapons.
context: Not good enough?\Ebi-snip.\Anyway...\But there are still so many left.\This is a pain.\I'll wipe them out!\Ooh, her armor's coming off!\Magic Knights usually fight by requipping different weapons. response:	But Erza has increased her own abilities, and can fight while requipping different magic armor as well!
context: Ebi-snip.\Anyway...\But there are still so many left.\This is a pain.\I'll wipe them out!\Ooh, her armor's coming off!\Magic Knights usually fight by requipping different weapons.\But Erza has increased her own abilities, and can fight while requipping different magic armor as well! response:	That's Erza's magic.
context: Anyway...\But there are still so many left.\This is a pain.\I'll wipe them out!\Ooh, her armor's coming off!\Magic Knights usually fight by requipping different weapons.\But Erza has increased her own abilities, and can fight while requipping different magic armor as well!\That's Erza's magic. response:	It's called: The Knight!
context: But there are still so many left.\This is a pain.\I'll wipe them out!\Ooh, her armor's coming off!\Magic Knights usually fight by requipping different weapons.\But Erza has increased her own abilities, and can fight while requipping different magic armor as well!\That's Erza's magic.\It's called: The Knight! response:	Dance, my blades!
context: This is a pain.\I'll wipe them out!\Ooh, her armor's coming off!\Magic Knights usually fight by requipping different weapons.\But Erza has increased her own abilities, and can fight while requipping different magic armor as well!\That's Erza's magic.\It's called: The Knight!\Dance, my blades! response:	Erza...
context: I'll wipe them out!\Ooh, her armor's coming off!\Magic Knights usually fight by requipping different weapons.\But Erza has increased her own abilities, and can fight while requipping different magic armor as well!\That's Erza's magic.\It's called: The Knight!\Dance, my blades!\Erza... response:	Could she be...
context: Ooh, her armor's coming off!\Magic Knights usually fight by requipping different weapons.\But Erza has increased her own abilities, and can fight while requipping different magic armor as well!\That's Erza's magic.\It's called: The Knight!\Dance, my blades!\Erza...\Could she be... response:	Circle Sword!
context: Magic Knights usually fight by requipping different weapons.\But Erza has increased her own abilities, and can fight while requipping different magic armor as well!\That's Erza's magic.\It's called: The Knight!\Dance, my blades!\Erza...\Could she be...\Circle Sword! response:	Whoa...
context: But Erza has increased her own abilities, and can fight while requipping different magic armor as well!\That's Erza's magic.\It's called: The Knight!\Dance, my blades!\Erza...\Could she be...\Circle Sword!\Whoa... response:	She wiped most of them out in a single blow!
context: That's Erza's magic.\It's called: The Knight!\Dance, my blades!\Erza...\Could she be...\Circle Sword!\Whoa...\She wiped most of them out in a single blow! response:	Aye!
context: It's called: The Knight!\Dance, my blades!\Erza...\Could she be...\Circle Sword!\Whoa...\She wiped most of them out in a single blow!\Aye! response:	Damn you!
context: Dance, my blades!\Erza...\Could she be...\Circle Sword!\Whoa...\She wiped most of them out in a single blow!\Aye!\Damn you! response:	I'll take you on!
context: Erza...\Could she be...\Circle Sword!\Whoa...\She wiped most of them out in a single blow!\Aye!\Damn you!\I'll take you on! response:	There's no mistaking her!
context: Could she be...\Circle Sword!\Whoa...\She wiped most of them out in a single blow!\Aye!\Damn you!\I'll take you on!\There's no mistaking her! response:	She's the most powerful woman in Fairy Tail...
context: Circle Sword!\Whoa...\She wiped most of them out in a single blow!\Aye!\Damn you!\I'll take you on!\There's no mistaking her!\She's the most powerful woman in Fairy Tail... response:	The Fairy Queen, Titania Erza!
context: Whoa...\She wiped most of them out in a single blow!\Aye!\Damn you!\I'll take you on!\There's no mistaking her!\She's the most powerful woman in Fairy Tail...\The Fairy Queen, Titania Erza! response:	Wow!
context: She wiped most of them out in a single blow!\Aye!\Damn you!\I'll take you on!\There's no mistaking her!\She's the most powerful woman in Fairy Tail...\The Fairy Queen, Titania Erza!\Wow! response:	I think I'm in love!
context: Aye!\Damn you!\I'll take you on!\There's no mistaking her!\She's the most powerful woman in Fairy Tail...\The Fairy Queen, Titania Erza!\Wow!\I think I'm in love! response:	I'm not going up against that!
context: Damn you!\I'll take you on!\There's no mistaking her!\She's the most powerful woman in Fairy Tail...\The Fairy Queen, Titania Erza!\Wow!\I think I'm in love!\I'm not going up against that! response:	He might be heading towards Erigor.
context: I'll take you on!\There's no mistaking her!\She's the most powerful woman in Fairy Tail...\The Fairy Queen, Titania Erza!\Wow!\I think I'm in love!\I'm not going up against that!\He might be heading towards Erigor. response:	Go after him.
context: There's no mistaking her!\She's the most powerful woman in Fairy Tail...\The Fairy Queen, Titania Erza!\Wow!\I think I'm in love!\I'm not going up against that!\He might be heading towards Erigor.\Go after him. response:	Me?
context: She's the most powerful woman in Fairy Tail...\The Fairy Queen, Titania Erza!\Wow!\I think I'm in love!\I'm not going up against that!\He might be heading towards Erigor.\Go after him.\Me? response:	I'm counting on you!
context: The Fairy Queen, Titania Erza!\Wow!\I think I'm in love!\I'm not going up against that!\He might be heading towards Erigor.\Go after him.\Me?\I'm counting on you! response:	R-Right!
context: Wow!\I think I'm in love!\I'm not going up against that!\He might be heading towards Erigor.\Go after him.\Me?\I'm counting on you!\R-Right! response:	Off I go!
context: I think I'm in love!\I'm not going up against that!\He might be heading towards Erigor.\Go after him.\Me?\I'm counting on you!\R-Right!\Off I go! response:	I must've driven that magic 4-wheeler too fast...
context: I'm not going up against that!\He might be heading towards Erigor.\Go after him.\Me?\I'm counting on you!\R-Right!\Off I go!\I must've driven that magic 4-wheeler too fast... response:	Everyone, the rest is up to you.
context: He might be heading towards Erigor.\Go after him.\Me?\I'm counting on you!\R-Right!\Off I go!\I must've driven that magic 4-wheeler too fast...\Everyone, the rest is up to you. response:	Work together?
context: Go after him.\Me?\I'm counting on you!\R-Right!\Off I go!\I must've driven that magic 4-wheeler too fast...\Everyone, the rest is up to you.\Work together? response:	You've got to be kidding me!
context: Me?\I'm counting on you!\R-Right!\Off I go!\I must've driven that magic 4-wheeler too fast...\Everyone, the rest is up to you.\Work together?\You've got to be kidding me! response:	Fire and ice don't help each other!
context: I'm counting on you!\R-Right!\Off I go!\I must've driven that magic 4-wheeler too fast...\Everyone, the rest is up to you.\Work together?\You've got to be kidding me!\Fire and ice don't help each other! response:	No way!
context: R-Right!\Off I go!\I must've driven that magic 4-wheeler too fast...\Everyone, the rest is up to you.\Work together?\You've got to be kidding me!\Fire and ice don't help each other!\No way! response:	And man, that Erza just does whatever she wants!
context: Off I go!\I must've driven that magic 4-wheeler too fast...\Everyone, the rest is up to you.\Work together?\You've got to be kidding me!\Fire and ice don't help each other!\No way!\And man, that Erza just does whatever she wants! response:	She decides everything herself, no questions asked!
context: I must've driven that magic 4-wheeler too fast...\Everyone, the rest is up to you.\Work together?\You've got to be kidding me!\Fire and ice don't help each other!\No way!\And man, that Erza just does whatever she wants!\She decides everything herself, no questions asked! response:	I can handle this Erigor person perfectly fine by myself!
context: Everyone, the rest is up to you.\Work together?\You've got to be kidding me!\Fire and ice don't help each other!\No way!\And man, that Erza just does whatever she wants!\She decides everything herself, no questions asked!\I can handle this Erigor person perfectly fine by myself! response:	I can handle this Erigor person perfectly fine by myself!
context: Work together?\You've got to be kidding me!\Fire and ice don't help each other!\No way!\And man, that Erza just does whatever she wants!\She decides everything herself, no questions asked!\I can handle this Erigor person perfectly fine by myself!\I can handle this Erigor person perfectly fine by myself! response:	Hey, don't copy me!
context: You've got to be kidding me!\Fire and ice don't help each other!\No way!\And man, that Erza just does whatever she wants!\She decides everything herself, no questions asked!\I can handle this Erigor person perfectly fine by myself!\I can handle this Erigor person perfectly fine by myself!\Hey, don't copy me! response:	Hey, don't copy me!
context: Fire and ice don't help each other!\No way!\And man, that Erza just does whatever she wants!\She decides everything herself, no questions asked!\I can handle this Erigor person perfectly fine by myself!\I can handle this Erigor person perfectly fine by myself!\Hey, don't copy me!\Hey, don't copy me! response:	Which way?
context: No way!\And man, that Erza just does whatever she wants!\She decides everything herself, no questions asked!\I can handle this Erigor person perfectly fine by myself!\I can handle this Erigor person perfectly fine by myself!\Hey, don't copy me!\Hey, don't copy me!\Which way? response:	Perhaps we should split up.
context: And man, that Erza just does whatever she wants!\She decides everything herself, no questions asked!\I can handle this Erigor person perfectly fine by myself!\I can handle this Erigor person perfectly fine by myself!\Hey, don't copy me!\Hey, don't copy me!\Which way?\Perhaps we should split up. response:	Natsu, we're up against someone who's trying to let loose some seriously dangerous magic here.
context: She decides everything herself, no questions asked!\I can handle this Erigor person perfectly fine by myself!\I can handle this Erigor person perfectly fine by myself!\Hey, don't copy me!\Hey, don't copy me!\Which way?\Perhaps we should split up.\Natsu, we're up against someone who's trying to let loose some seriously dangerous magic here. response:	If you find him, give him a thrashing!
context: I can handle this Erigor person perfectly fine by myself!\I can handle this Erigor person perfectly fine by myself!\Hey, don't copy me!\Hey, don't copy me!\Which way?\Perhaps we should split up.\Natsu, we're up against someone who's trying to let loose some seriously dangerous magic here.\If you find him, give him a thrashing! response:	And not only that, he picked a fight with Fairy Tail. What an idiot!
context: I can handle this Erigor person perfectly fine by myself!\Hey, don't copy me!\Hey, don't copy me!\Which way?\Perhaps we should split up.\Natsu, we're up against someone who's trying to let loose some seriously dangerous magic here.\If you find him, give him a thrashing!\And not only that, he picked a fight with Fairy Tail. What an idiot! response:	I'll burn him to a smoldering crisp!
context: Hey, don't copy me!\Hey, don't copy me!\Which way?\Perhaps we should split up.\Natsu, we're up against someone who's trying to let loose some seriously dangerous magic here.\If you find him, give him a thrashing!\And not only that, he picked a fight with Fairy Tail. What an idiot!\I'll burn him to a smoldering crisp! response:	Don't you die on me.
context: Hey, don't copy me!\Which way?\Perhaps we should split up.\Natsu, we're up against someone who's trying to let loose some seriously dangerous magic here.\If you find him, give him a thrashing!\And not only that, he picked a fight with Fairy Tail. What an idiot!\I'll burn him to a smoldering crisp!\Don't you die on me. response:	What?
context: Which way?\Perhaps we should split up.\Natsu, we're up against someone who's trying to let loose some seriously dangerous magic here.\If you find him, give him a thrashing!\And not only that, he picked a fight with Fairy Tail. What an idiot!\I'll burn him to a smoldering crisp!\Don't you die on me.\What? response:	Nothin'!
context: Perhaps we should split up.\Natsu, we're up against someone who's trying to let loose some seriously dangerous magic here.\If you find him, give him a thrashing!\And not only that, he picked a fight with Fairy Tail. What an idiot!\I'll burn him to a smoldering crisp!\Don't you die on me.\What?\Nothin'! response:	Wait... If he was planning on broadcasting the lullaby...
context: Natsu, we're up against someone who's trying to let loose some seriously dangerous magic here.\If you find him, give him a thrashing!\And not only that, he picked a fight with Fairy Tail. What an idiot!\I'll burn him to a smoldering crisp!\Don't you die on me.\What?\Nothin'!\Wait... If he was planning on broadcasting the lullaby... response:	The broadcast booth.
context: If you find him, give him a thrashing!\And not only that, he picked a fight with Fairy Tail. What an idiot!\I'll burn him to a smoldering crisp!\Don't you die on me.\What?\Nothin'!\Wait... If he was planning on broadcasting the lullaby...\The broadcast booth. response:	Not here.
context: And not only that, he picked a fight with Fairy Tail. What an idiot!\I'll burn him to a smoldering crisp!\Don't you die on me.\What?\Nothin'!\Wait... If he was planning on broadcasting the lullaby...\The broadcast booth.\Not here. response:	So then he isn't planning on broadcasting it?
context: I'll burn him to a smoldering crisp!\Don't you die on me.\What?\Nothin'!\Wait... If he was planning on broadcasting the lullaby...\The broadcast booth.\Not here.\So then he isn't planning on broadcasting it? response:	I knew you'd come here trying to mess up our plan!
context: Don't you die on me.\What?\Nothin'!\Wait... If he was planning on broadcasting the lullaby...\The broadcast booth.\Not here.\So then he isn't planning on broadcasting it?\I knew you'd come here trying to mess up our plan! response:	So what're you guys really planning to do?
context: What?\Nothin'!\Wait... If he was planning on broadcasting the lullaby...\The broadcast booth.\Not here.\So then he isn't planning on broadcasting it?\I knew you'd come here trying to mess up our plan!\So what're you guys really planning to do? response:	Someone's come out!
context: Nothin'!\Wait... If he was planning on broadcasting the lullaby...\The broadcast booth.\Not here.\So then he isn't planning on broadcasting it?\I knew you'd come here trying to mess up our plan!\So what're you guys really planning to do?\Someone's come out! response:	What?
context: Wait... If he was planning on broadcasting the lullaby...\The broadcast booth.\Not here.\So then he isn't planning on broadcasting it?\I knew you'd come here trying to mess up our plan!\So what're you guys really planning to do?\Someone's come out!\What? response:	If you value your lives, get away from here immediately!
context: The broadcast booth.\Not here.\So then he isn't planning on broadcasting it?\I knew you'd come here trying to mess up our plan!\So what're you guys really planning to do?\Someone's come out!\What?\If you value your lives, get away from here immediately! response:	This station has been taken over by evil wizards!
context: Not here.\So then he isn't planning on broadcasting it?\I knew you'd come here trying to mess up our plan!\So what're you guys really planning to do?\Someone's come out!\What?\If you value your lives, get away from here immediately!\This station has been taken over by evil wizards! response:	And those wizards are attempting to perform magic that will kill every person here!
context: So then he isn't planning on broadcasting it?\I knew you'd come here trying to mess up our plan!\So what're you guys really planning to do?\Someone's come out!\What?\If you value your lives, get away from here immediately!\This station has been taken over by evil wizards!\And those wizards are attempting to perform magic that will kill every person here! response:	Evacuate as far away from here as you can!
context: I knew you'd come here trying to mess up our plan!\So what're you guys really planning to do?\Someone's come out!\What?\If you value your lives, get away from here immediately!\This station has been taken over by evil wizards!\And those wizards are attempting to perform magic that will kill every person here!\Evacuate as far away from here as you can! response:	Hey, you! Why'd you make everyone panic like that?
context: So what're you guys really planning to do?\Someone's come out!\What?\If you value your lives, get away from here immediately!\This station has been taken over by evil wizards!\And those wizards are attempting to perform magic that will kill every person here!\Evacuate as far away from here as you can!\Hey, you! Why'd you make everyone panic like that? response:	It's better than them all becoming victims, right?
context: Someone's come out!\What?\If you value your lives, get away from here immediately!\This station has been taken over by evil wizards!\And those wizards are attempting to perform magic that will kill every person here!\Evacuate as far away from here as you can!\Hey, you! Why'd you make everyone panic like that?\It's better than them all becoming victims, right? response:	You people should evacuate as well.
context: What?\If you value your lives, get away from here immediately!\This station has been taken over by evil wizards!\And those wizards are attempting to perform magic that will kill every person here!\Evacuate as far away from here as you can!\Hey, you! Why'd you make everyone panic like that?\It's better than them all becoming victims, right?\You people should evacuate as well. response:	Now there are no longer people around the station.
context: If you value your lives, get away from here immediately!\This station has been taken over by evil wizards!\And those wizards are attempting to perform magic that will kill every person here!\Evacuate as far away from here as you can!\Hey, you! Why'd you make everyone panic like that?\It's better than them all becoming victims, right?\You people should evacuate as well.\Now there are no longer people around the station. response:	What will you do now, Erigor?
context: This station has been taken over by evil wizards!\And those wizards are attempting to perform magic that will kill every person here!\Evacuate as far away from here as you can!\Hey, you! Why'd you make everyone panic like that?\It's better than them all becoming victims, right?\You people should evacuate as well.\Now there are no longer people around the station.\What will you do now, Erigor? response:	What?
context: And those wizards are attempting to perform magic that will kill every person here!\Evacuate as far away from here as you can!\Hey, you! Why'd you make everyone panic like that?\It's better than them all becoming victims, right?\You people should evacuate as well.\Now there are no longer people around the station.\What will you do now, Erigor?\What? response:	The station is being surrounded by wind?
context: Evacuate as far away from here as you can!\Hey, you! Why'd you make everyone panic like that?\It's better than them all becoming victims, right?\You people should evacuate as well.\Now there are no longer people around the station.\What will you do now, Erigor?\What?\The station is being surrounded by wind? response:	No one can escape from my urumi!
context: Hey, you! Why'd you make everyone panic like that?\It's better than them all becoming victims, right?\You people should evacuate as well.\Now there are no longer people around the station.\What will you do now, Erigor?\What?\The station is being surrounded by wind?\No one can escape from my urumi! response:	Ice Make Shield!
context: It's better than them all becoming victims, right?\You people should evacuate as well.\Now there are no longer people around the station.\What will you do now, Erigor?\What?\The station is being surrounded by wind?\No one can escape from my urumi!\Ice Make Shield! response:	Ice Magic, huh?
context: You people should evacuate as well.\Now there are no longer people around the station.\What will you do now, Erigor?\What?\The station is being surrounded by wind?\No one can escape from my urumi!\Ice Make Shield!\Ice Magic, huh? response:	Ice Make Knuckle!
context: Now there are no longer people around the station.\What will you do now, Erigor?\What?\The station is being surrounded by wind?\No one can escape from my urumi!\Ice Make Shield!\Ice Magic, huh?\Ice Make Knuckle! response:	What're you bastards really after?
context: What will you do now, Erigor?\What?\The station is being surrounded by wind?\No one can escape from my urumi!\Ice Make Shield!\Ice Magic, huh?\Ice Make Knuckle!\What're you bastards really after? response:	So you're not planning on playing the lullaby over the loud speakers?
context: What?\The station is being surrounded by wind?\No one can escape from my urumi!\Ice Make Shield!\Ice Magic, huh?\Ice Make Knuckle!\What're you bastards really after?\So you're not planning on playing the lullaby over the loud speakers? response:	Erigor's magic wind wall should be in place by now.
context: The station is being surrounded by wind?\No one can escape from my urumi!\Ice Make Shield!\Ice Magic, huh?\Ice Make Knuckle!\What're you bastards really after?\So you're not planning on playing the lullaby over the loud speakers?\Erigor's magic wind wall should be in place by now. response:	Magic wind wall?
context: No one can escape from my urumi!\Ice Make Shield!\Ice Magic, huh?\Ice Make Knuckle!\What're you bastards really after?\So you're not planning on playing the lullaby over the loud speakers?\Erigor's magic wind wall should be in place by now.\Magic wind wall? response:	A barrier of wind so that none of you idiots can escape from here!
context: Ice Make Shield!\Ice Magic, huh?\Ice Make Knuckle!\What're you bastards really after?\So you're not planning on playing the lullaby over the loud speakers?\Erigor's magic wind wall should be in place by now.\Magic wind wall?\A barrier of wind so that none of you idiots can escape from here! response:	I always did want to fight you once, Queen.
context: Ice Magic, huh?\Ice Make Knuckle!\What're you bastards really after?\So you're not planning on playing the lullaby over the loud speakers?\Erigor's magic wind wall should be in place by now.\Magic wind wall?\A barrier of wind so that none of you idiots can escape from here!\I always did want to fight you once, Queen. response:	But alas...
context: Ice Make Knuckle!\What're you bastards really after?\So you're not planning on playing the lullaby over the loud speakers?\Erigor's magic wind wall should be in place by now.\Magic wind wall?\A barrier of wind so that none of you idiots can escape from here!\I always did want to fight you once, Queen.\But alas... response:	I have no time to play with you now!
context: What're you bastards really after?\So you're not planning on playing the lullaby over the loud speakers?\Erigor's magic wind wall should be in place by now.\Magic wind wall?\A barrier of wind so that none of you idiots can escape from here!\I always did want to fight you once, Queen.\But alas...\I have no time to play with you now! response:	Erigor!
context: So you're not planning on playing the lullaby over the loud speakers?\Erigor's magic wind wall should be in place by now.\Magic wind wall?\A barrier of wind so that none of you idiots can escape from here!\I always did want to fight you once, Queen.\But alas...\I have no time to play with you now!\Erigor! response:	Don't even try.
context: Erigor's magic wind wall should be in place by now.\Magic wind wall?\A barrier of wind so that none of you idiots can escape from here!\I always did want to fight you once, Queen.\But alas...\I have no time to play with you now!\Erigor!\Don't even try. response:	This magic wind wall is one-way: you can only pass from outside to inside.
context: Magic wind wall?\A barrier of wind so that none of you idiots can escape from here!\I always did want to fight you once, Queen.\But alas...\I have no time to play with you now!\Erigor!\Don't even try.\This magic wind wall is one-way: you can only pass from outside to inside. response:	If you try to exit from the inside, the wind will cut you to shreds.
context: A barrier of wind so that none of you idiots can escape from here!\I always did want to fight you once, Queen.\But alas...\I have no time to play with you now!\Erigor!\Don't even try.\This magic wind wall is one-way: you can only pass from outside to inside.\If you try to exit from the inside, the wind will cut you to shreds. response:	What in the world are you up to?
context: I always did want to fight you once, Queen.\But alas...\I have no time to play with you now!\Erigor!\Don't even try.\This magic wind wall is one-way: you can only pass from outside to inside.\If you try to exit from the inside, the wind will cut you to shreds.\What in the world are you up to? response:	Thanks to you idiots I've wasted quite a lot of time.
context: But alas...\I have no time to play with you now!\Erigor!\Don't even try.\This magic wind wall is one-way: you can only pass from outside to inside.\If you try to exit from the inside, the wind will cut you to shreds.\What in the world are you up to?\Thanks to you idiots I've wasted quite a lot of time. response:	If you'll excuse me...
