context: I had no idea that obnoxious guy was Tuxedo Mask. response:	And finally, Zoisite and Tuxedo Mask face off!
context: What?!\Sailor Moon?\I must report to Queen Beryl\that Mamoru Chiba was killed in an accident.\What accident?!\What?!\For misleading everyone with your cowardly tricks,\and for picking on us, I'm going to make sure you pay! response:	In the name of the moon, Sailor Moon will punish you!
context: Sailor Moon?\I must report to Queen Beryl\that Mamoru Chiba was killed in an accident.\What accident?!\What?!\For misleading everyone with your cowardly tricks,\and for picking on us, I'm going to make sure you pay!\In the name of the moon, Sailor Moon will punish you! response:	Sailor Moon, I'll take care of you along with Tuxedo Mask!
context: I must report to Queen Beryl\that Mamoru Chiba was killed in an accident.\What accident?!\What?!\For misleading everyone with your cowardly tricks,\and for picking on us, I'm going to make sure you pay!\In the name of the moon, Sailor Moon will punish you!\Sailor Moon, I'll take care of you along with Tuxedo Mask! response:	What are you talking about?! I don't see Tuxedo Mask anywhere!
context: that Mamoru Chiba was killed in an accident.\What accident?!\What?!\For misleading everyone with your cowardly tricks,\and for picking on us, I'm going to make sure you pay!\In the name of the moon, Sailor Moon will punish you!\Sailor Moon, I'll take care of you along with Tuxedo Mask!\What are you talking about?! I don't see Tuxedo Mask anywhere! response:	He's right here!
context: What accident?!\What?!\For misleading everyone with your cowardly tricks,\and for picking on us, I'm going to make sure you pay!\In the name of the moon, Sailor Moon will punish you!\Sailor Moon, I'll take care of you along with Tuxedo Mask!\What are you talking about?! I don't see Tuxedo Mask anywhere!\He's right here! response:	It couldn't be...
context: What?!\For misleading everyone with your cowardly tricks,\and for picking on us, I'm going to make sure you pay!\In the name of the moon, Sailor Moon will punish you!\Sailor Moon, I'll take care of you along with Tuxedo Mask!\What are you talking about?! I don't see Tuxedo Mask anywhere!\He's right here!\It couldn't be... response:	No way...
context: For misleading everyone with your cowardly tricks,\and for picking on us, I'm going to make sure you pay!\In the name of the moon, Sailor Moon will punish you!\Sailor Moon, I'll take care of you along with Tuxedo Mask!\What are you talking about?! I don't see Tuxedo Mask anywhere!\He's right here!\It couldn't be...\No way... response:	Study harder, dumpling head!
context: and for picking on us, I'm going to make sure you pay!\In the name of the moon, Sailor Moon will punish you!\Sailor Moon, I'll take care of you along with Tuxedo Mask!\What are you talking about?! I don't see Tuxedo Mask anywhere!\He's right here!\It couldn't be...\No way...\Study harder, dumpling head! response:	Crying will not solve anything!
context: In the name of the moon, Sailor Moon will punish you!\Sailor Moon, I'll take care of you along with Tuxedo Mask!\What are you talking about?! I don't see Tuxedo Mask anywhere!\He's right here!\It couldn't be...\No way...\Study harder, dumpling head!\Crying will not solve anything! response:	The dumpling's turned into puffed pastry!
context: Sailor Moon, I'll take care of you along with Tuxedo Mask!\What are you talking about?! I don't see Tuxedo Mask anywhere!\He's right here!\It couldn't be...\No way...\Study harder, dumpling head!\Crying will not solve anything!\The dumpling's turned into puffed pastry! response:	Today, you are the star, Sailor Moon!
context: What are you talking about?! I don't see Tuxedo Mask anywhere!\He's right here!\It couldn't be...\No way...\Study harder, dumpling head!\Crying will not solve anything!\The dumpling's turned into puffed pastry!\Today, you are the star, Sailor Moon! response:	If you keep eating like that, you'll turn into a meat bun!
context: He's right here!\It couldn't be...\No way...\Study harder, dumpling head!\Crying will not solve anything!\The dumpling's turned into puffed pastry!\Today, you are the star, Sailor Moon!\If you keep eating like that, you'll turn into a meat bun! response:	Good-bye, Sailor Moon!
context: It couldn't be...\No way...\Study harder, dumpling head!\Crying will not solve anything!\The dumpling's turned into puffed pastry!\Today, you are the star, Sailor Moon!\If you keep eating like that, you'll turn into a meat bun!\Good-bye, Sailor Moon! response:	You're Tuxedo Mask...
context: No way...\Study harder, dumpling head!\Crying will not solve anything!\The dumpling's turned into puffed pastry!\Today, you are the star, Sailor Moon!\If you keep eating like that, you'll turn into a meat bun!\Good-bye, Sailor Moon!\You're Tuxedo Mask... response:	You were very brave today.
context: Study harder, dumpling head!\Crying will not solve anything!\The dumpling's turned into puffed pastry!\Today, you are the star, Sailor Moon!\If you keep eating like that, you'll turn into a meat bun!\Good-bye, Sailor Moon!\You're Tuxedo Mask...\You were very brave today. response:	Leave the rest to me.
context: Crying will not solve anything!\The dumpling's turned into puffed pastry!\Today, you are the star, Sailor Moon!\If you keep eating like that, you'll turn into a meat bun!\Good-bye, Sailor Moon!\You're Tuxedo Mask...\You were very brave today.\Leave the rest to me. response:	I can't! Because you're injured!
context: The dumpling's turned into puffed pastry!\Today, you are the star, Sailor Moon!\If you keep eating like that, you'll turn into a meat bun!\Good-bye, Sailor Moon!\You're Tuxedo Mask...\You were very brave today.\Leave the rest to me.\I can't! Because you're injured! response:	I want you to run!
context: Today, you are the star, Sailor Moon!\If you keep eating like that, you'll turn into a meat bun!\Good-bye, Sailor Moon!\You're Tuxedo Mask...\You were very brave today.\Leave the rest to me.\I can't! Because you're injured!\I want you to run! response:	Sailor Moon, I will protect you!
context: If you keep eating like that, you'll turn into a meat bun!\Good-bye, Sailor Moon!\You're Tuxedo Mask...\You were very brave today.\Leave the rest to me.\I can't! Because you're injured!\I want you to run!\Sailor Moon, I will protect you! response:	Tuxedo Mask...
context: Good-bye, Sailor Moon!\You're Tuxedo Mask...\You were very brave today.\Leave the rest to me.\I can't! Because you're injured!\I want you to run!\Sailor Moon, I will protect you!\Tuxedo Mask... response:	Enough with the games. Let's settle this now, Tuxedo Mask.
context: You're Tuxedo Mask...\You were very brave today.\Leave the rest to me.\I can't! Because you're injured!\I want you to run!\Sailor Moon, I will protect you!\Tuxedo Mask...\Enough with the games. Let's settle this now, Tuxedo Mask. response:	Sounds good,
context: You were very brave today.\Leave the rest to me.\I can't! Because you're injured!\I want you to run!\Sailor Moon, I will protect you!\Tuxedo Mask...\Enough with the games. Let's settle this now, Tuxedo Mask.\Sounds good, response:	but you need to promise not to lay a hand on Sailor Moon.
context: Leave the rest to me.\I can't! Because you're injured!\I want you to run!\Sailor Moon, I will protect you!\Tuxedo Mask...\Enough with the games. Let's settle this now, Tuxedo Mask.\Sounds good,\but you need to promise not to lay a hand on Sailor Moon. response:	Of course! Let's fight fair and square!
context: I can't! Because you're injured!\I want you to run!\Sailor Moon, I will protect you!\Tuxedo Mask...\Enough with the games. Let's settle this now, Tuxedo Mask.\Sounds good,\but you need to promise not to lay a hand on Sailor Moon.\Of course! Let's fight fair and square! response:	Yes, fair and square.
context: I want you to run!\Sailor Moon, I will protect you!\Tuxedo Mask...\Enough with the games. Let's settle this now, Tuxedo Mask.\Sounds good,\but you need to promise not to lay a hand on Sailor Moon.\Of course! Let's fight fair and square!\Yes, fair and square. response:	Victory is mine!
context: Sailor Moon, I will protect you!\Tuxedo Mask...\Enough with the games. Let's settle this now, Tuxedo Mask.\Sounds good,\but you need to promise not to lay a hand on Sailor Moon.\Of course! Let's fight fair and square!\Yes, fair and square.\Victory is mine! response:	Hang on! Hang in there!
context: Tuxedo Mask...\Enough with the games. Let's settle this now, Tuxedo Mask.\Sounds good,\but you need to promise not to lay a hand on Sailor Moon.\Of course! Let's fight fair and square!\Yes, fair and square.\Victory is mine!\Hang on! Hang in there! response:	Are you okay, Sailor Moon?
context: Enough with the games. Let's settle this now, Tuxedo Mask.\Sounds good,\but you need to promise not to lay a hand on Sailor Moon.\Of course! Let's fight fair and square!\Yes, fair and square.\Victory is mine!\Hang on! Hang in there!\Are you okay, Sailor Moon? response:	Yes.
context: Sounds good,\but you need to promise not to lay a hand on Sailor Moon.\Of course! Let's fight fair and square!\Yes, fair and square.\Victory is mine!\Hang on! Hang in there!\Are you okay, Sailor Moon?\Yes. response:	Why do you look like you're about to cry?
context: but you need to promise not to lay a hand on Sailor Moon.\Of course! Let's fight fair and square!\Yes, fair and square.\Victory is mine!\Hang on! Hang in there!\Are you okay, Sailor Moon?\Yes.\Why do you look like you're about to cry? response:	Why do you look like you're about to cry? Softly, listen closely
context: Of course! Let's fight fair and square!\Yes, fair and square.\Victory is mine!\Hang on! Hang in there!\Are you okay, Sailor Moon?\Yes.\Why do you look like you're about to cry?\Why do you look like you're about to cry? Softly, listen closely response:	I'm glad you're safe... Softly, listen closely
context: Yes, fair and square.\Victory is mine!\Hang on! Hang in there!\Are you okay, Sailor Moon?\Yes.\Why do you look like you're about to cry?\Why do you look like you're about to cry? Softly, listen closely\I'm glad you're safe... Softly, listen closely response:	Softly, listen closely
context: Victory is mine!\Hang on! Hang in there!\Are you okay, Sailor Moon?\Yes.\Why do you look like you're about to cry?\Why do you look like you're about to cry? Softly, listen closely\I'm glad you're safe... Softly, listen closely\Softly, listen closely response:	Tuxedo Mask! Tuxedo Mask!
context: Hang on! Hang in there!\Are you okay, Sailor Moon?\Yes.\Why do you look like you're about to cry?\Why do you look like you're about to cry? Softly, listen closely\I'm glad you're safe... Softly, listen closely\Softly, listen closely\Tuxedo Mask! Tuxedo Mask! response:	Tuxedo Mask! Tuxedo Mask! The sweet sound of your breathing
context: Are you okay, Sailor Moon?\Yes.\Why do you look like you're about to cry?\Why do you look like you're about to cry? Softly, listen closely\I'm glad you're safe... Softly, listen closely\Softly, listen closely\Tuxedo Mask! Tuxedo Mask!\Tuxedo Mask! Tuxedo Mask! The sweet sound of your breathing response:	The sweet sound of your breathing
context: Yes.\Why do you look like you're about to cry?\Why do you look like you're about to cry? Softly, listen closely\I'm glad you're safe... Softly, listen closely\Softly, listen closely\Tuxedo Mask! Tuxedo Mask!\Tuxedo Mask! Tuxedo Mask! The sweet sound of your breathing\The sweet sound of your breathing response:	Stand still and look carefully
context: Why do you look like you're about to cry?\Why do you look like you're about to cry? Softly, listen closely\I'm glad you're safe... Softly, listen closely\Softly, listen closely\Tuxedo Mask! Tuxedo Mask!\Tuxedo Mask! Tuxedo Mask! The sweet sound of your breathing\The sweet sound of your breathing\Stand still and look carefully response:	We came too late! Stand still and look carefully
context: Why do you look like you're about to cry? Softly, listen closely\I'm glad you're safe... Softly, listen closely\Softly, listen closely\Tuxedo Mask! Tuxedo Mask!\Tuxedo Mask! Tuxedo Mask! The sweet sound of your breathing\The sweet sound of your breathing\Stand still and look carefully\We came too late! Stand still and look carefully response:	The moonlight begins to shine on your eyelids
context: I'm glad you're safe... Softly, listen closely\Softly, listen closely\Tuxedo Mask! Tuxedo Mask!\Tuxedo Mask! Tuxedo Mask! The sweet sound of your breathing\The sweet sound of your breathing\Stand still and look carefully\We came too late! Stand still and look carefully\The moonlight begins to shine on your eyelids response:	Tuxedo Mask... The moonlight begins to shine on your eyelids
context: Softly, listen closely\Tuxedo Mask! Tuxedo Mask!\Tuxedo Mask! Tuxedo Mask! The sweet sound of your breathing\The sweet sound of your breathing\Stand still and look carefully\We came too late! Stand still and look carefully\The moonlight begins to shine on your eyelids\Tuxedo Mask... The moonlight begins to shine on your eyelids response:	The moonlight begins to shine on your eyelids
context: Tuxedo Mask! Tuxedo Mask!\Tuxedo Mask! Tuxedo Mask! The sweet sound of your breathing\The sweet sound of your breathing\Stand still and look carefully\We came too late! Stand still and look carefully\The moonlight begins to shine on your eyelids\Tuxedo Mask... The moonlight begins to shine on your eyelids\The moonlight begins to shine on your eyelids response:	Tuxedo Mask! The moonlight begins to shine on your eyelids
context: Tuxedo Mask! Tuxedo Mask! The sweet sound of your breathing\The sweet sound of your breathing\Stand still and look carefully\We came too late! Stand still and look carefully\The moonlight begins to shine on your eyelids\Tuxedo Mask... The moonlight begins to shine on your eyelids\The moonlight begins to shine on your eyelids\Tuxedo Mask! The moonlight begins to shine on your eyelids response:	The moonlight begins to shine on your eyelids
context: The sweet sound of your breathing\Stand still and look carefully\We came too late! Stand still and look carefully\The moonlight begins to shine on your eyelids\Tuxedo Mask... The moonlight begins to shine on your eyelids\The moonlight begins to shine on your eyelids\Tuxedo Mask! The moonlight begins to shine on your eyelids\The moonlight begins to shine on your eyelids response:	Just by watching you sleep
context: Stand still and look carefully\We came too late! Stand still and look carefully\The moonlight begins to shine on your eyelids\Tuxedo Mask... The moonlight begins to shine on your eyelids\The moonlight begins to shine on your eyelids\Tuxedo Mask! The moonlight begins to shine on your eyelids\The moonlight begins to shine on your eyelids\Just by watching you sleep response:	I feel my heart being squeezed so
context: We came too late! Stand still and look carefully\The moonlight begins to shine on your eyelids\Tuxedo Mask... The moonlight begins to shine on your eyelids\The moonlight begins to shine on your eyelids\Tuxedo Mask! The moonlight begins to shine on your eyelids\The moonlight begins to shine on your eyelids\Just by watching you sleep\I feel my heart being squeezed so response:	Releasing the seal on the magic of night
context: The moonlight begins to shine on your eyelids\Tuxedo Mask... The moonlight begins to shine on your eyelids\The moonlight begins to shine on your eyelids\Tuxedo Mask! The moonlight begins to shine on your eyelids\The moonlight begins to shine on your eyelids\Just by watching you sleep\I feel my heart being squeezed so\Releasing the seal on the magic of night response:	Let us go in search
context: Tuxedo Mask... The moonlight begins to shine on your eyelids\The moonlight begins to shine on your eyelids\Tuxedo Mask! The moonlight begins to shine on your eyelids\The moonlight begins to shine on your eyelids\Just by watching you sleep\I feel my heart being squeezed so\Releasing the seal on the magic of night\Let us go in search response:	I've dreamed of it for so long
context: The moonlight begins to shine on your eyelids\Tuxedo Mask! The moonlight begins to shine on your eyelids\The moonlight begins to shine on your eyelids\Just by watching you sleep\I feel my heart being squeezed so\Releasing the seal on the magic of night\Let us go in search\I've dreamed of it for so long response:	Just for you
context: Tuxedo Mask! The moonlight begins to shine on your eyelids\The moonlight begins to shine on your eyelids\Just by watching you sleep\I feel my heart being squeezed so\Releasing the seal on the magic of night\Let us go in search\I've dreamed of it for so long\Just for you response:	The one and only
context: The moonlight begins to shine on your eyelids\Just by watching you sleep\I feel my heart being squeezed so\Releasing the seal on the magic of night\Let us go in search\I've dreamed of it for so long\Just for you\The one and only response:	Where is it? The one and only
context: Just by watching you sleep\I feel my heart being squeezed so\Releasing the seal on the magic of night\Let us go in search\I've dreamed of it for so long\Just for you\The one and only\Where is it? The one and only response:	Where is it?
context: I feel my heart being squeezed so\Releasing the seal on the magic of night\Let us go in search\I've dreamed of it for so long\Just for you\The one and only\Where is it? The one and only\Where is it? response:	The legendary sea
context: Releasing the seal on the magic of night\Let us go in search\I've dreamed of it for so long\Just for you\The one and only\Where is it? The one and only\Where is it?\The legendary sea response:	It's the Silver Crystal! The legendary sea
context: Let us go in search\I've dreamed of it for so long\Just for you\The one and only\Where is it? The one and only\Where is it?\The legendary sea\It's the Silver Crystal! The legendary sea response:	So, that's the legendary Silver Crystal? The legendary sea
context: I've dreamed of it for so long\Just for you\The one and only\Where is it? The one and only\Where is it?\The legendary sea\It's the Silver Crystal! The legendary sea\So, that's the legendary Silver Crystal? The legendary sea response:	So, that's the legendary Silver Crystal?
context: Just for you\The one and only\Where is it? The one and only\Where is it?\The legendary sea\It's the Silver Crystal! The legendary sea\So, that's the legendary Silver Crystal? The legendary sea\So, that's the legendary Silver Crystal? response:	Quietly, it unleashes the light
context: The one and only\Where is it? The one and only\Where is it?\The legendary sea\It's the Silver Crystal! The legendary sea\So, that's the legendary Silver Crystal? The legendary sea\So, that's the legendary Silver Crystal?\Quietly, it unleashes the light response:	The crystal of glass
context: Where is it? The one and only\Where is it?\The legendary sea\It's the Silver Crystal! The legendary sea\So, that's the legendary Silver Crystal? The legendary sea\So, that's the legendary Silver Crystal?\Quietly, it unleashes the light\The crystal of glass response:	The crystal of glass Please have faith
context: Where is it?\The legendary sea\It's the Silver Crystal! The legendary sea\So, that's the legendary Silver Crystal? The legendary sea\So, that's the legendary Silver Crystal?\Quietly, it unleashes the light\The crystal of glass\The crystal of glass Please have faith response:	Sailor Moon! Please have faith
context: The legendary sea\It's the Silver Crystal! The legendary sea\So, that's the legendary Silver Crystal? The legendary sea\So, that's the legendary Silver Crystal?\Quietly, it unleashes the light\The crystal of glass\The crystal of glass Please have faith\Sailor Moon! Please have faith response:	Sailor Moon! When you have obtained love Please have faith
context: It's the Silver Crystal! The legendary sea\So, that's the legendary Silver Crystal? The legendary sea\So, that's the legendary Silver Crystal?\Quietly, it unleashes the light\The crystal of glass\The crystal of glass Please have faith\Sailor Moon! Please have faith\Sailor Moon! When you have obtained love Please have faith response:	What is going on? When you have obtained love Please have faith
context: So, that's the legendary Silver Crystal? The legendary sea\So, that's the legendary Silver Crystal?\Quietly, it unleashes the light\The crystal of glass\The crystal of glass Please have faith\Sailor Moon! Please have faith\Sailor Moon! When you have obtained love Please have faith\What is going on? When you have obtained love Please have faith response:	What is going on? When you have obtained love
context: So, that's the legendary Silver Crystal?\Quietly, it unleashes the light\The crystal of glass\The crystal of glass Please have faith\Sailor Moon! Please have faith\Sailor Moon! When you have obtained love Please have faith\What is going on? When you have obtained love Please have faith\What is going on? When you have obtained love response:	When you have obtained love
context: Quietly, it unleashes the light\The crystal of glass\The crystal of glass Please have faith\Sailor Moon! Please have faith\Sailor Moon! When you have obtained love Please have faith\What is going on? When you have obtained love Please have faith\What is going on? When you have obtained love\When you have obtained love response:	That is the very moment
context: The crystal of glass\The crystal of glass Please have faith\Sailor Moon! Please have faith\Sailor Moon! When you have obtained love Please have faith\What is going on? When you have obtained love Please have faith\What is going on? When you have obtained love\When you have obtained love\That is the very moment response:	In your right hand
context: The crystal of glass Please have faith\Sailor Moon! Please have faith\Sailor Moon! When you have obtained love Please have faith\What is going on? When you have obtained love Please have faith\What is going on? When you have obtained love\When you have obtained love\That is the very moment\In your right hand response:	The crystal of glass
context: Sailor Moon! Please have faith\Sailor Moon! When you have obtained love Please have faith\What is going on? When you have obtained love Please have faith\What is going on? When you have obtained love\When you have obtained love\That is the very moment\In your right hand\The crystal of glass response:	Begins to sparkle
context: Sailor Moon! When you have obtained love Please have faith\What is going on? When you have obtained love Please have faith\What is going on? When you have obtained love\When you have obtained love\That is the very moment\In your right hand\The crystal of glass\Begins to sparkle response:	Princess! The Moon Princess?! Begins to sparkle
context: What is going on? When you have obtained love Please have faith\What is going on? When you have obtained love\When you have obtained love\That is the very moment\In your right hand\The crystal of glass\Begins to sparkle\Princess! The Moon Princess?! Begins to sparkle response:	She has finally awakened. Begins to sparkle
context: What is going on? When you have obtained love\When you have obtained love\That is the very moment\In your right hand\The crystal of glass\Begins to sparkle\Princess! The Moon Princess?! Begins to sparkle\She has finally awakened. Begins to sparkle response:	Now, embracing it for eternity
context: When you have obtained love\That is the very moment\In your right hand\The crystal of glass\Begins to sparkle\Princess! The Moon Princess?! Begins to sparkle\She has finally awakened. Begins to sparkle\Now, embracing it for eternity response:	Moonlight
context: That is the very moment\In your right hand\The crystal of glass\Begins to sparkle\Princess! The Moon Princess?! Begins to sparkle\She has finally awakened. Begins to sparkle\Now, embracing it for eternity\Moonlight response:	Hiru ni wa hana no kaori
context: In your right hand\The crystal of glass\Begins to sparkle\Princess! The Moon Princess?! Begins to sparkle\She has finally awakened. Begins to sparkle\Now, embracing it for eternity\Moonlight\Hiru ni wa hana no kaori response:	Yoru ni wa hoshi no matataki
context: The crystal of glass\Begins to sparkle\Princess! The Moon Princess?! Begins to sparkle\She has finally awakened. Begins to sparkle\Now, embracing it for eternity\Moonlight\Hiru ni wa hana no kaori\Yoru ni wa hoshi no matataki response:	Soko wa daremo shiranai sekai nano
context: Begins to sparkle\Princess! The Moon Princess?! Begins to sparkle\She has finally awakened. Begins to sparkle\Now, embracing it for eternity\Moonlight\Hiru ni wa hana no kaori\Yoru ni wa hoshi no matataki\Soko wa daremo shiranai sekai nano response:	Shiroi kutsu o narashite
context: Princess! The Moon Princess?! Begins to sparkle\She has finally awakened. Begins to sparkle\Now, embracing it for eternity\Moonlight\Hiru ni wa hana no kaori\Yoru ni wa hoshi no matataki\Soko wa daremo shiranai sekai nano\Shiroi kutsu o narashite response:	Shiroi tsuki no hashi watatte
context: She has finally awakened. Begins to sparkle\Now, embracing it for eternity\Moonlight\Hiru ni wa hana no kaori\Yoru ni wa hoshi no matataki\Soko wa daremo shiranai sekai nano\Shiroi kutsu o narashite\Shiroi tsuki no hashi watatte response:	Amai kisu no yume o miteru ohimesama ga sunde iru no
context: Now, embracing it for eternity\Moonlight\Hiru ni wa hana no kaori\Yoru ni wa hoshi no matataki\Soko wa daremo shiranai sekai nano\Shiroi kutsu o narashite\Shiroi tsuki no hashi watatte\Amai kisu no yume o miteru ohimesama ga sunde iru no response:	Inori o sasagete moon
context: Moonlight\Hiru ni wa hana no kaori\Yoru ni wa hoshi no matataki\Soko wa daremo shiranai sekai nano\Shiroi kutsu o narashite\Shiroi tsuki no hashi watatte\Amai kisu no yume o miteru ohimesama ga sunde iru no\Inori o sasagete moon response:	Kitto shiawase ni shitekureru
context: Hiru ni wa hana no kaori\Yoru ni wa hoshi no matataki\Soko wa daremo shiranai sekai nano\Shiroi kutsu o narashite\Shiroi tsuki no hashi watatte\Amai kisu no yume o miteru ohimesama ga sunde iru no\Inori o sasagete moon\Kitto shiawase ni shitekureru response:	Maware maware tsuki no merry-go-round
context: Yoru ni wa hoshi no matataki\Soko wa daremo shiranai sekai nano\Shiroi kutsu o narashite\Shiroi tsuki no hashi watatte\Amai kisu no yume o miteru ohimesama ga sunde iru no\Inori o sasagete moon\Kitto shiawase ni shitekureru\Maware maware tsuki no merry-go-round response:	Suzushige na glass no dress hirugaeshite
context: Soko wa daremo shiranai sekai nano\Shiroi kutsu o narashite\Shiroi tsuki no hashi watatte\Amai kisu no yume o miteru ohimesama ga sunde iru no\Inori o sasagete moon\Kitto shiawase ni shitekureru\Maware maware tsuki no merry-go-round\Suzushige na glass no dress hirugaeshite response:	Itsudatte mimamotte iru wa
context: Shiroi kutsu o narashite\Shiroi tsuki no hashi watatte\Amai kisu no yume o miteru ohimesama ga sunde iru no\Inori o sasagete moon\Kitto shiawase ni shitekureru\Maware maware tsuki no merry-go-round\Suzushige na glass no dress hirugaeshite\Itsudatte mimamotte iru wa response:	Moon moon princess
