context: Karasuno Aoba Johsai response:	Oikawa, you're back.
context: The guardian deity of Karasuno.\Kageyama has become more amazing.\Yeah. That genius was spinning his wheels,\but finally found his best destination.\No commoner could a hold a candle to him now.\Yeah? You're no match for him either, huh?\When it comes to the toss.\There's probably no one in the prefecture who could match Tobio's toss. response:	But he's not better than me at serving, blocking, or spiking.
context: Kageyama has become more amazing.\Yeah. That genius was spinning his wheels,\but finally found his best destination.\No commoner could a hold a candle to him now.\Yeah? You're no match for him either, huh?\When it comes to the toss.\There's probably no one in the prefecture who could match Tobio's toss.\But he's not better than me at serving, blocking, or spiking. response:	Ouch.
context: Yeah. That genius was spinning his wheels,\but finally found his best destination.\No commoner could a hold a candle to him now.\Yeah? You're no match for him either, huh?\When it comes to the toss.\There's probably no one in the prefecture who could match Tobio's toss.\But he's not better than me at serving, blocking, or spiking.\Ouch. response:	Damn it, Oikawa! Don't say his toss is better than yours!
context: but finally found his best destination.\No commoner could a hold a candle to him now.\Yeah? You're no match for him either, huh?\When it comes to the toss.\There's probably no one in the prefecture who could match Tobio's toss.\But he's not better than me at serving, blocking, or spiking.\Ouch.\Damn it, Oikawa! Don't say his toss is better than yours! response:	You're a setter, aren't you?
context: No commoner could a hold a candle to him now.\Yeah? You're no match for him either, huh?\When it comes to the toss.\There's probably no one in the prefecture who could match Tobio's toss.\But he's not better than me at serving, blocking, or spiking.\Ouch.\Damn it, Oikawa! Don't say his toss is better than yours!\You're a setter, aren't you? response:	But I'm only being honest.
context: Yeah? You're no match for him either, huh?\When it comes to the toss.\There's probably no one in the prefecture who could match Tobio's toss.\But he's not better than me at serving, blocking, or spiking.\Ouch.\Damn it, Oikawa! Don't say his toss is better than yours!\You're a setter, aren't you?\But I'm only being honest. response:	That's why we have to break their receivers.
context: When it comes to the toss.\There's probably no one in the prefecture who could match Tobio's toss.\But he's not better than me at serving, blocking, or spiking.\Ouch.\Damn it, Oikawa! Don't say his toss is better than yours!\You're a setter, aren't you?\But I'm only being honest.\That's why we have to break their receivers. response:	Because no matter how amazing his tosses are,
context: There's probably no one in the prefecture who could match Tobio's toss.\But he's not better than me at serving, blocking, or spiking.\Ouch.\Damn it, Oikawa! Don't say his toss is better than yours!\You're a setter, aren't you?\But I'm only being honest.\That's why we have to break their receivers.\Because no matter how amazing his tosses are, response:	if the ball doesn't get to the setter, it's all for nothing.
context: But he's not better than me at serving, blocking, or spiking.\Ouch.\Damn it, Oikawa! Don't say his toss is better than yours!\You're a setter, aren't you?\But I'm only being honest.\That's why we have to break their receivers.\Because no matter how amazing his tosses are,\if the ball doesn't get to the setter, it's all for nothing. response:	If we can play against Karasuno in the official tournament,
context: Ouch.\Damn it, Oikawa! Don't say his toss is better than yours!\You're a setter, aren't you?\But I'm only being honest.\That's why we have to break their receivers.\Because no matter how amazing his tosses are,\if the ball doesn't get to the setter, it's all for nothing.\If we can play against Karasuno in the official tournament, response:	we can make a mess out of their receives,
context: Damn it, Oikawa! Don't say his toss is better than yours!\You're a setter, aren't you?\But I'm only being honest.\That's why we have to break their receivers.\Because no matter how amazing his tosses are,\if the ball doesn't get to the setter, it's all for nothing.\If we can play against Karasuno in the official tournament,\we can make a mess out of their receives, response:	and not even give them a chance at a toss.
context: You're a setter, aren't you?\But I'm only being honest.\That's why we have to break their receivers.\Because no matter how amazing his tosses are,\if the ball doesn't get to the setter, it's all for nothing.\If we can play against Karasuno in the official tournament,\we can make a mess out of their receives,\and not even give them a chance at a toss. response:	Just having one good player doesn't mean your team will win.
context: But I'm only being honest.\That's why we have to break their receivers.\Because no matter how amazing his tosses are,\if the ball doesn't get to the setter, it's all for nothing.\If we can play against Karasuno in the official tournament,\we can make a mess out of their receives,\and not even give them a chance at a toss.\Just having one good player doesn't mean your team will win. response:	How I want to say don't mind to them.
context: That's why we have to break their receivers.\Because no matter how amazing his tosses are,\if the ball doesn't get to the setter, it's all for nothing.\If we can play against Karasuno in the official tournament,\we can make a mess out of their receives,\and not even give them a chance at a toss.\Just having one good player doesn't mean your team will win.\How I want to say don't mind to them. response:	How I want to say it.
context: Because no matter how amazing his tosses are,\if the ball doesn't get to the setter, it's all for nothing.\If we can play against Karasuno in the official tournament,\we can make a mess out of their receives,\and not even give them a chance at a toss.\Just having one good player doesn't mean your team will win.\How I want to say don't mind to them.\How I want to say it. response:	What? Geniuses get irked by stuff like that.
context: if the ball doesn't get to the setter, it's all for nothing.\If we can play against Karasuno in the official tournament,\we can make a mess out of their receives,\and not even give them a chance at a toss.\Just having one good player doesn't mean your team will win.\How I want to say don't mind to them.\How I want to say it.\What? Geniuses get irked by stuff like that. response:	I get more irked by guys who get cheered on by girls.
context: If we can play against Karasuno in the official tournament,\we can make a mess out of their receives,\and not even give them a chance at a toss.\Just having one good player doesn't mean your team will win.\How I want to say don't mind to them.\How I want to say it.\What? Geniuses get irked by stuff like that.\I get more irked by guys who get cheered on by girls. response:	You shouldn't be jealous Iwa-chan. It's embarrassing.
context: we can make a mess out of their receives,\and not even give them a chance at a toss.\Just having one good player doesn't mean your team will win.\How I want to say don't mind to them.\How I want to say it.\What? Geniuses get irked by stuff like that.\I get more irked by guys who get cheered on by girls.\You shouldn't be jealous Iwa-chan. It's embarrassing. response:	Hey, quit fooling around. Coach'll get mad.
context: and not even give them a chance at a toss.\Just having one good player doesn't mean your team will win.\How I want to say don't mind to them.\How I want to say it.\What? Geniuses get irked by stuff like that.\I get more irked by guys who get cheered on by girls.\You shouldn't be jealous Iwa-chan. It's embarrassing.\Hey, quit fooling around. Coach'll get mad. response:	All right, let's clean up quickly. Then we're done.
context: Just having one good player doesn't mean your team will win.\How I want to say don't mind to them.\How I want to say it.\What? Geniuses get irked by stuff like that.\I get more irked by guys who get cheered on by girls.\You shouldn't be jealous Iwa-chan. It's embarrassing.\Hey, quit fooling around. Coach'll get mad.\All right, let's clean up quickly. Then we're done. response:	Good job today.
context: How I want to say don't mind to them.\How I want to say it.\What? Geniuses get irked by stuff like that.\I get more irked by guys who get cheered on by girls.\You shouldn't be jealous Iwa-chan. It's embarrassing.\Hey, quit fooling around. Coach'll get mad.\All right, let's clean up quickly. Then we're done.\Good job today. response:	Good job.
context: How I want to say it.\What? Geniuses get irked by stuff like that.\I get more irked by guys who get cheered on by girls.\You shouldn't be jealous Iwa-chan. It's embarrassing.\Hey, quit fooling around. Coach'll get mad.\All right, let's clean up quickly. Then we're done.\Good job today.\Good job. response:	Hey.
context: What? Geniuses get irked by stuff like that.\I get more irked by guys who get cheered on by girls.\You shouldn't be jealous Iwa-chan. It's embarrassing.\Hey, quit fooling around. Coach'll get mad.\All right, let's clean up quickly. Then we're done.\Good job today.\Good job.\Hey. response:	Sensei, thank you for everything today.
context: I get more irked by guys who get cheered on by girls.\You shouldn't be jealous Iwa-chan. It's embarrassing.\Hey, quit fooling around. Coach'll get mad.\All right, let's clean up quickly. Then we're done.\Good job today.\Good job.\Hey.\Sensei, thank you for everything today. response:	No, no, everyone did a good job.
context: You shouldn't be jealous Iwa-chan. It's embarrassing.\Hey, quit fooling around. Coach'll get mad.\All right, let's clean up quickly. Then we're done.\Good job today.\Good job.\Hey.\Sensei, thank you for everything today.\No, no, everyone did a good job. response:	I'm shocked by how we beat Aoba Johsai High School.
context: Hey, quit fooling around. Coach'll get mad.\All right, let's clean up quickly. Then we're done.\Good job today.\Good job.\Hey.\Sensei, thank you for everything today.\No, no, everyone did a good job.\I'm shocked by how we beat Aoba Johsai High School. response:	But we're still lacking.
context: All right, let's clean up quickly. Then we're done.\Good job today.\Good job.\Hey.\Sensei, thank you for everything today.\No, no, everyone did a good job.\I'm shocked by how we beat Aoba Johsai High School.\But we're still lacking. response:	Our offense is effective now due to Hinata and Kageyama's dynamics,
context: Good job today.\Good job.\Hey.\Sensei, thank you for everything today.\No, no, everyone did a good job.\I'm shocked by how we beat Aoba Johsai High School.\But we're still lacking.\Our offense is effective now due to Hinata and Kageyama's dynamics, response:	but if Hinata gets in the way of the blocks,
context: Good job.\Hey.\Sensei, thank you for everything today.\No, no, everyone did a good job.\I'm shocked by how we beat Aoba Johsai High School.\But we're still lacking.\Our offense is effective now due to Hinata and Kageyama's dynamics,\but if Hinata gets in the way of the blocks, response:	Hinata, that's enough mopping. Go home.
context: Hey.\Sensei, thank you for everything today.\No, no, everyone did a good job.\I'm shocked by how we beat Aoba Johsai High School.\But we're still lacking.\Our offense is effective now due to Hinata and Kageyama's dynamics,\but if Hinata gets in the way of the blocks,\Hinata, that's enough mopping. Go home. response:	or if the receives get broken like they did today,
context: Sensei, thank you for everything today.\No, no, everyone did a good job.\I'm shocked by how we beat Aoba Johsai High School.\But we're still lacking.\Our offense is effective now due to Hinata and Kageyama's dynamics,\but if Hinata gets in the way of the blocks,\Hinata, that's enough mopping. Go home.\or if the receives get broken like they did today, response:	Look at that, Tsukki.
context: No, no, everyone did a good job.\I'm shocked by how we beat Aoba Johsai High School.\But we're still lacking.\Our offense is effective now due to Hinata and Kageyama's dynamics,\but if Hinata gets in the way of the blocks,\Hinata, that's enough mopping. Go home.\or if the receives get broken like they did today,\Look at that, Tsukki. response:	we would definitely find ourselves at a loss.
context: I'm shocked by how we beat Aoba Johsai High School.\But we're still lacking.\Our offense is effective now due to Hinata and Kageyama's dynamics,\but if Hinata gets in the way of the blocks,\Hinata, that's enough mopping. Go home.\or if the receives get broken like they did today,\Look at that, Tsukki.\we would definitely find ourselves at a loss. response:	Amazing.
context: But we're still lacking.\Our offense is effective now due to Hinata and Kageyama's dynamics,\but if Hinata gets in the way of the blocks,\Hinata, that's enough mopping. Go home.\or if the receives get broken like they did today,\Look at that, Tsukki.\we would definitely find ourselves at a loss.\Amazing. response:	And when that happens, I don't know if I can guide the team
context: Our offense is effective now due to Hinata and Kageyama's dynamics,\but if Hinata gets in the way of the blocks,\Hinata, that's enough mopping. Go home.\or if the receives get broken like they did today,\Look at that, Tsukki.\we would definitely find ourselves at a loss.\Amazing.\And when that happens, I don't know if I can guide the team response:	as a director or coach could.
context: but if Hinata gets in the way of the blocks,\Hinata, that's enough mopping. Go home.\or if the receives get broken like they did today,\Look at that, Tsukki.\we would definitely find ourselves at a loss.\Amazing.\And when that happens, I don't know if I can guide the team\as a director or coach could. response:	I see...
context: Hinata, that's enough mopping. Go home.\or if the receives get broken like they did today,\Look at that, Tsukki.\we would definitely find ourselves at a loss.\Amazing.\And when that happens, I don't know if I can guide the team\as a director or coach could.\I see... response:	I apologize. I'm not saying that you're not good enough.
context: or if the receives get broken like they did today,\Look at that, Tsukki.\we would definitely find ourselves at a loss.\Amazing.\And when that happens, I don't know if I can guide the team\as a director or coach could.\I see...\I apologize. I'm not saying that you're not good enough. response:	I know, I know.
context: Look at that, Tsukki.\we would definitely find ourselves at a loss.\Amazing.\And when that happens, I don't know if I can guide the team\as a director or coach could.\I see...\I apologize. I'm not saying that you're not good enough.\I know, I know. response:	I'll take care of finding a coach.
context: we would definitely find ourselves at a loss.\Amazing.\And when that happens, I don't know if I can guide the team\as a director or coach could.\I see...\I apologize. I'm not saying that you're not good enough.\I know, I know.\I'll take care of finding a coach. response:	I have a lead.
context: Amazing.\And when that happens, I don't know if I can guide the team\as a director or coach could.\I see...\I apologize. I'm not saying that you're not good enough.\I know, I know.\I'll take care of finding a coach.\I have a lead. response:	Oh? Really? Who is it?
context: And when that happens, I don't know if I can guide the team\as a director or coach could.\I see...\I apologize. I'm not saying that you're not good enough.\I know, I know.\I'll take care of finding a coach.\I have a lead.\Oh? Really? Who is it? response:	Foothill Store
context: as a director or coach could.\I see...\I apologize. I'm not saying that you're not good enough.\I know, I know.\I'll take care of finding a coach.\I have a lead.\Oh? Really? Who is it?\Foothill Store response:	I've been asking repeatedly, and haven't got an affirmative yet,
context: I see...\I apologize. I'm not saying that you're not good enough.\I know, I know.\I'll take care of finding a coach.\I have a lead.\Oh? Really? Who is it?\Foothill Store\I've been asking repeatedly, and haven't got an affirmative yet, response:	but I will definitely make it happen.
context: I apologize. I'm not saying that you're not good enough.\I know, I know.\I'll take care of finding a coach.\I have a lead.\Oh? Really? Who is it?\Foothill Store\I've been asking repeatedly, and haven't got an affirmative yet,\but I will definitely make it happen. response:	Can I leave the rest to you for today?
context: I know, I know.\I'll take care of finding a coach.\I have a lead.\Oh? Really? Who is it?\Foothill Store\I've been asking repeatedly, and haven't got an affirmative yet,\but I will definitely make it happen.\Can I leave the rest to you for today? response:	Oh, yes.
context: I'll take care of finding a coach.\I have a lead.\Oh? Really? Who is it?\Foothill Store\I've been asking repeatedly, and haven't got an affirmative yet,\but I will definitely make it happen.\Can I leave the rest to you for today?\Oh, yes. response:	Take-chan has an air of confidence about him.
context: I have a lead.\Oh? Really? Who is it?\Foothill Store\I've been asking repeatedly, and haven't got an affirmative yet,\but I will definitely make it happen.\Can I leave the rest to you for today?\Oh, yes.\Take-chan has an air of confidence about him. response:	Yeah.
context: Oh? Really? Who is it?\Foothill Store\I've been asking repeatedly, and haven't got an affirmative yet,\but I will definitely make it happen.\Can I leave the rest to you for today?\Oh, yes.\Take-chan has an air of confidence about him.\Yeah. response:	Equipment room
context: Foothill Store\I've been asking repeatedly, and haven't got an affirmative yet,\but I will definitely make it happen.\Can I leave the rest to you for today?\Oh, yes.\Take-chan has an air of confidence about him.\Yeah.\Equipment room response:	What's this?
context: I've been asking repeatedly, and haven't got an affirmative yet,\but I will definitely make it happen.\Can I leave the rest to you for today?\Oh, yes.\Take-chan has an air of confidence about him.\Yeah.\Equipment room\What's this? response:	This mop looks dangerous. Can I throw it away?
context: but I will definitely make it happen.\Can I leave the rest to you for today?\Oh, yes.\Take-chan has an air of confidence about him.\Yeah.\Equipment room\What's this?\This mop looks dangerous. Can I throw it away? response:	Oh, don't worry about that. It's all right.
context: Can I leave the rest to you for today?\Oh, yes.\Take-chan has an air of confidence about him.\Yeah.\Equipment room\What's this?\This mop looks dangerous. Can I throw it away?\Oh, don't worry about that. It's all right. response:	We can fix it, and still use it.
context: Oh, yes.\Take-chan has an air of confidence about him.\Yeah.\Equipment room\What's this?\This mop looks dangerous. Can I throw it away?\Oh, don't worry about that. It's all right.\We can fix it, and still use it. response:	Huh?
context: Take-chan has an air of confidence about him.\Yeah.\Equipment room\What's this?\This mop looks dangerous. Can I throw it away?\Oh, don't worry about that. It's all right.\We can fix it, and still use it.\Huh? response:	Good job, everyone.
context: Yeah.\Equipment room\What's this?\This mop looks dangerous. Can I throw it away?\Oh, don't worry about that. It's all right.\We can fix it, and still use it.\Huh?\Good job, everyone. response:	Good job.
context: Equipment room\What's this?\This mop looks dangerous. Can I throw it away?\Oh, don't worry about that. It's all right.\We can fix it, and still use it.\Huh?\Good job, everyone.\Good job. response:	Foothill Store
context: What's this?\This mop looks dangerous. Can I throw it away?\Oh, don't worry about that. It's all right.\We can fix it, and still use it.\Huh?\Good job, everyone.\Good job.\Foothill Store response:	Chinese dumplings?
context: This mop looks dangerous. Can I throw it away?\Oh, don't worry about that. It's all right.\We can fix it, and still use it.\Huh?\Good job, everyone.\Good job.\Foothill Store\Chinese dumplings? response:	We have Karasuno High School Hallway slippers
context: Oh, don't worry about that. It's all right.\We can fix it, and still use it.\Huh?\Good job, everyone.\Good job.\Foothill Store\Chinese dumplings?\We have Karasuno High School Hallway slippers response:	The soccer club bought up the last of it.
context: We can fix it, and still use it.\Huh?\Good job, everyone.\Good job.\Foothill Store\Chinese dumplings?\We have Karasuno High School Hallway slippers\The soccer club bought up the last of it. response:	Besides, we're closing for today.
context: Huh?\Good job, everyone.\Good job.\Foothill Store\Chinese dumplings?\We have Karasuno High School Hallway slippers\The soccer club bought up the last of it.\Besides, we're closing for today. response:	I'm starving.
context: Good job, everyone.\Good job.\Foothill Store\Chinese dumplings?\We have Karasuno High School Hallway slippers\The soccer club bought up the last of it.\Besides, we're closing for today.\I'm starving. response:	What a lazy clerk!
context: Good job.\Foothill Store\Chinese dumplings?\We have Karasuno High School Hallway slippers\The soccer club bought up the last of it.\Besides, we're closing for today.\I'm starving.\What a lazy clerk! response:	Shut up. Go home and eat a proper meal.
context: Foothill Store\Chinese dumplings?\We have Karasuno High School Hallway slippers\The soccer club bought up the last of it.\Besides, we're closing for today.\I'm starving.\What a lazy clerk!\Shut up. Go home and eat a proper meal. response:	You won't get muscles if you don't.
context: Chinese dumplings?\We have Karasuno High School Hallway slippers\The soccer club bought up the last of it.\Besides, we're closing for today.\I'm starving.\What a lazy clerk!\Shut up. Go home and eat a proper meal.\You won't get muscles if you don't. response:	Here.
context: We have Karasuno High School Hallway slippers\The soccer club bought up the last of it.\Besides, we're closing for today.\I'm starving.\What a lazy clerk!\Shut up. Go home and eat a proper meal.\You won't get muscles if you don't.\Here. response:	Thanks.
context: The soccer club bought up the last of it.\Besides, we're closing for today.\I'm starving.\What a lazy clerk!\Shut up. Go home and eat a proper meal.\You won't get muscles if you don't.\Here.\Thanks. response:	Eat a proper meal.
context: Besides, we're closing for today.\I'm starving.\What a lazy clerk!\Shut up. Go home and eat a proper meal.\You won't get muscles if you don't.\Here.\Thanks.\Eat a proper meal. response:	Hooray
context: I'm starving.\What a lazy clerk!\Shut up. Go home and eat a proper meal.\You won't get muscles if you don't.\Here.\Thanks.\Eat a proper meal.\Hooray response:	Yes, yes.
context: What a lazy clerk!\Shut up. Go home and eat a proper meal.\You won't get muscles if you don't.\Here.\Thanks.\Eat a proper meal.\Hooray\Yes, yes. response:	Hello, Foothill Store.
context: Shut up. Go home and eat a proper meal.\You won't get muscles if you don't.\Here.\Thanks.\Eat a proper meal.\Hooray\Yes, yes.\Hello, Foothill Store. response:	You again?
context: You won't get muscles if you don't.\Here.\Thanks.\Eat a proper meal.\Hooray\Yes, yes.\Hello, Foothill Store.\You again? response:	But I gotta say...
context: Here.\Thanks.\Eat a proper meal.\Hooray\Yes, yes.\Hello, Foothill Store.\You again?\But I gotta say... response:	Laid-Back sure has an amazing serve.
context: Thanks.\Eat a proper meal.\Hooray\Yes, yes.\Hello, Foothill Store.\You again?\But I gotta say...\Laid-Back sure has an amazing serve. response:	We would've been in trouble if he'd played from the start.
context: Eat a proper meal.\Hooray\Yes, yes.\Hello, Foothill Store.\You again?\But I gotta say...\Laid-Back sure has an amazing serve.\We would've been in trouble if he'd played from the start. response:	He's Kageyama's junior high senpai, after all...
context: Hooray\Yes, yes.\Hello, Foothill Store.\You again?\But I gotta say...\Laid-Back sure has an amazing serve.\We would've been in trouble if he'd played from the start.\He's Kageyama's junior high senpai, after all... response:	Wait a second. Why are you at Karasuno, Kageyama?
context: Yes, yes.\Hello, Foothill Store.\You again?\But I gotta say...\Laid-Back sure has an amazing serve.\We would've been in trouble if he'd played from the start.\He's Kageyama's junior high senpai, after all...\Wait a second. Why are you at Karasuno, Kageyama? response:	The strongest school in the prefecture is Shiratorizawa.
context: Hello, Foothill Store.\You again?\But I gotta say...\Laid-Back sure has an amazing serve.\We would've been in trouble if he'd played from the start.\He's Kageyama's junior high senpai, after all...\Wait a second. Why are you at Karasuno, Kageyama?\The strongest school in the prefecture is Shiratorizawa. response:	Shiratori?
context: You again?\But I gotta say...\Laid-Back sure has an amazing serve.\We would've been in trouble if he'd played from the start.\He's Kageyama's junior high senpai, after all...\Wait a second. Why are you at Karasuno, Kageyama?\The strongest school in the prefecture is Shiratorizawa.\Shiratori? response:	Shiratorizawa. They're top in the prefecture.
context: But I gotta say...\Laid-Back sure has an amazing serve.\We would've been in trouble if he'd played from the start.\He's Kageyama's junior high senpai, after all...\Wait a second. Why are you at Karasuno, Kageyama?\The strongest school in the prefecture is Shiratorizawa.\Shiratori?\Shiratorizawa. They're top in the prefecture. response:	They're a powerhouse school ranked among the top eight in the country.
context: Laid-Back sure has an amazing serve.\We would've been in trouble if he'd played from the start.\He's Kageyama's junior high senpai, after all...\Wait a second. Why are you at Karasuno, Kageyama?\The strongest school in the prefecture is Shiratorizawa.\Shiratori?\Shiratorizawa. They're top in the prefecture.\They're a powerhouse school ranked among the top eight in the country. response:	Oh.
context: We would've been in trouble if he'd played from the start.\He's Kageyama's junior high senpai, after all...\Wait a second. Why are you at Karasuno, Kageyama?\The strongest school in the prefecture is Shiratorizawa.\Shiratori?\Shiratorizawa. They're top in the prefecture.\They're a powerhouse school ranked among the top eight in the country.\Oh. response:	I didn't make Shiratorizawa.
context: He's Kageyama's junior high senpai, after all...\Wait a second. Why are you at Karasuno, Kageyama?\The strongest school in the prefecture is Shiratorizawa.\Shiratori?\Shiratorizawa. They're top in the prefecture.\They're a powerhouse school ranked among the top eight in the country.\Oh.\I didn't make Shiratorizawa. response:	You didn't make it?
context: Wait a second. Why are you at Karasuno, Kageyama?\The strongest school in the prefecture is Shiratorizawa.\Shiratori?\Shiratorizawa. They're top in the prefecture.\They're a powerhouse school ranked among the top eight in the country.\Oh.\I didn't make Shiratorizawa.\You didn't make it? response:	I never got a recommendation from them, so I took a general entrance exam.
context: The strongest school in the prefecture is Shiratorizawa.\Shiratori?\Shiratorizawa. They're top in the prefecture.\They're a powerhouse school ranked among the top eight in the country.\Oh.\I didn't make Shiratorizawa.\You didn't make it?\I never got a recommendation from them, so I took a general entrance exam. response:	I don't know what the meaning of that exam was.
context: Shiratori?\Shiratorizawa. They're top in the prefecture.\They're a powerhouse school ranked among the top eight in the country.\Oh.\I didn't make Shiratorizawa.\You didn't make it?\I never got a recommendation from them, so I took a general entrance exam.\I don't know what the meaning of that exam was. response:	That school is super hard to get into by conventional means.
context: Shiratorizawa. They're top in the prefecture.\They're a powerhouse school ranked among the top eight in the country.\Oh.\I didn't make Shiratorizawa.\You didn't make it?\I never got a recommendation from them, so I took a general entrance exam.\I don't know what the meaning of that exam was.\That school is super hard to get into by conventional means. response:	I guess the King isn't very good at studies.
context: They're a powerhouse school ranked among the top eight in the country.\Oh.\I didn't make Shiratorizawa.\You didn't make it?\I never got a recommendation from them, so I took a general entrance exam.\I don't know what the meaning of that exam was.\That school is super hard to get into by conventional means.\I guess the King isn't very good at studies. response:	See ya.
context: Oh.\I didn't make Shiratorizawa.\You didn't make it?\I never got a recommendation from them, so I took a general entrance exam.\I don't know what the meaning of that exam was.\That school is super hard to get into by conventional means.\I guess the King isn't very good at studies.\See ya. response:	But why did you come to Karasuno?
context: I didn't make Shiratorizawa.\You didn't make it?\I never got a recommendation from them, so I took a general entrance exam.\I don't know what the meaning of that exam was.\That school is super hard to get into by conventional means.\I guess the King isn't very good at studies.\See ya.\But why did you come to Karasuno? response:	Are you an admirer of the Little Giant, too?
context: You didn't make it?\I never got a recommendation from them, so I took a general entrance exam.\I don't know what the meaning of that exam was.\That school is super hard to get into by conventional means.\I guess the King isn't very good at studies.\See ya.\But why did you come to Karasuno?\Are you an admirer of the Little Giant, too? response:	I heard Director Ukai is coming out of retirement.
context: I never got a recommendation from them, so I took a general entrance exam.\I don't know what the meaning of that exam was.\That school is super hard to get into by conventional means.\I guess the King isn't very good at studies.\See ya.\But why did you come to Karasuno?\Are you an admirer of the Little Giant, too?\I heard Director Ukai is coming out of retirement. response:	Ukai?
context: I don't know what the meaning of that exam was.\That school is super hard to get into by conventional means.\I guess the King isn't very good at studies.\See ya.\But why did you come to Karasuno?\Are you an admirer of the Little Giant, too?\I heard Director Ukai is coming out of retirement.\Ukai? response:	An outstanding coach who took unknown Karasuno to the spring nationals!
context: That school is super hard to get into by conventional means.\I guess the King isn't very good at studies.\See ya.\But why did you come to Karasuno?\Are you an admirer of the Little Giant, too?\I heard Director Ukai is coming out of retirement.\Ukai?\An outstanding coach who took unknown Karasuno to the spring nationals! response:	Wow.
context: I guess the King isn't very good at studies.\See ya.\But why did you come to Karasuno?\Are you an admirer of the Little Giant, too?\I heard Director Ukai is coming out of retirement.\Ukai?\An outstanding coach who took unknown Karasuno to the spring nationals!\Wow. response:	The name Ukai of Karasuno is famous.
context: See ya.\But why did you come to Karasuno?\Are you an admirer of the Little Giant, too?\I heard Director Ukai is coming out of retirement.\Ukai?\An outstanding coach who took unknown Karasuno to the spring nationals!\Wow.\The name Ukai of Karasuno is famous. response:	They called him the director in charge of vicious ravens.
context: But why did you come to Karasuno?\Are you an admirer of the Little Giant, too?\I heard Director Ukai is coming out of retirement.\Ukai?\An outstanding coach who took unknown Karasuno to the spring nationals!\Wow.\The name Ukai of Karasuno is famous.\They called him the director in charge of vicious ravens. response:	Second and third-years got some coaching from him.
context: Are you an admirer of the Little Giant, too?\I heard Director Ukai is coming out of retirement.\Ukai?\An outstanding coach who took unknown Karasuno to the spring nationals!\Wow.\The name Ukai of Karasuno is famous.\They called him the director in charge of vicious ravens.\Second and third-years got some coaching from him. response:	He was pretty Spartan.
context: I heard Director Ukai is coming out of retirement.\Ukai?\An outstanding coach who took unknown Karasuno to the spring nationals!\Wow.\The name Ukai of Karasuno is famous.\They called him the director in charge of vicious ravens.\Second and third-years got some coaching from him.\He was pretty Spartan. response:	Why do you look so envious?
context: Ukai?\An outstanding coach who took unknown Karasuno to the spring nationals!\Wow.\The name Ukai of Karasuno is famous.\They called him the director in charge of vicious ravens.\Second and third-years got some coaching from him.\He was pretty Spartan.\Why do you look so envious? response:	Director Ukai was going to officially come out of retirement, but...
context: An outstanding coach who took unknown Karasuno to the spring nationals!\Wow.\The name Ukai of Karasuno is famous.\They called him the director in charge of vicious ravens.\Second and third-years got some coaching from him.\He was pretty Spartan.\Why do you look so envious?\Director Ukai was going to officially come out of retirement, but... response:	He was hospitalized?
context: Wow.\The name Ukai of Karasuno is famous.\They called him the director in charge of vicious ravens.\Second and third-years got some coaching from him.\He was pretty Spartan.\Why do you look so envious?\Director Ukai was going to officially come out of retirement, but...\He was hospitalized? response:	There's no information about his recovery prospects. Sorry...
context: The name Ukai of Karasuno is famous.\They called him the director in charge of vicious ravens.\Second and third-years got some coaching from him.\He was pretty Spartan.\Why do you look so envious?\Director Ukai was going to officially come out of retirement, but...\He was hospitalized?\There's no information about his recovery prospects. Sorry... response:	But I figured, no matter what school I attended,
context: They called him the director in charge of vicious ravens.\Second and third-years got some coaching from him.\He was pretty Spartan.\Why do you look so envious?\Director Ukai was going to officially come out of retirement, but...\He was hospitalized?\There's no information about his recovery prospects. Sorry...\But I figured, no matter what school I attended, response:	I'd be up against high school students like me.
context: Second and third-years got some coaching from him.\He was pretty Spartan.\Why do you look so envious?\Director Ukai was going to officially come out of retirement, but...\He was hospitalized?\There's no information about his recovery prospects. Sorry...\But I figured, no matter what school I attended,\I'd be up against high school students like me. response:	There's no reason why I couldn't win.
context: He was pretty Spartan.\Why do you look so envious?\Director Ukai was going to officially come out of retirement, but...\He was hospitalized?\There's no information about his recovery prospects. Sorry...\But I figured, no matter what school I attended,\I'd be up against high school students like me.\There's no reason why I couldn't win. response:	Cut the sour grapes.
context: Why do you look so envious?\Director Ukai was going to officially come out of retirement, but...\He was hospitalized?\There's no information about his recovery prospects. Sorry...\But I figured, no matter what school I attended,\I'd be up against high school students like me.\There's no reason why I couldn't win.\Cut the sour grapes. response:	You can act cool about it, but you failed just the same.
context: Director Ukai was going to officially come out of retirement, but...\He was hospitalized?\There's no information about his recovery prospects. Sorry...\But I figured, no matter what school I attended,\I'd be up against high school students like me.\There's no reason why I couldn't win.\Cut the sour grapes.\You can act cool about it, but you failed just the same. response:	That's not true. I'm not acting cool about it.
context: He was hospitalized?\There's no information about his recovery prospects. Sorry...\But I figured, no matter what school I attended,\I'd be up against high school students like me.\There's no reason why I couldn't win.\Cut the sour grapes.\You can act cool about it, but you failed just the same.\That's not true. I'm not acting cool about it. response:	We did defeat a top four team today, didn't we?
context: There's no information about his recovery prospects. Sorry...\But I figured, no matter what school I attended,\I'd be up against high school students like me.\There's no reason why I couldn't win.\Cut the sour grapes.\You can act cool about it, but you failed just the same.\That's not true. I'm not acting cool about it.\We did defeat a top four team today, didn't we? response:	True, 2-1 against Seijoh.
