context: My head hurts. response:	I drank too much.
context: Man, still, today's work was rough, wasn't it?\I can show off how close me and Miss Kobayashi are!\Key Performance, Cycle Process, Rewrites, Iterations, Revisions, Solutions, Alpha Tests, Source Level Compatibility, Anti-Pattern, Steering Committee, Transaction Division, Project Management, Development Processes, Frontloading, Metrics, Spiral Models, Evidence, Coders, Dumps, Crashing, Spaghetti Code, Cutovers, Moderation\We're only secondary or tertiary subcontractors, so what can we do?\Key Performance, Cycle Process, Rewrites, Iterations, Revisions, Solutions, Alpha Tests, Source Level Compatibility, Anti-Pattern, Steering Committee, Transaction Division, Project Management, Development Processes, Frontloading, Metrics, Spiral Models, Evidence, Coders, Dumps, Crashing, Spaghetti Code, Cutovers, Moderation\But when we follow their exact directions, it always causes failures, right?\And if we don't point it out, the developers don't notice either.\Key Performance, Cycle Process, Rewrites, Iterations, Revisions, Solutions, Alpha Tests, Source Level Compatibility, Anti-Pattern, Steering Committee, Transaction Division, Project Management, Development Processes, Frontloading, Metrics, Spiral Models, Evidence, Coders, Dumps, Crashing, Spaghetti Code, Cutovers, Moderation response:	That's why correcting that is part of our job.
context: I can show off how close me and Miss Kobayashi are!\Key Performance, Cycle Process, Rewrites, Iterations, Revisions, Solutions, Alpha Tests, Source Level Compatibility, Anti-Pattern, Steering Committee, Transaction Division, Project Management, Development Processes, Frontloading, Metrics, Spiral Models, Evidence, Coders, Dumps, Crashing, Spaghetti Code, Cutovers, Moderation\We're only secondary or tertiary subcontractors, so what can we do?\Key Performance, Cycle Process, Rewrites, Iterations, Revisions, Solutions, Alpha Tests, Source Level Compatibility, Anti-Pattern, Steering Committee, Transaction Division, Project Management, Development Processes, Frontloading, Metrics, Spiral Models, Evidence, Coders, Dumps, Crashing, Spaghetti Code, Cutovers, Moderation\But when we follow their exact directions, it always causes failures, right?\And if we don't point it out, the developers don't notice either.\Key Performance, Cycle Process, Rewrites, Iterations, Revisions, Solutions, Alpha Tests, Source Level Compatibility, Anti-Pattern, Steering Committee, Transaction Division, Project Management, Development Processes, Frontloading, Metrics, Spiral Models, Evidence, Coders, Dumps, Crashing, Spaghetti Code, Cutovers, Moderation\That's why correcting that is part of our job. response:	Key Performance, Cycle Process, Rewrites, Iterations, Revisions, Solutions, Alpha Tests, Source Level Compatibility, Anti-Pattern, Steering Committee, Transaction Division, Project Management, Development Processes, Frontloading, Metrics, Spiral Models, Evidence, Coders, Dumps, Crashing, Spaghetti Code, Cutovers, Moderation
context: Key Performance, Cycle Process, Rewrites, Iterations, Revisions, Solutions, Alpha Tests, Source Level Compatibility, Anti-Pattern, Steering Committee, Transaction Division, Project Management, Development Processes, Frontloading, Metrics, Spiral Models, Evidence, Coders, Dumps, Crashing, Spaghetti Code, Cutovers, Moderation\We're only secondary or tertiary subcontractors, so what can we do?\Key Performance, Cycle Process, Rewrites, Iterations, Revisions, Solutions, Alpha Tests, Source Level Compatibility, Anti-Pattern, Steering Committee, Transaction Division, Project Management, Development Processes, Frontloading, Metrics, Spiral Models, Evidence, Coders, Dumps, Crashing, Spaghetti Code, Cutovers, Moderation\But when we follow their exact directions, it always causes failures, right?\And if we don't point it out, the developers don't notice either.\Key Performance, Cycle Process, Rewrites, Iterations, Revisions, Solutions, Alpha Tests, Source Level Compatibility, Anti-Pattern, Steering Committee, Transaction Division, Project Management, Development Processes, Frontloading, Metrics, Spiral Models, Evidence, Coders, Dumps, Crashing, Spaghetti Code, Cutovers, Moderation\That's why correcting that is part of our job.\Key Performance, Cycle Process, Rewrites, Iterations, Revisions, Solutions, Alpha Tests, Source Level Compatibility, Anti-Pattern, Steering Committee, Transaction Division, Project Management, Development Processes, Frontloading, Metrics, Spiral Models, Evidence, Coders, Dumps, Crashing, Spaghetti Code, Cutovers, Moderation response:	I know that, I'm just complaining about them foisting their problems on us.
context: We're only secondary or tertiary subcontractors, so what can we do?\Key Performance, Cycle Process, Rewrites, Iterations, Revisions, Solutions, Alpha Tests, Source Level Compatibility, Anti-Pattern, Steering Committee, Transaction Division, Project Management, Development Processes, Frontloading, Metrics, Spiral Models, Evidence, Coders, Dumps, Crashing, Spaghetti Code, Cutovers, Moderation\But when we follow their exact directions, it always causes failures, right?\And if we don't point it out, the developers don't notice either.\Key Performance, Cycle Process, Rewrites, Iterations, Revisions, Solutions, Alpha Tests, Source Level Compatibility, Anti-Pattern, Steering Committee, Transaction Division, Project Management, Development Processes, Frontloading, Metrics, Spiral Models, Evidence, Coders, Dumps, Crashing, Spaghetti Code, Cutovers, Moderation\That's why correcting that is part of our job.\Key Performance, Cycle Process, Rewrites, Iterations, Revisions, Solutions, Alpha Tests, Source Level Compatibility, Anti-Pattern, Steering Committee, Transaction Division, Project Management, Development Processes, Frontloading, Metrics, Spiral Models, Evidence, Coders, Dumps, Crashing, Spaghetti Code, Cutovers, Moderation\I know that, I'm just complaining about them foisting their problems on us. response:	It's common for schedules to be based on people taking on more roles. Common.
context: Key Performance, Cycle Process, Rewrites, Iterations, Revisions, Solutions, Alpha Tests, Source Level Compatibility, Anti-Pattern, Steering Committee, Transaction Division, Project Management, Development Processes, Frontloading, Metrics, Spiral Models, Evidence, Coders, Dumps, Crashing, Spaghetti Code, Cutovers, Moderation\But when we follow their exact directions, it always causes failures, right?\And if we don't point it out, the developers don't notice either.\Key Performance, Cycle Process, Rewrites, Iterations, Revisions, Solutions, Alpha Tests, Source Level Compatibility, Anti-Pattern, Steering Committee, Transaction Division, Project Management, Development Processes, Frontloading, Metrics, Spiral Models, Evidence, Coders, Dumps, Crashing, Spaghetti Code, Cutovers, Moderation\That's why correcting that is part of our job.\Key Performance, Cycle Process, Rewrites, Iterations, Revisions, Solutions, Alpha Tests, Source Level Compatibility, Anti-Pattern, Steering Committee, Transaction Division, Project Management, Development Processes, Frontloading, Metrics, Spiral Models, Evidence, Coders, Dumps, Crashing, Spaghetti Code, Cutovers, Moderation\I know that, I'm just complaining about them foisting their problems on us.\It's common for schedules to be based on people taking on more roles. Common. response:	I can't follow what they're saying at all...
context: But when we follow their exact directions, it always causes failures, right?\And if we don't point it out, the developers don't notice either.\Key Performance, Cycle Process, Rewrites, Iterations, Revisions, Solutions, Alpha Tests, Source Level Compatibility, Anti-Pattern, Steering Committee, Transaction Division, Project Management, Development Processes, Frontloading, Metrics, Spiral Models, Evidence, Coders, Dumps, Crashing, Spaghetti Code, Cutovers, Moderation\That's why correcting that is part of our job.\Key Performance, Cycle Process, Rewrites, Iterations, Revisions, Solutions, Alpha Tests, Source Level Compatibility, Anti-Pattern, Steering Committee, Transaction Division, Project Management, Development Processes, Frontloading, Metrics, Spiral Models, Evidence, Coders, Dumps, Crashing, Spaghetti Code, Cutovers, Moderation\I know that, I'm just complaining about them foisting their problems on us.\It's common for schedules to be based on people taking on more roles. Common.\I can't follow what they're saying at all... response:	Speak Dragon, please.
context: And if we don't point it out, the developers don't notice either.\Key Performance, Cycle Process, Rewrites, Iterations, Revisions, Solutions, Alpha Tests, Source Level Compatibility, Anti-Pattern, Steering Committee, Transaction Division, Project Management, Development Processes, Frontloading, Metrics, Spiral Models, Evidence, Coders, Dumps, Crashing, Spaghetti Code, Cutovers, Moderation\That's why correcting that is part of our job.\Key Performance, Cycle Process, Rewrites, Iterations, Revisions, Solutions, Alpha Tests, Source Level Compatibility, Anti-Pattern, Steering Committee, Transaction Division, Project Management, Development Processes, Frontloading, Metrics, Spiral Models, Evidence, Coders, Dumps, Crashing, Spaghetti Code, Cutovers, Moderation\I know that, I'm just complaining about them foisting their problems on us.\It's common for schedules to be based on people taking on more roles. Common.\I can't follow what they're saying at all...\Speak Dragon, please. response:	Ah, I'm sorry, Tohru-chan.
context: Key Performance, Cycle Process, Rewrites, Iterations, Revisions, Solutions, Alpha Tests, Source Level Compatibility, Anti-Pattern, Steering Committee, Transaction Division, Project Management, Development Processes, Frontloading, Metrics, Spiral Models, Evidence, Coders, Dumps, Crashing, Spaghetti Code, Cutovers, Moderation\That's why correcting that is part of our job.\Key Performance, Cycle Process, Rewrites, Iterations, Revisions, Solutions, Alpha Tests, Source Level Compatibility, Anti-Pattern, Steering Committee, Transaction Division, Project Management, Development Processes, Frontloading, Metrics, Spiral Models, Evidence, Coders, Dumps, Crashing, Spaghetti Code, Cutovers, Moderation\I know that, I'm just complaining about them foisting their problems on us.\It's common for schedules to be based on people taking on more roles. Common.\I can't follow what they're saying at all...\Speak Dragon, please.\Ah, I'm sorry, Tohru-chan. response:	It's hard for you to join in the conversation, right?
context: That's why correcting that is part of our job.\Key Performance, Cycle Process, Rewrites, Iterations, Revisions, Solutions, Alpha Tests, Source Level Compatibility, Anti-Pattern, Steering Committee, Transaction Division, Project Management, Development Processes, Frontloading, Metrics, Spiral Models, Evidence, Coders, Dumps, Crashing, Spaghetti Code, Cutovers, Moderation\I know that, I'm just complaining about them foisting their problems on us.\It's common for schedules to be based on people taking on more roles. Common.\I can't follow what they're saying at all...\Speak Dragon, please.\Ah, I'm sorry, Tohru-chan.\It's hard for you to join in the conversation, right? response:	Th-The level's so low I don't feel like joining in, that's all!
context: Key Performance, Cycle Process, Rewrites, Iterations, Revisions, Solutions, Alpha Tests, Source Level Compatibility, Anti-Pattern, Steering Committee, Transaction Division, Project Management, Development Processes, Frontloading, Metrics, Spiral Models, Evidence, Coders, Dumps, Crashing, Spaghetti Code, Cutovers, Moderation\I know that, I'm just complaining about them foisting their problems on us.\It's common for schedules to be based on people taking on more roles. Common.\I can't follow what they're saying at all...\Speak Dragon, please.\Ah, I'm sorry, Tohru-chan.\It's hard for you to join in the conversation, right?\Th-The level's so low I don't feel like joining in, that's all! response:	Ah.
context: I know that, I'm just complaining about them foisting their problems on us.\It's common for schedules to be based on people taking on more roles. Common.\I can't follow what they're saying at all...\Speak Dragon, please.\Ah, I'm sorry, Tohru-chan.\It's hard for you to join in the conversation, right?\Th-The level's so low I don't feel like joining in, that's all!\Ah. response:	Let's talk more about Ragnarok and Armageddon!
context: It's common for schedules to be based on people taking on more roles. Common.\I can't follow what they're saying at all...\Speak Dragon, please.\Ah, I'm sorry, Tohru-chan.\It's hard for you to join in the conversation, right?\Th-The level's so low I don't feel like joining in, that's all!\Ah.\Let's talk more about Ragnarok and Armageddon! response:	Huh?!
context: I can't follow what they're saying at all...\Speak Dragon, please.\Ah, I'm sorry, Tohru-chan.\It's hard for you to join in the conversation, right?\Th-The level's so low I don't feel like joining in, that's all!\Ah.\Let's talk more about Ragnarok and Armageddon!\Huh?! response:	Besides, I've had enough of this!
context: Speak Dragon, please.\Ah, I'm sorry, Tohru-chan.\It's hard for you to join in the conversation, right?\Th-The level's so low I don't feel like joining in, that's all!\Ah.\Let's talk more about Ragnarok and Armageddon!\Huh?!\Besides, I've had enough of this! response:	Time to use force!
context: Ah, I'm sorry, Tohru-chan.\It's hard for you to join in the conversation, right?\Th-The level's so low I don't feel like joining in, that's all!\Ah.\Let's talk more about Ragnarok and Armageddon!\Huh?!\Besides, I've had enough of this!\Time to use force! response:	I'll kill you, then leave you out to feed the jackals!
context: It's hard for you to join in the conversation, right?\Th-The level's so low I don't feel like joining in, that's all!\Ah.\Let's talk more about Ragnarok and Armageddon!\Huh?!\Besides, I've had enough of this!\Time to use force!\I'll kill you, then leave you out to feed the jackals! response:	Miss Kobayashi?
context: Th-The level's so low I don't feel like joining in, that's all!\Ah.\Let's talk more about Ragnarok and Armageddon!\Huh?!\Besides, I've had enough of this!\Time to use force!\I'll kill you, then leave you out to feed the jackals!\Miss Kobayashi? response:	Tohru!
context: Ah.\Let's talk more about Ragnarok and Armageddon!\Huh?!\Besides, I've had enough of this!\Time to use force!\I'll kill you, then leave you out to feed the jackals!\Miss Kobayashi?\Tohru! response:	Maids don't talk like that!
context: Let's talk more about Ragnarok and Armageddon!\Huh?!\Besides, I've had enough of this!\Time to use force!\I'll kill you, then leave you out to feed the jackals!\Miss Kobayashi?\Tohru!\Maids don't talk like that! response:	She's drunk!
context: Huh?!\Besides, I've had enough of this!\Time to use force!\I'll kill you, then leave you out to feed the jackals!\Miss Kobayashi?\Tohru!\Maids don't talk like that!\She's drunk! response:	First of all, what's with your maid uniform?
context: Besides, I've had enough of this!\Time to use force!\I'll kill you, then leave you out to feed the jackals!\Miss Kobayashi?\Tohru!\Maids don't talk like that!\She's drunk!\First of all, what's with your maid uniform? response:	Gripe
context: Time to use force!\I'll kill you, then leave you out to feed the jackals!\Miss Kobayashi?\Tohru!\Maids don't talk like that!\She's drunk!\First of all, what's with your maid uniform?\Gripe response:	Are you underestimating maids?
context: I'll kill you, then leave you out to feed the jackals!\Miss Kobayashi?\Tohru!\Maids don't talk like that!\She's drunk!\First of all, what's with your maid uniform?\Gripe\Are you underestimating maids? response:	Braid your hair and put it in a cap.
context: Miss Kobayashi?\Tohru!\Maids don't talk like that!\She's drunk!\First of all, what's with your maid uniform?\Gripe\Are you underestimating maids?\Braid your hair and put it in a cap. response:	We've got enough french maids. That's just cosplay now.
context: Tohru!\Maids don't talk like that!\She's drunk!\First of all, what's with your maid uniform?\Gripe\Are you underestimating maids?\Braid your hair and put it in a cap.\We've got enough french maids. That's just cosplay now. response:	Here it comes!
context: Maids don't talk like that!\She's drunk!\First of all, what's with your maid uniform?\Gripe\Are you underestimating maids?\Braid your hair and put it in a cap.\We've got enough french maids. That's just cosplay now.\Here it comes! response:	T-Takiya-san?!
context: She's drunk!\First of all, what's with your maid uniform?\Gripe\Are you underestimating maids?\Braid your hair and put it in a cap.\We've got enough french maids. That's just cosplay now.\Here it comes!\T-Takiya-san?! response:	Kobayashi-dono!
context: First of all, what's with your maid uniform?\Gripe\Are you underestimating maids?\Braid your hair and put it in a cap.\We've got enough french maids. That's just cosplay now.\Here it comes!\T-Takiya-san?!\Kobayashi-dono! response:	I agree Tohru-tan's a cosplay-level maid!
context: Gripe\Are you underestimating maids?\Braid your hair and put it in a cap.\We've got enough french maids. That's just cosplay now.\Here it comes!\T-Takiya-san?!\Kobayashi-dono!\I agree Tohru-tan's a cosplay-level maid! response:	She's just like those foreigners pretending to be ninja or samurai!
context: Are you underestimating maids?\Braid your hair and put it in a cap.\We've got enough french maids. That's just cosplay now.\Here it comes!\T-Takiya-san?!\Kobayashi-dono!\I agree Tohru-tan's a cosplay-level maid!\She's just like those foreigners pretending to be ninja or samurai! response:	That's right!
context: Braid your hair and put it in a cap.\We've got enough french maids. That's just cosplay now.\Here it comes!\T-Takiya-san?!\Kobayashi-dono!\I agree Tohru-tan's a cosplay-level maid!\She's just like those foreigners pretending to be ninja or samurai!\That's right! response:	I'll acknowledge the cuteness of the Gothic lolita trend,
context: We've got enough french maids. That's just cosplay now.\Here it comes!\T-Takiya-san?!\Kobayashi-dono!\I agree Tohru-tan's a cosplay-level maid!\She's just like those foreigners pretending to be ninja or samurai!\That's right!\I'll acknowledge the cuteness of the Gothic lolita trend, response:	but that draws a clear line as local fashion!
context: Here it comes!\T-Takiya-san?!\Kobayashi-dono!\I agree Tohru-tan's a cosplay-level maid!\She's just like those foreigners pretending to be ninja or samurai!\That's right!\I'll acknowledge the cuteness of the Gothic lolita trend,\but that draws a clear line as local fashion! response:	Exactly! While lolita and maid fashion may acknowledge one another,
context: T-Takiya-san?!\Kobayashi-dono!\I agree Tohru-tan's a cosplay-level maid!\She's just like those foreigners pretending to be ninja or samurai!\That's right!\I'll acknowledge the cuteness of the Gothic lolita trend,\but that draws a clear line as local fashion!\Exactly! While lolita and maid fashion may acknowledge one another, response:	they should be more careful about blending together!
context: Kobayashi-dono!\I agree Tohru-tan's a cosplay-level maid!\She's just like those foreigners pretending to be ninja or samurai!\That's right!\I'll acknowledge the cuteness of the Gothic lolita trend,\but that draws a clear line as local fashion!\Exactly! While lolita and maid fashion may acknowledge one another,\they should be more careful about blending together! response:	In the first place, maid costumes like hers spread throughout Japan because...
context: I agree Tohru-tan's a cosplay-level maid!\She's just like those foreigners pretending to be ninja or samurai!\That's right!\I'll acknowledge the cuteness of the Gothic lolita trend,\but that draws a clear line as local fashion!\Exactly! While lolita and maid fashion may acknowledge one another,\they should be more careful about blending together!\In the first place, maid costumes like hers spread throughout Japan because... response:	This has gone beyond joining or not joining the conversation.
context: She's just like those foreigners pretending to be ninja or samurai!\That's right!\I'll acknowledge the cuteness of the Gothic lolita trend,\but that draws a clear line as local fashion!\Exactly! While lolita and maid fashion may acknowledge one another,\they should be more careful about blending together!\In the first place, maid costumes like hers spread throughout Japan because...\This has gone beyond joining or not joining the conversation. response:	Hey, Tohru!
context: That's right!\I'll acknowledge the cuteness of the Gothic lolita trend,\but that draws a clear line as local fashion!\Exactly! While lolita and maid fashion may acknowledge one another,\they should be more careful about blending together!\In the first place, maid costumes like hers spread throughout Japan because...\This has gone beyond joining or not joining the conversation.\Hey, Tohru! response:	We're giving you some high-level maid conversations, so talk. Got it?
context: I'll acknowledge the cuteness of the Gothic lolita trend,\but that draws a clear line as local fashion!\Exactly! While lolita and maid fashion may acknowledge one another,\they should be more careful about blending together!\In the first place, maid costumes like hers spread throughout Japan because...\This has gone beyond joining or not joining the conversation.\Hey, Tohru!\We're giving you some high-level maid conversations, so talk. Got it? response:	I-I'm sorry.
context: but that draws a clear line as local fashion!\Exactly! While lolita and maid fashion may acknowledge one another,\they should be more careful about blending together!\In the first place, maid costumes like hers spread throughout Japan because...\This has gone beyond joining or not joining the conversation.\Hey, Tohru!\We're giving you some high-level maid conversations, so talk. Got it?\I-I'm sorry. response:	Tohru-tan, those horns of yours really raise the cosplay level, too...
context: Exactly! While lolita and maid fashion may acknowledge one another,\they should be more careful about blending together!\In the first place, maid costumes like hers spread throughout Japan because...\This has gone beyond joining or not joining the conversation.\Hey, Tohru!\We're giving you some high-level maid conversations, so talk. Got it?\I-I'm sorry.\Tohru-tan, those horns of yours really raise the cosplay level, too... response:	I'm a dragon, so I don't know what you're talking about.
context: they should be more careful about blending together!\In the first place, maid costumes like hers spread throughout Japan because...\This has gone beyond joining or not joining the conversation.\Hey, Tohru!\We're giving you some high-level maid conversations, so talk. Got it?\I-I'm sorry.\Tohru-tan, those horns of yours really raise the cosplay level, too...\I'm a dragon, so I don't know what you're talking about. response:	Strip.
context: In the first place, maid costumes like hers spread throughout Japan because...\This has gone beyond joining or not joining the conversation.\Hey, Tohru!\We're giving you some high-level maid conversations, so talk. Got it?\I-I'm sorry.\Tohru-tan, those horns of yours really raise the cosplay level, too...\I'm a dragon, so I don't know what you're talking about.\Strip. response:	Huh?
context: This has gone beyond joining or not joining the conversation.\Hey, Tohru!\We're giving you some high-level maid conversations, so talk. Got it?\I-I'm sorry.\Tohru-tan, those horns of yours really raise the cosplay level, too...\I'm a dragon, so I don't know what you're talking about.\Strip.\Huh? response:	Strip!
context: Hey, Tohru!\We're giving you some high-level maid conversations, so talk. Got it?\I-I'm sorry.\Tohru-tan, those horns of yours really raise the cosplay level, too...\I'm a dragon, so I don't know what you're talking about.\Strip.\Huh?\Strip! response:	Huh?
context: We're giving you some high-level maid conversations, so talk. Got it?\I-I'm sorry.\Tohru-tan, those horns of yours really raise the cosplay level, too...\I'm a dragon, so I don't know what you're talking about.\Strip.\Huh?\Strip!\Huh? response:	Hide them!
context: I-I'm sorry.\Tohru-tan, those horns of yours really raise the cosplay level, too...\I'm a dragon, so I don't know what you're talking about.\Strip.\Huh?\Strip!\Huh?\Hide them! response:	Hide your breasts and loins!
context: Tohru-tan, those horns of yours really raise the cosplay level, too...\I'm a dragon, so I don't know what you're talking about.\Strip.\Huh?\Strip!\Huh?\Hide them!\Hide your breasts and loins! response:	Acting embarrassed when you're stripped is part of proper behavior!
context: I'm a dragon, so I don't know what you're talking about.\Strip.\Huh?\Strip!\Huh?\Hide them!\Hide your breasts and loins!\Acting embarrassed when you're stripped is part of proper behavior! response:	Y-Yes!
context: Strip.\Huh?\Strip!\Huh?\Hide them!\Hide your breasts and loins!\Acting embarrassed when you're stripped is part of proper behavior!\Y-Yes! response:	Not enough embarrassment!
context: Huh?\Strip!\Huh?\Hide them!\Hide your breasts and loins!\Acting embarrassed when you're stripped is part of proper behavior!\Y-Yes!\Not enough embarrassment! response:	Show us what you're made of!
context: Strip!\Huh?\Hide them!\Hide your breasts and loins!\Acting embarrassed when you're stripped is part of proper behavior!\Y-Yes!\Not enough embarrassment!\Show us what you're made of! response:	H-Humans are terrifying!
context: Huh?\Hide them!\Hide your breasts and loins!\Acting embarrassed when you're stripped is part of proper behavior!\Y-Yes!\Not enough embarrassment!\Show us what you're made of!\H-Humans are terrifying! response:	Bring more liquor and maids!
context: Hide them!\Hide your breasts and loins!\Acting embarrassed when you're stripped is part of proper behavior!\Y-Yes!\Not enough embarrassment!\Show us what you're made of!\H-Humans are terrifying!\Bring more liquor and maids! response:	Victorian maids!
context: Hide your breasts and loins!\Acting embarrassed when you're stripped is part of proper behavior!\Y-Yes!\Not enough embarrassment!\Show us what you're made of!\H-Humans are terrifying!\Bring more liquor and maids!\Victorian maids! response:	I'm sorry, Tohru-chan.
context: Acting embarrassed when you're stripped is part of proper behavior!\Y-Yes!\Not enough embarrassment!\Show us what you're made of!\H-Humans are terrifying!\Bring more liquor and maids!\Victorian maids!\I'm sorry, Tohru-chan. response:	I usually go drinking with Kobayashi-san to chat about maids.
context: Y-Yes!\Not enough embarrassment!\Show us what you're made of!\H-Humans are terrifying!\Bring more liquor and maids!\Victorian maids!\I'm sorry, Tohru-chan.\I usually go drinking with Kobayashi-san to chat about maids. response:	I'm secretly an otaku, so outings like this are very precious to me.
context: Not enough embarrassment!\Show us what you're made of!\H-Humans are terrifying!\Bring more liquor and maids!\Victorian maids!\I'm sorry, Tohru-chan.\I usually go drinking with Kobayashi-san to chat about maids.\I'm secretly an otaku, so outings like this are very precious to me. response:	Yes, I understand.
context: Show us what you're made of!\H-Humans are terrifying!\Bring more liquor and maids!\Victorian maids!\I'm sorry, Tohru-chan.\I usually go drinking with Kobayashi-san to chat about maids.\I'm secretly an otaku, so outings like this are very precious to me.\Yes, I understand. response:	In exchange, I'll be surprising you a bit.
context: H-Humans are terrifying!\Bring more liquor and maids!\Victorian maids!\I'm sorry, Tohru-chan.\I usually go drinking with Kobayashi-san to chat about maids.\I'm secretly an otaku, so outings like this are very precious to me.\Yes, I understand.\In exchange, I'll be surprising you a bit. response:	We'll say I drank too much.
context: Bring more liquor and maids!\Victorian maids!\I'm sorry, Tohru-chan.\I usually go drinking with Kobayashi-san to chat about maids.\I'm secretly an otaku, so outings like this are very precious to me.\Yes, I understand.\In exchange, I'll be surprising you a bit.\We'll say I drank too much. response:	You really like Kobayashi-san, huh?
context: Victorian maids!\I'm sorry, Tohru-chan.\I usually go drinking with Kobayashi-san to chat about maids.\I'm secretly an otaku, so outings like this are very precious to me.\Yes, I understand.\In exchange, I'll be surprising you a bit.\We'll say I drank too much.\You really like Kobayashi-san, huh? response:	Yes.
context: I'm sorry, Tohru-chan.\I usually go drinking with Kobayashi-san to chat about maids.\I'm secretly an otaku, so outings like this are very precious to me.\Yes, I understand.\In exchange, I'll be surprising you a bit.\We'll say I drank too much.\You really like Kobayashi-san, huh?\Yes. response:	Though I hate you.
context: I usually go drinking with Kobayashi-san to chat about maids.\I'm secretly an otaku, so outings like this are very precious to me.\Yes, I understand.\In exchange, I'll be surprising you a bit.\We'll say I drank too much.\You really like Kobayashi-san, huh?\Yes.\Though I hate you. response:	So humans all soil their clothes with waste products?
context: I'm secretly an otaku, so outings like this are very precious to me.\Yes, I understand.\In exchange, I'll be surprising you a bit.\We'll say I drank too much.\You really like Kobayashi-san, huh?\Yes.\Though I hate you.\So humans all soil their clothes with waste products? response:	Inferior species!
context: Yes, I understand.\In exchange, I'll be surprising you a bit.\We'll say I drank too much.\You really like Kobayashi-san, huh?\Yes.\Though I hate you.\So humans all soil their clothes with waste products?\Inferior species! response:	Miss Kobayashi's waste...
context: In exchange, I'll be surprising you a bit.\We'll say I drank too much.\You really like Kobayashi-san, huh?\Yes.\Though I hate you.\So humans all soil their clothes with waste products?\Inferior species!\Miss Kobayashi's waste... response:	Hmm, none left.
context: We'll say I drank too much.\You really like Kobayashi-san, huh?\Yes.\Though I hate you.\So humans all soil their clothes with waste products?\Inferior species!\Miss Kobayashi's waste...\Hmm, none left. response:	I told you before, didn't I?
context: You really like Kobayashi-san, huh?\Yes.\Though I hate you.\So humans all soil their clothes with waste products?\Inferior species!\Miss Kobayashi's waste...\Hmm, none left.\I told you before, didn't I? response:	Stop licking the laundry.
context: Yes.\Though I hate you.\So humans all soil their clothes with waste products?\Inferior species!\Miss Kobayashi's waste...\Hmm, none left.\I told you before, didn't I?\Stop licking the laundry. response:	Yes.
context: Though I hate you.\So humans all soil their clothes with waste products?\Inferior species!\Miss Kobayashi's waste...\Hmm, none left.\I told you before, didn't I?\Stop licking the laundry.\Yes. response:	From now on I'll handle it by licking you directly, Miss Kobayashi.
context: So humans all soil their clothes with waste products?\Inferior species!\Miss Kobayashi's waste...\Hmm, none left.\I told you before, didn't I?\Stop licking the laundry.\Yes.\From now on I'll handle it by licking you directly, Miss Kobayashi. response:	Don't lick me.
context: Inferior species!\Miss Kobayashi's waste...\Hmm, none left.\I told you before, didn't I?\Stop licking the laundry.\Yes.\From now on I'll handle it by licking you directly, Miss Kobayashi.\Don't lick me. response:	Also, there's the way you do laundry!
context: Miss Kobayashi's waste...\Hmm, none left.\I told you before, didn't I?\Stop licking the laundry.\Yes.\From now on I'll handle it by licking you directly, Miss Kobayashi.\Don't lick me.\Also, there's the way you do laundry! response:	Am I doing it wrong?
context: Hmm, none left.\I told you before, didn't I?\Stop licking the laundry.\Yes.\From now on I'll handle it by licking you directly, Miss Kobayashi.\Don't lick me.\Also, there's the way you do laundry!\Am I doing it wrong? response:	You are!
context: I told you before, didn't I?\Stop licking the laundry.\Yes.\From now on I'll handle it by licking you directly, Miss Kobayashi.\Don't lick me.\Also, there's the way you do laundry!\Am I doing it wrong?\You are! response:	Try listing the steps for doing laundry.
context: Stop licking the laundry.\Yes.\From now on I'll handle it by licking you directly, Miss Kobayashi.\Don't lick me.\Also, there's the way you do laundry!\Am I doing it wrong?\You are!\Try listing the steps for doing laundry. response:	Yes.
context: Yes.\From now on I'll handle it by licking you directly, Miss Kobayashi.\Don't lick me.\Also, there's the way you do laundry!\Am I doing it wrong?\You are!\Try listing the steps for doing laundry.\Yes. response:	First, I use my clairvoyance to check inside your pockets.
context: From now on I'll handle it by licking you directly, Miss Kobayashi.\Don't lick me.\Also, there's the way you do laundry!\Am I doing it wrong?\You are!\Try listing the steps for doing laundry.\Yes.\First, I use my clairvoyance to check inside your pockets. response:	Okay.
context: Don't lick me.\Also, there's the way you do laundry!\Am I doing it wrong?\You are!\Try listing the steps for doing laundry.\Yes.\First, I use my clairvoyance to check inside your pockets.\Okay. response:	Then I separate them into plain and patterned piles,
context: Also, there's the way you do laundry!\Am I doing it wrong?\You are!\Try listing the steps for doing laundry.\Yes.\First, I use my clairvoyance to check inside your pockets.\Okay.\Then I separate them into plain and patterned piles, response:	Hurry up and finish!
context: Am I doing it wrong?\You are!\Try listing the steps for doing laundry.\Yes.\First, I use my clairvoyance to check inside your pockets.\Okay.\Then I separate them into plain and patterned piles,\Hurry up and finish! response:	and wash them using separate detergents.
context: You are!\Try listing the steps for doing laundry.\Yes.\First, I use my clairvoyance to check inside your pockets.\Okay.\Then I separate them into plain and patterned piles,\Hurry up and finish!\and wash them using separate detergents. response:	Good.
context: Try listing the steps for doing laundry.\Yes.\First, I use my clairvoyance to check inside your pockets.\Okay.\Then I separate them into plain and patterned piles,\Hurry up and finish!\and wash them using separate detergents.\Good. response:	Then I wash the delicate fabrics by mouth.
context: Yes.\First, I use my clairvoyance to check inside your pockets.\Okay.\Then I separate them into plain and patterned piles,\Hurry up and finish!\and wash them using separate detergents.\Good.\Then I wash the delicate fabrics by mouth. response:	Hey!
