context: D-Don't... response:	Don't...
context: Wh-What?\No, I thought...\That was Tetsuro's team, right?\Are you okay?\S-Sorry. Just for a little while, okay?\Yeah...\I-I wonder if everyone's okay?\Wh-What was that scream just now? response:	Where did Remon go?
context: No, I thought...\That was Tetsuro's team, right?\Are you okay?\S-Sorry. Just for a little while, okay?\Yeah...\I-I wonder if everyone's okay?\Wh-What was that scream just now?\Where did Remon go? response:	S-Sorry...
context: That was Tetsuro's team, right?\Are you okay?\S-Sorry. Just for a little while, okay?\Yeah...\I-I wonder if everyone's okay?\Wh-What was that scream just now?\Where did Remon go?\S-Sorry... response:	Hey, are you okay?
context: Are you okay?\S-Sorry. Just for a little while, okay?\Yeah...\I-I wonder if everyone's okay?\Wh-What was that scream just now?\Where did Remon go?\S-Sorry...\Hey, are you okay? response:	Sorry, I didn't think you'd get so scared...
context: S-Sorry. Just for a little while, okay?\Yeah...\I-I wonder if everyone's okay?\Wh-What was that scream just now?\Where did Remon go?\S-Sorry...\Hey, are you okay?\Sorry, I didn't think you'd get so scared... response:	That's rude!
context: Yeah...\I-I wonder if everyone's okay?\Wh-What was that scream just now?\Where did Remon go?\S-Sorry...\Hey, are you okay?\Sorry, I didn't think you'd get so scared...\That's rude! response:	It's me. Me.
context: I-I wonder if everyone's okay?\Wh-What was that scream just now?\Where did Remon go?\S-Sorry...\Hey, are you okay?\Sorry, I didn't think you'd get so scared...\That's rude!\It's me. Me. response:	N-Nee-chan?
context: Wh-What was that scream just now?\Where did Remon go?\S-Sorry...\Hey, are you okay?\Sorry, I didn't think you'd get so scared...\That's rude!\It's me. Me.\N-Nee-chan? response:	Manami-san?
context: Where did Remon go?\S-Sorry...\Hey, are you okay?\Sorry, I didn't think you'd get so scared...\That's rude!\It's me. Me.\N-Nee-chan?\Manami-san? response:	What were you thinking?!
context: S-Sorry...\Hey, are you okay?\Sorry, I didn't think you'd get so scared...\That's rude!\It's me. Me.\N-Nee-chan?\Manami-san?\What were you thinking?! response:	I thought I'd help out.
context: Hey, are you okay?\Sorry, I didn't think you'd get so scared...\That's rude!\It's me. Me.\N-Nee-chan?\Manami-san?\What were you thinking?!\I thought I'd help out. response:	Stop messing around!
context: Sorry, I didn't think you'd get so scared...\That's rude!\It's me. Me.\N-Nee-chan?\Manami-san?\What were you thinking?!\I thought I'd help out.\Stop messing around! response:	Don't get so upset.
context: That's rude!\It's me. Me.\N-Nee-chan?\Manami-san?\What were you thinking?!\I thought I'd help out.\Stop messing around!\Don't get so upset. response:	Sorry about that, Mio-chan.
context: It's me. Me.\N-Nee-chan?\Manami-san?\What were you thinking?!\I thought I'd help out.\Stop messing around!\Don't get so upset.\Sorry about that, Mio-chan. response:	No, it's okay...
context: N-Nee-chan?\Manami-san?\What were you thinking?!\I thought I'd help out.\Stop messing around!\Don't get so upset.\Sorry about that, Mio-chan.\No, it's okay... response:	Sorry won't cut it!
context: Manami-san?\What were you thinking?!\I thought I'd help out.\Stop messing around!\Don't get so upset.\Sorry about that, Mio-chan.\No, it's okay...\Sorry won't cut it! response:	I apologized, okay?!
context: What were you thinking?!\I thought I'd help out.\Stop messing around!\Don't get so upset.\Sorry about that, Mio-chan.\No, it's okay...\Sorry won't cut it!\I apologized, okay?! response:	Nice, Manami-senpai.
context: I thought I'd help out.\Stop messing around!\Don't get so upset.\Sorry about that, Mio-chan.\No, it's okay...\Sorry won't cut it!\I apologized, okay?!\Nice, Manami-senpai. response:	Uh, Tanigawa...
context: Stop messing around!\Don't get so upset.\Sorry about that, Mio-chan.\No, it's okay...\Sorry won't cut it!\I apologized, okay?!\Nice, Manami-senpai.\Uh, Tanigawa... response:	Could you, uh...?
context: Don't get so upset.\Sorry about that, Mio-chan.\No, it's okay...\Sorry won't cut it!\I apologized, okay?!\Nice, Manami-senpai.\Uh, Tanigawa...\Could you, uh...? response:	Kai-kun.
context: Sorry about that, Mio-chan.\No, it's okay...\Sorry won't cut it!\I apologized, okay?!\Nice, Manami-senpai.\Uh, Tanigawa...\Could you, uh...?\Kai-kun. response:	Tanigawa...
context: No, it's okay...\Sorry won't cut it!\I apologized, okay?!\Nice, Manami-senpai.\Uh, Tanigawa...\Could you, uh...?\Kai-kun.\Tanigawa... response:	Remon, where are you?
context: Sorry won't cut it!\I apologized, okay?!\Nice, Manami-senpai.\Uh, Tanigawa...\Could you, uh...?\Kai-kun.\Tanigawa...\Remon, where are you? response:	I, uh...
context: I apologized, okay?!\Nice, Manami-senpai.\Uh, Tanigawa...\Could you, uh...?\Kai-kun.\Tanigawa...\Remon, where are you?\I, uh... response:	Someone...
context: Nice, Manami-senpai.\Uh, Tanigawa...\Could you, uh...?\Kai-kun.\Tanigawa...\Remon, where are you?\I, uh...\Someone... response:	Kaito-kun...
context: Uh, Tanigawa...\Could you, uh...?\Kai-kun.\Tanigawa...\Remon, where are you?\I, uh...\Someone...\Kaito-kun... response:	That was...
context: Could you, uh...?\Kai-kun.\Tanigawa...\Remon, where are you?\I, uh...\Someone...\Kaito-kun...\That was... response:	This is...
context: Kai-kun.\Tanigawa...\Remon, where are you?\I, uh...\Someone...\Kaito-kun...\That was...\This is... response:	Tanigawa, don't move from there!
context: Tanigawa...\Remon, where are you?\I, uh...\Someone...\Kaito-kun...\That was...\This is...\Tanigawa, don't move from there! response:	Huh?
context: Remon, where are you?\I, uh...\Someone...\Kaito-kun...\That was...\This is...\Tanigawa, don't move from there!\Huh? response:	W-Wait!
context: I, uh...\Someone...\Kaito-kun...\That was...\This is...\Tanigawa, don't move from there!\Huh?\W-Wait! response:	Kaito-kun...
context: Someone...\Kaito-kun...\That was...\This is...\Tanigawa, don't move from there!\Huh?\W-Wait!\Kaito-kun... response:	Kanna!
context: Kaito-kun...\That was...\This is...\Tanigawa, don't move from there!\Huh?\W-Wait!\Kaito-kun...\Kanna! response:	That was Takatsuki-senpai who just screamed, right?
context: That was...\This is...\Tanigawa, don't move from there!\Huh?\W-Wait!\Kaito-kun...\Kanna!\That was Takatsuki-senpai who just screamed, right? response:	Where's Kirishima-kun?
context: This is...\Tanigawa, don't move from there!\Huh?\W-Wait!\Kaito-kun...\Kanna!\That was Takatsuki-senpai who just screamed, right?\Where's Kirishima-kun? response:	Kanna?
context: Tanigawa, don't move from there!\Huh?\W-Wait!\Kaito-kun...\Kanna!\That was Takatsuki-senpai who just screamed, right?\Where's Kirishima-kun?\Kanna? response:	Senpai!
context: Huh?\W-Wait!\Kaito-kun...\Kanna!\That was Takatsuki-senpai who just screamed, right?\Where's Kirishima-kun?\Kanna?\Senpai! response:	I'm sorry. I'm sorry. I'm sorry.
context: W-Wait!\Kaito-kun...\Kanna!\That was Takatsuki-senpai who just screamed, right?\Where's Kirishima-kun?\Kanna?\Senpai!\I'm sorry. I'm sorry. I'm sorry. response:	Rinon?!
context: Kaito-kun...\Kanna!\That was Takatsuki-senpai who just screamed, right?\Where's Kirishima-kun?\Kanna?\Senpai!\I'm sorry. I'm sorry. I'm sorry.\Rinon?! response:	Why are you...?
context: Kanna!\That was Takatsuki-senpai who just screamed, right?\Where's Kirishima-kun?\Kanna?\Senpai!\I'm sorry. I'm sorry. I'm sorry.\Rinon?!\Why are you...? response:	Why are you saying sorry?
context: That was Takatsuki-senpai who just screamed, right?\Where's Kirishima-kun?\Kanna?\Senpai!\I'm sorry. I'm sorry. I'm sorry.\Rinon?!\Why are you...?\Why are you saying sorry? response:	The distress signal started broadcasting?
context: Where's Kirishima-kun?\Kanna?\Senpai!\I'm sorry. I'm sorry. I'm sorry.\Rinon?!\Why are you...?\Why are you saying sorry?\The distress signal started broadcasting? response:	You can't turn it off?!
context: Kanna?\Senpai!\I'm sorry. I'm sorry. I'm sorry.\Rinon?!\Why are you...?\Why are you saying sorry?\The distress signal started broadcasting?\You can't turn it off?! response:	Why didn't you tell me something so important?!
context: Senpai!\I'm sorry. I'm sorry. I'm sorry.\Rinon?!\Why are you...?\Why are you saying sorry?\The distress signal started broadcasting?\You can't turn it off?!\Why didn't you tell me something so important?! response:	So when is help coming?
context: I'm sorry. I'm sorry. I'm sorry.\Rinon?!\Why are you...?\Why are you saying sorry?\The distress signal started broadcasting?\You can't turn it off?!\Why didn't you tell me something so important?!\So when is help coming? response:	What was that?
context: Rinon?!\Why are you...?\Why are you saying sorry?\The distress signal started broadcasting?\You can't turn it off?!\Why didn't you tell me something so important?!\So when is help coming?\What was that? response:	A federation unmanned rescue pod...
context: Why are you...?\Why are you saying sorry?\The distress signal started broadcasting?\You can't turn it off?!\Why didn't you tell me something so important?!\So when is help coming?\What was that?\A federation unmanned rescue pod... response:	Wait.
context: Why are you saying sorry?\The distress signal started broadcasting?\You can't turn it off?!\Why didn't you tell me something so important?!\So when is help coming?\What was that?\A federation unmanned rescue pod...\Wait. response:	There's been a mistake.
context: The distress signal started broadcasting?\You can't turn it off?!\Why didn't you tell me something so important?!\So when is help coming?\What was that?\A federation unmanned rescue pod...\Wait.\There's been a mistake. response:	The distress signal was a mistake.
context: You can't turn it off?!\Why didn't you tell me something so important?!\So when is help coming?\What was that?\A federation unmanned rescue pod...\Wait.\There's been a mistake.\The distress signal was a mistake. response:	I still have things to do on this planet!
context: Why didn't you tell me something so important?!\So when is help coming?\What was that?\A federation unmanned rescue pod...\Wait.\There's been a mistake.\The distress signal was a mistake.\I still have things to do on this planet! response:	Rinon, jump me.
context: So when is help coming?\What was that?\A federation unmanned rescue pod...\Wait.\There's been a mistake.\The distress signal was a mistake.\I still have things to do on this planet!\Rinon, jump me. response:	A linkage anti-field?
context: What was that?\A federation unmanned rescue pod...\Wait.\There's been a mistake.\The distress signal was a mistake.\I still have things to do on this planet!\Rinon, jump me.\A linkage anti-field? response:	This can't be...
context: A federation unmanned rescue pod...\Wait.\There's been a mistake.\The distress signal was a mistake.\I still have things to do on this planet!\Rinon, jump me.\A linkage anti-field?\This can't be... response:	Senpai!
context: Wait.\There's been a mistake.\The distress signal was a mistake.\I still have things to do on this planet!\Rinon, jump me.\A linkage anti-field?\This can't be...\Senpai! response:	Wai
context: There's been a mistake.\The distress signal was a mistake.\I still have things to do on this planet!\Rinon, jump me.\A linkage anti-field?\This can't be...\Senpai!\Wai response:	Kaito-kun?
context: The distress signal was a mistake.\I still have things to do on this planet!\Rinon, jump me.\A linkage anti-field?\This can't be...\Senpai!\Wai\Kaito-kun? response:	Wh-What is that?
context: I still have things to do on this planet!\Rinon, jump me.\A linkage anti-field?\This can't be...\Senpai!\Wai\Kaito-kun?\Wh-What is that? response:	Rinon, can you call Rinna?
context: Rinon, jump me.\A linkage anti-field?\This can't be...\Senpai!\Wai\Kaito-kun?\Wh-What is that?\Rinon, can you call Rinna? response:	Senpai!
context: A linkage anti-field?\This can't be...\Senpai!\Wai\Kaito-kun?\Wh-What is that?\Rinon, can you call Rinna?\Senpai! response:	What are you doing?!
context: This can't be...\Senpai!\Wai\Kaito-kun?\Wh-What is that?\Rinon, can you call Rinna?\Senpai!\What are you doing?! response:	Hurry up!
context: Senpai!\Wai\Kaito-kun?\Wh-What is that?\Rinon, can you call Rinna?\Senpai!\What are you doing?!\Hurry up! response:	Kaito-kun, keep running away.
context: Wai\Kaito-kun?\Wh-What is that?\Rinon, can you call Rinna?\Senpai!\What are you doing?!\Hurry up!\Kaito-kun, keep running away. response:	Why?
context: Kaito-kun?\Wh-What is that?\Rinon, can you call Rinna?\Senpai!\What are you doing?!\Hurry up!\Kaito-kun, keep running away.\Why? response:	Just do it! Run!
context: Wh-What is that?\Rinon, can you call Rinna?\Senpai!\What are you doing?!\Hurry up!\Kaito-kun, keep running away.\Why?\Just do it! Run! response:	I can't... do that!
context: Rinon, can you call Rinna?\Senpai!\What are you doing?!\Hurry up!\Kaito-kun, keep running away.\Why?\Just do it! Run!\I can't... do that! response:	Listen to me!
context: Senpai!\What are you doing?!\Hurry up!\Kaito-kun, keep running away.\Why?\Just do it! Run!\I can't... do that!\Listen to me! response:	Please!
context: What are you doing?!\Hurry up!\Kaito-kun, keep running away.\Why?\Just do it! Run!\I can't... do that!\Listen to me!\Please! response:	I can't...
context: Hurry up!\Kaito-kun, keep running away.\Why?\Just do it! Run!\I can't... do that!\Listen to me!\Please!\I can't... response:	Senpai!
context: Kaito-kun, keep running away.\Why?\Just do it! Run!\I can't... do that!\Listen to me!\Please!\I can't...\Senpai! response:	Kaito-kun!
context: Why?\Just do it! Run!\I can't... do that!\Listen to me!\Please!\I can't...\Senpai!\Kaito-kun! response:	I can't run away...
context: Just do it! Run!\I can't... do that!\Listen to me!\Please!\I can't...\Senpai!\Kaito-kun!\I can't run away... response:	Run while you can!
context: I can't... do that!\Listen to me!\Please!\I can't...\Senpai!\Kaito-kun!\I can't run away...\Run while you can! response:	Rinna!
context: Listen to me!\Please!\I can't...\Senpai!\Kaito-kun!\I can't run away...\Run while you can!\Rinna! response:	What's going on?!
context: Please!\I can't...\Senpai!\Kaito-kun!\I can't run away...\Run while you can!\Rinna!\What's going on?! response:	Rinon?
context: I can't...\Senpai!\Kaito-kun!\I can't run away...\Run while you can!\Rinna!\What's going on?!\Rinon? response:	Senpai!
context: Senpai!\Kaito-kun!\I can't run away...\Run while you can!\Rinna!\What's going on?!\Rinon?\Senpai! response:	Senpai!!
context: Kaito-kun!\I can't run away...\Run while you can!\Rinna!\What's going on?!\Rinon?\Senpai!\Senpai!! response:	What's going on?!
context: I can't run away...\Run while you can!\Rinna!\What's going on?!\Rinon?\Senpai!\Senpai!!\What's going on?! response:	Huh...
context: Run while you can!\Rinna!\What's going on?!\Rinon?\Senpai!\Senpai!!\What's going on?!\Huh... response:	I know this...
context: Rinna!\What's going on?!\Rinon?\Senpai!\Senpai!!\What's going on?!\Huh...\I know this... response:	Kaito...kun?
context: What's going on?!\Rinon?\Senpai!\Senpai!!\What's going on?!\Huh...\I know this...\Kaito...kun? response:	Senpai?
context: Rinon?\Senpai!\Senpai!!\What's going on?!\Huh...\I know this...\Kaito...kun?\Senpai? response:	What's going on?!
context: Senpai!\Senpai!!\What's going on?!\Huh...\I know this...\Kaito...kun?\Senpai?\What's going on?! response:	What's going on...?
context: Senpai!!\What's going on?!\Huh...\I know this...\Kaito...kun?\Senpai?\What's going on?!\What's going on...? response:	I'm sorry.
context: What's going on?!\Huh...\I know this...\Kaito...kun?\Senpai?\What's going on?!\What's going on...?\I'm sorry. response:	I'm sorry.
context: Huh...\I know this...\Kaito...kun?\Senpai?\What's going on?!\What's going on...?\I'm sorry.\I'm sorry. response:	I'm sorry.
context: I know this...\Kaito...kun?\Senpai?\What's going on?!\What's going on...?\I'm sorry.\I'm sorry.\I'm sorry. response:	I'm sorry.
context: Kaito...kun?\Senpai?\What's going on?!\What's going on...?\I'm sorry.\I'm sorry.\I'm sorry.\I'm sorry. response:	I'm sorry.
context: Senpai?\What's going on?!\What's going on...?\I'm sorry.\I'm sorry.\I'm sorry.\I'm sorry.\I'm sorry. response:	I'm sorry.
context: What's going on?!\What's going on...?\I'm sorry.\I'm sorry.\I'm sorry.\I'm sorry.\I'm sorry.\I'm sorry. response:	I'm sorry.
context: What's going on...?\I'm sorry.\I'm sorry.\I'm sorry.\I'm sorry.\I'm sorry.\I'm sorry.\I'm sorry. response:	I'm sorry!
context: I'm sorry.\I'm sorry.\I'm sorry.\I'm sorry.\I'm sorry.\I'm sorry.\I'm sorry.\I'm sorry! response:	Episode 9 Senpai
context: I'm sorry.\I'm sorry.\I'm sorry.\I'm sorry.\I'm sorry.\I'm sorry.\I'm sorry!\Episode 9 Senpai response:	So, Senpai's an alien!
context: I'm sorry.\I'm sorry.\I'm sorry.\I'm sorry.\I'm sorry.\I'm sorry!\Episode 9 Senpai\So, Senpai's an alien! response:	Now that I look closely, I see a zipper on her back!
context: I'm sorry.\I'm sorry.\I'm sorry.\I'm sorry.\I'm sorry!\Episode 9 Senpai\So, Senpai's an alien!\Now that I look closely, I see a zipper on her back! response:	No way...
context: I'm sorry.\I'm sorry.\I'm sorry.\I'm sorry!\Episode 9 Senpai\So, Senpai's an alien!\Now that I look closely, I see a zipper on her back!\No way... response:	What's inside?
