context: The first time I met her, I knew instantly... response:	She must've been Kuro-kun's first love.
context: It may be full of yokai, monsters, spectres, and demons,\but there is reason that cannot be overturned.\And it's my duty to protect that.\Name: Anonymous 09/04 22:05 Steel Lady Nanase should appear at any moment\Name: Anonymous 09/04 22:07 Any sightings yet?\Name: Anonymous 09/04 22:07 Any sightings yet?\Name: Anonymous 09/04 22:07 I wonder if someone else is going to die tonight...\Name: Anonymous 09/04 22:07 ID.aiupri Any sightings yet? response:	Name: Anonymous 09/04 22:07 ID.xethk I wonder if someone else is going to die tonight...
context: but there is reason that cannot be overturned.\And it's my duty to protect that.\Name: Anonymous 09/04 22:05 Steel Lady Nanase should appear at any moment\Name: Anonymous 09/04 22:07 Any sightings yet?\Name: Anonymous 09/04 22:07 Any sightings yet?\Name: Anonymous 09/04 22:07 I wonder if someone else is going to die tonight...\Name: Anonymous 09/04 22:07 ID.aiupri Any sightings yet?\Name: Anonymous 09/04 22:07 ID.xethk I wonder if someone else is going to die tonight... response:	Name: Anonymous 09/04 22:08 ID.abyuuc87 I live in Makurazaka City. I want to go to the convenience store, but I'm scared to walk outside
context: And it's my duty to protect that.\Name: Anonymous 09/04 22:05 Steel Lady Nanase should appear at any moment\Name: Anonymous 09/04 22:07 Any sightings yet?\Name: Anonymous 09/04 22:07 Any sightings yet?\Name: Anonymous 09/04 22:07 I wonder if someone else is going to die tonight...\Name: Anonymous 09/04 22:07 ID.aiupri Any sightings yet?\Name: Anonymous 09/04 22:07 ID.xethk I wonder if someone else is going to die tonight...\Name: Anonymous 09/04 22:08 ID.abyuuc87 I live in Makurazaka City. I want to go to the convenience store, but I'm scared to walk outside response:	Tonight...
context: Name: Anonymous 09/04 22:05 Steel Lady Nanase should appear at any moment\Name: Anonymous 09/04 22:07 Any sightings yet?\Name: Anonymous 09/04 22:07 Any sightings yet?\Name: Anonymous 09/04 22:07 I wonder if someone else is going to die tonight...\Name: Anonymous 09/04 22:07 ID.aiupri Any sightings yet?\Name: Anonymous 09/04 22:07 ID.xethk I wonder if someone else is going to die tonight...\Name: Anonymous 09/04 22:08 ID.abyuuc87 I live in Makurazaka City. I want to go to the convenience store, but I'm scared to walk outside\Tonight... response:	Yes. I need more.
context: Name: Anonymous 09/04 22:07 Any sightings yet?\Name: Anonymous 09/04 22:07 Any sightings yet?\Name: Anonymous 09/04 22:07 I wonder if someone else is going to die tonight...\Name: Anonymous 09/04 22:07 ID.aiupri Any sightings yet?\Name: Anonymous 09/04 22:07 ID.xethk I wonder if someone else is going to die tonight...\Name: Anonymous 09/04 22:08 ID.abyuuc87 I live in Makurazaka City. I want to go to the convenience store, but I'm scared to walk outside\Tonight...\Yes. I need more. response:	Name: Anonymous 09/04 22:07 ID.aiupri Any sightings yet?
context: Name: Anonymous 09/04 22:07 Any sightings yet?\Name: Anonymous 09/04 22:07 I wonder if someone else is going to die tonight...\Name: Anonymous 09/04 22:07 ID.aiupri Any sightings yet?\Name: Anonymous 09/04 22:07 ID.xethk I wonder if someone else is going to die tonight...\Name: Anonymous 09/04 22:08 ID.abyuuc87 I live in Makurazaka City. I want to go to the convenience store, but I'm scared to walk outside\Tonight...\Yes. I need more.\Name: Anonymous 09/04 22:07 ID.aiupri Any sightings yet? response:	Name: Anonymous 09/04 22:07 ID.xethk I wonder if someone else is going to die tonight...
context: Name: Anonymous 09/04 22:07 I wonder if someone else is going to die tonight...\Name: Anonymous 09/04 22:07 ID.aiupri Any sightings yet?\Name: Anonymous 09/04 22:07 ID.xethk I wonder if someone else is going to die tonight...\Name: Anonymous 09/04 22:08 ID.abyuuc87 I live in Makurazaka City. I want to go to the convenience store, but I'm scared to walk outside\Tonight...\Yes. I need more.\Name: Anonymous 09/04 22:07 ID.aiupri Any sightings yet?\Name: Anonymous 09/04 22:07 ID.xethk I wonder if someone else is going to die tonight... response:	Name: Anonymous 09/04 22:08 ID.abyuuc87 I live in Makurazaka City. I want to go to the convenience store, but I'm scared to walk outside
context: Name: Anonymous 09/04 22:07 ID.aiupri Any sightings yet?\Name: Anonymous 09/04 22:07 ID.xethk I wonder if someone else is going to die tonight...\Name: Anonymous 09/04 22:08 ID.abyuuc87 I live in Makurazaka City. I want to go to the convenience store, but I'm scared to walk outside\Tonight...\Yes. I need more.\Name: Anonymous 09/04 22:07 ID.aiupri Any sightings yet?\Name: Anonymous 09/04 22:07 ID.xethk I wonder if someone else is going to die tonight...\Name: Anonymous 09/04 22:08 ID.abyuuc87 I live in Makurazaka City. I want to go to the convenience store, but I'm scared to walk outside response:	Name: Anonymous 09/04 22:07 ID.aiupri Any sightings yet?
context: Name: Anonymous 09/04 22:07 ID.xethk I wonder if someone else is going to die tonight...\Name: Anonymous 09/04 22:08 ID.abyuuc87 I live in Makurazaka City. I want to go to the convenience store, but I'm scared to walk outside\Tonight...\Yes. I need more.\Name: Anonymous 09/04 22:07 ID.aiupri Any sightings yet?\Name: Anonymous 09/04 22:07 ID.xethk I wonder if someone else is going to die tonight...\Name: Anonymous 09/04 22:08 ID.abyuuc87 I live in Makurazaka City. I want to go to the convenience store, but I'm scared to walk outside\Name: Anonymous 09/04 22:07 ID.aiupri Any sightings yet? response:	Name: Anonymous 09/04 22:07 ID.xethk I wonder if someone else is going to die tonight...
context: Name: Anonymous 09/04 22:08 ID.abyuuc87 I live in Makurazaka City. I want to go to the convenience store, but I'm scared to walk outside\Tonight...\Yes. I need more.\Name: Anonymous 09/04 22:07 ID.aiupri Any sightings yet?\Name: Anonymous 09/04 22:07 ID.xethk I wonder if someone else is going to die tonight...\Name: Anonymous 09/04 22:08 ID.abyuuc87 I live in Makurazaka City. I want to go to the convenience store, but I'm scared to walk outside\Name: Anonymous 09/04 22:07 ID.aiupri Any sightings yet?\Name: Anonymous 09/04 22:07 ID.xethk I wonder if someone else is going to die tonight... response:	Name: Anonymous 09/04 22:08 ID.abyuuc87 I live in Makurazaka City. I want to go to the convenience store, but I'm scared to walk outside
context: Tonight...\Yes. I need more.\Name: Anonymous 09/04 22:07 ID.aiupri Any sightings yet?\Name: Anonymous 09/04 22:07 ID.xethk I wonder if someone else is going to die tonight...\Name: Anonymous 09/04 22:08 ID.abyuuc87 I live in Makurazaka City. I want to go to the convenience store, but I'm scared to walk outside\Name: Anonymous 09/04 22:07 ID.aiupri Any sightings yet?\Name: Anonymous 09/04 22:07 ID.xethk I wonder if someone else is going to die tonight...\Name: Anonymous 09/04 22:08 ID.abyuuc87 I live in Makurazaka City. I want to go to the convenience store, but I'm scared to walk outside response:	Name: Anonymous 09/04 22:09 ID.ttw34 Steel Lady Nanase appeared
context: Yes. I need more.\Name: Anonymous 09/04 22:07 ID.aiupri Any sightings yet?\Name: Anonymous 09/04 22:07 ID.xethk I wonder if someone else is going to die tonight...\Name: Anonymous 09/04 22:08 ID.abyuuc87 I live in Makurazaka City. I want to go to the convenience store, but I'm scared to walk outside\Name: Anonymous 09/04 22:07 ID.aiupri Any sightings yet?\Name: Anonymous 09/04 22:07 ID.xethk I wonder if someone else is going to die tonight...\Name: Anonymous 09/04 22:08 ID.abyuuc87 I live in Makurazaka City. I want to go to the convenience store, but I'm scared to walk outside\Name: Anonymous 09/04 22:09 ID.ttw34 Steel Lady Nanase appeared response:	Name: Anonymous 09/04 22:07 ID.xethk I wonder if someone else is going to die tonight...
context: Name: Anonymous 09/04 22:07 ID.aiupri Any sightings yet?\Name: Anonymous 09/04 22:07 ID.xethk I wonder if someone else is going to die tonight...\Name: Anonymous 09/04 22:08 ID.abyuuc87 I live in Makurazaka City. I want to go to the convenience store, but I'm scared to walk outside\Name: Anonymous 09/04 22:07 ID.aiupri Any sightings yet?\Name: Anonymous 09/04 22:07 ID.xethk I wonder if someone else is going to die tonight...\Name: Anonymous 09/04 22:08 ID.abyuuc87 I live in Makurazaka City. I want to go to the convenience store, but I'm scared to walk outside\Name: Anonymous 09/04 22:09 ID.ttw34 Steel Lady Nanase appeared\Name: Anonymous 09/04 22:07 ID.xethk I wonder if someone else is going to die tonight... response:	Name: Anonymous 09/04 22:08 ID.abyuuc87 I live in Makurazaka City. I want to go to the convenience store, but I'm scared to walk outside
context: Name: Anonymous 09/04 22:07 ID.xethk I wonder if someone else is going to die tonight...\Name: Anonymous 09/04 22:08 ID.abyuuc87 I live in Makurazaka City. I want to go to the convenience store, but I'm scared to walk outside\Name: Anonymous 09/04 22:07 ID.aiupri Any sightings yet?\Name: Anonymous 09/04 22:07 ID.xethk I wonder if someone else is going to die tonight...\Name: Anonymous 09/04 22:08 ID.abyuuc87 I live in Makurazaka City. I want to go to the convenience store, but I'm scared to walk outside\Name: Anonymous 09/04 22:09 ID.ttw34 Steel Lady Nanase appeared\Name: Anonymous 09/04 22:07 ID.xethk I wonder if someone else is going to die tonight...\Name: Anonymous 09/04 22:08 ID.abyuuc87 I live in Makurazaka City. I want to go to the convenience store, but I'm scared to walk outside response:	Name: Anonymous 09/04 22:09 ID.ttw34 Steel Lady Nanase appeared
context: Name: Anonymous 09/04 22:08 ID.abyuuc87 I live in Makurazaka City. I want to go to the convenience store, but I'm scared to walk outside\Name: Anonymous 09/04 22:07 ID.aiupri Any sightings yet?\Name: Anonymous 09/04 22:07 ID.xethk I wonder if someone else is going to die tonight...\Name: Anonymous 09/04 22:08 ID.abyuuc87 I live in Makurazaka City. I want to go to the convenience store, but I'm scared to walk outside\Name: Anonymous 09/04 22:09 ID.ttw34 Steel Lady Nanase appeared\Name: Anonymous 09/04 22:07 ID.xethk I wonder if someone else is going to die tonight...\Name: Anonymous 09/04 22:08 ID.abyuuc87 I live in Makurazaka City. I want to go to the convenience store, but I'm scared to walk outside\Name: Anonymous 09/04 22:09 ID.ttw34 Steel Lady Nanase appeared response:	Name: Anonymous 09/04 22:07 ID.xethk I wonder if someone else is going to die tonight...
context: Name: Anonymous 09/04 22:07 ID.aiupri Any sightings yet?\Name: Anonymous 09/04 22:07 ID.xethk I wonder if someone else is going to die tonight...\Name: Anonymous 09/04 22:08 ID.abyuuc87 I live in Makurazaka City. I want to go to the convenience store, but I'm scared to walk outside\Name: Anonymous 09/04 22:09 ID.ttw34 Steel Lady Nanase appeared\Name: Anonymous 09/04 22:07 ID.xethk I wonder if someone else is going to die tonight...\Name: Anonymous 09/04 22:08 ID.abyuuc87 I live in Makurazaka City. I want to go to the convenience store, but I'm scared to walk outside\Name: Anonymous 09/04 22:09 ID.ttw34 Steel Lady Nanase appeared\Name: Anonymous 09/04 22:07 ID.xethk I wonder if someone else is going to die tonight... response:	Name: Anonymous 09/04 22:08 ID.abyuuc87 I live in Makurazaka City. I want to go to the convenience store, but I'm scared to walk outside
context: Name: Anonymous 09/04 22:07 ID.xethk I wonder if someone else is going to die tonight...\Name: Anonymous 09/04 22:08 ID.abyuuc87 I live in Makurazaka City. I want to go to the convenience store, but I'm scared to walk outside\Name: Anonymous 09/04 22:09 ID.ttw34 Steel Lady Nanase appeared\Name: Anonymous 09/04 22:07 ID.xethk I wonder if someone else is going to die tonight...\Name: Anonymous 09/04 22:08 ID.abyuuc87 I live in Makurazaka City. I want to go to the convenience store, but I'm scared to walk outside\Name: Anonymous 09/04 22:09 ID.ttw34 Steel Lady Nanase appeared\Name: Anonymous 09/04 22:07 ID.xethk I wonder if someone else is going to die tonight...\Name: Anonymous 09/04 22:08 ID.abyuuc87 I live in Makurazaka City. I want to go to the convenience store, but I'm scared to walk outside response:	Name: Anonymous 09/04 22:09 ID.ttw34 Steel Lady Nanase appeared
context: Name: Anonymous 09/04 22:08 ID.abyuuc87 I live in Makurazaka City. I want to go to the convenience store, but I'm scared to walk outside\Name: Anonymous 09/04 22:09 ID.ttw34 Steel Lady Nanase appeared\Name: Anonymous 09/04 22:07 ID.xethk I wonder if someone else is going to die tonight...\Name: Anonymous 09/04 22:08 ID.abyuuc87 I live in Makurazaka City. I want to go to the convenience store, but I'm scared to walk outside\Name: Anonymous 09/04 22:09 ID.ttw34 Steel Lady Nanase appeared\Name: Anonymous 09/04 22:07 ID.xethk I wonder if someone else is going to die tonight...\Name: Anonymous 09/04 22:08 ID.abyuuc87 I live in Makurazaka City. I want to go to the convenience store, but I'm scared to walk outside\Name: Anonymous 09/04 22:09 ID.ttw34 Steel Lady Nanase appeared response:	Name: Anonymous 09/04 22:09 ID.nhnpla Where?
context: Name: Anonymous 09/04 22:09 ID.ttw34 Steel Lady Nanase appeared\Name: Anonymous 09/04 22:07 ID.xethk I wonder if someone else is going to die tonight...\Name: Anonymous 09/04 22:08 ID.abyuuc87 I live in Makurazaka City. I want to go to the convenience store, but I'm scared to walk outside\Name: Anonymous 09/04 22:09 ID.ttw34 Steel Lady Nanase appeared\Name: Anonymous 09/04 22:07 ID.xethk I wonder if someone else is going to die tonight...\Name: Anonymous 09/04 22:08 ID.abyuuc87 I live in Makurazaka City. I want to go to the convenience store, but I'm scared to walk outside\Name: Anonymous 09/04 22:09 ID.ttw34 Steel Lady Nanase appeared\Name: Anonymous 09/04 22:09 ID.nhnpla Where? response:	Name: Anonymous 09/04 22:08 ID.abyuuc87 I live in Makurazaka City. I want to go to the convenience store, but I'm scared to walk outside
context: Name: Anonymous 09/04 22:07 ID.xethk I wonder if someone else is going to die tonight...\Name: Anonymous 09/04 22:08 ID.abyuuc87 I live in Makurazaka City. I want to go to the convenience store, but I'm scared to walk outside\Name: Anonymous 09/04 22:09 ID.ttw34 Steel Lady Nanase appeared\Name: Anonymous 09/04 22:07 ID.xethk I wonder if someone else is going to die tonight...\Name: Anonymous 09/04 22:08 ID.abyuuc87 I live in Makurazaka City. I want to go to the convenience store, but I'm scared to walk outside\Name: Anonymous 09/04 22:09 ID.ttw34 Steel Lady Nanase appeared\Name: Anonymous 09/04 22:09 ID.nhnpla Where?\Name: Anonymous 09/04 22:08 ID.abyuuc87 I live in Makurazaka City. I want to go to the convenience store, but I'm scared to walk outside response:	Name: Anonymous 09/04 22:09 ID.ttw34 Steel Lady Nanase appeared
context: Name: Anonymous 09/04 22:08 ID.abyuuc87 I live in Makurazaka City. I want to go to the convenience store, but I'm scared to walk outside\Name: Anonymous 09/04 22:09 ID.ttw34 Steel Lady Nanase appeared\Name: Anonymous 09/04 22:07 ID.xethk I wonder if someone else is going to die tonight...\Name: Anonymous 09/04 22:08 ID.abyuuc87 I live in Makurazaka City. I want to go to the convenience store, but I'm scared to walk outside\Name: Anonymous 09/04 22:09 ID.ttw34 Steel Lady Nanase appeared\Name: Anonymous 09/04 22:09 ID.nhnpla Where?\Name: Anonymous 09/04 22:08 ID.abyuuc87 I live in Makurazaka City. I want to go to the convenience store, but I'm scared to walk outside\Name: Anonymous 09/04 22:09 ID.ttw34 Steel Lady Nanase appeared response:	Name: Anonymous 09/04 22:09 ID.nhnpla Where?
context: Name: Anonymous 09/04 22:09 ID.ttw34 Steel Lady Nanase appeared\Name: Anonymous 09/04 22:07 ID.xethk I wonder if someone else is going to die tonight...\Name: Anonymous 09/04 22:08 ID.abyuuc87 I live in Makurazaka City. I want to go to the convenience store, but I'm scared to walk outside\Name: Anonymous 09/04 22:09 ID.ttw34 Steel Lady Nanase appeared\Name: Anonymous 09/04 22:09 ID.nhnpla Where?\Name: Anonymous 09/04 22:08 ID.abyuuc87 I live in Makurazaka City. I want to go to the convenience store, but I'm scared to walk outside\Name: Anonymous 09/04 22:09 ID.ttw34 Steel Lady Nanase appeared\Name: Anonymous 09/04 22:09 ID.nhnpla Where? response:	Name: Anonymous 09/04 22:08 ID.abyuuc87 I live in Makurazaka City. I want to go to the convenience store, but I'm scared to walk outside
context: Name: Anonymous 09/04 22:07 ID.xethk I wonder if someone else is going to die tonight...\Name: Anonymous 09/04 22:08 ID.abyuuc87 I live in Makurazaka City. I want to go to the convenience store, but I'm scared to walk outside\Name: Anonymous 09/04 22:09 ID.ttw34 Steel Lady Nanase appeared\Name: Anonymous 09/04 22:09 ID.nhnpla Where?\Name: Anonymous 09/04 22:08 ID.abyuuc87 I live in Makurazaka City. I want to go to the convenience store, but I'm scared to walk outside\Name: Anonymous 09/04 22:09 ID.ttw34 Steel Lady Nanase appeared\Name: Anonymous 09/04 22:09 ID.nhnpla Where?\Name: Anonymous 09/04 22:08 ID.abyuuc87 I live in Makurazaka City. I want to go to the convenience store, but I'm scared to walk outside response:	Name: Anonymous 09/04 22:09 ID.ttw34 Steel Lady Nanase appeared
context: Name: Anonymous 09/04 22:08 ID.abyuuc87 I live in Makurazaka City. I want to go to the convenience store, but I'm scared to walk outside\Name: Anonymous 09/04 22:09 ID.ttw34 Steel Lady Nanase appeared\Name: Anonymous 09/04 22:09 ID.nhnpla Where?\Name: Anonymous 09/04 22:08 ID.abyuuc87 I live in Makurazaka City. I want to go to the convenience store, but I'm scared to walk outside\Name: Anonymous 09/04 22:09 ID.ttw34 Steel Lady Nanase appeared\Name: Anonymous 09/04 22:09 ID.nhnpla Where?\Name: Anonymous 09/04 22:08 ID.abyuuc87 I live in Makurazaka City. I want to go to the convenience store, but I'm scared to walk outside\Name: Anonymous 09/04 22:09 ID.ttw34 Steel Lady Nanase appeared response:	Name: Anonymous 09/04 22:09 ID.nhnpla Where?
context: Name: Anonymous 09/04 22:09 ID.ttw34 Steel Lady Nanase appeared\Name: Anonymous 09/04 22:09 ID.nhnpla Where?\Name: Anonymous 09/04 22:08 ID.abyuuc87 I live in Makurazaka City. I want to go to the convenience store, but I'm scared to walk outside\Name: Anonymous 09/04 22:09 ID.ttw34 Steel Lady Nanase appeared\Name: Anonymous 09/04 22:09 ID.nhnpla Where?\Name: Anonymous 09/04 22:08 ID.abyuuc87 I live in Makurazaka City. I want to go to the convenience store, but I'm scared to walk outside\Name: Anonymous 09/04 22:09 ID.ttw34 Steel Lady Nanase appeared\Name: Anonymous 09/04 22:09 ID.nhnpla Where? response:	Name: Anonymous 09/04 22:09 ID.32sfget Hm? Nanase's here?
context: Name: Anonymous 09/04 22:09 ID.nhnpla Where?\Name: Anonymous 09/04 22:08 ID.abyuuc87 I live in Makurazaka City. I want to go to the convenience store, but I'm scared to walk outside\Name: Anonymous 09/04 22:09 ID.ttw34 Steel Lady Nanase appeared\Name: Anonymous 09/04 22:09 ID.nhnpla Where?\Name: Anonymous 09/04 22:08 ID.abyuuc87 I live in Makurazaka City. I want to go to the convenience store, but I'm scared to walk outside\Name: Anonymous 09/04 22:09 ID.ttw34 Steel Lady Nanase appeared\Name: Anonymous 09/04 22:09 ID.nhnpla Where?\Name: Anonymous 09/04 22:09 ID.32sfget Hm? Nanase's here? response:	Name: Anonymous 09/04 22:09 ID.ttw34 Steel Lady Nanase appeared
context: Name: Anonymous 09/04 22:08 ID.abyuuc87 I live in Makurazaka City. I want to go to the convenience store, but I'm scared to walk outside\Name: Anonymous 09/04 22:09 ID.ttw34 Steel Lady Nanase appeared\Name: Anonymous 09/04 22:09 ID.nhnpla Where?\Name: Anonymous 09/04 22:08 ID.abyuuc87 I live in Makurazaka City. I want to go to the convenience store, but I'm scared to walk outside\Name: Anonymous 09/04 22:09 ID.ttw34 Steel Lady Nanase appeared\Name: Anonymous 09/04 22:09 ID.nhnpla Where?\Name: Anonymous 09/04 22:09 ID.32sfget Hm? Nanase's here?\Name: Anonymous 09/04 22:09 ID.ttw34 Steel Lady Nanase appeared response:	Name: Anonymous 09/04 22:09 ID.nhnpla Where?
context: Name: Anonymous 09/04 22:09 ID.ttw34 Steel Lady Nanase appeared\Name: Anonymous 09/04 22:09 ID.nhnpla Where?\Name: Anonymous 09/04 22:08 ID.abyuuc87 I live in Makurazaka City. I want to go to the convenience store, but I'm scared to walk outside\Name: Anonymous 09/04 22:09 ID.ttw34 Steel Lady Nanase appeared\Name: Anonymous 09/04 22:09 ID.nhnpla Where?\Name: Anonymous 09/04 22:09 ID.32sfget Hm? Nanase's here?\Name: Anonymous 09/04 22:09 ID.ttw34 Steel Lady Nanase appeared\Name: Anonymous 09/04 22:09 ID.nhnpla Where? response:	Name: Anonymous 09/04 22:09 ID.32sfget Hm? Nanase's here?
context: Name: Anonymous 09/04 22:09 ID.nhnpla Where?\Name: Anonymous 09/04 22:08 ID.abyuuc87 I live in Makurazaka City. I want to go to the convenience store, but I'm scared to walk outside\Name: Anonymous 09/04 22:09 ID.ttw34 Steel Lady Nanase appeared\Name: Anonymous 09/04 22:09 ID.nhnpla Where?\Name: Anonymous 09/04 22:09 ID.32sfget Hm? Nanase's here?\Name: Anonymous 09/04 22:09 ID.ttw34 Steel Lady Nanase appeared\Name: Anonymous 09/04 22:09 ID.nhnpla Where?\Name: Anonymous 09/04 22:09 ID.32sfget Hm? Nanase's here? response:	Name: Anonymous 09/04 22:09 ID.ttw34 Steel Lady Nanase appeared
context: Name: Anonymous 09/04 22:08 ID.abyuuc87 I live in Makurazaka City. I want to go to the convenience store, but I'm scared to walk outside\Name: Anonymous 09/04 22:09 ID.ttw34 Steel Lady Nanase appeared\Name: Anonymous 09/04 22:09 ID.nhnpla Where?\Name: Anonymous 09/04 22:09 ID.32sfget Hm? Nanase's here?\Name: Anonymous 09/04 22:09 ID.ttw34 Steel Lady Nanase appeared\Name: Anonymous 09/04 22:09 ID.nhnpla Where?\Name: Anonymous 09/04 22:09 ID.32sfget Hm? Nanase's here?\Name: Anonymous 09/04 22:09 ID.ttw34 Steel Lady Nanase appeared response:	Name: Anonymous 09/04 22:09 ID.nhnpla Where?
context: Name: Anonymous 09/04 22:09 ID.ttw34 Steel Lady Nanase appeared\Name: Anonymous 09/04 22:09 ID.nhnpla Where?\Name: Anonymous 09/04 22:09 ID.32sfget Hm? Nanase's here?\Name: Anonymous 09/04 22:09 ID.ttw34 Steel Lady Nanase appeared\Name: Anonymous 09/04 22:09 ID.nhnpla Where?\Name: Anonymous 09/04 22:09 ID.32sfget Hm? Nanase's here?\Name: Anonymous 09/04 22:09 ID.ttw34 Steel Lady Nanase appeared\Name: Anonymous 09/04 22:09 ID.nhnpla Where? response:	Name: Anonymous 09/04 22:09 ID.32sfget Hm? Nanase's here?
context: Name: Anonymous 09/04 22:09 ID.nhnpla Where?\Name: Anonymous 09/04 22:09 ID.32sfget Hm? Nanase's here?\Name: Anonymous 09/04 22:09 ID.ttw34 Steel Lady Nanase appeared\Name: Anonymous 09/04 22:09 ID.nhnpla Where?\Name: Anonymous 09/04 22:09 ID.32sfget Hm? Nanase's here?\Name: Anonymous 09/04 22:09 ID.ttw34 Steel Lady Nanase appeared\Name: Anonymous 09/04 22:09 ID.nhnpla Where?\Name: Anonymous 09/04 22:09 ID.32sfget Hm? Nanase's here? response:	Name: Anonymous 09/04 22:09 ID.zsanrt She was under the bridge. I was debating if I should get closer or not, and then she disappeared
context: Name: Anonymous 09/04 22:09 ID.32sfget Hm? Nanase's here?\Name: Anonymous 09/04 22:09 ID.ttw34 Steel Lady Nanase appeared\Name: Anonymous 09/04 22:09 ID.nhnpla Where?\Name: Anonymous 09/04 22:09 ID.32sfget Hm? Nanase's here?\Name: Anonymous 09/04 22:09 ID.ttw34 Steel Lady Nanase appeared\Name: Anonymous 09/04 22:09 ID.nhnpla Where?\Name: Anonymous 09/04 22:09 ID.32sfget Hm? Nanase's here?\Name: Anonymous 09/04 22:09 ID.zsanrt She was under the bridge. I was debating if I should get closer or not, and then she disappeared response:	Name: Anonymous 09/04 22:09 ID.nhnpla Where?
context: Name: Anonymous 09/04 22:09 ID.ttw34 Steel Lady Nanase appeared\Name: Anonymous 09/04 22:09 ID.nhnpla Where?\Name: Anonymous 09/04 22:09 ID.32sfget Hm? Nanase's here?\Name: Anonymous 09/04 22:09 ID.ttw34 Steel Lady Nanase appeared\Name: Anonymous 09/04 22:09 ID.nhnpla Where?\Name: Anonymous 09/04 22:09 ID.32sfget Hm? Nanase's here?\Name: Anonymous 09/04 22:09 ID.zsanrt She was under the bridge. I was debating if I should get closer or not, and then she disappeared\Name: Anonymous 09/04 22:09 ID.nhnpla Where? response:	Name: Anonymous 09/04 22:09 ID.32sfget Hm? Nanase's here?
context: Name: Anonymous 09/04 22:09 ID.nhnpla Where?\Name: Anonymous 09/04 22:09 ID.32sfget Hm? Nanase's here?\Name: Anonymous 09/04 22:09 ID.ttw34 Steel Lady Nanase appeared\Name: Anonymous 09/04 22:09 ID.nhnpla Where?\Name: Anonymous 09/04 22:09 ID.32sfget Hm? Nanase's here?\Name: Anonymous 09/04 22:09 ID.zsanrt She was under the bridge. I was debating if I should get closer or not, and then she disappeared\Name: Anonymous 09/04 22:09 ID.nhnpla Where?\Name: Anonymous 09/04 22:09 ID.32sfget Hm? Nanase's here? response:	Name: Anonymous 09/04 22:09 ID.zsanrt She was under the bridge. I was debating if I should get closer or not, and then she disappeared
context: Name: Anonymous 09/04 22:09 ID.32sfget Hm? Nanase's here?\Name: Anonymous 09/04 22:09 ID.ttw34 Steel Lady Nanase appeared\Name: Anonymous 09/04 22:09 ID.nhnpla Where?\Name: Anonymous 09/04 22:09 ID.32sfget Hm? Nanase's here?\Name: Anonymous 09/04 22:09 ID.zsanrt She was under the bridge. I was debating if I should get closer or not, and then she disappeared\Name: Anonymous 09/04 22:09 ID.nhnpla Where?\Name: Anonymous 09/04 22:09 ID.32sfget Hm? Nanase's here?\Name: Anonymous 09/04 22:09 ID.zsanrt She was under the bridge. I was debating if I should get closer or not, and then she disappeared response:	Name: Anonymous 09/04 22:09 ID.nhnpla Where?
context: Name: Anonymous 09/04 22:09 ID.ttw34 Steel Lady Nanase appeared\Name: Anonymous 09/04 22:09 ID.nhnpla Where?\Name: Anonymous 09/04 22:09 ID.32sfget Hm? Nanase's here?\Name: Anonymous 09/04 22:09 ID.zsanrt She was under the bridge. I was debating if I should get closer or not, and then she disappeared\Name: Anonymous 09/04 22:09 ID.nhnpla Where?\Name: Anonymous 09/04 22:09 ID.32sfget Hm? Nanase's here?\Name: Anonymous 09/04 22:09 ID.zsanrt She was under the bridge. I was debating if I should get closer or not, and then she disappeared\Name: Anonymous 09/04 22:09 ID.nhnpla Where? response:	Name: Anonymous 09/04 22:09 ID.32sfget Hm? Nanase's here?
context: Name: Anonymous 09/04 22:09 ID.nhnpla Where?\Name: Anonymous 09/04 22:09 ID.32sfget Hm? Nanase's here?\Name: Anonymous 09/04 22:09 ID.zsanrt She was under the bridge. I was debating if I should get closer or not, and then she disappeared\Name: Anonymous 09/04 22:09 ID.nhnpla Where?\Name: Anonymous 09/04 22:09 ID.32sfget Hm? Nanase's here?\Name: Anonymous 09/04 22:09 ID.zsanrt She was under the bridge. I was debating if I should get closer or not, and then she disappeared\Name: Anonymous 09/04 22:09 ID.nhnpla Where?\Name: Anonymous 09/04 22:09 ID.32sfget Hm? Nanase's here? response:	Name: Anonymous 09/04 22:09 ID.zsanrt She was under the bridge. I was debating if I should get closer or not, and then she disappeared
context: Name: Anonymous 09/04 22:09 ID.32sfget Hm? Nanase's here?\Name: Anonymous 09/04 22:09 ID.zsanrt She was under the bridge. I was debating if I should get closer or not, and then she disappeared\Name: Anonymous 09/04 22:09 ID.nhnpla Where?\Name: Anonymous 09/04 22:09 ID.32sfget Hm? Nanase's here?\Name: Anonymous 09/04 22:09 ID.zsanrt She was under the bridge. I was debating if I should get closer or not, and then she disappeared\Name: Anonymous 09/04 22:09 ID.nhnpla Where?\Name: Anonymous 09/04 22:09 ID.32sfget Hm? Nanase's here?\Name: Anonymous 09/04 22:09 ID.zsanrt She was under the bridge. I was debating if I should get closer or not, and then she disappeared response:	Name: Anonymous 09/04 22:09 ID.yj0712q What the hell? At least catch her
