context: The summer vacation I was looking forward to so much... response:	Little did I know, our destination was actually another world!
context: He's fast!\Arc Sign, go!\Wind Slash!\Thanks, Sink!\Nanami, can you use Bright Power Gear?\What? I don't know what you mean.\Then watch and learn.\Materialize the emblem and gather your Bright Power. response:	Then try to visualize the shape of it.
context: Arc Sign, go!\Wind Slash!\Thanks, Sink!\Nanami, can you use Bright Power Gear?\What? I don't know what you mean.\Then watch and learn.\Materialize the emblem and gather your Bright Power.\Then try to visualize the shape of it. response:	Tornader! Go!
context: Wind Slash!\Thanks, Sink!\Nanami, can you use Bright Power Gear?\What? I don't know what you mean.\Then watch and learn.\Materialize the emblem and gather your Bright Power.\Then try to visualize the shape of it.\Tornader! Go! response:	There it is!
context: Thanks, Sink!\Nanami, can you use Bright Power Gear?\What? I don't know what you mean.\Then watch and learn.\Materialize the emblem and gather your Bright Power.\Then try to visualize the shape of it.\Tornader! Go!\There it is! response:	Hero Sink's Bright Power Gear!
context: Nanami, can you use Bright Power Gear?\What? I don't know what you mean.\Then watch and learn.\Materialize the emblem and gather your Bright Power.\Then try to visualize the shape of it.\Tornader! Go!\There it is!\Hero Sink's Bright Power Gear! response:	The airboard Tornader!
context: What? I don't know what you mean.\Then watch and learn.\Materialize the emblem and gather your Bright Power.\Then try to visualize the shape of it.\Tornader! Go!\There it is!\Hero Sink's Bright Power Gear!\The airboard Tornader! response:	I think I get the gist of it.
context: Then watch and learn.\Materialize the emblem and gather your Bright Power.\Then try to visualize the shape of it.\Tornader! Go!\There it is!\Hero Sink's Bright Power Gear!\The airboard Tornader!\I think I get the gist of it. response:	Bright Power... focus...
context: Materialize the emblem and gather your Bright Power.\Then try to visualize the shape of it.\Tornader! Go!\There it is!\Hero Sink's Bright Power Gear!\The airboard Tornader!\I think I get the gist of it.\Bright Power... focus... response:	What is this?
context: Then try to visualize the shape of it.\Tornader! Go!\There it is!\Hero Sink's Bright Power Gear!\The airboard Tornader!\I think I get the gist of it.\Bright Power... focus...\What is this? response:	Hero Nanami, too?!
context: Tornader! Go!\There it is!\Hero Sink's Bright Power Gear!\The airboard Tornader!\I think I get the gist of it.\Bright Power... focus...\What is this?\Hero Nanami, too?! response:	I did it!
context: There it is!\Hero Sink's Bright Power Gear!\The airboard Tornader!\I think I get the gist of it.\Bright Power... focus...\What is this?\Hero Nanami, too?!\I did it! response:	She summoned her Bright Power Gear!
context: Hero Sink's Bright Power Gear!\The airboard Tornader!\I think I get the gist of it.\Bright Power... focus...\What is this?\Hero Nanami, too?!\I did it!\She summoned her Bright Power Gear! response:	Okay!
context: The airboard Tornader!\I think I get the gist of it.\Bright Power... focus...\What is this?\Hero Nanami, too?!\I did it!\She summoned her Bright Power Gear!\Okay! response:	Galette's the capital of water, blessed by both ocean and river.
context: I think I get the gist of it.\Bright Power... focus...\What is this?\Hero Nanami, too?!\I did it!\She summoned her Bright Power Gear!\Okay!\Galette's the capital of water, blessed by both ocean and river. response:	That's why I...
context: Bright Power... focus...\What is this?\Hero Nanami, too?!\I did it!\She summoned her Bright Power Gear!\Okay!\Galette's the capital of water, blessed by both ocean and river.\That's why I... response:	am going to be the surfer hero!
context: What is this?\Hero Nanami, too?!\I did it!\She summoned her Bright Power Gear!\Okay!\Galette's the capital of water, blessed by both ocean and river.\That's why I...\am going to be the surfer hero! response:	Hero Nanami is flying!
context: Hero Nanami, too?!\I did it!\She summoned her Bright Power Gear!\Okay!\Galette's the capital of water, blessed by both ocean and river.\That's why I...\am going to be the surfer hero!\Hero Nanami is flying! response:	Don't forget about me!
context: I did it!\She summoned her Bright Power Gear!\Okay!\Galette's the capital of water, blessed by both ocean and river.\That's why I...\am going to be the surfer hero!\Hero Nanami is flying!\Don't forget about me! response:	Now, please return Becky to us.
context: She summoned her Bright Power Gear!\Okay!\Galette's the capital of water, blessed by both ocean and river.\That's why I...\am going to be the surfer hero!\Hero Nanami is flying!\Don't forget about me!\Now, please return Becky to us. response:	Exactly!
context: Okay!\Galette's the capital of water, blessed by both ocean and river.\That's why I...\am going to be the surfer hero!\Hero Nanami is flying!\Don't forget about me!\Now, please return Becky to us.\Exactly! response:	You really are heroes,
context: Galette's the capital of water, blessed by both ocean and river.\That's why I...\am going to be the surfer hero!\Hero Nanami is flying!\Don't forget about me!\Now, please return Becky to us.\Exactly!\You really are heroes, response:	but it's not over yet!
context: That's why I...\am going to be the surfer hero!\Hero Nanami is flying!\Don't forget about me!\Now, please return Becky to us.\Exactly!\You really are heroes,\but it's not over yet! response:	Oh, there's something happening in the central battlefield as well!
context: am going to be the surfer hero!\Hero Nanami is flying!\Don't forget about me!\Now, please return Becky to us.\Exactly!\You really are heroes,\but it's not over yet!\Oh, there's something happening in the central battlefield as well! response:	Boy, I thought I'd be fighting you.
context: Hero Nanami is flying!\Don't forget about me!\Now, please return Becky to us.\Exactly!\You really are heroes,\but it's not over yet!\Oh, there's something happening in the central battlefield as well!\Boy, I thought I'd be fighting you. response:	Come now, fighting together is quite nice, too.
context: Don't forget about me!\Now, please return Becky to us.\Exactly!\You really are heroes,\but it's not over yet!\Oh, there's something happening in the central battlefield as well!\Boy, I thought I'd be fighting you.\Come now, fighting together is quite nice, too. response:	The Peerless and the Strongest on the continent!
context: Now, please return Becky to us.\Exactly!\You really are heroes,\but it's not over yet!\Oh, there's something happening in the central battlefield as well!\Boy, I thought I'd be fighting you.\Come now, fighting together is quite nice, too.\The Peerless and the Strongest on the continent! response:	The strongest of Biscotti and Galette formed the ultimate team!
context: Exactly!\You really are heroes,\but it's not over yet!\Oh, there's something happening in the central battlefield as well!\Boy, I thought I'd be fighting you.\Come now, fighting together is quite nice, too.\The Peerless and the Strongest on the continent!\The strongest of Biscotti and Galette formed the ultimate team! response:	They both seem to enjoy themselves,
context: You really are heroes,\but it's not over yet!\Oh, there's something happening in the central battlefield as well!\Boy, I thought I'd be fighting you.\Come now, fighting together is quite nice, too.\The Peerless and the Strongest on the continent!\The strongest of Biscotti and Galette formed the ultimate team!\They both seem to enjoy themselves, response:	so should we just follow them?
context: but it's not over yet!\Oh, there's something happening in the central battlefield as well!\Boy, I thought I'd be fighting you.\Come now, fighting together is quite nice, too.\The Peerless and the Strongest on the continent!\The strongest of Biscotti and Galette formed the ultimate team!\They both seem to enjoy themselves,\so should we just follow them? response:	Sounds good.
context: Oh, there's something happening in the central battlefield as well!\Boy, I thought I'd be fighting you.\Come now, fighting together is quite nice, too.\The Peerless and the Strongest on the continent!\The strongest of Biscotti and Galette formed the ultimate team!\They both seem to enjoy themselves,\so should we just follow them?\Sounds good. response:	Oh, the leaders of the Imperial Guard and the Secret Squad are with them, too!
context: Boy, I thought I'd be fighting you.\Come now, fighting together is quite nice, too.\The Peerless and the Strongest on the continent!\The strongest of Biscotti and Galette formed the ultimate team!\They both seem to enjoy themselves,\so should we just follow them?\Sounds good.\Oh, the leaders of the Imperial Guard and the Secret Squad are with them, too! response:	Does this spell certain doom for Pastillage?!
context: Come now, fighting together is quite nice, too.\The Peerless and the Strongest on the continent!\The strongest of Biscotti and Galette formed the ultimate team!\They both seem to enjoy themselves,\so should we just follow them?\Sounds good.\Oh, the leaders of the Imperial Guard and the Secret Squad are with them, too!\Does this spell certain doom for Pastillage?! response:	Just as I expected, our troops are in a real bind.
context: The Peerless and the Strongest on the continent!\The strongest of Biscotti and Galette formed the ultimate team!\They both seem to enjoy themselves,\so should we just follow them?\Sounds good.\Oh, the leaders of the Imperial Guard and the Secret Squad are with them, too!\Does this spell certain doom for Pastillage?!\Just as I expected, our troops are in a real bind. response:	Looks like it...
context: The strongest of Biscotti and Galette formed the ultimate team!\They both seem to enjoy themselves,\so should we just follow them?\Sounds good.\Oh, the leaders of the Imperial Guard and the Secret Squad are with them, too!\Does this spell certain doom for Pastillage?!\Just as I expected, our troops are in a real bind.\Looks like it... response:	I think we have no choice but for you to go out there.
context: They both seem to enjoy themselves,\so should we just follow them?\Sounds good.\Oh, the leaders of the Imperial Guard and the Secret Squad are with them, too!\Does this spell certain doom for Pastillage?!\Just as I expected, our troops are in a real bind.\Looks like it...\I think we have no choice but for you to go out there. response:	B-but you know...
context: so should we just follow them?\Sounds good.\Oh, the leaders of the Imperial Guard and the Secret Squad are with them, too!\Does this spell certain doom for Pastillage?!\Just as I expected, our troops are in a real bind.\Looks like it...\I think we have no choice but for you to go out there.\B-but you know... response:	as I said before, I really can't
context: Sounds good.\Oh, the leaders of the Imperial Guard and the Secret Squad are with them, too!\Does this spell certain doom for Pastillage?!\Just as I expected, our troops are in a real bind.\Looks like it...\I think we have no choice but for you to go out there.\B-but you know...\as I said before, I really can't response:	fight like Sink or Nanami, at all.
context: Oh, the leaders of the Imperial Guard and the Secret Squad are with them, too!\Does this spell certain doom for Pastillage?!\Just as I expected, our troops are in a real bind.\Looks like it...\I think we have no choice but for you to go out there.\B-but you know...\as I said before, I really can't\fight like Sink or Nanami, at all. response:	Nobody said you have to fight like them.
context: Does this spell certain doom for Pastillage?!\Just as I expected, our troops are in a real bind.\Looks like it...\I think we have no choice but for you to go out there.\B-but you know...\as I said before, I really can't\fight like Sink or Nanami, at all.\Nobody said you have to fight like them. response:	Listen, Rebecca, when I saw you for the first time,
context: Just as I expected, our troops are in a real bind.\Looks like it...\I think we have no choice but for you to go out there.\B-but you know...\as I said before, I really can't\fight like Sink or Nanami, at all.\Nobody said you have to fight like them.\Listen, Rebecca, when I saw you for the first time, response:	my senses tingled.
context: Looks like it...\I think we have no choice but for you to go out there.\B-but you know...\as I said before, I really can't\fight like Sink or Nanami, at all.\Nobody said you have to fight like them.\Listen, Rebecca, when I saw you for the first time,\my senses tingled. response:	You have the same eyes as me.
context: I think we have no choice but for you to go out there.\B-but you know...\as I said before, I really can't\fight like Sink or Nanami, at all.\Nobody said you have to fight like them.\Listen, Rebecca, when I saw you for the first time,\my senses tingled.\You have the same eyes as me. response:	Umm...
context: B-but you know...\as I said before, I really can't\fight like Sink or Nanami, at all.\Nobody said you have to fight like them.\Listen, Rebecca, when I saw you for the first time,\my senses tingled.\You have the same eyes as me.\Umm... response:	You aspire to be like your friends.
context: as I said before, I really can't\fight like Sink or Nanami, at all.\Nobody said you have to fight like them.\Listen, Rebecca, when I saw you for the first time,\my senses tingled.\You have the same eyes as me.\Umm...\You aspire to be like your friends. response:	If only I could do that, too,
context: fight like Sink or Nanami, at all.\Nobody said you have to fight like them.\Listen, Rebecca, when I saw you for the first time,\my senses tingled.\You have the same eyes as me.\Umm...\You aspire to be like your friends.\If only I could do that, too, response:	we could spend more time together.
context: Nobody said you have to fight like them.\Listen, Rebecca, when I saw you for the first time,\my senses tingled.\You have the same eyes as me.\Umm...\You aspire to be like your friends.\If only I could do that, too,\we could spend more time together. response:	That's what you feel.
context: Listen, Rebecca, when I saw you for the first time,\my senses tingled.\You have the same eyes as me.\Umm...\You aspire to be like your friends.\If only I could do that, too,\we could spend more time together.\That's what you feel. response:	I aspire to be like Millihi-nee and Leo-nee.
context: my senses tingled.\You have the same eyes as me.\Umm...\You aspire to be like your friends.\If only I could do that, too,\we could spend more time together.\That's what you feel.\I aspire to be like Millihi-nee and Leo-nee. response:	I want to be a wonderful ruler loved by my subjects, like them.
context: You have the same eyes as me.\Umm...\You aspire to be like your friends.\If only I could do that, too,\we could spend more time together.\That's what you feel.\I aspire to be like Millihi-nee and Leo-nee.\I want to be a wonderful ruler loved by my subjects, like them. response:	But, your athletic skills are on the sad side,
context: Umm...\You aspire to be like your friends.\If only I could do that, too,\we could spend more time together.\That's what you feel.\I aspire to be like Millihi-nee and Leo-nee.\I want to be a wonderful ruler loved by my subjects, like them.\But, your athletic skills are on the sad side, response:	and I'm useless in a fight.
context: You aspire to be like your friends.\If only I could do that, too,\we could spend more time together.\That's what you feel.\I aspire to be like Millihi-nee and Leo-nee.\I want to be a wonderful ruler loved by my subjects, like them.\But, your athletic skills are on the sad side,\and I'm useless in a fight. response:	However, in Pastillage,
context: If only I could do that, too,\we could spend more time together.\That's what you feel.\I aspire to be like Millihi-nee and Leo-nee.\I want to be a wonderful ruler loved by my subjects, like them.\But, your athletic skills are on the sad side,\and I'm useless in a fight.\However, in Pastillage, response:	we have something that allows even us to do our best!
context: we could spend more time together.\That's what you feel.\I aspire to be like Millihi-nee and Leo-nee.\I want to be a wonderful ruler loved by my subjects, like them.\But, your athletic skills are on the sad side,\and I'm useless in a fight.\However, in Pastillage,\we have something that allows even us to do our best! response:	Heavenly Spear Culmurth and Divine Sword Mercurius.
context: That's what you feel.\I aspire to be like Millihi-nee and Leo-nee.\I want to be a wonderful ruler loved by my subjects, like them.\But, your athletic skills are on the sad side,\and I'm useless in a fight.\However, in Pastillage,\we have something that allows even us to do our best!\Heavenly Spear Culmurth and Divine Sword Mercurius. response:	These are the perfect swords for us mages types.
context: I aspire to be like Millihi-nee and Leo-nee.\I want to be a wonderful ruler loved by my subjects, like them.\But, your athletic skills are on the sad side,\and I'm useless in a fight.\However, in Pastillage,\we have something that allows even us to do our best!\Heavenly Spear Culmurth and Divine Sword Mercurius.\These are the perfect swords for us mages types. response:	I'm a mage type?
context: I want to be a wonderful ruler loved by my subjects, like them.\But, your athletic skills are on the sad side,\and I'm useless in a fight.\However, in Pastillage,\we have something that allows even us to do our best!\Heavenly Spear Culmurth and Divine Sword Mercurius.\These are the perfect swords for us mages types.\I'm a mage type? response:	To be honest, I'm actually still training to be the next ruler of my land.
context: But, your athletic skills are on the sad side,\and I'm useless in a fight.\However, in Pastillage,\we have something that allows even us to do our best!\Heavenly Spear Culmurth and Divine Sword Mercurius.\These are the perfect swords for us mages types.\I'm a mage type?\To be honest, I'm actually still training to be the next ruler of my land. response:	Even though I've been entrusted with the sword,
context: and I'm useless in a fight.\However, in Pastillage,\we have something that allows even us to do our best!\Heavenly Spear Culmurth and Divine Sword Mercurius.\These are the perfect swords for us mages types.\I'm a mage type?\To be honest, I'm actually still training to be the next ruler of my land.\Even though I've been entrusted with the sword, response:	I still have a lot to learn.
context: However, in Pastillage,\we have something that allows even us to do our best!\Heavenly Spear Culmurth and Divine Sword Mercurius.\These are the perfect swords for us mages types.\I'm a mage type?\To be honest, I'm actually still training to be the next ruler of my land.\Even though I've been entrusted with the sword,\I still have a lot to learn. response:	That might not sound encouraging,
context: we have something that allows even us to do our best!\Heavenly Spear Culmurth and Divine Sword Mercurius.\These are the perfect swords for us mages types.\I'm a mage type?\To be honest, I'm actually still training to be the next ruler of my land.\Even though I've been entrusted with the sword,\I still have a lot to learn.\That might not sound encouraging, response:	but I feel like we can understand each other better that way.
context: Heavenly Spear Culmurth and Divine Sword Mercurius.\These are the perfect swords for us mages types.\I'm a mage type?\To be honest, I'm actually still training to be the next ruler of my land.\Even though I've been entrusted with the sword,\I still have a lot to learn.\That might not sound encouraging,\but I feel like we can understand each other better that way. response:	I want to try a bunch of firsts with you
context: These are the perfect swords for us mages types.\I'm a mage type?\To be honest, I'm actually still training to be the next ruler of my land.\Even though I've been entrusted with the sword,\I still have a lot to learn.\That might not sound encouraging,\but I feel like we can understand each other better that way.\I want to try a bunch of firsts with you response:	since I feel like we'll really get along.
context: I'm a mage type?\To be honest, I'm actually still training to be the next ruler of my land.\Even though I've been entrusted with the sword,\I still have a lot to learn.\That might not sound encouraging,\but I feel like we can understand each other better that way.\I want to try a bunch of firsts with you\since I feel like we'll really get along. response:	I'm honored, but are you sure you really want me?
context: To be honest, I'm actually still training to be the next ruler of my land.\Even though I've been entrusted with the sword,\I still have a lot to learn.\That might not sound encouraging,\but I feel like we can understand each other better that way.\I want to try a bunch of firsts with you\since I feel like we'll really get along.\I'm honored, but are you sure you really want me? response:	Of course!
context: Even though I've been entrusted with the sword,\I still have a lot to learn.\That might not sound encouraging,\but I feel like we can understand each other better that way.\I want to try a bunch of firsts with you\since I feel like we'll really get along.\I'm honored, but are you sure you really want me?\Of course! response:	I fell in love with you!
context: I still have a lot to learn.\That might not sound encouraging,\but I feel like we can understand each other better that way.\I want to try a bunch of firsts with you\since I feel like we'll really get along.\I'm honored, but are you sure you really want me?\Of course!\I fell in love with you! response:	I want take the skies with you!
context: That might not sound encouraging,\but I feel like we can understand each other better that way.\I want to try a bunch of firsts with you\since I feel like we'll really get along.\I'm honored, but are you sure you really want me?\Of course!\I fell in love with you!\I want take the skies with you! response:	Rebecca,
context: but I feel like we can understand each other better that way.\I want to try a bunch of firsts with you\since I feel like we'll really get along.\I'm honored, but are you sure you really want me?\Of course!\I fell in love with you!\I want take the skies with you!\Rebecca, response:	will you accept Pastillage's Divine Sword Mercurius?
context: I want to try a bunch of firsts with you\since I feel like we'll really get along.\I'm honored, but are you sure you really want me?\Of course!\I fell in love with you!\I want take the skies with you!\Rebecca,\will you accept Pastillage's Divine Sword Mercurius? response:	Something's happening on the
context: since I feel like we'll really get along.\I'm honored, but are you sure you really want me?\Of course!\I fell in love with you!\I want take the skies with you!\Rebecca,\will you accept Pastillage's Divine Sword Mercurius?\Something's happening on the response:	Everybody, sorry for the wait.
context: I'm honored, but are you sure you really want me?\Of course!\I fell in love with you!\I want take the skies with you!\Rebecca,\will you accept Pastillage's Divine Sword Mercurius?\Something's happening on the\Everybody, sorry for the wait. response:	too bad, but you're out of time.
context: Of course!\I fell in love with you!\I want take the skies with you!\Rebecca,\will you accept Pastillage's Divine Sword Mercurius?\Something's happening on the\Everybody, sorry for the wait.\too bad, but you're out of time. response:	Our army's secret weapon has just been born!
context: I fell in love with you!\I want take the skies with you!\Rebecca,\will you accept Pastillage's Divine Sword Mercurius?\Something's happening on the\Everybody, sorry for the wait.\too bad, but you're out of time.\Our army's secret weapon has just been born! response:	Go, Rebecca!
context: I want take the skies with you!\Rebecca,\will you accept Pastillage's Divine Sword Mercurius?\Something's happening on the\Everybody, sorry for the wait.\too bad, but you're out of time.\Our army's secret weapon has just been born!\Go, Rebecca! response:	Equip!
context: Rebecca,\will you accept Pastillage's Divine Sword Mercurius?\Something's happening on the\Everybody, sorry for the wait.\too bad, but you're out of time.\Our army's secret weapon has just been born!\Go, Rebecca!\Equip! response:	I did it!
context: will you accept Pastillage's Divine Sword Mercurius?\Something's happening on the\Everybody, sorry for the wait.\too bad, but you're out of time.\Our army's secret weapon has just been born!\Go, Rebecca!\Equip!\I did it! response:	Behold!
context: Something's happening on the\Everybody, sorry for the wait.\too bad, but you're out of time.\Our army's secret weapon has just been born!\Go, Rebecca!\Equip!\I did it!\Behold! response:	This is Pastillage's Flying Hero, Rebecca!
context: Everybody, sorry for the wait.\too bad, but you're out of time.\Our army's secret weapon has just been born!\Go, Rebecca!\Equip!\I did it!\Behold!\This is Pastillage's Flying Hero, Rebecca! response:	Let's go, Rebecca!
context: too bad, but you're out of time.\Our army's secret weapon has just been born!\Go, Rebecca!\Equip!\I did it!\Behold!\This is Pastillage's Flying Hero, Rebecca!\Let's go, Rebecca! response:	Yes! I'll do my best as Pastillage's Hero!
context: Our army's secret weapon has just been born!\Go, Rebecca!\Equip!\I did it!\Behold!\This is Pastillage's Flying Hero, Rebecca!\Let's go, Rebecca!\Yes! I'll do my best as Pastillage's Hero! response:	Hero Rebecca is born!
context: Go, Rebecca!\Equip!\I did it!\Behold!\This is Pastillage's Flying Hero, Rebecca!\Let's go, Rebecca!\Yes! I'll do my best as Pastillage's Hero!\Hero Rebecca is born! response:	Wonderful!
context: Equip!\I did it!\Behold!\This is Pastillage's Flying Hero, Rebecca!\Let's go, Rebecca!\Yes! I'll do my best as Pastillage's Hero!\Hero Rebecca is born!\Wonderful! response:	I'll do my best!
context: I did it!\Behold!\This is Pastillage's Flying Hero, Rebecca!\Let's go, Rebecca!\Yes! I'll do my best as Pastillage's Hero!\Hero Rebecca is born!\Wonderful!\I'll do my best! response:	Three Heroes!
context: Behold!\This is Pastillage's Flying Hero, Rebecca!\Let's go, Rebecca!\Yes! I'll do my best as Pastillage's Hero!\Hero Rebecca is born!\Wonderful!\I'll do my best!\Three Heroes! response:	And, Nanami, you need to put some clothes on!
context: This is Pastillage's Flying Hero, Rebecca!\Let's go, Rebecca!\Yes! I'll do my best as Pastillage's Hero!\Hero Rebecca is born!\Wonderful!\I'll do my best!\Three Heroes!\And, Nanami, you need to put some clothes on! response:	Don't worry about it.
