context: Come on out, Tsubaki! response:	It IS that Tsubaki, after all.
context: Take care, Shippo.\You, too.\It turns out that we were victims of Naraku's treachery.\Who?\Tsubaki as well as us.\And the Sacred Jewel is still in Naraku's hands.\I'll get it back without fail!\Yes, you're right, Inuyasha. response:	I'm so tired.
context: You, too.\It turns out that we were victims of Naraku's treachery.\Who?\Tsubaki as well as us.\And the Sacred Jewel is still in Naraku's hands.\I'll get it back without fail!\Yes, you're right, Inuyasha.\I'm so tired. response:	Shall we return?
context: It turns out that we were victims of Naraku's treachery.\Who?\Tsubaki as well as us.\And the Sacred Jewel is still in Naraku's hands.\I'll get it back without fail!\Yes, you're right, Inuyasha.\I'm so tired.\Shall we return? response:	What's the matter, Inuyasha?
context: Who?\Tsubaki as well as us.\And the Sacred Jewel is still in Naraku's hands.\I'll get it back without fail!\Yes, you're right, Inuyasha.\I'm so tired.\Shall we return?\What's the matter, Inuyasha? response:	It's nothing. Just my imagination.
context: Tsubaki as well as us.\And the Sacred Jewel is still in Naraku's hands.\I'll get it back without fail!\Yes, you're right, Inuyasha.\I'm so tired.\Shall we return?\What's the matter, Inuyasha?\It's nothing. Just my imagination. response:	Tsubaki was so obsessed with the Sacred Jewel...
context: And the Sacred Jewel is still in Naraku's hands.\I'll get it back without fail!\Yes, you're right, Inuyasha.\I'm so tired.\Shall we return?\What's the matter, Inuyasha?\It's nothing. Just my imagination.\Tsubaki was so obsessed with the Sacred Jewel... response:	But there was no way she would win...
context: I'll get it back without fail!\Yes, you're right, Inuyasha.\I'm so tired.\Shall we return?\What's the matter, Inuyasha?\It's nothing. Just my imagination.\Tsubaki was so obsessed with the Sacred Jewel...\But there was no way she would win... response:	Obsessed... Who am I to talk?
context: Yes, you're right, Inuyasha.\I'm so tired.\Shall we return?\What's the matter, Inuyasha?\It's nothing. Just my imagination.\Tsubaki was so obsessed with the Sacred Jewel...\But there was no way she would win...\Obsessed... Who am I to talk? response:	What's the matter, Myoga?
context: I'm so tired.\Shall we return?\What's the matter, Inuyasha?\It's nothing. Just my imagination.\Tsubaki was so obsessed with the Sacred Jewel...\But there was no way she would win...\Obsessed... Who am I to talk?\What's the matter, Myoga? response:	You usually try to avoid us,
context: Shall we return?\What's the matter, Inuyasha?\It's nothing. Just my imagination.\Tsubaki was so obsessed with the Sacred Jewel...\But there was no way she would win...\Obsessed... Who am I to talk?\What's the matter, Myoga?\You usually try to avoid us, response:	but today, you've actually come to us!
context: What's the matter, Inuyasha?\It's nothing. Just my imagination.\Tsubaki was so obsessed with the Sacred Jewel...\But there was no way she would win...\Obsessed... Who am I to talk?\What's the matter, Myoga?\You usually try to avoid us,\but today, you've actually come to us! response:	Miroku is attacking Sango!
context: It's nothing. Just my imagination.\Tsubaki was so obsessed with the Sacred Jewel...\But there was no way she would win...\Obsessed... Who am I to talk?\What's the matter, Myoga?\You usually try to avoid us,\but today, you've actually come to us!\Miroku is attacking Sango! response:	What's going on?! Even Inuyasha is acting funny!
context: Tsubaki was so obsessed with the Sacred Jewel...\But there was no way she would win...\Obsessed... Who am I to talk?\What's the matter, Myoga?\You usually try to avoid us,\but today, you've actually come to us!\Miroku is attacking Sango!\What's going on?! Even Inuyasha is acting funny! response:	Could this be the curse of the giant centipede?
context: But there was no way she would win...\Obsessed... Who am I to talk?\What's the matter, Myoga?\You usually try to avoid us,\but today, you've actually come to us!\Miroku is attacking Sango!\What's going on?! Even Inuyasha is acting funny!\Could this be the curse of the giant centipede? response:	Next on Inuyasha: Farewell Days of My Youth!
context: Obsessed... Who am I to talk?\What's the matter, Myoga?\You usually try to avoid us,\but today, you've actually come to us!\Miroku is attacking Sango!\What's going on?! Even Inuyasha is acting funny!\Could this be the curse of the giant centipede?\Next on Inuyasha: Farewell Days of My Youth! response:	Whose youth anyway?
