context: The Third Plate response:	Twelve
context: Even the slightest mistake, and the flavor could have been muddled or overly bitter.\It's like walking on a tightrope.\It wouldn't be possible to make without knowing\every detail about each component and how they all pair with each other.\It wouldn't be possible unless it was Tsukasa Eishi.\This dish is a superhuman feat.\With the two different kinds of aromatic sauces,\he was able to express the venison's delicate elegance and untamed wildness. response:	Holy crap!
context: It's like walking on a tightrope.\It wouldn't be possible to make without knowing\every detail about each component and how they all pair with each other.\It wouldn't be possible unless it was Tsukasa Eishi.\This dish is a superhuman feat.\With the two different kinds of aromatic sauces,\he was able to express the venison's delicate elegance and untamed wildness.\Holy crap! response:	This is insane!
context: It wouldn't be possible to make without knowing\every detail about each component and how they all pair with each other.\It wouldn't be possible unless it was Tsukasa Eishi.\This dish is a superhuman feat.\With the two different kinds of aromatic sauces,\he was able to express the venison's delicate elegance and untamed wildness.\Holy crap!\This is insane! response:	Now, then...
context: every detail about each component and how they all pair with each other.\It wouldn't be possible unless it was Tsukasa Eishi.\This dish is a superhuman feat.\With the two different kinds of aromatic sauces,\he was able to express the venison's delicate elegance and untamed wildness.\Holy crap!\This is insane!\Now, then... response:	Would you be so kind to judge our dishes? Which one was better?
context: It wouldn't be possible unless it was Tsukasa Eishi.\This dish is a superhuman feat.\With the two different kinds of aromatic sauces,\he was able to express the venison's delicate elegance and untamed wildness.\Holy crap!\This is insane!\Now, then...\Would you be so kind to judge our dishes? Which one was better? response:	There's no way we could choose so easily.
context: This dish is a superhuman feat.\With the two different kinds of aromatic sauces,\he was able to express the venison's delicate elegance and untamed wildness.\Holy crap!\This is insane!\Now, then...\Would you be so kind to judge our dishes? Which one was better?\There's no way we could choose so easily. response:	But if we had to choose one...
context: With the two different kinds of aromatic sauces,\he was able to express the venison's delicate elegance and untamed wildness.\Holy crap!\This is insane!\Now, then...\Would you be so kind to judge our dishes? Which one was better?\There's no way we could choose so easily.\But if we had to choose one... response:	The dish that brought out the flavors of the venison better...
context: he was able to express the venison's delicate elegance and untamed wildness.\Holy crap!\This is insane!\Now, then...\Would you be so kind to judge our dishes? Which one was better?\There's no way we could choose so easily.\But if we had to choose one...\The dish that brought out the flavors of the venison better... response:	was clearly...
context: Holy crap!\This is insane!\Now, then...\Would you be so kind to judge our dishes? Which one was better?\There's no way we could choose so easily.\But if we had to choose one...\The dish that brought out the flavors of the venison better...\was clearly... response:	Now, then... We'll announce the results.
context: This is insane!\Now, then...\Would you be so kind to judge our dishes? Which one was better?\There's no way we could choose so easily.\But if we had to choose one...\The dish that brought out the flavors of the venison better...\was clearly...\Now, then... We'll announce the results. response:	The winner of this cooking battle...
context: Now, then...\Would you be so kind to judge our dishes? Which one was better?\There's no way we could choose so easily.\But if we had to choose one...\The dish that brought out the flavors of the venison better...\was clearly...\Now, then... We'll announce the results.\The winner of this cooking battle... response:	You don't have any objections to the results, do you, Yukihira?
context: Would you be so kind to judge our dishes? Which one was better?\There's no way we could choose so easily.\But if we had to choose one...\The dish that brought out the flavors of the venison better...\was clearly...\Now, then... We'll announce the results.\The winner of this cooking battle...\You don't have any objections to the results, do you, Yukihira? response:	I think you understand how different our abilities are.
context: There's no way we could choose so easily.\But if we had to choose one...\The dish that brought out the flavors of the venison better...\was clearly...\Now, then... We'll announce the results.\The winner of this cooking battle...\You don't have any objections to the results, do you, Yukihira?\I think you understand how different our abilities are. response:	Soma-kun's dish was really amazing, too.
context: But if we had to choose one...\The dish that brought out the flavors of the venison better...\was clearly...\Now, then... We'll announce the results.\The winner of this cooking battle...\You don't have any objections to the results, do you, Yukihira?\I think you understand how different our abilities are.\Soma-kun's dish was really amazing, too. response:	He created a whole new world of flavors.
context: The dish that brought out the flavors of the venison better...\was clearly...\Now, then... We'll announce the results.\The winner of this cooking battle...\You don't have any objections to the results, do you, Yukihira?\I think you understand how different our abilities are.\Soma-kun's dish was really amazing, too.\He created a whole new world of flavors. response:	Tsukasa Eishi's dish brought out
context: was clearly...\Now, then... We'll announce the results.\The winner of this cooking battle...\You don't have any objections to the results, do you, Yukihira?\I think you understand how different our abilities are.\Soma-kun's dish was really amazing, too.\He created a whole new world of flavors.\Tsukasa Eishi's dish brought out response:	such delicious flavors from the venison that it felt like Eden.
context: Now, then... We'll announce the results.\The winner of this cooking battle...\You don't have any objections to the results, do you, Yukihira?\I think you understand how different our abilities are.\Soma-kun's dish was really amazing, too.\He created a whole new world of flavors.\Tsukasa Eishi's dish brought out\such delicious flavors from the venison that it felt like Eden. response:	But if Soma-kun loses here...
context: The winner of this cooking battle...\You don't have any objections to the results, do you, Yukihira?\I think you understand how different our abilities are.\Soma-kun's dish was really amazing, too.\He created a whole new world of flavors.\Tsukasa Eishi's dish brought out\such delicious flavors from the venison that it felt like Eden.\But if Soma-kun loses here... response:	Yukihira will end up in Central!
context: You don't have any objections to the results, do you, Yukihira?\I think you understand how different our abilities are.\Soma-kun's dish was really amazing, too.\He created a whole new world of flavors.\Tsukasa Eishi's dish brought out\such delicious flavors from the venison that it felt like Eden.\But if Soma-kun loses here...\Yukihira will end up in Central! response:	I can't deny that Tsukasa-san's dish was superior.
context: I think you understand how different our abilities are.\Soma-kun's dish was really amazing, too.\He created a whole new world of flavors.\Tsukasa Eishi's dish brought out\such delicious flavors from the venison that it felt like Eden.\But if Soma-kun loses here...\Yukihira will end up in Central!\I can't deny that Tsukasa-san's dish was superior. response:	Yukihira-kun lost.
context: Soma-kun's dish was really amazing, too.\He created a whole new world of flavors.\Tsukasa Eishi's dish brought out\such delicious flavors from the venison that it felt like Eden.\But if Soma-kun loses here...\Yukihira will end up in Central!\I can't deny that Tsukasa-san's dish was superior.\Yukihira-kun lost. response:	Yukihira...
context: He created a whole new world of flavors.\Tsukasa Eishi's dish brought out\such delicious flavors from the venison that it felt like Eden.\But if Soma-kun loses here...\Yukihira will end up in Central!\I can't deny that Tsukasa-san's dish was superior.\Yukihira-kun lost.\Yukihira... response:	You're far too unpredictable to be of any use to me.
context: Tsukasa Eishi's dish brought out\such delicious flavors from the venison that it felt like Eden.\But if Soma-kun loses here...\Yukihira will end up in Central!\I can't deny that Tsukasa-san's dish was superior.\Yukihira-kun lost.\Yukihira...\You're far too unpredictable to be of any use to me. response:	That's what I thought when I ate your dish.
context: such delicious flavors from the venison that it felt like Eden.\But if Soma-kun loses here...\Yukihira will end up in Central!\I can't deny that Tsukasa-san's dish was superior.\Yukihira-kun lost.\Yukihira...\You're far too unpredictable to be of any use to me.\That's what I thought when I ate your dish. response:	If I brought you to Central with me...
context: But if Soma-kun loses here...\Yukihira will end up in Central!\I can't deny that Tsukasa-san's dish was superior.\Yukihira-kun lost.\Yukihira...\You're far too unpredictable to be of any use to me.\That's what I thought when I ate your dish.\If I brought you to Central with me... response:	Rather than getting any sort of assistance from your support,
context: Yukihira will end up in Central!\I can't deny that Tsukasa-san's dish was superior.\Yukihira-kun lost.\Yukihira...\You're far too unpredictable to be of any use to me.\That's what I thought when I ate your dish.\If I brought you to Central with me...\Rather than getting any sort of assistance from your support, response:	I think I'd keel over from anxiety.
context: I can't deny that Tsukasa-san's dish was superior.\Yukihira-kun lost.\Yukihira...\You're far too unpredictable to be of any use to me.\That's what I thought when I ate your dish.\If I brought you to Central with me...\Rather than getting any sort of assistance from your support,\I think I'd keel over from anxiety. response:	I have a feeling you'd make something I didn't even ask you to make.
context: Yukihira-kun lost.\Yukihira...\You're far too unpredictable to be of any use to me.\That's what I thought when I ate your dish.\If I brought you to Central with me...\Rather than getting any sort of assistance from your support,\I think I'd keel over from anxiety.\I have a feeling you'd make something I didn't even ask you to make. response:	That's completely understandable.
context: Yukihira...\You're far too unpredictable to be of any use to me.\That's what I thought when I ate your dish.\If I brought you to Central with me...\Rather than getting any sort of assistance from your support,\I think I'd keel over from anxiety.\I have a feeling you'd make something I didn't even ask you to make.\That's completely understandable. response:	I don't think I'd be able to handle you as my right hand.
context: You're far too unpredictable to be of any use to me.\That's what I thought when I ate your dish.\If I brought you to Central with me...\Rather than getting any sort of assistance from your support,\I think I'd keel over from anxiety.\I have a feeling you'd make something I didn't even ask you to make.\That's completely understandable.\I don't think I'd be able to handle you as my right hand. response:	So I think I'm going to change my mind on forcing you into Central.
context: That's what I thought when I ate your dish.\If I brought you to Central with me...\Rather than getting any sort of assistance from your support,\I think I'd keel over from anxiety.\I have a feeling you'd make something I didn't even ask you to make.\That's completely understandable.\I don't think I'd be able to handle you as my right hand.\So I think I'm going to change my mind on forcing you into Central. response:	Huh?
context: If I brought you to Central with me...\Rather than getting any sort of assistance from your support,\I think I'd keel over from anxiety.\I have a feeling you'd make something I didn't even ask you to make.\That's completely understandable.\I don't think I'd be able to handle you as my right hand.\So I think I'm going to change my mind on forcing you into Central.\Huh? response:	Are you sure?
context: Rather than getting any sort of assistance from your support,\I think I'd keel over from anxiety.\I have a feeling you'd make something I didn't even ask you to make.\That's completely understandable.\I don't think I'd be able to handle you as my right hand.\So I think I'm going to change my mind on forcing you into Central.\Huh?\Are you sure? response:	Yeah. This battle wasn't a real Shokugeki in the first place.
context: I think I'd keel over from anxiety.\I have a feeling you'd make something I didn't even ask you to make.\That's completely understandable.\I don't think I'd be able to handle you as my right hand.\So I think I'm going to change my mind on forcing you into Central.\Huh?\Are you sure?\Yeah. This battle wasn't a real Shokugeki in the first place. response:	Let's call this a draw, Yukihira.
context: I have a feeling you'd make something I didn't even ask you to make.\That's completely understandable.\I don't think I'd be able to handle you as my right hand.\So I think I'm going to change my mind on forcing you into Central.\Huh?\Are you sure?\Yeah. This battle wasn't a real Shokugeki in the first place.\Let's call this a draw, Yukihira. response:	Now, if you'll excuse me...
context: That's completely understandable.\I don't think I'd be able to handle you as my right hand.\So I think I'm going to change my mind on forcing you into Central.\Huh?\Are you sure?\Yeah. This battle wasn't a real Shokugeki in the first place.\Let's call this a draw, Yukihira.\Now, if you'll excuse me... response:	No.
context: I don't think I'd be able to handle you as my right hand.\So I think I'm going to change my mind on forcing you into Central.\Huh?\Are you sure?\Yeah. This battle wasn't a real Shokugeki in the first place.\Let's call this a draw, Yukihira.\Now, if you'll excuse me...\No. response:	I lost!
context: So I think I'm going to change my mind on forcing you into Central.\Huh?\Are you sure?\Yeah. This battle wasn't a real Shokugeki in the first place.\Let's call this a draw, Yukihira.\Now, if you'll excuse me...\No.\I lost! response:	Huh?!
context: Huh?\Are you sure?\Yeah. This battle wasn't a real Shokugeki in the first place.\Let's call this a draw, Yukihira.\Now, if you'll excuse me...\No.\I lost!\Huh?! response:	Soma-kun?!
context: Are you sure?\Yeah. This battle wasn't a real Shokugeki in the first place.\Let's call this a draw, Yukihira.\Now, if you'll excuse me...\No.\I lost!\Huh?!\Soma-kun?! response:	A loss is a loss.
context: Yeah. This battle wasn't a real Shokugeki in the first place.\Let's call this a draw, Yukihira.\Now, if you'll excuse me...\No.\I lost!\Huh?!\Soma-kun?!\A loss is a loss. response:	I clearly understand how different our skills are now.
context: Let's call this a draw, Yukihira.\Now, if you'll excuse me...\No.\I lost!\Huh?!\Soma-kun?!\A loss is a loss.\I clearly understand how different our skills are now. response:	If you admit defeat, you're going to end up in Central.
context: Now, if you'll excuse me...\No.\I lost!\Huh?!\Soma-kun?!\A loss is a loss.\I clearly understand how different our skills are now.\If you admit defeat, you're going to end up in Central. response:	I don't want that, either.
context: No.\I lost!\Huh?!\Soma-kun?!\A loss is a loss.\I clearly understand how different our skills are now.\If you admit defeat, you're going to end up in Central.\I don't want that, either. response:	You're so annoying!
context: I lost!\Huh?!\Soma-kun?!\A loss is a loss.\I clearly understand how different our skills are now.\If you admit defeat, you're going to end up in Central.\I don't want that, either.\You're so annoying! response:	Soma-kun, just hold back for now.
context: Huh?!\Soma-kun?!\A loss is a loss.\I clearly understand how different our skills are now.\If you admit defeat, you're going to end up in Central.\I don't want that, either.\You're so annoying!\Soma-kun, just hold back for now. response:	Huh?
context: Soma-kun?!\A loss is a loss.\I clearly understand how different our skills are now.\If you admit defeat, you're going to end up in Central.\I don't want that, either.\You're so annoying!\Soma-kun, just hold back for now.\Huh? response:	Just shut up!
context: A loss is a loss.\I clearly understand how different our skills are now.\If you admit defeat, you're going to end up in Central.\I don't want that, either.\You're so annoying!\Soma-kun, just hold back for now.\Huh?\Just shut up! response:	But I lost.
context: I clearly understand how different our skills are now.\If you admit defeat, you're going to end up in Central.\I don't want that, either.\You're so annoying!\Soma-kun, just hold back for now.\Huh?\Just shut up!\But I lost. response:	Shut your stupid mouth!
context: If you admit defeat, you're going to end up in Central.\I don't want that, either.\You're so annoying!\Soma-kun, just hold back for now.\Huh?\Just shut up!\But I lost.\Shut your stupid mouth! response:	Just shut it!
context: I don't want that, either.\You're so annoying!\Soma-kun, just hold back for now.\Huh?\Just shut up!\But I lost.\Shut your stupid mouth!\Just shut it! response:	Tsukasa-san...
context: You're so annoying!\Soma-kun, just hold back for now.\Huh?\Just shut up!\But I lost.\Shut your stupid mouth!\Just shut it!\Tsukasa-san... response:	Did you take pity on him?
context: Soma-kun, just hold back for now.\Huh?\Just shut up!\But I lost.\Shut your stupid mouth!\Just shut it!\Tsukasa-san...\Did you take pity on him? response:	Pity?
context: Huh?\Just shut up!\But I lost.\Shut your stupid mouth!\Just shut it!\Tsukasa-san...\Did you take pity on him?\Pity? response:	I'd say it's the exact opposite.
context: Just shut up!\But I lost.\Shut your stupid mouth!\Just shut it!\Tsukasa-san...\Did you take pity on him?\Pity?\I'd say it's the exact opposite. response:	His cooking won't waver or change, no matter how much I try to force it.
context: But I lost.\Shut your stupid mouth!\Just shut it!\Tsukasa-san...\Did you take pity on him?\Pity?\I'd say it's the exact opposite.\His cooking won't waver or change, no matter how much I try to force it. response:	That's why I thought it'd be dangerous to have him around me.
context: Shut your stupid mouth!\Just shut it!\Tsukasa-san...\Did you take pity on him?\Pity?\I'd say it's the exact opposite.\His cooking won't waver or change, no matter how much I try to force it.\That's why I thought it'd be dangerous to have him around me. response:	That's all.
context: Just shut it!\Tsukasa-san...\Did you take pity on him?\Pity?\I'd say it's the exact opposite.\His cooking won't waver or change, no matter how much I try to force it.\That's why I thought it'd be dangerous to have him around me.\That's all. response:	Well, see you later.
context: Tsukasa-san...\Did you take pity on him?\Pity?\I'd say it's the exact opposite.\His cooking won't waver or change, no matter how much I try to force it.\That's why I thought it'd be dangerous to have him around me.\That's all.\Well, see you later. response:	Damn it... I lost again.
context: Did you take pity on him?\Pity?\I'd say it's the exact opposite.\His cooking won't waver or change, no matter how much I try to force it.\That's why I thought it'd be dangerous to have him around me.\That's all.\Well, see you later.\Damn it... I lost again. response:	Huh? Erina-sama? Where did you go?
context: Pity?\I'd say it's the exact opposite.\His cooking won't waver or change, no matter how much I try to force it.\That's why I thought it'd be dangerous to have him around me.\That's all.\Well, see you later.\Damn it... I lost again.\Huh? Erina-sama? Where did you go? response:	But he's the First Seat.
context: I'd say it's the exact opposite.\His cooking won't waver or change, no matter how much I try to force it.\That's why I thought it'd be dangerous to have him around me.\That's all.\Well, see you later.\Damn it... I lost again.\Huh? Erina-sama? Where did you go?\But he's the First Seat. response:	Erina-sama, are you hiding? You aren't in the salamander, are you?
context: His cooking won't waver or change, no matter how much I try to force it.\That's why I thought it'd be dangerous to have him around me.\That's all.\Well, see you later.\Damn it... I lost again.\Huh? Erina-sama? Where did you go?\But he's the First Seat.\Erina-sama, are you hiding? You aren't in the salamander, are you? response:	Yeah... I couldn't reach him at all.
context: That's why I thought it'd be dangerous to have him around me.\That's all.\Well, see you later.\Damn it... I lost again.\Huh? Erina-sama? Where did you go?\But he's the First Seat.\Erina-sama, are you hiding? You aren't in the salamander, are you?\Yeah... I couldn't reach him at all. response:	Erina-sama?!
context: That's all.\Well, see you later.\Damn it... I lost again.\Huh? Erina-sama? Where did you go?\But he's the First Seat.\Erina-sama, are you hiding? You aren't in the salamander, are you?\Yeah... I couldn't reach him at all.\Erina-sama?! response:	But he's not so far that I'll never reach him.
context: Well, see you later.\Damn it... I lost again.\Huh? Erina-sama? Where did you go?\But he's the First Seat.\Erina-sama, are you hiding? You aren't in the salamander, are you?\Yeah... I couldn't reach him at all.\Erina-sama?!\But he's not so far that I'll never reach him. response:	Next time, I'll reach that summit!
context: Damn it... I lost again.\Huh? Erina-sama? Where did you go?\But he's the First Seat.\Erina-sama, are you hiding? You aren't in the salamander, are you?\Yeah... I couldn't reach him at all.\Erina-sama?!\But he's not so far that I'll never reach him.\Next time, I'll reach that summit! response:	A Few Days Later
context: Huh? Erina-sama? Where did you go?\But he's the First Seat.\Erina-sama, are you hiding? You aren't in the salamander, are you?\Yeah... I couldn't reach him at all.\Erina-sama?!\But he's not so far that I'll never reach him.\Next time, I'll reach that summit!\A Few Days Later response:	Hall B
context: But he's the First Seat.\Erina-sama, are you hiding? You aren't in the salamander, are you?\Yeah... I couldn't reach him at all.\Erina-sama?!\But he's not so far that I'll never reach him.\Next time, I'll reach that summit!\A Few Days Later\Hall B response:	Wh-Whoa...
context: Erina-sama, are you hiding? You aren't in the salamander, are you?\Yeah... I couldn't reach him at all.\Erina-sama?!\But he's not so far that I'll never reach him.\Next time, I'll reach that summit!\A Few Days Later\Hall B\Wh-Whoa... response:	The Second Survivor Hunt
context: Yeah... I couldn't reach him at all.\Erina-sama?!\But he's not so far that I'll never reach him.\Next time, I'll reach that summit!\A Few Days Later\Hall B\Wh-Whoa...\The Second Survivor Hunt response:	What's going on?
context: Erina-sama?!\But he's not so far that I'll never reach him.\Next time, I'll reach that summit!\A Few Days Later\Hall B\Wh-Whoa...\The Second Survivor Hunt\What's going on? response:	Central managed to take down so many other RS powerhouses...
context: But he's not so far that I'll never reach him.\Next time, I'll reach that summit!\A Few Days Later\Hall B\Wh-Whoa...\The Second Survivor Hunt\What's going on?\Central managed to take down so many other RS powerhouses... response:	But they're clearly winning!
context: Next time, I'll reach that summit!\A Few Days Later\Hall B\Wh-Whoa...\The Second Survivor Hunt\What's going on?\Central managed to take down so many other RS powerhouses...\But they're clearly winning! response:	Mito Ikumi!
context: A Few Days Later\Hall B\Wh-Whoa...\The Second Survivor Hunt\What's going on?\Central managed to take down so many other RS powerhouses...\But they're clearly winning!\Mito Ikumi! response:	Get'em, Megumi!
context: Hall B\Wh-Whoa...\The Second Survivor Hunt\What's going on?\Central managed to take down so many other RS powerhouses...\But they're clearly winning!\Mito Ikumi!\Get'em, Megumi! response:	You've got this, Tadokoro-san!
context: Wh-Whoa...\The Second Survivor Hunt\What's going on?\Central managed to take down so many other RS powerhouses...\But they're clearly winning!\Mito Ikumi!\Get'em, Megumi!\You've got this, Tadokoro-san! response:	Nikumi! You're sparkling!
context: The Second Survivor Hunt\What's going on?\Central managed to take down so many other RS powerhouses...\But they're clearly winning!\Mito Ikumi!\Get'em, Megumi!\You've got this, Tadokoro-san!\Nikumi! You're sparkling! response:	Go!
context: What's going on?\Central managed to take down so many other RS powerhouses...\But they're clearly winning!\Mito Ikumi!\Get'em, Megumi!\You've got this, Tadokoro-san!\Nikumi! You're sparkling!\Go! response:	You've got this!
context: Central managed to take down so many other RS powerhouses...\But they're clearly winning!\Mito Ikumi!\Get'em, Megumi!\You've got this, Tadokoro-san!\Nikumi! You're sparkling!\Go!\You've got this! response:	Soma-kun protected our dorm all by himself.
context: But they're clearly winning!\Mito Ikumi!\Get'em, Megumi!\You've got this, Tadokoro-san!\Nikumi! You're sparkling!\Go!\You've got this!\Soma-kun protected our dorm all by himself. response:	I'm not going to let them take
context: Mito Ikumi!\Get'em, Megumi!\You've got this, Tadokoro-san!\Nikumi! You're sparkling!\Go!\You've got this!\Soma-kun protected our dorm all by himself.\I'm not going to let them take response:	the place where I belong, either!
context: Get'em, Megumi!\You've got this, Tadokoro-san!\Nikumi! You're sparkling!\Go!\You've got this!\Soma-kun protected our dorm all by himself.\I'm not going to let them take\the place where I belong, either! response:	The one who told me to join the Don RS was Yukihira.
context: You've got this, Tadokoro-san!\Nikumi! You're sparkling!\Go!\You've got this!\Soma-kun protected our dorm all by himself.\I'm not going to let them take\the place where I belong, either!\The one who told me to join the Don RS was Yukihira. response:	There's no way I'd let them destroy it!
context: Nikumi! You're sparkling!\Go!\You've got this!\Soma-kun protected our dorm all by himself.\I'm not going to let them take\the place where I belong, either!\The one who told me to join the Don RS was Yukihira.\There's no way I'd let them destroy it! response:	It's decided.
context: Go!\You've got this!\Soma-kun protected our dorm all by himself.\I'm not going to let them take\the place where I belong, either!\The one who told me to join the Don RS was Yukihira.\There's no way I'd let them destroy it!\It's decided. response:	I felt their strong will to see their cooking through to the end!
context: You've got this!\Soma-kun protected our dorm all by himself.\I'm not going to let them take\the place where I belong, either!\The one who told me to join the Don RS was Yukihira.\There's no way I'd let them destroy it!\It's decided.\I felt their strong will to see their cooking through to the end! response:	Regional Cooking RS
context: Soma-kun protected our dorm all by himself.\I'm not going to let them take\the place where I belong, either!\The one who told me to join the Don RS was Yukihira.\There's no way I'd let them destroy it!\It's decided.\I felt their strong will to see their cooking through to the end!\Regional Cooking RS response:	The Regional Cooking RS wins! They will continue!
context: I'm not going to let them take\the place where I belong, either!\The one who told me to join the Don RS was Yukihira.\There's no way I'd let them destroy it!\It's decided.\I felt their strong will to see their cooking through to the end!\Regional Cooking RS\The Regional Cooking RS wins! They will continue! response:	No! Why?!
context: the place where I belong, either!\The one who told me to join the Don RS was Yukihira.\There's no way I'd let them destroy it!\It's decided.\I felt their strong will to see their cooking through to the end!\Regional Cooking RS\The Regional Cooking RS wins! They will continue!\No! Why?! response:	You guys did it! Megumi! Nikumi-cchi!
context: The one who told me to join the Don RS was Yukihira.\There's no way I'd let them destroy it!\It's decided.\I felt their strong will to see their cooking through to the end!\Regional Cooking RS\The Regional Cooking RS wins! They will continue!\No! Why?!\You guys did it! Megumi! Nikumi-cchi! response:	Marui, too.
context: There's no way I'd let them destroy it!\It's decided.\I felt their strong will to see their cooking through to the end!\Regional Cooking RS\The Regional Cooking RS wins! They will continue!\No! Why?!\You guys did it! Megumi! Nikumi-cchi!\Marui, too. response:	We defeated Central!
context: It's decided.\I felt their strong will to see their cooking through to the end!\Regional Cooking RS\The Regional Cooking RS wins! They will continue!\No! Why?!\You guys did it! Megumi! Nikumi-cchi!\Marui, too.\We defeated Central! response:	Sir Marui!
context: I felt their strong will to see their cooking through to the end!\Regional Cooking RS\The Regional Cooking RS wins! They will continue!\No! Why?!\You guys did it! Megumi! Nikumi-cchi!\Marui, too.\We defeated Central!\Sir Marui! response:	Come to think of it,
context: Regional Cooking RS\The Regional Cooking RS wins! They will continue!\No! Why?!\You guys did it! Megumi! Nikumi-cchi!\Marui, too.\We defeated Central!\Sir Marui!\Come to think of it, response:	what's going on with Hayama's Shiomi Research Group?
context: The Regional Cooking RS wins! They will continue!\No! Why?!\You guys did it! Megumi! Nikumi-cchi!\Marui, too.\We defeated Central!\Sir Marui!\Come to think of it,\what's going on with Hayama's Shiomi Research Group? response:	There's something different about these first-years, compared to any other year.
context: No! Why?!\You guys did it! Megumi! Nikumi-cchi!\Marui, too.\We defeated Central!\Sir Marui!\Come to think of it,\what's going on with Hayama's Shiomi Research Group?\There's something different about these first-years, compared to any other year. response:	And in my opinion, I believe Yukihira Soma is at the center of that.
context: You guys did it! Megumi! Nikumi-cchi!\Marui, too.\We defeated Central!\Sir Marui!\Come to think of it,\what's going on with Hayama's Shiomi Research Group?\There's something different about these first-years, compared to any other year.\And in my opinion, I believe Yukihira Soma is at the center of that. response:	Yukihira Soma...
context: Marui, too.\We defeated Central!\Sir Marui!\Come to think of it,\what's going on with Hayama's Shiomi Research Group?\There's something different about these first-years, compared to any other year.\And in my opinion, I believe Yukihira Soma is at the center of that.\Yukihira Soma... response:	He's one of the members of the Polar Star Dormitory, was he not?
context: We defeated Central!\Sir Marui!\Come to think of it,\what's going on with Hayama's Shiomi Research Group?\There's something different about these first-years, compared to any other year.\And in my opinion, I believe Yukihira Soma is at the center of that.\Yukihira Soma...\He's one of the members of the Polar Star Dormitory, was he not? response:	And so, to celebrate Tadokoro's victory,
context: Sir Marui!\Come to think of it,\what's going on with Hayama's Shiomi Research Group?\There's something different about these first-years, compared to any other year.\And in my opinion, I believe Yukihira Soma is at the center of that.\Yukihira Soma...\He's one of the members of the Polar Star Dormitory, was he not?\And so, to celebrate Tadokoro's victory, response:	we'll now start the 7th God's Tongue Taste-Testing Festival!
context: Come to think of it,\what's going on with Hayama's Shiomi Research Group?\There's something different about these first-years, compared to any other year.\And in my opinion, I believe Yukihira Soma is at the center of that.\Yukihira Soma...\He's one of the members of the Polar Star Dormitory, was he not?\And so, to celebrate Tadokoro's victory,\we'll now start the 7th God's Tongue Taste-Testing Festival! response:	Yay!
context: what's going on with Hayama's Shiomi Research Group?\There's something different about these first-years, compared to any other year.\And in my opinion, I believe Yukihira Soma is at the center of that.\Yukihira Soma...\He's one of the members of the Polar Star Dormitory, was he not?\And so, to celebrate Tadokoro's victory,\we'll now start the 7th God's Tongue Taste-Testing Festival!\Yay! response:	We're doing this again?
context: There's something different about these first-years, compared to any other year.\And in my opinion, I believe Yukihira Soma is at the center of that.\Yukihira Soma...\He's one of the members of the Polar Star Dormitory, was he not?\And so, to celebrate Tadokoro's victory,\we'll now start the 7th God's Tongue Taste-Testing Festival!\Yay!\We're doing this again? response:	Thanks!
context: And in my opinion, I believe Yukihira Soma is at the center of that.\Yukihira Soma...\He's one of the members of the Polar Star Dormitory, was he not?\And so, to celebrate Tadokoro's victory,\we'll now start the 7th God's Tongue Taste-Testing Festival!\Yay!\We're doing this again?\Thanks! response:	Fine, fine...
context: Yukihira Soma...\He's one of the members of the Polar Star Dormitory, was he not?\And so, to celebrate Tadokoro's victory,\we'll now start the 7th God's Tongue Taste-Testing Festival!\Yay!\We're doing this again?\Thanks!\Fine, fine... response:	Erina-sama has finally fit in with everyone else.
context: He's one of the members of the Polar Star Dormitory, was he not?\And so, to celebrate Tadokoro's victory,\we'll now start the 7th God's Tongue Taste-Testing Festival!\Yay!\We're doing this again?\Thanks!\Fine, fine...\Erina-sama has finally fit in with everyone else. response:	I wonder who's here at this hour.
context: And so, to celebrate Tadokoro's victory,\we'll now start the 7th God's Tongue Taste-Testing Festival!\Yay!\We're doing this again?\Thanks!\Fine, fine...\Erina-sama has finally fit in with everyone else.\I wonder who's here at this hour. response:	I guess the former director did come by not too long ago.
context: we'll now start the 7th God's Tongue Taste-Testing Festival!\Yay!\We're doing this again?\Thanks!\Fine, fine...\Erina-sama has finally fit in with everyone else.\I wonder who's here at this hour.\I guess the former director did come by not too long ago. response:	Hello?
context: Yay!\We're doing this again?\Thanks!\Fine, fine...\Erina-sama has finally fit in with everyone else.\I wonder who's here at this hour.\I guess the former director did come by not too long ago.\Hello? response:	What...
context: We're doing this again?\Thanks!\Fine, fine...\Erina-sama has finally fit in with everyone else.\I wonder who's here at this hour.\I guess the former director did come by not too long ago.\Hello?\What... response:	The new director.
context: Thanks!\Fine, fine...\Erina-sama has finally fit in with everyone else.\I wonder who's here at this hour.\I guess the former director did come by not too long ago.\Hello?\What...\The new director. response:	Nakiri Azami...
context: Fine, fine...\Erina-sama has finally fit in with everyone else.\I wonder who's here at this hour.\I guess the former director did come by not too long ago.\Hello?\What...\The new director.\Nakiri Azami... response:	Hello there, Yukihira Soma-kun.
context: Erina-sama has finally fit in with everyone else.\I wonder who's here at this hour.\I guess the former director did come by not too long ago.\Hello?\What...\The new director.\Nakiri Azami...\Hello there, Yukihira Soma-kun. response:	I just happened to be in the area.
context: I wonder who's here at this hour.\I guess the former director did come by not too long ago.\Hello?\What...\The new director.\Nakiri Azami...\Hello there, Yukihira Soma-kun.\I just happened to be in the area. response:	Father...
context: I guess the former director did come by not too long ago.\Hello?\What...\The new director.\Nakiri Azami...\Hello there, Yukihira Soma-kun.\I just happened to be in the area.\Father... response:	Wh-What do you want?
