context: Somebody! response:	Isn't there anyone around?!
context: But there's no need.\For him to check on you.\You've got me at your side, Sister.\All right, Senpai, thank you for coming over! There's nothing to worry about anymore!\Hold up, hold up, Haru!\Uh... If you like... Here!\You did tell me that you loved the strawberry rice cakes from Suzumiya.\Dangling a carrot in front of me... did you really think that would work? response:	Well, I guess I'll let you stay for a little while, but...
context: For him to check on you.\You've got me at your side, Sister.\All right, Senpai, thank you for coming over! There's nothing to worry about anymore!\Hold up, hold up, Haru!\Uh... If you like... Here!\You did tell me that you loved the strawberry rice cakes from Suzumiya.\Dangling a carrot in front of me... did you really think that would work?\Well, I guess I'll let you stay for a little while, but... response:	Thanks.
context: You've got me at your side, Sister.\All right, Senpai, thank you for coming over! There's nothing to worry about anymore!\Hold up, hold up, Haru!\Uh... If you like... Here!\You did tell me that you loved the strawberry rice cakes from Suzumiya.\Dangling a carrot in front of me... did you really think that would work?\Well, I guess I'll let you stay for a little while, but...\Thanks. response:	Then would you mind if I borrowed your kitchen?
context: All right, Senpai, thank you for coming over! There's nothing to worry about anymore!\Hold up, hold up, Haru!\Uh... If you like... Here!\You did tell me that you loved the strawberry rice cakes from Suzumiya.\Dangling a carrot in front of me... did you really think that would work?\Well, I guess I'll let you stay for a little while, but...\Thanks.\Then would you mind if I borrowed your kitchen? response:	I'd like to make some rice gruel or something.
context: Hold up, hold up, Haru!\Uh... If you like... Here!\You did tell me that you loved the strawberry rice cakes from Suzumiya.\Dangling a carrot in front of me... did you really think that would work?\Well, I guess I'll let you stay for a little while, but...\Thanks.\Then would you mind if I borrowed your kitchen?\I'd like to make some rice gruel or something. response:	You don't have to do that.
context: Uh... If you like... Here!\You did tell me that you loved the strawberry rice cakes from Suzumiya.\Dangling a carrot in front of me... did you really think that would work?\Well, I guess I'll let you stay for a little while, but...\Thanks.\Then would you mind if I borrowed your kitchen?\I'd like to make some rice gruel or something.\You don't have to do that. response:	Oh, then I'll give you a hand.
context: You did tell me that you loved the strawberry rice cakes from Suzumiya.\Dangling a carrot in front of me... did you really think that would work?\Well, I guess I'll let you stay for a little while, but...\Thanks.\Then would you mind if I borrowed your kitchen?\I'd like to make some rice gruel or something.\You don't have to do that.\Oh, then I'll give you a hand. response:	Sister, you rest up, all right?
context: Dangling a carrot in front of me... did you really think that would work?\Well, I guess I'll let you stay for a little while, but...\Thanks.\Then would you mind if I borrowed your kitchen?\I'd like to make some rice gruel or something.\You don't have to do that.\Oh, then I'll give you a hand.\Sister, you rest up, all right? response:	So...
context: Well, I guess I'll let you stay for a little while, but...\Thanks.\Then would you mind if I borrowed your kitchen?\I'd like to make some rice gruel or something.\You don't have to do that.\Oh, then I'll give you a hand.\Sister, you rest up, all right?\So... response:	What are you plotting, anyway?
context: Thanks.\Then would you mind if I borrowed your kitchen?\I'd like to make some rice gruel or something.\You don't have to do that.\Oh, then I'll give you a hand.\Sister, you rest up, all right?\So...\What are you plotting, anyway? response:	Are you planning to take advantage of my sister when she's vulnerable?
context: Then would you mind if I borrowed your kitchen?\I'd like to make some rice gruel or something.\You don't have to do that.\Oh, then I'll give you a hand.\Sister, you rest up, all right?\So...\What are you plotting, anyway?\Are you planning to take advantage of my sister when she's vulnerable? response:	I'm not plotting anything.
context: I'd like to make some rice gruel or something.\You don't have to do that.\Oh, then I'll give you a hand.\Sister, you rest up, all right?\So...\What are you plotting, anyway?\Are you planning to take advantage of my sister when she's vulnerable?\I'm not plotting anything. response:	I find that very hard to believe.
context: You don't have to do that.\Oh, then I'll give you a hand.\Sister, you rest up, all right?\So...\What are you plotting, anyway?\Are you planning to take advantage of my sister when she's vulnerable?\I'm not plotting anything.\I find that very hard to believe. response:	Coming here when you already have a girlfriend...
context: Oh, then I'll give you a hand.\Sister, you rest up, all right?\So...\What are you plotting, anyway?\Are you planning to take advantage of my sister when she's vulnerable?\I'm not plotting anything.\I find that very hard to believe.\Coming here when you already have a girlfriend... response:	won't that gorgeous girlfriend of yours be pissed?
context: Sister, you rest up, all right?\So...\What are you plotting, anyway?\Are you planning to take advantage of my sister when she's vulnerable?\I'm not plotting anything.\I find that very hard to believe.\Coming here when you already have a girlfriend...\won't that gorgeous girlfriend of yours be pissed? response:	Well, it's...
context: So...\What are you plotting, anyway?\Are you planning to take advantage of my sister when she's vulnerable?\I'm not plotting anything.\I find that very hard to believe.\Coming here when you already have a girlfriend...\won't that gorgeous girlfriend of yours be pissed?\Well, it's... response:	It's really complicated, you see...
context: What are you plotting, anyway?\Are you planning to take advantage of my sister when she's vulnerable?\I'm not plotting anything.\I find that very hard to believe.\Coming here when you already have a girlfriend...\won't that gorgeous girlfriend of yours be pissed?\Well, it's...\It's really complicated, you see... response:	How interesting.
context: Are you planning to take advantage of my sister when she's vulnerable?\I'm not plotting anything.\I find that very hard to believe.\Coming here when you already have a girlfriend...\won't that gorgeous girlfriend of yours be pissed?\Well, it's...\It's really complicated, you see...\How interesting. response:	A situation where you're allowed to be a two-timer? What could that be?
context: I'm not plotting anything.\I find that very hard to believe.\Coming here when you already have a girlfriend...\won't that gorgeous girlfriend of yours be pissed?\Well, it's...\It's really complicated, you see...\How interesting.\A situation where you're allowed to be a two-timer? What could that be? response:	It's no good.
context: I find that very hard to believe.\Coming here when you already have a girlfriend...\won't that gorgeous girlfriend of yours be pissed?\Well, it's...\It's really complicated, you see...\How interesting.\A situation where you're allowed to be a two-timer? What could that be?\It's no good. response:	Far from being alone with Onodera, it doesn't look like I can even have a nice talk with her.
context: Coming here when you already have a girlfriend...\won't that gorgeous girlfriend of yours be pissed?\Well, it's...\It's really complicated, you see...\How interesting.\A situation where you're allowed to be a two-timer? What could that be?\It's no good.\Far from being alone with Onodera, it doesn't look like I can even have a nice talk with her. response:	Could it be that you're after that locket?
context: won't that gorgeous girlfriend of yours be pissed?\Well, it's...\It's really complicated, you see...\How interesting.\A situation where you're allowed to be a two-timer? What could that be?\It's no good.\Far from being alone with Onodera, it doesn't look like I can even have a nice talk with her.\Could it be that you're after that locket? response:	I'm not handing it over.
context: Well, it's...\It's really complicated, you see...\How interesting.\A situation where you're allowed to be a two-timer? What could that be?\It's no good.\Far from being alone with Onodera, it doesn't look like I can even have a nice talk with her.\Could it be that you're after that locket?\I'm not handing it over. response:	I'm going to give that back to my prince myself!
context: It's really complicated, you see...\How interesting.\A situation where you're allowed to be a two-timer? What could that be?\It's no good.\Far from being alone with Onodera, it doesn't look like I can even have a nice talk with her.\Could it be that you're after that locket?\I'm not handing it over.\I'm going to give that back to my prince myself! response:	No, although I do admit I want it back.
context: How interesting.\A situation where you're allowed to be a two-timer? What could that be?\It's no good.\Far from being alone with Onodera, it doesn't look like I can even have a nice talk with her.\Could it be that you're after that locket?\I'm not handing it over.\I'm going to give that back to my prince myself!\No, although I do admit I want it back. response:	Don't let your guard down, Haru.
context: A situation where you're allowed to be a two-timer? What could that be?\It's no good.\Far from being alone with Onodera, it doesn't look like I can even have a nice talk with her.\Could it be that you're after that locket?\I'm not handing it over.\I'm going to give that back to my prince myself!\No, although I do admit I want it back.\Don't let your guard down, Haru. response:	Now that Sister's so vulnerable, I've got to protect her!
context: It's no good.\Far from being alone with Onodera, it doesn't look like I can even have a nice talk with her.\Could it be that you're after that locket?\I'm not handing it over.\I'm going to give that back to my prince myself!\No, although I do admit I want it back.\Don't let your guard down, Haru.\Now that Sister's so vulnerable, I've got to protect her! response:	Sister!
context: Far from being alone with Onodera, it doesn't look like I can even have a nice talk with her.\Could it be that you're after that locket?\I'm not handing it over.\I'm going to give that back to my prince myself!\No, although I do admit I want it back.\Don't let your guard down, Haru.\Now that Sister's so vulnerable, I've got to protect her!\Sister! response:	Your rice gruel is read
context: Could it be that you're after that locket?\I'm not handing it over.\I'm going to give that back to my prince myself!\No, although I do admit I want it back.\Don't let your guard down, Haru.\Now that Sister's so vulnerable, I've got to protect her!\Sister!\Your rice gruel is read response:	Why are you cleaning up, Sister?
context: I'm not handing it over.\I'm going to give that back to my prince myself!\No, although I do admit I want it back.\Don't let your guard down, Haru.\Now that Sister's so vulnerable, I've got to protect her!\Sister!\Your rice gruel is read\Why are you cleaning up, Sister? response:	Come on! You're sick, so you've got to stay in bed!
context: I'm going to give that back to my prince myself!\No, although I do admit I want it back.\Don't let your guard down, Haru.\Now that Sister's so vulnerable, I've got to protect her!\Sister!\Your rice gruel is read\Why are you cleaning up, Sister?\Come on! You're sick, so you've got to stay in bed! response:	I couldn't help it.
context: No, although I do admit I want it back.\Don't let your guard down, Haru.\Now that Sister's so vulnerable, I've got to protect her!\Sister!\Your rice gruel is read\Why are you cleaning up, Sister?\Come on! You're sick, so you've got to stay in bed!\I couldn't help it. response:	Who knew that I'd ever get to enter this room again.
context: Don't let your guard down, Haru.\Now that Sister's so vulnerable, I've got to protect her!\Sister!\Your rice gruel is read\Why are you cleaning up, Sister?\Come on! You're sick, so you've got to stay in bed!\I couldn't help it.\Who knew that I'd ever get to enter this room again. response:	Here, Sister, we made you some rice gruel. Have it!
context: Now that Sister's so vulnerable, I've got to protect her!\Sister!\Your rice gruel is read\Why are you cleaning up, Sister?\Come on! You're sick, so you've got to stay in bed!\I couldn't help it.\Who knew that I'd ever get to enter this room again.\Here, Sister, we made you some rice gruel. Have it! response:	Okay.
context: Sister!\Your rice gruel is read\Why are you cleaning up, Sister?\Come on! You're sick, so you've got to stay in bed!\I couldn't help it.\Who knew that I'd ever get to enter this room again.\Here, Sister, we made you some rice gruel. Have it!\Okay. response:	Sister? All right, say ahhh!
context: Your rice gruel is read\Why are you cleaning up, Sister?\Come on! You're sick, so you've got to stay in bed!\I couldn't help it.\Who knew that I'd ever get to enter this room again.\Here, Sister, we made you some rice gruel. Have it!\Okay.\Sister? All right, say ahhh! response:	It's all right, I can eat on my own.
context: Why are you cleaning up, Sister?\Come on! You're sick, so you've got to stay in bed!\I couldn't help it.\Who knew that I'd ever get to enter this room again.\Here, Sister, we made you some rice gruel. Have it!\Okay.\Sister? All right, say ahhh!\It's all right, I can eat on my own. response:	What do you say?
context: Come on! You're sick, so you've got to stay in bed!\I couldn't help it.\Who knew that I'd ever get to enter this room again.\Here, Sister, we made you some rice gruel. Have it!\Okay.\Sister? All right, say ahhh!\It's all right, I can eat on my own.\What do you say? response:	Aren't you jealous?
context: I couldn't help it.\Who knew that I'd ever get to enter this room again.\Here, Sister, we made you some rice gruel. Have it!\Okay.\Sister? All right, say ahhh!\It's all right, I can eat on my own.\What do you say?\Aren't you jealous? response:	Th-This kid!
context: Who knew that I'd ever get to enter this room again.\Here, Sister, we made you some rice gruel. Have it!\Okay.\Sister? All right, say ahhh!\It's all right, I can eat on my own.\What do you say?\Aren't you jealous?\Th-This kid! response:	Um...
context: Here, Sister, we made you some rice gruel. Have it!\Okay.\Sister? All right, say ahhh!\It's all right, I can eat on my own.\What do you say?\Aren't you jealous?\Th-This kid!\Um... response:	Yeah, I think your fever totally broke.
context: Okay.\Sister? All right, say ahhh!\It's all right, I can eat on my own.\What do you say?\Aren't you jealous?\Th-This kid!\Um...\Yeah, I think your fever totally broke. response:	Looks like you're going to be all right!
context: Sister? All right, say ahhh!\It's all right, I can eat on my own.\What do you say?\Aren't you jealous?\Th-This kid!\Um...\Yeah, I think your fever totally broke.\Looks like you're going to be all right! response:	All right, Sister, drink lots of water and get lots of rest.
context: It's all right, I can eat on my own.\What do you say?\Aren't you jealous?\Th-This kid!\Um...\Yeah, I think your fever totally broke.\Looks like you're going to be all right!\All right, Sister, drink lots of water and get lots of rest. response:	Just call me on my cell phone, and I'll come anytime!
context: What do you say?\Aren't you jealous?\Th-This kid!\Um...\Yeah, I think your fever totally broke.\Looks like you're going to be all right!\All right, Sister, drink lots of water and get lots of rest.\Just call me on my cell phone, and I'll come anytime! response:	Right.
context: Aren't you jealous?\Th-This kid!\Um...\Yeah, I think your fever totally broke.\Looks like you're going to be all right!\All right, Sister, drink lots of water and get lots of rest.\Just call me on my cell phone, and I'll come anytime!\Right. response:	Come on! Let's go, Senpai!
context: Th-This kid!\Um...\Yeah, I think your fever totally broke.\Looks like you're going to be all right!\All right, Sister, drink lots of water and get lots of rest.\Just call me on my cell phone, and I'll come anytime!\Right.\Come on! Let's go, Senpai! response:	I know, I know!
context: Um...\Yeah, I think your fever totally broke.\Looks like you're going to be all right!\All right, Sister, drink lots of water and get lots of rest.\Just call me on my cell phone, and I'll come anytime!\Right.\Come on! Let's go, Senpai!\I know, I know! response:	Huh?
context: Yeah, I think your fever totally broke.\Looks like you're going to be all right!\All right, Sister, drink lots of water and get lots of rest.\Just call me on my cell phone, and I'll come anytime!\Right.\Come on! Let's go, Senpai!\I know, I know!\Huh? response:	But I am still running a temperature.
context: Looks like you're going to be all right!\All right, Sister, drink lots of water and get lots of rest.\Just call me on my cell phone, and I'll come anytime!\Right.\Come on! Let's go, Senpai!\I know, I know!\Huh?\But I am still running a temperature. response:	All right, there's nothing else you can help out with, Senpai.
context: All right, Sister, drink lots of water and get lots of rest.\Just call me on my cell phone, and I'll come anytime!\Right.\Come on! Let's go, Senpai!\I know, I know!\Huh?\But I am still running a temperature.\All right, there's nothing else you can help out with, Senpai. response:	Why don't you take your leave now?
context: Just call me on my cell phone, and I'll come anytime!\Right.\Come on! Let's go, Senpai!\I know, I know!\Huh?\But I am still running a temperature.\All right, there's nothing else you can help out with, Senpai.\Why don't you take your leave now? response:	Sorry, Haru.
context: Right.\Come on! Let's go, Senpai!\I know, I know!\Huh?\But I am still running a temperature.\All right, there's nothing else you can help out with, Senpai.\Why don't you take your leave now?\Sorry, Haru. response:	Hey! What are you doing, all of a sudden?!
context: Come on! Let's go, Senpai!\I know, I know!\Huh?\But I am still running a temperature.\All right, there's nothing else you can help out with, Senpai.\Why don't you take your leave now?\Sorry, Haru.\Hey! What are you doing, all of a sudden?! response:	That was totally sexual harassment!
context: I know, I know!\Huh?\But I am still running a temperature.\All right, there's nothing else you can help out with, Senpai.\Why don't you take your leave now?\Sorry, Haru.\Hey! What are you doing, all of a sudden?!\That was totally sexual harassment! response:	Haru, you've caught Onodera's cold, right?
context: Huh?\But I am still running a temperature.\All right, there's nothing else you can help out with, Senpai.\Why don't you take your leave now?\Sorry, Haru.\Hey! What are you doing, all of a sudden?!\That was totally sexual harassment!\Haru, you've caught Onodera's cold, right? response:	I-I did not catch it.
context: But I am still running a temperature.\All right, there's nothing else you can help out with, Senpai.\Why don't you take your leave now?\Sorry, Haru.\Hey! What are you doing, all of a sudden?!\That was totally sexual harassment!\Haru, you've caught Onodera's cold, right?\I-I did not catch it. response:	As you can see, I'm fit as a fiddle...
context: All right, there's nothing else you can help out with, Senpai.\Why don't you take your leave now?\Sorry, Haru.\Hey! What are you doing, all of a sudden?!\That was totally sexual harassment!\Haru, you've caught Onodera's cold, right?\I-I did not catch it.\As you can see, I'm fit as a fiddle... response:	Go to bed!
context: Why don't you take your leave now?\Sorry, Haru.\Hey! What are you doing, all of a sudden?!\That was totally sexual harassment!\Haru, you've caught Onodera's cold, right?\I-I did not catch it.\As you can see, I'm fit as a fiddle...\Go to bed! response:	No!
context: Sorry, Haru.\Hey! What are you doing, all of a sudden?!\That was totally sexual harassment!\Haru, you've caught Onodera's cold, right?\I-I did not catch it.\As you can see, I'm fit as a fiddle...\Go to bed!\No! response:	If I collapse, too, what's going to become of my sister?!
context: Hey! What are you doing, all of a sudden?!\That was totally sexual harassment!\Haru, you've caught Onodera's cold, right?\I-I did not catch it.\As you can see, I'm fit as a fiddle...\Go to bed!\No!\If I collapse, too, what's going to become of my sister?! response:	I don't have any plans today,
context: That was totally sexual harassment!\Haru, you've caught Onodera's cold, right?\I-I did not catch it.\As you can see, I'm fit as a fiddle...\Go to bed!\No!\If I collapse, too, what's going to become of my sister?!\I don't have any plans today, response:	so I could look after her, if that's okay.
context: Haru, you've caught Onodera's cold, right?\I-I did not catch it.\As you can see, I'm fit as a fiddle...\Go to bed!\No!\If I collapse, too, what's going to become of my sister?!\I don't have any plans today,\so I could look after her, if that's okay. response:	Why would it be okay?! Something like that!
context: I-I did not catch it.\As you can see, I'm fit as a fiddle...\Go to bed!\No!\If I collapse, too, what's going to become of my sister?!\I don't have any plans today,\so I could look after her, if that's okay.\Why would it be okay?! Something like that! response:	If it means leaving my sister in your care,
context: As you can see, I'm fit as a fiddle...\Go to bed!\No!\If I collapse, too, what's going to become of my sister?!\I don't have any plans today,\so I could look after her, if that's okay.\Why would it be okay?! Something like that!\If it means leaving my sister in your care, response:	I'd rather just pass out myself!
context: Go to bed!\No!\If I collapse, too, what's going to become of my sister?!\I don't have any plans today,\so I could look after her, if that's okay.\Why would it be okay?! Something like that!\If it means leaving my sister in your care,\I'd rather just pass out myself! response:	Hey, that's enough!
context: No!\If I collapse, too, what's going to become of my sister?!\I don't have any plans today,\so I could look after her, if that's okay.\Why would it be okay?! Something like that!\If it means leaving my sister in your care,\I'd rather just pass out myself!\Hey, that's enough! response:	If you were to push yourself too hard and collapse,
context: If I collapse, too, what's going to become of my sister?!\I don't have any plans today,\so I could look after her, if that's okay.\Why would it be okay?! Something like that!\If it means leaving my sister in your care,\I'd rather just pass out myself!\Hey, that's enough!\If you were to push yourself too hard and collapse, response:	who'd end up feeling the most responsible?!
context: I don't have any plans today,\so I could look after her, if that's okay.\Why would it be okay?! Something like that!\If it means leaving my sister in your care,\I'd rather just pass out myself!\Hey, that's enough!\If you were to push yourself too hard and collapse,\who'd end up feeling the most responsible?! response:	Hey, I don't want to make Onodera feel uncomfortable, either,
context: so I could look after her, if that's okay.\Why would it be okay?! Something like that!\If it means leaving my sister in your care,\I'd rather just pass out myself!\Hey, that's enough!\If you were to push yourself too hard and collapse,\who'd end up feeling the most responsible?!\Hey, I don't want to make Onodera feel uncomfortable, either, response:	and I don't intend to.
context: Why would it be okay?! Something like that!\If it means leaving my sister in your care,\I'd rather just pass out myself!\Hey, that's enough!\If you were to push yourself too hard and collapse,\who'd end up feeling the most responsible?!\Hey, I don't want to make Onodera feel uncomfortable, either,\and I don't intend to. response:	And I don't have the guts to do what you're so worried I will.
context: If it means leaving my sister in your care,\I'd rather just pass out myself!\Hey, that's enough!\If you were to push yourself too hard and collapse,\who'd end up feeling the most responsible?!\Hey, I don't want to make Onodera feel uncomfortable, either,\and I don't intend to.\And I don't have the guts to do what you're so worried I will. response:	Understood.
context: I'd rather just pass out myself!\Hey, that's enough!\If you were to push yourself too hard and collapse,\who'd end up feeling the most responsible?!\Hey, I don't want to make Onodera feel uncomfortable, either,\and I don't intend to.\And I don't have the guts to do what you're so worried I will.\Understood. response:	Seriously...
context: Hey, that's enough!\If you were to push yourself too hard and collapse,\who'd end up feeling the most responsible?!\Hey, I don't want to make Onodera feel uncomfortable, either,\and I don't intend to.\And I don't have the guts to do what you're so worried I will.\Understood.\Seriously... response:	Pushing herself so irrationally for someone else's sake...
context: If you were to push yourself too hard and collapse,\who'd end up feeling the most responsible?!\Hey, I don't want to make Onodera feel uncomfortable, either,\and I don't intend to.\And I don't have the guts to do what you're so worried I will.\Understood.\Seriously...\Pushing herself so irrationally for someone else's sake... response:	I can see that she's Onodera's kid sister, all right.
context: who'd end up feeling the most responsible?!\Hey, I don't want to make Onodera feel uncomfortable, either,\and I don't intend to.\And I don't have the guts to do what you're so worried I will.\Understood.\Seriously...\Pushing herself so irrationally for someone else's sake...\I can see that she's Onodera's kid sister, all right. response:	Coming in!
context: Hey, I don't want to make Onodera feel uncomfortable, either,\and I don't intend to.\And I don't have the guts to do what you're so worried I will.\Understood.\Seriously...\Pushing herself so irrationally for someone else's sake...\I can see that she's Onodera's kid sister, all right.\Coming in! response:	Haru,
context: and I don't intend to.\And I don't have the guts to do what you're so worried I will.\Understood.\Seriously...\Pushing herself so irrationally for someone else's sake...\I can see that she's Onodera's kid sister, all right.\Coming in!\Haru, response:	you still haven't eaten, have you?
context: And I don't have the guts to do what you're so worried I will.\Understood.\Seriously...\Pushing herself so irrationally for someone else's sake...\I can see that she's Onodera's kid sister, all right.\Coming in!\Haru,\you still haven't eaten, have you? response:	I did make you some rice gruel.
context: Understood.\Seriously...\Pushing herself so irrationally for someone else's sake...\I can see that she's Onodera's kid sister, all right.\Coming in!\Haru,\you still haven't eaten, have you?\I did make you some rice gruel. response:	I don't want it, really.
context: Seriously...\Pushing herself so irrationally for someone else's sake...\I can see that she's Onodera's kid sister, all right.\Coming in!\Haru,\you still haven't eaten, have you?\I did make you some rice gruel.\I don't want it, really. response:	It's not like I have any appetite.
context: Pushing herself so irrationally for someone else's sake...\I can see that she's Onodera's kid sister, all right.\Coming in!\Haru,\you still haven't eaten, have you?\I did make you some rice gruel.\I don't want it, really.\It's not like I have any appetite. response:	Come on, don't be so stubborn.
context: I can see that she's Onodera's kid sister, all right.\Coming in!\Haru,\you still haven't eaten, have you?\I did make you some rice gruel.\I don't want it, really.\It's not like I have any appetite.\Come on, don't be so stubborn. response:	You need to eat while you can.
context: Coming in!\Haru,\you still haven't eaten, have you?\I did make you some rice gruel.\I don't want it, really.\It's not like I have any appetite.\Come on, don't be so stubborn.\You need to eat while you can. response:	Or is it something else?
context: Haru,\you still haven't eaten, have you?\I did make you some rice gruel.\I don't want it, really.\It's not like I have any appetite.\Come on, don't be so stubborn.\You need to eat while you can.\Or is it something else? response:	Want me to feed you like you did Onodera?
context: you still haven't eaten, have you?\I did make you some rice gruel.\I don't want it, really.\It's not like I have any appetite.\Come on, don't be so stubborn.\You need to eat while you can.\Or is it something else?\Want me to feed you like you did Onodera? response:	Here... ahhh...
context: I did make you some rice gruel.\I don't want it, really.\It's not like I have any appetite.\Come on, don't be so stubborn.\You need to eat while you can.\Or is it something else?\Want me to feed you like you did Onodera?\Here... ahhh... response:	Sorry, I shouldn't have done that.
context: I don't want it, really.\It's not like I have any appetite.\Come on, don't be so stubborn.\You need to eat while you can.\Or is it something else?\Want me to feed you like you did Onodera?\Here... ahhh...\Sorry, I shouldn't have done that. response:	I just have to eat it, right? Right?
context: It's not like I have any appetite.\Come on, don't be so stubborn.\You need to eat while you can.\Or is it something else?\Want me to feed you like you did Onodera?\Here... ahhh...\Sorry, I shouldn't have done that.\I just have to eat it, right? Right? response:	Yummy!
context: Come on, don't be so stubborn.\You need to eat while you can.\Or is it something else?\Want me to feed you like you did Onodera?\Here... ahhh...\Sorry, I shouldn't have done that.\I just have to eat it, right? Right?\Yummy! response:	Well? Is it good?
context: You need to eat while you can.\Or is it something else?\Want me to feed you like you did Onodera?\Here... ahhh...\Sorry, I shouldn't have done that.\I just have to eat it, right? Right?\Yummy!\Well? Is it good? response:	What is this?
context: Or is it something else?\Want me to feed you like you did Onodera?\Here... ahhh...\Sorry, I shouldn't have done that.\I just have to eat it, right? Right?\Yummy!\Well? Is it good?\What is this? response:	It wasn't the least bit good!
context: Want me to feed you like you did Onodera?\Here... ahhh...\Sorry, I shouldn't have done that.\I just have to eat it, right? Right?\Yummy!\Well? Is it good?\What is this?\It wasn't the least bit good! response:	You can't even make a decent rice gruel.
context: Here... ahhh...\Sorry, I shouldn't have done that.\I just have to eat it, right? Right?\Yummy!\Well? Is it good?\What is this?\It wasn't the least bit good!\You can't even make a decent rice gruel. response:	Your ineptitude is enough to make me drool!
context: Sorry, I shouldn't have done that.\I just have to eat it, right? Right?\Yummy!\Well? Is it good?\What is this?\It wasn't the least bit good!\You can't even make a decent rice gruel.\Your ineptitude is enough to make me drool! response:	Oh, is that right?
context: I just have to eat it, right? Right?\Yummy!\Well? Is it good?\What is this?\It wasn't the least bit good!\You can't even make a decent rice gruel.\Your ineptitude is enough to make me drool!\Oh, is that right? response:	All right, I'm gonna leave this drink here,
context: Yummy!\Well? Is it good?\What is this?\It wasn't the least bit good!\You can't even make a decent rice gruel.\Your ineptitude is enough to make me drool!\Oh, is that right?\All right, I'm gonna leave this drink here, response:	so be sure to keep sipping it and get some rest, okay?
context: Well? Is it good?\What is this?\It wasn't the least bit good!\You can't even make a decent rice gruel.\Your ineptitude is enough to make me drool!\Oh, is that right?\All right, I'm gonna leave this drink here,\so be sure to keep sipping it and get some rest, okay? response:	See you.
context: What is this?\It wasn't the least bit good!\You can't even make a decent rice gruel.\Your ineptitude is enough to make me drool!\Oh, is that right?\All right, I'm gonna leave this drink here,\so be sure to keep sipping it and get some rest, okay?\See you. response:	What's up with that? Pretending to be a gentleman...
context: It wasn't the least bit good!\You can't even make a decent rice gruel.\Your ineptitude is enough to make me drool!\Oh, is that right?\All right, I'm gonna leave this drink here,\so be sure to keep sipping it and get some rest, okay?\See you.\What's up with that? Pretending to be a gentleman... response:	When he doesn't give a second thought about two-timing.
context: You can't even make a decent rice gruel.\Your ineptitude is enough to make me drool!\Oh, is that right?\All right, I'm gonna leave this drink here,\so be sure to keep sipping it and get some rest, okay?\See you.\What's up with that? Pretending to be a gentleman...\When he doesn't give a second thought about two-timing. response:	Well, but that rice gruel was good.
context: Your ineptitude is enough to make me drool!\Oh, is that right?\All right, I'm gonna leave this drink here,\so be sure to keep sipping it and get some rest, okay?\See you.\What's up with that? Pretending to be a gentleman...\When he doesn't give a second thought about two-timing.\Well, but that rice gruel was good. response:	My body feels so hot.
context: Oh, is that right?\All right, I'm gonna leave this drink here,\so be sure to keep sipping it and get some rest, okay?\See you.\What's up with that? Pretending to be a gentleman...\When he doesn't give a second thought about two-timing.\Well, but that rice gruel was good.\My body feels so hot. response:	I was all tensed up till now...
context: All right, I'm gonna leave this drink here,\so be sure to keep sipping it and get some rest, okay?\See you.\What's up with that? Pretending to be a gentleman...\When he doesn't give a second thought about two-timing.\Well, but that rice gruel was good.\My body feels so hot.\I was all tensed up till now... response:	so the fatigue just hit me at once.
context: so be sure to keep sipping it and get some rest, okay?\See you.\What's up with that? Pretending to be a gentleman...\When he doesn't give a second thought about two-timing.\Well, but that rice gruel was good.\My body feels so hot.\I was all tensed up till now...\so the fatigue just hit me at once. response:	I think... I'm in agony...
context: See you.\What's up with that? Pretending to be a gentleman...\When he doesn't give a second thought about two-timing.\Well, but that rice gruel was good.\My body feels so hot.\I was all tensed up till now...\so the fatigue just hit me at once.\I think... I'm in agony... response:	What's this?
context: What's up with that? Pretending to be a gentleman...\When he doesn't give a second thought about two-timing.\Well, but that rice gruel was good.\My body feels so hot.\I was all tensed up till now...\so the fatigue just hit me at once.\I think... I'm in agony...\What's this? response:	Something cold on my forehead.
context: When he doesn't give a second thought about two-timing.\Well, but that rice gruel was good.\My body feels so hot.\I was all tensed up till now...\so the fatigue just hit me at once.\I think... I'm in agony...\What's this?\Something cold on my forehead. response:	It feels so good.
context: Well, but that rice gruel was good.\My body feels so hot.\I was all tensed up till now...\so the fatigue just hit me at once.\I think... I'm in agony...\What's this?\Something cold on my forehead.\It feels so good. response:	When did I fall asleep...?
context: My body feels so hot.\I was all tensed up till now...\so the fatigue just hit me at once.\I think... I'm in agony...\What's this?\Something cold on my forehead.\It feels so good.\When did I fall asleep...? response:	I-Ichijo-senpai!
context: I was all tensed up till now...\so the fatigue just hit me at once.\I think... I'm in agony...\What's this?\Something cold on my forehead.\It feels so good.\When did I fall asleep...?\I-Ichijo-senpai! response:	What are you doing sleeping here?
context: so the fatigue just hit me at once.\I think... I'm in agony...\What's this?\Something cold on my forehead.\It feels so good.\When did I fall asleep...?\I-Ichijo-senpai!\What are you doing sleeping here? response:	A cold compress?
context: I think... I'm in agony...\What's this?\Something cold on my forehead.\It feels so good.\When did I fall asleep...?\I-Ichijo-senpai!\What are you doing sleeping here?\A cold compress? response:	Is that what felt so good?
context: What's this?\Something cold on my forehead.\It feels so good.\When did I fall asleep...?\I-Ichijo-senpai!\What are you doing sleeping here?\A cold compress?\Is that what felt so good? response:	Have you been changing them all this time?
context: Something cold on my forehead.\It feels so good.\When did I fall asleep...?\I-Ichijo-senpai!\What are you doing sleeping here?\A cold compress?\Is that what felt so good?\Have you been changing them all this time? response:	For me?
