context: Impudence! How dare you try to trespass into the Crown Prince's chambers? response:	Let me see His Highness! My lady is about to give birth!
context: Have you come to ask about the sealing of Qing Cang?\Bai Qian of Qing Qiu sealed Qing Cang.\You are so close with Qing Qiu.\Why have you ignored what is close at hand and come instead to me?\Would it be possible for... this lady to step out?\I have been impolite.\Which palace is she from\for her to not step out even when Dijun discuss matters with someone? response:	Could she be...
context: Bai Qian of Qing Qiu sealed Qing Cang.\You are so close with Qing Qiu.\Why have you ignored what is close at hand and come instead to me?\Would it be possible for... this lady to step out?\I have been impolite.\Which palace is she from\for her to not step out even when Dijun discuss matters with someone?\Could she be... response:	She is Ye Hua's cousin. She comes here often.
context: You are so close with Qing Qiu.\Why have you ignored what is close at hand and come instead to me?\Would it be possible for... this lady to step out?\I have been impolite.\Which palace is she from\for her to not step out even when Dijun discuss matters with someone?\Could she be...\She is Ye Hua's cousin. She comes here often. response:	She is a junior. I can't bring myself to say anything.
context: Why have you ignored what is close at hand and come instead to me?\Would it be possible for... this lady to step out?\I have been impolite.\Which palace is she from\for her to not step out even when Dijun discuss matters with someone?\Could she be...\She is Ye Hua's cousin. She comes here often.\She is a junior. I can't bring myself to say anything. response:	Please continue.
context: Would it be possible for... this lady to step out?\I have been impolite.\Which palace is she from\for her to not step out even when Dijun discuss matters with someone?\Could she be...\She is Ye Hua's cousin. She comes here often.\She is a junior. I can't bring myself to say anything.\Please continue. response:	Actually, there isn't much to say.
context: I have been impolite.\Which palace is she from\for her to not step out even when Dijun discuss matters with someone?\Could she be...\She is Ye Hua's cousin. She comes here often.\She is a junior. I can't bring myself to say anything.\Please continue.\Actually, there isn't much to say. response:	There are hidden circumstances regarding this incident
context: Which palace is she from\for her to not step out even when Dijun discuss matters with someone?\Could she be...\She is Ye Hua's cousin. She comes here often.\She is a junior. I can't bring myself to say anything.\Please continue.\Actually, there isn't much to say.\There are hidden circumstances regarding this incident response:	but I cannot speak of them in detail to you yet.
context: for her to not step out even when Dijun discuss matters with someone?\Could she be...\She is Ye Hua's cousin. She comes here often.\She is a junior. I can't bring myself to say anything.\Please continue.\Actually, there isn't much to say.\There are hidden circumstances regarding this incident\but I cannot speak of them in detail to you yet. response:	I came today to try my luck
context: Could she be...\She is Ye Hua's cousin. She comes here often.\She is a junior. I can't bring myself to say anything.\Please continue.\Actually, there isn't much to say.\There are hidden circumstances regarding this incident\but I cannot speak of them in detail to you yet.\I came today to try my luck response:	and see if I can find here from you something that I do not know.
context: She is Ye Hua's cousin. She comes here often.\She is a junior. I can't bring myself to say anything.\Please continue.\Actually, there isn't much to say.\There are hidden circumstances regarding this incident\but I cannot speak of them in detail to you yet.\I came today to try my luck\and see if I can find here from you something that I do not know. response:	Since you are unwilling to reveal the truth's entirety
context: She is a junior. I can't bring myself to say anything.\Please continue.\Actually, there isn't much to say.\There are hidden circumstances regarding this incident\but I cannot speak of them in detail to you yet.\I came today to try my luck\and see if I can find here from you something that I do not know.\Since you are unwilling to reveal the truth's entirety response:	then I shall not force you.
context: Please continue.\Actually, there isn't much to say.\There are hidden circumstances regarding this incident\but I cannot speak of them in detail to you yet.\I came today to try my luck\and see if I can find here from you something that I do not know.\Since you are unwilling to reveal the truth's entirety\then I shall not force you. response:	I just had a speculation that
context: Actually, there isn't much to say.\There are hidden circumstances regarding this incident\but I cannot speak of them in detail to you yet.\I came today to try my luck\and see if I can find here from you something that I do not know.\Since you are unwilling to reveal the truth's entirety\then I shall not force you.\I just had a speculation that response:	Bai Qian is the Si Yin of Kunlun Mountain of the past.
context: There are hidden circumstances regarding this incident\but I cannot speak of them in detail to you yet.\I came today to try my luck\and see if I can find here from you something that I do not know.\Since you are unwilling to reveal the truth's entirety\then I shall not force you.\I just had a speculation that\Bai Qian is the Si Yin of Kunlun Mountain of the past. response:	The rest should be about the same as what you know.
context: but I cannot speak of them in detail to you yet.\I came today to try my luck\and see if I can find here from you something that I do not know.\Since you are unwilling to reveal the truth's entirety\then I shall not force you.\I just had a speculation that\Bai Qian is the Si Yin of Kunlun Mountain of the past.\The rest should be about the same as what you know. response:	I truly did not expect that you would have guessed so.
context: I came today to try my luck\and see if I can find here from you something that I do not know.\Since you are unwilling to reveal the truth's entirety\then I shall not force you.\I just had a speculation that\Bai Qian is the Si Yin of Kunlun Mountain of the past.\The rest should be about the same as what you know.\I truly did not expect that you would have guessed so. response:	It was Feng Jiu who said it.
context: and see if I can find here from you something that I do not know.\Since you are unwilling to reveal the truth's entirety\then I shall not force you.\I just had a speculation that\Bai Qian is the Si Yin of Kunlun Mountain of the past.\The rest should be about the same as what you know.\I truly did not expect that you would have guessed so.\It was Feng Jiu who said it. response:	Feng Jiu?
context: Since you are unwilling to reveal the truth's entirety\then I shall not force you.\I just had a speculation that\Bai Qian is the Si Yin of Kunlun Mountain of the past.\The rest should be about the same as what you know.\I truly did not expect that you would have guessed so.\It was Feng Jiu who said it.\Feng Jiu? response:	If you hadn't mentioned her, it really had slipped my mind.
context: then I shall not force you.\I just had a speculation that\Bai Qian is the Si Yin of Kunlun Mountain of the past.\The rest should be about the same as what you know.\I truly did not expect that you would have guessed so.\It was Feng Jiu who said it.\Feng Jiu?\If you hadn't mentioned her, it really had slipped my mind. response:	Feng Jiu, that little girl, has left Qing Qiu for quite some time now.
context: I just had a speculation that\Bai Qian is the Si Yin of Kunlun Mountain of the past.\The rest should be about the same as what you know.\I truly did not expect that you would have guessed so.\It was Feng Jiu who said it.\Feng Jiu?\If you hadn't mentioned her, it really had slipped my mind.\Feng Jiu, that little girl, has left Qing Qiu for quite some time now. response:	It's said she came to repay your kindness.
context: Bai Qian is the Si Yin of Kunlun Mountain of the past.\The rest should be about the same as what you know.\I truly did not expect that you would have guessed so.\It was Feng Jiu who said it.\Feng Jiu?\If you hadn't mentioned her, it really had slipped my mind.\Feng Jiu, that little girl, has left Qing Qiu for quite some time now.\It's said she came to repay your kindness. response:	That is correct. She has indeed been here.
context: The rest should be about the same as what you know.\I truly did not expect that you would have guessed so.\It was Feng Jiu who said it.\Feng Jiu?\If you hadn't mentioned her, it really had slipped my mind.\Feng Jiu, that little girl, has left Qing Qiu for quite some time now.\It's said she came to repay your kindness.\That is correct. She has indeed been here. response:	Has she finished repaying her debt?
context: I truly did not expect that you would have guessed so.\It was Feng Jiu who said it.\Feng Jiu?\If you hadn't mentioned her, it really had slipped my mind.\Feng Jiu, that little girl, has left Qing Qiu for quite some time now.\It's said she came to repay your kindness.\That is correct. She has indeed been here.\Has she finished repaying her debt? response:	I do not need her to repay any such debt.
context: It was Feng Jiu who said it.\Feng Jiu?\If you hadn't mentioned her, it really had slipped my mind.\Feng Jiu, that little girl, has left Qing Qiu for quite some time now.\It's said she came to repay your kindness.\That is correct. She has indeed been here.\Has she finished repaying her debt?\I do not need her to repay any such debt. response:	Are you saying... she has caused complications for you?
context: Feng Jiu?\If you hadn't mentioned her, it really had slipped my mind.\Feng Jiu, that little girl, has left Qing Qiu for quite some time now.\It's said she came to repay your kindness.\That is correct. She has indeed been here.\Has she finished repaying her debt?\I do not need her to repay any such debt.\Are you saying... she has caused complications for you? response:	It has been a little inconvenient.
context: If you hadn't mentioned her, it really had slipped my mind.\Feng Jiu, that little girl, has left Qing Qiu for quite some time now.\It's said she came to repay your kindness.\That is correct. She has indeed been here.\Has she finished repaying her debt?\I do not need her to repay any such debt.\Are you saying... she has caused complications for you?\It has been a little inconvenient. response:	In his eyes...
context: Feng Jiu, that little girl, has left Qing Qiu for quite some time now.\It's said she came to repay your kindness.\That is correct. She has indeed been here.\Has she finished repaying her debt?\I do not need her to repay any such debt.\Are you saying... she has caused complications for you?\It has been a little inconvenient.\In his eyes... response:	I am but an inconvenience.
context: It's said she came to repay your kindness.\That is correct. She has indeed been here.\Has she finished repaying her debt?\I do not need her to repay any such debt.\Are you saying... she has caused complications for you?\It has been a little inconvenient.\In his eyes...\I am but an inconvenience. response:	Don't come any closer! I... I am Bai Feng Jiu of Qing Qiu!
context: That is correct. She has indeed been here.\Has she finished repaying her debt?\I do not need her to repay any such debt.\Are you saying... she has caused complications for you?\It has been a little inconvenient.\In his eyes...\I am but an inconvenience.\Don't come any closer! I... I am Bai Feng Jiu of Qing Qiu! response:	No!
context: Has she finished repaying her debt?\I do not need her to repay any such debt.\Are you saying... she has caused complications for you?\It has been a little inconvenient.\In his eyes...\I am but an inconvenience.\Don't come any closer! I... I am Bai Feng Jiu of Qing Qiu!\No! response:	Thank you for the tea, Dijun. I take my leave now.
context: I do not need her to repay any such debt.\Are you saying... she has caused complications for you?\It has been a little inconvenient.\In his eyes...\I am but an inconvenience.\Don't come any closer! I... I am Bai Feng Jiu of Qing Qiu!\No!\Thank you for the tea, Dijun. I take my leave now. response:	You are too polite.
context: Are you saying... she has caused complications for you?\It has been a little inconvenient.\In his eyes...\I am but an inconvenience.\Don't come any closer! I... I am Bai Feng Jiu of Qing Qiu!\No!\Thank you for the tea, Dijun. I take my leave now.\You are too polite. response:	Your Highness, there are steps here.
context: It has been a little inconvenient.\In his eyes...\I am but an inconvenience.\Don't come any closer! I... I am Bai Feng Jiu of Qing Qiu!\No!\Thank you for the tea, Dijun. I take my leave now.\You are too polite.\Your Highness, there are steps here. response:	Be careful.
context: In his eyes...\I am but an inconvenience.\Don't come any closer! I... I am Bai Feng Jiu of Qing Qiu!\No!\Thank you for the tea, Dijun. I take my leave now.\You are too polite.\Your Highness, there are steps here.\Be careful. response:	Miss, you...
context: I am but an inconvenience.\Don't come any closer! I... I am Bai Feng Jiu of Qing Qiu!\No!\Thank you for the tea, Dijun. I take my leave now.\You are too polite.\Your Highness, there are steps here.\Be careful.\Miss, you... response:	The uncovered half of this lady's face looks extremely similar to Bai Qian.
context: Don't come any closer! I... I am Bai Feng Jiu of Qing Qiu!\No!\Thank you for the tea, Dijun. I take my leave now.\You are too polite.\Your Highness, there are steps here.\Be careful.\Miss, you...\The uncovered half of this lady's face looks extremely similar to Bai Qian. response:	And this faintly discernible peach blossom scent is highly familiar.
context: No!\Thank you for the tea, Dijun. I take my leave now.\You are too polite.\Your Highness, there are steps here.\Be careful.\Miss, you...\The uncovered half of this lady's face looks extremely similar to Bai Qian.\And this faintly discernible peach blossom scent is highly familiar. response:	High God Zhe Yan.
context: Thank you for the tea, Dijun. I take my leave now.\You are too polite.\Your Highness, there are steps here.\Be careful.\Miss, you...\The uncovered half of this lady's face looks extremely similar to Bai Qian.\And this faintly discernible peach blossom scent is highly familiar.\High God Zhe Yan. response:	Crown Prince.
context: You are too polite.\Your Highness, there are steps here.\Be careful.\Miss, you...\The uncovered half of this lady's face looks extremely similar to Bai Qian.\And this faintly discernible peach blossom scent is highly familiar.\High God Zhe Yan.\Crown Prince. response:	Has Su Su offended you?
context: Your Highness, there are steps here.\Be careful.\Miss, you...\The uncovered half of this lady's face looks extremely similar to Bai Qian.\And this faintly discernible peach blossom scent is highly familiar.\High God Zhe Yan.\Crown Prince.\Has Su Su offended you? response:	Su Su? Her name is Su Su?
context: Be careful.\Miss, you...\The uncovered half of this lady's face looks extremely similar to Bai Qian.\And this faintly discernible peach blossom scent is highly familiar.\High God Zhe Yan.\Crown Prince.\Has Su Su offended you?\Su Su? Her name is Su Su? response:	Yes. She belongs with Xiwu Palace.
context: Miss, you...\The uncovered half of this lady's face looks extremely similar to Bai Qian.\And this faintly discernible peach blossom scent is highly familiar.\High God Zhe Yan.\Crown Prince.\Has Su Su offended you?\Su Su? Her name is Su Su?\Yes. She belongs with Xiwu Palace. response:	So she belongs with you, Crown Prince.
context: The uncovered half of this lady's face looks extremely similar to Bai Qian.\And this faintly discernible peach blossom scent is highly familiar.\High God Zhe Yan.\Crown Prince.\Has Su Su offended you?\Su Su? Her name is Su Su?\Yes. She belongs with Xiwu Palace.\So she belongs with you, Crown Prince. response:	Just now, I had nearly taken her for an old friend.
context: And this faintly discernible peach blossom scent is highly familiar.\High God Zhe Yan.\Crown Prince.\Has Su Su offended you?\Su Su? Her name is Su Su?\Yes. She belongs with Xiwu Palace.\So she belongs with you, Crown Prince.\Just now, I had nearly taken her for an old friend. response:	She is just a mortal. She has never been to Ten Mile Peach Tree Woods.
context: High God Zhe Yan.\Crown Prince.\Has Su Su offended you?\Su Su? Her name is Su Su?\Yes. She belongs with Xiwu Palace.\So she belongs with you, Crown Prince.\Just now, I had nearly taken her for an old friend.\She is just a mortal. She has never been to Ten Mile Peach Tree Woods. response:	I'm afraid you are mistaken.
context: Crown Prince.\Has Su Su offended you?\Su Su? Her name is Su Su?\Yes. She belongs with Xiwu Palace.\So she belongs with you, Crown Prince.\Just now, I had nearly taken her for an old friend.\She is just a mortal. She has never been to Ten Mile Peach Tree Woods.\I'm afraid you are mistaken. response:	Ten Mile Peach Tree Woods?
context: Has Su Su offended you?\Su Su? Her name is Su Su?\Yes. She belongs with Xiwu Palace.\So she belongs with you, Crown Prince.\Just now, I had nearly taken her for an old friend.\She is just a mortal. She has never been to Ten Mile Peach Tree Woods.\I'm afraid you are mistaken.\Ten Mile Peach Tree Woods? response:	Miss, do you know of Ten Mile Peach Tree Woods?
context: Su Su? Her name is Su Su?\Yes. She belongs with Xiwu Palace.\So she belongs with you, Crown Prince.\Just now, I had nearly taken her for an old friend.\She is just a mortal. She has never been to Ten Mile Peach Tree Woods.\I'm afraid you are mistaken.\Ten Mile Peach Tree Woods?\Miss, do you know of Ten Mile Peach Tree Woods? response:	So in the future
context: Yes. She belongs with Xiwu Palace.\So she belongs with you, Crown Prince.\Just now, I had nearly taken her for an old friend.\She is just a mortal. She has never been to Ten Mile Peach Tree Woods.\I'm afraid you are mistaken.\Ten Mile Peach Tree Woods?\Miss, do you know of Ten Mile Peach Tree Woods?\So in the future response:	I won't be able to see this Ten Mile Peach Tree Woods again.
context: So she belongs with you, Crown Prince.\Just now, I had nearly taken her for an old friend.\She is just a mortal. She has never been to Ten Mile Peach Tree Woods.\I'm afraid you are mistaken.\Ten Mile Peach Tree Woods?\Miss, do you know of Ten Mile Peach Tree Woods?\So in the future\I won't be able to see this Ten Mile Peach Tree Woods again. response:	In the future, I will plant a grove for you.
context: Just now, I had nearly taken her for an old friend.\She is just a mortal. She has never been to Ten Mile Peach Tree Woods.\I'm afraid you are mistaken.\Ten Mile Peach Tree Woods?\Miss, do you know of Ten Mile Peach Tree Woods?\So in the future\I won't be able to see this Ten Mile Peach Tree Woods again.\In the future, I will plant a grove for you. response:	Then I want ten miles as well.
context: She is just a mortal. She has never been to Ten Mile Peach Tree Woods.\I'm afraid you are mistaken.\Ten Mile Peach Tree Woods?\Miss, do you know of Ten Mile Peach Tree Woods?\So in the future\I won't be able to see this Ten Mile Peach Tree Woods again.\In the future, I will plant a grove for you.\Then I want ten miles as well. response:	I don't know of it.
context: I'm afraid you are mistaken.\Ten Mile Peach Tree Woods?\Miss, do you know of Ten Mile Peach Tree Woods?\So in the future\I won't be able to see this Ten Mile Peach Tree Woods again.\In the future, I will plant a grove for you.\Then I want ten miles as well.\I don't know of it. response:	The name just sounds unique.
context: Ten Mile Peach Tree Woods?\Miss, do you know of Ten Mile Peach Tree Woods?\So in the future\I won't be able to see this Ten Mile Peach Tree Woods again.\In the future, I will plant a grove for you.\Then I want ten miles as well.\I don't know of it.\The name just sounds unique. response:	You can visit when you have the chance.
context: Miss, do you know of Ten Mile Peach Tree Woods?\So in the future\I won't be able to see this Ten Mile Peach Tree Woods again.\In the future, I will plant a grove for you.\Then I want ten miles as well.\I don't know of it.\The name just sounds unique.\You can visit when you have the chance. response:	Visit?
context: So in the future\I won't be able to see this Ten Mile Peach Tree Woods again.\In the future, I will plant a grove for you.\Then I want ten miles as well.\I don't know of it.\The name just sounds unique.\You can visit when you have the chance.\Visit? response:	I hope there will be a chance.
context: I won't be able to see this Ten Mile Peach Tree Woods again.\In the future, I will plant a grove for you.\Then I want ten miles as well.\I don't know of it.\The name just sounds unique.\You can visit when you have the chance.\Visit?\I hope there will be a chance. response:	Be careful.
context: In the future, I will plant a grove for you.\Then I want ten miles as well.\I don't know of it.\The name just sounds unique.\You can visit when you have the chance.\Visit?\I hope there will be a chance.\Be careful. response:	Ye Hua.
context: Then I want ten miles as well.\I don't know of it.\The name just sounds unique.\You can visit when you have the chance.\Visit?\I hope there will be a chance.\Be careful.\Ye Hua. response:	I just wanted to go out for a walk by myself.
context: I don't know of it.\The name just sounds unique.\You can visit when you have the chance.\Visit?\I hope there will be a chance.\Be careful.\Ye Hua.\I just wanted to go out for a walk by myself. response:	The scent of the flowers along the path smells very nice.
context: The name just sounds unique.\You can visit when you have the chance.\Visit?\I hope there will be a chance.\Be careful.\Ye Hua.\I just wanted to go out for a walk by myself.\The scent of the flowers along the path smells very nice. response:	Su Su, you don't have to explain to me.
context: You can visit when you have the chance.\Visit?\I hope there will be a chance.\Be careful.\Ye Hua.\I just wanted to go out for a walk by myself.\The scent of the flowers along the path smells very nice.\Su Su, you don't have to explain to me. response:	From now on, you are the Crown Princess in the Nine Heavens.
context: Visit?\I hope there will be a chance.\Be careful.\Ye Hua.\I just wanted to go out for a walk by myself.\The scent of the flowers along the path smells very nice.\Su Su, you don't have to explain to me.\From now on, you are the Crown Princess in the Nine Heavens. response:	Nobody will dare to question your whereabouts again.
context: I hope there will be a chance.\Be careful.\Ye Hua.\I just wanted to go out for a walk by myself.\The scent of the flowers along the path smells very nice.\Su Su, you don't have to explain to me.\From now on, you are the Crown Princess in the Nine Heavens.\Nobody will dare to question your whereabouts again. response:	Ye Hua, don't worry.
context: Be careful.\Ye Hua.\I just wanted to go out for a walk by myself.\The scent of the flowers along the path smells very nice.\Su Su, you don't have to explain to me.\From now on, you are the Crown Princess in the Nine Heavens.\Nobody will dare to question your whereabouts again.\Ye Hua, don't worry. response:	I won't be going anywhere in the future. I won't cause trouble for you again.
context: Ye Hua.\I just wanted to go out for a walk by myself.\The scent of the flowers along the path smells very nice.\Su Su, you don't have to explain to me.\From now on, you are the Crown Princess in the Nine Heavens.\Nobody will dare to question your whereabouts again.\Ye Hua, don't worry.\I won't be going anywhere in the future. I won't cause trouble for you again. response:	Are you thirsty?
context: I just wanted to go out for a walk by myself.\The scent of the flowers along the path smells very nice.\Su Su, you don't have to explain to me.\From now on, you are the Crown Princess in the Nine Heavens.\Nobody will dare to question your whereabouts again.\Ye Hua, don't worry.\I won't be going anywhere in the future. I won't cause trouble for you again.\Are you thirsty? response:	I'll pour a cup of tea for you.
context: The scent of the flowers along the path smells very nice.\Su Su, you don't have to explain to me.\From now on, you are the Crown Princess in the Nine Heavens.\Nobody will dare to question your whereabouts again.\Ye Hua, don't worry.\I won't be going anywhere in the future. I won't cause trouble for you again.\Are you thirsty?\I'll pour a cup of tea for you. response:	Su Su.
context: Su Su, you don't have to explain to me.\From now on, you are the Crown Princess in the Nine Heavens.\Nobody will dare to question your whereabouts again.\Ye Hua, don't worry.\I won't be going anywhere in the future. I won't cause trouble for you again.\Are you thirsty?\I'll pour a cup of tea for you.\Su Su. response:	We'll be getting married in ten days.
context: From now on, you are the Crown Princess in the Nine Heavens.\Nobody will dare to question your whereabouts again.\Ye Hua, don't worry.\I won't be going anywhere in the future. I won't cause trouble for you again.\Are you thirsty?\I'll pour a cup of tea for you.\Su Su.\We'll be getting married in ten days. response:	Married?
context: Nobody will dare to question your whereabouts again.\Ye Hua, don't worry.\I won't be going anywhere in the future. I won't cause trouble for you again.\Are you thirsty?\I'll pour a cup of tea for you.\Su Su.\We'll be getting married in ten days.\Married? response:	- You... - Ye Hua.
context: Ye Hua, don't worry.\I won't be going anywhere in the future. I won't cause trouble for you again.\Are you thirsty?\I'll pour a cup of tea for you.\Su Su.\We'll be getting married in ten days.\Married?\- You... - Ye Hua. response:	I can't see anything.
context: I won't be going anywhere in the future. I won't cause trouble for you again.\Are you thirsty?\I'll pour a cup of tea for you.\Su Su.\We'll be getting married in ten days.\Married?\- You... - Ye Hua.\I can't see anything. response:	There must be many protocols during the wedding.
context: Are you thirsty?\I'll pour a cup of tea for you.\Su Su.\We'll be getting married in ten days.\Married?\- You... - Ye Hua.\I can't see anything.\There must be many protocols during the wedding. response:	I will probably be made fun of.
context: I'll pour a cup of tea for you.\Su Su.\We'll be getting married in ten days.\Married?\- You... - Ye Hua.\I can't see anything.\There must be many protocols during the wedding.\I will probably be made fun of. response:	You won't be.
context: Su Su.\We'll be getting married in ten days.\Married?\- You... - Ye Hua.\I can't see anything.\There must be many protocols during the wedding.\I will probably be made fun of.\You won't be. response:	You have me.
context: We'll be getting married in ten days.\Married?\- You... - Ye Hua.\I can't see anything.\There must be many protocols during the wedding.\I will probably be made fun of.\You won't be.\You have me. response:	That's good.
context: Married?\- You... - Ye Hua.\I can't see anything.\There must be many protocols during the wedding.\I will probably be made fun of.\You won't be.\You have me.\That's good. response:	- Eldest Prince. - Eldest Prince.
context: - You... - Ye Hua.\I can't see anything.\There must be many protocols during the wedding.\I will probably be made fun of.\You won't be.\You have me.\That's good.\- Eldest Prince. - Eldest Prince. response:	You may go.
context: I can't see anything.\There must be many protocols during the wedding.\I will probably be made fun of.\You won't be.\You have me.\That's good.\- Eldest Prince. - Eldest Prince.\You may go. response:	Yes.
context: There must be many protocols during the wedding.\I will probably be made fun of.\You won't be.\You have me.\That's good.\- Eldest Prince. - Eldest Prince.\You may go.\Yes. response:	Your Highness.
context: I will probably be made fun of.\You won't be.\You have me.\That's good.\- Eldest Prince. - Eldest Prince.\You may go.\Yes.\Your Highness. response:	- Father. - It's as you can see.
context: You won't be.\You have me.\That's good.\- Eldest Prince. - Eldest Prince.\You may go.\Yes.\Your Highness.\- Father. - It's as you can see. response:	Ye Hua will announce to the four seas that he is marrying the mortal.
context: You have me.\That's good.\- Eldest Prince. - Eldest Prince.\You may go.\Yes.\Your Highness.\- Father. - It's as you can see.\Ye Hua will announce to the four seas that he is marrying the mortal. response:	He has also fought against the decree to allow Su Jin into Xiwu Palace.
context: That's good.\- Eldest Prince. - Eldest Prince.\You may go.\Yes.\Your Highness.\- Father. - It's as you can see.\Ye Hua will announce to the four seas that he is marrying the mortal.\He has also fought against the decree to allow Su Jin into Xiwu Palace. response:	I have been incapable of disciplining my child.
context: - Eldest Prince. - Eldest Prince.\You may go.\Yes.\Your Highness.\- Father. - It's as you can see.\Ye Hua will announce to the four seas that he is marrying the mortal.\He has also fought against the decree to allow Su Jin into Xiwu Palace.\I have been incapable of disciplining my child. response:	Please punish me, Father.
context: You may go.\Yes.\Your Highness.\- Father. - It's as you can see.\Ye Hua will announce to the four seas that he is marrying the mortal.\He has also fought against the decree to allow Su Jin into Xiwu Palace.\I have been incapable of disciplining my child.\Please punish me, Father. response:	After he received the Crown Prince's seal
context: Yes.\Your Highness.\- Father. - It's as you can see.\Ye Hua will announce to the four seas that he is marrying the mortal.\He has also fought against the decree to allow Su Jin into Xiwu Palace.\I have been incapable of disciplining my child.\Please punish me, Father.\After he received the Crown Prince's seal response:	he first replaced the maids of Xiwu Palace
context: Your Highness.\- Father. - It's as you can see.\Ye Hua will announce to the four seas that he is marrying the mortal.\He has also fought against the decree to allow Su Jin into Xiwu Palace.\I have been incapable of disciplining my child.\Please punish me, Father.\After he received the Crown Prince's seal\he first replaced the maids of Xiwu Palace response:	then he selected his own soldiers to guard Xiwu Palace
context: - Father. - It's as you can see.\Ye Hua will announce to the four seas that he is marrying the mortal.\He has also fought against the decree to allow Su Jin into Xiwu Palace.\I have been incapable of disciplining my child.\Please punish me, Father.\After he received the Crown Prince's seal\he first replaced the maids of Xiwu Palace\then he selected his own soldiers to guard Xiwu Palace response:	and now he is taking a side consort.
context: Ye Hua will announce to the four seas that he is marrying the mortal.\He has also fought against the decree to allow Su Jin into Xiwu Palace.\I have been incapable of disciplining my child.\Please punish me, Father.\After he received the Crown Prince's seal\he first replaced the maids of Xiwu Palace\then he selected his own soldiers to guard Xiwu Palace\and now he is taking a side consort. response:	He has made meticulous arrangements. Even I cannot do anything about it.
context: He has also fought against the decree to allow Su Jin into Xiwu Palace.\I have been incapable of disciplining my child.\Please punish me, Father.\After he received the Crown Prince's seal\he first replaced the maids of Xiwu Palace\then he selected his own soldiers to guard Xiwu Palace\and now he is taking a side consort.\He has made meticulous arrangements. Even I cannot do anything about it. response:	What would you be able to do?
context: I have been incapable of disciplining my child.\Please punish me, Father.\After he received the Crown Prince's seal\he first replaced the maids of Xiwu Palace\then he selected his own soldiers to guard Xiwu Palace\and now he is taking a side consort.\He has made meticulous arrangements. Even I cannot do anything about it.\What would you be able to do? response:	Father.
context: Please punish me, Father.\After he received the Crown Prince's seal\he first replaced the maids of Xiwu Palace\then he selected his own soldiers to guard Xiwu Palace\and now he is taking a side consort.\He has made meticulous arrangements. Even I cannot do anything about it.\What would you be able to do?\Father. response:	Ye Hua just received the Crown Prince's seal.
context: After he received the Crown Prince's seal\he first replaced the maids of Xiwu Palace\then he selected his own soldiers to guard Xiwu Palace\and now he is taking a side consort.\He has made meticulous arrangements. Even I cannot do anything about it.\What would you be able to do?\Father.\Ye Hua just received the Crown Prince's seal. response:	He is the heir apparent chosen by heaven.
context: he first replaced the maids of Xiwu Palace\then he selected his own soldiers to guard Xiwu Palace\and now he is taking a side consort.\He has made meticulous arrangements. Even I cannot do anything about it.\What would you be able to do?\Father.\Ye Hua just received the Crown Prince's seal.\He is the heir apparent chosen by heaven. response:	Even I have to salute him as a heir apparent.
context: then he selected his own soldiers to guard Xiwu Palace\and now he is taking a side consort.\He has made meticulous arrangements. Even I cannot do anything about it.\What would you be able to do?\Father.\Ye Hua just received the Crown Prince's seal.\He is the heir apparent chosen by heaven.\Even I have to salute him as a heir apparent. response:	I cannot do anything to him now.
context: and now he is taking a side consort.\He has made meticulous arrangements. Even I cannot do anything about it.\What would you be able to do?\Father.\Ye Hua just received the Crown Prince's seal.\He is the heir apparent chosen by heaven.\Even I have to salute him as a heir apparent.\I cannot do anything to him now. response:	Let him be.
context: He has made meticulous arrangements. Even I cannot do anything about it.\What would you be able to do?\Father.\Ye Hua just received the Crown Prince's seal.\He is the heir apparent chosen by heaven.\Even I have to salute him as a heir apparent.\I cannot do anything to him now.\Let him be. response:	I simply do not believe he will focus on this woman his whole life.
context: What would you be able to do?\Father.\Ye Hua just received the Crown Prince's seal.\He is the heir apparent chosen by heaven.\Even I have to salute him as a heir apparent.\I cannot do anything to him now.\Let him be.\I simply do not believe he will focus on this woman his whole life. response:	It's just that Qing Qiu...
context: Father.\Ye Hua just received the Crown Prince's seal.\He is the heir apparent chosen by heaven.\Even I have to salute him as a heir apparent.\I cannot do anything to him now.\Let him be.\I simply do not believe he will focus on this woman his whole life.\It's just that Qing Qiu... response:	Bai Qian of Qing Qiu is the number one beauty of the world.
context: Ye Hua just received the Crown Prince's seal.\He is the heir apparent chosen by heaven.\Even I have to salute him as a heir apparent.\I cannot do anything to him now.\Let him be.\I simply do not believe he will focus on this woman his whole life.\It's just that Qing Qiu...\Bai Qian of Qing Qiu is the number one beauty of the world. response:	When she marries into the Celestial Palace
context: He is the heir apparent chosen by heaven.\Even I have to salute him as a heir apparent.\I cannot do anything to him now.\Let him be.\I simply do not believe he will focus on this woman his whole life.\It's just that Qing Qiu...\Bai Qian of Qing Qiu is the number one beauty of the world.\When she marries into the Celestial Palace response:	she will certainly sway Ye Hua's heart.
context: Even I have to salute him as a heir apparent.\I cannot do anything to him now.\Let him be.\I simply do not believe he will focus on this woman his whole life.\It's just that Qing Qiu...\Bai Qian of Qing Qiu is the number one beauty of the world.\When she marries into the Celestial Palace\she will certainly sway Ye Hua's heart. response:	I can only hope so.
context: I cannot do anything to him now.\Let him be.\I simply do not believe he will focus on this woman his whole life.\It's just that Qing Qiu...\Bai Qian of Qing Qiu is the number one beauty of the world.\When she marries into the Celestial Palace\she will certainly sway Ye Hua's heart.\I can only hope so. response:	You know I most dislike women crying.
