context: Where are you going? response:	To school.
context: Isn't he the guy that Nagi-san was looking for?\You're so mean, Jin-kun!\Why?\Don't why me. In any case, your character is gross, so stop it.\Did he just say gross?\This guy is impossible.\He has two ahoge, so he's an idiot.\In English, Aho-Aho-Man, huh? response:	He may be a homo.
context: You're so mean, Jin-kun!\Why?\Don't why me. In any case, your character is gross, so stop it.\Did he just say gross?\This guy is impossible.\He has two ahoge, so he's an idiot.\In English, Aho-Aho-Man, huh?\He may be a homo. response:	Excuse me, but I'm her relative.
context: Why?\Don't why me. In any case, your character is gross, so stop it.\Did he just say gross?\This guy is impossible.\He has two ahoge, so he's an idiot.\In English, Aho-Aho-Man, huh?\He may be a homo.\Excuse me, but I'm her relative. response:	It's not like what you're thinking. Sorry, I'm really sorry!
context: Don't why me. In any case, your character is gross, so stop it.\Did he just say gross?\This guy is impossible.\He has two ahoge, so he's an idiot.\In English, Aho-Aho-Man, huh?\He may be a homo.\Excuse me, but I'm her relative.\It's not like what you're thinking. Sorry, I'm really sorry! response:	What are you doing, Nagi-san?
context: Did he just say gross?\This guy is impossible.\He has two ahoge, so he's an idiot.\In English, Aho-Aho-Man, huh?\He may be a homo.\Excuse me, but I'm her relative.\It's not like what you're thinking. Sorry, I'm really sorry!\What are you doing, Nagi-san? response:	Tell me, what do you mean I'm gross?
context: This guy is impossible.\He has two ahoge, so he's an idiot.\In English, Aho-Aho-Man, huh?\He may be a homo.\Excuse me, but I'm her relative.\It's not like what you're thinking. Sorry, I'm really sorry!\What are you doing, Nagi-san?\Tell me, what do you mean I'm gross? response:	Why the hell did you come to school?!
context: He has two ahoge, so he's an idiot.\In English, Aho-Aho-Man, huh?\He may be a homo.\Excuse me, but I'm her relative.\It's not like what you're thinking. Sorry, I'm really sorry!\What are you doing, Nagi-san?\Tell me, what do you mean I'm gross?\Why the hell did you come to school?! response:	Why? , you have the cheek to ask.
context: In English, Aho-Aho-Man, huh?\He may be a homo.\Excuse me, but I'm her relative.\It's not like what you're thinking. Sorry, I'm really sorry!\What are you doing, Nagi-san?\Tell me, what do you mean I'm gross?\Why the hell did you come to school?!\Why? , you have the cheek to ask. response:	I know you're hiding something from me.
context: He may be a homo.\Excuse me, but I'm her relative.\It's not like what you're thinking. Sorry, I'm really sorry!\What are you doing, Nagi-san?\Tell me, what do you mean I'm gross?\Why the hell did you come to school?!\Why? , you have the cheek to ask.\I know you're hiding something from me. response:	How did you know...
context: Excuse me, but I'm her relative.\It's not like what you're thinking. Sorry, I'm really sorry!\What are you doing, Nagi-san?\Tell me, what do you mean I'm gross?\Why the hell did you come to school?!\Why? , you have the cheek to ask.\I know you're hiding something from me.\How did you know... response:	Huh? So it's true?
context: It's not like what you're thinking. Sorry, I'm really sorry!\What are you doing, Nagi-san?\Tell me, what do you mean I'm gross?\Why the hell did you come to school?!\Why? , you have the cheek to ask.\I know you're hiding something from me.\How did you know...\Huh? So it's true? response:	Huh? You tricked me?
context: What are you doing, Nagi-san?\Tell me, what do you mean I'm gross?\Why the hell did you come to school?!\Why? , you have the cheek to ask.\I know you're hiding something from me.\How did you know...\Huh? So it's true?\Huh? You tricked me? response:	I heard from Tsugumi that there's a commotion concerning ghosts.
context: Tell me, what do you mean I'm gross?\Why the hell did you come to school?!\Why? , you have the cheek to ask.\I know you're hiding something from me.\How did you know...\Huh? So it's true?\Huh? You tricked me?\I heard from Tsugumi that there's a commotion concerning ghosts. response:	I hope I guessed wrong...
context: Why the hell did you come to school?!\Why? , you have the cheek to ask.\I know you're hiding something from me.\How did you know...\Huh? So it's true?\Huh? You tricked me?\I heard from Tsugumi that there's a commotion concerning ghosts.\I hope I guessed wrong... response:	But...
context: Why? , you have the cheek to ask.\I know you're hiding something from me.\How did you know...\Huh? So it's true?\Huh? You tricked me?\I heard from Tsugumi that there's a commotion concerning ghosts.\I hope I guessed wrong...\But... response:	you saw an impurity, didn't you?
context: I know you're hiding something from me.\How did you know...\Huh? So it's true?\Huh? You tricked me?\I heard from Tsugumi that there's a commotion concerning ghosts.\I hope I guessed wrong...\But...\you saw an impurity, didn't you? response:	Yes, I saw it.
context: How did you know...\Huh? So it's true?\Huh? You tricked me?\I heard from Tsugumi that there's a commotion concerning ghosts.\I hope I guessed wrong...\But...\you saw an impurity, didn't you?\Yes, I saw it. response:	As I thought.
context: Huh? So it's true?\Huh? You tricked me?\I heard from Tsugumi that there's a commotion concerning ghosts.\I hope I guessed wrong...\But...\you saw an impurity, didn't you?\Yes, I saw it.\As I thought. response:	My eyes never err.
context: Huh? You tricked me?\I heard from Tsugumi that there's a commotion concerning ghosts.\I hope I guessed wrong...\But...\you saw an impurity, didn't you?\Yes, I saw it.\As I thought.\My eyes never err. response:	I sense the presence of an impurity here.
context: I heard from Tsugumi that there's a commotion concerning ghosts.\I hope I guessed wrong...\But...\you saw an impurity, didn't you?\Yes, I saw it.\As I thought.\My eyes never err.\I sense the presence of an impurity here. response:	They appear easily at a place with many people.
context: I hope I guessed wrong...\But...\you saw an impurity, didn't you?\Yes, I saw it.\As I thought.\My eyes never err.\I sense the presence of an impurity here.\They appear easily at a place with many people. response:	So you're here.
context: But...\you saw an impurity, didn't you?\Yes, I saw it.\As I thought.\My eyes never err.\I sense the presence of an impurity here.\They appear easily at a place with many people.\So you're here. response:	Tsugumi!
context: you saw an impurity, didn't you?\Yes, I saw it.\As I thought.\My eyes never err.\I sense the presence of an impurity here.\They appear easily at a place with many people.\So you're here.\Tsugumi! response:	Nagi-san, I told you not to wander around on your own!
context: Yes, I saw it.\As I thought.\My eyes never err.\I sense the presence of an impurity here.\They appear easily at a place with many people.\So you're here.\Tsugumi!\Nagi-san, I told you not to wander around on your own! response:	I'm sorry, I'm a curious person.
context: As I thought.\My eyes never err.\I sense the presence of an impurity here.\They appear easily at a place with many people.\So you're here.\Tsugumi!\Nagi-san, I told you not to wander around on your own!\I'm sorry, I'm a curious person. response:	It'd be troublesome if people find out you're an outsider.
context: My eyes never err.\I sense the presence of an impurity here.\They appear easily at a place with many people.\So you're here.\Tsugumi!\Nagi-san, I told you not to wander around on your own!\I'm sorry, I'm a curious person.\It'd be troublesome if people find out you're an outsider. response:	You already stand out without doing anything.
context: I sense the presence of an impurity here.\They appear easily at a place with many people.\So you're here.\Tsugumi!\Nagi-san, I told you not to wander around on your own!\I'm sorry, I'm a curious person.\It'd be troublesome if people find out you're an outsider.\You already stand out without doing anything. response:	Tsugumi, are you the one who brought her along?
context: They appear easily at a place with many people.\So you're here.\Tsugumi!\Nagi-san, I told you not to wander around on your own!\I'm sorry, I'm a curious person.\It'd be troublesome if people find out you're an outsider.\You already stand out without doing anything.\Tsugumi, are you the one who brought her along? response:	Because when I was going home...
context: So you're here.\Tsugumi!\Nagi-san, I told you not to wander around on your own!\I'm sorry, I'm a curious person.\It'd be troublesome if people find out you're an outsider.\You already stand out without doing anything.\Tsugumi, are you the one who brought her along?\Because when I was going home... response:	I found Nagi-san clinging onto the school gates.
context: Tsugumi!\Nagi-san, I told you not to wander around on your own!\I'm sorry, I'm a curious person.\It'd be troublesome if people find out you're an outsider.\You already stand out without doing anything.\Tsugumi, are you the one who brought her along?\Because when I was going home...\I found Nagi-san clinging onto the school gates. response:	Nagi-san told me she always had a private tutor,
context: Nagi-san, I told you not to wander around on your own!\I'm sorry, I'm a curious person.\It'd be troublesome if people find out you're an outsider.\You already stand out without doing anything.\Tsugumi, are you the one who brought her along?\Because when I was going home...\I found Nagi-san clinging onto the school gates.\Nagi-san told me she always had a private tutor, response:	so she has never gone to school bofore.
context: I'm sorry, I'm a curious person.\It'd be troublesome if people find out you're an outsider.\You already stand out without doing anything.\Tsugumi, are you the one who brought her along?\Because when I was going home...\I found Nagi-san clinging onto the school gates.\Nagi-san told me she always had a private tutor,\so she has never gone to school bofore. response:	I won't stand out if I enter the school in school uniform, right?
context: It'd be troublesome if people find out you're an outsider.\You already stand out without doing anything.\Tsugumi, are you the one who brought her along?\Because when I was going home...\I found Nagi-san clinging onto the school gates.\Nagi-san told me she always had a private tutor,\so she has never gone to school bofore.\I won't stand out if I enter the school in school uniform, right? response:	That's what she said...
context: You already stand out without doing anything.\Tsugumi, are you the one who brought her along?\Because when I was going home...\I found Nagi-san clinging onto the school gates.\Nagi-san told me she always had a private tutor,\so she has never gone to school bofore.\I won't stand out if I enter the school in school uniform, right?\That's what she said... response:	So we went home and I lent her a set of uniform.
context: Tsugumi, are you the one who brought her along?\Because when I was going home...\I found Nagi-san clinging onto the school gates.\Nagi-san told me she always had a private tutor,\so she has never gone to school bofore.\I won't stand out if I enter the school in school uniform, right?\That's what she said...\So we went home and I lent her a set of uniform. response:	You did something daring.
context: Because when I was going home...\I found Nagi-san clinging onto the school gates.\Nagi-san told me she always had a private tutor,\so she has never gone to school bofore.\I won't stand out if I enter the school in school uniform, right?\That's what she said...\So we went home and I lent her a set of uniform.\You did something daring. response:	But you have spares?
context: I found Nagi-san clinging onto the school gates.\Nagi-san told me she always had a private tutor,\so she has never gone to school bofore.\I won't stand out if I enter the school in school uniform, right?\That's what she said...\So we went home and I lent her a set of uniform.\You did something daring.\But you have spares? response:	Our school is a private school, so the uniforms are expensive.
context: Nagi-san told me she always had a private tutor,\so she has never gone to school bofore.\I won't stand out if I enter the school in school uniform, right?\That's what she said...\So we went home and I lent her a set of uniform.\You did something daring.\But you have spares?\Our school is a private school, so the uniforms are expensive. response:	Oh, yeah! That's because girls are concerned about uniforms.
context: so she has never gone to school bofore.\I won't stand out if I enter the school in school uniform, right?\That's what she said...\So we went home and I lent her a set of uniform.\You did something daring.\But you have spares?\Our school is a private school, so the uniforms are expensive.\Oh, yeah! That's because girls are concerned about uniforms. response:	I can't tell him that I got fatter during the spring break and the size doesn't fit anymore, so I bought another set!
context: I won't stand out if I enter the school in school uniform, right?\That's what she said...\So we went home and I lent her a set of uniform.\You did something daring.\But you have spares?\Our school is a private school, so the uniforms are expensive.\Oh, yeah! That's because girls are concerned about uniforms.\I can't tell him that I got fatter during the spring break and the size doesn't fit anymore, so I bought another set! response:	On top of that, that size fits Nagi-san perfectly!
context: That's what she said...\So we went home and I lent her a set of uniform.\You did something daring.\But you have spares?\Our school is a private school, so the uniforms are expensive.\Oh, yeah! That's because girls are concerned about uniforms.\I can't tell him that I got fatter during the spring break and the size doesn't fit anymore, so I bought another set!\On top of that, that size fits Nagi-san perfectly! response:	I can't bring myself to say it!
context: So we went home and I lent her a set of uniform.\You did something daring.\But you have spares?\Our school is a private school, so the uniforms are expensive.\Oh, yeah! That's because girls are concerned about uniforms.\I can't tell him that I got fatter during the spring break and the size doesn't fit anymore, so I bought another set!\On top of that, that size fits Nagi-san perfectly!\I can't bring myself to say it! response:	That's how it is.
context: You did something daring.\But you have spares?\Our school is a private school, so the uniforms are expensive.\Oh, yeah! That's because girls are concerned about uniforms.\I can't tell him that I got fatter during the spring break and the size doesn't fit anymore, so I bought another set!\On top of that, that size fits Nagi-san perfectly!\I can't bring myself to say it!\That's how it is. response:	Tsugumi-san is such a gentle and kind person!
context: But you have spares?\Our school is a private school, so the uniforms are expensive.\Oh, yeah! That's because girls are concerned about uniforms.\I can't tell him that I got fatter during the spring break and the size doesn't fit anymore, so I bought another set!\On top of that, that size fits Nagi-san perfectly!\I can't bring myself to say it!\That's how it is.\Tsugumi-san is such a gentle and kind person! response:	We're now really close!
context: Our school is a private school, so the uniforms are expensive.\Oh, yeah! That's because girls are concerned about uniforms.\I can't tell him that I got fatter during the spring break and the size doesn't fit anymore, so I bought another set!\On top of that, that size fits Nagi-san perfectly!\I can't bring myself to say it!\That's how it is.\Tsugumi-san is such a gentle and kind person!\We're now really close! response:	Right, Tsugumi-san?
context: Oh, yeah! That's because girls are concerned about uniforms.\I can't tell him that I got fatter during the spring break and the size doesn't fit anymore, so I bought another set!\On top of that, that size fits Nagi-san perfectly!\I can't bring myself to say it!\That's how it is.\Tsugumi-san is such a gentle and kind person!\We're now really close!\Right, Tsugumi-san? response:	Yes, we became good friends.
context: I can't tell him that I got fatter during the spring break and the size doesn't fit anymore, so I bought another set!\On top of that, that size fits Nagi-san perfectly!\I can't bring myself to say it!\That's how it is.\Tsugumi-san is such a gentle and kind person!\We're now really close!\Right, Tsugumi-san?\Yes, we became good friends. response:	I was wrong about you. You're more easygoing than I thought.
context: On top of that, that size fits Nagi-san perfectly!\I can't bring myself to say it!\That's how it is.\Tsugumi-san is such a gentle and kind person!\We're now really close!\Right, Tsugumi-san?\Yes, we became good friends.\I was wrong about you. You're more easygoing than I thought. response:	I don't think you should call her easygoing.
context: I can't bring myself to say it!\That's how it is.\Tsugumi-san is such a gentle and kind person!\We're now really close!\Right, Tsugumi-san?\Yes, we became good friends.\I was wrong about you. You're more easygoing than I thought.\I don't think you should call her easygoing. response:	She's just selfish.
context: That's how it is.\Tsugumi-san is such a gentle and kind person!\We're now really close!\Right, Tsugumi-san?\Yes, we became good friends.\I was wrong about you. You're more easygoing than I thought.\I don't think you should call her easygoing.\She's just selfish. response:	Hey, Mikuriya.
context: Tsugumi-san is such a gentle and kind person!\We're now really close!\Right, Tsugumi-san?\Yes, we became good friends.\I was wrong about you. You're more easygoing than I thought.\I don't think you should call her easygoing.\She's just selfish.\Hey, Mikuriya. response:	Are you done with the talking?
context: We're now really close!\Right, Tsugumi-san?\Yes, we became good friends.\I was wrong about you. You're more easygoing than I thought.\I don't think you should call her easygoing.\She's just selfish.\Hey, Mikuriya.\Are you done with the talking? response:	Can we join in?
context: Right, Tsugumi-san?\Yes, we became good friends.\I was wrong about you. You're more easygoing than I thought.\I don't think you should call her easygoing.\She's just selfish.\Hey, Mikuriya.\Are you done with the talking?\Can we join in? response:	So who is that person?
context: Yes, we became good friends.\I was wrong about you. You're more easygoing than I thought.\I don't think you should call her easygoing.\She's just selfish.\Hey, Mikuriya.\Are you done with the talking?\Can we join in?\So who is that person? response:	This girl is my half-sibling, born from a different mother.
context: I was wrong about you. You're more easygoing than I thought.\I don't think you should call her easygoing.\She's just selfish.\Hey, Mikuriya.\Are you done with the talking?\Can we join in?\So who is that person?\This girl is my half-sibling, born from a different mother. response:	She ran away from home and now she's staying at my house.
context: I don't think you should call her easygoing.\She's just selfish.\Hey, Mikuriya.\Are you done with the talking?\Can we join in?\So who is that person?\This girl is my half-sibling, born from a different mother.\She ran away from home and now she's staying at my house. response:	Say...
context: She's just selfish.\Hey, Mikuriya.\Are you done with the talking?\Can we join in?\So who is that person?\This girl is my half-sibling, born from a different mother.\She ran away from home and now she's staying at my house.\Say... response:	Nagi-san.
context: Hey, Mikuriya.\Are you done with the talking?\Can we join in?\So who is that person?\This girl is my half-sibling, born from a different mother.\She ran away from home and now she's staying at my house.\Say...\Nagi-san. response:	There's something I'd like to ask you.
context: Are you done with the talking?\Can we join in?\So who is that person?\This girl is my half-sibling, born from a different mother.\She ran away from home and now she's staying at my house.\Say...\Nagi-san.\There's something I'd like to ask you. response:	Yes?
context: Can we join in?\So who is that person?\This girl is my half-sibling, born from a different mother.\She ran away from home and now she's staying at my house.\Say...\Nagi-san.\There's something I'd like to ask you.\Yes? response:	Even though Jin and you are siblings, you hadn't met each other until recently, right?
context: So who is that person?\This girl is my half-sibling, born from a different mother.\She ran away from home and now she's staying at my house.\Say...\Nagi-san.\There's something I'd like to ask you.\Yes?\Even though Jin and you are siblings, you hadn't met each other until recently, right? response:	You've both reached that age, anyway.
context: This girl is my half-sibling, born from a different mother.\She ran away from home and now she's staying at my house.\Say...\Nagi-san.\There's something I'd like to ask you.\Yes?\Even though Jin and you are siblings, you hadn't met each other until recently, right?\You've both reached that age, anyway. response:	Living under the same roof would mean...
context: She ran away from home and now she's staying at my house.\Say...\Nagi-san.\There's something I'd like to ask you.\Yes?\Even though Jin and you are siblings, you hadn't met each other until recently, right?\You've both reached that age, anyway.\Living under the same roof would mean... response:	Nagi-san, you...
context: Say...\Nagi-san.\There's something I'd like to ask you.\Yes?\Even though Jin and you are siblings, you hadn't met each other until recently, right?\You've both reached that age, anyway.\Living under the same roof would mean...\Nagi-san, you... response:	How do you feel about that?
context: Nagi-san.\There's something I'd like to ask you.\Yes?\Even though Jin and you are siblings, you hadn't met each other until recently, right?\You've both reached that age, anyway.\Living under the same roof would mean...\Nagi-san, you...\How do you feel about that? response:	What's going on?!
context: There's something I'd like to ask you.\Yes?\Even though Jin and you are siblings, you hadn't met each other until recently, right?\You've both reached that age, anyway.\Living under the same roof would mean...\Nagi-san, you...\How do you feel about that?\What's going on?! response:	No, I just think you're so cute.
context: Yes?\Even though Jin and you are siblings, you hadn't met each other until recently, right?\You've both reached that age, anyway.\Living under the same roof would mean...\Nagi-san, you...\How do you feel about that?\What's going on?!\No, I just think you're so cute. response:	Jin-kun is just a child to me.
context: Even though Jin and you are siblings, you hadn't met each other until recently, right?\You've both reached that age, anyway.\Living under the same roof would mean...\Nagi-san, you...\How do you feel about that?\What's going on?!\No, I just think you're so cute.\Jin-kun is just a child to me. response:	We live together, that's all.
context: You've both reached that age, anyway.\Living under the same roof would mean...\Nagi-san, you...\How do you feel about that?\What's going on?!\No, I just think you're so cute.\Jin-kun is just a child to me.\We live together, that's all. response:	We are family.
context: Living under the same roof would mean...\Nagi-san, you...\How do you feel about that?\What's going on?!\No, I just think you're so cute.\Jin-kun is just a child to me.\We live together, that's all.\We are family. response:	That's why there's nothing for you to be worried about.
context: Nagi-san, you...\How do you feel about that?\What's going on?!\No, I just think you're so cute.\Jin-kun is just a child to me.\We live together, that's all.\We are family.\That's why there's nothing for you to be worried about. response:	That's not what I meant...
context: How do you feel about that?\What's going on?!\No, I just think you're so cute.\Jin-kun is just a child to me.\We live together, that's all.\We are family.\That's why there's nothing for you to be worried about.\That's not what I meant... response:	There's no way we can be in a relationship.
context: What's going on?!\No, I just think you're so cute.\Jin-kun is just a child to me.\We live together, that's all.\We are family.\That's why there's nothing for you to be worried about.\That's not what I meant...\There's no way we can be in a relationship. response:	You're an important person to Jin-kun.
context: No, I just think you're so cute.\Jin-kun is just a child to me.\We live together, that's all.\We are family.\That's why there's nothing for you to be worried about.\That's not what I meant...\There's no way we can be in a relationship.\You're an important person to Jin-kun. response:	Besides,
context: Jin-kun is just a child to me.\We live together, that's all.\We are family.\That's why there's nothing for you to be worried about.\That's not what I meant...\There's no way we can be in a relationship.\You're an important person to Jin-kun.\Besides, response:	I have somebody that I like.
context: We live together, that's all.\We are family.\That's why there's nothing for you to be worried about.\That's not what I meant...\There's no way we can be in a relationship.\You're an important person to Jin-kun.\Besides,\I have somebody that I like. response:	Who would have thought you have such a complex situation in your family.
context: We are family.\That's why there's nothing for you to be worried about.\That's not what I meant...\There's no way we can be in a relationship.\You're an important person to Jin-kun.\Besides,\I have somebody that I like.\Who would have thought you have such a complex situation in your family. response:	But don't worry about it, Mikuriya.
context: That's why there's nothing for you to be worried about.\That's not what I meant...\There's no way we can be in a relationship.\You're an important person to Jin-kun.\Besides,\I have somebody that I like.\Who would have thought you have such a complex situation in your family.\But don't worry about it, Mikuriya. response:	This kind of situation turns up often in comics!
context: That's not what I meant...\There's no way we can be in a relationship.\You're an important person to Jin-kun.\Besides,\I have somebody that I like.\Who would have thought you have such a complex situation in your family.\But don't worry about it, Mikuriya.\This kind of situation turns up often in comics! response:	Comic, huh?
context: There's no way we can be in a relationship.\You're an important person to Jin-kun.\Besides,\I have somebody that I like.\Who would have thought you have such a complex situation in your family.\But don't worry about it, Mikuriya.\This kind of situation turns up often in comics!\Comic, huh? response:	That one, right?
context: You're an important person to Jin-kun.\Besides,\I have somebody that I like.\Who would have thought you have such a complex situation in your family.\But don't worry about it, Mikuriya.\This kind of situation turns up often in comics!\Comic, huh?\That one, right? response:	But you're not a student, and you're a girl, right?
context: Besides,\I have somebody that I like.\Who would have thought you have such a complex situation in your family.\But don't worry about it, Mikuriya.\This kind of situation turns up often in comics!\Comic, huh?\That one, right?\But you're not a student, and you're a girl, right? response:	You don't have to go to a place with ghosts...
context: I have somebody that I like.\Who would have thought you have such a complex situation in your family.\But don't worry about it, Mikuriya.\This kind of situation turns up often in comics!\Comic, huh?\That one, right?\But you're not a student, and you're a girl, right?\You don't have to go to a place with ghosts... response:	I like supernatural phenomenon.
context: Who would have thought you have such a complex situation in your family.\But don't worry about it, Mikuriya.\This kind of situation turns up often in comics!\Comic, huh?\That one, right?\But you're not a student, and you're a girl, right?\You don't have to go to a place with ghosts...\I like supernatural phenomenon. response:	Fanatic?
context: But don't worry about it, Mikuriya.\This kind of situation turns up often in comics!\Comic, huh?\That one, right?\But you're not a student, and you're a girl, right?\You don't have to go to a place with ghosts...\I like supernatural phenomenon.\Fanatic? response:	I do have some exorcism skills myself.
context: This kind of situation turns up often in comics!\Comic, huh?\That one, right?\But you're not a student, and you're a girl, right?\You don't have to go to a place with ghosts...\I like supernatural phenomenon.\Fanatic?\I do have some exorcism skills myself. response:	I knew it, living in an enclosed environment makes one twisted.
context: Comic, huh?\That one, right?\But you're not a student, and you're a girl, right?\You don't have to go to a place with ghosts...\I like supernatural phenomenon.\Fanatic?\I do have some exorcism skills myself.\I knew it, living in an enclosed environment makes one twisted. response:	Don't worry, Mikuriya.
context: That one, right?\But you're not a student, and you're a girl, right?\You don't have to go to a place with ghosts...\I like supernatural phenomenon.\Fanatic?\I do have some exorcism skills myself.\I knew it, living in an enclosed environment makes one twisted.\Don't worry, Mikuriya. response:	There are precedents of wealthy girls with a fetish for the supernatural.
context: But you're not a student, and you're a girl, right?\You don't have to go to a place with ghosts...\I like supernatural phenomenon.\Fanatic?\I do have some exorcism skills myself.\I knew it, living in an enclosed environment makes one twisted.\Don't worry, Mikuriya.\There are precedents of wealthy girls with a fetish for the supernatural. response:	In a girl game.
context: You don't have to go to a place with ghosts...\I like supernatural phenomenon.\Fanatic?\I do have some exorcism skills myself.\I knew it, living in an enclosed environment makes one twisted.\Don't worry, Mikuriya.\There are precedents of wealthy girls with a fetish for the supernatural.\In a girl game. response:	You're talking about a girl game?!
context: I like supernatural phenomenon.\Fanatic?\I do have some exorcism skills myself.\I knew it, living in an enclosed environment makes one twisted.\Don't worry, Mikuriya.\There are precedents of wealthy girls with a fetish for the supernatural.\In a girl game.\You're talking about a girl game?! response:	I see.
context: Fanatic?\I do have some exorcism skills myself.\I knew it, living in an enclosed environment makes one twisted.\Don't worry, Mikuriya.\There are precedents of wealthy girls with a fetish for the supernatural.\In a girl game.\You're talking about a girl game?!\I see. response:	She put her purification staff in there.
context: I do have some exorcism skills myself.\I knew it, living in an enclosed environment makes one twisted.\Don't worry, Mikuriya.\There are precedents of wealthy girls with a fetish for the supernatural.\In a girl game.\You're talking about a girl game?!\I see.\She put her purification staff in there. response:	You! You took that from my drawer without asking!
context: I knew it, living in an enclosed environment makes one twisted.\Don't worry, Mikuriya.\There are precedents of wealthy girls with a fetish for the supernatural.\In a girl game.\You're talking about a girl game?!\I see.\She put her purification staff in there.\You! You took that from my drawer without asking! response:	Yes? You mean this bag?
context: Don't worry, Mikuriya.\There are precedents of wealthy girls with a fetish for the supernatural.\In a girl game.\You're talking about a girl game?!\I see.\She put her purification staff in there.\You! You took that from my drawer without asking!\Yes? You mean this bag? response:	I told you not to open my drawers without my permission!
context: There are precedents of wealthy girls with a fetish for the supernatural.\In a girl game.\You're talking about a girl game?!\I see.\She put her purification staff in there.\You! You took that from my drawer without asking!\Yes? You mean this bag?\I told you not to open my drawers without my permission! response:	Why?
context: In a girl game.\You're talking about a girl game?!\I see.\She put her purification staff in there.\You! You took that from my drawer without asking!\Yes? You mean this bag?\I told you not to open my drawers without my permission!\Why? response:	No real reason...
context: You're talking about a girl game?!\I see.\She put her purification staff in there.\You! You took that from my drawer without asking!\Yes? You mean this bag?\I told you not to open my drawers without my permission!\Why?\No real reason... response:	As long as you think nothing of it...
context: I see.\She put her purification staff in there.\You! You took that from my drawer without asking!\Yes? You mean this bag?\I told you not to open my drawers without my permission!\Why?\No real reason...\As long as you think nothing of it... response:	Yeah, I thought nothing of it.
context: She put her purification staff in there.\You! You took that from my drawer without asking!\Yes? You mean this bag?\I told you not to open my drawers without my permission!\Why?\No real reason...\As long as you think nothing of it...\Yeah, I thought nothing of it. response:	Although I did think that you like big boobs.
context: You! You took that from my drawer without asking!\Yes? You mean this bag?\I told you not to open my drawers without my permission!\Why?\No real reason...\As long as you think nothing of it...\Yeah, I thought nothing of it.\Although I did think that you like big boobs. response:	So you saw everything!
context: Yes? You mean this bag?\I told you not to open my drawers without my permission!\Why?\No real reason...\As long as you think nothing of it...\Yeah, I thought nothing of it.\Although I did think that you like big boobs.\So you saw everything! response:	Don't say that! Tsugumi is here!
context: I told you not to open my drawers without my permission!\Why?\No real reason...\As long as you think nothing of it...\Yeah, I thought nothing of it.\Although I did think that you like big boobs.\So you saw everything!\Don't say that! Tsugumi is here! response:	But I heard this is natural for a healthy male,
context: Why?\No real reason...\As long as you think nothing of it...\Yeah, I thought nothing of it.\Although I did think that you like big boobs.\So you saw everything!\Don't say that! Tsugumi is here!\But I heard this is natural for a healthy male, response:	so you don't need to feel bothered-
context: No real reason...\As long as you think nothing of it...\Yeah, I thought nothing of it.\Although I did think that you like big boobs.\So you saw everything!\Don't say that! Tsugumi is here!\But I heard this is natural for a healthy male,\so you don't need to feel bothered- response:	Enough!
context: As long as you think nothing of it...\Yeah, I thought nothing of it.\Although I did think that you like big boobs.\So you saw everything!\Don't say that! Tsugumi is here!\But I heard this is natural for a healthy male,\so you don't need to feel bothered-\Enough! response:	Well then,
context: Yeah, I thought nothing of it.\Although I did think that you like big boobs.\So you saw everything!\Don't say that! Tsugumi is here!\But I heard this is natural for a healthy male,\so you don't need to feel bothered-\Enough!\Well then, response:	let's charge in!
context: Although I did think that you like big boobs.\So you saw everything!\Don't say that! Tsugumi is here!\But I heard this is natural for a healthy male,\so you don't need to feel bothered-\Enough!\Well then,\let's charge in! response:	Let's go!
context: So you saw everything!\Don't say that! Tsugumi is here!\But I heard this is natural for a healthy male,\so you don't need to feel bothered-\Enough!\Well then,\let's charge in!\Let's go! response:	Jin, that's...
context: Don't say that! Tsugumi is here!\But I heard this is natural for a healthy male,\so you don't need to feel bothered-\Enough!\Well then,\let's charge in!\Let's go!\Jin, that's... response:	I'm sorry, even I can't give you a proper answer.
context: But I heard this is natural for a healthy male,\so you don't need to feel bothered-\Enough!\Well then,\let's charge in!\Let's go!\Jin, that's...\I'm sorry, even I can't give you a proper answer. response:	Ah... Isn't that stick from the anime series that got scrapped in the planning stage,
context: so you don't need to feel bothered-\Enough!\Well then,\let's charge in!\Let's go!\Jin, that's...\I'm sorry, even I can't give you a proper answer.\Ah... Isn't that stick from the anime series that got scrapped in the planning stage, response:	and only its goods are sold by the sponsor's toy company?
context: Enough!\Well then,\let's charge in!\Let's go!\Jin, that's...\I'm sorry, even I can't give you a proper answer.\Ah... Isn't that stick from the anime series that got scrapped in the planning stage,\and only its goods are sold by the sponsor's toy company? response:	There's a craze over it and they're sold over the net at high prices.
context: Well then,\let's charge in!\Let's go!\Jin, that's...\I'm sorry, even I can't give you a proper answer.\Ah... Isn't that stick from the anime series that got scrapped in the planning stage,\and only its goods are sold by the sponsor's toy company?\There's a craze over it and they're sold over the net at high prices. response:	What's wrong, Akiba? Your eyes changed color.
context: let's charge in!\Let's go!\Jin, that's...\I'm sorry, even I can't give you a proper answer.\Ah... Isn't that stick from the anime series that got scrapped in the planning stage,\and only its goods are sold by the sponsor's toy company?\There's a craze over it and they're sold over the net at high prices.\What's wrong, Akiba? Your eyes changed color. response:	Hey...
context: Let's go!\Jin, that's...\I'm sorry, even I can't give you a proper answer.\Ah... Isn't that stick from the anime series that got scrapped in the planning stage,\and only its goods are sold by the sponsor's toy company?\There's a craze over it and they're sold over the net at high prices.\What's wrong, Akiba? Your eyes changed color.\Hey... response:	The air is certainly stagnant.
