context: eye catch response:	Pre! Preparation!
context: Hey now, you black little devils!\Have you given up already?\I'll show you guys one of the 48 Takasu-style Housework Skills!\The Takasu Mould-killing Buster!\Ryuuji, what are you blabbering about?\Let's go already, you dumb dog.\Taiga! What the hell are you doing here, this is the men's bath -\Whatever, let's just go! response:	What is it, Taiga?
context: Have you given up already?\I'll show you guys one of the 48 Takasu-style Housework Skills!\The Takasu Mould-killing Buster!\Ryuuji, what are you blabbering about?\Let's go already, you dumb dog.\Taiga! What the hell are you doing here, this is the men's bath -\Whatever, let's just go!\What is it, Taiga? response:	What are you doi -
context: I'll show you guys one of the 48 Takasu-style Housework Skills!\The Takasu Mould-killing Buster!\Ryuuji, what are you blabbering about?\Let's go already, you dumb dog.\Taiga! What the hell are you doing here, this is the men's bath -\Whatever, let's just go!\What is it, Taiga?\What are you doi - response:	Oh right, Kitamura.
context: The Takasu Mould-killing Buster!\Ryuuji, what are you blabbering about?\Let's go already, you dumb dog.\Taiga! What the hell are you doing here, this is the men's bath -\Whatever, let's just go!\What is it, Taiga?\What are you doi -\Oh right, Kitamura. response:	Quickly, take a picture!
context: Ryuuji, what are you blabbering about?\Let's go already, you dumb dog.\Taiga! What the hell are you doing here, this is the men's bath -\Whatever, let's just go!\What is it, Taiga?\What are you doi -\Oh right, Kitamura.\Quickly, take a picture! response:	This girl...
context: Let's go already, you dumb dog.\Taiga! What the hell are you doing here, this is the men's bath -\Whatever, let's just go!\What is it, Taiga?\What are you doi -\Oh right, Kitamura.\Quickly, take a picture!\This girl... response:	Look! Now, now! Quickly!
context: Taiga! What the hell are you doing here, this is the men's bath -\Whatever, let's just go!\What is it, Taiga?\What are you doi -\Oh right, Kitamura.\Quickly, take a picture!\This girl...\Look! Now, now! Quickly! response:	Yeah, yeah.
context: Whatever, let's just go!\What is it, Taiga?\What are you doi -\Oh right, Kitamura.\Quickly, take a picture!\This girl...\Look! Now, now! Quickly!\Yeah, yeah. response:	The shutter was -
context: What is it, Taiga?\What are you doi -\Oh right, Kitamura.\Quickly, take a picture!\This girl...\Look! Now, now! Quickly!\Yeah, yeah.\The shutter was - response:	Now, get one now!
context: What are you doi -\Oh right, Kitamura.\Quickly, take a picture!\This girl...\Look! Now, now! Quickly!\Yeah, yeah.\The shutter was -\Now, get one now! response:	Wait, I'm setting it u -
context: Oh right, Kitamura.\Quickly, take a picture!\This girl...\Look! Now, now! Quickly!\Yeah, yeah.\The shutter was -\Now, get one now!\Wait, I'm setting it u - response:	Oh geez, just hand it over!
context: Quickly, take a picture!\This girl...\Look! Now, now! Quickly!\Yeah, yeah.\The shutter was -\Now, get one now!\Wait, I'm setting it u -\Oh geez, just hand it over! response:	So this is how those foggy pictures got mass produced.
context: This girl...\Look! Now, now! Quickly!\Yeah, yeah.\The shutter was -\Now, get one now!\Wait, I'm setting it u -\Oh geez, just hand it over!\So this is how those foggy pictures got mass produced. response:	Wow, Kitamura-kun's looking really go -
context: Look! Now, now! Quickly!\Yeah, yeah.\The shutter was -\Now, get one now!\Wait, I'm setting it u -\Oh geez, just hand it over!\So this is how those foggy pictures got mass produced.\Wow, Kitamura-kun's looking really go - response:	Charge!
context: Yeah, yeah.\The shutter was -\Now, get one now!\Wait, I'm setting it u -\Oh geez, just hand it over!\So this is how those foggy pictures got mass produced.\Wow, Kitamura-kun's looking really go -\Charge! response:	Hey!
context: The shutter was -\Now, get one now!\Wait, I'm setting it u -\Oh geez, just hand it over!\So this is how those foggy pictures got mass produced.\Wow, Kitamura-kun's looking really go -\Charge!\Hey! response:	Hey, look how happily he's waving.
context: Now, get one now!\Wait, I'm setting it u -\Oh geez, just hand it over!\So this is how those foggy pictures got mass produced.\Wow, Kitamura-kun's looking really go -\Charge!\Hey!\Hey, look how happily he's waving. response:	Oh, shut up...
context: Wait, I'm setting it u -\Oh geez, just hand it over!\So this is how those foggy pictures got mass produced.\Wow, Kitamura-kun's looking really go -\Charge!\Hey!\Hey, look how happily he's waving.\Oh, shut up... response:	Klutz.
context: Oh geez, just hand it over!\So this is how those foggy pictures got mass produced.\Wow, Kitamura-kun's looking really go -\Charge!\Hey!\Hey, look how happily he's waving.\Oh, shut up...\Klutz. response:	Master, one Americano with some Naporitan!
context: So this is how those foggy pictures got mass produced.\Wow, Kitamura-kun's looking really go -\Charge!\Hey!\Hey, look how happily he's waving.\Oh, shut up...\Klutz.\Master, one Americano with some Naporitan! response:	You mean Napolitain chocolate, right?
context: Wow, Kitamura-kun's looking really go -\Charge!\Hey!\Hey, look how happily he's waving.\Oh, shut up...\Klutz.\Master, one Americano with some Naporitan!\You mean Napolitain chocolate, right? response:	How is this place not getting sued?
context: Charge!\Hey!\Hey, look how happily he's waving.\Oh, shut up...\Klutz.\Master, one Americano with some Naporitan!\You mean Napolitain chocolate, right?\How is this place not getting sued? response:	And you had to go and print them out, didn't you?
context: Hey!\Hey, look how happily he's waving.\Oh, shut up...\Klutz.\Master, one Americano with some Naporitan!\You mean Napolitain chocolate, right?\How is this place not getting sued?\And you had to go and print them out, didn't you? response:	Hey, you're overflowing with drool!
context: Hey, look how happily he's waving.\Oh, shut up...\Klutz.\Master, one Americano with some Naporitan!\You mean Napolitain chocolate, right?\How is this place not getting sued?\And you had to go and print them out, didn't you?\Hey, you're overflowing with drool! response:	There's so much Kitamura-kun, it's a Kitamura carnival...
context: Oh, shut up...\Klutz.\Master, one Americano with some Naporitan!\You mean Napolitain chocolate, right?\How is this place not getting sued?\And you had to go and print them out, didn't you?\Hey, you're overflowing with drool!\There's so much Kitamura-kun, it's a Kitamura carnival... response:	What are you doing?!
context: Klutz.\Master, one Americano with some Naporitan!\You mean Napolitain chocolate, right?\How is this place not getting sued?\And you had to go and print them out, didn't you?\Hey, you're overflowing with drool!\There's so much Kitamura-kun, it's a Kitamura carnival...\What are you doing?! response:	I know youngsters these days get pissed off easily, but this is too much!
context: Master, one Americano with some Naporitan!\You mean Napolitain chocolate, right?\How is this place not getting sued?\And you had to go and print them out, didn't you?\Hey, you're overflowing with drool!\There's so much Kitamura-kun, it's a Kitamura carnival...\What are you doing?!\I know youngsters these days get pissed off easily, but this is too much! response:	I want to help out, you mongrel.
context: You mean Napolitain chocolate, right?\How is this place not getting sued?\And you had to go and print them out, didn't you?\Hey, you're overflowing with drool!\There's so much Kitamura-kun, it's a Kitamura carnival...\What are you doing?!\I know youngsters these days get pissed off easily, but this is too much!\I want to help out, you mongrel. response:	You took pictures for me, after all.
context: How is this place not getting sued?\And you had to go and print them out, didn't you?\Hey, you're overflowing with drool!\There's so much Kitamura-kun, it's a Kitamura carnival...\What are you doing?!\I know youngsters these days get pissed off easily, but this is too much!\I want to help out, you mongrel.\You took pictures for me, after all. response:	No, it's okay, I still want to be able to hang out futons tomorrow.
context: And you had to go and print them out, didn't you?\Hey, you're overflowing with drool!\There's so much Kitamura-kun, it's a Kitamura carnival...\What are you doing?!\I know youngsters these days get pissed off easily, but this is too much!\I want to help out, you mongrel.\You took pictures for me, after all.\No, it's okay, I still want to be able to hang out futons tomorrow. response:	Keep up the nonsense and I'll drop you!
context: Hey, you're overflowing with drool!\There's so much Kitamura-kun, it's a Kitamura carnival...\What are you doing?!\I know youngsters these days get pissed off easily, but this is too much!\I want to help out, you mongrel.\You took pictures for me, after all.\No, it's okay, I still want to be able to hang out futons tomorrow.\Keep up the nonsense and I'll drop you! response:	Drop? You little...
context: There's so much Kitamura-kun, it's a Kitamura carnival...\What are you doing?!\I know youngsters these days get pissed off easily, but this is too much!\I want to help out, you mongrel.\You took pictures for me, after all.\No, it's okay, I still want to be able to hang out futons tomorrow.\Keep up the nonsense and I'll drop you!\Drop? You little... response:	You're going to bring lunch boxes next time, right?
context: What are you doing?!\I know youngsters these days get pissed off easily, but this is too much!\I want to help out, you mongrel.\You took pictures for me, after all.\No, it's okay, I still want to be able to hang out futons tomorrow.\Keep up the nonsense and I'll drop you!\Drop? You little...\You're going to bring lunch boxes next time, right? response:	For Minorin and K-Kitamura-kun...
context: I know youngsters these days get pissed off easily, but this is too much!\I want to help out, you mongrel.\You took pictures for me, after all.\No, it's okay, I still want to be able to hang out futons tomorrow.\Keep up the nonsense and I'll drop you!\Drop? You little...\You're going to bring lunch boxes next time, right?\For Minorin and K-Kitamura-kun... response:	Okay, how about you peel the skin off the potatoes?
context: I want to help out, you mongrel.\You took pictures for me, after all.\No, it's okay, I still want to be able to hang out futons tomorrow.\Keep up the nonsense and I'll drop you!\Drop? You little...\You're going to bring lunch boxes next time, right?\For Minorin and K-Kitamura-kun...\Okay, how about you peel the skin off the potatoes? response:	D-Don't make fun of me!
context: You took pictures for me, after all.\No, it's okay, I still want to be able to hang out futons tomorrow.\Keep up the nonsense and I'll drop you!\Drop? You little...\You're going to bring lunch boxes next time, right?\For Minorin and K-Kitamura-kun...\Okay, how about you peel the skin off the potatoes?\D-Don't make fun of me! response:	I'm sure I can... I just have to peel the skin off these right? Geez.
context: No, it's okay, I still want to be able to hang out futons tomorrow.\Keep up the nonsense and I'll drop you!\Drop? You little...\You're going to bring lunch boxes next time, right?\For Minorin and K-Kitamura-kun...\Okay, how about you peel the skin off the potatoes?\D-Don't make fun of me!\I'm sure I can... I just have to peel the skin off these right? Geez. response:	She wants to make home-made food for Kitamura, huh?
context: Keep up the nonsense and I'll drop you!\Drop? You little...\You're going to bring lunch boxes next time, right?\For Minorin and K-Kitamura-kun...\Okay, how about you peel the skin off the potatoes?\D-Don't make fun of me!\I'm sure I can... I just have to peel the skin off these right? Geez.\She wants to make home-made food for Kitamura, huh? response:	It's the same goes for me.
context: Drop? You little...\You're going to bring lunch boxes next time, right?\For Minorin and K-Kitamura-kun...\Okay, how about you peel the skin off the potatoes?\D-Don't make fun of me!\I'm sure I can... I just have to peel the skin off these right? Geez.\She wants to make home-made food for Kitamura, huh?\It's the same goes for me. response:	I've finally got a chance to have Kushieda eat the food I make.
context: You're going to bring lunch boxes next time, right?\For Minorin and K-Kitamura-kun...\Okay, how about you peel the skin off the potatoes?\D-Don't make fun of me!\I'm sure I can... I just have to peel the skin off these right? Geez.\She wants to make home-made food for Kitamura, huh?\It's the same goes for me.\I've finally got a chance to have Kushieda eat the food I make. response:	I must be more fired up for -
context: For Minorin and K-Kitamura-kun...\Okay, how about you peel the skin off the potatoes?\D-Don't make fun of me!\I'm sure I can... I just have to peel the skin off these right? Geez.\She wants to make home-made food for Kitamura, huh?\It's the same goes for me.\I've finally got a chance to have Kushieda eat the food I make.\I must be more fired up for - response:	What the hell are you - ?!
context: Okay, how about you peel the skin off the potatoes?\D-Don't make fun of me!\I'm sure I can... I just have to peel the skin off these right? Geez.\She wants to make home-made food for Kitamura, huh?\It's the same goes for me.\I've finally got a chance to have Kushieda eat the food I make.\I must be more fired up for -\What the hell are you - ?! response:	What? The skin's gone, right?
context: D-Don't make fun of me!\I'm sure I can... I just have to peel the skin off these right? Geez.\She wants to make home-made food for Kitamura, huh?\It's the same goes for me.\I've finally got a chance to have Kushieda eat the food I make.\I must be more fired up for -\What the hell are you - ?!\What? The skin's gone, right? response:	I won't cut my fingers if I do it like this.
context: I'm sure I can... I just have to peel the skin off these right? Geez.\She wants to make home-made food for Kitamura, huh?\It's the same goes for me.\I've finally got a chance to have Kushieda eat the food I make.\I must be more fired up for -\What the hell are you - ?!\What? The skin's gone, right?\I won't cut my fingers if I do it like this. response:	Well... I guess...
context: She wants to make home-made food for Kitamura, huh?\It's the same goes for me.\I've finally got a chance to have Kushieda eat the food I make.\I must be more fired up for -\What the hell are you - ?!\What? The skin's gone, right?\I won't cut my fingers if I do it like this.\Well... I guess... response:	Onigiri for dinner? This is like a picnic!
context: It's the same goes for me.\I've finally got a chance to have Kushieda eat the food I make.\I must be more fired up for -\What the hell are you - ?!\What? The skin's gone, right?\I won't cut my fingers if I do it like this.\Well... I guess...\Onigiri for dinner? This is like a picnic! response:	And this onigiri is so small and cute!
context: I've finally got a chance to have Kushieda eat the food I make.\I must be more fired up for -\What the hell are you - ?!\What? The skin's gone, right?\I won't cut my fingers if I do it like this.\Well... I guess...\Onigiri for dinner? This is like a picnic!\And this onigiri is so small and cute! response:	I made that!
context: I must be more fired up for -\What the hell are you - ?!\What? The skin's gone, right?\I won't cut my fingers if I do it like this.\Well... I guess...\Onigiri for dinner? This is like a picnic!\And this onigiri is so small and cute!\I made that! response:	Whoa, Taiga-chan's a genius?!
context: What the hell are you - ?!\What? The skin's gone, right?\I won't cut my fingers if I do it like this.\Well... I guess...\Onigiri for dinner? This is like a picnic!\And this onigiri is so small and cute!\I made that!\Whoa, Taiga-chan's a genius?! response:	Well, she can practise as much as she wants with these.
context: What? The skin's gone, right?\I won't cut my fingers if I do it like this.\Well... I guess...\Onigiri for dinner? This is like a picnic!\And this onigiri is so small and cute!\I made that!\Whoa, Taiga-chan's a genius?!\Well, she can practise as much as she wants with these. response:	There's no need to peel them after all.
context: I won't cut my fingers if I do it like this.\Well... I guess...\Onigiri for dinner? This is like a picnic!\And this onigiri is so small and cute!\I made that!\Whoa, Taiga-chan's a genius?!\Well, she can practise as much as she wants with these.\There's no need to peel them after all. response:	Like I said earlier, eat before you speak.
context: Well... I guess...\Onigiri for dinner? This is like a picnic!\And this onigiri is so small and cute!\I made that!\Whoa, Taiga-chan's a genius?!\Well, she can practise as much as she wants with these.\There's no need to peel them after all.\Like I said earlier, eat before you speak. response:	These are so good!
context: Onigiri for dinner? This is like a picnic!\And this onigiri is so small and cute!\I made that!\Whoa, Taiga-chan's a genius?!\Well, she can practise as much as she wants with these.\There's no need to peel them after all.\Like I said earlier, eat before you speak.\These are so good! response:	They have Taiga-chan's scent in them!
context: And this onigiri is so small and cute!\I made that!\Whoa, Taiga-chan's a genius?!\Well, she can practise as much as she wants with these.\There's no need to peel them after all.\Like I said earlier, eat before you speak.\These are so good!\They have Taiga-chan's scent in them! response:	Here, I made you some tea.
context: I made that!\Whoa, Taiga-chan's a genius?!\Well, she can practise as much as she wants with these.\There's no need to peel them after all.\Like I said earlier, eat before you speak.\These are so good!\They have Taiga-chan's scent in them!\Here, I made you some tea. response:	You better stick them in an album before they get damaged.
context: Whoa, Taiga-chan's a genius?!\Well, she can practise as much as she wants with these.\There's no need to peel them after all.\Like I said earlier, eat before you speak.\These are so good!\They have Taiga-chan's scent in them!\Here, I made you some tea.\You better stick them in an album before they get damaged. response:	Stop nagging like you're my brother-in-law.
context: Well, she can practise as much as she wants with these.\There's no need to peel them after all.\Like I said earlier, eat before you speak.\These are so good!\They have Taiga-chan's scent in them!\Here, I made you some tea.\You better stick them in an album before they get damaged.\Stop nagging like you're my brother-in-law. response:	What's up with you, here someone's wanting to laminate the ones you really like and stuff.
context: There's no need to peel them after all.\Like I said earlier, eat before you speak.\These are so good!\They have Taiga-chan's scent in them!\Here, I made you some tea.\You better stick them in an album before they get damaged.\Stop nagging like you're my brother-in-law.\What's up with you, here someone's wanting to laminate the ones you really like and stuff. response:	You can do that?
context: Like I said earlier, eat before you speak.\These are so good!\They have Taiga-chan's scent in them!\Here, I made you some tea.\You better stick them in an album before they get damaged.\Stop nagging like you're my brother-in-law.\What's up with you, here someone's wanting to laminate the ones you really like and stuff.\You can do that? response:	Well, yeah.
context: These are so good!\They have Taiga-chan's scent in them!\Here, I made you some tea.\You better stick them in an album before they get damaged.\Stop nagging like you're my brother-in-law.\What's up with you, here someone's wanting to laminate the ones you really like and stuff.\You can do that?\Well, yeah. response:	Okay, gimme a sec. Um...
context: They have Taiga-chan's scent in them!\Here, I made you some tea.\You better stick them in an album before they get damaged.\Stop nagging like you're my brother-in-law.\What's up with you, here someone's wanting to laminate the ones you really like and stuff.\You can do that?\Well, yeah.\Okay, gimme a sec. Um... response:	If you laminate them, they'll be okay no matter how many times you fall over or drop them into water.
context: Here, I made you some tea.\You better stick them in an album before they get damaged.\Stop nagging like you're my brother-in-law.\What's up with you, here someone's wanting to laminate the ones you really like and stuff.\You can do that?\Well, yeah.\Okay, gimme a sec. Um...\If you laminate them, they'll be okay no matter how many times you fall over or drop them into water. response:	Taiga, something wrong?
context: You better stick them in an album before they get damaged.\Stop nagging like you're my brother-in-law.\What's up with you, here someone's wanting to laminate the ones you really like and stuff.\You can do that?\Well, yeah.\Okay, gimme a sec. Um...\If you laminate them, they'll be okay no matter how many times you fall over or drop them into water.\Taiga, something wrong? response:	N-No!
context: Stop nagging like you're my brother-in-law.\What's up with you, here someone's wanting to laminate the ones you really like and stuff.\You can do that?\Well, yeah.\Okay, gimme a sec. Um...\If you laminate them, they'll be okay no matter how many times you fall over or drop them into water.\Taiga, something wrong?\N-No! response:	You know, you can get more than just one?
context: What's up with you, here someone's wanting to laminate the ones you really like and stuff.\You can do that?\Well, yeah.\Okay, gimme a sec. Um...\If you laminate them, they'll be okay no matter how many times you fall over or drop them into water.\Taiga, something wrong?\N-No!\You know, you can get more than just one? response:	Like two, or three...
context: You can do that?\Well, yeah.\Okay, gimme a sec. Um...\If you laminate them, they'll be okay no matter how many times you fall over or drop them into water.\Taiga, something wrong?\N-No!\You know, you can get more than just one?\Like two, or three... response:	Oh, shut up! Just wait, I'm picking them out now!
context: Well, yeah.\Okay, gimme a sec. Um...\If you laminate them, they'll be okay no matter how many times you fall over or drop them into water.\Taiga, something wrong?\N-No!\You know, you can get more than just one?\Like two, or three...\Oh, shut up! Just wait, I'm picking them out now! response:	What's up all of the sudden? I just -
context: Okay, gimme a sec. Um...\If you laminate them, they'll be okay no matter how many times you fall over or drop them into water.\Taiga, something wrong?\N-No!\You know, you can get more than just one?\Like two, or three...\Oh, shut up! Just wait, I'm picking them out now!\What's up all of the sudden? I just - response:	I'm going home.
context: If you laminate them, they'll be okay no matter how many times you fall over or drop them into water.\Taiga, something wrong?\N-No!\You know, you can get more than just one?\Like two, or three...\Oh, shut up! Just wait, I'm picking them out now!\What's up all of the sudden? I just -\I'm going home. response:	Why, out of nowhere?
context: Taiga, something wrong?\N-No!\You know, you can get more than just one?\Like two, or three...\Oh, shut up! Just wait, I'm picking them out now!\What's up all of the sudden? I just -\I'm going home.\Why, out of nowhere? response:	I can't calmly pick the ones I want while I'm here so I'm going home to do it instead.
context: N-No!\You know, you can get more than just one?\Like two, or three...\Oh, shut up! Just wait, I'm picking them out now!\What's up all of the sudden? I just -\I'm going home.\Why, out of nowhere?\I can't calmly pick the ones I want while I'm here so I'm going home to do it instead. response:	Hey, Taiga! Wait a second!
context: You know, you can get more than just one?\Like two, or three...\Oh, shut up! Just wait, I'm picking them out now!\What's up all of the sudden? I just -\I'm going home.\Why, out of nowhere?\I can't calmly pick the ones I want while I'm here so I'm going home to do it instead.\Hey, Taiga! Wait a second! response:	What's up with her?
context: Like two, or three...\Oh, shut up! Just wait, I'm picking them out now!\What's up all of the sudden? I just -\I'm going home.\Why, out of nowhere?\I can't calmly pick the ones I want while I'm here so I'm going home to do it instead.\Hey, Taiga! Wait a second!\What's up with her? response:	I really want a picture, too...
context: Oh, shut up! Just wait, I'm picking them out now!\What's up all of the sudden? I just -\I'm going home.\Why, out of nowhere?\I can't calmly pick the ones I want while I'm here so I'm going home to do it instead.\Hey, Taiga! Wait a second!\What's up with her?\I really want a picture, too... response:	Hey, look at this!
context: What's up all of the sudden? I just -\I'm going home.\Why, out of nowhere?\I can't calmly pick the ones I want while I'm here so I'm going home to do it instead.\Hey, Taiga! Wait a second!\What's up with her?\I really want a picture, too...\Hey, look at this! response:	T-This is... a dead light yellow squid? No wait, slime?
context: I'm going home.\Why, out of nowhere?\I can't calmly pick the ones I want while I'm here so I'm going home to do it instead.\Hey, Taiga! Wait a second!\What's up with her?\I really want a picture, too...\Hey, look at this!\T-This is... a dead light yellow squid? No wait, slime? response:	Isn't it awesome?
context: Why, out of nowhere?\I can't calmly pick the ones I want while I'm here so I'm going home to do it instead.\Hey, Taiga! Wait a second!\What's up with her?\I really want a picture, too...\Hey, look at this!\T-This is... a dead light yellow squid? No wait, slime?\Isn't it awesome? response:	I made pudding in a bucket!
context: I can't calmly pick the ones I want while I'm here so I'm going home to do it instead.\Hey, Taiga! Wait a second!\What's up with her?\I really want a picture, too...\Hey, look at this!\T-This is... a dead light yellow squid? No wait, slime?\Isn't it awesome?\I made pudding in a bucket! response:	This is pudding?
context: Hey, Taiga! Wait a second!\What's up with her?\I really want a picture, too...\Hey, look at this!\T-This is... a dead light yellow squid? No wait, slime?\Isn't it awesome?\I made pudding in a bucket!\This is pudding? response:	It rather blows my mind -
context: What's up with her?\I really want a picture, too...\Hey, look at this!\T-This is... a dead light yellow squid? No wait, slime?\Isn't it awesome?\I made pudding in a bucket!\This is pudding?\It rather blows my mind - response:	A bucket of pudding!
context: I really want a picture, too...\Hey, look at this!\T-This is... a dead light yellow squid? No wait, slime?\Isn't it awesome?\I made pudding in a bucket!\This is pudding?\It rather blows my mind -\A bucket of pudding! response:	A haven for a woman's appetite!
context: Hey, look at this!\T-This is... a dead light yellow squid? No wait, slime?\Isn't it awesome?\I made pudding in a bucket!\This is pudding?\It rather blows my mind -\A bucket of pudding!\A haven for a woman's appetite! response:	But it was really huge after all, so making it didn't go so well.
context: T-This is... a dead light yellow squid? No wait, slime?\Isn't it awesome?\I made pudding in a bucket!\This is pudding?\It rather blows my mind -\A bucket of pudding!\A haven for a woman's appetite!\But it was really huge after all, so making it didn't go so well. response:	The sticky and soft bits kept splitting from one another and...
context: Isn't it awesome?\I made pudding in a bucket!\This is pudding?\It rather blows my mind -\A bucket of pudding!\A haven for a woman's appetite!\But it was really huge after all, so making it didn't go so well.\The sticky and soft bits kept splitting from one another and... response:	Aha! You ladies over there, have a look at this!
context: I made pudding in a bucket!\This is pudding?\It rather blows my mind -\A bucket of pudding!\A haven for a woman's appetite!\But it was really huge after all, so making it didn't go so well.\The sticky and soft bits kept splitting from one another and...\Aha! You ladies over there, have a look at this! response:	This is my all-out bucket card play!
context: This is pudding?\It rather blows my mind -\A bucket of pudding!\A haven for a woman's appetite!\But it was really huge after all, so making it didn't go so well.\The sticky and soft bits kept splitting from one another and...\Aha! You ladies over there, have a look at this!\This is my all-out bucket card play! response:	This...
context: It rather blows my mind -\A bucket of pudding!\A haven for a woman's appetite!\But it was really huge after all, so making it didn't go so well.\The sticky and soft bits kept splitting from one another and...\Aha! You ladies over there, have a look at this!\This is my all-out bucket card play!\This... response:	A picture of... Kushieda.
context: A bucket of pudding!\A haven for a woman's appetite!\But it was really huge after all, so making it didn't go so well.\The sticky and soft bits kept splitting from one another and...\Aha! You ladies over there, have a look at this!\This is my all-out bucket card play!\This...\A picture of... Kushieda. response:	And then the sticky and soft bits wouldn't stay together,
context: A haven for a woman's appetite!\But it was really huge after all, so making it didn't go so well.\The sticky and soft bits kept splitting from one another and...\Aha! You ladies over there, have a look at this!\This is my all-out bucket card play!\This...\A picture of... Kushieda.\And then the sticky and soft bits wouldn't stay together, response:	and the harmony between them got all ruined!
context: But it was really huge after all, so making it didn't go so well.\The sticky and soft bits kept splitting from one another and...\Aha! You ladies over there, have a look at this!\This is my all-out bucket card play!\This...\A picture of... Kushieda.\And then the sticky and soft bits wouldn't stay together,\and the harmony between them got all ruined! response:	It's not what I had in mind, but...
context: The sticky and soft bits kept splitting from one another and...\Aha! You ladies over there, have a look at this!\This is my all-out bucket card play!\This...\A picture of... Kushieda.\And then the sticky and soft bits wouldn't stay together,\and the harmony between them got all ruined!\It's not what I had in mind, but... response:	I guess I'll keep it.
context: Aha! You ladies over there, have a look at this!\This is my all-out bucket card play!\This...\A picture of... Kushieda.\And then the sticky and soft bits wouldn't stay together,\and the harmony between them got all ruined!\It's not what I had in mind, but...\I guess I'll keep it. response:	What are you doing?
context: This is my all-out bucket card play!\This...\A picture of... Kushieda.\And then the sticky and soft bits wouldn't stay together,\and the harmony between them got all ruined!\It's not what I had in mind, but...\I guess I'll keep it.\What are you doing? response:	Oh, it's just Ryuuji.
context: This...\A picture of... Kushieda.\And then the sticky and soft bits wouldn't stay together,\and the harmony between them got all ruined!\It's not what I had in mind, but...\I guess I'll keep it.\What are you doing?\Oh, it's just Ryuuji. response:	You're still choosing?
context: A picture of... Kushieda.\And then the sticky and soft bits wouldn't stay together,\and the harmony between them got all ruined!\It's not what I had in mind, but...\I guess I'll keep it.\What are you doing?\Oh, it's just Ryuuji.\You're still choosing? response:	Oh, just shut up. Geez.
context: And then the sticky and soft bits wouldn't stay together,\and the harmony between them got all ruined!\It's not what I had in mind, but...\I guess I'll keep it.\What are you doing?\Oh, it's just Ryuuji.\You're still choosing?\Oh, just shut up. Geez. response:	What's with that attitude?
context: and the harmony between them got all ruined!\It's not what I had in mind, but...\I guess I'll keep it.\What are you doing?\Oh, it's just Ryuuji.\You're still choosing?\Oh, just shut up. Geez.\What's with that attitude? response:	Yesterday you just went home.
context: It's not what I had in mind, but...\I guess I'll keep it.\What are you doing?\Oh, it's just Ryuuji.\You're still choosing?\Oh, just shut up. Geez.\What's with that attitude?\Yesterday you just went home. response:	I said I could laminate as many as you want if you couldn't make up your mind!
context: I guess I'll keep it.\What are you doing?\Oh, it's just Ryuuji.\You're still choosing?\Oh, just shut up. Geez.\What's with that attitude?\Yesterday you just went home.\I said I could laminate as many as you want if you couldn't make up your mind! response:	What are you doing?
context: What are you doing?\Oh, it's just Ryuuji.\You're still choosing?\Oh, just shut up. Geez.\What's with that attitude?\Yesterday you just went home.\I said I could laminate as many as you want if you couldn't make up your mind!\What are you doing? response:	If you're going to pester me so much about it, then you pick for me.
context: Oh, it's just Ryuuji.\You're still choosing?\Oh, just shut up. Geez.\What's with that attitude?\Yesterday you just went home.\I said I could laminate as many as you want if you couldn't make up your mind!\What are you doing?\If you're going to pester me so much about it, then you pick for me. response:	What?
context: You're still choosing?\Oh, just shut up. Geez.\What's with that attitude?\Yesterday you just went home.\I said I could laminate as many as you want if you couldn't make up your mind!\What are you doing?\If you're going to pester me so much about it, then you pick for me.\What? response:	I'll leave it to you.
context: Oh, just shut up. Geez.\What's with that attitude?\Yesterday you just went home.\I said I could laminate as many as you want if you couldn't make up your mind!\What are you doing?\If you're going to pester me so much about it, then you pick for me.\What?\I'll leave it to you. response:	As if I could pick for her.
context: What's with that attitude?\Yesterday you just went home.\I said I could laminate as many as you want if you couldn't make up your mind!\What are you doing?\If you're going to pester me so much about it, then you pick for me.\What?\I'll leave it to you.\As if I could pick for her. response:	That Taiga...
context: Yesterday you just went home.\I said I could laminate as many as you want if you couldn't make up your mind!\What are you doing?\If you're going to pester me so much about it, then you pick for me.\What?\I'll leave it to you.\As if I could pick for her.\That Taiga... response:	Are those Aisaka's pictures?
context: I said I could laminate as many as you want if you couldn't make up your mind!\What are you doing?\If you're going to pester me so much about it, then you pick for me.\What?\I'll leave it to you.\As if I could pick for her.\That Taiga...\Are those Aisaka's pictures? response:	Well, yeah.
context: What are you doing?\If you're going to pester me so much about it, then you pick for me.\What?\I'll leave it to you.\As if I could pick for her.\That Taiga...\Are those Aisaka's pictures?\Well, yeah. response:	They're pictures of me, aren't they?
context: If you're going to pester me so much about it, then you pick for me.\What?\I'll leave it to you.\As if I could pick for her.\That Taiga...\Are those Aisaka's pictures?\Well, yeah.\They're pictures of me, aren't they? response:	No, um, you see... How should I put it...
context: What?\I'll leave it to you.\As if I could pick for her.\That Taiga...\Are those Aisaka's pictures?\Well, yeah.\They're pictures of me, aren't they?\No, um, you see... How should I put it... response:	Right, that reminds me.
context: I'll leave it to you.\As if I could pick for her.\That Taiga...\Are those Aisaka's pictures?\Well, yeah.\They're pictures of me, aren't they?\No, um, you see... How should I put it...\Right, that reminds me. response:	I forgot all about this.
context: As if I could pick for her.\That Taiga...\Are those Aisaka's pictures?\Well, yeah.\They're pictures of me, aren't they?\No, um, you see... How should I put it...\Right, that reminds me.\I forgot all about this. response:	I left it sitting in here.
