context: I'll leave the solids to you. response:	All right!
context: More than anything...\the most important factor for success in Jack is the questionnaire results.\Questionnaires...\Jack's manga are ranked every week according to these questionnaire postcards.\It's a serious battle.\Just like boxers standing in the ring every week.\These questionnaires have me swinging back and forth between happiness and worry.\I've taken every place from second to twentieth, but... response:	I've never once been first.
context: the most important factor for success in Jack is the questionnaire results.\Questionnaires...\Jack's manga are ranked every week according to these questionnaire postcards.\It's a serious battle.\Just like boxers standing in the ring every week.\These questionnaires have me swinging back and forth between happiness and worry.\I've taken every place from second to twentieth, but...\I've never once been first. response:	I would really like to get first, even if it's just once.
context: Questionnaires...\Jack's manga are ranked every week according to these questionnaire postcards.\It's a serious battle.\Just like boxers standing in the ring every week.\These questionnaires have me swinging back and forth between happiness and worry.\I've taken every place from second to twentieth, but...\I've never once been first.\I would really like to get first, even if it's just once. response:	That's a dream I've had ever since I got serialized.
context: Jack's manga are ranked every week according to these questionnaire postcards.\It's a serious battle.\Just like boxers standing in the ring every week.\These questionnaires have me swinging back and forth between happiness and worry.\I've taken every place from second to twentieth, but...\I've never once been first.\I would really like to get first, even if it's just once.\That's a dream I've had ever since I got serialized. response:	When do the questionnaire results come out?
context: It's a serious battle.\Just like boxers standing in the ring every week.\These questionnaires have me swinging back and forth between happiness and worry.\I've taken every place from second to twentieth, but...\I've never once been first.\I would really like to get first, even if it's just once.\That's a dream I've had ever since I got serialized.\When do the questionnaire results come out? response:	There are two; the early report and the real deal.
context: Just like boxers standing in the ring every week.\These questionnaires have me swinging back and forth between happiness and worry.\I've taken every place from second to twentieth, but...\I've never once been first.\I would really like to get first, even if it's just once.\That's a dream I've had ever since I got serialized.\When do the questionnaire results come out?\There are two; the early report and the real deal. response:	The early report is a hand-counted total of a hundred cards that came early.
context: These questionnaires have me swinging back and forth between happiness and worry.\I've taken every place from second to twentieth, but...\I've never once been first.\I would really like to get first, even if it's just once.\That's a dream I've had ever since I got serialized.\When do the questionnaire results come out?\There are two; the early report and the real deal.\The early report is a hand-counted total of a hundred cards that came early. response:	For the main magazine, they comes out on Tuesdays, the day after it goes on sale.
context: I've taken every place from second to twentieth, but...\I've never once been first.\I would really like to get first, even if it's just once.\That's a dream I've had ever since I got serialized.\When do the questionnaire results come out?\There are two; the early report and the real deal.\The early report is a hand-counted total of a hundred cards that came early.\For the main magazine, they comes out on Tuesdays, the day after it goes on sale. response:	The real deal comes out of a lot more that arrive...
context: I've never once been first.\I would really like to get first, even if it's just once.\That's a dream I've had ever since I got serialized.\When do the questionnaire results come out?\There are two; the early report and the real deal.\The early report is a hand-counted total of a hundred cards that came early.\For the main magazine, they comes out on Tuesdays, the day after it goes on sale.\The real deal comes out of a lot more that arrive... response:	by putting a thousand randomly selected cards in a computer.
context: I would really like to get first, even if it's just once.\That's a dream I've had ever since I got serialized.\When do the questionnaire results come out?\There are two; the early report and the real deal.\The early report is a hand-counted total of a hundred cards that came early.\For the main magazine, they comes out on Tuesdays, the day after it goes on sale.\The real deal comes out of a lot more that arrive...\by putting a thousand randomly selected cards in a computer. response:	It gives us in detail which got the number one most interesting votes,
context: That's a dream I've had ever since I got serialized.\When do the questionnaire results come out?\There are two; the early report and the real deal.\The early report is a hand-counted total of a hundred cards that came early.\For the main magazine, they comes out on Tuesdays, the day after it goes on sale.\The real deal comes out of a lot more that arrive...\by putting a thousand randomly selected cards in a computer.\It gives us in detail which got the number one most interesting votes, response:	which got second most and third most votes,
context: When do the questionnaire results come out?\There are two; the early report and the real deal.\The early report is a hand-counted total of a hundred cards that came early.\For the main magazine, they comes out on Tuesdays, the day after it goes on sale.\The real deal comes out of a lot more that arrive...\by putting a thousand randomly selected cards in a computer.\It gives us in detail which got the number one most interesting votes,\which got second most and third most votes, response:	what averages ages for whom sent them in,
context: There are two; the early report and the real deal.\The early report is a hand-counted total of a hundred cards that came early.\For the main magazine, they comes out on Tuesdays, the day after it goes on sale.\The real deal comes out of a lot more that arrive...\by putting a thousand randomly selected cards in a computer.\It gives us in detail which got the number one most interesting votes,\which got second most and third most votes,\what averages ages for whom sent them in, response:	and the ranking and gender ratio for each age.
context: The early report is a hand-counted total of a hundred cards that came early.\For the main magazine, they comes out on Tuesdays, the day after it goes on sale.\The real deal comes out of a lot more that arrive...\by putting a thousand randomly selected cards in a computer.\It gives us in detail which got the number one most interesting votes,\which got second most and third most votes,\what averages ages for whom sent them in,\and the ranking and gender ratio for each age. response:	That comes out on Friday for the main magazine,
context: For the main magazine, they comes out on Tuesdays, the day after it goes on sale.\The real deal comes out of a lot more that arrive...\by putting a thousand randomly selected cards in a computer.\It gives us in detail which got the number one most interesting votes,\which got second most and third most votes,\what averages ages for whom sent them in,\and the ranking and gender ratio for each age.\That comes out on Friday for the main magazine, response:	but for NEXT! it's around two weeks after it goes on sale.
context: The real deal comes out of a lot more that arrive...\by putting a thousand randomly selected cards in a computer.\It gives us in detail which got the number one most interesting votes,\which got second most and third most votes,\what averages ages for whom sent them in,\and the ranking and gender ratio for each age.\That comes out on Friday for the main magazine,\but for NEXT! it's around two weeks after it goes on sale. response:	The early report and the real deal...
context: by putting a thousand randomly selected cards in a computer.\It gives us in detail which got the number one most interesting votes,\which got second most and third most votes,\what averages ages for whom sent them in,\and the ranking and gender ratio for each age.\That comes out on Friday for the main magazine,\but for NEXT! it's around two weeks after it goes on sale.\The early report and the real deal... response:	So it happens twice.
context: It gives us in detail which got the number one most interesting votes,\which got second most and third most votes,\what averages ages for whom sent them in,\and the ranking and gender ratio for each age.\That comes out on Friday for the main magazine,\but for NEXT! it's around two weeks after it goes on sale.\The early report and the real deal...\So it happens twice. response:	To be precise, we take them one more time,
context: which got second most and third most votes,\what averages ages for whom sent them in,\and the ranking and gender ratio for each age.\That comes out on Friday for the main magazine,\but for NEXT! it's around two weeks after it goes on sale.\The early report and the real deal...\So it happens twice.\To be precise, we take them one more time, response:	but we only tell the authors up to the real deal.
context: what averages ages for whom sent them in,\and the ranking and gender ratio for each age.\That comes out on Friday for the main magazine,\but for NEXT! it's around two weeks after it goes on sale.\The early report and the real deal...\So it happens twice.\To be precise, we take them one more time,\but we only tell the authors up to the real deal. response:	So... would you like me to tell you the early report, too?
context: and the ranking and gender ratio for each age.\That comes out on Friday for the main magazine,\but for NEXT! it's around two weeks after it goes on sale.\The early report and the real deal...\So it happens twice.\To be precise, we take them one more time,\but we only tell the authors up to the real deal.\So... would you like me to tell you the early report, too? response:	The real deal counts for everything, though.
context: That comes out on Friday for the main magazine,\but for NEXT! it's around two weeks after it goes on sale.\The early report and the real deal...\So it happens twice.\To be precise, we take them one more time,\but we only tell the authors up to the real deal.\So... would you like me to tell you the early report, too?\The real deal counts for everything, though. response:	If the real deal is everything,
context: but for NEXT! it's around two weeks after it goes on sale.\The early report and the real deal...\So it happens twice.\To be precise, we take them one more time,\but we only tell the authors up to the real deal.\So... would you like me to tell you the early report, too?\The real deal counts for everything, though.\If the real deal is everything, response:	then hearing the early report doesn't have much of a meaning, does it?
context: The early report and the real deal...\So it happens twice.\To be precise, we take them one more time,\but we only tell the authors up to the real deal.\So... would you like me to tell you the early report, too?\The real deal counts for everything, though.\If the real deal is everything,\then hearing the early report doesn't have much of a meaning, does it? response:	We have the early report so authors can get their readers impressions in a chart...
context: So it happens twice.\To be precise, we take them one more time,\but we only tell the authors up to the real deal.\So... would you like me to tell you the early report, too?\The real deal counts for everything, though.\If the real deal is everything,\then hearing the early report doesn't have much of a meaning, does it?\We have the early report so authors can get their readers impressions in a chart... response:	and find out what they want for what comes next in their story.
context: To be precise, we take them one more time,\but we only tell the authors up to the real deal.\So... would you like me to tell you the early report, too?\The real deal counts for everything, though.\If the real deal is everything,\then hearing the early report doesn't have much of a meaning, does it?\We have the early report so authors can get their readers impressions in a chart...\and find out what they want for what comes next in their story. response:	There are some that don't want to hear the real deal or the early report.
context: but we only tell the authors up to the real deal.\So... would you like me to tell you the early report, too?\The real deal counts for everything, though.\If the real deal is everything,\then hearing the early report doesn't have much of a meaning, does it?\We have the early report so authors can get their readers impressions in a chart...\and find out what they want for what comes next in their story.\There are some that don't want to hear the real deal or the early report. response:	They say, Only tell me when I'm in first.
context: So... would you like me to tell you the early report, too?\The real deal counts for everything, though.\If the real deal is everything,\then hearing the early report doesn't have much of a meaning, does it?\We have the early report so authors can get their readers impressions in a chart...\and find out what they want for what comes next in their story.\There are some that don't want to hear the real deal or the early report.\They say, Only tell me when I'm in first. response:	So even if we don't hear the early report...
context: The real deal counts for everything, though.\If the real deal is everything,\then hearing the early report doesn't have much of a meaning, does it?\We have the early report so authors can get their readers impressions in a chart...\and find out what they want for what comes next in their story.\There are some that don't want to hear the real deal or the early report.\They say, Only tell me when I'm in first.\So even if we don't hear the early report... response:	No, I'm a little curious about both of them.
context: If the real deal is everything,\then hearing the early report doesn't have much of a meaning, does it?\We have the early report so authors can get their readers impressions in a chart...\and find out what they want for what comes next in their story.\There are some that don't want to hear the real deal or the early report.\They say, Only tell me when I'm in first.\So even if we don't hear the early report...\No, I'm a little curious about both of them. response:	Please tell us.
context: then hearing the early report doesn't have much of a meaning, does it?\We have the early report so authors can get their readers impressions in a chart...\and find out what they want for what comes next in their story.\There are some that don't want to hear the real deal or the early report.\They say, Only tell me when I'm in first.\So even if we don't hear the early report...\No, I'm a little curious about both of them.\Please tell us. response:	Got it.
context: We have the early report so authors can get their readers impressions in a chart...\and find out what they want for what comes next in their story.\There are some that don't want to hear the real deal or the early report.\They say, Only tell me when I'm in first.\So even if we don't hear the early report...\No, I'm a little curious about both of them.\Please tell us.\Got it. response:	I'm pretty sure we can do it, but...
context: and find out what they want for what comes next in their story.\There are some that don't want to hear the real deal or the early report.\They say, Only tell me when I'm in first.\So even if we don't hear the early report...\No, I'm a little curious about both of them.\Please tell us.\Got it.\I'm pretty sure we can do it, but... response:	Just as I said before,
context: There are some that don't want to hear the real deal or the early report.\They say, Only tell me when I'm in first.\So even if we don't hear the early report...\No, I'm a little curious about both of them.\Please tell us.\Got it.\I'm pretty sure we can do it, but...\Just as I said before, response:	we don't know for certain what will be popular, beforehand.
context: They say, Only tell me when I'm in first.\So even if we don't hear the early report...\No, I'm a little curious about both of them.\Please tell us.\Got it.\I'm pretty sure we can do it, but...\Just as I said before,\we don't know for certain what will be popular, beforehand. response:	So you should be prepared for any kind of results.
context: So even if we don't hear the early report...\No, I'm a little curious about both of them.\Please tell us.\Got it.\I'm pretty sure we can do it, but...\Just as I said before,\we don't know for certain what will be popular, beforehand.\So you should be prepared for any kind of results. response:	Right.
context: No, I'm a little curious about both of them.\Please tell us.\Got it.\I'm pretty sure we can do it, but...\Just as I said before,\we don't know for certain what will be popular, beforehand.\So you should be prepared for any kind of results.\Right. response:	Well, there's still quite a while before the results come out.
context: Please tell us.\Got it.\I'm pretty sure we can do it, but...\Just as I said before,\we don't know for certain what will be popular, beforehand.\So you should be prepared for any kind of results.\Right.\Well, there's still quite a while before the results come out. response:	The best thing you can do is think about your next work.
context: Got it.\I'm pretty sure we can do it, but...\Just as I said before,\we don't know for certain what will be popular, beforehand.\So you should be prepared for any kind of results.\Right.\Well, there's still quite a while before the results come out.\The best thing you can do is think about your next work. response:	Alright.
context: I'm pretty sure we can do it, but...\Just as I said before,\we don't know for certain what will be popular, beforehand.\So you should be prepared for any kind of results.\Right.\Well, there's still quite a while before the results come out.\The best thing you can do is think about your next work.\Alright. response:	Well then, I'll contact you when we get the early report.
context: Just as I said before,\we don't know for certain what will be popular, beforehand.\So you should be prepared for any kind of results.\Right.\Well, there's still quite a while before the results come out.\The best thing you can do is think about your next work.\Alright.\Well then, I'll contact you when we get the early report. response:	Questionnaires, huh?
context: we don't know for certain what will be popular, beforehand.\So you should be prepared for any kind of results.\Right.\Well, there's still quite a while before the results come out.\The best thing you can do is think about your next work.\Alright.\Well then, I'll contact you when we get the early report.\Questionnaires, huh? response:	It's really put a damper on my excitement of running in NEXT!.
context: So you should be prepared for any kind of results.\Right.\Well, there's still quite a while before the results come out.\The best thing you can do is think about your next work.\Alright.\Well then, I'll contact you when we get the early report.\Questionnaires, huh?\It's really put a damper on my excitement of running in NEXT!. response:	Well, I think we can win, so
context: Right.\Well, there's still quite a while before the results come out.\The best thing you can do is think about your next work.\Alright.\Well then, I'll contact you when we get the early report.\Questionnaires, huh?\It's really put a damper on my excitement of running in NEXT!.\Well, I think we can win, so response:	Shuujin.
context: Well, there's still quite a while before the results come out.\The best thing you can do is think about your next work.\Alright.\Well then, I'll contact you when we get the early report.\Questionnaires, huh?\It's really put a damper on my excitement of running in NEXT!.\Well, I think we can win, so\Shuujin. response:	We can be serialized while we're going to high school.
context: The best thing you can do is think about your next work.\Alright.\Well then, I'll contact you when we get the early report.\Questionnaires, huh?\It's really put a damper on my excitement of running in NEXT!.\Well, I think we can win, so\Shuujin.\We can be serialized while we're going to high school. response:	I can finish the names, but what about you?
context: Alright.\Well then, I'll contact you when we get the early report.\Questionnaires, huh?\It's really put a damper on my excitement of running in NEXT!.\Well, I think we can win, so\Shuujin.\We can be serialized while we're going to high school.\I can finish the names, but what about you? response:	If it means getting serialized, I'll do if even if it kills me.
context: Well then, I'll contact you when we get the early report.\Questionnaires, huh?\It's really put a damper on my excitement of running in NEXT!.\Well, I think we can win, so\Shuujin.\We can be serialized while we're going to high school.\I can finish the names, but what about you?\If it means getting serialized, I'll do if even if it kills me. response:	Even if we get first, I don't think Hattori-san will try to serialize Kane to Chie.
context: Questionnaires, huh?\It's really put a damper on my excitement of running in NEXT!.\Well, I think we can win, so\Shuujin.\We can be serialized while we're going to high school.\I can finish the names, but what about you?\If it means getting serialized, I'll do if even if it kills me.\Even if we get first, I don't think Hattori-san will try to serialize Kane to Chie. response:	Now that you mention it, he did say next work.
context: It's really put a damper on my excitement of running in NEXT!.\Well, I think we can win, so\Shuujin.\We can be serialized while we're going to high school.\I can finish the names, but what about you?\If it means getting serialized, I'll do if even if it kills me.\Even if we get first, I don't think Hattori-san will try to serialize Kane to Chie.\Now that you mention it, he did say next work. response:	It's normal to get serialized after getting first in NEXT!.
context: Well, I think we can win, so\Shuujin.\We can be serialized while we're going to high school.\I can finish the names, but what about you?\If it means getting serialized, I'll do if even if it kills me.\Even if we get first, I don't think Hattori-san will try to serialize Kane to Chie.\Now that you mention it, he did say next work.\It's normal to get serialized after getting first in NEXT!. response:	Even more so if it's a first pushing down Eiji who's already basically been chosen for serialization.
context: Shuujin.\We can be serialized while we're going to high school.\I can finish the names, but what about you?\If it means getting serialized, I'll do if even if it kills me.\Even if we get first, I don't think Hattori-san will try to serialize Kane to Chie.\Now that you mention it, he did say next work.\It's normal to get serialized after getting first in NEXT!.\Even more so if it's a first pushing down Eiji who's already basically been chosen for serialization. response:	But Hattori-san won't leave the idea of us only getting serialized once we're out of high school.
context: We can be serialized while we're going to high school.\I can finish the names, but what about you?\If it means getting serialized, I'll do if even if it kills me.\Even if we get first, I don't think Hattori-san will try to serialize Kane to Chie.\Now that you mention it, he did say next work.\It's normal to get serialized after getting first in NEXT!.\Even more so if it's a first pushing down Eiji who's already basically been chosen for serialization.\But Hattori-san won't leave the idea of us only getting serialized once we're out of high school. response:	However, if we take first place...
context: I can finish the names, but what about you?\If it means getting serialized, I'll do if even if it kills me.\Even if we get first, I don't think Hattori-san will try to serialize Kane to Chie.\Now that you mention it, he did say next work.\It's normal to get serialized after getting first in NEXT!.\Even more so if it's a first pushing down Eiji who's already basically been chosen for serialization.\But Hattori-san won't leave the idea of us only getting serialized once we're out of high school.\However, if we take first place... response:	and make a name for serialization that Hattori-san approves of...
context: If it means getting serialized, I'll do if even if it kills me.\Even if we get first, I don't think Hattori-san will try to serialize Kane to Chie.\Now that you mention it, he did say next work.\It's normal to get serialized after getting first in NEXT!.\Even more so if it's a first pushing down Eiji who's already basically been chosen for serialization.\But Hattori-san won't leave the idea of us only getting serialized once we're out of high school.\However, if we take first place...\and make a name for serialization that Hattori-san approves of... response:	Certainly.
context: Even if we get first, I don't think Hattori-san will try to serialize Kane to Chie.\Now that you mention it, he did say next work.\It's normal to get serialized after getting first in NEXT!.\Even more so if it's a first pushing down Eiji who's already basically been chosen for serialization.\But Hattori-san won't leave the idea of us only getting serialized once we're out of high school.\However, if we take first place...\and make a name for serialization that Hattori-san approves of...\Certainly. response:	In that case, he would consider it.
context: Now that you mention it, he did say next work.\It's normal to get serialized after getting first in NEXT!.\Even more so if it's a first pushing down Eiji who's already basically been chosen for serialization.\But Hattori-san won't leave the idea of us only getting serialized once we're out of high school.\However, if we take first place...\and make a name for serialization that Hattori-san approves of...\Certainly.\In that case, he would consider it. response:	And if he's still reluctant, we can talk it out with people above him.
context: It's normal to get serialized after getting first in NEXT!.\Even more so if it's a first pushing down Eiji who's already basically been chosen for serialization.\But Hattori-san won't leave the idea of us only getting serialized once we're out of high school.\However, if we take first place...\and make a name for serialization that Hattori-san approves of...\Certainly.\In that case, he would consider it.\And if he's still reluctant, we can talk it out with people above him. response:	Saikou...
context: Even more so if it's a first pushing down Eiji who's already basically been chosen for serialization.\But Hattori-san won't leave the idea of us only getting serialized once we're out of high school.\However, if we take first place...\and make a name for serialization that Hattori-san approves of...\Certainly.\In that case, he would consider it.\And if he's still reluctant, we can talk it out with people above him.\Saikou... response:	Our goal is to have an anime adaptation by eighteen.
context: But Hattori-san won't leave the idea of us only getting serialized once we're out of high school.\However, if we take first place...\and make a name for serialization that Hattori-san approves of...\Certainly.\In that case, he would consider it.\And if he's still reluctant, we can talk it out with people above him.\Saikou...\Our goal is to have an anime adaptation by eighteen. response:	We have to do that much.
context: However, if we take first place...\and make a name for serialization that Hattori-san approves of...\Certainly.\In that case, he would consider it.\And if he's still reluctant, we can talk it out with people above him.\Saikou...\Our goal is to have an anime adaptation by eighteen.\We have to do that much. response:	It would be all right to have chapter one overlap with what runs in NEXT!, right?
context: and make a name for serialization that Hattori-san approves of...\Certainly.\In that case, he would consider it.\And if he's still reluctant, we can talk it out with people above him.\Saikou...\Our goal is to have an anime adaptation by eighteen.\We have to do that much.\It would be all right to have chapter one overlap with what runs in NEXT!, right? response:	Let's head back and get started on it right away.
context: Certainly.\In that case, he would consider it.\And if he's still reluctant, we can talk it out with people above him.\Saikou...\Our goal is to have an anime adaptation by eighteen.\We have to do that much.\It would be all right to have chapter one overlap with what runs in NEXT!, right?\Let's head back and get started on it right away. response:	Right!
context: In that case, he would consider it.\And if he's still reluctant, we can talk it out with people above him.\Saikou...\Our goal is to have an anime adaptation by eighteen.\We have to do that much.\It would be all right to have chapter one overlap with what runs in NEXT!, right?\Let's head back and get started on it right away.\Right! response:	In the end this world is money! Smart people win using the power of money!
context: And if he's still reluctant, we can talk it out with people above him.\Saikou...\Our goal is to have an anime adaptation by eighteen.\We have to do that much.\It would be all right to have chapter one overlap with what runs in NEXT!, right?\Let's head back and get started on it right away.\Right!\In the end this world is money! Smart people win using the power of money! response:	Man, that's so cruel to end it with that line!
context: Saikou...\Our goal is to have an anime adaptation by eighteen.\We have to do that much.\It would be all right to have chapter one overlap with what runs in NEXT!, right?\Let's head back and get started on it right away.\Right!\In the end this world is money! Smart people win using the power of money!\Man, that's so cruel to end it with that line! response:	This is good.
context: Our goal is to have an anime adaptation by eighteen.\We have to do that much.\It would be all right to have chapter one overlap with what runs in NEXT!, right?\Let's head back and get started on it right away.\Right!\In the end this world is money! Smart people win using the power of money!\Man, that's so cruel to end it with that line!\This is good. response:	That finishes off chapter one's fifty-one pages.
context: We have to do that much.\It would be all right to have chapter one overlap with what runs in NEXT!, right?\Let's head back and get started on it right away.\Right!\In the end this world is money! Smart people win using the power of money!\Man, that's so cruel to end it with that line!\This is good.\That finishes off chapter one's fifty-one pages. response:	Oh, it's an email from Azuki!
context: It would be all right to have chapter one overlap with what runs in NEXT!, right?\Let's head back and get started on it right away.\Right!\In the end this world is money! Smart people win using the power of money!\Man, that's so cruel to end it with that line!\This is good.\That finishes off chapter one's fifty-one pages.\Oh, it's an email from Azuki! response:	Don't look.
context: Let's head back and get started on it right away.\Right!\In the end this world is money! Smart people win using the power of money!\Man, that's so cruel to end it with that line!\This is good.\That finishes off chapter one's fifty-one pages.\Oh, it's an email from Azuki!\Don't look. response:	Azuki...
context: Right!\In the end this world is money! Smart people win using the power of money!\Man, that's so cruel to end it with that line!\This is good.\That finishes off chapter one's fifty-one pages.\Oh, it's an email from Azuki!\Don't look.\Azuki... response:	She really makes sure to send an email whenever something happens.
context: In the end this world is money! Smart people win using the power of money!\Man, that's so cruel to end it with that line!\This is good.\That finishes off chapter one's fifty-one pages.\Oh, it's an email from Azuki!\Don't look.\Azuki...\She really makes sure to send an email whenever something happens. response:	So today was the day NEXT! goes on sale?
context: Man, that's so cruel to end it with that line!\This is good.\That finishes off chapter one's fifty-one pages.\Oh, it's an email from Azuki!\Don't look.\Azuki...\She really makes sure to send an email whenever something happens.\So today was the day NEXT! goes on sale? response:	Oh, that's right!
context: This is good.\That finishes off chapter one's fifty-one pages.\Oh, it's an email from Azuki!\Don't look.\Azuki...\She really makes sure to send an email whenever something happens.\So today was the day NEXT! goes on sale?\Oh, that's right! response:	We sure are incredible.
context: That finishes off chapter one's fifty-one pages.\Oh, it's an email from Azuki!\Don't look.\Azuki...\She really makes sure to send an email whenever something happens.\So today was the day NEXT! goes on sale?\Oh, that's right!\We sure are incredible. response:	We got so wrapped up in our name that we forgot about the release date.
context: Oh, it's an email from Azuki!\Don't look.\Azuki...\She really makes sure to send an email whenever something happens.\So today was the day NEXT! goes on sale?\Oh, that's right!\We sure are incredible.\We got so wrapped up in our name that we forgot about the release date. response:	Azuki said it stood out in NEXT!.
context: Don't look.\Azuki...\She really makes sure to send an email whenever something happens.\So today was the day NEXT! goes on sale?\Oh, that's right!\We sure are incredible.\We got so wrapped up in our name that we forgot about the release date.\Azuki said it stood out in NEXT!. response:	That's our Azuki-san. She has a good eye!
context: Azuki...\She really makes sure to send an email whenever something happens.\So today was the day NEXT! goes on sale?\Oh, that's right!\We sure are incredible.\We got so wrapped up in our name that we forgot about the release date.\Azuki said it stood out in NEXT!.\That's our Azuki-san. She has a good eye! response:	I'm going to reply with Thank you.
context: She really makes sure to send an email whenever something happens.\So today was the day NEXT! goes on sale?\Oh, that's right!\We sure are incredible.\We got so wrapped up in our name that we forgot about the release date.\Azuki said it stood out in NEXT!.\That's our Azuki-san. She has a good eye!\I'm going to reply with Thank you. response:	Alright, let's get going on chapter two!
context: So today was the day NEXT! goes on sale?\Oh, that's right!\We sure are incredible.\We got so wrapped up in our name that we forgot about the release date.\Azuki said it stood out in NEXT!.\That's our Azuki-san. She has a good eye!\I'm going to reply with Thank you.\Alright, let's get going on chapter two! response:	Whoa...
context: Oh, that's right!\We sure are incredible.\We got so wrapped up in our name that we forgot about the release date.\Azuki said it stood out in NEXT!.\That's our Azuki-san. She has a good eye!\I'm going to reply with Thank you.\Alright, let's get going on chapter two!\Whoa... response:	He's actually swimming in all the money.
context: We sure are incredible.\We got so wrapped up in our name that we forgot about the release date.\Azuki said it stood out in NEXT!.\That's our Azuki-san. She has a good eye!\I'm going to reply with Thank you.\Alright, let's get going on chapter two!\Whoa...\He's actually swimming in all the money. response:	Isn't this going a little too far?
context: We got so wrapped up in our name that we forgot about the release date.\Azuki said it stood out in NEXT!.\That's our Azuki-san. She has a good eye!\I'm going to reply with Thank you.\Alright, let's get going on chapter two!\Whoa...\He's actually swimming in all the money.\Isn't this going a little too far? response:	It's okay. In chapter three all that money gets taken from him.
context: Azuki said it stood out in NEXT!.\That's our Azuki-san. She has a good eye!\I'm going to reply with Thank you.\Alright, let's get going on chapter two!\Whoa...\He's actually swimming in all the money.\Isn't this going a little too far?\It's okay. In chapter three all that money gets taken from him. response:	Hattori-san?
context: That's our Azuki-san. She has a good eye!\I'm going to reply with Thank you.\Alright, let's get going on chapter two!\Whoa...\He's actually swimming in all the money.\Isn't this going a little too far?\It's okay. In chapter three all that money gets taken from him.\Hattori-san? response:	Is this the early report?!
context: I'm going to reply with Thank you.\Alright, let's get going on chapter two!\Whoa...\He's actually swimming in all the money.\Isn't this going a little too far?\It's okay. In chapter three all that money gets taken from him.\Hattori-san?\Is this the early report?! response:	Yes? This is Takagi.
context: Alright, let's get going on chapter two!\Whoa...\He's actually swimming in all the money.\Isn't this going a little too far?\It's okay. In chapter three all that money gets taken from him.\Hattori-san?\Is this the early report?!\Yes? This is Takagi. response:	Yes.
context: Whoa...\He's actually swimming in all the money.\Isn't this going a little too far?\It's okay. In chapter three all that money gets taken from him.\Hattori-san?\Is this the early report?!\Yes? This is Takagi.\Yes. response:	For the early report, we're first!
context: He's actually swimming in all the money.\Isn't this going a little too far?\It's okay. In chapter three all that money gets taken from him.\Hattori-san?\Is this the early report?!\Yes? This is Takagi.\Yes.\For the early report, we're first! response:	YES!
context: Isn't this going a little too far?\It's okay. In chapter three all that money gets taken from him.\Hattori-san?\Is this the early report?!\Yes? This is Takagi.\Yes.\For the early report, we're first!\YES! response:	But don't get relaxed.
context: It's okay. In chapter three all that money gets taken from him.\Hattori-san?\Is this the early report?!\Yes? This is Takagi.\Yes.\For the early report, we're first!\YES!\But don't get relaxed. response:	You two have thirty-three votes.
context: Hattori-san?\Is this the early report?!\Yes? This is Takagi.\Yes.\For the early report, we're first!\YES!\But don't get relaxed.\You two have thirty-three votes. response:	Niizuma-kun has thirty-one votes.
context: Is this the early report?!\Yes? This is Takagi.\Yes.\For the early report, we're first!\YES!\But don't get relaxed.\You two have thirty-three votes.\Niizuma-kun has thirty-one votes. response:	A difference of two votes?
context: Yes? This is Takagi.\Yes.\For the early report, we're first!\YES!\But don't get relaxed.\You two have thirty-three votes.\Niizuma-kun has thirty-one votes.\A difference of two votes? response:	There's a possibility he'll overtake you.
context: Yes.\For the early report, we're first!\YES!\But don't get relaxed.\You two have thirty-three votes.\Niizuma-kun has thirty-one votes.\A difference of two votes?\There's a possibility he'll overtake you. response:	Below that is twenty-six... nineteen...
context: For the early report, we're first!\YES!\But don't get relaxed.\You two have thirty-three votes.\Niizuma-kun has thirty-one votes.\A difference of two votes?\There's a possibility he'll overtake you.\Below that is twenty-six... nineteen... response:	That Hattori guy...
context: YES!\But don't get relaxed.\You two have thirty-three votes.\Niizuma-kun has thirty-one votes.\A difference of two votes?\There's a possibility he'll overtake you.\Below that is twenty-six... nineteen...\That Hattori guy... response:	If Eiji loses, it will put a damper on our serialization.
context: But don't get relaxed.\You two have thirty-three votes.\Niizuma-kun has thirty-one votes.\A difference of two votes?\There's a possibility he'll overtake you.\Below that is twenty-six... nineteen...\That Hattori guy...\If Eiji loses, it will put a damper on our serialization. response:	No, there's no way Niizuma Eiji will lose.
context: You two have thirty-three votes.\Niizuma-kun has thirty-one votes.\A difference of two votes?\There's a possibility he'll overtake you.\Below that is twenty-six... nineteen...\That Hattori guy...\If Eiji loses, it will put a damper on our serialization.\No, there's no way Niizuma Eiji will lose. response:	The real deal will definitely be in our favor!
context: Niizuma-kun has thirty-one votes.\A difference of two votes?\There's a possibility he'll overtake you.\Below that is twenty-six... nineteen...\That Hattori guy...\If Eiji loses, it will put a damper on our serialization.\No, there's no way Niizuma Eiji will lose.\The real deal will definitely be in our favor! response:	Hey... if this keeps up and you get first, is Kono Yo wa Kane to Chie going to head for serialization?
context: A difference of two votes?\There's a possibility he'll overtake you.\Below that is twenty-six... nineteen...\That Hattori guy...\If Eiji loses, it will put a damper on our serialization.\No, there's no way Niizuma Eiji will lose.\The real deal will definitely be in our favor!\Hey... if this keeps up and you get first, is Kono Yo wa Kane to Chie going to head for serialization? response:	Now that you mention it...
