context: Why don't you tell me what you're plotting? response:	Nothing at all.
context: Oh, my.\You sure are different from what I heard from Itsuki-kun.\I believe...\Really?\Nice to meet you, big guy!\Moving right along, have any strange incidents happened in this manor?\And does this island have any ominous nicknames or terrifying legends?\I'm interested in that kind of stuff! response:	While unfortunate for your interests...
context: You sure are different from what I heard from Itsuki-kun.\I believe...\Really?\Nice to meet you, big guy!\Moving right along, have any strange incidents happened in this manor?\And does this island have any ominous nicknames or terrifying legends?\I'm interested in that kind of stuff!\While unfortunate for your interests... response:	The building was only completed a few days ago.
context: I believe...\Really?\Nice to meet you, big guy!\Moving right along, have any strange incidents happened in this manor?\And does this island have any ominous nicknames or terrifying legends?\I'm interested in that kind of stuff!\While unfortunate for your interests...\The building was only completed a few days ago. response:	And I haven't heard anything particularly sinister about this island's history.
context: Really?\Nice to meet you, big guy!\Moving right along, have any strange incidents happened in this manor?\And does this island have any ominous nicknames or terrifying legends?\I'm interested in that kind of stuff!\While unfortunate for your interests...\The building was only completed a few days ago.\And I haven't heard anything particularly sinister about this island's history. response:	It was a deserted island, after all.
context: Nice to meet you, big guy!\Moving right along, have any strange incidents happened in this manor?\And does this island have any ominous nicknames or terrifying legends?\I'm interested in that kind of stuff!\While unfortunate for your interests...\The building was only completed a few days ago.\And I haven't heard anything particularly sinister about this island's history.\It was a deserted island, after all. response:	Now.
context: Moving right along, have any strange incidents happened in this manor?\And does this island have any ominous nicknames or terrifying legends?\I'm interested in that kind of stuff!\While unfortunate for your interests...\The building was only completed a few days ago.\And I haven't heard anything particularly sinister about this island's history.\It was a deserted island, after all.\Now. response:	Let's not stand here and talk.
context: And does this island have any ominous nicknames or terrifying legends?\I'm interested in that kind of stuff!\While unfortunate for your interests...\The building was only completed a few days ago.\And I haven't heard anything particularly sinister about this island's history.\It was a deserted island, after all.\Now.\Let's not stand here and talk. response:	Please come inside.
context: I'm interested in that kind of stuff!\While unfortunate for your interests...\The building was only completed a few days ago.\And I haven't heard anything particularly sinister about this island's history.\It was a deserted island, after all.\Now.\Let's not stand here and talk.\Please come inside. response:	It's a Western-style house so feel free to leave your shoes on.
context: While unfortunate for your interests...\The building was only completed a few days ago.\And I haven't heard anything particularly sinister about this island's history.\It was a deserted island, after all.\Now.\Let's not stand here and talk.\Please come inside.\It's a Western-style house so feel free to leave your shoes on. response:	What a beautiful room!
context: The building was only completed a few days ago.\And I haven't heard anything particularly sinister about this island's history.\It was a deserted island, after all.\Now.\Let's not stand here and talk.\Please come inside.\It's a Western-style house so feel free to leave your shoes on.\What a beautiful room! response:	It's more ordinary than I expected...
context: And I haven't heard anything particularly sinister about this island's history.\It was a deserted island, after all.\Now.\Let's not stand here and talk.\Please come inside.\It's a Western-style house so feel free to leave your shoes on.\What a beautiful room!\It's more ordinary than I expected... response:	Well.
context: It was a deserted island, after all.\Now.\Let's not stand here and talk.\Please come inside.\It's a Western-style house so feel free to leave your shoes on.\What a beautiful room!\It's more ordinary than I expected...\Well. response:	Why don't we go with one person per room?
context: Now.\Let's not stand here and talk.\Please come inside.\It's a Western-style house so feel free to leave your shoes on.\What a beautiful room!\It's more ordinary than I expected...\Well.\Why don't we go with one person per room? response:	Incidentally, the doors can be locked, correct?
context: Let's not stand here and talk.\Please come inside.\It's a Western-style house so feel free to leave your shoes on.\What a beautiful room!\It's more ordinary than I expected...\Well.\Why don't we go with one person per room?\Incidentally, the doors can be locked, correct? response:	Of course.
context: Please come inside.\It's a Western-style house so feel free to leave your shoes on.\What a beautiful room!\It's more ordinary than I expected...\Well.\Why don't we go with one person per room?\Incidentally, the doors can be locked, correct?\Of course. response:	It isn't automatic so you can't lock yourself out...
context: It's a Western-style house so feel free to leave your shoes on.\What a beautiful room!\It's more ordinary than I expected...\Well.\Why don't we go with one person per room?\Incidentally, the doors can be locked, correct?\Of course.\It isn't automatic so you can't lock yourself out... response:	Little Sister can stay with me.
context: What a beautiful room!\It's more ordinary than I expected...\Well.\Why don't we go with one person per room?\Incidentally, the doors can be locked, correct?\Of course.\It isn't automatic so you can't lock yourself out...\Little Sister can stay with me. response:	Behave yourself.
context: It's more ordinary than I expected...\Well.\Why don't we go with one person per room?\Incidentally, the doors can be locked, correct?\Of course.\It isn't automatic so you can't lock yourself out...\Little Sister can stay with me.\Behave yourself. response:	Okay!
context: Well.\Why don't we go with one person per room?\Incidentally, the doors can be locked, correct?\Of course.\It isn't automatic so you can't lock yourself out...\Little Sister can stay with me.\Behave yourself.\Okay! response:	The absence of anything suspicious is what makes this suspicious!
context: Why don't we go with one person per room?\Incidentally, the doors can be locked, correct?\Of course.\It isn't automatic so you can't lock yourself out...\Little Sister can stay with me.\Behave yourself.\Okay!\The absence of anything suspicious is what makes this suspicious! response:	Then what if there was something that looked suspicious?
context: Incidentally, the doors can be locked, correct?\Of course.\It isn't automatic so you can't lock yourself out...\Little Sister can stay with me.\Behave yourself.\Okay!\The absence of anything suspicious is what makes this suspicious!\Then what if there was something that looked suspicious? response:	Then there you go.
context: Of course.\It isn't automatic so you can't lock yourself out...\Little Sister can stay with me.\Behave yourself.\Okay!\The absence of anything suspicious is what makes this suspicious!\Then what if there was something that looked suspicious?\Then there you go. response:	It'd be suspicious!
context: It isn't automatic so you can't lock yourself out...\Little Sister can stay with me.\Behave yourself.\Okay!\The absence of anything suspicious is what makes this suspicious!\Then what if there was something that looked suspicious?\Then there you go.\It'd be suspicious! response:	In other words, as far as she's concerned...
context: Little Sister can stay with me.\Behave yourself.\Okay!\The absence of anything suspicious is what makes this suspicious!\Then what if there was something that looked suspicious?\Then there you go.\It'd be suspicious!\In other words, as far as she's concerned... response:	I've figured it out!
context: Behave yourself.\Okay!\The absence of anything suspicious is what makes this suspicious!\Then what if there was something that looked suspicious?\Then there you go.\It'd be suspicious!\In other words, as far as she's concerned...\I've figured it out! response:	Figured out what?
context: Okay!\The absence of anything suspicious is what makes this suspicious!\Then what if there was something that looked suspicious?\Then there you go.\It'd be suspicious!\In other words, as far as she's concerned...\I've figured it out!\Figured out what? response:	The culprit!
context: The absence of anything suspicious is what makes this suspicious!\Then what if there was something that looked suspicious?\Then there you go.\It'd be suspicious!\In other words, as far as she's concerned...\I've figured it out!\Figured out what?\The culprit! response:	What culprit?
context: Then what if there was something that looked suspicious?\Then there you go.\It'd be suspicious!\In other words, as far as she's concerned...\I've figured it out!\Figured out what?\The culprit!\What culprit? response:	Nothing's happened yet!
context: Then there you go.\It'd be suspicious!\In other words, as far as she's concerned...\I've figured it out!\Figured out what?\The culprit!\What culprit?\Nothing's happened yet! response:	We just got here!
context: It'd be suspicious!\In other words, as far as she's concerned...\I've figured it out!\Figured out what?\The culprit!\What culprit?\Nothing's happened yet!\We just got here! response:	My gut tells me that the culprit is the master of the manor, Keiichi-san!
context: In other words, as far as she's concerned...\I've figured it out!\Figured out what?\The culprit!\What culprit?\Nothing's happened yet!\We just got here!\My gut tells me that the culprit is the master of the manor, Keiichi-san! response:	His first victim will be Mikuru-chan!
context: I've figured it out!\Figured out what?\The culprit!\What culprit?\Nothing's happened yet!\We just got here!\My gut tells me that the culprit is the master of the manor, Keiichi-san!\His first victim will be Mikuru-chan! response:	We're guests here.
context: Figured out what?\The culprit!\What culprit?\Nothing's happened yet!\We just got here!\My gut tells me that the culprit is the master of the manor, Keiichi-san!\His first victim will be Mikuru-chan!\We're guests here. response:	Stop thinking about that dangerous stuff!
context: The culprit!\What culprit?\Nothing's happened yet!\We just got here!\My gut tells me that the culprit is the master of the manor, Keiichi-san!\His first victim will be Mikuru-chan!\We're guests here.\Stop thinking about that dangerous stuff! response:	Act more like a high schooler, yeah?
context: What culprit?\Nothing's happened yet!\We just got here!\My gut tells me that the culprit is the master of the manor, Keiichi-san!\His first victim will be Mikuru-chan!\We're guests here.\Stop thinking about that dangerous stuff!\Act more like a high schooler, yeah? response:	Oh, I know.
context: Nothing's happened yet!\We just got here!\My gut tells me that the culprit is the master of the manor, Keiichi-san!\His first victim will be Mikuru-chan!\We're guests here.\Stop thinking about that dangerous stuff!\Act more like a high schooler, yeah?\Oh, I know. response:	We should have a swim first.
context: We just got here!\My gut tells me that the culprit is the master of the manor, Keiichi-san!\His first victim will be Mikuru-chan!\We're guests here.\Stop thinking about that dangerous stuff!\Act more like a high schooler, yeah?\Oh, I know.\We should have a swim first. response:	Saying that people go to the beach for the sole purpose of swimming is no exaggeration.
context: My gut tells me that the culprit is the master of the manor, Keiichi-san!\His first victim will be Mikuru-chan!\We're guests here.\Stop thinking about that dangerous stuff!\Act more like a high schooler, yeah?\Oh, I know.\We should have a swim first.\Saying that people go to the beach for the sole purpose of swimming is no exaggeration. response:	Oh, boy...
context: His first victim will be Mikuru-chan!\We're guests here.\Stop thinking about that dangerous stuff!\Act more like a high schooler, yeah?\Oh, I know.\We should have a swim first.\Saying that people go to the beach for the sole purpose of swimming is no exaggeration.\Oh, boy... response:	Well, even Haruhi...
context: We're guests here.\Stop thinking about that dangerous stuff!\Act more like a high schooler, yeah?\Oh, I know.\We should have a swim first.\Saying that people go to the beach for the sole purpose of swimming is no exaggeration.\Oh, boy...\Well, even Haruhi... response:	This moment would be the highlight of this trip.
context: Stop thinking about that dangerous stuff!\Act more like a high schooler, yeah?\Oh, I know.\We should have a swim first.\Saying that people go to the beach for the sole purpose of swimming is no exaggeration.\Oh, boy...\Well, even Haruhi...\This moment would be the highlight of this trip. response:	Now this is what you call a trip to the ocean.
context: Act more like a high schooler, yeah?\Oh, I know.\We should have a swim first.\Saying that people go to the beach for the sole purpose of swimming is no exaggeration.\Oh, boy...\Well, even Haruhi...\This moment would be the highlight of this trip.\Now this is what you call a trip to the ocean. response:	Each person has his or her own way of having fun.
context: Oh, I know.\We should have a swim first.\Saying that people go to the beach for the sole purpose of swimming is no exaggeration.\Oh, boy...\Well, even Haruhi...\This moment would be the highlight of this trip.\Now this is what you call a trip to the ocean.\Each person has his or her own way of having fun. response:	People should spend their leisure time doing activities they enjoy.
context: We should have a swim first.\Saying that people go to the beach for the sole purpose of swimming is no exaggeration.\Oh, boy...\Well, even Haruhi...\This moment would be the highlight of this trip.\Now this is what you call a trip to the ocean.\Each person has his or her own way of having fun.\People should spend their leisure time doing activities they enjoy. response:	We must be sure to...
context: Saying that people go to the beach for the sole purpose of swimming is no exaggeration.\Oh, boy...\Well, even Haruhi...\This moment would be the highlight of this trip.\Now this is what you call a trip to the ocean.\Each person has his or her own way of having fun.\People should spend their leisure time doing activities they enjoy.\We must be sure to... response:	Come on!
context: Oh, boy...\Well, even Haruhi...\This moment would be the highlight of this trip.\Now this is what you call a trip to the ocean.\Each person has his or her own way of having fun.\People should spend their leisure time doing activities they enjoy.\We must be sure to...\Come on! response:	Kyon! Koizumi-kun!
context: Well, even Haruhi...\This moment would be the highlight of this trip.\Now this is what you call a trip to the ocean.\Each person has his or her own way of having fun.\People should spend their leisure time doing activities they enjoy.\We must be sure to...\Come on!\Kyon! Koizumi-kun! response:	You guys get over here!
context: This moment would be the highlight of this trip.\Now this is what you call a trip to the ocean.\Each person has his or her own way of having fun.\People should spend their leisure time doing activities they enjoy.\We must be sure to...\Come on!\Kyon! Koizumi-kun!\You guys get over here! response:	Me too!
context: Now this is what you call a trip to the ocean.\Each person has his or her own way of having fun.\People should spend their leisure time doing activities they enjoy.\We must be sure to...\Come on!\Kyon! Koizumi-kun!\You guys get over here!\Me too! response:	Here!
context: Each person has his or her own way of having fun.\People should spend their leisure time doing activities they enjoy.\We must be sure to...\Come on!\Kyon! Koizumi-kun!\You guys get over here!\Me too!\Here! response:	Which one's the beach ball!?
context: People should spend their leisure time doing activities they enjoy.\We must be sure to...\Come on!\Kyon! Koizumi-kun!\You guys get over here!\Me too!\Here!\Which one's the beach ball!? response:	This stuff's yummy, Mikuru-chan!
context: We must be sure to...\Come on!\Kyon! Koizumi-kun!\You guys get over here!\Me too!\Here!\Which one's the beach ball!?\This stuff's yummy, Mikuru-chan! response:	This is really good!
context: Come on!\Kyon! Koizumi-kun!\You guys get over here!\Me too!\Here!\Which one's the beach ball!?\This stuff's yummy, Mikuru-chan!\This is really good! response:	Who made it?
context: Kyon! Koizumi-kun!\You guys get over here!\Me too!\Here!\Which one's the beach ball!?\This stuff's yummy, Mikuru-chan!\This is really good!\Who made it? response:	The butler, Arakawa, also serves as chef.
context: You guys get over here!\Me too!\Here!\Which one's the beach ball!?\This stuff's yummy, Mikuru-chan!\This is really good!\Who made it?\The butler, Arakawa, also serves as chef. response:	It's quite impressive, isn't it?
context: Me too!\Here!\Which one's the beach ball!?\This stuff's yummy, Mikuru-chan!\This is really good!\Who made it?\The butler, Arakawa, also serves as chef.\It's quite impressive, isn't it? response:	I'd love to offer my appreciation.
context: Here!\Which one's the beach ball!?\This stuff's yummy, Mikuru-chan!\This is really good!\Who made it?\The butler, Arakawa, also serves as chef.\It's quite impressive, isn't it?\I'd love to offer my appreciation. response:	Call him over later.
context: Which one's the beach ball!?\This stuff's yummy, Mikuru-chan!\This is really good!\Who made it?\The butler, Arakawa, also serves as chef.\It's quite impressive, isn't it?\I'd love to offer my appreciation.\Call him over later. response:	Here. This one's good, too.
context: This stuff's yummy, Mikuru-chan!\This is really good!\Who made it?\The butler, Arakawa, also serves as chef.\It's quite impressive, isn't it?\I'd love to offer my appreciation.\Call him over later.\Here. This one's good, too. response:	She sure can eat.
context: This is really good!\Who made it?\The butler, Arakawa, also serves as chef.\It's quite impressive, isn't it?\I'd love to offer my appreciation.\Call him over later.\Here. This one's good, too.\She sure can eat. response:	Would you like a refill?
context: Who made it?\The butler, Arakawa, also serves as chef.\It's quite impressive, isn't it?\I'd love to offer my appreciation.\Call him over later.\Here. This one's good, too.\She sure can eat.\Would you like a refill? response:	What's wrong?
context: The butler, Arakawa, also serves as chef.\It's quite impressive, isn't it?\I'd love to offer my appreciation.\Call him over later.\Here. This one's good, too.\She sure can eat.\Would you like a refill?\What's wrong? response:	I don't like green peppers.
context: It's quite impressive, isn't it?\I'd love to offer my appreciation.\Call him over later.\Here. This one's good, too.\She sure can eat.\Would you like a refill?\What's wrong?\I don't like green peppers. response:	If you don't eat properly...
context: I'd love to offer my appreciation.\Call him over later.\Here. This one's good, too.\She sure can eat.\Would you like a refill?\What's wrong?\I don't like green peppers.\If you don't eat properly... response:	We don't get a chance to enjoy such a feast very often.
context: Call him over later.\Here. This one's good, too.\She sure can eat.\Would you like a refill?\What's wrong?\I don't like green peppers.\If you don't eat properly...\We don't get a chance to enjoy such a feast very often. response:	Is this really all free?
context: Here. This one's good, too.\She sure can eat.\Would you like a refill?\What's wrong?\I don't like green peppers.\If you don't eat properly...\We don't get a chance to enjoy such a feast very often.\Is this really all free? response:	If only the school cafeteria was this generous!
context: She sure can eat.\Would you like a refill?\What's wrong?\I don't like green peppers.\If you don't eat properly...\We don't get a chance to enjoy such a feast very often.\Is this really all free?\If only the school cafeteria was this generous! response:	50 Shots
context: Would you like a refill?\What's wrong?\I don't like green peppers.\If you don't eat properly...\We don't get a chance to enjoy such a feast very often.\Is this really all free?\If only the school cafeteria was this generous!\50 Shots response:	You're so stupid!
context: What's wrong?\I don't like green peppers.\If you don't eat properly...\We don't get a chance to enjoy such a feast very often.\Is this really all free?\If only the school cafeteria was this generous!\50 Shots\You're so stupid! response:	And so we...
context: I don't like green peppers.\If you don't eat properly...\We don't get a chance to enjoy such a feast very often.\Is this really all free?\If only the school cafeteria was this generous!\50 Shots\You're so stupid!\And so we... response:	Well...
context: If you don't eat properly...\We don't get a chance to enjoy such a feast very often.\Is this really all free?\If only the school cafeteria was this generous!\50 Shots\You're so stupid!\And so we...\Well... response:	Snake! Snaaake!
context: We don't get a chance to enjoy such a feast very often.\Is this really all free?\If only the school cafeteria was this generous!\50 Shots\You're so stupid!\And so we...\Well...\Snake! Snaaake! response:	The morning of the second day.
context: Is this really all free?\If only the school cafeteria was this generous!\50 Shots\You're so stupid!\And so we...\Well...\Snake! Snaaake!\The morning of the second day. response:	It was suddenly storming outside.
context: If only the school cafeteria was this generous!\50 Shots\You're so stupid!\And so we...\Well...\Snake! Snaaake!\The morning of the second day.\It was suddenly storming outside. response:	My master is not a morning person.
context: 50 Shots\You're so stupid!\And so we...\Well...\Snake! Snaaake!\The morning of the second day.\It was suddenly storming outside.\My master is not a morning person. response:	He has a hard time waking up.
context: You're so stupid!\And so we...\Well...\Snake! Snaaake!\The morning of the second day.\It was suddenly storming outside.\My master is not a morning person.\He has a hard time waking up. response:	His absence in the morning is discourteous...
context: And so we...\Well...\Snake! Snaaake!\The morning of the second day.\It was suddenly storming outside.\My master is not a morning person.\He has a hard time waking up.\His absence in the morning is discourteous... response:	Rotten luck.
context: Well...\Snake! Snaaake!\The morning of the second day.\It was suddenly storming outside.\My master is not a morning person.\He has a hard time waking up.\His absence in the morning is discourteous...\Rotten luck. response:	A typhoon just had to show up now.
context: Snake! Snaaake!\The morning of the second day.\It was suddenly storming outside.\My master is not a morning person.\He has a hard time waking up.\His absence in the morning is discourteous...\Rotten luck.\A typhoon just had to show up now. response:	It appears to be a fast-moving one.
context: The morning of the second day.\It was suddenly storming outside.\My master is not a morning person.\He has a hard time waking up.\His absence in the morning is discourteous...\Rotten luck.\A typhoon just had to show up now.\It appears to be a fast-moving one. response:	I'm sure it'll pass in a couple of days.
context: It was suddenly storming outside.\My master is not a morning person.\He has a hard time waking up.\His absence in the morning is discourteous...\Rotten luck.\A typhoon just had to show up now.\It appears to be a fast-moving one.\I'm sure it'll pass in a couple of days. response:	Storms both come and go without warning.
context: My master is not a morning person.\He has a hard time waking up.\His absence in the morning is discourteous...\Rotten luck.\A typhoon just had to show up now.\It appears to be a fast-moving one.\I'm sure it'll pass in a couple of days.\Storms both come and go without warning. response:	But there wasn't anything about a typhoon in the forecast yesterday.
context: He has a hard time waking up.\His absence in the morning is discourteous...\Rotten luck.\A typhoon just had to show up now.\It appears to be a fast-moving one.\I'm sure it'll pass in a couple of days.\Storms both come and go without warning.\But there wasn't anything about a typhoon in the forecast yesterday. response:	Just whose head did this storm pop out of?
context: His absence in the morning is discourteous...\Rotten luck.\A typhoon just had to show up now.\It appears to be a fast-moving one.\I'm sure it'll pass in a couple of days.\Storms both come and go without warning.\But there wasn't anything about a typhoon in the forecast yesterday.\Just whose head did this storm pop out of? response:	But you know.
context: Rotten luck.\A typhoon just had to show up now.\It appears to be a fast-moving one.\I'm sure it'll pass in a couple of days.\Storms both come and go without warning.\But there wasn't anything about a typhoon in the forecast yesterday.\Just whose head did this storm pop out of?\But you know. response:	Now we're really stranded on a remote island in the middle of a storm.
context: A typhoon just had to show up now.\It appears to be a fast-moving one.\I'm sure it'll pass in a couple of days.\Storms both come and go without warning.\But there wasn't anything about a typhoon in the forecast yesterday.\Just whose head did this storm pop out of?\But you know.\Now we're really stranded on a remote island in the middle of a storm. response:	This is a once-in-a-lifetime situation!
context: It appears to be a fast-moving one.\I'm sure it'll pass in a couple of days.\Storms both come and go without warning.\But there wasn't anything about a typhoon in the forecast yesterday.\Just whose head did this storm pop out of?\But you know.\Now we're really stranded on a remote island in the middle of a storm.\This is a once-in-a-lifetime situation! response:	A strange incident just may happen...
context: I'm sure it'll pass in a couple of days.\Storms both come and go without warning.\But there wasn't anything about a typhoon in the forecast yesterday.\Just whose head did this storm pop out of?\But you know.\Now we're really stranded on a remote island in the middle of a storm.\This is a once-in-a-lifetime situation!\A strange incident just may happen... response:	The waves appear to be...
context: Storms both come and go without warning.\But there wasn't anything about a typhoon in the forecast yesterday.\Just whose head did this storm pop out of?\But you know.\Now we're really stranded on a remote island in the middle of a storm.\This is a once-in-a-lifetime situation!\A strange incident just may happen...\The waves appear to be... response:	Through Haruhi's will, we have unwillingly found ourselves...
context: But there wasn't anything about a typhoon in the forecast yesterday.\Just whose head did this storm pop out of?\But you know.\Now we're really stranded on a remote island in the middle of a storm.\This is a once-in-a-lifetime situation!\A strange incident just may happen...\The waves appear to be...\Through Haruhi's will, we have unwillingly found ourselves... response:	A closed circle.
context: Just whose head did this storm pop out of?\But you know.\Now we're really stranded on a remote island in the middle of a storm.\This is a once-in-a-lifetime situation!\A strange incident just may happen...\The waves appear to be...\Through Haruhi's will, we have unwillingly found ourselves...\A closed circle. response:	It couldn't be...
context: But you know.\Now we're really stranded on a remote island in the middle of a storm.\This is a once-in-a-lifetime situation!\A strange incident just may happen...\The waves appear to be...\Through Haruhi's will, we have unwillingly found ourselves...\A closed circle.\It couldn't be... response:	Being unable to go outside...
context: Now we're really stranded on a remote island in the middle of a storm.\This is a once-in-a-lifetime situation!\A strange incident just may happen...\The waves appear to be...\Through Haruhi's will, we have unwillingly found ourselves...\A closed circle.\It couldn't be...\Being unable to go outside... response:	Take this!
context: This is a once-in-a-lifetime situation!\A strange incident just may happen...\The waves appear to be...\Through Haruhi's will, we have unwillingly found ourselves...\A closed circle.\It couldn't be...\Being unable to go outside...\Take this! response:	Super Ultra Miracle Excellent Trick Serve!
context: A strange incident just may happen...\The waves appear to be...\Through Haruhi's will, we have unwillingly found ourselves...\A closed circle.\It couldn't be...\Being unable to go outside...\Take this!\Super Ultra Miracle Excellent Trick Serve! response:	Kyon
context: The waves appear to be...\Through Haruhi's will, we have unwillingly found ourselves...\A closed circle.\It couldn't be...\Being unable to go outside...\Take this!\Super Ultra Miracle Excellent Trick Serve!\Kyon response:	Koizumi-kun
context: Through Haruhi's will, we have unwillingly found ourselves...\A closed circle.\It couldn't be...\Being unable to go outside...\Take this!\Super Ultra Miracle Excellent Trick Serve!\Kyon\Koizumi-kun response:	Yuki
context: A closed circle.\It couldn't be...\Being unable to go outside...\Take this!\Super Ultra Miracle Excellent Trick Serve!\Kyon\Koizumi-kun\Yuki response:	Little Sis
context: It couldn't be...\Being unable to go outside...\Take this!\Super Ultra Miracle Excellent Trick Serve!\Kyon\Koizumi-kun\Yuki\Little Sis response:	Mikuru-chan
context: Being unable to go outside...\Take this!\Super Ultra Miracle Excellent Trick Serve!\Kyon\Koizumi-kun\Yuki\Little Sis\Mikuru-chan response:	Me
context: Take this!\Super Ultra Miracle Excellent Trick Serve!\Kyon\Koizumi-kun\Yuki\Little Sis\Mikuru-chan\Me response:	Kyon
context: Super Ultra Miracle Excellent Trick Serve!\Kyon\Koizumi-kun\Yuki\Little Sis\Mikuru-chan\Me\Kyon response:	Koizumi-kun
context: Kyon\Koizumi-kun\Yuki\Little Sis\Mikuru-chan\Me\Kyon\Koizumi-kun response:	Yuki
context: Koizumi-kun\Yuki\Little Sis\Mikuru-chan\Me\Kyon\Koizumi-kun\Yuki response:	Little Sis
context: Yuki\Little Sis\Mikuru-chan\Me\Kyon\Koizumi-kun\Yuki\Little Sis response:	Mikuru-chan
context: Little Sis\Mikuru-chan\Me\Kyon\Koizumi-kun\Yuki\Little Sis\Mikuru-chan response:	Me
context: Mikuru-chan\Me\Kyon\Koizumi-kun\Yuki\Little Sis\Mikuru-chan\Me response:	Kyon
context: Me\Kyon\Koizumi-kun\Yuki\Little Sis\Mikuru-chan\Me\Kyon response:	Koizumi-kun
context: Kyon\Koizumi-kun\Yuki\Little Sis\Mikuru-chan\Me\Kyon\Koizumi-kun response:	Yuki
context: Koizumi-kun\Yuki\Little Sis\Mikuru-chan\Me\Kyon\Koizumi-kun\Yuki response:	Little Sis
context: Yuki\Little Sis\Mikuru-chan\Me\Kyon\Koizumi-kun\Yuki\Little Sis response:	Mikuru-chan
context: Little Sis\Mikuru-chan\Me\Kyon\Koizumi-kun\Yuki\Little Sis\Mikuru-chan response:	Me
context: Mikuru-chan\Me\Kyon\Koizumi-kun\Yuki\Little Sis\Mikuru-chan\Me response:	Kyon
context: Me\Kyon\Koizumi-kun\Yuki\Little Sis\Mikuru-chan\Me\Kyon response:	Koizumi-kun
context: Kyon\Koizumi-kun\Yuki\Little Sis\Mikuru-chan\Me\Kyon\Koizumi-kun response:	Yuki
context: Koizumi-kun\Yuki\Little Sis\Mikuru-chan\Me\Kyon\Koizumi-kun\Yuki response:	Little Sis
context: Yuki\Little Sis\Mikuru-chan\Me\Kyon\Koizumi-kun\Yuki\Little Sis response:	Mikuru-chan
context: Little Sis\Mikuru-chan\Me\Kyon\Koizumi-kun\Yuki\Little Sis\Mikuru-chan response:	Me
context: Mikuru-chan\Me\Kyon\Koizumi-kun\Yuki\Little Sis\Mikuru-chan\Me response:	Champion
context: Me\Kyon\Koizumi-kun\Yuki\Little Sis\Mikuru-chan\Me\Champion response:	Champion
context: Kyon\Koizumi-kun\Yuki\Little Sis\Mikuru-chan\Me\Champion\Champion response:	Champion
context: Koizumi-kun\Yuki\Little Sis\Mikuru-chan\Me\Champion\Champion\Champion response:	ME!
context: Yuki\Little Sis\Mikuru-chan\Me\Champion\Champion\Champion\ME! response:	Champion
context: Little Sis\Mikuru-chan\Me\Champion\Champion\Champion\ME!\Champion response:	ME!
context: Mikuru-chan\Me\Champion\Champion\Champion\ME!\Champion\ME! response:	Champion
context: Me\Champion\Champion\Champion\ME!\Champion\ME!\Champion response:	ME!
context: Champion\Champion\Champion\ME!\Champion\ME!\Champion\ME! response:	Ping-pong Tournament!!
context: Champion\Champion\ME!\Champion\ME!\Champion\ME!\Ping-pong Tournament!! response:	Passion!!
context: Champion\ME!\Champion\ME!\Champion\ME!\Ping-pong Tournament!!\Passion!! response:	Champion
context: ME!\Champion\ME!\Champion\ME!\Ping-pong Tournament!!\Passion!!\Champion response:	ME!
context: Champion\ME!\Champion\ME!\Ping-pong Tournament!!\Passion!!\Champion\ME! response:	Ping-pong Tournament!!
context: ME!\Champion\ME!\Ping-pong Tournament!!\Passion!!\Champion\ME!\Ping-pong Tournament!! response:	Passion!!
context: Champion\ME!\Ping-pong Tournament!!\Passion!!\Champion\ME!\Ping-pong Tournament!!\Passion!! response:	Hey, hey.
context: ME!\Ping-pong Tournament!!\Passion!!\Champion\ME!\Ping-pong Tournament!!\Passion!!\Hey, hey. response:	Is that fun?
context: Ping-pong Tournament!!\Passion!!\Champion\ME!\Ping-pong Tournament!!\Passion!!\Hey, hey.\Is that fun? response:	Okay.
context: Passion!!\Champion\ME!\Ping-pong Tournament!!\Passion!!\Hey, hey.\Is that fun?\Okay. response:	One left!
context: Champion\ME!\Ping-pong Tournament!!\Passion!!\Hey, hey.\Is that fun?\Okay.\One left! response:	That's what I needed.
context: ME!\Ping-pong Tournament!!\Passion!!\Hey, hey.\Is that fun?\Okay.\One left!\That's what I needed. response:	Probably worth ten thousand points.
context: Ping-pong Tournament!!\Passion!!\Hey, hey.\Is that fun?\Okay.\One left!\That's what I needed.\Probably worth ten thousand points. response:	Suzumiya-san.
context: Passion!!\Hey, hey.\Is that fun?\Okay.\One left!\That's what I needed.\Probably worth ten thousand points.\Suzumiya-san. response:	That's thirty-two thousand points.
context: Hey, hey.\Is that fun?\Okay.\One left!\That's what I needed.\Probably worth ten thousand points.\Suzumiya-san.\That's thirty-two thousand points. response:	It's a good thing we aren't playing for money.
context: Is that fun?\Okay.\One left!\That's what I needed.\Probably worth ten thousand points.\Suzumiya-san.\That's thirty-two thousand points.\It's a good thing we aren't playing for money. response:	Well, well.
context: Okay.\One left!\That's what I needed.\Probably worth ten thousand points.\Suzumiya-san.\That's thirty-two thousand points.\It's a good thing we aren't playing for money.\Well, well. response:	You seem to be having fun.
context: One left!\That's what I needed.\Probably worth ten thousand points.\Suzumiya-san.\That's thirty-two thousand points.\It's a good thing we aren't playing for money.\Well, well.\You seem to be having fun. response:	Perhaps I can join in?
context: That's what I needed.\Probably worth ten thousand points.\Suzumiya-san.\That's thirty-two thousand points.\It's a good thing we aren't playing for money.\Well, well.\You seem to be having fun.\Perhaps I can join in? response:	Go ahead.
