context: <OP> response:	<Comic relief>
context: What are you making?\Do you two know?\A phone!\Is this really the same?\It is. It's a phone.\The kids love them, so sometimes I make them.\Go ahead, Seiya.\A phone... response:	Hello?
context: Do you two know?\A phone!\Is this really the same?\It is. It's a phone.\The kids love them, so sometimes I make them.\Go ahead, Seiya.\A phone...\Hello? response:	Hello?
context: A phone!\Is this really the same?\It is. It's a phone.\The kids love them, so sometimes I make them.\Go ahead, Seiya.\A phone...\Hello?\Hello? response:	Amazing! Amazing, Seiya!
context: Is this really the same?\It is. It's a phone.\The kids love them, so sometimes I make them.\Go ahead, Seiya.\A phone...\Hello?\Hello?\Amazing! Amazing, Seiya! response:	I can hear you!
context: It is. It's a phone.\The kids love them, so sometimes I make them.\Go ahead, Seiya.\A phone...\Hello?\Hello?\Amazing! Amazing, Seiya!\I can hear you! response:	No, when you pick up a phone, first you say, Hello.
context: The kids love them, so sometimes I make them.\Go ahead, Seiya.\A phone...\Hello?\Hello?\Amazing! Amazing, Seiya!\I can hear you!\No, when you pick up a phone, first you say, Hello. response:	That's how you use a phone.
context: Go ahead, Seiya.\A phone...\Hello?\Hello?\Amazing! Amazing, Seiya!\I can hear you!\No, when you pick up a phone, first you say, Hello.\That's how you use a phone. response:	H- Hello?
context: A phone...\Hello?\Hello?\Amazing! Amazing, Seiya!\I can hear you!\No, when you pick up a phone, first you say, Hello.\That's how you use a phone.\H- Hello? response:	Hello.
context: Hello?\Hello?\Amazing! Amazing, Seiya!\I can hear you!\No, when you pick up a phone, first you say, Hello.\That's how you use a phone.\H- Hello?\Hello. response:	It's amazing! I can...
context: Hello?\Amazing! Amazing, Seiya!\I can hear you!\No, when you pick up a phone, first you say, Hello.\That's how you use a phone.\H- Hello?\Hello.\It's amazing! I can... response:	I really can hear his voice!
context: Amazing! Amazing, Seiya!\I can hear you!\No, when you pick up a phone, first you say, Hello.\That's how you use a phone.\H- Hello?\Hello.\It's amazing! I can...\I really can hear his voice! response:	You can practice a bit with that.
context: I can hear you!\No, when you pick up a phone, first you say, Hello.\That's how you use a phone.\H- Hello?\Hello.\It's amazing! I can...\I really can hear his voice!\You can practice a bit with that. response:	Yes!
context: No, when you pick up a phone, first you say, Hello.\That's how you use a phone.\H- Hello?\Hello.\It's amazing! I can...\I really can hear his voice!\You can practice a bit with that.\Yes! response:	Um... This is-
context: That's how you use a phone.\H- Hello?\Hello.\It's amazing! I can...\I really can hear his voice!\You can practice a bit with that.\Yes!\Um... This is- response:	It's Hello.
context: H- Hello?\Hello.\It's amazing! I can...\I really can hear his voice!\You can practice a bit with that.\Yes!\Um... This is-\It's Hello. response:	H- Hello.
context: Hello.\It's amazing! I can...\I really can hear his voice!\You can practice a bit with that.\Yes!\Um... This is-\It's Hello.\H- Hello. response:	This is Private Kanata Sorami of Platoon 1121 of the Army of the Republic of Helvetia.
context: It's amazing! I can...\I really can hear his voice!\You can practice a bit with that.\Yes!\Um... This is-\It's Hello.\H- Hello.\This is Private Kanata Sorami of Platoon 1121 of the Army of the Republic of Helvetia. response:	Yes. Very good.
context: I really can hear his voice!\You can practice a bit with that.\Yes!\Um... This is-\It's Hello.\H- Hello.\This is Private Kanata Sorami of Platoon 1121 of the Army of the Republic of Helvetia.\Yes. Very good. response:	It is an honor to receive a call from you at this time.
context: You can practice a bit with that.\Yes!\Um... This is-\It's Hello.\H- Hello.\This is Private Kanata Sorami of Platoon 1121 of the Army of the Republic of Helvetia.\Yes. Very good.\It is an honor to receive a call from you at this time. response:	Yes. Very good.
context: Yes!\Um... This is-\It's Hello.\H- Hello.\This is Private Kanata Sorami of Platoon 1121 of the Army of the Republic of Helvetia.\Yes. Very good.\It is an honor to receive a call from you at this time.\Yes. Very good. response:	So, um...
context: Um... This is-\It's Hello.\H- Hello.\This is Private Kanata Sorami of Platoon 1121 of the Army of the Republic of Helvetia.\Yes. Very good.\It is an honor to receive a call from you at this time.\Yes. Very good.\So, um... response:	Wait, little bird!
context: It's Hello.\H- Hello.\This is Private Kanata Sorami of Platoon 1121 of the Army of the Republic of Helvetia.\Yes. Very good.\It is an honor to receive a call from you at this time.\Yes. Very good.\So, um...\Wait, little bird! response:	Mishio!
context: H- Hello.\This is Private Kanata Sorami of Platoon 1121 of the Army of the Republic of Helvetia.\Yes. Very good.\It is an honor to receive a call from you at this time.\Yes. Very good.\So, um...\Wait, little bird!\Mishio! response:	Mishio, don't-
context: This is Private Kanata Sorami of Platoon 1121 of the Army of the Republic of Helvetia.\Yes. Very good.\It is an honor to receive a call from you at this time.\Yes. Very good.\So, um...\Wait, little bird!\Mishio!\Mishio, don't- response:	What happened?
context: Yes. Very good.\It is an honor to receive a call from you at this time.\Yes. Very good.\So, um...\Wait, little bird!\Mishio!\Mishio, don't-\What happened? response:	The phone!
context: It is an honor to receive a call from you at this time.\Yes. Very good.\So, um...\Wait, little bird!\Mishio!\Mishio, don't-\What happened?\The phone! response:	Excuse me... Are our priest and our-
context: Yes. Very good.\So, um...\Wait, little bird!\Mishio!\Mishio, don't-\What happened?\The phone!\Excuse me... Are our priest and our- response:	Yes?
context: So, um...\Wait, little bird!\Mishio!\Mishio, don't-\What happened?\The phone!\Excuse me... Are our priest and our-\Yes? response:	My myriad gods...
context: Wait, little bird!\Mishio!\Mishio, don't-\What happened?\The phone!\Excuse me... Are our priest and our-\Yes?\My myriad gods... response:	And what is this?
context: Mishio!\Mishio, don't-\What happened?\The phone!\Excuse me... Are our priest and our-\Yes?\My myriad gods...\And what is this? response:	You only paid a visit to thank them and say goodbye.
context: Mishio, don't-\What happened?\The phone!\Excuse me... Are our priest and our-\Yes?\My myriad gods...\And what is this?\You only paid a visit to thank them and say goodbye. response:	And instead, you played and made a mess!
context: What happened?\The phone!\Excuse me... Are our priest and our-\Yes?\My myriad gods...\And what is this?\You only paid a visit to thank them and say goodbye.\And instead, you played and made a mess! response:	No dinner tonight.
context: The phone!\Excuse me... Are our priest and our-\Yes?\My myriad gods...\And what is this?\You only paid a visit to thank them and say goodbye.\And instead, you played and made a mess!\No dinner tonight. response:	Yes, ma'am.
context: Excuse me... Are our priest and our-\Yes?\My myriad gods...\And what is this?\You only paid a visit to thank them and say goodbye.\And instead, you played and made a mess!\No dinner tonight.\Yes, ma'am. response:	Me, too?
context: Yes?\My myriad gods...\And what is this?\You only paid a visit to thank them and say goodbye.\And instead, you played and made a mess!\No dinner tonight.\Yes, ma'am.\Me, too? response:	It's all clean now.
context: My myriad gods...\And what is this?\You only paid a visit to thank them and say goodbye.\And instead, you played and made a mess!\No dinner tonight.\Yes, ma'am.\Me, too?\It's all clean now. response:	Thank you.
context: And what is this?\You only paid a visit to thank them and say goodbye.\And instead, you played and made a mess!\No dinner tonight.\Yes, ma'am.\Me, too?\It's all clean now.\Thank you. response:	But your clothes are soaked.
context: You only paid a visit to thank them and say goodbye.\And instead, you played and made a mess!\No dinner tonight.\Yes, ma'am.\Me, too?\It's all clean now.\Thank you.\But your clothes are soaked. response:	That's okay. I have some right over-
context: And instead, you played and made a mess!\No dinner tonight.\Yes, ma'am.\Me, too?\It's all clean now.\Thank you.\But your clothes are soaked.\That's okay. I have some right over- response:	Oh, I know what we can do!
context: No dinner tonight.\Yes, ma'am.\Me, too?\It's all clean now.\Thank you.\But your clothes are soaked.\That's okay. I have some right over-\Oh, I know what we can do! response:	This is...
context: Yes, ma'am.\Me, too?\It's all clean now.\Thank you.\But your clothes are soaked.\That's okay. I have some right over-\Oh, I know what we can do!\This is... response:	Embarrassing...
context: Me, too?\It's all clean now.\Thank you.\But your clothes are soaked.\That's okay. I have some right over-\Oh, I know what we can do!\This is...\Embarrassing... response:	Not at all!
context: It's all clean now.\Thank you.\But your clothes are soaked.\That's okay. I have some right over-\Oh, I know what we can do!\This is...\Embarrassing...\Not at all! response:	Ah, how dazzling you are!
context: Thank you.\But your clothes are soaked.\That's okay. I have some right over-\Oh, I know what we can do!\This is...\Embarrassing...\Not at all!\Ah, how dazzling you are! response:	Thank you, Sister Yumina.
context: But your clothes are soaked.\That's okay. I have some right over-\Oh, I know what we can do!\This is...\Embarrassing...\Not at all!\Ah, how dazzling you are!\Thank you, Sister Yumina. response:	I'll wash them before I return them.
context: That's okay. I have some right over-\Oh, I know what we can do!\This is...\Embarrassing...\Not at all!\Ah, how dazzling you are!\Thank you, Sister Yumina.\I'll wash them before I return them. response:	No, you can have them!
context: Oh, I know what we can do!\This is...\Embarrassing...\Not at all!\Ah, how dazzling you are!\Thank you, Sister Yumina.\I'll wash them before I return them.\No, you can have them! response:	They're too big for the kids,
context: This is...\Embarrassing...\Not at all!\Ah, how dazzling you are!\Thank you, Sister Yumina.\I'll wash them before I return them.\No, you can have them!\They're too big for the kids, response:	and I can't imagine anyone who would look so dazzling in them!
context: Embarrassing...\Not at all!\Ah, how dazzling you are!\Thank you, Sister Yumina.\I'll wash them before I return them.\No, you can have them!\They're too big for the kids,\and I can't imagine anyone who would look so dazzling in them! response:	I'm sorry, Kanata.
context: Not at all!\Ah, how dazzling you are!\Thank you, Sister Yumina.\I'll wash them before I return them.\No, you can have them!\They're too big for the kids,\and I can't imagine anyone who would look so dazzling in them!\I'm sorry, Kanata. response:	Will you play with us again?
context: Ah, how dazzling you are!\Thank you, Sister Yumina.\I'll wash them before I return them.\No, you can have them!\They're too big for the kids,\and I can't imagine anyone who would look so dazzling in them!\I'm sorry, Kanata.\Will you play with us again? response:	Yes.
context: Thank you, Sister Yumina.\I'll wash them before I return them.\No, you can have them!\They're too big for the kids,\and I can't imagine anyone who would look so dazzling in them!\I'm sorry, Kanata.\Will you play with us again?\Yes. response:	Come back again soon, okay, Seiya?
context: I'll wash them before I return them.\No, you can have them!\They're too big for the kids,\and I can't imagine anyone who would look so dazzling in them!\I'm sorry, Kanata.\Will you play with us again?\Yes.\Come back again soon, okay, Seiya? response:	I- I...
context: No, you can have them!\They're too big for the kids,\and I can't imagine anyone who would look so dazzling in them!\I'm sorry, Kanata.\Will you play with us again?\Yes.\Come back again soon, okay, Seiya?\I- I... response:	Maybe when I'm bored.
context: They're too big for the kids,\and I can't imagine anyone who would look so dazzling in them!\I'm sorry, Kanata.\Will you play with us again?\Yes.\Come back again soon, okay, Seiya?\I- I...\Maybe when I'm bored. response:	Then, please excuse us.
context: and I can't imagine anyone who would look so dazzling in them!\I'm sorry, Kanata.\Will you play with us again?\Yes.\Come back again soon, okay, Seiya?\I- I...\Maybe when I'm bored.\Then, please excuse us. response:	May the blessings of all be upon you.
context: I'm sorry, Kanata.\Will you play with us again?\Yes.\Come back again soon, okay, Seiya?\I- I...\Maybe when I'm bored.\Then, please excuse us.\May the blessings of all be upon you. response:	Th- Thank you very much.
context: Will you play with us again?\Yes.\Come back again soon, okay, Seiya?\I- I...\Maybe when I'm bored.\Then, please excuse us.\May the blessings of all be upon you.\Th- Thank you very much. response:	Now then, I need to clean up.
context: Yes.\Come back again soon, okay, Seiya?\I- I...\Maybe when I'm bored.\Then, please excuse us.\May the blessings of all be upon you.\Th- Thank you very much.\Now then, I need to clean up. response:	I forgot...
context: Come back again soon, okay, Seiya?\I- I...\Maybe when I'm bored.\Then, please excuse us.\May the blessings of all be upon you.\Th- Thank you very much.\Now then, I need to clean up.\I forgot... response:	The bathroom...
context: I- I...\Maybe when I'm bored.\Then, please excuse us.\May the blessings of all be upon you.\Th- Thank you very much.\Now then, I need to clean up.\I forgot...\The bathroom... response:	I'm going to wet myself...
context: Maybe when I'm bored.\Then, please excuse us.\May the blessings of all be upon you.\Th- Thank you very much.\Now then, I need to clean up.\I forgot...\The bathroom...\I'm going to wet myself... response:	Someone... Please...
context: Then, please excuse us.\May the blessings of all be upon you.\Th- Thank you very much.\Now then, I need to clean up.\I forgot...\The bathroom...\I'm going to wet myself...\Someone... Please... response:	Please...
context: May the blessings of all be upon you.\Th- Thank you very much.\Now then, I need to clean up.\I forgot...\The bathroom...\I'm going to wet myself...\Someone... Please...\Please... response:	Seriously, those old geezers!
context: Th- Thank you very much.\Now then, I need to clean up.\I forgot...\The bathroom...\I'm going to wet myself...\Someone... Please...\Please...\Seriously, those old geezers! response:	What happened to you, Kana-
context: Now then, I need to clean up.\I forgot...\The bathroom...\I'm going to wet myself...\Someone... Please...\Please...\Seriously, those old geezers!\What happened to you, Kana- response:	Rio... Please...
context: I forgot...\The bathroom...\I'm going to wet myself...\Someone... Please...\Please...\Seriously, those old geezers!\What happened to you, Kana-\Rio... Please... response:	Save me... Please...
context: The bathroom...\I'm going to wet myself...\Someone... Please...\Please...\Seriously, those old geezers!\What happened to you, Kana-\Rio... Please...\Save me... Please... response:	What's wrong, Kanata?
context: I'm going to wet myself...\Someone... Please...\Please...\Seriously, those old geezers!\What happened to you, Kana-\Rio... Please...\Save me... Please...\What's wrong, Kanata? response:	I can't hold it...
context: Someone... Please...\Please...\Seriously, those old geezers!\What happened to you, Kana-\Rio... Please...\Save me... Please...\What's wrong, Kanata?\I can't hold it... response:	I'm going to wet myself!
context: Please...\Seriously, those old geezers!\What happened to you, Kana-\Rio... Please...\Save me... Please...\What's wrong, Kanata?\I can't hold it...\I'm going to wet myself! response:	Hurry up and do it! You'll get sick!
context: Seriously, those old geezers!\What happened to you, Kana-\Rio... Please...\Save me... Please...\What's wrong, Kanata?\I can't hold it...\I'm going to wet myself!\Hurry up and do it! You'll get sick! response:	Thank you very much!
context: What happened to you, Kana-\Rio... Please...\Save me... Please...\What's wrong, Kanata?\I can't hold it...\I'm going to wet myself!\Hurry up and do it! You'll get sick!\Thank you very much! response:	She was holding it in this whole time?
context: Rio... Please...\Save me... Please...\What's wrong, Kanata?\I can't hold it...\I'm going to wet myself!\Hurry up and do it! You'll get sick!\Thank you very much!\She was holding it in this whole time? response:	She really does do whatever she's told.
context: Save me... Please...\What's wrong, Kanata?\I can't hold it...\I'm going to wet myself!\Hurry up and do it! You'll get sick!\Thank you very much!\She was holding it in this whole time?\She really does do whatever she's told. response:	What's wrong?
context: What's wrong, Kanata?\I can't hold it...\I'm going to wet myself!\Hurry up and do it! You'll get sick!\Thank you very much!\She was holding it in this whole time?\She really does do whatever she's told.\What's wrong? response:	I'm okay!
context: I can't hold it...\I'm going to wet myself!\Hurry up and do it! You'll get sick!\Thank you very much!\She was holding it in this whole time?\She really does do whatever she's told.\What's wrong?\I'm okay! response:	Kanata!
context: I'm going to wet myself!\Hurry up and do it! You'll get sick!\Thank you very much!\She was holding it in this whole time?\She really does do whatever she's told.\What's wrong?\I'm okay!\Kanata! response:	No... I can't...
context: Hurry up and do it! You'll get sick!\Thank you very much!\She was holding it in this whole time?\She really does do whatever she's told.\What's wrong?\I'm okay!\Kanata!\No... I can't... response:	I can't move at all!
context: Thank you very much!\She was holding it in this whole time?\She really does do whatever she's told.\What's wrong?\I'm okay!\Kanata!\No... I can't...\I can't move at all! response:	Seriously, these people have horrible timing.
context: She was holding it in this whole time?\She really does do whatever she's told.\What's wrong?\I'm okay!\Kanata!\No... I can't...\I can't move at all!\Seriously, these people have horrible timing. response:	Hello?
context: She really does do whatever she's told.\What's wrong?\I'm okay!\Kanata!\No... I can't...\I can't move at all!\Seriously, these people have horrible timing.\Hello? response:	This is Master Sergeant Rio Kazumiya of Platoon 1121 of the Army of the Republic of Helvetia.
context: What's wrong?\I'm okay!\Kanata!\No... I can't...\I can't move at all!\Seriously, these people have horrible timing.\Hello?\This is Master Sergeant Rio Kazumiya of Platoon 1121 of the Army of the Republic of Helvetia. response:	It's been a long time.
context: I'm okay!\Kanata!\No... I can't...\I can't move at all!\Seriously, these people have horrible timing.\Hello?\This is Master Sergeant Rio Kazumiya of Platoon 1121 of the Army of the Republic of Helvetia.\It's been a long time. response:	I heard we would be confirming your line, so I insisted -
context: Kanata!\No... I can't...\I can't move at all!\Seriously, these people have horrible timing.\Hello?\This is Master Sergeant Rio Kazumiya of Platoon 1121 of the Army of the Republic of Helvetia.\It's been a long time.\I heard we would be confirming your line, so I insisted - response:	Are you running away?
context: No... I can't...\I can't move at all!\Seriously, these people have horrible timing.\Hello?\This is Master Sergeant Rio Kazumiya of Platoon 1121 of the Army of the Republic of Helvetia.\It's been a long time.\I heard we would be confirming your line, so I insisted -\Are you running away? response:	No!
context: I can't move at all!\Seriously, these people have horrible timing.\Hello?\This is Master Sergeant Rio Kazumiya of Platoon 1121 of the Army of the Republic of Helvetia.\It's been a long time.\I heard we would be confirming your line, so I insisted -\Are you running away?\No! response:	I am not running away!
context: Seriously, these people have horrible timing.\Hello?\This is Master Sergeant Rio Kazumiya of Platoon 1121 of the Army of the Republic of Helvetia.\It's been a long time.\I heard we would be confirming your line, so I insisted -\Are you running away?\No!\I am not running away! response:	I know.
context: Hello?\This is Master Sergeant Rio Kazumiya of Platoon 1121 of the Army of the Republic of Helvetia.\It's been a long time.\I heard we would be confirming your line, so I insisted -\Are you running away?\No!\I am not running away!\I know. response:	You simply haven't forgiven me.
context: This is Master Sergeant Rio Kazumiya of Platoon 1121 of the Army of the Republic of Helvetia.\It's been a long time.\I heard we would be confirming your line, so I insisted -\Are you running away?\No!\I am not running away!\I know.\You simply haven't forgiven me. response:	After this long. What do you want now?
context: It's been a long time.\I heard we would be confirming your line, so I insisted -\Are you running away?\No!\I am not running away!\I know.\You simply haven't forgiven me.\After this long. What do you want now? response:	Please! I want you to save this country! To save Helvetia!
context: I heard we would be confirming your line, so I insisted -\Are you running away?\No!\I am not running away!\I know.\You simply haven't forgiven me.\After this long. What do you want now?\Please! I want you to save this country! To save Helvetia! response:	Good morning, Kanata.
context: Are you running away?\No!\I am not running away!\I know.\You simply haven't forgiven me.\After this long. What do you want now?\Please! I want you to save this country! To save Helvetia!\Good morning, Kanata. response:	Noel, have you been in there since morning?
context: No!\I am not running away!\I know.\You simply haven't forgiven me.\After this long. What do you want now?\Please! I want you to save this country! To save Helvetia!\Good morning, Kanata.\Noel, have you been in there since morning? response:	Yes. I sleep well in the bathroom.
context: I am not running away!\I know.\You simply haven't forgiven me.\After this long. What do you want now?\Please! I want you to save this country! To save Helvetia!\Good morning, Kanata.\Noel, have you been in there since morning?\Yes. I sleep well in the bathroom. response:	No...
context: I know.\You simply haven't forgiven me.\After this long. What do you want now?\Please! I want you to save this country! To save Helvetia!\Good morning, Kanata.\Noel, have you been in there since morning?\Yes. I sleep well in the bathroom.\No... response:	We're ho- my, Kanata, what cute clothes you're wearing!
context: You simply haven't forgiven me.\After this long. What do you want now?\Please! I want you to save this country! To save Helvetia!\Good morning, Kanata.\Noel, have you been in there since morning?\Yes. I sleep well in the bathroom.\No...\We're ho- my, Kanata, what cute clothes you're wearing! response:	What are you two doing in the hallway?
context: After this long. What do you want now?\Please! I want you to save this country! To save Helvetia!\Good morning, Kanata.\Noel, have you been in there since morning?\Yes. I sleep well in the bathroom.\No...\We're ho- my, Kanata, what cute clothes you're wearing!\What are you two doing in the hallway? response:	Kanata fell down. Can't get up.
context: Please! I want you to save this country! To save Helvetia!\Good morning, Kanata.\Noel, have you been in there since morning?\Yes. I sleep well in the bathroom.\No...\We're ho- my, Kanata, what cute clothes you're wearing!\What are you two doing in the hallway?\Kanata fell down. Can't get up. response:	Is she hurt?
context: Good morning, Kanata.\Noel, have you been in there since morning?\Yes. I sleep well in the bathroom.\No...\We're ho- my, Kanata, what cute clothes you're wearing!\What are you two doing in the hallway?\Kanata fell down. Can't get up.\Is she hurt? response:	Then why don't you just stand up?
context: Noel, have you been in there since morning?\Yes. I sleep well in the bathroom.\No...\We're ho- my, Kanata, what cute clothes you're wearing!\What are you two doing in the hallway?\Kanata fell down. Can't get up.\Is she hurt?\Then why don't you just stand up? response:	Guess we can't help it.
context: Yes. I sleep well in the bathroom.\No...\We're ho- my, Kanata, what cute clothes you're wearing!\What are you two doing in the hallway?\Kanata fell down. Can't get up.\Is she hurt?\Then why don't you just stand up?\Guess we can't help it. response:	You're just so spoiled.
context: No...\We're ho- my, Kanata, what cute clothes you're wearing!\What are you two doing in the hallway?\Kanata fell down. Can't get up.\Is she hurt?\Then why don't you just stand up?\Guess we can't help it.\You're just so spoiled. response:	No... Don't...
context: We're ho- my, Kanata, what cute clothes you're wearing!\What are you two doing in the hallway?\Kanata fell down. Can't get up.\Is she hurt?\Then why don't you just stand up?\Guess we can't help it.\You're just so spoiled.\No... Don't... response:	One, two...
context: What are you two doing in the hallway?\Kanata fell down. Can't get up.\Is she hurt?\Then why don't you just stand up?\Guess we can't help it.\You're just so spoiled.\No... Don't...\One, two... response:	No!
context: Kanata fell down. Can't get up.\Is she hurt?\Then why don't you just stand up?\Guess we can't help it.\You're just so spoiled.\No... Don't...\One, two...\No! response:	Love and friendship - put these feelings together
context: Is she hurt?\Then why don't you just stand up?\Guess we can't help it.\You're just so spoiled.\No... Don't...\One, two...\No!\Love and friendship - put these feelings together response:	And sing of how important they are
context: Then why don't you just stand up?\Guess we can't help it.\You're just so spoiled.\No... Don't...\One, two...\No!\Love and friendship - put these feelings together\And sing of how important they are response:	I was so happy that I cried
context: Guess we can't help it.\You're just so spoiled.\No... Don't...\One, two...\No!\Love and friendship - put these feelings together\And sing of how important they are\I was so happy that I cried response:	It hurt so bad that I laughed
context: You're just so spoiled.\No... Don't...\One, two...\No!\Love and friendship - put these feelings together\And sing of how important they are\I was so happy that I cried\It hurt so bad that I laughed response:	But that all just goes to show that I'm alive
context: No... Don't...\One, two...\No!\Love and friendship - put these feelings together\And sing of how important they are\I was so happy that I cried\It hurt so bad that I laughed\But that all just goes to show that I'm alive response:	Let's just walk it slowly
context: One, two...\No!\Love and friendship - put these feelings together\And sing of how important they are\I was so happy that I cried\It hurt so bad that I laughed\But that all just goes to show that I'm alive\Let's just walk it slowly response:	Everybody singing!
context: No!\Love and friendship - put these feelings together\And sing of how important they are\I was so happy that I cried\It hurt so bad that I laughed\But that all just goes to show that I'm alive\Let's just walk it slowly\Everybody singing! response:	Just tell me a bit of what you think
context: Love and friendship - put these feelings together\And sing of how important they are\I was so happy that I cried\It hurt so bad that I laughed\But that all just goes to show that I'm alive\Let's just walk it slowly\Everybody singing!\Just tell me a bit of what you think response:	You're just my friend!
context: And sing of how important they are\I was so happy that I cried\It hurt so bad that I laughed\But that all just goes to show that I'm alive\Let's just walk it slowly\Everybody singing!\Just tell me a bit of what you think\You're just my friend! response:	Love and friendship - even though they might waver
context: I was so happy that I cried\It hurt so bad that I laughed\But that all just goes to show that I'm alive\Let's just walk it slowly\Everybody singing!\Just tell me a bit of what you think\You're just my friend!\Love and friendship - even though they might waver response:	I know, you know, little happy
context: It hurt so bad that I laughed\But that all just goes to show that I'm alive\Let's just walk it slowly\Everybody singing!\Just tell me a bit of what you think\You're just my friend!\Love and friendship - even though they might waver\I know, you know, little happy response:	I want us to echo on forever
context: But that all just goes to show that I'm alive\Let's just walk it slowly\Everybody singing!\Just tell me a bit of what you think\You're just my friend!\Love and friendship - even though they might waver\I know, you know, little happy\I want us to echo on forever response:	Can you hear my precious note?
context: Let's just walk it slowly\Everybody singing!\Just tell me a bit of what you think\You're just my friend!\Love and friendship - even though they might waver\I know, you know, little happy\I want us to echo on forever\Can you hear my precious note? response:	All these words that there are can't even describe it.
context: Everybody singing!\Just tell me a bit of what you think\You're just my friend!\Love and friendship - even though they might waver\I know, you know, little happy\I want us to echo on forever\Can you hear my precious note?\All these words that there are can't even describe it. response:	Our harmony
context: Just tell me a bit of what you think\You're just my friend!\Love and friendship - even though they might waver\I know, you know, little happy\I want us to echo on forever\Can you hear my precious note?\All these words that there are can't even describe it.\Our harmony response:	Can you hear it? Our harmony
context: You're just my friend!\Love and friendship - even though they might waver\I know, you know, little happy\I want us to echo on forever\Can you hear my precious note?\All these words that there are can't even describe it.\Our harmony\Can you hear it? Our harmony response:	Next time: After a Typhoon - Illusion and Reality.
