context: Silver Thread response:	Lion King Touji Souya versus Kai Shimada 8th-Dan
context: The fried wrapping is too sweet! It's not candy!\But this one has minced pickled wasabi in it.\Ugh! When the flavors change, I can't stop eating them!\If I get fat, somebody will be in trouble.\Even if you say that...\You follow me home, eat my food, and then complain?\Is that so.\And vegetables in the second layer... response:	Simmered chicken and vegetables? Old hags!
context: But this one has minced pickled wasabi in it.\Ugh! When the flavors change, I can't stop eating them!\If I get fat, somebody will be in trouble.\Even if you say that...\You follow me home, eat my food, and then complain?\Is that so.\And vegetables in the second layer...\Simmered chicken and vegetables? Old hags! response:	Man, that's a hard sell.
context: Ugh! When the flavors change, I can't stop eating them!\If I get fat, somebody will be in trouble.\Even if you say that...\You follow me home, eat my food, and then complain?\Is that so.\And vegetables in the second layer...\Simmered chicken and vegetables? Old hags!\Man, that's a hard sell. response:	Like, See how domestic I am?
context: If I get fat, somebody will be in trouble.\Even if you say that...\You follow me home, eat my food, and then complain?\Is that so.\And vegetables in the second layer...\Simmered chicken and vegetables? Old hags!\Man, that's a hard sell.\Like, See how domestic I am? response:	Like, This is just what a boy living on his own hankers for, isn't it?
context: Even if you say that...\You follow me home, eat my food, and then complain?\Is that so.\And vegetables in the second layer...\Simmered chicken and vegetables? Old hags!\Man, that's a hard sell.\Like, See how domestic I am?\Like, This is just what a boy living on his own hankers for, isn't it? response:	So there's okra and broccoli...
context: You follow me home, eat my food, and then complain?\Is that so.\And vegetables in the second layer...\Simmered chicken and vegetables? Old hags!\Man, that's a hard sell.\Like, See how domestic I am?\Like, This is just what a boy living on his own hankers for, isn't it?\So there's okra and broccoli... response:	Boiled with sesame oil and salt... Korean-style seasonings, huh?
context: Is that so.\And vegetables in the second layer...\Simmered chicken and vegetables? Old hags!\Man, that's a hard sell.\Like, See how domestic I am?\Like, This is just what a boy living on his own hankers for, isn't it?\So there's okra and broccoli...\Boiled with sesame oil and salt... Korean-style seasonings, huh? response:	Crunch Crunch
context: And vegetables in the second layer...\Simmered chicken and vegetables? Old hags!\Man, that's a hard sell.\Like, See how domestic I am?\Like, This is just what a boy living on his own hankers for, isn't it?\So there's okra and broccoli...\Boiled with sesame oil and salt... Korean-style seasonings, huh?\Crunch Crunch response:	Munch Munch
context: Simmered chicken and vegetables? Old hags!\Man, that's a hard sell.\Like, See how domestic I am?\Like, This is just what a boy living on his own hankers for, isn't it?\So there's okra and broccoli...\Boiled with sesame oil and salt... Korean-style seasonings, huh?\Crunch Crunch\Munch Munch response:	Lick
context: Man, that's a hard sell.\Like, See how domestic I am?\Like, This is just what a boy living on his own hankers for, isn't it?\So there's okra and broccoli...\Boiled with sesame oil and salt... Korean-style seasonings, huh?\Crunch Crunch\Munch Munch\Lick response:	Sis, you'd better be getting home. Mom probably has dinner...
context: Like, See how domestic I am?\Like, This is just what a boy living on his own hankers for, isn't it?\So there's okra and broccoli...\Boiled with sesame oil and salt... Korean-style seasonings, huh?\Crunch Crunch\Munch Munch\Lick\Sis, you'd better be getting home. Mom probably has dinner... response:	I can't move.
context: Like, This is just what a boy living on his own hankers for, isn't it?\So there's okra and broccoli...\Boiled with sesame oil and salt... Korean-style seasonings, huh?\Crunch Crunch\Munch Munch\Lick\Sis, you'd better be getting home. Mom probably has dinner...\I can't move. response:	My skirt is too tight!
context: So there's okra and broccoli...\Boiled with sesame oil and salt... Korean-style seasonings, huh?\Crunch Crunch\Munch Munch\Lick\Sis, you'd better be getting home. Mom probably has dinner...\I can't move.\My skirt is too tight! response:	I-It hurts.
context: Boiled with sesame oil and salt... Korean-style seasonings, huh?\Crunch Crunch\Munch Munch\Lick\Sis, you'd better be getting home. Mom probably has dinner...\I can't move.\My skirt is too tight!\I-It hurts. response:	Now that I'm full, I feel sleepy.
context: Crunch Crunch\Munch Munch\Lick\Sis, you'd better be getting home. Mom probably has dinner...\I can't move.\My skirt is too tight!\I-It hurts.\Now that I'm full, I feel sleepy. response:	Rei, let me borrow your clothes. Do you have any sweatshirts?
context: Munch Munch\Lick\Sis, you'd better be getting home. Mom probably has dinner...\I can't move.\My skirt is too tight!\I-It hurts.\Now that I'm full, I feel sleepy.\Rei, let me borrow your clothes. Do you have any sweatshirts? response:	I'm going to bed.
context: Lick\Sis, you'd better be getting home. Mom probably has dinner...\I can't move.\My skirt is too tight!\I-It hurts.\Now that I'm full, I feel sleepy.\Rei, let me borrow your clothes. Do you have any sweatshirts?\I'm going to bed. response:	Didn't Dad just get mad at you? Go home!
context: Sis, you'd better be getting home. Mom probably has dinner...\I can't move.\My skirt is too tight!\I-It hurts.\Now that I'm full, I feel sleepy.\Rei, let me borrow your clothes. Do you have any sweatshirts?\I'm going to bed.\Didn't Dad just get mad at you? Go home! response:	Shut up already. Jeez.
context: I can't move.\My skirt is too tight!\I-It hurts.\Now that I'm full, I feel sleepy.\Rei, let me borrow your clothes. Do you have any sweatshirts?\I'm going to bed.\Didn't Dad just get mad at you? Go home!\Shut up already. Jeez. response:	I'll just call them later, all right?
context: My skirt is too tight!\I-It hurts.\Now that I'm full, I feel sleepy.\Rei, let me borrow your clothes. Do you have any sweatshirts?\I'm going to bed.\Didn't Dad just get mad at you? Go home!\Shut up already. Jeez.\I'll just call them later, all right? response:	Don't go digging around opening stuff!
context: I-It hurts.\Now that I'm full, I feel sleepy.\Rei, let me borrow your clothes. Do you have any sweatshirts?\I'm going to bed.\Didn't Dad just get mad at you? Go home!\Shut up already. Jeez.\I'll just call them later, all right?\Don't go digging around opening stuff! response:	Toss Toss
context: Now that I'm full, I feel sleepy.\Rei, let me borrow your clothes. Do you have any sweatshirts?\I'm going to bed.\Didn't Dad just get mad at you? Go home!\Shut up already. Jeez.\I'll just call them later, all right?\Don't go digging around opening stuff!\Toss Toss response:	Toss
context: Rei, let me borrow your clothes. Do you have any sweatshirts?\I'm going to bed.\Didn't Dad just get mad at you? Go home!\Shut up already. Jeez.\I'll just call them later, all right?\Don't go digging around opening stuff!\Toss Toss\Toss response:	Swish
context: I'm going to bed.\Didn't Dad just get mad at you? Go home!\Shut up already. Jeez.\I'll just call them later, all right?\Don't go digging around opening stuff!\Toss Toss\Toss\Swish response:	For crying out loud!
context: Didn't Dad just get mad at you? Go home!\Shut up already. Jeez.\I'll just call them later, all right?\Don't go digging around opening stuff!\Toss Toss\Toss\Swish\For crying out loud! response:	I finally feel better.
context: Shut up already. Jeez.\I'll just call them later, all right?\Don't go digging around opening stuff!\Toss Toss\Toss\Swish\For crying out loud!\I finally feel better. response:	Hey, which girl?
context: I'll just call them later, all right?\Don't go digging around opening stuff!\Toss Toss\Toss\Swish\For crying out loud!\I finally feel better.\Hey, which girl? response:	What?
context: Don't go digging around opening stuff!\Toss Toss\Toss\Swish\For crying out loud!\I finally feel better.\Hey, which girl?\What? response:	The middle-schooler?
context: Toss Toss\Toss\Swish\For crying out loud!\I finally feel better.\Hey, which girl?\What?\The middle-schooler? response:	Or don't tell me...
context: Toss\Swish\For crying out loud!\I finally feel better.\Hey, which girl?\What?\The middle-schooler?\Or don't tell me... response:	Not the housewife, right?
context: Swish\For crying out loud!\I finally feel better.\Hey, which girl?\What?\The middle-schooler?\Or don't tell me...\Not the housewife, right? response:	Excuse me?
context: For crying out loud!\I finally feel better.\Hey, which girl?\What?\The middle-schooler?\Or don't tell me...\Not the housewife, right?\Excuse me? response:	What are you talking about?
context: I finally feel better.\Hey, which girl?\What?\The middle-schooler?\Or don't tell me...\Not the housewife, right?\Excuse me?\What are you talking about? response:	The housewife...
context: Hey, which girl?\What?\The middle-schooler?\Or don't tell me...\Not the housewife, right?\Excuse me?\What are you talking about?\The housewife... response:	Maybe you're referring to Akari?
context: What?\The middle-schooler?\Or don't tell me...\Not the housewife, right?\Excuse me?\What are you talking about?\The housewife...\Maybe you're referring to Akari? response:	So her name's Akari.
context: The middle-schooler?\Or don't tell me...\Not the housewife, right?\Excuse me?\What are you talking about?\The housewife...\Maybe you're referring to Akari?\So her name's Akari. response:	Not that I care.
context: Or don't tell me...\Not the housewife, right?\Excuse me?\What are you talking about?\The housewife...\Maybe you're referring to Akari?\So her name's Akari.\Not that I care. response:	She was carrying her little sister.
context: Not the housewife, right?\Excuse me?\What are you talking about?\The housewife...\Maybe you're referring to Akari?\So her name's Akari.\Not that I care.\She was carrying her little sister. response:	W-Witch?
context: Excuse me?\What are you talking about?\The housewife...\Maybe you're referring to Akari?\So her name's Akari.\Not that I care.\She was carrying her little sister.\W-Witch? response:	What?
context: What are you talking about?\The housewife...\Maybe you're referring to Akari?\So her name's Akari.\Not that I care.\She was carrying her little sister.\W-Witch?\What? response:	Those three are sisters.
context: The housewife...\Maybe you're referring to Akari?\So her name's Akari.\Not that I care.\She was carrying her little sister.\W-Witch?\What?\Those three are sisters. response:	These Three
context: Maybe you're referring to Akari?\So her name's Akari.\Not that I care.\She was carrying her little sister.\W-Witch?\What?\Those three are sisters.\These Three response:	What?
context: So her name's Akari.\Not that I care.\She was carrying her little sister.\W-Witch?\What?\Those three are sisters.\These Three\What? response:	Incidentally, I don't think Akari is that much older than you, Sis.
context: Not that I care.\She was carrying her little sister.\W-Witch?\What?\Those three are sisters.\These Three\What?\Incidentally, I don't think Akari is that much older than you, Sis. response:	What?
context: She was carrying her little sister.\W-Witch?\What?\Those three are sisters.\These Three\What?\Incidentally, I don't think Akari is that much older than you, Sis.\What? response:	No way!
context: W-Witch?\What?\Those three are sisters.\These Three\What?\Incidentally, I don't think Akari is that much older than you, Sis.\What?\No way! response:	Then, which one?
context: What?\Those three are sisters.\These Three\What?\Incidentally, I don't think Akari is that much older than you, Sis.\What?\No way!\Then, which one? response:	The middle-schooler or the old wo... the oldest sister?
context: Those three are sisters.\These Three\What?\Incidentally, I don't think Akari is that much older than you, Sis.\What?\No way!\Then, which one?\The middle-schooler or the old wo... the oldest sister? response:	Which? Why would you think it'd be like that?
context: These Three\What?\Incidentally, I don't think Akari is that much older than you, Sis.\What?\No way!\Then, which one?\The middle-schooler or the old wo... the oldest sister?\Which? Why would you think it'd be like that? response:	It's neither of them. Did you call her an old wo...?
context: What?\Incidentally, I don't think Akari is that much older than you, Sis.\What?\No way!\Then, which one?\The middle-schooler or the old wo... the oldest sister?\Which? Why would you think it'd be like that?\It's neither of them. Did you call her an old wo...? response:	Then, don't tell me it's the kindergartener.
context: Incidentally, I don't think Akari is that much older than you, Sis.\What?\No way!\Then, which one?\The middle-schooler or the old wo... the oldest sister?\Which? Why would you think it'd be like that?\It's neither of them. Did you call her an old wo...?\Then, don't tell me it's the kindergartener. response:	You pervert!
context: What?\No way!\Then, which one?\The middle-schooler or the old wo... the oldest sister?\Which? Why would you think it'd be like that?\It's neither of them. Did you call her an old wo...?\Then, don't tell me it's the kindergartener.\You pervert! response:	Look, just go home already!
context: No way!\Then, which one?\The middle-schooler or the old wo... the oldest sister?\Which? Why would you think it'd be like that?\It's neither of them. Did you call her an old wo...?\Then, don't tell me it's the kindergartener.\You pervert!\Look, just go home already! response:	I'm telling you,
context: Then, which one?\The middle-schooler or the old wo... the oldest sister?\Which? Why would you think it'd be like that?\It's neither of them. Did you call her an old wo...?\Then, don't tell me it's the kindergartener.\You pervert!\Look, just go home already!\I'm telling you, response:	I'm at Rei's place!
context: The middle-schooler or the old wo... the oldest sister?\Which? Why would you think it'd be like that?\It's neither of them. Did you call her an old wo...?\Then, don't tell me it's the kindergartener.\You pervert!\Look, just go home already!\I'm telling you,\I'm at Rei's place! response:	You don't have a problem if I'm really at Rei's place, right?
context: Which? Why would you think it'd be like that?\It's neither of them. Did you call her an old wo...?\Then, don't tell me it's the kindergartener.\You pervert!\Look, just go home already!\I'm telling you,\I'm at Rei's place!\You don't have a problem if I'm really at Rei's place, right? response:	Even if you say that, the last train is long gone!
context: It's neither of them. Did you call her an old wo...?\Then, don't tell me it's the kindergartener.\You pervert!\Look, just go home already!\I'm telling you,\I'm at Rei's place!\You don't have a problem if I'm really at Rei's place, right?\Even if you say that, the last train is long gone! response:	Rei.
context: Then, don't tell me it's the kindergartener.\You pervert!\Look, just go home already!\I'm telling you,\I'm at Rei's place!\You don't have a problem if I'm really at Rei's place, right?\Even if you say that, the last train is long gone!\Rei. response:	Jeez, what the hell? Why can't he trust his own daughter?
context: You pervert!\Look, just go home already!\I'm telling you,\I'm at Rei's place!\You don't have a problem if I'm really at Rei's place, right?\Even if you say that, the last train is long gone!\Rei.\Jeez, what the hell? Why can't he trust his own daughter? response:	Grr Grrr
context: Look, just go home already!\I'm telling you,\I'm at Rei's place!\You don't have a problem if I'm really at Rei's place, right?\Even if you say that, the last train is long gone!\Rei.\Jeez, what the hell? Why can't he trust his own daughter?\Grr Grrr response:	I don't understand Kyouko anymore!
context: I'm telling you,\I'm at Rei's place!\You don't have a problem if I'm really at Rei's place, right?\Even if you say that, the last train is long gone!\Rei.\Jeez, what the hell? Why can't he trust his own daughter?\Grr Grrr\I don't understand Kyouko anymore! response:	Yes, me neither. We sure agree on that sense, Dad.
context: I'm at Rei's place!\You don't have a problem if I'm really at Rei's place, right?\Even if you say that, the last train is long gone!\Rei.\Jeez, what the hell? Why can't he trust his own daughter?\Grr Grrr\I don't understand Kyouko anymore!\Yes, me neither. We sure agree on that sense, Dad. response:	Sis, what are you going to do?
context: You don't have a problem if I'm really at Rei's place, right?\Even if you say that, the last train is long gone!\Rei.\Jeez, what the hell? Why can't he trust his own daughter?\Grr Grrr\I don't understand Kyouko anymore!\Yes, me neither. We sure agree on that sense, Dad.\Sis, what are you going to do? response:	Dad's worried about you.
context: Even if you say that, the last train is long gone!\Rei.\Jeez, what the hell? Why can't he trust his own daughter?\Grr Grrr\I don't understand Kyouko anymore!\Yes, me neither. We sure agree on that sense, Dad.\Sis, what are you going to do?\Dad's worried about you. response:	I don't really care.
context: Rei.\Jeez, what the hell? Why can't he trust his own daughter?\Grr Grrr\I don't understand Kyouko anymore!\Yes, me neither. We sure agree on that sense, Dad.\Sis, what are you going to do?\Dad's worried about you.\I don't really care. response:	Dad's always out of sync about something.
context: Jeez, what the hell? Why can't he trust his own daughter?\Grr Grrr\I don't understand Kyouko anymore!\Yes, me neither. We sure agree on that sense, Dad.\Sis, what are you going to do?\Dad's worried about you.\I don't really care.\Dad's always out of sync about something. response:	He said, If you have a boyfriend who's taking care of you,
context: Grr Grrr\I don't understand Kyouko anymore!\Yes, me neither. We sure agree on that sense, Dad.\Sis, what are you going to do?\Dad's worried about you.\I don't really care.\Dad's always out of sync about something.\He said, If you have a boyfriend who's taking care of you, response:	then bring him to the house so I can meet him.
context: I don't understand Kyouko anymore!\Yes, me neither. We sure agree on that sense, Dad.\Sis, what are you going to do?\Dad's worried about you.\I don't really care.\Dad's always out of sync about something.\He said, If you have a boyfriend who's taking care of you,\then bring him to the house so I can meet him. response:	The man's 20 years older than me, married...
context: Yes, me neither. We sure agree on that sense, Dad.\Sis, what are you going to do?\Dad's worried about you.\I don't really care.\Dad's always out of sync about something.\He said, If you have a boyfriend who's taking care of you,\then bring him to the house so I can meet him.\The man's 20 years older than me, married... response:	and on top of that, he was Dad's former disciple.
context: Sis, what are you going to do?\Dad's worried about you.\I don't really care.\Dad's always out of sync about something.\He said, If you have a boyfriend who's taking care of you,\then bring him to the house so I can meet him.\The man's 20 years older than me, married...\and on top of that, he was Dad's former disciple. response:	There's no way I can bring him home.
context: Dad's worried about you.\I don't really care.\Dad's always out of sync about something.\He said, If you have a boyfriend who's taking care of you,\then bring him to the house so I can meet him.\The man's 20 years older than me, married...\and on top of that, he was Dad's former disciple.\There's no way I can bring him home. response:	Why did you choose a guy like that?
context: I don't really care.\Dad's always out of sync about something.\He said, If you have a boyfriend who's taking care of you,\then bring him to the house so I can meet him.\The man's 20 years older than me, married...\and on top of that, he was Dad's former disciple.\There's no way I can bring him home.\Why did you choose a guy like that? response:	I don't know. I want to ask myself the same question.
context: Dad's always out of sync about something.\He said, If you have a boyfriend who's taking care of you,\then bring him to the house so I can meet him.\The man's 20 years older than me, married...\and on top of that, he was Dad's former disciple.\There's no way I can bring him home.\Why did you choose a guy like that?\I don't know. I want to ask myself the same question. response:	That munchkin called me a witch.
context: He said, If you have a boyfriend who's taking care of you,\then bring him to the house so I can meet him.\The man's 20 years older than me, married...\and on top of that, he was Dad's former disciple.\There's no way I can bring him home.\Why did you choose a guy like that?\I don't know. I want to ask myself the same question.\That munchkin called me a witch. response:	If I really were a witch, I wouldn't have such pathetic hardships.
context: then bring him to the house so I can meet him.\The man's 20 years older than me, married...\and on top of that, he was Dad's former disciple.\There's no way I can bring him home.\Why did you choose a guy like that?\I don't know. I want to ask myself the same question.\That munchkin called me a witch.\If I really were a witch, I wouldn't have such pathetic hardships. response:	Tell me, Rei. What should I do?
context: The man's 20 years older than me, married...\and on top of that, he was Dad's former disciple.\There's no way I can bring him home.\Why did you choose a guy like that?\I don't know. I want to ask myself the same question.\That munchkin called me a witch.\If I really were a witch, I wouldn't have such pathetic hardships.\Tell me, Rei. What should I do? response:	I'm...
context: and on top of that, he was Dad's former disciple.\There's no way I can bring him home.\Why did you choose a guy like that?\I don't know. I want to ask myself the same question.\That munchkin called me a witch.\If I really were a witch, I wouldn't have such pathetic hardships.\Tell me, Rei. What should I do?\I'm... response:	In the darkness of that night,
context: There's no way I can bring him home.\Why did you choose a guy like that?\I don't know. I want to ask myself the same question.\That munchkin called me a witch.\If I really were a witch, I wouldn't have such pathetic hardships.\Tell me, Rei. What should I do?\I'm...\In the darkness of that night, response:	the glow from her phone's
context: Why did you choose a guy like that?\I don't know. I want to ask myself the same question.\That munchkin called me a witch.\If I really were a witch, I wouldn't have such pathetic hardships.\Tell me, Rei. What should I do?\I'm...\In the darkness of that night,\the glow from her phone's response:	small LCD screen faintly lit up her silhouette
context: I don't know. I want to ask myself the same question.\That munchkin called me a witch.\If I really were a witch, I wouldn't have such pathetic hardships.\Tell me, Rei. What should I do?\I'm...\In the darkness of that night,\the glow from her phone's\small LCD screen faintly lit up her silhouette response:	over and over and over again.
context: That munchkin called me a witch.\If I really were a witch, I wouldn't have such pathetic hardships.\Tell me, Rei. What should I do?\I'm...\In the darkness of that night,\the glow from her phone's\small LCD screen faintly lit up her silhouette\over and over and over again. response:	I watched it quietly.
context: If I really were a witch, I wouldn't have such pathetic hardships.\Tell me, Rei. What should I do?\I'm...\In the darkness of that night,\the glow from her phone's\small LCD screen faintly lit up her silhouette\over and over and over again.\I watched it quietly. response:	The room was dyed blue,
context: Tell me, Rei. What should I do?\I'm...\In the darkness of that night,\the glow from her phone's\small LCD screen faintly lit up her silhouette\over and over and over again.\I watched it quietly.\The room was dyed blue, response:	as if we were at the bottom of the sea.
context: I'm...\In the darkness of that night,\the glow from her phone's\small LCD screen faintly lit up her silhouette\over and over and over again.\I watched it quietly.\The room was dyed blue,\as if we were at the bottom of the sea. response:	It felt like all we did was sink that night.
context: In the darkness of that night,\the glow from her phone's\small LCD screen faintly lit up her silhouette\over and over and over again.\I watched it quietly.\The room was dyed blue,\as if we were at the bottom of the sea.\It felt like all we did was sink that night. response:	When she said, Well, see you around,
context: the glow from her phone's\small LCD screen faintly lit up her silhouette\over and over and over again.\I watched it quietly.\The room was dyed blue,\as if we were at the bottom of the sea.\It felt like all we did was sink that night.\When she said, Well, see you around, response:	I started to say Yeah, but then clammed up.
context: small LCD screen faintly lit up her silhouette\over and over and over again.\I watched it quietly.\The room was dyed blue,\as if we were at the bottom of the sea.\It felt like all we did was sink that night.\When she said, Well, see you around,\I started to say Yeah, but then clammed up. response:	Even though I felt torn that day when I left that house,
context: over and over and over again.\I watched it quietly.\The room was dyed blue,\as if we were at the bottom of the sea.\It felt like all we did was sink that night.\When she said, Well, see you around,\I started to say Yeah, but then clammed up.\Even though I felt torn that day when I left that house, response:	for my older sister...
context: I watched it quietly.\The room was dyed blue,\as if we were at the bottom of the sea.\It felt like all we did was sink that night.\When she said, Well, see you around,\I started to say Yeah, but then clammed up.\Even though I felt torn that day when I left that house,\for my older sister... response:	nothing has changed.
context: The room was dyed blue,\as if we were at the bottom of the sea.\It felt like all we did was sink that night.\When she said, Well, see you around,\I started to say Yeah, but then clammed up.\Even though I felt torn that day when I left that house,\for my older sister...\nothing has changed. response:	And without being able to change,
context: as if we were at the bottom of the sea.\It felt like all we did was sink that night.\When she said, Well, see you around,\I started to say Yeah, but then clammed up.\Even though I felt torn that day when I left that house,\for my older sister...\nothing has changed.\And without being able to change, response:	we also haven't been able to become siblings nor remain strangers.
context: It felt like all we did was sink that night.\When she said, Well, see you around,\I started to say Yeah, but then clammed up.\Even though I felt torn that day when I left that house,\for my older sister...\nothing has changed.\And without being able to change,\we also haven't been able to become siblings nor remain strangers. response:	I'm sorry for being late!
context: When she said, Well, see you around,\I started to say Yeah, but then clammed up.\Even though I felt torn that day when I left that house,\for my older sister...\nothing has changed.\And without being able to change,\we also haven't been able to become siblings nor remain strangers.\I'm sorry for being late! response:	Oh, don't worry about it.
context: I started to say Yeah, but then clammed up.\Even though I felt torn that day when I left that house,\for my older sister...\nothing has changed.\And without being able to change,\we also haven't been able to become siblings nor remain strangers.\I'm sorry for being late!\Oh, don't worry about it. response:	What? Did you run here?
context: Even though I felt torn that day when I left that house,\for my older sister...\nothing has changed.\And without being able to change,\we also haven't been able to become siblings nor remain strangers.\I'm sorry for being late!\Oh, don't worry about it.\What? Did you run here? response:	I'm sorry. I was on cleaning duty and it ran long...
context: for my older sister...\nothing has changed.\And without being able to change,\we also haven't been able to become siblings nor remain strangers.\I'm sorry for being late!\Oh, don't worry about it.\What? Did you run here?\I'm sorry. I was on cleaning duty and it ran long... response:	Cleaning duty. Huh. I haven't heard that word in a while.
context: nothing has changed.\And without being able to change,\we also haven't been able to become siblings nor remain strangers.\I'm sorry for being late!\Oh, don't worry about it.\What? Did you run here?\I'm sorry. I was on cleaning duty and it ran long...\Cleaning duty. Huh. I haven't heard that word in a while. response:	That phrase brings back memories.
context: And without being able to change,\we also haven't been able to become siblings nor remain strangers.\I'm sorry for being late!\Oh, don't worry about it.\What? Did you run here?\I'm sorry. I was on cleaning duty and it ran long...\Cleaning duty. Huh. I haven't heard that word in a while.\That phrase brings back memories. response:	I see. You really are still a student.
context: we also haven't been able to become siblings nor remain strangers.\I'm sorry for being late!\Oh, don't worry about it.\What? Did you run here?\I'm sorry. I was on cleaning duty and it ran long...\Cleaning duty. Huh. I haven't heard that word in a while.\That phrase brings back memories.\I see. You really are still a student. response:	Get inside already.
context: I'm sorry for being late!\Oh, don't worry about it.\What? Did you run here?\I'm sorry. I was on cleaning duty and it ran long...\Cleaning duty. Huh. I haven't heard that word in a while.\That phrase brings back memories.\I see. You really are still a student.\Get inside already. response:	Nikaidou has been waiting impatiently for your arrival.
context: Oh, don't worry about it.\What? Did you run here?\I'm sorry. I was on cleaning duty and it ran long...\Cleaning duty. Huh. I haven't heard that word in a while.\That phrase brings back memories.\I see. You really are still a student.\Get inside already.\Nikaidou has been waiting impatiently for your arrival. response:	There you are, Kiriyama!
context: What? Did you run here?\I'm sorry. I was on cleaning duty and it ran long...\Cleaning duty. Huh. I haven't heard that word in a while.\That phrase brings back memories.\I see. You really are still a student.\Get inside already.\Nikaidou has been waiting impatiently for your arrival.\There you are, Kiriyama! response:	I won the final match!
context: I'm sorry. I was on cleaning duty and it ran long...\Cleaning duty. Huh. I haven't heard that word in a while.\That phrase brings back memories.\I see. You really are still a student.\Get inside already.\Nikaidou has been waiting impatiently for your arrival.\There you are, Kiriyama!\I won the final match! response:	So I'll be Rank C-1 next term, the same level as you!
context: Cleaning duty. Huh. I haven't heard that word in a while.\That phrase brings back memories.\I see. You really are still a student.\Get inside already.\Nikaidou has been waiting impatiently for your arrival.\There you are, Kiriyama!\I won the final match!\So I'll be Rank C-1 next term, the same level as you! response:	Your voice it too loud. And that attitude, too. It annoys the hell out of me.
context: That phrase brings back memories.\I see. You really are still a student.\Get inside already.\Nikaidou has been waiting impatiently for your arrival.\There you are, Kiriyama!\I won the final match!\So I'll be Rank C-1 next term, the same level as you!\Your voice it too loud. And that attitude, too. It annoys the hell out of me. response:	Mr. Shigeta, congratulations on retaining your rank.
context: I see. You really are still a student.\Get inside already.\Nikaidou has been waiting impatiently for your arrival.\There you are, Kiriyama!\I won the final match!\So I'll be Rank C-1 next term, the same level as you!\Your voice it too loud. And that attitude, too. It annoys the hell out of me.\Mr. Shigeta, congratulations on retaining your rank. response:	My heart was throbbing!
context: Get inside already.\Nikaidou has been waiting impatiently for your arrival.\There you are, Kiriyama!\I won the final match!\So I'll be Rank C-1 next term, the same level as you!\Your voice it too loud. And that attitude, too. It annoys the hell out of me.\Mr. Shigeta, congratulations on retaining your rank.\My heart was throbbing! response:	I thought I was close to being in the same rank as you!
context: Nikaidou has been waiting impatiently for your arrival.\There you are, Kiriyama!\I won the final match!\So I'll be Rank C-1 next term, the same level as you!\Your voice it too loud. And that attitude, too. It annoys the hell out of me.\Mr. Shigeta, congratulations on retaining your rank.\My heart was throbbing!\I thought I was close to being in the same rank as you! response:	What's that? What were you watching?
context: There you are, Kiriyama!\I won the final match!\So I'll be Rank C-1 next term, the same level as you!\Your voice it too loud. And that attitude, too. It annoys the hell out of me.\Mr. Shigeta, congratulations on retaining your rank.\My heart was throbbing!\I thought I was close to being in the same rank as you!\What's that? What were you watching? response:	Which shogi world did you get that information from?
context: I won the final match!\So I'll be Rank C-1 next term, the same level as you!\Your voice it too loud. And that attitude, too. It annoys the hell out of me.\Mr. Shigeta, congratulations on retaining your rank.\My heart was throbbing!\I thought I was close to being in the same rank as you!\What's that? What were you watching?\Which shogi world did you get that information from? response:	I was confident this season, so you got any complaints?
context: So I'll be Rank C-1 next term, the same level as you!\Your voice it too loud. And that attitude, too. It annoys the hell out of me.\Mr. Shigeta, congratulations on retaining your rank.\My heart was throbbing!\I thought I was close to being in the same rank as you!\What's that? What were you watching?\Which shogi world did you get that information from?\I was confident this season, so you got any complaints? response:	Well, it's good that no one got any bad news this time around.
context: Your voice it too loud. And that attitude, too. It annoys the hell out of me.\Mr. Shigeta, congratulations on retaining your rank.\My heart was throbbing!\I thought I was close to being in the same rank as you!\What's that? What were you watching?\Which shogi world did you get that information from?\I was confident this season, so you got any complaints?\Well, it's good that no one got any bad news this time around. response:	I managed to hold on to my Rank A this season, too.
context: Mr. Shigeta, congratulations on retaining your rank.\My heart was throbbing!\I thought I was close to being in the same rank as you!\What's that? What were you watching?\Which shogi world did you get that information from?\I was confident this season, so you got any complaints?\Well, it's good that no one got any bad news this time around.\I managed to hold on to my Rank A this season, too. response:	Although, how can I put it? I squeaked by.
context: My heart was throbbing!\I thought I was close to being in the same rank as you!\What's that? What were you watching?\Which shogi world did you get that information from?\I was confident this season, so you got any complaints?\Well, it's good that no one got any bad news this time around.\I managed to hold on to my Rank A this season, too.\Although, how can I put it? I squeaked by. response:	I was on the borderline and made it by a hair.
context: I thought I was close to being in the same rank as you!\What's that? What were you watching?\Which shogi world did you get that information from?\I was confident this season, so you got any complaints?\Well, it's good that no one got any bad news this time around.\I managed to hold on to my Rank A this season, too.\Although, how can I put it? I squeaked by.\I was on the borderline and made it by a hair. response:	Made it by a hair.
context: What's that? What were you watching?\Which shogi world did you get that information from?\I was confident this season, so you got any complaints?\Well, it's good that no one got any bad news this time around.\I managed to hold on to my Rank A this season, too.\Although, how can I put it? I squeaked by.\I was on the borderline and made it by a hair.\Made it by a hair. response:	When Brother says that, it has weight.
context: Which shogi world did you get that information from?\I was confident this season, so you got any complaints?\Well, it's good that no one got any bad news this time around.\I managed to hold on to my Rank A this season, too.\Although, how can I put it? I squeaked by.\I was on the borderline and made it by a hair.\Made it by a hair.\When Brother says that, it has weight. response:	I sincerely congratulate you!
