context: The second group of instructors is here. response:	The summer training camp is going well.
context: I can... By the tone of your voice.\Yeah.\I'll give you the report.\This morning, we entered the dungeon at 7:30.\After around seven hours of exploration,\we left at 15:00.\We went as far as the end of the right fork,\and defeated the Burning Dead at the blast furnace. response:	That's amazing!
context: Yeah.\I'll give you the report.\This morning, we entered the dungeon at 7:30.\After around seven hours of exploration,\we left at 15:00.\We went as far as the end of the right fork,\and defeated the Burning Dead at the blast furnace.\That's amazing! response:	The Burning Dead encounter is about the same as your party's average level.
context: I'll give you the report.\This morning, we entered the dungeon at 7:30.\After around seven hours of exploration,\we left at 15:00.\We went as far as the end of the right fork,\and defeated the Burning Dead at the blast furnace.\That's amazing!\The Burning Dead encounter is about the same as your party's average level. response:	It's one thing to do that in the game,
context: This morning, we entered the dungeon at 7:30.\After around seven hours of exploration,\we left at 15:00.\We went as far as the end of the right fork,\and defeated the Burning Dead at the blast furnace.\That's amazing!\The Burning Dead encounter is about the same as your party's average level.\It's one thing to do that in the game, response:	but right now, even for a veteran party, it's a tough feat.
context: After around seven hours of exploration,\we left at 15:00.\We went as far as the end of the right fork,\and defeated the Burning Dead at the blast furnace.\That's amazing!\The Burning Dead encounter is about the same as your party's average level.\It's one thing to do that in the game,\but right now, even for a veteran party, it's a tough feat. response:	Yeah!
context: we left at 15:00.\We went as far as the end of the right fork,\and defeated the Burning Dead at the blast furnace.\That's amazing!\The Burning Dead encounter is about the same as your party's average level.\It's one thing to do that in the game,\but right now, even for a veteran party, it's a tough feat.\Yeah! response:	What about everyone else?
context: We went as far as the end of the right fork,\and defeated the Burning Dead at the blast furnace.\That's amazing!\The Burning Dead encounter is about the same as your party's average level.\It's one thing to do that in the game,\but right now, even for a veteran party, it's a tough feat.\Yeah!\What about everyone else? response:	They're all in the tent.
context: and defeated the Burning Dead at the blast furnace.\That's amazing!\The Burning Dead encounter is about the same as your party's average level.\It's one thing to do that in the game,\but right now, even for a veteran party, it's a tough feat.\Yeah!\What about everyone else?\They're all in the tent. response:	That isn't what I mean.
context: That's amazing!\The Burning Dead encounter is about the same as your party's average level.\It's one thing to do that in the game,\but right now, even for a veteran party, it's a tough feat.\Yeah!\What about everyone else?\They're all in the tent.\That isn't what I mean. response:	How did everyone else do?
context: The Burning Dead encounter is about the same as your party's average level.\It's one thing to do that in the game,\but right now, even for a veteran party, it's a tough feat.\Yeah!\What about everyone else?\They're all in the tent.\That isn't what I mean.\How did everyone else do? response:	Um...
context: It's one thing to do that in the game,\but right now, even for a veteran party, it's a tough feat.\Yeah!\What about everyone else?\They're all in the tent.\That isn't what I mean.\How did everyone else do?\Um... response:	Tohya went to the front and drew all the enemy attention.
context: but right now, even for a veteran party, it's a tough feat.\Yeah!\What about everyone else?\They're all in the tent.\That isn't what I mean.\How did everyone else do?\Um...\Tohya went to the front and drew all the enemy attention. response:	That matches what you wrote down...
context: Yeah!\What about everyone else?\They're all in the tent.\That isn't what I mean.\How did everyone else do?\Um...\Tohya went to the front and drew all the enemy attention.\That matches what you wrote down... response:	But this time, we decided to plot out the fight locations from the start,
context: What about everyone else?\They're all in the tent.\That isn't what I mean.\How did everyone else do?\Um...\Tohya went to the front and drew all the enemy attention.\That matches what you wrote down...\But this time, we decided to plot out the fight locations from the start, response:	move to safe rooms, and split the enemy into smaller groups.
context: They're all in the tent.\That isn't what I mean.\How did everyone else do?\Um...\Tohya went to the front and drew all the enemy attention.\That matches what you wrote down...\But this time, we decided to plot out the fight locations from the start,\move to safe rooms, and split the enemy into smaller groups. response:	Pulling.
context: That isn't what I mean.\How did everyone else do?\Um...\Tohya went to the front and drew all the enemy attention.\That matches what you wrote down...\But this time, we decided to plot out the fight locations from the start,\move to safe rooms, and split the enemy into smaller groups.\Pulling. response:	Yes.
context: How did everyone else do?\Um...\Tohya went to the front and drew all the enemy attention.\That matches what you wrote down...\But this time, we decided to plot out the fight locations from the start,\move to safe rooms, and split the enemy into smaller groups.\Pulling.\Yes. response:	We focused on monsters with ranged attacks first,
context: Um...\Tohya went to the front and drew all the enemy attention.\That matches what you wrote down...\But this time, we decided to plot out the fight locations from the start,\move to safe rooms, and split the enemy into smaller groups.\Pulling.\Yes.\We focused on monsters with ranged attacks first, response:	and I acted as off-healer, while watching the surrounding area.
context: Tohya went to the front and drew all the enemy attention.\That matches what you wrote down...\But this time, we decided to plot out the fight locations from the start,\move to safe rooms, and split the enemy into smaller groups.\Pulling.\Yes.\We focused on monsters with ranged attacks first,\and I acted as off-healer, while watching the surrounding area. response:	We concentrated our attacks on one enemy at a time to wear down their ranks.
context: That matches what you wrote down...\But this time, we decided to plot out the fight locations from the start,\move to safe rooms, and split the enemy into smaller groups.\Pulling.\Yes.\We focused on monsters with ranged attacks first,\and I acted as off-healer, while watching the surrounding area.\We concentrated our attacks on one enemy at a time to wear down their ranks. response:	Um, am I making sense?
context: But this time, we decided to plot out the fight locations from the start,\move to safe rooms, and split the enemy into smaller groups.\Pulling.\Yes.\We focused on monsters with ranged attacks first,\and I acted as off-healer, while watching the surrounding area.\We concentrated our attacks on one enemy at a time to wear down their ranks.\Um, am I making sense? response:	It's fine. I understand.
context: move to safe rooms, and split the enemy into smaller groups.\Pulling.\Yes.\We focused on monsters with ranged attacks first,\and I acted as off-healer, while watching the surrounding area.\We concentrated our attacks on one enemy at a time to wear down their ranks.\Um, am I making sense?\It's fine. I understand. response:	I can see them in my head...
context: Pulling.\Yes.\We focused on monsters with ranged attacks first,\and I acted as off-healer, while watching the surrounding area.\We concentrated our attacks on one enemy at a time to wear down their ranks.\Um, am I making sense?\It's fine. I understand.\I can see them in my head... response:	Following the fundamentals I taught them, and using teamwork down to the fine details.
context: Yes.\We focused on monsters with ranged attacks first,\and I acted as off-healer, while watching the surrounding area.\We concentrated our attacks on one enemy at a time to wear down their ranks.\Um, am I making sense?\It's fine. I understand.\I can see them in my head...\Following the fundamentals I taught them, and using teamwork down to the fine details. response:	It seems like an obvious thing,
context: We focused on monsters with ranged attacks first,\and I acted as off-healer, while watching the surrounding area.\We concentrated our attacks on one enemy at a time to wear down their ranks.\Um, am I making sense?\It's fine. I understand.\I can see them in my head...\Following the fundamentals I taught them, and using teamwork down to the fine details.\It seems like an obvious thing, response:	but who knows how many little things they had to figure out to reach that point?
context: and I acted as off-healer, while watching the surrounding area.\We concentrated our attacks on one enemy at a time to wear down their ranks.\Um, am I making sense?\It's fine. I understand.\I can see them in my head...\Following the fundamentals I taught them, and using teamwork down to the fine details.\It seems like an obvious thing,\but who knows how many little things they had to figure out to reach that point? response:	Shiroe? Can you hear me?
context: We concentrated our attacks on one enemy at a time to wear down their ranks.\Um, am I making sense?\It's fine. I understand.\I can see them in my head...\Following the fundamentals I taught them, and using teamwork down to the fine details.\It seems like an obvious thing,\but who knows how many little things they had to figure out to reach that point?\Shiroe? Can you hear me? response:	Yeah, I can hear you perfectly.
context: Um, am I making sense?\It's fine. I understand.\I can see them in my head...\Following the fundamentals I taught them, and using teamwork down to the fine details.\It seems like an obvious thing,\but who knows how many little things they had to figure out to reach that point?\Shiroe? Can you hear me?\Yeah, I can hear you perfectly. response:	Did everyone else do their jobs?
context: It's fine. I understand.\I can see them in my head...\Following the fundamentals I taught them, and using teamwork down to the fine details.\It seems like an obvious thing,\but who knows how many little things they had to figure out to reach that point?\Shiroe? Can you hear me?\Yeah, I can hear you perfectly.\Did everyone else do their jobs? response:	Of course!
context: I can see them in my head...\Following the fundamentals I taught them, and using teamwork down to the fine details.\It seems like an obvious thing,\but who knows how many little things they had to figure out to reach that point?\Shiroe? Can you hear me?\Yeah, I can hear you perfectly.\Did everyone else do their jobs?\Of course! response:	Serara's healing spells are amazing.
context: Following the fundamentals I taught them, and using teamwork down to the fine details.\It seems like an obvious thing,\but who knows how many little things they had to figure out to reach that point?\Shiroe? Can you hear me?\Yeah, I can hear you perfectly.\Did everyone else do their jobs?\Of course!\Serara's healing spells are amazing. response:	She has a huge variety of them.
context: It seems like an obvious thing,\but who knows how many little things they had to figure out to reach that point?\Shiroe? Can you hear me?\Yeah, I can hear you perfectly.\Did everyone else do their jobs?\Of course!\Serara's healing spells are amazing.\She has a huge variety of them. response:	But I guess Isuzu has the widest skill repertoire.
context: but who knows how many little things they had to figure out to reach that point?\Shiroe? Can you hear me?\Yeah, I can hear you perfectly.\Did everyone else do their jobs?\Of course!\Serara's healing spells are amazing.\She has a huge variety of them.\But I guess Isuzu has the widest skill repertoire. response:	Almost too many for me to remember...
context: Shiroe? Can you hear me?\Yeah, I can hear you perfectly.\Did everyone else do their jobs?\Of course!\Serara's healing spells are amazing.\She has a huge variety of them.\But I guess Isuzu has the widest skill repertoire.\Almost too many for me to remember... response:	Shiroe? Are you laughing?
context: Yeah, I can hear you perfectly.\Did everyone else do their jobs?\Of course!\Serara's healing spells are amazing.\She has a huge variety of them.\But I guess Isuzu has the widest skill repertoire.\Almost too many for me to remember...\Shiroe? Are you laughing? response:	I'm sorry, I'm not.
context: Did everyone else do their jobs?\Of course!\Serara's healing spells are amazing.\She has a huge variety of them.\But I guess Isuzu has the widest skill repertoire.\Almost too many for me to remember...\Shiroe? Are you laughing?\I'm sorry, I'm not. response:	Honest.
context: Of course!\Serara's healing spells are amazing.\She has a huge variety of them.\But I guess Isuzu has the widest skill repertoire.\Almost too many for me to remember...\Shiroe? Are you laughing?\I'm sorry, I'm not.\Honest. response:	Everyone's started calling Rundel Haus Rudy.
context: Serara's healing spells are amazing.\She has a huge variety of them.\But I guess Isuzu has the widest skill repertoire.\Almost too many for me to remember...\Shiroe? Are you laughing?\I'm sorry, I'm not.\Honest.\Everyone's started calling Rundel Haus Rudy. response:	He's an amazing sorcerer and really handsome,
context: She has a huge variety of them.\But I guess Isuzu has the widest skill repertoire.\Almost too many for me to remember...\Shiroe? Are you laughing?\I'm sorry, I'm not.\Honest.\Everyone's started calling Rundel Haus Rudy.\He's an amazing sorcerer and really handsome, response:	but he's kind of stupid, and a bit lame.
context: But I guess Isuzu has the widest skill repertoire.\Almost too many for me to remember...\Shiroe? Are you laughing?\I'm sorry, I'm not.\Honest.\Everyone's started calling Rundel Haus Rudy.\He's an amazing sorcerer and really handsome,\but he's kind of stupid, and a bit lame. response:	Handsome, stupid, and lame?
context: Almost too many for me to remember...\Shiroe? Are you laughing?\I'm sorry, I'm not.\Honest.\Everyone's started calling Rundel Haus Rudy.\He's an amazing sorcerer and really handsome,\but he's kind of stupid, and a bit lame.\Handsome, stupid, and lame? response:	But he's fun to be around! He's a sorcerer, and...
context: Shiroe? Are you laughing?\I'm sorry, I'm not.\Honest.\Everyone's started calling Rundel Haus Rudy.\He's an amazing sorcerer and really handsome,\but he's kind of stupid, and a bit lame.\Handsome, stupid, and lame?\But he's fun to be around! He's a sorcerer, and... response:	Wait, I already said that.
context: I'm sorry, I'm not.\Honest.\Everyone's started calling Rundel Haus Rudy.\He's an amazing sorcerer and really handsome,\but he's kind of stupid, and a bit lame.\Handsome, stupid, and lame?\But he's fun to be around! He's a sorcerer, and...\Wait, I already said that. response:	Anyway, his magic is really powerful.
context: Honest.\Everyone's started calling Rundel Haus Rudy.\He's an amazing sorcerer and really handsome,\but he's kind of stupid, and a bit lame.\Handsome, stupid, and lame?\But he's fun to be around! He's a sorcerer, and...\Wait, I already said that.\Anyway, his magic is really powerful. response:	It's true that there's a lot we don't know about this world.
context: Everyone's started calling Rundel Haus Rudy.\He's an amazing sorcerer and really handsome,\but he's kind of stupid, and a bit lame.\Handsome, stupid, and lame?\But he's fun to be around! He's a sorcerer, and...\Wait, I already said that.\Anyway, his magic is really powerful.\It's true that there's a lot we don't know about this world. response:	But that's why I must go forward.
context: He's an amazing sorcerer and really handsome,\but he's kind of stupid, and a bit lame.\Handsome, stupid, and lame?\But he's fun to be around! He's a sorcerer, and...\Wait, I already said that.\Anyway, his magic is really powerful.\It's true that there's a lot we don't know about this world.\But that's why I must go forward. response:	And be cheerful like she is.
context: but he's kind of stupid, and a bit lame.\Handsome, stupid, and lame?\But he's fun to be around! He's a sorcerer, and...\Wait, I already said that.\Anyway, his magic is really powerful.\It's true that there's a lot we don't know about this world.\But that's why I must go forward.\And be cheerful like she is. response:	And do what I can, one thing at a time.
context: Handsome, stupid, and lame?\But he's fun to be around! He's a sorcerer, and...\Wait, I already said that.\Anyway, his magic is really powerful.\It's true that there's a lot we don't know about this world.\But that's why I must go forward.\And be cheerful like she is.\And do what I can, one thing at a time. response:	It's really quite a bother.
context: But he's fun to be around! He's a sorcerer, and...\Wait, I already said that.\Anyway, his magic is really powerful.\It's true that there's a lot we don't know about this world.\But that's why I must go forward.\And be cheerful like she is.\And do what I can, one thing at a time.\It's really quite a bother. response:	A bother?
context: Wait, I already said that.\Anyway, his magic is really powerful.\It's true that there's a lot we don't know about this world.\But that's why I must go forward.\And be cheerful like she is.\And do what I can, one thing at a time.\It's really quite a bother.\A bother? response:	An invitation from a gentleman requires
context: Anyway, his magic is really powerful.\It's true that there's a lot we don't know about this world.\But that's why I must go forward.\And be cheerful like she is.\And do what I can, one thing at a time.\It's really quite a bother.\A bother?\An invitation from a gentleman requires response:	a certain degree of attention to etiquette and appearance.
context: It's true that there's a lot we don't know about this world.\But that's why I must go forward.\And be cheerful like she is.\And do what I can, one thing at a time.\It's really quite a bother.\A bother?\An invitation from a gentleman requires\a certain degree of attention to etiquette and appearance. response:	Even on a peaceful afternoon like this.
context: But that's why I must go forward.\And be cheerful like she is.\And do what I can, one thing at a time.\It's really quite a bother.\A bother?\An invitation from a gentleman requires\a certain degree of attention to etiquette and appearance.\Even on a peaceful afternoon like this. response:	I'd thought you'd want this.
context: And be cheerful like she is.\And do what I can, one thing at a time.\It's really quite a bother.\A bother?\An invitation from a gentleman requires\a certain degree of attention to etiquette and appearance.\Even on a peaceful afternoon like this.\I'd thought you'd want this. response:	I assumed you'd prefer this to an invitation from someone more stiff and formal.
context: And do what I can, one thing at a time.\It's really quite a bother.\A bother?\An invitation from a gentleman requires\a certain degree of attention to etiquette and appearance.\Even on a peaceful afternoon like this.\I'd thought you'd want this.\I assumed you'd prefer this to an invitation from someone more stiff and formal. response:	Was I wrong?
context: It's really quite a bother.\A bother?\An invitation from a gentleman requires\a certain degree of attention to etiquette and appearance.\Even on a peaceful afternoon like this.\I'd thought you'd want this.\I assumed you'd prefer this to an invitation from someone more stiff and formal.\Was I wrong? response:	I see I was right.
context: A bother?\An invitation from a gentleman requires\a certain degree of attention to etiquette and appearance.\Even on a peaceful afternoon like this.\I'd thought you'd want this.\I assumed you'd prefer this to an invitation from someone more stiff and formal.\Was I wrong?\I see I was right. response:	May I invite you again tomorrow?
context: An invitation from a gentleman requires\a certain degree of attention to etiquette and appearance.\Even on a peaceful afternoon like this.\I'd thought you'd want this.\I assumed you'd prefer this to an invitation from someone more stiff and formal.\Was I wrong?\I see I was right.\May I invite you again tomorrow? response:	As you like.
context: a certain degree of attention to etiquette and appearance.\Even on a peaceful afternoon like this.\I'd thought you'd want this.\I assumed you'd prefer this to an invitation from someone more stiff and formal.\Was I wrong?\I see I was right.\May I invite you again tomorrow?\As you like. response:	Do as you like.
context: Even on a peaceful afternoon like this.\I'd thought you'd want this.\I assumed you'd prefer this to an invitation from someone more stiff and formal.\Was I wrong?\I see I was right.\May I invite you again tomorrow?\As you like.\Do as you like. response:	I feel so much better...
context: I'd thought you'd want this.\I assumed you'd prefer this to an invitation from someone more stiff and formal.\Was I wrong?\I see I was right.\May I invite you again tomorrow?\As you like.\Do as you like.\I feel so much better... response:	One step in a dungeon, and your appearance is all ruined.
context: I assumed you'd prefer this to an invitation from someone more stiff and formal.\Was I wrong?\I see I was right.\May I invite you again tomorrow?\As you like.\Do as you like.\I feel so much better...\One step in a dungeon, and your appearance is all ruined. response:	Yeah, they're so full of soot.
context: Was I wrong?\I see I was right.\May I invite you again tomorrow?\As you like.\Do as you like.\I feel so much better...\One step in a dungeon, and your appearance is all ruined.\Yeah, they're so full of soot. response:	But today went really well, too, huh?
context: I see I was right.\May I invite you again tomorrow?\As you like.\Do as you like.\I feel so much better...\One step in a dungeon, and your appearance is all ruined.\Yeah, they're so full of soot.\But today went really well, too, huh? response:	Yeah, I was worried when two Burning Dead appeared...
context: May I invite you again tomorrow?\As you like.\Do as you like.\I feel so much better...\One step in a dungeon, and your appearance is all ruined.\Yeah, they're so full of soot.\But today went really well, too, huh?\Yeah, I was worried when two Burning Dead appeared... response:	You and Rudy worked really well together.
context: As you like.\Do as you like.\I feel so much better...\One step in a dungeon, and your appearance is all ruined.\Yeah, they're so full of soot.\But today went really well, too, huh?\Yeah, I was worried when two Burning Dead appeared...\You and Rudy worked really well together. response:	Should that make me happy?
context: Do as you like.\I feel so much better...\One step in a dungeon, and your appearance is all ruined.\Yeah, they're so full of soot.\But today went really well, too, huh?\Yeah, I was worried when two Burning Dead appeared...\You and Rudy worked really well together.\Should that make me happy? response:	What kind of vague answer is that?
context: I feel so much better...\One step in a dungeon, and your appearance is all ruined.\Yeah, they're so full of soot.\But today went really well, too, huh?\Yeah, I was worried when two Burning Dead appeared...\You and Rudy worked really well together.\Should that make me happy?\What kind of vague answer is that? response:	Didn't you say Rudy seems kind of like a prince?
context: One step in a dungeon, and your appearance is all ruined.\Yeah, they're so full of soot.\But today went really well, too, huh?\Yeah, I was worried when two Burning Dead appeared...\You and Rudy worked really well together.\Should that make me happy?\What kind of vague answer is that?\Didn't you say Rudy seems kind of like a prince? response:	But don't you think so?
context: Yeah, they're so full of soot.\But today went really well, too, huh?\Yeah, I was worried when two Burning Dead appeared...\You and Rudy worked really well together.\Should that make me happy?\What kind of vague answer is that?\Didn't you say Rudy seems kind of like a prince?\But don't you think so? response:	Just his looks, that is.
context: But today went really well, too, huh?\Yeah, I was worried when two Burning Dead appeared...\You and Rudy worked really well together.\Should that make me happy?\What kind of vague answer is that?\Didn't you say Rudy seems kind of like a prince?\But don't you think so?\Just his looks, that is. response:	If you ran into him somewhere, he might look cute enough to make you nervous...
context: Yeah, I was worried when two Burning Dead appeared...\You and Rudy worked really well together.\Should that make me happy?\What kind of vague answer is that?\Didn't you say Rudy seems kind of like a prince?\But don't you think so?\Just his looks, that is.\If you ran into him somewhere, he might look cute enough to make you nervous... response:	But...
context: You and Rudy worked really well together.\Should that make me happy?\What kind of vague answer is that?\Didn't you say Rudy seems kind of like a prince?\But don't you think so?\Just his looks, that is.\If you ran into him somewhere, he might look cute enough to make you nervous...\But... response:	You don't get nervous?
context: Should that make me happy?\What kind of vague answer is that?\Didn't you say Rudy seems kind of like a prince?\But don't you think so?\Just his looks, that is.\If you ran into him somewhere, he might look cute enough to make you nervous...\But...\You don't get nervous? response:	Nope, not at all.
context: What kind of vague answer is that?\Didn't you say Rudy seems kind of like a prince?\But don't you think so?\Just his looks, that is.\If you ran into him somewhere, he might look cute enough to make you nervous...\But...\You don't get nervous?\Nope, not at all. response:	I wonder why.
context: Didn't you say Rudy seems kind of like a prince?\But don't you think so?\Just his looks, that is.\If you ran into him somewhere, he might look cute enough to make you nervous...\But...\You don't get nervous?\Nope, not at all.\I wonder why. response:	Stop that. It wasn't that great.
context: But don't you think so?\Just his looks, that is.\If you ran into him somewhere, he might look cute enough to make you nervous...\But...\You don't get nervous?\Nope, not at all.\I wonder why.\Stop that. It wasn't that great. response:	No, it was wonderful.
context: Just his looks, that is.\If you ran into him somewhere, he might look cute enough to make you nervous...\But...\You don't get nervous?\Nope, not at all.\I wonder why.\Stop that. It wasn't that great.\No, it was wonderful. response:	It was like the sound suffused the air.
context: If you ran into him somewhere, he might look cute enough to make you nervous...\But...\You don't get nervous?\Nope, not at all.\I wonder why.\Stop that. It wasn't that great.\No, it was wonderful.\It was like the sound suffused the air. response:	Thank you.
context: But...\You don't get nervous?\Nope, not at all.\I wonder why.\Stop that. It wasn't that great.\No, it was wonderful.\It was like the sound suffused the air.\Thank you. response:	I wonder if everyone's getting ready to sleep.
context: You don't get nervous?\Nope, not at all.\I wonder why.\Stop that. It wasn't that great.\No, it was wonderful.\It was like the sound suffused the air.\Thank you.\I wonder if everyone's getting ready to sleep. response:	We're getting up early tomorrow...
context: Nope, not at all.\I wonder why.\Stop that. It wasn't that great.\No, it was wonderful.\It was like the sound suffused the air.\Thank you.\I wonder if everyone's getting ready to sleep.\We're getting up early tomorrow... response:	Tomorrow morning's our last dungeon run.
context: I wonder why.\Stop that. It wasn't that great.\No, it was wonderful.\It was like the sound suffused the air.\Thank you.\I wonder if everyone's getting ready to sleep.\We're getting up early tomorrow...\Tomorrow morning's our last dungeon run. response:	That's right...
context: Stop that. It wasn't that great.\No, it was wonderful.\It was like the sound suffused the air.\Thank you.\I wonder if everyone's getting ready to sleep.\We're getting up early tomorrow...\Tomorrow morning's our last dungeon run.\That's right... response:	The last one already.
context: No, it was wonderful.\It was like the sound suffused the air.\Thank you.\I wonder if everyone's getting ready to sleep.\We're getting up early tomorrow...\Tomorrow morning's our last dungeon run.\That's right...\The last one already. response:	It's been fun, huh?
context: It was like the sound suffused the air.\Thank you.\I wonder if everyone's getting ready to sleep.\We're getting up early tomorrow...\Tomorrow morning's our last dungeon run.\That's right...\The last one already.\It's been fun, huh? response:	Yeah.
context: Thank you.\I wonder if everyone's getting ready to sleep.\We're getting up early tomorrow...\Tomorrow morning's our last dungeon run.\That's right...\The last one already.\It's been fun, huh?\Yeah. response:	The food was a little lacking, though...
context: I wonder if everyone's getting ready to sleep.\We're getting up early tomorrow...\Tomorrow morning's our last dungeon run.\That's right...\The last one already.\It's been fun, huh?\Yeah.\The food was a little lacking, though... response:	You think so?
context: We're getting up early tomorrow...\Tomorrow morning's our last dungeon run.\That's right...\The last one already.\It's been fun, huh?\Yeah.\The food was a little lacking, though...\You think so? response:	I thought it was good... BBQ and stuff.
context: Tomorrow morning's our last dungeon run.\That's right...\The last one already.\It's been fun, huh?\Yeah.\The food was a little lacking, though...\You think so?\I thought it was good... BBQ and stuff. response:	What do you normally eat?
context: That's right...\The last one already.\It's been fun, huh?\Yeah.\The food was a little lacking, though...\You think so?\I thought it was good... BBQ and stuff.\What do you normally eat? response:	Hot sandwiches... Or hot sandwiches...
context: The last one already.\It's been fun, huh?\Yeah.\The food was a little lacking, though...\You think so?\I thought it was good... BBQ and stuff.\What do you normally eat?\Hot sandwiches... Or hot sandwiches... response:	Sometimes hot sandwiches.
context: It's been fun, huh?\Yeah.\The food was a little lacking, though...\You think so?\I thought it was good... BBQ and stuff.\What do you normally eat?\Hot sandwiches... Or hot sandwiches...\Sometimes hot sandwiches. response:	That's nothing but hot sandwiches!
context: Yeah.\The food was a little lacking, though...\You think so?\I thought it was good... BBQ and stuff.\What do you normally eat?\Hot sandwiches... Or hot sandwiches...\Sometimes hot sandwiches.\That's nothing but hot sandwiches! response:	Do you mean hot pollock roe sandwiches from Ray Parker?
context: The food was a little lacking, though...\You think so?\I thought it was good... BBQ and stuff.\What do you normally eat?\Hot sandwiches... Or hot sandwiches...\Sometimes hot sandwiches.\That's nothing but hot sandwiches!\Do you mean hot pollock roe sandwiches from Ray Parker? response:	How did you know?!
context: You think so?\I thought it was good... BBQ and stuff.\What do you normally eat?\Hot sandwiches... Or hot sandwiches...\Sometimes hot sandwiches.\That's nothing but hot sandwiches!\Do you mean hot pollock roe sandwiches from Ray Parker?\How did you know?! response:	You like those, too, Miss Isuzu?
context: I thought it was good... BBQ and stuff.\What do you normally eat?\Hot sandwiches... Or hot sandwiches...\Sometimes hot sandwiches.\That's nothing but hot sandwiches!\Do you mean hot pollock roe sandwiches from Ray Parker?\How did you know?!\You like those, too, Miss Isuzu? response:	I love them!
context: What do you normally eat?\Hot sandwiches... Or hot sandwiches...\Sometimes hot sandwiches.\That's nothing but hot sandwiches!\Do you mean hot pollock roe sandwiches from Ray Parker?\How did you know?!\You like those, too, Miss Isuzu?\I love them! response:	The way they pop in your mouth...
context: Hot sandwiches... Or hot sandwiches...\Sometimes hot sandwiches.\That's nothing but hot sandwiches!\Do you mean hot pollock roe sandwiches from Ray Parker?\How did you know?!\You like those, too, Miss Isuzu?\I love them!\The way they pop in your mouth... response:	I know! Just remembering it...
context: Sometimes hot sandwiches.\That's nothing but hot sandwiches!\Do you mean hot pollock roe sandwiches from Ray Parker?\How did you know?!\You like those, too, Miss Isuzu?\I love them!\The way they pop in your mouth...\I know! Just remembering it... response:	I g-get it!
context: That's nothing but hot sandwiches!\Do you mean hot pollock roe sandwiches from Ray Parker?\How did you know?!\You like those, too, Miss Isuzu?\I love them!\The way they pop in your mouth...\I know! Just remembering it...\I g-get it! response:	He's like a dog.
context: Do you mean hot pollock roe sandwiches from Ray Parker?\How did you know?!\You like those, too, Miss Isuzu?\I love them!\The way they pop in your mouth...\I know! Just remembering it...\I g-get it!\He's like a dog. response:	He's like a golden retriever!
context: How did you know?!\You like those, too, Miss Isuzu?\I love them!\The way they pop in your mouth...\I know! Just remembering it...\I g-get it!\He's like a dog.\He's like a golden retriever! response:	What's wrong, Miss Isuzu?
context: You like those, too, Miss Isuzu?\I love them!\The way they pop in your mouth...\I know! Just remembering it...\I g-get it!\He's like a dog.\He's like a golden retriever!\What's wrong, Miss Isuzu? response:	N-Nothing...
context: I love them!\The way they pop in your mouth...\I know! Just remembering it...\I g-get it!\He's like a dog.\He's like a golden retriever!\What's wrong, Miss Isuzu?\N-Nothing... response:	I see.
context: The way they pop in your mouth...\I know! Just remembering it...\I g-get it!\He's like a dog.\He's like a golden retriever!\What's wrong, Miss Isuzu?\N-Nothing...\I see. response:	That's why he doesn't make me nervous.
context: I know! Just remembering it...\I g-get it!\He's like a dog.\He's like a golden retriever!\What's wrong, Miss Isuzu?\N-Nothing...\I see.\That's why he doesn't make me nervous. response:	Even if he's handsome, he's a dog.
context: I g-get it!\He's like a dog.\He's like a golden retriever!\What's wrong, Miss Isuzu?\N-Nothing...\I see.\That's why he doesn't make me nervous.\Even if he's handsome, he's a dog. response:	Are you crying?
context: He's like a dog.\He's like a golden retriever!\What's wrong, Miss Isuzu?\N-Nothing...\I see.\That's why he doesn't make me nervous.\Even if he's handsome, he's a dog.\Are you crying? response:	Are you sad you won't see me as much anymore?
context: He's like a golden retriever!\What's wrong, Miss Isuzu?\N-Nothing...\I see.\That's why he doesn't make me nervous.\Even if he's handsome, he's a dog.\Are you crying?\Are you sad you won't see me as much anymore? response:	Well, m-maybe...
context: What's wrong, Miss Isuzu?\N-Nothing...\I see.\That's why he doesn't make me nervous.\Even if he's handsome, he's a dog.\Are you crying?\Are you sad you won't see me as much anymore?\Well, m-maybe... response:	Maybe that's why.
context: N-Nothing...\I see.\That's why he doesn't make me nervous.\Even if he's handsome, he's a dog.\Are you crying?\Are you sad you won't see me as much anymore?\Well, m-maybe...\Maybe that's why. response:	If you were in a guild, I could see you any time I wanted.
context: I see.\That's why he doesn't make me nervous.\Even if he's handsome, he's a dog.\Are you crying?\Are you sad you won't see me as much anymore?\Well, m-maybe...\Maybe that's why.\If you were in a guild, I could see you any time I wanted. response:	A guild, huh?
context: That's why he doesn't make me nervous.\Even if he's handsome, he's a dog.\Are you crying?\Are you sad you won't see me as much anymore?\Well, m-maybe...\Maybe that's why.\If you were in a guild, I could see you any time I wanted.\A guild, huh? response:	I'm sorry, but it would be a crime
context: Even if he's handsome, he's a dog.\Are you crying?\Are you sad you won't see me as much anymore?\Well, m-maybe...\Maybe that's why.\If you were in a guild, I could see you any time I wanted.\A guild, huh?\I'm sorry, but it would be a crime response:	to tie my talents to one place.
context: Are you crying?\Are you sad you won't see me as much anymore?\Well, m-maybe...\Maybe that's why.\If you were in a guild, I could see you any time I wanted.\A guild, huh?\I'm sorry, but it would be a crime\to tie my talents to one place. response:	How can he wink so naturally like that?
