context: You're the one who gives me my future response:	Even on a road without signs, I'll be fine, if we're together
context: Are you by any chance an e-e -\Yes!\An elf!\I can't forgive her.\She's an elf, and she became more popular than me?\Please calm down! I want to be friends with you all!\It's a lie! There's no way an elf won't do anything bad!\Elves have certainly been the enemies of humans in Halcheginia for many years. response:	But my parents fell in love with each other and gave me both elf and human blood.
context: Yes!\An elf!\I can't forgive her.\She's an elf, and she became more popular than me?\Please calm down! I want to be friends with you all!\It's a lie! There's no way an elf won't do anything bad!\Elves have certainly been the enemies of humans in Halcheginia for many years.\But my parents fell in love with each other and gave me both elf and human blood. response:	So...
context: An elf!\I can't forgive her.\She's an elf, and she became more popular than me?\Please calm down! I want to be friends with you all!\It's a lie! There's no way an elf won't do anything bad!\Elves have certainly been the enemies of humans in Halcheginia for many years.\But my parents fell in love with each other and gave me both elf and human blood.\So... response:	Oh, so you're a half-elf?
context: I can't forgive her.\She's an elf, and she became more popular than me?\Please calm down! I want to be friends with you all!\It's a lie! There's no way an elf won't do anything bad!\Elves have certainly been the enemies of humans in Halcheginia for many years.\But my parents fell in love with each other and gave me both elf and human blood.\So...\Oh, so you're a half-elf? response:	Then let me ask. What god do you worship?
context: She's an elf, and she became more popular than me?\Please calm down! I want to be friends with you all!\It's a lie! There's no way an elf won't do anything bad!\Elves have certainly been the enemies of humans in Halcheginia for many years.\But my parents fell in love with each other and gave me both elf and human blood.\So...\Oh, so you're a half-elf?\Then let me ask. What god do you worship? response:	The desert's devil? Or the Primogenitor, Brimir?
context: Please calm down! I want to be friends with you all!\It's a lie! There's no way an elf won't do anything bad!\Elves have certainly been the enemies of humans in Halcheginia for many years.\But my parents fell in love with each other and gave me both elf and human blood.\So...\Oh, so you're a half-elf?\Then let me ask. What god do you worship?\The desert's devil? Or the Primogenitor, Brimir? response:	You wish to be friends with us,
context: It's a lie! There's no way an elf won't do anything bad!\Elves have certainly been the enemies of humans in Halcheginia for many years.\But my parents fell in love with each other and gave me both elf and human blood.\So...\Oh, so you're a half-elf?\Then let me ask. What god do you worship?\The desert's devil? Or the Primogenitor, Brimir?\You wish to be friends with us, response:	so you believe in the same god as we do, right?
context: Elves have certainly been the enemies of humans in Halcheginia for many years.\But my parents fell in love with each other and gave me both elf and human blood.\So...\Oh, so you're a half-elf?\Then let me ask. What god do you worship?\The desert's devil? Or the Primogenitor, Brimir?\You wish to be friends with us,\so you believe in the same god as we do, right? response:	If that is necessary...
context: But my parents fell in love with each other and gave me both elf and human blood.\So...\Oh, so you're a half-elf?\Then let me ask. What god do you worship?\The desert's devil? Or the Primogenitor, Brimir?\You wish to be friends with us,\so you believe in the same god as we do, right?\If that is necessary... response:	Then prove that!
context: So...\Oh, so you're a half-elf?\Then let me ask. What god do you worship?\The desert's devil? Or the Primogenitor, Brimir?\You wish to be friends with us,\so you believe in the same god as we do, right?\If that is necessary...\Then prove that! response:	My Knights!
context: Oh, so you're a half-elf?\Then let me ask. What god do you worship?\The desert's devil? Or the Primogenitor, Brimir?\You wish to be friends with us,\so you believe in the same god as we do, right?\If that is necessary...\Then prove that!\My Knights! response:	Guldenhorf Grand Duchy, Luft Panzer Ritter.
context: Then let me ask. What god do you worship?\The desert's devil? Or the Primogenitor, Brimir?\You wish to be friends with us,\so you believe in the same god as we do, right?\If that is necessary...\Then prove that!\My Knights!\Guldenhorf Grand Duchy, Luft Panzer Ritter. response:	Arrest that woman!
context: The desert's devil? Or the Primogenitor, Brimir?\You wish to be friends with us,\so you believe in the same god as we do, right?\If that is necessary...\Then prove that!\My Knights!\Guldenhorf Grand Duchy, Luft Panzer Ritter.\Arrest that woman! response:	What's going on?
context: You wish to be friends with us,\so you believe in the same god as we do, right?\If that is necessary...\Then prove that!\My Knights!\Guldenhorf Grand Duchy, Luft Panzer Ritter.\Arrest that woman!\What's going on? response:	That's...
context: so you believe in the same god as we do, right?\If that is necessary...\Then prove that!\My Knights!\Guldenhorf Grand Duchy, Luft Panzer Ritter.\Arrest that woman!\What's going on?\That's... response:	Tiffa!
context: If that is necessary...\Then prove that!\My Knights!\Guldenhorf Grand Duchy, Luft Panzer Ritter.\Arrest that woman!\What's going on?\That's...\Tiffa! response:	Isn't it a little noisy?
context: Then prove that!\My Knights!\Guldenhorf Grand Duchy, Luft Panzer Ritter.\Arrest that woman!\What's going on?\That's...\Tiffa!\Isn't it a little noisy? response:	Hey now...
context: My Knights!\Guldenhorf Grand Duchy, Luft Panzer Ritter.\Arrest that woman!\What's going on?\That's...\Tiffa!\Isn't it a little noisy?\Hey now... response:	Stupid Saito... Stupid Saito... Stupid Saito...
context: Guldenhorf Grand Duchy, Luft Panzer Ritter.\Arrest that woman!\What's going on?\That's...\Tiffa!\Isn't it a little noisy?\Hey now...\Stupid Saito... Stupid Saito... Stupid Saito... response:	She's hopeless.
context: Arrest that woman!\What's going on?\That's...\Tiffa!\Isn't it a little noisy?\Hey now...\Stupid Saito... Stupid Saito... Stupid Saito...\She's hopeless. response:	What is this about?
context: What's going on?\That's...\Tiffa!\Isn't it a little noisy?\Hey now...\Stupid Saito... Stupid Saito... Stupid Saito...\She's hopeless.\What is this about? response:	An inquisition.
context: That's...\Tiffa!\Isn't it a little noisy?\Hey now...\Stupid Saito... Stupid Saito... Stupid Saito...\She's hopeless.\What is this about?\An inquisition. response:	I happen to be a bishop.
context: Tiffa!\Isn't it a little noisy?\Hey now...\Stupid Saito... Stupid Saito... Stupid Saito...\She's hopeless.\What is this about?\An inquisition.\I happen to be a bishop. response:	A bishop?
context: Isn't it a little noisy?\Hey now...\Stupid Saito... Stupid Saito... Stupid Saito...\She's hopeless.\What is this about?\An inquisition.\I happen to be a bishop.\A bishop? response:	Seriously?
context: Hey now...\Stupid Saito... Stupid Saito... Stupid Saito...\She's hopeless.\What is this about?\An inquisition.\I happen to be a bishop.\A bishop?\Seriously? response:	Prove your faith to me, a deputy of God.
context: Stupid Saito... Stupid Saito... Stupid Saito...\She's hopeless.\What is this about?\An inquisition.\I happen to be a bishop.\A bishop?\Seriously?\Prove your faith to me, a deputy of God. response:	What do you want me to do?
context: She's hopeless.\What is this about?\An inquisition.\I happen to be a bishop.\A bishop?\Seriously?\Prove your faith to me, a deputy of God.\What do you want me to do? response:	Get in there.
context: What is this about?\An inquisition.\I happen to be a bishop.\A bishop?\Seriously?\Prove your faith to me, a deputy of God.\What do you want me to do?\Get in there. response:	Don't worry. It's just the right temperature for anyone who believes in the Primogenitor, Brimir.
context: An inquisition.\I happen to be a bishop.\A bishop?\Seriously?\Prove your faith to me, a deputy of God.\What do you want me to do?\Get in there.\Don't worry. It's just the right temperature for anyone who believes in the Primogenitor, Brimir. response:	Is she serious about this?
context: I happen to be a bishop.\A bishop?\Seriously?\Prove your faith to me, a deputy of God.\What do you want me to do?\Get in there.\Don't worry. It's just the right temperature for anyone who believes in the Primogenitor, Brimir.\Is she serious about this? response:	Isn't that dangerous?
context: A bishop?\Seriously?\Prove your faith to me, a deputy of God.\What do you want me to do?\Get in there.\Don't worry. It's just the right temperature for anyone who believes in the Primogenitor, Brimir.\Is she serious about this?\Isn't that dangerous? response:	Why isn't anyone stopping this?
context: Seriously?\Prove your faith to me, a deputy of God.\What do you want me to do?\Get in there.\Don't worry. It's just the right temperature for anyone who believes in the Primogenitor, Brimir.\Is she serious about this?\Isn't that dangerous?\Why isn't anyone stopping this? response:	Stop it, Saito!
context: Prove your faith to me, a deputy of God.\What do you want me to do?\Get in there.\Don't worry. It's just the right temperature for anyone who believes in the Primogenitor, Brimir.\Is she serious about this?\Isn't that dangerous?\Why isn't anyone stopping this?\Stop it, Saito! response:	Why?
context: What do you want me to do?\Get in there.\Don't worry. It's just the right temperature for anyone who believes in the Primogenitor, Brimir.\Is she serious about this?\Isn't that dangerous?\Why isn't anyone stopping this?\Stop it, Saito!\Why? response:	Are you afraid of the dragon knights?
context: Get in there.\Don't worry. It's just the right temperature for anyone who believes in the Primogenitor, Brimir.\Is she serious about this?\Isn't that dangerous?\Why isn't anyone stopping this?\Stop it, Saito!\Why?\Are you afraid of the dragon knights? response:	No, this is an inquiry.
context: Don't worry. It's just the right temperature for anyone who believes in the Primogenitor, Brimir.\Is she serious about this?\Isn't that dangerous?\Why isn't anyone stopping this?\Stop it, Saito!\Why?\Are you afraid of the dragon knights?\No, this is an inquiry. response:	If you side with her, they'll treat you as a heretic and send you to prison.
context: Is she serious about this?\Isn't that dangerous?\Why isn't anyone stopping this?\Stop it, Saito!\Why?\Are you afraid of the dragon knights?\No, this is an inquiry.\If you side with her, they'll treat you as a heretic and send you to prison. response:	You can't do it?
context: Isn't that dangerous?\Why isn't anyone stopping this?\Stop it, Saito!\Why?\Are you afraid of the dragon knights?\No, this is an inquiry.\If you side with her, they'll treat you as a heretic and send you to prison.\You can't do it? response:	In that case, go back to where you came from.
context: Why isn't anyone stopping this?\Stop it, Saito!\Why?\Are you afraid of the dragon knights?\No, this is an inquiry.\If you side with her, they'll treat you as a heretic and send you to prison.\You can't do it?\In that case, go back to where you came from. response:	Then I'll treat it as though none of this happened.
context: Stop it, Saito!\Why?\Are you afraid of the dragon knights?\No, this is an inquiry.\If you side with her, they'll treat you as a heretic and send you to prison.\You can't do it?\In that case, go back to where you came from.\Then I'll treat it as though none of this happened. response:	No, I won't.
context: Why?\Are you afraid of the dragon knights?\No, this is an inquiry.\If you side with her, they'll treat you as a heretic and send you to prison.\You can't do it?\In that case, go back to where you came from.\Then I'll treat it as though none of this happened.\No, I won't. response:	I have always wanted to see the outside world.
context: Are you afraid of the dragon knights?\No, this is an inquiry.\If you side with her, they'll treat you as a heretic and send you to prison.\You can't do it?\In that case, go back to where you came from.\Then I'll treat it as though none of this happened.\No, I won't.\I have always wanted to see the outside world. response:	Saito-san and everyone else made that dream come true.
context: No, this is an inquiry.\If you side with her, they'll treat you as a heretic and send you to prison.\You can't do it?\In that case, go back to where you came from.\Then I'll treat it as though none of this happened.\No, I won't.\I have always wanted to see the outside world.\Saito-san and everyone else made that dream come true. response:	So I won't go back!
context: If you side with her, they'll treat you as a heretic and send you to prison.\You can't do it?\In that case, go back to where you came from.\Then I'll treat it as though none of this happened.\No, I won't.\I have always wanted to see the outside world.\Saito-san and everyone else made that dream come true.\So I won't go back! response:	If I tell you to go home, then you'll go home!
context: You can't do it?\In that case, go back to where you came from.\Then I'll treat it as though none of this happened.\No, I won't.\I have always wanted to see the outside world.\Saito-san and everyone else made that dream come true.\So I won't go back!\If I tell you to go home, then you'll go home! response:	I pity you...
context: In that case, go back to where you came from.\Then I'll treat it as though none of this happened.\No, I won't.\I have always wanted to see the outside world.\Saito-san and everyone else made that dream come true.\So I won't go back!\If I tell you to go home, then you'll go home!\I pity you... response:	No, I guess that's wrong.
context: Then I'll treat it as though none of this happened.\No, I won't.\I have always wanted to see the outside world.\Saito-san and everyone else made that dream come true.\So I won't go back!\If I tell you to go home, then you'll go home!\I pity you...\No, I guess that's wrong. response:	You're still a child.
context: No, I won't.\I have always wanted to see the outside world.\Saito-san and everyone else made that dream come true.\So I won't go back!\If I tell you to go home, then you'll go home!\I pity you...\No, I guess that's wrong.\You're still a child. response:	Dunk her in the pot! Now!
context: I have always wanted to see the outside world.\Saito-san and everyone else made that dream come true.\So I won't go back!\If I tell you to go home, then you'll go home!\I pity you...\No, I guess that's wrong.\You're still a child.\Dunk her in the pot! Now! response:	Wait!
context: Saito-san and everyone else made that dream come true.\So I won't go back!\If I tell you to go home, then you'll go home!\I pity you...\No, I guess that's wrong.\You're still a child.\Dunk her in the pot! Now!\Wait! response:	You dare interrupt the inquiry?
context: So I won't go back!\If I tell you to go home, then you'll go home!\I pity you...\No, I guess that's wrong.\You're still a child.\Dunk her in the pot! Now!\Wait!\You dare interrupt the inquiry? response:	I don't care what happens to me.
context: If I tell you to go home, then you'll go home!\I pity you...\No, I guess that's wrong.\You're still a child.\Dunk her in the pot! Now!\Wait!\You dare interrupt the inquiry?\I don't care what happens to me. response:	So leave Tiffa -
context: I pity you...\No, I guess that's wrong.\You're still a child.\Dunk her in the pot! Now!\Wait!\You dare interrupt the inquiry?\I don't care what happens to me.\So leave Tiffa - response:	Stop. This isn't only about you.
context: No, I guess that's wrong.\You're still a child.\Dunk her in the pot! Now!\Wait!\You dare interrupt the inquiry?\I don't care what happens to me.\So leave Tiffa -\Stop. This isn't only about you. response:	This will cause an inquiry to befall your beloved, as well.
context: You're still a child.\Dunk her in the pot! Now!\Wait!\You dare interrupt the inquiry?\I don't care what happens to me.\So leave Tiffa -\Stop. This isn't only about you.\This will cause an inquiry to befall your beloved, as well. response:	Beloved?
context: Dunk her in the pot! Now!\Wait!\You dare interrupt the inquiry?\I don't care what happens to me.\So leave Tiffa -\Stop. This isn't only about you.\This will cause an inquiry to befall your beloved, as well.\Beloved? response:	Louise!
context: Wait!\You dare interrupt the inquiry?\I don't care what happens to me.\So leave Tiffa -\Stop. This isn't only about you.\This will cause an inquiry to befall your beloved, as well.\Beloved?\Louise! response:	Saito!
context: You dare interrupt the inquiry?\I don't care what happens to me.\So leave Tiffa -\Stop. This isn't only about you.\This will cause an inquiry to befall your beloved, as well.\Beloved?\Louise!\Saito! response:	Saito...
context: I don't care what happens to me.\So leave Tiffa -\Stop. This isn't only about you.\This will cause an inquiry to befall your beloved, as well.\Beloved?\Louise!\Saito!\Saito... response:	More...
context: So leave Tiffa -\Stop. This isn't only about you.\This will cause an inquiry to befall your beloved, as well.\Beloved?\Louise!\Saito!\Saito...\More... response:	Saito-san...
context: Stop. This isn't only about you.\This will cause an inquiry to befall your beloved, as well.\Beloved?\Louise!\Saito!\Saito...\More...\Saito-san... response:	W-What is this about?
context: This will cause an inquiry to befall your beloved, as well.\Beloved?\Louise!\Saito!\Saito...\More...\Saito-san...\W-What is this about? response:	Please, Your Highness.
context: Beloved?\Louise!\Saito!\Saito...\More...\Saito-san...\W-What is this about?\Please, Your Highness. response:	I'm the one who brought Tiffa here.
context: Louise!\Saito!\Saito...\More...\Saito-san...\W-What is this about?\Please, Your Highness.\I'm the one who brought Tiffa here. response:	So what?
context: Saito!\Saito...\More...\Saito-san...\W-What is this about?\Please, Your Highness.\I'm the one who brought Tiffa here.\So what? response:	I take full responsibility.
context: Saito...\More...\Saito-san...\W-What is this about?\Please, Your Highness.\I'm the one who brought Tiffa here.\So what?\I take full responsibility. response:	Please forgive Tiffa.
context: More...\Saito-san...\W-What is this about?\Please, Your Highness.\I'm the one who brought Tiffa here.\So what?\I take full responsibility.\Please forgive Tiffa. response:	No.
context: Saito-san...\W-What is this about?\Please, Your Highness.\I'm the one who brought Tiffa here.\So what?\I take full responsibility.\Please forgive Tiffa.\No. response:	Even with all this begging?
context: W-What is this about?\Please, Your Highness.\I'm the one who brought Tiffa here.\So what?\I take full responsibility.\Please forgive Tiffa.\No.\Even with all this begging? response:	Can't be done!
context: Please, Your Highness.\I'm the one who brought Tiffa here.\So what?\I take full responsibility.\Please forgive Tiffa.\No.\Even with all this begging?\Can't be done! response:	Then...
context: I'm the one who brought Tiffa here.\So what?\I take full responsibility.\Please forgive Tiffa.\No.\Even with all this begging?\Can't be done!\Then... response:	I guess I don't have a choice!
context: So what?\I take full responsibility.\Please forgive Tiffa.\No.\Even with all this begging?\Can't be done!\Then...\I guess I don't have a choice! response:	Looks like you're a heretic, too.
context: I take full responsibility.\Please forgive Tiffa.\No.\Even with all this begging?\Can't be done!\Then...\I guess I don't have a choice!\Looks like you're a heretic, too. response:	What is this about, Mr. Gramont?
context: Please forgive Tiffa.\No.\Even with all this begging?\Can't be done!\Then...\I guess I don't have a choice!\Looks like you're a heretic, too.\What is this about, Mr. Gramont? response:	It's a shame on knighthood to forsake ladies and one's friends.
context: No.\Even with all this begging?\Can't be done!\Then...\I guess I don't have a choice!\Looks like you're a heretic, too.\What is this about, Mr. Gramont?\It's a shame on knighthood to forsake ladies and one's friends. response:	Knights are to decide things with wands.
context: Even with all this begging?\Can't be done!\Then...\I guess I don't have a choice!\Looks like you're a heretic, too.\What is this about, Mr. Gramont?\It's a shame on knighthood to forsake ladies and one's friends.\Knights are to decide things with wands. response:	I can't help acting cool when there's such an audience!
context: Can't be done!\Then...\I guess I don't have a choice!\Looks like you're a heretic, too.\What is this about, Mr. Gramont?\It's a shame on knighthood to forsake ladies and one's friends.\Knights are to decide things with wands.\I can't help acting cool when there's such an audience! response:	That idiot!
context: Then...\I guess I don't have a choice!\Looks like you're a heretic, too.\What is this about, Mr. Gramont?\It's a shame on knighthood to forsake ladies and one's friends.\Knights are to decide things with wands.\I can't help acting cool when there's such an audience!\That idiot! response:	Follow the Captain!
context: I guess I don't have a choice!\Looks like you're a heretic, too.\What is this about, Mr. Gramont?\It's a shame on knighthood to forsake ladies and one's friends.\Knights are to decide things with wands.\I can't help acting cool when there's such an audience!\That idiot!\Follow the Captain! response:	Undine, draw your wands!
context: Looks like you're a heretic, too.\What is this about, Mr. Gramont?\It's a shame on knighthood to forsake ladies and one's friends.\Knights are to decide things with wands.\I can't help acting cool when there's such an audience!\That idiot!\Follow the Captain!\Undine, draw your wands! response:	Tiffa, stay back!
context: What is this about, Mr. Gramont?\It's a shame on knighthood to forsake ladies and one's friends.\Knights are to decide things with wands.\I can't help acting cool when there's such an audience!\That idiot!\Follow the Captain!\Undine, draw your wands!\Tiffa, stay back! response:	Go, Luft Panzer Ritter!
context: It's a shame on knighthood to forsake ladies and one's friends.\Knights are to decide things with wands.\I can't help acting cool when there's such an audience!\That idiot!\Follow the Captain!\Undine, draw your wands!\Tiffa, stay back!\Go, Luft Panzer Ritter! response:	Louise.
context: Knights are to decide things with wands.\I can't help acting cool when there's such an audience!\That idiot!\Follow the Captain!\Undine, draw your wands!\Tiffa, stay back!\Go, Luft Panzer Ritter!\Louise. response:	Saito...
context: I can't help acting cool when there's such an audience!\That idiot!\Follow the Captain!\Undine, draw your wands!\Tiffa, stay back!\Go, Luft Panzer Ritter!\Louise.\Saito... response:	Shut up!
context: That idiot!\Follow the Captain!\Undine, draw your wands!\Tiffa, stay back!\Go, Luft Panzer Ritter!\Louise.\Saito...\Shut up! response:	Are you all right?
context: Follow the Captain!\Undine, draw your wands!\Tiffa, stay back!\Go, Luft Panzer Ritter!\Louise.\Saito...\Shut up!\Are you all right? response:	Did something happen?
context: Undine, draw your wands!\Tiffa, stay back!\Go, Luft Panzer Ritter!\Louise.\Saito...\Shut up!\Are you all right?\Did something happen? response:	What is this about?
context: Tiffa, stay back!\Go, Luft Panzer Ritter!\Louise.\Saito...\Shut up!\Are you all right?\Did something happen?\What is this about? response:	Why...
context: Go, Luft Panzer Ritter!\Louise.\Saito...\Shut up!\Are you all right?\Did something happen?\What is this about?\Why... response:	Why did you wake me up?!
context: Louise.\Saito...\Shut up!\Are you all right?\Did something happen?\What is this about?\Why...\Why did you wake me up?! response:	Let's go!
context: Saito...\Shut up!\Are you all right?\Did something happen?\What is this about?\Why...\Why did you wake me up?!\Let's go! response:	Louise?
context: Shut up!\Are you all right?\Did something happen?\What is this about?\Why...\Why did you wake me up?!\Let's go!\Louise? response:	Louise, you...
context: Are you all right?\Did something happen?\What is this about?\Why...\Why did you wake me up?!\Let's go!\Louise?\Louise, you... response:	You're being so noisy.
context: Did something happen?\What is this about?\Why...\Why did you wake me up?!\Let's go!\Louise?\Louise, you...\You're being so noisy. response:	You guys are being noisy.
context: What is this about?\Why...\Why did you wake me up?!\Let's go!\Louise?\Louise, you...\You're being so noisy.\You guys are being noisy. response:	I was having such a good dream...
context: Why...\Why did you wake me up?!\Let's go!\Louise?\Louise, you...\You're being so noisy.\You guys are being noisy.\I was having such a good dream... response:	I was so close, too...
context: Why did you wake me up?!\Let's go!\Louise?\Louise, you...\You're being so noisy.\You guys are being noisy.\I was having such a good dream...\I was so close, too... response:	What a waste!
context: Let's go!\Louise?\Louise, you...\You're being so noisy.\You guys are being noisy.\I was having such a good dream...\I was so close, too...\What a waste! response:	Stop it, Louise!
context: Louise?\Louise, you...\You're being so noisy.\You guys are being noisy.\I was having such a good dream...\I was so close, too...\What a waste!\Stop it, Louise! response:	Saito-san!
context: Louise, you...\You're being so noisy.\You guys are being noisy.\I was having such a good dream...\I was so close, too...\What a waste!\Stop it, Louise!\Saito-san! response:	Y-You interrupted the inquiry!
context: You're being so noisy.\You guys are being noisy.\I was having such a good dream...\I was so close, too...\What a waste!\Stop it, Louise!\Saito-san!\Y-You interrupted the inquiry! response:	You had better beware of the consequences!
context: You guys are being noisy.\I was having such a good dream...\I was so close, too...\What a waste!\Stop it, Louise!\Saito-san!\Y-You interrupted the inquiry!\You had better beware of the consequences! response:	Inquiry?
context: I was having such a good dream...\I was so close, too...\What a waste!\Stop it, Louise!\Saito-san!\Y-You interrupted the inquiry!\You had better beware of the consequences!\Inquiry? response:	Do you even have the right?
context: I was so close, too...\What a waste!\Stop it, Louise!\Saito-san!\Y-You interrupted the inquiry!\You had better beware of the consequences!\Inquiry?\Do you even have the right? response:	I-If you mean the bishop's license, I have it at home.
context: What a waste!\Stop it, Louise!\Saito-san!\Y-You interrupted the inquiry!\You had better beware of the consequences!\Inquiry?\Do you even have the right?\I-If you mean the bishop's license, I have it at home. response:	You're lying.
context: Stop it, Louise!\Saito-san!\Y-You interrupted the inquiry!\You had better beware of the consequences!\Inquiry?\Do you even have the right?\I-If you mean the bishop's license, I have it at home.\You're lying. response:	I'm not!
context: Saito-san!\Y-You interrupted the inquiry!\You had better beware of the consequences!\Inquiry?\Do you even have the right?\I-If you mean the bishop's license, I have it at home.\You're lying.\I'm not! response:	To perform an inquiry, you need the Romalia Sectarian Head's written permission.
context: Y-You interrupted the inquiry!\You had better beware of the consequences!\Inquiry?\Do you even have the right?\I-If you mean the bishop's license, I have it at home.\You're lying.\I'm not!\To perform an inquiry, you need the Romalia Sectarian Head's written permission. response:	A bishop should know that.
context: You had better beware of the consequences!\Inquiry?\Do you even have the right?\I-If you mean the bishop's license, I have it at home.\You're lying.\I'm not!\To perform an inquiry, you need the Romalia Sectarian Head's written permission.\A bishop should know that. response:	What does that mean?
context: Inquiry?\Do you even have the right?\I-If you mean the bishop's license, I have it at home.\You're lying.\I'm not!\To perform an inquiry, you need the Romalia Sectarian Head's written permission.\A bishop should know that.\What does that mean? response:	She didn't have the right? She uttered God's name in vain?
context: Do you even have the right?\I-If you mean the bishop's license, I have it at home.\You're lying.\I'm not!\To perform an inquiry, you need the Romalia Sectarian Head's written permission.\A bishop should know that.\What does that mean?\She didn't have the right? She uttered God's name in vain? response:	I can't believe her.
context: I-If you mean the bishop's license, I have it at home.\You're lying.\I'm not!\To perform an inquiry, you need the Romalia Sectarian Head's written permission.\A bishop should know that.\What does that mean?\She didn't have the right? She uttered God's name in vain?\I can't believe her. response:	I-I've got nothing to do with this.
context: You're lying.\I'm not!\To perform an inquiry, you need the Romalia Sectarian Head's written permission.\A bishop should know that.\What does that mean?\She didn't have the right? She uttered God's name in vain?\I can't believe her.\I-I've got nothing to do with this. response:	Same here.
context: I'm not!\To perform an inquiry, you need the Romalia Sectarian Head's written permission.\A bishop should know that.\What does that mean?\She didn't have the right? She uttered God's name in vain?\I can't believe her.\I-I've got nothing to do with this.\Same here. response:	Beatrice-san.
context: To perform an inquiry, you need the Romalia Sectarian Head's written permission.\A bishop should know that.\What does that mean?\She didn't have the right? She uttered God's name in vain?\I can't believe her.\I-I've got nothing to do with this.\Same here.\Beatrice-san. response:	W-What?
context: A bishop should know that.\What does that mean?\She didn't have the right? She uttered God's name in vain?\I can't believe her.\I-I've got nothing to do with this.\Same here.\Beatrice-san.\W-What? response:	Don't come any closer!
context: What does that mean?\She didn't have the right? She uttered God's name in vain?\I can't believe her.\I-I've got nothing to do with this.\Same here.\Beatrice-san.\W-What?\Don't come any closer! response:	Let's become friends.
context: She didn't have the right? She uttered God's name in vain?\I can't believe her.\I-I've got nothing to do with this.\Same here.\Beatrice-san.\W-What?\Don't come any closer!\Let's become friends. response:	I didn't know elves were so kind.
context: I can't believe her.\I-I've got nothing to do with this.\Same here.\Beatrice-san.\W-What?\Don't come any closer!\Let's become friends.\I didn't know elves were so kind. response:	I think I want to be her friend, too.
context: I-I've got nothing to do with this.\Same here.\Beatrice-san.\W-What?\Don't come any closer!\Let's become friends.\I didn't know elves were so kind.\I think I want to be her friend, too. response:	Back to sleep.
context: Same here.\Beatrice-san.\W-What?\Don't come any closer!\Let's become friends.\I didn't know elves were so kind.\I think I want to be her friend, too.\Back to sleep. response:	Sorry for the cruel treatment.
context: Beatrice-san.\W-What?\Don't come any closer!\Let's become friends.\I didn't know elves were so kind.\I think I want to be her friend, too.\Back to sleep.\Sorry for the cruel treatment. response:	I totally fell in a state of panic. I'm sorry.
context: W-What?\Don't come any closer!\Let's become friends.\I didn't know elves were so kind.\I think I want to be her friend, too.\Back to sleep.\Sorry for the cruel treatment.\I totally fell in a state of panic. I'm sorry. response:	It's fine. I think I can make lots of good friends here.
context: Don't come any closer!\Let's become friends.\I didn't know elves were so kind.\I think I want to be her friend, too.\Back to sleep.\Sorry for the cruel treatment.\I totally fell in a state of panic. I'm sorry.\It's fine. I think I can make lots of good friends here. response:	That would be great.
context: Let's become friends.\I didn't know elves were so kind.\I think I want to be her friend, too.\Back to sleep.\Sorry for the cruel treatment.\I totally fell in a state of panic. I'm sorry.\It's fine. I think I can make lots of good friends here.\That would be great. response:	Now, I'd like to say everything's solved,
context: I didn't know elves were so kind.\I think I want to be her friend, too.\Back to sleep.\Sorry for the cruel treatment.\I totally fell in a state of panic. I'm sorry.\It's fine. I think I can make lots of good friends here.\That would be great.\Now, I'd like to say everything's solved, response:	but there's one thing I must definitely ask!
context: I think I want to be her friend, too.\Back to sleep.\Sorry for the cruel treatment.\I totally fell in a state of panic. I'm sorry.\It's fine. I think I can make lots of good friends here.\That would be great.\Now, I'd like to say everything's solved,\but there's one thing I must definitely ask! response:	Y-Yes?
context: Back to sleep.\Sorry for the cruel treatment.\I totally fell in a state of panic. I'm sorry.\It's fine. I think I can make lots of good friends here.\That would be great.\Now, I'd like to say everything's solved,\but there's one thing I must definitely ask!\Y-Yes? response:	Are these genuine?
context: Sorry for the cruel treatment.\I totally fell in a state of panic. I'm sorry.\It's fine. I think I can make lots of good friends here.\That would be great.\Now, I'd like to say everything's solved,\but there's one thing I must definitely ask!\Y-Yes?\Are these genuine? response:	Louise isn't coming?
context: I totally fell in a state of panic. I'm sorry.\It's fine. I think I can make lots of good friends here.\That would be great.\Now, I'd like to say everything's solved,\but there's one thing I must definitely ask!\Y-Yes?\Are these genuine?\Louise isn't coming? response:	Saito-san.
context: It's fine. I think I can make lots of good friends here.\That would be great.\Now, I'd like to say everything's solved,\but there's one thing I must definitely ask!\Y-Yes?\Are these genuine?\Louise isn't coming?\Saito-san. response:	Tiffa?
context: That would be great.\Now, I'd like to say everything's solved,\but there's one thing I must definitely ask!\Y-Yes?\Are these genuine?\Louise isn't coming?\Saito-san.\Tiffa? response:	Saito-san.
context: Now, I'd like to say everything's solved,\but there's one thing I must definitely ask!\Y-Yes?\Are these genuine?\Louise isn't coming?\Saito-san.\Tiffa?\Saito-san. response:	Wha - Tiffa!
context: but there's one thing I must definitely ask!\Y-Yes?\Are these genuine?\Louise isn't coming?\Saito-san.\Tiffa?\Saito-san.\Wha - Tiffa! response:	Your familiar is interesting as always.
context: Y-Yes?\Are these genuine?\Louise isn't coming?\Saito-san.\Tiffa?\Saito-san.\Wha - Tiffa!\Your familiar is interesting as always. response:	What? You're here to be cynical?
context: Are these genuine?\Louise isn't coming?\Saito-san.\Tiffa?\Saito-san.\Wha - Tiffa!\Your familiar is interesting as always.\What? You're here to be cynical? response:	Absolutely not.
