context: Help! Somebody! response:	Mr. Tsukiyama!
context: No... I really don't want to eat people.\We have no choice. It's just like when humans eat cows or pigs.\But I feel bad for them.\It's okay. I'll do everything for you.\Work?\Yep. We can't go on living like stray cats forever, right?\Don't worry. No one will find out.\Okay, I'm off. response:	Come back safely.
context: We have no choice. It's just like when humans eat cows or pigs.\But I feel bad for them.\It's okay. I'll do everything for you.\Work?\Yep. We can't go on living like stray cats forever, right?\Don't worry. No one will find out.\Okay, I'm off.\Come back safely. response:	I'm off.
context: But I feel bad for them.\It's okay. I'll do everything for you.\Work?\Yep. We can't go on living like stray cats forever, right?\Don't worry. No one will find out.\Okay, I'm off.\Come back safely.\I'm off. response:	Come back safely.
context: It's okay. I'll do everything for you.\Work?\Yep. We can't go on living like stray cats forever, right?\Don't worry. No one will find out.\Okay, I'm off.\Come back safely.\I'm off.\Come back safely. response:	I got fired again.
context: Work?\Yep. We can't go on living like stray cats forever, right?\Don't worry. No one will find out.\Okay, I'm off.\Come back safely.\I'm off.\Come back safely.\I got fired again. response:	Not again. Hmm? What?
context: Yep. We can't go on living like stray cats forever, right?\Don't worry. No one will find out.\Okay, I'm off.\Come back safely.\I'm off.\Come back safely.\I got fired again.\Not again. Hmm? What? response:	You've gotten taller, Nishiki. You look just like Dad.
context: Don't worry. No one will find out.\Okay, I'm off.\Come back safely.\I'm off.\Come back safely.\I got fired again.\Not again. Hmm? What?\You've gotten taller, Nishiki. You look just like Dad. response:	Who's that?
context: Okay, I'm off.\Come back safely.\I'm off.\Come back safely.\I got fired again.\Not again. Hmm? What?\You've gotten taller, Nishiki. You look just like Dad.\Who's that? response:	The manager from where I work.
context: Come back safely.\I'm off.\Come back safely.\I got fired again.\Not again. Hmm? What?\You've gotten taller, Nishiki. You look just like Dad.\Who's that?\The manager from where I work. response:	Which way did they run?!
context: I'm off.\Come back safely.\I got fired again.\Not again. Hmm? What?\You've gotten taller, Nishiki. You look just like Dad.\Who's that?\The manager from where I work.\Which way did they run?! response:	Search over that way!
context: Come back safely.\I got fired again.\Not again. Hmm? What?\You've gotten taller, Nishiki. You look just like Dad.\Who's that?\The manager from where I work.\Which way did they run?!\Search over that way! response:	Sis! Sis!
context: I got fired again.\Not again. Hmm? What?\You've gotten taller, Nishiki. You look just like Dad.\Who's that?\The manager from where I work.\Which way did they run?!\Search over that way!\Sis! Sis! response:	Stay with me, Sis!
context: Not again. Hmm? What?\You've gotten taller, Nishiki. You look just like Dad.\Who's that?\The manager from where I work.\Which way did they run?!\Search over that way!\Sis! Sis!\Stay with me, Sis! response:	Nishiki... Keep on living, by yourself...
context: You've gotten taller, Nishiki. You look just like Dad.\Who's that?\The manager from where I work.\Which way did they run?!\Search over that way!\Sis! Sis!\Stay with me, Sis!\Nishiki... Keep on living, by yourself... response:	No! Sis! Don't you die! Don't you die!
context: Who's that?\The manager from where I work.\Which way did they run?!\Search over that way!\Sis! Sis!\Stay with me, Sis!\Nishiki... Keep on living, by yourself...\No! Sis! Don't you die! Don't you die! response:	Live...
context: The manager from where I work.\Which way did they run?!\Search over that way!\Sis! Sis!\Stay with me, Sis!\Nishiki... Keep on living, by yourself...\No! Sis! Don't you die! Don't you die!\Live... response:	You're the one who turned her in, all right.
context: Which way did they run?!\Search over that way!\Sis! Sis!\Stay with me, Sis!\Nishiki... Keep on living, by yourself...\No! Sis! Don't you die! Don't you die!\Live...\You're the one who turned her in, all right. response:	P-Please, spare my life...
context: Search over that way!\Sis! Sis!\Stay with me, Sis!\Nishiki... Keep on living, by yourself...\No! Sis! Don't you die! Don't you die!\Live...\You're the one who turned her in, all right.\P-Please, spare my life... response:	You reap what you sow; both you and Sis.
context: Sis! Sis!\Stay with me, Sis!\Nishiki... Keep on living, by yourself...\No! Sis! Don't you die! Don't you die!\Live...\You're the one who turned her in, all right.\P-Please, spare my life...\You reap what you sow; both you and Sis. response:	There's no way I'll ever trust anyone.
context: Stay with me, Sis!\Nishiki... Keep on living, by yourself...\No! Sis! Don't you die! Don't you die!\Live...\You're the one who turned her in, all right.\P-Please, spare my life...\You reap what you sow; both you and Sis.\There's no way I'll ever trust anyone. response:	Hey...
context: Nishiki... Keep on living, by yourself...\No! Sis! Don't you die! Don't you die!\Live...\You're the one who turned her in, all right.\P-Please, spare my life...\You reap what you sow; both you and Sis.\There's no way I'll ever trust anyone.\Hey... response:	Did you forget your change?
context: No! Sis! Don't you die! Don't you die!\Live...\You're the one who turned her in, all right.\P-Please, spare my life...\You reap what you sow; both you and Sis.\There's no way I'll ever trust anyone.\Hey...\Did you forget your change? response:	Huh? Oh...
context: Live...\You're the one who turned her in, all right.\P-Please, spare my life...\You reap what you sow; both you and Sis.\There's no way I'll ever trust anyone.\Hey...\Did you forget your change?\Huh? Oh... response:	Here.
context: You're the one who turned her in, all right.\P-Please, spare my life...\You reap what you sow; both you and Sis.\There's no way I'll ever trust anyone.\Hey...\Did you forget your change?\Huh? Oh...\Here. response:	Thank you very much.
context: P-Please, spare my life...\You reap what you sow; both you and Sis.\There's no way I'll ever trust anyone.\Hey...\Did you forget your change?\Huh? Oh...\Here.\Thank you very much. response:	She was a pale-looking girl.
context: You reap what you sow; both you and Sis.\There's no way I'll ever trust anyone.\Hey...\Did you forget your change?\Huh? Oh...\Here.\Thank you very much.\She was a pale-looking girl. response:	But then, she may be useful for something.
context: There's no way I'll ever trust anyone.\Hey...\Did you forget your change?\Huh? Oh...\Here.\Thank you very much.\She was a pale-looking girl.\But then, she may be useful for something. response:	That's a nice name.
context: Hey...\Did you forget your change?\Huh? Oh...\Here.\Thank you very much.\She was a pale-looking girl.\But then, she may be useful for something.\That's a nice name. response:	Huh?
context: Did you forget your change?\Huh? Oh...\Here.\Thank you very much.\She was a pale-looking girl.\But then, she may be useful for something.\That's a nice name.\Huh? response:	Kimi, meaning noble future.
context: Huh? Oh...\Here.\Thank you very much.\She was a pale-looking girl.\But then, she may be useful for something.\That's a nice name.\Huh?\Kimi, meaning noble future. response:	Who thought of that, your mom or pop?
context: Here.\Thank you very much.\She was a pale-looking girl.\But then, she may be useful for something.\That's a nice name.\Huh?\Kimi, meaning noble future.\Who thought of that, your mom or pop? response:	Hmm? Hey...
context: Thank you very much.\She was a pale-looking girl.\But then, she may be useful for something.\That's a nice name.\Huh?\Kimi, meaning noble future.\Who thought of that, your mom or pop?\Hmm? Hey... response:	What? I don't get it.
context: She was a pale-looking girl.\But then, she may be useful for something.\That's a nice name.\Huh?\Kimi, meaning noble future.\Who thought of that, your mom or pop?\Hmm? Hey...\What? I don't get it. response:	Kaneki, you punk ass! This wound just won't heal!
context: But then, she may be useful for something.\That's a nice name.\Huh?\Kimi, meaning noble future.\Who thought of that, your mom or pop?\Hmm? Hey...\What? I don't get it.\Kaneki, you punk ass! This wound just won't heal! response:	Flesh! I have to eat some flesh!
context: That's a nice name.\Huh?\Kimi, meaning noble future.\Who thought of that, your mom or pop?\Hmm? Hey...\What? I don't get it.\Kaneki, you punk ass! This wound just won't heal!\Flesh! I have to eat some flesh! response:	Nishiki?
context: Huh?\Kimi, meaning noble future.\Who thought of that, your mom or pop?\Hmm? Hey...\What? I don't get it.\Kaneki, you punk ass! This wound just won't heal!\Flesh! I have to eat some flesh!\Nishiki? response:	Nishiki! What happened?! Is this blood?!
context: Kimi, meaning noble future.\Who thought of that, your mom or pop?\Hmm? Hey...\What? I don't get it.\Kaneki, you punk ass! This wound just won't heal!\Flesh! I have to eat some flesh!\Nishiki?\Nishiki! What happened?! Is this blood?! response:	I'm sure glad I called out to you!
context: Who thought of that, your mom or pop?\Hmm? Hey...\What? I don't get it.\Kaneki, you punk ass! This wound just won't heal!\Flesh! I have to eat some flesh!\Nishiki?\Nishiki! What happened?! Is this blood?!\I'm sure glad I called out to you! response:	Let me feed on your flesh!
context: Hmm? Hey...\What? I don't get it.\Kaneki, you punk ass! This wound just won't heal!\Flesh! I have to eat some flesh!\Nishiki?\Nishiki! What happened?! Is this blood?!\I'm sure glad I called out to you!\Let me feed on your flesh! response:	It's no use. I don't have the strength.
context: What? I don't get it.\Kaneki, you punk ass! This wound just won't heal!\Flesh! I have to eat some flesh!\Nishiki?\Nishiki! What happened?! Is this blood?!\I'm sure glad I called out to you!\Let me feed on your flesh!\It's no use. I don't have the strength. response:	Nishiki, you're a ghoul?
context: Kaneki, you punk ass! This wound just won't heal!\Flesh! I have to eat some flesh!\Nishiki?\Nishiki! What happened?! Is this blood?!\I'm sure glad I called out to you!\Let me feed on your flesh!\It's no use. I don't have the strength.\Nishiki, you're a ghoul? response:	Aww... Now I'll be reported, and that'll be all for me.
context: Flesh! I have to eat some flesh!\Nishiki?\Nishiki! What happened?! Is this blood?!\I'm sure glad I called out to you!\Let me feed on your flesh!\It's no use. I don't have the strength.\Nishiki, you're a ghoul?\Aww... Now I'll be reported, and that'll be all for me. response:	My end will be the same as Sis's. What a lousy life it's been.
context: Nishiki?\Nishiki! What happened?! Is this blood?!\I'm sure glad I called out to you!\Let me feed on your flesh!\It's no use. I don't have the strength.\Nishiki, you're a ghoul?\Aww... Now I'll be reported, and that'll be all for me.\My end will be the same as Sis's. What a lousy life it's been. response:	Nishiki...
context: Nishiki! What happened?! Is this blood?!\I'm sure glad I called out to you!\Let me feed on your flesh!\It's no use. I don't have the strength.\Nishiki, you're a ghoul?\Aww... Now I'll be reported, and that'll be all for me.\My end will be the same as Sis's. What a lousy life it's been.\Nishiki... response:	You know what? When you first called out to me that day,
context: I'm sure glad I called out to you!\Let me feed on your flesh!\It's no use. I don't have the strength.\Nishiki, you're a ghoul?\Aww... Now I'll be reported, and that'll be all for me.\My end will be the same as Sis's. What a lousy life it's been.\Nishiki...\You know what? When you first called out to me that day, response:	I'd lost my mom and dad
context: Let me feed on your flesh!\It's no use. I don't have the strength.\Nishiki, you're a ghoul?\Aww... Now I'll be reported, and that'll be all for me.\My end will be the same as Sis's. What a lousy life it's been.\Nishiki...\You know what? When you first called out to me that day,\I'd lost my mom and dad response:	and my brother two years younger than me in an accident.
context: It's no use. I don't have the strength.\Nishiki, you're a ghoul?\Aww... Now I'll be reported, and that'll be all for me.\My end will be the same as Sis's. What a lousy life it's been.\Nishiki...\You know what? When you first called out to me that day,\I'd lost my mom and dad\and my brother two years younger than me in an accident. response:	I was so sad, I was thinking I would rather be dead.
context: Nishiki, you're a ghoul?\Aww... Now I'll be reported, and that'll be all for me.\My end will be the same as Sis's. What a lousy life it's been.\Nishiki...\You know what? When you first called out to me that day,\I'd lost my mom and dad\and my brother two years younger than me in an accident.\I was so sad, I was thinking I would rather be dead. response:	But Nishiki, you being there for me saved me.
context: Aww... Now I'll be reported, and that'll be all for me.\My end will be the same as Sis's. What a lousy life it's been.\Nishiki...\You know what? When you first called out to me that day,\I'd lost my mom and dad\and my brother two years younger than me in an accident.\I was so sad, I was thinking I would rather be dead.\But Nishiki, you being there for me saved me. response:	So...
context: My end will be the same as Sis's. What a lousy life it's been.\Nishiki...\You know what? When you first called out to me that day,\I'd lost my mom and dad\and my brother two years younger than me in an accident.\I was so sad, I was thinking I would rather be dead.\But Nishiki, you being there for me saved me.\So... response:	it's okay. Live.
context: Nishiki...\You know what? When you first called out to me that day,\I'd lost my mom and dad\and my brother two years younger than me in an accident.\I was so sad, I was thinking I would rather be dead.\But Nishiki, you being there for me saved me.\So...\it's okay. Live. response:	I don't need any more.
context: You know what? When you first called out to me that day,\I'd lost my mom and dad\and my brother two years younger than me in an accident.\I was so sad, I was thinking I would rather be dead.\But Nishiki, you being there for me saved me.\So...\it's okay. Live.\I don't need any more. response:	What are you, stupid?
context: I'd lost my mom and dad\and my brother two years younger than me in an accident.\I was so sad, I was thinking I would rather be dead.\But Nishiki, you being there for me saved me.\So...\it's okay. Live.\I don't need any more.\What are you, stupid? response:	It's hard for me to have faith in people.
context: and my brother two years younger than me in an accident.\I was so sad, I was thinking I would rather be dead.\But Nishiki, you being there for me saved me.\So...\it's okay. Live.\I don't need any more.\What are you, stupid?\It's hard for me to have faith in people. response:	But maybe being betrayed by you wouldn't be so bad.
context: I was so sad, I was thinking I would rather be dead.\But Nishiki, you being there for me saved me.\So...\it's okay. Live.\I don't need any more.\What are you, stupid?\It's hard for me to have faith in people.\But maybe being betrayed by you wouldn't be so bad. response:	What is with you, for Pete's sake?
context: But Nishiki, you being there for me saved me.\So...\it's okay. Live.\I don't need any more.\What are you, stupid?\It's hard for me to have faith in people.\But maybe being betrayed by you wouldn't be so bad.\What is with you, for Pete's sake? response:	A ghoul's strength is largely dependent on his kagune.
context: So...\it's okay. Live.\I don't need any more.\What are you, stupid?\It's hard for me to have faith in people.\But maybe being betrayed by you wouldn't be so bad.\What is with you, for Pete's sake?\A ghoul's strength is largely dependent on his kagune. response:	If your kagune is your engine, then people's flesh is gasoline!
context: it's okay. Live.\I don't need any more.\What are you, stupid?\It's hard for me to have faith in people.\But maybe being betrayed by you wouldn't be so bad.\What is with you, for Pete's sake?\A ghoul's strength is largely dependent on his kagune.\If your kagune is your engine, then people's flesh is gasoline! response:	When you have a poor diet, you can only deliver commensurate strength.
context: I don't need any more.\What are you, stupid?\It's hard for me to have faith in people.\But maybe being betrayed by you wouldn't be so bad.\What is with you, for Pete's sake?\A ghoul's strength is largely dependent on his kagune.\If your kagune is your engine, then people's flesh is gasoline!\When you have a poor diet, you can only deliver commensurate strength. response:	What he says is true.
context: What are you, stupid?\It's hard for me to have faith in people.\But maybe being betrayed by you wouldn't be so bad.\What is with you, for Pete's sake?\A ghoul's strength is largely dependent on his kagune.\If your kagune is your engine, then people's flesh is gasoline!\When you have a poor diet, you can only deliver commensurate strength.\What he says is true. response:	Touka...
context: It's hard for me to have faith in people.\But maybe being betrayed by you wouldn't be so bad.\What is with you, for Pete's sake?\A ghoul's strength is largely dependent on his kagune.\If your kagune is your engine, then people's flesh is gasoline!\When you have a poor diet, you can only deliver commensurate strength.\What he says is true.\Touka... response:	I didn't expect Yoriko's cooking to affect me here...
context: But maybe being betrayed by you wouldn't be so bad.\What is with you, for Pete's sake?\A ghoul's strength is largely dependent on his kagune.\If your kagune is your engine, then people's flesh is gasoline!\When you have a poor diet, you can only deliver commensurate strength.\What he says is true.\Touka...\I didn't expect Yoriko's cooking to affect me here... response:	Now then, that's enough of the sideshow.
context: What is with you, for Pete's sake?\A ghoul's strength is largely dependent on his kagune.\If your kagune is your engine, then people's flesh is gasoline!\When you have a poor diet, you can only deliver commensurate strength.\What he says is true.\Touka...\I didn't expect Yoriko's cooking to affect me here...\Now then, that's enough of the sideshow. response:	You are becoming a pest.
context: A ghoul's strength is largely dependent on his kagune.\If your kagune is your engine, then people's flesh is gasoline!\When you have a poor diet, you can only deliver commensurate strength.\What he says is true.\Touka...\I didn't expect Yoriko's cooking to affect me here...\Now then, that's enough of the sideshow.\You are becoming a pest. response:	Shut up!
context: If your kagune is your engine, then people's flesh is gasoline!\When you have a poor diet, you can only deliver commensurate strength.\What he says is true.\Touka...\I didn't expect Yoriko's cooking to affect me here...\Now then, that's enough of the sideshow.\You are becoming a pest.\Shut up! response:	Stop annoying me! Stop annoying me! Stop annoying me!
context: When you have a poor diet, you can only deliver commensurate strength.\What he says is true.\Touka...\I didn't expect Yoriko's cooking to affect me here...\Now then, that's enough of the sideshow.\You are becoming a pest.\Shut up!\Stop annoying me! Stop annoying me! Stop annoying me! response:	Stop annoying me! Stop annoying me! Stop annoying me! Stop annoying me!
context: What he says is true.\Touka...\I didn't expect Yoriko's cooking to affect me here...\Now then, that's enough of the sideshow.\You are becoming a pest.\Shut up!\Stop annoying me! Stop annoying me! Stop annoying me!\Stop annoying me! Stop annoying me! Stop annoying me! Stop annoying me! response:	Let's be friends here, Nishio.
context: Touka...\I didn't expect Yoriko's cooking to affect me here...\Now then, that's enough of the sideshow.\You are becoming a pest.\Shut up!\Stop annoying me! Stop annoying me! Stop annoying me!\Stop annoying me! Stop annoying me! Stop annoying me! Stop annoying me!\Let's be friends here, Nishio. response:	There's nothing...
context: I didn't expect Yoriko's cooking to affect me here...\Now then, that's enough of the sideshow.\You are becoming a pest.\Shut up!\Stop annoying me! Stop annoying me! Stop annoying me!\Stop annoying me! Stop annoying me! Stop annoying me! Stop annoying me!\Let's be friends here, Nishio.\There's nothing... response:	There's nothing else...
context: Now then, that's enough of the sideshow.\You are becoming a pest.\Shut up!\Stop annoying me! Stop annoying me! Stop annoying me!\Stop annoying me! Stop annoying me! Stop annoying me! Stop annoying me!\Let's be friends here, Nishio.\There's nothing...\There's nothing else... response:	Aside from Kimi, I have nothing else...
context: You are becoming a pest.\Shut up!\Stop annoying me! Stop annoying me! Stop annoying me!\Stop annoying me! Stop annoying me! Stop annoying me! Stop annoying me!\Let's be friends here, Nishio.\There's nothing...\There's nothing else...\Aside from Kimi, I have nothing else... response:	Lay a hand on her and I'll kill you...
context: Shut up!\Stop annoying me! Stop annoying me! Stop annoying me!\Stop annoying me! Stop annoying me! Stop annoying me! Stop annoying me!\Let's be friends here, Nishio.\There's nothing...\There's nothing else...\Aside from Kimi, I have nothing else...\Lay a hand on her and I'll kill you... response:	Even if it costs me my life, I'll kill you!
context: Stop annoying me! Stop annoying me! Stop annoying me!\Stop annoying me! Stop annoying me! Stop annoying me! Stop annoying me!\Let's be friends here, Nishio.\There's nothing...\There's nothing else...\Aside from Kimi, I have nothing else...\Lay a hand on her and I'll kill you...\Even if it costs me my life, I'll kill you! response:	If we don't do something...
context: Stop annoying me! Stop annoying me! Stop annoying me! Stop annoying me!\Let's be friends here, Nishio.\There's nothing...\There's nothing else...\Aside from Kimi, I have nothing else...\Lay a hand on her and I'll kill you...\Even if it costs me my life, I'll kill you!\If we don't do something... response:	A person's flesh is gasoline...
context: Let's be friends here, Nishio.\There's nothing...\There's nothing else...\Aside from Kimi, I have nothing else...\Lay a hand on her and I'll kill you...\Even if it costs me my life, I'll kill you!\If we don't do something...\A person's flesh is gasoline... response:	Fuel...
context: There's nothing...\There's nothing else...\Aside from Kimi, I have nothing else...\Lay a hand on her and I'll kill you...\Even if it costs me my life, I'll kill you!\If we don't do something...\A person's flesh is gasoline...\Fuel... response:	Touka...
context: There's nothing else...\Aside from Kimi, I have nothing else...\Lay a hand on her and I'll kill you...\Even if it costs me my life, I'll kill you!\If we don't do something...\A person's flesh is gasoline...\Fuel...\Touka... response:	At full strength, who's stronger, you or Tsukiyama?
context: Aside from Kimi, I have nothing else...\Lay a hand on her and I'll kill you...\Even if it costs me my life, I'll kill you!\If we don't do something...\A person's flesh is gasoline...\Fuel...\Touka...\At full strength, who's stronger, you or Tsukiyama? response:	A long time ago, we were about even.
context: Lay a hand on her and I'll kill you...\Even if it costs me my life, I'll kill you!\If we don't do something...\A person's flesh is gasoline...\Fuel...\Touka...\At full strength, who's stronger, you or Tsukiyama?\A long time ago, we were about even. response:	Listen, Touka...
context: Even if it costs me my life, I'll kill you!\If we don't do something...\A person's flesh is gasoline...\Fuel...\Touka...\At full strength, who's stronger, you or Tsukiyama?\A long time ago, we were about even.\Listen, Touka... response:	You've had it. I'm this close to killing you.
context: If we don't do something...\A person's flesh is gasoline...\Fuel...\Touka...\At full strength, who's stronger, you or Tsukiyama?\A long time ago, we were about even.\Listen, Touka...\You've had it. I'm this close to killing you. response:	Tsukiyama!
context: A person's flesh is gasoline...\Fuel...\Touka...\At full strength, who's stronger, you or Tsukiyama?\A long time ago, we were about even.\Listen, Touka...\You've had it. I'm this close to killing you.\Tsukiyama! response:	Here goes.
context: Fuel...\Touka...\At full strength, who's stronger, you or Tsukiyama?\A long time ago, we were about even.\Listen, Touka...\You've had it. I'm this close to killing you.\Tsukiyama!\Here goes. response:	Mm-hmm.
context: Touka...\At full strength, who's stronger, you or Tsukiyama?\A long time ago, we were about even.\Listen, Touka...\You've had it. I'm this close to killing you.\Tsukiyama!\Here goes.\Mm-hmm. response:	Look away.
context: At full strength, who's stronger, you or Tsukiyama?\A long time ago, we were about even.\Listen, Touka...\You've had it. I'm this close to killing you.\Tsukiyama!\Here goes.\Mm-hmm.\Look away. response:	He belongs to me!
context: A long time ago, we were about even.\Listen, Touka...\You've had it. I'm this close to killing you.\Tsukiyama!\Here goes.\Mm-hmm.\Look away.\He belongs to me! response:	He belongs to you?
context: Listen, Touka...\You've had it. I'm this close to killing you.\Tsukiyama!\Here goes.\Mm-hmm.\Look away.\He belongs to me!\He belongs to you? response:	Are you dense?
context: You've had it. I'm this close to killing you.\Tsukiyama!\Here goes.\Mm-hmm.\Look away.\He belongs to me!\He belongs to you?\Are you dense? response:	There's not a single thing here...
context: Tsukiyama!\Here goes.\Mm-hmm.\Look away.\He belongs to me!\He belongs to you?\Are you dense?\There's not a single thing here... response:	that belongs to you.
context: Here goes.\Mm-hmm.\Look away.\He belongs to me!\He belongs to you?\Are you dense?\There's not a single thing here...\that belongs to you. response:	Though the city sleeps, its buildings are always
context: Mm-hmm.\Look away.\He belongs to me!\He belongs to you?\Are you dense?\There's not a single thing here...\that belongs to you.\Though the city sleeps, its buildings are always response:	under construction
context: Look away.\He belongs to me!\He belongs to you?\Are you dense?\There's not a single thing here...\that belongs to you.\Though the city sleeps, its buildings are always\under construction response:	Urban planning carries on
context: He belongs to me!\He belongs to you?\Are you dense?\There's not a single thing here...\that belongs to you.\Though the city sleeps, its buildings are always\under construction\Urban planning carries on response:	Its belt lines morphing, snakes interlocking,
context: He belongs to you?\Are you dense?\There's not a single thing here...\that belongs to you.\Though the city sleeps, its buildings are always\under construction\Urban planning carries on\Its belt lines morphing, snakes interlocking, response:	stirring up endorphins and off you go, go, go
context: Are you dense?\There's not a single thing here...\that belongs to you.\Though the city sleeps, its buildings are always\under construction\Urban planning carries on\Its belt lines morphing, snakes interlocking,\stirring up endorphins and off you go, go, go response:	Souls ascend up into the night sky
context: There's not a single thing here...\that belongs to you.\Though the city sleeps, its buildings are always\under construction\Urban planning carries on\Its belt lines morphing, snakes interlocking,\stirring up endorphins and off you go, go, go\Souls ascend up into the night sky response:	Their procession and their faith both resembling
context: that belongs to you.\Though the city sleeps, its buildings are always\under construction\Urban planning carries on\Its belt lines morphing, snakes interlocking,\stirring up endorphins and off you go, go, go\Souls ascend up into the night sky\Their procession and their faith both resembling response:	an aberrant riddle
context: Though the city sleeps, its buildings are always\under construction\Urban planning carries on\Its belt lines morphing, snakes interlocking,\stirring up endorphins and off you go, go, go\Souls ascend up into the night sky\Their procession and their faith both resembling\an aberrant riddle response:	Our as-yet-empty tomorrows
context: under construction\Urban planning carries on\Its belt lines morphing, snakes interlocking,\stirring up endorphins and off you go, go, go\Souls ascend up into the night sky\Their procession and their faith both resembling\an aberrant riddle\Our as-yet-empty tomorrows response:	are an all but black shade of gray
context: Urban planning carries on\Its belt lines morphing, snakes interlocking,\stirring up endorphins and off you go, go, go\Souls ascend up into the night sky\Their procession and their faith both resembling\an aberrant riddle\Our as-yet-empty tomorrows\are an all but black shade of gray response:	Without any possibilities
context: Its belt lines morphing, snakes interlocking,\stirring up endorphins and off you go, go, go\Souls ascend up into the night sky\Their procession and their faith both resembling\an aberrant riddle\Our as-yet-empty tomorrows\are an all but black shade of gray\Without any possibilities response:	an all but black shade of gray
context: stirring up endorphins and off you go, go, go\Souls ascend up into the night sky\Their procession and their faith both resembling\an aberrant riddle\Our as-yet-empty tomorrows\are an all but black shade of gray\Without any possibilities\an all but black shade of gray response:	Ah, tonight, you're the one I want
context: Souls ascend up into the night sky\Their procession and their faith both resembling\an aberrant riddle\Our as-yet-empty tomorrows\are an all but black shade of gray\Without any possibilities\an all but black shade of gray\Ah, tonight, you're the one I want response:	Saints
context: Their procession and their faith both resembling\an aberrant riddle\Our as-yet-empty tomorrows\are an all but black shade of gray\Without any possibilities\an all but black shade of gray\Ah, tonight, you're the one I want\Saints response:	Ah, I want you to signal the end
context: an aberrant riddle\Our as-yet-empty tomorrows\are an all but black shade of gray\Without any possibilities\an all but black shade of gray\Ah, tonight, you're the one I want\Saints\Ah, I want you to signal the end response:	Saints
context: Our as-yet-empty tomorrows\are an all but black shade of gray\Without any possibilities\an all but black shade of gray\Ah, tonight, you're the one I want\Saints\Ah, I want you to signal the end\Saints response:	Saints
context: are an all but black shade of gray\Without any possibilities\an all but black shade of gray\Ah, tonight, you're the one I want\Saints\Ah, I want you to signal the end\Saints\Saints response:	Saints
context: Without any possibilities\an all but black shade of gray\Ah, tonight, you're the one I want\Saints\Ah, I want you to signal the end\Saints\Saints\Saints response:	Layout: Katsuya Yamada Next time:'Cloudburst'
