context: Japanese Math Science Social Studies English response:	Ichika Nino Miku Yotsuba Itsuki
context: If you don't want me to send it around, you'll get the other four's email addresses!\If you don't want me to send it around, you'll get the other four's email addresses!\Man, as your tutor,\I should probably get everyone's email addresses, huh?\I'll help you.\Yay.\I did it.\I guess I can get Itsuki's and Nino's some other day. response:	I saw them in the cafeteria.
context: If you don't want me to send it around, you'll get the other four's email addresses!\Man, as your tutor,\I should probably get everyone's email addresses, huh?\I'll help you.\Yay.\I did it.\I guess I can get Itsuki's and Nino's some other day.\I saw them in the cafeteria. response:	Okay, let's go!
context: Man, as your tutor,\I should probably get everyone's email addresses, huh?\I'll help you.\Yay.\I did it.\I guess I can get Itsuki's and Nino's some other day.\I saw them in the cafeteria.\Okay, let's go! response:	H-Hey, what about your address?
context: I should probably get everyone's email addresses, huh?\I'll help you.\Yay.\I did it.\I guess I can get Itsuki's and Nino's some other day.\I saw them in the cafeteria.\Okay, let's go!\H-Hey, what about your address? response:	Thanks.
context: I'll help you.\Yay.\I did it.\I guess I can get Itsuki's and Nino's some other day.\I saw them in the cafeteria.\Okay, let's go!\H-Hey, what about your address?\Thanks. response:	I saved my address.
context: Yay.\I did it.\I guess I can get Itsuki's and Nino's some other day.\I saw them in the cafeteria.\Okay, let's go!\H-Hey, what about your address?\Thanks.\I saved my address. response:	Okay.
context: I did it.\I guess I can get Itsuki's and Nino's some other day.\I saw them in the cafeteria.\Okay, let's go!\H-Hey, what about your address?\Thanks.\I saved my address.\Okay. response:	Wait up, Yotsuba!
context: I guess I can get Itsuki's and Nino's some other day.\I saw them in the cafeteria.\Okay, let's go!\H-Hey, what about your address?\Thanks.\I saved my address.\Okay.\Wait up, Yotsuba! response:	Absolutely not.
context: I saw them in the cafeteria.\Okay, let's go!\H-Hey, what about your address?\Thanks.\I saved my address.\Okay.\Wait up, Yotsuba!\Absolutely not. response:	Ab-so-lute-ly not.
context: Okay, let's go!\H-Hey, what about your address?\Thanks.\I saved my address.\Okay.\Wait up, Yotsuba!\Absolutely not.\Ab-so-lute-ly not. response:	There's no reason for us to want your email address.
context: H-Hey, what about your address?\Thanks.\I saved my address.\Okay.\Wait up, Yotsuba!\Absolutely not.\Ab-so-lute-ly not.\There's no reason for us to want your email address. response:	The Theater Club Needs You!
context: Thanks.\I saved my address.\Okay.\Wait up, Yotsuba!\Absolutely not.\Ab-so-lute-ly not.\There's no reason for us to want your email address.\The Theater Club Needs You! response:	I expected you to say that.
context: I saved my address.\Okay.\Wait up, Yotsuba!\Absolutely not.\Ab-so-lute-ly not.\There's no reason for us to want your email address.\The Theater Club Needs You!\I expected you to say that. response:	But wait, there's more!
context: Okay.\Wait up, Yotsuba!\Absolutely not.\Ab-so-lute-ly not.\There's no reason for us to want your email address.\The Theater Club Needs You!\I expected you to say that.\But wait, there's more! response:	Uesugi Raiha Dad Nakano Ichika
context: Wait up, Yotsuba!\Absolutely not.\Ab-so-lute-ly not.\There's no reason for us to want your email address.\The Theater Club Needs You!\I expected you to say that.\But wait, there's more!\Uesugi Raiha Dad Nakano Ichika response:	Act now, and I'll throw in Raiha's email address for free!
context: Absolutely not.\Ab-so-lute-ly not.\There's no reason for us to want your email address.\The Theater Club Needs You!\I expected you to say that.\But wait, there's more!\Uesugi Raiha Dad Nakano Ichika\Act now, and I'll throw in Raiha's email address for free! response:	Uesugi Raiha
context: Ab-so-lute-ly not.\There's no reason for us to want your email address.\The Theater Club Needs You!\I expected you to say that.\But wait, there's more!\Uesugi Raiha Dad Nakano Ichika\Act now, and I'll throw in Raiha's email address for free!\Uesugi Raiha response:	It's a bargain!
context: There's no reason for us to want your email address.\The Theater Club Needs You!\I expected you to say that.\But wait, there's more!\Uesugi Raiha Dad Nakano Ichika\Act now, and I'll throw in Raiha's email address for free!\Uesugi Raiha\It's a bargain! response:	Itsuki-chan!
context: The Theater Club Needs You!\I expected you to say that.\But wait, there's more!\Uesugi Raiha Dad Nakano Ichika\Act now, and I'll throw in Raiha's email address for free!\Uesugi Raiha\It's a bargain!\Itsuki-chan! response:	You leave me no choice.
context: I expected you to say that.\But wait, there's more!\Uesugi Raiha Dad Nakano Ichika\Act now, and I'll throw in Raiha's email address for free!\Uesugi Raiha\It's a bargain!\Itsuki-chan!\You leave me no choice. response:	That's so cowardly, selling your family out like that!
context: But wait, there's more!\Uesugi Raiha Dad Nakano Ichika\Act now, and I'll throw in Raiha's email address for free!\Uesugi Raiha\It's a bargain!\Itsuki-chan!\You leave me no choice.\That's so cowardly, selling your family out like that! response:	Say what you will.
context: Uesugi Raiha Dad Nakano Ichika\Act now, and I'll throw in Raiha's email address for free!\Uesugi Raiha\It's a bargain!\Itsuki-chan!\You leave me no choice.\That's so cowardly, selling your family out like that!\Say what you will. response:	Aren't you telling me yours, Nino?
context: Act now, and I'll throw in Raiha's email address for free!\Uesugi Raiha\It's a bargain!\Itsuki-chan!\You leave me no choice.\That's so cowardly, selling your family out like that!\Say what you will.\Aren't you telling me yours, Nino? response:	Of course not.
context: Uesugi Raiha\It's a bargain!\Itsuki-chan!\You leave me no choice.\That's so cowardly, selling your family out like that!\Say what you will.\Aren't you telling me yours, Nino?\Of course not. response:	All right, then.
context: It's a bargain!\Itsuki-chan!\You leave me no choice.\That's so cowardly, selling your family out like that!\Say what you will.\Aren't you telling me yours, Nino?\Of course not.\All right, then. response:	In that case, we'll chat without you.
context: Itsuki-chan!\You leave me no choice.\That's so cowardly, selling your family out like that!\Say what you will.\Aren't you telling me yours, Nino?\Of course not.\All right, then.\In that case, we'll chat without you. response:	The rest of us, without you.
context: You leave me no choice.\That's so cowardly, selling your family out like that!\Say what you will.\Aren't you telling me yours, Nino?\Of course not.\All right, then.\In that case, we'll chat without you.\The rest of us, without you. response:	G-Give me something to write with.
context: That's so cowardly, selling your family out like that!\Say what you will.\Aren't you telling me yours, Nino?\Of course not.\All right, then.\In that case, we'll chat without you.\The rest of us, without you.\G-Give me something to write with. response:	Here.
context: Say what you will.\Aren't you telling me yours, Nino?\Of course not.\All right, then.\In that case, we'll chat without you.\The rest of us, without you.\G-Give me something to write with.\Here. response:	Now you've got everyone's.
context: Aren't you telling me yours, Nino?\Of course not.\All right, then.\In that case, we'll chat without you.\The rest of us, without you.\G-Give me something to write with.\Here.\Now you've got everyone's. response:	There's one more.
context: Of course not.\All right, then.\In that case, we'll chat without you.\The rest of us, without you.\G-Give me something to write with.\Here.\Now you've got everyone's.\There's one more. response:	Ichika, Miku, Itsuki, Nino...
context: All right, then.\In that case, we'll chat without you.\The rest of us, without you.\G-Give me something to write with.\Here.\Now you've got everyone's.\There's one more.\Ichika, Miku, Itsuki, Nino... response:	Yotsuba! That's me!
context: In that case, we'll chat without you.\The rest of us, without you.\G-Give me something to write with.\Here.\Now you've got everyone's.\There's one more.\Ichika, Miku, Itsuki, Nino...\Yotsuba! That's me! response:	Yeah, she's plain stupid.
context: The rest of us, without you.\G-Give me something to write with.\Here.\Now you've got everyone's.\There's one more.\Ichika, Miku, Itsuki, Nino...\Yotsuba! That's me!\Yeah, she's plain stupid. response:	This is my email address.
context: G-Give me something to write with.\Here.\Now you've got everyone's.\There's one more.\Ichika, Miku, Itsuki, Nino...\Yotsuba! That's me!\Yeah, she's plain stupid.\This is my email address. response:	Basketball Club Captain
context: Here.\Now you've got everyone's.\There's one more.\Ichika, Miku, Itsuki, Nino...\Yotsuba! That's me!\Yeah, she's plain stupid.\This is my email address.\Basketball Club Captain response:	Incoming Call
context: Now you've got everyone's.\There's one more.\Ichika, Miku, Itsuki, Nino...\Yotsuba! That's me!\Yeah, she's plain stupid.\This is my email address.\Basketball Club Captain\Incoming Call response:	You have a call.
context: There's one more.\Ichika, Miku, Itsuki, Nino...\Yotsuba! That's me!\Yeah, she's plain stupid.\This is my email address.\Basketball Club Captain\Incoming Call\You have a call. response:	The basketball club?
context: Ichika, Miku, Itsuki, Nino...\Yotsuba! That's me!\Yeah, she's plain stupid.\This is my email address.\Basketball Club Captain\Incoming Call\You have a call.\The basketball club? response:	Wait, are you still hanging out with them?
context: Yotsuba! That's me!\Yeah, she's plain stupid.\This is my email address.\Basketball Club Captain\Incoming Call\You have a call.\The basketball club?\Wait, are you still hanging out with them? response:	Oh, right, I had one more thing I had to do for someone.
context: Yeah, she's plain stupid.\This is my email address.\Basketball Club Captain\Incoming Call\You have a call.\The basketball club?\Wait, are you still hanging out with them?\Oh, right, I had one more thing I had to do for someone. response:	Okay, Uesugi-san. I'll be leaving now.
context: This is my email address.\Basketball Club Captain\Incoming Call\You have a call.\The basketball club?\Wait, are you still hanging out with them?\Oh, right, I had one more thing I had to do for someone.\Okay, Uesugi-san. I'll be leaving now. response:	You're such a bad liar.
context: Basketball Club Captain\Incoming Call\You have a call.\The basketball club?\Wait, are you still hanging out with them?\Oh, right, I had one more thing I had to do for someone.\Okay, Uesugi-san. I'll be leaving now.\You're such a bad liar. response:	Hey!
context: Incoming Call\You have a call.\The basketball club?\Wait, are you still hanging out with them?\Oh, right, I had one more thing I had to do for someone.\Okay, Uesugi-san. I'll be leaving now.\You're such a bad liar.\Hey! response:	I wrote my email address.
context: You have a call.\The basketball club?\Wait, are you still hanging out with them?\Oh, right, I had one more thing I had to do for someone.\Okay, Uesugi-san. I'll be leaving now.\You're such a bad liar.\Hey!\I wrote my email address. response:	Hey, everyone.
context: The basketball club?\Wait, are you still hanging out with them?\Oh, right, I had one more thing I had to do for someone.\Okay, Uesugi-san. I'll be leaving now.\You're such a bad liar.\Hey!\I wrote my email address.\Hey, everyone. response:	Nakano-san. Thanks for the help the other day.
context: Wait, are you still hanging out with them?\Oh, right, I had one more thing I had to do for someone.\Okay, Uesugi-san. I'll be leaving now.\You're such a bad liar.\Hey!\I wrote my email address.\Hey, everyone.\Nakano-san. Thanks for the help the other day. response:	Don't mention it.
context: Oh, right, I had one more thing I had to do for someone.\Okay, Uesugi-san. I'll be leaving now.\You're such a bad liar.\Hey!\I wrote my email address.\Hey, everyone.\Nakano-san. Thanks for the help the other day.\Don't mention it. response:	I knew it.
context: Okay, Uesugi-san. I'll be leaving now.\You're such a bad liar.\Hey!\I wrote my email address.\Hey, everyone.\Nakano-san. Thanks for the help the other day.\Don't mention it.\I knew it. response:	The fact that she lied to come here even though she sucks at it means...
context: You're such a bad liar.\Hey!\I wrote my email address.\Hey, everyone.\Nakano-san. Thanks for the help the other day.\Don't mention it.\I knew it.\The fact that she lied to come here even though she sucks at it means... response:	So, Nakano-san, have you thought about joining the club?
context: Hey!\I wrote my email address.\Hey, everyone.\Nakano-san. Thanks for the help the other day.\Don't mention it.\I knew it.\The fact that she lied to come here even though she sucks at it means...\So, Nakano-san, have you thought about joining the club? response:	Yes.
context: I wrote my email address.\Hey, everyone.\Nakano-san. Thanks for the help the other day.\Don't mention it.\I knew it.\The fact that she lied to come here even though she sucks at it means...\So, Nakano-san, have you thought about joining the club?\Yes. response:	I'm thankful that you invited me.
context: Hey, everyone.\Nakano-san. Thanks for the help the other day.\Don't mention it.\I knew it.\The fact that she lied to come here even though she sucks at it means...\So, Nakano-san, have you thought about joining the club?\Yes.\I'm thankful that you invited me. response:	So that's what it is?!
context: Nakano-san. Thanks for the help the other day.\Don't mention it.\I knew it.\The fact that she lied to come here even though she sucks at it means...\So, Nakano-san, have you thought about joining the club?\Yes.\I'm thankful that you invited me.\So that's what it is?! response:	Yotsuba really was buying time to avoid studying!
context: Don't mention it.\I knew it.\The fact that she lied to come here even though she sucks at it means...\So, Nakano-san, have you thought about joining the club?\Yes.\I'm thankful that you invited me.\So that's what it is?!\Yotsuba really was buying time to avoid studying! response:	That's great.
context: I knew it.\The fact that she lied to come here even though she sucks at it means...\So, Nakano-san, have you thought about joining the club?\Yes.\I'm thankful that you invited me.\So that's what it is?!\Yotsuba really was buying time to avoid studying!\That's great. response:	Then...
context: The fact that she lied to come here even though she sucks at it means...\So, Nakano-san, have you thought about joining the club?\Yes.\I'm thankful that you invited me.\So that's what it is?!\Yotsuba really was buying time to avoid studying!\That's great.\Then... response:	But...
context: So, Nakano-san, have you thought about joining the club?\Yes.\I'm thankful that you invited me.\So that's what it is?!\Yotsuba really was buying time to avoid studying!\That's great.\Then...\But... response:	I'm sorry.
context: Yes.\I'm thankful that you invited me.\So that's what it is?!\Yotsuba really was buying time to avoid studying!\That's great.\Then...\But...\I'm sorry. response:	I'll have to decline.
context: I'm thankful that you invited me.\So that's what it is?!\Yotsuba really was buying time to avoid studying!\That's great.\Then...\But...\I'm sorry.\I'll have to decline. response:	I'm well aware that the basketball club needs my help,
context: So that's what it is?!\Yotsuba really was buying time to avoid studying!\That's great.\Then...\But...\I'm sorry.\I'll have to decline.\I'm well aware that the basketball club needs my help, response:	but I have an important engagement after school.
context: Yotsuba really was buying time to avoid studying!\That's great.\Then...\But...\I'm sorry.\I'll have to decline.\I'm well aware that the basketball club needs my help,\but I have an important engagement after school. response:	O-Of course, I can always fill in at games.
context: That's great.\Then...\But...\I'm sorry.\I'll have to decline.\I'm well aware that the basketball club needs my help,\but I have an important engagement after school.\O-Of course, I can always fill in at games. response:	I see.
context: Then...\But...\I'm sorry.\I'll have to decline.\I'm well aware that the basketball club needs my help,\but I have an important engagement after school.\O-Of course, I can always fill in at games.\I see. response:	Guess that's that, then.
context: But...\I'm sorry.\I'll have to decline.\I'm well aware that the basketball club needs my help,\but I have an important engagement after school.\O-Of course, I can always fill in at games.\I see.\Guess that's that, then. response:	Although I think it's a waste of talent not to join us.
context: I'm sorry.\I'll have to decline.\I'm well aware that the basketball club needs my help,\but I have an important engagement after school.\O-Of course, I can always fill in at games.\I see.\Guess that's that, then.\Although I think it's a waste of talent not to join us. response:	There's someone who's spurring me on, even though I have no talent.
context: I'll have to decline.\I'm well aware that the basketball club needs my help,\but I have an important engagement after school.\O-Of course, I can always fill in at games.\I see.\Guess that's that, then.\Although I think it's a waste of talent not to join us.\There's someone who's spurring me on, even though I have no talent. response:	Basketball Club Looking for members!
context: I'm well aware that the basketball club needs my help,\but I have an important engagement after school.\O-Of course, I can always fill in at games.\I see.\Guess that's that, then.\Although I think it's a waste of talent not to join us.\There's someone who's spurring me on, even though I have no talent.\Basketball Club Looking for members! response:	U-Uesugi-san?
context: but I have an important engagement after school.\O-Of course, I can always fill in at games.\I see.\Guess that's that, then.\Although I think it's a waste of talent not to join us.\There's someone who's spurring me on, even though I have no talent.\Basketball Club Looking for members!\U-Uesugi-san? response:	Why are you here?
context: O-Of course, I can always fill in at games.\I see.\Guess that's that, then.\Although I think it's a waste of talent not to join us.\There's someone who's spurring me on, even though I have no talent.\Basketball Club Looking for members!\U-Uesugi-san?\Why are you here? response:	I was on my way to the library.
context: I see.\Guess that's that, then.\Although I think it's a waste of talent not to join us.\There's someone who's spurring me on, even though I have no talent.\Basketball Club Looking for members!\U-Uesugi-san?\Why are you here?\I was on my way to the library. response:	But the library and this club wing are in completely opposite directions.
context: Guess that's that, then.\Although I think it's a waste of talent not to join us.\There's someone who's spurring me on, even though I have no talent.\Basketball Club Looking for members!\U-Uesugi-san?\Why are you here?\I was on my way to the library.\But the library and this club wing are in completely opposite directions. response:	Weird.
context: Although I think it's a waste of talent not to join us.\There's someone who's spurring me on, even though I have no talent.\Basketball Club Looking for members!\U-Uesugi-san?\Why are you here?\I was on my way to the library.\But the library and this club wing are in completely opposite directions.\Weird. response:	Are you done here?
context: There's someone who's spurring me on, even though I have no talent.\Basketball Club Looking for members!\U-Uesugi-san?\Why are you here?\I was on my way to the library.\But the library and this club wing are in completely opposite directions.\Weird.\Are you done here? response:	I'm going to keep working you hard. You'd best be ready.
context: Basketball Club Looking for members!\U-Uesugi-san?\Why are you here?\I was on my way to the library.\But the library and this club wing are in completely opposite directions.\Weird.\Are you done here?\I'm going to keep working you hard. You'd best be ready. response:	Yes, sir.
context: U-Uesugi-san?\Why are you here?\I was on my way to the library.\But the library and this club wing are in completely opposite directions.\Weird.\Are you done here?\I'm going to keep working you hard. You'd best be ready.\Yes, sir. response:	I'm ready now.
context: Why are you here?\I was on my way to the library.\But the library and this club wing are in completely opposite directions.\Weird.\Are you done here?\I'm going to keep working you hard. You'd best be ready.\Yes, sir.\I'm ready now. response:	Thanks, Raiha.
context: I was on my way to the library.\But the library and this club wing are in completely opposite directions.\Weird.\Are you done here?\I'm going to keep working you hard. You'd best be ready.\Yes, sir.\I'm ready now.\Thanks, Raiha. response:	Sure.
context: But the library and this club wing are in completely opposite directions.\Weird.\Are you done here?\I'm going to keep working you hard. You'd best be ready.\Yes, sir.\I'm ready now.\Thanks, Raiha.\Sure. response:	Oh, right.
context: Weird.\Are you done here?\I'm going to keep working you hard. You'd best be ready.\Yes, sir.\I'm ready now.\Thanks, Raiha.\Sure.\Oh, right. response:	Uesugi Raiha Dad Nakano Ichika Nakano Miku Nakano Yotsuba Nakano Itsuki
context: Are you done here?\I'm going to keep working you hard. You'd best be ready.\Yes, sir.\I'm ready now.\Thanks, Raiha.\Sure.\Oh, right.\Uesugi Raiha Dad Nakano Ichika Nakano Miku Nakano Yotsuba Nakano Itsuki response:	I guess I should message them about the weekend session.
context: I'm going to keep working you hard. You'd best be ready.\Yes, sir.\I'm ready now.\Thanks, Raiha.\Sure.\Oh, right.\Uesugi Raiha Dad Nakano Ichika Nakano Miku Nakano Yotsuba Nakano Itsuki\I guess I should message them about the weekend session. response:	Dad Nakano Ichika Nakano Miku Nakano Yotsuba Nakano Itsuki
context: Yes, sir.\I'm ready now.\Thanks, Raiha.\Sure.\Oh, right.\Uesugi Raiha Dad Nakano Ichika Nakano Miku Nakano Yotsuba Nakano Itsuki\I guess I should message them about the weekend session.\Dad Nakano Ichika Nakano Miku Nakano Yotsuba Nakano Itsuki response:	Nakano Ichika Nakano Miku Nakano Yotsuba Nakano Itsuki
context: I'm ready now.\Thanks, Raiha.\Sure.\Oh, right.\Uesugi Raiha Dad Nakano Ichika Nakano Miku Nakano Yotsuba Nakano Itsuki\I guess I should message them about the weekend session.\Dad Nakano Ichika Nakano Miku Nakano Yotsuba Nakano Itsuki\Nakano Ichika Nakano Miku Nakano Yotsuba Nakano Itsuki response:	Huh?
context: Thanks, Raiha.\Sure.\Oh, right.\Uesugi Raiha Dad Nakano Ichika Nakano Miku Nakano Yotsuba Nakano Itsuki\I guess I should message them about the weekend session.\Dad Nakano Ichika Nakano Miku Nakano Yotsuba Nakano Itsuki\Nakano Ichika Nakano Miku Nakano Yotsuba Nakano Itsuki\Huh? response:	Where's Nino's?
context: Sure.\Oh, right.\Uesugi Raiha Dad Nakano Ichika Nakano Miku Nakano Yotsuba Nakano Itsuki\I guess I should message them about the weekend session.\Dad Nakano Ichika Nakano Miku Nakano Yotsuba Nakano Itsuki\Nakano Ichika Nakano Miku Nakano Yotsuba Nakano Itsuki\Huh?\Where's Nino's? response:	My student handbook!
context: Oh, right.\Uesugi Raiha Dad Nakano Ichika Nakano Miku Nakano Yotsuba Nakano Itsuki\I guess I should message them about the weekend session.\Dad Nakano Ichika Nakano Miku Nakano Yotsuba Nakano Itsuki\Nakano Ichika Nakano Miku Nakano Yotsuba Nakano Itsuki\Huh?\Where's Nino's?\My student handbook! response:	I didn't get it back from Nino!
context: Uesugi Raiha Dad Nakano Ichika Nakano Miku Nakano Yotsuba Nakano Itsuki\I guess I should message them about the weekend session.\Dad Nakano Ichika Nakano Miku Nakano Yotsuba Nakano Itsuki\Nakano Ichika Nakano Miku Nakano Yotsuba Nakano Itsuki\Huh?\Where's Nino's?\My student handbook!\I didn't get it back from Nino! response:	Give me back my student handbook.
context: I guess I should message them about the weekend session.\Dad Nakano Ichika Nakano Miku Nakano Yotsuba Nakano Itsuki\Nakano Ichika Nakano Miku Nakano Yotsuba Nakano Itsuki\Huh?\Where's Nino's?\My student handbook!\I didn't get it back from Nino!\Give me back my student handbook. response:	Eek!
context: Dad Nakano Ichika Nakano Miku Nakano Yotsuba Nakano Itsuki\Nakano Ichika Nakano Miku Nakano Yotsuba Nakano Itsuki\Huh?\Where's Nino's?\My student handbook!\I didn't get it back from Nino!\Give me back my student handbook.\Eek! response:	Unbelievable.
context: Nakano Ichika Nakano Miku Nakano Yotsuba Nakano Itsuki\Huh?\Where's Nino's?\My student handbook!\I didn't get it back from Nino!\Give me back my student handbook.\Eek!\Unbelievable. response:	How could you enter a girl's room without permission first thing in the morning?!
context: Huh?\Where's Nino's?\My student handbook!\I didn't get it back from Nino!\Give me back my student handbook.\Eek!\Unbelievable.\How could you enter a girl's room without permission first thing in the morning?! response:	I allowed it.
context: Where's Nino's?\My student handbook!\I didn't get it back from Nino!\Give me back my student handbook.\Eek!\Unbelievable.\How could you enter a girl's room without permission first thing in the morning?!\I allowed it. response:	And what gives you the right to do that?!
context: My student handbook!\I didn't get it back from Nino!\Give me back my student handbook.\Eek!\Unbelievable.\How could you enter a girl's room without permission first thing in the morning?!\I allowed it.\And what gives you the right to do that?! response:	I apologize.
context: I didn't get it back from Nino!\Give me back my student handbook.\Eek!\Unbelievable.\How could you enter a girl's room without permission first thing in the morning?!\I allowed it.\And what gives you the right to do that?!\I apologize. response:	I just wanted my student handbook back as soon as possible.
context: Give me back my student handbook.\Eek!\Unbelievable.\How could you enter a girl's room without permission first thing in the morning?!\I allowed it.\And what gives you the right to do that?!\I apologize.\I just wanted my student handbook back as soon as possible. response:	You're being awfully meek.
context: Eek!\Unbelievable.\How could you enter a girl's room without permission first thing in the morning?!\I allowed it.\And what gives you the right to do that?!\I apologize.\I just wanted my student handbook back as soon as possible.\You're being awfully meek. response:	Is there something you're hiding in here?
context: Unbelievable.\How could you enter a girl's room without permission first thing in the morning?!\I allowed it.\And what gives you the right to do that?!\I apologize.\I just wanted my student handbook back as soon as possible.\You're being awfully meek.\Is there something you're hiding in here? response:	There's no telling what she'll say if she sees my old photo.
context: How could you enter a girl's room without permission first thing in the morning?!\I allowed it.\And what gives you the right to do that?!\I apologize.\I just wanted my student handbook back as soon as possible.\You're being awfully meek.\Is there something you're hiding in here?\There's no telling what she'll say if she sees my old photo. response:	Morning, Futaro-kun.
context: I allowed it.\And what gives you the right to do that?!\I apologize.\I just wanted my student handbook back as soon as possible.\You're being awfully meek.\Is there something you're hiding in here?\There's no telling what she'll say if she sees my old photo.\Morning, Futaro-kun. response:	Here, Nino.
context: And what gives you the right to do that?!\I apologize.\I just wanted my student handbook back as soon as possible.\You're being awfully meek.\Is there something you're hiding in here?\There's no telling what she'll say if she sees my old photo.\Morning, Futaro-kun.\Here, Nino. response:	It's what we were talking about yesterday.
context: I apologize.\I just wanted my student handbook back as soon as possible.\You're being awfully meek.\Is there something you're hiding in here?\There's no telling what she'll say if she sees my old photo.\Morning, Futaro-kun.\Here, Nino.\It's what we were talking about yesterday. response:	Can you really do it by yourself?
context: I just wanted my student handbook back as soon as possible.\You're being awfully meek.\Is there something you're hiding in here?\There's no telling what she'll say if she sees my old photo.\Morning, Futaro-kun.\Here, Nino.\It's what we were talking about yesterday.\Can you really do it by yourself? response:	I-I said I'll be fine!
context: You're being awfully meek.\Is there something you're hiding in here?\There's no telling what she'll say if she sees my old photo.\Morning, Futaro-kun.\Here, Nino.\It's what we were talking about yesterday.\Can you really do it by yourself?\I-I said I'll be fine! response:	Don't underestimate me.
context: Is there something you're hiding in here?\There's no telling what she'll say if she sees my old photo.\Morning, Futaro-kun.\Here, Nino.\It's what we were talking about yesterday.\Can you really do it by yourself?\I-I said I'll be fine!\Don't underestimate me. response:	Honestly, any other time, I'd rather die than let you in my room.
context: There's no telling what she'll say if she sees my old photo.\Morning, Futaro-kun.\Here, Nino.\It's what we were talking about yesterday.\Can you really do it by yourself?\I-I said I'll be fine!\Don't underestimate me.\Honestly, any other time, I'd rather die than let you in my room. response:	What?
context: Morning, Futaro-kun.\Here, Nino.\It's what we were talking about yesterday.\Can you really do it by yourself?\I-I said I'll be fine!\Don't underestimate me.\Honestly, any other time, I'd rather die than let you in my room.\What? response:	Hurry up and give me my handbook.
context: Here, Nino.\It's what we were talking about yesterday.\Can you really do it by yourself?\I-I said I'll be fine!\Don't underestimate me.\Honestly, any other time, I'd rather die than let you in my room.\What?\Hurry up and give me my handbook. response:	I'll give it back if you pierce my ears.
context: It's what we were talking about yesterday.\Can you really do it by yourself?\I-I said I'll be fine!\Don't underestimate me.\Honestly, any other time, I'd rather die than let you in my room.\What?\Hurry up and give me my handbook.\I'll give it back if you pierce my ears. response:	What?
context: Can you really do it by yourself?\I-I said I'll be fine!\Don't underestimate me.\Honestly, any other time, I'd rather die than let you in my room.\What?\Hurry up and give me my handbook.\I'll give it back if you pierce my ears.\What? response:	You want it back, don't you?
context: I-I said I'll be fine!\Don't underestimate me.\Honestly, any other time, I'd rather die than let you in my room.\What?\Hurry up and give me my handbook.\I'll give it back if you pierce my ears.\What?\You want it back, don't you? response:	Do it.
context: Don't underestimate me.\Honestly, any other time, I'd rather die than let you in my room.\What?\Hurry up and give me my handbook.\I'll give it back if you pierce my ears.\What?\You want it back, don't you?\Do it. response:	Uh, do it yourself.
context: Honestly, any other time, I'd rather die than let you in my room.\What?\Hurry up and give me my handbook.\I'll give it back if you pierce my ears.\What?\You want it back, don't you?\Do it.\Uh, do it yourself. response:	I don't wanna. It's scary.
context: What?\Hurry up and give me my handbook.\I'll give it back if you pierce my ears.\What?\You want it back, don't you?\Do it.\Uh, do it yourself.\I don't wanna. It's scary. response:	Then why do you want piercings at all?
context: Hurry up and give me my handbook.\I'll give it back if you pierce my ears.\What?\You want it back, don't you?\Do it.\Uh, do it yourself.\I don't wanna. It's scary.\Then why do you want piercings at all? response:	Just so you know, it's going to hurt for a while.
context: I'll give it back if you pierce my ears.\What?\You want it back, don't you?\Do it.\Uh, do it yourself.\I don't wanna. It's scary.\Then why do you want piercings at all?\Just so you know, it's going to hurt for a while. response:	What would you know? You've never done it before.
context: What?\You want it back, don't you?\Do it.\Uh, do it yourself.\I don't wanna. It's scary.\Then why do you want piercings at all?\Just so you know, it's going to hurt for a while.\What would you know? You've never done it before. response:	I-I guess.
context: You want it back, don't you?\Do it.\Uh, do it yourself.\I don't wanna. It's scary.\Then why do you want piercings at all?\Just so you know, it's going to hurt for a while.\What would you know? You've never done it before.\I-I guess. response:	No reason, really.
context: Do it.\Uh, do it yourself.\I don't wanna. It's scary.\Then why do you want piercings at all?\Just so you know, it's going to hurt for a while.\What would you know? You've never done it before.\I-I guess.\No reason, really. response:	I just want it because everyone else is doing it.
context: Uh, do it yourself.\I don't wanna. It's scary.\Then why do you want piercings at all?\Just so you know, it's going to hurt for a while.\What would you know? You've never done it before.\I-I guess.\No reason, really.\I just want it because everyone else is doing it. response:	I see.
context: I don't wanna. It's scary.\Then why do you want piercings at all?\Just so you know, it's going to hurt for a while.\What would you know? You've never done it before.\I-I guess.\No reason, really.\I just want it because everyone else is doing it.\I see. response:	Fine.
context: Then why do you want piercings at all?\Just so you know, it's going to hurt for a while.\What would you know? You've never done it before.\I-I guess.\No reason, really.\I just want it because everyone else is doing it.\I see.\Fine. response:	This is a perfect opportunity to get back at you for everything.
context: Just so you know, it's going to hurt for a while.\What would you know? You've never done it before.\I-I guess.\No reason, really.\I just want it because everyone else is doing it.\I see.\Fine.\This is a perfect opportunity to get back at you for everything. response:	Here I go.
context: What would you know? You've never done it before.\I-I guess.\No reason, really.\I just want it because everyone else is doing it.\I see.\Fine.\This is a perfect opportunity to get back at you for everything.\Here I go. response:	The handbook.
context: I-I guess.\No reason, really.\I just want it because everyone else is doing it.\I see.\Fine.\This is a perfect opportunity to get back at you for everything.\Here I go.\The handbook. response:	Five...
context: No reason, really.\I just want it because everyone else is doing it.\I see.\Fine.\This is a perfect opportunity to get back at you for everything.\Here I go.\The handbook.\Five... response:	Four...
