context: It's a promise then. response:	You can't marry anyone else.
context: I'm asking you.\Does it resemble her?\It's...\It's about two thirds similar now.\It has to be at least three quarters similar to fool the Crown Prince.\Little Princess, since you returned to the den\you haven't eaten or slept at all.\All you do is cry. response:	Are you trying to worry me sick?
context: Does it resemble her?\It's...\It's about two thirds similar now.\It has to be at least three quarters similar to fool the Crown Prince.\Little Princess, since you returned to the den\you haven't eaten or slept at all.\All you do is cry.\Are you trying to worry me sick? response:	What are you worried about?
context: It's...\It's about two thirds similar now.\It has to be at least three quarters similar to fool the Crown Prince.\Little Princess, since you returned to the den\you haven't eaten or slept at all.\All you do is cry.\Are you trying to worry me sick?\What are you worried about? response:	Even my aunt doesn't care about me anymore.
context: It's about two thirds similar now.\It has to be at least three quarters similar to fool the Crown Prince.\Little Princess, since you returned to the den\you haven't eaten or slept at all.\All you do is cry.\Are you trying to worry me sick?\What are you worried about?\Even my aunt doesn't care about me anymore. response:	Little Princess, Mi Gu watched you grow up.
context: It has to be at least three quarters similar to fool the Crown Prince.\Little Princess, since you returned to the den\you haven't eaten or slept at all.\All you do is cry.\Are you trying to worry me sick?\What are you worried about?\Even my aunt doesn't care about me anymore.\Little Princess, Mi Gu watched you grow up. response:	You always have a say in who you like and who you don't.
context: Little Princess, since you returned to the den\you haven't eaten or slept at all.\All you do is cry.\Are you trying to worry me sick?\What are you worried about?\Even my aunt doesn't care about me anymore.\Little Princess, Mi Gu watched you grow up.\You always have a say in who you like and who you don't. response:	So what if you take the throne as the Queen?
context: you haven't eaten or slept at all.\All you do is cry.\Are you trying to worry me sick?\What are you worried about?\Even my aunt doesn't care about me anymore.\Little Princess, Mi Gu watched you grow up.\You always have a say in who you like and who you don't.\So what if you take the throne as the Queen? response:	What does that have to do with your affection for Lord Dong Hua?
context: All you do is cry.\Are you trying to worry me sick?\What are you worried about?\Even my aunt doesn't care about me anymore.\Little Princess, Mi Gu watched you grow up.\You always have a say in who you like and who you don't.\So what if you take the throne as the Queen?\What does that have to do with your affection for Lord Dong Hua? response:	You don't understand!
context: Are you trying to worry me sick?\What are you worried about?\Even my aunt doesn't care about me anymore.\Little Princess, Mi Gu watched you grow up.\You always have a say in who you like and who you don't.\So what if you take the throne as the Queen?\What does that have to do with your affection for Lord Dong Hua?\You don't understand! response:	If I become the Queen, I have to stay in Qing Qiu.
context: What are you worried about?\Even my aunt doesn't care about me anymore.\Little Princess, Mi Gu watched you grow up.\You always have a say in who you like and who you don't.\So what if you take the throne as the Queen?\What does that have to do with your affection for Lord Dong Hua?\You don't understand!\If I become the Queen, I have to stay in Qing Qiu. response:	Who said that?
context: Even my aunt doesn't care about me anymore.\Little Princess, Mi Gu watched you grow up.\You always have a say in who you like and who you don't.\So what if you take the throne as the Queen?\What does that have to do with your affection for Lord Dong Hua?\You don't understand!\If I become the Queen, I have to stay in Qing Qiu.\Who said that? response:	Am I not right?
context: Little Princess, Mi Gu watched you grow up.\You always have a say in who you like and who you don't.\So what if you take the throne as the Queen?\What does that have to do with your affection for Lord Dong Hua?\You don't understand!\If I become the Queen, I have to stay in Qing Qiu.\Who said that?\Am I not right? response:	Auntie can't be the Queen once she marries Crown Prince Ye Hua.
context: You always have a say in who you like and who you don't.\So what if you take the throne as the Queen?\What does that have to do with your affection for Lord Dong Hua?\You don't understand!\If I become the Queen, I have to stay in Qing Qiu.\Who said that?\Am I not right?\Auntie can't be the Queen once she marries Crown Prince Ye Hua. response:	She has to marry into the Nine Heavens.
context: So what if you take the throne as the Queen?\What does that have to do with your affection for Lord Dong Hua?\You don't understand!\If I become the Queen, I have to stay in Qing Qiu.\Who said that?\Am I not right?\Auntie can't be the Queen once she marries Crown Prince Ye Hua.\She has to marry into the Nine Heavens. response:	Of course not.
context: What does that have to do with your affection for Lord Dong Hua?\You don't understand!\If I become the Queen, I have to stay in Qing Qiu.\Who said that?\Am I not right?\Auntie can't be the Queen once she marries Crown Prince Ye Hua.\She has to marry into the Nine Heavens.\Of course not. response:	Are you muddleheaded?
context: You don't understand!\If I become the Queen, I have to stay in Qing Qiu.\Who said that?\Am I not right?\Auntie can't be the Queen once she marries Crown Prince Ye Hua.\She has to marry into the Nine Heavens.\Of course not.\Are you muddleheaded? response:	You're the muddleheaded one, my Little Princess.
context: If I become the Queen, I have to stay in Qing Qiu.\Who said that?\Am I not right?\Auntie can't be the Queen once she marries Crown Prince Ye Hua.\She has to marry into the Nine Heavens.\Of course not.\Are you muddleheaded?\You're the muddleheaded one, my Little Princess. response:	Why would Auntie have to marry into the Nine Heavens?
context: Who said that?\Am I not right?\Auntie can't be the Queen once she marries Crown Prince Ye Hua.\She has to marry into the Nine Heavens.\Of course not.\Are you muddleheaded?\You're the muddleheaded one, my Little Princess.\Why would Auntie have to marry into the Nine Heavens? response:	Because Crown Prince Ye Hua is the future Heavenly Lord.
context: Am I not right?\Auntie can't be the Queen once she marries Crown Prince Ye Hua.\She has to marry into the Nine Heavens.\Of course not.\Are you muddleheaded?\You're the muddleheaded one, my Little Princess.\Why would Auntie have to marry into the Nine Heavens?\Because Crown Prince Ye Hua is the future Heavenly Lord. response:	He's the master of the world.
context: Auntie can't be the Queen once she marries Crown Prince Ye Hua.\She has to marry into the Nine Heavens.\Of course not.\Are you muddleheaded?\You're the muddleheaded one, my Little Princess.\Why would Auntie have to marry into the Nine Heavens?\Because Crown Prince Ye Hua is the future Heavenly Lord.\He's the master of the world. response:	Hence, Auntie has to leave Qing Qiu to marry into the Nine Heavens.
context: She has to marry into the Nine Heavens.\Of course not.\Are you muddleheaded?\You're the muddleheaded one, my Little Princess.\Why would Auntie have to marry into the Nine Heavens?\Because Crown Prince Ye Hua is the future Heavenly Lord.\He's the master of the world.\Hence, Auntie has to leave Qing Qiu to marry into the Nine Heavens. response:	Because Auntie will be the Heavenly Empress.
context: Of course not.\Are you muddleheaded?\You're the muddleheaded one, my Little Princess.\Why would Auntie have to marry into the Nine Heavens?\Because Crown Prince Ye Hua is the future Heavenly Lord.\He's the master of the world.\Hence, Auntie has to leave Qing Qiu to marry into the Nine Heavens.\Because Auntie will be the Heavenly Empress. response:	Exactly.
context: Are you muddleheaded?\You're the muddleheaded one, my Little Princess.\Why would Auntie have to marry into the Nine Heavens?\Because Crown Prince Ye Hua is the future Heavenly Lord.\He's the master of the world.\Hence, Auntie has to leave Qing Qiu to marry into the Nine Heavens.\Because Auntie will be the Heavenly Empress.\Exactly. response:	But who is Lord Dong Hua?
context: You're the muddleheaded one, my Little Princess.\Why would Auntie have to marry into the Nine Heavens?\Because Crown Prince Ye Hua is the future Heavenly Lord.\He's the master of the world.\Hence, Auntie has to leave Qing Qiu to marry into the Nine Heavens.\Because Auntie will be the Heavenly Empress.\Exactly.\But who is Lord Dong Hua? response:	He was once the God of Heaven and Earth.
context: Why would Auntie have to marry into the Nine Heavens?\Because Crown Prince Ye Hua is the future Heavenly Lord.\He's the master of the world.\Hence, Auntie has to leave Qing Qiu to marry into the Nine Heavens.\Because Auntie will be the Heavenly Empress.\Exactly.\But who is Lord Dong Hua?\He was once the God of Heaven and Earth. response:	But he's retired now.
context: Because Crown Prince Ye Hua is the future Heavenly Lord.\He's the master of the world.\Hence, Auntie has to leave Qing Qiu to marry into the Nine Heavens.\Because Auntie will be the Heavenly Empress.\Exactly.\But who is Lord Dong Hua?\He was once the God of Heaven and Earth.\But he's retired now. response:	He can go anywhere he wants, or stay in the Heavens.
context: He's the master of the world.\Hence, Auntie has to leave Qing Qiu to marry into the Nine Heavens.\Because Auntie will be the Heavenly Empress.\Exactly.\But who is Lord Dong Hua?\He was once the God of Heaven and Earth.\But he's retired now.\He can go anywhere he wants, or stay in the Heavens. response:	Who could hold him back?
context: Hence, Auntie has to leave Qing Qiu to marry into the Nine Heavens.\Because Auntie will be the Heavenly Empress.\Exactly.\But who is Lord Dong Hua?\He was once the God of Heaven and Earth.\But he's retired now.\He can go anywhere he wants, or stay in the Heavens.\Who could hold him back? response:	Am I right?
context: Because Auntie will be the Heavenly Empress.\Exactly.\But who is Lord Dong Hua?\He was once the God of Heaven and Earth.\But he's retired now.\He can go anywhere he wants, or stay in the Heavens.\Who could hold him back?\Am I right? response:	That's true.
context: Exactly.\But who is Lord Dong Hua?\He was once the God of Heaven and Earth.\But he's retired now.\He can go anywhere he wants, or stay in the Heavens.\Who could hold him back?\Am I right?\That's true. response:	See?
context: But who is Lord Dong Hua?\He was once the God of Heaven and Earth.\But he's retired now.\He can go anywhere he wants, or stay in the Heavens.\Who could hold him back?\Am I right?\That's true.\See? response:	Why would it matter if you become the Queen of Qing Qiu?
context: He was once the God of Heaven and Earth.\But he's retired now.\He can go anywhere he wants, or stay in the Heavens.\Who could hold him back?\Am I right?\That's true.\See?\Why would it matter if you become the Queen of Qing Qiu? response:	It doesn't change anything.
context: But he's retired now.\He can go anywhere he wants, or stay in the Heavens.\Who could hold him back?\Am I right?\That's true.\See?\Why would it matter if you become the Queen of Qing Qiu?\It doesn't change anything. response:	I'd say that it would be better if you were the Queen of Qing Qiu.
context: He can go anywhere he wants, or stay in the Heavens.\Who could hold him back?\Am I right?\That's true.\See?\Why would it matter if you become the Queen of Qing Qiu?\It doesn't change anything.\I'd say that it would be better if you were the Queen of Qing Qiu. response:	As the Queen of Qing Qiu
context: Who could hold him back?\Am I right?\That's true.\See?\Why would it matter if you become the Queen of Qing Qiu?\It doesn't change anything.\I'd say that it would be better if you were the Queen of Qing Qiu.\As the Queen of Qing Qiu response:	you'd have a lot more chances to discuss matters in the Nine Heavens.
context: Am I right?\That's true.\See?\Why would it matter if you become the Queen of Qing Qiu?\It doesn't change anything.\I'd say that it would be better if you were the Queen of Qing Qiu.\As the Queen of Qing Qiu\you'd have a lot more chances to discuss matters in the Nine Heavens. response:	You just need to stand on one side and Lord Dong Hua on the other.
context: That's true.\See?\Why would it matter if you become the Queen of Qing Qiu?\It doesn't change anything.\I'd say that it would be better if you were the Queen of Qing Qiu.\As the Queen of Qing Qiu\you'd have a lot more chances to discuss matters in the Nine Heavens.\You just need to stand on one side and Lord Dong Hua on the other. response:	You get to look at each other every day.
context: See?\Why would it matter if you become the Queen of Qing Qiu?\It doesn't change anything.\I'd say that it would be better if you were the Queen of Qing Qiu.\As the Queen of Qing Qiu\you'd have a lot more chances to discuss matters in the Nine Heavens.\You just need to stand on one side and Lord Dong Hua on the other.\You get to look at each other every day. response:	As time goes by, won't that kindle some affection?
context: Why would it matter if you become the Queen of Qing Qiu?\It doesn't change anything.\I'd say that it would be better if you were the Queen of Qing Qiu.\As the Queen of Qing Qiu\you'd have a lot more chances to discuss matters in the Nine Heavens.\You just need to stand on one side and Lord Dong Hua on the other.\You get to look at each other every day.\As time goes by, won't that kindle some affection? response:	That's true.
context: It doesn't change anything.\I'd say that it would be better if you were the Queen of Qing Qiu.\As the Queen of Qing Qiu\you'd have a lot more chances to discuss matters in the Nine Heavens.\You just need to stand on one side and Lord Dong Hua on the other.\You get to look at each other every day.\As time goes by, won't that kindle some affection?\That's true. response:	In my opinion, you and Lord Dong Hua just need some more time.
context: I'd say that it would be better if you were the Queen of Qing Qiu.\As the Queen of Qing Qiu\you'd have a lot more chances to discuss matters in the Nine Heavens.\You just need to stand on one side and Lord Dong Hua on the other.\You get to look at each other every day.\As time goes by, won't that kindle some affection?\That's true.\In my opinion, you and Lord Dong Hua just need some more time. response:	How long have you known him?
context: As the Queen of Qing Qiu\you'd have a lot more chances to discuss matters in the Nine Heavens.\You just need to stand on one side and Lord Dong Hua on the other.\You get to look at each other every day.\As time goes by, won't that kindle some affection?\That's true.\In my opinion, you and Lord Dong Hua just need some more time.\How long have you known him? response:	Didn't Lord Dong Hua fall in love with you in the Mortal Realm?
context: you'd have a lot more chances to discuss matters in the Nine Heavens.\You just need to stand on one side and Lord Dong Hua on the other.\You get to look at each other every day.\As time goes by, won't that kindle some affection?\That's true.\In my opinion, you and Lord Dong Hua just need some more time.\How long have you known him?\Didn't Lord Dong Hua fall in love with you in the Mortal Realm? response:	If you get to spend more time together
context: You just need to stand on one side and Lord Dong Hua on the other.\You get to look at each other every day.\As time goes by, won't that kindle some affection?\That's true.\In my opinion, you and Lord Dong Hua just need some more time.\How long have you known him?\Didn't Lord Dong Hua fall in love with you in the Mortal Realm?\If you get to spend more time together response:	how could Lord Ding Hua not fall for you?
context: You get to look at each other every day.\As time goes by, won't that kindle some affection?\That's true.\In my opinion, you and Lord Dong Hua just need some more time.\How long have you known him?\Didn't Lord Dong Hua fall in love with you in the Mortal Realm?\If you get to spend more time together\how could Lord Ding Hua not fall for you? response:	Exactly!
context: As time goes by, won't that kindle some affection?\That's true.\In my opinion, you and Lord Dong Hua just need some more time.\How long have you known him?\Didn't Lord Dong Hua fall in love with you in the Mortal Realm?\If you get to spend more time together\how could Lord Ding Hua not fall for you?\Exactly! response:	Hurry up, Mi Gu! Waste no time!
context: That's true.\In my opinion, you and Lord Dong Hua just need some more time.\How long have you known him?\Didn't Lord Dong Hua fall in love with you in the Mortal Realm?\If you get to spend more time together\how could Lord Ding Hua not fall for you?\Exactly!\Hurry up, Mi Gu! Waste no time! response:	Bring me the books of rites for Qing Qiu's Queen.
context: In my opinion, you and Lord Dong Hua just need some more time.\How long have you known him?\Didn't Lord Dong Hua fall in love with you in the Mortal Realm?\If you get to spend more time together\how could Lord Ding Hua not fall for you?\Exactly!\Hurry up, Mi Gu! Waste no time!\Bring me the books of rites for Qing Qiu's Queen. response:	I'm going to read them now.
context: How long have you known him?\Didn't Lord Dong Hua fall in love with you in the Mortal Realm?\If you get to spend more time together\how could Lord Ding Hua not fall for you?\Exactly!\Hurry up, Mi Gu! Waste no time!\Bring me the books of rites for Qing Qiu's Queen.\I'm going to read them now. response:	That's my Little Princess.
context: Didn't Lord Dong Hua fall in love with you in the Mortal Realm?\If you get to spend more time together\how could Lord Ding Hua not fall for you?\Exactly!\Hurry up, Mi Gu! Waste no time!\Bring me the books of rites for Qing Qiu's Queen.\I'm going to read them now.\That's my Little Princess. response:	Wait here. I'll get them from the cellar for you.
context: If you get to spend more time together\how could Lord Ding Hua not fall for you?\Exactly!\Hurry up, Mi Gu! Waste no time!\Bring me the books of rites for Qing Qiu's Queen.\I'm going to read them now.\That's my Little Princess.\Wait here. I'll get them from the cellar for you. response:	Little Princess, you've been reading all night.
context: how could Lord Ding Hua not fall for you?\Exactly!\Hurry up, Mi Gu! Waste no time!\Bring me the books of rites for Qing Qiu's Queen.\I'm going to read them now.\That's my Little Princess.\Wait here. I'll get them from the cellar for you.\Little Princess, you've been reading all night. response:	Shouldn't you get some rest?
context: Exactly!\Hurry up, Mi Gu! Waste no time!\Bring me the books of rites for Qing Qiu's Queen.\I'm going to read them now.\That's my Little Princess.\Wait here. I'll get them from the cellar for you.\Little Princess, you've been reading all night.\Shouldn't you get some rest? response:	Auntie will marry the Crown Prince soon.
context: Hurry up, Mi Gu! Waste no time!\Bring me the books of rites for Qing Qiu's Queen.\I'm going to read them now.\That's my Little Princess.\Wait here. I'll get them from the cellar for you.\Little Princess, you've been reading all night.\Shouldn't you get some rest?\Auntie will marry the Crown Prince soon. response:	I can't waste any time.
context: Bring me the books of rites for Qing Qiu's Queen.\I'm going to read them now.\That's my Little Princess.\Wait here. I'll get them from the cellar for you.\Little Princess, you've been reading all night.\Shouldn't you get some rest?\Auntie will marry the Crown Prince soon.\I can't waste any time. response:	The sooner I finish reading them, the sooner I can take the throne.
context: I'm going to read them now.\That's my Little Princess.\Wait here. I'll get them from the cellar for you.\Little Princess, you've been reading all night.\Shouldn't you get some rest?\Auntie will marry the Crown Prince soon.\I can't waste any time.\The sooner I finish reading them, the sooner I can take the throne. response:	The sooner I can attend court sessions in the Nine Heavens.
context: That's my Little Princess.\Wait here. I'll get them from the cellar for you.\Little Princess, you've been reading all night.\Shouldn't you get some rest?\Auntie will marry the Crown Prince soon.\I can't waste any time.\The sooner I finish reading them, the sooner I can take the throne.\The sooner I can attend court sessions in the Nine Heavens. response:	This is it?
context: Wait here. I'll get them from the cellar for you.\Little Princess, you've been reading all night.\Shouldn't you get some rest?\Auntie will marry the Crown Prince soon.\I can't waste any time.\The sooner I finish reading them, the sooner I can take the throne.\The sooner I can attend court sessions in the Nine Heavens.\This is it? response:	These are just a portion of the books.
context: Little Princess, you've been reading all night.\Shouldn't you get some rest?\Auntie will marry the Crown Prince soon.\I can't waste any time.\The sooner I finish reading them, the sooner I can take the throne.\The sooner I can attend court sessions in the Nine Heavens.\This is it?\These are just a portion of the books. response:	The rest are the ancient teachings of Qing Qiu.
context: Shouldn't you get some rest?\Auntie will marry the Crown Prince soon.\I can't waste any time.\The sooner I finish reading them, the sooner I can take the throne.\The sooner I can attend court sessions in the Nine Heavens.\This is it?\These are just a portion of the books.\The rest are the ancient teachings of Qing Qiu. response:	Finish reading these first.
context: Auntie will marry the Crown Prince soon.\I can't waste any time.\The sooner I finish reading them, the sooner I can take the throne.\The sooner I can attend court sessions in the Nine Heavens.\This is it?\These are just a portion of the books.\The rest are the ancient teachings of Qing Qiu.\Finish reading these first. response:	The others were all thrown into the cellar by Auntie.
context: I can't waste any time.\The sooner I finish reading them, the sooner I can take the throne.\The sooner I can attend court sessions in the Nine Heavens.\This is it?\These are just a portion of the books.\The rest are the ancient teachings of Qing Qiu.\Finish reading these first.\The others were all thrown into the cellar by Auntie. response:	They are a bit damp.
context: The sooner I finish reading them, the sooner I can take the throne.\The sooner I can attend court sessions in the Nine Heavens.\This is it?\These are just a portion of the books.\The rest are the ancient teachings of Qing Qiu.\Finish reading these first.\The others were all thrown into the cellar by Auntie.\They are a bit damp. response:	I'll go and dry them off.
context: The sooner I can attend court sessions in the Nine Heavens.\This is it?\These are just a portion of the books.\The rest are the ancient teachings of Qing Qiu.\Finish reading these first.\The others were all thrown into the cellar by Auntie.\They are a bit damp.\I'll go and dry them off. response:	Star Lord.
context: This is it?\These are just a portion of the books.\The rest are the ancient teachings of Qing Qiu.\Finish reading these first.\The others were all thrown into the cellar by Auntie.\They are a bit damp.\I'll go and dry them off.\Star Lord. response:	I heard that Little Princess is soon to become the Queen of Qing Qiu
context: These are just a portion of the books.\The rest are the ancient teachings of Qing Qiu.\Finish reading these first.\The others were all thrown into the cellar by Auntie.\They are a bit damp.\I'll go and dry them off.\Star Lord.\I heard that Little Princess is soon to become the Queen of Qing Qiu response:	so I've come to present a small gift to you.
context: The rest are the ancient teachings of Qing Qiu.\Finish reading these first.\The others were all thrown into the cellar by Auntie.\They are a bit damp.\I'll go and dry them off.\Star Lord.\I heard that Little Princess is soon to become the Queen of Qing Qiu\so I've come to present a small gift to you. response:	What gift is it?
context: Finish reading these first.\The others were all thrown into the cellar by Auntie.\They are a bit damp.\I'll go and dry them off.\Star Lord.\I heard that Little Princess is soon to become the Queen of Qing Qiu\so I've come to present a small gift to you.\What gift is it? response:	I was going through some ancient records of the Celestial Tribe
context: The others were all thrown into the cellar by Auntie.\They are a bit damp.\I'll go and dry them off.\Star Lord.\I heard that Little Princess is soon to become the Queen of Qing Qiu\so I've come to present a small gift to you.\What gift is it?\I was going through some ancient records of the Celestial Tribe response:	and I discovered something interesting
context: They are a bit damp.\I'll go and dry them off.\Star Lord.\I heard that Little Princess is soon to become the Queen of Qing Qiu\so I've come to present a small gift to you.\What gift is it?\I was going through some ancient records of the Celestial Tribe\and I discovered something interesting response:	so I hurried over here to hand it to Little Princess.
context: I'll go and dry them off.\Star Lord.\I heard that Little Princess is soon to become the Queen of Qing Qiu\so I've come to present a small gift to you.\What gift is it?\I was going through some ancient records of the Celestial Tribe\and I discovered something interesting\so I hurried over here to hand it to Little Princess. response:	More ancient records?
context: Star Lord.\I heard that Little Princess is soon to become the Queen of Qing Qiu\so I've come to present a small gift to you.\What gift is it?\I was going through some ancient records of the Celestial Tribe\and I discovered something interesting\so I hurried over here to hand it to Little Princess.\More ancient records? response:	This ancient record isn't just any ancient record.
context: I heard that Little Princess is soon to become the Queen of Qing Qiu\so I've come to present a small gift to you.\What gift is it?\I was going through some ancient records of the Celestial Tribe\and I discovered something interesting\so I hurried over here to hand it to Little Princess.\More ancient records?\This ancient record isn't just any ancient record. response:	It's the record of Lord Dong Hua when he was still the God of Heaven and Earth.
context: so I've come to present a small gift to you.\What gift is it?\I was going through some ancient records of the Celestial Tribe\and I discovered something interesting\so I hurried over here to hand it to Little Princess.\More ancient records?\This ancient record isn't just any ancient record.\It's the record of Lord Dong Hua when he was still the God of Heaven and Earth. response:	Some events recorded in here might be of some help to you.
context: What gift is it?\I was going through some ancient records of the Celestial Tribe\and I discovered something interesting\so I hurried over here to hand it to Little Princess.\More ancient records?\This ancient record isn't just any ancient record.\It's the record of Lord Dong Hua when he was still the God of Heaven and Earth.\Some events recorded in here might be of some help to you. response:	It's about Dong Hua?
context: I was going through some ancient records of the Celestial Tribe\and I discovered something interesting\so I hurried over here to hand it to Little Princess.\More ancient records?\This ancient record isn't just any ancient record.\It's the record of Lord Dong Hua when he was still the God of Heaven and Earth.\Some events recorded in here might be of some help to you.\It's about Dong Hua? response:	Are the records all true?
context: and I discovered something interesting\so I hurried over here to hand it to Little Princess.\More ancient records?\This ancient record isn't just any ancient record.\It's the record of Lord Dong Hua when he was still the God of Heaven and Earth.\Some events recorded in here might be of some help to you.\It's about Dong Hua?\Are the records all true? response:	Definitely.
context: so I hurried over here to hand it to Little Princess.\More ancient records?\This ancient record isn't just any ancient record.\It's the record of Lord Dong Hua when he was still the God of Heaven and Earth.\Some events recorded in here might be of some help to you.\It's about Dong Hua?\Are the records all true?\Definitely. response:	No wonder...
context: More ancient records?\This ancient record isn't just any ancient record.\It's the record of Lord Dong Hua when he was still the God of Heaven and Earth.\Some events recorded in here might be of some help to you.\It's about Dong Hua?\Are the records all true?\Definitely.\No wonder... response:	It's no wonder that even my aunt persuaded me to give him up.
context: This ancient record isn't just any ancient record.\It's the record of Lord Dong Hua when he was still the God of Heaven and Earth.\Some events recorded in here might be of some help to you.\It's about Dong Hua?\Are the records all true?\Definitely.\No wonder...\It's no wonder that even my aunt persuaded me to give him up. response:	Are you using this record to try to convince me too?
context: It's the record of Lord Dong Hua when he was still the God of Heaven and Earth.\Some events recorded in here might be of some help to you.\It's about Dong Hua?\Are the records all true?\Definitely.\No wonder...\It's no wonder that even my aunt persuaded me to give him up.\Are you using this record to try to convince me too? response:	I think that Little Princess is entitled to know the truth.
context: Some events recorded in here might be of some help to you.\It's about Dong Hua?\Are the records all true?\Definitely.\No wonder...\It's no wonder that even my aunt persuaded me to give him up.\Are you using this record to try to convince me too?\I think that Little Princess is entitled to know the truth. response:	His Lordship isn't really so cruel to you.
context: It's about Dong Hua?\Are the records all true?\Definitely.\No wonder...\It's no wonder that even my aunt persuaded me to give him up.\Are you using this record to try to convince me too?\I think that Little Princess is entitled to know the truth.\His Lordship isn't really so cruel to you. response:	It's just that before you were born, he had already made that decision.
context: Are the records all true?\Definitely.\No wonder...\It's no wonder that even my aunt persuaded me to give him up.\Are you using this record to try to convince me too?\I think that Little Princess is entitled to know the truth.\His Lordship isn't really so cruel to you.\It's just that before you were born, he had already made that decision. response:	It isn't that His Lordship hasn't taken a liking to you.
context: Definitely.\No wonder...\It's no wonder that even my aunt persuaded me to give him up.\Are you using this record to try to convince me too?\I think that Little Princess is entitled to know the truth.\His Lordship isn't really so cruel to you.\It's just that before you were born, he had already made that decision.\It isn't that His Lordship hasn't taken a liking to you. response:	His Lordship didn't take that heavenly trial in the Mortal Realm
context: No wonder...\It's no wonder that even my aunt persuaded me to give him up.\Are you using this record to try to convince me too?\I think that Little Princess is entitled to know the truth.\His Lordship isn't really so cruel to you.\It's just that before you were born, he had already made that decision.\It isn't that His Lordship hasn't taken a liking to you.\His Lordship didn't take that heavenly trial in the Mortal Realm response:	to experience the six sufferings of the mortals
context: It's no wonder that even my aunt persuaded me to give him up.\Are you using this record to try to convince me too?\I think that Little Princess is entitled to know the truth.\His Lordship isn't really so cruel to you.\It's just that before you were born, he had already made that decision.\It isn't that His Lordship hasn't taken a liking to you.\His Lordship didn't take that heavenly trial in the Mortal Realm\to experience the six sufferings of the mortals response:	but to fulfill your wish for a romance with him.
context: Are you using this record to try to convince me too?\I think that Little Princess is entitled to know the truth.\His Lordship isn't really so cruel to you.\It's just that before you were born, he had already made that decision.\It isn't that His Lordship hasn't taken a liking to you.\His Lordship didn't take that heavenly trial in the Mortal Realm\to experience the six sufferings of the mortals\but to fulfill your wish for a romance with him. response:	In the Celestial Palace, Lord Dong Hua is tied down by his destiny.
context: I think that Little Princess is entitled to know the truth.\His Lordship isn't really so cruel to you.\It's just that before you were born, he had already made that decision.\It isn't that His Lordship hasn't taken a liking to you.\His Lordship didn't take that heavenly trial in the Mortal Realm\to experience the six sufferings of the mortals\but to fulfill your wish for a romance with him.\In the Celestial Palace, Lord Dong Hua is tied down by his destiny. response:	He can't be with you.
context: His Lordship isn't really so cruel to you.\It's just that before you were born, he had already made that decision.\It isn't that His Lordship hasn't taken a liking to you.\His Lordship didn't take that heavenly trial in the Mortal Realm\to experience the six sufferings of the mortals\but to fulfill your wish for a romance with him.\In the Celestial Palace, Lord Dong Hua is tied down by his destiny.\He can't be with you. response:	However, in the Mortal Realm he could defy destiny
context: It's just that before you were born, he had already made that decision.\It isn't that His Lordship hasn't taken a liking to you.\His Lordship didn't take that heavenly trial in the Mortal Realm\to experience the six sufferings of the mortals\but to fulfill your wish for a romance with him.\In the Celestial Palace, Lord Dong Hua is tied down by his destiny.\He can't be with you.\However, in the Mortal Realm he could defy destiny response:	in the name of taking on a heavenly trial.
context: It isn't that His Lordship hasn't taken a liking to you.\His Lordship didn't take that heavenly trial in the Mortal Realm\to experience the six sufferings of the mortals\but to fulfill your wish for a romance with him.\In the Celestial Palace, Lord Dong Hua is tied down by his destiny.\He can't be with you.\However, in the Mortal Realm he could defy destiny\in the name of taking on a heavenly trial. response:	It might have only been a few years, but His Lordship was true to you.
context: His Lordship didn't take that heavenly trial in the Mortal Realm\to experience the six sufferings of the mortals\but to fulfill your wish for a romance with him.\In the Celestial Palace, Lord Dong Hua is tied down by his destiny.\He can't be with you.\However, in the Mortal Realm he could defy destiny\in the name of taking on a heavenly trial.\It might have only been a few years, but His Lordship was true to you. response:	This is the truth that I wish for you to know.
context: to experience the six sufferings of the mortals\but to fulfill your wish for a romance with him.\In the Celestial Palace, Lord Dong Hua is tied down by his destiny.\He can't be with you.\However, in the Mortal Realm he could defy destiny\in the name of taking on a heavenly trial.\It might have only been a few years, but His Lordship was true to you.\This is the truth that I wish for you to know. response:	Lord Dong Hua...
context: but to fulfill your wish for a romance with him.\In the Celestial Palace, Lord Dong Hua is tied down by his destiny.\He can't be with you.\However, in the Mortal Realm he could defy destiny\in the name of taking on a heavenly trial.\It might have only been a few years, but His Lordship was true to you.\This is the truth that I wish for you to know.\Lord Dong Hua... response:	He went to the Mortal Realm for me?
context: In the Celestial Palace, Lord Dong Hua is tied down by his destiny.\He can't be with you.\However, in the Mortal Realm he could defy destiny\in the name of taking on a heavenly trial.\It might have only been a few years, but His Lordship was true to you.\This is the truth that I wish for you to know.\Lord Dong Hua...\He went to the Mortal Realm for me? response:	Exactly.
context: He can't be with you.\However, in the Mortal Realm he could defy destiny\in the name of taking on a heavenly trial.\It might have only been a few years, but His Lordship was true to you.\This is the truth that I wish for you to know.\Lord Dong Hua...\He went to the Mortal Realm for me?\Exactly. response:	Therefore, before the Crown Prince went
context: However, in the Mortal Realm he could defy destiny\in the name of taking on a heavenly trial.\It might have only been a few years, but His Lordship was true to you.\This is the truth that I wish for you to know.\Lord Dong Hua...\He went to the Mortal Realm for me?\Exactly.\Therefore, before the Crown Prince went response:	to the Mortal Realm for his heavenly trial
