context: I don't regret anything at all! I can't! response:	Because...
context: MIDDLE SCHOOL\But I...\I don't know what I want to do...\What do I want to do?\I want to yell Idiots! and punch them!\I want to beat the crap out of them! I want to do to them what they did to Chiho!\And then I want them to realize what they did!\3-2 SAKURA response:	But it's too late.
context: But I...\I don't know what I want to do...\What do I want to do?\I want to yell Idiots! and punch them!\I want to beat the crap out of them! I want to do to them what they did to Chiho!\And then I want them to realize what they did!\3-2 SAKURA\But it's too late. response:	Chiho's already gone!
context: I don't know what I want to do...\What do I want to do?\I want to yell Idiots! and punch them!\I want to beat the crap out of them! I want to do to them what they did to Chiho!\And then I want them to realize what they did!\3-2 SAKURA\But it's too late.\Chiho's already gone! response:	She sent Chiho a letter,
context: What do I want to do?\I want to yell Idiots! and punch them!\I want to beat the crap out of them! I want to do to them what they did to Chiho!\And then I want them to realize what they did!\3-2 SAKURA\But it's too late.\Chiho's already gone!\She sent Chiho a letter, response:	but never got a response.
context: I want to yell Idiots! and punch them!\I want to beat the crap out of them! I want to do to them what they did to Chiho!\And then I want them to realize what they did!\3-2 SAKURA\But it's too late.\Chiho's already gone!\She sent Chiho a letter,\but never got a response. response:	Instead, she received a response
context: I want to beat the crap out of them! I want to do to them what they did to Chiho!\And then I want them to realize what they did!\3-2 SAKURA\But it's too late.\Chiho's already gone!\She sent Chiho a letter,\but never got a response.\Instead, she received a response response:	Chiho hasn't got back to school, even here. Right now she's in rehab with a counselor at a place called Heart Care Center. Chiho would like to write to you, but...
context: And then I want them to realize what they did!\3-2 SAKURA\But it's too late.\Chiho's already gone!\She sent Chiho a letter,\but never got a response.\Instead, she received a response\Chiho hasn't got back to school, even here. Right now she's in rehab with a counselor at a place called Heart Care Center. Chiho would like to write to you, but... response:	from Chiho's mother.
context: 3-2 SAKURA\But it's too late.\Chiho's already gone!\She sent Chiho a letter,\but never got a response.\Instead, she received a response\Chiho hasn't got back to school, even here. Right now she's in rehab with a counselor at a place called Heart Care Center. Chiho would like to write to you, but...\from Chiho's mother. response:	Besides, it's impossible!
context: But it's too late.\Chiho's already gone!\She sent Chiho a letter,\but never got a response.\Instead, she received a response\Chiho hasn't got back to school, even here. Right now she's in rehab with a counselor at a place called Heart Care Center. Chiho would like to write to you, but...\from Chiho's mother.\Besides, it's impossible! response:	Even if I make them apologize...
context: Chiho's already gone!\She sent Chiho a letter,\but never got a response.\Instead, she received a response\Chiho hasn't got back to school, even here. Right now she's in rehab with a counselor at a place called Heart Care Center. Chiho would like to write to you, but...\from Chiho's mother.\Besides, it's impossible!\Even if I make them apologize... response:	I don't think Chiho would ever want to see their faces!
context: She sent Chiho a letter,\but never got a response.\Instead, she received a response\Chiho hasn't got back to school, even here. Right now she's in rehab with a counselor at a place called Heart Care Center. Chiho would like to write to you, but...\from Chiho's mother.\Besides, it's impossible!\Even if I make them apologize...\I don't think Chiho would ever want to see their faces! response:	HINATA KAWAMOTO LOVES GUYS PERVERTED GIRL BITCH IDIOT
context: but never got a response.\Instead, she received a response\Chiho hasn't got back to school, even here. Right now she's in rehab with a counselor at a place called Heart Care Center. Chiho would like to write to you, but...\from Chiho's mother.\Besides, it's impossible!\Even if I make them apologize...\I don't think Chiho would ever want to see their faces!\HINATA KAWAMOTO LOVES GUYS PERVERTED GIRL BITCH IDIOT response:	There's one thing that I realized.
context: Instead, she received a response\Chiho hasn't got back to school, even here. Right now she's in rehab with a counselor at a place called Heart Care Center. Chiho would like to write to you, but...\from Chiho's mother.\Besides, it's impossible!\Even if I make them apologize...\I don't think Chiho would ever want to see their faces!\HINATA KAWAMOTO LOVES GUYS PERVERTED GIRL BITCH IDIOT\There's one thing that I realized. response:	I had thought...
context: Chiho hasn't got back to school, even here. Right now she's in rehab with a counselor at a place called Heart Care Center. Chiho would like to write to you, but...\from Chiho's mother.\Besides, it's impossible!\Even if I make them apologize...\I don't think Chiho would ever want to see their faces!\HINATA KAWAMOTO LOVES GUYS PERVERTED GIRL BITCH IDIOT\There's one thing that I realized.\I had thought... response:	3-2 KAWAMOTO
context: from Chiho's mother.\Besides, it's impossible!\Even if I make them apologize...\I don't think Chiho would ever want to see their faces!\HINATA KAWAMOTO LOVES GUYS PERVERTED GIRL BITCH IDIOT\There's one thing that I realized.\I had thought...\3-2 KAWAMOTO response:	When someone treats you improperly...
context: Besides, it's impossible!\Even if I make them apologize...\I don't think Chiho would ever want to see their faces!\HINATA KAWAMOTO LOVES GUYS PERVERTED GIRL BITCH IDIOT\There's one thing that I realized.\I had thought...\3-2 KAWAMOTO\When someone treats you improperly... response:	But...
context: Even if I make them apologize...\I don't think Chiho would ever want to see their faces!\HINATA KAWAMOTO LOVES GUYS PERVERTED GIRL BITCH IDIOT\There's one thing that I realized.\I had thought...\3-2 KAWAMOTO\When someone treats you improperly...\But... response:	Stand up!
context: I don't think Chiho would ever want to see their faces!\HINATA KAWAMOTO LOVES GUYS PERVERTED GIRL BITCH IDIOT\There's one thing that I realized.\I had thought...\3-2 KAWAMOTO\When someone treats you improperly...\But...\Stand up! response:	Bow!
context: HINATA KAWAMOTO LOVES GUYS PERVERTED GIRL BITCH IDIOT\There's one thing that I realized.\I had thought...\3-2 KAWAMOTO\When someone treats you improperly...\But...\Stand up!\Bow! response:	HINATA KAWAMOTO LOVES GUYS PERVERTED GIRL BITCH IDIOT
context: There's one thing that I realized.\I had thought...\3-2 KAWAMOTO\When someone treats you improperly...\But...\Stand up!\Bow!\HINATA KAWAMOTO LOVES GUYS PERVERTED GIRL BITCH IDIOT response:	Wh
context: I had thought...\3-2 KAWAMOTO\When someone treats you improperly...\But...\Stand up!\Bow!\HINATA KAWAMOTO LOVES GUYS PERVERTED GIRL BITCH IDIOT\Wh response:	M-Ms. Kawamoto, what's the meaning of this?
context: 3-2 KAWAMOTO\When someone treats you improperly...\But...\Stand up!\Bow!\HINATA KAWAMOTO LOVES GUYS PERVERTED GIRL BITCH IDIOT\Wh\M-Ms. Kawamoto, what's the meaning of this? response:	I don't know.
context: When someone treats you improperly...\But...\Stand up!\Bow!\HINATA KAWAMOTO LOVES GUYS PERVERTED GIRL BITCH IDIOT\Wh\M-Ms. Kawamoto, what's the meaning of this?\I don't know. response:	I'm not the one who wrote it.
context: But...\Stand up!\Bow!\HINATA KAWAMOTO LOVES GUYS PERVERTED GIRL BITCH IDIOT\Wh\M-Ms. Kawamoto, what's the meaning of this?\I don't know.\I'm not the one who wrote it. response:	Chiho Sakura: Absent/Absent/Absent
context: Stand up!\Bow!\HINATA KAWAMOTO LOVES GUYS PERVERTED GIRL BITCH IDIOT\Wh\M-Ms. Kawamoto, what's the meaning of this?\I don't know.\I'm not the one who wrote it.\Chiho Sakura: Absent/Absent/Absent response:	I think you're misreading it, Ms. Kawamoto.
context: Bow!\HINATA KAWAMOTO LOVES GUYS PERVERTED GIRL BITCH IDIOT\Wh\M-Ms. Kawamoto, what's the meaning of this?\I don't know.\I'm not the one who wrote it.\Chiho Sakura: Absent/Absent/Absent\I think you're misreading it, Ms. Kawamoto. response:	You shouldn't turn every situation into a bad one.
context: HINATA KAWAMOTO LOVES GUYS PERVERTED GIRL BITCH IDIOT\Wh\M-Ms. Kawamoto, what's the meaning of this?\I don't know.\I'm not the one who wrote it.\Chiho Sakura: Absent/Absent/Absent\I think you're misreading it, Ms. Kawamoto.\You shouldn't turn every situation into a bad one. response:	It was already written on the board when I came in this morning.
context: Wh\M-Ms. Kawamoto, what's the meaning of this?\I don't know.\I'm not the one who wrote it.\Chiho Sakura: Absent/Absent/Absent\I think you're misreading it, Ms. Kawamoto.\You shouldn't turn every situation into a bad one.\It was already written on the board when I came in this morning. response:	A-Anyway, let's begin the lesson.
context: M-Ms. Kawamoto, what's the meaning of this?\I don't know.\I'm not the one who wrote it.\Chiho Sakura: Absent/Absent/Absent\I think you're misreading it, Ms. Kawamoto.\You shouldn't turn every situation into a bad one.\It was already written on the board when I came in this morning.\A-Anyway, let's begin the lesson. response:	Ms. Kawamoto, please see me in the faculty room after class.
context: I don't know.\I'm not the one who wrote it.\Chiho Sakura: Absent/Absent/Absent\I think you're misreading it, Ms. Kawamoto.\You shouldn't turn every situation into a bad one.\It was already written on the board when I came in this morning.\A-Anyway, let's begin the lesson.\Ms. Kawamoto, please see me in the faculty room after class. response:	Come on, concentrate! Stop your whispering!
context: I'm not the one who wrote it.\Chiho Sakura: Absent/Absent/Absent\I think you're misreading it, Ms. Kawamoto.\You shouldn't turn every situation into a bad one.\It was already written on the board when I came in this morning.\A-Anyway, let's begin the lesson.\Ms. Kawamoto, please see me in the faculty room after class.\Come on, concentrate! Stop your whispering! response:	Let's have a good game.
context: Chiho Sakura: Absent/Absent/Absent\I think you're misreading it, Ms. Kawamoto.\You shouldn't turn every situation into a bad one.\It was already written on the board when I came in this morning.\A-Anyway, let's begin the lesson.\Ms. Kawamoto, please see me in the faculty room after class.\Come on, concentrate! Stop your whispering!\Let's have a good game. response:	That's right.
context: I think you're misreading it, Ms. Kawamoto.\You shouldn't turn every situation into a bad one.\It was already written on the board when I came in this morning.\A-Anyway, let's begin the lesson.\Ms. Kawamoto, please see me in the faculty room after class.\Come on, concentrate! Stop your whispering!\Let's have a good game.\That's right. response:	She's not only in pain.
context: You shouldn't turn every situation into a bad one.\It was already written on the board when I came in this morning.\A-Anyway, let's begin the lesson.\Ms. Kawamoto, please see me in the faculty room after class.\Come on, concentrate! Stop your whispering!\Let's have a good game.\That's right.\She's not only in pain. response:	She's angry.
context: It was already written on the board when I came in this morning.\A-Anyway, let's begin the lesson.\Ms. Kawamoto, please see me in the faculty room after class.\Come on, concentrate! Stop your whispering!\Let's have a good game.\That's right.\She's not only in pain.\She's angry. response:	In fact, she's seething from the pit of her stomach.
context: A-Anyway, let's begin the lesson.\Ms. Kawamoto, please see me in the faculty room after class.\Come on, concentrate! Stop your whispering!\Let's have a good game.\That's right.\She's not only in pain.\She's angry.\In fact, she's seething from the pit of her stomach. response:	Letter
context: Ms. Kawamoto, please see me in the faculty room after class.\Come on, concentrate! Stop your whispering!\Let's have a good game.\That's right.\She's not only in pain.\She's angry.\In fact, she's seething from the pit of her stomach.\Letter response:	Next Episode Preview
context: Come on, concentrate! Stop your whispering!\Let's have a good game.\That's right.\She's not only in pain.\She's angry.\In fact, she's seething from the pit of her stomach.\Letter\Next Episode Preview response:	Episode 29
context: Let's have a good game.\That's right.\She's not only in pain.\She's angry.\In fact, she's seething from the pit of her stomach.\Letter\Next Episode Preview\Episode 29 response:	No, don't look at me!
context: That's right.\She's not only in pain.\She's angry.\In fact, she's seething from the pit of her stomach.\Letter\Next Episode Preview\Episode 29\No, don't look at me! response:	Sis, get me a bath towel!
context: She's not only in pain.\She's angry.\In fact, she's seething from the pit of her stomach.\Letter\Next Episode Preview\Episode 29\No, don't look at me!\Sis, get me a bath towel! response:	What should we do? It's terrible!
context: She's angry.\In fact, she's seething from the pit of her stomach.\Letter\Next Episode Preview\Episode 29\No, don't look at me!\Sis, get me a bath towel!\What should we do? It's terrible! response:	Finally! We finally made it to this point!
context: In fact, she's seething from the pit of her stomach.\Letter\Next Episode Preview\Episode 29\No, don't look at me!\Sis, get me a bath towel!\What should we do? It's terrible!\Finally! We finally made it to this point! response:	I'm the only one who can go from our family.
context: Letter\Next Episode Preview\Episode 29\No, don't look at me!\Sis, get me a bath towel!\What should we do? It's terrible!\Finally! We finally made it to this point!\I'm the only one who can go from our family. response:	I bought peaches. Maybe I should've bought ice cream instead.
context: Next Episode Preview\Episode 29\No, don't look at me!\Sis, get me a bath towel!\What should we do? It's terrible!\Finally! We finally made it to this point!\I'm the only one who can go from our family.\I bought peaches. Maybe I should've bought ice cream instead. response:	ILLUSTRATION: KOZUE AMANO
context: Episode 29\No, don't look at me!\Sis, get me a bath towel!\What should we do? It's terrible!\Finally! We finally made it to this point!\I'm the only one who can go from our family.\I bought peaches. Maybe I should've bought ice cream instead.\ILLUSTRATION: KOZUE AMANO response:	Yoohoo, yoohoo, cherries!
context: No, don't look at me!\Sis, get me a bath towel!\What should we do? It's terrible!\Finally! We finally made it to this point!\I'm the only one who can go from our family.\I bought peaches. Maybe I should've bought ice cream instead.\ILLUSTRATION: KOZUE AMANO\Yoohoo, yoohoo, cherries! response:	Derere, yummy magical fruit!
