context: Master! response:	Master!
context: She harbors demons inside her body!\Do not draw your sword, Inuyasha!\If you do, I will curse Kagome to death!\Fight miserably and be killed by my demons!\It's so maddening!\I must do something about this curse!\Inuyasha is totally helpless like this!\What can we do?! response:	Do it! Kill her!
context: Do not draw your sword, Inuyasha!\If you do, I will curse Kagome to death!\Fight miserably and be killed by my demons!\It's so maddening!\I must do something about this curse!\Inuyasha is totally helpless like this!\What can we do?!\Do it! Kill her! response:	Kagome!
context: If you do, I will curse Kagome to death!\Fight miserably and be killed by my demons!\It's so maddening!\I must do something about this curse!\Inuyasha is totally helpless like this!\What can we do?!\Do it! Kill her!\Kagome! response:	Kill him! Oh, demons within me!
context: Fight miserably and be killed by my demons!\It's so maddening!\I must do something about this curse!\Inuyasha is totally helpless like this!\What can we do?!\Do it! Kill her!\Kagome!\Kill him! Oh, demons within me! response:	Iron-reaver Soul-stealer!
context: It's so maddening!\I must do something about this curse!\Inuyasha is totally helpless like this!\What can we do?!\Do it! Kill her!\Kagome!\Kill him! Oh, demons within me!\Iron-reaver Soul-stealer! response:	Without your sword, you can do nothing!
context: I must do something about this curse!\Inuyasha is totally helpless like this!\What can we do?!\Do it! Kill her!\Kagome!\Kill him! Oh, demons within me!\Iron-reaver Soul-stealer!\Without your sword, you can do nothing! response:	Let yourself become fodder for my demons!
context: Inuyasha is totally helpless like this!\What can we do?!\Do it! Kill her!\Kagome!\Kill him! Oh, demons within me!\Iron-reaver Soul-stealer!\Without your sword, you can do nothing!\Let yourself become fodder for my demons! response:	Inuyasha!
context: What can we do?!\Do it! Kill her!\Kagome!\Kill him! Oh, demons within me!\Iron-reaver Soul-stealer!\Without your sword, you can do nothing!\Let yourself become fodder for my demons!\Inuyasha! response:	Why you!
context: Do it! Kill her!\Kagome!\Kill him! Oh, demons within me!\Iron-reaver Soul-stealer!\Without your sword, you can do nothing!\Let yourself become fodder for my demons!\Inuyasha!\Why you! response:	It's so maddening. I must do something about this curse!
context: Kagome!\Kill him! Oh, demons within me!\Iron-reaver Soul-stealer!\Without your sword, you can do nothing!\Let yourself become fodder for my demons!\Inuyasha!\Why you!\It's so maddening. I must do something about this curse! response:	Who are you?
context: Kill him! Oh, demons within me!\Iron-reaver Soul-stealer!\Without your sword, you can do nothing!\Let yourself become fodder for my demons!\Inuyasha!\Why you!\It's so maddening. I must do something about this curse!\Who are you? response:	Huh? What happened?
context: Iron-reaver Soul-stealer!\Without your sword, you can do nothing!\Let yourself become fodder for my demons!\Inuyasha!\Why you!\It's so maddening. I must do something about this curse!\Who are you?\Huh? What happened? response:	Why am I back in the present?
context: Without your sword, you can do nothing!\Let yourself become fodder for my demons!\Inuyasha!\Why you!\It's so maddening. I must do something about this curse!\Who are you?\Huh? What happened?\Why am I back in the present? response:	Where's Sango? And Miroku?
context: Let yourself become fodder for my demons!\Inuyasha!\Why you!\It's so maddening. I must do something about this curse!\Who are you?\Huh? What happened?\Why am I back in the present?\Where's Sango? And Miroku? response:	Are you... me?
context: Inuyasha!\Why you!\It's so maddening. I must do something about this curse!\Who are you?\Huh? What happened?\Why am I back in the present?\Where's Sango? And Miroku?\Are you... me? response:	I'm...
context: Why you!\It's so maddening. I must do something about this curse!\Who are you?\Huh? What happened?\Why am I back in the present?\Where's Sango? And Miroku?\Are you... me?\I'm... response:	As it is, you'll end up killing Inuyasha again.
context: It's so maddening. I must do something about this curse!\Who are you?\Huh? What happened?\Why am I back in the present?\Where's Sango? And Miroku?\Are you... me?\I'm...\As it is, you'll end up killing Inuyasha again. response:	Next on Inuyasha: Tsubaki's Unrelenting Evil Spell!
context: Who are you?\Huh? What happened?\Why am I back in the present?\Where's Sango? And Miroku?\Are you... me?\I'm...\As it is, you'll end up killing Inuyasha again.\Next on Inuyasha: Tsubaki's Unrelenting Evil Spell! response:	I am... Kagome!
