context: Kanna... response:	Tanigawa likes me?
context: Somehow this feels very contrived...\She fit what I was thinking perfectly.\That's exactly what I mean!\What are you doing, Umi-chan?\Besides, do you even know what contrived really means?\You being punished for something?\No, I, uh...\What are you talking about? response:	So which of them is your girlfriend?
context: She fit what I was thinking perfectly.\That's exactly what I mean!\What are you doing, Umi-chan?\Besides, do you even know what contrived really means?\You being punished for something?\No, I, uh...\What are you talking about?\So which of them is your girlfriend? response:	Actually, you're just trying to change the subject!
context: That's exactly what I mean!\What are you doing, Umi-chan?\Besides, do you even know what contrived really means?\You being punished for something?\No, I, uh...\What are you talking about?\So which of them is your girlfriend?\Actually, you're just trying to change the subject! response:	It's not like that.
context: What are you doing, Umi-chan?\Besides, do you even know what contrived really means?\You being punished for something?\No, I, uh...\What are you talking about?\So which of them is your girlfriend?\Actually, you're just trying to change the subject!\It's not like that. response:	Oh, really?
context: Besides, do you even know what contrived really means?\You being punished for something?\No, I, uh...\What are you talking about?\So which of them is your girlfriend?\Actually, you're just trying to change the subject!\It's not like that.\Oh, really? response:	Then there shouldn't be an issue with me being in the movie.
context: You being punished for something?\No, I, uh...\What are you talking about?\So which of them is your girlfriend?\Actually, you're just trying to change the subject!\It's not like that.\Oh, really?\Then there shouldn't be an issue with me being in the movie. response:	Umi-chan, you're the director, right?
context: No, I, uh...\What are you talking about?\So which of them is your girlfriend?\Actually, you're just trying to change the subject!\It's not like that.\Oh, really?\Then there shouldn't be an issue with me being in the movie.\Umi-chan, you're the director, right? response:	What are you filming?
context: What are you talking about?\So which of them is your girlfriend?\Actually, you're just trying to change the subject!\It's not like that.\Oh, really?\Then there shouldn't be an issue with me being in the movie.\Umi-chan, you're the director, right?\What are you filming? response:	We're in Okinawa, so maybe everyone'll be in swimsuits?
context: So which of them is your girlfriend?\Actually, you're just trying to change the subject!\It's not like that.\Oh, really?\Then there shouldn't be an issue with me being in the movie.\Umi-chan, you're the director, right?\What are you filming?\We're in Okinawa, so maybe everyone'll be in swimsuits? response:	Hm, yeah...
context: Actually, you're just trying to change the subject!\It's not like that.\Oh, really?\Then there shouldn't be an issue with me being in the movie.\Umi-chan, you're the director, right?\What are you filming?\We're in Okinawa, so maybe everyone'll be in swimsuits?\Hm, yeah... response:	No! I wasn't saying anything!
context: It's not like that.\Oh, really?\Then there shouldn't be an issue with me being in the movie.\Umi-chan, you're the director, right?\What are you filming?\We're in Okinawa, so maybe everyone'll be in swimsuits?\Hm, yeah...\No! I wasn't saying anything! response:	Tetsuro-san, you were born on the 24th?!
context: Oh, really?\Then there shouldn't be an issue with me being in the movie.\Umi-chan, you're the director, right?\What are you filming?\We're in Okinawa, so maybe everyone'll be in swimsuits?\Hm, yeah...\No! I wasn't saying anything!\Tetsuro-san, you were born on the 24th?! response:	Your guardian tree is the apple tree, your guardian animal is the swan,
context: Then there shouldn't be an issue with me being in the movie.\Umi-chan, you're the director, right?\What are you filming?\We're in Okinawa, so maybe everyone'll be in swimsuits?\Hm, yeah...\No! I wasn't saying anything!\Tetsuro-san, you were born on the 24th?!\Your guardian tree is the apple tree, your guardian animal is the swan, response:	and your guardian spirit is EtaIn!
context: Umi-chan, you're the director, right?\What are you filming?\We're in Okinawa, so maybe everyone'll be in swimsuits?\Hm, yeah...\No! I wasn't saying anything!\Tetsuro-san, you were born on the 24th?!\Your guardian tree is the apple tree, your guardian animal is the swan,\and your guardian spirit is EtaIn! response:	You have a calm and cool demeanor, and seem older than you actually are,
context: What are you filming?\We're in Okinawa, so maybe everyone'll be in swimsuits?\Hm, yeah...\No! I wasn't saying anything!\Tetsuro-san, you were born on the 24th?!\Your guardian tree is the apple tree, your guardian animal is the swan,\and your guardian spirit is EtaIn!\You have a calm and cool demeanor, and seem older than you actually are, response:	but in reality you're actually quite a delicate person.
context: We're in Okinawa, so maybe everyone'll be in swimsuits?\Hm, yeah...\No! I wasn't saying anything!\Tetsuro-san, you were born on the 24th?!\Your guardian tree is the apple tree, your guardian animal is the swan,\and your guardian spirit is EtaIn!\You have a calm and cool demeanor, and seem older than you actually are,\but in reality you're actually quite a delicate person. response:	That makes your ideal girl...
context: Hm, yeah...\No! I wasn't saying anything!\Tetsuro-san, you were born on the 24th?!\Your guardian tree is the apple tree, your guardian animal is the swan,\and your guardian spirit is EtaIn!\You have a calm and cool demeanor, and seem older than you actually are,\but in reality you're actually quite a delicate person.\That makes your ideal girl... response:	That sounds just like me and
context: No! I wasn't saying anything!\Tetsuro-san, you were born on the 24th?!\Your guardian tree is the apple tree, your guardian animal is the swan,\and your guardian spirit is EtaIn!\You have a calm and cool demeanor, and seem older than you actually are,\but in reality you're actually quite a delicate person.\That makes your ideal girl...\That sounds just like me and response:	Those girls were something.
context: Tetsuro-san, you were born on the 24th?!\Your guardian tree is the apple tree, your guardian animal is the swan,\and your guardian spirit is EtaIn!\You have a calm and cool demeanor, and seem older than you actually are,\but in reality you're actually quite a delicate person.\That makes your ideal girl...\That sounds just like me and\Those girls were something. response:	Yeah.
context: Your guardian tree is the apple tree, your guardian animal is the swan,\and your guardian spirit is EtaIn!\You have a calm and cool demeanor, and seem older than you actually are,\but in reality you're actually quite a delicate person.\That makes your ideal girl...\That sounds just like me and\Those girls were something.\Yeah. response:	But Kinoshita wasn't like that before.
context: and your guardian spirit is EtaIn!\You have a calm and cool demeanor, and seem older than you actually are,\but in reality you're actually quite a delicate person.\That makes your ideal girl...\That sounds just like me and\Those girls were something.\Yeah.\But Kinoshita wasn't like that before. response:	And now she'll be in the movie...
context: You have a calm and cool demeanor, and seem older than you actually are,\but in reality you're actually quite a delicate person.\That makes your ideal girl...\That sounds just like me and\Those girls were something.\Yeah.\But Kinoshita wasn't like that before.\And now she'll be in the movie... response:	Tomorrow's shoot will be fun.
context: but in reality you're actually quite a delicate person.\That makes your ideal girl...\That sounds just like me and\Those girls were something.\Yeah.\But Kinoshita wasn't like that before.\And now she'll be in the movie...\Tomorrow's shoot will be fun. response:	You're making fun of me!
context: That makes your ideal girl...\That sounds just like me and\Those girls were something.\Yeah.\But Kinoshita wasn't like that before.\And now she'll be in the movie...\Tomorrow's shoot will be fun.\You're making fun of me! response:	Good night!
context: That sounds just like me and\Those girls were something.\Yeah.\But Kinoshita wasn't like that before.\And now she'll be in the movie...\Tomorrow's shoot will be fun.\You're making fun of me!\Good night! response:	Hey!
context: Those girls were something.\Yeah.\But Kinoshita wasn't like that before.\And now she'll be in the movie...\Tomorrow's shoot will be fun.\You're making fun of me!\Good night!\Hey! response:	God...
context: Yeah.\But Kinoshita wasn't like that before.\And now she'll be in the movie...\Tomorrow's shoot will be fun.\You're making fun of me!\Good night!\Hey!\God... response:	No, it's nothing.
context: But Kinoshita wasn't like that before.\And now she'll be in the movie...\Tomorrow's shoot will be fun.\You're making fun of me!\Good night!\Hey!\God...\No, it's nothing. response:	I was sort of thrown for a loop.
context: And now she'll be in the movie...\Tomorrow's shoot will be fun.\You're making fun of me!\Good night!\Hey!\God...\No, it's nothing.\I was sort of thrown for a loop. response:	Stupid Kaito-kun.
context: Tomorrow's shoot will be fun.\You're making fun of me!\Good night!\Hey!\God...\No, it's nothing.\I was sort of thrown for a loop.\Stupid Kaito-kun. response:	He's not straightforward at all.
context: You're making fun of me!\Good night!\Hey!\God...\No, it's nothing.\I was sort of thrown for a loop.\Stupid Kaito-kun.\He's not straightforward at all. response:	Being straightforward...
context: Good night!\Hey!\God...\No, it's nothing.\I was sort of thrown for a loop.\Stupid Kaito-kun.\He's not straightforward at all.\Being straightforward... response:	That means...
context: Hey!\God...\No, it's nothing.\I was sort of thrown for a loop.\Stupid Kaito-kun.\He's not straightforward at all.\Being straightforward...\That means... response:	Wh-What am I thinking?!
context: God...\No, it's nothing.\I was sort of thrown for a loop.\Stupid Kaito-kun.\He's not straightforward at all.\Being straightforward...\That means...\Wh-What am I thinking?! response:	Thinking about this won't get me anywhere.
context: No, it's nothing.\I was sort of thrown for a loop.\Stupid Kaito-kun.\He's not straightforward at all.\Being straightforward...\That means...\Wh-What am I thinking?!\Thinking about this won't get me anywhere. response:	I mean...
context: I was sort of thrown for a loop.\Stupid Kaito-kun.\He's not straightforward at all.\Being straightforward...\That means...\Wh-What am I thinking?!\Thinking about this won't get me anywhere.\I mean... response:	I mean...
context: Stupid Kaito-kun.\He's not straightforward at all.\Being straightforward...\That means...\Wh-What am I thinking?!\Thinking about this won't get me anywhere.\I mean...\I mean... response:	Remon!
context: He's not straightforward at all.\Being straightforward...\That means...\Wh-What am I thinking?!\Thinking about this won't get me anywhere.\I mean...\I mean...\Remon! response:	When did you
context: Being straightforward...\That means...\Wh-What am I thinking?!\Thinking about this won't get me anywhere.\I mean...\I mean...\Remon!\When did you response:	I thought I smelt something good.
context: That means...\Wh-What am I thinking?!\Thinking about this won't get me anywhere.\I mean...\I mean...\Remon!\When did you\I thought I smelt something good. response:	Could I have some, too?
context: Wh-What am I thinking?!\Thinking about this won't get me anywhere.\I mean...\I mean...\Remon!\When did you\I thought I smelt something good.\Could I have some, too? response:	S-Sure.
context: Thinking about this won't get me anywhere.\I mean...\I mean...\Remon!\When did you\I thought I smelt something good.\Could I have some, too?\S-Sure. response:	Wait just a second.
context: I mean...\I mean...\Remon!\When did you\I thought I smelt something good.\Could I have some, too?\S-Sure.\Wait just a second. response:	Do you take sugar?
context: I mean...\Remon!\When did you\I thought I smelt something good.\Could I have some, too?\S-Sure.\Wait just a second.\Do you take sugar? response:	Without's fine.
context: Remon!\When did you\I thought I smelt something good.\Could I have some, too?\S-Sure.\Wait just a second.\Do you take sugar?\Without's fine. response:	But add a lot of milk.
context: When did you\I thought I smelt something good.\Could I have some, too?\S-Sure.\Wait just a second.\Do you take sugar?\Without's fine.\But add a lot of milk. response:	Hey, Ichika.
context: I thought I smelt something good.\Could I have some, too?\S-Sure.\Wait just a second.\Do you take sugar?\Without's fine.\But add a lot of milk.\Hey, Ichika. response:	Hm?
context: Could I have some, too?\S-Sure.\Wait just a second.\Do you take sugar?\Without's fine.\But add a lot of milk.\Hey, Ichika.\Hm? response:	Well, you saw how those girls were acting,
context: S-Sure.\Wait just a second.\Do you take sugar?\Without's fine.\But add a lot of milk.\Hey, Ichika.\Hm?\Well, you saw how those girls were acting, response:	but why don't you try being a little more forthright yourself?
context: Wait just a second.\Do you take sugar?\Without's fine.\But add a lot of milk.\Hey, Ichika.\Hm?\Well, you saw how those girls were acting,\but why don't you try being a little more forthright yourself? response:	Huh?
context: Do you take sugar?\Without's fine.\But add a lot of milk.\Hey, Ichika.\Hm?\Well, you saw how those girls were acting,\but why don't you try being a little more forthright yourself?\Huh? response:	When in Rome, do as the Romans do.
context: Without's fine.\But add a lot of milk.\Hey, Ichika.\Hm?\Well, you saw how those girls were acting,\but why don't you try being a little more forthright yourself?\Huh?\When in Rome, do as the Romans do. response:	Wh-What are you...
context: But add a lot of milk.\Hey, Ichika.\Hm?\Well, you saw how those girls were acting,\but why don't you try being a little more forthright yourself?\Huh?\When in Rome, do as the Romans do.\Wh-What are you... response:	Oh?
context: Hey, Ichika.\Hm?\Well, you saw how those girls were acting,\but why don't you try being a little more forthright yourself?\Huh?\When in Rome, do as the Romans do.\Wh-What are you...\Oh? response:	I'm talking about handling things the Okinawan way.
context: Hm?\Well, you saw how those girls were acting,\but why don't you try being a little more forthright yourself?\Huh?\When in Rome, do as the Romans do.\Wh-What are you...\Oh?\I'm talking about handling things the Okinawan way. response:	This isn't going to work either.
context: Well, you saw how those girls were acting,\but why don't you try being a little more forthright yourself?\Huh?\When in Rome, do as the Romans do.\Wh-What are you...\Oh?\I'm talking about handling things the Okinawan way.\This isn't going to work either. response:	You still can't choose?
context: but why don't you try being a little more forthright yourself?\Huh?\When in Rome, do as the Romans do.\Wh-What are you...\Oh?\I'm talking about handling things the Okinawan way.\This isn't going to work either.\You still can't choose? response:	These just aren't doing it for me, I guess.
context: Huh?\When in Rome, do as the Romans do.\Wh-What are you...\Oh?\I'm talking about handling things the Okinawan way.\This isn't going to work either.\You still can't choose?\These just aren't doing it for me, I guess. response:	You're pretty cute, Kanna.
context: When in Rome, do as the Romans do.\Wh-What are you...\Oh?\I'm talking about handling things the Okinawan way.\This isn't going to work either.\You still can't choose?\These just aren't doing it for me, I guess.\You're pretty cute, Kanna. response:	Huh? What's that supposed to mean?! He
context: Wh-What are you...\Oh?\I'm talking about handling things the Okinawan way.\This isn't going to work either.\You still can't choose?\These just aren't doing it for me, I guess.\You're pretty cute, Kanna.\Huh? What's that supposed to mean?! He response:	Good night!
context: Oh?\I'm talking about handling things the Okinawan way.\This isn't going to work either.\You still can't choose?\These just aren't doing it for me, I guess.\You're pretty cute, Kanna.\Huh? What's that supposed to mean?! He\Good night! response:	You're going to sleep like that?
context: I'm talking about handling things the Okinawan way.\This isn't going to work either.\You still can't choose?\These just aren't doing it for me, I guess.\You're pretty cute, Kanna.\Huh? What's that supposed to mean?! He\Good night!\You're going to sleep like that? response:	Y-You know if I don't go to bed like this, I can't fall sleep.
context: This isn't going to work either.\You still can't choose?\These just aren't doing it for me, I guess.\You're pretty cute, Kanna.\Huh? What's that supposed to mean?! He\Good night!\You're going to sleep like that?\Y-You know if I don't go to bed like this, I can't fall sleep. response:	G-Give him back!
context: You still can't choose?\These just aren't doing it for me, I guess.\You're pretty cute, Kanna.\Huh? What's that supposed to mean?! He\Good night!\You're going to sleep like that?\Y-You know if I don't go to bed like this, I can't fall sleep.\G-Give him back! response:	Sure!
context: These just aren't doing it for me, I guess.\You're pretty cute, Kanna.\Huh? What's that supposed to mean?! He\Good night!\You're going to sleep like that?\Y-You know if I don't go to bed like this, I can't fall sleep.\G-Give him back!\Sure! response:	That is, if you let me capture you without a fight.
context: You're pretty cute, Kanna.\Huh? What's that supposed to mean?! He\Good night!\You're going to sleep like that?\Y-You know if I don't go to bed like this, I can't fall sleep.\G-Give him back!\Sure!\That is, if you let me capture you without a fight. response:	Wh-Who are you?
context: Huh? What's that supposed to mean?! He\Good night!\You're going to sleep like that?\Y-You know if I don't go to bed like this, I can't fall sleep.\G-Give him back!\Sure!\That is, if you let me capture you without a fight.\Wh-Who are you? response:	You let people on this undeveloped planet know your true identity!
context: Good night!\You're going to sleep like that?\Y-You know if I don't go to bed like this, I can't fall sleep.\G-Give him back!\Sure!\That is, if you let me capture you without a fight.\Wh-Who are you?\You let people on this undeveloped planet know your true identity! response:	Therefore I shall arrest you according to Federation law.
context: You're going to sleep like that?\Y-You know if I don't go to bed like this, I can't fall sleep.\G-Give him back!\Sure!\That is, if you let me capture you without a fight.\Wh-Who are you?\You let people on this undeveloped planet know your true identity!\Therefore I shall arrest you according to Federation law. response:	Are you a Galaxy Police agent?!
context: Y-You know if I don't go to bed like this, I can't fall sleep.\G-Give him back!\Sure!\That is, if you let me capture you without a fight.\Wh-Who are you?\You let people on this undeveloped planet know your true identity!\Therefore I shall arrest you according to Federation law.\Are you a Galaxy Police agent?! response:	And what if I am?
context: G-Give him back!\Sure!\That is, if you let me capture you without a fight.\Wh-Who are you?\You let people on this undeveloped planet know your true identity!\Therefore I shall arrest you according to Federation law.\Are you a Galaxy Police agent?!\And what if I am? response:	Cut.
context: Sure!\That is, if you let me capture you without a fight.\Wh-Who are you?\You let people on this undeveloped planet know your true identity!\Therefore I shall arrest you according to Federation law.\Are you a Galaxy Police agent?!\And what if I am?\Cut. response:	Man, acting is pretty hard.
context: That is, if you let me capture you without a fight.\Wh-Who are you?\You let people on this undeveloped planet know your true identity!\Therefore I shall arrest you according to Federation law.\Are you a Galaxy Police agent?!\And what if I am?\Cut.\Man, acting is pretty hard. response:	Come on, don't get so close.
context: Wh-Who are you?\You let people on this undeveloped planet know your true identity!\Therefore I shall arrest you according to Federation law.\Are you a Galaxy Police agent?!\And what if I am?\Cut.\Man, acting is pretty hard.\Come on, don't get so close. response:	You don't have to get so embarrassed!
context: You let people on this undeveloped planet know your true identity!\Therefore I shall arrest you according to Federation law.\Are you a Galaxy Police agent?!\And what if I am?\Cut.\Man, acting is pretty hard.\Come on, don't get so close.\You don't have to get so embarrassed! response:	It's hot.
context: Therefore I shall arrest you according to Federation law.\Are you a Galaxy Police agent?!\And what if I am?\Cut.\Man, acting is pretty hard.\Come on, don't get so close.\You don't have to get so embarrassed!\It's hot. response:	So if it wasn't hot, you wouldn't mind me clinging?
context: Are you a Galaxy Police agent?!\And what if I am?\Cut.\Man, acting is pretty hard.\Come on, don't get so close.\You don't have to get so embarrassed!\It's hot.\So if it wasn't hot, you wouldn't mind me clinging? response:	That's not what I meant!
context: And what if I am?\Cut.\Man, acting is pretty hard.\Come on, don't get so close.\You don't have to get so embarrassed!\It's hot.\So if it wasn't hot, you wouldn't mind me clinging?\That's not what I meant! response:	You're getting all red again.
context: Cut.\Man, acting is pretty hard.\Come on, don't get so close.\You don't have to get so embarrassed!\It's hot.\So if it wasn't hot, you wouldn't mind me clinging?\That's not what I meant!\You're getting all red again. response:	I guess you can't help it.
context: Man, acting is pretty hard.\Come on, don't get so close.\You don't have to get so embarrassed!\It's hot.\So if it wasn't hot, you wouldn't mind me clinging?\That's not what I meant!\You're getting all red again.\I guess you can't help it. response:	Right.
context: Come on, don't get so close.\You don't have to get so embarrassed!\It's hot.\So if it wasn't hot, you wouldn't mind me clinging?\That's not what I meant!\You're getting all red again.\I guess you can't help it.\Right. response:	R-Remon, about how much longer are we going to film?
context: You don't have to get so embarrassed!\It's hot.\So if it wasn't hot, you wouldn't mind me clinging?\That's not what I meant!\You're getting all red again.\I guess you can't help it.\Right.\R-Remon, about how much longer are we going to film? response:	Let's see...
context: It's hot.\So if it wasn't hot, you wouldn't mind me clinging?\That's not what I meant!\You're getting all red again.\I guess you can't help it.\Right.\R-Remon, about how much longer are we going to film?\Let's see... response:	I'd like to do five more scenes.
context: So if it wasn't hot, you wouldn't mind me clinging?\That's not what I meant!\You're getting all red again.\I guess you can't help it.\Right.\R-Remon, about how much longer are we going to film?\Let's see...\I'd like to do five more scenes. response:	I see...
context: That's not what I meant!\You're getting all red again.\I guess you can't help it.\Right.\R-Remon, about how much longer are we going to film?\Let's see...\I'd like to do five more scenes.\I see... response:	Mio?
context: You're getting all red again.\I guess you can't help it.\Right.\R-Remon, about how much longer are we going to film?\Let's see...\I'd like to do five more scenes.\I see...\Mio? response:	Film making is pretty interesting, Tetsuro-san!
context: I guess you can't help it.\Right.\R-Remon, about how much longer are we going to film?\Let's see...\I'd like to do five more scenes.\I see...\Mio?\Film making is pretty interesting, Tetsuro-san! response:	Y-You think so?
context: Right.\R-Remon, about how much longer are we going to film?\Let's see...\I'd like to do five more scenes.\I see...\Mio?\Film making is pretty interesting, Tetsuro-san!\Y-You think so? response:	I'm totally interested in it now.
context: R-Remon, about how much longer are we going to film?\Let's see...\I'd like to do five more scenes.\I see...\Mio?\Film making is pretty interesting, Tetsuro-san!\Y-You think so?\I'm totally interested in it now. response:	Remon-senpai!
context: Let's see...\I'd like to do five more scenes.\I see...\Mio?\Film making is pretty interesting, Tetsuro-san!\Y-You think so?\I'm totally interested in it now.\Remon-senpai! response:	I left a prop in the cottage.
context: I'd like to do five more scenes.\I see...\Mio?\Film making is pretty interesting, Tetsuro-san!\Y-You think so?\I'm totally interested in it now.\Remon-senpai!\I left a prop in the cottage. response:	you think I could go grab it?
context: I see...\Mio?\Film making is pretty interesting, Tetsuro-san!\Y-You think so?\I'm totally interested in it now.\Remon-senpai!\I left a prop in the cottage.\you think I could go grab it? response:	Hurry up.
context: Mio?\Film making is pretty interesting, Tetsuro-san!\Y-You think so?\I'm totally interested in it now.\Remon-senpai!\I left a prop in the cottage.\you think I could go grab it?\Hurry up. response:	Roger that.
context: Film making is pretty interesting, Tetsuro-san!\Y-You think so?\I'm totally interested in it now.\Remon-senpai!\I left a prop in the cottage.\you think I could go grab it?\Hurry up.\Roger that. response:	Tetsuro-san!
context: Y-You think so?\I'm totally interested in it now.\Remon-senpai!\I left a prop in the cottage.\you think I could go grab it?\Hurry up.\Roger that.\Tetsuro-san! response:	That's weird.
context: I'm totally interested in it now.\Remon-senpai!\I left a prop in the cottage.\you think I could go grab it?\Hurry up.\Roger that.\Tetsuro-san!\That's weird. response:	I thought he'd be totally in love with her by now.
context: Remon-senpai!\I left a prop in the cottage.\you think I could go grab it?\Hurry up.\Roger that.\Tetsuro-san!\That's weird.\I thought he'd be totally in love with her by now. response:	That's because he's actually delicate.
context: I left a prop in the cottage.\you think I could go grab it?\Hurry up.\Roger that.\Tetsuro-san!\That's weird.\I thought he'd be totally in love with her by now.\That's because he's actually delicate. response:	Delicate?
context: you think I could go grab it?\Hurry up.\Roger that.\Tetsuro-san!\That's weird.\I thought he'd be totally in love with her by now.\That's because he's actually delicate.\Delicate? response:	Tetsuro is?
context: Hurry up.\Roger that.\Tetsuro-san!\That's weird.\I thought he'd be totally in love with her by now.\That's because he's actually delicate.\Delicate?\Tetsuro is? response:	You're just too close to him to realize, Kanna.
context: Roger that.\Tetsuro-san!\That's weird.\I thought he'd be totally in love with her by now.\That's because he's actually delicate.\Delicate?\Tetsuro is?\You're just too close to him to realize, Kanna. response:	You think so?
context: Tetsuro-san!\That's weird.\I thought he'd be totally in love with her by now.\That's because he's actually delicate.\Delicate?\Tetsuro is?\You're just too close to him to realize, Kanna.\You think so? response:	Huh?
context: That's weird.\I thought he'd be totally in love with her by now.\That's because he's actually delicate.\Delicate?\Tetsuro is?\You're just too close to him to realize, Kanna.\You think so?\Huh? response:	Where's Kaito-kun and Kinoshita-san?
context: I thought he'd be totally in love with her by now.\That's because he's actually delicate.\Delicate?\Tetsuro is?\You're just too close to him to realize, Kanna.\You think so?\Huh?\Where's Kaito-kun and Kinoshita-san? response:	Ah!
context: That's because he's actually delicate.\Delicate?\Tetsuro is?\You're just too close to him to realize, Kanna.\You think so?\Huh?\Where's Kaito-kun and Kinoshita-san?\Ah! response:	The smaller one isn't here, either.
context: Delicate?\Tetsuro is?\You're just too close to him to realize, Kanna.\You think so?\Huh?\Where's Kaito-kun and Kinoshita-san?\Ah!\The smaller one isn't here, either. response:	Huh?
context: Tetsuro is?\You're just too close to him to realize, Kanna.\You think so?\Huh?\Where's Kaito-kun and Kinoshita-san?\Ah!\The smaller one isn't here, either.\Huh? response:	Th-They couldn't have...
context: You're just too close to him to realize, Kanna.\You think so?\Huh?\Where's Kaito-kun and Kinoshita-san?\Ah!\The smaller one isn't here, either.\Huh?\Th-They couldn't have... response:	Couldn't have?
context: You think so?\Huh?\Where's Kaito-kun and Kinoshita-san?\Ah!\The smaller one isn't here, either.\Huh?\Th-They couldn't have...\Couldn't have? response:	Couldn't have!
context: Huh?\Where's Kaito-kun and Kinoshita-san?\Ah!\The smaller one isn't here, either.\Huh?\Th-They couldn't have...\Couldn't have?\Couldn't have! response:	They couldn't have!
context: Where's Kaito-kun and Kinoshita-san?\Ah!\The smaller one isn't here, either.\Huh?\Th-They couldn't have...\Couldn't have?\Couldn't have!\They couldn't have! response:	So...
context: Ah!\The smaller one isn't here, either.\Huh?\Th-They couldn't have...\Couldn't have?\Couldn't have!\They couldn't have!\So... response:	Why did you take me all the way out here, Kinoshita?
context: The smaller one isn't here, either.\Huh?\Th-They couldn't have...\Couldn't have?\Couldn't have!\They couldn't have!\So...\Why did you take me all the way out here, Kinoshita? response:	You already know, right?
context: Huh?\Th-They couldn't have...\Couldn't have?\Couldn't have!\They couldn't have!\So...\Why did you take me all the way out here, Kinoshita?\You already know, right? response:	I wanted to be alone with you.
context: Th-They couldn't have...\Couldn't have?\Couldn't have!\They couldn't have!\So...\Why did you take me all the way out here, Kinoshita?\You already know, right?\I wanted to be alone with you. response:	That okay?
context: Couldn't have?\Couldn't have!\They couldn't have!\So...\Why did you take me all the way out here, Kinoshita?\You already know, right?\I wanted to be alone with you.\That okay? response:	Is something wrong?
context: Couldn't have!\They couldn't have!\So...\Why did you take me all the way out here, Kinoshita?\You already know, right?\I wanted to be alone with you.\That okay?\Is something wrong? response:	I'm not really sure, but you're acting a lot more hyper than usual.
context: They couldn't have!\So...\Why did you take me all the way out here, Kinoshita?\You already know, right?\I wanted to be alone with you.\That okay?\Is something wrong?\I'm not really sure, but you're acting a lot more hyper than usual. response:	It's because I'm so happy to see you.
context: So...\Why did you take me all the way out here, Kinoshita?\You already know, right?\I wanted to be alone with you.\That okay?\Is something wrong?\I'm not really sure, but you're acting a lot more hyper than usual.\It's because I'm so happy to see you. response:	There you go again.
context: Why did you take me all the way out here, Kinoshita?\You already know, right?\I wanted to be alone with you.\That okay?\Is something wrong?\I'm not really sure, but you're acting a lot more hyper than usual.\It's because I'm so happy to see you.\There you go again. response:	Huh?
context: You already know, right?\I wanted to be alone with you.\That okay?\Is something wrong?\I'm not really sure, but you're acting a lot more hyper than usual.\It's because I'm so happy to see you.\There you go again.\Huh? response:	When you were a kid,
context: I wanted to be alone with you.\That okay?\Is something wrong?\I'm not really sure, but you're acting a lot more hyper than usual.\It's because I'm so happy to see you.\There you go again.\Huh?\When you were a kid, response:	and something bad happened or you felt uncomfortable,
context: That okay?\Is something wrong?\I'm not really sure, but you're acting a lot more hyper than usual.\It's because I'm so happy to see you.\There you go again.\Huh?\When you were a kid,\and something bad happened or you felt uncomfortable, response:	you put your finger on your lip.
context: Is something wrong?\I'm not really sure, but you're acting a lot more hyper than usual.\It's because I'm so happy to see you.\There you go again.\Huh?\When you were a kid,\and something bad happened or you felt uncomfortable,\you put your finger on your lip. response:	Something's wrong, isn't it?
context: I'm not really sure, but you're acting a lot more hyper than usual.\It's because I'm so happy to see you.\There you go again.\Huh?\When you were a kid,\and something bad happened or you felt uncomfortable,\you put your finger on your lip.\Something's wrong, isn't it? response:	That's why you're forcing yourself to be with me.
context: It's because I'm so happy to see you.\There you go again.\Huh?\When you were a kid,\and something bad happened or you felt uncomfortable,\you put your finger on your lip.\Something's wrong, isn't it?\That's why you're forcing yourself to be with me. response:	You can talk to me about it, if you wan
context: There you go again.\Huh?\When you were a kid,\and something bad happened or you felt uncomfortable,\you put your finger on your lip.\Something's wrong, isn't it?\That's why you're forcing yourself to be with me.\You can talk to me about it, if you wan response:	And what if I'm serious?
context: Huh?\When you were a kid,\and something bad happened or you felt uncomfortable,\you put your finger on your lip.\Something's wrong, isn't it?\That's why you're forcing yourself to be with me.\You can talk to me about it, if you wan\And what if I'm serious? response:	Huh?
context: When you were a kid,\and something bad happened or you felt uncomfortable,\you put your finger on your lip.\Something's wrong, isn't it?\That's why you're forcing yourself to be with me.\You can talk to me about it, if you wan\And what if I'm serious?\Huh? response:	What if I'm serious?
context: and something bad happened or you felt uncomfortable,\you put your finger on your lip.\Something's wrong, isn't it?\That's why you're forcing yourself to be with me.\You can talk to me about it, if you wan\And what if I'm serious?\Huh?\What if I'm serious? response:	What?
context: you put your finger on your lip.\Something's wrong, isn't it?\That's why you're forcing yourself to be with me.\You can talk to me about it, if you wan\And what if I'm serious?\Huh?\What if I'm serious?\What? response:	Let's see...
context: Something's wrong, isn't it?\That's why you're forcing yourself to be with me.\You can talk to me about it, if you wan\And what if I'm serious?\Huh?\What if I'm serious?\What?\Let's see... response:	Where did I leave that?
context: That's why you're forcing yourself to be with me.\You can talk to me about it, if you wan\And what if I'm serious?\Huh?\What if I'm serious?\What?\Let's see...\Where did I leave that? response:	I didn't leave anything here,
context: You can talk to me about it, if you wan\And what if I'm serious?\Huh?\What if I'm serious?\What?\Let's see...\Where did I leave that?\I didn't leave anything here, response:	but where did I leave it?
context: And what if I'm serious?\Huh?\What if I'm serious?\What?\Let's see...\Where did I leave that?\I didn't leave anything here,\but where did I leave it? response:	I guess I'll just waste some time here.
context: Huh?\What if I'm serious?\What?\Let's see...\Where did I leave that?\I didn't leave anything here,\but where did I leave it?\I guess I'll just waste some time here. response:	Oh, Kai?
