context: My name is Jibril. response:	What can I do for you, new king and queen
context: Would you two at least try to take this seriously?\Bikini s\Whatever. Sea bag.\S ea bag\Let me see, then...\Sea ba g\G ale\How about gale? response:	Hey, what are you doing?!
context: Bikini s\Whatever. Sea bag.\S ea bag\Let me see, then...\Sea ba g\G ale\How about gale?\Hey, what are you doing?! response:	It all worked out in the end, Jibril!
context: Whatever. Sea bag.\S ea bag\Let me see, then...\Sea ba g\G ale\How about gale?\Hey, what are you doing?!\It all worked out in the end, Jibril! response:	Steph's not wearing panties, so without the bikini, this would be 18-and-up only!
context: S ea bag\Let me see, then...\Sea ba g\G ale\How about gale?\Hey, what are you doing?!\It all worked out in the end, Jibril!\Steph's not wearing panties, so without the bikini, this would be 18-and-up only! response:	But a glimpse of a bikini beneath a skirt is pretty good, too!
context: Let me see, then...\Sea ba g\G ale\How about gale?\Hey, what are you doing?!\It all worked out in the end, Jibril!\Steph's not wearing panties, so without the bikini, this would be 18-and-up only!\But a glimpse of a bikini beneath a skirt is pretty good, too! response:	I'm glad to hear it!
context: Sea ba g\G ale\How about gale?\Hey, what are you doing?!\It all worked out in the end, Jibril!\Steph's not wearing panties, so without the bikini, this would be 18-and-up only!\But a glimpse of a bikini beneath a skirt is pretty good, too!\I'm glad to hear it! response:	And now, it'll be complete!
context: G ale\How about gale?\Hey, what are you doing?!\It all worked out in the end, Jibril!\Steph's not wearing panties, so without the bikini, this would be 18-and-up only!\But a glimpse of a bikini beneath a skirt is pretty good, too!\I'm glad to hear it!\And now, it'll be complete! response:	Gal e
context: How about gale?\Hey, what are you doing?!\It all worked out in the end, Jibril!\Steph's not wearing panties, so without the bikini, this would be 18-and-up only!\But a glimpse of a bikini beneath a skirt is pretty good, too!\I'm glad to hear it!\And now, it'll be complete!\Gal e response:	Every girl's clothes!
context: Hey, what are you doing?!\It all worked out in the end, Jibril!\Steph's not wearing panties, so without the bikini, this would be 18-and-up only!\But a glimpse of a bikini beneath a skirt is pretty good, too!\I'm glad to hear it!\And now, it'll be complete!\Gal e\Every girl's clothes! response:	E very Girl's Clothes
context: It all worked out in the end, Jibril!\Steph's not wearing panties, so without the bikini, this would be 18-and-up only!\But a glimpse of a bikini beneath a skirt is pretty good, too!\I'm glad to hear it!\And now, it'll be complete!\Gal e\Every girl's clothes!\E very Girl's Clothes response:	No!
context: Steph's not wearing panties, so without the bikini, this would be 18-and-up only!\But a glimpse of a bikini beneath a skirt is pretty good, too!\I'm glad to hear it!\And now, it'll be complete!\Gal e\Every girl's clothes!\E very Girl's Clothes\No! response:	How do you like that, sister?
context: But a glimpse of a bikini beneath a skirt is pretty good, too!\I'm glad to hear it!\And now, it'll be complete!\Gal e\Every girl's clothes!\E very Girl's Clothes\No!\How do you like that, sister? response:	No private parts at all!
context: I'm glad to hear it!\And now, it'll be complete!\Gal e\Every girl's clothes!\E very Girl's Clothes\No!\How do you like that, sister?\No private parts at all! response:	And we've still got the shoes, knee socks, and collar!
context: And now, it'll be complete!\Gal e\Every girl's clothes!\E very Girl's Clothes\No!\How do you like that, sister?\No private parts at all!\And we've still got the shoes, knee socks, and collar! response:	In other words, it's even more excellent than pure nudity!
context: Gal e\Every girl's clothes!\E very Girl's Clothes\No!\How do you like that, sister?\No private parts at all!\And we've still got the shoes, knee socks, and collar!\In other words, it's even more excellent than pure nudity! response:	Clearly suitable for all-ages!
context: Every girl's clothes!\E very Girl's Clothes\No!\How do you like that, sister?\No private parts at all!\And we've still got the shoes, knee socks, and collar!\In other words, it's even more excellent than pure nudity!\Clearly suitable for all-ages! response:	Very healthy!
context: E very Girl's Clothes\No!\How do you like that, sister?\No private parts at all!\And we've still got the shoes, knee socks, and collar!\In other words, it's even more excellent than pure nudity!\Clearly suitable for all-ages!\Very healthy! response:	Moderately sexy, but not dirty at all!
context: No!\How do you like that, sister?\No private parts at all!\And we've still got the shoes, knee socks, and collar!\In other words, it's even more excellent than pure nudity!\Clearly suitable for all-ages!\Very healthy!\Moderately sexy, but not dirty at all! response:	We should call this...
context: How do you like that, sister?\No private parts at all!\And we've still got the shoes, knee socks, and collar!\In other words, it's even more excellent than pure nudity!\Clearly suitable for all-ages!\Very healthy!\Moderately sexy, but not dirty at all!\We should call this... response:	The Super Healthy Space!
context: No private parts at all!\And we've still got the shoes, knee socks, and collar!\In other words, it's even more excellent than pure nudity!\Clearly suitable for all-ages!\Very healthy!\Moderately sexy, but not dirty at all!\We should call this...\The Super Healthy Space! response:	Brother, Omega Good Job!
context: And we've still got the shoes, knee socks, and collar!\In other words, it's even more excellent than pure nudity!\Clearly suitable for all-ages!\Very healthy!\Moderately sexy, but not dirty at all!\We should call this...\The Super Healthy Space!\Brother, Omega Good Job! response:	What are you trying to do here?!
context: In other words, it's even more excellent than pure nudity!\Clearly suitable for all-ages!\Very healthy!\Moderately sexy, but not dirty at all!\We should call this...\The Super Healthy Space!\Brother, Omega Good Job!\What are you trying to do here?! response:	Hey, Jibril, do you get hungry?
context: Clearly suitable for all-ages!\Very healthy!\Moderately sexy, but not dirty at all!\We should call this...\The Super Healthy Space!\Brother, Omega Good Job!\What are you trying to do here?!\Hey, Jibril, do you get hungry? response:	Mantle.
context: Very healthy!\Moderately sexy, but not dirty at all!\We should call this...\The Super Healthy Space!\Brother, Omega Good Job!\What are you trying to do here?!\Hey, Jibril, do you get hungry?\Mantle. response:	M antle
context: Moderately sexy, but not dirty at all!\We should call this...\The Super Healthy Space!\Brother, Omega Good Job!\What are you trying to do here?!\Hey, Jibril, do you get hungry?\Mantle.\M antle response:	Don't worry about me.
context: We should call this...\The Super Healthy Space!\Brother, Omega Good Job!\What are you trying to do here?!\Hey, Jibril, do you get hungry?\Mantle.\M antle\Don't worry about me. response:	Unlike you powerless Imanity, we don't need to eat.
context: The Super Healthy Space!\Brother, Omega Good Job!\What are you trying to do here?!\Hey, Jibril, do you get hungry?\Mantle.\M antle\Don't worry about me.\Unlike you powerless Imanity, we don't need to eat. response:	Mantl e
context: Brother, Omega Good Job!\What are you trying to do here?!\Hey, Jibril, do you get hungry?\Mantle.\M antle\Don't worry about me.\Unlike you powerless Imanity, we don't need to eat.\Mantl e response:	E ccentric moth comic
context: What are you trying to do here?!\Hey, Jibril, do you get hungry?\Mantle.\M antle\Don't worry about me.\Unlike you powerless Imanity, we don't need to eat.\Mantl e\E ccentric moth comic response:	Eccentric moth comic.
context: Hey, Jibril, do you get hungry?\Mantle.\M antle\Don't worry about me.\Unlike you powerless Imanity, we don't need to eat.\Mantl e\E ccentric moth comic\Eccentric moth comic. response:	Let's be together!
context: Mantle.\M antle\Don't worry about me.\Unlike you powerless Imanity, we don't need to eat.\Mantl e\E ccentric moth comic\Eccentric moth comic.\Let's be together! response:	I see.
context: M antle\Don't worry about me.\Unlike you powerless Imanity, we don't need to eat.\Mantl e\E ccentric moth comic\Eccentric moth comic.\Let's be together!\I see. response:	But you get tired, right?
context: Don't worry about me.\Unlike you powerless Imanity, we don't need to eat.\Mantl e\E ccentric moth comic\Eccentric moth comic.\Let's be together!\I see.\But you get tired, right? response:	Eccentric moth comi c
context: Unlike you powerless Imanity, we don't need to eat.\Mantl e\E ccentric moth comic\Eccentric moth comic.\Let's be together!\I see.\But you get tired, right?\Eccentric moth comi c response:	The sun'll come up soon. Think you could just surrender?
context: Mantl e\E ccentric moth comic\Eccentric moth comic.\Let's be together!\I see.\But you get tired, right?\Eccentric moth comi c\The sun'll come up soon. Think you could just surrender? response:	C rust
context: E ccentric moth comic\Eccentric moth comic.\Let's be together!\I see.\But you get tired, right?\Eccentric moth comi c\The sun'll come up soon. Think you could just surrender?\C rust response:	Crust.
context: Eccentric moth comic.\Let's be together!\I see.\But you get tired, right?\Eccentric moth comi c\The sun'll come up soon. Think you could just surrender?\C rust\Crust. response:	If you're tired, feel free to lose deliberately.
context: Let's be together!\I see.\But you get tired, right?\Eccentric moth comi c\The sun'll come up soon. Think you could just surrender?\C rust\Crust.\If you're tired, feel free to lose deliberately. response:	Crus t
context: I see.\But you get tired, right?\Eccentric moth comi c\The sun'll come up soon. Think you could just surrender?\C rust\Crust.\If you're tired, feel free to lose deliberately.\Crus t response:	I've had more fun than I expected to get from a weak Imanity.
context: But you get tired, right?\Eccentric moth comi c\The sun'll come up soon. Think you could just surrender?\C rust\Crust.\If you're tired, feel free to lose deliberately.\Crus t\I've had more fun than I expected to get from a weak Imanity. response:	Timepiece.
context: Eccentric moth comi c\The sun'll come up soon. Think you could just surrender?\C rust\Crust.\If you're tired, feel free to lose deliberately.\Crus t\I've had more fun than I expected to get from a weak Imanity.\Timepiece. response:	T imepiece
context: The sun'll come up soon. Think you could just surrender?\C rust\Crust.\If you're tired, feel free to lose deliberately.\Crus t\I've had more fun than I expected to get from a weak Imanity.\Timepiece.\T imepiece response:	Timepiec e
context: C rust\Crust.\If you're tired, feel free to lose deliberately.\Crus t\I've had more fun than I expected to get from a weak Imanity.\Timepiece.\T imepiece\Timepiec e response:	You keep saying weak and mere, and it's getting on my nerves.
context: Crust.\If you're tired, feel free to lose deliberately.\Crus t\I've had more fun than I expected to get from a weak Imanity.\Timepiece.\T imepiece\Timepiec e\You keep saying weak and mere, and it's getting on my nerves. response:	Evil creature.
context: If you're tired, feel free to lose deliberately.\Crus t\I've had more fun than I expected to get from a weak Imanity.\Timepiece.\T imepiece\Timepiec e\You keep saying weak and mere, and it's getting on my nerves.\Evil creature. response:	E vil Creature
context: Crus t\I've had more fun than I expected to get from a weak Imanity.\Timepiece.\T imepiece\Timepiec e\You keep saying weak and mere, and it's getting on my nerves.\Evil creature.\E vil Creature response:	Well, to a mighty rank 6 like you,
context: I've had more fun than I expected to get from a weak Imanity.\Timepiece.\T imepiece\Timepiec e\You keep saying weak and mere, and it's getting on my nerves.\Evil creature.\E vil Creature\Well, to a mighty rank 6 like you, response:	I'm sure we at the bottom must look like ants.
context: Timepiece.\T imepiece\Timepiec e\You keep saying weak and mere, and it's getting on my nerves.\Evil creature.\E vil Creature\Well, to a mighty rank 6 like you,\I'm sure we at the bottom must look like ants. response:	I'm saved...
context: T imepiece\Timepiec e\You keep saying weak and mere, and it's getting on my nerves.\Evil creature.\E vil Creature\Well, to a mighty rank 6 like you,\I'm sure we at the bottom must look like ants.\I'm saved... response:	But who decided that ants are weak and powerless?
context: Timepiec e\You keep saying weak and mere, and it's getting on my nerves.\Evil creature.\E vil Creature\Well, to a mighty rank 6 like you,\I'm sure we at the bottom must look like ants.\I'm saved...\But who decided that ants are weak and powerless? response:	I apologize.
context: You keep saying weak and mere, and it's getting on my nerves.\Evil creature.\E vil Creature\Well, to a mighty rank 6 like you,\I'm sure we at the bottom must look like ants.\I'm saved...\But who decided that ants are weak and powerless?\I apologize. response:	I hadn't considered that you
context: Evil creature.\E vil Creature\Well, to a mighty rank 6 like you,\I'm sure we at the bottom must look like ants.\I'm saved...\But who decided that ants are weak and powerless?\I apologize.\I hadn't considered that you response:	Imanity would consider yourselves anything but weak.
context: E vil Creature\Well, to a mighty rank 6 like you,\I'm sure we at the bottom must look like ants.\I'm saved...\But who decided that ants are weak and powerless?\I apologize.\I hadn't considered that you\Imanity would consider yourselves anything but weak. response:	If you think long life and toughness gives you power,
context: Well, to a mighty rank 6 like you,\I'm sure we at the bottom must look like ants.\I'm saved...\But who decided that ants are weak and powerless?\I apologize.\I hadn't considered that you\Imanity would consider yourselves anything but weak.\If you think long life and toughness gives you power, response:	you're the stupid one here.
context: I'm sure we at the bottom must look like ants.\I'm saved...\But who decided that ants are weak and powerless?\I apologize.\I hadn't considered that you\Imanity would consider yourselves anything but weak.\If you think long life and toughness gives you power,\you're the stupid one here. response:	You're saying I'm inferior to the Imanity?
context: I'm saved...\But who decided that ants are weak and powerless?\I apologize.\I hadn't considered that you\Imanity would consider yourselves anything but weak.\If you think long life and toughness gives you power,\you're the stupid one here.\You're saying I'm inferior to the Imanity? response:	My feelings towards you are best described as curiosity, not respect.
context: But who decided that ants are weak and powerless?\I apologize.\I hadn't considered that you\Imanity would consider yourselves anything but weak.\If you think long life and toughness gives you power,\you're the stupid one here.\You're saying I'm inferior to the Imanity?\My feelings towards you are best described as curiosity, not respect. response:	Don't forget that I could end this game any time I like.
context: I apologize.\I hadn't considered that you\Imanity would consider yourselves anything but weak.\If you think long life and toughness gives you power,\you're the stupid one here.\You're saying I'm inferior to the Imanity?\My feelings towards you are best described as curiosity, not respect.\Don't forget that I could end this game any time I like. response:	Evil Creatur e
context: I hadn't considered that you\Imanity would consider yourselves anything but weak.\If you think long life and toughness gives you power,\you're the stupid one here.\You're saying I'm inferior to the Imanity?\My feelings towards you are best described as curiosity, not respect.\Don't forget that I could end this game any time I like.\Evil Creatur e response:	Eye fuel.
context: Imanity would consider yourselves anything but weak.\If you think long life and toughness gives you power,\you're the stupid one here.\You're saying I'm inferior to the Imanity?\My feelings towards you are best described as curiosity, not respect.\Don't forget that I could end this game any time I like.\Evil Creatur e\Eye fuel. response:	E ye Fuel
context: If you think long life and toughness gives you power,\you're the stupid one here.\You're saying I'm inferior to the Imanity?\My feelings towards you are best described as curiosity, not respect.\Don't forget that I could end this game any time I like.\Evil Creatur e\Eye fuel.\E ye Fuel response:	And that's why you're weak.
context: you're the stupid one here.\You're saying I'm inferior to the Imanity?\My feelings towards you are best described as curiosity, not respect.\Don't forget that I could end this game any time I like.\Evil Creatur e\Eye fuel.\E ye Fuel\And that's why you're weak. response:	That's what makes you an empty-headed academic.
context: You're saying I'm inferior to the Imanity?\My feelings towards you are best described as curiosity, not respect.\Don't forget that I could end this game any time I like.\Evil Creatur e\Eye fuel.\E ye Fuel\And that's why you're weak.\That's what makes you an empty-headed academic. response:	Empty-headed academic?
context: My feelings towards you are best described as curiosity, not respect.\Don't forget that I could end this game any time I like.\Evil Creatur e\Eye fuel.\E ye Fuel\And that's why you're weak.\That's what makes you an empty-headed academic.\Empty-headed academic? response:	Yup. Empty-headed academic. It means you don't know how things work in the real world.
context: Don't forget that I could end this game any time I like.\Evil Creatur e\Eye fuel.\E ye Fuel\And that's why you're weak.\That's what makes you an empty-headed academic.\Empty-headed academic?\Yup. Empty-headed academic. It means you don't know how things work in the real world. response:	Empty-headed Academic
context: Evil Creatur e\Eye fuel.\E ye Fuel\And that's why you're weak.\That's what makes you an empty-headed academic.\Empty-headed academic?\Yup. Empty-headed academic. It means you don't know how things work in the real world.\Empty-headed Academic response:	Remember that.
context: Eye fuel.\E ye Fuel\And that's why you're weak.\That's what makes you an empty-headed academic.\Empty-headed academic?\Yup. Empty-headed academic. It means you don't know how things work in the real world.\Empty-headed Academic\Remember that. response:	Obviously, I know what that phrase means.
context: E ye Fuel\And that's why you're weak.\That's what makes you an empty-headed academic.\Empty-headed academic?\Yup. Empty-headed academic. It means you don't know how things work in the real world.\Empty-headed Academic\Remember that.\Obviously, I know what that phrase means. response:	What makes you think I'm an empty-headed academic?
context: And that's why you're weak.\That's what makes you an empty-headed academic.\Empty-headed academic?\Yup. Empty-headed academic. It means you don't know how things work in the real world.\Empty-headed Academic\Remember that.\Obviously, I know what that phrase means.\What makes you think I'm an empty-headed academic? response:	Instead of respecting the unknown, you're merely curious.
context: That's what makes you an empty-headed academic.\Empty-headed academic?\Yup. Empty-headed academic. It means you don't know how things work in the real world.\Empty-headed Academic\Remember that.\Obviously, I know what that phrase means.\What makes you think I'm an empty-headed academic?\Instead of respecting the unknown, you're merely curious. response:	It's time for a lesson.
context: Empty-headed academic?\Yup. Empty-headed academic. It means you don't know how things work in the real world.\Empty-headed Academic\Remember that.\Obviously, I know what that phrase means.\What makes you think I'm an empty-headed academic?\Instead of respecting the unknown, you're merely curious.\It's time for a lesson. response:	Now you'll learn
context: Yup. Empty-headed academic. It means you don't know how things work in the real world.\Empty-headed Academic\Remember that.\Obviously, I know what that phrase means.\What makes you think I'm an empty-headed academic?\Instead of respecting the unknown, you're merely curious.\It's time for a lesson.\Now you'll learn response:	how weak you really are.
context: Empty-headed Academic\Remember that.\Obviously, I know what that phrase means.\What makes you think I'm an empty-headed academic?\Instead of respecting the unknown, you're merely curious.\It's time for a lesson.\Now you'll learn\how weak you really are. response:	Steph, thanks for the hard work.
context: Remember that.\Obviously, I know what that phrase means.\What makes you think I'm an empty-headed academic?\Instead of respecting the unknown, you're merely curious.\It's time for a lesson.\Now you'll learn\how weak you really are.\Steph, thanks for the hard work. response:	If you hadn't kept all the dangerous things off us,
context: Obviously, I know what that phrase means.\What makes you think I'm an empty-headed academic?\Instead of respecting the unknown, you're merely curious.\It's time for a lesson.\Now you'll learn\how weak you really are.\Steph, thanks for the hard work.\If you hadn't kept all the dangerous things off us, response:	we couldn't have won.
context: What makes you think I'm an empty-headed academic?\Instead of respecting the unknown, you're merely curious.\It's time for a lesson.\Now you'll learn\how weak you really are.\Steph, thanks for the hard work.\If you hadn't kept all the dangerous things off us,\we couldn't have won. response:	You think you've won?
context: Instead of respecting the unknown, you're merely curious.\It's time for a lesson.\Now you'll learn\how weak you really are.\Steph, thanks for the hard work.\If you hadn't kept all the dangerous things off us,\we couldn't have won.\You think you've won? response:	So, Steph, this'll kill you a little, but tough it out, okay?
context: It's time for a lesson.\Now you'll learn\how weak you really are.\Steph, thanks for the hard work.\If you hadn't kept all the dangerous things off us,\we couldn't have won.\You think you've won?\So, Steph, this'll kill you a little, but tough it out, okay? response:	Huh?
context: Now you'll learn\how weak you really are.\Steph, thanks for the hard work.\If you hadn't kept all the dangerous things off us,\we couldn't have won.\You think you've won?\So, Steph, this'll kill you a little, but tough it out, okay?\Huh? response:	Eye fue l
context: how weak you really are.\Steph, thanks for the hard work.\If you hadn't kept all the dangerous things off us,\we couldn't have won.\You think you've won?\So, Steph, this'll kill you a little, but tough it out, okay?\Huh?\Eye fue l response:	L ithosphere
context: Steph, thanks for the hard work.\If you hadn't kept all the dangerous things off us,\we couldn't have won.\You think you've won?\So, Steph, this'll kill you a little, but tough it out, okay?\Huh?\Eye fue l\L ithosphere response:	Lithosphere!
context: If you hadn't kept all the dangerous things off us,\we couldn't have won.\You think you've won?\So, Steph, this'll kill you a little, but tough it out, okay?\Huh?\Eye fue l\L ithosphere\Lithosphere! response:	Lithosphere.
context: we couldn't have won.\You think you've won?\So, Steph, this'll kill you a little, but tough it out, okay?\Huh?\Eye fue l\L ithosphere\Lithosphere!\Lithosphere. response:	The surface of the planet.
context: You think you've won?\So, Steph, this'll kill you a little, but tough it out, okay?\Huh?\Eye fue l\L ithosphere\Lithosphere!\Lithosphere.\The surface of the planet. response:	Because you didn't understand what it meant,
context: So, Steph, this'll kill you a little, but tough it out, okay?\Huh?\Eye fue l\L ithosphere\Lithosphere!\Lithosphere.\The surface of the planet.\Because you didn't understand what it meant, response:	I was able to erase the mantle and crust
context: Huh?\Eye fue l\L ithosphere\Lithosphere!\Lithosphere.\The surface of the planet.\Because you didn't understand what it meant,\I was able to erase the mantle and crust response:	that I had strategically named first.
context: Eye fue l\L ithosphere\Lithosphere!\Lithosphere.\The surface of the planet.\Because you didn't understand what it meant,\I was able to erase the mantle and crust\that I had strategically named first. response:	You fail to fear and respect the unknown.
context: L ithosphere\Lithosphere!\Lithosphere.\The surface of the planet.\Because you didn't understand what it meant,\I was able to erase the mantle and crust\that I had strategically named first.\You fail to fear and respect the unknown. response:	That's what makes you weak, Jibril!
context: Lithosphere!\Lithosphere.\The surface of the planet.\Because you didn't understand what it meant,\I was able to erase the mantle and crust\that I had strategically named first.\You fail to fear and respect the unknown.\That's what makes you weak, Jibril! response:	I see.
context: Lithosphere.\The surface of the planet.\Because you didn't understand what it meant,\I was able to erase the mantle and crust\that I had strategically named first.\You fail to fear and respect the unknown.\That's what makes you weak, Jibril!\I see. response:	That's why you got rid of the Spirit Circuits to cripple my wings.
context: The surface of the planet.\Because you didn't understand what it meant,\I was able to erase the mantle and crust\that I had strategically named first.\You fail to fear and respect the unknown.\That's what makes you weak, Jibril!\I see.\That's why you got rid of the Spirit Circuits to cripple my wings. response:	It has a core temperature of 6,000 degrees,
context: Because you didn't understand what it meant,\I was able to erase the mantle and crust\that I had strategically named first.\You fail to fear and respect the unknown.\That's what makes you weak, Jibril!\I see.\That's why you got rid of the Spirit Circuits to cripple my wings.\It has a core temperature of 6,000 degrees, response:	and a surface temperature of 3,000 degrees, I suppose.
context: I was able to erase the mantle and crust\that I had strategically named first.\You fail to fear and respect the unknown.\That's what makes you weak, Jibril!\I see.\That's why you got rid of the Spirit Circuits to cripple my wings.\It has a core temperature of 6,000 degrees,\and a surface temperature of 3,000 degrees, I suppose. response:	I see you're still trying to kill me.
context: that I had strategically named first.\You fail to fear and respect the unknown.\That's what makes you weak, Jibril!\I see.\That's why you got rid of the Spirit Circuits to cripple my wings.\It has a core temperature of 6,000 degrees,\and a surface temperature of 3,000 degrees, I suppose.\I see you're still trying to kill me. response:	I won't let morning come yet.
context: You fail to fear and respect the unknown.\That's what makes you weak, Jibril!\I see.\That's why you got rid of the Spirit Circuits to cripple my wings.\It has a core temperature of 6,000 degrees,\and a surface temperature of 3,000 degrees, I suppose.\I see you're still trying to kill me.\I won't let morning come yet. response:	Lithospher e
context: That's what makes you weak, Jibril!\I see.\That's why you got rid of the Spirit Circuits to cripple my wings.\It has a core temperature of 6,000 degrees,\and a surface temperature of 3,000 degrees, I suppose.\I see you're still trying to kill me.\I won't let morning come yet.\Lithospher e response:	Eos lumo.
context: I see.\That's why you got rid of the Spirit Circuits to cripple my wings.\It has a core temperature of 6,000 degrees,\and a surface temperature of 3,000 degrees, I suppose.\I see you're still trying to kill me.\I won't let morning come yet.\Lithospher e\Eos lumo. response:	E os Lumo
context: That's why you got rid of the Spirit Circuits to cripple my wings.\It has a core temperature of 6,000 degrees,\and a surface temperature of 3,000 degrees, I suppose.\I see you're still trying to kill me.\I won't let morning come yet.\Lithospher e\Eos lumo.\E os Lumo response:	Eos Lum o
context: It has a core temperature of 6,000 degrees,\and a surface temperature of 3,000 degrees, I suppose.\I see you're still trying to kill me.\I won't let morning come yet.\Lithospher e\Eos lumo.\E os Lumo\Eos Lum o response:	Oxygen.
context: and a surface temperature of 3,000 degrees, I suppose.\I see you're still trying to kill me.\I won't let morning come yet.\Lithospher e\Eos lumo.\E os Lumo\Eos Lum o\Oxygen. response:	O xygen
context: I see you're still trying to kill me.\I won't let morning come yet.\Lithospher e\Eos lumo.\E os Lumo\Eos Lum o\Oxygen.\O xygen response:	You stopped me from breathing,
context: I won't let morning come yet.\Lithospher e\Eos lumo.\E os Lumo\Eos Lum o\Oxygen.\O xygen\You stopped me from breathing, response:	but it's useless.
context: Lithospher e\Eos lumo.\E os Lumo\Eos Lum o\Oxygen.\O xygen\You stopped me from breathing,\but it's useless. response:	Oxyge n
context: Eos lumo.\E os Lumo\Eos Lum o\Oxygen.\O xygen\You stopped me from breathing,\but it's useless.\Oxyge n response:	Still, I'll have a little more fun with you.
context: E os Lumo\Eos Lum o\Oxygen.\O xygen\You stopped me from breathing,\but it's useless.\Oxyge n\Still, I'll have a little more fun with you. response:	Nodes.
context: Eos Lum o\Oxygen.\O xygen\You stopped me from breathing,\but it's useless.\Oxyge n\Still, I'll have a little more fun with you.\Nodes. response:	N odes
context: Oxygen.\O xygen\You stopped me from breathing,\but it's useless.\Oxyge n\Still, I'll have a little more fun with you.\Nodes.\N odes response:	Node s
context: O xygen\You stopped me from breathing,\but it's useless.\Oxyge n\Still, I'll have a little more fun with you.\Nodes.\N odes\Node s response:	Damn it... Sepia.
context: You stopped me from breathing,\but it's useless.\Oxyge n\Still, I'll have a little more fun with you.\Nodes.\N odes\Node s\Damn it... Sepia. response:	S epia
context: but it's useless.\Oxyge n\Still, I'll have a little more fun with you.\Nodes.\N odes\Node s\Damn it... Sepia.\S epia response:	You're making this easier than I thought.
context: Oxyge n\Still, I'll have a little more fun with you.\Nodes.\N odes\Node s\Damn it... Sepia.\S epia\You're making this easier than I thought. response:	Sepi a
context: Still, I'll have a little more fun with you.\Nodes.\N odes\Node s\Damn it... Sepia.\S epia\You're making this easier than I thought.\Sepi a response:	Okay, then.
context: Nodes.\N odes\Node s\Damn it... Sepia.\S epia\You're making this easier than I thought.\Sepi a\Okay, then. response:	Air.
context: N odes\Node s\Damn it... Sepia.\S epia\You're making this easier than I thought.\Sepi a\Okay, then.\Air. response:	A ir
context: Node s\Damn it... Sepia.\S epia\You're making this easier than I thought.\Sepi a\Okay, then.\Air.\A ir response:	Once the air comes back, I can breathe...
context: Damn it... Sepia.\S epia\You're making this easier than I thought.\Sepi a\Okay, then.\Air.\A ir\Once the air comes back, I can breathe... response:	Why?
context: S epia\You're making this easier than I thought.\Sepi a\Okay, then.\Air.\A ir\Once the air comes back, I can breathe...\Why? response:	I was right!
context: You're making this easier than I thought.\Sepi a\Okay, then.\Air.\A ir\Once the air comes back, I can breathe...\Why?\I was right! response:	Jibril doesn't know atomic theory!
context: Sepi a\Okay, then.\Air.\A ir\Once the air comes back, I can breathe...\Why?\I was right!\Jibril doesn't know atomic theory! response:	You thought if you couldn't breathe, all you had to do was bring back the air,
context: Okay, then.\Air.\A ir\Once the air comes back, I can breathe...\Why?\I was right!\Jibril doesn't know atomic theory!\You thought if you couldn't breathe, all you had to do was bring back the air, response:	but all I got rid of was oxygen.
context: Air.\A ir\Once the air comes back, I can breathe...\Why?\I was right!\Jibril doesn't know atomic theory!\You thought if you couldn't breathe, all you had to do was bring back the air,\but all I got rid of was oxygen. response:	The rules say that what's there disappears and what isn't there appears.
context: A ir\Once the air comes back, I can breathe...\Why?\I was right!\Jibril doesn't know atomic theory!\You thought if you couldn't breathe, all you had to do was bring back the air,\but all I got rid of was oxygen.\The rules say that what's there disappears and what isn't there appears. response:	Okay, then.
context: Once the air comes back, I can breathe...\Why?\I was right!\Jibril doesn't know atomic theory!\You thought if you couldn't breathe, all you had to do was bring back the air,\but all I got rid of was oxygen.\The rules say that what's there disappears and what isn't there appears.\Okay, then. response:	Air.
context: Why?\I was right!\Jibril doesn't know atomic theory!\You thought if you couldn't breathe, all you had to do was bring back the air,\but all I got rid of was oxygen.\The rules say that what's there disappears and what isn't there appears.\Okay, then.\Air. response:	The other gases disappeared and oxygen came back.
context: I was right!\Jibril doesn't know atomic theory!\You thought if you couldn't breathe, all you had to do was bring back the air,\but all I got rid of was oxygen.\The rules say that what's there disappears and what isn't there appears.\Okay, then.\Air.\The other gases disappeared and oxygen came back. response:	In other words, all that's here is oxygen,
context: Jibril doesn't know atomic theory!\You thought if you couldn't breathe, all you had to do was bring back the air,\but all I got rid of was oxygen.\The rules say that what's there disappears and what isn't there appears.\Okay, then.\Air.\The other gases disappeared and oxygen came back.\In other words, all that's here is oxygen, response:	a deadly poison at a far lower pressure than your own body
context: You thought if you couldn't breathe, all you had to do was bring back the air,\but all I got rid of was oxygen.\The rules say that what's there disappears and what isn't there appears.\Okay, then.\Air.\The other gases disappeared and oxygen came back.\In other words, all that's here is oxygen,\a deadly poison at a far lower pressure than your own body response:	that your body can't absorb on its own.
context: but all I got rid of was oxygen.\The rules say that what's there disappears and what isn't there appears.\Okay, then.\Air.\The other gases disappeared and oxygen came back.\In other words, all that's here is oxygen,\a deadly poison at a far lower pressure than your own body\that your body can't absorb on its own. response:	But it's no different for you.
context: The rules say that what's there disappears and what isn't there appears.\Okay, then.\Air.\The other gases disappeared and oxygen came back.\In other words, all that's here is oxygen,\a deadly poison at a far lower pressure than your own body\that your body can't absorb on its own.\But it's no different for you. response:	What?
context: Okay, then.\Air.\The other gases disappeared and oxygen came back.\In other words, all that's here is oxygen,\a deadly poison at a far lower pressure than your own body\that your body can't absorb on its own.\But it's no different for you.\What? response:	Circular breathing.
