context: High God. response:	We're going to the West Sea.
context: Now that he is in the Mortal Realm\let him have a taste of misfortune\and being attacked by assassins.\Feng Jiu, take care.\Jiu'er, Jiu'er!\Dijun, it hurts.\Dijun?\Jiu'er, who are you calling out to? response:	I am calling out to Dijun.
context: let him have a taste of misfortune\and being attacked by assassins.\Feng Jiu, take care.\Jiu'er, Jiu'er!\Dijun, it hurts.\Dijun?\Jiu'er, who are you calling out to?\I am calling out to Dijun. response:	Who is this Dijun she speaks of?
context: and being attacked by assassins.\Feng Jiu, take care.\Jiu'er, Jiu'er!\Dijun, it hurts.\Dijun?\Jiu'er, who are you calling out to?\I am calling out to Dijun.\Who is this Dijun she speaks of? response:	Never mind. Let's not worry about him for now.
context: Feng Jiu, take care.\Jiu'er, Jiu'er!\Dijun, it hurts.\Dijun?\Jiu'er, who are you calling out to?\I am calling out to Dijun.\Who is this Dijun she speaks of?\Never mind. Let's not worry about him for now. response:	Jiu'er.
context: Jiu'er, Jiu'er!\Dijun, it hurts.\Dijun?\Jiu'er, who are you calling out to?\I am calling out to Dijun.\Who is this Dijun she speaks of?\Never mind. Let's not worry about him for now.\Jiu'er. response:	If it hurts, why don't you cry?
context: Dijun, it hurts.\Dijun?\Jiu'er, who are you calling out to?\I am calling out to Dijun.\Who is this Dijun she speaks of?\Never mind. Let's not worry about him for now.\Jiu'er.\If it hurts, why don't you cry? response:	Before I entered the palace
context: Dijun?\Jiu'er, who are you calling out to?\I am calling out to Dijun.\Who is this Dijun she speaks of?\Never mind. Let's not worry about him for now.\Jiu'er.\If it hurts, why don't you cry?\Before I entered the palace response:	I was closest with my aunt.
context: Jiu'er, who are you calling out to?\I am calling out to Dijun.\Who is this Dijun she speaks of?\Never mind. Let's not worry about him for now.\Jiu'er.\If it hurts, why don't you cry?\Before I entered the palace\I was closest with my aunt. response:	Aunt would often teach me
context: I am calling out to Dijun.\Who is this Dijun she speaks of?\Never mind. Let's not worry about him for now.\Jiu'er.\If it hurts, why don't you cry?\Before I entered the palace\I was closest with my aunt.\Aunt would often teach me response:	that I may be a woman
context: Who is this Dijun she speaks of?\Never mind. Let's not worry about him for now.\Jiu'er.\If it hurts, why don't you cry?\Before I entered the palace\I was closest with my aunt.\Aunt would often teach me\that I may be a woman response:	but I must be unafraid of death
context: Never mind. Let's not worry about him for now.\Jiu'er.\If it hurts, why don't you cry?\Before I entered the palace\I was closest with my aunt.\Aunt would often teach me\that I may be a woman\but I must be unafraid of death response:	and protect the ones I want to protect.
context: Jiu'er.\If it hurts, why don't you cry?\Before I entered the palace\I was closest with my aunt.\Aunt would often teach me\that I may be a woman\but I must be unafraid of death\and protect the ones I want to protect. response:	Feng Jiu, you are a princess of Qing Qiu.
context: If it hurts, why don't you cry?\Before I entered the palace\I was closest with my aunt.\Aunt would often teach me\that I may be a woman\but I must be unafraid of death\and protect the ones I want to protect.\Feng Jiu, you are a princess of Qing Qiu. response:	In the future, you will be inheriting my throne
context: Before I entered the palace\I was closest with my aunt.\Aunt would often teach me\that I may be a woman\but I must be unafraid of death\and protect the ones I want to protect.\Feng Jiu, you are a princess of Qing Qiu.\In the future, you will be inheriting my throne response:	and protecting the people of Qing Qiu.
context: I was closest with my aunt.\Aunt would often teach me\that I may be a woman\but I must be unafraid of death\and protect the ones I want to protect.\Feng Jiu, you are a princess of Qing Qiu.\In the future, you will be inheriting my throne\and protecting the people of Qing Qiu. response:	How can you cry so easily?
context: Aunt would often teach me\that I may be a woman\but I must be unafraid of death\and protect the ones I want to protect.\Feng Jiu, you are a princess of Qing Qiu.\In the future, you will be inheriting my throne\and protecting the people of Qing Qiu.\How can you cry so easily? response:	Jiu'er.
context: that I may be a woman\but I must be unafraid of death\and protect the ones I want to protect.\Feng Jiu, you are a princess of Qing Qiu.\In the future, you will be inheriting my throne\and protecting the people of Qing Qiu.\How can you cry so easily?\Jiu'er. response:	I am the man who will protect you.
context: but I must be unafraid of death\and protect the ones I want to protect.\Feng Jiu, you are a princess of Qing Qiu.\In the future, you will be inheriting my throne\and protecting the people of Qing Qiu.\How can you cry so easily?\Jiu'er.\I am the man who will protect you. response:	No...
context: and protect the ones I want to protect.\Feng Jiu, you are a princess of Qing Qiu.\In the future, you will be inheriting my throne\and protecting the people of Qing Qiu.\How can you cry so easily?\Jiu'er.\I am the man who will protect you.\No... response:	If you do not kill me tonight
context: Feng Jiu, you are a princess of Qing Qiu.\In the future, you will be inheriting my throne\and protecting the people of Qing Qiu.\How can you cry so easily?\Jiu'er.\I am the man who will protect you.\No...\If you do not kill me tonight response:	then I will kill you by my sword!
context: In the future, you will be inheriting my throne\and protecting the people of Qing Qiu.\How can you cry so easily?\Jiu'er.\I am the man who will protect you.\No...\If you do not kill me tonight\then I will kill you by my sword! response:	There's nothing suspicious. They are just normal mortals.
context: and protecting the people of Qing Qiu.\How can you cry so easily?\Jiu'er.\I am the man who will protect you.\No...\If you do not kill me tonight\then I will kill you by my sword!\There's nothing suspicious. They are just normal mortals. response:	There really has been a murder!
context: How can you cry so easily?\Jiu'er.\I am the man who will protect you.\No...\If you do not kill me tonight\then I will kill you by my sword!\There's nothing suspicious. They are just normal mortals.\There really has been a murder! response:	You and you! Go see if there are any left alive!
context: Jiu'er.\I am the man who will protect you.\No...\If you do not kill me tonight\then I will kill you by my sword!\There's nothing suspicious. They are just normal mortals.\There really has been a murder!\You and you! Go see if there are any left alive! response:	- Yes! - Yes!
context: I am the man who will protect you.\No...\If you do not kill me tonight\then I will kill you by my sword!\There's nothing suspicious. They are just normal mortals.\There really has been a murder!\You and you! Go see if there are any left alive!\- Yes! - Yes! response:	Where can I find a physician? Where is there a physician?
context: No...\If you do not kill me tonight\then I will kill you by my sword!\There's nothing suspicious. They are just normal mortals.\There really has been a murder!\You and you! Go see if there are any left alive!\- Yes! - Yes!\Where can I find a physician? Where is there a physician? response:	Physician! Physician!
context: If you do not kill me tonight\then I will kill you by my sword!\There's nothing suspicious. They are just normal mortals.\There really has been a murder!\You and you! Go see if there are any left alive!\- Yes! - Yes!\Where can I find a physician? Where is there a physician?\Physician! Physician! response:	Miss, do you know where I can find a physician?
context: then I will kill you by my sword!\There's nothing suspicious. They are just normal mortals.\There really has been a murder!\You and you! Go see if there are any left alive!\- Yes! - Yes!\Where can I find a physician? Where is there a physician?\Physician! Physician!\Miss, do you know where I can find a physician? response:	Dijun.
context: There's nothing suspicious. They are just normal mortals.\There really has been a murder!\You and you! Go see if there are any left alive!\- Yes! - Yes!\Where can I find a physician? Where is there a physician?\Physician! Physician!\Miss, do you know where I can find a physician?\Dijun. response:	Jiu'er.
context: There really has been a murder!\You and you! Go see if there are any left alive!\- Yes! - Yes!\Where can I find a physician? Where is there a physician?\Physician! Physician!\Miss, do you know where I can find a physician?\Dijun.\Jiu'er. response:	Tell me.
context: You and you! Go see if there are any left alive!\- Yes! - Yes!\Where can I find a physician? Where is there a physician?\Physician! Physician!\Miss, do you know where I can find a physician?\Dijun.\Jiu'er.\Tell me. response:	Who is this Dijun you speak of?
context: - Yes! - Yes!\Where can I find a physician? Where is there a physician?\Physician! Physician!\Miss, do you know where I can find a physician?\Dijun.\Jiu'er.\Tell me.\Who is this Dijun you speak of? response:	It is you, Dijun.
context: Where can I find a physician? Where is there a physician?\Physician! Physician!\Miss, do you know where I can find a physician?\Dijun.\Jiu'er.\Tell me.\Who is this Dijun you speak of?\It is you, Dijun. response:	On the day you saved my life
context: Physician! Physician!\Miss, do you know where I can find a physician?\Dijun.\Jiu'er.\Tell me.\Who is this Dijun you speak of?\It is you, Dijun.\On the day you saved my life response:	I started to like you.
context: Miss, do you know where I can find a physician?\Dijun.\Jiu'er.\Tell me.\Who is this Dijun you speak of?\It is you, Dijun.\On the day you saved my life\I started to like you. response:	I like you so very much.
context: Dijun.\Jiu'er.\Tell me.\Who is this Dijun you speak of?\It is you, Dijun.\On the day you saved my life\I started to like you.\I like you so very much. response:	Dijun.
context: Jiu'er.\Tell me.\Who is this Dijun you speak of?\It is you, Dijun.\On the day you saved my life\I started to like you.\I like you so very much.\Dijun. response:	You have to promise me.
context: Tell me.\Who is this Dijun you speak of?\It is you, Dijun.\On the day you saved my life\I started to like you.\I like you so very much.\Dijun.\You have to promise me. response:	No matter what
context: Who is this Dijun you speak of?\It is you, Dijun.\On the day you saved my life\I started to like you.\I like you so very much.\Dijun.\You have to promise me.\No matter what response:	you must not forget our promise of two years.
context: It is you, Dijun.\On the day you saved my life\I started to like you.\I like you so very much.\Dijun.\You have to promise me.\No matter what\you must not forget our promise of two years. response:	Promise of two years?
context: On the day you saved my life\I started to like you.\I like you so very much.\Dijun.\You have to promise me.\No matter what\you must not forget our promise of two years.\Promise of two years? response:	That is indeed between me and Jiu'er.
context: I started to like you.\I like you so very much.\Dijun.\You have to promise me.\No matter what\you must not forget our promise of two years.\Promise of two years?\That is indeed between me and Jiu'er. response:	But Dijun...
context: I like you so very much.\Dijun.\You have to promise me.\No matter what\you must not forget our promise of two years.\Promise of two years?\That is indeed between me and Jiu'er.\But Dijun... response:	Could it be that in Jiu'er's hometown
context: Dijun.\You have to promise me.\No matter what\you must not forget our promise of two years.\Promise of two years?\That is indeed between me and Jiu'er.\But Dijun...\Could it be that in Jiu'er's hometown response:	they call the emperor by the name Dijun?
context: You have to promise me.\No matter what\you must not forget our promise of two years.\Promise of two years?\That is indeed between me and Jiu'er.\But Dijun...\Could it be that in Jiu'er's hometown\they call the emperor by the name Dijun? response:	Jiu'er.
context: No matter what\you must not forget our promise of two years.\Promise of two years?\That is indeed between me and Jiu'er.\But Dijun...\Could it be that in Jiu'er's hometown\they call the emperor by the name Dijun?\Jiu'er. response:	Don't be afraid.
context: you must not forget our promise of two years.\Promise of two years?\That is indeed between me and Jiu'er.\But Dijun...\Could it be that in Jiu'er's hometown\they call the emperor by the name Dijun?\Jiu'er.\Don't be afraid. response:	Whether I live isn't important.
context: Promise of two years?\That is indeed between me and Jiu'er.\But Dijun...\Could it be that in Jiu'er's hometown\they call the emperor by the name Dijun?\Jiu'er.\Don't be afraid.\Whether I live isn't important. response:	I am just afraid
context: That is indeed between me and Jiu'er.\But Dijun...\Could it be that in Jiu'er's hometown\they call the emperor by the name Dijun?\Jiu'er.\Don't be afraid.\Whether I live isn't important.\I am just afraid response:	you will forget me once I die.
context: But Dijun...\Could it be that in Jiu'er's hometown\they call the emperor by the name Dijun?\Jiu'er.\Don't be afraid.\Whether I live isn't important.\I am just afraid\you will forget me once I die. response:	You... You will not die.
context: Could it be that in Jiu'er's hometown\they call the emperor by the name Dijun?\Jiu'er.\Don't be afraid.\Whether I live isn't important.\I am just afraid\you will forget me once I die.\You... You will not die. response:	You will not die.
context: they call the emperor by the name Dijun?\Jiu'er.\Don't be afraid.\Whether I live isn't important.\I am just afraid\you will forget me once I die.\You... You will not die.\You will not die. response:	Hero... hero...
context: Jiu'er.\Don't be afraid.\Whether I live isn't important.\I am just afraid\you will forget me once I die.\You... You will not die.\You will not die.\Hero... hero... response:	Be careful. Your sword can kill.
context: Don't be afraid.\Whether I live isn't important.\I am just afraid\you will forget me once I die.\You... You will not die.\You will not die.\Hero... hero...\Be careful. Your sword can kill. response:	Yan Zhi.
context: Whether I live isn't important.\I am just afraid\you will forget me once I die.\You... You will not die.\You will not die.\Hero... hero...\Be careful. Your sword can kill.\Yan Zhi. response:	Where did you find her?
context: I am just afraid\you will forget me once I die.\You... You will not die.\You will not die.\Hero... hero...\Be careful. Your sword can kill.\Yan Zhi.\Where did you find her? response:	While I was out, I saw she was gravely injured
context: you will forget me once I die.\You... You will not die.\You will not die.\Hero... hero...\Be careful. Your sword can kill.\Yan Zhi.\Where did you find her?\While I was out, I saw she was gravely injured response:	so I brought her back here.
context: You... You will not die.\You will not die.\Hero... hero...\Be careful. Your sword can kill.\Yan Zhi.\Where did you find her?\While I was out, I saw she was gravely injured\so I brought her back here. response:	She is from the Nine-tailed Fox Clan.
context: You will not die.\Hero... hero...\Be careful. Your sword can kill.\Yan Zhi.\Where did you find her?\While I was out, I saw she was gravely injured\so I brought her back here.\She is from the Nine-tailed Fox Clan. response:	How do you know that?
context: Hero... hero...\Be careful. Your sword can kill.\Yan Zhi.\Where did you find her?\While I was out, I saw she was gravely injured\so I brought her back here.\She is from the Nine-tailed Fox Clan.\How do you know that? response:	Even if I can't see
context: Be careful. Your sword can kill.\Yan Zhi.\Where did you find her?\While I was out, I saw she was gravely injured\so I brought her back here.\She is from the Nine-tailed Fox Clan.\How do you know that?\Even if I can't see response:	I can recognize the Nine-tailed Fox Clan by their scent.
context: Yan Zhi.\Where did you find her?\While I was out, I saw she was gravely injured\so I brought her back here.\She is from the Nine-tailed Fox Clan.\How do you know that?\Even if I can't see\I can recognize the Nine-tailed Fox Clan by their scent. response:	Yan Zhi, is she especially young?
context: Where did you find her?\While I was out, I saw she was gravely injured\so I brought her back here.\She is from the Nine-tailed Fox Clan.\How do you know that?\Even if I can't see\I can recognize the Nine-tailed Fox Clan by their scent.\Yan Zhi, is she especially young? response:	Yes.
context: While I was out, I saw she was gravely injured\so I brought her back here.\She is from the Nine-tailed Fox Clan.\How do you know that?\Even if I can't see\I can recognize the Nine-tailed Fox Clan by their scent.\Yan Zhi, is she especially young?\Yes. response:	There is only one girl in the younger generation of the Nine-tailed Fox Clan.
context: so I brought her back here.\She is from the Nine-tailed Fox Clan.\How do you know that?\Even if I can't see\I can recognize the Nine-tailed Fox Clan by their scent.\Yan Zhi, is she especially young?\Yes.\There is only one girl in the younger generation of the Nine-tailed Fox Clan. response:	Her name is Bai Feng Jiu.
context: She is from the Nine-tailed Fox Clan.\How do you know that?\Even if I can't see\I can recognize the Nine-tailed Fox Clan by their scent.\Yan Zhi, is she especially young?\Yes.\There is only one girl in the younger generation of the Nine-tailed Fox Clan.\Her name is Bai Feng Jiu. response:	If my guess is right
context: How do you know that?\Even if I can't see\I can recognize the Nine-tailed Fox Clan by their scent.\Yan Zhi, is she especially young?\Yes.\There is only one girl in the younger generation of the Nine-tailed Fox Clan.\Her name is Bai Feng Jiu.\If my guess is right response:	she is Bai Feng Jiu, niece of Bai Qian of Qing Qiu.
context: Even if I can't see\I can recognize the Nine-tailed Fox Clan by their scent.\Yan Zhi, is she especially young?\Yes.\There is only one girl in the younger generation of the Nine-tailed Fox Clan.\Her name is Bai Feng Jiu.\If my guess is right\she is Bai Feng Jiu, niece of Bai Qian of Qing Qiu. response:	Bai Feng Jiu?
context: I can recognize the Nine-tailed Fox Clan by their scent.\Yan Zhi, is she especially young?\Yes.\There is only one girl in the younger generation of the Nine-tailed Fox Clan.\Her name is Bai Feng Jiu.\If my guess is right\she is Bai Feng Jiu, niece of Bai Qian of Qing Qiu.\Bai Feng Jiu? response:	She was born after I left Qing Qiu.
context: Yan Zhi, is she especially young?\Yes.\There is only one girl in the younger generation of the Nine-tailed Fox Clan.\Her name is Bai Feng Jiu.\If my guess is right\she is Bai Feng Jiu, niece of Bai Qian of Qing Qiu.\Bai Feng Jiu?\She was born after I left Qing Qiu. response:	Although I have never met her
context: Yes.\There is only one girl in the younger generation of the Nine-tailed Fox Clan.\Her name is Bai Feng Jiu.\If my guess is right\she is Bai Feng Jiu, niece of Bai Qian of Qing Qiu.\Bai Feng Jiu?\She was born after I left Qing Qiu.\Although I have never met her response:	I know Bai Feng Jiu of Qing Qiu has a plumed cockscomb on her forehead.
context: There is only one girl in the younger generation of the Nine-tailed Fox Clan.\Her name is Bai Feng Jiu.\If my guess is right\she is Bai Feng Jiu, niece of Bai Qian of Qing Qiu.\Bai Feng Jiu?\She was born after I left Qing Qiu.\Although I have never met her\I know Bai Feng Jiu of Qing Qiu has a plumed cockscomb on her forehead. response:	Yes, there is a birthmark.
context: Her name is Bai Feng Jiu.\If my guess is right\she is Bai Feng Jiu, niece of Bai Qian of Qing Qiu.\Bai Feng Jiu?\She was born after I left Qing Qiu.\Although I have never met her\I know Bai Feng Jiu of Qing Qiu has a plumed cockscomb on her forehead.\Yes, there is a birthmark. response:	It's red and looks similar to a plumed cockscomb flower.
context: If my guess is right\she is Bai Feng Jiu, niece of Bai Qian of Qing Qiu.\Bai Feng Jiu?\She was born after I left Qing Qiu.\Although I have never met her\I know Bai Feng Jiu of Qing Qiu has a plumed cockscomb on her forehead.\Yes, there is a birthmark.\It's red and looks similar to a plumed cockscomb flower. response:	Did you bring her here to do something to her?
context: she is Bai Feng Jiu, niece of Bai Qian of Qing Qiu.\Bai Feng Jiu?\She was born after I left Qing Qiu.\Although I have never met her\I know Bai Feng Jiu of Qing Qiu has a plumed cockscomb on her forehead.\Yes, there is a birthmark.\It's red and looks similar to a plumed cockscomb flower.\Did you bring her here to do something to her? response:	No, Sister-in-law. I did not know who she was.
context: Bai Feng Jiu?\She was born after I left Qing Qiu.\Although I have never met her\I know Bai Feng Jiu of Qing Qiu has a plumed cockscomb on her forehead.\Yes, there is a birthmark.\It's red and looks similar to a plumed cockscomb flower.\Did you bring her here to do something to her?\No, Sister-in-law. I did not know who she was. response:	I just brought her back to treat her injuries.
context: She was born after I left Qing Qiu.\Although I have never met her\I know Bai Feng Jiu of Qing Qiu has a plumed cockscomb on her forehead.\Yes, there is a birthmark.\It's red and looks similar to a plumed cockscomb flower.\Did you bring her here to do something to her?\No, Sister-in-law. I did not know who she was.\I just brought her back to treat her injuries. response:	I didn't know she was a princess of Qing Qiu.
context: Although I have never met her\I know Bai Feng Jiu of Qing Qiu has a plumed cockscomb on her forehead.\Yes, there is a birthmark.\It's red and looks similar to a plumed cockscomb flower.\Did you bring her here to do something to her?\No, Sister-in-law. I did not know who she was.\I just brought her back to treat her injuries.\I didn't know she was a princess of Qing Qiu. response:	That's good.
context: I know Bai Feng Jiu of Qing Qiu has a plumed cockscomb on her forehead.\Yes, there is a birthmark.\It's red and looks similar to a plumed cockscomb flower.\Did you bring her here to do something to her?\No, Sister-in-law. I did not know who she was.\I just brought her back to treat her injuries.\I didn't know she was a princess of Qing Qiu.\That's good. response:	Even if you brought her back by coincidence
context: Yes, there is a birthmark.\It's red and looks similar to a plumed cockscomb flower.\Did you bring her here to do something to her?\No, Sister-in-law. I did not know who she was.\I just brought her back to treat her injuries.\I didn't know she was a princess of Qing Qiu.\That's good.\Even if you brought her back by coincidence response:	it was her aunt, Bai Qian
context: It's red and looks similar to a plumed cockscomb flower.\Did you bring her here to do something to her?\No, Sister-in-law. I did not know who she was.\I just brought her back to treat her injuries.\I didn't know she was a princess of Qing Qiu.\That's good.\Even if you brought her back by coincidence\it was her aunt, Bai Qian response:	who took away my beauty out of hatred for me.
context: Did you bring her here to do something to her?\No, Sister-in-law. I did not know who she was.\I just brought her back to treat her injuries.\I didn't know she was a princess of Qing Qiu.\That's good.\Even if you brought her back by coincidence\it was her aunt, Bai Qian\who took away my beauty out of hatred for me. response:	Good, very good.
context: No, Sister-in-law. I did not know who she was.\I just brought her back to treat her injuries.\I didn't know she was a princess of Qing Qiu.\That's good.\Even if you brought her back by coincidence\it was her aunt, Bai Qian\who took away my beauty out of hatred for me.\Good, very good. response:	She has been sent to me.
context: I just brought her back to treat her injuries.\I didn't know she was a princess of Qing Qiu.\That's good.\Even if you brought her back by coincidence\it was her aunt, Bai Qian\who took away my beauty out of hatred for me.\Good, very good.\She has been sent to me. response:	Son.
context: I didn't know she was a princess of Qing Qiu.\That's good.\Even if you brought her back by coincidence\it was her aunt, Bai Qian\who took away my beauty out of hatred for me.\Good, very good.\She has been sent to me.\Son. response:	Bear with it for now.
context: That's good.\Even if you brought her back by coincidence\it was her aunt, Bai Qian\who took away my beauty out of hatred for me.\Good, very good.\She has been sent to me.\Son.\Bear with it for now. response:	Use this woman's body to wake up.
context: Even if you brought her back by coincidence\it was her aunt, Bai Qian\who took away my beauty out of hatred for me.\Good, very good.\She has been sent to me.\Son.\Bear with it for now.\Use this woman's body to wake up. response:	I will find a fitting immortal's body for you later.
context: it was her aunt, Bai Qian\who took away my beauty out of hatred for me.\Good, very good.\She has been sent to me.\Son.\Bear with it for now.\Use this woman's body to wake up.\I will find a fitting immortal's body for you later. response:	What did you say? What are you going to do?
context: who took away my beauty out of hatred for me.\Good, very good.\She has been sent to me.\Son.\Bear with it for now.\Use this woman's body to wake up.\I will find a fitting immortal's body for you later.\What did you say? What are you going to do? response:	What am I going to do?
context: Good, very good.\She has been sent to me.\Son.\Bear with it for now.\Use this woman's body to wake up.\I will find a fitting immortal's body for you later.\What did you say? What are you going to do?\What am I going to do? response:	I'm going to use this woman's body
context: She has been sent to me.\Son.\Bear with it for now.\Use this woman's body to wake up.\I will find a fitting immortal's body for you later.\What did you say? What are you going to do?\What am I going to do?\I'm going to use this woman's body response:	to wake my Ying'er.
context: Son.\Bear with it for now.\Use this woman's body to wake up.\I will find a fitting immortal's body for you later.\What did you say? What are you going to do?\What am I going to do?\I'm going to use this woman's body\to wake my Ying'er. response:	You cannot do that.
context: Bear with it for now.\Use this woman's body to wake up.\I will find a fitting immortal's body for you later.\What did you say? What are you going to do?\What am I going to do?\I'm going to use this woman's body\to wake my Ying'er.\You cannot do that. response:	Yan Zhi.
context: Use this woman's body to wake up.\I will find a fitting immortal's body for you later.\What did you say? What are you going to do?\What am I going to do?\I'm going to use this woman's body\to wake my Ying'er.\You cannot do that.\Yan Zhi. response:	Don't you want to see your nephew wake up?
context: I will find a fitting immortal's body for you later.\What did you say? What are you going to do?\What am I going to do?\I'm going to use this woman's body\to wake my Ying'er.\You cannot do that.\Yan Zhi.\Don't you want to see your nephew wake up? response:	Only by using a high immortal's body can my son wake up.
context: What did you say? What are you going to do?\What am I going to do?\I'm going to use this woman's body\to wake my Ying'er.\You cannot do that.\Yan Zhi.\Don't you want to see your nephew wake up?\Only by using a high immortal's body can my son wake up. response:	Yan Zhi.
context: What am I going to do?\I'm going to use this woman's body\to wake my Ying'er.\You cannot do that.\Yan Zhi.\Don't you want to see your nephew wake up?\Only by using a high immortal's body can my son wake up.\Yan Zhi. response:	This is a chance given to us by the Heavens!
context: I'm going to use this woman's body\to wake my Ying'er.\You cannot do that.\Yan Zhi.\Don't you want to see your nephew wake up?\Only by using a high immortal's body can my son wake up.\Yan Zhi.\This is a chance given to us by the Heavens! response:	I won't allow you to use this sort of ancient sorcery.
context: to wake my Ying'er.\You cannot do that.\Yan Zhi.\Don't you want to see your nephew wake up?\Only by using a high immortal's body can my son wake up.\Yan Zhi.\This is a chance given to us by the Heavens!\I won't allow you to use this sort of ancient sorcery. response:	Sister-in-law, just let him go and bury him.
context: You cannot do that.\Yan Zhi.\Don't you want to see your nephew wake up?\Only by using a high immortal's body can my son wake up.\Yan Zhi.\This is a chance given to us by the Heavens!\I won't allow you to use this sort of ancient sorcery.\Sister-in-law, just let him go and bury him. response:	On the day he was born, he was already...
context: Yan Zhi.\Don't you want to see your nephew wake up?\Only by using a high immortal's body can my son wake up.\Yan Zhi.\This is a chance given to us by the Heavens!\I won't allow you to use this sort of ancient sorcery.\Sister-in-law, just let him go and bury him.\On the day he was born, he was already... response:	He was already dead.
context: Don't you want to see your nephew wake up?\Only by using a high immortal's body can my son wake up.\Yan Zhi.\This is a chance given to us by the Heavens!\I won't allow you to use this sort of ancient sorcery.\Sister-in-law, just let him go and bury him.\On the day he was born, he was already...\He was already dead. response:	No, no! He isn't dead!
context: Only by using a high immortal's body can my son wake up.\Yan Zhi.\This is a chance given to us by the Heavens!\I won't allow you to use this sort of ancient sorcery.\Sister-in-law, just let him go and bury him.\On the day he was born, he was already...\He was already dead.\No, no! He isn't dead! response:	He is just sleeping. He just won't wake up.
context: Yan Zhi.\This is a chance given to us by the Heavens!\I won't allow you to use this sort of ancient sorcery.\Sister-in-law, just let him go and bury him.\On the day he was born, he was already...\He was already dead.\No, no! He isn't dead!\He is just sleeping. He just won't wake up. response:	Even if his father doesn't want him, I want him to live!
context: This is a chance given to us by the Heavens!\I won't allow you to use this sort of ancient sorcery.\Sister-in-law, just let him go and bury him.\On the day he was born, he was already...\He was already dead.\No, no! He isn't dead!\He is just sleeping. He just won't wake up.\Even if his father doesn't want him, I want him to live! response:	I risked my life to give birth to Ying'er.
context: I won't allow you to use this sort of ancient sorcery.\Sister-in-law, just let him go and bury him.\On the day he was born, he was already...\He was already dead.\No, no! He isn't dead!\He is just sleeping. He just won't wake up.\Even if his father doesn't want him, I want him to live!\I risked my life to give birth to Ying'er. response:	He must live!
context: Sister-in-law, just let him go and bury him.\On the day he was born, he was already...\He was already dead.\No, no! He isn't dead!\He is just sleeping. He just won't wake up.\Even if his father doesn't want him, I want him to live!\I risked my life to give birth to Ying'er.\He must live! response:	Sister-in-law, I didn't want to tell you so soon
context: On the day he was born, he was already...\He was already dead.\No, no! He isn't dead!\He is just sleeping. He just won't wake up.\Even if his father doesn't want him, I want him to live!\I risked my life to give birth to Ying'er.\He must live!\Sister-in-law, I didn't want to tell you so soon response:	but it seems there is no other option now.
context: He was already dead.\No, no! He isn't dead!\He is just sleeping. He just won't wake up.\Even if his father doesn't want him, I want him to live!\I risked my life to give birth to Ying'er.\He must live!\Sister-in-law, I didn't want to tell you so soon\but it seems there is no other option now. response:	Do you know of divine fungal grass?
context: No, no! He isn't dead!\He is just sleeping. He just won't wake up.\Even if his father doesn't want him, I want him to live!\I risked my life to give birth to Ying'er.\He must live!\Sister-in-law, I didn't want to tell you so soon\but it seems there is no other option now.\Do you know of divine fungal grass? response:	Divine fungal grass?
context: He is just sleeping. He just won't wake up.\Even if his father doesn't want him, I want him to live!\I risked my life to give birth to Ying'er.\He must live!\Sister-in-law, I didn't want to tell you so soon\but it seems there is no other option now.\Do you know of divine fungal grass?\Divine fungal grass? response:	In the Celestial Tribe
context: Even if his father doesn't want him, I want him to live!\I risked my life to give birth to Ying'er.\He must live!\Sister-in-law, I didn't want to tell you so soon\but it seems there is no other option now.\Do you know of divine fungal grass?\Divine fungal grass?\In the Celestial Tribe response:	divine fungal grass is a miraculous plant that purifies immortal energy.
context: I risked my life to give birth to Ying'er.\He must live!\Sister-in-law, I didn't want to tell you so soon\but it seems there is no other option now.\Do you know of divine fungal grass?\Divine fungal grass?\In the Celestial Tribe\divine fungal grass is a miraculous plant that purifies immortal energy. response:	It is also a sacred item in the Celestial Tribe for cultivation practice.
context: He must live!\Sister-in-law, I didn't want to tell you so soon\but it seems there is no other option now.\Do you know of divine fungal grass?\Divine fungal grass?\In the Celestial Tribe\divine fungal grass is a miraculous plant that purifies immortal energy.\It is also a sacred item in the Celestial Tribe for cultivation practice. response:	Those of the Celestial Tribe
context: Sister-in-law, I didn't want to tell you so soon\but it seems there is no other option now.\Do you know of divine fungal grass?\Divine fungal grass?\In the Celestial Tribe\divine fungal grass is a miraculous plant that purifies immortal energy.\It is also a sacred item in the Celestial Tribe for cultivation practice.\Those of the Celestial Tribe response:	use it to transfer their cultivation to save others.
context: but it seems there is no other option now.\Do you know of divine fungal grass?\Divine fungal grass?\In the Celestial Tribe\divine fungal grass is a miraculous plant that purifies immortal energy.\It is also a sacred item in the Celestial Tribe for cultivation practice.\Those of the Celestial Tribe\use it to transfer their cultivation to save others. response:	I think since he is half immortal
context: Do you know of divine fungal grass?\Divine fungal grass?\In the Celestial Tribe\divine fungal grass is a miraculous plant that purifies immortal energy.\It is also a sacred item in the Celestial Tribe for cultivation practice.\Those of the Celestial Tribe\use it to transfer their cultivation to save others.\I think since he is half immortal response:	as long as we have this sacred item from the Celestial Tribe
context: Divine fungal grass?\In the Celestial Tribe\divine fungal grass is a miraculous plant that purifies immortal energy.\It is also a sacred item in the Celestial Tribe for cultivation practice.\Those of the Celestial Tribe\use it to transfer their cultivation to save others.\I think since he is half immortal\as long as we have this sacred item from the Celestial Tribe response:	perhaps he may have a chance at waking.
