context: Daichi! response:	Time to get up.
context: Real people don't die.\You guys keep saying that. What's a real person?\Once you're dead, everything's over!\Is it?\The hopes my father left are still within me.\A future you don't choose doesn't exist.\That's why I'm going to choose one, of my own free will.\Don't aim. response:	Feel.
context: You guys keep saying that. What's a real person?\Once you're dead, everything's over!\Is it?\The hopes my father left are still within me.\A future you don't choose doesn't exist.\That's why I'm going to choose one, of my own free will.\Don't aim.\Feel. response:	Like the way you don't look at your right hand
context: Once you're dead, everything's over!\Is it?\The hopes my father left are still within me.\A future you don't choose doesn't exist.\That's why I'm going to choose one, of my own free will.\Don't aim.\Feel.\Like the way you don't look at your right hand response:	and think, This is my right hand.
context: Is it?\The hopes my father left are still within me.\A future you don't choose doesn't exist.\That's why I'm going to choose one, of my own free will.\Don't aim.\Feel.\Like the way you don't look at your right hand\and think, This is my right hand. response:	Your right hand is a part of you, so it's natural for it to be there.
context: The hopes my father left are still within me.\A future you don't choose doesn't exist.\That's why I'm going to choose one, of my own free will.\Don't aim.\Feel.\Like the way you don't look at your right hand\and think, This is my right hand.\Your right hand is a part of you, so it's natural for it to be there. response:	It isn't like it's me and the gun.
context: A future you don't choose doesn't exist.\That's why I'm going to choose one, of my own free will.\Don't aim.\Feel.\Like the way you don't look at your right hand\and think, This is my right hand.\Your right hand is a part of you, so it's natural for it to be there.\It isn't like it's me and the gun. response:	It's like both of us comprise me.
context: That's why I'm going to choose one, of my own free will.\Don't aim.\Feel.\Like the way you don't look at your right hand\and think, This is my right hand.\Your right hand is a part of you, so it's natural for it to be there.\It isn't like it's me and the gun.\It's like both of us comprise me. response:	There's no time.
context: Don't aim.\Feel.\Like the way you don't look at your right hand\and think, This is my right hand.\Your right hand is a part of you, so it's natural for it to be there.\It isn't like it's me and the gun.\It's like both of us comprise me.\There's no time. response:	Let's go, Daichi!
context: Feel.\Like the way you don't look at your right hand\and think, This is my right hand.\Your right hand is a part of you, so it's natural for it to be there.\It isn't like it's me and the gun.\It's like both of us comprise me.\There's no time.\Let's go, Daichi! response:	This shooting game doesn't matter!
context: Like the way you don't look at your right hand\and think, This is my right hand.\Your right hand is a part of you, so it's natural for it to be there.\It isn't like it's me and the gun.\It's like both of us comprise me.\There's no time.\Let's go, Daichi!\This shooting game doesn't matter! response:	Let's go to that villa and do something more fun.
context: and think, This is my right hand.\Your right hand is a part of you, so it's natural for it to be there.\It isn't like it's me and the gun.\It's like both of us comprise me.\There's no time.\Let's go, Daichi!\This shooting game doesn't matter!\Let's go to that villa and do something more fun. response:	Sorry.
context: Your right hand is a part of you, so it's natural for it to be there.\It isn't like it's me and the gun.\It's like both of us comprise me.\There's no time.\Let's go, Daichi!\This shooting game doesn't matter!\Let's go to that villa and do something more fun.\Sorry. response:	I can't go to the villa.
context: It isn't like it's me and the gun.\It's like both of us comprise me.\There's no time.\Let's go, Daichi!\This shooting game doesn't matter!\Let's go to that villa and do something more fun.\Sorry.\I can't go to the villa. response:	There's something I have to do, no matter what.
context: It's like both of us comprise me.\There's no time.\Let's go, Daichi!\This shooting game doesn't matter!\Let's go to that villa and do something more fun.\Sorry.\I can't go to the villa.\There's something I have to do, no matter what. response:	I don't think I'm going the same way as you yet.
context: There's no time.\Let's go, Daichi!\This shooting game doesn't matter!\Let's go to that villa and do something more fun.\Sorry.\I can't go to the villa.\There's something I have to do, no matter what.\I don't think I'm going the same way as you yet. response:	I'm going.
context: Let's go, Daichi!\This shooting game doesn't matter!\Let's go to that villa and do something more fun.\Sorry.\I can't go to the villa.\There's something I have to do, no matter what.\I don't think I'm going the same way as you yet.\I'm going. response:	I'm following the path I believe in.
context: This shooting game doesn't matter!\Let's go to that villa and do something more fun.\Sorry.\I can't go to the villa.\There's something I have to do, no matter what.\I don't think I'm going the same way as you yet.\I'm going.\I'm following the path I believe in. response:	Aim carefully!
context: Let's go to that villa and do something more fun.\Sorry.\I can't go to the villa.\There's something I have to do, no matter what.\I don't think I'm going the same way as you yet.\I'm going.\I'm following the path I believe in.\Aim carefully! response:	Huh?
context: Sorry.\I can't go to the villa.\There's something I have to do, no matter what.\I don't think I'm going the same way as you yet.\I'm going.\I'm following the path I believe in.\Aim carefully!\Huh? response:	What was I just...
context: I can't go to the villa.\There's something I have to do, no matter what.\I don't think I'm going the same way as you yet.\I'm going.\I'm following the path I believe in.\Aim carefully!\Huh?\What was I just... response:	He's back.
context: There's something I have to do, no matter what.\I don't think I'm going the same way as you yet.\I'm going.\I'm following the path I believe in.\Aim carefully!\Huh?\What was I just...\He's back. response:	The captain is back.
context: I don't think I'm going the same way as you yet.\I'm going.\I'm following the path I believe in.\Aim carefully!\Huh?\What was I just...\He's back.\The captain is back. response:	Good work, Captain.
context: I'm going.\I'm following the path I believe in.\Aim carefully!\Huh?\What was I just...\He's back.\The captain is back.\Good work, Captain. response:	You, too, Akari.
context: I'm following the path I believe in.\Aim carefully!\Huh?\What was I just...\He's back.\The captain is back.\Good work, Captain.\You, too, Akari. response:	Are you okay, Captain?
context: Aim carefully!\Huh?\What was I just...\He's back.\The captain is back.\Good work, Captain.\You, too, Akari.\Are you okay, Captain? response:	I'm fine.
context: Huh?\What was I just...\He's back.\The captain is back.\Good work, Captain.\You, too, Akari.\Are you okay, Captain?\I'm fine. response:	No problem.
context: What was I just...\He's back.\The captain is back.\Good work, Captain.\You, too, Akari.\Are you okay, Captain?\I'm fine.\No problem. response:	I'm so glad...
context: He's back.\The captain is back.\Good work, Captain.\You, too, Akari.\Are you okay, Captain?\I'm fine.\No problem.\I'm so glad... response:	Okay, everyone...
context: The captain is back.\Good work, Captain.\You, too, Akari.\Are you okay, Captain?\I'm fine.\No problem.\I'm so glad...\Okay, everyone... response:	Let's go!
context: Good work, Captain.\You, too, Akari.\Are you okay, Captain?\I'm fine.\No problem.\I'm so glad...\Okay, everyone...\Let's go! response:	The hyperspace transport Entangle Link
context: You, too, Akari.\Are you okay, Captain?\I'm fine.\No problem.\I'm so glad...\Okay, everyone...\Let's go!\The hyperspace transport Entangle Link response:	carries our ship, Blume, away from Earth, to a world unexplored by man.
context: Are you okay, Captain?\I'm fine.\No problem.\I'm so glad...\Okay, everyone...\Let's go!\The hyperspace transport Entangle Link\carries our ship, Blume, away from Earth, to a world unexplored by man. response:	But we landed somewhere other than our goal.
context: I'm fine.\No problem.\I'm so glad...\Okay, everyone...\Let's go!\The hyperspace transport Entangle Link\carries our ship, Blume, away from Earth, to a world unexplored by man.\But we landed somewhere other than our goal. response:	And the Kiltgang appears there to destroy us.
context: No problem.\I'm so glad...\Okay, everyone...\Let's go!\The hyperspace transport Entangle Link\carries our ship, Blume, away from Earth, to a world unexplored by man.\But we landed somewhere other than our goal.\And the Kiltgang appears there to destroy us. response:	The Earth Engine is in terrible danger!
context: I'm so glad...\Okay, everyone...\Let's go!\The hyperspace transport Entangle Link\carries our ship, Blume, away from Earth, to a world unexplored by man.\But we landed somewhere other than our goal.\And the Kiltgang appears there to destroy us.\The Earth Engine is in terrible danger! response:	Auberon
context: Okay, everyone...\Let's go!\The hyperspace transport Entangle Link\carries our ship, Blume, away from Earth, to a world unexplored by man.\But we landed somewhere other than our goal.\And the Kiltgang appears there to destroy us.\The Earth Engine is in terrible danger!\Auberon response:	Auberon.
context: Let's go!\The hyperspace transport Entangle Link\carries our ship, Blume, away from Earth, to a world unexplored by man.\But we landed somewhere other than our goal.\And the Kiltgang appears there to destroy us.\The Earth Engine is in terrible danger!\Auberon\Auberon. response:	Earth Engine, expand!
