context: He never fails to surprise me. response:	Ever since I first saw his skating,
context: If you're going to keep skating, I'll support you, but...\I think... I need more time to think it over.\Hmm, okay.\Well, go soak in the hot spring and relax.\I was born and raised in Hasetsu, Kyushu,\a castle town by the sea.\The castle has no historical basis and is a facade with a ninja house inside.\Its sole source of tourism income was its hot spring inns, but most went under. response:	My family's Yu-topia Akatsuki is the last one standing.
context: I think... I need more time to think it over.\Hmm, okay.\Well, go soak in the hot spring and relax.\I was born and raised in Hasetsu, Kyushu,\a castle town by the sea.\The castle has no historical basis and is a facade with a ninja house inside.\Its sole source of tourism income was its hot spring inns, but most went under.\My family's Yu-topia Akatsuki is the last one standing. response:	Man, our hot spring sure hits the spot...
context: Hmm, okay.\Well, go soak in the hot spring and relax.\I was born and raised in Hasetsu, Kyushu,\a castle town by the sea.\The castle has no historical basis and is a facade with a ninja house inside.\Its sole source of tourism income was its hot spring inns, but most went under.\My family's Yu-topia Akatsuki is the last one standing.\Man, our hot spring sure hits the spot... response:	Do Not Change Channel
context: Well, go soak in the hot spring and relax.\I was born and raised in Hasetsu, Kyushu,\a castle town by the sea.\The castle has no historical basis and is a facade with a ninja house inside.\Its sole source of tourism income was its hot spring inns, but most went under.\My family's Yu-topia Akatsuki is the last one standing.\Man, our hot spring sure hits the spot...\Do Not Change Channel response:	Group 2 has now finished skating,
context: I was born and raised in Hasetsu, Kyushu,\a castle town by the sea.\The castle has no historical basis and is a facade with a ninja house inside.\Its sole source of tourism income was its hot spring inns, but most went under.\My family's Yu-topia Akatsuki is the last one standing.\Man, our hot spring sure hits the spot...\Do Not Change Channel\Group 2 has now finished skating, response:	Man, I really wanted to go.
context: a castle town by the sea.\The castle has no historical basis and is a facade with a ninja house inside.\Its sole source of tourism income was its hot spring inns, but most went under.\My family's Yu-topia Akatsuki is the last one standing.\Man, our hot spring sure hits the spot...\Do Not Change Channel\Group 2 has now finished skating,\Man, I really wanted to go. response:	and Emil Nekola from the Czech Republic is in first.
context: The castle has no historical basis and is a facade with a ninja house inside.\Its sole source of tourism income was its hot spring inns, but most went under.\My family's Yu-topia Akatsuki is the last one standing.\Man, our hot spring sure hits the spot...\Do Not Change Channel\Group 2 has now finished skating,\Man, I really wanted to go.\and Emil Nekola from the Czech Republic is in first. response:	If only you'd been in it, Yuri.
context: Its sole source of tourism income was its hot spring inns, but most went under.\My family's Yu-topia Akatsuki is the last one standing.\Man, our hot spring sure hits the spot...\Do Not Change Channel\Group 2 has now finished skating,\Man, I really wanted to go.\and Emil Nekola from the Czech Republic is in first.\If only you'd been in it, Yuri. response:	His free program performance, befitting the season finale,
context: My family's Yu-topia Akatsuki is the last one standing.\Man, our hot spring sure hits the spot...\Do Not Change Channel\Group 2 has now finished skating,\Man, I really wanted to go.\and Emil Nekola from the Czech Republic is in first.\If only you'd been in it, Yuri.\His free program performance, befitting the season finale, response:	You could've told me the skaters' hotel room numbers.
context: Man, our hot spring sure hits the spot...\Do Not Change Channel\Group 2 has now finished skating,\Man, I really wanted to go.\and Emil Nekola from the Czech Republic is in first.\If only you'd been in it, Yuri.\His free program performance, befitting the season finale,\You could've told me the skaters' hotel room numbers. response:	was free of mistakes, earning him a personal best.
context: Do Not Change Channel\Group 2 has now finished skating,\Man, I really wanted to go.\and Emil Nekola from the Czech Republic is in first.\If only you'd been in it, Yuri.\His free program performance, befitting the season finale,\You could've told me the skaters' hotel room numbers.\was free of mistakes, earning him a personal best. response:	I wouldn't tell you!
context: Group 2 has now finished skating,\Man, I really wanted to go.\and Emil Nekola from the Czech Republic is in first.\If only you'd been in it, Yuri.\His free program performance, befitting the season finale,\You could've told me the skaters' hotel room numbers.\was free of mistakes, earning him a personal best.\I wouldn't tell you! response:	The last group has just entered the arena.
context: Man, I really wanted to go.\and Emil Nekola from the Czech Republic is in first.\If only you'd been in it, Yuri.\His free program performance, befitting the season finale,\You could've told me the skaters' hotel room numbers.\was free of mistakes, earning him a personal best.\I wouldn't tell you!\The last group has just entered the arena. response:	You expect me to be your one-man ticket agency to score you tickets, don't you?
context: and Emil Nekola from the Czech Republic is in first.\If only you'd been in it, Yuri.\His free program performance, befitting the season finale,\You could've told me the skaters' hotel room numbers.\was free of mistakes, earning him a personal best.\I wouldn't tell you!\The last group has just entered the arena.\You expect me to be your one-man ticket agency to score you tickets, don't you? response:	All eyes are on Victor Nikiforov,
context: If only you'd been in it, Yuri.\His free program performance, befitting the season finale,\You could've told me the skaters' hotel room numbers.\was free of mistakes, earning him a personal best.\I wouldn't tell you!\The last group has just entered the arena.\You expect me to be your one-man ticket agency to score you tickets, don't you?\All eyes are on Victor Nikiforov, response:	That's not true! I've been supporting you!
context: His free program performance, befitting the season finale,\You could've told me the skaters' hotel room numbers.\was free of mistakes, earning him a personal best.\I wouldn't tell you!\The last group has just entered the arena.\You expect me to be your one-man ticket agency to score you tickets, don't you?\All eyes are on Victor Nikiforov,\That's not true! I've been supporting you! response:	who's going for his fifth consecutive World Championship gold.
context: You could've told me the skaters' hotel room numbers.\was free of mistakes, earning him a personal best.\I wouldn't tell you!\The last group has just entered the arena.\You expect me to be your one-man ticket agency to score you tickets, don't you?\All eyes are on Victor Nikiforov,\That's not true! I've been supporting you!\who's going for his fifth consecutive World Championship gold. response:	Victor Nikiforov, Age 27 Winner of Four Consecutive World Figure Skating Championships
context: was free of mistakes, earning him a personal best.\I wouldn't tell you!\The last group has just entered the arena.\You expect me to be your one-man ticket agency to score you tickets, don't you?\All eyes are on Victor Nikiforov,\That's not true! I've been supporting you!\who's going for his fifth consecutive World Championship gold.\Victor Nikiforov, Age 27 Winner of Four Consecutive World Figure Skating Championships response:	He will be skating last.
context: I wouldn't tell you!\The last group has just entered the arena.\You expect me to be your one-man ticket agency to score you tickets, don't you?\All eyes are on Victor Nikiforov,\That's not true! I've been supporting you!\who's going for his fifth consecutive World Championship gold.\Victor Nikiforov, Age 27 Winner of Four Consecutive World Figure Skating Championships\He will be skating last. response:	Well, Honda-san, this is certainly unexplored territory!
context: The last group has just entered the arena.\You expect me to be your one-man ticket agency to score you tickets, don't you?\All eyes are on Victor Nikiforov,\That's not true! I've been supporting you!\who's going for his fifth consecutive World Championship gold.\Victor Nikiforov, Age 27 Winner of Four Consecutive World Figure Skating Championships\He will be skating last.\Well, Honda-san, this is certainly unexplored territory! response:	It'll really be interesting to see how far he can go.
context: You expect me to be your one-man ticket agency to score you tickets, don't you?\All eyes are on Victor Nikiforov,\That's not true! I've been supporting you!\who's going for his fifth consecutive World Championship gold.\Victor Nikiforov, Age 27 Winner of Four Consecutive World Figure Skating Championships\He will be skating last.\Well, Honda-san, this is certainly unexplored territory!\It'll really be interesting to see how far he can go. response:	What about soccer?
context: All eyes are on Victor Nikiforov,\That's not true! I've been supporting you!\who's going for his fifth consecutive World Championship gold.\Victor Nikiforov, Age 27 Winner of Four Consecutive World Figure Skating Championships\He will be skating last.\Well, Honda-san, this is certainly unexplored territory!\It'll really be interesting to see how far he can go.\What about soccer? response:	Sagan Tosu's having a match right now.
context: That's not true! I've been supporting you!\who's going for his fifth consecutive World Championship gold.\Victor Nikiforov, Age 27 Winner of Four Consecutive World Figure Skating Championships\He will be skating last.\Well, Honda-san, this is certainly unexplored territory!\It'll really be interesting to see how far he can go.\What about soccer?\Sagan Tosu's having a match right now. response:	When you watch Victor...
context: who's going for his fifth consecutive World Championship gold.\Victor Nikiforov, Age 27 Winner of Four Consecutive World Figure Skating Championships\He will be skating last.\Well, Honda-san, this is certainly unexplored territory!\It'll really be interesting to see how far he can go.\What about soccer?\Sagan Tosu's having a match right now.\When you watch Victor... response:	Hey! I was watching skating first!
context: Victor Nikiforov, Age 27 Winner of Four Consecutive World Figure Skating Championships\He will be skating last.\Well, Honda-san, this is certainly unexplored territory!\It'll really be interesting to see how far he can go.\What about soccer?\Sagan Tosu's having a match right now.\When you watch Victor...\Hey! I was watching skating first! response:	Sagan Tosu?
context: He will be skating last.\Well, Honda-san, this is certainly unexplored territory!\It'll really be interesting to see how far he can go.\What about soccer?\Sagan Tosu's having a match right now.\When you watch Victor...\Hey! I was watching skating first!\Sagan Tosu? response:	Aren't you supposed to be working?
context: Well, Honda-san, this is certainly unexplored territory!\It'll really be interesting to see how far he can go.\What about soccer?\Sagan Tosu's having a match right now.\When you watch Victor...\Hey! I was watching skating first!\Sagan Tosu?\Aren't you supposed to be working? response:	Oh, where are you going, Yuri?
context: It'll really be interesting to see how far he can go.\What about soccer?\Sagan Tosu's having a match right now.\When you watch Victor...\Hey! I was watching skating first!\Sagan Tosu?\Aren't you supposed to be working?\Oh, where are you going, Yuri? response:	Sorry. I'm going to practice for a bit.
context: What about soccer?\Sagan Tosu's having a match right now.\When you watch Victor...\Hey! I was watching skating first!\Sagan Tosu?\Aren't you supposed to be working?\Oh, where are you going, Yuri?\Sorry. I'm going to practice for a bit. response:	Take care!
context: Sagan Tosu's having a match right now.\When you watch Victor...\Hey! I was watching skating first!\Sagan Tosu?\Aren't you supposed to be working?\Oh, where are you going, Yuri?\Sorry. I'm going to practice for a bit.\Take care! response:	Excuse me.
context: When you watch Victor...\Hey! I was watching skating first!\Sagan Tosu?\Aren't you supposed to be working?\Oh, where are you going, Yuri?\Sorry. I'm going to practice for a bit.\Take care!\Excuse me. response:	Our regular hours are over.
context: Hey! I was watching skating first!\Sagan Tosu?\Aren't you supposed to be working?\Oh, where are you going, Yuri?\Sorry. I'm going to practice for a bit.\Take care!\Excuse me.\Our regular hours are over. response:	It's been a while, Yuko-san.
context: Sagan Tosu?\Aren't you supposed to be working?\Oh, where are you going, Yuri?\Sorry. I'm going to practice for a bit.\Take care!\Excuse me.\Our regular hours are over.\It's been a while, Yuko-san. response:	Yuri-kun?
context: Aren't you supposed to be working?\Oh, where are you going, Yuri?\Sorry. I'm going to practice for a bit.\Take care!\Excuse me.\Our regular hours are over.\It's been a while, Yuko-san.\Yuri-kun? response:	Oh, come on!
context: Oh, where are you going, Yuri?\Sorry. I'm going to practice for a bit.\Take care!\Excuse me.\Our regular hours are over.\It's been a while, Yuko-san.\Yuri-kun?\Oh, come on! response:	Call me Yu-chan!
context: Sorry. I'm going to practice for a bit.\Take care!\Excuse me.\Our regular hours are over.\It's been a while, Yuko-san.\Yuri-kun?\Oh, come on!\Call me Yu-chan! response:	S-Sorry.
context: Take care!\Excuse me.\Our regular hours are over.\It's been a while, Yuko-san.\Yuri-kun?\Oh, come on!\Call me Yu-chan!\S-Sorry. response:	Oh, you came to skate, right?
context: Excuse me.\Our regular hours are over.\It's been a while, Yuko-san.\Yuri-kun?\Oh, come on!\Call me Yu-chan!\S-Sorry.\Oh, you came to skate, right? response:	Go ahead.
context: Our regular hours are over.\It's been a while, Yuko-san.\Yuri-kun?\Oh, come on!\Call me Yu-chan!\S-Sorry.\Oh, you came to skate, right?\Go ahead. response:	Huh? I can?
context: It's been a while, Yuko-san.\Yuri-kun?\Oh, come on!\Call me Yu-chan!\S-Sorry.\Oh, you came to skate, right?\Go ahead.\Huh? I can? response:	You just want to skate alone for now, right?
context: Yuri-kun?\Oh, come on!\Call me Yu-chan!\S-Sorry.\Oh, you came to skate, right?\Go ahead.\Huh? I can?\You just want to skate alone for now, right? response:	I'll protect you.
context: Oh, come on!\Call me Yu-chan!\S-Sorry.\Oh, you came to skate, right?\Go ahead.\Huh? I can?\You just want to skate alone for now, right?\I'll protect you. response:	Thanks.
context: Call me Yu-chan!\S-Sorry.\Oh, you came to skate, right?\Go ahead.\Huh? I can?\You just want to skate alone for now, right?\I'll protect you.\Thanks. response:	Yu-chan was my rink mate and two years my senior.
context: S-Sorry.\Oh, you came to skate, right?\Go ahead.\Huh? I can?\You just want to skate alone for now, right?\I'll protect you.\Thanks.\Yu-chan was my rink mate and two years my senior. response:	When we were little, she was really good at skating.
context: Oh, you came to skate, right?\Go ahead.\Huh? I can?\You just want to skate alone for now, right?\I'll protect you.\Thanks.\Yu-chan was my rink mate and two years my senior.\When we were little, she was really good at skating. response:	She was my idol,
context: Go ahead.\Huh? I can?\You just want to skate alone for now, right?\I'll protect you.\Thanks.\Yu-chan was my rink mate and two years my senior.\When we were little, she was really good at skating.\She was my idol, response:	the Madonna of Ice Castle Hasetsu.
context: Huh? I can?\You just want to skate alone for now, right?\I'll protect you.\Thanks.\Yu-chan was my rink mate and two years my senior.\When we were little, she was really good at skating.\She was my idol,\the Madonna of Ice Castle Hasetsu. response:	She's still cute, too.
context: You just want to skate alone for now, right?\I'll protect you.\Thanks.\Yu-chan was my rink mate and two years my senior.\When we were little, she was really good at skating.\She was my idol,\the Madonna of Ice Castle Hasetsu.\She's still cute, too. response:	Ta-da!
context: I'll protect you.\Thanks.\Yu-chan was my rink mate and two years my senior.\When we were little, she was really good at skating.\She was my idol,\the Madonna of Ice Castle Hasetsu.\She's still cute, too.\Ta-da! response:	Wow, Yuri-kun!
context: Thanks.\Yu-chan was my rink mate and two years my senior.\When we were little, she was really good at skating.\She was my idol,\the Madonna of Ice Castle Hasetsu.\She's still cute, too.\Ta-da!\Wow, Yuri-kun! response:	Stay out of my way, fatso!
context: Yu-chan was my rink mate and two years my senior.\When we were little, she was really good at skating.\She was my idol,\the Madonna of Ice Castle Hasetsu.\She's still cute, too.\Ta-da!\Wow, Yuri-kun!\Stay out of my way, fatso! response:	Takeshi-kun, don't be mean to the new kid!
context: When we were little, she was really good at skating.\She was my idol,\the Madonna of Ice Castle Hasetsu.\She's still cute, too.\Ta-da!\Wow, Yuri-kun!\Stay out of my way, fatso!\Takeshi-kun, don't be mean to the new kid! response:	Fatso! Fatso!
context: She was my idol,\the Madonna of Ice Castle Hasetsu.\She's still cute, too.\Ta-da!\Wow, Yuri-kun!\Stay out of my way, fatso!\Takeshi-kun, don't be mean to the new kid!\Fatso! Fatso! response:	Hey!
context: the Madonna of Ice Castle Hasetsu.\She's still cute, too.\Ta-da!\Wow, Yuri-kun!\Stay out of my way, fatso!\Takeshi-kun, don't be mean to the new kid!\Fatso! Fatso!\Hey! response:	Junior World Championships, Gold Victor Nikiforov Sofia, Bulgaria
context: She's still cute, too.\Ta-da!\Wow, Yuri-kun!\Stay out of my way, fatso!\Takeshi-kun, don't be mean to the new kid!\Fatso! Fatso!\Hey!\Junior World Championships, Gold Victor Nikiforov Sofia, Bulgaria response:	Russia's Victor Nikiforov...
context: Ta-da!\Wow, Yuri-kun!\Stay out of my way, fatso!\Takeshi-kun, don't be mean to the new kid!\Fatso! Fatso!\Hey!\Junior World Championships, Gold Victor Nikiforov Sofia, Bulgaria\Russia's Victor Nikiforov... response:	He won the gold in the Junior Worlds with the highest score in history!
context: Wow, Yuri-kun!\Stay out of my way, fatso!\Takeshi-kun, don't be mean to the new kid!\Fatso! Fatso!\Hey!\Junior World Championships, Gold Victor Nikiforov Sofia, Bulgaria\Russia's Victor Nikiforov...\He won the gold in the Junior Worlds with the highest score in history! response:	He's so cool!
context: Stay out of my way, fatso!\Takeshi-kun, don't be mean to the new kid!\Fatso! Fatso!\Hey!\Junior World Championships, Gold Victor Nikiforov Sofia, Bulgaria\Russia's Victor Nikiforov...\He won the gold in the Junior Worlds with the highest score in history!\He's so cool! response:	Victor would go like this!
context: Takeshi-kun, don't be mean to the new kid!\Fatso! Fatso!\Hey!\Junior World Championships, Gold Victor Nikiforov Sofia, Bulgaria\Russia's Victor Nikiforov...\He won the gold in the Junior Worlds with the highest score in history!\He's so cool!\Victor would go like this! response:	This says Victor has a poodle.
context: Fatso! Fatso!\Hey!\Junior World Championships, Gold Victor Nikiforov Sofia, Bulgaria\Russia's Victor Nikiforov...\He won the gold in the Junior Worlds with the highest score in history!\He's so cool!\Victor would go like this!\This says Victor has a poodle. response:	His poodle's super cute!
context: Hey!\Junior World Championships, Gold Victor Nikiforov Sofia, Bulgaria\Russia's Victor Nikiforov...\He won the gold in the Junior Worlds with the highest score in history!\He's so cool!\Victor would go like this!\This says Victor has a poodle.\His poodle's super cute! response:	Wow, so cute!
context: Junior World Championships, Gold Victor Nikiforov Sofia, Bulgaria\Russia's Victor Nikiforov...\He won the gold in the Junior Worlds with the highest score in history!\He's so cool!\Victor would go like this!\This says Victor has a poodle.\His poodle's super cute!\Wow, so cute! response:	Huh? You have a poodle now, too?
context: Russia's Victor Nikiforov...\He won the gold in the Junior Worlds with the highest score in history!\He's so cool!\Victor would go like this!\This says Victor has a poodle.\His poodle's super cute!\Wow, so cute!\Huh? You have a poodle now, too? response:	Yeah. I named him Victor.
context: He won the gold in the Junior Worlds with the highest score in history!\He's so cool!\Victor would go like this!\This says Victor has a poodle.\His poodle's super cute!\Wow, so cute!\Huh? You have a poodle now, too?\Yeah. I named him Victor. response:	You really like Victor, huh?
context: He's so cool!\Victor would go like this!\This says Victor has a poodle.\His poodle's super cute!\Wow, so cute!\Huh? You have a poodle now, too?\Yeah. I named him Victor.\You really like Victor, huh? response:	I hope I can see you compete against Victor soon.
context: Victor would go like this!\This says Victor has a poodle.\His poodle's super cute!\Wow, so cute!\Huh? You have a poodle now, too?\Yeah. I named him Victor.\You really like Victor, huh?\I hope I can see you compete against Victor soon. response:	Um, I wanted you to see this,
context: This says Victor has a poodle.\His poodle's super cute!\Wow, so cute!\Huh? You have a poodle now, too?\Yeah. I named him Victor.\You really like Victor, huh?\I hope I can see you compete against Victor soon.\Um, I wanted you to see this, response:	so I've been practicing it since the competitions ended.
context: His poodle's super cute!\Wow, so cute!\Huh? You have a poodle now, too?\Yeah. I named him Victor.\You really like Victor, huh?\I hope I can see you compete against Victor soon.\Um, I wanted you to see this,\so I've been practicing it since the competitions ended. response:	Please watch.
context: Wow, so cute!\Huh? You have a poodle now, too?\Yeah. I named him Victor.\You really like Victor, huh?\I hope I can see you compete against Victor soon.\Um, I wanted you to see this,\so I've been practicing it since the competitions ended.\Please watch. response:	Last up is Victor Nikiforov from Russia.
context: Huh? You have a poodle now, too?\Yeah. I named him Victor.\You really like Victor, huh?\I hope I can see you compete against Victor soon.\Um, I wanted you to see this,\so I've been practicing it since the competitions ended.\Please watch.\Last up is Victor Nikiforov from Russia. response:	Victor Nikiforov (Age 27) Coach: Yakov Feltsman
context: Yeah. I named him Victor.\You really like Victor, huh?\I hope I can see you compete against Victor soon.\Um, I wanted you to see this,\so I've been practicing it since the competitions ended.\Please watch.\Last up is Victor Nikiforov from Russia.\Victor Nikiforov (Age 27) Coach: Yakov Feltsman response:	All right, Victor!
context: You really like Victor, huh?\I hope I can see you compete against Victor soon.\Um, I wanted you to see this,\so I've been practicing it since the competitions ended.\Please watch.\Last up is Victor Nikiforov from Russia.\Victor Nikiforov (Age 27) Coach: Yakov Feltsman\All right, Victor! response:	Get'em!
context: I hope I can see you compete against Victor soon.\Um, I wanted you to see this,\so I've been practicing it since the competitions ended.\Please watch.\Last up is Victor Nikiforov from Russia.\Victor Nikiforov (Age 27) Coach: Yakov Feltsman\All right, Victor!\Get'em! response:	It's clear he's Russia's hero! The cheers are deafening!
context: Um, I wanted you to see this,\so I've been practicing it since the competitions ended.\Please watch.\Last up is Victor Nikiforov from Russia.\Victor Nikiforov (Age 27) Coach: Yakov Feltsman\All right, Victor!\Get'em!\It's clear he's Russia's hero! The cheers are deafening! response:	Yuri, your favorite, Victor, is about to start!
context: so I've been practicing it since the competitions ended.\Please watch.\Last up is Victor Nikiforov from Russia.\Victor Nikiforov (Age 27) Coach: Yakov Feltsman\All right, Victor!\Get'em!\It's clear he's Russia's hero! The cheers are deafening!\Yuri, your favorite, Victor, is about to start! response:	After the short program, he leads Giacometti, in second, by a huge margin.
context: Please watch.\Last up is Victor Nikiforov from Russia.\Victor Nikiforov (Age 27) Coach: Yakov Feltsman\All right, Victor!\Get'em!\It's clear he's Russia's hero! The cheers are deafening!\Yuri, your favorite, Victor, is about to start!\After the short program, he leads Giacometti, in second, by a huge margin. response:	He's not back yet.
context: Last up is Victor Nikiforov from Russia.\Victor Nikiforov (Age 27) Coach: Yakov Feltsman\All right, Victor!\Get'em!\It's clear he's Russia's hero! The cheers are deafening!\Yuri, your favorite, Victor, is about to start!\After the short program, he leads Giacometti, in second, by a huge margin.\He's not back yet. response:	Huh? This is...
context: Victor Nikiforov (Age 27) Coach: Yakov Feltsman\All right, Victor!\Get'em!\It's clear he's Russia's hero! The cheers are deafening!\Yuri, your favorite, Victor, is about to start!\After the short program, he leads Giacometti, in second, by a huge margin.\He's not back yet.\Huh? This is... response:	In this program, he has four quads planned.
context: All right, Victor!\Get'em!\It's clear he's Russia's hero! The cheers are deafening!\Yuri, your favorite, Victor, is about to start!\After the short program, he leads Giacometti, in second, by a huge margin.\He's not back yet.\Huh? This is...\In this program, he has four quads planned. response:	Here comes the first quad.
context: Get'em!\It's clear he's Russia's hero! The cheers are deafening!\Yuri, your favorite, Victor, is about to start!\After the short program, he leads Giacometti, in second, by a huge margin.\He's not back yet.\Huh? This is...\In this program, he has four quads planned.\Here comes the first quad. response:	A quadruple Lutz!
context: It's clear he's Russia's hero! The cheers are deafening!\Yuri, your favorite, Victor, is about to start!\After the short program, he leads Giacometti, in second, by a huge margin.\He's not back yet.\Huh? This is...\In this program, he has four quads planned.\Here comes the first quad.\A quadruple Lutz! response:	Very clean!
context: Yuri, your favorite, Victor, is about to start!\After the short program, he leads Giacometti, in second, by a huge margin.\He's not back yet.\Huh? This is...\In this program, he has four quads planned.\Here comes the first quad.\A quadruple Lutz!\Very clean! response:	The next quad is his signature move.
context: After the short program, he leads Giacometti, in second, by a huge margin.\He's not back yet.\Huh? This is...\In this program, he has four quads planned.\Here comes the first quad.\A quadruple Lutz!\Very clean!\The next quad is his signature move. response:	How will it go?
context: He's not back yet.\Huh? This is...\In this program, he has four quads planned.\Here comes the first quad.\A quadruple Lutz!\Very clean!\The next quad is his signature move.\How will it go? response:	A quadruple flip! He lands this one, too!
context: Huh? This is...\In this program, he has four quads planned.\Here comes the first quad.\A quadruple Lutz!\Very clean!\The next quad is his signature move.\How will it go?\A quadruple flip! He lands this one, too! response:	Flying sit spin.
context: In this program, he has four quads planned.\Here comes the first quad.\A quadruple Lutz!\Very clean!\The next quad is his signature move.\How will it go?\A quadruple flip! He lands this one, too!\Flying sit spin. response:	The music is Stay Close to Me.
context: Here comes the first quad.\A quadruple Lutz!\Very clean!\The next quad is his signature move.\How will it go?\A quadruple flip! He lands this one, too!\Flying sit spin.\The music is Stay Close to Me. response:	Given that he has a million female fans worldwide,
context: A quadruple Lutz!\Very clean!\The next quad is his signature move.\How will it go?\A quadruple flip! He lands this one, too!\Flying sit spin.\The music is Stay Close to Me.\Given that he has a million female fans worldwide, response:	This program brings out a new dimension in Victor Nikiforov's performance.
context: Very clean!\The next quad is his signature move.\How will it go?\A quadruple flip! He lands this one, too!\Flying sit spin.\The music is Stay Close to Me.\Given that he has a million female fans worldwide,\This program brings out a new dimension in Victor Nikiforov's performance. response:	he's sure free with his charms.
context: The next quad is his signature move.\How will it go?\A quadruple flip! He lands this one, too!\Flying sit spin.\The music is Stay Close to Me.\Given that he has a million female fans worldwide,\This program brings out a new dimension in Victor Nikiforov's performance.\he's sure free with his charms. response:	You're drinking too much, Minako-senpai.
context: How will it go?\A quadruple flip! He lands this one, too!\Flying sit spin.\The music is Stay Close to Me.\Given that he has a million female fans worldwide,\This program brings out a new dimension in Victor Nikiforov's performance.\he's sure free with his charms.\You're drinking too much, Minako-senpai. response:	A quadruple Salchow!
context: A quadruple flip! He lands this one, too!\Flying sit spin.\The music is Stay Close to Me.\Given that he has a million female fans worldwide,\This program brings out a new dimension in Victor Nikiforov's performance.\he's sure free with his charms.\You're drinking too much, Minako-senpai.\A quadruple Salchow! response:	This would tug at the heartstrings more if it were
context: Flying sit spin.\The music is Stay Close to Me.\Given that he has a million female fans worldwide,\This program brings out a new dimension in Victor Nikiforov's performance.\he's sure free with his charms.\You're drinking too much, Minako-senpai.\A quadruple Salchow!\This would tug at the heartstrings more if it were response:	a younger, more naIve man.
context: The music is Stay Close to Me.\Given that he has a million female fans worldwide,\This program brings out a new dimension in Victor Nikiforov's performance.\he's sure free with his charms.\You're drinking too much, Minako-senpai.\A quadruple Salchow!\This would tug at the heartstrings more if it were\a younger, more naIve man. response:	Not a hottie like Victor, but...
context: Given that he has a million female fans worldwide,\This program brings out a new dimension in Victor Nikiforov's performance.\he's sure free with his charms.\You're drinking too much, Minako-senpai.\A quadruple Salchow!\This would tug at the heartstrings more if it were\a younger, more naIve man.\Not a hottie like Victor, but... response:	Let me think...
context: This program brings out a new dimension in Victor Nikiforov's performance.\he's sure free with his charms.\You're drinking too much, Minako-senpai.\A quadruple Salchow!\This would tug at the heartstrings more if it were\a younger, more naIve man.\Not a hottie like Victor, but...\Let me think... response:	A triple Lutz.
context: he's sure free with his charms.\You're drinking too much, Minako-senpai.\A quadruple Salchow!\This would tug at the heartstrings more if it were\a younger, more naIve man.\Not a hottie like Victor, but...\Let me think...\A triple Lutz. response:	A triple flip!
context: You're drinking too much, Minako-senpai.\A quadruple Salchow!\This would tug at the heartstrings more if it were\a younger, more naIve man.\Not a hottie like Victor, but...\Let me think...\A triple Lutz.\A triple flip! response:	Now, the last quad...
context: A quadruple Salchow!\This would tug at the heartstrings more if it were\a younger, more naIve man.\Not a hottie like Victor, but...\Let me think...\A triple Lutz.\A triple flip!\Now, the last quad... response:	A quadruple toe loop, followed by a triple toe loop!
context: This would tug at the heartstrings more if it were\a younger, more naIve man.\Not a hottie like Victor, but...\Let me think...\A triple Lutz.\A triple flip!\Now, the last quad...\A quadruple toe loop, followed by a triple toe loop! response:	He's landed all his quads!
context: a younger, more naIve man.\Not a hottie like Victor, but...\Let me think...\A triple Lutz.\A triple flip!\Now, the last quad...\A quadruple toe loop, followed by a triple toe loop!\He's landed all his quads! response:	Now, a combination spin!
context: Not a hottie like Victor, but...\Let me think...\A triple Lutz.\A triple flip!\Now, the last quad...\A quadruple toe loop, followed by a triple toe loop!\He's landed all his quads!\Now, a combination spin! response:	That was super cool!
context: Let me think...\A triple Lutz.\A triple flip!\Now, the last quad...\A quadruple toe loop, followed by a triple toe loop!\He's landed all his quads!\Now, a combination spin!\That was super cool! response:	A perfect copy of Victor! Awesome!
context: A triple Lutz.\A triple flip!\Now, the last quad...\A quadruple toe loop, followed by a triple toe loop!\He's landed all his quads!\Now, a combination spin!\That was super cool!\A perfect copy of Victor! Awesome! response:	I thought you'd be depressed or something!
context: A triple flip!\Now, the last quad...\A quadruple toe loop, followed by a triple toe loop!\He's landed all his quads!\Now, a combination spin!\That was super cool!\A perfect copy of Victor! Awesome!\I thought you'd be depressed or something! response:	I was.
context: Now, the last quad...\A quadruple toe loop, followed by a triple toe loop!\He's landed all his quads!\Now, a combination spin!\That was super cool!\A perfect copy of Victor! Awesome!\I thought you'd be depressed or something!\I was. response:	But I got bored of feeling depressed,
context: A quadruple toe loop, followed by a triple toe loop!\He's landed all his quads!\Now, a combination spin!\That was super cool!\A perfect copy of Victor! Awesome!\I thought you'd be depressed or something!\I was.\But I got bored of feeling depressed, response:	so I got to thinking...
context: He's landed all his quads!\Now, a combination spin!\That was super cool!\A perfect copy of Victor! Awesome!\I thought you'd be depressed or something!\I was.\But I got bored of feeling depressed,\so I got to thinking... response:	I wanted to get my love for skating back.
context: Now, a combination spin!\That was super cool!\A perfect copy of Victor! Awesome!\I thought you'd be depressed or something!\I was.\But I got bored of feeling depressed,\so I got to thinking...\I wanted to get my love for skating back. response:	I thought I could remember how it was when I copied Victor with you.
context: That was super cool!\A perfect copy of Victor! Awesome!\I thought you'd be depressed or something!\I was.\But I got bored of feeling depressed,\so I got to thinking...\I wanted to get my love for skating back.\I thought I could remember how it was when I copied Victor with you. response:	Yu-chan, I've...
