context: This is how you do swings! response:	I don't think so...
context: How can I use someone else's money to celebrate Yamato's birthday?\Maybe a part-time job, then?\That's it, Suna!\Anything goes, as long as it has good hourly pay and is OK hiring short-term, high school students!!\I'll get a part-time job!\Let's take a look.\It's morning!\Zing! response:	10 AM: Meet in front of station 12 PM: Lunch 2 PM: Park if sunny, cafe if rain 3 PM:
context: Maybe a part-time job, then?\That's it, Suna!\Anything goes, as long as it has good hourly pay and is OK hiring short-term, high school students!!\I'll get a part-time job!\Let's take a look.\It's morning!\Zing!\10 AM: Meet in front of station 12 PM: Lunch 2 PM: Park if sunny, cafe if rain 3 PM: response:	He's done all the research.
context: That's it, Suna!\Anything goes, as long as it has good hourly pay and is OK hiring short-term, high school students!!\I'll get a part-time job!\Let's take a look.\It's morning!\Zing!\10 AM: Meet in front of station 12 PM: Lunch 2 PM: Park if sunny, cafe if rain 3 PM:\He's done all the research. response:	Thanks, Suna!
context: Anything goes, as long as it has good hourly pay and is OK hiring short-term, high school students!!\I'll get a part-time job!\Let's take a look.\It's morning!\Zing!\10 AM: Meet in front of station 12 PM: Lunch 2 PM: Park if sunny, cafe if rain 3 PM:\He's done all the research.\Thanks, Suna! response:	I'm one lucky guy!
context: I'll get a part-time job!\Let's take a look.\It's morning!\Zing!\10 AM: Meet in front of station 12 PM: Lunch 2 PM: Park if sunny, cafe if rain 3 PM:\He's done all the research.\Thanks, Suna!\I'm one lucky guy! response:	I'll make sure my day with Yamato is the best.
context: Let's take a look.\It's morning!\Zing!\10 AM: Meet in front of station 12 PM: Lunch 2 PM: Park if sunny, cafe if rain 3 PM:\He's done all the research.\Thanks, Suna!\I'm one lucky guy!\I'll make sure my day with Yamato is the best. response:	Morning
context: It's morning!\Zing!\10 AM: Meet in front of station 12 PM: Lunch 2 PM: Park if sunny, cafe if rain 3 PM:\He's done all the research.\Thanks, Suna!\I'm one lucky guy!\I'll make sure my day with Yamato is the best.\Morning response:	Afternoon
context: Zing!\10 AM: Meet in front of station 12 PM: Lunch 2 PM: Park if sunny, cafe if rain 3 PM:\He's done all the research.\Thanks, Suna!\I'm one lucky guy!\I'll make sure my day with Yamato is the best.\Morning\Afternoon response:	I'll go on ahead.
context: 10 AM: Meet in front of station 12 PM: Lunch 2 PM: Park if sunny, cafe if rain 3 PM:\He's done all the research.\Thanks, Suna!\I'm one lucky guy!\I'll make sure my day with Yamato is the best.\Morning\Afternoon\I'll go on ahead. response:	Are you heading somewhere again?
context: He's done all the research.\Thanks, Suna!\I'm one lucky guy!\I'll make sure my day with Yamato is the best.\Morning\Afternoon\I'll go on ahead.\Are you heading somewhere again? response:	I have to stop by somewhere,
context: Thanks, Suna!\I'm one lucky guy!\I'll make sure my day with Yamato is the best.\Morning\Afternoon\I'll go on ahead.\Are you heading somewhere again?\I have to stop by somewhere, response:	so I'll just go home after that and crash.
context: I'm one lucky guy!\I'll make sure my day with Yamato is the best.\Morning\Afternoon\I'll go on ahead.\Are you heading somewhere again?\I have to stop by somewhere,\so I'll just go home after that and crash. response:	Okay.
context: I'll make sure my day with Yamato is the best.\Morning\Afternoon\I'll go on ahead.\Are you heading somewhere again?\I have to stop by somewhere,\so I'll just go home after that and crash.\Okay. response:	Thanks!
context: Morning\Afternoon\I'll go on ahead.\Are you heading somewhere again?\I have to stop by somewhere,\so I'll just go home after that and crash.\Okay.\Thanks! response:	Suna!
context: Afternoon\I'll go on ahead.\Are you heading somewhere again?\I have to stop by somewhere,\so I'll just go home after that and crash.\Okay.\Thanks!\Suna! response:	Are you okay?
context: I'll go on ahead.\Are you heading somewhere again?\I have to stop by somewhere,\so I'll just go home after that and crash.\Okay.\Thanks!\Suna!\Are you okay? response:	Okay about what?
context: Are you heading somewhere again?\I have to stop by somewhere,\so I'll just go home after that and crash.\Okay.\Thanks!\Suna!\Are you okay?\Okay about what? response:	Something... I dunno.
context: I have to stop by somewhere,\so I'll just go home after that and crash.\Okay.\Thanks!\Suna!\Are you okay?\Okay about what?\Something... I dunno. response:	Yeah, I'm okay.
context: so I'll just go home after that and crash.\Okay.\Thanks!\Suna!\Are you okay?\Okay about what?\Something... I dunno.\Yeah, I'm okay. response:	Okay.
context: Okay.\Thanks!\Suna!\Are you okay?\Okay about what?\Something... I dunno.\Yeah, I'm okay.\Okay. response:	If he's fine, it's all good...
context: Thanks!\Suna!\Are you okay?\Okay about what?\Something... I dunno.\Yeah, I'm okay.\Okay.\If he's fine, it's all good... response:	I see. So Sunakawa-kun wasn't lonely, after all.
context: Suna!\Are you okay?\Okay about what?\Something... I dunno.\Yeah, I'm okay.\Okay.\If he's fine, it's all good...\I see. So Sunakawa-kun wasn't lonely, after all. response:	That's good
context: Are you okay?\Okay about what?\Something... I dunno.\Yeah, I'm okay.\Okay.\If he's fine, it's all good...\I see. So Sunakawa-kun wasn't lonely, after all.\That's good response:	Let's celebrate your birthday just the two of us.
context: Okay about what?\Something... I dunno.\Yeah, I'm okay.\Okay.\If he's fine, it's all good...\I see. So Sunakawa-kun wasn't lonely, after all.\That's good\Let's celebrate your birthday just the two of us. response:	That's good It sure is
context: Something... I dunno.\Yeah, I'm okay.\Okay.\If he's fine, it's all good...\I see. So Sunakawa-kun wasn't lonely, after all.\That's good\Let's celebrate your birthday just the two of us.\That's good It sure is response:	Okay.
context: Yeah, I'm okay.\Okay.\If he's fine, it's all good...\I see. So Sunakawa-kun wasn't lonely, after all.\That's good\Let's celebrate your birthday just the two of us.\That's good It sure is\Okay. response:	Oh, it's just one more week!
context: Okay.\If he's fine, it's all good...\I see. So Sunakawa-kun wasn't lonely, after all.\That's good\Let's celebrate your birthday just the two of us.\That's good It sure is\Okay.\Oh, it's just one more week! response:	Is it okay that I feel so happy?
context: If he's fine, it's all good...\I see. So Sunakawa-kun wasn't lonely, after all.\That's good\Let's celebrate your birthday just the two of us.\That's good It sure is\Okay.\Oh, it's just one more week!\Is it okay that I feel so happy? response:	I'm happy, too.
context: I see. So Sunakawa-kun wasn't lonely, after all.\That's good\Let's celebrate your birthday just the two of us.\That's good It sure is\Okay.\Oh, it's just one more week!\Is it okay that I feel so happy?\I'm happy, too. response:	So happy...
context: That's good\Let's celebrate your birthday just the two of us.\That's good It sure is\Okay.\Oh, it's just one more week!\Is it okay that I feel so happy?\I'm happy, too.\So happy... response:	Oh!
context: Let's celebrate your birthday just the two of us.\That's good It sure is\Okay.\Oh, it's just one more week!\Is it okay that I feel so happy?\I'm happy, too.\So happy...\Oh! response:	I have to go to a job interview.
context: That's good It sure is\Okay.\Oh, it's just one more week!\Is it okay that I feel so happy?\I'm happy, too.\So happy...\Oh!\I have to go to a job interview. response:	Huh? A job?
context: Okay.\Oh, it's just one more week!\Is it okay that I feel so happy?\I'm happy, too.\So happy...\Oh!\I have to go to a job interview.\Huh? A job? response:	I hope you look forward to your birthday!
context: Oh, it's just one more week!\Is it okay that I feel so happy?\I'm happy, too.\So happy...\Oh!\I have to go to a job interview.\Huh? A job?\I hope you look forward to your birthday! response:	Huh?
context: Is it okay that I feel so happy?\I'm happy, too.\So happy...\Oh!\I have to go to a job interview.\Huh? A job?\I hope you look forward to your birthday!\Huh? response:	But I really don't need anything.
context: I'm happy, too.\So happy...\Oh!\I have to go to a job interview.\Huh? A job?\I hope you look forward to your birthday!\Huh?\But I really don't need anything. response:	I'm happy enough spending time with you.
context: So happy...\Oh!\I have to go to a job interview.\Huh? A job?\I hope you look forward to your birthday!\Huh?\But I really don't need anything.\I'm happy enough spending time with you. response:	I'm not lying, it's the truth!
context: Oh!\I have to go to a job interview.\Huh? A job?\I hope you look forward to your birthday!\Huh?\But I really don't need anything.\I'm happy enough spending time with you.\I'm not lying, it's the truth! response:	I know!
context: I have to go to a job interview.\Huh? A job?\I hope you look forward to your birthday!\Huh?\But I really don't need anything.\I'm happy enough spending time with you.\I'm not lying, it's the truth!\I know! response:	Let me do this!
context: Huh? A job?\I hope you look forward to your birthday!\Huh?\But I really don't need anything.\I'm happy enough spending time with you.\I'm not lying, it's the truth!\I know!\Let me do this! response:	It's fun!
context: I hope you look forward to your birthday!\Huh?\But I really don't need anything.\I'm happy enough spending time with you.\I'm not lying, it's the truth!\I know!\Let me do this!\It's fun! response:	Yamato...
context: Huh?\But I really don't need anything.\I'm happy enough spending time with you.\I'm not lying, it's the truth!\I know!\Let me do this!\It's fun!\Yamato... response:	As of June 8th Gouda Takeo
context: But I really don't need anything.\I'm happy enough spending time with you.\I'm not lying, it's the truth!\I know!\Let me do this!\It's fun!\Yamato...\As of June 8th Gouda Takeo response:	Thank you.
context: I'm happy enough spending time with you.\I'm not lying, it's the truth!\I know!\Let me do this!\It's fun!\Yamato...\As of June 8th Gouda Takeo\Thank you. response:	I'm one lucky guy.
context: I'm not lying, it's the truth!\I know!\Let me do this!\It's fun!\Yamato...\As of June 8th Gouda Takeo\Thank you.\I'm one lucky guy. response:	I'd like for this to be short-term.
context: I know!\Let me do this!\It's fun!\Yamato...\As of June 8th Gouda Takeo\Thank you.\I'm one lucky guy.\I'd like for this to be short-term. response:	Well, you're a rare find,
context: Let me do this!\It's fun!\Yamato...\As of June 8th Gouda Takeo\Thank you.\I'm one lucky guy.\I'd like for this to be short-term.\Well, you're a rare find, response:	so we'd love to have you longer.
context: It's fun!\Yamato...\As of June 8th Gouda Takeo\Thank you.\I'm one lucky guy.\I'd like for this to be short-term.\Well, you're a rare find,\so we'd love to have you longer. response:	Thanks!
context: Yamato...\As of June 8th Gouda Takeo\Thank you.\I'm one lucky guy.\I'd like for this to be short-term.\Well, you're a rare find,\so we'd love to have you longer.\Thanks! response:	Thanks! I'll do my best!
context: As of June 8th Gouda Takeo\Thank you.\I'm one lucky guy.\I'd like for this to be short-term.\Well, you're a rare find,\so we'd love to have you longer.\Thanks!\Thanks! I'll do my best! response:	I'll do my best!
context: Thank you.\I'm one lucky guy.\I'd like for this to be short-term.\Well, you're a rare find,\so we'd love to have you longer.\Thanks!\Thanks! I'll do my best!\I'll do my best! response:	That's the spirit.
context: I'm one lucky guy.\I'd like for this to be short-term.\Well, you're a rare find,\so we'd love to have you longer.\Thanks!\Thanks! I'll do my best!\I'll do my best!\That's the spirit. response:	Suna!
context: I'd like for this to be short-term.\Well, you're a rare find,\so we'd love to have you longer.\Thanks!\Thanks! I'll do my best!\I'll do my best!\That's the spirit.\Suna! response:	I have a job!
context: Well, you're a rare find,\so we'd love to have you longer.\Thanks!\Thanks! I'll do my best!\I'll do my best!\That's the spirit.\Suna!\I have a job! response:	Congrats.
context: so we'd love to have you longer.\Thanks!\Thanks! I'll do my best!\I'll do my best!\That's the spirit.\Suna!\I have a job!\Congrats. response:	Where?
context: Thanks!\Thanks! I'll do my best!\I'll do my best!\That's the spirit.\Suna!\I have a job!\Congrats.\Where? response:	Here!
context: Thanks! I'll do my best!\I'll do my best!\That's the spirit.\Suna!\I have a job!\Congrats.\Where?\Here! response:	Bro Cafe Machos Manager: Susie Honeyama
context: I'll do my best!\That's the spirit.\Suna!\I have a job!\Congrats.\Where?\Here!\Bro Cafe Machos Manager: Susie Honeyama response:	Will you be okay?
context: That's the spirit.\Suna!\I have a job!\Congrats.\Where?\Here!\Bro Cafe Machos Manager: Susie Honeyama\Will you be okay? response:	The menu's short, so I should be able to memorize it!
context: Suna!\I have a job!\Congrats.\Where?\Here!\Bro Cafe Machos Manager: Susie Honeyama\Will you be okay?\The menu's short, so I should be able to memorize it! response:	That isn't what I mean, dude.
context: I have a job!\Congrats.\Where?\Here!\Bro Cafe Machos Manager: Susie Honeyama\Will you be okay?\The menu's short, so I should be able to memorize it!\That isn't what I mean, dude. response:	Well, whatever...
context: Congrats.\Where?\Here!\Bro Cafe Machos Manager: Susie Honeyama\Will you be okay?\The menu's short, so I should be able to memorize it!\That isn't what I mean, dude.\Well, whatever... response:	Come with Yamato next time!
context: Where?\Here!\Bro Cafe Machos Manager: Susie Honeyama\Will you be okay?\The menu's short, so I should be able to memorize it!\That isn't what I mean, dude.\Well, whatever...\Come with Yamato next time! response:	You told Yamato-san that you're getting a job?
context: Here!\Bro Cafe Machos Manager: Susie Honeyama\Will you be okay?\The menu's short, so I should be able to memorize it!\That isn't what I mean, dude.\Well, whatever...\Come with Yamato next time!\You told Yamato-san that you're getting a job? response:	I thought you were keeping everything a surprise.
context: Bro Cafe Machos Manager: Susie Honeyama\Will you be okay?\The menu's short, so I should be able to memorize it!\That isn't what I mean, dude.\Well, whatever...\Come with Yamato next time!\You told Yamato-san that you're getting a job?\I thought you were keeping everything a surprise. response:	What is it?
context: Will you be okay?\The menu's short, so I should be able to memorize it!\That isn't what I mean, dude.\Well, whatever...\Come with Yamato next time!\You told Yamato-san that you're getting a job?\I thought you were keeping everything a surprise.\What is it? response:	No, it's fine. It's nothing.
context: The menu's short, so I should be able to memorize it!\That isn't what I mean, dude.\Well, whatever...\Come with Yamato next time!\You told Yamato-san that you're getting a job?\I thought you were keeping everything a surprise.\What is it?\No, it's fine. It's nothing. response:	Okay.
context: That isn't what I mean, dude.\Well, whatever...\Come with Yamato next time!\You told Yamato-san that you're getting a job?\I thought you were keeping everything a surprise.\What is it?\No, it's fine. It's nothing.\Okay. response:	Can you help me choose her present?
context: Well, whatever...\Come with Yamato next time!\You told Yamato-san that you're getting a job?\I thought you were keeping everything a surprise.\What is it?\No, it's fine. It's nothing.\Okay.\Can you help me choose her present? response:	Oh, sure.
context: Come with Yamato next time!\You told Yamato-san that you're getting a job?\I thought you were keeping everything a surprise.\What is it?\No, it's fine. It's nothing.\Okay.\Can you help me choose her present?\Oh, sure. response:	I just remembered what you used to pick as gifts.
context: You told Yamato-san that you're getting a job?\I thought you were keeping everything a surprise.\What is it?\No, it's fine. It's nothing.\Okay.\Can you help me choose her present?\Oh, sure.\I just remembered what you used to pick as gifts. response:	What did I give you?
context: I thought you were keeping everything a surprise.\What is it?\No, it's fine. It's nothing.\Okay.\Can you help me choose her present?\Oh, sure.\I just remembered what you used to pick as gifts.\What did I give you? response:	Bugs... And rocks.
context: What is it?\No, it's fine. It's nothing.\Okay.\Can you help me choose her present?\Oh, sure.\I just remembered what you used to pick as gifts.\What did I give you?\Bugs... And rocks. response:	How about this, Takeo?
context: No, it's fine. It's nothing.\Okay.\Can you help me choose her present?\Oh, sure.\I just remembered what you used to pick as gifts.\What did I give you?\Bugs... And rocks.\How about this, Takeo? response:	What's that? A bowl?
context: Okay.\Can you help me choose her present?\Oh, sure.\I just remembered what you used to pick as gifts.\What did I give you?\Bugs... And rocks.\How about this, Takeo?\What's that? A bowl? response:	Cafe au lait bowl and tea spoon
context: Can you help me choose her present?\Oh, sure.\I just remembered what you used to pick as gifts.\What did I give you?\Bugs... And rocks.\How about this, Takeo?\What's that? A bowl?\Cafe au lait bowl and tea spoon response:	Last time, Yamato-san was talking about how cute a cafe au lait bowl was, remember?
context: Oh, sure.\I just remembered what you used to pick as gifts.\What did I give you?\Bugs... And rocks.\How about this, Takeo?\What's that? A bowl?\Cafe au lait bowl and tea spoon\Last time, Yamato-san was talking about how cute a cafe au lait bowl was, remember? response:	So cute!
context: I just remembered what you used to pick as gifts.\What did I give you?\Bugs... And rocks.\How about this, Takeo?\What's that? A bowl?\Cafe au lait bowl and tea spoon\Last time, Yamato-san was talking about how cute a cafe au lait bowl was, remember?\So cute! response:	We don't have any at home!
context: What did I give you?\Bugs... And rocks.\How about this, Takeo?\What's that? A bowl?\Cafe au lait bowl and tea spoon\Last time, Yamato-san was talking about how cute a cafe au lait bowl was, remember?\So cute!\We don't have any at home! response:	I'd like one to drink cafe au lait from!
context: Bugs... And rocks.\How about this, Takeo?\What's that? A bowl?\Cafe au lait bowl and tea spoon\Last time, Yamato-san was talking about how cute a cafe au lait bowl was, remember?\So cute!\We don't have any at home!\I'd like one to drink cafe au lait from! response:	That's right!
context: How about this, Takeo?\What's that? A bowl?\Cafe au lait bowl and tea spoon\Last time, Yamato-san was talking about how cute a cafe au lait bowl was, remember?\So cute!\We don't have any at home!\I'd like one to drink cafe au lait from!\That's right! response:	So this is a cafe au lait bowl.
context: What's that? A bowl?\Cafe au lait bowl and tea spoon\Last time, Yamato-san was talking about how cute a cafe au lait bowl was, remember?\So cute!\We don't have any at home!\I'd like one to drink cafe au lait from!\That's right!\So this is a cafe au lait bowl. response:	I see
context: Cafe au lait bowl and tea spoon\Last time, Yamato-san was talking about how cute a cafe au lait bowl was, remember?\So cute!\We don't have any at home!\I'd like one to drink cafe au lait from!\That's right!\So this is a cafe au lait bowl.\I see response:	In your hand, it looks more like a teacup.
context: Last time, Yamato-san was talking about how cute a cafe au lait bowl was, remember?\So cute!\We don't have any at home!\I'd like one to drink cafe au lait from!\That's right!\So this is a cafe au lait bowl.\I see\In your hand, it looks more like a teacup. response:	Suna's very observant of others.
context: So cute!\We don't have any at home!\I'd like one to drink cafe au lait from!\That's right!\So this is a cafe au lait bowl.\I see\In your hand, it looks more like a teacup.\Suna's very observant of others. response:	He always keeps an eye out for me, too.
context: We don't have any at home!\I'd like one to drink cafe au lait from!\That's right!\So this is a cafe au lait bowl.\I see\In your hand, it looks more like a teacup.\Suna's very observant of others.\He always keeps an eye out for me, too. response:	Suna, how about that for Yamato?
context: I'd like one to drink cafe au lait from!\That's right!\So this is a cafe au lait bowl.\I see\In your hand, it looks more like a teacup.\Suna's very observant of others.\He always keeps an eye out for me, too.\Suna, how about that for Yamato? response:	Wouldn't that look cute on her?
context: That's right!\So this is a cafe au lait bowl.\I see\In your hand, it looks more like a teacup.\Suna's very observant of others.\He always keeps an eye out for me, too.\Suna, how about that for Yamato?\Wouldn't that look cute on her? response:	I'd like to get this for her.
context: So this is a cafe au lait bowl.\I see\In your hand, it looks more like a teacup.\Suna's very observant of others.\He always keeps an eye out for me, too.\Suna, how about that for Yamato?\Wouldn't that look cute on her?\I'd like to get this for her. response:	Sure, why not?
context: I see\In your hand, it looks more like a teacup.\Suna's very observant of others.\He always keeps an eye out for me, too.\Suna, how about that for Yamato?\Wouldn't that look cute on her?\I'd like to get this for her.\Sure, why not? response:	I'd hate for it to sell out before I get paid.
context: In your hand, it looks more like a teacup.\Suna's very observant of others.\He always keeps an eye out for me, too.\Suna, how about that for Yamato?\Wouldn't that look cute on her?\I'd like to get this for her.\Sure, why not?\I'd hate for it to sell out before I get paid. response:	I'll see if they can put it on hold for you.
context: Suna's very observant of others.\He always keeps an eye out for me, too.\Suna, how about that for Yamato?\Wouldn't that look cute on her?\I'd like to get this for her.\Sure, why not?\I'd hate for it to sell out before I get paid.\I'll see if they can put it on hold for you. response:	Of course!
context: He always keeps an eye out for me, too.\Suna, how about that for Yamato?\Wouldn't that look cute on her?\I'd like to get this for her.\Sure, why not?\I'd hate for it to sell out before I get paid.\I'll see if they can put it on hold for you.\Of course! response:	They said it's fine.
context: Suna, how about that for Yamato?\Wouldn't that look cute on her?\I'd like to get this for her.\Sure, why not?\I'd hate for it to sell out before I get paid.\I'll see if they can put it on hold for you.\Of course!\They said it's fine. response:	All right, I have to go.
context: Wouldn't that look cute on her?\I'd like to get this for her.\Sure, why not?\I'd hate for it to sell out before I get paid.\I'll see if they can put it on hold for you.\Of course!\They said it's fine.\All right, I have to go. response:	Okay, thanks!
context: I'd like to get this for her.\Sure, why not?\I'd hate for it to sell out before I get paid.\I'll see if they can put it on hold for you.\Of course!\They said it's fine.\All right, I have to go.\Okay, thanks! response:	Bro Cafe Machos
context: Sure, why not?\I'd hate for it to sell out before I get paid.\I'll see if they can put it on hold for you.\Of course!\They said it's fine.\All right, I have to go.\Okay, thanks!\Bro Cafe Machos response:	I hope you're looking forward to this, Yamato.
context: I'd hate for it to sell out before I get paid.\I'll see if they can put it on hold for you.\Of course!\They said it's fine.\All right, I have to go.\Okay, thanks!\Bro Cafe Machos\I hope you're looking forward to this, Yamato. response:	Wow, you're perfect!
context: I'll see if they can put it on hold for you.\Of course!\They said it's fine.\All right, I have to go.\Okay, thanks!\Bro Cafe Machos\I hope you're looking forward to this, Yamato.\Wow, you're perfect! response:	Are you new?
context: Of course!\They said it's fine.\All right, I have to go.\Okay, thanks!\Bro Cafe Machos\I hope you're looking forward to this, Yamato.\Wow, you're perfect!\Are you new? response:	Thanks!
context: They said it's fine.\All right, I have to go.\Okay, thanks!\Bro Cafe Machos\I hope you're looking forward to this, Yamato.\Wow, you're perfect!\Are you new?\Thanks! response:	Protein teas, right up!
context: All right, I have to go.\Okay, thanks!\Bro Cafe Machos\I hope you're looking forward to this, Yamato.\Wow, you're perfect!\Are you new?\Thanks!\Protein teas, right up! response:	Hey, which gym do you go to?
context: Okay, thanks!\Bro Cafe Machos\I hope you're looking forward to this, Yamato.\Wow, you're perfect!\Are you new?\Thanks!\Protein teas, right up!\Hey, which gym do you go to? response:	You have wonderful delts.
context: Bro Cafe Machos\I hope you're looking forward to this, Yamato.\Wow, you're perfect!\Are you new?\Thanks!\Protein teas, right up!\Hey, which gym do you go to?\You have wonderful delts. response:	I'm one lucky guy...
context: I hope you're looking forward to this, Yamato.\Wow, you're perfect!\Are you new?\Thanks!\Protein teas, right up!\Hey, which gym do you go to?\You have wonderful delts.\I'm one lucky guy... response:	I just have'em naturally!
context: Wow, you're perfect!\Are you new?\Thanks!\Protein teas, right up!\Hey, which gym do you go to?\You have wonderful delts.\I'm one lucky guy...\I just have'em naturally! response:	I'm home!
context: Are you new?\Thanks!\Protein teas, right up!\Hey, which gym do you go to?\You have wonderful delts.\I'm one lucky guy...\I just have'em naturally!\I'm home! response:	How are you doing, Mom?
context: Thanks!\Protein teas, right up!\Hey, which gym do you go to?\You have wonderful delts.\I'm one lucky guy...\I just have'em naturally!\I'm home!\How are you doing, Mom? response:	I'm fine.
context: Protein teas, right up!\Hey, which gym do you go to?\You have wonderful delts.\I'm one lucky guy...\I just have'em naturally!\I'm home!\How are you doing, Mom?\I'm fine. response:	You ask the same questions as your dad.
context: Hey, which gym do you go to?\You have wonderful delts.\I'm one lucky guy...\I just have'em naturally!\I'm home!\How are you doing, Mom?\I'm fine.\You ask the same questions as your dad. response:	I do?
context: You have wonderful delts.\I'm one lucky guy...\I just have'em naturally!\I'm home!\How are you doing, Mom?\I'm fine.\You ask the same questions as your dad.\I do? response:	I'm fine,
context: I'm one lucky guy...\I just have'em naturally!\I'm home!\How are you doing, Mom?\I'm fine.\You ask the same questions as your dad.\I do?\I'm fine, response:	but I saw Makoto-kun at the hospital.
context: I just have'em naturally!\I'm home!\How are you doing, Mom?\I'm fine.\You ask the same questions as your dad.\I do?\I'm fine,\but I saw Makoto-kun at the hospital. response:	What?
context: I'm home!\How are you doing, Mom?\I'm fine.\You ask the same questions as your dad.\I do?\I'm fine,\but I saw Makoto-kun at the hospital.\What? response:	I heard his father's been hospitalized.
context: How are you doing, Mom?\I'm fine.\You ask the same questions as your dad.\I do?\I'm fine,\but I saw Makoto-kun at the hospital.\What?\I heard his father's been hospitalized. response:	You didn't know?
context: I'm fine.\You ask the same questions as your dad.\I do?\I'm fine,\but I saw Makoto-kun at the hospital.\What?\I heard his father's been hospitalized.\You didn't know? response:	Oh, right.
context: You ask the same questions as your dad.\I do?\I'm fine,\but I saw Makoto-kun at the hospital.\What?\I heard his father's been hospitalized.\You didn't know?\Oh, right. response:	He isn't the type to tell him...
context: I do?\I'm fine,\but I saw Makoto-kun at the hospital.\What?\I heard his father's been hospitalized.\You didn't know?\Oh, right.\He isn't the type to tell him... response:	Sunakawa
context: I'm fine,\but I saw Makoto-kun at the hospital.\What?\I heard his father's been hospitalized.\You didn't know?\Oh, right.\He isn't the type to tell him...\Sunakawa response:	What's wrong?
context: but I saw Makoto-kun at the hospital.\What?\I heard his father's been hospitalized.\You didn't know?\Oh, right.\He isn't the type to tell him...\Sunakawa\What's wrong? response:	Why don't you come in?
context: What?\I heard his father's been hospitalized.\You didn't know?\Oh, right.\He isn't the type to tell him...\Sunakawa\What's wrong?\Why don't you come in? response:	Where's your family?
context: I heard his father's been hospitalized.\You didn't know?\Oh, right.\He isn't the type to tell him...\Sunakawa\What's wrong?\Why don't you come in?\Where's your family? response:	Oh, Mom's gone overseas with Sis.
context: You didn't know?\Oh, right.\He isn't the type to tell him...\Sunakawa\What's wrong?\Why don't you come in?\Where's your family?\Oh, Mom's gone overseas with Sis. response:	I can't reach them on their cells.
context: Oh, right.\He isn't the type to tell him...\Sunakawa\What's wrong?\Why don't you come in?\Where's your family?\Oh, Mom's gone overseas with Sis.\I can't reach them on their cells. response:	You're all by yourself?
context: He isn't the type to tell him...\Sunakawa\What's wrong?\Why don't you come in?\Where's your family?\Oh, Mom's gone overseas with Sis.\I can't reach them on their cells.\You're all by yourself? response:	Where's your dad?
context: Sunakawa\What's wrong?\Why don't you come in?\Where's your family?\Oh, Mom's gone overseas with Sis.\I can't reach them on their cells.\You're all by yourself?\Where's your dad? response:	Did your mom say something?
context: What's wrong?\Why don't you come in?\Where's your family?\Oh, Mom's gone overseas with Sis.\I can't reach them on their cells.\You're all by yourself?\Where's your dad?\Did your mom say something? response:	He collapsed the other day,
context: Why don't you come in?\Where's your family?\Oh, Mom's gone overseas with Sis.\I can't reach them on their cells.\You're all by yourself?\Where's your dad?\Did your mom say something?\He collapsed the other day, response:	so he's kind of in the hospital.
context: Where's your family?\Oh, Mom's gone overseas with Sis.\I can't reach them on their cells.\You're all by yourself?\Where's your dad?\Did your mom say something?\He collapsed the other day,\so he's kind of in the hospital. response:	That's not kind of!
context: Oh, Mom's gone overseas with Sis.\I can't reach them on their cells.\You're all by yourself?\Where's your dad?\Did your mom say something?\He collapsed the other day,\so he's kind of in the hospital.\That's not kind of! response:	He's going to need surgery.
context: I can't reach them on their cells.\You're all by yourself?\Where's your dad?\Did your mom say something?\He collapsed the other day,\so he's kind of in the hospital.\That's not kind of!\He's going to need surgery. response:	But I've asked my uncle to come with me.
context: You're all by yourself?\Where's your dad?\Did your mom say something?\He collapsed the other day,\so he's kind of in the hospital.\That's not kind of!\He's going to need surgery.\But I've asked my uncle to come with me. response:	When is the surgery?
context: Where's your dad?\Did your mom say something?\He collapsed the other day,\so he's kind of in the hospital.\That's not kind of!\He's going to need surgery.\But I've asked my uncle to come with me.\When is the surgery? response:	June 15th.
context: Did your mom say something?\He collapsed the other day,\so he's kind of in the hospital.\That's not kind of!\He's going to need surgery.\But I've asked my uncle to come with me.\When is the surgery?\June 15th. response:	Um, June 15th...
context: He collapsed the other day,\so he's kind of in the hospital.\That's not kind of!\He's going to need surgery.\But I've asked my uncle to come with me.\When is the surgery?\June 15th.\Um, June 15th... response:	Suna, people are born into this world.
context: so he's kind of in the hospital.\That's not kind of!\He's going to need surgery.\But I've asked my uncle to come with me.\When is the surgery?\June 15th.\Um, June 15th...\Suna, people are born into this world. response:	And people are taken from this world.
context: That's not kind of!\He's going to need surgery.\But I've asked my uncle to come with me.\When is the surgery?\June 15th.\Um, June 15th...\Suna, people are born into this world.\And people are taken from this world. response:	What a coincidence, huh?
context: He's going to need surgery.\But I've asked my uncle to come with me.\When is the surgery?\June 15th.\Um, June 15th...\Suna, people are born into this world.\And people are taken from this world.\What a coincidence, huh? response:	I'll come with you to the surgery, too!
context: But I've asked my uncle to come with me.\When is the surgery?\June 15th.\Um, June 15th...\Suna, people are born into this world.\And people are taken from this world.\What a coincidence, huh?\I'll come with you to the surgery, too! response:	What about Yamato-san's birthday?
context: When is the surgery?\June 15th.\Um, June 15th...\Suna, people are born into this world.\And people are taken from this world.\What a coincidence, huh?\I'll come with you to the surgery, too!\What about Yamato-san's birthday? response:	I won't go!
context: June 15th.\Um, June 15th...\Suna, people are born into this world.\And people are taken from this world.\What a coincidence, huh?\I'll come with you to the surgery, too!\What about Yamato-san's birthday?\I won't go! response:	I'll stay with you!
