context: Tsuritama Episode 9 response:	Striking Underwater
context: He's your friend!\I know, but... I don't understand him.\Hey, Yuki!\Miso Katsu\Pig Wrestler\Authentic miso katsu really is delicious, isn't it?\Yuki, your food will get cold. Eat up.\Grandma, I don't understand. response:	Why would he do this?
context: I know, but... I don't understand him.\Hey, Yuki!\Miso Katsu\Pig Wrestler\Authentic miso katsu really is delicious, isn't it?\Yuki, your food will get cold. Eat up.\Grandma, I don't understand.\Why would he do this? response:	I trusted him.
context: Hey, Yuki!\Miso Katsu\Pig Wrestler\Authentic miso katsu really is delicious, isn't it?\Yuki, your food will get cold. Eat up.\Grandma, I don't understand.\Why would he do this?\I trusted him. response:	What is trust?
context: Miso Katsu\Pig Wrestler\Authentic miso katsu really is delicious, isn't it?\Yuki, your food will get cold. Eat up.\Grandma, I don't understand.\Why would he do this?\I trusted him.\What is trust? response:	Huh?
context: Pig Wrestler\Authentic miso katsu really is delicious, isn't it?\Yuki, your food will get cold. Eat up.\Grandma, I don't understand.\Why would he do this?\I trusted him.\What is trust?\Huh? response:	I only believe what I see with my own eyes.
context: Authentic miso katsu really is delicious, isn't it?\Yuki, your food will get cold. Eat up.\Grandma, I don't understand.\Why would he do this?\I trusted him.\What is trust?\Huh?\I only believe what I see with my own eyes. response:	When it happened, I saw Haru clearly.
context: Yuki, your food will get cold. Eat up.\Grandma, I don't understand.\Why would he do this?\I trusted him.\What is trust?\Huh?\I only believe what I see with my own eyes.\When it happened, I saw Haru clearly. response:	He didn't say anything, but he told me this.
context: Grandma, I don't understand.\Why would he do this?\I trusted him.\What is trust?\Huh?\I only believe what I see with my own eyes.\When it happened, I saw Haru clearly.\He didn't say anything, but he told me this. response:	Keito, help me. Help me.
context: Why would he do this?\I trusted him.\What is trust?\Huh?\I only believe what I see with my own eyes.\When it happened, I saw Haru clearly.\He didn't say anything, but he told me this.\Keito, help me. Help me. response:	Grandma.
context: I trusted him.\What is trust?\Huh?\I only believe what I see with my own eyes.\When it happened, I saw Haru clearly.\He didn't say anything, but he told me this.\Keito, help me. Help me.\Grandma. response:	What?
context: What is trust?\Huh?\I only believe what I see with my own eyes.\When it happened, I saw Haru clearly.\He didn't say anything, but he told me this.\Keito, help me. Help me.\Grandma.\What? response:	There's something I've been wanting to ask you.
context: Huh?\I only believe what I see with my own eyes.\When it happened, I saw Haru clearly.\He didn't say anything, but he told me this.\Keito, help me. Help me.\Grandma.\What?\There's something I've been wanting to ask you. response:	What is it?
context: I only believe what I see with my own eyes.\When it happened, I saw Haru clearly.\He didn't say anything, but he told me this.\Keito, help me. Help me.\Grandma.\What?\There's something I've been wanting to ask you.\What is it? response:	Why did you invite Haru to stay with us?
context: When it happened, I saw Haru clearly.\He didn't say anything, but he told me this.\Keito, help me. Help me.\Grandma.\What?\There's something I've been wanting to ask you.\What is it?\Why did you invite Haru to stay with us? response:	Because I love flowers.
context: He didn't say anything, but he told me this.\Keito, help me. Help me.\Grandma.\What?\There's something I've been wanting to ask you.\What is it?\Why did you invite Haru to stay with us?\Because I love flowers. response:	What?
context: Keito, help me. Help me.\Grandma.\What?\There's something I've been wanting to ask you.\What is it?\Why did you invite Haru to stay with us?\Because I love flowers.\What? response:	I thought you needed a flower, too.
context: Grandma.\What?\There's something I've been wanting to ask you.\What is it?\Why did you invite Haru to stay with us?\Because I love flowers.\What?\I thought you needed a flower, too. response:	What does that mean?
context: What?\There's something I've been wanting to ask you.\What is it?\Why did you invite Haru to stay with us?\Because I love flowers.\What?\I thought you needed a flower, too.\What does that mean? response:	Haru seemed like a blooming flower then.
context: There's something I've been wanting to ask you.\What is it?\Why did you invite Haru to stay with us?\Because I love flowers.\What?\I thought you needed a flower, too.\What does that mean?\Haru seemed like a blooming flower then. response:	Grandma.
context: What is it?\Why did you invite Haru to stay with us?\Because I love flowers.\What?\I thought you needed a flower, too.\What does that mean?\Haru seemed like a blooming flower then.\Grandma. response:	What?
context: Why did you invite Haru to stay with us?\Because I love flowers.\What?\I thought you needed a flower, too.\What does that mean?\Haru seemed like a blooming flower then.\Grandma.\What? response:	Will you be fine by yourself?
context: Because I love flowers.\What?\I thought you needed a flower, too.\What does that mean?\Haru seemed like a blooming flower then.\Grandma.\What?\Will you be fine by yourself? response:	I'm going back to Enoshima.
context: What?\I thought you needed a flower, too.\What does that mean?\Haru seemed like a blooming flower then.\Grandma.\What?\Will you be fine by yourself?\I'm going back to Enoshima. response:	Really?
context: I thought you needed a flower, too.\What does that mean?\Haru seemed like a blooming flower then.\Grandma.\What?\Will you be fine by yourself?\I'm going back to Enoshima.\Really? response:	I can't let the flowers wilt.
context: What does that mean?\Haru seemed like a blooming flower then.\Grandma.\What?\Will you be fine by yourself?\I'm going back to Enoshima.\Really?\I can't let the flowers wilt. response:	No Entry
context: Haru seemed like a blooming flower then.\Grandma.\What?\Will you be fine by yourself?\I'm going back to Enoshima.\Really?\I can't let the flowers wilt.\No Entry response:	Reinforcements have arrived.
context: Grandma.\What?\Will you be fine by yourself?\I'm going back to Enoshima.\Really?\I can't let the flowers wilt.\No Entry\Reinforcements have arrived. response:	Continue using your radar to find JFX.
context: What?\Will you be fine by yourself?\I'm going back to Enoshima.\Really?\I can't let the flowers wilt.\No Entry\Reinforcements have arrived.\Continue using your radar to find JFX. response:	There is no time.
context: Will you be fine by yourself?\I'm going back to Enoshima.\Really?\I can't let the flowers wilt.\No Entry\Reinforcements have arrived.\Continue using your radar to find JFX.\There is no time. response:	Yes, sir!
context: I'm going back to Enoshima.\Really?\I can't let the flowers wilt.\No Entry\Reinforcements have arrived.\Continue using your radar to find JFX.\There is no time.\Yes, sir! response:	The typhoon is coming.
context: Really?\I can't let the flowers wilt.\No Entry\Reinforcements have arrived.\Continue using your radar to find JFX.\There is no time.\Yes, sir!\The typhoon is coming. response:	At this rate, everyone in the area will fall under his control!
context: I can't let the flowers wilt.\No Entry\Reinforcements have arrived.\Continue using your radar to find JFX.\There is no time.\Yes, sir!\The typhoon is coming.\At this rate, everyone in the area will fall under his control! response:	This doesn't look good.
context: No Entry\Reinforcements have arrived.\Continue using your radar to find JFX.\There is no time.\Yes, sir!\The typhoon is coming.\At this rate, everyone in the area will fall under his control!\This doesn't look good. response:	What's going to happen to Enoshima?
context: Reinforcements have arrived.\Continue using your radar to find JFX.\There is no time.\Yes, sir!\The typhoon is coming.\At this rate, everyone in the area will fall under his control!\This doesn't look good.\What's going to happen to Enoshima? response:	What am I supposed to do?
context: Continue using your radar to find JFX.\There is no time.\Yes, sir!\The typhoon is coming.\At this rate, everyone in the area will fall under his control!\This doesn't look good.\What's going to happen to Enoshima?\What am I supposed to do? response:	Where are you?
context: There is no time.\Yes, sir!\The typhoon is coming.\At this rate, everyone in the area will fall under his control!\This doesn't look good.\What's going to happen to Enoshima?\What am I supposed to do?\Where are you? response:	I went to convince JF1.
context: Yes, sir!\The typhoon is coming.\At this rate, everyone in the area will fall under his control!\This doesn't look good.\What's going to happen to Enoshima?\What am I supposed to do?\Where are you?\I went to convince JF1. response:	Convince him? I told you, we do not care for aliens.
context: The typhoon is coming.\At this rate, everyone in the area will fall under his control!\This doesn't look good.\What's going to happen to Enoshima?\What am I supposed to do?\Where are you?\I went to convince JF1.\Convince him? I told you, we do not care for aliens. response:	Were you successful?
context: At this rate, everyone in the area will fall under his control!\This doesn't look good.\What's going to happen to Enoshima?\What am I supposed to do?\Where are you?\I went to convince JF1.\Convince him? I told you, we do not care for aliens.\Were you successful? response:	He escaped.
context: This doesn't look good.\What's going to happen to Enoshima?\What am I supposed to do?\Where are you?\I went to convince JF1.\Convince him? I told you, we do not care for aliens.\Were you successful?\He escaped. response:	That's what you get for trusting aliens.
context: What's going to happen to Enoshima?\What am I supposed to do?\Where are you?\I went to convince JF1.\Convince him? I told you, we do not care for aliens.\Were you successful?\He escaped.\That's what you get for trusting aliens. response:	Please allow me to fix this blunder.
context: What am I supposed to do?\Where are you?\I went to convince JF1.\Convince him? I told you, we do not care for aliens.\Were you successful?\He escaped.\That's what you get for trusting aliens.\Please allow me to fix this blunder. response:	What do you mean?
context: Where are you?\I went to convince JF1.\Convince him? I told you, we do not care for aliens.\Were you successful?\He escaped.\That's what you get for trusting aliens.\Please allow me to fix this blunder.\What do you mean? response:	I will catch JFX.
context: I went to convince JF1.\Convince him? I told you, we do not care for aliens.\Were you successful?\He escaped.\That's what you get for trusting aliens.\Please allow me to fix this blunder.\What do you mean?\I will catch JFX. response:	As you know, I am a skilled fisherman.
context: Convince him? I told you, we do not care for aliens.\Were you successful?\He escaped.\That's what you get for trusting aliens.\Please allow me to fix this blunder.\What do you mean?\I will catch JFX.\As you know, I am a skilled fisherman. response:	If we do not catch JFX before the typhoon hits,
context: Were you successful?\He escaped.\That's what you get for trusting aliens.\Please allow me to fix this blunder.\What do you mean?\I will catch JFX.\As you know, I am a skilled fisherman.\If we do not catch JFX before the typhoon hits, response:	we will be in serious trouble.
context: He escaped.\That's what you get for trusting aliens.\Please allow me to fix this blunder.\What do you mean?\I will catch JFX.\As you know, I am a skilled fisherman.\If we do not catch JFX before the typhoon hits,\we will be in serious trouble. response:	I've had enough of your nonsense.
context: That's what you get for trusting aliens.\Please allow me to fix this blunder.\What do you mean?\I will catch JFX.\As you know, I am a skilled fisherman.\If we do not catch JFX before the typhoon hits,\we will be in serious trouble.\I've had enough of your nonsense. response:	Have you forgotten, Yamada?
context: Please allow me to fix this blunder.\What do you mean?\I will catch JFX.\As you know, I am a skilled fisherman.\If we do not catch JFX before the typhoon hits,\we will be in serious trouble.\I've had enough of your nonsense.\Have you forgotten, Yamada? response:	Duck Rule 9: eliminate dangerous aliens immediately.
context: What do you mean?\I will catch JFX.\As you know, I am a skilled fisherman.\If we do not catch JFX before the typhoon hits,\we will be in serious trouble.\I've had enough of your nonsense.\Have you forgotten, Yamada?\Duck Rule 9: eliminate dangerous aliens immediately. response:	But why?
context: I will catch JFX.\As you know, I am a skilled fisherman.\If we do not catch JFX before the typhoon hits,\we will be in serious trouble.\I've had enough of your nonsense.\Have you forgotten, Yamada?\Duck Rule 9: eliminate dangerous aliens immediately.\But why? response:	To protect Earth, of course.
context: As you know, I am a skilled fisherman.\If we do not catch JFX before the typhoon hits,\we will be in serious trouble.\I've had enough of your nonsense.\Have you forgotten, Yamada?\Duck Rule 9: eliminate dangerous aliens immediately.\But why?\To protect Earth, of course. response:	You will be suspended temporarily.
context: If we do not catch JFX before the typhoon hits,\we will be in serious trouble.\I've had enough of your nonsense.\Have you forgotten, Yamada?\Duck Rule 9: eliminate dangerous aliens immediately.\But why?\To protect Earth, of course.\You will be suspended temporarily. response:	I cannot do that.
context: we will be in serious trouble.\I've had enough of your nonsense.\Have you forgotten, Yamada?\Duck Rule 9: eliminate dangerous aliens immediately.\But why?\To protect Earth, of course.\You will be suspended temporarily.\I cannot do that. response:	Enoshima has been entrusted to me.
context: I've had enough of your nonsense.\Have you forgotten, Yamada?\Duck Rule 9: eliminate dangerous aliens immediately.\But why?\To protect Earth, of course.\You will be suspended temporarily.\I cannot do that.\Enoshima has been entrusted to me. response:	You say that after everything you've already done?
context: Have you forgotten, Yamada?\Duck Rule 9: eliminate dangerous aliens immediately.\But why?\To protect Earth, of course.\You will be suspended temporarily.\I cannot do that.\Enoshima has been entrusted to me.\You say that after everything you've already done? response:	This is why you are still only a child!
context: Duck Rule 9: eliminate dangerous aliens immediately.\But why?\To protect Earth, of course.\You will be suspended temporarily.\I cannot do that.\Enoshima has been entrusted to me.\You say that after everything you've already done?\This is why you are still only a child! response:	Playing with your little friends suits you!
context: But why?\To protect Earth, of course.\You will be suspended temporarily.\I cannot do that.\Enoshima has been entrusted to me.\You say that after everything you've already done?\This is why you are still only a child!\Playing with your little friends suits you! response:	Sorry, but there are plenty of people
context: To protect Earth, of course.\You will be suspended temporarily.\I cannot do that.\Enoshima has been entrusted to me.\You say that after everything you've already done?\This is why you are still only a child!\Playing with your little friends suits you!\Sorry, but there are plenty of people response:	who could take your place.
context: You will be suspended temporarily.\I cannot do that.\Enoshima has been entrusted to me.\You say that after everything you've already done?\This is why you are still only a child!\Playing with your little friends suits you!\Sorry, but there are plenty of people\who could take your place. response:	With all due respect, what I wish to defend
context: I cannot do that.\Enoshima has been entrusted to me.\You say that after everything you've already done?\This is why you are still only a child!\Playing with your little friends suits you!\Sorry, but there are plenty of people\who could take your place.\With all due respect, what I wish to defend response:	is just as large as the Earth.
context: Enoshima has been entrusted to me.\You say that after everything you've already done?\This is why you are still only a child!\Playing with your little friends suits you!\Sorry, but there are plenty of people\who could take your place.\With all due respect, what I wish to defend\is just as large as the Earth. response:	High Speed Bus Station
context: You say that after everything you've already done?\This is why you are still only a child!\Playing with your little friends suits you!\Sorry, but there are plenty of people\who could take your place.\With all due respect, what I wish to defend\is just as large as the Earth.\High Speed Bus Station response:	I regretted doubting him for even a moment.
context: This is why you are still only a child!\Playing with your little friends suits you!\Sorry, but there are plenty of people\who could take your place.\With all due respect, what I wish to defend\is just as large as the Earth.\High Speed Bus Station\I regretted doubting him for even a moment. response:	I had only one thought.
context: Playing with your little friends suits you!\Sorry, but there are plenty of people\who could take your place.\With all due respect, what I wish to defend\is just as large as the Earth.\High Speed Bus Station\I regretted doubting him for even a moment.\I had only one thought. response:	Leave Enoshima!
context: Sorry, but there are plenty of people\who could take your place.\With all due respect, what I wish to defend\is just as large as the Earth.\High Speed Bus Station\I regretted doubting him for even a moment.\I had only one thought.\Leave Enoshima! response:	Breaking News
context: who could take your place.\With all due respect, what I wish to defend\is just as large as the Earth.\High Speed Bus Station\I regretted doubting him for even a moment.\I had only one thought.\Leave Enoshima!\Breaking News response:	Aliens in Enoshima!?
context: With all due respect, what I wish to defend\is just as large as the Earth.\High Speed Bus Station\I regretted doubting him for even a moment.\I had only one thought.\Leave Enoshima!\Breaking News\Aliens in Enoshima!? response:	I want to see Haru.
context: is just as large as the Earth.\High Speed Bus Station\I regretted doubting him for even a moment.\I had only one thought.\Leave Enoshima!\Breaking News\Aliens in Enoshima!?\I want to see Haru. response:	Right now.
context: High Speed Bus Station\I regretted doubting him for even a moment.\I had only one thought.\Leave Enoshima!\Breaking News\Aliens in Enoshima!?\I want to see Haru.\Right now. response:	As soon as possible.
context: I regretted doubting him for even a moment.\I had only one thought.\Leave Enoshima!\Breaking News\Aliens in Enoshima!?\I want to see Haru.\Right now.\As soon as possible. response:	Continued in 10
