context: The Unmovable Sovereign, Ozen the Immovable. response:	This irredeemable lesson of hers is a trial before setting off anew...
context: I wonder who wrote that...\Huh?\It's written overly large in crooked penmanship,\using old nether glyphs without any of the simplified forms.\On top of that, the paper it's on isn't even paper.\It's an unknown Relic.\It looks all worn out, but it really surprised me...\That thing can't be ripped even with my strength. response:	What in the world is waiting down at the netherworld's bottom together with Lyza?
context: Huh?\It's written overly large in crooked penmanship,\using old nether glyphs without any of the simplified forms.\On top of that, the paper it's on isn't even paper.\It's an unknown Relic.\It looks all worn out, but it really surprised me...\That thing can't be ripped even with my strength.\What in the world is waiting down at the netherworld's bottom together with Lyza? response:	Well then...
context: It's written overly large in crooked penmanship,\using old nether glyphs without any of the simplified forms.\On top of that, the paper it's on isn't even paper.\It's an unknown Relic.\It looks all worn out, but it really surprised me...\That thing can't be ripped even with my strength.\What in the world is waiting down at the netherworld's bottom together with Lyza?\Well then... response:	both of you, follow me.
context: using old nether glyphs without any of the simplified forms.\On top of that, the paper it's on isn't even paper.\It's an unknown Relic.\It looks all worn out, but it really surprised me...\That thing can't be ripped even with my strength.\What in the world is waiting down at the netherworld's bottom together with Lyza?\Well then...\both of you, follow me. response:	Here.
context: On top of that, the paper it's on isn't even paper.\It's an unknown Relic.\It looks all worn out, but it really surprised me...\That thing can't be ripped even with my strength.\What in the world is waiting down at the netherworld's bottom together with Lyza?\Well then...\both of you, follow me.\Here. response:	What's that?
context: It's an unknown Relic.\It looks all worn out, but it really surprised me...\That thing can't be ripped even with my strength.\What in the world is waiting down at the netherworld's bottom together with Lyza?\Well then...\both of you, follow me.\Here.\What's that? response:	Blaze Reap... the everlasting pickax.
context: It looks all worn out, but it really surprised me...\That thing can't be ripped even with my strength.\What in the world is waiting down at the netherworld's bottom together with Lyza?\Well then...\both of you, follow me.\Here.\What's that?\Blaze Reap... the everlasting pickax. response:	That's right...
context: That thing can't be ripped even with my strength.\What in the world is waiting down at the netherworld's bottom together with Lyza?\Well then...\both of you, follow me.\Here.\What's that?\Blaze Reap... the everlasting pickax.\That's right... response:	It's a specialized weapon with which Lyza the Annihilator spilled much blood.
context: What in the world is waiting down at the netherworld's bottom together with Lyza?\Well then...\both of you, follow me.\Here.\What's that?\Blaze Reap... the everlasting pickax.\That's right...\It's a specialized weapon with which Lyza the Annihilator spilled much blood. response:	It was stuck in the ground like a grave marker in that cluster of Eternal Fortunes I spoke of.
context: Well then...\both of you, follow me.\Here.\What's that?\Blaze Reap... the everlasting pickax.\That's right...\It's a specialized weapon with which Lyza the Annihilator spilled much blood.\It was stuck in the ground like a grave marker in that cluster of Eternal Fortunes I spoke of. response:	Huh?!
context: both of you, follow me.\Here.\What's that?\Blaze Reap... the everlasting pickax.\That's right...\It's a specialized weapon with which Lyza the Annihilator spilled much blood.\It was stuck in the ground like a grave marker in that cluster of Eternal Fortunes I spoke of.\Huh?! response:	My mother's...
context: Here.\What's that?\Blaze Reap... the everlasting pickax.\That's right...\It's a specialized weapon with which Lyza the Annihilator spilled much blood.\It was stuck in the ground like a grave marker in that cluster of Eternal Fortunes I spoke of.\Huh?!\My mother's... response:	Riko...
context: What's that?\Blaze Reap... the everlasting pickax.\That's right...\It's a specialized weapon with which Lyza the Annihilator spilled much blood.\It was stuck in the ground like a grave marker in that cluster of Eternal Fortunes I spoke of.\Huh?!\My mother's...\Riko... response:	The everlasting gunpowder inside it is fine, but the outer casing is in bad shape.
context: Blaze Reap... the everlasting pickax.\That's right...\It's a specialized weapon with which Lyza the Annihilator spilled much blood.\It was stuck in the ground like a grave marker in that cluster of Eternal Fortunes I spoke of.\Huh?!\My mother's...\Riko...\The everlasting gunpowder inside it is fine, but the outer casing is in bad shape. response:	It can only be used a few more times at best.
context: That's right...\It's a specialized weapon with which Lyza the Annihilator spilled much blood.\It was stuck in the ground like a grave marker in that cluster of Eternal Fortunes I spoke of.\Huh?!\My mother's...\Riko...\The everlasting gunpowder inside it is fine, but the outer casing is in bad shape.\It can only be used a few more times at best. response:	Well, it's a piece of junk that occasionally misfired even back then.
context: It's a specialized weapon with which Lyza the Annihilator spilled much blood.\It was stuck in the ground like a grave marker in that cluster of Eternal Fortunes I spoke of.\Huh?!\My mother's...\Riko...\The everlasting gunpowder inside it is fine, but the outer casing is in bad shape.\It can only be used a few more times at best.\Well, it's a piece of junk that occasionally misfired even back then. response:	We're talking about Lyza here, so I bet she's already found a new weapon.
context: It was stuck in the ground like a grave marker in that cluster of Eternal Fortunes I spoke of.\Huh?!\My mother's...\Riko...\The everlasting gunpowder inside it is fine, but the outer casing is in bad shape.\It can only be used a few more times at best.\Well, it's a piece of junk that occasionally misfired even back then.\We're talking about Lyza here, so I bet she's already found a new weapon. response:	I'll teach you how to use it.
context: Huh?!\My mother's...\Riko...\The everlasting gunpowder inside it is fine, but the outer casing is in bad shape.\It can only be used a few more times at best.\Well, it's a piece of junk that occasionally misfired even back then.\We're talking about Lyza here, so I bet she's already found a new weapon.\I'll teach you how to use it. response:	It should be able to act as an alternative to that Incinerator of yours.
context: My mother's...\Riko...\The everlasting gunpowder inside it is fine, but the outer casing is in bad shape.\It can only be used a few more times at best.\Well, it's a piece of junk that occasionally misfired even back then.\We're talking about Lyza here, so I bet she's already found a new weapon.\I'll teach you how to use it.\It should be able to act as an alternative to that Incinerator of yours. response:	You really mean that?!
context: Riko...\The everlasting gunpowder inside it is fine, but the outer casing is in bad shape.\It can only be used a few more times at best.\Well, it's a piece of junk that occasionally misfired even back then.\We're talking about Lyza here, so I bet she's already found a new weapon.\I'll teach you how to use it.\It should be able to act as an alternative to that Incinerator of yours.\You really mean that?! response:	Thank you!
context: The everlasting gunpowder inside it is fine, but the outer casing is in bad shape.\It can only be used a few more times at best.\Well, it's a piece of junk that occasionally misfired even back then.\We're talking about Lyza here, so I bet she's already found a new weapon.\I'll teach you how to use it.\It should be able to act as an alternative to that Incinerator of yours.\You really mean that?!\Thank you! response:	In addition...
context: It can only be used a few more times at best.\Well, it's a piece of junk that occasionally misfired even back then.\We're talking about Lyza here, so I bet she's already found a new weapon.\I'll teach you how to use it.\It should be able to act as an alternative to that Incinerator of yours.\You really mean that?!\Thank you!\In addition... response:	What I'm about to tell you must not be shared with anyone else.
context: Well, it's a piece of junk that occasionally misfired even back then.\We're talking about Lyza here, so I bet she's already found a new weapon.\I'll teach you how to use it.\It should be able to act as an alternative to that Incinerator of yours.\You really mean that?!\Thank you!\In addition...\What I'm about to tell you must not be shared with anyone else. response:	With those words, Ozen spoke of...
context: We're talking about Lyza here, so I bet she's already found a new weapon.\I'll teach you how to use it.\It should be able to act as an alternative to that Incinerator of yours.\You really mean that?!\Thank you!\In addition...\What I'm about to tell you must not be shared with anyone else.\With those words, Ozen spoke of... response:	the numerous secrets that had been transmitted from the last dives of many generations of White Whistles,
context: I'll teach you how to use it.\It should be able to act as an alternative to that Incinerator of yours.\You really mean that?!\Thank you!\In addition...\What I'm about to tell you must not be shared with anyone else.\With those words, Ozen spoke of...\the numerous secrets that had been transmitted from the last dives of many generations of White Whistles, response:	which are passed down by word of mouth among only themselves.
context: It should be able to act as an alternative to that Incinerator of yours.\You really mean that?!\Thank you!\In addition...\What I'm about to tell you must not be shared with anyone else.\With those words, Ozen spoke of...\the numerous secrets that had been transmitted from the last dives of many generations of White Whistles,\which are passed down by word of mouth among only themselves. response:	Perhaps, those were the very deepest voices of Abyss that people are capable of carrying to us.
context: You really mean that?!\Thank you!\In addition...\What I'm about to tell you must not be shared with anyone else.\With those words, Ozen spoke of...\the numerous secrets that had been transmitted from the last dives of many generations of White Whistles,\which are passed down by word of mouth among only themselves.\Perhaps, those were the very deepest voices of Abyss that people are capable of carrying to us. response:	We heard about the cryptic device for traversing the fifth layer's Sea...
context: Thank you!\In addition...\What I'm about to tell you must not be shared with anyone else.\With those words, Ozen spoke of...\the numerous secrets that had been transmitted from the last dives of many generations of White Whistles,\which are passed down by word of mouth among only themselves.\Perhaps, those were the very deepest voices of Abyss that people are capable of carrying to us.\We heard about the cryptic device for traversing the fifth layer's Sea... response:	About how a white whistle's timbre acts as a key to activate a certain class of Relics.
context: In addition...\What I'm about to tell you must not be shared with anyone else.\With those words, Ozen spoke of...\the numerous secrets that had been transmitted from the last dives of many generations of White Whistles,\which are passed down by word of mouth among only themselves.\Perhaps, those were the very deepest voices of Abyss that people are capable of carrying to us.\We heard about the cryptic device for traversing the fifth layer's Sea...\About how a white whistle's timbre acts as a key to activate a certain class of Relics. response:	About the mysterious ring of the seventh layer that only a few White Whistles are said to have seen.
context: What I'm about to tell you must not be shared with anyone else.\With those words, Ozen spoke of...\the numerous secrets that had been transmitted from the last dives of many generations of White Whistles,\which are passed down by word of mouth among only themselves.\Perhaps, those were the very deepest voices of Abyss that people are capable of carrying to us.\We heard about the cryptic device for traversing the fifth layer's Sea...\About how a white whistle's timbre acts as a key to activate a certain class of Relics.\About the mysterious ring of the seventh layer that only a few White Whistles are said to have seen. response:	When Ozen said she hates deceiving children, she was telling the truth...
context: With those words, Ozen spoke of...\the numerous secrets that had been transmitted from the last dives of many generations of White Whistles,\which are passed down by word of mouth among only themselves.\Perhaps, those were the very deepest voices of Abyss that people are capable of carrying to us.\We heard about the cryptic device for traversing the fifth layer's Sea...\About how a white whistle's timbre acts as a key to activate a certain class of Relics.\About the mysterious ring of the seventh layer that only a few White Whistles are said to have seen.\When Ozen said she hates deceiving children, she was telling the truth... response:	From start to finish, this monster sitting before us held nothing back.
context: the numerous secrets that had been transmitted from the last dives of many generations of White Whistles,\which are passed down by word of mouth among only themselves.\Perhaps, those were the very deepest voices of Abyss that people are capable of carrying to us.\We heard about the cryptic device for traversing the fifth layer's Sea...\About how a white whistle's timbre acts as a key to activate a certain class of Relics.\About the mysterious ring of the seventh layer that only a few White Whistles are said to have seen.\When Ozen said she hates deceiving children, she was telling the truth...\From start to finish, this monster sitting before us held nothing back. response:	So you're already heading out, huh?
context: which are passed down by word of mouth among only themselves.\Perhaps, those were the very deepest voices of Abyss that people are capable of carrying to us.\We heard about the cryptic device for traversing the fifth layer's Sea...\About how a white whistle's timbre acts as a key to activate a certain class of Relics.\About the mysterious ring of the seventh layer that only a few White Whistles are said to have seen.\When Ozen said she hates deceiving children, she was telling the truth...\From start to finish, this monster sitting before us held nothing back.\So you're already heading out, huh? response:	It'll be lonely around here.
context: Perhaps, those were the very deepest voices of Abyss that people are capable of carrying to us.\We heard about the cryptic device for traversing the fifth layer's Sea...\About how a white whistle's timbre acts as a key to activate a certain class of Relics.\About the mysterious ring of the seventh layer that only a few White Whistles are said to have seen.\When Ozen said she hates deceiving children, she was telling the truth...\From start to finish, this monster sitting before us held nothing back.\So you're already heading out, huh?\It'll be lonely around here. response:	Don't you think it's cold of Ozen not to come see you off?
context: We heard about the cryptic device for traversing the fifth layer's Sea...\About how a white whistle's timbre acts as a key to activate a certain class of Relics.\About the mysterious ring of the seventh layer that only a few White Whistles are said to have seen.\When Ozen said she hates deceiving children, she was telling the truth...\From start to finish, this monster sitting before us held nothing back.\So you're already heading out, huh?\It'll be lonely around here.\Don't you think it's cold of Ozen not to come see you off? response:	No, it's alright.
context: About how a white whistle's timbre acts as a key to activate a certain class of Relics.\About the mysterious ring of the seventh layer that only a few White Whistles are said to have seen.\When Ozen said she hates deceiving children, she was telling the truth...\From start to finish, this monster sitting before us held nothing back.\So you're already heading out, huh?\It'll be lonely around here.\Don't you think it's cold of Ozen not to come see you off?\No, it's alright. response:	Huh?
context: About the mysterious ring of the seventh layer that only a few White Whistles are said to have seen.\When Ozen said she hates deceiving children, she was telling the truth...\From start to finish, this monster sitting before us held nothing back.\So you're already heading out, huh?\It'll be lonely around here.\Don't you think it's cold of Ozen not to come see you off?\No, it's alright.\Huh? response:	She's already given us so much, after all...
context: When Ozen said she hates deceiving children, she was telling the truth...\From start to finish, this monster sitting before us held nothing back.\So you're already heading out, huh?\It'll be lonely around here.\Don't you think it's cold of Ozen not to come see you off?\No, it's alright.\Huh?\She's already given us so much, after all... response:	She's taught us many things...
context: From start to finish, this monster sitting before us held nothing back.\So you're already heading out, huh?\It'll be lonely around here.\Don't you think it's cold of Ozen not to come see you off?\No, it's alright.\Huh?\She's already given us so much, after all...\She's taught us many things... response:	It wouldn't be right to ask any more of her.
context: So you're already heading out, huh?\It'll be lonely around here.\Don't you think it's cold of Ozen not to come see you off?\No, it's alright.\Huh?\She's already given us so much, after all...\She's taught us many things...\It wouldn't be right to ask any more of her. response:	What's this?
context: It'll be lonely around here.\Don't you think it's cold of Ozen not to come see you off?\No, it's alright.\Huh?\She's already given us so much, after all...\She's taught us many things...\It wouldn't be right to ask any more of her.\What's this? response:	Despite all appearances, you're quite humble.
context: Don't you think it's cold of Ozen not to come see you off?\No, it's alright.\Huh?\She's already given us so much, after all...\She's taught us many things...\It wouldn't be right to ask any more of her.\What's this?\Despite all appearances, you're quite humble. response:	Hey, cut that out.
context: No, it's alright.\Huh?\She's already given us so much, after all...\She's taught us many things...\It wouldn't be right to ask any more of her.\What's this?\Despite all appearances, you're quite humble.\Hey, cut that out. response:	Marulk!
context: Huh?\She's already given us so much, after all...\She's taught us many things...\It wouldn't be right to ask any more of her.\What's this?\Despite all appearances, you're quite humble.\Hey, cut that out.\Marulk! response:	Well, you take care now.
context: She's already given us so much, after all...\She's taught us many things...\It wouldn't be right to ask any more of her.\What's this?\Despite all appearances, you're quite humble.\Hey, cut that out.\Marulk!\Well, you take care now. response:	I find it hard to say this, but...
context: She's taught us many things...\It wouldn't be right to ask any more of her.\What's this?\Despite all appearances, you're quite humble.\Hey, cut that out.\Marulk!\Well, you take care now.\I find it hard to say this, but... response:	If you come back and say, It's impossible, after all, it'd be oh so nice...
context: It wouldn't be right to ask any more of her.\What's this?\Despite all appearances, you're quite humble.\Hey, cut that out.\Marulk!\Well, you take care now.\I find it hard to say this, but...\If you come back and say, It's impossible, after all, it'd be oh so nice... response:	Marulk...
context: What's this?\Despite all appearances, you're quite humble.\Hey, cut that out.\Marulk!\Well, you take care now.\I find it hard to say this, but...\If you come back and say, It's impossible, after all, it'd be oh so nice...\Marulk... response:	I've seen off all kinds of people who leave on journeys they won't return from...
context: Despite all appearances, you're quite humble.\Hey, cut that out.\Marulk!\Well, you take care now.\I find it hard to say this, but...\If you come back and say, It's impossible, after all, it'd be oh so nice...\Marulk...\I've seen off all kinds of people who leave on journeys they won't return from... response:	But... today is the saddest I've ever felt.
context: Hey, cut that out.\Marulk!\Well, you take care now.\I find it hard to say this, but...\If you come back and say, It's impossible, after all, it'd be oh so nice...\Marulk...\I've seen off all kinds of people who leave on journeys they won't return from...\But... today is the saddest I've ever felt. response:	Reg and that girl...
context: Marulk!\Well, you take care now.\I find it hard to say this, but...\If you come back and say, It's impossible, after all, it'd be oh so nice...\Marulk...\I've seen off all kinds of people who leave on journeys they won't return from...\But... today is the saddest I've ever felt.\Reg and that girl... response:	As expected, they were quick to pick up on cave-raiding techniques.
context: Well, you take care now.\I find it hard to say this, but...\If you come back and say, It's impossible, after all, it'd be oh so nice...\Marulk...\I've seen off all kinds of people who leave on journeys they won't return from...\But... today is the saddest I've ever felt.\Reg and that girl...\As expected, they were quick to pick up on cave-raiding techniques. response:	Although, I didn't want to let them go until more memories come back...
context: I find it hard to say this, but...\If you come back and say, It's impossible, after all, it'd be oh so nice...\Marulk...\I've seen off all kinds of people who leave on journeys they won't return from...\But... today is the saddest I've ever felt.\Reg and that girl...\As expected, they were quick to pick up on cave-raiding techniques.\Although, I didn't want to let them go until more memories come back... response:	Well, nothing I can do about it.
context: If you come back and say, It's impossible, after all, it'd be oh so nice...\Marulk...\I've seen off all kinds of people who leave on journeys they won't return from...\But... today is the saddest I've ever felt.\Reg and that girl...\As expected, they were quick to pick up on cave-raiding techniques.\Although, I didn't want to let them go until more memories come back...\Well, nothing I can do about it. response:	Right, Lyza?
context: Marulk...\I've seen off all kinds of people who leave on journeys they won't return from...\But... today is the saddest I've ever felt.\Reg and that girl...\As expected, they were quick to pick up on cave-raiding techniques.\Although, I didn't want to let them go until more memories come back...\Well, nothing I can do about it.\Right, Lyza? response:	That baby crawled toward the Abyss the moment she was let out of the Vessel,
context: I've seen off all kinds of people who leave on journeys they won't return from...\But... today is the saddest I've ever felt.\Reg and that girl...\As expected, they were quick to pick up on cave-raiding techniques.\Although, I didn't want to let them go until more memories come back...\Well, nothing I can do about it.\Right, Lyza?\That baby crawled toward the Abyss the moment she was let out of the Vessel, response:	which is pretty darn creepy, right?
context: But... today is the saddest I've ever felt.\Reg and that girl...\As expected, they were quick to pick up on cave-raiding techniques.\Although, I didn't want to let them go until more memories come back...\Well, nothing I can do about it.\Right, Lyza?\That baby crawled toward the Abyss the moment she was let out of the Vessel,\which is pretty darn creepy, right? response:	Thanks to you, she's monstrously energetic now.
context: Reg and that girl...\As expected, they were quick to pick up on cave-raiding techniques.\Although, I didn't want to let them go until more memories come back...\Well, nothing I can do about it.\Right, Lyza?\That baby crawled toward the Abyss the moment she was let out of the Vessel,\which is pretty darn creepy, right?\Thanks to you, she's monstrously energetic now. response:	My apprentice is already fed up with her.
context: As expected, they were quick to pick up on cave-raiding techniques.\Although, I didn't want to let them go until more memories come back...\Well, nothing I can do about it.\Right, Lyza?\That baby crawled toward the Abyss the moment she was let out of the Vessel,\which is pretty darn creepy, right?\Thanks to you, she's monstrously energetic now.\My apprentice is already fed up with her. response:	Well, that's just splendid...
context: Although, I didn't want to let them go until more memories come back...\Well, nothing I can do about it.\Right, Lyza?\That baby crawled toward the Abyss the moment she was let out of the Vessel,\which is pretty darn creepy, right?\Thanks to you, she's monstrously energetic now.\My apprentice is already fed up with her.\Well, that's just splendid... response:	You have an apprentice?
context: Well, nothing I can do about it.\Right, Lyza?\That baby crawled toward the Abyss the moment she was let out of the Vessel,\which is pretty darn creepy, right?\Thanks to you, she's monstrously energetic now.\My apprentice is already fed up with her.\Well, that's just splendid...\You have an apprentice? response:	His name's Jiruo. You've met him before, right?
context: Right, Lyza?\That baby crawled toward the Abyss the moment she was let out of the Vessel,\which is pretty darn creepy, right?\Thanks to you, she's monstrously energetic now.\My apprentice is already fed up with her.\Well, that's just splendid...\You have an apprentice?\His name's Jiruo. You've met him before, right? response:	Ah, that rash and shameless kid who turned down my invitation...
context: That baby crawled toward the Abyss the moment she was let out of the Vessel,\which is pretty darn creepy, right?\Thanks to you, she's monstrously energetic now.\My apprentice is already fed up with her.\Well, that's just splendid...\You have an apprentice?\His name's Jiruo. You've met him before, right?\Ah, that rash and shameless kid who turned down my invitation... response:	I prefer the Sovereign of Annihilation.
context: which is pretty darn creepy, right?\Thanks to you, she's monstrously energetic now.\My apprentice is already fed up with her.\Well, that's just splendid...\You have an apprentice?\His name's Jiruo. You've met him before, right?\Ah, that rash and shameless kid who turned down my invitation...\I prefer the Sovereign of Annihilation. response:	The fact that she hasn't dropped dead or been killed means you're doing a good job keeping her hidden.
context: Thanks to you, she's monstrously energetic now.\My apprentice is already fed up with her.\Well, that's just splendid...\You have an apprentice?\His name's Jiruo. You've met him before, right?\Ah, that rash and shameless kid who turned down my invitation...\I prefer the Sovereign of Annihilation.\The fact that she hasn't dropped dead or been killed means you're doing a good job keeping her hidden. response:	If it ever came to light that she's your daughter,
context: My apprentice is already fed up with her.\Well, that's just splendid...\You have an apprentice?\His name's Jiruo. You've met him before, right?\Ah, that rash and shameless kid who turned down my invitation...\I prefer the Sovereign of Annihilation.\The fact that she hasn't dropped dead or been killed means you're doing a good job keeping her hidden.\If it ever came to light that she's your daughter, response:	she'd be kidnapped by ruffians while you're down in the Abyss.
context: Well, that's just splendid...\You have an apprentice?\His name's Jiruo. You've met him before, right?\Ah, that rash and shameless kid who turned down my invitation...\I prefer the Sovereign of Annihilation.\The fact that she hasn't dropped dead or been killed means you're doing a good job keeping her hidden.\If it ever came to light that she's your daughter,\she'd be kidnapped by ruffians while you're down in the Abyss. response:	And, if you're lucky, she'd be held hostage, but if you're unlucky...
context: You have an apprentice?\His name's Jiruo. You've met him before, right?\Ah, that rash and shameless kid who turned down my invitation...\I prefer the Sovereign of Annihilation.\The fact that she hasn't dropped dead or been killed means you're doing a good job keeping her hidden.\If it ever came to light that she's your daughter,\she'd be kidnapped by ruffians while you're down in the Abyss.\And, if you're lucky, she'd be held hostage, but if you're unlucky... response:	It's alright. My apprentice is top grade.
context: His name's Jiruo. You've met him before, right?\Ah, that rash and shameless kid who turned down my invitation...\I prefer the Sovereign of Annihilation.\The fact that she hasn't dropped dead or been killed means you're doing a good job keeping her hidden.\If it ever came to light that she's your daughter,\she'd be kidnapped by ruffians while you're down in the Abyss.\And, if you're lucky, she'd be held hostage, but if you're unlucky...\It's alright. My apprentice is top grade. response:	However, be that as it may...
context: Ah, that rash and shameless kid who turned down my invitation...\I prefer the Sovereign of Annihilation.\The fact that she hasn't dropped dead or been killed means you're doing a good job keeping her hidden.\If it ever came to light that she's your daughter,\she'd be kidnapped by ruffians while you're down in the Abyss.\And, if you're lucky, she'd be held hostage, but if you're unlucky...\It's alright. My apprentice is top grade.\However, be that as it may... response:	Riko is incredibly precious to me.
context: I prefer the Sovereign of Annihilation.\The fact that she hasn't dropped dead or been killed means you're doing a good job keeping her hidden.\If it ever came to light that she's your daughter,\she'd be kidnapped by ruffians while you're down in the Abyss.\And, if you're lucky, she'd be held hostage, but if you're unlucky...\It's alright. My apprentice is top grade.\However, be that as it may...\Riko is incredibly precious to me. response:	No matter the Relic or whatever else of mine I offer as payment, it's not enough.
context: The fact that she hasn't dropped dead or been killed means you're doing a good job keeping her hidden.\If it ever came to light that she's your daughter,\she'd be kidnapped by ruffians while you're down in the Abyss.\And, if you're lucky, she'd be held hostage, but if you're unlucky...\It's alright. My apprentice is top grade.\However, be that as it may...\Riko is incredibly precious to me.\No matter the Relic or whatever else of mine I offer as payment, it's not enough. response:	Thanks to a whole heap of priceless things, that girl is alive right now.
context: If it ever came to light that she's your daughter,\she'd be kidnapped by ruffians while you're down in the Abyss.\And, if you're lucky, she'd be held hostage, but if you're unlucky...\It's alright. My apprentice is top grade.\However, be that as it may...\Riko is incredibly precious to me.\No matter the Relic or whatever else of mine I offer as payment, it's not enough.\Thanks to a whole heap of priceless things, that girl is alive right now. response:	If I continue to stay with her, I'm liable to take Riko's right to set off on adventures away from her,
context: she'd be kidnapped by ruffians while you're down in the Abyss.\And, if you're lucky, she'd be held hostage, but if you're unlucky...\It's alright. My apprentice is top grade.\However, be that as it may...\Riko is incredibly precious to me.\No matter the Relic or whatever else of mine I offer as payment, it's not enough.\Thanks to a whole heap of priceless things, that girl is alive right now.\If I continue to stay with her, I'm liable to take Riko's right to set off on adventures away from her, response:	and I myself will likely become separated from the Abyss.
context: And, if you're lucky, she'd be held hostage, but if you're unlucky...\It's alright. My apprentice is top grade.\However, be that as it may...\Riko is incredibly precious to me.\No matter the Relic or whatever else of mine I offer as payment, it's not enough.\Thanks to a whole heap of priceless things, that girl is alive right now.\If I continue to stay with her, I'm liable to take Riko's right to set off on adventures away from her,\and I myself will likely become separated from the Abyss. response:	Before that happens, I'm heading out...
context: It's alright. My apprentice is top grade.\However, be that as it may...\Riko is incredibly precious to me.\No matter the Relic or whatever else of mine I offer as payment, it's not enough.\Thanks to a whole heap of priceless things, that girl is alive right now.\If I continue to stay with her, I'm liable to take Riko's right to set off on adventures away from her,\and I myself will likely become separated from the Abyss.\Before that happens, I'm heading out... response:	So that my girl is free to choose whatever path...
context: However, be that as it may...\Riko is incredibly precious to me.\No matter the Relic or whatever else of mine I offer as payment, it's not enough.\Thanks to a whole heap of priceless things, that girl is alive right now.\If I continue to stay with her, I'm liable to take Riko's right to set off on adventures away from her,\and I myself will likely become separated from the Abyss.\Before that happens, I'm heading out...\So that my girl is free to choose whatever path... response:	I wonder what you're glossing over here...
context: Riko is incredibly precious to me.\No matter the Relic or whatever else of mine I offer as payment, it's not enough.\Thanks to a whole heap of priceless things, that girl is alive right now.\If I continue to stay with her, I'm liable to take Riko's right to set off on adventures away from her,\and I myself will likely become separated from the Abyss.\Before that happens, I'm heading out...\So that my girl is free to choose whatever path...\I wonder what you're glossing over here... response:	Isn't it true that you simply got an urge to see the bottom?
context: No matter the Relic or whatever else of mine I offer as payment, it's not enough.\Thanks to a whole heap of priceless things, that girl is alive right now.\If I continue to stay with her, I'm liable to take Riko's right to set off on adventures away from her,\and I myself will likely become separated from the Abyss.\Before that happens, I'm heading out...\So that my girl is free to choose whatever path...\I wonder what you're glossing over here...\Isn't it true that you simply got an urge to see the bottom? response:	Hey, Ozen...
context: Thanks to a whole heap of priceless things, that girl is alive right now.\If I continue to stay with her, I'm liable to take Riko's right to set off on adventures away from her,\and I myself will likely become separated from the Abyss.\Before that happens, I'm heading out...\So that my girl is free to choose whatever path...\I wonder what you're glossing over here...\Isn't it true that you simply got an urge to see the bottom?\Hey, Ozen... response:	If Riko once again sets out to reach the bottom and in doing so comes to stand before you,
context: If I continue to stay with her, I'm liable to take Riko's right to set off on adventures away from her,\and I myself will likely become separated from the Abyss.\Before that happens, I'm heading out...\So that my girl is free to choose whatever path...\I wonder what you're glossing over here...\Isn't it true that you simply got an urge to see the bottom?\Hey, Ozen...\If Riko once again sets out to reach the bottom and in doing so comes to stand before you, response:	I'd like you to tell her.
context: and I myself will likely become separated from the Abyss.\Before that happens, I'm heading out...\So that my girl is free to choose whatever path...\I wonder what you're glossing over here...\Isn't it true that you simply got an urge to see the bottom?\Hey, Ozen...\If Riko once again sets out to reach the bottom and in doing so comes to stand before you,\I'd like you to tell her. response:	You mean about how she's a living corpse?
context: Before that happens, I'm heading out...\So that my girl is free to choose whatever path...\I wonder what you're glossing over here...\Isn't it true that you simply got an urge to see the bottom?\Hey, Ozen...\If Riko once again sets out to reach the bottom and in doing so comes to stand before you,\I'd like you to tell her.\You mean about how she's a living corpse? response:	That's right.
context: So that my girl is free to choose whatever path...\I wonder what you're glossing over here...\Isn't it true that you simply got an urge to see the bottom?\Hey, Ozen...\If Riko once again sets out to reach the bottom and in doing so comes to stand before you,\I'd like you to tell her.\You mean about how she's a living corpse?\That's right. response:	About how much of a miracle it took to make it so that she's able to move at all...
context: I wonder what you're glossing over here...\Isn't it true that you simply got an urge to see the bottom?\Hey, Ozen...\If Riko once again sets out to reach the bottom and in doing so comes to stand before you,\I'd like you to tell her.\You mean about how she's a living corpse?\That's right.\About how much of a miracle it took to make it so that she's able to move at all... response:	About how to tackle the magnificent adventures that are waiting for her...
context: Isn't it true that you simply got an urge to see the bottom?\Hey, Ozen...\If Riko once again sets out to reach the bottom and in doing so comes to stand before you,\I'd like you to tell her.\You mean about how she's a living corpse?\That's right.\About how much of a miracle it took to make it so that she's able to move at all...\About how to tackle the magnificent adventures that are waiting for her... response:	What a pain. Do that yourself.
context: Hey, Ozen...\If Riko once again sets out to reach the bottom and in doing so comes to stand before you,\I'd like you to tell her.\You mean about how she's a living corpse?\That's right.\About how much of a miracle it took to make it so that she's able to move at all...\About how to tackle the magnificent adventures that are waiting for her...\What a pain. Do that yourself. response:	Well, if we're just talking about sending her on to you...
context: If Riko once again sets out to reach the bottom and in doing so comes to stand before you,\I'd like you to tell her.\You mean about how she's a living corpse?\That's right.\About how much of a miracle it took to make it so that she's able to move at all...\About how to tackle the magnificent adventures that are waiting for her...\What a pain. Do that yourself.\Well, if we're just talking about sending her on to you... response:	I'll do it.
context: I'd like you to tell her.\You mean about how she's a living corpse?\That's right.\About how much of a miracle it took to make it so that she's able to move at all...\About how to tackle the magnificent adventures that are waiting for her...\What a pain. Do that yourself.\Well, if we're just talking about sending her on to you...\I'll do it. response:	Good grief... How irredeemable...
