context: I'm going to win. response:	Name: kuebiko 09/04 22:50 ID Steel Lady Nanase isn't made up. She's a real ghost.
context: Now, on to...\our third solution.\Dueling Fictions\Let's formulate another hypothesis.\Steel Lady Nanase is not a spectre.\She is a fake ghost created by a living human being,\and the one who killed Detective Terada is also human.\Because Steel Lady Nanase is not Nanase Karin, response:	its appearance and her death don't match up.
context: our third solution.\Dueling Fictions\Let's formulate another hypothesis.\Steel Lady Nanase is not a spectre.\She is a fake ghost created by a living human being,\and the one who killed Detective Terada is also human.\Because Steel Lady Nanase is not Nanase Karin,\its appearance and her death don't match up. response:	Steel Lady Nanase Investigation Headquarters
context: Dueling Fictions\Let's formulate another hypothesis.\Steel Lady Nanase is not a spectre.\She is a fake ghost created by a living human being,\and the one who killed Detective Terada is also human.\Because Steel Lady Nanase is not Nanase Karin,\its appearance and her death don't match up.\Steel Lady Nanase Investigation Headquarters response:	I'd like to revisit Nanase Karin's death.
context: Let's formulate another hypothesis.\Steel Lady Nanase is not a spectre.\She is a fake ghost created by a living human being,\and the one who killed Detective Terada is also human.\Because Steel Lady Nanase is not Nanase Karin,\its appearance and her death don't match up.\Steel Lady Nanase Investigation Headquarters\I'd like to revisit Nanase Karin's death. response:	There are still some inconsistencies about her death.
context: Steel Lady Nanase is not a spectre.\She is a fake ghost created by a living human being,\and the one who killed Detective Terada is also human.\Because Steel Lady Nanase is not Nanase Karin,\its appearance and her death don't match up.\Steel Lady Nanase Investigation Headquarters\I'd like to revisit Nanase Karin's death.\There are still some inconsistencies about her death. response:	Nanase Karin (Haruko)
context: She is a fake ghost created by a living human being,\and the one who killed Detective Terada is also human.\Because Steel Lady Nanase is not Nanase Karin,\its appearance and her death don't match up.\Steel Lady Nanase Investigation Headquarters\I'd like to revisit Nanase Karin's death.\There are still some inconsistencies about her death.\Nanase Karin (Haruko) response:	Dead
context: and the one who killed Detective Terada is also human.\Because Steel Lady Nanase is not Nanase Karin,\its appearance and her death don't match up.\Steel Lady Nanase Investigation Headquarters\I'd like to revisit Nanase Karin's death.\There are still some inconsistencies about her death.\Nanase Karin (Haruko)\Dead response:	There are those who say that didn't sound like a way she'd go.
context: Because Steel Lady Nanase is not Nanase Karin,\its appearance and her death don't match up.\Steel Lady Nanase Investigation Headquarters\I'd like to revisit Nanase Karin's death.\There are still some inconsistencies about her death.\Nanase Karin (Haruko)\Dead\There are those who say that didn't sound like a way she'd go. response:	Accidental Death
context: its appearance and her death don't match up.\Steel Lady Nanase Investigation Headquarters\I'd like to revisit Nanase Karin's death.\There are still some inconsistencies about her death.\Nanase Karin (Haruko)\Dead\There are those who say that didn't sound like a way she'd go.\Accidental Death response:	An accidental death that seemed like suicide
context: Steel Lady Nanase Investigation Headquarters\I'd like to revisit Nanase Karin's death.\There are still some inconsistencies about her death.\Nanase Karin (Haruko)\Dead\There are those who say that didn't sound like a way she'd go.\Accidental Death\An accidental death that seemed like suicide response:	She definitely felt trapped.
context: I'd like to revisit Nanase Karin's death.\There are still some inconsistencies about her death.\Nanase Karin (Haruko)\Dead\There are those who say that didn't sound like a way she'd go.\Accidental Death\An accidental death that seemed like suicide\She definitely felt trapped. response:	She had lost her hard-earned place in the entertainment business,
context: There are still some inconsistencies about her death.\Nanase Karin (Haruko)\Dead\There are those who say that didn't sound like a way she'd go.\Accidental Death\An accidental death that seemed like suicide\She definitely felt trapped.\She had lost her hard-earned place in the entertainment business, response:	and a comeback was proving difficult.
context: Nanase Karin (Haruko)\Dead\There are those who say that didn't sound like a way she'd go.\Accidental Death\An accidental death that seemed like suicide\She definitely felt trapped.\She had lost her hard-earned place in the entertainment business,\and a comeback was proving difficult. response:	On top of that, she was accused of killing her father.
context: Dead\There are those who say that didn't sound like a way she'd go.\Accidental Death\An accidental death that seemed like suicide\She definitely felt trapped.\She had lost her hard-earned place in the entertainment business,\and a comeback was proving difficult.\On top of that, she was accused of killing her father. response:	And if those accusations stemmed from her own father's handwritten notes,
context: There are those who say that didn't sound like a way she'd go.\Accidental Death\An accidental death that seemed like suicide\She definitely felt trapped.\She had lost her hard-earned place in the entertainment business,\and a comeback was proving difficult.\On top of that, she was accused of killing her father.\And if those accusations stemmed from her own father's handwritten notes, response:	then her whole life had basically been shattered.
context: Accidental Death\An accidental death that seemed like suicide\She definitely felt trapped.\She had lost her hard-earned place in the entertainment business,\and a comeback was proving difficult.\On top of that, she was accused of killing her father.\And if those accusations stemmed from her own father's handwritten notes,\then her whole life had basically been shattered. response:	The motives for a suicide are all there.
context: An accidental death that seemed like suicide\She definitely felt trapped.\She had lost her hard-earned place in the entertainment business,\and a comeback was proving difficult.\On top of that, she was accused of killing her father.\And if those accusations stemmed from her own father's handwritten notes,\then her whole life had basically been shattered.\The motives for a suicide are all there. response:	But her own older sister is expressing doubts about her suicide.
context: She definitely felt trapped.\She had lost her hard-earned place in the entertainment business,\and a comeback was proving difficult.\On top of that, she was accused of killing her father.\And if those accusations stemmed from her own father's handwritten notes,\then her whole life had basically been shattered.\The motives for a suicide are all there.\But her own older sister is expressing doubts about her suicide. response:	Nanase Karin (Haruko)
context: She had lost her hard-earned place in the entertainment business,\and a comeback was proving difficult.\On top of that, she was accused of killing her father.\And if those accusations stemmed from her own father's handwritten notes,\then her whole life had basically been shattered.\The motives for a suicide are all there.\But her own older sister is expressing doubts about her suicide.\Nanase Karin (Haruko) response:	Dead
context: and a comeback was proving difficult.\On top of that, she was accused of killing her father.\And if those accusations stemmed from her own father's handwritten notes,\then her whole life had basically been shattered.\The motives for a suicide are all there.\But her own older sister is expressing doubts about her suicide.\Nanase Karin (Haruko)\Dead response:	Nanase Karin (Haruko)
context: On top of that, she was accused of killing her father.\And if those accusations stemmed from her own father's handwritten notes,\then her whole life had basically been shattered.\The motives for a suicide are all there.\But her own older sister is expressing doubts about her suicide.\Nanase Karin (Haruko)\Dead\Nanase Karin (Haruko) response:	Dead
context: And if those accusations stemmed from her own father's handwritten notes,\then her whole life had basically been shattered.\The motives for a suicide are all there.\But her own older sister is expressing doubts about her suicide.\Nanase Karin (Haruko)\Dead\Nanase Karin (Haruko)\Dead response:	Older Sister
context: then her whole life had basically been shattered.\The motives for a suicide are all there.\But her own older sister is expressing doubts about her suicide.\Nanase Karin (Haruko)\Dead\Nanase Karin (Haruko)\Dead\Older Sister response:	Anon
context: The motives for a suicide are all there.\But her own older sister is expressing doubts about her suicide.\Nanase Karin (Haruko)\Dead\Nanase Karin (Haruko)\Dead\Older Sister\Anon response:	I heard the interview.
context: But her own older sister is expressing doubts about her suicide.\Nanase Karin (Haruko)\Dead\Nanase Karin (Haruko)\Dead\Older Sister\Anon\I heard the interview. response:	She said she didn't think that was enough to actually get to her sister,
context: Nanase Karin (Haruko)\Dead\Nanase Karin (Haruko)\Dead\Older Sister\Anon\I heard the interview.\She said she didn't think that was enough to actually get to her sister, response:	and that she wouldn't willfully die such a gruesome death.
context: Dead\Nanase Karin (Haruko)\Dead\Older Sister\Anon\I heard the interview.\She said she didn't think that was enough to actually get to her sister,\and that she wouldn't willfully die such a gruesome death. response:	When a family member commits suicide,
context: Nanase Karin (Haruko)\Dead\Older Sister\Anon\I heard the interview.\She said she didn't think that was enough to actually get to her sister,\and that she wouldn't willfully die such a gruesome death.\When a family member commits suicide, response:	there are times when the remaining family members can't readily accept it.
context: Dead\Older Sister\Anon\I heard the interview.\She said she didn't think that was enough to actually get to her sister,\and that she wouldn't willfully die such a gruesome death.\When a family member commits suicide,\there are times when the remaining family members can't readily accept it. response:	If part of the reason for that suicide is another family member,
context: Older Sister\Anon\I heard the interview.\She said she didn't think that was enough to actually get to her sister,\and that she wouldn't willfully die such a gruesome death.\When a family member commits suicide,\there are times when the remaining family members can't readily accept it.\If part of the reason for that suicide is another family member, response:	they tend to shift the blame to someone else so they won't be suspected.
context: Anon\I heard the interview.\She said she didn't think that was enough to actually get to her sister,\and that she wouldn't willfully die such a gruesome death.\When a family member commits suicide,\there are times when the remaining family members can't readily accept it.\If part of the reason for that suicide is another family member,\they tend to shift the blame to someone else so they won't be suspected. response:	But her sister made statements to the police and others
context: I heard the interview.\She said she didn't think that was enough to actually get to her sister,\and that she wouldn't willfully die such a gruesome death.\When a family member commits suicide,\there are times when the remaining family members can't readily accept it.\If part of the reason for that suicide is another family member,\they tend to shift the blame to someone else so they won't be suspected.\But her sister made statements to the police and others response:	that just made them suspect her more.
context: She said she didn't think that was enough to actually get to her sister,\and that she wouldn't willfully die such a gruesome death.\When a family member commits suicide,\there are times when the remaining family members can't readily accept it.\If part of the reason for that suicide is another family member,\they tend to shift the blame to someone else so they won't be suspected.\But her sister made statements to the police and others\that just made them suspect her more. response:	Morgue
context: and that she wouldn't willfully die such a gruesome death.\When a family member commits suicide,\there are times when the remaining family members can't readily accept it.\If part of the reason for that suicide is another family member,\they tend to shift the blame to someone else so they won't be suspected.\But her sister made statements to the police and others\that just made them suspect her more.\Morgue response:	Would she have said all that just to shift the blame?
context: When a family member commits suicide,\there are times when the remaining family members can't readily accept it.\If part of the reason for that suicide is another family member,\they tend to shift the blame to someone else so they won't be suspected.\But her sister made statements to the police and others\that just made them suspect her more.\Morgue\Would she have said all that just to shift the blame? response:	Her sister had doubts from the very beginning.
context: there are times when the remaining family members can't readily accept it.\If part of the reason for that suicide is another family member,\they tend to shift the blame to someone else so they won't be suspected.\But her sister made statements to the police and others\that just made them suspect her more.\Morgue\Would she have said all that just to shift the blame?\Her sister had doubts from the very beginning. response:	Did Nanase Karin, AKA Nanase Haruko, truly die?
context: If part of the reason for that suicide is another family member,\they tend to shift the blame to someone else so they won't be suspected.\But her sister made statements to the police and others\that just made them suspect her more.\Morgue\Would she have said all that just to shift the blame?\Her sister had doubts from the very beginning.\Did Nanase Karin, AKA Nanase Haruko, truly die? response:	Couldn't it have been someone else that was crushed by the steel beam?
context: they tend to shift the blame to someone else so they won't be suspected.\But her sister made statements to the police and others\that just made them suspect her more.\Morgue\Would she have said all that just to shift the blame?\Her sister had doubts from the very beginning.\Did Nanase Karin, AKA Nanase Haruko, truly die?\Couldn't it have been someone else that was crushed by the steel beam? response:	A double?
context: But her sister made statements to the police and others\that just made them suspect her more.\Morgue\Would she have said all that just to shift the blame?\Her sister had doubts from the very beginning.\Did Nanase Karin, AKA Nanase Haruko, truly die?\Couldn't it have been someone else that was crushed by the steel beam?\A double? response:	A double is a given when you have a corpse without a face.
context: that just made them suspect her more.\Morgue\Would she have said all that just to shift the blame?\Her sister had doubts from the very beginning.\Did Nanase Karin, AKA Nanase Haruko, truly die?\Couldn't it have been someone else that was crushed by the steel beam?\A double?\A double is a given when you have a corpse without a face. response:	Of course, they took the proper steps to identify the corpse.
context: Morgue\Would she have said all that just to shift the blame?\Her sister had doubts from the very beginning.\Did Nanase Karin, AKA Nanase Haruko, truly die?\Couldn't it have been someone else that was crushed by the steel beam?\A double?\A double is a given when you have a corpse without a face.\Of course, they took the proper steps to identify the corpse. response:	Her clothes, her blood type, her fingerprints,
context: Would she have said all that just to shift the blame?\Her sister had doubts from the very beginning.\Did Nanase Karin, AKA Nanase Haruko, truly die?\Couldn't it have been someone else that was crushed by the steel beam?\A double?\A double is a given when you have a corpse without a face.\Of course, they took the proper steps to identify the corpse.\Her clothes, her blood type, her fingerprints, response:	her physical appearance...
context: Her sister had doubts from the very beginning.\Did Nanase Karin, AKA Nanase Haruko, truly die?\Couldn't it have been someone else that was crushed by the steel beam?\A double?\A double is a given when you have a corpse without a face.\Of course, they took the proper steps to identify the corpse.\Her clothes, her blood type, her fingerprints,\her physical appearance... response:	But how trustworthy is any of that?
context: Did Nanase Karin, AKA Nanase Haruko, truly die?\Couldn't it have been someone else that was crushed by the steel beam?\A double?\A double is a given when you have a corpse without a face.\Of course, they took the proper steps to identify the corpse.\Her clothes, her blood type, her fingerprints,\her physical appearance...\But how trustworthy is any of that? response:	Clothes can be changed.
context: Couldn't it have been someone else that was crushed by the steel beam?\A double?\A double is a given when you have a corpse without a face.\Of course, they took the proper steps to identify the corpse.\Her clothes, her blood type, her fingerprints,\her physical appearance...\But how trustworthy is any of that?\Clothes can be changed. response:	It's not like she had ever been fingerprinted by the police prior.
context: A double?\A double is a given when you have a corpse without a face.\Of course, they took the proper steps to identify the corpse.\Her clothes, her blood type, her fingerprints,\her physical appearance...\But how trustworthy is any of that?\Clothes can be changed.\It's not like she had ever been fingerprinted by the police prior. response:	You could always switch out
context: A double is a given when you have a corpse without a face.\Of course, they took the proper steps to identify the corpse.\Her clothes, her blood type, her fingerprints,\her physical appearance...\But how trustworthy is any of that?\Clothes can be changed.\It's not like she had ever been fingerprinted by the police prior.\You could always switch out response:	the personal belongings in her room with someone else's.
context: Of course, they took the proper steps to identify the corpse.\Her clothes, her blood type, her fingerprints,\her physical appearance...\But how trustworthy is any of that?\Clothes can be changed.\It's not like she had ever been fingerprinted by the police prior.\You could always switch out\the personal belongings in her room with someone else's. response:	Her teeth were smashed to pieces along with her face.
context: Her clothes, her blood type, her fingerprints,\her physical appearance...\But how trustworthy is any of that?\Clothes can be changed.\It's not like she had ever been fingerprinted by the police prior.\You could always switch out\the personal belongings in her room with someone else's.\Her teeth were smashed to pieces along with her face. response:	There are plenty of other people who have her blood type.
context: her physical appearance...\But how trustworthy is any of that?\Clothes can be changed.\It's not like she had ever been fingerprinted by the police prior.\You could always switch out\the personal belongings in her room with someone else's.\Her teeth were smashed to pieces along with her face.\There are plenty of other people who have her blood type. response:	You can't dismiss the possibility that she'd been switched with someone else.
context: But how trustworthy is any of that?\Clothes can be changed.\It's not like she had ever been fingerprinted by the police prior.\You could always switch out\the personal belongings in her room with someone else's.\Her teeth were smashed to pieces along with her face.\There are plenty of other people who have her blood type.\You can't dismiss the possibility that she'd been switched with someone else. response:	Which means it's theoretically possible to have a double.
context: Clothes can be changed.\It's not like she had ever been fingerprinted by the police prior.\You could always switch out\the personal belongings in her room with someone else's.\Her teeth were smashed to pieces along with her face.\There are plenty of other people who have her blood type.\You can't dismiss the possibility that she'd been switched with someone else.\Which means it's theoretically possible to have a double. response:	Despite the fact that her face was smashed in,
context: It's not like she had ever been fingerprinted by the police prior.\You could always switch out\the personal belongings in her room with someone else's.\Her teeth were smashed to pieces along with her face.\There are plenty of other people who have her blood type.\You can't dismiss the possibility that she'd been switched with someone else.\Which means it's theoretically possible to have a double.\Despite the fact that her face was smashed in, response:	if the police conclude that a double wasn't possible, it'd be a success.
context: You could always switch out\the personal belongings in her room with someone else's.\Her teeth were smashed to pieces along with her face.\There are plenty of other people who have her blood type.\You can't dismiss the possibility that she'd been switched with someone else.\Which means it's theoretically possible to have a double.\Despite the fact that her face was smashed in,\if the police conclude that a double wasn't possible, it'd be a success. response:	Nameless
context: the personal belongings in her room with someone else's.\Her teeth were smashed to pieces along with her face.\There are plenty of other people who have her blood type.\You can't dismiss the possibility that she'd been switched with someone else.\Which means it's theoretically possible to have a double.\Despite the fact that her face was smashed in,\if the police conclude that a double wasn't possible, it'd be a success.\Nameless response:	But realistically speaking, switching the bodies out would've been impossible.
context: Her teeth were smashed to pieces along with her face.\There are plenty of other people who have her blood type.\You can't dismiss the possibility that she'd been switched with someone else.\Which means it's theoretically possible to have a double.\Despite the fact that her face was smashed in,\if the police conclude that a double wasn't possible, it'd be a success.\Nameless\But realistically speaking, switching the bodies out would've been impossible. response:	Reality doesn't matter.
context: There are plenty of other people who have her blood type.\You can't dismiss the possibility that she'd been switched with someone else.\Which means it's theoretically possible to have a double.\Despite the fact that her face was smashed in,\if the police conclude that a double wasn't possible, it'd be a success.\Nameless\But realistically speaking, switching the bodies out would've been impossible.\Reality doesn't matter. response:	Older Sister
context: You can't dismiss the possibility that she'd been switched with someone else.\Which means it's theoretically possible to have a double.\Despite the fact that her face was smashed in,\if the police conclude that a double wasn't possible, it'd be a success.\Nameless\But realistically speaking, switching the bodies out would've been impossible.\Reality doesn't matter.\Older Sister response:	What's important is that Nanase Karin's older sister
context: Which means it's theoretically possible to have a double.\Despite the fact that her face was smashed in,\if the police conclude that a double wasn't possible, it'd be a success.\Nameless\But realistically speaking, switching the bodies out would've been impossible.\Reality doesn't matter.\Older Sister\What's important is that Nanase Karin's older sister response:	Doubt
context: Despite the fact that her face was smashed in,\if the police conclude that a double wasn't possible, it'd be a success.\Nameless\But realistically speaking, switching the bodies out would've been impossible.\Reality doesn't matter.\Older Sister\What's important is that Nanase Karin's older sister\Doubt response:	actually had suspicions that this corpse could've been someone else.
context: if the police conclude that a double wasn't possible, it'd be a success.\Nameless\But realistically speaking, switching the bodies out would've been impossible.\Reality doesn't matter.\Older Sister\What's important is that Nanase Karin's older sister\Doubt\actually had suspicions that this corpse could've been someone else. response:	Nanase Karin (Haruko)
context: Nameless\But realistically speaking, switching the bodies out would've been impossible.\Reality doesn't matter.\Older Sister\What's important is that Nanase Karin's older sister\Doubt\actually had suspicions that this corpse could've been someone else.\Nanase Karin (Haruko) response:	Older Sister
context: But realistically speaking, switching the bodies out would've been impossible.\Reality doesn't matter.\Older Sister\What's important is that Nanase Karin's older sister\Doubt\actually had suspicions that this corpse could've been someone else.\Nanase Karin (Haruko)\Older Sister response:	Doubt
context: Reality doesn't matter.\Older Sister\What's important is that Nanase Karin's older sister\Doubt\actually had suspicions that this corpse could've been someone else.\Nanase Karin (Haruko)\Older Sister\Doubt response:	Dead
context: Older Sister\What's important is that Nanase Karin's older sister\Doubt\actually had suspicions that this corpse could've been someone else.\Nanase Karin (Haruko)\Older Sister\Doubt\Dead response:	Accidental Death
context: What's important is that Nanase Karin's older sister\Doubt\actually had suspicions that this corpse could've been someone else.\Nanase Karin (Haruko)\Older Sister\Doubt\Dead\Accidental Death response:	An accidental death that seemed like suicide
context: Doubt\actually had suspicions that this corpse could've been someone else.\Nanase Karin (Haruko)\Older Sister\Doubt\Dead\Accidental Death\An accidental death that seemed like suicide response:	Her younger sister died in a very uncharacteristic way.
context: actually had suspicions that this corpse could've been someone else.\Nanase Karin (Haruko)\Older Sister\Doubt\Dead\Accidental Death\An accidental death that seemed like suicide\Her younger sister died in a very uncharacteristic way. response:	Her sassy little sister, who was smart and on the road to becoming a popular idol.
context: Nanase Karin (Haruko)\Older Sister\Doubt\Dead\Accidental Death\An accidental death that seemed like suicide\Her younger sister died in a very uncharacteristic way.\Her sassy little sister, who was smart and on the road to becoming a popular idol. response:	There's no way she'd die like that.
context: Older Sister\Doubt\Dead\Accidental Death\An accidental death that seemed like suicide\Her younger sister died in a very uncharacteristic way.\Her sassy little sister, who was smart and on the road to becoming a popular idol.\There's no way she'd die like that. response:	Of course she'd think that way.
context: Doubt\Dead\Accidental Death\An accidental death that seemed like suicide\Her younger sister died in a very uncharacteristic way.\Her sassy little sister, who was smart and on the road to becoming a popular idol.\There's no way she'd die like that.\Of course she'd think that way. response:	Or rather...
context: Dead\Accidental Death\An accidental death that seemed like suicide\Her younger sister died in a very uncharacteristic way.\Her sassy little sister, who was smart and on the road to becoming a popular idol.\There's no way she'd die like that.\Of course she'd think that way.\Or rather... response:	The more spite you might've had yourself,
context: Accidental Death\An accidental death that seemed like suicide\Her younger sister died in a very uncharacteristic way.\Her sassy little sister, who was smart and on the road to becoming a popular idol.\There's no way she'd die like that.\Of course she'd think that way.\Or rather...\The more spite you might've had yourself, response:	the more likely you are to suspect someone else doing the same.
context: An accidental death that seemed like suicide\Her younger sister died in a very uncharacteristic way.\Her sassy little sister, who was smart and on the road to becoming a popular idol.\There's no way she'd die like that.\Of course she'd think that way.\Or rather...\The more spite you might've had yourself,\the more likely you are to suspect someone else doing the same. response:	So who was the one who leaked her father's handwritten note to the media?
context: Her younger sister died in a very uncharacteristic way.\Her sassy little sister, who was smart and on the road to becoming a popular idol.\There's no way she'd die like that.\Of course she'd think that way.\Or rather...\The more spite you might've had yourself,\the more likely you are to suspect someone else doing the same.\So who was the one who leaked her father's handwritten note to the media? response:	The only probable answer is Nanase Karin's older sister.
context: Her sassy little sister, who was smart and on the road to becoming a popular idol.\There's no way she'd die like that.\Of course she'd think that way.\Or rather...\The more spite you might've had yourself,\the more likely you are to suspect someone else doing the same.\So who was the one who leaked her father's handwritten note to the media?\The only probable answer is Nanase Karin's older sister. response:	Was Hatsumi actually fond of her little sister?
context: There's no way she'd die like that.\Of course she'd think that way.\Or rather...\The more spite you might've had yourself,\the more likely you are to suspect someone else doing the same.\So who was the one who leaked her father's handwritten note to the media?\The only probable answer is Nanase Karin's older sister.\Was Hatsumi actually fond of her little sister? response:	Surely, she was always unfairly compared to her glorious little sister.
context: Of course she'd think that way.\Or rather...\The more spite you might've had yourself,\the more likely you are to suspect someone else doing the same.\So who was the one who leaked her father's handwritten note to the media?\The only probable answer is Nanase Karin's older sister.\Was Hatsumi actually fond of her little sister?\Surely, she was always unfairly compared to her glorious little sister. response:	The sisters probably were not on good terms.
context: Or rather...\The more spite you might've had yourself,\the more likely you are to suspect someone else doing the same.\So who was the one who leaked her father's handwritten note to the media?\The only probable answer is Nanase Karin's older sister.\Was Hatsumi actually fond of her little sister?\Surely, she was always unfairly compared to her glorious little sister.\The sisters probably were not on good terms. response:	When the allegations came out that Nanase Karin may have killed her father,
context: The more spite you might've had yourself,\the more likely you are to suspect someone else doing the same.\So who was the one who leaked her father's handwritten note to the media?\The only probable answer is Nanase Karin's older sister.\Was Hatsumi actually fond of her little sister?\Surely, she was always unfairly compared to her glorious little sister.\The sisters probably were not on good terms.\When the allegations came out that Nanase Karin may have killed her father, response:	Steel Lady Nanase Investigation Headquarters
context: the more likely you are to suspect someone else doing the same.\So who was the one who leaked her father's handwritten note to the media?\The only probable answer is Nanase Karin's older sister.\Was Hatsumi actually fond of her little sister?\Surely, she was always unfairly compared to her glorious little sister.\The sisters probably were not on good terms.\When the allegations came out that Nanase Karin may have killed her father,\Steel Lady Nanase Investigation Headquarters response:	her sister never made any statements to defend her.
context: So who was the one who leaked her father's handwritten note to the media?\The only probable answer is Nanase Karin's older sister.\Was Hatsumi actually fond of her little sister?\Surely, she was always unfairly compared to her glorious little sister.\The sisters probably were not on good terms.\When the allegations came out that Nanase Karin may have killed her father,\Steel Lady Nanase Investigation Headquarters\her sister never made any statements to defend her. response:	Older Sister
context: The only probable answer is Nanase Karin's older sister.\Was Hatsumi actually fond of her little sister?\Surely, she was always unfairly compared to her glorious little sister.\The sisters probably were not on good terms.\When the allegations came out that Nanase Karin may have killed her father,\Steel Lady Nanase Investigation Headquarters\her sister never made any statements to defend her.\Older Sister response:	Handwritten note
context: Was Hatsumi actually fond of her little sister?\Surely, she was always unfairly compared to her glorious little sister.\The sisters probably were not on good terms.\When the allegations came out that Nanase Karin may have killed her father,\Steel Lady Nanase Investigation Headquarters\her sister never made any statements to defend her.\Older Sister\Handwritten note response:	Dad
context: Surely, she was always unfairly compared to her glorious little sister.\The sisters probably were not on good terms.\When the allegations came out that Nanase Karin may have killed her father,\Steel Lady Nanase Investigation Headquarters\her sister never made any statements to defend her.\Older Sister\Handwritten note\Dad response:	Publisher
context: The sisters probably were not on good terms.\When the allegations came out that Nanase Karin may have killed her father,\Steel Lady Nanase Investigation Headquarters\her sister never made any statements to defend her.\Older Sister\Handwritten note\Dad\Publisher response:	Doubt
context: When the allegations came out that Nanase Karin may have killed her father,\Steel Lady Nanase Investigation Headquarters\her sister never made any statements to defend her.\Older Sister\Handwritten note\Dad\Publisher\Doubt response:	Dead
context: Steel Lady Nanase Investigation Headquarters\her sister never made any statements to defend her.\Older Sister\Handwritten note\Dad\Publisher\Doubt\Dead response:	Accidental Death
context: her sister never made any statements to defend her.\Older Sister\Handwritten note\Dad\Publisher\Doubt\Dead\Accidental Death response:	An accidental death that seemed like suicide
context: Older Sister\Handwritten note\Dad\Publisher\Doubt\Dead\Accidental Death\An accidental death that seemed like suicide response:	Nanase Karin (Haruko)
context: Handwritten note\Dad\Publisher\Doubt\Dead\Accidental Death\An accidental death that seemed like suicide\Nanase Karin (Haruko) response:	She didn't even try to criticize the media
context: Dad\Publisher\Doubt\Dead\Accidental Death\An accidental death that seemed like suicide\Nanase Karin (Haruko)\She didn't even try to criticize the media response:	that had driven her sister to suicide.
context: Publisher\Doubt\Dead\Accidental Death\An accidental death that seemed like suicide\Nanase Karin (Haruko)\She didn't even try to criticize the media\that had driven her sister to suicide. response:	Hatsumi sent the media that note to get
context: Doubt\Dead\Accidental Death\An accidental death that seemed like suicide\Nanase Karin (Haruko)\She didn't even try to criticize the media\that had driven her sister to suicide.\Hatsumi sent the media that note to get response:	a bit of revenge against her sister.
context: Dead\Accidental Death\An accidental death that seemed like suicide\Nanase Karin (Haruko)\She didn't even try to criticize the media\that had driven her sister to suicide.\Hatsumi sent the media that note to get\a bit of revenge against her sister. response:	But what resulted from her sending the note probably far exceeded her expectations.
context: Accidental Death\An accidental death that seemed like suicide\Nanase Karin (Haruko)\She didn't even try to criticize the media\that had driven her sister to suicide.\Hatsumi sent the media that note to get\a bit of revenge against her sister.\But what resulted from her sending the note probably far exceeded her expectations. response:	That's why...
context: An accidental death that seemed like suicide\Nanase Karin (Haruko)\She didn't even try to criticize the media\that had driven her sister to suicide.\Hatsumi sent the media that note to get\a bit of revenge against her sister.\But what resulted from her sending the note probably far exceeded her expectations.\That's why... response:	There's no way Haruko would die so easily...
context: Nanase Karin (Haruko)\She didn't even try to criticize the media\that had driven her sister to suicide.\Hatsumi sent the media that note to get\a bit of revenge against her sister.\But what resulted from her sending the note probably far exceeded her expectations.\That's why...\There's no way Haruko would die so easily... response:	Isn't it possible she was killed by someone else?!
context: She didn't even try to criticize the media\that had driven her sister to suicide.\Hatsumi sent the media that note to get\a bit of revenge against her sister.\But what resulted from her sending the note probably far exceeded her expectations.\That's why...\There's no way Haruko would die so easily...\Isn't it possible she was killed by someone else?! response:	Someone else?
context: that had driven her sister to suicide.\Hatsumi sent the media that note to get\a bit of revenge against her sister.\But what resulted from her sending the note probably far exceeded her expectations.\That's why...\There's no way Haruko would die so easily...\Isn't it possible she was killed by someone else?!\Someone else? response:	This body must be... someone else's...
context: Hatsumi sent the media that note to get\a bit of revenge against her sister.\But what resulted from her sending the note probably far exceeded her expectations.\That's why...\There's no way Haruko would die so easily...\Isn't it possible she was killed by someone else?!\Someone else?\This body must be... someone else's... response:	She wondered if her sister had faked her death so she could get revenge on her.
context: a bit of revenge against her sister.\But what resulted from her sending the note probably far exceeded her expectations.\That's why...\There's no way Haruko would die so easily...\Isn't it possible she was killed by someone else?!\Someone else?\This body must be... someone else's...\She wondered if her sister had faked her death so she could get revenge on her. response:	Realistically, switching out the bodies would've been a difficult feat.
context: But what resulted from her sending the note probably far exceeded her expectations.\That's why...\There's no way Haruko would die so easily...\Isn't it possible she was killed by someone else?!\Someone else?\This body must be... someone else's...\She wondered if her sister had faked her death so she could get revenge on her.\Realistically, switching out the bodies would've been a difficult feat. response:	But it's also not impossible.
context: That's why...\There's no way Haruko would die so easily...\Isn't it possible she was killed by someone else?!\Someone else?\This body must be... someone else's...\She wondered if her sister had faked her death so she could get revenge on her.\Realistically, switching out the bodies would've been a difficult feat.\But it's also not impossible. response:	To Hatsumi, it seemed very likely that her sister would do something like that.
context: There's no way Haruko would die so easily...\Isn't it possible she was killed by someone else?!\Someone else?\This body must be... someone else's...\She wondered if her sister had faked her death so she could get revenge on her.\Realistically, switching out the bodies would've been a difficult feat.\But it's also not impossible.\To Hatsumi, it seemed very likely that her sister would do something like that. response:	She seemed to Hatsumi to be the type that would try
context: Isn't it possible she was killed by someone else?!\Someone else?\This body must be... someone else's...\She wondered if her sister had faked her death so she could get revenge on her.\Realistically, switching out the bodies would've been a difficult feat.\But it's also not impossible.\To Hatsumi, it seemed very likely that her sister would do something like that.\She seemed to Hatsumi to be the type that would try response:	to get revenge if she found out that someone had put her through all that.
