context: Dear Mom... response:	The weather in Tokyo is cool, but hotter than the Tohoku region.
context: Spiking doesn't just involve slamming the ball into the ground.\If you're calm, you'll see how to attack.\Oh, that's not true, Bokuto-san.\You're late, Akaashi!\Owls Cats\All right!\Akaashi, nice!\Get the last part, Shrimpy! response:	Right!
context: If you're calm, you'll see how to attack.\Oh, that's not true, Bokuto-san.\You're late, Akaashi!\Owls Cats\All right!\Akaashi, nice!\Get the last part, Shrimpy!\Right! response:	Ah! Hey!
context: Oh, that's not true, Bokuto-san.\You're late, Akaashi!\Owls Cats\All right!\Akaashi, nice!\Get the last part, Shrimpy!\Right!\Ah! Hey! response:	You guys are playing dirty!
context: You're late, Akaashi!\Owls Cats\All right!\Akaashi, nice!\Get the last part, Shrimpy!\Right!\Ah! Hey!\You guys are playing dirty! response:	This isn't even a wall...
context: Owls Cats\All right!\Akaashi, nice!\Get the last part, Shrimpy!\Right!\Ah! Hey!\You guys are playing dirty!\This isn't even a wall... response:	It's more like an umbrella...
context: All right!\Akaashi, nice!\Get the last part, Shrimpy!\Right!\Ah! Hey!\You guys are playing dirty!\This isn't even a wall...\It's more like an umbrella... response:	There isn't anywhere to aim.
context: Akaashi, nice!\Get the last part, Shrimpy!\Right!\Ah! Hey!\You guys are playing dirty!\This isn't even a wall...\It's more like an umbrella...\There isn't anywhere to aim. response:	If you're calm,
context: Get the last part, Shrimpy!\Right!\Ah! Hey!\You guys are playing dirty!\This isn't even a wall...\It's more like an umbrella...\There isn't anywhere to aim.\If you're calm, response:	you'll see how to attack.
context: Right!\Ah! Hey!\You guys are playing dirty!\This isn't even a wall...\It's more like an umbrella...\There isn't anywhere to aim.\If you're calm,\you'll see how to attack. response:	He hit up?!
context: Ah! Hey!\You guys are playing dirty!\This isn't even a wall...\It's more like an umbrella...\There isn't anywhere to aim.\If you're calm,\you'll see how to attack.\He hit up?! response:	Ow...
context: You guys are playing dirty!\This isn't even a wall...\It's more like an umbrella...\There isn't anywhere to aim.\If you're calm,\you'll see how to attack.\He hit up?!\Ow... response:	Did you... actually aim for that?
context: This isn't even a wall...\It's more like an umbrella...\There isn't anywhere to aim.\If you're calm,\you'll see how to attack.\He hit up?!\Ow...\Did you... actually aim for that? response:	That was an amazing wipe!
context: It's more like an umbrella...\There isn't anywhere to aim.\If you're calm,\you'll see how to attack.\He hit up?!\Ow...\Did you... actually aim for that?\That was an amazing wipe! response:	Oh. Well, I did aim for Lev's fingertips.
context: There isn't anywhere to aim.\If you're calm,\you'll see how to attack.\He hit up?!\Ow...\Did you... actually aim for that?\That was an amazing wipe!\Oh. Well, I did aim for Lev's fingertips. response:	What?!
context: If you're calm,\you'll see how to attack.\He hit up?!\Ow...\Did you... actually aim for that?\That was an amazing wipe!\Oh. Well, I did aim for Lev's fingertips.\What?! response:	It was sheer luck that it hit.
context: you'll see how to attack.\He hit up?!\Ow...\Did you... actually aim for that?\That was an amazing wipe!\Oh. Well, I did aim for Lev's fingertips.\What?!\It was sheer luck that it hit. response:	I can't hit that accurately
context: He hit up?!\Ow...\Did you... actually aim for that?\That was an amazing wipe!\Oh. Well, I did aim for Lev's fingertips.\What?!\It was sheer luck that it hit.\I can't hit that accurately response:	You were covered by three blockers, each around 190cm tall!
context: Ow...\Did you... actually aim for that?\That was an amazing wipe!\Oh. Well, I did aim for Lev's fingertips.\What?!\It was sheer luck that it hit.\I can't hit that accurately\You were covered by three blockers, each around 190cm tall! response:	Not to mention that terrible toss!
context: Did you... actually aim for that?\That was an amazing wipe!\Oh. Well, I did aim for Lev's fingertips.\What?!\It was sheer luck that it hit.\I can't hit that accurately\You were covered by three blockers, each around 190cm tall!\Not to mention that terrible toss! response:	Well done! I'm moved!
context: That was an amazing wipe!\Oh. Well, I did aim for Lev's fingertips.\What?!\It was sheer luck that it hit.\I can't hit that accurately\You were covered by three blockers, each around 190cm tall!\Not to mention that terrible toss!\Well done! I'm moved! response:	The valiant little warrior who fights in the face of a two-meter wall!
context: Oh. Well, I did aim for Lev's fingertips.\What?!\It was sheer luck that it hit.\I can't hit that accurately\You were covered by three blockers, each around 190cm tall!\Not to mention that terrible toss!\Well done! I'm moved!\The valiant little warrior who fights in the face of a two-meter wall! response:	Talk about over-exaggerating...
context: What?!\It was sheer luck that it hit.\I can't hit that accurately\You were covered by three blockers, each around 190cm tall!\Not to mention that terrible toss!\Well done! I'm moved!\The valiant little warrior who fights in the face of a two-meter wall!\Talk about over-exaggerating... response:	Somehow 190 cm turned into two meters.
context: It was sheer luck that it hit.\I can't hit that accurately\You were covered by three blockers, each around 190cm tall!\Not to mention that terrible toss!\Well done! I'm moved!\The valiant little warrior who fights in the face of a two-meter wall!\Talk about over-exaggerating...\Somehow 190 cm turned into two meters. response:	I shall give you a new special attack.
context: I can't hit that accurately\You were covered by three blockers, each around 190cm tall!\Not to mention that terrible toss!\Well done! I'm moved!\The valiant little warrior who fights in the face of a two-meter wall!\Talk about over-exaggerating...\Somehow 190 cm turned into two meters.\I shall give you a new special attack. response:	A special attack?!
context: You were covered by three blockers, each around 190cm tall!\Not to mention that terrible toss!\Well done! I'm moved!\The valiant little warrior who fights in the face of a two-meter wall!\Talk about over-exaggerating...\Somehow 190 cm turned into two meters.\I shall give you a new special attack.\A special attack?! response:	Here's the next one!
context: Not to mention that terrible toss!\Well done! I'm moved!\The valiant little warrior who fights in the face of a two-meter wall!\Talk about over-exaggerating...\Somehow 190 cm turned into two meters.\I shall give you a new special attack.\A special attack?!\Here's the next one! response:	Slot five.
context: Well done! I'm moved!\The valiant little warrior who fights in the face of a two-meter wall!\Talk about over-exaggerating...\Somehow 190 cm turned into two meters.\I shall give you a new special attack.\A special attack?!\Here's the next one!\Slot five. response:	One more.
context: The valiant little warrior who fights in the face of a two-meter wall!\Talk about over-exaggerating...\Somehow 190 cm turned into two meters.\I shall give you a new special attack.\A special attack?!\Here's the next one!\Slot five.\One more. response:	I'm sure you must be pretty tired, Hitoka-chan.
context: Talk about over-exaggerating...\Somehow 190 cm turned into two meters.\I shall give you a new special attack.\A special attack?!\Here's the next one!\Slot five.\One more.\I'm sure you must be pretty tired, Hitoka-chan. response:	Are you okay?
context: Somehow 190 cm turned into two meters.\I shall give you a new special attack.\A special attack?!\Here's the next one!\Slot five.\One more.\I'm sure you must be pretty tired, Hitoka-chan.\Are you okay? response:	Yes! I'm sorry!
context: I shall give you a new special attack.\A special attack?!\Here's the next one!\Slot five.\One more.\I'm sure you must be pretty tired, Hitoka-chan.\Are you okay?\Yes! I'm sorry! response:	Today's the last day, so let's do our best.
context: A special attack?!\Here's the next one!\Slot five.\One more.\I'm sure you must be pretty tired, Hitoka-chan.\Are you okay?\Yes! I'm sorry!\Today's the last day, so let's do our best. response:	Right!
context: Here's the next one!\Slot five.\One more.\I'm sure you must be pretty tired, Hitoka-chan.\Are you okay?\Yes! I'm sorry!\Today's the last day, so let's do our best.\Right! response:	Morning, Hinata!
context: Slot five.\One more.\I'm sure you must be pretty tired, Hitoka-chan.\Are you okay?\Yes! I'm sorry!\Today's the last day, so let's do our best.\Right!\Morning, Hinata! response:	Ah, Yachi-san. Morning!
context: One more.\I'm sure you must be pretty tired, Hitoka-chan.\Are you okay?\Yes! I'm sorry!\Today's the last day, so let's do our best.\Right!\Morning, Hinata!\Ah, Yachi-san. Morning! response:	Man, I'm starving!
context: I'm sure you must be pretty tired, Hitoka-chan.\Are you okay?\Yes! I'm sorry!\Today's the last day, so let's do our best.\Right!\Morning, Hinata!\Ah, Yachi-san. Morning!\Man, I'm starving! response:	Oh, yeah...
context: Are you okay?\Yes! I'm sorry!\Today's the last day, so let's do our best.\Right!\Morning, Hinata!\Ah, Yachi-san. Morning!\Man, I'm starving!\Oh, yeah... response:	You sure are full of energy this morning.
context: Yes! I'm sorry!\Today's the last day, so let's do our best.\Right!\Morning, Hinata!\Ah, Yachi-san. Morning!\Man, I'm starving!\Oh, yeah...\You sure are full of energy this morning. response:	You were up practicing late, too, weren't you, Hinata?
context: Today's the last day, so let's do our best.\Right!\Morning, Hinata!\Ah, Yachi-san. Morning!\Man, I'm starving!\Oh, yeah...\You sure are full of energy this morning.\You were up practicing late, too, weren't you, Hinata? response:	Yeah, but I just woke up.
context: Right!\Morning, Hinata!\Ah, Yachi-san. Morning!\Man, I'm starving!\Oh, yeah...\You sure are full of energy this morning.\You were up practicing late, too, weren't you, Hinata?\Yeah, but I just woke up. response:	How are things shaping up?
context: Morning, Hinata!\Ah, Yachi-san. Morning!\Man, I'm starving!\Oh, yeah...\You sure are full of energy this morning.\You were up practicing late, too, weren't you, Hinata?\Yeah, but I just woke up.\How are things shaping up? response:	I'm practicing something super awesome right now, so look forward to it!
context: Ah, Yachi-san. Morning!\Man, I'm starving!\Oh, yeah...\You sure are full of energy this morning.\You were up practicing late, too, weren't you, Hinata?\Yeah, but I just woke up.\How are things shaping up?\I'm practicing something super awesome right now, so look forward to it! response:	Super awesome...
context: Man, I'm starving!\Oh, yeah...\You sure are full of energy this morning.\You were up practicing late, too, weren't you, Hinata?\Yeah, but I just woke up.\How are things shaping up?\I'm practicing something super awesome right now, so look forward to it!\Super awesome... response:	What the heck, Tsukishima?!
context: Oh, yeah...\You sure are full of energy this morning.\You were up practicing late, too, weren't you, Hinata?\Yeah, but I just woke up.\How are things shaping up?\I'm practicing something super awesome right now, so look forward to it!\Super awesome...\What the heck, Tsukishima?! response:	Nothing.
context: You sure are full of energy this morning.\You were up practicing late, too, weren't you, Hinata?\Yeah, but I just woke up.\How are things shaping up?\I'm practicing something super awesome right now, so look forward to it!\Super awesome...\What the heck, Tsukishima?!\Nothing. response:	Hey! Someone wake Yamaguchi up!
context: You were up practicing late, too, weren't you, Hinata?\Yeah, but I just woke up.\How are things shaping up?\I'm practicing something super awesome right now, so look forward to it!\Super awesome...\What the heck, Tsukishima?!\Nothing.\Hey! Someone wake Yamaguchi up! response:	About the thing I was telling you earlier...
context: Yeah, but I just woke up.\How are things shaping up?\I'm practicing something super awesome right now, so look forward to it!\Super awesome...\What the heck, Tsukishima?!\Nothing.\Hey! Someone wake Yamaguchi up!\About the thing I was telling you earlier... response:	Yes, it's all been taken care of.
context: How are things shaping up?\I'm practicing something super awesome right now, so look forward to it!\Super awesome...\What the heck, Tsukishima?!\Nothing.\Hey! Someone wake Yamaguchi up!\About the thing I was telling you earlier...\Yes, it's all been taken care of. response:	It should arrive around noon.
context: I'm practicing something super awesome right now, so look forward to it!\Super awesome...\What the heck, Tsukishima?!\Nothing.\Hey! Someone wake Yamaguchi up!\About the thing I was telling you earlier...\Yes, it's all been taken care of.\It should arrive around noon. response:	I see...
context: Super awesome...\What the heck, Tsukishima?!\Nothing.\Hey! Someone wake Yamaguchi up!\About the thing I was telling you earlier...\Yes, it's all been taken care of.\It should arrive around noon.\I see... response:	Seriously?!
context: What the heck, Tsukishima?!\Nothing.\Hey! Someone wake Yamaguchi up!\About the thing I was telling you earlier...\Yes, it's all been taken care of.\It should arrive around noon.\I see...\Seriously?! response:	Nekoma Fukurodani
context: Nothing.\Hey! Someone wake Yamaguchi up!\About the thing I was telling you earlier...\Yes, it's all been taken care of.\It should arrive around noon.\I see...\Seriously?!\Nekoma Fukurodani response:	Hmm...
context: Hey! Someone wake Yamaguchi up!\About the thing I was telling you earlier...\Yes, it's all been taken care of.\It should arrive around noon.\I see...\Seriously?!\Nekoma Fukurodani\Hmm... response:	We can't seem to win against Fukurodani much.
context: About the thing I was telling you earlier...\Yes, it's all been taken care of.\It should arrive around noon.\I see...\Seriously?!\Nekoma Fukurodani\Hmm...\We can't seem to win against Fukurodani much. response:	Nice serve!
context: Yes, it's all been taken care of.\It should arrive around noon.\I see...\Seriously?!\Nekoma Fukurodani\Hmm...\We can't seem to win against Fukurodani much.\Nice serve! response:	Senpai! I tabulated all of the stats so they're easier to read.
context: It should arrive around noon.\I see...\Seriously?!\Nekoma Fukurodani\Hmm...\We can't seem to win against Fukurodani much.\Nice serve!\Senpai! I tabulated all of the stats so they're easier to read. response:	Got it!
context: I see...\Seriously?!\Nekoma Fukurodani\Hmm...\We can't seem to win against Fukurodani much.\Nice serve!\Senpai! I tabulated all of the stats so they're easier to read.\Got it! response:	Thanks!
context: Seriously?!\Nekoma Fukurodani\Hmm...\We can't seem to win against Fukurodani much.\Nice serve!\Senpai! I tabulated all of the stats so they're easier to read.\Got it!\Thanks! response:	Right!
context: Nekoma Fukurodani\Hmm...\We can't seem to win against Fukurodani much.\Nice serve!\Senpai! I tabulated all of the stats so they're easier to read.\Got it!\Thanks!\Right! response:	Shibayama's pretty great.
context: Hmm...\We can't seem to win against Fukurodani much.\Nice serve!\Senpai! I tabulated all of the stats so they're easier to read.\Got it!\Thanks!\Right!\Shibayama's pretty great. response:	Left!
context: We can't seem to win against Fukurodani much.\Nice serve!\Senpai! I tabulated all of the stats so they're easier to read.\Got it!\Thanks!\Right!\Shibayama's pretty great.\Left! response:	Fukurodani: 50 Wins 14 Losses Nekoma: 42 Wins 22 Losses Ubugawa: 36 Wins 28 Losses Shinzen: 29 Wins 35 Losses Karasuno: 3 Wins 61 Losses
context: Nice serve!\Senpai! I tabulated all of the stats so they're easier to read.\Got it!\Thanks!\Right!\Shibayama's pretty great.\Left!\Fukurodani: 50 Wins 14 Losses Nekoma: 42 Wins 22 Losses Ubugawa: 36 Wins 28 Losses Shinzen: 29 Wins 35 Losses Karasuno: 3 Wins 61 Losses response:	As we thought, looks like Fukurodani's at the top right now.
context: Senpai! I tabulated all of the stats so they're easier to read.\Got it!\Thanks!\Right!\Shibayama's pretty great.\Left!\Fukurodani: 50 Wins 14 Losses Nekoma: 42 Wins 22 Losses Ubugawa: 36 Wins 28 Losses Shinzen: 29 Wins 35 Losses Karasuno: 3 Wins 61 Losses\As we thought, looks like Fukurodani's at the top right now. response:	Ubugawa Karasuno
context: Got it!\Thanks!\Right!\Shibayama's pretty great.\Left!\Fukurodani: 50 Wins 14 Losses Nekoma: 42 Wins 22 Losses Ubugawa: 36 Wins 28 Losses Shinzen: 29 Wins 35 Losses Karasuno: 3 Wins 61 Losses\As we thought, looks like Fukurodani's at the top right now.\Ubugawa Karasuno response:	Looks like Ubugawa and Karasuno finished.
context: Thanks!\Right!\Shibayama's pretty great.\Left!\Fukurodani: 50 Wins 14 Losses Nekoma: 42 Wins 22 Losses Ubugawa: 36 Wins 28 Losses Shinzen: 29 Wins 35 Losses Karasuno: 3 Wins 61 Losses\As we thought, looks like Fukurodani's at the top right now.\Ubugawa Karasuno\Looks like Ubugawa and Karasuno finished. response:	One round of diving receives!
context: Right!\Shibayama's pretty great.\Left!\Fukurodani: 50 Wins 14 Losses Nekoma: 42 Wins 22 Losses Ubugawa: 36 Wins 28 Losses Shinzen: 29 Wins 35 Losses Karasuno: 3 Wins 61 Losses\As we thought, looks like Fukurodani's at the top right now.\Ubugawa Karasuno\Looks like Ubugawa and Karasuno finished.\One round of diving receives! response:	Right!
context: Shibayama's pretty great.\Left!\Fukurodani: 50 Wins 14 Losses Nekoma: 42 Wins 22 Losses Ubugawa: 36 Wins 28 Losses Shinzen: 29 Wins 35 Losses Karasuno: 3 Wins 61 Losses\As we thought, looks like Fukurodani's at the top right now.\Ubugawa Karasuno\Looks like Ubugawa and Karasuno finished.\One round of diving receives!\Right! response:	They have a strange dignity around them
context: Left!\Fukurodani: 50 Wins 14 Losses Nekoma: 42 Wins 22 Losses Ubugawa: 36 Wins 28 Losses Shinzen: 29 Wins 35 Losses Karasuno: 3 Wins 61 Losses\As we thought, looks like Fukurodani's at the top right now.\Ubugawa Karasuno\Looks like Ubugawa and Karasuno finished.\One round of diving receives!\Right!\They have a strange dignity around them response:	when they take their penalties.
context: Fukurodani: 50 Wins 14 Losses Nekoma: 42 Wins 22 Losses Ubugawa: 36 Wins 28 Losses Shinzen: 29 Wins 35 Losses Karasuno: 3 Wins 61 Losses\As we thought, looks like Fukurodani's at the top right now.\Ubugawa Karasuno\Looks like Ubugawa and Karasuno finished.\One round of diving receives!\Right!\They have a strange dignity around them\when they take their penalties. response:	Including the last away games,
context: As we thought, looks like Fukurodani's at the top right now.\Ubugawa Karasuno\Looks like Ubugawa and Karasuno finished.\One round of diving receives!\Right!\They have a strange dignity around them\when they take their penalties.\Including the last away games, response:	they've done more penalties than any other team.
context: Ubugawa Karasuno\Looks like Ubugawa and Karasuno finished.\One round of diving receives!\Right!\They have a strange dignity around them\when they take their penalties.\Including the last away games,\they've done more penalties than any other team. response:	I definitely couldn't do it.
context: Looks like Ubugawa and Karasuno finished.\One round of diving receives!\Right!\They have a strange dignity around them\when they take their penalties.\Including the last away games,\they've done more penalties than any other team.\I definitely couldn't do it. response:	Now, diving receives!
context: One round of diving receives!\Right!\They have a strange dignity around them\when they take their penalties.\Including the last away games,\they've done more penalties than any other team.\I definitely couldn't do it.\Now, diving receives! response:	Whoa! Karasuno's Shrimpy's gotten really good at diving receives!
context: Right!\They have a strange dignity around them\when they take their penalties.\Including the last away games,\they've done more penalties than any other team.\I definitely couldn't do it.\Now, diving receives!\Whoa! Karasuno's Shrimpy's gotten really good at diving receives! response:	Shrimpy? Yaku-san, you're not much taller than Hinata.
context: They have a strange dignity around them\when they take their penalties.\Including the last away games,\they've done more penalties than any other team.\I definitely couldn't do it.\Now, diving receives!\Whoa! Karasuno's Shrimpy's gotten really good at diving receives!\Shrimpy? Yaku-san, you're not much taller than Hinata. response:	Lev, stand over there!
context: when they take their penalties.\Including the last away games,\they've done more penalties than any other team.\I definitely couldn't do it.\Now, diving receives!\Whoa! Karasuno's Shrimpy's gotten really good at diving receives!\Shrimpy? Yaku-san, you're not much taller than Hinata.\Lev, stand over there! response:	There was no saving him from that.
context: Including the last away games,\they've done more penalties than any other team.\I definitely couldn't do it.\Now, diving receives!\Whoa! Karasuno's Shrimpy's gotten really good at diving receives!\Shrimpy? Yaku-san, you're not much taller than Hinata.\Lev, stand over there!\There was no saving him from that. response:	Lev!
context: they've done more penalties than any other team.\I definitely couldn't do it.\Now, diving receives!\Whoa! Karasuno's Shrimpy's gotten really good at diving receives!\Shrimpy? Yaku-san, you're not much taller than Hinata.\Lev, stand over there!\There was no saving him from that.\Lev! response:	I told him not to mention Yaku-san's height...
context: I definitely couldn't do it.\Now, diving receives!\Whoa! Karasuno's Shrimpy's gotten really good at diving receives!\Shrimpy? Yaku-san, you're not much taller than Hinata.\Lev, stand over there!\There was no saving him from that.\Lev!\I told him not to mention Yaku-san's height... response:	That fool.
context: Now, diving receives!\Whoa! Karasuno's Shrimpy's gotten really good at diving receives!\Shrimpy? Yaku-san, you're not much taller than Hinata.\Lev, stand over there!\There was no saving him from that.\Lev!\I told him not to mention Yaku-san's height...\That fool. response:	Damn it. We basically kept losing all the way to the end.
context: Whoa! Karasuno's Shrimpy's gotten really good at diving receives!\Shrimpy? Yaku-san, you're not much taller than Hinata.\Lev, stand over there!\There was no saving him from that.\Lev!\I told him not to mention Yaku-san's height...\That fool.\Damn it. We basically kept losing all the way to the end. response:	You guys need to keep doing your best and survive.
context: Shrimpy? Yaku-san, you're not much taller than Hinata.\Lev, stand over there!\There was no saving him from that.\Lev!\I told him not to mention Yaku-san's height...\That fool.\Damn it. We basically kept losing all the way to the end.\You guys need to keep doing your best and survive. response:	Daichi-san?
context: Lev, stand over there!\There was no saving him from that.\Lev!\I told him not to mention Yaku-san's height...\That fool.\Damn it. We basically kept losing all the way to the end.\You guys need to keep doing your best and survive.\Daichi-san? response:	I just happened to hear this,
context: There was no saving him from that.\Lev!\I told him not to mention Yaku-san's height...\That fool.\Damn it. We basically kept losing all the way to the end.\You guys need to keep doing your best and survive.\Daichi-san?\I just happened to hear this, response:	and I was going to keep it quiet...
context: Lev!\I told him not to mention Yaku-san's height...\That fool.\Damn it. We basically kept losing all the way to the end.\You guys need to keep doing your best and survive.\Daichi-san?\I just happened to hear this,\and I was going to keep it quiet... response:	Wh-What is it?!
context: I told him not to mention Yaku-san's height...\That fool.\Damn it. We basically kept losing all the way to the end.\You guys need to keep doing your best and survive.\Daichi-san?\I just happened to hear this,\and I was going to keep it quiet...\Wh-What is it?! response:	When all of these practice matches are over...
context: That fool.\Damn it. We basically kept losing all the way to the end.\You guys need to keep doing your best and survive.\Daichi-san?\I just happened to hear this,\and I was going to keep it quiet...\Wh-What is it?!\When all of these practice matches are over... response:	Apparently, the coaches are going to treat us to a barbecue.
context: Damn it. We basically kept losing all the way to the end.\You guys need to keep doing your best and survive.\Daichi-san?\I just happened to hear this,\and I was going to keep it quiet...\Wh-What is it?!\When all of these practice matches are over...\Apparently, the coaches are going to treat us to a barbecue. response:	Bar...
context: You guys need to keep doing your best and survive.\Daichi-san?\I just happened to hear this,\and I was going to keep it quiet...\Wh-What is it?!\When all of these practice matches are over...\Apparently, the coaches are going to treat us to a barbecue.\Bar... response:	Akaashi, who do we play next?
context: Daichi-san?\I just happened to hear this,\and I was going to keep it quiet...\Wh-What is it?!\When all of these practice matches are over...\Apparently, the coaches are going to treat us to a barbecue.\Bar...\Akaashi, who do we play next? response:	Karasuno.
context: I just happened to hear this,\and I was going to keep it quiet...\Wh-What is it?!\When all of these practice matches are over...\Apparently, the coaches are going to treat us to a barbecue.\Bar...\Akaashi, who do we play next?\Karasuno. response:	Karasuno, huh?
context: and I was going to keep it quiet...\Wh-What is it?!\When all of these practice matches are over...\Apparently, the coaches are going to treat us to a barbecue.\Bar...\Akaashi, who do we play next?\Karasuno.\Karasuno, huh? response:	What?
context: Wh-What is it?!\When all of these practice matches are over...\Apparently, the coaches are going to treat us to a barbecue.\Bar...\Akaashi, who do we play next?\Karasuno.\Karasuno, huh?\What? response:	Well, they're sort of the hardest to play against.
context: When all of these practice matches are over...\Apparently, the coaches are going to treat us to a barbecue.\Bar...\Akaashi, who do we play next?\Karasuno.\Karasuno, huh?\What?\Well, they're sort of the hardest to play against. response:	Who knows what they're gonna do?
context: Apparently, the coaches are going to treat us to a barbecue.\Bar...\Akaashi, who do we play next?\Karasuno.\Karasuno, huh?\What?\Well, they're sort of the hardest to play against.\Who knows what they're gonna do? response:	Well, it does look like they're getting pretty tired.
context: Bar...\Akaashi, who do we play next?\Karasuno.\Karasuno, huh?\What?\Well, they're sort of the hardest to play against.\Who knows what they're gonna do?\Well, it does look like they're getting pretty tired. response:	Meaty meat, meat, meaty meat!
context: Akaashi, who do we play next?\Karasuno.\Karasuno, huh?\What?\Well, they're sort of the hardest to play against.\Who knows what they're gonna do?\Well, it does look like they're getting pretty tired.\Meaty meat, meat, meaty meat! response:	Put'em together, you get meat and meat!
context: Karasuno.\Karasuno, huh?\What?\Well, they're sort of the hardest to play against.\Who knows what they're gonna do?\Well, it does look like they're getting pretty tired.\Meaty meat, meat, meaty meat!\Put'em together, you get meat and meat! response:	Meaty meat, meat!
context: Karasuno, huh?\What?\Well, they're sort of the hardest to play against.\Who knows what they're gonna do?\Well, it does look like they're getting pretty tired.\Meaty meat, meat, meaty meat!\Put'em together, you get meat and meat!\Meaty meat, meat! response:	Hooray for meat! Energy times a hundred!
context: What?\Well, they're sort of the hardest to play against.\Who knows what they're gonna do?\Well, it does look like they're getting pretty tired.\Meaty meat, meat, meaty meat!\Put'em together, you get meat and meat!\Meaty meat, meat!\Hooray for meat! Energy times a hundred! response:	Hallelujah! Hallelujah!
context: Well, they're sort of the hardest to play against.\Who knows what they're gonna do?\Well, it does look like they're getting pretty tired.\Meaty meat, meat, meaty meat!\Put'em together, you get meat and meat!\Meaty meat, meat!\Hooray for meat! Energy times a hundred!\Hallelujah! Hallelujah! response:	What the... They're terrifying.
context: Who knows what they're gonna do?\Well, it does look like they're getting pretty tired.\Meaty meat, meat, meaty meat!\Put'em together, you get meat and meat!\Meaty meat, meat!\Hooray for meat! Energy times a hundred!\Hallelujah! Hallelujah!\What the... They're terrifying. response:	Meat is god! Meat is god!
context: Well, it does look like they're getting pretty tired.\Meaty meat, meat, meaty meat!\Put'em together, you get meat and meat!\Meaty meat, meat!\Hooray for meat! Energy times a hundred!\Hallelujah! Hallelujah!\What the... They're terrifying.\Meat is god! Meat is god! response:	Sensei...
context: Meaty meat, meat, meaty meat!\Put'em together, you get meat and meat!\Meaty meat, meat!\Hooray for meat! Energy times a hundred!\Hallelujah! Hallelujah!\What the... They're terrifying.\Meat is god! Meat is god!\Sensei... response:	Did you not tell them about the barbecue?
context: Put'em together, you get meat and meat!\Meaty meat, meat!\Hooray for meat! Energy times a hundred!\Hallelujah! Hallelujah!\What the... They're terrifying.\Meat is god! Meat is god!\Sensei...\Did you not tell them about the barbecue? response:	It just says meal on the schedule.
context: Meaty meat, meat!\Hooray for meat! Energy times a hundred!\Hallelujah! Hallelujah!\What the... They're terrifying.\Meat is god! Meat is god!\Sensei...\Did you not tell them about the barbecue?\It just says meal on the schedule. response:	Well, I guess it all worked out in the end.
context: Hooray for meat! Energy times a hundred!\Hallelujah! Hallelujah!\What the... They're terrifying.\Meat is god! Meat is god!\Sensei...\Did you not tell them about the barbecue?\It just says meal on the schedule.\Well, I guess it all worked out in the end. response:	Hinata, do your best in the match.
context: Hallelujah! Hallelujah!\What the... They're terrifying.\Meat is god! Meat is god!\Sensei...\Did you not tell them about the barbecue?\It just says meal on the schedule.\Well, I guess it all worked out in the end.\Hinata, do your best in the match. response:	Thanks!
context: What the... They're terrifying.\Meat is god! Meat is god!\Sensei...\Did you not tell them about the barbecue?\It just says meal on the schedule.\Well, I guess it all worked out in the end.\Hinata, do your best in the match.\Thanks! response:	I'll be looking forward to that super awesome thing.
context: Meat is god! Meat is god!\Sensei...\Did you not tell them about the barbecue?\It just says meal on the schedule.\Well, I guess it all worked out in the end.\Hinata, do your best in the match.\Thanks!\I'll be looking forward to that super awesome thing. response:	Just watch, you jerk!
context: Sensei...\Did you not tell them about the barbecue?\It just says meal on the schedule.\Well, I guess it all worked out in the end.\Hinata, do your best in the match.\Thanks!\I'll be looking forward to that super awesome thing.\Just watch, you jerk! response:	But...
context: Did you not tell them about the barbecue?\It just says meal on the schedule.\Well, I guess it all worked out in the end.\Hinata, do your best in the match.\Thanks!\I'll be looking forward to that super awesome thing.\Just watch, you jerk!\But... response:	I really want to see that new quick soon.
context: It just says meal on the schedule.\Well, I guess it all worked out in the end.\Hinata, do your best in the match.\Thanks!\I'll be looking forward to that super awesome thing.\Just watch, you jerk!\But...\I really want to see that new quick soon. response:	Me, too.
context: Well, I guess it all worked out in the end.\Hinata, do your best in the match.\Thanks!\I'll be looking forward to that super awesome thing.\Just watch, you jerk!\But...\I really want to see that new quick soon.\Me, too. response:	Huh?
context: Hinata, do your best in the match.\Thanks!\I'll be looking forward to that super awesome thing.\Just watch, you jerk!\But...\I really want to see that new quick soon.\Me, too.\Huh? response:	Kageyama!
context: Thanks!\I'll be looking forward to that super awesome thing.\Just watch, you jerk!\But...\I really want to see that new quick soon.\Me, too.\Huh?\Kageyama! response:	I want to hurry up and hit that falling toss!
context: I'll be looking forward to that super awesome thing.\Just watch, you jerk!\But...\I really want to see that new quick soon.\Me, too.\Huh?\Kageyama!\I want to hurry up and hit that falling toss! response:	He just told you yesterday you guys won't be doing that quick...
context: Just watch, you jerk!\But...\I really want to see that new quick soon.\Me, too.\Huh?\Kageyama!\I want to hurry up and hit that falling toss!\He just told you yesterday you guys won't be doing that quick... response:	Don't rush.
context: But...\I really want to see that new quick soon.\Me, too.\Huh?\Kageyama!\I want to hurry up and hit that falling toss!\He just told you yesterday you guys won't be doing that quick...\Don't rush. response:	As long as I'm missing the tosses,
context: I really want to see that new quick soon.\Me, too.\Huh?\Kageyama!\I want to hurry up and hit that falling toss!\He just told you yesterday you guys won't be doing that quick...\Don't rush.\As long as I'm missing the tosses, response:	it won't be any practice for you.
