context: Black Vinegar Private Middle School response:	Man, what a surprise.
context: Oh, I just realized why you hold such animosity toward me.\You don't like me because we're the same.\You're sort of like me, Hanazawa-kun...\Not the fact that we both have psychic powers,\but the fact that you have no confidence in yourself, just like me.\If you take away your psychic powers, there'll be nothing left.\You'll be empty.\You're scared of that realization. response:	No friends, and no standing out.
context: You don't like me because we're the same.\You're sort of like me, Hanazawa-kun...\Not the fact that we both have psychic powers,\but the fact that you have no confidence in yourself, just like me.\If you take away your psychic powers, there'll be nothing left.\You'll be empty.\You're scared of that realization.\No friends, and no standing out. response:	Just another average loser who won't leave a mark.
context: You're sort of like me, Hanazawa-kun...\Not the fact that we both have psychic powers,\but the fact that you have no confidence in yourself, just like me.\If you take away your psychic powers, there'll be nothing left.\You'll be empty.\You're scared of that realization.\No friends, and no standing out.\Just another average loser who won't leave a mark. response:	That's me.
context: Not the fact that we both have psychic powers,\but the fact that you have no confidence in yourself, just like me.\If you take away your psychic powers, there'll be nothing left.\You'll be empty.\You're scared of that realization.\No friends, and no standing out.\Just another average loser who won't leave a mark.\That's me. response:	Deep down, you're the same as me.
context: but the fact that you have no confidence in yourself, just like me.\If you take away your psychic powers, there'll be nothing left.\You'll be empty.\You're scared of that realization.\No friends, and no standing out.\Just another average loser who won't leave a mark.\That's me.\Deep down, you're the same as me. response:	You just don't want to admit that you're nothing without your psychic powers
context: If you take away your psychic powers, there'll be nothing left.\You'll be empty.\You're scared of that realization.\No friends, and no standing out.\Just another average loser who won't leave a mark.\That's me.\Deep down, you're the same as me.\You just don't want to admit that you're nothing without your psychic powers response:	No!
context: You'll be empty.\You're scared of that realization.\No friends, and no standing out.\Just another average loser who won't leave a mark.\That's me.\Deep down, you're the same as me.\You just don't want to admit that you're nothing without your psychic powers\No! response:	Quit dreaming! The two of us are completely different!
context: You're scared of that realization.\No friends, and no standing out.\Just another average loser who won't leave a mark.\That's me.\Deep down, you're the same as me.\You just don't want to admit that you're nothing without your psychic powers\No!\Quit dreaming! The two of us are completely different! response:	We're the same.
context: No friends, and no standing out.\Just another average loser who won't leave a mark.\That's me.\Deep down, you're the same as me.\You just don't want to admit that you're nothing without your psychic powers\No!\Quit dreaming! The two of us are completely different!\We're the same. response:	From my perspective, you're totally average.
context: Just another average loser who won't leave a mark.\That's me.\Deep down, you're the same as me.\You just don't want to admit that you're nothing without your psychic powers\No!\Quit dreaming! The two of us are completely different!\We're the same.\From my perspective, you're totally average. response:	Shut up!
context: That's me.\Deep down, you're the same as me.\You just don't want to admit that you're nothing without your psychic powers\No!\Quit dreaming! The two of us are completely different!\We're the same.\From my perspective, you're totally average.\Shut up! response:	He's not using his powers...
context: Deep down, you're the same as me.\You just don't want to admit that you're nothing without your psychic powers\No!\Quit dreaming! The two of us are completely different!\We're the same.\From my perspective, you're totally average.\Shut up!\He's not using his powers... response:	What am I doing? How did this happen?
context: You just don't want to admit that you're nothing without your psychic powers\No!\Quit dreaming! The two of us are completely different!\We're the same.\From my perspective, you're totally average.\Shut up!\He's not using his powers...\What am I doing? How did this happen? response:	Damn it, it's you! This is all your fault!
context: No!\Quit dreaming! The two of us are completely different!\We're the same.\From my perspective, you're totally average.\Shut up!\He's not using his powers...\What am I doing? How did this happen?\Damn it, it's you! This is all your fault! response:	Everything was perfect.
context: Quit dreaming! The two of us are completely different!\We're the same.\From my perspective, you're totally average.\Shut up!\He's not using his powers...\What am I doing? How did this happen?\Damn it, it's you! This is all your fault!\Everything was perfect. response:	Teru-kun, you got another perfect score?
context: We're the same.\From my perspective, you're totally average.\Shut up!\He's not using his powers...\What am I doing? How did this happen?\Damn it, it's you! This is all your fault!\Everything was perfect.\Teru-kun, you got another perfect score? response:	As long as I used my powers,
context: From my perspective, you're totally average.\Shut up!\He's not using his powers...\What am I doing? How did this happen?\Damn it, it's you! This is all your fault!\Everything was perfect.\Teru-kun, you got another perfect score?\As long as I used my powers, response:	everything went exactly how I wanted it to go.
context: Shut up!\He's not using his powers...\What am I doing? How did this happen?\Damn it, it's you! This is all your fault!\Everything was perfect.\Teru-kun, you got another perfect score?\As long as I used my powers,\everything went exactly how I wanted it to go. response:	What was that shot? That was amazing!
context: He's not using his powers...\What am I doing? How did this happen?\Damn it, it's you! This is all your fault!\Everything was perfect.\Teru-kun, you got another perfect score?\As long as I used my powers,\everything went exactly how I wanted it to go.\What was that shot? That was amazing! response:	We're sorry! Please forgive us!
context: What am I doing? How did this happen?\Damn it, it's you! This is all your fault!\Everything was perfect.\Teru-kun, you got another perfect score?\As long as I used my powers,\everything went exactly how I wanted it to go.\What was that shot? That was amazing!\We're sorry! Please forgive us! response:	And yet, you took my world...
context: Damn it, it's you! This is all your fault!\Everything was perfect.\Teru-kun, you got another perfect score?\As long as I used my powers,\everything went exactly how I wanted it to go.\What was that shot? That was amazing!\We're sorry! Please forgive us!\And yet, you took my world... response:	U-Um... I made some cookies, if you'd like some.
context: Everything was perfect.\Teru-kun, you got another perfect score?\As long as I used my powers,\everything went exactly how I wanted it to go.\What was that shot? That was amazing!\We're sorry! Please forgive us!\And yet, you took my world...\U-Um... I made some cookies, if you'd like some. response:	You... Your existence...
context: Teru-kun, you got another perfect score?\As long as I used my powers,\everything went exactly how I wanted it to go.\What was that shot? That was amazing!\We're sorry! Please forgive us!\And yet, you took my world...\U-Um... I made some cookies, if you'd like some.\You... Your existence... response:	destroyed that!
context: As long as I used my powers,\everything went exactly how I wanted it to go.\What was that shot? That was amazing!\We're sorry! Please forgive us!\And yet, you took my world...\U-Um... I made some cookies, if you'd like some.\You... Your existence...\destroyed that! response:	Damn it!
context: everything went exactly how I wanted it to go.\What was that shot? That was amazing!\We're sorry! Please forgive us!\And yet, you took my world...\U-Um... I made some cookies, if you'd like some.\You... Your existence...\destroyed that!\Damn it! response:	Use them! Use your psychic powers!
context: What was that shot? That was amazing!\We're sorry! Please forgive us!\And yet, you took my world...\U-Um... I made some cookies, if you'd like some.\You... Your existence...\destroyed that!\Damn it!\Use them! Use your psychic powers! response:	No...
context: We're sorry! Please forgive us!\And yet, you took my world...\U-Um... I made some cookies, if you'd like some.\You... Your existence...\destroyed that!\Damn it!\Use them! Use your psychic powers!\No... response:	I can't use them...
context: And yet, you took my world...\U-Um... I made some cookies, if you'd like some.\You... Your existence...\destroyed that!\Damn it!\Use them! Use your psychic powers!\No...\I can't use them... response:	against people!
context: U-Um... I made some cookies, if you'd like some.\You... Your existence...\destroyed that!\Damn it!\Use them! Use your psychic powers!\No...\I can't use them...\against people! response:	Is he coming?!
context: You... Your existence...\destroyed that!\Damn it!\Use them! Use your psychic powers!\No...\I can't use them...\against people!\Is he coming?! response:	What the heck was that?
context: destroyed that!\Damn it!\Use them! Use your psychic powers!\No...\I can't use them...\against people!\Is he coming?!\What the heck was that? response:	Just how much are you going to keep rejecting me?
context: Damn it!\Use them! Use your psychic powers!\No...\I can't use them...\against people!\Is he coming?!\What the heck was that?\Just how much are you going to keep rejecting me? response:	Hey, Kageyama. Didn't you say that you started working out?
context: Use them! Use your psychic powers!\No...\I can't use them...\against people!\Is he coming?!\What the heck was that?\Just how much are you going to keep rejecting me?\Hey, Kageyama. Didn't you say that you started working out? response:	That means that no matter how hard you try, that's all you've got.
context: No...\I can't use them...\against people!\Is he coming?!\What the heck was that?\Just how much are you going to keep rejecting me?\Hey, Kageyama. Didn't you say that you started working out?\That means that no matter how hard you try, that's all you've got. response:	People can't change that easily.
context: I can't use them...\against people!\Is he coming?!\What the heck was that?\Just how much are you going to keep rejecting me?\Hey, Kageyama. Didn't you say that you started working out?\That means that no matter how hard you try, that's all you've got.\People can't change that easily. response:	Just give it up. Use your psychic powers.
context: against people!\Is he coming?!\What the heck was that?\Just how much are you going to keep rejecting me?\Hey, Kageyama. Didn't you say that you started working out?\That means that no matter how hard you try, that's all you've got.\People can't change that easily.\Just give it up. Use your psychic powers. response:	Otherwise, I'm going to...
context: Is he coming?!\What the heck was that?\Just how much are you going to keep rejecting me?\Hey, Kageyama. Didn't you say that you started working out?\That means that no matter how hard you try, that's all you've got.\People can't change that easily.\Just give it up. Use your psychic powers.\Otherwise, I'm going to... response:	Give it back!
context: What the heck was that?\Just how much are you going to keep rejecting me?\Hey, Kageyama. Didn't you say that you started working out?\That means that no matter how hard you try, that's all you've got.\People can't change that easily.\Just give it up. Use your psychic powers.\Otherwise, I'm going to...\Give it back! response:	Give us back our New Year's money!
context: Just how much are you going to keep rejecting me?\Hey, Kageyama. Didn't you say that you started working out?\That means that no matter how hard you try, that's all you've got.\People can't change that easily.\Just give it up. Use your psychic powers.\Otherwise, I'm going to...\Give it back!\Give us back our New Year's money! response:	Don't get so cocky, brat. I'll kill you.
context: Hey, Kageyama. Didn't you say that you started working out?\That means that no matter how hard you try, that's all you've got.\People can't change that easily.\Just give it up. Use your psychic powers.\Otherwise, I'm going to...\Give it back!\Give us back our New Year's money!\Don't get so cocky, brat. I'll kill you. response:	Ritsu!
context: That means that no matter how hard you try, that's all you've got.\People can't change that easily.\Just give it up. Use your psychic powers.\Otherwise, I'm going to...\Give it back!\Give us back our New Year's money!\Don't get so cocky, brat. I'll kill you.\Ritsu! response:	You stay out of this!
context: People can't change that easily.\Just give it up. Use your psychic powers.\Otherwise, I'm going to...\Give it back!\Give us back our New Year's money!\Don't get so cocky, brat. I'll kill you.\Ritsu!\You stay out of this! response:	Nii-san!
context: Just give it up. Use your psychic powers.\Otherwise, I'm going to...\Give it back!\Give us back our New Year's money!\Don't get so cocky, brat. I'll kill you.\Ritsu!\You stay out of this!\Nii-san! response:	Nii-sa...
context: Otherwise, I'm going to...\Give it back!\Give us back our New Year's money!\Don't get so cocky, brat. I'll kill you.\Ritsu!\You stay out of this!\Nii-san!\Nii-sa... response:	It hurts, Nii-san...
context: Give it back!\Give us back our New Year's money!\Don't get so cocky, brat. I'll kill you.\Ritsu!\You stay out of this!\Nii-san!\Nii-sa...\It hurts, Nii-san... response:	I'm going to change.
context: Give us back our New Year's money!\Don't get so cocky, brat. I'll kill you.\Ritsu!\You stay out of this!\Nii-san!\Nii-sa...\It hurts, Nii-san...\I'm going to change. response:	I won't use them.
context: Don't get so cocky, brat. I'll kill you.\Ritsu!\You stay out of this!\Nii-san!\Nii-sa...\It hurts, Nii-san...\I'm going to change.\I won't use them. response:	I'm going to change.
context: Ritsu!\You stay out of this!\Nii-san!\Nii-sa...\It hurts, Nii-san...\I'm going to change.\I won't use them.\I'm going to change. response:	Huh? Hey, Kageyama?
context: You stay out of this!\Nii-san!\Nii-sa...\It hurts, Nii-san...\I'm going to change.\I won't use them.\I'm going to change.\Huh? Hey, Kageyama? response:	Hey... Hey! Wake up!
context: Nii-san!\Nii-sa...\It hurts, Nii-san...\I'm going to change.\I won't use them.\I'm going to change.\Huh? Hey, Kageyama?\Hey... Hey! Wake up! response:	Wait! Don't leave me behind!
context: Nii-sa...\It hurts, Nii-san...\I'm going to change.\I won't use them.\I'm going to change.\Huh? Hey, Kageyama?\Hey... Hey! Wake up!\Wait! Don't leave me behind! response:	Kageyama...
context: It hurts, Nii-san...\I'm going to change.\I won't use them.\I'm going to change.\Huh? Hey, Kageyama?\Hey... Hey! Wake up!\Wait! Don't leave me behind!\Kageyama... response:	Kageyama Shigeo and Hanazawa Teruki.
context: I'm going to change.\I won't use them.\I'm going to change.\Huh? Hey, Kageyama?\Hey... Hey! Wake up!\Wait! Don't leave me behind!\Kageyama...\Kageyama Shigeo and Hanazawa Teruki. response:	The battle between these two espers never reached its conclusion.
context: I won't use them.\I'm going to change.\Huh? Hey, Kageyama?\Hey... Hey! Wake up!\Wait! Don't leave me behind!\Kageyama...\Kageyama Shigeo and Hanazawa Teruki.\The battle between these two espers never reached its conclusion. response:	As a result of rejecting each other's ideals,
context: I'm going to change.\Huh? Hey, Kageyama?\Hey... Hey! Wake up!\Wait! Don't leave me behind!\Kageyama...\Kageyama Shigeo and Hanazawa Teruki.\The battle between these two espers never reached its conclusion.\As a result of rejecting each other's ideals, response:	there was no victor,
context: Huh? Hey, Kageyama?\Hey... Hey! Wake up!\Wait! Don't leave me behind!\Kageyama...\Kageyama Shigeo and Hanazawa Teruki.\The battle between these two espers never reached its conclusion.\As a result of rejecting each other's ideals,\there was no victor, response:	and they were only left with a feeling of emptiness deep in their hearts.
context: Hey... Hey! Wake up!\Wait! Don't leave me behind!\Kageyama...\Kageyama Shigeo and Hanazawa Teruki.\The battle between these two espers never reached its conclusion.\As a result of rejecting each other's ideals,\there was no victor,\and they were only left with a feeling of emptiness deep in their hearts. response:	Or so it seemed...
context: Wait! Don't leave me behind!\Kageyama...\Kageyama Shigeo and Hanazawa Teruki.\The battle between these two espers never reached its conclusion.\As a result of rejecting each other's ideals,\there was no victor,\and they were only left with a feeling of emptiness deep in their hearts.\Or so it seemed... response:	What... is that?
context: Kageyama...\Kageyama Shigeo and Hanazawa Teruki.\The battle between these two espers never reached its conclusion.\As a result of rejecting each other's ideals,\there was no victor,\and they were only left with a feeling of emptiness deep in their hearts.\Or so it seemed...\What... is that? response:	Do you finally feel like fighting?
context: Kageyama Shigeo and Hanazawa Teruki.\The battle between these two espers never reached its conclusion.\As a result of rejecting each other's ideals,\there was no victor,\and they were only left with a feeling of emptiness deep in their hearts.\Or so it seemed...\What... is that?\Do you finally feel like fighting? response:	Good! In the end, you couldn't stay true to your ideals, either!
context: The battle between these two espers never reached its conclusion.\As a result of rejecting each other's ideals,\there was no victor,\and they were only left with a feeling of emptiness deep in their hearts.\Or so it seemed...\What... is that?\Do you finally feel like fighting?\Good! In the end, you couldn't stay true to your ideals, either! response:	Bring it! Ultimate Barrier!
context: As a result of rejecting each other's ideals,\there was no victor,\and they were only left with a feeling of emptiness deep in their hearts.\Or so it seemed...\What... is that?\Do you finally feel like fighting?\Good! In the end, you couldn't stay true to your ideals, either!\Bring it! Ultimate Barrier! response:	You used them! Kageyama!
context: there was no victor,\and they were only left with a feeling of emptiness deep in their hearts.\Or so it seemed...\What... is that?\Do you finally feel like fighting?\Good! In the end, you couldn't stay true to your ideals, either!\Bring it! Ultimate Barrier!\You used them! Kageyama! response:	You finally couldn't stand it anymore and used your psychic powers!
context: and they were only left with a feeling of emptiness deep in their hearts.\Or so it seemed...\What... is that?\Do you finally feel like fighting?\Good! In the end, you couldn't stay true to your ideals, either!\Bring it! Ultimate Barrier!\You used them! Kageyama!\You finally couldn't stand it anymore and used your psychic powers! response:	You used them against another person!
context: Or so it seemed...\What... is that?\Do you finally feel like fighting?\Good! In the end, you couldn't stay true to your ideals, either!\Bring it! Ultimate Barrier!\You used them! Kageyama!\You finally couldn't stand it anymore and used your psychic powers!\You used them against another person! response:	Huh?
context: What... is that?\Do you finally feel like fighting?\Good! In the end, you couldn't stay true to your ideals, either!\Bring it! Ultimate Barrier!\You used them! Kageyama!\You finally couldn't stand it anymore and used your psychic powers!\You used them against another person!\Huh? response:	Is he unconscious? Then what the hell is this power?
context: Do you finally feel like fighting?\Good! In the end, you couldn't stay true to your ideals, either!\Bring it! Ultimate Barrier!\You used them! Kageyama!\You finally couldn't stand it anymore and used your psychic powers!\You used them against another person!\Huh?\Is he unconscious? Then what the hell is this power? response:	What...
context: Good! In the end, you couldn't stay true to your ideals, either!\Bring it! Ultimate Barrier!\You used them! Kageyama!\You finally couldn't stand it anymore and used your psychic powers!\You used them against another person!\Huh?\Is he unconscious? Then what the hell is this power?\What... response:	My powers are being sucked in by Kageyama...
context: Bring it! Ultimate Barrier!\You used them! Kageyama!\You finally couldn't stand it anymore and used your psychic powers!\You used them against another person!\Huh?\Is he unconscious? Then what the hell is this power?\What...\My powers are being sucked in by Kageyama... response:	No, that's not all... All of the energy in the atmosphere...
context: You used them! Kageyama!\You finally couldn't stand it anymore and used your psychic powers!\You used them against another person!\Huh?\Is he unconscious? Then what the hell is this power?\What...\My powers are being sucked in by Kageyama...\No, that's not all... All of the energy in the atmosphere... response:	Are you telling me his vessel is able to handle this much?
context: You finally couldn't stand it anymore and used your psychic powers!\You used them against another person!\Huh?\Is he unconscious? Then what the hell is this power?\What...\My powers are being sucked in by Kageyama...\No, that's not all... All of the energy in the atmosphere...\Are you telling me his vessel is able to handle this much? response:	Teru sensed in there something that must never be touched.
context: You used them against another person!\Huh?\Is he unconscious? Then what the hell is this power?\What...\My powers are being sucked in by Kageyama...\No, that's not all... All of the energy in the atmosphere...\Are you telling me his vessel is able to handle this much?\Teru sensed in there something that must never be touched. response:	Something incomparable, its identity unknown.
context: Huh?\Is he unconscious? Then what the hell is this power?\What...\My powers are being sucked in by Kageyama...\No, that's not all... All of the energy in the atmosphere...\Are you telling me his vessel is able to handle this much?\Teru sensed in there something that must never be touched.\Something incomparable, its identity unknown. response:	You're kidding... What in the world did I awaken?
context: Is he unconscious? Then what the hell is this power?\What...\My powers are being sucked in by Kageyama...\No, that's not all... All of the energy in the atmosphere...\Are you telling me his vessel is able to handle this much?\Teru sensed in there something that must never be touched.\Something incomparable, its identity unknown.\You're kidding... What in the world did I awaken? response:	That's enough! I'm sorry!
context: What...\My powers are being sucked in by Kageyama...\No, that's not all... All of the energy in the atmosphere...\Are you telling me his vessel is able to handle this much?\Teru sensed in there something that must never be touched.\Something incomparable, its identity unknown.\You're kidding... What in the world did I awaken?\That's enough! I'm sorry! response:	I won't use my psychic powers against other people!
context: My powers are being sucked in by Kageyama...\No, that's not all... All of the energy in the atmosphere...\Are you telling me his vessel is able to handle this much?\Teru sensed in there something that must never be touched.\Something incomparable, its identity unknown.\You're kidding... What in the world did I awaken?\That's enough! I'm sorry!\I won't use my psychic powers against other people! response:	Oh, I guess...
context: No, that's not all... All of the energy in the atmosphere...\Are you telling me his vessel is able to handle this much?\Teru sensed in there something that must never be touched.\Something incomparable, its identity unknown.\You're kidding... What in the world did I awaken?\That's enough! I'm sorry!\I won't use my psychic powers against other people!\Oh, I guess... response:	I'm actually just an average person...
context: Are you telling me his vessel is able to handle this much?\Teru sensed in there something that must never be touched.\Something incomparable, its identity unknown.\You're kidding... What in the world did I awaken?\That's enough! I'm sorry!\I won't use my psychic powers against other people!\Oh, I guess...\I'm actually just an average person... response:	It didn't take long for Mob to realize.
context: Teru sensed in there something that must never be touched.\Something incomparable, its identity unknown.\You're kidding... What in the world did I awaken?\That's enough! I'm sorry!\I won't use my psychic powers against other people!\Oh, I guess...\I'm actually just an average person...\It didn't take long for Mob to realize. response:	He failed to change.
context: Something incomparable, its identity unknown.\You're kidding... What in the world did I awaken?\That's enough! I'm sorry!\I won't use my psychic powers against other people!\Oh, I guess...\I'm actually just an average person...\It didn't take long for Mob to realize.\He failed to change. response:	He caused another accident because of his psychic powers.
context: You're kidding... What in the world did I awaken?\That's enough! I'm sorry!\I won't use my psychic powers against other people!\Oh, I guess...\I'm actually just an average person...\It didn't take long for Mob to realize.\He failed to change.\He caused another accident because of his psychic powers. response:	He didn't know where to direct his emotions.
context: That's enough! I'm sorry!\I won't use my psychic powers against other people!\Oh, I guess...\I'm actually just an average person...\It didn't take long for Mob to realize.\He failed to change.\He caused another accident because of his psychic powers.\He didn't know where to direct his emotions. response:	He was overwhelmed, his powerlessness born from contradictions.
context: I won't use my psychic powers against other people!\Oh, I guess...\I'm actually just an average person...\It didn't take long for Mob to realize.\He failed to change.\He caused another accident because of his psychic powers.\He didn't know where to direct his emotions.\He was overwhelmed, his powerlessness born from contradictions. response:	The feeling that he would never be able to conquer himself...
context: Oh, I guess...\I'm actually just an average person...\It didn't take long for Mob to realize.\He failed to change.\He caused another accident because of his psychic powers.\He didn't know where to direct his emotions.\He was overwhelmed, his powerlessness born from contradictions.\The feeling that he would never be able to conquer himself... response:	Sadness.
context: I'm actually just an average person...\It didn't take long for Mob to realize.\He failed to change.\He caused another accident because of his psychic powers.\He didn't know where to direct his emotions.\He was overwhelmed, his powerlessness born from contradictions.\The feeling that he would never be able to conquer himself...\Sadness. response:	This was Mob's meager attempt at resistance towards himself.
context: It didn't take long for Mob to realize.\He failed to change.\He caused another accident because of his psychic powers.\He didn't know where to direct his emotions.\He was overwhelmed, his powerlessness born from contradictions.\The feeling that he would never be able to conquer himself...\Sadness.\This was Mob's meager attempt at resistance towards himself. response:	Hanazawa-kun, um...
context: He failed to change.\He caused another accident because of his psychic powers.\He didn't know where to direct his emotions.\He was overwhelmed, his powerlessness born from contradictions.\The feeling that he would never be able to conquer himself...\Sadness.\This was Mob's meager attempt at resistance towards himself.\Hanazawa-kun, um... response:	I'm sorry about your clothes an
context: He caused another accident because of his psychic powers.\He didn't know where to direct his emotions.\He was overwhelmed, his powerlessness born from contradictions.\The feeling that he would never be able to conquer himself...\Sadness.\This was Mob's meager attempt at resistance towards himself.\Hanazawa-kun, um...\I'm sorry about your clothes an response:	W-Wait! Kageyama, I'm...
context: He didn't know where to direct his emotions.\He was overwhelmed, his powerlessness born from contradictions.\The feeling that he would never be able to conquer himself...\Sadness.\This was Mob's meager attempt at resistance towards himself.\Hanazawa-kun, um...\I'm sorry about your clothes an\W-Wait! Kageyama, I'm... response:	Ow... What happened with the fight?
context: He was overwhelmed, his powerlessness born from contradictions.\The feeling that he would never be able to conquer himself...\Sadness.\This was Mob's meager attempt at resistance towards himself.\Hanazawa-kun, um...\I'm sorry about your clothes an\W-Wait! Kageyama, I'm...\Ow... What happened with the fight? response:	It's Teru-san! He's right over there.
context: The feeling that he would never be able to conquer himself...\Sadness.\This was Mob's meager attempt at resistance towards himself.\Hanazawa-kun, um...\I'm sorry about your clothes an\W-Wait! Kageyama, I'm...\Ow... What happened with the fight?\It's Teru-san! He's right over there. response:	Huh? What the hell?
context: Sadness.\This was Mob's meager attempt at resistance towards himself.\Hanazawa-kun, um...\I'm sorry about your clothes an\W-Wait! Kageyama, I'm...\Ow... What happened with the fight?\It's Teru-san! He's right over there.\Huh? What the hell? response:	He's been brutally executed!
context: This was Mob's meager attempt at resistance towards himself.\Hanazawa-kun, um...\I'm sorry about your clothes an\W-Wait! Kageyama, I'm...\Ow... What happened with the fight?\It's Teru-san! He's right over there.\Huh? What the hell?\He's been brutally executed! response:	I-I'm not gonna let that happen to my hair!
context: Hanazawa-kun, um...\I'm sorry about your clothes an\W-Wait! Kageyama, I'm...\Ow... What happened with the fight?\It's Teru-san! He's right over there.\Huh? What the hell?\He's been brutally executed!\I-I'm not gonna let that happen to my hair! response:	Those guys...
context: I'm sorry about your clothes an\W-Wait! Kageyama, I'm...\Ow... What happened with the fight?\It's Teru-san! He's right over there.\Huh? What the hell?\He's been brutally executed!\I-I'm not gonna let that happen to my hair!\Those guys... response:	You just saw it, Kageyama. It's just as you said...
context: W-Wait! Kageyama, I'm...\Ow... What happened with the fight?\It's Teru-san! He's right over there.\Huh? What the hell?\He's been brutally executed!\I-I'm not gonna let that happen to my hair!\Those guys...\You just saw it, Kageyama. It's just as you said... response:	If you take away our psychic powers...
context: Ow... What happened with the fight?\It's Teru-san! He's right over there.\Huh? What the hell?\He's been brutally executed!\I-I'm not gonna let that happen to my hair!\Those guys...\You just saw it, Kageyama. It's just as you said...\If you take away our psychic powers... response:	Kageyama-kun!
context: It's Teru-san! He's right over there.\Huh? What the hell?\He's been brutally executed!\I-I'm not gonna let that happen to my hair!\Those guys...\You just saw it, Kageyama. It's just as you said...\If you take away our psychic powers...\Kageyama-kun! response:	Ah, guys...
context: Huh? What the hell?\He's been brutally executed!\I-I'm not gonna let that happen to my hair!\Those guys...\You just saw it, Kageyama. It's just as you said...\If you take away our psychic powers...\Kageyama-kun!\Ah, guys... response:	Hey, Kageyama, are you hurt?
context: He's been brutally executed!\I-I'm not gonna let that happen to my hair!\Those guys...\You just saw it, Kageyama. It's just as you said...\If you take away our psychic powers...\Kageyama-kun!\Ah, guys...\Hey, Kageyama, are you hurt? response:	I'm fine.
context: I-I'm not gonna let that happen to my hair!\Those guys...\You just saw it, Kageyama. It's just as you said...\If you take away our psychic powers...\Kageyama-kun!\Ah, guys...\Hey, Kageyama, are you hurt?\I'm fine. response:	All right, then, good.
context: Those guys...\You just saw it, Kageyama. It's just as you said...\If you take away our psychic powers...\Kageyama-kun!\Ah, guys...\Hey, Kageyama, are you hurt?\I'm fine.\All right, then, good. response:	We're gonna go back and do more squats!
context: You just saw it, Kageyama. It's just as you said...\If you take away our psychic powers...\Kageyama-kun!\Ah, guys...\Hey, Kageyama, are you hurt?\I'm fine.\All right, then, good.\We're gonna go back and do more squats! response:	There's nothing I can even say.
context: If you take away our psychic powers...\Kageyama-kun!\Ah, guys...\Hey, Kageyama, are you hurt?\I'm fine.\All right, then, good.\We're gonna go back and do more squats!\There's nothing I can even say. response:	I completely lost.
context: Kageyama-kun!\Ah, guys...\Hey, Kageyama, are you hurt?\I'm fine.\All right, then, good.\We're gonna go back and do more squats!\There's nothing I can even say.\I completely lost. response:	Under Construction
context: Ah, guys...\Hey, Kageyama, are you hurt?\I'm fine.\All right, then, good.\We're gonna go back and do more squats!\There's nothing I can even say.\I completely lost.\Under Construction response:	Mob searched for about three hours, but he couldn't find Dimple.
context: Hey, Kageyama, are you hurt?\I'm fine.\All right, then, good.\We're gonna go back and do more squats!\There's nothing I can even say.\I completely lost.\Under Construction\Mob searched for about three hours, but he couldn't find Dimple. response:	I'm home.
context: I'm fine.\All right, then, good.\We're gonna go back and do more squats!\There's nothing I can even say.\I completely lost.\Under Construction\Mob searched for about three hours, but he couldn't find Dimple.\I'm home. response:	Nii-san?
context: All right, then, good.\We're gonna go back and do more squats!\There's nothing I can even say.\I completely lost.\Under Construction\Mob searched for about three hours, but he couldn't find Dimple.\I'm home.\Nii-san? response:	Thanks.
context: We're gonna go back and do more squats!\There's nothing I can even say.\I completely lost.\Under Construction\Mob searched for about three hours, but he couldn't find Dimple.\I'm home.\Nii-san?\Thanks. response:	You're home late today. Do you want to eat?
context: There's nothing I can even say.\I completely lost.\Under Construction\Mob searched for about three hours, but he couldn't find Dimple.\I'm home.\Nii-san?\Thanks.\You're home late today. Do you want to eat? response:	Nah. I'm gonna head to bed.
context: I completely lost.\Under Construction\Mob searched for about three hours, but he couldn't find Dimple.\I'm home.\Nii-san?\Thanks.\You're home late today. Do you want to eat?\Nah. I'm gonna head to bed. response:	You seem down. Did something happen?
context: Under Construction\Mob searched for about three hours, but he couldn't find Dimple.\I'm home.\Nii-san?\Thanks.\You're home late today. Do you want to eat?\Nah. I'm gonna head to bed.\You seem down. Did something happen? response:	If you need to talk, I'll be happy to listen. Good night.
context: Mob searched for about three hours, but he couldn't find Dimple.\I'm home.\Nii-san?\Thanks.\You're home late today. Do you want to eat?\Nah. I'm gonna head to bed.\You seem down. Did something happen?\If you need to talk, I'll be happy to listen. Good night. response:	Ritsu.
context: I'm home.\Nii-san?\Thanks.\You're home late today. Do you want to eat?\Nah. I'm gonna head to bed.\You seem down. Did something happen?\If you need to talk, I'll be happy to listen. Good night.\Ritsu. response:	I'm sorry about that one time.
context: Nii-san?\Thanks.\You're home late today. Do you want to eat?\Nah. I'm gonna head to bed.\You seem down. Did something happen?\If you need to talk, I'll be happy to listen. Good night.\Ritsu.\I'm sorry about that one time. response:	That one time?
context: Thanks.\You're home late today. Do you want to eat?\Nah. I'm gonna head to bed.\You seem down. Did something happen?\If you need to talk, I'll be happy to listen. Good night.\Ritsu.\I'm sorry about that one time.\That one time? response:	You mean when you got carsick and threw up into the hood of my jacket?
context: You're home late today. Do you want to eat?\Nah. I'm gonna head to bed.\You seem down. Did something happen?\If you need to talk, I'll be happy to listen. Good night.\Ritsu.\I'm sorry about that one time.\That one time?\You mean when you got carsick and threw up into the hood of my jacket? response:	No... Well, I'm sorry about that, too.
context: Nah. I'm gonna head to bed.\You seem down. Did something happen?\If you need to talk, I'll be happy to listen. Good night.\Ritsu.\I'm sorry about that one time.\That one time?\You mean when you got carsick and threw up into the hood of my jacket?\No... Well, I'm sorry about that, too. response:	I really can't remember what happened
