context: Where... am I? response:	Are you the one who was calling me?
context: I'm sorry, I can't run away.\I don't... want to... go away.\Ran...\Stop it, Ran!\She's a monster who has control over this entire man-made island!\These are the memories of C... So pretty...\Don't go, Ran!\Sorry, Ran... I love you. response:	Carly... Rogi... Everyone...
context: I don't... want to... go away.\Ran...\Stop it, Ran!\She's a monster who has control over this entire man-made island!\These are the memories of C... So pretty...\Don't go, Ran!\Sorry, Ran... I love you.\Carly... Rogi... Everyone... response:	Ran's brain has been embedded with refined neurons, sixteen times more than a normal person would have.
context: Ran...\Stop it, Ran!\She's a monster who has control over this entire man-made island!\These are the memories of C... So pretty...\Don't go, Ran!\Sorry, Ran... I love you.\Carly... Rogi... Everyone...\Ran's brain has been embedded with refined neurons, sixteen times more than a normal person would have. response:	Of course, such a thing is impossible for a live human being.
context: Stop it, Ran!\She's a monster who has control over this entire man-made island!\These are the memories of C... So pretty...\Don't go, Ran!\Sorry, Ran... I love you.\Carly... Rogi... Everyone...\Ran's brain has been embedded with refined neurons, sixteen times more than a normal person would have.\Of course, such a thing is impossible for a live human being. response:	So she was given a dead body, one that moved using the power of necromancy.
context: She's a monster who has control over this entire man-made island!\These are the memories of C... So pretty...\Don't go, Ran!\Sorry, Ran... I love you.\Carly... Rogi... Everyone...\Ran's brain has been embedded with refined neurons, sixteen times more than a normal person would have.\Of course, such a thing is impossible for a live human being.\So she was given a dead body, one that moved using the power of necromancy. response:	Is there anything wrong with a girl like that wanting to destroy the Demon District, the place where she was born?
context: These are the memories of C... So pretty...\Don't go, Ran!\Sorry, Ran... I love you.\Carly... Rogi... Everyone...\Ran's brain has been embedded with refined neurons, sixteen times more than a normal person would have.\Of course, such a thing is impossible for a live human being.\So she was given a dead body, one that moved using the power of necromancy.\Is there anything wrong with a girl like that wanting to destroy the Demon District, the place where she was born? response:	What do you think?
context: Don't go, Ran!\Sorry, Ran... I love you.\Carly... Rogi... Everyone...\Ran's brain has been embedded with refined neurons, sixteen times more than a normal person would have.\Of course, such a thing is impossible for a live human being.\So she was given a dead body, one that moved using the power of necromancy.\Is there anything wrong with a girl like that wanting to destroy the Demon District, the place where she was born?\What do you think? response:	Akatsuki Kojou.
context: Sorry, Ran... I love you.\Carly... Rogi... Everyone...\Ran's brain has been embedded with refined neurons, sixteen times more than a normal person would have.\Of course, such a thing is impossible for a live human being.\So she was given a dead body, one that moved using the power of necromancy.\Is there anything wrong with a girl like that wanting to destroy the Demon District, the place where she was born?\What do you think?\Akatsuki Kojou. response:	Maybe those kids have a valid reason for being angry.
context: Carly... Rogi... Everyone...\Ran's brain has been embedded with refined neurons, sixteen times more than a normal person would have.\Of course, such a thing is impossible for a live human being.\So she was given a dead body, one that moved using the power of necromancy.\Is there anything wrong with a girl like that wanting to destroy the Demon District, the place where she was born?\What do you think?\Akatsuki Kojou.\Maybe those kids have a valid reason for being angry. response:	Maybe Senga was right, and this island might cause a large number of people to be sacrificed.
context: Ran's brain has been embedded with refined neurons, sixteen times more than a normal person would have.\Of course, such a thing is impossible for a live human being.\So she was given a dead body, one that moved using the power of necromancy.\Is there anything wrong with a girl like that wanting to destroy the Demon District, the place where she was born?\What do you think?\Akatsuki Kojou.\Maybe those kids have a valid reason for being angry.\Maybe Senga was right, and this island might cause a large number of people to be sacrificed. response:	But just as you guys want to destroy Itogami Island...
context: Of course, such a thing is impossible for a live human being.\So she was given a dead body, one that moved using the power of necromancy.\Is there anything wrong with a girl like that wanting to destroy the Demon District, the place where she was born?\What do you think?\Akatsuki Kojou.\Maybe those kids have a valid reason for being angry.\Maybe Senga was right, and this island might cause a large number of people to be sacrificed.\But just as you guys want to destroy Itogami Island... response:	I, too, want to protect the people who live here!
context: So she was given a dead body, one that moved using the power of necromancy.\Is there anything wrong with a girl like that wanting to destroy the Demon District, the place where she was born?\What do you think?\Akatsuki Kojou.\Maybe those kids have a valid reason for being angry.\Maybe Senga was right, and this island might cause a large number of people to be sacrificed.\But just as you guys want to destroy Itogami Island...\I, too, want to protect the people who live here! response:	So I'm going to stop all of you! Tartaros Lapus!
context: Is there anything wrong with a girl like that wanting to destroy the Demon District, the place where she was born?\What do you think?\Akatsuki Kojou.\Maybe those kids have a valid reason for being angry.\Maybe Senga was right, and this island might cause a large number of people to be sacrificed.\But just as you guys want to destroy Itogami Island...\I, too, want to protect the people who live here!\So I'm going to stop all of you! Tartaros Lapus! response:	From now on, this is my fight!
context: What do you think?\Akatsuki Kojou.\Maybe those kids have a valid reason for being angry.\Maybe Senga was right, and this island might cause a large number of people to be sacrificed.\But just as you guys want to destroy Itogami Island...\I, too, want to protect the people who live here!\So I'm going to stop all of you! Tartaros Lapus!\From now on, this is my fight! response:	I refuse to accept that kind of logic!
context: Akatsuki Kojou.\Maybe those kids have a valid reason for being angry.\Maybe Senga was right, and this island might cause a large number of people to be sacrificed.\But just as you guys want to destroy Itogami Island...\I, too, want to protect the people who live here!\So I'm going to stop all of you! Tartaros Lapus!\From now on, this is my fight!\I refuse to accept that kind of logic! response:	No, Senpai.
context: Maybe those kids have a valid reason for being angry.\Maybe Senga was right, and this island might cause a large number of people to be sacrificed.\But just as you guys want to destroy Itogami Island...\I, too, want to protect the people who live here!\So I'm going to stop all of you! Tartaros Lapus!\From now on, this is my fight!\I refuse to accept that kind of logic!\No, Senpai. response:	This is our fight!
context: Maybe Senga was right, and this island might cause a large number of people to be sacrificed.\But just as you guys want to destroy Itogami Island...\I, too, want to protect the people who live here!\So I'm going to stop all of you! Tartaros Lapus!\From now on, this is my fight!\I refuse to accept that kind of logic!\No, Senpai.\This is our fight! response:	W-We're here too, okay? For what it's worth.
context: But just as you guys want to destroy Itogami Island...\I, too, want to protect the people who live here!\So I'm going to stop all of you! Tartaros Lapus!\From now on, this is my fight!\I refuse to accept that kind of logic!\No, Senpai.\This is our fight!\W-We're here too, okay? For what it's worth. response:	It's over,December!
context: I, too, want to protect the people who live here!\So I'm going to stop all of you! Tartaros Lapus!\From now on, this is my fight!\I refuse to accept that kind of logic!\No, Senpai.\This is our fight!\W-We're here too, okay? For what it's worth.\It's over,December! response:	Not yet, Akatsuki Kojou.
context: So I'm going to stop all of you! Tartaros Lapus!\From now on, this is my fight!\I refuse to accept that kind of logic!\No, Senpai.\This is our fight!\W-We're here too, okay? For what it's worth.\It's over,December!\Not yet, Akatsuki Kojou. response:	Appear swiftly! Dabih-Crystallus!
context: From now on, this is my fight!\I refuse to accept that kind of logic!\No, Senpai.\This is our fight!\W-We're here too, okay? For what it's worth.\It's over,December!\Not yet, Akatsuki Kojou.\Appear swiftly! Dabih-Crystallus! response:	One of the Fourth Primogenitor's familiars, huh?
context: I refuse to accept that kind of logic!\No, Senpai.\This is our fight!\W-We're here too, okay? For what it's worth.\It's over,December!\Not yet, Akatsuki Kojou.\Appear swiftly! Dabih-Crystallus!\One of the Fourth Primogenitor's familiars, huh? response:	I was right after all.
context: No, Senpai.\This is our fight!\W-We're here too, okay? For what it's worth.\It's over,December!\Not yet, Akatsuki Kojou.\Appear swiftly! Dabih-Crystallus!\One of the Fourth Primogenitor's familiars, huh?\I was right after all. response:	We should have realized earlier.
context: This is our fight!\W-We're here too, okay? For what it's worth.\It's over,December!\Not yet, Akatsuki Kojou.\Appear swiftly! Dabih-Crystallus!\One of the Fourth Primogenitor's familiars, huh?\I was right after all.\We should have realized earlier. response:	December... was the tenth month of the ancient Roman calender.
context: W-We're here too, okay? For what it's worth.\It's over,December!\Not yet, Akatsuki Kojou.\Appear swiftly! Dabih-Crystallus!\One of the Fourth Primogenitor's familiars, huh?\I was right after all.\We should have realized earlier.\December... was the tenth month of the ancient Roman calender. response:	The Tenth Kaleid Blood...
context: It's over,December!\Not yet, Akatsuki Kojou.\Appear swiftly! Dabih-Crystallus!\One of the Fourth Primogenitor's familiars, huh?\I was right after all.\We should have realized earlier.\December... was the tenth month of the ancient Roman calender.\The Tenth Kaleid Blood... response:	You're a seal for the Fourth Primogenitor's power, just like Avrora was. Right, December!?
context: Not yet, Akatsuki Kojou.\Appear swiftly! Dabih-Crystallus!\One of the Fourth Primogenitor's familiars, huh?\I was right after all.\We should have realized earlier.\December... was the tenth month of the ancient Roman calender.\The Tenth Kaleid Blood...\You're a seal for the Fourth Primogenitor's power, just like Avrora was. Right, December!? response:	Don't tell me... Did you remember, Akatsuki Kojou?
context: Appear swiftly! Dabih-Crystallus!\One of the Fourth Primogenitor's familiars, huh?\I was right after all.\We should have realized earlier.\December... was the tenth month of the ancient Roman calender.\The Tenth Kaleid Blood...\You're a seal for the Fourth Primogenitor's power, just like Avrora was. Right, December!?\Don't tell me... Did you remember, Akatsuki Kojou? response:	Yeah.
context: One of the Fourth Primogenitor's familiars, huh?\I was right after all.\We should have realized earlier.\December... was the tenth month of the ancient Roman calender.\The Tenth Kaleid Blood...\You're a seal for the Fourth Primogenitor's power, just like Avrora was. Right, December!?\Don't tell me... Did you remember, Akatsuki Kojou?\Yeah. response:	The Scorched Banquet that happened nine months ago.
context: I was right after all.\We should have realized earlier.\December... was the tenth month of the ancient Roman calender.\The Tenth Kaleid Blood...\You're a seal for the Fourth Primogenitor's power, just like Avrora was. Right, December!?\Don't tell me... Did you remember, Akatsuki Kojou?\Yeah.\The Scorched Banquet that happened nine months ago. response:	And Avrora... I remember her too.
context: We should have realized earlier.\December... was the tenth month of the ancient Roman calender.\The Tenth Kaleid Blood...\You're a seal for the Fourth Primogenitor's power, just like Avrora was. Right, December!?\Don't tell me... Did you remember, Akatsuki Kojou?\Yeah.\The Scorched Banquet that happened nine months ago.\And Avrora... I remember her too. response:	You... weren't involved in that, right?
context: December... was the tenth month of the ancient Roman calender.\The Tenth Kaleid Blood...\You're a seal for the Fourth Primogenitor's power, just like Avrora was. Right, December!?\Don't tell me... Did you remember, Akatsuki Kojou?\Yeah.\The Scorched Banquet that happened nine months ago.\And Avrora... I remember her too.\You... weren't involved in that, right? response:	I was the Third Primogenitor's captive back then.
context: The Tenth Kaleid Blood...\You're a seal for the Fourth Primogenitor's power, just like Avrora was. Right, December!?\Don't tell me... Did you remember, Akatsuki Kojou?\Yeah.\The Scorched Banquet that happened nine months ago.\And Avrora... I remember her too.\You... weren't involved in that, right?\I was the Third Primogenitor's captive back then. response:	The Third...
context: You're a seal for the Fourth Primogenitor's power, just like Avrora was. Right, December!?\Don't tell me... Did you remember, Akatsuki Kojou?\Yeah.\The Scorched Banquet that happened nine months ago.\And Avrora... I remember her too.\You... weren't involved in that, right?\I was the Third Primogenitor's captive back then.\The Third... response:	You mean Chaos Bride!?
context: Don't tell me... Did you remember, Akatsuki Kojou?\Yeah.\The Scorched Banquet that happened nine months ago.\And Avrora... I remember her too.\You... weren't involved in that, right?\I was the Third Primogenitor's captive back then.\The Third...\You mean Chaos Bride!? response:	It seems she's very interested in you as well.
context: Yeah.\The Scorched Banquet that happened nine months ago.\And Avrora... I remember her too.\You... weren't involved in that, right?\I was the Third Primogenitor's captive back then.\The Third...\You mean Chaos Bride!?\It seems she's very interested in you as well. response:	I was only released because I told her that I wanted to go to Itogami Island.
context: The Scorched Banquet that happened nine months ago.\And Avrora... I remember her too.\You... weren't involved in that, right?\I was the Third Primogenitor's captive back then.\The Third...\You mean Chaos Bride!?\It seems she's very interested in you as well.\I was only released because I told her that I wanted to go to Itogami Island. response:	You... Your body...!
context: And Avrora... I remember her too.\You... weren't involved in that, right?\I was the Third Primogenitor's captive back then.\The Third...\You mean Chaos Bride!?\It seems she's very interested in you as well.\I was only released because I told her that I wanted to go to Itogami Island.\You... Your body...! response:	We, the Numbered, are literally the Fourth Primogenitor's seals.
context: You... weren't involved in that, right?\I was the Third Primogenitor's captive back then.\The Third...\You mean Chaos Bride!?\It seems she's very interested in you as well.\I was only released because I told her that I wanted to go to Itogami Island.\You... Your body...!\We, the Numbered, are literally the Fourth Primogenitor's seals. response:	Once the seal is undone, we have no option but to disappear.
context: I was the Third Primogenitor's captive back then.\The Third...\You mean Chaos Bride!?\It seems she's very interested in you as well.\I was only released because I told her that I wanted to go to Itogami Island.\You... Your body...!\We, the Numbered, are literally the Fourth Primogenitor's seals.\Once the seal is undone, we have no option but to disappear. response:	The Tenth Familiar that was sealed within me, which is basically my own self.
context: The Third...\You mean Chaos Bride!?\It seems she's very interested in you as well.\I was only released because I told her that I wanted to go to Itogami Island.\You... Your body...!\We, the Numbered, are literally the Fourth Primogenitor's seals.\Once the seal is undone, we have no option but to disappear.\The Tenth Familiar that was sealed within me, which is basically my own self. response:	Dabih-Crystallus is a being that governs over the vampiric ability to charm.
context: You mean Chaos Bride!?\It seems she's very interested in you as well.\I was only released because I told her that I wanted to go to Itogami Island.\You... Your body...!\We, the Numbered, are literally the Fourth Primogenitor's seals.\Once the seal is undone, we have no option but to disappear.\The Tenth Familiar that was sealed within me, which is basically my own self.\Dabih-Crystallus is a being that governs over the vampiric ability to charm. response:	So we can even do things like this!
context: It seems she's very interested in you as well.\I was only released because I told her that I wanted to go to Itogami Island.\You... Your body...!\We, the Numbered, are literally the Fourth Primogenitor's seals.\Once the seal is undone, we have no option but to disappear.\The Tenth Familiar that was sealed within me, which is basically my own self.\Dabih-Crystallus is a being that governs over the vampiric ability to charm.\So we can even do things like this! response:	Even if the Rose falls, the Four Heavenly Beasts that were summoned will remain!
context: I was only released because I told her that I wanted to go to Itogami Island.\You... Your body...!\We, the Numbered, are literally the Fourth Primogenitor's seals.\Once the seal is undone, we have no option but to disappear.\The Tenth Familiar that was sealed within me, which is basically my own self.\Dabih-Crystallus is a being that governs over the vampiric ability to charm.\So we can even do things like this!\Even if the Rose falls, the Four Heavenly Beasts that were summoned will remain! response:	The power to destroy Itogami Island, which was summoned by my friends!
context: You... Your body...!\We, the Numbered, are literally the Fourth Primogenitor's seals.\Once the seal is undone, we have no option but to disappear.\The Tenth Familiar that was sealed within me, which is basically my own self.\Dabih-Crystallus is a being that governs over the vampiric ability to charm.\So we can even do things like this!\Even if the Rose falls, the Four Heavenly Beasts that were summoned will remain!\The power to destroy Itogami Island, which was summoned by my friends! response:	Dammit, come out! Natra-Cinereus!
context: We, the Numbered, are literally the Fourth Primogenitor's seals.\Once the seal is undone, we have no option but to disappear.\The Tenth Familiar that was sealed within me, which is basically my own self.\Dabih-Crystallus is a being that governs over the vampiric ability to charm.\So we can even do things like this!\Even if the Rose falls, the Four Heavenly Beasts that were summoned will remain!\The power to destroy Itogami Island, which was summoned by my friends!\Dammit, come out! Natra-Cinereus! response:	Rozenkavalier Plus!
context: Once the seal is undone, we have no option but to disappear.\The Tenth Familiar that was sealed within me, which is basically my own self.\Dabih-Crystallus is a being that governs over the vampiric ability to charm.\So we can even do things like this!\Even if the Rose falls, the Four Heavenly Beasts that were summoned will remain!\The power to destroy Itogami Island, which was summoned by my friends!\Dammit, come out! Natra-Cinereus!\Rozenkavalier Plus! response:	Come out, Al-Nasl-Minium!
context: The Tenth Familiar that was sealed within me, which is basically my own self.\Dabih-Crystallus is a being that governs over the vampiric ability to charm.\So we can even do things like this!\Even if the Rose falls, the Four Heavenly Beasts that were summoned will remain!\The power to destroy Itogami Island, which was summoned by my friends!\Dammit, come out! Natra-Cinereus!\Rozenkavalier Plus!\Come out, Al-Nasl-Minium! response:	Al-Meissa-Mercury!
context: Dabih-Crystallus is a being that governs over the vampiric ability to charm.\So we can even do things like this!\Even if the Rose falls, the Four Heavenly Beasts that were summoned will remain!\The power to destroy Itogami Island, which was summoned by my friends!\Dammit, come out! Natra-Cinereus!\Rozenkavalier Plus!\Come out, Al-Nasl-Minium!\Al-Meissa-Mercury! response:	I, Akatsuki Kojou, successor to the blood of Kaleid Blood, now release your constraints.
context: So we can even do things like this!\Even if the Rose falls, the Four Heavenly Beasts that were summoned will remain!\The power to destroy Itogami Island, which was summoned by my friends!\Dammit, come out! Natra-Cinereus!\Rozenkavalier Plus!\Come out, Al-Nasl-Minium!\Al-Meissa-Mercury!\I, Akatsuki Kojou, successor to the blood of Kaleid Blood, now release your constraints. response:	I, Sword Shaman of the High God and priestess of the Lion, beseech thee.
context: Even if the Rose falls, the Four Heavenly Beasts that were summoned will remain!\The power to destroy Itogami Island, which was summoned by my friends!\Dammit, come out! Natra-Cinereus!\Rozenkavalier Plus!\Come out, Al-Nasl-Minium!\Al-Meissa-Mercury!\I, Akatsuki Kojou, successor to the blood of Kaleid Blood, now release your constraints.\I, Sword Shaman of the High God and priestess of the Lion, beseech thee. response:	Dawn light of exorcism, spirit wolf of snowy mist, grant me the divine might of thy steel,
context: The power to destroy Itogami Island, which was summoned by my friends!\Dammit, come out! Natra-Cinereus!\Rozenkavalier Plus!\Come out, Al-Nasl-Minium!\Al-Meissa-Mercury!\I, Akatsuki Kojou, successor to the blood of Kaleid Blood, now release your constraints.\I, Sword Shaman of the High God and priestess of the Lion, beseech thee.\Dawn light of exorcism, spirit wolf of snowy mist, grant me the divine might of thy steel, response:	that I may smite a hundred evil spirits!
context: Dammit, come out! Natra-Cinereus!\Rozenkavalier Plus!\Come out, Al-Nasl-Minium!\Al-Meissa-Mercury!\I, Akatsuki Kojou, successor to the blood of Kaleid Blood, now release your constraints.\I, Sword Shaman of the High God and priestess of the Lion, beseech thee.\Dawn light of exorcism, spirit wolf of snowy mist, grant me the divine might of thy steel,\that I may smite a hundred evil spirits! response:	Come out, Fifth Familiar.
context: Rozenkavalier Plus!\Come out, Al-Nasl-Minium!\Al-Meissa-Mercury!\I, Akatsuki Kojou, successor to the blood of Kaleid Blood, now release your constraints.\I, Sword Shaman of the High God and priestess of the Lion, beseech thee.\Dawn light of exorcism, spirit wolf of snowy mist, grant me the divine might of thy steel,\that I may smite a hundred evil spirits!\Come out, Fifth Familiar. response:	Regulus-Aurum!
context: Come out, Al-Nasl-Minium!\Al-Meissa-Mercury!\I, Akatsuki Kojou, successor to the blood of Kaleid Blood, now release your constraints.\I, Sword Shaman of the High God and priestess of the Lion, beseech thee.\Dawn light of exorcism, spirit wolf of snowy mist, grant me the divine might of thy steel,\that I may smite a hundred evil spirits!\Come out, Fifth Familiar.\Regulus-Aurum! response:	It's your win, Kojou.
context: Al-Meissa-Mercury!\I, Akatsuki Kojou, successor to the blood of Kaleid Blood, now release your constraints.\I, Sword Shaman of the High God and priestess of the Lion, beseech thee.\Dawn light of exorcism, spirit wolf of snowy mist, grant me the divine might of thy steel,\that I may smite a hundred evil spirits!\Come out, Fifth Familiar.\Regulus-Aurum!\It's your win, Kojou. response:	December!
context: I, Akatsuki Kojou, successor to the blood of Kaleid Blood, now release your constraints.\I, Sword Shaman of the High God and priestess of the Lion, beseech thee.\Dawn light of exorcism, spirit wolf of snowy mist, grant me the divine might of thy steel,\that I may smite a hundred evil spirits!\Come out, Fifth Familiar.\Regulus-Aurum!\It's your win, Kojou.\December! response:	I have one last request.
context: I, Sword Shaman of the High God and priestess of the Lion, beseech thee.\Dawn light of exorcism, spirit wolf of snowy mist, grant me the divine might of thy steel,\that I may smite a hundred evil spirits!\Come out, Fifth Familiar.\Regulus-Aurum!\It's your win, Kojou.\December!\I have one last request. response:	Take Ran... Carly, and Rogi to a proper research facility.
context: Dawn light of exorcism, spirit wolf of snowy mist, grant me the divine might of thy steel,\that I may smite a hundred evil spirits!\Come out, Fifth Familiar.\Regulus-Aurum!\It's your win, Kojou.\December!\I have one last request.\Take Ran... Carly, and Rogi to a proper research facility. response:	The way they are now, they won't live for much longer.
context: that I may smite a hundred evil spirits!\Come out, Fifth Familiar.\Regulus-Aurum!\It's your win, Kojou.\December!\I have one last request.\Take Ran... Carly, and Rogi to a proper research facility.\The way they are now, they won't live for much longer. response:	I understand.
context: Come out, Fifth Familiar.\Regulus-Aurum!\It's your win, Kojou.\December!\I have one last request.\Take Ran... Carly, and Rogi to a proper research facility.\The way they are now, they won't live for much longer.\I understand. response:	Thank you, Akatsuki Kojou.
context: Regulus-Aurum!\It's your win, Kojou.\December!\I have one last request.\Take Ran... Carly, and Rogi to a proper research facility.\The way they are now, they won't live for much longer.\I understand.\Thank you, Akatsuki Kojou. response:	I'll give you the power of the Tenth Familiar.
context: It's your win, Kojou.\December!\I have one last request.\Take Ran... Carly, and Rogi to a proper research facility.\The way they are now, they won't live for much longer.\I understand.\Thank you, Akatsuki Kojou.\I'll give you the power of the Tenth Familiar. response:	Wait, December! I...!
context: December!\I have one last request.\Take Ran... Carly, and Rogi to a proper research facility.\The way they are now, they won't live for much longer.\I understand.\Thank you, Akatsuki Kojou.\I'll give you the power of the Tenth Familiar.\Wait, December! I...! response:	Don't look so sad.
context: I have one last request.\Take Ran... Carly, and Rogi to a proper research facility.\The way they are now, they won't live for much longer.\I understand.\Thank you, Akatsuki Kojou.\I'll give you the power of the Tenth Familiar.\Wait, December! I...!\Don't look so sad. response:	It's fine. I will always be at your side.
context: Take Ran... Carly, and Rogi to a proper research facility.\The way they are now, they won't live for much longer.\I understand.\Thank you, Akatsuki Kojou.\I'll give you the power of the Tenth Familiar.\Wait, December! I...!\Don't look so sad.\It's fine. I will always be at your side. response:	Protect the Twelfth, Avrora.
context: The way they are now, they won't live for much longer.\I understand.\Thank you, Akatsuki Kojou.\I'll give you the power of the Tenth Familiar.\Wait, December! I...!\Don't look so sad.\It's fine. I will always be at your side.\Protect the Twelfth, Avrora. response:	That child is your hope.
context: I understand.\Thank you, Akatsuki Kojou.\I'll give you the power of the Tenth Familiar.\Wait, December! I...!\Don't look so sad.\It's fine. I will always be at your side.\Protect the Twelfth, Avrora.\That child is your hope. response:	So you disappeared, December.
context: Thank you, Akatsuki Kojou.\I'll give you the power of the Tenth Familiar.\Wait, December! I...!\Don't look so sad.\It's fine. I will always be at your side.\Protect the Twelfth, Avrora.\That child is your hope.\So you disappeared, December. response:	Worry not. I will take care of this island-
context: I'll give you the power of the Tenth Familiar.\Wait, December! I...!\Don't look so sad.\It's fine. I will always be at your side.\Protect the Twelfth, Avrora.\That child is your hope.\So you disappeared, December.\Worry not. I will take care of this island- response:	You want to destroy the keystone and cause the island to collapse?
context: Wait, December! I...!\Don't look so sad.\It's fine. I will always be at your side.\Protect the Twelfth, Avrora.\That child is your hope.\So you disappeared, December.\Worry not. I will take care of this island-\You want to destroy the keystone and cause the island to collapse? response:	I won't let you do that, Senga Takehito.
context: Don't look so sad.\It's fine. I will always be at your side.\Protect the Twelfth, Avrora.\That child is your hope.\So you disappeared, December.\Worry not. I will take care of this island-\You want to destroy the keystone and cause the island to collapse?\I won't let you do that, Senga Takehito. response:	Why the hell are you still alive, Yaze Akishige!?
context: It's fine. I will always be at your side.\Protect the Twelfth, Avrora.\That child is your hope.\So you disappeared, December.\Worry not. I will take care of this island-\You want to destroy the keystone and cause the island to collapse?\I won't let you do that, Senga Takehito.\Why the hell are you still alive, Yaze Akishige!? response:	Hyper Adapter!?
context: Protect the Twelfth, Avrora.\That child is your hope.\So you disappeared, December.\Worry not. I will take care of this island-\You want to destroy the keystone and cause the island to collapse?\I won't let you do that, Senga Takehito.\Why the hell are you still alive, Yaze Akishige!?\Hyper Adapter!? response:	Sealing off Itogami Island, throwing the Island Administration into chaos...
context: That child is your hope.\So you disappeared, December.\Worry not. I will take care of this island-\You want to destroy the keystone and cause the island to collapse?\I won't let you do that, Senga Takehito.\Why the hell are you still alive, Yaze Akishige!?\Hyper Adapter!?\Sealing off Itogami Island, throwing the Island Administration into chaos... response:	And now, the Priestess of Cain has entered the casket.
context: So you disappeared, December.\Worry not. I will take care of this island-\You want to destroy the keystone and cause the island to collapse?\I won't let you do that, Senga Takehito.\Why the hell are you still alive, Yaze Akishige!?\Hyper Adapter!?\Sealing off Itogami Island, throwing the Island Administration into chaos...\And now, the Priestess of Cain has entered the casket. response:	With this, all the preparations have been completed.
context: Worry not. I will take care of this island-\You want to destroy the keystone and cause the island to collapse?\I won't let you do that, Senga Takehito.\Why the hell are you still alive, Yaze Akishige!?\Hyper Adapter!?\Sealing off Itogami Island, throwing the Island Administration into chaos...\And now, the Priestess of Cain has entered the casket.\With this, all the preparations have been completed. response:	You have done well, Tartaros Lapus.
context: You want to destroy the keystone and cause the island to collapse?\I won't let you do that, Senga Takehito.\Why the hell are you still alive, Yaze Akishige!?\Hyper Adapter!?\Sealing off Itogami Island, throwing the Island Administration into chaos...\And now, the Priestess of Cain has entered the casket.\With this, all the preparations have been completed.\You have done well, Tartaros Lapus. response:	You were using us from the start...!?
context: I won't let you do that, Senga Takehito.\Why the hell are you still alive, Yaze Akishige!?\Hyper Adapter!?\Sealing off Itogami Island, throwing the Island Administration into chaos...\And now, the Priestess of Cain has entered the casket.\With this, all the preparations have been completed.\You have done well, Tartaros Lapus.\You were using us from the start...!? response:	You're willing to go so far to slaughter the demons!?
context: Why the hell are you still alive, Yaze Akishige!?\Hyper Adapter!?\Sealing off Itogami Island, throwing the Island Administration into chaos...\And now, the Priestess of Cain has entered the casket.\With this, all the preparations have been completed.\You have done well, Tartaros Lapus.\You were using us from the start...!?\You're willing to go so far to slaughter the demons!? response:	Descendants of the Sinful God...
context: Hyper Adapter!?\Sealing off Itogami Island, throwing the Island Administration into chaos...\And now, the Priestess of Cain has entered the casket.\With this, all the preparations have been completed.\You have done well, Tartaros Lapus.\You were using us from the start...!?\You're willing to go so far to slaughter the demons!?\Descendants of the Sinful God... response:	This can't be real... Don't tell me...
context: Sealing off Itogami Island, throwing the Island Administration into chaos...\And now, the Priestess of Cain has entered the casket.\With this, all the preparations have been completed.\You have done well, Tartaros Lapus.\You were using us from the start...!?\You're willing to go so far to slaughter the demons!?\Descendants of the Sinful God...\This can't be real... Don't tell me... response:	This is C? Cain's Coffin?
context: And now, the Priestess of Cain has entered the casket.\With this, all the preparations have been completed.\You have done well, Tartaros Lapus.\You were using us from the start...!?\You're willing to go so far to slaughter the demons!?\Descendants of the Sinful God...\This can't be real... Don't tell me...\This is C? Cain's Coffin? response:	Mogwai... You are...!
