context: Inspection response:	Hurry up, stupid!
context: I'm not talking about Japanese samurai shows!\You guys are so funny.\I wish we could be like this forever...\Acting silly here, getting scolded by Miya...\Why art thou saying such soft things?\Thou hast thy own Ashikabi.\So thou might have to fight us someday.\That's right! We've gotta fight someday. response:	Uzume-san?
context: You guys are so funny.\I wish we could be like this forever...\Acting silly here, getting scolded by Miya...\Why art thou saying such soft things?\Thou hast thy own Ashikabi.\So thou might have to fight us someday.\That's right! We've gotta fight someday.\Uzume-san? response:	Number 04? The one who killed Mitsuha was the Black Sekirei?
context: I wish we could be like this forever...\Acting silly here, getting scolded by Miya...\Why art thou saying such soft things?\Thou hast thy own Ashikabi.\So thou might have to fight us someday.\That's right! We've gotta fight someday.\Uzume-san?\Number 04? The one who killed Mitsuha was the Black Sekirei? response:	Yes, there's no mistake.
context: Acting silly here, getting scolded by Miya...\Why art thou saying such soft things?\Thou hast thy own Ashikabi.\So thou might have to fight us someday.\That's right! We've gotta fight someday.\Uzume-san?\Number 04? The one who killed Mitsuha was the Black Sekirei?\Yes, there's no mistake. response:	I confirmed.
context: Why art thou saying such soft things?\Thou hast thy own Ashikabi.\So thou might have to fight us someday.\That's right! We've gotta fight someday.\Uzume-san?\Number 04? The one who killed Mitsuha was the Black Sekirei?\Yes, there's no mistake.\I confirmed. response:	The Discipline Squad... Why did they mess with my possession?
context: Thou hast thy own Ashikabi.\So thou might have to fight us someday.\That's right! We've gotta fight someday.\Uzume-san?\Number 04? The one who killed Mitsuha was the Black Sekirei?\Yes, there's no mistake.\I confirmed.\The Discipline Squad... Why did they mess with my possession? response:	Members of the Discipline Squad are also participants in this game.
context: So thou might have to fight us someday.\That's right! We've gotta fight someday.\Uzume-san?\Number 04? The one who killed Mitsuha was the Black Sekirei?\Yes, there's no mistake.\I confirmed.\The Discipline Squad... Why did they mess with my possession?\Members of the Discipline Squad are also participants in this game. response:	They don't need any excuses.
context: That's right! We've gotta fight someday.\Uzume-san?\Number 04? The one who killed Mitsuha was the Black Sekirei?\Yes, there's no mistake.\I confirmed.\The Discipline Squad... Why did they mess with my possession?\Members of the Discipline Squad are also participants in this game.\They don't need any excuses. response:	Mutsu, what is the Sekirei with that woman doing?
context: Uzume-san?\Number 04? The one who killed Mitsuha was the Black Sekirei?\Yes, there's no mistake.\I confirmed.\The Discipline Squad... Why did they mess with my possession?\Members of the Discipline Squad are also participants in this game.\They don't need any excuses.\Mutsu, what is the Sekirei with that woman doing? response:	You mean number 107?
context: Number 04? The one who killed Mitsuha was the Black Sekirei?\Yes, there's no mistake.\I confirmed.\The Discipline Squad... Why did they mess with my possession?\Members of the Discipline Squad are also participants in this game.\They don't need any excuses.\Mutsu, what is the Sekirei with that woman doing?\You mean number 107? response:	Akitsu is keeping an eye on him. He doesn't seem to have emerged yet.
context: Yes, there's no mistake.\I confirmed.\The Discipline Squad... Why did they mess with my possession?\Members of the Discipline Squad are also participants in this game.\They don't need any excuses.\Mutsu, what is the Sekirei with that woman doing?\You mean number 107?\Akitsu is keeping an eye on him. He doesn't seem to have emerged yet. response:	We have to make up for what we've lost, don't we?
context: I confirmed.\The Discipline Squad... Why did they mess with my possession?\Members of the Discipline Squad are also participants in this game.\They don't need any excuses.\Mutsu, what is the Sekirei with that woman doing?\You mean number 107?\Akitsu is keeping an eye on him. He doesn't seem to have emerged yet.\We have to make up for what we've lost, don't we? response:	Meal's ready.
context: The Discipline Squad... Why did they mess with my possession?\Members of the Discipline Squad are also participants in this game.\They don't need any excuses.\Mutsu, what is the Sekirei with that woman doing?\You mean number 107?\Akitsu is keeping an eye on him. He doesn't seem to have emerged yet.\We have to make up for what we've lost, don't we?\Meal's ready. response:	Ah, yes!
context: Members of the Discipline Squad are also participants in this game.\They don't need any excuses.\Mutsu, what is the Sekirei with that woman doing?\You mean number 107?\Akitsu is keeping an eye on him. He doesn't seem to have emerged yet.\We have to make up for what we've lost, don't we?\Meal's ready.\Ah, yes! response:	Here!
context: They don't need any excuses.\Mutsu, what is the Sekirei with that woman doing?\You mean number 107?\Akitsu is keeping an eye on him. He doesn't seem to have emerged yet.\We have to make up for what we've lost, don't we?\Meal's ready.\Ah, yes!\Here! response:	Ah, by the way!
context: Mutsu, what is the Sekirei with that woman doing?\You mean number 107?\Akitsu is keeping an eye on him. He doesn't seem to have emerged yet.\We have to make up for what we've lost, don't we?\Meal's ready.\Ah, yes!\Here!\Ah, by the way! response:	Shiina, you said you're looking for somebody, didn't you?
context: You mean number 107?\Akitsu is keeping an eye on him. He doesn't seem to have emerged yet.\We have to make up for what we've lost, don't we?\Meal's ready.\Ah, yes!\Here!\Ah, by the way!\Shiina, you said you're looking for somebody, didn't you? response:	Yes.
context: Akitsu is keeping an eye on him. He doesn't seem to have emerged yet.\We have to make up for what we've lost, don't we?\Meal's ready.\Ah, yes!\Here!\Ah, by the way!\Shiina, you said you're looking for somebody, didn't you?\Yes. response:	If you don't mind, would you tell me about that?
context: We have to make up for what we've lost, don't we?\Meal's ready.\Ah, yes!\Here!\Ah, by the way!\Shiina, you said you're looking for somebody, didn't you?\Yes.\If you don't mind, would you tell me about that? response:	Your younger sister?
context: Meal's ready.\Ah, yes!\Here!\Ah, by the way!\Shiina, you said you're looking for somebody, didn't you?\Yes.\If you don't mind, would you tell me about that?\Your younger sister? response:	Her name is Ku.
context: Ah, yes!\Here!\Ah, by the way!\Shiina, you said you're looking for somebody, didn't you?\Yes.\If you don't mind, would you tell me about that?\Your younger sister?\Her name is Ku. response:	I've been looking for her for a long time,
context: Here!\Ah, by the way!\Shiina, you said you're looking for somebody, didn't you?\Yes.\If you don't mind, would you tell me about that?\Your younger sister?\Her name is Ku.\I've been looking for her for a long time, response:	and when I went to town, that person with whips chased me.
context: Ah, by the way!\Shiina, you said you're looking for somebody, didn't you?\Yes.\If you don't mind, would you tell me about that?\Your younger sister?\Her name is Ku.\I've been looking for her for a long time,\and when I went to town, that person with whips chased me. response:	That's when I passed by, huh?
context: Shiina, you said you're looking for somebody, didn't you?\Yes.\If you don't mind, would you tell me about that?\Your younger sister?\Her name is Ku.\I've been looking for her for a long time,\and when I went to town, that person with whips chased me.\That's when I passed by, huh? response:	See, I have an older brother, too.
context: Yes.\If you don't mind, would you tell me about that?\Your younger sister?\Her name is Ku.\I've been looking for her for a long time,\and when I went to town, that person with whips chased me.\That's when I passed by, huh?\See, I have an older brother, too. response:	An older brother?
context: If you don't mind, would you tell me about that?\Your younger sister?\Her name is Ku.\I've been looking for her for a long time,\and when I went to town, that person with whips chased me.\That's when I passed by, huh?\See, I have an older brother, too.\An older brother? response:	Yup! When I was little, he always came to get me whenever I was crying.
context: Your younger sister?\Her name is Ku.\I've been looking for her for a long time,\and when I went to town, that person with whips chased me.\That's when I passed by, huh?\See, I have an older brother, too.\An older brother?\Yup! When I was little, he always came to get me whenever I was crying. response:	When I couldn't get down from a tall tree
context: Her name is Ku.\I've been looking for her for a long time,\and when I went to town, that person with whips chased me.\That's when I passed by, huh?\See, I have an older brother, too.\An older brother?\Yup! When I was little, he always came to get me whenever I was crying.\When I couldn't get down from a tall tree response:	or when I got lost in a dark forest...
context: I've been looking for her for a long time,\and when I went to town, that person with whips chased me.\That's when I passed by, huh?\See, I have an older brother, too.\An older brother?\Yup! When I was little, he always came to get me whenever I was crying.\When I couldn't get down from a tall tree\or when I got lost in a dark forest... response:	Yukari! There you are!
context: and when I went to town, that person with whips chased me.\That's when I passed by, huh?\See, I have an older brother, too.\An older brother?\Yup! When I was little, he always came to get me whenever I was crying.\When I couldn't get down from a tall tree\or when I got lost in a dark forest...\Yukari! There you are! response:	Here! Come on!
context: That's when I passed by, huh?\See, I have an older brother, too.\An older brother?\Yup! When I was little, he always came to get me whenever I was crying.\When I couldn't get down from a tall tree\or when I got lost in a dark forest...\Yukari! There you are!\Here! Come on! response:	Even though he was afraid of tall trees and dark places, too.
context: See, I have an older brother, too.\An older brother?\Yup! When I was little, he always came to get me whenever I was crying.\When I couldn't get down from a tall tree\or when I got lost in a dark forest...\Yukari! There you are!\Here! Come on!\Even though he was afraid of tall trees and dark places, too. response:	He always gave me a piggyback ride when we went home.
context: An older brother?\Yup! When I was little, he always came to get me whenever I was crying.\When I couldn't get down from a tall tree\or when I got lost in a dark forest...\Yukari! There you are!\Here! Come on!\Even though he was afraid of tall trees and dark places, too.\He always gave me a piggyback ride when we went home. response:	I still remember his warm back.
context: Yup! When I was little, he always came to get me whenever I was crying.\When I couldn't get down from a tall tree\or when I got lost in a dark forest...\Yukari! There you are!\Here! Come on!\Even though he was afraid of tall trees and dark places, too.\He always gave me a piggyback ride when we went home.\I still remember his warm back. response:	But he's now a wimpy loser, though.
context: When I couldn't get down from a tall tree\or when I got lost in a dark forest...\Yukari! There you are!\Here! Come on!\Even though he was afraid of tall trees and dark places, too.\He always gave me a piggyback ride when we went home.\I still remember his warm back.\But he's now a wimpy loser, though. response:	So I'm sure that Ku-chan is waiting for her big brother just as I did... definitely.
context: or when I got lost in a dark forest...\Yukari! There you are!\Here! Come on!\Even though he was afraid of tall trees and dark places, too.\He always gave me a piggyback ride when we went home.\I still remember his warm back.\But he's now a wimpy loser, though.\So I'm sure that Ku-chan is waiting for her big brother just as I did... definitely. response:	I hope Ku's met somebody like that.
context: Yukari! There you are!\Here! Come on!\Even though he was afraid of tall trees and dark places, too.\He always gave me a piggyback ride when we went home.\I still remember his warm back.\But he's now a wimpy loser, though.\So I'm sure that Ku-chan is waiting for her big brother just as I did... definitely.\I hope Ku's met somebody like that. response:	Just like I met you.
context: Here! Come on!\Even though he was afraid of tall trees and dark places, too.\He always gave me a piggyback ride when we went home.\I still remember his warm back.\But he's now a wimpy loser, though.\So I'm sure that Ku-chan is waiting for her big brother just as I did... definitely.\I hope Ku's met somebody like that.\Just like I met you. response:	Yup! I hope so, too.
context: Even though he was afraid of tall trees and dark places, too.\He always gave me a piggyback ride when we went home.\I still remember his warm back.\But he's now a wimpy loser, though.\So I'm sure that Ku-chan is waiting for her big brother just as I did... definitely.\I hope Ku's met somebody like that.\Just like I met you.\Yup! I hope so, too. response:	OK, we'll go out to search for Ku-chan starting tomorrow!
context: He always gave me a piggyback ride when we went home.\I still remember his warm back.\But he's now a wimpy loser, though.\So I'm sure that Ku-chan is waiting for her big brother just as I did... definitely.\I hope Ku's met somebody like that.\Just like I met you.\Yup! I hope so, too.\OK, we'll go out to search for Ku-chan starting tomorrow! response:	Yes!
context: I still remember his warm back.\But he's now a wimpy loser, though.\So I'm sure that Ku-chan is waiting for her big brother just as I did... definitely.\I hope Ku's met somebody like that.\Just like I met you.\Yup! I hope so, too.\OK, we'll go out to search for Ku-chan starting tomorrow!\Yes! response:	Hiyama-kai Hospital
context: But he's now a wimpy loser, though.\So I'm sure that Ku-chan is waiting for her big brother just as I did... definitely.\I hope Ku's met somebody like that.\Just like I met you.\Yup! I hope so, too.\OK, we'll go out to search for Ku-chan starting tomorrow!\Yes!\Hiyama-kai Hospital response:	Thank you for your hard work.
context: So I'm sure that Ku-chan is waiting for her big brother just as I did... definitely.\I hope Ku's met somebody like that.\Just like I met you.\Yup! I hope so, too.\OK, we'll go out to search for Ku-chan starting tomorrow!\Yes!\Hiyama-kai Hospital\Thank you for your hard work. response:	I heard you killed almost instantly again the other day.
context: I hope Ku's met somebody like that.\Just like I met you.\Yup! I hope so, too.\OK, we'll go out to search for Ku-chan starting tomorrow!\Yes!\Hiyama-kai Hospital\Thank you for your hard work.\I heard you killed almost instantly again the other day. response:	I suppose that's what we should expect
context: Just like I met you.\Yup! I hope so, too.\OK, we'll go out to search for Ku-chan starting tomorrow!\Yes!\Hiyama-kai Hospital\Thank you for your hard work.\I heard you killed almost instantly again the other day.\I suppose that's what we should expect response:	from the Sekirei who received Takehito Asama's personal attention.
context: Yup! I hope so, too.\OK, we'll go out to search for Ku-chan starting tomorrow!\Yes!\Hiyama-kai Hospital\Thank you for your hard work.\I heard you killed almost instantly again the other day.\I suppose that's what we should expect\from the Sekirei who received Takehito Asama's personal attention. response:	Mr. Higa thinks highly of you.
context: OK, we'll go out to search for Ku-chan starting tomorrow!\Yes!\Hiyama-kai Hospital\Thank you for your hard work.\I heard you killed almost instantly again the other day.\I suppose that's what we should expect\from the Sekirei who received Takehito Asama's personal attention.\Mr. Higa thinks highly of you. response:	Cut the crap. What's the next target?
context: Yes!\Hiyama-kai Hospital\Thank you for your hard work.\I heard you killed almost instantly again the other day.\I suppose that's what we should expect\from the Sekirei who received Takehito Asama's personal attention.\Mr. Higa thinks highly of you.\Cut the crap. What's the next target? response:	Number 95, Kuno.
context: Hiyama-kai Hospital\Thank you for your hard work.\I heard you killed almost instantly again the other day.\I suppose that's what we should expect\from the Sekirei who received Takehito Asama's personal attention.\Mr. Higa thinks highly of you.\Cut the crap. What's the next target?\Number 95, Kuno. response:	This Sekirei's power is bit special...
context: Thank you for your hard work.\I heard you killed almost instantly again the other day.\I suppose that's what we should expect\from the Sekirei who received Takehito Asama's personal attention.\Mr. Higa thinks highly of you.\Cut the crap. What's the next target?\Number 95, Kuno.\This Sekirei's power is bit special... response:	Doesn't matter.
context: I heard you killed almost instantly again the other day.\I suppose that's what we should expect\from the Sekirei who received Takehito Asama's personal attention.\Mr. Higa thinks highly of you.\Cut the crap. What's the next target?\Number 95, Kuno.\This Sekirei's power is bit special...\Doesn't matter. response:	Please keep in mind
context: I suppose that's what we should expect\from the Sekirei who received Takehito Asama's personal attention.\Mr. Higa thinks highly of you.\Cut the crap. What's the next target?\Number 95, Kuno.\This Sekirei's power is bit special...\Doesn't matter.\Please keep in mind response:	that your Ashikabi doesn't have much time left.
context: from the Sekirei who received Takehito Asama's personal attention.\Mr. Higa thinks highly of you.\Cut the crap. What's the next target?\Number 95, Kuno.\This Sekirei's power is bit special...\Doesn't matter.\Please keep in mind\that your Ashikabi doesn't have much time left. response:	I know.
context: Mr. Higa thinks highly of you.\Cut the crap. What's the next target?\Number 95, Kuno.\This Sekirei's power is bit special...\Doesn't matter.\Please keep in mind\that your Ashikabi doesn't have much time left.\I know. response:	Let's go!
context: Cut the crap. What's the next target?\Number 95, Kuno.\This Sekirei's power is bit special...\Doesn't matter.\Please keep in mind\that your Ashikabi doesn't have much time left.\I know.\Let's go! response:	Yes!
context: Number 95, Kuno.\This Sekirei's power is bit special...\Doesn't matter.\Please keep in mind\that your Ashikabi doesn't have much time left.\I know.\Let's go!\Yes! response:	A-Are you really going out to exterminate that dangerous Sekirei?
context: This Sekirei's power is bit special...\Doesn't matter.\Please keep in mind\that your Ashikabi doesn't have much time left.\I know.\Let's go!\Yes!\A-Are you really going out to exterminate that dangerous Sekirei? response:	Of course we are! I, Tsukiumi, will not forgive the bastard who defiles our battle!
context: Doesn't matter.\Please keep in mind\that your Ashikabi doesn't have much time left.\I know.\Let's go!\Yes!\A-Are you really going out to exterminate that dangerous Sekirei?\Of course we are! I, Tsukiumi, will not forgive the bastard who defiles our battle! response:	This case doesn't seem to need the Guardian.
context: Please keep in mind\that your Ashikabi doesn't have much time left.\I know.\Let's go!\Yes!\A-Are you really going out to exterminate that dangerous Sekirei?\Of course we are! I, Tsukiumi, will not forgive the bastard who defiles our battle!\This case doesn't seem to need the Guardian. response:	But before that...
context: that your Ashikabi doesn't have much time left.\I know.\Let's go!\Yes!\A-Are you really going out to exterminate that dangerous Sekirei?\Of course we are! I, Tsukiumi, will not forgive the bastard who defiles our battle!\This case doesn't seem to need the Guardian.\But before that... response:	Water Celebration!
context: I know.\Let's go!\Yes!\A-Are you really going out to exterminate that dangerous Sekirei?\Of course we are! I, Tsukiumi, will not forgive the bastard who defiles our battle!\This case doesn't seem to need the Guardian.\But before that...\Water Celebration! response:	Thou hast passed. I'll leave my back for thee to protect!
context: Let's go!\Yes!\A-Are you really going out to exterminate that dangerous Sekirei?\Of course we are! I, Tsukiumi, will not forgive the bastard who defiles our battle!\This case doesn't seem to need the Guardian.\But before that...\Water Celebration!\Thou hast passed. I'll leave my back for thee to protect! response:	What? What was that?
context: Yes!\A-Are you really going out to exterminate that dangerous Sekirei?\Of course we are! I, Tsukiumi, will not forgive the bastard who defiles our battle!\This case doesn't seem to need the Guardian.\But before that...\Water Celebration!\Thou hast passed. I'll leave my back for thee to protect!\What? What was that? response:	A secret between a woman and a woman.
context: A-Are you really going out to exterminate that dangerous Sekirei?\Of course we are! I, Tsukiumi, will not forgive the bastard who defiles our battle!\This case doesn't seem to need the Guardian.\But before that...\Water Celebration!\Thou hast passed. I'll leave my back for thee to protect!\What? What was that?\A secret between a woman and a woman. response:	Yes!
context: Of course we are! I, Tsukiumi, will not forgive the bastard who defiles our battle!\This case doesn't seem to need the Guardian.\But before that...\Water Celebration!\Thou hast passed. I'll leave my back for thee to protect!\What? What was that?\A secret between a woman and a woman.\Yes! response:	- Minato-san, we will go now! - Minato, we shall go now!
context: This case doesn't seem to need the Guardian.\But before that...\Water Celebration!\Thou hast passed. I'll leave my back for thee to protect!\What? What was that?\A secret between a woman and a woman.\Yes!\- Minato-san, we will go now! - Minato, we shall go now! response:	Ah, yes.
context: But before that...\Water Celebration!\Thou hast passed. I'll leave my back for thee to protect!\What? What was that?\A secret between a woman and a woman.\Yes!\- Minato-san, we will go now! - Minato, we shall go now!\Ah, yes. response:	Kuno, hurry!
context: Water Celebration!\Thou hast passed. I'll leave my back for thee to protect!\What? What was that?\A secret between a woman and a woman.\Yes!\- Minato-san, we will go now! - Minato, we shall go now!\Ah, yes.\Kuno, hurry! response:	Please wait, Haruka-sama!
context: Thou hast passed. I'll leave my back for thee to protect!\What? What was that?\A secret between a woman and a woman.\Yes!\- Minato-san, we will go now! - Minato, we shall go now!\Ah, yes.\Kuno, hurry!\Please wait, Haruka-sama! response:	Idiot! You're so incompetent. Stop falling like a fool.
context: What? What was that?\A secret between a woman and a woman.\Yes!\- Minato-san, we will go now! - Minato, we shall go now!\Ah, yes.\Kuno, hurry!\Please wait, Haruka-sama!\Idiot! You're so incompetent. Stop falling like a fool. response:	My name's Kuno, not Idiot!
context: A secret between a woman and a woman.\Yes!\- Minato-san, we will go now! - Minato, we shall go now!\Ah, yes.\Kuno, hurry!\Please wait, Haruka-sama!\Idiot! You're so incompetent. Stop falling like a fool.\My name's Kuno, not Idiot! response:	Here! Hurry up!
context: Yes!\- Minato-san, we will go now! - Minato, we shall go now!\Ah, yes.\Kuno, hurry!\Please wait, Haruka-sama!\Idiot! You're so incompetent. Stop falling like a fool.\My name's Kuno, not Idiot!\Here! Hurry up! response:	Haruka-sama...
context: - Minato-san, we will go now! - Minato, we shall go now!\Ah, yes.\Kuno, hurry!\Please wait, Haruka-sama!\Idiot! You're so incompetent. Stop falling like a fool.\My name's Kuno, not Idiot!\Here! Hurry up!\Haruka-sama... response:	Rats! She caught up!
context: Ah, yes.\Kuno, hurry!\Please wait, Haruka-sama!\Idiot! You're so incompetent. Stop falling like a fool.\My name's Kuno, not Idiot!\Here! Hurry up!\Haruka-sama...\Rats! She caught up! response:	Ashikabi, step aside. I don't want to hurt humans.
context: Kuno, hurry!\Please wait, Haruka-sama!\Idiot! You're so incompetent. Stop falling like a fool.\My name's Kuno, not Idiot!\Here! Hurry up!\Haruka-sama...\Rats! She caught up!\Ashikabi, step aside. I don't want to hurt humans. response:	How can I leave my girl and run away, you dumb shit?!
context: Please wait, Haruka-sama!\Idiot! You're so incompetent. Stop falling like a fool.\My name's Kuno, not Idiot!\Here! Hurry up!\Haruka-sama...\Rats! She caught up!\Ashikabi, step aside. I don't want to hurt humans.\How can I leave my girl and run away, you dumb shit?! response:	Then I'll send you to the grave together at least.
context: Idiot! You're so incompetent. Stop falling like a fool.\My name's Kuno, not Idiot!\Here! Hurry up!\Haruka-sama...\Rats! She caught up!\Ashikabi, step aside. I don't want to hurt humans.\How can I leave my girl and run away, you dumb shit?!\Then I'll send you to the grave together at least. response:	Kuno!
context: My name's Kuno, not Idiot!\Here! Hurry up!\Haruka-sama...\Rats! She caught up!\Ashikabi, step aside. I don't want to hurt humans.\How can I leave my girl and run away, you dumb shit?!\Then I'll send you to the grave together at least.\Kuno! response:	What?
context: Here! Hurry up!\Haruka-sama...\Rats! She caught up!\Ashikabi, step aside. I don't want to hurt humans.\How can I leave my girl and run away, you dumb shit?!\Then I'll send you to the grave together at least.\Kuno!\What? response:	Let's go there, Tsukiumi-san!
context: Haruka-sama...\Rats! She caught up!\Ashikabi, step aside. I don't want to hurt humans.\How can I leave my girl and run away, you dumb shit?!\Then I'll send you to the grave together at least.\Kuno!\What?\Let's go there, Tsukiumi-san! response:	Did you see Kuno's deadly skill, the Screaming Sob?
context: Rats! She caught up!\Ashikabi, step aside. I don't want to hurt humans.\How can I leave my girl and run away, you dumb shit?!\Then I'll send you to the grave together at least.\Kuno!\What?\Let's go there, Tsukiumi-san!\Did you see Kuno's deadly skill, the Screaming Sob? response:	Haruka-sama, that name is so lame...
context: Ashikabi, step aside. I don't want to hurt humans.\How can I leave my girl and run away, you dumb shit?!\Then I'll send you to the grave together at least.\Kuno!\What?\Let's go there, Tsukiumi-san!\Did you see Kuno's deadly skill, the Screaming Sob?\Haruka-sama, that name is so lame... response:	Oh crap! It didn't work!
context: How can I leave my girl and run away, you dumb shit?!\Then I'll send you to the grave together at least.\Kuno!\What?\Let's go there, Tsukiumi-san!\Did you see Kuno's deadly skill, the Screaming Sob?\Haruka-sama, that name is so lame...\Oh crap! It didn't work! response:	Number 09, Tsukiumi! Fight me fair and square!
context: Then I'll send you to the grave together at least.\Kuno!\What?\Let's go there, Tsukiumi-san!\Did you see Kuno's deadly skill, the Screaming Sob?\Haruka-sama, that name is so lame...\Oh crap! It didn't work!\Number 09, Tsukiumi! Fight me fair and square! response:	Number 88, Musubi! Pleased to meet you!
context: Kuno!\What?\Let's go there, Tsukiumi-san!\Did you see Kuno's deadly skill, the Screaming Sob?\Haruka-sama, that name is so lame...\Oh crap! It didn't work!\Number 09, Tsukiumi! Fight me fair and square!\Number 88, Musubi! Pleased to meet you! response:	Why are these two?
context: What?\Let's go there, Tsukiumi-san!\Did you see Kuno's deadly skill, the Screaming Sob?\Haruka-sama, that name is so lame...\Oh crap! It didn't work!\Number 09, Tsukiumi! Fight me fair and square!\Number 88, Musubi! Pleased to meet you!\Why are these two? response:	Who are these guys?
context: Let's go there, Tsukiumi-san!\Did you see Kuno's deadly skill, the Screaming Sob?\Haruka-sama, that name is so lame...\Oh crap! It didn't work!\Number 09, Tsukiumi! Fight me fair and square!\Number 88, Musubi! Pleased to meet you!\Why are these two?\Who are these guys? response:	Thou! Stop hiding thy face with clothes, and declare thy number and name!
context: Did you see Kuno's deadly skill, the Screaming Sob?\Haruka-sama, that name is so lame...\Oh crap! It didn't work!\Number 09, Tsukiumi! Fight me fair and square!\Number 88, Musubi! Pleased to meet you!\Why are these two?\Who are these guys?\Thou! Stop hiding thy face with clothes, and declare thy number and name! response:	Unable to identify thyself? Suspicious, indeed.
context: Haruka-sama, that name is so lame...\Oh crap! It didn't work!\Number 09, Tsukiumi! Fight me fair and square!\Number 88, Musubi! Pleased to meet you!\Why are these two?\Who are these guys?\Thou! Stop hiding thy face with clothes, and declare thy number and name!\Unable to identify thyself? Suspicious, indeed. response:	A strong opponent! A strong opponent!
context: Oh crap! It didn't work!\Number 09, Tsukiumi! Fight me fair and square!\Number 88, Musubi! Pleased to meet you!\Why are these two?\Who are these guys?\Thou! Stop hiding thy face with clothes, and declare thy number and name!\Unable to identify thyself? Suspicious, indeed.\A strong opponent! A strong opponent! response:	We hear that recently a reprehensible Sekirei has been haunting the capital
context: Number 09, Tsukiumi! Fight me fair and square!\Number 88, Musubi! Pleased to meet you!\Why are these two?\Who are these guys?\Thou! Stop hiding thy face with clothes, and declare thy number and name!\Unable to identify thyself? Suspicious, indeed.\A strong opponent! A strong opponent!\We hear that recently a reprehensible Sekirei has been haunting the capital response:	who fights without identifying herself and abandons her opponent even if she is dying.
context: Number 88, Musubi! Pleased to meet you!\Why are these two?\Who are these guys?\Thou! Stop hiding thy face with clothes, and declare thy number and name!\Unable to identify thyself? Suspicious, indeed.\A strong opponent! A strong opponent!\We hear that recently a reprehensible Sekirei has been haunting the capital\who fights without identifying herself and abandons her opponent even if she is dying. response:	It is thee, is it not?
context: Why are these two?\Who are these guys?\Thou! Stop hiding thy face with clothes, and declare thy number and name!\Unable to identify thyself? Suspicious, indeed.\A strong opponent! A strong opponent!\We hear that recently a reprehensible Sekirei has been haunting the capital\who fights without identifying herself and abandons her opponent even if she is dying.\It is thee, is it not? response:	Not yet... I don't want to fight them yet!
context: Who are these guys?\Thou! Stop hiding thy face with clothes, and declare thy number and name!\Unable to identify thyself? Suspicious, indeed.\A strong opponent! A strong opponent!\We hear that recently a reprehensible Sekirei has been haunting the capital\who fights without identifying herself and abandons her opponent even if she is dying.\It is thee, is it not?\Not yet... I don't want to fight them yet! response:	If thou canst not identify thyself, I will strip those veils!
context: Thou! Stop hiding thy face with clothes, and declare thy number and name!\Unable to identify thyself? Suspicious, indeed.\A strong opponent! A strong opponent!\We hear that recently a reprehensible Sekirei has been haunting the capital\who fights without identifying herself and abandons her opponent even if she is dying.\It is thee, is it not?\Not yet... I don't want to fight them yet!\If thou canst not identify thyself, I will strip those veils! response:	I don't know what's going on, but let's use this chance and run!
context: Unable to identify thyself? Suspicious, indeed.\A strong opponent! A strong opponent!\We hear that recently a reprehensible Sekirei has been haunting the capital\who fights without identifying herself and abandons her opponent even if she is dying.\It is thee, is it not?\Not yet... I don't want to fight them yet!\If thou canst not identify thyself, I will strip those veils!\I don't know what's going on, but let's use this chance and run! response:	I-I can't stand up.
context: A strong opponent! A strong opponent!\We hear that recently a reprehensible Sekirei has been haunting the capital\who fights without identifying herself and abandons her opponent even if she is dying.\It is thee, is it not?\Not yet... I don't want to fight them yet!\If thou canst not identify thyself, I will strip those veils!\I don't know what's going on, but let's use this chance and run!\I-I can't stand up. response:	What is this woman?
context: We hear that recently a reprehensible Sekirei has been haunting the capital\who fights without identifying herself and abandons her opponent even if she is dying.\It is thee, is it not?\Not yet... I don't want to fight them yet!\If thou canst not identify thyself, I will strip those veils!\I don't know what's going on, but let's use this chance and run!\I-I can't stand up.\What is this woman? response:	She stinks like alcohol...
context: who fights without identifying herself and abandons her opponent even if she is dying.\It is thee, is it not?\Not yet... I don't want to fight them yet!\If thou canst not identify thyself, I will strip those veils!\I don't know what's going on, but let's use this chance and run!\I-I can't stand up.\What is this woman?\She stinks like alcohol... response:	I don't like this...
context: It is thee, is it not?\Not yet... I don't want to fight them yet!\If thou canst not identify thyself, I will strip those veils!\I don't know what's going on, but let's use this chance and run!\I-I can't stand up.\What is this woman?\She stinks like alcohol...\I don't like this... response:	Yo, baby girls! Get ready now!
context: Not yet... I don't want to fight them yet!\If thou canst not identify thyself, I will strip those veils!\I don't know what's going on, but let's use this chance and run!\I-I can't stand up.\What is this woman?\She stinks like alcohol...\I don't like this...\Yo, baby girls! Get ready now! response:	This is renai no shinansho
context: If thou canst not identify thyself, I will strip those veils!\I don't know what's going on, but let's use this chance and run!\I-I can't stand up.\What is this woman?\She stinks like alcohol...\I don't like this...\Yo, baby girls! Get ready now!\This is renai no shinansho response:	Don't let it go, aserazu so
context: I don't know what's going on, but let's use this chance and run!\I-I can't stand up.\What is this woman?\She stinks like alcohol...\I don't like this...\Yo, baby girls! Get ready now!\This is renai no shinansho\Don't let it go, aserazu so response:	Without furaingu de show time
context: I-I can't stand up.\What is this woman?\She stinks like alcohol...\I don't like this...\Yo, baby girls! Get ready now!\This is renai no shinansho\Don't let it go, aserazu so\Without furaingu de show time response:	Get the funky beat!
context: What is this woman?\She stinks like alcohol...\I don't like this...\Yo, baby girls! Get ready now!\This is renai no shinansho\Don't let it go, aserazu so\Without furaingu de show time\Get the funky beat! response:	Hayai mono gachi?
