context: What'd you call me out here for? response:	I thought we could check answers, like we promised.
context: It's best if we can make this a joint effort\and pull some of the budget from them, right?\And luckily for me, it saves me the cost of obligatory chocolate!\R-Right...\Well, that idea aside...\You're more impressive than I thought, Isshiki-san.\Yahello!\Nee-san... response:	Sorry I'm late.
context: and pull some of the budget from them, right?\And luckily for me, it saves me the cost of obligatory chocolate!\R-Right...\Well, that idea aside...\You're more impressive than I thought, Isshiki-san.\Yahello!\Nee-san...\Sorry I'm late. response:	Anyway, this is today's special instructor, Haru-san-senpai.
context: And luckily for me, it saves me the cost of obligatory chocolate!\R-Right...\Well, that idea aside...\You're more impressive than I thought, Isshiki-san.\Yahello!\Nee-san...\Sorry I'm late.\Anyway, this is today's special instructor, Haru-san-senpai. response:	Hi! I'm Haru-san-senpai!
context: R-Right...\Well, that idea aside...\You're more impressive than I thought, Isshiki-san.\Yahello!\Nee-san...\Sorry I'm late.\Anyway, this is today's special instructor, Haru-san-senpai.\Hi! I'm Haru-san-senpai! response:	Why did you ask her to come?
context: Well, that idea aside...\You're more impressive than I thought, Isshiki-san.\Yahello!\Nee-san...\Sorry I'm late.\Anyway, this is today's special instructor, Haru-san-senpai.\Hi! I'm Haru-san-senpai!\Why did you ask her to come? response:	Well, she seems like a total veteran at this stuff, right?
context: You're more impressive than I thought, Isshiki-san.\Yahello!\Nee-san...\Sorry I'm late.\Anyway, this is today's special instructor, Haru-san-senpai.\Hi! I'm Haru-san-senpai!\Why did you ask her to come?\Well, she seems like a total veteran at this stuff, right? response:	I would have been sufficient on my own...
context: Yahello!\Nee-san...\Sorry I'm late.\Anyway, this is today's special instructor, Haru-san-senpai.\Hi! I'm Haru-san-senpai!\Why did you ask her to come?\Well, she seems like a total veteran at this stuff, right?\I would have been sufficient on my own... response:	Cut up the chocolate and warm it with hot water.
context: Nee-san...\Sorry I'm late.\Anyway, this is today's special instructor, Haru-san-senpai.\Hi! I'm Haru-san-senpai!\Why did you ask her to come?\Well, she seems like a total veteran at this stuff, right?\I would have been sufficient on my own...\Cut up the chocolate and warm it with hot water. response:	Then let it cool and pour it into molds.
context: Sorry I'm late.\Anyway, this is today's special instructor, Haru-san-senpai.\Hi! I'm Haru-san-senpai!\Why did you ask her to come?\Well, she seems like a total veteran at this stuff, right?\I would have been sufficient on my own...\Cut up the chocolate and warm it with hot water.\Then let it cool and pour it into molds. response:	That's it?
context: Anyway, this is today's special instructor, Haru-san-senpai.\Hi! I'm Haru-san-senpai!\Why did you ask her to come?\Well, she seems like a total veteran at this stuff, right?\I would have been sufficient on my own...\Cut up the chocolate and warm it with hot water.\Then let it cool and pour it into molds.\That's it? response:	Well, basically, yes.
context: Hi! I'm Haru-san-senpai!\Why did you ask her to come?\Well, she seems like a total veteran at this stuff, right?\I would have been sufficient on my own...\Cut up the chocolate and warm it with hot water.\Then let it cool and pour it into molds.\That's it?\Well, basically, yes. response:	Huh... That seems kinda easy.
context: Why did you ask her to come?\Well, she seems like a total veteran at this stuff, right?\I would have been sufficient on my own...\Cut up the chocolate and warm it with hot water.\Then let it cool and pour it into molds.\That's it?\Well, basically, yes.\Huh... That seems kinda easy. response:	You're naIve, Yumiko!
context: Well, she seems like a total veteran at this stuff, right?\I would have been sufficient on my own...\Cut up the chocolate and warm it with hot water.\Then let it cool and pour it into molds.\That's it?\Well, basically, yes.\Huh... That seems kinda easy.\You're naIve, Yumiko! response:	Warming it with hot water doesn't mean you put it in hot water!
context: I would have been sufficient on my own...\Cut up the chocolate and warm it with hot water.\Then let it cool and pour it into molds.\That's it?\Well, basically, yes.\Huh... That seems kinda easy.\You're naIve, Yumiko!\Warming it with hot water doesn't mean you put it in hot water! response:	You do it more like this! Like this!
context: Cut up the chocolate and warm it with hot water.\Then let it cool and pour it into molds.\That's it?\Well, basically, yes.\Huh... That seems kinda easy.\You're naIve, Yumiko!\Warming it with hot water doesn't mean you put it in hot water!\You do it more like this! Like this! response:	You really don't mind me bringing her?
context: Then let it cool and pour it into molds.\That's it?\Well, basically, yes.\Huh... That seems kinda easy.\You're naIve, Yumiko!\Warming it with hot water doesn't mean you put it in hot water!\You do it more like this! Like this!\You really don't mind me bringing her? response:	I don't see a problem with it.
context: That's it?\Well, basically, yes.\Huh... That seems kinda easy.\You're naIve, Yumiko!\Warming it with hot water doesn't mean you put it in hot water!\You do it more like this! Like this!\You really don't mind me bringing her?\I don't see a problem with it. response:	Yeah?
context: Well, basically, yes.\Huh... That seems kinda easy.\You're naIve, Yumiko!\Warming it with hot water doesn't mean you put it in hot water!\You do it more like this! Like this!\You really don't mind me bringing her?\I don't see a problem with it.\Yeah? response:	Kei-chan, what kind of candy would you like?
context: Huh... That seems kinda easy.\You're naIve, Yumiko!\Warming it with hot water doesn't mean you put it in hot water!\You do it more like this! Like this!\You really don't mind me bringing her?\I don't see a problem with it.\Yeah?\Kei-chan, what kind of candy would you like? response:	Eel!
context: You're naIve, Yumiko!\Warming it with hot water doesn't mean you put it in hot water!\You do it more like this! Like this!\You really don't mind me bringing her?\I don't see a problem with it.\Yeah?\Kei-chan, what kind of candy would you like?\Eel! response:	O-Oh, really?
context: Warming it with hot water doesn't mean you put it in hot water!\You do it more like this! Like this!\You really don't mind me bringing her?\I don't see a problem with it.\Yeah?\Kei-chan, what kind of candy would you like?\Eel!\O-Oh, really? response:	Sorry!
context: You do it more like this! Like this!\You really don't mind me bringing her?\I don't see a problem with it.\Yeah?\Kei-chan, what kind of candy would you like?\Eel!\O-Oh, really?\Sorry! response:	O-Our family had eel the other day, and she really liked it...
context: You really don't mind me bringing her?\I don't see a problem with it.\Yeah?\Kei-chan, what kind of candy would you like?\Eel!\O-Oh, really?\Sorry!\O-Our family had eel the other day, and she really liked it... response:	In other countries, it's common for men to give the gifts.
context: I don't see a problem with it.\Yeah?\Kei-chan, what kind of candy would you like?\Eel!\O-Oh, really?\Sorry!\O-Our family had eel the other day, and she really liked it...\In other countries, it's common for men to give the gifts. response:	I think we should focus on that sort of globalization.
context: Yeah?\Kei-chan, what kind of candy would you like?\Eel!\O-Oh, really?\Sorry!\O-Our family had eel the other day, and she really liked it...\In other countries, it's common for men to give the gifts.\I think we should focus on that sort of globalization. response:	You really thought this out.
context: Kei-chan, what kind of candy would you like?\Eel!\O-Oh, really?\Sorry!\O-Our family had eel the other day, and she really liked it...\In other countries, it's common for men to give the gifts.\I think we should focus on that sort of globalization.\You really thought this out. response:	This way,
context: Eel!\O-Oh, really?\Sorry!\O-Our family had eel the other day, and she really liked it...\In other countries, it's common for men to give the gifts.\I think we should focus on that sort of globalization.\You really thought this out.\This way, response:	they can all act natural.
context: O-Oh, really?\Sorry!\O-Our family had eel the other day, and she really liked it...\In other countries, it's common for men to give the gifts.\I think we should focus on that sort of globalization.\You really thought this out.\This way,\they can all act natural. response:	It's even made Tobe happy.
context: Sorry!\O-Our family had eel the other day, and she really liked it...\In other countries, it's common for men to give the gifts.\I think we should focus on that sort of globalization.\You really thought this out.\This way,\they can all act natural.\It's even made Tobe happy. response:	Chocolate!
context: O-Our family had eel the other day, and she really liked it...\In other countries, it's common for men to give the gifts.\I think we should focus on that sort of globalization.\You really thought this out.\This way,\they can all act natural.\It's even made Tobe happy.\Chocolate! response:	I don't care about chocolate or Tobe.
context: In other countries, it's common for men to give the gifts.\I think we should focus on that sort of globalization.\You really thought this out.\This way,\they can all act natural.\It's even made Tobe happy.\Chocolate!\I don't care about chocolate or Tobe. response:	Especially Tobe.
context: I think we should focus on that sort of globalization.\You really thought this out.\This way,\they can all act natural.\It's even made Tobe happy.\Chocolate!\I don't care about chocolate or Tobe.\Especially Tobe. response:	That's harsh.
context: You really thought this out.\This way,\they can all act natural.\It's even made Tobe happy.\Chocolate!\I don't care about chocolate or Tobe.\Especially Tobe.\That's harsh. response:	Hayato!
context: This way,\they can all act natural.\It's even made Tobe happy.\Chocolate!\I don't care about chocolate or Tobe.\Especially Tobe.\That's harsh.\Hayato! response:	You're really good at cooking.
context: they can all act natural.\It's even made Tobe happy.\Chocolate!\I don't care about chocolate or Tobe.\Especially Tobe.\That's harsh.\Hayato!\You're really good at cooking. response:	What is this? Are you hitting on me?
context: It's even made Tobe happy.\Chocolate!\I don't care about chocolate or Tobe.\Especially Tobe.\That's harsh.\Hayato!\You're really good at cooking.\What is this? Are you hitting on me? response:	If you think whispering sweet nothings will work because I'm making sweets,
context: Chocolate!\I don't care about chocolate or Tobe.\Especially Tobe.\That's harsh.\Hayato!\You're really good at cooking.\What is this? Are you hitting on me?\If you think whispering sweet nothings will work because I'm making sweets, response:	then you're being naIve. You're gonna have to try again.
context: I don't care about chocolate or Tobe.\Especially Tobe.\That's harsh.\Hayato!\You're really good at cooking.\What is this? Are you hitting on me?\If you think whispering sweet nothings will work because I'm making sweets,\then you're being naIve. You're gonna have to try again. response:	I'm sorry.
context: Especially Tobe.\That's harsh.\Hayato!\You're really good at cooking.\What is this? Are you hitting on me?\If you think whispering sweet nothings will work because I'm making sweets,\then you're being naIve. You're gonna have to try again.\I'm sorry. response:	Here!
context: That's harsh.\Hayato!\You're really good at cooking.\What is this? Are you hitting on me?\If you think whispering sweet nothings will work because I'm making sweets,\then you're being naIve. You're gonna have to try again.\I'm sorry.\Here! response:	Senpai, do you dislike sweet things like this?
context: Hayato!\You're really good at cooking.\What is this? Are you hitting on me?\If you think whispering sweet nothings will work because I'm making sweets,\then you're being naIve. You're gonna have to try again.\I'm sorry.\Here!\Senpai, do you dislike sweet things like this? response:	I guess you'd call it a difference in awareness between Japan and other countries.
context: You're really good at cooking.\What is this? Are you hitting on me?\If you think whispering sweet nothings will work because I'm making sweets,\then you're being naIve. You're gonna have to try again.\I'm sorry.\Here!\Senpai, do you dislike sweet things like this?\I guess you'd call it a difference in awareness between Japan and other countries. response:	Hikigaya, got any extra chocolate molds?
context: What is this? Are you hitting on me?\If you think whispering sweet nothings will work because I'm making sweets,\then you're being naIve. You're gonna have to try again.\I'm sorry.\Here!\Senpai, do you dislike sweet things like this?\I guess you'd call it a difference in awareness between Japan and other countries.\Hikigaya, got any extra chocolate molds? response:	Uh, sure.
context: If you think whispering sweet nothings will work because I'm making sweets,\then you're being naIve. You're gonna have to try again.\I'm sorry.\Here!\Senpai, do you dislike sweet things like this?\I guess you'd call it a difference in awareness between Japan and other countries.\Hikigaya, got any extra chocolate molds?\Uh, sure. response:	Thanks!
context: then you're being naIve. You're gonna have to try again.\I'm sorry.\Here!\Senpai, do you dislike sweet things like this?\I guess you'd call it a difference in awareness between Japan and other countries.\Hikigaya, got any extra chocolate molds?\Uh, sure.\Thanks! response:	Come to think of it, did I ever give you chocolate?
context: I'm sorry.\Here!\Senpai, do you dislike sweet things like this?\I guess you'd call it a difference in awareness between Japan and other countries.\Hikigaya, got any extra chocolate molds?\Uh, sure.\Thanks!\Come to think of it, did I ever give you chocolate? response:	No, you didn't.
context: Here!\Senpai, do you dislike sweet things like this?\I guess you'd call it a difference in awareness between Japan and other countries.\Hikigaya, got any extra chocolate molds?\Uh, sure.\Thanks!\Come to think of it, did I ever give you chocolate?\No, you didn't. response:	Oh, okay!
context: Senpai, do you dislike sweet things like this?\I guess you'd call it a difference in awareness between Japan and other countries.\Hikigaya, got any extra chocolate molds?\Uh, sure.\Thanks!\Come to think of it, did I ever give you chocolate?\No, you didn't.\Oh, okay! response:	I'll give you some this year, then.
context: I guess you'd call it a difference in awareness between Japan and other countries.\Hikigaya, got any extra chocolate molds?\Uh, sure.\Thanks!\Come to think of it, did I ever give you chocolate?\No, you didn't.\Oh, okay!\I'll give you some this year, then. response:	Er... Uh, really?
context: Hikigaya, got any extra chocolate molds?\Uh, sure.\Thanks!\Come to think of it, did I ever give you chocolate?\No, you didn't.\Oh, okay!\I'll give you some this year, then.\Er... Uh, really? response:	Speaking of, Yukino-chan gave you chocolate once, didn't she?
context: Uh, sure.\Thanks!\Come to think of it, did I ever give you chocolate?\No, you didn't.\Oh, okay!\I'll give you some this year, then.\Er... Uh, really?\Speaking of, Yukino-chan gave you chocolate once, didn't she? response:	Yeah, she did.
context: Thanks!\Come to think of it, did I ever give you chocolate?\No, you didn't.\Oh, okay!\I'll give you some this year, then.\Er... Uh, really?\Speaking of, Yukino-chan gave you chocolate once, didn't she?\Yeah, she did. response:	Right before we started grade school,
context: Come to think of it, did I ever give you chocolate?\No, you didn't.\Oh, okay!\I'll give you some this year, then.\Er... Uh, really?\Speaking of, Yukino-chan gave you chocolate once, didn't she?\Yeah, she did.\Right before we started grade school, response:	she gave some to both you and me.
context: No, you didn't.\Oh, okay!\I'll give you some this year, then.\Er... Uh, really?\Speaking of, Yukino-chan gave you chocolate once, didn't she?\Yeah, she did.\Right before we started grade school,\she gave some to both you and me. response:	So, who are you giving yours to, Yukino-chan?
context: Oh, okay!\I'll give you some this year, then.\Er... Uh, really?\Speaking of, Yukino-chan gave you chocolate once, didn't she?\Yeah, she did.\Right before we started grade school,\she gave some to both you and me.\So, who are you giving yours to, Yukino-chan? response:	I don't see what that has to do with you.
context: I'll give you some this year, then.\Er... Uh, really?\Speaking of, Yukino-chan gave you chocolate once, didn't she?\Yeah, she did.\Right before we started grade school,\she gave some to both you and me.\So, who are you giving yours to, Yukino-chan?\I don't see what that has to do with you. response:	You didn't say you're not giving it to anyone.
context: Er... Uh, really?\Speaking of, Yukino-chan gave you chocolate once, didn't she?\Yeah, she did.\Right before we started grade school,\she gave some to both you and me.\So, who are you giving yours to, Yukino-chan?\I don't see what that has to do with you.\You didn't say you're not giving it to anyone. response:	So you are giving it to someone.
context: Speaking of, Yukino-chan gave you chocolate once, didn't she?\Yeah, she did.\Right before we started grade school,\she gave some to both you and me.\So, who are you giving yours to, Yukino-chan?\I don't see what that has to do with you.\You didn't say you're not giving it to anyone.\So you are giving it to someone. response:	Well, there are only so many people you could give it to...
context: Yeah, she did.\Right before we started grade school,\she gave some to both you and me.\So, who are you giving yours to, Yukino-chan?\I don't see what that has to do with you.\You didn't say you're not giving it to anyone.\So you are giving it to someone.\Well, there are only so many people you could give it to... response:	This is nonsense. Say whatever you wan
context: Right before we started grade school,\she gave some to both you and me.\So, who are you giving yours to, Yukino-chan?\I don't see what that has to do with you.\You didn't say you're not giving it to anyone.\So you are giving it to someone.\Well, there are only so many people you could give it to...\This is nonsense. Say whatever you wan response:	S-Sorry!
context: she gave some to both you and me.\So, who are you giving yours to, Yukino-chan?\I don't see what that has to do with you.\You didn't say you're not giving it to anyone.\So you are giving it to someone.\Well, there are only so many people you could give it to...\This is nonsense. Say whatever you wan\S-Sorry! response:	It's okay...
context: So, who are you giving yours to, Yukino-chan?\I don't see what that has to do with you.\You didn't say you're not giving it to anyone.\So you are giving it to someone.\Well, there are only so many people you could give it to...\This is nonsense. Say whatever you wan\S-Sorry!\It's okay... response:	Why is she all flustered?
context: I don't see what that has to do with you.\You didn't say you're not giving it to anyone.\So you are giving it to someone.\Well, there are only so many people you could give it to...\This is nonsense. Say whatever you wan\S-Sorry!\It's okay...\Why is she all flustered? response:	Seeing her like that is gonna make me flustered, too...
context: You didn't say you're not giving it to anyone.\So you are giving it to someone.\Well, there are only so many people you could give it to...\This is nonsense. Say whatever you wan\S-Sorry!\It's okay...\Why is she all flustered?\Seeing her like that is gonna make me flustered, too... response:	Don't get flustered...
context: So you are giving it to someone.\Well, there are only so many people you could give it to...\This is nonsense. Say whatever you wan\S-Sorry!\It's okay...\Why is she all flustered?\Seeing her like that is gonna make me flustered, too...\Don't get flustered... response:	You've still got a way to go yourself, Yukinon.
context: Well, there are only so many people you could give it to...\This is nonsense. Say whatever you wan\S-Sorry!\It's okay...\Why is she all flustered?\Seeing her like that is gonna make me flustered, too...\Don't get flustered...\You've still got a way to go yourself, Yukinon. response:	I'm a master at handling bowls and cooking utensils!
context: This is nonsense. Say whatever you wan\S-Sorry!\It's okay...\Why is she all flustered?\Seeing her like that is gonna make me flustered, too...\Don't get flustered...\You've still got a way to go yourself, Yukinon.\I'm a master at handling bowls and cooking utensils! response:	Yeah, it's the rest of it that you're fatally flawed in.
context: S-Sorry!\It's okay...\Why is she all flustered?\Seeing her like that is gonna make me flustered, too...\Don't get flustered...\You've still got a way to go yourself, Yukinon.\I'm a master at handling bowls and cooking utensils!\Yeah, it's the rest of it that you're fatally flawed in. response:	This turned out to be a great event.
context: It's okay...\Why is she all flustered?\Seeing her like that is gonna make me flustered, too...\Don't get flustered...\You've still got a way to go yourself, Yukinon.\I'm a master at handling bowls and cooking utensils!\Yeah, it's the rest of it that you're fatally flawed in.\This turned out to be a great event. response:	Yeah. It's an event I don't really get, though.
context: Why is she all flustered?\Seeing her like that is gonna make me flustered, too...\Don't get flustered...\You've still got a way to go yourself, Yukinon.\I'm a master at handling bowls and cooking utensils!\Yeah, it's the rest of it that you're fatally flawed in.\This turned out to be a great event.\Yeah. It's an event I don't really get, though. response:	That's just fine.
context: Seeing her like that is gonna make me flustered, too...\Don't get flustered...\You've still got a way to go yourself, Yukinon.\I'm a master at handling bowls and cooking utensils!\Yeah, it's the rest of it that you're fatally flawed in.\This turned out to be a great event.\Yeah. It's an event I don't really get, though.\That's just fine. response:	You're a guy who doesn't really get much, anyway.
context: Don't get flustered...\You've still got a way to go yourself, Yukinon.\I'm a master at handling bowls and cooking utensils!\Yeah, it's the rest of it that you're fatally flawed in.\This turned out to be a great event.\Yeah. It's an event I don't really get, though.\That's just fine.\You're a guy who doesn't really get much, anyway. response:	The people you're involved with with don't get much, either.
context: You've still got a way to go yourself, Yukinon.\I'm a master at handling bowls and cooking utensils!\Yeah, it's the rest of it that you're fatally flawed in.\This turned out to be a great event.\Yeah. It's an event I don't really get, though.\That's just fine.\You're a guy who doesn't really get much, anyway.\The people you're involved with with don't get much, either. response:	It's only natural it would turn out this way.
context: I'm a master at handling bowls and cooking utensils!\Yeah, it's the rest of it that you're fatally flawed in.\This turned out to be a great event.\Yeah. It's an event I don't really get, though.\That's just fine.\You're a guy who doesn't really get much, anyway.\The people you're involved with with don't get much, either.\It's only natural it would turn out this way. response:	Saying I don't get much is kinda mean...
context: Yeah, it's the rest of it that you're fatally flawed in.\This turned out to be a great event.\Yeah. It's an event I don't really get, though.\That's just fine.\You're a guy who doesn't really get much, anyway.\The people you're involved with with don't get much, either.\It's only natural it would turn out this way.\Saying I don't get much is kinda mean... response:	Well, I guess you understand a little more now than you used to.
context: This turned out to be a great event.\Yeah. It's an event I don't really get, though.\That's just fine.\You're a guy who doesn't really get much, anyway.\The people you're involved with with don't get much, either.\It's only natural it would turn out this way.\Saying I don't get much is kinda mean...\Well, I guess you understand a little more now than you used to. response:	Your impressions of people are renewed every day.
context: Yeah. It's an event I don't really get, though.\That's just fine.\You're a guy who doesn't really get much, anyway.\The people you're involved with with don't get much, either.\It's only natural it would turn out this way.\Saying I don't get much is kinda mean...\Well, I guess you understand a little more now than you used to.\Your impressions of people are renewed every day. response:	As you spend time with them
context: That's just fine.\You're a guy who doesn't really get much, anyway.\The people you're involved with with don't get much, either.\It's only natural it would turn out this way.\Saying I don't get much is kinda mean...\Well, I guess you understand a little more now than you used to.\Your impressions of people are renewed every day.\As you spend time with them response:	and grow with them, you come to understand more.
context: You're a guy who doesn't really get much, anyway.\The people you're involved with with don't get much, either.\It's only natural it would turn out this way.\Saying I don't get much is kinda mean...\Well, I guess you understand a little more now than you used to.\Your impressions of people are renewed every day.\As you spend time with them\and grow with them, you come to understand more. response:	I don't particularly feel like I've grown.
context: The people you're involved with with don't get much, either.\It's only natural it would turn out this way.\Saying I don't get much is kinda mean...\Well, I guess you understand a little more now than you used to.\Your impressions of people are renewed every day.\As you spend time with them\and grow with them, you come to understand more.\I don't particularly feel like I've grown. response:	I always keep doing the same things.
context: It's only natural it would turn out this way.\Saying I don't get much is kinda mean...\Well, I guess you understand a little more now than you used to.\Your impressions of people are renewed every day.\As you spend time with them\and grow with them, you come to understand more.\I don't particularly feel like I've grown.\I always keep doing the same things. response:	When you're walking, you don't look back at the distance you've covered.
context: Saying I don't get much is kinda mean...\Well, I guess you understand a little more now than you used to.\Your impressions of people are renewed every day.\As you spend time with them\and grow with them, you come to understand more.\I don't particularly feel like I've grown.\I always keep doing the same things.\When you're walking, you don't look back at the distance you've covered. response:	Of course, from the viewpoint of someone who stopped walking,
context: Well, I guess you understand a little more now than you used to.\Your impressions of people are renewed every day.\As you spend time with them\and grow with them, you come to understand more.\I don't particularly feel like I've grown.\I always keep doing the same things.\When you're walking, you don't look back at the distance you've covered.\Of course, from the viewpoint of someone who stopped walking, response:	the more distance they've covered, the more betrayed they feel.
context: Your impressions of people are renewed every day.\As you spend time with them\and grow with them, you come to understand more.\I don't particularly feel like I've grown.\I always keep doing the same things.\When you're walking, you don't look back at the distance you've covered.\Of course, from the viewpoint of someone who stopped walking,\the more distance they've covered, the more betrayed they feel. response:	I'm glad I got to see all of this up close now.
context: As you spend time with them\and grow with them, you come to understand more.\I don't particularly feel like I've grown.\I always keep doing the same things.\When you're walking, you don't look back at the distance you've covered.\Of course, from the viewpoint of someone who stopped walking,\the more distance they've covered, the more betrayed they feel.\I'm glad I got to see all of this up close now. response:	Because I won't be able to watch you guys forever.
context: and grow with them, you come to understand more.\I don't particularly feel like I've grown.\I always keep doing the same things.\When you're walking, you don't look back at the distance you've covered.\Of course, from the viewpoint of someone who stopped walking,\the more distance they've covered, the more betrayed they feel.\I'm glad I got to see all of this up close now.\Because I won't be able to watch you guys forever. response:	Hikki! Try these!
context: I don't particularly feel like I've grown.\I always keep doing the same things.\When you're walking, you don't look back at the distance you've covered.\Of course, from the viewpoint of someone who stopped walking,\the more distance they've covered, the more betrayed they feel.\I'm glad I got to see all of this up close now.\Because I won't be able to watch you guys forever.\Hikki! Try these! response:	All right. I'll eat it.
context: I always keep doing the same things.\When you're walking, you don't look back at the distance you've covered.\Of course, from the viewpoint of someone who stopped walking,\the more distance they've covered, the more betrayed they feel.\I'm glad I got to see all of this up close now.\Because I won't be able to watch you guys forever.\Hikki! Try these!\All right. I'll eat it. response:	You look like you're preparing for the worst, but don't worry.
context: When you're walking, you don't look back at the distance you've covered.\Of course, from the viewpoint of someone who stopped walking,\the more distance they've covered, the more betrayed they feel.\I'm glad I got to see all of this up close now.\Because I won't be able to watch you guys forever.\Hikki! Try these!\All right. I'll eat it.\You look like you're preparing for the worst, but don't worry. response:	I made them with her.
context: Of course, from the viewpoint of someone who stopped walking,\the more distance they've covered, the more betrayed they feel.\I'm glad I got to see all of this up close now.\Because I won't be able to watch you guys forever.\Hikki! Try these!\All right. I'll eat it.\You look like you're preparing for the worst, but don't worry.\I made them with her. response:	Oh, that's a relief, then.
context: the more distance they've covered, the more betrayed they feel.\I'm glad I got to see all of this up close now.\Because I won't be able to watch you guys forever.\Hikki! Try these!\All right. I'll eat it.\You look like you're preparing for the worst, but don't worry.\I made them with her.\Oh, that's a relief, then. response:	Did you just say something really mean?!
context: I'm glad I got to see all of this up close now.\Because I won't be able to watch you guys forever.\Hikki! Try these!\All right. I'll eat it.\You look like you're preparing for the worst, but don't worry.\I made them with her.\Oh, that's a relief, then.\Did you just say something really mean?! response:	Well, so...
context: Because I won't be able to watch you guys forever.\Hikki! Try these!\All right. I'll eat it.\You look like you're preparing for the worst, but don't worry.\I made them with her.\Oh, that's a relief, then.\Did you just say something really mean?!\Well, so... response:	Thanks.
context: Hikki! Try these!\All right. I'll eat it.\You look like you're preparing for the worst, but don't worry.\I made them with her.\Oh, that's a relief, then.\Did you just say something really mean?!\Well, so...\Thanks. response:	Sure!
context: All right. I'll eat it.\You look like you're preparing for the worst, but don't worry.\I made them with her.\Oh, that's a relief, then.\Did you just say something really mean?!\Well, so...\Thanks.\Sure! response:	Is that the real thing you were talking about?
context: You look like you're preparing for the worst, but don't worry.\I made them with her.\Oh, that's a relief, then.\Did you just say something really mean?!\Well, so...\Thanks.\Sure!\Is that the real thing you were talking about? response:	Are times like these your real thing?
context: I made them with her.\Oh, that's a relief, then.\Did you just say something really mean?!\Well, so...\Thanks.\Sure!\Is that the real thing you were talking about?\Are times like these your real thing? response:	I'm not sure...
context: Oh, that's a relief, then.\Did you just say something really mean?!\Well, so...\Thanks.\Sure!\Is that the real thing you were talking about?\Are times like these your real thing?\I'm not sure... response:	Is this it?
context: Did you just say something really mean?!\Well, so...\Thanks.\Sure!\Is that the real thing you were talking about?\Are times like these your real thing?\I'm not sure...\Is this it? response:	I don't think you're that kind of guy.
context: Well, so...\Thanks.\Sure!\Is that the real thing you were talking about?\Are times like these your real thing?\I'm not sure...\Is this it?\I don't think you're that kind of guy. response:	Are you that boring?
context: Thanks.\Sure!\Is that the real thing you were talking about?\Are times like these your real thing?\I'm not sure...\Is this it?\I don't think you're that kind of guy.\Are you that boring? response:	If I were interesting, I'd be the most loved guy in my class.
context: Sure!\Is that the real thing you were talking about?\Are times like these your real thing?\I'm not sure...\Is this it?\I don't think you're that kind of guy.\Are you that boring?\If I were interesting, I'd be the most loved guy in my class. response:	I like that side of you.
context: Is that the real thing you were talking about?\Are times like these your real thing?\I'm not sure...\Is this it?\I don't think you're that kind of guy.\Are you that boring?\If I were interesting, I'd be the most loved guy in my class.\I like that side of you. response:	But the way you guys are being now...
context: Are times like these your real thing?\I'm not sure...\Is this it?\I don't think you're that kind of guy.\Are you that boring?\If I were interesting, I'd be the most loved guy in my class.\I like that side of you.\But the way you guys are being now... response:	is kind of boring me.
context: I'm not sure...\Is this it?\I don't think you're that kind of guy.\Are you that boring?\If I were interesting, I'd be the most loved guy in my class.\I like that side of you.\But the way you guys are being now...\is kind of boring me. response:	I liked you better before, Yukino-chan.
context: Is this it?\I don't think you're that kind of guy.\Are you that boring?\If I were interesting, I'd be the most loved guy in my class.\I like that side of you.\But the way you guys are being now...\is kind of boring me.\I liked you better before, Yukino-chan. response:	I'm just not used to it.
context: I don't think you're that kind of guy.\Are you that boring?\If I were interesting, I'd be the most loved guy in my class.\I like that side of you.\But the way you guys are being now...\is kind of boring me.\I liked you better before, Yukino-chan.\I'm just not used to it. response:	I've never experienced it before.
context: Are you that boring?\If I were interesting, I'd be the most loved guy in my class.\I like that side of you.\But the way you guys are being now...\is kind of boring me.\I liked you better before, Yukino-chan.\I'm just not used to it.\I've never experienced it before. response:	I thought it just felt a little awkward because of that.
context: If I were interesting, I'd be the most loved guy in my class.\I like that side of you.\But the way you guys are being now...\is kind of boring me.\I liked you better before, Yukino-chan.\I'm just not used to it.\I've never experienced it before.\I thought it just felt a little awkward because of that. response:	I thought I'd get used to it, and eventually accept it.
context: I like that side of you.\But the way you guys are being now...\is kind of boring me.\I liked you better before, Yukino-chan.\I'm just not used to it.\I've never experienced it before.\I thought it just felt a little awkward because of that.\I thought I'd get used to it, and eventually accept it. response:	But you just wouldn't overlook that awkwardness.
context: But the way you guys are being now...\is kind of boring me.\I liked you better before, Yukino-chan.\I'm just not used to it.\I've never experienced it before.\I thought it just felt a little awkward because of that.\I thought I'd get used to it, and eventually accept it.\But you just wouldn't overlook that awkwardness. response:	The student council will handle the rest, so you don't have to worry.
context: is kind of boring me.\I liked you better before, Yukino-chan.\I'm just not used to it.\I've never experienced it before.\I thought it just felt a little awkward because of that.\I thought I'd get used to it, and eventually accept it.\But you just wouldn't overlook that awkwardness.\The student council will handle the rest, so you don't have to worry. response:	We'll still help out until it's over.
context: I liked you better before, Yukino-chan.\I'm just not used to it.\I've never experienced it before.\I thought it just felt a little awkward because of that.\I thought I'd get used to it, and eventually accept it.\But you just wouldn't overlook that awkwardness.\The student council will handle the rest, so you don't have to worry.\We'll still help out until it's over. response:	Yes. There's no need for any reservation.
