context: No, I really did get a 32. response:	Then show me.
context: Girl. Follow me.\You're the one at fault here.\Even if you force her...\So it seems.\But... what should I do?\Persuading her now will be difficult.\There is only one way.\There's a way? response:	Mix it in with her snack.
context: You're the one at fault here.\Even if you force her...\So it seems.\But... what should I do?\Persuading her now will be difficult.\There is only one way.\There's a way?\Mix it in with her snack. response:	I see!
context: Even if you force her...\So it seems.\But... what should I do?\Persuading her now will be difficult.\There is only one way.\There's a way?\Mix it in with her snack.\I see! response:	Dock it with her favourite food and camouflage it as a ride-on.
context: So it seems.\But... what should I do?\Persuading her now will be difficult.\There is only one way.\There's a way?\Mix it in with her snack.\I see!\Dock it with her favourite food and camouflage it as a ride-on. response:	Call it Operation Snack Mash-up.
context: But... what should I do?\Persuading her now will be difficult.\There is only one way.\There's a way?\Mix it in with her snack.\I see!\Dock it with her favourite food and camouflage it as a ride-on.\Call it Operation Snack Mash-up. response:	Amazing, Sakamoto-san! You're an incredible strategist.
context: Persuading her now will be difficult.\There is only one way.\There's a way?\Mix it in with her snack.\I see!\Dock it with her favourite food and camouflage it as a ride-on.\Call it Operation Snack Mash-up.\Amazing, Sakamoto-san! You're an incredible strategist. response:	You're hopeless.
context: There is only one way.\There's a way?\Mix it in with her snack.\I see!\Dock it with her favourite food and camouflage it as a ride-on.\Call it Operation Snack Mash-up.\Amazing, Sakamoto-san! You're an incredible strategist.\You're hopeless. response:	I'll go and make that right away.
context: There's a way?\Mix it in with her snack.\I see!\Dock it with her favourite food and camouflage it as a ride-on.\Call it Operation Snack Mash-up.\Amazing, Sakamoto-san! You're an incredible strategist.\You're hopeless.\I'll go and make that right away. response:	Hold on.
context: Mix it in with her snack.\I see!\Dock it with her favourite food and camouflage it as a ride-on.\Call it Operation Snack Mash-up.\Amazing, Sakamoto-san! You're an incredible strategist.\You're hopeless.\I'll go and make that right away.\Hold on. response:	Yes?
context: I see!\Dock it with her favourite food and camouflage it as a ride-on.\Call it Operation Snack Mash-up.\Amazing, Sakamoto-san! You're an incredible strategist.\You're hopeless.\I'll go and make that right away.\Hold on.\Yes? response:	You'll only have one chance.
context: Dock it with her favourite food and camouflage it as a ride-on.\Call it Operation Snack Mash-up.\Amazing, Sakamoto-san! You're an incredible strategist.\You're hopeless.\I'll go and make that right away.\Hold on.\Yes?\You'll only have one chance. response:	If you're found out, you won't get another.
context: Call it Operation Snack Mash-up.\Amazing, Sakamoto-san! You're an incredible strategist.\You're hopeless.\I'll go and make that right away.\Hold on.\Yes?\You'll only have one chance.\If you're found out, you won't get another. response:	Got it?
context: Amazing, Sakamoto-san! You're an incredible strategist.\You're hopeless.\I'll go and make that right away.\Hold on.\Yes?\You'll only have one chance.\If you're found out, you won't get another.\Got it? response:	Yes.
context: You're hopeless.\I'll go and make that right away.\Hold on.\Yes?\You'll only have one chance.\If you're found out, you won't get another.\Got it?\Yes. response:	Shark... Shark...
context: I'll go and make that right away.\Hold on.\Yes?\You'll only have one chance.\If you're found out, you won't get another.\Got it?\Yes.\Shark... Shark... response:	Professor!
context: Hold on.\Yes?\You'll only have one chance.\If you're found out, you won't get another.\Got it?\Yes.\Shark... Shark...\Professor! response:	Here she comes.
context: Yes?\You'll only have one chance.\If you're found out, you won't get another.\Got it?\Yes.\Shark... Shark...\Professor!\Here she comes. response:	It's time for a snack.
context: You'll only have one chance.\If you're found out, you won't get another.\Got it?\Yes.\Shark... Shark...\Professor!\Here she comes.\It's time for a snack. response:	Do you want some pudding?
context: If you're found out, you won't get another.\Got it?\Yes.\Shark... Shark...\Professor!\Here she comes.\It's time for a snack.\Do you want some pudding? response:	Really?!
context: Got it?\Yes.\Shark... Shark...\Professor!\Here she comes.\It's time for a snack.\Do you want some pudding?\Really?! response:	Yes.
context: Yes.\Shark... Shark...\Professor!\Here she comes.\It's time for a snack.\Do you want some pudding?\Really?!\Yes. response:	Eat up.
context: Shark... Shark...\Professor!\Here she comes.\It's time for a snack.\Do you want some pudding?\Really?!\Yes.\Eat up. response:	Pudding!
context: Professor!\Here she comes.\It's time for a snack.\Do you want some pudding?\Really?!\Yes.\Eat up.\Pudding! response:	It's not even hidden!
context: Here she comes.\It's time for a snack.\Do you want some pudding?\Really?!\Yes.\Eat up.\Pudding!\It's not even hidden! response:	Girl, follow me!
context: It's time for a snack.\Do you want some pudding?\Really?!\Yes.\Eat up.\Pudding!\It's not even hidden!\Girl, follow me! response:	That was a shock.
context: Do you want some pudding?\Really?!\Yes.\Eat up.\Pudding!\It's not even hidden!\Girl, follow me!\That was a shock. response:	Are you an idiot?!
context: Really?!\Yes.\Eat up.\Pudding!\It's not even hidden!\Girl, follow me!\That was a shock.\Are you an idiot?! response:	Do you want that brat to see the medicine?!
context: Yes.\Eat up.\Pudding!\It's not even hidden!\Girl, follow me!\That was a shock.\Are you an idiot?!\Do you want that brat to see the medicine?! response:	Did I do it wrong?
context: Eat up.\Pudding!\It's not even hidden!\Girl, follow me!\That was a shock.\Are you an idiot?!\Do you want that brat to see the medicine?!\Did I do it wrong? response:	Didn't I say you only had one chance?
context: Pudding!\It's not even hidden!\Girl, follow me!\That was a shock.\Are you an idiot?!\Do you want that brat to see the medicine?!\Did I do it wrong?\Didn't I say you only had one chance? response:	Anyone would have doubts about that!
context: It's not even hidden!\Girl, follow me!\That was a shock.\Are you an idiot?!\Do you want that brat to see the medicine?!\Did I do it wrong?\Didn't I say you only had one chance?\Anyone would have doubts about that! response:	You have to mix, mix and sprinkle it inside.
context: Girl, follow me!\That was a shock.\Are you an idiot?!\Do you want that brat to see the medicine?!\Did I do it wrong?\Didn't I say you only had one chance?\Anyone would have doubts about that!\You have to mix, mix and sprinkle it inside. response:	Sorry, I'll mix it in right away.
context: That was a shock.\Are you an idiot?!\Do you want that brat to see the medicine?!\Did I do it wrong?\Didn't I say you only had one chance?\Anyone would have doubts about that!\You have to mix, mix and sprinkle it inside.\Sorry, I'll mix it in right away. response:	Geez, you guys can't do anything without me.
context: Are you an idiot?!\Do you want that brat to see the medicine?!\Did I do it wrong?\Didn't I say you only had one chance?\Anyone would have doubts about that!\You have to mix, mix and sprinkle it inside.\Sorry, I'll mix it in right away.\Geez, you guys can't do anything without me. response:	Really, it's a good thing I'm here -
context: Do you want that brat to see the medicine?!\Did I do it wrong?\Didn't I say you only had one chance?\Anyone would have doubts about that!\You have to mix, mix and sprinkle it inside.\Sorry, I'll mix it in right away.\Geez, you guys can't do anything without me.\Really, it's a good thing I'm here - response:	Sakamoto-san!
context: Did I do it wrong?\Didn't I say you only had one chance?\Anyone would have doubts about that!\You have to mix, mix and sprinkle it inside.\Sorry, I'll mix it in right away.\Geez, you guys can't do anything without me.\Really, it's a good thing I'm here -\Sakamoto-san! response:	Delicious!
context: Didn't I say you only had one chance?\Anyone would have doubts about that!\You have to mix, mix and sprinkle it inside.\Sorry, I'll mix it in right away.\Geez, you guys can't do anything without me.\Really, it's a good thing I'm here -\Sakamoto-san!\Delicious! response:	What the -
context: Anyone would have doubts about that!\You have to mix, mix and sprinkle it inside.\Sorry, I'll mix it in right away.\Geez, you guys can't do anything without me.\Really, it's a good thing I'm here -\Sakamoto-san!\Delicious!\What the - response:	This pudding's delicious!
context: You have to mix, mix and sprinkle it inside.\Sorry, I'll mix it in right away.\Geez, you guys can't do anything without me.\Really, it's a good thing I'm here -\Sakamoto-san!\Delicious!\What the -\This pudding's delicious! response:	It's crunchy at first, but then it becomes more like pudding. It's delicious!
context: Sorry, I'll mix it in right away.\Geez, you guys can't do anything without me.\Really, it's a good thing I'm here -\Sakamoto-san!\Delicious!\What the -\This pudding's delicious!\It's crunchy at first, but then it becomes more like pudding. It's delicious! response:	R-Really?
context: Geez, you guys can't do anything without me.\Really, it's a good thing I'm here -\Sakamoto-san!\Delicious!\What the -\This pudding's delicious!\It's crunchy at first, but then it becomes more like pudding. It's delicious!\R-Really? response:	That's great!
context: Really, it's a good thing I'm here -\Sakamoto-san!\Delicious!\What the -\This pudding's delicious!\It's crunchy at first, but then it becomes more like pudding. It's delicious!\R-Really?\That's great! response:	Please eat it all!
context: Sakamoto-san!\Delicious!\What the -\This pudding's delicious!\It's crunchy at first, but then it becomes more like pudding. It's delicious!\R-Really?\That's great!\Please eat it all! response:	We did it, Sakamoto-san.
context: Delicious!\What the -\This pudding's delicious!\It's crunchy at first, but then it becomes more like pudding. It's delicious!\R-Really?\That's great!\Please eat it all!\We did it, Sakamoto-san. response:	Well...
context: What the -\This pudding's delicious!\It's crunchy at first, but then it becomes more like pudding. It's delicious!\R-Really?\That's great!\Please eat it all!\We did it, Sakamoto-san.\Well... response:	I guess it sometimes happens like this too.
context: This pudding's delicious!\It's crunchy at first, but then it becomes more like pudding. It's delicious!\R-Really?\That's great!\Please eat it all!\We did it, Sakamoto-san.\Well...\I guess it sometimes happens like this too. response:	Shinonome Institute
context: It's crunchy at first, but then it becomes more like pudding. It's delicious!\R-Really?\That's great!\Please eat it all!\We did it, Sakamoto-san.\Well...\I guess it sometimes happens like this too.\Shinonome Institute response:	Nano, can I have another one?
context: R-Really?\That's great!\Please eat it all!\We did it, Sakamoto-san.\Well...\I guess it sometimes happens like this too.\Shinonome Institute\Nano, can I have another one? response:	Crunchy pudding!
context: That's great!\Please eat it all!\We did it, Sakamoto-san.\Well...\I guess it sometimes happens like this too.\Shinonome Institute\Nano, can I have another one?\Crunchy pudding! response:	Yes, okay.
context: Please eat it all!\We did it, Sakamoto-san.\Well...\I guess it sometimes happens like this too.\Shinonome Institute\Nano, can I have another one?\Crunchy pudding!\Yes, okay. response:	The next one's not going to be crunchy, though.
context: We did it, Sakamoto-san.\Well...\I guess it sometimes happens like this too.\Shinonome Institute\Nano, can I have another one?\Crunchy pudding!\Yes, okay.\The next one's not going to be crunchy, though. response:	Aw, Sakamoto-san said that the crunchy pudding was better!
context: Well...\I guess it sometimes happens like this too.\Shinonome Institute\Nano, can I have another one?\Crunchy pudding!\Yes, okay.\The next one's not going to be crunchy, though.\Aw, Sakamoto-san said that the crunchy pudding was better! response:	Me again?
context: I guess it sometimes happens like this too.\Shinonome Institute\Nano, can I have another one?\Crunchy pudding!\Yes, okay.\The next one's not going to be crunchy, though.\Aw, Sakamoto-san said that the crunchy pudding was better!\Me again? response:	Sakamoto-san!
context: Shinonome Institute\Nano, can I have another one?\Crunchy pudding!\Yes, okay.\The next one's not going to be crunchy, though.\Aw, Sakamoto-san said that the crunchy pudding was better!\Me again?\Sakamoto-san! response:	Shinonome Institute had another peaceful day today.
context: Nano, can I have another one?\Crunchy pudding!\Yes, okay.\The next one's not going to be crunchy, though.\Aw, Sakamoto-san said that the crunchy pudding was better!\Me again?\Sakamoto-san!\Shinonome Institute had another peaceful day today. response:	An Everyday Reservation
context: Crunchy pudding!\Yes, okay.\The next one's not going to be crunchy, though.\Aw, Sakamoto-san said that the crunchy pudding was better!\Me again?\Sakamoto-san!\Shinonome Institute had another peaceful day today.\An Everyday Reservation response:	Huh?
context: Yes, okay.\The next one's not going to be crunchy, though.\Aw, Sakamoto-san said that the crunchy pudding was better!\Me again?\Sakamoto-san!\Shinonome Institute had another peaceful day today.\An Everyday Reservation\Huh? response:	The train's due to come soon, right?
context: The next one's not going to be crunchy, though.\Aw, Sakamoto-san said that the crunchy pudding was better!\Me again?\Sakamoto-san!\Shinonome Institute had another peaceful day today.\An Everyday Reservation\Huh?\The train's due to come soon, right? response:	Yeah, about a minute left.
context: Aw, Sakamoto-san said that the crunchy pudding was better!\Me again?\Sakamoto-san!\Shinonome Institute had another peaceful day today.\An Everyday Reservation\Huh?\The train's due to come soon, right?\Yeah, about a minute left. response:	There's absolutely nobody here!
context: Me again?\Sakamoto-san!\Shinonome Institute had another peaceful day today.\An Everyday Reservation\Huh?\The train's due to come soon, right?\Yeah, about a minute left.\There's absolutely nobody here! response:	I guess not.
context: Sakamoto-san!\Shinonome Institute had another peaceful day today.\An Everyday Reservation\Huh?\The train's due to come soon, right?\Yeah, about a minute left.\There's absolutely nobody here!\I guess not. response:	There aren't as many people around in the afternoon, I suppose.
context: Shinonome Institute had another peaceful day today.\An Everyday Reservation\Huh?\The train's due to come soon, right?\Yeah, about a minute left.\There's absolutely nobody here!\I guess not.\There aren't as many people around in the afternoon, I suppose. response:	Could it be that we're alone here?
context: An Everyday Reservation\Huh?\The train's due to come soon, right?\Yeah, about a minute left.\There's absolutely nobody here!\I guess not.\There aren't as many people around in the afternoon, I suppose.\Could it be that we're alone here? response:	In that case...
context: Huh?\The train's due to come soon, right?\Yeah, about a minute left.\There's absolutely nobody here!\I guess not.\There aren't as many people around in the afternoon, I suppose.\Could it be that we're alone here?\In that case... response:	Amazing, Yukko!
context: The train's due to come soon, right?\Yeah, about a minute left.\There's absolutely nobody here!\I guess not.\There aren't as many people around in the afternoon, I suppose.\Could it be that we're alone here?\In that case...\Amazing, Yukko! response:	You do it too, Mio-chan!
context: Yeah, about a minute left.\There's absolutely nobody here!\I guess not.\There aren't as many people around in the afternoon, I suppose.\Could it be that we're alone here?\In that case...\Amazing, Yukko!\You do it too, Mio-chan! response:	Nobody's looking anyway.
context: There's absolutely nobody here!\I guess not.\There aren't as many people around in the afternoon, I suppose.\Could it be that we're alone here?\In that case...\Amazing, Yukko!\You do it too, Mio-chan!\Nobody's looking anyway. response:	I-Is that right?
context: I guess not.\There aren't as many people around in the afternoon, I suppose.\Could it be that we're alone here?\In that case...\Amazing, Yukko!\You do it too, Mio-chan!\Nobody's looking anyway.\I-Is that right? response:	Okay then.
context: There aren't as many people around in the afternoon, I suppose.\Could it be that we're alone here?\In that case...\Amazing, Yukko!\You do it too, Mio-chan!\Nobody's looking anyway.\I-Is that right?\Okay then. response:	Here I go!
context: Could it be that we're alone here?\In that case...\Amazing, Yukko!\You do it too, Mio-chan!\Nobody's looking anyway.\I-Is that right?\Okay then.\Here I go! response:	How'd I do?
context: In that case...\Amazing, Yukko!\You do it too, Mio-chan!\Nobody's looking anyway.\I-Is that right?\Okay then.\Here I go!\How'd I do? response:	Mio-chan, that's not quite right.
context: Amazing, Yukko!\You do it too, Mio-chan!\Nobody's looking anyway.\I-Is that right?\Okay then.\Here I go!\How'd I do?\Mio-chan, that's not quite right. response:	It's here.
context: You do it too, Mio-chan!\Nobody's looking anyway.\I-Is that right?\Okay then.\Here I go!\How'd I do?\Mio-chan, that's not quite right.\It's here. response:	Mai-chan, do you like trains?
context: Nobody's looking anyway.\I-Is that right?\Okay then.\Here I go!\How'd I do?\Mio-chan, that's not quite right.\It's here.\Mai-chan, do you like trains? response:	A bit.
context: I-Is that right?\Okay then.\Here I go!\How'd I do?\Mio-chan, that's not quite right.\It's here.\Mai-chan, do you like trains?\A bit. response:	There's nobody here. It's like we've reserved it!
context: Okay then.\Here I go!\How'd I do?\Mio-chan, that's not quite right.\It's here.\Mai-chan, do you like trains?\A bit.\There's nobody here. It's like we've reserved it! response:	The tension's rising!
context: Here I go!\How'd I do?\Mio-chan, that's not quite right.\It's here.\Mai-chan, do you like trains?\A bit.\There's nobody here. It's like we've reserved it!\The tension's rising! response:	Mio-chan, Mio-chan!
context: How'd I do?\Mio-chan, that's not quite right.\It's here.\Mai-chan, do you like trains?\A bit.\There's nobody here. It's like we've reserved it!\The tension's rising!\Mio-chan, Mio-chan! response:	Let's play, let's play!
context: Mio-chan, that's not quite right.\It's here.\Mai-chan, do you like trains?\A bit.\There's nobody here. It's like we've reserved it!\The tension's rising!\Mio-chan, Mio-chan!\Let's play, let's play! response:	Here we go.
context: It's here.\Mai-chan, do you like trains?\A bit.\There's nobody here. It's like we've reserved it!\The tension's rising!\Mio-chan, Mio-chan!\Let's play, let's play!\Here we go. response:	One, two!
context: Mai-chan, do you like trains?\A bit.\There's nobody here. It's like we've reserved it!\The tension's rising!\Mio-chan, Mio-chan!\Let's play, let's play!\Here we go.\One, two! response:	Mai-chan, you're the referee.
context: A bit.\There's nobody here. It's like we've reserved it!\The tension's rising!\Mio-chan, Mio-chan!\Let's play, let's play!\Here we go.\One, two!\Mai-chan, you're the referee. response:	Watch us...
context: There's nobody here. It's like we've reserved it!\The tension's rising!\Mio-chan, Mio-chan!\Let's play, let's play!\Here we go.\One, two!\Mai-chan, you're the referee.\Watch us... response:	Bunk bed.
context: The tension's rising!\Mio-chan, Mio-chan!\Let's play, let's play!\Here we go.\One, two!\Mai-chan, you're the referee.\Watch us...\Bunk bed. response:	Triple-decker bunk.
context: Mio-chan, Mio-chan!\Let's play, let's play!\Here we go.\One, two!\Mai-chan, you're the referee.\Watch us...\Bunk bed.\Triple-decker bunk. response:	Somehow, I feel as if I'm the only one losing out.
context: Let's play, let's play!\Here we go.\One, two!\Mai-chan, you're the referee.\Watch us...\Bunk bed.\Triple-decker bunk.\Somehow, I feel as if I'm the only one losing out. response:	Nichijou Episode 0
