context: Hey all you viewers out there! response:	When you're watching Fairy Tail keep the room nice and bright,
context: Ul, why did you...\He can't use Iced Shell!\The people who use it destroy their own bodies.\But it's true that's the only thing that could stop this thing.\I can't believe that Lyon would think of trying the same thing I was going to do.\Was trying to do...?\That's a disciple for you.\Ul! response:	Stand back.
context: He can't use Iced Shell!\The people who use it destroy their own bodies.\But it's true that's the only thing that could stop this thing.\I can't believe that Lyon would think of trying the same thing I was going to do.\Was trying to do...?\That's a disciple for you.\Ul!\Stand back. response:	I won't allow you to get near my pupils!
context: The people who use it destroy their own bodies.\But it's true that's the only thing that could stop this thing.\I can't believe that Lyon would think of trying the same thing I was going to do.\Was trying to do...?\That's a disciple for you.\Ul!\Stand back.\I won't allow you to get near my pupils! response:	This is the end for you, monster!
context: But it's true that's the only thing that could stop this thing.\I can't believe that Lyon would think of trying the same thing I was going to do.\Was trying to do...?\That's a disciple for you.\Ul!\Stand back.\I won't allow you to get near my pupils!\This is the end for you, monster! response:	Ultimate Freeze...
context: I can't believe that Lyon would think of trying the same thing I was going to do.\Was trying to do...?\That's a disciple for you.\Ul!\Stand back.\I won't allow you to get near my pupils!\This is the end for you, monster!\Ultimate Freeze... response:	Iced Shell!
context: Was trying to do...?\That's a disciple for you.\Ul!\Stand back.\I won't allow you to get near my pupils!\This is the end for you, monster!\Ultimate Freeze...\Iced Shell! response:	Ul!
context: That's a disciple for you.\Ul!\Stand back.\I won't allow you to get near my pupils!\This is the end for you, monster!\Ultimate Freeze...\Iced Shell!\Ul! response:	Your body!
context: Ul!\Stand back.\I won't allow you to get near my pupils!\This is the end for you, monster!\Ultimate Freeze...\Iced Shell!\Ul!\Your body! response:	I told you, right?
context: Stand back.\I won't allow you to get near my pupils!\This is the end for you, monster!\Ultimate Freeze...\Iced Shell!\Ul!\Your body!\I told you, right? response:	This magic destroys the body.
context: I won't allow you to get near my pupils!\This is the end for you, monster!\Ultimate Freeze...\Iced Shell!\Ul!\Your body!\I told you, right?\This magic destroys the body. response:	It's magic that turns one's own body into ice...
context: This is the end for you, monster!\Ultimate Freeze...\Iced Shell!\Ul!\Your body!\I told you, right?\This magic destroys the body.\It's magic that turns one's own body into ice... response:	Gray, I have a favor to ask you.
context: Ultimate Freeze...\Iced Shell!\Ul!\Your body!\I told you, right?\This magic destroys the body.\It's magic that turns one's own body into ice...\Gray, I have a favor to ask you. response:	Tell Lyon I died.
context: Iced Shell!\Ul!\Your body!\I told you, right?\This magic destroys the body.\It's magic that turns one's own body into ice...\Gray, I have a favor to ask you.\Tell Lyon I died. response:	If he knew that I became the ice, he'd probably spend his entire life trying to undo the spell.
context: Ul!\Your body!\I told you, right?\This magic destroys the body.\It's magic that turns one's own body into ice...\Gray, I have a favor to ask you.\Tell Lyon I died.\If he knew that I became the ice, he'd probably spend his entire life trying to undo the spell. response:	If he did that, that would defeat the purpose.
context: Your body!\I told you, right?\This magic destroys the body.\It's magic that turns one's own body into ice...\Gray, I have a favor to ask you.\Tell Lyon I died.\If he knew that I became the ice, he'd probably spend his entire life trying to undo the spell.\If he did that, that would defeat the purpose. response:	Stop it!
context: I told you, right?\This magic destroys the body.\It's magic that turns one's own body into ice...\Gray, I have a favor to ask you.\Tell Lyon I died.\If he knew that I became the ice, he'd probably spend his entire life trying to undo the spell.\If he did that, that would defeat the purpose.\Stop it! response:	I want Lyon to see more of the world...
context: This magic destroys the body.\It's magic that turns one's own body into ice...\Gray, I have a favor to ask you.\Tell Lyon I died.\If he knew that I became the ice, he'd probably spend his entire life trying to undo the spell.\If he did that, that would defeat the purpose.\Stop it!\I want Lyon to see more of the world... response:	And you too, Gray...
context: It's magic that turns one's own body into ice...\Gray, I have a favor to ask you.\Tell Lyon I died.\If he knew that I became the ice, he'd probably spend his entire life trying to undo the spell.\If he did that, that would defeat the purpose.\Stop it!\I want Lyon to see more of the world...\And you too, Gray... response:	I'm begging you, stop! Please, I'll do whatever you say from now on!
context: Gray, I have a favor to ask you.\Tell Lyon I died.\If he knew that I became the ice, he'd probably spend his entire life trying to undo the spell.\If he did that, that would defeat the purpose.\Stop it!\I want Lyon to see more of the world...\And you too, Gray...\I'm begging you, stop! Please, I'll do whatever you say from now on! response:	Don't be sad.
context: Tell Lyon I died.\If he knew that I became the ice, he'd probably spend his entire life trying to undo the spell.\If he did that, that would defeat the purpose.\Stop it!\I want Lyon to see more of the world...\And you too, Gray...\I'm begging you, stop! Please, I'll do whatever you say from now on!\Don't be sad. response:	I'll live on.
context: If he knew that I became the ice, he'd probably spend his entire life trying to undo the spell.\If he did that, that would defeat the purpose.\Stop it!\I want Lyon to see more of the world...\And you too, Gray...\I'm begging you, stop! Please, I'll do whatever you say from now on!\Don't be sad.\I'll live on. response:	I'll live on as the ice, for all eternity...
context: If he did that, that would defeat the purpose.\Stop it!\I want Lyon to see more of the world...\And you too, Gray...\I'm begging you, stop! Please, I'll do whatever you say from now on!\Don't be sad.\I'll live on.\I'll live on as the ice, for all eternity... response:	Go forth... to your future...
context: Stop it!\I want Lyon to see more of the world...\And you too, Gray...\I'm begging you, stop! Please, I'll do whatever you say from now on!\Don't be sad.\I'll live on.\I'll live on as the ice, for all eternity...\Go forth... to your future... response:	Ul!
context: I want Lyon to see more of the world...\And you too, Gray...\I'm begging you, stop! Please, I'll do whatever you say from now on!\Don't be sad.\I'll live on.\I'll live on as the ice, for all eternity...\Go forth... to your future...\Ul! response:	I will seal your darkness.
context: And you too, Gray...\I'm begging you, stop! Please, I'll do whatever you say from now on!\Don't be sad.\I'll live on.\I'll live on as the ice, for all eternity...\Go forth... to your future...\Ul!\I will seal your darkness. response:	Ul gave her life to drive away my days of darkness.
context: I'm begging you, stop! Please, I'll do whatever you say from now on!\Don't be sad.\I'll live on.\I'll live on as the ice, for all eternity...\Go forth... to your future...\Ul!\I will seal your darkness.\Ul gave her life to drive away my days of darkness. response:	Go forth... to your future...
context: Don't be sad.\I'll live on.\I'll live on as the ice, for all eternity...\Go forth... to your future...\Ul!\I will seal your darkness.\Ul gave her life to drive away my days of darkness.\Go forth... to your future... response:	With those words in my heart, I decided to start on a new path.
context: I'll live on.\I'll live on as the ice, for all eternity...\Go forth... to your future...\Ul!\I will seal your darkness.\Ul gave her life to drive away my days of darkness.\Go forth... to your future...\With those words in my heart, I decided to start on a new path. response:	However...
context: I'll live on as the ice, for all eternity...\Go forth... to your future...\Ul!\I will seal your darkness.\Ul gave her life to drive away my days of darkness.\Go forth... to your future...\With those words in my heart, I decided to start on a new path.\However... response:	Damn that Ul...
context: Go forth... to your future...\Ul!\I will seal your darkness.\Ul gave her life to drive away my days of darkness.\Go forth... to your future...\With those words in my heart, I decided to start on a new path.\However...\Damn that Ul... response:	Deliora is...
context: Ul!\I will seal your darkness.\Ul gave her life to drive away my days of darkness.\Go forth... to your future...\With those words in my heart, I decided to start on a new path.\However...\Damn that Ul...\Deliora is... response:	Iced Shell, right? Ul did it?
context: I will seal your darkness.\Ul gave her life to drive away my days of darkness.\Go forth... to your future...\With those words in my heart, I decided to start on a new path.\However...\Damn that Ul...\Deliora is...\Iced Shell, right? Ul did it? response:	Gray!
context: Ul gave her life to drive away my days of darkness.\Go forth... to your future...\With those words in my heart, I decided to start on a new path.\However...\Damn that Ul...\Deliora is...\Iced Shell, right? Ul did it?\Gray! response:	S-She's dead.
context: Go forth... to your future...\With those words in my heart, I decided to start on a new path.\However...\Damn that Ul...\Deliora is...\Iced Shell, right? Ul did it?\Gray!\S-She's dead. response:	You're lying...
context: With those words in my heart, I decided to start on a new path.\However...\Damn that Ul...\Deliora is...\Iced Shell, right? Ul did it?\Gray!\S-She's dead.\You're lying... response:	You're lying!
context: However...\Damn that Ul...\Deliora is...\Iced Shell, right? Ul did it?\Gray!\S-She's dead.\You're lying...\You're lying! response:	You bastard!
context: Damn that Ul...\Deliora is...\Iced Shell, right? Ul did it?\Gray!\S-She's dead.\You're lying...\You're lying!\You bastard! response:	What about my dream?!
context: Deliora is...\Iced Shell, right? Ul did it?\Gray!\S-She's dead.\You're lying...\You're lying!\You bastard!\What about my dream?! response:	How am I supposed to surpass Ul now?!
context: Iced Shell, right? Ul did it?\Gray!\S-She's dead.\You're lying...\You're lying!\You bastard!\What about my dream?!\How am I supposed to surpass Ul now?! response:	Eh?!
context: Gray!\S-She's dead.\You're lying...\You're lying!\You bastard!\What about my dream?!\How am I supposed to surpass Ul now?!\Eh?! response:	Sorry...
context: S-She's dead.\You're lying...\You're lying!\You bastard!\What about my dream?!\How am I supposed to surpass Ul now?!\Eh?!\Sorry... response:	Sorry?! Screw you!
context: You're lying...\You're lying!\You bastard!\What about my dream?!\How am I supposed to surpass Ul now?!\Eh?!\Sorry...\Sorry?! Screw you! response:	If it weren't for you...
context: You're lying!\You bastard!\What about my dream?!\How am I supposed to surpass Ul now?!\Eh?!\Sorry...\Sorry?! Screw you!\If it weren't for you... response:	If you hadn't challenged Deliora...
context: You bastard!\What about my dream?!\How am I supposed to surpass Ul now?!\Eh?!\Sorry...\Sorry?! Screw you!\If it weren't for you...\If you hadn't challenged Deliora... response:	This is your fault, Gray.
context: What about my dream?!\How am I supposed to surpass Ul now?!\Eh?!\Sorry...\Sorry?! Screw you!\If it weren't for you...\If you hadn't challenged Deliora...\This is your fault, Gray. response:	You killed Ul.
context: How am I supposed to surpass Ul now?!\Eh?!\Sorry...\Sorry?! Screw you!\If it weren't for you...\If you hadn't challenged Deliora...\This is your fault, Gray.\You killed Ul. response:	Damn, there's no end to this.
context: Eh?!\Sorry...\Sorry?! Screw you!\If it weren't for you...\If you hadn't challenged Deliora...\This is your fault, Gray.\You killed Ul.\Damn, there's no end to this. response:	Just give it up and surrender already, you pointy-eyed bastard!
context: Sorry...\Sorry?! Screw you!\If it weren't for you...\If you hadn't challenged Deliora...\This is your fault, Gray.\You killed Ul.\Damn, there's no end to this.\Just give it up and surrender already, you pointy-eyed bastard! response:	Your eyes are pretty pointy themselves.
context: Sorry?! Screw you!\If it weren't for you...\If you hadn't challenged Deliora...\This is your fault, Gray.\You killed Ul.\Damn, there's no end to this.\Just give it up and surrender already, you pointy-eyed bastard!\Your eyes are pretty pointy themselves. response:	Time to finish this.
context: If it weren't for you...\If you hadn't challenged Deliora...\This is your fault, Gray.\You killed Ul.\Damn, there's no end to this.\Just give it up and surrender already, you pointy-eyed bastard!\Your eyes are pretty pointy themselves.\Time to finish this. response:	I like the sound of that.
context: If you hadn't challenged Deliora...\This is your fault, Gray.\You killed Ul.\Damn, there's no end to this.\Just give it up and surrender already, you pointy-eyed bastard!\Your eyes are pretty pointy themselves.\Time to finish this.\I like the sound of that. response:	What's this?
context: This is your fault, Gray.\You killed Ul.\Damn, there's no end to this.\Just give it up and surrender already, you pointy-eyed bastard!\Your eyes are pretty pointy themselves.\Time to finish this.\I like the sound of that.\What's this? response:	Gray?
context: You killed Ul.\Damn, there's no end to this.\Just give it up and surrender already, you pointy-eyed bastard!\Your eyes are pretty pointy themselves.\Time to finish this.\I like the sound of that.\What's this?\Gray? response:	Natsu, let me take this guy down.
context: Damn, there's no end to this.\Just give it up and surrender already, you pointy-eyed bastard!\Your eyes are pretty pointy themselves.\Time to finish this.\I like the sound of that.\What's this?\Gray?\Natsu, let me take this guy down. response:	You already lost to him once, remember?
context: Just give it up and surrender already, you pointy-eyed bastard!\Your eyes are pretty pointy themselves.\Time to finish this.\I like the sound of that.\What's this?\Gray?\Natsu, let me take this guy down.\You already lost to him once, remember? response:	I won't this time.
context: Your eyes are pretty pointy themselves.\Time to finish this.\I like the sound of that.\What's this?\Gray?\Natsu, let me take this guy down.\You already lost to him once, remember?\I won't this time. response:	I'll finish this.
context: Time to finish this.\I like the sound of that.\What's this?\Gray?\Natsu, let me take this guy down.\You already lost to him once, remember?\I won't this time.\I'll finish this. response:	That's some confidence you have there.
context: I like the sound of that.\What's this?\Gray?\Natsu, let me take this guy down.\You already lost to him once, remember?\I won't this time.\I'll finish this.\That's some confidence you have there. response:	It was my fault that Ul died ten years ago.
context: What's this?\Gray?\Natsu, let me take this guy down.\You already lost to him once, remember?\I won't this time.\I'll finish this.\That's some confidence you have there.\It was my fault that Ul died ten years ago. response:	But...
context: Gray?\Natsu, let me take this guy down.\You already lost to him once, remember?\I won't this time.\I'll finish this.\That's some confidence you have there.\It was my fault that Ul died ten years ago.\But... response:	Hurting my friends... Hurting the village...
context: Natsu, let me take this guy down.\You already lost to him once, remember?\I won't this time.\I'll finish this.\That's some confidence you have there.\It was my fault that Ul died ten years ago.\But...\Hurting my friends... Hurting the village... response:	Trying to melt that ice... I can't forgive you for that.
context: You already lost to him once, remember?\I won't this time.\I'll finish this.\That's some confidence you have there.\It was my fault that Ul died ten years ago.\But...\Hurting my friends... Hurting the village...\Trying to melt that ice... I can't forgive you for that. response:	I'll punish you for them all, Lyon.
context: I won't this time.\I'll finish this.\That's some confidence you have there.\It was my fault that Ul died ten years ago.\But...\Hurting my friends... Hurting the village...\Trying to melt that ice... I can't forgive you for that.\I'll punish you for them all, Lyon. response:	That pose...
context: I'll finish this.\That's some confidence you have there.\It was my fault that Ul died ten years ago.\But...\Hurting my friends... Hurting the village...\Trying to melt that ice... I can't forgive you for that.\I'll punish you for them all, Lyon.\That pose... response:	Iced Shell!
context: That's some confidence you have there.\It was my fault that Ul died ten years ago.\But...\Hurting my friends... Hurting the village...\Trying to melt that ice... I can't forgive you for that.\I'll punish you for them all, Lyon.\That pose...\Iced Shell! response:	Iced Shell?
context: It was my fault that Ul died ten years ago.\But...\Hurting my friends... Hurting the village...\Trying to melt that ice... I can't forgive you for that.\I'll punish you for them all, Lyon.\That pose...\Iced Shell!\Iced Shell? response:	Ul cast the Iced Shell magic on this demon.
context: But...\Hurting my friends... Hurting the village...\Trying to melt that ice... I can't forgive you for that.\I'll punish you for them all, Lyon.\That pose...\Iced Shell!\Iced Shell?\Ul cast the Iced Shell magic on this demon. response:	It's a demon that Ul risked her life to seal away.
context: Hurting my friends... Hurting the village...\Trying to melt that ice... I can't forgive you for that.\I'll punish you for them all, Lyon.\That pose...\Iced Shell!\Iced Shell?\Ul cast the Iced Shell magic on this demon.\It's a demon that Ul risked her life to seal away. response:	Didn't you hear? Ul is already dead!
context: Trying to melt that ice... I can't forgive you for that.\I'll punish you for them all, Lyon.\That pose...\Iced Shell!\Iced Shell?\Ul cast the Iced Shell magic on this demon.\It's a demon that Ul risked her life to seal away.\Didn't you hear? Ul is already dead! response:	You bastard... have you gone mad?
context: I'll punish you for them all, Lyon.\That pose...\Iced Shell!\Iced Shell?\Ul cast the Iced Shell magic on this demon.\It's a demon that Ul risked her life to seal away.\Didn't you hear? Ul is already dead!\You bastard... have you gone mad? response:	Return the villagers to the way they were,
context: That pose...\Iced Shell!\Iced Shell?\Ul cast the Iced Shell magic on this demon.\It's a demon that Ul risked her life to seal away.\Didn't you hear? Ul is already dead!\You bastard... have you gone mad?\Return the villagers to the way they were, response:	take your friends and leave this island immediately!
context: Iced Shell!\Iced Shell?\Ul cast the Iced Shell magic on this demon.\It's a demon that Ul risked her life to seal away.\Didn't you hear? Ul is already dead!\You bastard... have you gone mad?\Return the villagers to the way they were,\take your friends and leave this island immediately! response:	This is the last chance I will give you.
context: Iced Shell?\Ul cast the Iced Shell magic on this demon.\It's a demon that Ul risked her life to seal away.\Didn't you hear? Ul is already dead!\You bastard... have you gone mad?\Return the villagers to the way they were,\take your friends and leave this island immediately!\This is the last chance I will give you. response:	I see... You think you can bluff me with that magic?
context: Ul cast the Iced Shell magic on this demon.\It's a demon that Ul risked her life to seal away.\Didn't you hear? Ul is already dead!\You bastard... have you gone mad?\Return the villagers to the way they were,\take your friends and leave this island immediately!\This is the last chance I will give you.\I see... You think you can bluff me with that magic? response:	How pointless.
context: It's a demon that Ul risked her life to seal away.\Didn't you hear? Ul is already dead!\You bastard... have you gone mad?\Return the villagers to the way they were,\take your friends and leave this island immediately!\This is the last chance I will give you.\I see... You think you can bluff me with that magic?\How pointless. response:	I'm serious.
context: Didn't you hear? Ul is already dead!\You bastard... have you gone mad?\Return the villagers to the way they were,\take your friends and leave this island immediately!\This is the last chance I will give you.\I see... You think you can bluff me with that magic?\How pointless.\I'm serious. response:	Why, you...
context: You bastard... have you gone mad?\Return the villagers to the way they were,\take your friends and leave this island immediately!\This is the last chance I will give you.\I see... You think you can bluff me with that magic?\How pointless.\I'm serious.\Why, you... response:	Gray!
context: Return the villagers to the way they were,\take your friends and leave this island immediately!\This is the last chance I will give you.\I see... You think you can bluff me with that magic?\How pointless.\I'm serious.\Why, you...\Gray! response:	No matter how many years pass, it won't change the fact that it's my fault Ul's dead!
context: take your friends and leave this island immediately!\This is the last chance I will give you.\I see... You think you can bluff me with that magic?\How pointless.\I'm serious.\Why, you...\Gray!\No matter how many years pass, it won't change the fact that it's my fault Ul's dead! response:	I have to take responsibility sometime...
context: This is the last chance I will give you.\I see... You think you can bluff me with that magic?\How pointless.\I'm serious.\Why, you...\Gray!\No matter how many years pass, it won't change the fact that it's my fault Ul's dead!\I have to take responsibility sometime... response:	So now's the time.
context: I see... You think you can bluff me with that magic?\How pointless.\I'm serious.\Why, you...\Gray!\No matter how many years pass, it won't change the fact that it's my fault Ul's dead!\I have to take responsibility sometime...\So now's the time. response:	I'm prepared to die...
context: How pointless.\I'm serious.\Why, you...\Gray!\No matter how many years pass, it won't change the fact that it's my fault Ul's dead!\I have to take responsibility sometime...\So now's the time.\I'm prepared to die... response:	I've been for the past 10 years!
context: I'm serious.\Why, you...\Gray!\No matter how many years pass, it won't change the fact that it's my fault Ul's dead!\I have to take responsibility sometime...\So now's the time.\I'm prepared to die...\I've been for the past 10 years! response:	You're serious?!
context: Why, you...\Gray!\No matter how many years pass, it won't change the fact that it's my fault Ul's dead!\I have to take responsibility sometime...\So now's the time.\I'm prepared to die...\I've been for the past 10 years!\You're serious?! response:	Answer me, Lyon!
context: Gray!\No matter how many years pass, it won't change the fact that it's my fault Ul's dead!\I have to take responsibility sometime...\So now's the time.\I'm prepared to die...\I've been for the past 10 years!\You're serious?!\Answer me, Lyon! response:	Do we die together or live together?
context: No matter how many years pass, it won't change the fact that it's my fault Ul's dead!\I have to take responsibility sometime...\So now's the time.\I'm prepared to die...\I've been for the past 10 years!\You're serious?!\Answer me, Lyon!\Do we die together or live together? response:	Do it.
context: I have to take responsibility sometime...\So now's the time.\I'm prepared to die...\I've been for the past 10 years!\You're serious?!\Answer me, Lyon!\Do we die together or live together?\Do it. response:	You don't have the guts to die.
context: So now's the time.\I'm prepared to die...\I've been for the past 10 years!\You're serious?!\Answer me, Lyon!\Do we die together or live together?\Do it.\You don't have the guts to die. response:	There's no way you do!
context: I'm prepared to die...\I've been for the past 10 years!\You're serious?!\Answer me, Lyon!\Do we die together or live together?\Do it.\You don't have the guts to die.\There's no way you do! response:	Too bad.
context: I've been for the past 10 years!\You're serious?!\Answer me, Lyon!\Do we die together or live together?\Do it.\You don't have the guts to die.\There's no way you do!\Too bad. response:	Gray!
context: You're serious?!\Answer me, Lyon!\Do we die together or live together?\Do it.\You don't have the guts to die.\There's no way you do!\Too bad.\Gray! response:	Natsu, Erza, everyone at Fairy Tail...
context: Answer me, Lyon!\Do we die together or live together?\Do it.\You don't have the guts to die.\There's no way you do!\Too bad.\Gray!\Natsu, Erza, everyone at Fairy Tail... response:	It's up to you now...
context: Do we die together or live together?\Do it.\You don't have the guts to die.\There's no way you do!\Too bad.\Gray!\Natsu, Erza, everyone at Fairy Tail...\It's up to you now... response:	Sorry, but I'm making my exit!
context: Do it.\You don't have the guts to die.\There's no way you do!\Too bad.\Gray!\Natsu, Erza, everyone at Fairy Tail...\It's up to you now...\Sorry, but I'm making my exit! response:	This is... the end!
context: You don't have the guts to die.\There's no way you do!\Too bad.\Gray!\Natsu, Erza, everyone at Fairy Tail...\It's up to you now...\Sorry, but I'm making my exit!\This is... the end! response:	Merry-go-round
context: There's no way you do!\Too bad.\Gray!\Natsu, Erza, everyone at Fairy Tail...\It's up to you now...\Sorry, but I'm making my exit!\This is... the end!\Merry-go-round response:	I greet the morning,
context: Too bad.\Gray!\Natsu, Erza, everyone at Fairy Tail...\It's up to you now...\Sorry, but I'm making my exit!\This is... the end!\Merry-go-round\I greet the morning, response:	chasing after your profile left only in my revolving dreams
context: Gray!\Natsu, Erza, everyone at Fairy Tail...\It's up to you now...\Sorry, but I'm making my exit!\This is... the end!\Merry-go-round\I greet the morning,\chasing after your profile left only in my revolving dreams response:	You said, I never want to see your face again, when you left me
context: Natsu, Erza, everyone at Fairy Tail...\It's up to you now...\Sorry, but I'm making my exit!\This is... the end!\Merry-go-round\I greet the morning,\chasing after your profile left only in my revolving dreams\You said, I never want to see your face again, when you left me response:	But the tears on your cheek said it all
context: It's up to you now...\Sorry, but I'm making my exit!\This is... the end!\Merry-go-round\I greet the morning,\chasing after your profile left only in my revolving dreams\You said, I never want to see your face again, when you left me\But the tears on your cheek said it all response:	Every time you felt like you'd be swallowed up in the waves of contradiction
context: Sorry, but I'm making my exit!\This is... the end!\Merry-go-round\I greet the morning,\chasing after your profile left only in my revolving dreams\You said, I never want to see your face again, when you left me\But the tears on your cheek said it all\Every time you felt like you'd be swallowed up in the waves of contradiction response:	you always held back your tears, you know?
context: This is... the end!\Merry-go-round\I greet the morning,\chasing after your profile left only in my revolving dreams\You said, I never want to see your face again, when you left me\But the tears on your cheek said it all\Every time you felt like you'd be swallowed up in the waves of contradiction\you always held back your tears, you know? response:	What a strong person, they said, but everyone overestimated you
context: Merry-go-round\I greet the morning,\chasing after your profile left only in my revolving dreams\You said, I never want to see your face again, when you left me\But the tears on your cheek said it all\Every time you felt like you'd be swallowed up in the waves of contradiction\you always held back your tears, you know?\What a strong person, they said, but everyone overestimated you response:	and before you knew it you lost sight of who you really are
context: I greet the morning,\chasing after your profile left only in my revolving dreams\You said, I never want to see your face again, when you left me\But the tears on your cheek said it all\Every time you felt like you'd be swallowed up in the waves of contradiction\you always held back your tears, you know?\What a strong person, they said, but everyone overestimated you\and before you knew it you lost sight of who you really are response:	Then the sun I thought would always be near me collapsed
context: chasing after your profile left only in my revolving dreams\You said, I never want to see your face again, when you left me\But the tears on your cheek said it all\Every time you felt like you'd be swallowed up in the waves of contradiction\you always held back your tears, you know?\What a strong person, they said, but everyone overestimated you\and before you knew it you lost sight of who you really are\Then the sun I thought would always be near me collapsed response:	and the light shut off...
context: You said, I never want to see your face again, when you left me\But the tears on your cheek said it all\Every time you felt like you'd be swallowed up in the waves of contradiction\you always held back your tears, you know?\What a strong person, they said, but everyone overestimated you\and before you knew it you lost sight of who you really are\Then the sun I thought would always be near me collapsed\and the light shut off... response:	Rubbing out the truths and the lies of one day, altogether
context: But the tears on your cheek said it all\Every time you felt like you'd be swallowed up in the waves of contradiction\you always held back your tears, you know?\What a strong person, they said, but everyone overestimated you\and before you knew it you lost sight of who you really are\Then the sun I thought would always be near me collapsed\and the light shut off...\Rubbing out the truths and the lies of one day, altogether response:	Merry-go-round
context: Every time you felt like you'd be swallowed up in the waves of contradiction\you always held back your tears, you know?\What a strong person, they said, but everyone overestimated you\and before you knew it you lost sight of who you really are\Then the sun I thought would always be near me collapsed\and the light shut off...\Rubbing out the truths and the lies of one day, altogether\Merry-go-round response:	I greet the morning,
context: you always held back your tears, you know?\What a strong person, they said, but everyone overestimated you\and before you knew it you lost sight of who you really are\Then the sun I thought would always be near me collapsed\and the light shut off...\Rubbing out the truths and the lies of one day, altogether\Merry-go-round\I greet the morning, response:	still, ironically, chasing after your profile in my revolving dreams
context: What a strong person, they said, but everyone overestimated you\and before you knew it you lost sight of who you really are\Then the sun I thought would always be near me collapsed\and the light shut off...\Rubbing out the truths and the lies of one day, altogether\Merry-go-round\I greet the morning,\still, ironically, chasing after your profile in my revolving dreams response:	Professor Happy's Fairy Tail Lectures!
context: and before you knew it you lost sight of who you really are\Then the sun I thought would always be near me collapsed\and the light shut off...\Rubbing out the truths and the lies of one day, altogether\Merry-go-round\I greet the morning,\still, ironically, chasing after your profile in my revolving dreams\Professor Happy's Fairy Tail Lectures! response:	Today we'll be teaching you the secrets of the Ice Wizard, Gray!
context: Then the sun I thought would always be near me collapsed\and the light shut off...\Rubbing out the truths and the lies of one day, altogether\Merry-go-round\I greet the morning,\still, ironically, chasing after your profile in my revolving dreams\Professor Happy's Fairy Tail Lectures!\Today we'll be teaching you the secrets of the Ice Wizard, Gray! response:	Gray uses Ice Creation Magic, and is always fighting with the fire-using Natsu.
context: and the light shut off...\Rubbing out the truths and the lies of one day, altogether\Merry-go-round\I greet the morning,\still, ironically, chasing after your profile in my revolving dreams\Professor Happy's Fairy Tail Lectures!\Today we'll be teaching you the secrets of the Ice Wizard, Gray!\Gray uses Ice Creation Magic, and is always fighting with the fire-using Natsu. response:	But they're actually quite similar.
context: Rubbing out the truths and the lies of one day, altogether\Merry-go-round\I greet the morning,\still, ironically, chasing after your profile in my revolving dreams\Professor Happy's Fairy Tail Lectures!\Today we'll be teaching you the secrets of the Ice Wizard, Gray!\Gray uses Ice Creation Magic, and is always fighting with the fire-using Natsu.\But they're actually quite similar. response:	Gray gets lots of points for stripping off pretty much any clothing anywhere.
context: Merry-go-round\I greet the morning,\still, ironically, chasing after your profile in my revolving dreams\Professor Happy's Fairy Tail Lectures!\Today we'll be teaching you the secrets of the Ice Wizard, Gray!\Gray uses Ice Creation Magic, and is always fighting with the fire-using Natsu.\But they're actually quite similar.\Gray gets lots of points for stripping off pretty much any clothing anywhere. response:	He seems to have a weakness for women's tears, though.
context: I greet the morning,\still, ironically, chasing after your profile in my revolving dreams\Professor Happy's Fairy Tail Lectures!\Today we'll be teaching you the secrets of the Ice Wizard, Gray!\Gray uses Ice Creation Magic, and is always fighting with the fire-using Natsu.\But they're actually quite similar.\Gray gets lots of points for stripping off pretty much any clothing anywhere.\He seems to have a weakness for women's tears, though. response:	Until next time!
context: still, ironically, chasing after your profile in my revolving dreams\Professor Happy's Fairy Tail Lectures!\Today we'll be teaching you the secrets of the Ice Wizard, Gray!\Gray uses Ice Creation Magic, and is always fighting with the fire-using Natsu.\But they're actually quite similar.\Gray gets lots of points for stripping off pretty much any clothing anywhere.\He seems to have a weakness for women's tears, though.\Until next time! response:	Stand, Bow, Aye!
context: Professor Happy's Fairy Tail Lectures!\Today we'll be teaching you the secrets of the Ice Wizard, Gray!\Gray uses Ice Creation Magic, and is always fighting with the fire-using Natsu.\But they're actually quite similar.\Gray gets lots of points for stripping off pretty much any clothing anywhere.\He seems to have a weakness for women's tears, though.\Until next time!\Stand, Bow, Aye! response:	You and Gray have always fought, right?
context: Today we'll be teaching you the secrets of the Ice Wizard, Gray!\Gray uses Ice Creation Magic, and is always fighting with the fire-using Natsu.\But they're actually quite similar.\Gray gets lots of points for stripping off pretty much any clothing anywhere.\He seems to have a weakness for women's tears, though.\Until next time!\Stand, Bow, Aye!\You and Gray have always fought, right? response:	Well I'm not gonna lose to him, that's for sure!
context: Gray uses Ice Creation Magic, and is always fighting with the fire-using Natsu.\But they're actually quite similar.\Gray gets lots of points for stripping off pretty much any clothing anywhere.\He seems to have a weakness for women's tears, though.\Until next time!\Stand, Bow, Aye!\You and Gray have always fought, right?\Well I'm not gonna lose to him, that's for sure! response:	Which one of you is stronger?
context: But they're actually quite similar.\Gray gets lots of points for stripping off pretty much any clothing anywhere.\He seems to have a weakness for women's tears, though.\Until next time!\Stand, Bow, Aye!\You and Gray have always fought, right?\Well I'm not gonna lose to him, that's for sure!\Which one of you is stronger? response:	I'm way stronger than that icey bastard, obviously.
