context: Accelerating pulse response:	Suppressing impulses
context: Don't tell me we lost the Comedic Three...\Why? Did something happen to Doberman?\Who?\Phew!\He had me there! Phew!\He had me there! That startled me!\That startled me!\Now it's down it us. response:	Yeah!
context: Why? Did something happen to Doberman?\Who?\Phew!\He had me there! Phew!\He had me there! That startled me!\That startled me!\Now it's down it us.\Yeah! response:	I wonder what we'll get to pilot.
context: Who?\Phew!\He had me there! Phew!\He had me there! That startled me!\That startled me!\Now it's down it us.\Yeah!\I wonder what we'll get to pilot. response:	That's all.
context: Phew!\He had me there! Phew!\He had me there! That startled me!\That startled me!\Now it's down it us.\Yeah!\I wonder what we'll get to pilot.\That's all. response:	What?!
context: He had me there! Phew!\He had me there! That startled me!\That startled me!\Now it's down it us.\Yeah!\I wonder what we'll get to pilot.\That's all.\What?! response:	Everyone, make sure to report to your assigned posts on time.
context: He had me there! That startled me!\That startled me!\Now it's down it us.\Yeah!\I wonder what we'll get to pilot.\That's all.\What?!\Everyone, make sure to report to your assigned posts on time. response:	Dismissed!
context: That startled me!\Now it's down it us.\Yeah!\I wonder what we'll get to pilot.\That's all.\What?!\Everyone, make sure to report to your assigned posts on time.\Dismissed! response:	Why didn't you call us?!
context: Now it's down it us.\Yeah!\I wonder what we'll get to pilot.\That's all.\What?!\Everyone, make sure to report to your assigned posts on time.\Dismissed!\Why didn't you call us?! response:	Are we getting a different mission?
context: Yeah!\I wonder what we'll get to pilot.\That's all.\What?!\Everyone, make sure to report to your assigned posts on time.\Dismissed!\Why didn't you call us?!\Are we getting a different mission? response:	You're to wait on standby at the base.
context: I wonder what we'll get to pilot.\That's all.\What?!\Everyone, make sure to report to your assigned posts on time.\Dismissed!\Why didn't you call us?!\Are we getting a different mission?\You're to wait on standby at the base. response:	Damn it! I'd rush to the frontlines in a heartbeat if this could fly!
context: That's all.\What?!\Everyone, make sure to report to your assigned posts on time.\Dismissed!\Why didn't you call us?!\Are we getting a different mission?\You're to wait on standby at the base.\Damn it! I'd rush to the frontlines in a heartbeat if this could fly! response:	We've gotta hold down the fort!
context: What?!\Everyone, make sure to report to your assigned posts on time.\Dismissed!\Why didn't you call us?!\Are we getting a different mission?\You're to wait on standby at the base.\Damn it! I'd rush to the frontlines in a heartbeat if this could fly!\We've gotta hold down the fort! response:	Doesn't this drive you nuts?!
context: Everyone, make sure to report to your assigned posts on time.\Dismissed!\Why didn't you call us?!\Are we getting a different mission?\You're to wait on standby at the base.\Damn it! I'd rush to the frontlines in a heartbeat if this could fly!\We've gotta hold down the fort!\Doesn't this drive you nuts?! response:	Why us...?
context: Dismissed!\Why didn't you call us?!\Are we getting a different mission?\You're to wait on standby at the base.\Damn it! I'd rush to the frontlines in a heartbeat if this could fly!\We've gotta hold down the fort!\Doesn't this drive you nuts?!\Why us...? response:	Just because we're younger...!
context: Why didn't you call us?!\Are we getting a different mission?\You're to wait on standby at the base.\Damn it! I'd rush to the frontlines in a heartbeat if this could fly!\We've gotta hold down the fort!\Doesn't this drive you nuts?!\Why us...?\Just because we're younger...! response:	Isn't that why?
context: Are we getting a different mission?\You're to wait on standby at the base.\Damn it! I'd rush to the frontlines in a heartbeat if this could fly!\We've gotta hold down the fort!\Doesn't this drive you nuts?!\Why us...?\Just because we're younger...!\Isn't that why? response:	We may have improved, but the others have a whole year on us.
context: You're to wait on standby at the base.\Damn it! I'd rush to the frontlines in a heartbeat if this could fly!\We've gotta hold down the fort!\Doesn't this drive you nuts?!\Why us...?\Just because we're younger...!\Isn't that why?\We may have improved, but the others have a whole year on us. response:	I bet there's tons of stuff we still need to learn.
context: Damn it! I'd rush to the frontlines in a heartbeat if this could fly!\We've gotta hold down the fort!\Doesn't this drive you nuts?!\Why us...?\Just because we're younger...!\Isn't that why?\We may have improved, but the others have a whole year on us.\I bet there's tons of stuff we still need to learn. response:	But I beat them in the cockpit and the classroom!
context: We've gotta hold down the fort!\Doesn't this drive you nuts?!\Why us...?\Just because we're younger...!\Isn't that why?\We may have improved, but the others have a whole year on us.\I bet there's tons of stuff we still need to learn.\But I beat them in the cockpit and the classroom! response:	And no one is a match for me in the speed department!
context: Doesn't this drive you nuts?!\Why us...?\Just because we're younger...!\Isn't that why?\We may have improved, but the others have a whole year on us.\I bet there's tons of stuff we still need to learn.\But I beat them in the cockpit and the classroom!\And no one is a match for me in the speed department! response:	Apparently that's what everyone thought when Rabbits was deployed.
context: Why us...?\Just because we're younger...!\Isn't that why?\We may have improved, but the others have a whole year on us.\I bet there's tons of stuff we still need to learn.\But I beat them in the cockpit and the classroom!\And no one is a match for me in the speed department!\Apparently that's what everyone thought when Rabbits was deployed. response:	The Rabbits were total failures.
context: Just because we're younger...!\Isn't that why?\We may have improved, but the others have a whole year on us.\I bet there's tons of stuff we still need to learn.\But I beat them in the cockpit and the classroom!\And no one is a match for me in the speed department!\Apparently that's what everyone thought when Rabbits was deployed.\The Rabbits were total failures. response:	They fought 99 mock battles, and lost all 99...
context: Isn't that why?\We may have improved, but the others have a whole year on us.\I bet there's tons of stuff we still need to learn.\But I beat them in the cockpit and the classroom!\And no one is a match for me in the speed department!\Apparently that's what everyone thought when Rabbits was deployed.\The Rabbits were total failures.\They fought 99 mock battles, and lost all 99... response:	Is that why...?
context: We may have improved, but the others have a whole year on us.\I bet there's tons of stuff we still need to learn.\But I beat them in the cockpit and the classroom!\And no one is a match for me in the speed department!\Apparently that's what everyone thought when Rabbits was deployed.\The Rabbits were total failures.\They fought 99 mock battles, and lost all 99...\Is that why...? response:	This is how our upperclassmen felt back then?
context: I bet there's tons of stuff we still need to learn.\But I beat them in the cockpit and the classroom!\And no one is a match for me in the speed department!\Apparently that's what everyone thought when Rabbits was deployed.\The Rabbits were total failures.\They fought 99 mock battles, and lost all 99...\Is that why...?\This is how our upperclassmen felt back then? response:	You mean, like we do now?
context: But I beat them in the cockpit and the classroom!\And no one is a match for me in the speed department!\Apparently that's what everyone thought when Rabbits was deployed.\The Rabbits were total failures.\They fought 99 mock battles, and lost all 99...\Is that why...?\This is how our upperclassmen felt back then?\You mean, like we do now? response:	I'm not really sure.
context: And no one is a match for me in the speed department!\Apparently that's what everyone thought when Rabbits was deployed.\The Rabbits were total failures.\They fought 99 mock battles, and lost all 99...\Is that why...?\This is how our upperclassmen felt back then?\You mean, like we do now?\I'm not really sure. response:	I see... So they won't be ready in time.
context: Apparently that's what everyone thought when Rabbits was deployed.\The Rabbits were total failures.\They fought 99 mock battles, and lost all 99...\Is that why...?\This is how our upperclassmen felt back then?\You mean, like we do now?\I'm not really sure.\I see... So they won't be ready in time. response:	Yeah...
context: The Rabbits were total failures.\They fought 99 mock battles, and lost all 99...\Is that why...?\This is how our upperclassmen felt back then?\You mean, like we do now?\I'm not really sure.\I see... So they won't be ready in time.\Yeah... response:	It can't be helped. Withdrawal to Godinion immediately.
context: They fought 99 mock battles, and lost all 99...\Is that why...?\This is how our upperclassmen felt back then?\You mean, like we do now?\I'm not really sure.\I see... So they won't be ready in time.\Yeah...\It can't be helped. Withdrawal to Godinion immediately. response:	Roger!
context: Is that why...?\This is how our upperclassmen felt back then?\You mean, like we do now?\I'm not really sure.\I see... So they won't be ready in time.\Yeah...\It can't be helped. Withdrawal to Godinion immediately.\Roger! response:	I couldn't finish in time...
context: This is how our upperclassmen felt back then?\You mean, like we do now?\I'm not really sure.\I see... So they won't be ready in time.\Yeah...\It can't be helped. Withdrawal to Godinion immediately.\Roger!\I couldn't finish in time... response:	We wanted to go, too...
context: You mean, like we do now?\I'm not really sure.\I see... So they won't be ready in time.\Yeah...\It can't be helped. Withdrawal to Godinion immediately.\Roger!\I couldn't finish in time...\We wanted to go, too... response:	We still can! There's gotta be a way for us yet!
context: I'm not really sure.\I see... So they won't be ready in time.\Yeah...\It can't be helped. Withdrawal to Godinion immediately.\Roger!\I couldn't finish in time...\We wanted to go, too...\We still can! There's gotta be a way for us yet! response:	What's wrong with you?!
context: I see... So they won't be ready in time.\Yeah...\It can't be helped. Withdrawal to Godinion immediately.\Roger!\I couldn't finish in time...\We wanted to go, too...\We still can! There's gotta be a way for us yet!\What's wrong with you?! response:	Hacking in to issue fake orders won't get you anywhere!
context: Yeah...\It can't be helped. Withdrawal to Godinion immediately.\Roger!\I couldn't finish in time...\We wanted to go, too...\We still can! There's gotta be a way for us yet!\What's wrong with you?!\Hacking in to issue fake orders won't get you anywhere! response:	It doesn't hurt to try!
context: It can't be helped. Withdrawal to Godinion immediately.\Roger!\I couldn't finish in time...\We wanted to go, too...\We still can! There's gotta be a way for us yet!\What's wrong with you?!\Hacking in to issue fake orders won't get you anywhere!\It doesn't hurt to try! response:	C'mon, guys!
context: Roger!\I couldn't finish in time...\We wanted to go, too...\We still can! There's gotta be a way for us yet!\What's wrong with you?!\Hacking in to issue fake orders won't get you anywhere!\It doesn't hurt to try!\C'mon, guys! response:	Let's forget about that and see everyone off!
context: I couldn't finish in time...\We wanted to go, too...\We still can! There's gotta be a way for us yet!\What's wrong with you?!\Hacking in to issue fake orders won't get you anywhere!\It doesn't hurt to try!\C'mon, guys!\Let's forget about that and see everyone off! response:	Good luck out there!
context: We wanted to go, too...\We still can! There's gotta be a way for us yet!\What's wrong with you?!\Hacking in to issue fake orders won't get you anywhere!\It doesn't hurt to try!\C'mon, guys!\Let's forget about that and see everyone off!\Good luck out there! response:	Do your best!
context: We still can! There's gotta be a way for us yet!\What's wrong with you?!\Hacking in to issue fake orders won't get you anywhere!\It doesn't hurt to try!\C'mon, guys!\Let's forget about that and see everyone off!\Good luck out there!\Do your best! response:	You're right...
context: What's wrong with you?!\Hacking in to issue fake orders won't get you anywhere!\It doesn't hurt to try!\C'mon, guys!\Let's forget about that and see everyone off!\Good luck out there!\Do your best!\You're right... response:	Instructor Sugita!
context: Hacking in to issue fake orders won't get you anywhere!\It doesn't hurt to try!\C'mon, guys!\Let's forget about that and see everyone off!\Good luck out there!\Do your best!\You're right...\Instructor Sugita! response:	I take it you know Instructor Suzukaze.
context: It doesn't hurt to try!\C'mon, guys!\Let's forget about that and see everyone off!\Good luck out there!\Do your best!\You're right...\Instructor Sugita!\I take it you know Instructor Suzukaze. response:	Yes, sir...
context: C'mon, guys!\Let's forget about that and see everyone off!\Good luck out there!\Do your best!\You're right...\Instructor Sugita!\I take it you know Instructor Suzukaze.\Yes, sir... response:	We were classmates.
context: Let's forget about that and see everyone off!\Good luck out there!\Do your best!\You're right...\Instructor Sugita!\I take it you know Instructor Suzukaze.\Yes, sir...\We were classmates. response:	Yet she is up there, while I am down here.
context: Good luck out there!\Do your best!\You're right...\Instructor Sugita!\I take it you know Instructor Suzukaze.\Yes, sir...\We were classmates.\Yet she is up there, while I am down here. response:	Why do you think that is?
context: Do your best!\You're right...\Instructor Sugita!\I take it you know Instructor Suzukaze.\Yes, sir...\We were classmates.\Yet she is up there, while I am down here.\Why do you think that is? response:	Because Instructor Suzukaze was brilliant?
context: You're right...\Instructor Sugita!\I take it you know Instructor Suzukaze.\Yes, sir...\We were classmates.\Yet she is up there, while I am down here.\Why do you think that is?\Because Instructor Suzukaze was brilliant? response:	Instructor Sugita, were you incompetent?
context: Instructor Sugita!\I take it you know Instructor Suzukaze.\Yes, sir...\We were classmates.\Yet she is up there, while I am down here.\Why do you think that is?\Because Instructor Suzukaze was brilliant?\Instructor Sugita, were you incompetent? response:	Whoa, watch it!
context: I take it you know Instructor Suzukaze.\Yes, sir...\We were classmates.\Yet she is up there, while I am down here.\Why do you think that is?\Because Instructor Suzukaze was brilliant?\Instructor Sugita, were you incompetent?\Whoa, watch it! response:	The two of us would drink our morning coffee together.
context: Yes, sir...\We were classmates.\Yet she is up there, while I am down here.\Why do you think that is?\Because Instructor Suzukaze was brilliant?\Instructor Sugita, were you incompetent?\Whoa, watch it!\The two of us would drink our morning coffee together. response:	You mean, she...?
context: We were classmates.\Yet she is up there, while I am down here.\Why do you think that is?\Because Instructor Suzukaze was brilliant?\Instructor Sugita, were you incompetent?\Whoa, watch it!\The two of us would drink our morning coffee together.\You mean, she...? response:	Yeah, the coffee she brewed for me was truly bitter.
context: Yet she is up there, while I am down here.\Why do you think that is?\Because Instructor Suzukaze was brilliant?\Instructor Sugita, were you incompetent?\Whoa, watch it!\The two of us would drink our morning coffee together.\You mean, she...?\Yeah, the coffee she brewed for me was truly bitter. response:	Were they really a thing?
context: Why do you think that is?\Because Instructor Suzukaze was brilliant?\Instructor Sugita, were you incompetent?\Whoa, watch it!\The two of us would drink our morning coffee together.\You mean, she...?\Yeah, the coffee she brewed for me was truly bitter.\Were they really a thing? response:	What type of thing?
context: Because Instructor Suzukaze was brilliant?\Instructor Sugita, were you incompetent?\Whoa, watch it!\The two of us would drink our morning coffee together.\You mean, she...?\Yeah, the coffee she brewed for me was truly bitter.\Were they really a thing?\What type of thing? response:	So, like, were you actually...?
context: Instructor Sugita, were you incompetent?\Whoa, watch it!\The two of us would drink our morning coffee together.\You mean, she...?\Yeah, the coffee she brewed for me was truly bitter.\Were they really a thing?\What type of thing?\So, like, were you actually...? response:	Yeah, I often volunteered to take over the shift right after hers.
context: Whoa, watch it!\The two of us would drink our morning coffee together.\You mean, she...?\Yeah, the coffee she brewed for me was truly bitter.\Were they really a thing?\What type of thing?\So, like, were you actually...?\Yeah, I often volunteered to take over the shift right after hers. response:	Wasn't she simply doing her job?
context: The two of us would drink our morning coffee together.\You mean, she...?\Yeah, the coffee she brewed for me was truly bitter.\Were they really a thing?\What type of thing?\So, like, were you actually...?\Yeah, I often volunteered to take over the shift right after hers.\Wasn't she simply doing her job? response:	Shhh! Some things are too pathetic to say out loud.
context: You mean, she...?\Yeah, the coffee she brewed for me was truly bitter.\Were they really a thing?\What type of thing?\So, like, were you actually...?\Yeah, I often volunteered to take over the shift right after hers.\Wasn't she simply doing her job?\Shhh! Some things are too pathetic to say out loud. response:	Everyone has a right to dream.
context: Yeah, the coffee she brewed for me was truly bitter.\Were they really a thing?\What type of thing?\So, like, were you actually...?\Yeah, I often volunteered to take over the shift right after hers.\Wasn't she simply doing her job?\Shhh! Some things are too pathetic to say out loud.\Everyone has a right to dream. response:	Ultimately, he was nothing but a loser...
context: Were they really a thing?\What type of thing?\So, like, were you actually...?\Yeah, I often volunteered to take over the shift right after hers.\Wasn't she simply doing her job?\Shhh! Some things are too pathetic to say out loud.\Everyone has a right to dream.\Ultimately, he was nothing but a loser... response:	Anyway, I had you remain behind for none other than this.
context: What type of thing?\So, like, were you actually...?\Yeah, I often volunteered to take over the shift right after hers.\Wasn't she simply doing her job?\Shhh! Some things are too pathetic to say out loud.\Everyone has a right to dream.\Ultimately, he was nothing but a loser...\Anyway, I had you remain behind for none other than this. response:	Come with me.
context: So, like, were you actually...?\Yeah, I often volunteered to take over the shift right after hers.\Wasn't she simply doing her job?\Shhh! Some things are too pathetic to say out loud.\Everyone has a right to dream.\Ultimately, he was nothing but a loser...\Anyway, I had you remain behind for none other than this.\Come with me. response:	I didn't know this was here...
context: Yeah, I often volunteered to take over the shift right after hers.\Wasn't she simply doing her job?\Shhh! Some things are too pathetic to say out loud.\Everyone has a right to dream.\Ultimately, he was nothing but a loser...\Anyway, I had you remain behind for none other than this.\Come with me.\I didn't know this was here... response:	Not even you knew about it?
context: Wasn't she simply doing her job?\Shhh! Some things are too pathetic to say out loud.\Everyone has a right to dream.\Ultimately, he was nothing but a loser...\Anyway, I had you remain behind for none other than this.\Come with me.\I didn't know this was here...\Not even you knew about it? response:	The files only contained superficial information.
context: Shhh! Some things are too pathetic to say out loud.\Everyone has a right to dream.\Ultimately, he was nothing but a loser...\Anyway, I had you remain behind for none other than this.\Come with me.\I didn't know this was here...\Not even you knew about it?\The files only contained superficial information. response:	They were watching your every move.
context: Everyone has a right to dream.\Ultimately, he was nothing but a loser...\Anyway, I had you remain behind for none other than this.\Come with me.\I didn't know this was here...\Not even you knew about it?\The files only contained superficial information.\They were watching your every move. response:	Lame!
context: Ultimately, he was nothing but a loser...\Anyway, I had you remain behind for none other than this.\Come with me.\I didn't know this was here...\Not even you knew about it?\The files only contained superficial information.\They were watching your every move.\Lame! response:	Tell me. Have you figured out what you're lacking?
context: Anyway, I had you remain behind for none other than this.\Come with me.\I didn't know this was here...\Not even you knew about it?\The files only contained superficial information.\They were watching your every move.\Lame!\Tell me. Have you figured out what you're lacking? response:	Teamwork?
context: Come with me.\I didn't know this was here...\Not even you knew about it?\The files only contained superficial information.\They were watching your every move.\Lame!\Tell me. Have you figured out what you're lacking?\Teamwork? response:	We're here.
context: I didn't know this was here...\Not even you knew about it?\The files only contained superficial information.\They were watching your every move.\Lame!\Tell me. Have you figured out what you're lacking?\Teamwork?\We're here. response:	Where is this...?
context: Not even you knew about it?\The files only contained superficial information.\They were watching your every move.\Lame!\Tell me. Have you figured out what you're lacking?\Teamwork?\We're here.\Where is this...? response:	It's pitch black!
context: The files only contained superficial information.\They were watching your every move.\Lame!\Tell me. Have you figured out what you're lacking?\Teamwork?\We're here.\Where is this...?\It's pitch black! response:	What are these?
context: They were watching your every move.\Lame!\Tell me. Have you figured out what you're lacking?\Teamwork?\We're here.\Where is this...?\It's pitch black!\What are these? response:	The reason why I had you remain behind...
context: Lame!\Tell me. Have you figured out what you're lacking?\Teamwork?\We're here.\Where is this...?\It's pitch black!\What are these?\The reason why I had you remain behind... response:	Yahoo!
context: Tell me. Have you figured out what you're lacking?\Teamwork?\We're here.\Where is this...?\It's pitch black!\What are these?\The reason why I had you remain behind...\Yahoo! response:	Seriously?!
context: Teamwork?\We're here.\Where is this...?\It's pitch black!\What are these?\The reason why I had you remain behind...\Yahoo!\Seriously?! response:	I couldn't let you pilot them if you were puffed up with pride.
context: We're here.\Where is this...?\It's pitch black!\What are these?\The reason why I had you remain behind...\Yahoo!\Seriously?!\I couldn't let you pilot them if you were puffed up with pride. response:	Sei, he's talking about you.
context: Where is this...?\It's pitch black!\What are these?\The reason why I had you remain behind...\Yahoo!\Seriously?!\I couldn't let you pilot them if you were puffed up with pride.\Sei, he's talking about you. response:	And you!
context: It's pitch black!\What are these?\The reason why I had you remain behind...\Yahoo!\Seriously?!\I couldn't let you pilot them if you were puffed up with pride.\Sei, he's talking about you.\And you! response:	All set! Now allow me to explain each of your fighter units.
context: What are these?\The reason why I had you remain behind...\Yahoo!\Seriously?!\I couldn't let you pilot them if you were puffed up with pride.\Sei, he's talking about you.\And you!\All set! Now allow me to explain each of your fighter units. response:	Anne Medicum, your unit is AHSMB-007,
context: The reason why I had you remain behind...\Yahoo!\Seriously?!\I couldn't let you pilot them if you were puffed up with pride.\Sei, he's talking about you.\And you!\All set! Now allow me to explain each of your fighter units.\Anne Medicum, your unit is AHSMB-007, response:	Prototype Name: Multipurpose Fighter 92B Gheppio,
context: Yahoo!\Seriously?!\I couldn't let you pilot them if you were puffed up with pride.\Sei, he's talking about you.\And you!\All set! Now allow me to explain each of your fighter units.\Anne Medicum, your unit is AHSMB-007,\Prototype Name: Multipurpose Fighter 92B Gheppio, response:	Note: Gheppio is Italian for Kestrel, a type of falcon
context: Seriously?!\I couldn't let you pilot them if you were puffed up with pride.\Sei, he's talking about you.\And you!\All set! Now allow me to explain each of your fighter units.\Anne Medicum, your unit is AHSMB-007,\Prototype Name: Multipurpose Fighter 92B Gheppio,\Note: Gheppio is Italian for Kestrel, a type of falcon response:	also known as Orange Seven.
context: I couldn't let you pilot them if you were puffed up with pride.\Sei, he's talking about you.\And you!\All set! Now allow me to explain each of your fighter units.\Anne Medicum, your unit is AHSMB-007,\Prototype Name: Multipurpose Fighter 92B Gheppio,\Note: Gheppio is Italian for Kestrel, a type of falcon\also known as Orange Seven. response:	It's a Close Range type that incorporates the concept behind Blue One into Black Six.
context: Sei, he's talking about you.\And you!\All set! Now allow me to explain each of your fighter units.\Anne Medicum, your unit is AHSMB-007,\Prototype Name: Multipurpose Fighter 92B Gheppio,\Note: Gheppio is Italian for Kestrel, a type of falcon\also known as Orange Seven.\It's a Close Range type that incorporates the concept behind Blue One into Black Six. response:	Stand as a shield on the frontlines for your allies!
context: And you!\All set! Now allow me to explain each of your fighter units.\Anne Medicum, your unit is AHSMB-007,\Prototype Name: Multipurpose Fighter 92B Gheppio,\Note: Gheppio is Italian for Kestrel, a type of falcon\also known as Orange Seven.\It's a Close Range type that incorporates the concept behind Blue One into Black Six.\Stand as a shield on the frontlines for your allies! response:	Yui Magallanes, your unit is AHSMB-008,
context: All set! Now allow me to explain each of your fighter units.\Anne Medicum, your unit is AHSMB-007,\Prototype Name: Multipurpose Fighter 92B Gheppio,\Note: Gheppio is Italian for Kestrel, a type of falcon\also known as Orange Seven.\It's a Close Range type that incorporates the concept behind Blue One into Black Six.\Stand as a shield on the frontlines for your allies!\Yui Magallanes, your unit is AHSMB-008, response:	Prototype Name: Multipurpose Fighter 92C Riesentukan,
context: Anne Medicum, your unit is AHSMB-007,\Prototype Name: Multipurpose Fighter 92B Gheppio,\Note: Gheppio is Italian for Kestrel, a type of falcon\also known as Orange Seven.\It's a Close Range type that incorporates the concept behind Blue One into Black Six.\Stand as a shield on the frontlines for your allies!\Yui Magallanes, your unit is AHSMB-008,\Prototype Name: Multipurpose Fighter 92C Riesentukan, response:	Note: Riesentukan is German for the Toco toucan
context: Prototype Name: Multipurpose Fighter 92B Gheppio,\Note: Gheppio is Italian for Kestrel, a type of falcon\also known as Orange Seven.\It's a Close Range type that incorporates the concept behind Blue One into Black Six.\Stand as a shield on the frontlines for your allies!\Yui Magallanes, your unit is AHSMB-008,\Prototype Name: Multipurpose Fighter 92C Riesentukan,\Note: Riesentukan is German for the Toco toucan response:	also known as Silver Eight.
context: Note: Gheppio is Italian for Kestrel, a type of falcon\also known as Orange Seven.\It's a Close Range type that incorporates the concept behind Blue One into Black Six.\Stand as a shield on the frontlines for your allies!\Yui Magallanes, your unit is AHSMB-008,\Prototype Name: Multipurpose Fighter 92C Riesentukan,\Note: Riesentukan is German for the Toco toucan\also known as Silver Eight. response:	It's a Mid-range Support type.
context: also known as Orange Seven.\It's a Close Range type that incorporates the concept behind Blue One into Black Six.\Stand as a shield on the frontlines for your allies!\Yui Magallanes, your unit is AHSMB-008,\Prototype Name: Multipurpose Fighter 92C Riesentukan,\Note: Riesentukan is German for the Toco toucan\also known as Silver Eight.\It's a Mid-range Support type. response:	Feedback from Gold Four's data was applied to Black Six
context: It's a Close Range type that incorporates the concept behind Blue One into Black Six.\Stand as a shield on the frontlines for your allies!\Yui Magallanes, your unit is AHSMB-008,\Prototype Name: Multipurpose Fighter 92C Riesentukan,\Note: Riesentukan is German for the Toco toucan\also known as Silver Eight.\It's a Mid-range Support type.\Feedback from Gold Four's data was applied to Black Six response:	in order to heighten its focus on artillery.
context: Stand as a shield on the frontlines for your allies!\Yui Magallanes, your unit is AHSMB-008,\Prototype Name: Multipurpose Fighter 92C Riesentukan,\Note: Riesentukan is German for the Toco toucan\also known as Silver Eight.\It's a Mid-range Support type.\Feedback from Gold Four's data was applied to Black Six\in order to heighten its focus on artillery. response:	Its firepower alone could match twenty normal Rhinos in a given timeframe.
context: Yui Magallanes, your unit is AHSMB-008,\Prototype Name: Multipurpose Fighter 92C Riesentukan,\Note: Riesentukan is German for the Toco toucan\also known as Silver Eight.\It's a Mid-range Support type.\Feedback from Gold Four's data was applied to Black Six\in order to heighten its focus on artillery.\Its firepower alone could match twenty normal Rhinos in a given timeframe. response:	Sei Yuzuriha, your unit is AHSMB-009,
context: Prototype Name: Multipurpose Fighter 92C Riesentukan,\Note: Riesentukan is German for the Toco toucan\also known as Silver Eight.\It's a Mid-range Support type.\Feedback from Gold Four's data was applied to Black Six\in order to heighten its focus on artillery.\Its firepower alone could match twenty normal Rhinos in a given timeframe.\Sei Yuzuriha, your unit is AHSMB-009, response:	Prototype Name: Multipurpose Fighter 92ED Jackdaw,
context: Note: Riesentukan is German for the Toco toucan\also known as Silver Eight.\It's a Mid-range Support type.\Feedback from Gold Four's data was applied to Black Six\in order to heighten its focus on artillery.\Its firepower alone could match twenty normal Rhinos in a given timeframe.\Sei Yuzuriha, your unit is AHSMB-009,\Prototype Name: Multipurpose Fighter 92ED Jackdaw, response:	also known as Green Nine.
context: also known as Silver Eight.\It's a Mid-range Support type.\Feedback from Gold Four's data was applied to Black Six\in order to heighten its focus on artillery.\Its firepower alone could match twenty normal Rhinos in a given timeframe.\Sei Yuzuriha, your unit is AHSMB-009,\Prototype Name: Multipurpose Fighter 92ED Jackdaw,\also known as Green Nine. response:	A Combat Support type with a large-scale radar system and specialized processor
context: It's a Mid-range Support type.\Feedback from Gold Four's data was applied to Black Six\in order to heighten its focus on artillery.\Its firepower alone could match twenty normal Rhinos in a given timeframe.\Sei Yuzuriha, your unit is AHSMB-009,\Prototype Name: Multipurpose Fighter 92ED Jackdaw,\also known as Green Nine.\A Combat Support type with a large-scale radar system and specialized processor response:	equipped to the Black Six base.
context: Feedback from Gold Four's data was applied to Black Six\in order to heighten its focus on artillery.\Its firepower alone could match twenty normal Rhinos in a given timeframe.\Sei Yuzuriha, your unit is AHSMB-009,\Prototype Name: Multipurpose Fighter 92ED Jackdaw,\also known as Green Nine.\A Combat Support type with a large-scale radar system and specialized processor\equipped to the Black Six base. response:	Its search capacity is 1.3 times greater than that of Purple Two.
context: in order to heighten its focus on artillery.\Its firepower alone could match twenty normal Rhinos in a given timeframe.\Sei Yuzuriha, your unit is AHSMB-009,\Prototype Name: Multipurpose Fighter 92ED Jackdaw,\also known as Green Nine.\A Combat Support type with a large-scale radar system and specialized processor\equipped to the Black Six base.\Its search capacity is 1.3 times greater than that of Purple Two. response:	Last but not least, Chris Solferino, your unit is AHSMB-010,
context: Its firepower alone could match twenty normal Rhinos in a given timeframe.\Sei Yuzuriha, your unit is AHSMB-009,\Prototype Name: Multipurpose Fighter 92ED Jackdaw,\also known as Green Nine.\A Combat Support type with a large-scale radar system and specialized processor\equipped to the Black Six base.\Its search capacity is 1.3 times greater than that of Purple Two.\Last but not least, Chris Solferino, your unit is AHSMB-010, response:	Prototype Name: Multipurpose Fighter 92E Swallow,
context: Sei Yuzuriha, your unit is AHSMB-009,\Prototype Name: Multipurpose Fighter 92ED Jackdaw,\also known as Green Nine.\A Combat Support type with a large-scale radar system and specialized processor\equipped to the Black Six base.\Its search capacity is 1.3 times greater than that of Purple Two.\Last but not least, Chris Solferino, your unit is AHSMB-010,\Prototype Name: Multipurpose Fighter 92E Swallow, response:	also known as Magenta Ten.
context: Prototype Name: Multipurpose Fighter 92ED Jackdaw,\also known as Green Nine.\A Combat Support type with a large-scale radar system and specialized processor\equipped to the Black Six base.\Its search capacity is 1.3 times greater than that of Purple Two.\Last but not least, Chris Solferino, your unit is AHSMB-010,\Prototype Name: Multipurpose Fighter 92E Swallow,\also known as Magenta Ten. response:	Rose Three was too large and lacked versatility,
context: also known as Green Nine.\A Combat Support type with a large-scale radar system and specialized processor\equipped to the Black Six base.\Its search capacity is 1.3 times greater than that of Purple Two.\Last but not least, Chris Solferino, your unit is AHSMB-010,\Prototype Name: Multipurpose Fighter 92E Swallow,\also known as Magenta Ten.\Rose Three was too large and lacked versatility, response:	so it's a High-Speed Raid type based on the concept of shrinking
context: A Combat Support type with a large-scale radar system and specialized processor\equipped to the Black Six base.\Its search capacity is 1.3 times greater than that of Purple Two.\Last but not least, Chris Solferino, your unit is AHSMB-010,\Prototype Name: Multipurpose Fighter 92E Swallow,\also known as Magenta Ten.\Rose Three was too large and lacked versatility,\so it's a High-Speed Raid type based on the concept of shrinking response:	Rose Three down to the size of Black Six.
