context: Hey all you viewers out there! response:	When you're watching Fairy Tail keep the room nice and bright,
context: Uh... Oh.\I am going to punish some rule breakers.\That is all.\Cool!\You're awesome!\Let's go, Ma'am!\We'll follow you anywhere!\Hurry! response:	Aye, sir!
context: I am going to punish some rule breakers.\That is all.\Cool!\You're awesome!\Let's go, Ma'am!\We'll follow you anywhere!\Hurry!\Aye, sir! response:	Uh, can I join you too? Madam?
context: That is all.\Cool!\You're awesome!\Let's go, Ma'am!\We'll follow you anywhere!\Hurry!\Aye, sir!\Uh, can I join you too? Madam? response:	I'll say it again. You're the one who killed Ul.
context: Cool!\You're awesome!\Let's go, Ma'am!\We'll follow you anywhere!\Hurry!\Aye, sir!\Uh, can I join you too? Madam?\I'll say it again. You're the one who killed Ul. response:	How dare you even speak her name!
context: You're awesome!\Let's go, Ma'am!\We'll follow you anywhere!\Hurry!\Aye, sir!\Uh, can I join you too? Madam?\I'll say it again. You're the one who killed Ul.\How dare you even speak her name! response:	L-Lyon...
context: Let's go, Ma'am!\We'll follow you anywhere!\Hurry!\Aye, sir!\Uh, can I join you too? Madam?\I'll say it again. You're the one who killed Ul.\How dare you even speak her name!\L-Lyon... response:	What's the matter?
context: We'll follow you anywhere!\Hurry!\Aye, sir!\Uh, can I join you too? Madam?\I'll say it again. You're the one who killed Ul.\How dare you even speak her name!\L-Lyon...\What's the matter? response:	Is the guilt stopping you?
context: Hurry!\Aye, sir!\Uh, can I join you too? Madam?\I'll say it again. You're the one who killed Ul.\How dare you even speak her name!\L-Lyon...\What's the matter?\Is the guilt stopping you? response:	Then don't get in my way.
context: Aye, sir!\Uh, can I join you too? Madam?\I'll say it again. You're the one who killed Ul.\How dare you even speak her name!\L-Lyon...\What's the matter?\Is the guilt stopping you?\Then don't get in my way. response:	Let me revive Deliora.
context: Uh, can I join you too? Madam?\I'll say it again. You're the one who killed Ul.\How dare you even speak her name!\L-Lyon...\What's the matter?\Is the guilt stopping you?\Then don't get in my way.\Let me revive Deliora. response:	I won't let you!
context: I'll say it again. You're the one who killed Ul.\How dare you even speak her name!\L-Lyon...\What's the matter?\Is the guilt stopping you?\Then don't get in my way.\Let me revive Deliora.\I won't let you! response:	So be it.
context: How dare you even speak her name!\L-Lyon...\What's the matter?\Is the guilt stopping you?\Then don't get in my way.\Let me revive Deliora.\I won't let you!\So be it. response:	Let's have a match, just like old times.
context: L-Lyon...\What's the matter?\Is the guilt stopping you?\Then don't get in my way.\Let me revive Deliora.\I won't let you!\So be it.\Let's have a match, just like old times. response:	Ice Make Eagle!
context: What's the matter?\Is the guilt stopping you?\Then don't get in my way.\Let me revive Deliora.\I won't let you!\So be it.\Let's have a match, just like old times.\Ice Make Eagle! response:	Ice Make Shield!
context: Is the guilt stopping you?\Then don't get in my way.\Let me revive Deliora.\I won't let you!\So be it.\Let's have a match, just like old times.\Ice Make Eagle!\Ice Make Shield! response:	Your specialty is creating inanimate objects.
context: Then don't get in my way.\Let me revive Deliora.\I won't let you!\So be it.\Let's have a match, just like old times.\Ice Make Eagle!\Ice Make Shield!\Your specialty is creating inanimate objects. response:	Static Icemake.
context: Let me revive Deliora.\I won't let you!\So be it.\Let's have a match, just like old times.\Ice Make Eagle!\Ice Make Shield!\Your specialty is creating inanimate objects.\Static Icemake. response:	My creations are creatures. Moving Icemake.
context: I won't let you!\So be it.\Let's have a match, just like old times.\Ice Make Eagle!\Ice Make Shield!\Your specialty is creating inanimate objects.\Static Icemake.\My creations are creatures. Moving Icemake. response:	Did you forget about ice that can move?
context: So be it.\Let's have a match, just like old times.\Ice Make Eagle!\Ice Make Shield!\Your specialty is creating inanimate objects.\Static Icemake.\My creations are creatures. Moving Icemake.\Did you forget about ice that can move? response:	Ice Make Hammer!
context: Let's have a match, just like old times.\Ice Make Eagle!\Ice Make Shield!\Your specialty is creating inanimate objects.\Static Icemake.\My creations are creatures. Moving Icemake.\Did you forget about ice that can move?\Ice Make Hammer! response:	Ice Make Ape!
context: Ice Make Eagle!\Ice Make Shield!\Your specialty is creating inanimate objects.\Static Icemake.\My creations are creatures. Moving Icemake.\Did you forget about ice that can move?\Ice Make Hammer!\Ice Make Ape! response:	Pitiful.
context: Ice Make Shield!\Your specialty is creating inanimate objects.\Static Icemake.\My creations are creatures. Moving Icemake.\Did you forget about ice that can move?\Ice Make Hammer!\Ice Make Ape!\Pitiful. response:	You still use both hands when you use creation magic?
context: Your specialty is creating inanimate objects.\Static Icemake.\My creations are creatures. Moving Icemake.\Did you forget about ice that can move?\Ice Make Hammer!\Ice Make Ape!\Pitiful.\You still use both hands when you use creation magic? response:	That's what Ul taught us, remember?
context: Static Icemake.\My creations are creatures. Moving Icemake.\Did you forget about ice that can move?\Ice Make Hammer!\Ice Make Ape!\Pitiful.\You still use both hands when you use creation magic?\That's what Ul taught us, remember? response:	If you use one hand to create, it'll be incomplete and off-balance!
context: My creations are creatures. Moving Icemake.\Did you forget about ice that can move?\Ice Make Hammer!\Ice Make Ape!\Pitiful.\You still use both hands when you use creation magic?\That's what Ul taught us, remember?\If you use one hand to create, it'll be incomplete and off-balance! response:	I'm special!
context: Did you forget about ice that can move?\Ice Make Hammer!\Ice Make Ape!\Pitiful.\You still use both hands when you use creation magic?\That's what Ul taught us, remember?\If you use one hand to create, it'll be incomplete and off-balance!\I'm special! response:	I've long since surpassed Ul's ability!
context: Ice Make Hammer!\Ice Make Ape!\Pitiful.\You still use both hands when you use creation magic?\That's what Ul taught us, remember?\If you use one hand to create, it'll be incomplete and off-balance!\I'm special!\I've long since surpassed Ul's ability! response:	Don't get a big head!
context: Ice Make Ape!\Pitiful.\You still use both hands when you use creation magic?\That's what Ul taught us, remember?\If you use one hand to create, it'll be incomplete and off-balance!\I'm special!\I've long since surpassed Ul's ability!\Don't get a big head! response:	Same to you.
context: Pitiful.\You still use both hands when you use creation magic?\That's what Ul taught us, remember?\If you use one hand to create, it'll be incomplete and off-balance!\I'm special!\I've long since surpassed Ul's ability!\Don't get a big head!\Same to you. response:	I wonder if you'll be able to land even a single hit on me.
context: You still use both hands when you use creation magic?\That's what Ul taught us, remember?\If you use one hand to create, it'll be incomplete and off-balance!\I'm special!\I've long since surpassed Ul's ability!\Don't get a big head!\Same to you.\I wonder if you'll be able to land even a single hit on me. response:	Don't think I'm the same as I used to be!
context: That's what Ul taught us, remember?\If you use one hand to create, it'll be incomplete and off-balance!\I'm special!\I've long since surpassed Ul's ability!\Don't get a big head!\Same to you.\I wonder if you'll be able to land even a single hit on me.\Don't think I'm the same as I used to be! response:	Ice Geyser!
context: If you use one hand to create, it'll be incomplete and off-balance!\I'm special!\I've long since surpassed Ul's ability!\Don't get a big head!\Same to you.\I wonder if you'll be able to land even a single hit on me.\Don't think I'm the same as I used to be!\Ice Geyser! response:	Same as you were.
context: I'm special!\I've long since surpassed Ul's ability!\Don't get a big head!\Same to you.\I wonder if you'll be able to land even a single hit on me.\Don't think I'm the same as I used to be!\Ice Geyser!\Same as you were. response:	I am the elder apprentice.
context: I've long since surpassed Ul's ability!\Don't get a big head!\Same to you.\I wonder if you'll be able to land even a single hit on me.\Don't think I'm the same as I used to be!\Ice Geyser!\Same as you were.\I am the elder apprentice. response:	And stronger than you.
context: Don't get a big head!\Same to you.\I wonder if you'll be able to land even a single hit on me.\Don't think I'm the same as I used to be!\Ice Geyser!\Same as you were.\I am the elder apprentice.\And stronger than you. response:	I could use creation magic with one hand, and you could not.
context: Same to you.\I wonder if you'll be able to land even a single hit on me.\Don't think I'm the same as I used to be!\Ice Geyser!\Same as you were.\I am the elder apprentice.\And stronger than you.\I could use creation magic with one hand, and you could not. response:	Nothing's changed.
context: I wonder if you'll be able to land even a single hit on me.\Don't think I'm the same as I used to be!\Ice Geyser!\Same as you were.\I am the elder apprentice.\And stronger than you.\I could use creation magic with one hand, and you could not.\Nothing's changed. response:	We may have traveled different paths,
context: Don't think I'm the same as I used to be!\Ice Geyser!\Same as you were.\I am the elder apprentice.\And stronger than you.\I could use creation magic with one hand, and you could not.\Nothing's changed.\We may have traveled different paths, response:	but both of us are frozen as we were at that time.
context: Ice Geyser!\Same as you were.\I am the elder apprentice.\And stronger than you.\I could use creation magic with one hand, and you could not.\Nothing's changed.\We may have traveled different paths,\but both of us are frozen as we were at that time. response:	That's why I'll melt the ice!
context: Same as you were.\I am the elder apprentice.\And stronger than you.\I could use creation magic with one hand, and you could not.\Nothing's changed.\We may have traveled different paths,\but both of us are frozen as we were at that time.\That's why I'll melt the ice! response:	In order to walk the path that was sealed!
context: I am the elder apprentice.\And stronger than you.\I could use creation magic with one hand, and you could not.\Nothing's changed.\We may have traveled different paths,\but both of us are frozen as we were at that time.\That's why I'll melt the ice!\In order to walk the path that was sealed! response:	My goal was Ul.
context: And stronger than you.\I could use creation magic with one hand, and you could not.\Nothing's changed.\We may have traveled different paths,\but both of us are frozen as we were at that time.\That's why I'll melt the ice!\In order to walk the path that was sealed!\My goal was Ul. response:	Surpassing Ul was my dream.
context: I could use creation magic with one hand, and you could not.\Nothing's changed.\We may have traveled different paths,\but both of us are frozen as we were at that time.\That's why I'll melt the ice!\In order to walk the path that was sealed!\My goal was Ul.\Surpassing Ul was my dream. response:	But you stole that dream from me.
context: Nothing's changed.\We may have traveled different paths,\but both of us are frozen as we were at that time.\That's why I'll melt the ice!\In order to walk the path that was sealed!\My goal was Ul.\Surpassing Ul was my dream.\But you stole that dream from me. response:	I thought I would never have the chance to surpass Ul again.
context: We may have traveled different paths,\but both of us are frozen as we were at that time.\That's why I'll melt the ice!\In order to walk the path that was sealed!\My goal was Ul.\Surpassing Ul was my dream.\But you stole that dream from me.\I thought I would never have the chance to surpass Ul again. response:	But, there was one way.
context: but both of us are frozen as we were at that time.\That's why I'll melt the ice!\In order to walk the path that was sealed!\My goal was Ul.\Surpassing Ul was my dream.\But you stole that dream from me.\I thought I would never have the chance to surpass Ul again.\But, there was one way. response:	If I could do what even Ul could not: defeat Deliora...
context: That's why I'll melt the ice!\In order to walk the path that was sealed!\My goal was Ul.\Surpassing Ul was my dream.\But you stole that dream from me.\I thought I would never have the chance to surpass Ul again.\But, there was one way.\If I could do what even Ul could not: defeat Deliora... response:	Then I can surpass Ul...
context: In order to walk the path that was sealed!\My goal was Ul.\Surpassing Ul was my dream.\But you stole that dream from me.\I thought I would never have the chance to surpass Ul again.\But, there was one way.\If I could do what even Ul could not: defeat Deliora...\Then I can surpass Ul... response:	I can finally dream again!
context: My goal was Ul.\Surpassing Ul was my dream.\But you stole that dream from me.\I thought I would never have the chance to surpass Ul again.\But, there was one way.\If I could do what even Ul could not: defeat Deliora...\Then I can surpass Ul...\I can finally dream again! response:	Are you serious? That's your goal?
context: Surpassing Ul was my dream.\But you stole that dream from me.\I thought I would never have the chance to surpass Ul again.\But, there was one way.\If I could do what even Ul could not: defeat Deliora...\Then I can surpass Ul...\I can finally dream again!\Are you serious? That's your goal? response:	You should know all too well the horror of Deliora!
context: But you stole that dream from me.\I thought I would never have the chance to surpass Ul again.\But, there was one way.\If I could do what even Ul could not: defeat Deliora...\Then I can surpass Ul...\I can finally dream again!\Are you serious? That's your goal?\You should know all too well the horror of Deliora! response:	Stop! It's impossible!
context: I thought I would never have the chance to surpass Ul again.\But, there was one way.\If I could do what even Ul could not: defeat Deliora...\Then I can surpass Ul...\I can finally dream again!\Are you serious? That's your goal?\You should know all too well the horror of Deliora!\Stop! It's impossible! response:	Stop, it's impossible, you say?
context: But, there was one way.\If I could do what even Ul could not: defeat Deliora...\Then I can surpass Ul...\I can finally dream again!\Are you serious? That's your goal?\You should know all too well the horror of Deliora!\Stop! It's impossible!\Stop, it's impossible, you say? response:	That's exactly what we said to you back then...
context: If I could do what even Ul could not: defeat Deliora...\Then I can surpass Ul...\I can finally dream again!\Are you serious? That's your goal?\You should know all too well the horror of Deliora!\Stop! It's impossible!\Stop, it's impossible, you say?\That's exactly what we said to you back then... response:	You can't have forgotten that.
context: Then I can surpass Ul...\I can finally dream again!\Are you serious? That's your goal?\You should know all too well the horror of Deliora!\Stop! It's impossible!\Stop, it's impossible, you say?\That's exactly what we said to you back then...\You can't have forgotten that. response:	It's because you challenged Deliora that Ul's dead!
context: I can finally dream again!\Are you serious? That's your goal?\You should know all too well the horror of Deliora!\Stop! It's impossible!\Stop, it's impossible, you say?\That's exactly what we said to you back then...\You can't have forgotten that.\It's because you challenged Deliora that Ul's dead! response:	You have no right to speak Ul's name!
context: Are you serious? That's your goal?\You should know all too well the horror of Deliora!\Stop! It's impossible!\Stop, it's impossible, you say?\That's exactly what we said to you back then...\You can't have forgotten that.\It's because you challenged Deliora that Ul's dead!\You have no right to speak Ul's name! response:	Begone!
context: You should know all too well the horror of Deliora!\Stop! It's impossible!\Stop, it's impossible, you say?\That's exactly what we said to you back then...\You can't have forgotten that.\It's because you challenged Deliora that Ul's dead!\You have no right to speak Ul's name!\Begone! response:	Die!
context: Stop! It's impossible!\Stop, it's impossible, you say?\That's exactly what we said to you back then...\You can't have forgotten that.\It's because you challenged Deliora that Ul's dead!\You have no right to speak Ul's name!\Begone!\Die! response:	It's Professor Happy's Fairy Tail Lecture!
context: Stop, it's impossible, you say?\That's exactly what we said to you back then...\You can't have forgotten that.\It's because you challenged Deliora that Ul's dead!\You have no right to speak Ul's name!\Begone!\Die!\It's Professor Happy's Fairy Tail Lecture! response:	Today we'll be telling you the secrets of Natsu, a Fire Wizard!
context: That's exactly what we said to you back then...\You can't have forgotten that.\It's because you challenged Deliora that Ul's dead!\You have no right to speak Ul's name!\Begone!\Die!\It's Professor Happy's Fairy Tail Lecture!\Today we'll be telling you the secrets of Natsu, a Fire Wizard! response:	Natsu was raised by a dragon named Igneel.
context: You can't have forgotten that.\It's because you challenged Deliora that Ul's dead!\You have no right to speak Ul's name!\Begone!\Die!\It's Professor Happy's Fairy Tail Lecture!\Today we'll be telling you the secrets of Natsu, a Fire Wizard!\Natsu was raised by a dragon named Igneel. response:	He uses a rare kind of magic called Dragon Slayer where he eats and punches with fire!
context: It's because you challenged Deliora that Ul's dead!\You have no right to speak Ul's name!\Begone!\Die!\It's Professor Happy's Fairy Tail Lecture!\Today we'll be telling you the secrets of Natsu, a Fire Wizard!\Natsu was raised by a dragon named Igneel.\He uses a rare kind of magic called Dragon Slayer where he eats and punches with fire! response:	His only weakness is transportation.
context: You have no right to speak Ul's name!\Begone!\Die!\It's Professor Happy's Fairy Tail Lecture!\Today we'll be telling you the secrets of Natsu, a Fire Wizard!\Natsu was raised by a dragon named Igneel.\He uses a rare kind of magic called Dragon Slayer where he eats and punches with fire!\His only weakness is transportation. response:	Until next time!
context: Begone!\Die!\It's Professor Happy's Fairy Tail Lecture!\Today we'll be telling you the secrets of Natsu, a Fire Wizard!\Natsu was raised by a dragon named Igneel.\He uses a rare kind of magic called Dragon Slayer where he eats and punches with fire!\His only weakness is transportation.\Until next time! response:	Stand, Bow, Aye!
context: Die!\It's Professor Happy's Fairy Tail Lecture!\Today we'll be telling you the secrets of Natsu, a Fire Wizard!\Natsu was raised by a dragon named Igneel.\He uses a rare kind of magic called Dragon Slayer where he eats and punches with fire!\His only weakness is transportation.\Until next time!\Stand, Bow, Aye! response:	That Deliora thing's damn big.
context: It's Professor Happy's Fairy Tail Lecture!\Today we'll be telling you the secrets of Natsu, a Fire Wizard!\Natsu was raised by a dragon named Igneel.\He uses a rare kind of magic called Dragon Slayer where he eats and punches with fire!\His only weakness is transportation.\Until next time!\Stand, Bow, Aye!\That Deliora thing's damn big. response:	Almost 100 fish-lengths.
context: Today we'll be telling you the secrets of Natsu, a Fire Wizard!\Natsu was raised by a dragon named Igneel.\He uses a rare kind of magic called Dragon Slayer where he eats and punches with fire!\His only weakness is transportation.\Until next time!\Stand, Bow, Aye!\That Deliora thing's damn big.\Almost 100 fish-lengths. response:	I wonder what it ate to get that big?
context: Natsu was raised by a dragon named Igneel.\He uses a rare kind of magic called Dragon Slayer where he eats and punches with fire!\His only weakness is transportation.\Until next time!\Stand, Bow, Aye!\That Deliora thing's damn big.\Almost 100 fish-lengths.\I wonder what it ate to get that big? response:	Fish has got lots of calcium in it, so it's got to be fish!
context: He uses a rare kind of magic called Dragon Slayer where he eats and punches with fire!\His only weakness is transportation.\Until next time!\Stand, Bow, Aye!\That Deliora thing's damn big.\Almost 100 fish-lengths.\I wonder what it ate to get that big?\Fish has got lots of calcium in it, so it's got to be fish! response:	You think? I'd rather eat meat than fish.
context: His only weakness is transportation.\Until next time!\Stand, Bow, Aye!\That Deliora thing's damn big.\Almost 100 fish-lengths.\I wonder what it ate to get that big?\Fish has got lots of calcium in it, so it's got to be fish!\You think? I'd rather eat meat than fish. response:	Next time: Natsu vs. Yuka The Wave!
context: Until next time!\Stand, Bow, Aye!\That Deliora thing's damn big.\Almost 100 fish-lengths.\I wonder what it ate to get that big?\Fish has got lots of calcium in it, so it's got to be fish!\You think? I'd rather eat meat than fish.\Next time: Natsu vs. Yuka The Wave! response:	But you'd get arrested real quick if you got any bigger.
context: Stand, Bow, Aye!\That Deliora thing's damn big.\Almost 100 fish-lengths.\I wonder what it ate to get that big?\Fish has got lots of calcium in it, so it's got to be fish!\You think? I'd rather eat meat than fish.\Next time: Natsu vs. Yuka The Wave!\But you'd get arrested real quick if you got any bigger. response:	Huh? Why?
context: That Deliora thing's damn big.\Almost 100 fish-lengths.\I wonder what it ate to get that big?\Fish has got lots of calcium in it, so it's got to be fish!\You think? I'd rather eat meat than fish.\Next time: Natsu vs. Yuka The Wave!\But you'd get arrested real quick if you got any bigger.\Huh? Why? response:	It'd be too easy for you to destroy towns.
