context: Miyazawa-san? response:	She's really scary when you make her mad.
context: But she ended up feeling love for the first time,\towards her enemy of all people, and got herself into a panic.\Sis fell into a total mess of a situation!\After being in a state of ineffectiveness...\After a lot of fuss, they make up.\They come to hold a secret as model students...\though how they became that way differed.\And later, after passing through phases as... response:	And, being affected by each other's lives...
context: towards her enemy of all people, and got herself into a panic.\Sis fell into a total mess of a situation!\After being in a state of ineffectiveness...\After a lot of fuss, they make up.\They come to hold a secret as model students...\though how they became that way differed.\And later, after passing through phases as...\And, being affected by each other's lives... response:	We're so happy for you Sis!
context: Sis fell into a total mess of a situation!\After being in a state of ineffectiveness...\After a lot of fuss, they make up.\They come to hold a secret as model students...\though how they became that way differed.\And later, after passing through phases as...\And, being affected by each other's lives...\We're so happy for you Sis! response:	Yeah but, the world isn't that simple.
context: After being in a state of ineffectiveness...\After a lot of fuss, they make up.\They come to hold a secret as model students...\though how they became that way differed.\And later, after passing through phases as...\And, being affected by each other's lives...\We're so happy for you Sis!\Yeah but, the world isn't that simple. response:	That's right. Society is a cruel thing!
context: After a lot of fuss, they make up.\They come to hold a secret as model students...\though how they became that way differed.\And later, after passing through phases as...\And, being affected by each other's lives...\We're so happy for you Sis!\Yeah but, the world isn't that simple.\That's right. Society is a cruel thing! response:	First, the menace of the Athletic Festival...
context: They come to hold a secret as model students...\though how they became that way differed.\And later, after passing through phases as...\And, being affected by each other's lives...\We're so happy for you Sis!\Yeah but, the world isn't that simple.\That's right. Society is a cruel thing!\First, the menace of the Athletic Festival... response:	Following which was the appearance of the delinquent...
context: though how they became that way differed.\And later, after passing through phases as...\And, being affected by each other's lives...\We're so happy for you Sis!\Yeah but, the world isn't that simple.\That's right. Society is a cruel thing!\First, the menace of the Athletic Festival...\Following which was the appearance of the delinquent... response:	the Asaba Mary-Land Project!
context: And later, after passing through phases as...\And, being affected by each other's lives...\We're so happy for you Sis!\Yeah but, the world isn't that simple.\That's right. Society is a cruel thing!\First, the menace of the Athletic Festival...\Following which was the appearance of the delinquent...\the Asaba Mary-Land Project! response:	Their long-awaited first date ends in failure...
context: And, being affected by each other's lives...\We're so happy for you Sis!\Yeah but, the world isn't that simple.\That's right. Society is a cruel thing!\First, the menace of the Athletic Festival...\Following which was the appearance of the delinquent...\the Asaba Mary-Land Project!\Their long-awaited first date ends in failure... response:	And so forth...
context: We're so happy for you Sis!\Yeah but, the world isn't that simple.\That's right. Society is a cruel thing!\First, the menace of the Athletic Festival...\Following which was the appearance of the delinquent...\the Asaba Mary-Land Project!\Their long-awaited first date ends in failure...\And so forth... response:	Sis savors her transient happiness...
context: Yeah but, the world isn't that simple.\That's right. Society is a cruel thing!\First, the menace of the Athletic Festival...\Following which was the appearance of the delinquent...\the Asaba Mary-Land Project!\Their long-awaited first date ends in failure...\And so forth...\Sis savors her transient happiness... response:	And after school when nobody was around amidst the rolling thunder, they finally
context: That's right. Society is a cruel thing!\First, the menace of the Athletic Festival...\Following which was the appearance of the delinquent...\the Asaba Mary-Land Project!\Their long-awaited first date ends in failure...\And so forth...\Sis savors her transient happiness...\And after school when nobody was around amidst the rolling thunder, they finally response:	Ohmigod! What's going on?! EEEk!
context: First, the menace of the Athletic Festival...\Following which was the appearance of the delinquent...\the Asaba Mary-Land Project!\Their long-awaited first date ends in failure...\And so forth...\Sis savors her transient happiness...\And after school when nobody was around amidst the rolling thunder, they finally\Ohmigod! What's going on?! EEEk! response:	God that was embarrassing.
context: Following which was the appearance of the delinquent...\the Asaba Mary-Land Project!\Their long-awaited first date ends in failure...\And so forth...\Sis savors her transient happiness...\And after school when nobody was around amidst the rolling thunder, they finally\Ohmigod! What's going on?! EEEk!\God that was embarrassing. response:	In July of the same year...
context: the Asaba Mary-Land Project!\Their long-awaited first date ends in failure...\And so forth...\Sis savors her transient happiness...\And after school when nobody was around amidst the rolling thunder, they finally\Ohmigod! What's going on?! EEEk!\God that was embarrassing.\In July of the same year... response:	The result was that Miyazawa Yukino, who had been faithfully yielding to her desires...
context: Their long-awaited first date ends in failure...\And so forth...\Sis savors her transient happiness...\And after school when nobody was around amidst the rolling thunder, they finally\Ohmigod! What's going on?! EEEk!\God that was embarrassing.\In July of the same year...\The result was that Miyazawa Yukino, who had been faithfully yielding to her desires... response:	But Arima Souichirou, who had done the same...
context: And so forth...\Sis savors her transient happiness...\And after school when nobody was around amidst the rolling thunder, they finally\Ohmigod! What's going on?! EEEk!\God that was embarrassing.\In July of the same year...\The result was that Miyazawa Yukino, who had been faithfully yielding to her desires...\But Arima Souichirou, who had done the same... response:	She suspects he had played foul...
context: Sis savors her transient happiness...\And after school when nobody was around amidst the rolling thunder, they finally\Ohmigod! What's going on?! EEEk!\God that was embarrassing.\In July of the same year...\The result was that Miyazawa Yukino, who had been faithfully yielding to her desires...\But Arima Souichirou, who had done the same...\She suspects he had played foul... response:	Meanwhile, the school...
context: And after school when nobody was around amidst the rolling thunder, they finally\Ohmigod! What's going on?! EEEk!\God that was embarrassing.\In July of the same year...\The result was that Miyazawa Yukino, who had been faithfully yielding to her desires...\But Arima Souichirou, who had done the same...\She suspects he had played foul...\Meanwhile, the school... response:	But she surprisingly opposes them and firmly refuses.
context: Ohmigod! What's going on?! EEEk!\God that was embarrassing.\In July of the same year...\The result was that Miyazawa Yukino, who had been faithfully yielding to her desires...\But Arima Souichirou, who had done the same...\She suspects he had played foul...\Meanwhile, the school...\But she surprisingly opposes them and firmly refuses. response:	The situation worsens.
context: God that was embarrassing.\In July of the same year...\The result was that Miyazawa Yukino, who had been faithfully yielding to her desires...\But Arima Souichirou, who had done the same...\She suspects he had played foul...\Meanwhile, the school...\But she surprisingly opposes them and firmly refuses.\The situation worsens. response:	However, the matter was easily...
context: In July of the same year...\The result was that Miyazawa Yukino, who had been faithfully yielding to her desires...\But Arima Souichirou, who had done the same...\She suspects he had played foul...\Meanwhile, the school...\But she surprisingly opposes them and firmly refuses.\The situation worsens.\However, the matter was easily... response:	On a roll...
context: The result was that Miyazawa Yukino, who had been faithfully yielding to her desires...\But Arima Souichirou, who had done the same...\She suspects he had played foul...\Meanwhile, the school...\But she surprisingly opposes them and firmly refuses.\The situation worsens.\However, the matter was easily...\On a roll... response:	Arima feels gratitude for the importance...
context: But Arima Souichirou, who had done the same...\She suspects he had played foul...\Meanwhile, the school...\But she surprisingly opposes them and firmly refuses.\The situation worsens.\However, the matter was easily...\On a roll...\Arima feels gratitude for the importance... response:	Meanwhile, Miyaza Yukino was about...
context: She suspects he had played foul...\Meanwhile, the school...\But she surprisingly opposes them and firmly refuses.\The situation worsens.\However, the matter was easily...\On a roll...\Arima feels gratitude for the importance...\Meanwhile, Miyaza Yukino was about... response:	She was ignored by all the girls in the class led by Isawa Maho who had independently analyzed her and figured out her true nature.
context: Meanwhile, the school...\But she surprisingly opposes them and firmly refuses.\The situation worsens.\However, the matter was easily...\On a roll...\Arima feels gratitude for the importance...\Meanwhile, Miyaza Yukino was about...\She was ignored by all the girls in the class led by Isawa Maho who had independently analyzed her and figured out her true nature. response:	There was also an attack by Shibahime Tsubasa, who had secretly liked Arima.
context: But she surprisingly opposes them and firmly refuses.\The situation worsens.\However, the matter was easily...\On a roll...\Arima feels gratitude for the importance...\Meanwhile, Miyaza Yukino was about...\She was ignored by all the girls in the class led by Isawa Maho who had independently analyzed her and figured out her true nature.\There was also an attack by Shibahime Tsubasa, who had secretly liked Arima. response:	Although it was something that she had brought upon herself,
context: The situation worsens.\However, the matter was easily...\On a roll...\Arima feels gratitude for the importance...\Meanwhile, Miyaza Yukino was about...\She was ignored by all the girls in the class led by Isawa Maho who had independently analyzed her and figured out her true nature.\There was also an attack by Shibahime Tsubasa, who had secretly liked Arima.\Although it was something that she had brought upon herself, response:	it was a sudden outbreak of multiple problems;
context: However, the matter was easily...\On a roll...\Arima feels gratitude for the importance...\Meanwhile, Miyaza Yukino was about...\She was ignored by all the girls in the class led by Isawa Maho who had independently analyzed her and figured out her true nature.\There was also an attack by Shibahime Tsubasa, who had secretly liked Arima.\Although it was something that she had brought upon herself,\it was a sudden outbreak of multiple problems; response:	yet Miyazawa Yukino brushes aside Arima's helping hand
context: On a roll...\Arima feels gratitude for the importance...\Meanwhile, Miyaza Yukino was about...\She was ignored by all the girls in the class led by Isawa Maho who had independently analyzed her and figured out her true nature.\There was also an attack by Shibahime Tsubasa, who had secretly liked Arima.\Although it was something that she had brought upon herself,\it was a sudden outbreak of multiple problems;\yet Miyazawa Yukino brushes aside Arima's helping hand response:	and dauntlessly confronts them by herself.
context: Arima feels gratitude for the importance...\Meanwhile, Miyaza Yukino was about...\She was ignored by all the girls in the class led by Isawa Maho who had independently analyzed her and figured out her true nature.\There was also an attack by Shibahime Tsubasa, who had secretly liked Arima.\Although it was something that she had brought upon herself,\it was a sudden outbreak of multiple problems;\yet Miyazawa Yukino brushes aside Arima's helping hand\and dauntlessly confronts them by herself. response:	After a brief deadlock, she snaps due to Shibahime Tsubasa's harassment,
context: Meanwhile, Miyaza Yukino was about...\She was ignored by all the girls in the class led by Isawa Maho who had independently analyzed her and figured out her true nature.\There was also an attack by Shibahime Tsubasa, who had secretly liked Arima.\Although it was something that she had brought upon herself,\it was a sudden outbreak of multiple problems;\yet Miyazawa Yukino brushes aside Arima's helping hand\and dauntlessly confronts them by herself.\After a brief deadlock, she snaps due to Shibahime Tsubasa's harassment, response:	and loses control of herself.
context: She was ignored by all the girls in the class led by Isawa Maho who had independently analyzed her and figured out her true nature.\There was also an attack by Shibahime Tsubasa, who had secretly liked Arima.\Although it was something that she had brought upon herself,\it was a sudden outbreak of multiple problems;\yet Miyazawa Yukino brushes aside Arima's helping hand\and dauntlessly confronts them by herself.\After a brief deadlock, she snaps due to Shibahime Tsubasa's harassment,\and loses control of herself. response:	She goes berserk and plunges the school into the depths of fear.
context: There was also an attack by Shibahime Tsubasa, who had secretly liked Arima.\Although it was something that she had brought upon herself,\it was a sudden outbreak of multiple problems;\yet Miyazawa Yukino brushes aside Arima's helping hand\and dauntlessly confronts them by herself.\After a brief deadlock, she snaps due to Shibahime Tsubasa's harassment,\and loses control of herself.\She goes berserk and plunges the school into the depths of fear. response:	This state of absolute terror corners Shibahime Tsubasa both physically and mentally,
context: Although it was something that she had brought upon herself,\it was a sudden outbreak of multiple problems;\yet Miyazawa Yukino brushes aside Arima's helping hand\and dauntlessly confronts them by herself.\After a brief deadlock, she snaps due to Shibahime Tsubasa's harassment,\and loses control of herself.\She goes berserk and plunges the school into the depths of fear.\This state of absolute terror corners Shibahime Tsubasa both physically and mentally, response:	and the situation takes care of itself.
context: it was a sudden outbreak of multiple problems;\yet Miyazawa Yukino brushes aside Arima's helping hand\and dauntlessly confronts them by herself.\After a brief deadlock, she snaps due to Shibahime Tsubasa's harassment,\and loses control of herself.\She goes berserk and plunges the school into the depths of fear.\This state of absolute terror corners Shibahime Tsubasa both physically and mentally,\and the situation takes care of itself. response:	Miyazawa Yukino suddenly acquires friends for the first time.
context: yet Miyazawa Yukino brushes aside Arima's helping hand\and dauntlessly confronts them by herself.\After a brief deadlock, she snaps due to Shibahime Tsubasa's harassment,\and loses control of herself.\She goes berserk and plunges the school into the depths of fear.\This state of absolute terror corners Shibahime Tsubasa both physically and mentally,\and the situation takes care of itself.\Miyazawa Yukino suddenly acquires friends for the first time. response:	A review of what's happened!
context: and dauntlessly confronts them by herself.\After a brief deadlock, she snaps due to Shibahime Tsubasa's harassment,\and loses control of herself.\She goes berserk and plunges the school into the depths of fear.\This state of absolute terror corners Shibahime Tsubasa both physically and mentally,\and the situation takes care of itself.\Miyazawa Yukino suddenly acquires friends for the first time.\A review of what's happened! response:	Aya, you're into humanities, so you just do whatever with it. I don't want to do it either, it's annoying.
context: After a brief deadlock, she snaps due to Shibahime Tsubasa's harassment,\and loses control of herself.\She goes berserk and plunges the school into the depths of fear.\This state of absolute terror corners Shibahime Tsubasa both physically and mentally,\and the situation takes care of itself.\Miyazawa Yukino suddenly acquires friends for the first time.\A review of what's happened!\Aya, you're into humanities, so you just do whatever with it. I don't want to do it either, it's annoying. response:	Rika, you do it.
context: and loses control of herself.\She goes berserk and plunges the school into the depths of fear.\This state of absolute terror corners Shibahime Tsubasa both physically and mentally,\and the situation takes care of itself.\Miyazawa Yukino suddenly acquires friends for the first time.\A review of what's happened!\Aya, you're into humanities, so you just do whatever with it. I don't want to do it either, it's annoying.\Rika, you do it. response:	Who, me?
context: She goes berserk and plunges the school into the depths of fear.\This state of absolute terror corners Shibahime Tsubasa both physically and mentally,\and the situation takes care of itself.\Miyazawa Yukino suddenly acquires friends for the first time.\A review of what's happened!\Aya, you're into humanities, so you just do whatever with it. I don't want to do it either, it's annoying.\Rika, you do it.\Who, me? response:	I wouldn't be able to wrap it up well.
context: This state of absolute terror corners Shibahime Tsubasa both physically and mentally,\and the situation takes care of itself.\Miyazawa Yukino suddenly acquires friends for the first time.\A review of what's happened!\Aya, you're into humanities, so you just do whatever with it. I don't want to do it either, it's annoying.\Rika, you do it.\Who, me?\I wouldn't be able to wrap it up well. response:	Er, um... Maho-san, you do it!
context: and the situation takes care of itself.\Miyazawa Yukino suddenly acquires friends for the first time.\A review of what's happened!\Aya, you're into humanities, so you just do whatever with it. I don't want to do it either, it's annoying.\Rika, you do it.\Who, me?\I wouldn't be able to wrap it up well.\Er, um... Maho-san, you do it! response:	What? I don't want to just be an exposition character either.
context: Miyazawa Yukino suddenly acquires friends for the first time.\A review of what's happened!\Aya, you're into humanities, so you just do whatever with it. I don't want to do it either, it's annoying.\Rika, you do it.\Who, me?\I wouldn't be able to wrap it up well.\Er, um... Maho-san, you do it!\What? I don't want to just be an exposition character either. response:	Oh, wouldn't she be perfect for this?
context: A review of what's happened!\Aya, you're into humanities, so you just do whatever with it. I don't want to do it either, it's annoying.\Rika, you do it.\Who, me?\I wouldn't be able to wrap it up well.\Er, um... Maho-san, you do it!\What? I don't want to just be an exposition character either.\Oh, wouldn't she be perfect for this? response:	She hasn't spoken much lately anyway.
context: Aya, you're into humanities, so you just do whatever with it. I don't want to do it either, it's annoying.\Rika, you do it.\Who, me?\I wouldn't be able to wrap it up well.\Er, um... Maho-san, you do it!\What? I don't want to just be an exposition character either.\Oh, wouldn't she be perfect for this?\She hasn't spoken much lately anyway. response:	She took Arima.
context: Rika, you do it.\Who, me?\I wouldn't be able to wrap it up well.\Er, um... Maho-san, you do it!\What? I don't want to just be an exposition character either.\Oh, wouldn't she be perfect for this?\She hasn't spoken much lately anyway.\She took Arima. response:	Say, can I speak some more?
context: Who, me?\I wouldn't be able to wrap it up well.\Er, um... Maho-san, you do it!\What? I don't want to just be an exposition character either.\Oh, wouldn't she be perfect for this?\She hasn't spoken much lately anyway.\She took Arima.\Say, can I speak some more? response:	Go ahead.
context: I wouldn't be able to wrap it up well.\Er, um... Maho-san, you do it!\What? I don't want to just be an exposition character either.\Oh, wouldn't she be perfect for this?\She hasn't spoken much lately anyway.\She took Arima.\Say, can I speak some more?\Go ahead. response:	When will Shibahime Tsubasa ever be returned from a beast to a human?
context: Er, um... Maho-san, you do it!\What? I don't want to just be an exposition character either.\Oh, wouldn't she be perfect for this?\She hasn't spoken much lately anyway.\She took Arima.\Say, can I speak some more?\Go ahead.\When will Shibahime Tsubasa ever be returned from a beast to a human? response:	Will that day ever come?
context: What? I don't want to just be an exposition character either.\Oh, wouldn't she be perfect for this?\She hasn't spoken much lately anyway.\She took Arima.\Say, can I speak some more?\Go ahead.\When will Shibahime Tsubasa ever be returned from a beast to a human?\Will that day ever come? response:	Or is my role here over already?
context: Oh, wouldn't she be perfect for this?\She hasn't spoken much lately anyway.\She took Arima.\Say, can I speak some more?\Go ahead.\When will Shibahime Tsubasa ever be returned from a beast to a human?\Will that day ever come?\Or is my role here over already? response:	What happened to the story where I introduce Kazuma to my friends?!
context: She hasn't spoken much lately anyway.\She took Arima.\Say, can I speak some more?\Go ahead.\When will Shibahime Tsubasa ever be returned from a beast to a human?\Will that day ever come?\Or is my role here over already?\What happened to the story where I introduce Kazuma to my friends?! response:	Well this is the only time left for me.
context: She took Arima.\Say, can I speak some more?\Go ahead.\When will Shibahime Tsubasa ever be returned from a beast to a human?\Will that day ever come?\Or is my role here over already?\What happened to the story where I introduce Kazuma to my friends?!\Well this is the only time left for me. response:	All joking aside...
context: Say, can I speak some more?\Go ahead.\When will Shibahime Tsubasa ever be returned from a beast to a human?\Will that day ever come?\Or is my role here over already?\What happened to the story where I introduce Kazuma to my friends?!\Well this is the only time left for me.\All joking aside... response:	Sorry I guess I'm just complaining.
context: Go ahead.\When will Shibahime Tsubasa ever be returned from a beast to a human?\Will that day ever come?\Or is my role here over already?\What happened to the story where I introduce Kazuma to my friends?!\Well this is the only time left for me.\All joking aside...\Sorry I guess I'm just complaining. response:	We sympathize wholeheartedly. Ok, back to the topic at hand...
context: When will Shibahime Tsubasa ever be returned from a beast to a human?\Will that day ever come?\Or is my role here over already?\What happened to the story where I introduce Kazuma to my friends?!\Well this is the only time left for me.\All joking aside...\Sorry I guess I'm just complaining.\We sympathize wholeheartedly. Ok, back to the topic at hand... response:	Well, lots of things happened over summer vacation.
context: Will that day ever come?\Or is my role here over already?\What happened to the story where I introduce Kazuma to my friends?!\Well this is the only time left for me.\All joking aside...\Sorry I guess I'm just complaining.\We sympathize wholeheartedly. Ok, back to the topic at hand...\Well, lots of things happened over summer vacation. response:	We did the usual thing and went to a karaoke bar,
context: Or is my role here over already?\What happened to the story where I introduce Kazuma to my friends?!\Well this is the only time left for me.\All joking aside...\Sorry I guess I'm just complaining.\We sympathize wholeheartedly. Ok, back to the topic at hand...\Well, lots of things happened over summer vacation.\We did the usual thing and went to a karaoke bar, response:	And we went to the beach.
context: What happened to the story where I introduce Kazuma to my friends?!\Well this is the only time left for me.\All joking aside...\Sorry I guess I'm just complaining.\We sympathize wholeheartedly. Ok, back to the topic at hand...\Well, lots of things happened over summer vacation.\We did the usual thing and went to a karaoke bar,\And we went to the beach. response:	What else did we do?
context: Well this is the only time left for me.\All joking aside...\Sorry I guess I'm just complaining.\We sympathize wholeheartedly. Ok, back to the topic at hand...\Well, lots of things happened over summer vacation.\We did the usual thing and went to a karaoke bar,\And we went to the beach.\What else did we do? response:	I think Yukinon went on a family trip.
context: All joking aside...\Sorry I guess I'm just complaining.\We sympathize wholeheartedly. Ok, back to the topic at hand...\Well, lots of things happened over summer vacation.\We did the usual thing and went to a karaoke bar,\And we went to the beach.\What else did we do?\I think Yukinon went on a family trip. response:	Lucky. I want to go to a hot spring.
context: Sorry I guess I'm just complaining.\We sympathize wholeheartedly. Ok, back to the topic at hand...\Well, lots of things happened over summer vacation.\We did the usual thing and went to a karaoke bar,\And we went to the beach.\What else did we do?\I think Yukinon went on a family trip.\Lucky. I want to go to a hot spring. response:	What an old-geezer...
context: We sympathize wholeheartedly. Ok, back to the topic at hand...\Well, lots of things happened over summer vacation.\We did the usual thing and went to a karaoke bar,\And we went to the beach.\What else did we do?\I think Yukinon went on a family trip.\Lucky. I want to go to a hot spring.\What an old-geezer... response:	You're still young.
context: Well, lots of things happened over summer vacation.\We did the usual thing and went to a karaoke bar,\And we went to the beach.\What else did we do?\I think Yukinon went on a family trip.\Lucky. I want to go to a hot spring.\What an old-geezer...\You're still young. response:	So what? Those who belittle...
context: We did the usual thing and went to a karaoke bar,\And we went to the beach.\What else did we do?\I think Yukinon went on a family trip.\Lucky. I want to go to a hot spring.\What an old-geezer...\You're still young.\So what? Those who belittle... response:	When you're over 25 you get to...
context: And we went to the beach.\What else did we do?\I think Yukinon went on a family trip.\Lucky. I want to go to a hot spring.\What an old-geezer...\You're still young.\So what? Those who belittle...\When you're over 25 you get to... response:	Really...
context: What else did we do?\I think Yukinon went on a family trip.\Lucky. I want to go to a hot spring.\What an old-geezer...\You're still young.\So what? Those who belittle...\When you're over 25 you get to...\Really... response:	Come to think of it, doesn't Arima-kun seem rather weird lately?
context: I think Yukinon went on a family trip.\Lucky. I want to go to a hot spring.\What an old-geezer...\You're still young.\So what? Those who belittle...\When you're over 25 you get to...\Really...\Come to think of it, doesn't Arima-kun seem rather weird lately? response:	Isn't he just being too self-conscious?
context: Lucky. I want to go to a hot spring.\What an old-geezer...\You're still young.\So what? Those who belittle...\When you're over 25 you get to...\Really...\Come to think of it, doesn't Arima-kun seem rather weird lately?\Isn't he just being too self-conscious? response:	Seriously. You can't understand everything about other people.
context: What an old-geezer...\You're still young.\So what? Those who belittle...\When you're over 25 you get to...\Really...\Come to think of it, doesn't Arima-kun seem rather weird lately?\Isn't he just being too self-conscious?\Seriously. You can't understand everything about other people. response:	It's questionable how much you even know about your own self.
context: You're still young.\So what? Those who belittle...\When you're over 25 you get to...\Really...\Come to think of it, doesn't Arima-kun seem rather weird lately?\Isn't he just being too self-conscious?\Seriously. You can't understand everything about other people.\It's questionable how much you even know about your own self. response:	But they seem different these days.
context: So what? Those who belittle...\When you're over 25 you get to...\Really...\Come to think of it, doesn't Arima-kun seem rather weird lately?\Isn't he just being too self-conscious?\Seriously. You can't understand everything about other people.\It's questionable how much you even know about your own self.\But they seem different these days. response:	I wonder if they went all the way over the summer.
context: When you're over 25 you get to...\Really...\Come to think of it, doesn't Arima-kun seem rather weird lately?\Isn't he just being too self-conscious?\Seriously. You can't understand everything about other people.\It's questionable how much you even know about your own self.\But they seem different these days.\I wonder if they went all the way over the summer. response:	But they seem so unlikely to do that kind of thing.
context: Really...\Come to think of it, doesn't Arima-kun seem rather weird lately?\Isn't he just being too self-conscious?\Seriously. You can't understand everything about other people.\It's questionable how much you even know about your own self.\But they seem different these days.\I wonder if they went all the way over the summer.\But they seem so unlikely to do that kind of thing. response:	You never know with men and women.
context: Come to think of it, doesn't Arima-kun seem rather weird lately?\Isn't he just being too self-conscious?\Seriously. You can't understand everything about other people.\It's questionable how much you even know about your own self.\But they seem different these days.\I wonder if they went all the way over the summer.\But they seem so unlikely to do that kind of thing.\You never know with men and women. response:	It's all about the mood and the timing.
context: Isn't he just being too self-conscious?\Seriously. You can't understand everything about other people.\It's questionable how much you even know about your own self.\But they seem different these days.\I wonder if they went all the way over the summer.\But they seem so unlikely to do that kind of thing.\You never know with men and women.\It's all about the mood and the timing. response:	Well, I wouldn't care. I'd do it if I wanted to.
context: Seriously. You can't understand everything about other people.\It's questionable how much you even know about your own self.\But they seem different these days.\I wonder if they went all the way over the summer.\But they seem so unlikely to do that kind of thing.\You never know with men and women.\It's all about the mood and the timing.\Well, I wouldn't care. I'd do it if I wanted to. response:	It's not something you can criticize others for.
context: It's questionable how much you even know about your own self.\But they seem different these days.\I wonder if they went all the way over the summer.\But they seem so unlikely to do that kind of thing.\You never know with men and women.\It's all about the mood and the timing.\Well, I wouldn't care. I'd do it if I wanted to.\It's not something you can criticize others for. response:	Yeah, yeah.
context: But they seem different these days.\I wonder if they went all the way over the summer.\But they seem so unlikely to do that kind of thing.\You never know with men and women.\It's all about the mood and the timing.\Well, I wouldn't care. I'd do it if I wanted to.\It's not something you can criticize others for.\Yeah, yeah. response:	What is with these people...
context: I wonder if they went all the way over the summer.\But they seem so unlikely to do that kind of thing.\You never know with men and women.\It's all about the mood and the timing.\Well, I wouldn't care. I'd do it if I wanted to.\It's not something you can criticize others for.\Yeah, yeah.\What is with these people... response:	So what are we going to do about wrapping it up?
context: But they seem so unlikely to do that kind of thing.\You never know with men and women.\It's all about the mood and the timing.\Well, I wouldn't care. I'd do it if I wanted to.\It's not something you can criticize others for.\Yeah, yeah.\What is with these people...\So what are we going to do about wrapping it up? response:	Aren't we almost out of time now?
context: You never know with men and women.\It's all about the mood and the timing.\Well, I wouldn't care. I'd do it if I wanted to.\It's not something you can criticize others for.\Yeah, yeah.\What is with these people...\So what are we going to do about wrapping it up?\Aren't we almost out of time now? response:	We should just say whatever.
context: It's all about the mood and the timing.\Well, I wouldn't care. I'd do it if I wanted to.\It's not something you can criticize others for.\Yeah, yeah.\What is with these people...\So what are we going to do about wrapping it up?\Aren't we almost out of time now?\We should just say whatever. response:	The long summer vacation is over and second semester has finally started.
context: Well, I wouldn't care. I'd do it if I wanted to.\It's not something you can criticize others for.\Yeah, yeah.\What is with these people...\So what are we going to do about wrapping it up?\Aren't we almost out of time now?\We should just say whatever.\The long summer vacation is over and second semester has finally started. response:	How's that?
context: It's not something you can criticize others for.\Yeah, yeah.\What is with these people...\So what are we going to do about wrapping it up?\Aren't we almost out of time now?\We should just say whatever.\The long summer vacation is over and second semester has finally started.\How's that? response:	Hmm, rather half-hearted...
context: Yeah, yeah.\What is with these people...\So what are we going to do about wrapping it up?\Aren't we almost out of time now?\We should just say whatever.\The long summer vacation is over and second semester has finally started.\How's that?\Hmm, rather half-hearted... response:	Ok, then the mysterious transfer student,
context: What is with these people...\So what are we going to do about wrapping it up?\Aren't we almost out of time now?\We should just say whatever.\The long summer vacation is over and second semester has finally started.\How's that?\Hmm, rather half-hearted...\Ok, then the mysterious transfer student, response:	Tonami Takefumi, appeared.
context: So what are we going to do about wrapping it up?\Aren't we almost out of time now?\We should just say whatever.\The long summer vacation is over and second semester has finally started.\How's that?\Hmm, rather half-hearted...\Ok, then the mysterious transfer student,\Tonami Takefumi, appeared. response:	And we're still getting ready for the play...
context: Aren't we almost out of time now?\We should just say whatever.\The long summer vacation is over and second semester has finally started.\How's that?\Hmm, rather half-hearted...\Ok, then the mysterious transfer student,\Tonami Takefumi, appeared.\And we're still getting ready for the play... response:	We just finally started to get rolling on that too.
context: We should just say whatever.\The long summer vacation is over and second semester has finally started.\How's that?\Hmm, rather half-hearted...\Ok, then the mysterious transfer student,\Tonami Takefumi, appeared.\And we're still getting ready for the play...\We just finally started to get rolling on that too. response:	It feels like it's going to be a long 2 weeks.
context: The long summer vacation is over and second semester has finally started.\How's that?\Hmm, rather half-hearted...\Ok, then the mysterious transfer student,\Tonami Takefumi, appeared.\And we're still getting ready for the play...\We just finally started to get rolling on that too.\It feels like it's going to be a long 2 weeks. response:	My screen time was too short! My screen time! My screen time!
context: How's that?\Hmm, rather half-hearted...\Ok, then the mysterious transfer student,\Tonami Takefumi, appeared.\And we're still getting ready for the play...\We just finally started to get rolling on that too.\It feels like it's going to be a long 2 weeks.\My screen time was too short! My screen time! My screen time! response:	At least like a human! My screen time!
context: Hmm, rather half-hearted...\Ok, then the mysterious transfer student,\Tonami Takefumi, appeared.\And we're still getting ready for the play...\We just finally started to get rolling on that too.\It feels like it's going to be a long 2 weeks.\My screen time was too short! My screen time! My screen time!\At least like a human! My screen time! response:	Ok, ok.
context: Ok, then the mysterious transfer student,\Tonami Takefumi, appeared.\And we're still getting ready for the play...\We just finally started to get rolling on that too.\It feels like it's going to be a long 2 weeks.\My screen time was too short! My screen time! My screen time!\At least like a human! My screen time!\Ok, ok. response:	Well, this would do just fine.
context: Tonami Takefumi, appeared.\And we're still getting ready for the play...\We just finally started to get rolling on that too.\It feels like it's going to be a long 2 weeks.\My screen time was too short! My screen time! My screen time!\At least like a human! My screen time!\Ok, ok.\Well, this would do just fine. response:	What'll happen next!
context: And we're still getting ready for the play...\We just finally started to get rolling on that too.\It feels like it's going to be a long 2 weeks.\My screen time was too short! My screen time! My screen time!\At least like a human! My screen time!\Ok, ok.\Well, this would do just fine.\What'll happen next! response:	Sis is super busy with?
context: We just finally started to get rolling on that too.\It feels like it's going to be a long 2 weeks.\My screen time was too short! My screen time! My screen time!\At least like a human! My screen time!\Ok, ok.\Well, this would do just fine.\What'll happen next!\Sis is super busy with? response:	But unrelated to that,
context: It feels like it's going to be a long 2 weeks.\My screen time was too short! My screen time! My screen time!\At least like a human! My screen time!\Ok, ok.\Well, this would do just fine.\What'll happen next!\Sis is super busy with?\But unrelated to that, response:	I was being followed by an unidentified shadow!
