context: Hey Natsu, don't you think our guild has a whole lot of special events? response:	Yeah... There's the that big parade, the Fantasia...
context: All the wizards, with Wyvern scale in hand,\are racing full speed toward the Magnolia South Gate Park!\Still in the lead is Jet, as always!\Next up is Erza, who doesn't even look winded!\The next group is Gray, Lucy, and Gajeel, who are still running strong!\Cool!\Behind them is the full pack in pursuit, not losing focus for an instant!\Who will be coming in last? response:	Who will be receiving the punishment this year?
context: are racing full speed toward the Magnolia South Gate Park!\Still in the lead is Jet, as always!\Next up is Erza, who doesn't even look winded!\The next group is Gray, Lucy, and Gajeel, who are still running strong!\Cool!\Behind them is the full pack in pursuit, not losing focus for an instant!\Who will be coming in last?\Who will be receiving the punishment this year? response:	You can't miss a second!
context: Still in the lead is Jet, as always!\Next up is Erza, who doesn't even look winded!\The next group is Gray, Lucy, and Gajeel, who are still running strong!\Cool!\Behind them is the full pack in pursuit, not losing focus for an instant!\Who will be coming in last?\Who will be receiving the punishment this year?\You can't miss a second! response:	Bunch of slackers...
context: Next up is Erza, who doesn't even look winded!\The next group is Gray, Lucy, and Gajeel, who are still running strong!\Cool!\Behind them is the full pack in pursuit, not losing focus for an instant!\Who will be coming in last?\Who will be receiving the punishment this year?\You can't miss a second!\Bunch of slackers... response:	Let's liven things up a bit.
context: The next group is Gray, Lucy, and Gajeel, who are still running strong!\Cool!\Behind them is the full pack in pursuit, not losing focus for an instant!\Who will be coming in last?\Who will be receiving the punishment this year?\You can't miss a second!\Bunch of slackers...\Let's liven things up a bit. response:	Cool!
context: Cool!\Behind them is the full pack in pursuit, not losing focus for an instant!\Who will be coming in last?\Who will be receiving the punishment this year?\You can't miss a second!\Bunch of slackers...\Let's liven things up a bit.\Cool! response:	The race has entered the final stage!
context: Behind them is the full pack in pursuit, not losing focus for an instant!\Who will be coming in last?\Who will be receiving the punishment this year?\You can't miss a second!\Bunch of slackers...\Let's liven things up a bit.\Cool!\The race has entered the final stage! response:	The super-high-speed Jet is so fast, we've completely lost sight of him!
context: Who will be coming in last?\Who will be receiving the punishment this year?\You can't miss a second!\Bunch of slackers...\Let's liven things up a bit.\Cool!\The race has entered the final stage!\The super-high-speed Jet is so fast, we've completely lost sight of him! response:	But!
context: Who will be receiving the punishment this year?\You can't miss a second!\Bunch of slackers...\Let's liven things up a bit.\Cool!\The race has entered the final stage!\The super-high-speed Jet is so fast, we've completely lost sight of him!\But! response:	Natsu and the rest are gutsily gaining ground!
context: You can't miss a second!\Bunch of slackers...\Let's liven things up a bit.\Cool!\The race has entered the final stage!\The super-high-speed Jet is so fast, we've completely lost sight of him!\But!\Natsu and the rest are gutsily gaining ground! response:	Cool!
context: Bunch of slackers...\Let's liven things up a bit.\Cool!\The race has entered the final stage!\The super-high-speed Jet is so fast, we've completely lost sight of him!\But!\Natsu and the rest are gutsily gaining ground!\Cool! response:	Everyone has worked hard through the night.
context: Let's liven things up a bit.\Cool!\The race has entered the final stage!\The super-high-speed Jet is so fast, we've completely lost sight of him!\But!\Natsu and the rest are gutsily gaining ground!\Cool!\Everyone has worked hard through the night. response:	We had better switch to our seats at South Gate Park, and get ready to watch the finish!
context: Cool!\The race has entered the final stage!\The super-high-speed Jet is so fast, we've completely lost sight of him!\But!\Natsu and the rest are gutsily gaining ground!\Cool!\Everyone has worked hard through the night.\We had better switch to our seats at South Gate Park, and get ready to watch the finish! response:	Huh?
context: The race has entered the final stage!\The super-high-speed Jet is so fast, we've completely lost sight of him!\But!\Natsu and the rest are gutsily gaining ground!\Cool!\Everyone has worked hard through the night.\We had better switch to our seats at South Gate Park, and get ready to watch the finish!\Huh? response:	Jet?
context: The super-high-speed Jet is so fast, we've completely lost sight of him!\But!\Natsu and the rest are gutsily gaining ground!\Cool!\Everyone has worked hard through the night.\We had better switch to our seats at South Gate Park, and get ready to watch the finish!\Huh?\Jet? response:	Are you asleep?
context: But!\Natsu and the rest are gutsily gaining ground!\Cool!\Everyone has worked hard through the night.\We had better switch to our seats at South Gate Park, and get ready to watch the finish!\Huh?\Jet?\Are you asleep? response:	Hey, Jet!
context: Natsu and the rest are gutsily gaining ground!\Cool!\Everyone has worked hard through the night.\We had better switch to our seats at South Gate Park, and get ready to watch the finish!\Huh?\Jet?\Are you asleep?\Hey, Jet! response:	Wake up, Jet!
context: Cool!\Everyone has worked hard through the night.\We had better switch to our seats at South Gate Park, and get ready to watch the finish!\Huh?\Jet?\Are you asleep?\Hey, Jet!\Wake up, Jet! response:	Hey, Happy.
context: Everyone has worked hard through the night.\We had better switch to our seats at South Gate Park, and get ready to watch the finish!\Huh?\Jet?\Are you asleep?\Hey, Jet!\Wake up, Jet!\Hey, Happy. response:	Should you be sleeping now?
context: We had better switch to our seats at South Gate Park, and get ready to watch the finish!\Huh?\Jet?\Are you asleep?\Hey, Jet!\Wake up, Jet!\Hey, Happy.\Should you be sleeping now? response:	I overslept!
context: Huh?\Jet?\Are you asleep?\Hey, Jet!\Wake up, Jet!\Hey, Happy.\Should you be sleeping now?\I overslept! response:	Everyone's gone ahead.
context: Jet?\Are you asleep?\Hey, Jet!\Wake up, Jet!\Hey, Happy.\Should you be sleeping now?\I overslept!\Everyone's gone ahead. response:	Thanks, Happy.
context: Are you asleep?\Hey, Jet!\Wake up, Jet!\Hey, Happy.\Should you be sleeping now?\I overslept!\Everyone's gone ahead.\Thanks, Happy. response:	I gotta make up for lost time!
context: Hey, Jet!\Wake up, Jet!\Hey, Happy.\Should you be sleeping now?\I overslept!\Everyone's gone ahead.\Thanks, Happy.\I gotta make up for lost time! response:	It's the last spurt toward the goal!
context: Wake up, Jet!\Hey, Happy.\Should you be sleeping now?\I overslept!\Everyone's gone ahead.\Thanks, Happy.\I gotta make up for lost time!\It's the last spurt toward the goal! response:	The battle for second is heating up!
context: Hey, Happy.\Should you be sleeping now?\I overslept!\Everyone's gone ahead.\Thanks, Happy.\I gotta make up for lost time!\It's the last spurt toward the goal!\The battle for second is heating up! response:	All right! We can see Magnolia!
context: Should you be sleeping now?\I overslept!\Everyone's gone ahead.\Thanks, Happy.\I gotta make up for lost time!\It's the last spurt toward the goal!\The battle for second is heating up!\All right! We can see Magnolia! response:	What?
context: I overslept!\Everyone's gone ahead.\Thanks, Happy.\I gotta make up for lost time!\It's the last spurt toward the goal!\The battle for second is heating up!\All right! We can see Magnolia!\What? response:	Oh, what's this?
context: Everyone's gone ahead.\Thanks, Happy.\I gotta make up for lost time!\It's the last spurt toward the goal!\The battle for second is heating up!\All right! We can see Magnolia!\What?\Oh, what's this? response:	Jet?
context: Thanks, Happy.\I gotta make up for lost time!\It's the last spurt toward the goal!\The battle for second is heating up!\All right! We can see Magnolia!\What?\Oh, what's this?\Jet? response:	What? He wasn't in the lead?
context: I gotta make up for lost time!\It's the last spurt toward the goal!\The battle for second is heating up!\All right! We can see Magnolia!\What?\Oh, what's this?\Jet?\What? He wasn't in the lead? response:	Why is Jet behind us?
context: It's the last spurt toward the goal!\The battle for second is heating up!\All right! We can see Magnolia!\What?\Oh, what's this?\Jet?\What? He wasn't in the lead?\Why is Jet behind us? response:	Wait, then that means we're in contention to win?!
context: The battle for second is heating up!\All right! We can see Magnolia!\What?\Oh, what's this?\Jet?\What? He wasn't in the lead?\Why is Jet behind us?\Wait, then that means we're in contention to win?! response:	Why?!
context: All right! We can see Magnolia!\What?\Oh, what's this?\Jet?\What? He wasn't in the lead?\Why is Jet behind us?\Wait, then that means we're in contention to win?!\Why?! response:	Jet is catching up as fast as he can!
context: What?\Oh, what's this?\Jet?\What? He wasn't in the lead?\Why is Jet behind us?\Wait, then that means we're in contention to win?!\Why?!\Jet is catching up as fast as he can! response:	So fast! Passing them in a flash!
context: Oh, what's this?\Jet?\What? He wasn't in the lead?\Why is Jet behind us?\Wait, then that means we're in contention to win?!\Why?!\Jet is catching up as fast as he can!\So fast! Passing them in a flash! response:	I don't think so!
context: Jet?\What? He wasn't in the lead?\Why is Jet behind us?\Wait, then that means we're in contention to win?!\Why?!\Jet is catching up as fast as he can!\So fast! Passing them in a flash!\I don't think so! response:	Requip!
context: What? He wasn't in the lead?\Why is Jet behind us?\Wait, then that means we're in contention to win?!\Why?!\Jet is catching up as fast as he can!\So fast! Passing them in a flash!\I don't think so!\Requip! response:	A rabbit?
context: Why is Jet behind us?\Wait, then that means we're in contention to win?!\Why?!\Jet is catching up as fast as he can!\So fast! Passing them in a flash!\I don't think so!\Requip!\A rabbit? response:	Is this your trump card for the last spurt?
context: Wait, then that means we're in contention to win?!\Why?!\Jet is catching up as fast as he can!\So fast! Passing them in a flash!\I don't think so!\Requip!\A rabbit?\Is this your trump card for the last spurt? response:	Huh?
context: Why?!\Jet is catching up as fast as he can!\So fast! Passing them in a flash!\I don't think so!\Requip!\A rabbit?\Is this your trump card for the last spurt?\Huh? response:	She's not catching up...
context: Jet is catching up as fast as he can!\So fast! Passing them in a flash!\I don't think so!\Requip!\A rabbit?\Is this your trump card for the last spurt?\Huh?\She's not catching up... response:	That's actually really slow for a rabbit.
context: So fast! Passing them in a flash!\I don't think so!\Requip!\A rabbit?\Is this your trump card for the last spurt?\Huh?\She's not catching up...\That's actually really slow for a rabbit. response:	She must've bought it based on the way it looked!
context: I don't think so!\Requip!\A rabbit?\Is this your trump card for the last spurt?\Huh?\She's not catching up...\That's actually really slow for a rabbit.\She must've bought it based on the way it looked! response:	Maybe she's more about appearances?
context: Requip!\A rabbit?\Is this your trump card for the last spurt?\Huh?\She's not catching up...\That's actually really slow for a rabbit.\She must've bought it based on the way it looked!\Maybe she's more about appearances? response:	Hold it, you guys!
context: A rabbit?\Is this your trump card for the last spurt?\Huh?\She's not catching up...\That's actually really slow for a rabbit.\She must've bought it based on the way it looked!\Maybe she's more about appearances?\Hold it, you guys! response:	Now in Magnolia, Jet's finally neck and neck!
context: Is this your trump card for the last spurt?\Huh?\She's not catching up...\That's actually really slow for a rabbit.\She must've bought it based on the way it looked!\Maybe she's more about appearances?\Hold it, you guys!\Now in Magnolia, Jet's finally neck and neck! response:	The winner has been narrowed down to one of these 5!
context: Huh?\She's not catching up...\That's actually really slow for a rabbit.\She must've bought it based on the way it looked!\Maybe she's more about appearances?\Hold it, you guys!\Now in Magnolia, Jet's finally neck and neck!\The winner has been narrowed down to one of these 5! response:	Fists of the Fire Dragon!
context: She's not catching up...\That's actually really slow for a rabbit.\She must've bought it based on the way it looked!\Maybe she's more about appearances?\Hold it, you guys!\Now in Magnolia, Jet's finally neck and neck!\The winner has been narrowed down to one of these 5!\Fists of the Fire Dragon! response:	As if!
context: That's actually really slow for a rabbit.\She must've bought it based on the way it looked!\Maybe she's more about appearances?\Hold it, you guys!\Now in Magnolia, Jet's finally neck and neck!\The winner has been narrowed down to one of these 5!\Fists of the Fire Dragon!\As if! response:	Requip!
context: She must've bought it based on the way it looked!\Maybe she's more about appearances?\Hold it, you guys!\Now in Magnolia, Jet's finally neck and neck!\The winner has been narrowed down to one of these 5!\Fists of the Fire Dragon!\As if!\Requip! response:	Natsu's fists are out of fuel!
context: Maybe she's more about appearances?\Hold it, you guys!\Now in Magnolia, Jet's finally neck and neck!\The winner has been narrowed down to one of these 5!\Fists of the Fire Dragon!\As if!\Requip!\Natsu's fists are out of fuel! response:	Is he out of contention to win?
context: Hold it, you guys!\Now in Magnolia, Jet's finally neck and neck!\The winner has been narrowed down to one of these 5!\Fists of the Fire Dragon!\As if!\Requip!\Natsu's fists are out of fuel!\Is he out of contention to win? response:	It's not over yet!
context: Now in Magnolia, Jet's finally neck and neck!\The winner has been narrowed down to one of these 5!\Fists of the Fire Dragon!\As if!\Requip!\Natsu's fists are out of fuel!\Is he out of contention to win?\It's not over yet! response:	Yeah! Never count Natsu out!
context: The winner has been narrowed down to one of these 5!\Fists of the Fire Dragon!\As if!\Requip!\Natsu's fists are out of fuel!\Is he out of contention to win?\It's not over yet!\Yeah! Never count Natsu out! response:	He's digging deep into top groove to close in!
context: Fists of the Fire Dragon!\As if!\Requip!\Natsu's fists are out of fuel!\Is he out of contention to win?\It's not over yet!\Yeah! Never count Natsu out!\He's digging deep into top groove to close in! response:	I won't lose!
context: As if!\Requip!\Natsu's fists are out of fuel!\Is he out of contention to win?\It's not over yet!\Yeah! Never count Natsu out!\He's digging deep into top groove to close in!\I won't lose! response:	I won't lose!
context: Requip!\Natsu's fists are out of fuel!\Is he out of contention to win?\It's not over yet!\Yeah! Never count Natsu out!\He's digging deep into top groove to close in!\I won't lose!\I won't lose! response:	Victory is mine!
context: Natsu's fists are out of fuel!\Is he out of contention to win?\It's not over yet!\Yeah! Never count Natsu out!\He's digging deep into top groove to close in!\I won't lose!\I won't lose!\Victory is mine! response:	There's a huge crash!
context: Is he out of contention to win?\It's not over yet!\Yeah! Never count Natsu out!\He's digging deep into top groove to close in!\I won't lose!\I won't lose!\Victory is mine!\There's a huge crash! response:	Wait, who's that cool cat coming up?
context: It's not over yet!\Yeah! Never count Natsu out!\He's digging deep into top groove to close in!\I won't lose!\I won't lose!\Victory is mine!\There's a huge crash!\Wait, who's that cool cat coming up? response:	It's Happy!
context: Yeah! Never count Natsu out!\He's digging deep into top groove to close in!\I won't lose!\I won't lose!\Victory is mine!\There's a huge crash!\Wait, who's that cool cat coming up?\It's Happy! response:	Happy is here!
context: He's digging deep into top groove to close in!\I won't lose!\I won't lose!\Victory is mine!\There's a huge crash!\Wait, who's that cool cat coming up?\It's Happy!\Happy is here! response:	Happy?
context: I won't lose!\I won't lose!\Victory is mine!\There's a huge crash!\Wait, who's that cool cat coming up?\It's Happy!\Happy is here!\Happy? response:	Yes, the goal is right ahead!
context: I won't lose!\Victory is mine!\There's a huge crash!\Wait, who's that cool cat coming up?\It's Happy!\Happy is here!\Happy?\Yes, the goal is right ahead! response:	All right!
context: Victory is mine!\There's a huge crash!\Wait, who's that cool cat coming up?\It's Happy!\Happy is here!\Happy?\Yes, the goal is right ahead!\All right! response:	I won!
context: There's a huge crash!\Wait, who's that cool cat coming up?\It's Happy!\Happy is here!\Happy?\Yes, the goal is right ahead!\All right!\I won! response:	Congratulations, Happy!
context: Wait, who's that cool cat coming up?\It's Happy!\Happy is here!\Happy?\Yes, the goal is right ahead!\All right!\I won!\Congratulations, Happy! response:	Yes! You ran well!
context: It's Happy!\Happy is here!\Happy?\Yes, the goal is right ahead!\All right!\I won!\Congratulations, Happy!\Yes! You ran well! response:	Aye!
context: Happy is here!\Happy?\Yes, the goal is right ahead!\All right!\I won!\Congratulations, Happy!\Yes! You ran well!\Aye! response:	Goal! Happy is the winner of this year's 24 Hours Endurance Road Race!
context: Happy?\Yes, the goal is right ahead!\All right!\I won!\Congratulations, Happy!\Yes! You ran well!\Aye!\Goal! Happy is the winner of this year's 24 Hours Endurance Road Race! response:	History has been made! Nothing will ever be the same, folks!
context: Yes, the goal is right ahead!\All right!\I won!\Congratulations, Happy!\Yes! You ran well!\Aye!\Goal! Happy is the winner of this year's 24 Hours Endurance Road Race!\History has been made! Nothing will ever be the same, folks! response:	Cool! Cool! Cool!
context: All right!\I won!\Congratulations, Happy!\Yes! You ran well!\Aye!\Goal! Happy is the winner of this year's 24 Hours Endurance Road Race!\History has been made! Nothing will ever be the same, folks!\Cool! Cool! Cool! response:	I did it!
context: I won!\Congratulations, Happy!\Yes! You ran well!\Aye!\Goal! Happy is the winner of this year's 24 Hours Endurance Road Race!\History has been made! Nothing will ever be the same, folks!\Cool! Cool! Cool!\I did it! response:	You've got to be kidding me.
context: Congratulations, Happy!\Yes! You ran well!\Aye!\Goal! Happy is the winner of this year's 24 Hours Endurance Road Race!\History has been made! Nothing will ever be the same, folks!\Cool! Cool! Cool!\I did it!\You've got to be kidding me. response:	He got us.
context: Yes! You ran well!\Aye!\Goal! Happy is the winner of this year's 24 Hours Endurance Road Race!\History has been made! Nothing will ever be the same, folks!\Cool! Cool! Cool!\I did it!\You've got to be kidding me.\He got us. response:	The cat?
context: Aye!\Goal! Happy is the winner of this year's 24 Hours Endurance Road Race!\History has been made! Nothing will ever be the same, folks!\Cool! Cool! Cool!\I did it!\You've got to be kidding me.\He got us.\The cat? response:	Not a bad ending, I say.
context: Goal! Happy is the winner of this year's 24 Hours Endurance Road Race!\History has been made! Nothing will ever be the same, folks!\Cool! Cool! Cool!\I did it!\You've got to be kidding me.\He got us.\The cat?\Not a bad ending, I say. response:	He woke me up.
context: History has been made! Nothing will ever be the same, folks!\Cool! Cool! Cool!\I did it!\You've got to be kidding me.\He got us.\The cat?\Not a bad ending, I say.\He woke me up. response:	Ah well, I'll let him win this time.
context: Cool! Cool! Cool!\I did it!\You've got to be kidding me.\He got us.\The cat?\Not a bad ending, I say.\He woke me up.\Ah well, I'll let him win this time. response:	Wendy?!
context: I did it!\You've got to be kidding me.\He got us.\The cat?\Not a bad ending, I say.\He woke me up.\Ah well, I'll let him win this time.\Wendy?! response:	Carla?!
context: You've got to be kidding me.\He got us.\The cat?\Not a bad ending, I say.\He woke me up.\Ah well, I'll let him win this time.\Wendy?!\Carla?! response:	Whoa there!
context: He got us.\The cat?\Not a bad ending, I say.\He woke me up.\Ah well, I'll let him win this time.\Wendy?!\Carla?!\Whoa there! response:	Coming in second is Wendy, and third is Carla!
context: The cat?\Not a bad ending, I say.\He woke me up.\Ah well, I'll let him win this time.\Wendy?!\Carla?!\Whoa there!\Coming in second is Wendy, and third is Carla! response:	The top three spots are occupied by these three Fairy Tail pretties!
context: Not a bad ending, I say.\He woke me up.\Ah well, I'll let him win this time.\Wendy?!\Carla?!\Whoa there!\Coming in second is Wendy, and third is Carla!\The top three spots are occupied by these three Fairy Tail pretties! response:	What?
context: He woke me up.\Ah well, I'll let him win this time.\Wendy?!\Carla?!\Whoa there!\Coming in second is Wendy, and third is Carla!\The top three spots are occupied by these three Fairy Tail pretties!\What? response:	This is...
context: Ah well, I'll let him win this time.\Wendy?!\Carla?!\Whoa there!\Coming in second is Wendy, and third is Carla!\The top three spots are occupied by these three Fairy Tail pretties!\What?\This is... response:	No one wants to face the punishment!
context: Wendy?!\Carla?!\Whoa there!\Coming in second is Wendy, and third is Carla!\The top three spots are occupied by these three Fairy Tail pretties!\What?\This is...\No one wants to face the punishment! response:	Don't step on me!
context: Carla?!\Whoa there!\Coming in second is Wendy, and third is Carla!\The top three spots are occupied by these three Fairy Tail pretties!\What?\This is...\No one wants to face the punishment!\Don't step on me! response:	What's this?!
context: Whoa there!\Coming in second is Wendy, and third is Carla!\The top three spots are occupied by these three Fairy Tail pretties!\What?\This is...\No one wants to face the punishment!\Don't step on me!\What's this?! response:	A battalion of wizards all crossed the goal at once!
context: Coming in second is Wendy, and third is Carla!\The top three spots are occupied by these three Fairy Tail pretties!\What?\This is...\No one wants to face the punishment!\Don't step on me!\What's this?!\A battalion of wizards all crossed the goal at once! response:	Quick thinking Erza also crossed the goal.
context: The top three spots are occupied by these three Fairy Tail pretties!\What?\This is...\No one wants to face the punishment!\Don't step on me!\What's this?!\A battalion of wizards all crossed the goal at once!\Quick thinking Erza also crossed the goal. response:	Gray-sama, hurry!
context: What?\This is...\No one wants to face the punishment!\Don't step on me!\What's this?!\A battalion of wizards all crossed the goal at once!\Quick thinking Erza also crossed the goal.\Gray-sama, hurry! response:	Natsu!
context: This is...\No one wants to face the punishment!\Don't step on me!\What's this?!\A battalion of wizards all crossed the goal at once!\Quick thinking Erza also crossed the goal.\Gray-sama, hurry!\Natsu! response:	Everyone, hurry!
context: No one wants to face the punishment!\Don't step on me!\What's this?!\A battalion of wizards all crossed the goal at once!\Quick thinking Erza also crossed the goal.\Gray-sama, hurry!\Natsu!\Everyone, hurry! response:	Shoot!
context: Don't step on me!\What's this?!\A battalion of wizards all crossed the goal at once!\Quick thinking Erza also crossed the goal.\Gray-sama, hurry!\Natsu!\Everyone, hurry!\Shoot! response:	Crap!
context: What's this?!\A battalion of wizards all crossed the goal at once!\Quick thinking Erza also crossed the goal.\Gray-sama, hurry!\Natsu!\Everyone, hurry!\Shoot!\Crap! response:	Easy for you to say!
context: A battalion of wizards all crossed the goal at once!\Quick thinking Erza also crossed the goal.\Gray-sama, hurry!\Natsu!\Everyone, hurry!\Shoot!\Crap!\Easy for you to say! response:	This ain't no joke! High Speed!
context: Quick thinking Erza also crossed the goal.\Gray-sama, hurry!\Natsu!\Everyone, hurry!\Shoot!\Crap!\Easy for you to say!\This ain't no joke! High Speed! response:	What?
context: Gray-sama, hurry!\Natsu!\Everyone, hurry!\Shoot!\Crap!\Easy for you to say!\This ain't no joke! High Speed!\What? response:	Jet!
context: Natsu!\Everyone, hurry!\Shoot!\Crap!\Easy for you to say!\This ain't no joke! High Speed!\What?\Jet! response:	Go-go-go-goal!
context: Everyone, hurry!\Shoot!\Crap!\Easy for you to say!\This ain't no joke! High Speed!\What?\Jet!\Go-go-go-goal! response:	The 4 of you crossed at the same time!
context: Shoot!\Crap!\Easy for you to say!\This ain't no joke! High Speed!\What?\Jet!\Go-go-go-goal!\The 4 of you crossed at the same time! response:	What?!
context: Crap!\Easy for you to say!\This ain't no joke! High Speed!\What?\Jet!\Go-go-go-goal!\The 4 of you crossed at the same time!\What?! response:	This year was whacked out!
context: Easy for you to say!\This ain't no joke! High Speed!\What?\Jet!\Go-go-go-goal!\The 4 of you crossed at the same time!\What?!\This year was whacked out! response:	This finish was cooler than cool!
context: This ain't no joke! High Speed!\What?\Jet!\Go-go-go-goal!\The 4 of you crossed at the same time!\What?!\This year was whacked out!\This finish was cooler than cool! response:	Coming in last was, incredibly, Natsu, Gajeel, Gray, and Jet!
context: What?\Jet!\Go-go-go-goal!\The 4 of you crossed at the same time!\What?!\This year was whacked out!\This finish was cooler than cool!\Coming in last was, incredibly, Natsu, Gajeel, Gray, and Jet! response:	We know who'll get punished!
context: Jet!\Go-go-go-goal!\The 4 of you crossed at the same time!\What?!\This year was whacked out!\This finish was cooler than cool!\Coming in last was, incredibly, Natsu, Gajeel, Gray, and Jet!\We know who'll get punished! response:	Are you prepared?
context: Go-go-go-goal!\The 4 of you crossed at the same time!\What?!\This year was whacked out!\This finish was cooler than cool!\Coming in last was, incredibly, Natsu, Gajeel, Gray, and Jet!\We know who'll get punished!\Are you prepared? response:	You're kidding, right, Gramps?
context: The 4 of you crossed at the same time!\What?!\This year was whacked out!\This finish was cooler than cool!\Coming in last was, incredibly, Natsu, Gajeel, Gray, and Jet!\We know who'll get punished!\Are you prepared?\You're kidding, right, Gramps? response:	Gramps! At least let us have a tie-breaker!
context: What?!\This year was whacked out!\This finish was cooler than cool!\Coming in last was, incredibly, Natsu, Gajeel, Gray, and Jet!\We know who'll get punished!\Are you prepared?\You're kidding, right, Gramps?\Gramps! At least let us have a tie-breaker! response:	No!
context: This year was whacked out!\This finish was cooler than cool!\Coming in last was, incredibly, Natsu, Gajeel, Gray, and Jet!\We know who'll get punished!\Are you prepared?\You're kidding, right, Gramps?\Gramps! At least let us have a tie-breaker!\No! response:	I won't hear any more of your pitiful excuses!
context: This finish was cooler than cool!\Coming in last was, incredibly, Natsu, Gajeel, Gray, and Jet!\We know who'll get punished!\Are you prepared?\You're kidding, right, Gramps?\Gramps! At least let us have a tie-breaker!\No!\I won't hear any more of your pitiful excuses! response:	For a wizard, there are no do-overs, for jobs or otherwise!
context: Coming in last was, incredibly, Natsu, Gajeel, Gray, and Jet!\We know who'll get punished!\Are you prepared?\You're kidding, right, Gramps?\Gramps! At least let us have a tie-breaker!\No!\I won't hear any more of your pitiful excuses!\For a wizard, there are no do-overs, for jobs or otherwise! response:	Stop acting like babies and take your punishment!
context: We know who'll get punished!\Are you prepared?\You're kidding, right, Gramps?\Gramps! At least let us have a tie-breaker!\No!\I won't hear any more of your pitiful excuses!\For a wizard, there are no do-overs, for jobs or otherwise!\Stop acting like babies and take your punishment! response:	All four of you!
context: Are you prepared?\You're kidding, right, Gramps?\Gramps! At least let us have a tie-breaker!\No!\I won't hear any more of your pitiful excuses!\For a wizard, there are no do-overs, for jobs or otherwise!\Stop acting like babies and take your punishment!\All four of you! response:	Fine, I got it!
context: You're kidding, right, Gramps?\Gramps! At least let us have a tie-breaker!\No!\I won't hear any more of your pitiful excuses!\For a wizard, there are no do-overs, for jobs or otherwise!\Stop acting like babies and take your punishment!\All four of you!\Fine, I got it! response:	I'll do whatever!
context: Gramps! At least let us have a tie-breaker!\No!\I won't hear any more of your pitiful excuses!\For a wizard, there are no do-overs, for jobs or otherwise!\Stop acting like babies and take your punishment!\All four of you!\Fine, I got it!\I'll do whatever! response:	Tell us what the punishment is.
context: No!\I won't hear any more of your pitiful excuses!\For a wizard, there are no do-overs, for jobs or otherwise!\Stop acting like babies and take your punishment!\All four of you!\Fine, I got it!\I'll do whatever!\Tell us what the punishment is. response:	There! That's the spirit.
context: I won't hear any more of your pitiful excuses!\For a wizard, there are no do-overs, for jobs or otherwise!\Stop acting like babies and take your punishment!\All four of you!\Fine, I got it!\I'll do whatever!\Tell us what the punishment is.\There! That's the spirit. response:	I will now announce this year's punishment!
context: For a wizard, there are no do-overs, for jobs or otherwise!\Stop acting like babies and take your punishment!\All four of you!\Fine, I got it!\I'll do whatever!\Tell us what the punishment is.\There! That's the spirit.\I will now announce this year's punishment! response:	Right here!
context: Stop acting like babies and take your punishment!\All four of you!\Fine, I got it!\I'll do whatever!\Tell us what the punishment is.\There! That's the spirit.\I will now announce this year's punishment!\Right here! response:	Weekly Sorcerer?
context: All four of you!\Fine, I got it!\I'll do whatever!\Tell us what the punishment is.\There! That's the spirit.\I will now announce this year's punishment!\Right here!\Weekly Sorcerer? response:	What about it?
context: Fine, I got it!\I'll do whatever!\Tell us what the punishment is.\There! That's the spirit.\I will now announce this year's punishment!\Right here!\Weekly Sorcerer?\What about it? response:	The four of you will do a super-embarrassing photo spread for the issue two weeks from now!
context: I'll do whatever!\Tell us what the punishment is.\There! That's the spirit.\I will now announce this year's punishment!\Right here!\Weekly Sorcerer?\What about it?\The four of you will do a super-embarrassing photo spread for the issue two weeks from now! response:	A super-magnificent 20 pages, together with a one-week, all-access interview!
context: Tell us what the punishment is.\There! That's the spirit.\I will now announce this year's punishment!\Right here!\Weekly Sorcerer?\What about it?\The four of you will do a super-embarrassing photo spread for the issue two weeks from now!\A super-magnificent 20 pages, together with a one-week, all-access interview! response:	A super-embarrassing photo spread?
context: There! That's the spirit.\I will now announce this year's punishment!\Right here!\Weekly Sorcerer?\What about it?\The four of you will do a super-embarrassing photo spread for the issue two weeks from now!\A super-magnificent 20 pages, together with a one-week, all-access interview!\A super-embarrassing photo spread? response:	I'll go buy a display and preservation tools, Gray-sama!
context: I will now announce this year's punishment!\Right here!\Weekly Sorcerer?\What about it?\The four of you will do a super-embarrassing photo spread for the issue two weeks from now!\A super-magnificent 20 pages, together with a one-week, all-access interview!\A super-embarrassing photo spread?\I'll go buy a display and preservation tools, Gray-sama! response:	Don't do that!
context: Right here!\Weekly Sorcerer?\What about it?\The four of you will do a super-embarrassing photo spread for the issue two weeks from now!\A super-magnificent 20 pages, together with a one-week, all-access interview!\A super-embarrassing photo spread?\I'll go buy a display and preservation tools, Gray-sama!\Don't do that! response:	Now then, everyone... Let's go right ahead and start picking out clothes!
context: Weekly Sorcerer?\What about it?\The four of you will do a super-embarrassing photo spread for the issue two weeks from now!\A super-magnificent 20 pages, together with a one-week, all-access interview!\A super-embarrassing photo spread?\I'll go buy a display and preservation tools, Gray-sama!\Don't do that!\Now then, everyone... Let's go right ahead and start picking out clothes! response:	Wait!
context: What about it?\The four of you will do a super-embarrassing photo spread for the issue two weeks from now!\A super-magnificent 20 pages, together with a one-week, all-access interview!\A super-embarrassing photo spread?\I'll go buy a display and preservation tools, Gray-sama!\Don't do that!\Now then, everyone... Let's go right ahead and start picking out clothes!\Wait! response:	Oh, hell no!
