context: Is the data accurate? response:	Yes... Although I don't know why.
context: You'd better not be using it to cheat.\Oh, c'mon! That's not why we're here!\Um...\I'm using GALAX, too,\and I think it can be trusted...\Maybe we can, at least, urge caution...\Anyway, we should consult the principal.\Consult? response:	That'll be too late.
context: Oh, c'mon! That's not why we're here!\Um...\I'm using GALAX, too,\and I think it can be trusted...\Maybe we can, at least, urge caution...\Anyway, we should consult the principal.\Consult?\That'll be too late. response:	Where's the key to the vending machines?
context: Um...\I'm using GALAX, too,\and I think it can be trusted...\Maybe we can, at least, urge caution...\Anyway, we should consult the principal.\Consult?\That'll be too late.\Where's the key to the vending machines? response:	That's also in the teachers' lounge.
context: I'm using GALAX, too,\and I think it can be trusted...\Maybe we can, at least, urge caution...\Anyway, we should consult the principal.\Consult?\That'll be too late.\Where's the key to the vending machines?\That's also in the teachers' lounge. response:	They say we need permission...
context: and I think it can be trusted...\Maybe we can, at least, urge caution...\Anyway, we should consult the principal.\Consult?\That'll be too late.\Where's the key to the vending machines?\That's also in the teachers' lounge.\They say we need permission... response:	I'll send a decoy. Let's use this opportunity.
context: Maybe we can, at least, urge caution...\Anyway, we should consult the principal.\Consult?\That'll be too late.\Where's the key to the vending machines?\That's also in the teachers' lounge.\They say we need permission...\I'll send a decoy. Let's use this opportunity. response:	Oh, it's kind of like a game.
context: Anyway, we should consult the principal.\Consult?\That'll be too late.\Where's the key to the vending machines?\That's also in the teachers' lounge.\They say we need permission...\I'll send a decoy. Let's use this opportunity.\Oh, it's kind of like a game. response:	A decoy?
context: Consult?\That'll be too late.\Where's the key to the vending machines?\That's also in the teachers' lounge.\They say we need permission...\I'll send a decoy. Let's use this opportunity.\Oh, it's kind of like a game.\A decoy? response:	You, of course, Senpai.
context: That'll be too late.\Where's the key to the vending machines?\That's also in the teachers' lounge.\They say we need permission...\I'll send a decoy. Let's use this opportunity.\Oh, it's kind of like a game.\A decoy?\You, of course, Senpai. response:	Use your sword and mess around.
context: Where's the key to the vending machines?\That's also in the teachers' lounge.\They say we need permission...\I'll send a decoy. Let's use this opportunity.\Oh, it's kind of like a game.\A decoy?\You, of course, Senpai.\Use your sword and mess around. response:	Huh, what?!
context: That's also in the teachers' lounge.\They say we need permission...\I'll send a decoy. Let's use this opportunity.\Oh, it's kind of like a game.\A decoy?\You, of course, Senpai.\Use your sword and mess around.\Huh, what?! response:	You can use an umbrella or whatever, too.
context: They say we need permission...\I'll send a decoy. Let's use this opportunity.\Oh, it's kind of like a game.\A decoy?\You, of course, Senpai.\Use your sword and mess around.\Huh, what?!\You can use an umbrella or whatever, too. response:	Get the attention of people who are getting
context: I'll send a decoy. Let's use this opportunity.\Oh, it's kind of like a game.\A decoy?\You, of course, Senpai.\Use your sword and mess around.\Huh, what?!\You can use an umbrella or whatever, too.\Get the attention of people who are getting response:	in the way at the teachers' lounge and in front of the broadcast room.
context: Oh, it's kind of like a game.\A decoy?\You, of course, Senpai.\Use your sword and mess around.\Huh, what?!\You can use an umbrella or whatever, too.\Get the attention of people who are getting\in the way at the teachers' lounge and in front of the broadcast room. response:	That's impossible!
context: A decoy?\You, of course, Senpai.\Use your sword and mess around.\Huh, what?!\You can use an umbrella or whatever, too.\Get the attention of people who are getting\in the way at the teachers' lounge and in front of the broadcast room.\That's impossible! response:	Besides, what about my reputation at school?
context: You, of course, Senpai.\Use your sword and mess around.\Huh, what?!\You can use an umbrella or whatever, too.\Get the attention of people who are getting\in the way at the teachers' lounge and in front of the broadcast room.\That's impossible!\Besides, what about my reputation at school? response:	Senpai, you're a Gatchaman, right?
context: Use your sword and mess around.\Huh, what?!\You can use an umbrella or whatever, too.\Get the attention of people who are getting\in the way at the teachers' lounge and in front of the broadcast room.\That's impossible!\Besides, what about my reputation at school?\Senpai, you're a Gatchaman, right? response:	N-Not so loud!
context: Huh, what?!\You can use an umbrella or whatever, too.\Get the attention of people who are getting\in the way at the teachers' lounge and in front of the broadcast room.\That's impossible!\Besides, what about my reputation at school?\Senpai, you're a Gatchaman, right?\N-Not so loud! response:	The school's in a crisis.
context: You can use an umbrella or whatever, too.\Get the attention of people who are getting\in the way at the teachers' lounge and in front of the broadcast room.\That's impossible!\Besides, what about my reputation at school?\Senpai, you're a Gatchaman, right?\N-Not so loud!\The school's in a crisis. response:	But that's no excuse to skulk around and go out of control!
context: Get the attention of people who are getting\in the way at the teachers' lounge and in front of the broadcast room.\That's impossible!\Besides, what about my reputation at school?\Senpai, you're a Gatchaman, right?\N-Not so loud!\The school's in a crisis.\But that's no excuse to skulk around and go out of control! response:	Heroes should face problems head-on.
context: in the way at the teachers' lounge and in front of the broadcast room.\That's impossible!\Besides, what about my reputation at school?\Senpai, you're a Gatchaman, right?\N-Not so loud!\The school's in a crisis.\But that's no excuse to skulk around and go out of control!\Heroes should face problems head-on. response:	Listen, Senpai.
context: That's impossible!\Besides, what about my reputation at school?\Senpai, you're a Gatchaman, right?\N-Not so loud!\The school's in a crisis.\But that's no excuse to skulk around and go out of control!\Heroes should face problems head-on.\Listen, Senpai. response:	It's like that car earlier this morning.
context: Besides, what about my reputation at school?\Senpai, you're a Gatchaman, right?\N-Not so loud!\The school's in a crisis.\But that's no excuse to skulk around and go out of control!\Heroes should face problems head-on.\Listen, Senpai.\It's like that car earlier this morning. response:	That car wasn't out of control for no reason.
context: Senpai, you're a Gatchaman, right?\N-Not so loud!\The school's in a crisis.\But that's no excuse to skulk around and go out of control!\Heroes should face problems head-on.\Listen, Senpai.\It's like that car earlier this morning.\That car wasn't out of control for no reason. response:	Well, you don't know if there really was a reason.
context: N-Not so loud!\The school's in a crisis.\But that's no excuse to skulk around and go out of control!\Heroes should face problems head-on.\Listen, Senpai.\It's like that car earlier this morning.\That car wasn't out of control for no reason.\Well, you don't know if there really was a reason. response:	That's just your speculation.
context: The school's in a crisis.\But that's no excuse to skulk around and go out of control!\Heroes should face problems head-on.\Listen, Senpai.\It's like that car earlier this morning.\That car wasn't out of control for no reason.\Well, you don't know if there really was a reason.\That's just your speculation. response:	But now, we definitely have a reason.
context: But that's no excuse to skulk around and go out of control!\Heroes should face problems head-on.\Listen, Senpai.\It's like that car earlier this morning.\That car wasn't out of control for no reason.\Well, you don't know if there really was a reason.\That's just your speculation.\But now, we definitely have a reason. response:	You're a hero, right, Senpai?
context: Heroes should face problems head-on.\Listen, Senpai.\It's like that car earlier this morning.\That car wasn't out of control for no reason.\Well, you don't know if there really was a reason.\That's just your speculation.\But now, we definitely have a reason.\You're a hero, right, Senpai? response:	We have to protect everyone!
context: Listen, Senpai.\It's like that car earlier this morning.\That car wasn't out of control for no reason.\Well, you don't know if there really was a reason.\That's just your speculation.\But now, we definitely have a reason.\You're a hero, right, Senpai?\We have to protect everyone! response:	Where's the key?
context: It's like that car earlier this morning.\That car wasn't out of control for no reason.\Well, you don't know if there really was a reason.\That's just your speculation.\But now, we definitely have a reason.\You're a hero, right, Senpai?\We have to protect everyone!\Where's the key? response:	O-Over there.
context: That car wasn't out of control for no reason.\Well, you don't know if there really was a reason.\That's just your speculation.\But now, we definitely have a reason.\You're a hero, right, Senpai?\We have to protect everyone!\Where's the key?\O-Over there. response:	The key to the vending machines is probably there, too.
context: Well, you don't know if there really was a reason.\That's just your speculation.\But now, we definitely have a reason.\You're a hero, right, Senpai?\We have to protect everyone!\Where's the key?\O-Over there.\The key to the vending machines is probably there, too. response:	Don't drink the milk!
context: That's just your speculation.\But now, we definitely have a reason.\You're a hero, right, Senpai?\We have to protect everyone!\Where's the key?\O-Over there.\The key to the vending machines is probably there, too.\Don't drink the milk! response:	Okay!
context: But now, we definitely have a reason.\You're a hero, right, Senpai?\We have to protect everyone!\Where's the key?\O-Over there.\The key to the vending machines is probably there, too.\Don't drink the milk!\Okay! response:	Next!
context: You're a hero, right, Senpai?\We have to protect everyone!\Where's the key?\O-Over there.\The key to the vending machines is probably there, too.\Don't drink the milk!\Okay!\Next! response:	Are you still using the key?
context: We have to protect everyone!\Where's the key?\O-Over there.\The key to the vending machines is probably there, too.\Don't drink the milk!\Okay!\Next!\Are you still using the key? response:	They're in front of the inner courtyard now.
context: Where's the key?\O-Over there.\The key to the vending machines is probably there, too.\Don't drink the milk!\Okay!\Next!\Are you still using the key?\They're in front of the inner courtyard now. response:	Oh, they're done.
context: O-Over there.\The key to the vending machines is probably there, too.\Don't drink the milk!\Okay!\Next!\Are you still using the key?\They're in front of the inner courtyard now.\Oh, they're done. response:	This one's the last of them!
context: The key to the vending machines is probably there, too.\Don't drink the milk!\Okay!\Next!\Are you still using the key?\They're in front of the inner courtyard now.\Oh, they're done.\This one's the last of them! response:	What now? Should we go get it?
context: Don't drink the milk!\Okay!\Next!\Are you still using the key?\They're in front of the inner courtyard now.\Oh, they're done.\This one's the last of them!\What now? Should we go get it? response:	Oh, Senpai!
context: Okay!\Next!\Are you still using the key?\They're in front of the inner courtyard now.\Oh, they're done.\This one's the last of them!\What now? Should we go get it?\Oh, Senpai! response:	Can you slash right here?
context: Next!\Are you still using the key?\They're in front of the inner courtyard now.\Oh, they're done.\This one's the last of them!\What now? Should we go get it?\Oh, Senpai!\Can you slash right here? response:	Slash?
context: Are you still using the key?\They're in front of the inner courtyard now.\Oh, they're done.\This one's the last of them!\What now? Should we go get it?\Oh, Senpai!\Can you slash right here?\Slash? response:	Slash!
context: They're in front of the inner courtyard now.\Oh, they're done.\This one's the last of them!\What now? Should we go get it?\Oh, Senpai!\Can you slash right here?\Slash?\Slash! response:	Fine!
context: Oh, they're done.\This one's the last of them!\What now? Should we go get it?\Oh, Senpai!\Can you slash right here?\Slash?\Slash!\Fine! response:	Here goes!
context: This one's the last of them!\What now? Should we go get it?\Oh, Senpai!\Can you slash right here?\Slash?\Slash!\Fine!\Here goes! response:	I slashed it!
context: What now? Should we go get it?\Oh, Senpai!\Can you slash right here?\Slash?\Slash!\Fine!\Here goes!\I slashed it! response:	Congratulations!
context: Oh, Senpai!\Can you slash right here?\Slash?\Slash!\Fine!\Here goes!\I slashed it!\Congratulations! response:	The world has been updated.
context: Can you slash right here?\Slash?\Slash!\Fine!\Here goes!\I slashed it!\Congratulations!\The world has been updated. response:	Mission complete.
context: Slash?\Slash!\Fine!\Here goes!\I slashed it!\Congratulations!\The world has been updated.\Mission complete. response:	Yay, updated!
context: Slash!\Fine!\Here goes!\I slashed it!\Congratulations!\The world has been updated.\Mission complete.\Yay, updated! response:	Nationwide, 68 percent of schools
context: Fine!\Here goes!\I slashed it!\Congratulations!\The world has been updated.\Mission complete.\Yay, updated!\Nationwide, 68 percent of schools response:	and 74 of businesses averted any casualties.
context: Here goes!\I slashed it!\Congratulations!\The world has been updated.\Mission complete.\Yay, updated!\Nationwide, 68 percent of schools\and 74 of businesses averted any casualties. response:	Flaw in Quality Control at Dairy Company
context: I slashed it!\Congratulations!\The world has been updated.\Mission complete.\Yay, updated!\Nationwide, 68 percent of schools\and 74 of businesses averted any casualties.\Flaw in Quality Control at Dairy Company response:	Victims who made purchases from individual stores
context: Congratulations!\The world has been updated.\Mission complete.\Yay, updated!\Nationwide, 68 percent of schools\and 74 of businesses averted any casualties.\Flaw in Quality Control at Dairy Company\Victims who made purchases from individual stores response:	and wholesale distributors number in the double digits.
context: The world has been updated.\Mission complete.\Yay, updated!\Nationwide, 68 percent of schools\and 74 of businesses averted any casualties.\Flaw in Quality Control at Dairy Company\Victims who made purchases from individual stores\and wholesale distributors number in the double digits. response:	That's more than I thought.
context: Mission complete.\Yay, updated!\Nationwide, 68 percent of schools\and 74 of businesses averted any casualties.\Flaw in Quality Control at Dairy Company\Victims who made purchases from individual stores\and wholesale distributors number in the double digits.\That's more than I thought. response:	Is that an indication of just how many
context: Yay, updated!\Nationwide, 68 percent of schools\and 74 of businesses averted any casualties.\Flaw in Quality Control at Dairy Company\Victims who made purchases from individual stores\and wholesale distributors number in the double digits.\That's more than I thought.\Is that an indication of just how many response:	people still don't trust information from GALAX?
context: Nationwide, 68 percent of schools\and 74 of businesses averted any casualties.\Flaw in Quality Control at Dairy Company\Victims who made purchases from individual stores\and wholesale distributors number in the double digits.\That's more than I thought.\Is that an indication of just how many\people still don't trust information from GALAX? response:	It is true that people of a certain age range
context: and 74 of businesses averted any casualties.\Flaw in Quality Control at Dairy Company\Victims who made purchases from individual stores\and wholesale distributors number in the double digits.\That's more than I thought.\Is that an indication of just how many\people still don't trust information from GALAX?\It is true that people of a certain age range response:	or in certain professions exhibit markedly lower confidence.
context: Flaw in Quality Control at Dairy Company\Victims who made purchases from individual stores\and wholesale distributors number in the double digits.\That's more than I thought.\Is that an indication of just how many\people still don't trust information from GALAX?\It is true that people of a certain age range\or in certain professions exhibit markedly lower confidence. response:	However, many who acknowledged the information
context: Victims who made purchases from individual stores\and wholesale distributors number in the double digits.\That's more than I thought.\Is that an indication of just how many\people still don't trust information from GALAX?\It is true that people of a certain age range\or in certain professions exhibit markedly lower confidence.\However, many who acknowledged the information response:	were still unable to take appropriate action.
context: and wholesale distributors number in the double digits.\That's more than I thought.\Is that an indication of just how many\people still don't trust information from GALAX?\It is true that people of a certain age range\or in certain professions exhibit markedly lower confidence.\However, many who acknowledged the information\were still unable to take appropriate action. response:	Oh, I see.
context: That's more than I thought.\Is that an indication of just how many\people still don't trust information from GALAX?\It is true that people of a certain age range\or in certain professions exhibit markedly lower confidence.\However, many who acknowledged the information\were still unable to take appropriate action.\Oh, I see. response:	They're afraid of being held responsible in the aftermath,
context: Is that an indication of just how many\people still don't trust information from GALAX?\It is true that people of a certain age range\or in certain professions exhibit markedly lower confidence.\However, many who acknowledged the information\were still unable to take appropriate action.\Oh, I see.\They're afraid of being held responsible in the aftermath, response:	so they cannot easily take action based on outside information.
context: people still don't trust information from GALAX?\It is true that people of a certain age range\or in certain professions exhibit markedly lower confidence.\However, many who acknowledged the information\were still unable to take appropriate action.\Oh, I see.\They're afraid of being held responsible in the aftermath,\so they cannot easily take action based on outside information. response:	It's what people call the adverse effects of a vertical society.
context: It is true that people of a certain age range\or in certain professions exhibit markedly lower confidence.\However, many who acknowledged the information\were still unable to take appropriate action.\Oh, I see.\They're afraid of being held responsible in the aftermath,\so they cannot easily take action based on outside information.\It's what people call the adverse effects of a vertical society. response:	That's probably what we're actually up against.
context: or in certain professions exhibit markedly lower confidence.\However, many who acknowledged the information\were still unable to take appropriate action.\Oh, I see.\They're afraid of being held responsible in the aftermath,\so they cannot easily take action based on outside information.\It's what people call the adverse effects of a vertical society.\That's probably what we're actually up against. response:	Running GALAX has made my enemies clearer than ever to me.
context: However, many who acknowledged the information\were still unable to take appropriate action.\Oh, I see.\They're afraid of being held responsible in the aftermath,\so they cannot easily take action based on outside information.\It's what people call the adverse effects of a vertical society.\That's probably what we're actually up against.\Running GALAX has made my enemies clearer than ever to me. response:	They're the ones who refuse to see people as individuals.
context: were still unable to take appropriate action.\Oh, I see.\They're afraid of being held responsible in the aftermath,\so they cannot easily take action based on outside information.\It's what people call the adverse effects of a vertical society.\That's probably what we're actually up against.\Running GALAX has made my enemies clearer than ever to me.\They're the ones who refuse to see people as individuals. response:	The ones who cannot see the joy
context: Oh, I see.\They're afraid of being held responsible in the aftermath,\so they cannot easily take action based on outside information.\It's what people call the adverse effects of a vertical society.\That's probably what we're actually up against.\Running GALAX has made my enemies clearer than ever to me.\They're the ones who refuse to see people as individuals.\The ones who cannot see the joy response:	in helping others if there is no reward or reputation to be gained.
context: They're afraid of being held responsible in the aftermath,\so they cannot easily take action based on outside information.\It's what people call the adverse effects of a vertical society.\That's probably what we're actually up against.\Running GALAX has made my enemies clearer than ever to me.\They're the ones who refuse to see people as individuals.\The ones who cannot see the joy\in helping others if there is no reward or reputation to be gained. response:	Either way,
context: so they cannot easily take action based on outside information.\It's what people call the adverse effects of a vertical society.\That's probably what we're actually up against.\Running GALAX has made my enemies clearer than ever to me.\They're the ones who refuse to see people as individuals.\The ones who cannot see the joy\in helping others if there is no reward or reputation to be gained.\Either way, response:	anyone who's not... fun, I guess?
context: It's what people call the adverse effects of a vertical society.\That's probably what we're actually up against.\Running GALAX has made my enemies clearer than ever to me.\They're the ones who refuse to see people as individuals.\The ones who cannot see the joy\in helping others if there is no reward or reputation to be gained.\Either way,\anyone who's not... fun, I guess? response:	Oh, that was great, Senpai.
context: That's probably what we're actually up against.\Running GALAX has made my enemies clearer than ever to me.\They're the ones who refuse to see people as individuals.\The ones who cannot see the joy\in helping others if there is no reward or reputation to be gained.\Either way,\anyone who's not... fun, I guess?\Oh, that was great, Senpai. response:	You looked kind of cute being scolded by the teachers.
context: Running GALAX has made my enemies clearer than ever to me.\They're the ones who refuse to see people as individuals.\The ones who cannot see the joy\in helping others if there is no reward or reputation to be gained.\Either way,\anyone who's not... fun, I guess?\Oh, that was great, Senpai.\You looked kind of cute being scolded by the teachers. response:	Is that your attempt to make me feel better?
context: They're the ones who refuse to see people as individuals.\The ones who cannot see the joy\in helping others if there is no reward or reputation to be gained.\Either way,\anyone who's not... fun, I guess?\Oh, that was great, Senpai.\You looked kind of cute being scolded by the teachers.\Is that your attempt to make me feel better? response:	Oh, you wanted me to do that?
context: The ones who cannot see the joy\in helping others if there is no reward or reputation to be gained.\Either way,\anyone who's not... fun, I guess?\Oh, that was great, Senpai.\You looked kind of cute being scolded by the teachers.\Is that your attempt to make me feel better?\Oh, you wanted me to do that? response:	What are you doing?
context: in helping others if there is no reward or reputation to be gained.\Either way,\anyone who's not... fun, I guess?\Oh, that was great, Senpai.\You looked kind of cute being scolded by the teachers.\Is that your attempt to make me feel better?\Oh, you wanted me to do that?\What are you doing? response:	But, well...
context: Either way,\anyone who's not... fun, I guess?\Oh, that was great, Senpai.\You looked kind of cute being scolded by the teachers.\Is that your attempt to make me feel better?\Oh, you wanted me to do that?\What are you doing?\But, well... response:	This kind of... the internet's got a lot going for it, maybe.
context: anyone who's not... fun, I guess?\Oh, that was great, Senpai.\You looked kind of cute being scolded by the teachers.\Is that your attempt to make me feel better?\Oh, you wanted me to do that?\What are you doing?\But, well...\This kind of... the internet's got a lot going for it, maybe. response:	You think so?
context: Oh, that was great, Senpai.\You looked kind of cute being scolded by the teachers.\Is that your attempt to make me feel better?\Oh, you wanted me to do that?\What are you doing?\But, well...\This kind of... the internet's got a lot going for it, maybe.\You think so? response:	Its influence is huge.
context: You looked kind of cute being scolded by the teachers.\Is that your attempt to make me feel better?\Oh, you wanted me to do that?\What are you doing?\But, well...\This kind of... the internet's got a lot going for it, maybe.\You think so?\Its influence is huge. response:	That's not true.
context: Is that your attempt to make me feel better?\Oh, you wanted me to do that?\What are you doing?\But, well...\This kind of... the internet's got a lot going for it, maybe.\You think so?\Its influence is huge.\That's not true. response:	Huh?
context: Oh, you wanted me to do that?\What are you doing?\But, well...\This kind of... the internet's got a lot going for it, maybe.\You think so?\Its influence is huge.\That's not true.\Huh? response:	If your battery runs out, or if you don't have a signal, that's it.
context: What are you doing?\But, well...\This kind of... the internet's got a lot going for it, maybe.\You think so?\Its influence is huge.\That's not true.\Huh?\If your battery runs out, or if you don't have a signal, that's it. response:	You can't just blindly follow the internet.
context: But, well...\This kind of... the internet's got a lot going for it, maybe.\You think so?\Its influence is huge.\That's not true.\Huh?\If your battery runs out, or if you don't have a signal, that's it.\You can't just blindly follow the internet. response:	Okay, then.
context: This kind of... the internet's got a lot going for it, maybe.\You think so?\Its influence is huge.\That's not true.\Huh?\If your battery runs out, or if you don't have a signal, that's it.\You can't just blindly follow the internet.\Okay, then. response:	Hey, stop it, Al-chan.
context: You think so?\Its influence is huge.\That's not true.\Huh?\If your battery runs out, or if you don't have a signal, that's it.\You can't just blindly follow the internet.\Okay, then.\Hey, stop it, Al-chan. response:	Stop. It tickles.
context: Its influence is huge.\That's not true.\Huh?\If your battery runs out, or if you don't have a signal, that's it.\You can't just blindly follow the internet.\Okay, then.\Hey, stop it, Al-chan.\Stop. It tickles. response:	It's dinner time!
context: That's not true.\Huh?\If your battery runs out, or if you don't have a signal, that's it.\You can't just blindly follow the internet.\Okay, then.\Hey, stop it, Al-chan.\Stop. It tickles.\It's dinner time! response:	Come help.
context: Huh?\If your battery runs out, or if you don't have a signal, that's it.\You can't just blindly follow the internet.\Okay, then.\Hey, stop it, Al-chan.\Stop. It tickles.\It's dinner time!\Come help. response:	Okay.
context: If your battery runs out, or if you don't have a signal, that's it.\You can't just blindly follow the internet.\Okay, then.\Hey, stop it, Al-chan.\Stop. It tickles.\It's dinner time!\Come help.\Okay. response:	Wait a second, okay?
context: You can't just blindly follow the internet.\Okay, then.\Hey, stop it, Al-chan.\Stop. It tickles.\It's dinner time!\Come help.\Okay.\Wait a second, okay? response:	Oh?
context: Okay, then.\Hey, stop it, Al-chan.\Stop. It tickles.\It's dinner time!\Come help.\Okay.\Wait a second, okay?\Oh? response:	Oh...
context: Hey, stop it, Al-chan.\Stop. It tickles.\It's dinner time!\Come help.\Okay.\Wait a second, okay?\Oh?\Oh... response:	Is that from Hajime-chan?
context: Stop. It tickles.\It's dinner time!\Come help.\Okay.\Wait a second, okay?\Oh?\Oh...\Is that from Hajime-chan? response:	She just pushed it on me.
context: It's dinner time!\Come help.\Okay.\Wait a second, okay?\Oh?\Oh...\Is that from Hajime-chan?\She just pushed it on me. response:	That girl's way too fun!
context: Come help.\Okay.\Wait a second, okay?\Oh?\Oh...\Is that from Hajime-chan?\She just pushed it on me.\That girl's way too fun! response:	Why don't you become friends?
context: Okay.\Wait a second, okay?\Oh?\Oh...\Is that from Hajime-chan?\She just pushed it on me.\That girl's way too fun!\Why don't you become friends? response:	Here.
context: Wait a second, okay?\Oh?\Oh...\Is that from Hajime-chan?\She just pushed it on me.\That girl's way too fun!\Why don't you become friends?\Here. response:	All right, beans are on the menu today.
context: Oh?\Oh...\Is that from Hajime-chan?\She just pushed it on me.\That girl's way too fun!\Why don't you become friends?\Here.\All right, beans are on the menu today. response:	I'm dreamy...
context: Oh...\Is that from Hajime-chan?\She just pushed it on me.\That girl's way too fun!\Why don't you become friends?\Here.\All right, beans are on the menu today.\I'm dreamy... response:	Can you circle around and get closer?
context: Is that from Hajime-chan?\She just pushed it on me.\That girl's way too fun!\Why don't you become friends?\Here.\All right, beans are on the menu today.\I'm dreamy...\Can you circle around and get closer? response:	I want the setting sun in the background.
context: She just pushed it on me.\That girl's way too fun!\Why don't you become friends?\Here.\All right, beans are on the menu today.\I'm dreamy...\Can you circle around and get closer?\I want the setting sun in the background. response:	Multiple rescue requests have appeared on the timeline.
context: That girl's way too fun!\Why don't you become friends?\Here.\All right, beans are on the menu today.\I'm dreamy...\Can you circle around and get closer?\I want the setting sun in the background.\Multiple rescue requests have appeared on the timeline. response:	A news channel helicopter has crashed into a ropeway's support pillar.
context: Why don't you become friends?\Here.\All right, beans are on the menu today.\I'm dreamy...\Can you circle around and get closer?\I want the setting sun in the background.\Multiple rescue requests have appeared on the timeline.\A news channel helicopter has crashed into a ropeway's support pillar. response:	The pillars bent, stranding the two gondolas on either side.
context: Here.\All right, beans are on the menu today.\I'm dreamy...\Can you circle around and get closer?\I want the setting sun in the background.\Multiple rescue requests have appeared on the timeline.\A news channel helicopter has crashed into a ropeway's support pillar.\The pillars bent, stranding the two gondolas on either side. response:	You brought that to school?
context: All right, beans are on the menu today.\I'm dreamy...\Can you circle around and get closer?\I want the setting sun in the background.\Multiple rescue requests have appeared on the timeline.\A news channel helicopter has crashed into a ropeway's support pillar.\The pillars bent, stranding the two gondolas on either side.\You brought that to school? response:	Isn't Toyosaki, the gym teacher, annoying?
context: I'm dreamy...\Can you circle around and get closer?\I want the setting sun in the background.\Multiple rescue requests have appeared on the timeline.\A news channel helicopter has crashed into a ropeway's support pillar.\The pillars bent, stranding the two gondolas on either side.\You brought that to school?\Isn't Toyosaki, the gym teacher, annoying? response:	That doesn't mean you should
context: Can you circle around and get closer?\I want the setting sun in the background.\Multiple rescue requests have appeared on the timeline.\A news channel helicopter has crashed into a ropeway's support pillar.\The pillars bent, stranding the two gondolas on either side.\You brought that to school?\Isn't Toyosaki, the gym teacher, annoying?\That doesn't mean you should response:	Well, it's not like I'm going to do anything to him with it.
context: I want the setting sun in the background.\Multiple rescue requests have appeared on the timeline.\A news channel helicopter has crashed into a ropeway's support pillar.\The pillars bent, stranding the two gondolas on either side.\You brought that to school?\Isn't Toyosaki, the gym teacher, annoying?\That doesn't mean you should\Well, it's not like I'm going to do anything to him with it. response:	What?
context: Multiple rescue requests have appeared on the timeline.\A news channel helicopter has crashed into a ropeway's support pillar.\The pillars bent, stranding the two gondolas on either side.\You brought that to school?\Isn't Toyosaki, the gym teacher, annoying?\That doesn't mean you should\Well, it's not like I'm going to do anything to him with it.\What? response:	Now!
context: A news channel helicopter has crashed into a ropeway's support pillar.\The pillars bent, stranding the two gondolas on either side.\You brought that to school?\Isn't Toyosaki, the gym teacher, annoying?\That doesn't mean you should\Well, it's not like I'm going to do anything to him with it.\What?\Now! response:	You!
context: The pillars bent, stranding the two gondolas on either side.\You brought that to school?\Isn't Toyosaki, the gym teacher, annoying?\That doesn't mean you should\Well, it's not like I'm going to do anything to him with it.\What?\Now!\You! response:	Stop resisting!
context: You brought that to school?\Isn't Toyosaki, the gym teacher, annoying?\That doesn't mean you should\Well, it's not like I'm going to do anything to him with it.\What?\Now!\You!\Stop resisting! response:	Don't move!
context: Isn't Toyosaki, the gym teacher, annoying?\That doesn't mean you should\Well, it's not like I'm going to do anything to him with it.\What?\Now!\You!\Stop resisting!\Don't move! response:	What?
context: That doesn't mean you should\Well, it's not like I'm going to do anything to him with it.\What?\Now!\You!\Stop resisting!\Don't move!\What? response:	Where is he? Where'd he go?
context: Well, it's not like I'm going to do anything to him with it.\What?\Now!\You!\Stop resisting!\Don't move!\What?\Where is he? Where'd he go? response:	Look around!
context: What?\Now!\You!\Stop resisting!\Don't move!\What?\Where is he? Where'd he go?\Look around! response:	Hey, there he is!
context: Now!\You!\Stop resisting!\Don't move!\What?\Where is he? Where'd he go?\Look around!\Hey, there he is! response:	N-No!
context: You!\Stop resisting!\Don't move!\What?\Where is he? Where'd he go?\Look around!\Hey, there he is!\N-No! response:	Stop resisting!
context: Stop resisting!\Don't move!\What?\Where is he? Where'd he go?\Look around!\Hey, there he is!\N-No!\Stop resisting! response:	It wasn't me!
context: Don't move!\What?\Where is he? Where'd he go?\Look around!\Hey, there he is!\N-No!\Stop resisting!\It wasn't me! response:	L-Let go of me!
context: What?\Where is he? Where'd he go?\Look around!\Hey, there he is!\N-No!\Stop resisting!\It wasn't me!\L-Let go of me! response:	Let go!
context: Where is he? Where'd he go?\Look around!\Hey, there he is!\N-No!\Stop resisting!\It wasn't me!\L-Let go of me!\Let go! response:	Gatcha...
context: Look around!\Hey, there he is!\N-No!\Stop resisting!\It wasn't me!\L-Let go of me!\Let go!\Gatcha... response:	Who are you?
context: Hey, there he is!\N-No!\Stop resisting!\It wasn't me!\L-Let go of me!\Let go!\Gatcha...\Who are you? response:	Was that your doing?
context: N-No!\Stop resisting!\It wasn't me!\L-Let go of me!\Let go!\Gatcha...\Who are you?\Was that your doing? response:	Yummy...
context: Stop resisting!\It wasn't me!\L-Let go of me!\Let go!\Gatcha...\Who are you?\Was that your doing?\Yummy... response:	Go...
context: It wasn't me!\L-Let go of me!\Let go!\Gatcha...\Who are you?\Was that your doing?\Yummy...\Go... response:	Number 58 of the Hundred is on the dispatched rescue team.
context: L-Let go of me!\Let go!\Gatcha...\Who are you?\Was that your doing?\Yummy...\Go...\Number 58 of the Hundred is on the dispatched rescue team. response:	They are in operation,
context: Let go!\Gatcha...\Who are you?\Was that your doing?\Yummy...\Go...\Number 58 of the Hundred is on the dispatched rescue team.\They are in operation, response:	but due to numerous obstacles that cannot be overcome,
