context: Is it true, Lizardia? response:	Yes, High Priestess.
context: Ange!\You're falling, Ange!\I can see that!\Hurry up and recover!\Not now of all times!\You're the weapon that destroyed the world, aren't you?\Get a grip, Villkiss!\Mom! response:	Mom!
context: You're falling, Ange!\I can see that!\Hurry up and recover!\Not now of all times!\You're the weapon that destroyed the world, aren't you?\Get a grip, Villkiss!\Mom!\Mom! response:	Mii!
context: I can see that!\Hurry up and recover!\Not now of all times!\You're the weapon that destroyed the world, aren't you?\Get a grip, Villkiss!\Mom!\Mom!\Mii! response:	Looks like we managed somehow.
context: Hurry up and recover!\Not now of all times!\You're the weapon that destroyed the world, aren't you?\Get a grip, Villkiss!\Mom!\Mom!\Mii!\Looks like we managed somehow. response:	Thanks to you, my people are safe.
context: Not now of all times!\You're the weapon that destroyed the world, aren't you?\Get a grip, Villkiss!\Mom!\Mom!\Mii!\Looks like we managed somehow.\Thanks to you, my people are safe. response:	You have my gratitude, Ange.
context: You're the weapon that destroyed the world, aren't you?\Get a grip, Villkiss!\Mom!\Mom!\Mii!\Looks like we managed somehow.\Thanks to you, my people are safe.\You have my gratitude, Ange. response:	I just helped a friend.
context: Get a grip, Villkiss!\Mom!\Mom!\Mii!\Looks like we managed somehow.\Thanks to you, my people are safe.\You have my gratitude, Ange.\I just helped a friend. response:	I didn't think that song could help us.
context: Mom!\Mom!\Mii!\Looks like we managed somehow.\Thanks to you, my people are safe.\You have my gratitude, Ange.\I just helped a friend.\I didn't think that song could help us. response:	Huh?
context: Mom!\Mii!\Looks like we managed somehow.\Thanks to you, my people are safe.\You have my gratitude, Ange.\I just helped a friend.\I didn't think that song could help us.\Huh? response:	The song you sang is the song Embryo sang to destroy this world.
context: Mii!\Looks like we managed somehow.\Thanks to you, my people are safe.\You have my gratitude, Ange.\I just helped a friend.\I didn't think that song could help us.\Huh?\The song you sang is the song Embryo sang to destroy this world. response:	Where did you learn that song?
context: Looks like we managed somehow.\Thanks to you, my people are safe.\You have my gratitude, Ange.\I just helped a friend.\I didn't think that song could help us.\Huh?\The song you sang is the song Embryo sang to destroy this world.\Where did you learn that song? response:	My mother taught it to me.
context: Thanks to you, my people are safe.\You have my gratitude, Ange.\I just helped a friend.\I didn't think that song could help us.\Huh?\The song you sang is the song Embryo sang to destroy this world.\Where did you learn that song?\My mother taught it to me. response:	She said it would show me the right path, no matter what happens.
context: You have my gratitude, Ange.\I just helped a friend.\I didn't think that song could help us.\Huh?\The song you sang is the song Embryo sang to destroy this world.\Where did you learn that song?\My mother taught it to me.\She said it would show me the right path, no matter what happens. response:	That is the same as us.
context: I just helped a friend.\I didn't think that song could help us.\Huh?\The song you sang is the song Embryo sang to destroy this world.\Where did you learn that song?\My mother taught it to me.\She said it would show me the right path, no matter what happens.\That is the same as us. response:	The Song of the Stars...
context: I didn't think that song could help us.\Huh?\The song you sang is the song Embryo sang to destroy this world.\Where did you learn that song?\My mother taught it to me.\She said it would show me the right path, no matter what happens.\That is the same as us.\The Song of the Stars... response:	Aura taught us that song, too.
context: Huh?\The song you sang is the song Embryo sang to destroy this world.\Where did you learn that song?\My mother taught it to me.\She said it would show me the right path, no matter what happens.\That is the same as us.\The Song of the Stars...\Aura taught us that song, too. response:	How foolish it was for me to try and own you.
context: The song you sang is the song Embryo sang to destroy this world.\Where did you learn that song?\My mother taught it to me.\She said it would show me the right path, no matter what happens.\That is the same as us.\The Song of the Stars...\Aura taught us that song, too.\How foolish it was for me to try and own you. response:	I am humbled in my immaturity.
context: Where did you learn that song?\My mother taught it to me.\She said it would show me the right path, no matter what happens.\That is the same as us.\The Song of the Stars...\Aura taught us that song, too.\How foolish it was for me to try and own you.\I am humbled in my immaturity. response:	Protected the people and stopped a crisis...
context: My mother taught it to me.\She said it would show me the right path, no matter what happens.\That is the same as us.\The Song of the Stars...\Aura taught us that song, too.\How foolish it was for me to try and own you.\I am humbled in my immaturity.\Protected the people and stopped a crisis... response:	That is how a leader must be.
context: She said it would show me the right path, no matter what happens.\That is the same as us.\The Song of the Stars...\Aura taught us that song, too.\How foolish it was for me to try and own you.\I am humbled in my immaturity.\Protected the people and stopped a crisis...\That is how a leader must be. response:	I would like to become your friend, too.
context: That is the same as us.\The Song of the Stars...\Aura taught us that song, too.\How foolish it was for me to try and own you.\I am humbled in my immaturity.\Protected the people and stopped a crisis...\That is how a leader must be.\I would like to become your friend, too. response:	To learn with you, and walk with you...
context: The Song of the Stars...\Aura taught us that song, too.\How foolish it was for me to try and own you.\I am humbled in my immaturity.\Protected the people and stopped a crisis...\That is how a leader must be.\I would like to become your friend, too.\To learn with you, and walk with you... response:	But Salamandenden is so long...
context: Aura taught us that song, too.\How foolish it was for me to try and own you.\I am humbled in my immaturity.\Protected the people and stopped a crisis...\That is how a leader must be.\I would like to become your friend, too.\To learn with you, and walk with you...\But Salamandenden is so long... response:	Huh?
context: How foolish it was for me to try and own you.\I am humbled in my immaturity.\Protected the people and stopped a crisis...\That is how a leader must be.\I would like to become your friend, too.\To learn with you, and walk with you...\But Salamandenden is so long...\Huh? response:	I'll just call you Salako.
context: I am humbled in my immaturity.\Protected the people and stopped a crisis...\That is how a leader must be.\I would like to become your friend, too.\To learn with you, and walk with you...\But Salamandenden is so long...\Huh?\I'll just call you Salako. response:	Then I will call you Anko (red bean paste).
context: Protected the people and stopped a crisis...\That is how a leader must be.\I would like to become your friend, too.\To learn with you, and walk with you...\But Salamandenden is so long...\Huh?\I'll just call you Salako.\Then I will call you Anko (red bean paste). response:	No, you won't.
context: That is how a leader must be.\I would like to become your friend, too.\To learn with you, and walk with you...\But Salamandenden is so long...\Huh?\I'll just call you Salako.\Then I will call you Anko (red bean paste).\No, you won't. response:	Anko isn't any shorter!
context: I would like to become your friend, too.\To learn with you, and walk with you...\But Salamandenden is so long...\Huh?\I'll just call you Salako.\Then I will call you Anko (red bean paste).\No, you won't.\Anko isn't any shorter! response:	But it sounds tasty.
context: To learn with you, and walk with you...\But Salamandenden is so long...\Huh?\I'll just call you Salako.\Then I will call you Anko (red bean paste).\No, you won't.\Anko isn't any shorter!\But it sounds tasty. response:	No! It's so sweet and blubbery.
context: But Salamandenden is so long...\Huh?\I'll just call you Salako.\Then I will call you Anko (red bean paste).\No, you won't.\Anko isn't any shorter!\But it sounds tasty.\No! It's so sweet and blubbery. response:	We're rivals giving each other names, and you're calling me Anko?!
context: Huh?\I'll just call you Salako.\Then I will call you Anko (red bean paste).\No, you won't.\Anko isn't any shorter!\But it sounds tasty.\No! It's so sweet and blubbery.\We're rivals giving each other names, and you're calling me Anko?! response:	I see.
context: I'll just call you Salako.\Then I will call you Anko (red bean paste).\No, you won't.\Anko isn't any shorter!\But it sounds tasty.\No! It's so sweet and blubbery.\We're rivals giving each other names, and you're calling me Anko?!\I see. response:	The Black Angel of Destruction
context: Then I will call you Anko (red bean paste).\No, you won't.\Anko isn't any shorter!\But it sounds tasty.\No! It's so sweet and blubbery.\We're rivals giving each other names, and you're calling me Anko?!\I see.\The Black Angel of Destruction response:	Maybe Kinako (soy flour)?
context: No, you won't.\Anko isn't any shorter!\But it sounds tasty.\No! It's so sweet and blubbery.\We're rivals giving each other names, and you're calling me Anko?!\I see.\The Black Angel of Destruction\Maybe Kinako (soy flour)? response:	Are you trying to pick a fight?!
