context: OP response:	*TS* : Super Vodka; : Danger! Do not mix!
context: No... Save me!\Someone!\Is this my punishment?\Because I'm weak? Because I'm a liar?\I have to pay the price.\Sayaka-chan?!\This should finish you!\Sorry about that. response:	Looks like I made it just in the nick of time.
context: Someone!\Is this my punishment?\Because I'm weak? Because I'm a liar?\I have to pay the price.\Sayaka-chan?!\This should finish you!\Sorry about that.\Looks like I made it just in the nick of time. response:	Sayaka-chan, that costume...
context: Is this my punishment?\Because I'm weak? Because I'm a liar?\I have to pay the price.\Sayaka-chan?!\This should finish you!\Sorry about that.\Looks like I made it just in the nick of time.\Sayaka-chan, that costume... response:	I guess you could say I changed my mind.
context: Because I'm weak? Because I'm a liar?\I have to pay the price.\Sayaka-chan?!\This should finish you!\Sorry about that.\Looks like I made it just in the nick of time.\Sayaka-chan, that costume...\I guess you could say I changed my mind. response:	It's fine! I did well for my first time, don't you think?
context: I have to pay the price.\Sayaka-chan?!\This should finish you!\Sorry about that.\Looks like I made it just in the nick of time.\Sayaka-chan, that costume...\I guess you could say I changed my mind.\It's fine! I did well for my first time, don't you think? response:	But...
context: Sayaka-chan?!\This should finish you!\Sorry about that.\Looks like I made it just in the nick of time.\Sayaka-chan, that costume...\I guess you could say I changed my mind.\It's fine! I did well for my first time, don't you think?\But... response:	You...
context: This should finish you!\Sorry about that.\Looks like I made it just in the nick of time.\Sayaka-chan, that costume...\I guess you could say I changed my mind.\It's fine! I did well for my first time, don't you think?\But...\You... response:	You're late, Transfer Student!
context: Sorry about that.\Looks like I made it just in the nick of time.\Sayaka-chan, that costume...\I guess you could say I changed my mind.\It's fine! I did well for my first time, don't you think?\But...\You...\You're late, Transfer Student! response:	I didn't think you'd actually come.
context: Looks like I made it just in the nick of time.\Sayaka-chan, that costume...\I guess you could say I changed my mind.\It's fine! I did well for my first time, don't you think?\But...\You...\You're late, Transfer Student!\I didn't think you'd actually come. response:	I heard about that Mami going and getting herself killed, so I made the trip out here.
context: Sayaka-chan, that costume...\I guess you could say I changed my mind.\It's fine! I did well for my first time, don't you think?\But...\You...\You're late, Transfer Student!\I didn't think you'd actually come.\I heard about that Mami going and getting herself killed, so I made the trip out here. response:	What's going on here? This is completely different from what you said!
context: I guess you could say I changed my mind.\It's fine! I did well for my first time, don't you think?\But...\You...\You're late, Transfer Student!\I didn't think you'd actually come.\I heard about that Mami going and getting herself killed, so I made the trip out here.\What's going on here? This is completely different from what you said! response:	I'm sorry about that. The city has a new Magical Girl now.
context: It's fine! I did well for my first time, don't you think?\But...\You...\You're late, Transfer Student!\I didn't think you'd actually come.\I heard about that Mami going and getting herself killed, so I made the trip out here.\What's going on here? This is completely different from what you said!\I'm sorry about that. The city has a new Magical Girl now. response:	I only just formed the contract with her.
context: But...\You...\You're late, Transfer Student!\I didn't think you'd actually come.\I heard about that Mami going and getting herself killed, so I made the trip out here.\What's going on here? This is completely different from what you said!\I'm sorry about that. The city has a new Magical Girl now.\I only just formed the contract with her. response:	What's with you?
context: You...\You're late, Transfer Student!\I didn't think you'd actually come.\I heard about that Mami going and getting herself killed, so I made the trip out here.\What's going on here? This is completely different from what you said!\I'm sorry about that. The city has a new Magical Girl now.\I only just formed the contract with her.\What's with you? response:	I'm pretty pissed.
context: You're late, Transfer Student!\I didn't think you'd actually come.\I heard about that Mami going and getting herself killed, so I made the trip out here.\What's going on here? This is completely different from what you said!\I'm sorry about that. The city has a new Magical Girl now.\I only just formed the contract with her.\What's with you?\I'm pretty pissed. response:	Like I would just give up on such a suitable breeding ground.
context: I didn't think you'd actually come.\I heard about that Mami going and getting herself killed, so I made the trip out here.\What's going on here? This is completely different from what you said!\I'm sorry about that. The city has a new Magical Girl now.\I only just formed the contract with her.\What's with you?\I'm pretty pissed.\Like I would just give up on such a suitable breeding ground. response:	What do you intend to do?
context: I heard about that Mami going and getting herself killed, so I made the trip out here.\What's going on here? This is completely different from what you said!\I'm sorry about that. The city has a new Magical Girl now.\I only just formed the contract with her.\What's with you?\I'm pretty pissed.\Like I would just give up on such a suitable breeding ground.\What do you intend to do? response:	Do you even need to ask?
context: What's going on here? This is completely different from what you said!\I'm sorry about that. The city has a new Magical Girl now.\I only just formed the contract with her.\What's with you?\I'm pretty pissed.\Like I would just give up on such a suitable breeding ground.\What do you intend to do?\Do you even need to ask? response:	I just need to beat her.
context: I'm sorry about that. The city has a new Magical Girl now.\I only just formed the contract with her.\What's with you?\I'm pretty pissed.\Like I would just give up on such a suitable breeding ground.\What do you intend to do?\Do you even need to ask?\I just need to beat her. response:	That girl...
context: I only just formed the contract with her.\What's with you?\I'm pretty pissed.\Like I would just give up on such a suitable breeding ground.\What do you intend to do?\Do you even need to ask?\I just need to beat her.\That girl... response:	Kobayashi Jin
context: What's with you?\I'm pretty pissed.\Like I would just give up on such a suitable breeding ground.\What do you intend to do?\Do you even need to ask?\I just need to beat her.\That girl...\Kobayashi Jin response:	I've started my flight.
context: I'm pretty pissed.\Like I would just give up on such a suitable breeding ground.\What do you intend to do?\Do you even need to ask?\I just need to beat her.\That girl...\Kobayashi Jin\I've started my flight. response:	Now, I, Magical Girl Sayaka, will do my utmost best to allow the peace of Mitakihara City to prevail.
context: Like I would just give up on such a suitable breeding ground.\What do you intend to do?\Do you even need to ask?\I just need to beat her.\That girl...\Kobayashi Jin\I've started my flight.\Now, I, Magical Girl Sayaka, will do my utmost best to allow the peace of Mitakihara City to prevail. response:	Episode 5 No Way I'd Regret It.
context: What do you intend to do?\Do you even need to ask?\I just need to beat her.\That girl...\Kobayashi Jin\I've started my flight.\Now, I, Magical Girl Sayaka, will do my utmost best to allow the peace of Mitakihara City to prevail.\Episode 5 No Way I'd Regret It. response:	No Way I'd Regret It.
