context: Juiz, it looks like I did it again. response:	-You killed? -Yes.
context: Leave me alone!\I wanted to apologize for the day before yesterday,\and there's something I'd like you to tell me, if you would.\So I came in person.\Saki...\I guess it's only natural they'd reject me.\I thought if I sincerely apologized for missing the first interview,\I could work things out, and I thought I'd gotten that chance. response:	But reality wasn't so kind.
context: I wanted to apologize for the day before yesterday,\and there's something I'd like you to tell me, if you would.\So I came in person.\Saki...\I guess it's only natural they'd reject me.\I thought if I sincerely apologized for missing the first interview,\I could work things out, and I thought I'd gotten that chance.\But reality wasn't so kind. response:	But you know, I don't think they had to dump a beef bowl on me!
context: and there's something I'd like you to tell me, if you would.\So I came in person.\Saki...\I guess it's only natural they'd reject me.\I thought if I sincerely apologized for missing the first interview,\I could work things out, and I thought I'd gotten that chance.\But reality wasn't so kind.\But you know, I don't think they had to dump a beef bowl on me! response:	Maybe it was tough to reject me because of Ryosuke, but we're adults,
context: So I came in person.\Saki...\I guess it's only natural they'd reject me.\I thought if I sincerely apologized for missing the first interview,\I could work things out, and I thought I'd gotten that chance.\But reality wasn't so kind.\But you know, I don't think they had to dump a beef bowl on me!\Maybe it was tough to reject me because of Ryosuke, but we're adults, response:	so if they thought they were such better members of society than me,
context: Saki...\I guess it's only natural they'd reject me.\I thought if I sincerely apologized for missing the first interview,\I could work things out, and I thought I'd gotten that chance.\But reality wasn't so kind.\But you know, I don't think they had to dump a beef bowl on me!\Maybe it was tough to reject me because of Ryosuke, but we're adults,\so if they thought they were such better members of society than me, response:	they could've come out and said it!
context: I guess it's only natural they'd reject me.\I thought if I sincerely apologized for missing the first interview,\I could work things out, and I thought I'd gotten that chance.\But reality wasn't so kind.\But you know, I don't think they had to dump a beef bowl on me!\Maybe it was tough to reject me because of Ryosuke, but we're adults,\so if they thought they were such better members of society than me,\they could've come out and said it! response:	The truth is, there was a company I wanted to work at.
context: I thought if I sincerely apologized for missing the first interview,\I could work things out, and I thought I'd gotten that chance.\But reality wasn't so kind.\But you know, I don't think they had to dump a beef bowl on me!\Maybe it was tough to reject me because of Ryosuke, but we're adults,\so if they thought they were such better members of society than me,\they could've come out and said it!\The truth is, there was a company I wanted to work at. response:	But at the interview, I started getting the feeling that maybe
context: I could work things out, and I thought I'd gotten that chance.\But reality wasn't so kind.\But you know, I don't think they had to dump a beef bowl on me!\Maybe it was tough to reject me because of Ryosuke, but we're adults,\so if they thought they were such better members of society than me,\they could've come out and said it!\The truth is, there was a company I wanted to work at.\But at the interview, I started getting the feeling that maybe response:	even though they said, You young people are the key players in society,
context: But reality wasn't so kind.\But you know, I don't think they had to dump a beef bowl on me!\Maybe it was tough to reject me because of Ryosuke, but we're adults,\so if they thought they were such better members of society than me,\they could've come out and said it!\The truth is, there was a company I wanted to work at.\But at the interview, I started getting the feeling that maybe\even though they said, You young people are the key players in society, response:	they really just wanted to use us for their own gain.
context: But you know, I don't think they had to dump a beef bowl on me!\Maybe it was tough to reject me because of Ryosuke, but we're adults,\so if they thought they were such better members of society than me,\they could've come out and said it!\The truth is, there was a company I wanted to work at.\But at the interview, I started getting the feeling that maybe\even though they said, You young people are the key players in society,\they really just wanted to use us for their own gain. response:	So I turned down the job.
context: Maybe it was tough to reject me because of Ryosuke, but we're adults,\so if they thought they were such better members of society than me,\they could've come out and said it!\The truth is, there was a company I wanted to work at.\But at the interview, I started getting the feeling that maybe\even though they said, You young people are the key players in society,\they really just wanted to use us for their own gain.\So I turned down the job. response:	Maybe that was stupid?
context: so if they thought they were such better members of society than me,\they could've come out and said it!\The truth is, there was a company I wanted to work at.\But at the interview, I started getting the feeling that maybe\even though they said, You young people are the key players in society,\they really just wanted to use us for their own gain.\So I turned down the job.\Maybe that was stupid? response:	But I can't go home now.
context: they could've come out and said it!\The truth is, there was a company I wanted to work at.\But at the interview, I started getting the feeling that maybe\even though they said, You young people are the key players in society,\they really just wanted to use us for their own gain.\So I turned down the job.\Maybe that was stupid?\But I can't go home now. response:	I love my sister and my niece, but I'm in love with Ryosuke!
context: The truth is, there was a company I wanted to work at.\But at the interview, I started getting the feeling that maybe\even though they said, You young people are the key players in society,\they really just wanted to use us for their own gain.\So I turned down the job.\Maybe that was stupid?\But I can't go home now.\I love my sister and my niece, but I'm in love with Ryosuke! response:	I love him so much!
context: But at the interview, I started getting the feeling that maybe\even though they said, You young people are the key players in society,\they really just wanted to use us for their own gain.\So I turned down the job.\Maybe that was stupid?\But I can't go home now.\I love my sister and my niece, but I'm in love with Ryosuke!\I love him so much! response:	That's why this is painful!
context: even though they said, You young people are the key players in society,\they really just wanted to use us for their own gain.\So I turned down the job.\Maybe that was stupid?\But I can't go home now.\I love my sister and my niece, but I'm in love with Ryosuke!\I love him so much!\That's why this is painful! response:	Come to my place. I'll take responsibility for everything.
context: they really just wanted to use us for their own gain.\So I turned down the job.\Maybe that was stupid?\But I can't go home now.\I love my sister and my niece, but I'm in love with Ryosuke!\I love him so much!\That's why this is painful!\Come to my place. I'll take responsibility for everything. response:	Hearing you, I've figured out what I need to do.
context: So I turned down the job.\Maybe that was stupid?\But I can't go home now.\I love my sister and my niece, but I'm in love with Ryosuke!\I love him so much!\That's why this is painful!\Come to my place. I'll take responsibility for everything.\Hearing you, I've figured out what I need to do. response:	So you don't have to force yourself to work.
context: Maybe that was stupid?\But I can't go home now.\I love my sister and my niece, but I'm in love with Ryosuke!\I love him so much!\That's why this is painful!\Come to my place. I'll take responsibility for everything.\Hearing you, I've figured out what I need to do.\So you don't have to force yourself to work. response:	Leave it to me!
context: But I can't go home now.\I love my sister and my niece, but I'm in love with Ryosuke!\I love him so much!\That's why this is painful!\Come to my place. I'll take responsibility for everything.\Hearing you, I've figured out what I need to do.\So you don't have to force yourself to work.\Leave it to me! response:	Plus, this country's gone so far around the bend
context: I love my sister and my niece, but I'm in love with Ryosuke!\I love him so much!\That's why this is painful!\Come to my place. I'll take responsibility for everything.\Hearing you, I've figured out what I need to do.\So you don't have to force yourself to work.\Leave it to me!\Plus, this country's gone so far around the bend response:	that somebody's got to do something about it, anyway.
context: I love him so much!\That's why this is painful!\Come to my place. I'll take responsibility for everything.\Hearing you, I've figured out what I need to do.\So you don't have to force yourself to work.\Leave it to me!\Plus, this country's gone so far around the bend\that somebody's got to do something about it, anyway. response:	Giving someone ten billion yen
context: That's why this is painful!\Come to my place. I'll take responsibility for everything.\Hearing you, I've figured out what I need to do.\So you don't have to force yourself to work.\Leave it to me!\Plus, this country's gone so far around the bend\that somebody's got to do something about it, anyway.\Giving someone ten billion yen response:	and telling them to save the country is just too irresponsible!
context: Come to my place. I'll take responsibility for everything.\Hearing you, I've figured out what I need to do.\So you don't have to force yourself to work.\Leave it to me!\Plus, this country's gone so far around the bend\that somebody's got to do something about it, anyway.\Giving someone ten billion yen\and telling them to save the country is just too irresponsible! response:	And that's why the Johnnys are...
context: Hearing you, I've figured out what I need to do.\So you don't have to force yourself to work.\Leave it to me!\Plus, this country's gone so far around the bend\that somebody's got to do something about it, anyway.\Giving someone ten billion yen\and telling them to save the country is just too irresponsible!\And that's why the Johnnys are... response:	So you don't have to work, Saki. They're the ones it'll hurt in the end.
context: So you don't have to force yourself to work.\Leave it to me!\Plus, this country's gone so far around the bend\that somebody's got to do something about it, anyway.\Giving someone ten billion yen\and telling them to save the country is just too irresponsible!\And that's why the Johnnys are...\So you don't have to work, Saki. They're the ones it'll hurt in the end. response:	So until then, you don't have to do anything.
context: Leave it to me!\Plus, this country's gone so far around the bend\that somebody's got to do something about it, anyway.\Giving someone ten billion yen\and telling them to save the country is just too irresponsible!\And that's why the Johnnys are...\So you don't have to work, Saki. They're the ones it'll hurt in the end.\So until then, you don't have to do anything. response:	Who are you, really?
context: Plus, this country's gone so far around the bend\that somebody's got to do something about it, anyway.\Giving someone ten billion yen\and telling them to save the country is just too irresponsible!\And that's why the Johnnys are...\So you don't have to work, Saki. They're the ones it'll hurt in the end.\So until then, you don't have to do anything.\Who are you, really? response:	Dunno. But I think I'm about to find out.
context: that somebody's got to do something about it, anyway.\Giving someone ten billion yen\and telling them to save the country is just too irresponsible!\And that's why the Johnnys are...\So you don't have to work, Saki. They're the ones it'll hurt in the end.\So until then, you don't have to do anything.\Who are you, really?\Dunno. But I think I'm about to find out. response:	Osugi, please, tell me what this is about already!
context: Giving someone ten billion yen\and telling them to save the country is just too irresponsible!\And that's why the Johnnys are...\So you don't have to work, Saki. They're the ones it'll hurt in the end.\So until then, you don't have to do anything.\Who are you, really?\Dunno. But I think I'm about to find out.\Osugi, please, tell me what this is about already! response:	I have no intention of becoming more to you than just a junior in the club.
context: and telling them to save the country is just too irresponsible!\And that's why the Johnnys are...\So you don't have to work, Saki. They're the ones it'll hurt in the end.\So until then, you don't have to do anything.\Who are you, really?\Dunno. But I think I'm about to find out.\Osugi, please, tell me what this is about already!\I have no intention of becoming more to you than just a junior in the club. response:	Don't get the wrong idea, Buster.
context: And that's why the Johnnys are...\So you don't have to work, Saki. They're the ones it'll hurt in the end.\So until then, you don't have to do anything.\Who are you, really?\Dunno. But I think I'm about to find out.\Osugi, please, tell me what this is about already!\I have no intention of becoming more to you than just a junior in the club.\Don't get the wrong idea, Buster. response:	Everyone eventually becomes a working adult!
context: So you don't have to work, Saki. They're the ones it'll hurt in the end.\So until then, you don't have to do anything.\Who are you, really?\Dunno. But I think I'm about to find out.\Osugi, please, tell me what this is about already!\I have no intention of becoming more to you than just a junior in the club.\Don't get the wrong idea, Buster.\Everyone eventually becomes a working adult! response:	It does no harm to go to a three-star restaurant or two, right?!
context: So until then, you don't have to do anything.\Who are you, really?\Dunno. But I think I'm about to find out.\Osugi, please, tell me what this is about already!\I have no intention of becoming more to you than just a junior in the club.\Don't get the wrong idea, Buster.\Everyone eventually becomes a working adult!\It does no harm to go to a three-star restaurant or two, right?! response:	Well?!
context: Who are you, really?\Dunno. But I think I'm about to find out.\Osugi, please, tell me what this is about already!\I have no intention of becoming more to you than just a junior in the club.\Don't get the wrong idea, Buster.\Everyone eventually becomes a working adult!\It does no harm to go to a three-star restaurant or two, right?!\Well?! response:	But why'd you bring me?!
context: Dunno. But I think I'm about to find out.\Osugi, please, tell me what this is about already!\I have no intention of becoming more to you than just a junior in the club.\Don't get the wrong idea, Buster.\Everyone eventually becomes a working adult!\It does no harm to go to a three-star restaurant or two, right?!\Well?!\But why'd you bring me?! response:	That cost 80,000 yen... No way am I gonna puke it up!
context: Osugi, please, tell me what this is about already!\I have no intention of becoming more to you than just a junior in the club.\Don't get the wrong idea, Buster.\Everyone eventually becomes a working adult!\It does no harm to go to a three-star restaurant or two, right?!\Well?!\But why'd you bring me?!\That cost 80,000 yen... No way am I gonna puke it up! response:	Dammit! What have I been doing?!
context: I have no intention of becoming more to you than just a junior in the club.\Don't get the wrong idea, Buster.\Everyone eventually becomes a working adult!\It does no harm to go to a three-star restaurant or two, right?!\Well?!\But why'd you bring me?!\That cost 80,000 yen... No way am I gonna puke it up!\Dammit! What have I been doing?! response:	If you've got a boyfriend, tell me so!
context: Don't get the wrong idea, Buster.\Everyone eventually becomes a working adult!\It does no harm to go to a three-star restaurant or two, right?!\Well?!\But why'd you bring me?!\That cost 80,000 yen... No way am I gonna puke it up!\Dammit! What have I been doing?!\If you've got a boyfriend, tell me so! response:	If you had, I would've backed off right away!
context: Everyone eventually becomes a working adult!\It does no harm to go to a three-star restaurant or two, right?!\Well?!\But why'd you bring me?!\That cost 80,000 yen... No way am I gonna puke it up!\Dammit! What have I been doing?!\If you've got a boyfriend, tell me so!\If you had, I would've backed off right away! response:	The night is a seal
context: It does no harm to go to a three-star restaurant or two, right?!\Well?!\But why'd you bring me?!\That cost 80,000 yen... No way am I gonna puke it up!\Dammit! What have I been doing?!\If you've got a boyfriend, tell me so!\If you had, I would've backed off right away!\The night is a seal response:	If we mix in some bewilderment, it will end
context: Well?!\But why'd you bring me?!\That cost 80,000 yen... No way am I gonna puke it up!\Dammit! What have I been doing?!\If you've got a boyfriend, tell me so!\If you had, I would've backed off right away!\The night is a seal\If we mix in some bewilderment, it will end response:	If we're in danger of wavering, let's just abandon our reasons
context: But why'd you bring me?!\That cost 80,000 yen... No way am I gonna puke it up!\Dammit! What have I been doing?!\If you've got a boyfriend, tell me so!\If you had, I would've backed off right away!\The night is a seal\If we mix in some bewilderment, it will end\If we're in danger of wavering, let's just abandon our reasons response:	We drown in dreams again
context: That cost 80,000 yen... No way am I gonna puke it up!\Dammit! What have I been doing?!\If you've got a boyfriend, tell me so!\If you had, I would've backed off right away!\The night is a seal\If we mix in some bewilderment, it will end\If we're in danger of wavering, let's just abandon our reasons\We drown in dreams again response:	The future stretches on uncertainly
context: Dammit! What have I been doing?!\If you've got a boyfriend, tell me so!\If you had, I would've backed off right away!\The night is a seal\If we mix in some bewilderment, it will end\If we're in danger of wavering, let's just abandon our reasons\We drown in dreams again\The future stretches on uncertainly response:	I can still forgive you, I can still know the meaning
context: If you've got a boyfriend, tell me so!\If you had, I would've backed off right away!\The night is a seal\If we mix in some bewilderment, it will end\If we're in danger of wavering, let's just abandon our reasons\We drown in dreams again\The future stretches on uncertainly\I can still forgive you, I can still know the meaning response:	The night exists to be listened to closely
context: If you had, I would've backed off right away!\The night is a seal\If we mix in some bewilderment, it will end\If we're in danger of wavering, let's just abandon our reasons\We drown in dreams again\The future stretches on uncertainly\I can still forgive you, I can still know the meaning\The night exists to be listened to closely response:	I can copy that reason, and change
context: The night is a seal\If we mix in some bewilderment, it will end\If we're in danger of wavering, let's just abandon our reasons\We drown in dreams again\The future stretches on uncertainly\I can still forgive you, I can still know the meaning\The night exists to be listened to closely\I can copy that reason, and change response:	I wouldn't mind cutting off the future to know your breath
context: If we mix in some bewilderment, it will end\If we're in danger of wavering, let's just abandon our reasons\We drown in dreams again\The future stretches on uncertainly\I can still forgive you, I can still know the meaning\The night exists to be listened to closely\I can copy that reason, and change\I wouldn't mind cutting off the future to know your breath response:	I wouldn't mind cutting off the future
