context: Help me. response:	Somebody, help me.
context: That was an incantation.\An incantation?\Well... the special words to chant when we use major power.\Every Sekirei has his or her own incantation.\I see.\Our new lives start right here.\Yes, I'm indebted to you.\Yours will be room 202. response:	Please go ahead.
context: An incantation?\Well... the special words to chant when we use major power.\Every Sekirei has his or her own incantation.\I see.\Our new lives start right here.\Yes, I'm indebted to you.\Yours will be room 202.\Please go ahead. response:	Wow!
context: Well... the special words to chant when we use major power.\Every Sekirei has his or her own incantation.\I see.\Our new lives start right here.\Yes, I'm indebted to you.\Yours will be room 202.\Please go ahead.\Wow! response:	I've already cleaned.
context: Every Sekirei has his or her own incantation.\I see.\Our new lives start right here.\Yes, I'm indebted to you.\Yours will be room 202.\Please go ahead.\Wow!\I've already cleaned. response:	Thank you very much.
context: I see.\Our new lives start right here.\Yes, I'm indebted to you.\Yours will be room 202.\Please go ahead.\Wow!\I've already cleaned.\Thank you very much. response:	Minato-san, I'm stuck and I can't move.
context: Our new lives start right here.\Yes, I'm indebted to you.\Yours will be room 202.\Please go ahead.\Wow!\I've already cleaned.\Thank you very much.\Minato-san, I'm stuck and I can't move. response:	Creak! Minato-san, I'm stuck and I can't move.
context: Yes, I'm indebted to you.\Yours will be room 202.\Please go ahead.\Wow!\I've already cleaned.\Thank you very much.\Minato-san, I'm stuck and I can't move.\Creak! Minato-san, I'm stuck and I can't move. response:	Creak! Ah! Musubi-chan!
context: Yours will be room 202.\Please go ahead.\Wow!\I've already cleaned.\Thank you very much.\Minato-san, I'm stuck and I can't move.\Creak! Minato-san, I'm stuck and I can't move.\Creak! Ah! Musubi-chan! response:	Ah! Musubi-chan!
context: Please go ahead.\Wow!\I've already cleaned.\Thank you very much.\Minato-san, I'm stuck and I can't move.\Creak! Minato-san, I'm stuck and I can't move.\Creak! Ah! Musubi-chan!\Ah! Musubi-chan! response:	15 Minutes Later Ah! Musubi-chan!
context: Wow!\I've already cleaned.\Thank you very much.\Minato-san, I'm stuck and I can't move.\Creak! Minato-san, I'm stuck and I can't move.\Creak! Ah! Musubi-chan!\Ah! Musubi-chan!\15 Minutes Later Ah! Musubi-chan! response:	15 Minutes Later
context: I've already cleaned.\Thank you very much.\Minato-san, I'm stuck and I can't move.\Creak! Minato-san, I'm stuck and I can't move.\Creak! Ah! Musubi-chan!\Ah! Musubi-chan!\15 Minutes Later Ah! Musubi-chan!\15 Minutes Later response:	We finally... made it.
context: Thank you very much.\Minato-san, I'm stuck and I can't move.\Creak! Minato-san, I'm stuck and I can't move.\Creak! Ah! Musubi-chan!\Ah! Musubi-chan!\15 Minutes Later Ah! Musubi-chan!\15 Minutes Later\We finally... made it. response:	Musubi-san, you are so strong.
context: Minato-san, I'm stuck and I can't move.\Creak! Minato-san, I'm stuck and I can't move.\Creak! Ah! Musubi-chan!\Ah! Musubi-chan!\15 Minutes Later Ah! Musubi-chan!\15 Minutes Later\We finally... made it.\Musubi-san, you are so strong. response:	Yes! Because I am a fist-type Sekirei.
context: Creak! Minato-san, I'm stuck and I can't move.\Creak! Ah! Musubi-chan!\Ah! Musubi-chan!\15 Minutes Later Ah! Musubi-chan!\15 Minutes Later\We finally... made it.\Musubi-san, you are so strong.\Yes! Because I am a fist-type Sekirei. response:	You are a funny person.
context: Creak! Ah! Musubi-chan!\Ah! Musubi-chan!\15 Minutes Later Ah! Musubi-chan!\15 Minutes Later\We finally... made it.\Musubi-san, you are so strong.\Yes! Because I am a fist-type Sekirei.\You are a funny person. response:	Now, please come downstairs once you settle in.
context: Ah! Musubi-chan!\15 Minutes Later Ah! Musubi-chan!\15 Minutes Later\We finally... made it.\Musubi-san, you are so strong.\Yes! Because I am a fist-type Sekirei.\You are a funny person.\Now, please come downstairs once you settle in. response:	Yes.
context: 15 Minutes Later Ah! Musubi-chan!\15 Minutes Later\We finally... made it.\Musubi-san, you are so strong.\Yes! Because I am a fist-type Sekirei.\You are a funny person.\Now, please come downstairs once you settle in.\Yes. response:	Musubi-chan...
context: 15 Minutes Later\We finally... made it.\Musubi-san, you are so strong.\Yes! Because I am a fist-type Sekirei.\You are a funny person.\Now, please come downstairs once you settle in.\Yes.\Musubi-chan... response:	Yes?
context: We finally... made it.\Musubi-san, you are so strong.\Yes! Because I am a fist-type Sekirei.\You are a funny person.\Now, please come downstairs once you settle in.\Yes.\Musubi-chan...\Yes? response:	The Sekirei Plan is supposed to be confidential, isn't it?
context: Musubi-san, you are so strong.\Yes! Because I am a fist-type Sekirei.\You are a funny person.\Now, please come downstairs once you settle in.\Yes.\Musubi-chan...\Yes?\The Sekirei Plan is supposed to be confidential, isn't it? response:	You shouldn't say things like fist-type and Sekirei...
context: Yes! Because I am a fist-type Sekirei.\You are a funny person.\Now, please come downstairs once you settle in.\Yes.\Musubi-chan...\Yes?\The Sekirei Plan is supposed to be confidential, isn't it?\You shouldn't say things like fist-type and Sekirei... response:	Ah! I got careless...
context: You are a funny person.\Now, please come downstairs once you settle in.\Yes.\Musubi-chan...\Yes?\The Sekirei Plan is supposed to be confidential, isn't it?\You shouldn't say things like fist-type and Sekirei...\Ah! I got careless... response:	I hope it'll be all right.
context: Now, please come downstairs once you settle in.\Yes.\Musubi-chan...\Yes?\The Sekirei Plan is supposed to be confidential, isn't it?\You shouldn't say things like fist-type and Sekirei...\Ah! I got careless...\I hope it'll be all right. response:	Don't worry.
context: Yes.\Musubi-chan...\Yes?\The Sekirei Plan is supposed to be confidential, isn't it?\You shouldn't say things like fist-type and Sekirei...\Ah! I got careless...\I hope it'll be all right.\Don't worry. response:	Whatever the President will do to you,
context: Musubi-chan...\Yes?\The Sekirei Plan is supposed to be confidential, isn't it?\You shouldn't say things like fist-type and Sekirei...\Ah! I got careless...\I hope it'll be all right.\Don't worry.\Whatever the President will do to you, response:	everything will be fine as long as we're together.
context: Yes?\The Sekirei Plan is supposed to be confidential, isn't it?\You shouldn't say things like fist-type and Sekirei...\Ah! I got careless...\I hope it'll be all right.\Don't worry.\Whatever the President will do to you,\everything will be fine as long as we're together. response:	Whatever happens to you, I will protect you without fail.
context: The Sekirei Plan is supposed to be confidential, isn't it?\You shouldn't say things like fist-type and Sekirei...\Ah! I got careless...\I hope it'll be all right.\Don't worry.\Whatever the President will do to you,\everything will be fine as long as we're together.\Whatever happens to you, I will protect you without fail. response:	Oh no! What a loser I am!
context: You shouldn't say things like fist-type and Sekirei...\Ah! I got careless...\I hope it'll be all right.\Don't worry.\Whatever the President will do to you,\everything will be fine as long as we're together.\Whatever happens to you, I will protect you without fail.\Oh no! What a loser I am! response:	A girl said she'll protect me, then I felt oh so happy, and ah so relieved!
context: Ah! I got careless...\I hope it'll be all right.\Don't worry.\Whatever the President will do to you,\everything will be fine as long as we're together.\Whatever happens to you, I will protect you without fail.\Oh no! What a loser I am!\A girl said she'll protect me, then I felt oh so happy, and ah so relieved! response:	Minato-san?
context: I hope it'll be all right.\Don't worry.\Whatever the President will do to you,\everything will be fine as long as we're together.\Whatever happens to you, I will protect you without fail.\Oh no! What a loser I am!\A girl said she'll protect me, then I felt oh so happy, and ah so relieved!\Minato-san? response:	Ah, yes, thank you. Shall we put this stuff away?
context: Don't worry.\Whatever the President will do to you,\everything will be fine as long as we're together.\Whatever happens to you, I will protect you without fail.\Oh no! What a loser I am!\A girl said she'll protect me, then I felt oh so happy, and ah so relieved!\Minato-san?\Ah, yes, thank you. Shall we put this stuff away? response:	Yes!
context: Whatever the President will do to you,\everything will be fine as long as we're together.\Whatever happens to you, I will protect you without fail.\Oh no! What a loser I am!\A girl said she'll protect me, then I felt oh so happy, and ah so relieved!\Minato-san?\Ah, yes, thank you. Shall we put this stuff away?\Yes! response:	Um... Musubi-chan?
context: everything will be fine as long as we're together.\Whatever happens to you, I will protect you without fail.\Oh no! What a loser I am!\A girl said she'll protect me, then I felt oh so happy, and ah so relieved!\Minato-san?\Ah, yes, thank you. Shall we put this stuff away?\Yes!\Um... Musubi-chan? response:	Yes?
context: Whatever happens to you, I will protect you without fail.\Oh no! What a loser I am!\A girl said she'll protect me, then I felt oh so happy, and ah so relieved!\Minato-san?\Ah, yes, thank you. Shall we put this stuff away?\Yes!\Um... Musubi-chan?\Yes? response:	Ah, well... Thank you for your continuing support.
context: Oh no! What a loser I am!\A girl said she'll protect me, then I felt oh so happy, and ah so relieved!\Minato-san?\Ah, yes, thank you. Shall we put this stuff away?\Yes!\Um... Musubi-chan?\Yes?\Ah, well... Thank you for your continuing support. response:	Yes, for many years to come.
context: A girl said she'll protect me, then I felt oh so happy, and ah so relieved!\Minato-san?\Ah, yes, thank you. Shall we put this stuff away?\Yes!\Um... Musubi-chan?\Yes?\Ah, well... Thank you for your continuing support.\Yes, for many years to come. response:	Sekirei Number 88 and her Ashikabi...
context: Minato-san?\Ah, yes, thank you. Shall we put this stuff away?\Yes!\Um... Musubi-chan?\Yes?\Ah, well... Thank you for your continuing support.\Yes, for many years to come.\Sekirei Number 88 and her Ashikabi... response:	Kagari-san, are you leaving?
context: Ah, yes, thank you. Shall we put this stuff away?\Yes!\Um... Musubi-chan?\Yes?\Ah, well... Thank you for your continuing support.\Yes, for many years to come.\Sekirei Number 88 and her Ashikabi...\Kagari-san, are you leaving? response:	Yes, I'm going to work.
context: Yes!\Um... Musubi-chan?\Yes?\Ah, well... Thank you for your continuing support.\Yes, for many years to come.\Sekirei Number 88 and her Ashikabi...\Kagari-san, are you leaving?\Yes, I'm going to work. response:	Oh, you're leaving early today. I've already prepared dinner for you.
context: Um... Musubi-chan?\Yes?\Ah, well... Thank you for your continuing support.\Yes, for many years to come.\Sekirei Number 88 and her Ashikabi...\Kagari-san, are you leaving?\Yes, I'm going to work.\Oh, you're leaving early today. I've already prepared dinner for you. response:	I'm sorry. I promise to eat it when I'm back.
context: Yes?\Ah, well... Thank you for your continuing support.\Yes, for many years to come.\Sekirei Number 88 and her Ashikabi...\Kagari-san, are you leaving?\Yes, I'm going to work.\Oh, you're leaving early today. I've already prepared dinner for you.\I'm sorry. I promise to eat it when I'm back. response:	My.
context: Ah, well... Thank you for your continuing support.\Yes, for many years to come.\Sekirei Number 88 and her Ashikabi...\Kagari-san, are you leaving?\Yes, I'm going to work.\Oh, you're leaving early today. I've already prepared dinner for you.\I'm sorry. I promise to eat it when I'm back.\My. response:	See you, then.
context: Yes, for many years to come.\Sekirei Number 88 and her Ashikabi...\Kagari-san, are you leaving?\Yes, I'm going to work.\Oh, you're leaving early today. I've already prepared dinner for you.\I'm sorry. I promise to eat it when I'm back.\My.\See you, then. response:	Kagari-san is working at a host club.
context: Sekirei Number 88 and her Ashikabi...\Kagari-san, are you leaving?\Yes, I'm going to work.\Oh, you're leaving early today. I've already prepared dinner for you.\I'm sorry. I promise to eat it when I'm back.\My.\See you, then.\Kagari-san is working at a host club. response:	A host... I see.
context: Kagari-san, are you leaving?\Yes, I'm going to work.\Oh, you're leaving early today. I've already prepared dinner for you.\I'm sorry. I promise to eat it when I'm back.\My.\See you, then.\Kagari-san is working at a host club.\A host... I see. response:	I heard he is the number one host in the club. Isn't it amazing?
context: Yes, I'm going to work.\Oh, you're leaving early today. I've already prepared dinner for you.\I'm sorry. I promise to eat it when I'm back.\My.\See you, then.\Kagari-san is working at a host club.\A host... I see.\I heard he is the number one host in the club. Isn't it amazing? response:	A host?
context: Oh, you're leaving early today. I've already prepared dinner for you.\I'm sorry. I promise to eat it when I'm back.\My.\See you, then.\Kagari-san is working at a host club.\A host... I see.\I heard he is the number one host in the club. Isn't it amazing?\A host? response:	Musubi-chan, do you wish such a cool guy would do those things to you?
context: I'm sorry. I promise to eat it when I'm back.\My.\See you, then.\Kagari-san is working at a host club.\A host... I see.\I heard he is the number one host in the club. Isn't it amazing?\A host?\Musubi-chan, do you wish such a cool guy would do those things to you? response:	I'd like you to do anything to me, Minato-san.
context: My.\See you, then.\Kagari-san is working at a host club.\A host... I see.\I heard he is the number one host in the club. Isn't it amazing?\A host?\Musubi-chan, do you wish such a cool guy would do those things to you?\I'd like you to do anything to me, Minato-san. response:	Anything?! Musubi-chan, what do you mean anything?!
context: See you, then.\Kagari-san is working at a host club.\A host... I see.\I heard he is the number one host in the club. Isn't it amazing?\A host?\Musubi-chan, do you wish such a cool guy would do those things to you?\I'd like you to do anything to me, Minato-san.\Anything?! Musubi-chan, what do you mean anything?! response:	Minato-san... Minato-san... Minato-san...
context: Kagari-san is working at a host club.\A host... I see.\I heard he is the number one host in the club. Isn't it amazing?\A host?\Musubi-chan, do you wish such a cool guy would do those things to you?\I'd like you to do anything to me, Minato-san.\Anything?! Musubi-chan, what do you mean anything?!\Minato-san... Minato-san... Minato-san... response:	Anything!
context: A host... I see.\I heard he is the number one host in the club. Isn't it amazing?\A host?\Musubi-chan, do you wish such a cool guy would do those things to you?\I'd like you to do anything to me, Minato-san.\Anything?! Musubi-chan, what do you mean anything?!\Minato-san... Minato-san... Minato-san...\Anything! response:	Dinner will be ready soon, so how about taking a bath before that?
context: I heard he is the number one host in the club. Isn't it amazing?\A host?\Musubi-chan, do you wish such a cool guy would do those things to you?\I'd like you to do anything to me, Minato-san.\Anything?! Musubi-chan, what do you mean anything?!\Minato-san... Minato-san... Minato-san...\Anything!\Dinner will be ready soon, so how about taking a bath before that? response:	Wow, a bath!
context: A host?\Musubi-chan, do you wish such a cool guy would do those things to you?\I'd like you to do anything to me, Minato-san.\Anything?! Musubi-chan, what do you mean anything?!\Minato-san... Minato-san... Minato-san...\Anything!\Dinner will be ready soon, so how about taking a bath before that?\Wow, a bath! response:	Wow! What a spacious bath!
context: Musubi-chan, do you wish such a cool guy would do those things to you?\I'd like you to do anything to me, Minato-san.\Anything?! Musubi-chan, what do you mean anything?!\Minato-san... Minato-san... Minato-san...\Anything!\Dinner will be ready soon, so how about taking a bath before that?\Wow, a bath!\Wow! What a spacious bath! response:	We can take a bath together, and I can wash your back comfortably.
context: I'd like you to do anything to me, Minato-san.\Anything?! Musubi-chan, what do you mean anything?!\Minato-san... Minato-san... Minato-san...\Anything!\Dinner will be ready soon, so how about taking a bath before that?\Wow, a bath!\Wow! What a spacious bath!\We can take a bath together, and I can wash your back comfortably. response:	No! I'll take a bath later!
context: Anything?! Musubi-chan, what do you mean anything?!\Minato-san... Minato-san... Minato-san...\Anything!\Dinner will be ready soon, so how about taking a bath before that?\Wow, a bath!\Wow! What a spacious bath!\We can take a bath together, and I can wash your back comfortably.\No! I'll take a bath later! response:	Huh? Minato-san?
context: Minato-san... Minato-san... Minato-san...\Anything!\Dinner will be ready soon, so how about taking a bath before that?\Wow, a bath!\Wow! What a spacious bath!\We can take a bath together, and I can wash your back comfortably.\No! I'll take a bath later!\Huh? Minato-san? response:	I think I'd get dizzy before I got in the bath...
context: Anything!\Dinner will be ready soon, so how about taking a bath before that?\Wow, a bath!\Wow! What a spacious bath!\We can take a bath together, and I can wash your back comfortably.\No! I'll take a bath later!\Huh? Minato-san?\I think I'd get dizzy before I got in the bath... response:	Hot!
context: Dinner will be ready soon, so how about taking a bath before that?\Wow, a bath!\Wow! What a spacious bath!\We can take a bath together, and I can wash your back comfortably.\No! I'll take a bath later!\Huh? Minato-san?\I think I'd get dizzy before I got in the bath...\Hot! response:	I wanted to wash Minato-san's back...
context: Wow, a bath!\Wow! What a spacious bath!\We can take a bath together, and I can wash your back comfortably.\No! I'll take a bath later!\Huh? Minato-san?\I think I'd get dizzy before I got in the bath...\Hot!\I wanted to wash Minato-san's back... response:	Huh? Is anybody in there?
context: Wow! What a spacious bath!\We can take a bath together, and I can wash your back comfortably.\No! I'll take a bath later!\Huh? Minato-san?\I think I'd get dizzy before I got in the bath...\Hot!\I wanted to wash Minato-san's back...\Huh? Is anybody in there? response:	Ah! You're the new resident!
context: We can take a bath together, and I can wash your back comfortably.\No! I'll take a bath later!\Huh? Minato-san?\I think I'd get dizzy before I got in the bath...\Hot!\I wanted to wash Minato-san's back...\Huh? Is anybody in there?\Ah! You're the new resident! response:	How could we survive even though we fell from so high?
context: No! I'll take a bath later!\Huh? Minato-san?\I think I'd get dizzy before I got in the bath...\Hot!\I wanted to wash Minato-san's back...\Huh? Is anybody in there?\Ah! You're the new resident!\How could we survive even though we fell from so high? response:	I guess this tree became a cushion.
context: Huh? Minato-san?\I think I'd get dizzy before I got in the bath...\Hot!\I wanted to wash Minato-san's back...\Huh? Is anybody in there?\Ah! You're the new resident!\How could we survive even though we fell from so high?\I guess this tree became a cushion. response:	Help me!
context: I think I'd get dizzy before I got in the bath...\Hot!\I wanted to wash Minato-san's back...\Huh? Is anybody in there?\Ah! You're the new resident!\How could we survive even though we fell from so high?\I guess this tree became a cushion.\Help me! response:	I'm Uzume of room 203. Nice to meet you.
context: Hot!\I wanted to wash Minato-san's back...\Huh? Is anybody in there?\Ah! You're the new resident!\How could we survive even though we fell from so high?\I guess this tree became a cushion.\Help me!\I'm Uzume of room 203. Nice to meet you. response:	I'm Musubi. Nice to meet you.
context: I wanted to wash Minato-san's back...\Huh? Is anybody in there?\Ah! You're the new resident!\How could we survive even though we fell from so high?\I guess this tree became a cushion.\Help me!\I'm Uzume of room 203. Nice to meet you.\I'm Musubi. Nice to meet you. response:	Ah, Sekirei symbol! You are a Sekirei!
context: Huh? Is anybody in there?\Ah! You're the new resident!\How could we survive even though we fell from so high?\I guess this tree became a cushion.\Help me!\I'm Uzume of room 203. Nice to meet you.\I'm Musubi. Nice to meet you.\Ah, Sekirei symbol! You are a Sekirei! response:	See? Me too, me too!
context: Ah! You're the new resident!\How could we survive even though we fell from so high?\I guess this tree became a cushion.\Help me!\I'm Uzume of room 203. Nice to meet you.\I'm Musubi. Nice to meet you.\Ah, Sekirei symbol! You are a Sekirei!\See? Me too, me too! response:	Ah! What was... that?!
context: How could we survive even though we fell from so high?\I guess this tree became a cushion.\Help me!\I'm Uzume of room 203. Nice to meet you.\I'm Musubi. Nice to meet you.\Ah, Sekirei symbol! You are a Sekirei!\See? Me too, me too!\Ah! What was... that?! response:	Now that I think of it, I saw her then, too...
context: I guess this tree became a cushion.\Help me!\I'm Uzume of room 203. Nice to meet you.\I'm Musubi. Nice to meet you.\Ah, Sekirei symbol! You are a Sekirei!\See? Me too, me too!\Ah! What was... that?!\Now that I think of it, I saw her then, too... response:	What the?!
context: Help me!\I'm Uzume of room 203. Nice to meet you.\I'm Musubi. Nice to meet you.\Ah, Sekirei symbol! You are a Sekirei!\See? Me too, me too!\Ah! What was... that?!\Now that I think of it, I saw her then, too...\What the?! response:	Whoa! Wait a sec!
context: I'm Uzume of room 203. Nice to meet you.\I'm Musubi. Nice to meet you.\Ah, Sekirei symbol! You are a Sekirei!\See? Me too, me too!\Ah! What was... that?!\Now that I think of it, I saw her then, too...\What the?!\Whoa! Wait a sec! response:	I'm so excited!
context: I'm Musubi. Nice to meet you.\Ah, Sekirei symbol! You are a Sekirei!\See? Me too, me too!\Ah! What was... that?!\Now that I think of it, I saw her then, too...\What the?!\Whoa! Wait a sec!\I'm so excited! response:	Listen to me first!
context: Ah, Sekirei symbol! You are a Sekirei!\See? Me too, me too!\Ah! What was... that?!\Now that I think of it, I saw her then, too...\What the?!\Whoa! Wait a sec!\I'm so excited!\Listen to me first! response:	I'm Sekirei number 88, Musubi, a fist-type!
context: See? Me too, me too!\Ah! What was... that?!\Now that I think of it, I saw her then, too...\What the?!\Whoa! Wait a sec!\I'm so excited!\Listen to me first!\I'm Sekirei number 88, Musubi, a fist-type! response:	This is my first real fight. I'm inexperienced, but I'll do my best!
context: Ah! What was... that?!\Now that I think of it, I saw her then, too...\What the?!\Whoa! Wait a sec!\I'm so excited!\Listen to me first!\I'm Sekirei number 88, Musubi, a fist-type!\This is my first real fight. I'm inexperienced, but I'll do my best! response:	Do your best?
context: Now that I think of it, I saw her then, too...\What the?!\Whoa! Wait a sec!\I'm so excited!\Listen to me first!\I'm Sekirei number 88, Musubi, a fist-type!\This is my first real fight. I'm inexperienced, but I'll do my best!\Do your best? response:	Here I come!
context: What the?!\Whoa! Wait a sec!\I'm so excited!\Listen to me first!\I'm Sekirei number 88, Musubi, a fist-type!\This is my first real fight. I'm inexperienced, but I'll do my best!\Do your best?\Here I come! response:	Time-out! Time-out!
context: Whoa! Wait a sec!\I'm so excited!\Listen to me first!\I'm Sekirei number 88, Musubi, a fist-type!\This is my first real fight. I'm inexperienced, but I'll do my best!\Do your best?\Here I come!\Time-out! Time-out! response:	I can't play with you now!
context: I'm so excited!\Listen to me first!\I'm Sekirei number 88, Musubi, a fist-type!\This is my first real fight. I'm inexperienced, but I'll do my best!\Do your best?\Here I come!\Time-out! Time-out!\I can't play with you now! response:	Modesty, modesty.
context: Listen to me first!\I'm Sekirei number 88, Musubi, a fist-type!\This is my first real fight. I'm inexperienced, but I'll do my best!\Do your best?\Here I come!\Time-out! Time-out!\I can't play with you now!\Modesty, modesty. response:	Hey you! You are her master, aren't you?
context: I'm Sekirei number 88, Musubi, a fist-type!\This is my first real fight. I'm inexperienced, but I'll do my best!\Do your best?\Here I come!\Time-out! Time-out!\I can't play with you now!\Modesty, modesty.\Hey you! You are her master, aren't you? response:	Heh?
context: This is my first real fight. I'm inexperienced, but I'll do my best!\Do your best?\Here I come!\Time-out! Time-out!\I can't play with you now!\Modesty, modesty.\Hey you! You are her master, aren't you?\Heh? response:	I don't feel like fighting.
context: Do your best?\Here I come!\Time-out! Time-out!\I can't play with you now!\Modesty, modesty.\Hey you! You are her master, aren't you?\Heh?\I don't feel like fighting. response:	So, can you stop her?
context: Here I come!\Time-out! Time-out!\I can't play with you now!\Modesty, modesty.\Hey you! You are her master, aren't you?\Heh?\I don't feel like fighting.\So, can you stop her? response:	Huh?
context: Time-out! Time-out!\I can't play with you now!\Modesty, modesty.\Hey you! You are her master, aren't you?\Heh?\I don't feel like fighting.\So, can you stop her?\Huh? response:	Ah! Get away from Minato-san!
context: I can't play with you now!\Modesty, modesty.\Hey you! You are her master, aren't you?\Heh?\I don't feel like fighting.\So, can you stop her?\Huh?\Ah! Get away from Minato-san! response:	Get away from Minato-san!
context: Modesty, modesty.\Hey you! You are her master, aren't you?\Heh?\I don't feel like fighting.\So, can you stop her?\Huh?\Ah! Get away from Minato-san!\Get away from Minato-san! response:	Mu-Mu-Mu-Musubi-chan. Stop, please!
context: Hey you! You are her master, aren't you?\Heh?\I don't feel like fighting.\So, can you stop her?\Huh?\Ah! Get away from Minato-san!\Get away from Minato-san!\Mu-Mu-Mu-Musubi-chan. Stop, please! response:	Yeah, yeah.
context: Heh?\I don't feel like fighting.\So, can you stop her?\Huh?\Ah! Get away from Minato-san!\Get away from Minato-san!\Mu-Mu-Mu-Musubi-chan. Stop, please!\Yeah, yeah. response:	Get away from... Minato-san!
context: I don't feel like fighting.\So, can you stop her?\Huh?\Ah! Get away from Minato-san!\Get away from Minato-san!\Mu-Mu-Mu-Musubi-chan. Stop, please!\Yeah, yeah.\Get away from... Minato-san! response:	Hey!
context: So, can you stop her?\Huh?\Ah! Get away from Minato-san!\Get away from Minato-san!\Mu-Mu-Mu-Musubi-chan. Stop, please!\Yeah, yeah.\Get away from... Minato-san!\Hey! response:	Girls shouldn't run around dressed like that. It is disgraceful.
context: Huh?\Ah! Get away from Minato-san!\Get away from Minato-san!\Mu-Mu-Mu-Musubi-chan. Stop, please!\Yeah, yeah.\Get away from... Minato-san!\Hey!\Girls shouldn't run around dressed like that. It is disgraceful. response:	Yes Ma'am. I'm sorry.
context: Ah! Get away from Minato-san!\Get away from Minato-san!\Mu-Mu-Mu-Musubi-chan. Stop, please!\Yeah, yeah.\Get away from... Minato-san!\Hey!\Girls shouldn't run around dressed like that. It is disgraceful.\Yes Ma'am. I'm sorry. response:	Hee, hee, you've got in trouble.
context: Get away from Minato-san!\Mu-Mu-Mu-Musubi-chan. Stop, please!\Yeah, yeah.\Get away from... Minato-san!\Hey!\Girls shouldn't run around dressed like that. It is disgraceful.\Yes Ma'am. I'm sorry.\Hee, hee, you've got in trouble. response:	Uzume-san, you too!
context: Mu-Mu-Mu-Musubi-chan. Stop, please!\Yeah, yeah.\Get away from... Minato-san!\Hey!\Girls shouldn't run around dressed like that. It is disgraceful.\Yes Ma'am. I'm sorry.\Hee, hee, you've got in trouble.\Uzume-san, you too! response:	Yes.
context: Yeah, yeah.\Get away from... Minato-san!\Hey!\Girls shouldn't run around dressed like that. It is disgraceful.\Yes Ma'am. I'm sorry.\Hee, hee, you've got in trouble.\Uzume-san, you too!\Yes. response:	I won't dare to ask you the reason for all this,
context: Get away from... Minato-san!\Hey!\Girls shouldn't run around dressed like that. It is disgraceful.\Yes Ma'am. I'm sorry.\Hee, hee, you've got in trouble.\Uzume-san, you too!\Yes.\I won't dare to ask you the reason for all this, response:	but I will never allow any violence in Maison Izumo...
context: Hey!\Girls shouldn't run around dressed like that. It is disgraceful.\Yes Ma'am. I'm sorry.\Hee, hee, you've got in trouble.\Uzume-san, you too!\Yes.\I won't dare to ask you the reason for all this,\but I will never allow any violence in Maison Izumo... response:	Do you understand?
context: Girls shouldn't run around dressed like that. It is disgraceful.\Yes Ma'am. I'm sorry.\Hee, hee, you've got in trouble.\Uzume-san, you too!\Yes.\I won't dare to ask you the reason for all this,\but I will never allow any violence in Maison Izumo...\Do you understand? response:	Y-Yes...
context: Yes Ma'am. I'm sorry.\Hee, hee, you've got in trouble.\Uzume-san, you too!\Yes.\I won't dare to ask you the reason for all this,\but I will never allow any violence in Maison Izumo...\Do you understand?\Y-Yes... response:	Dinner will be ready soon.
context: Hee, hee, you've got in trouble.\Uzume-san, you too!\Yes.\I won't dare to ask you the reason for all this,\but I will never allow any violence in Maison Izumo...\Do you understand?\Y-Yes...\Dinner will be ready soon. response:	Miya is... very, very scary when she's get angry.
context: Uzume-san, you too!\Yes.\I won't dare to ask you the reason for all this,\but I will never allow any violence in Maison Izumo...\Do you understand?\Y-Yes...\Dinner will be ready soon.\Miya is... very, very scary when she's get angry. response:	She's laughing...
context: Yes.\I won't dare to ask you the reason for all this,\but I will never allow any violence in Maison Izumo...\Do you understand?\Y-Yes...\Dinner will be ready soon.\Miya is... very, very scary when she's get angry.\She's laughing... response:	From the President: There is an un-emerged Sekirei in the arboretum! First one there wins! It could be you who makes the Green Girl emerge!
context: I won't dare to ask you the reason for all this,\but I will never allow any violence in Maison Izumo...\Do you understand?\Y-Yes...\Dinner will be ready soon.\Miya is... very, very scary when she's get angry.\She's laughing...\From the President: There is an un-emerged Sekirei in the arboretum! First one there wins! It could be you who makes the Green Girl emerge! response:	These abnormally proliferating plants...
context: but I will never allow any violence in Maison Izumo...\Do you understand?\Y-Yes...\Dinner will be ready soon.\Miya is... very, very scary when she's get angry.\She's laughing...\From the President: There is an un-emerged Sekirei in the arboretum! First one there wins! It could be you who makes the Green Girl emerge!\These abnormally proliferating plants... response:	I feel something disquieting...
context: Do you understand?\Y-Yes...\Dinner will be ready soon.\Miya is... very, very scary when she's get angry.\She's laughing...\From the President: There is an un-emerged Sekirei in the arboretum! First one there wins! It could be you who makes the Green Girl emerge!\These abnormally proliferating plants...\I feel something disquieting... response:	It's really like a stone door made of plants.
context: Y-Yes...\Dinner will be ready soon.\Miya is... very, very scary when she's get angry.\She's laughing...\From the President: There is an un-emerged Sekirei in the arboretum! First one there wins! It could be you who makes the Green Girl emerge!\These abnormally proliferating plants...\I feel something disquieting...\It's really like a stone door made of plants. response:	Homura!
context: Dinner will be ready soon.\Miya is... very, very scary when she's get angry.\She's laughing...\From the President: There is an un-emerged Sekirei in the arboretum! First one there wins! It could be you who makes the Green Girl emerge!\These abnormally proliferating plants...\I feel something disquieting...\It's really like a stone door made of plants.\Homura! response:	It is thy misfortune that we meet here!
