context: Shiratorizawa response:	I haven't doubted once that we would win.
context: But just by hitting\a powerful serve itself becomes pressure for the other side.\Huh?\A jump serve is a very risky serve.\But a serve that's done by chance, or a serve that's guaranteed to go in...\It's not about picking that,\but a team that's able to complete a chance serve right now is a strong team.\A team that's able to choose to do a chance serve right now response:	is a team that can become stronger.
context: a powerful serve itself becomes pressure for the other side.\Huh?\A jump serve is a very risky serve.\But a serve that's done by chance, or a serve that's guaranteed to go in...\It's not about picking that,\but a team that's able to complete a chance serve right now is a strong team.\A team that's able to choose to do a chance serve right now\is a team that can become stronger. response:	Of course, it's better if they don't miss,
context: Huh?\A jump serve is a very risky serve.\But a serve that's done by chance, or a serve that's guaranteed to go in...\It's not about picking that,\but a team that's able to complete a chance serve right now is a strong team.\A team that's able to choose to do a chance serve right now\is a team that can become stronger.\Of course, it's better if they don't miss, response:	and of course it's great if the other side misses,
context: A jump serve is a very risky serve.\But a serve that's done by chance, or a serve that's guaranteed to go in...\It's not about picking that,\but a team that's able to complete a chance serve right now is a strong team.\A team that's able to choose to do a chance serve right now\is a team that can become stronger.\Of course, it's better if they don't miss,\and of course it's great if the other side misses, response:	but it's valuable just to take that chance,
context: But a serve that's done by chance, or a serve that's guaranteed to go in...\It's not about picking that,\but a team that's able to complete a chance serve right now is a strong team.\A team that's able to choose to do a chance serve right now\is a team that can become stronger.\Of course, it's better if they don't miss,\and of course it's great if the other side misses,\but it's valuable just to take that chance, response:	as long as they're concerned.
context: It's not about picking that,\but a team that's able to complete a chance serve right now is a strong team.\A team that's able to choose to do a chance serve right now\is a team that can become stronger.\Of course, it's better if they don't miss,\and of course it's great if the other side misses,\but it's valuable just to take that chance,\as long as they're concerned. response:	All right!
context: but a team that's able to complete a chance serve right now is a strong team.\A team that's able to choose to do a chance serve right now\is a team that can become stronger.\Of course, it's better if they don't miss,\and of course it's great if the other side misses,\but it's valuable just to take that chance,\as long as they're concerned.\All right! response:	Leon-san!
context: A team that's able to choose to do a chance serve right now\is a team that can become stronger.\Of course, it's better if they don't miss,\and of course it's great if the other side misses,\but it's valuable just to take that chance,\as long as they're concerned.\All right!\Leon-san! response:	Don't jump at it. Don't jump at it.
context: is a team that can become stronger.\Of course, it's better if they don't miss,\and of course it's great if the other side misses,\but it's valuable just to take that chance,\as long as they're concerned.\All right!\Leon-san!\Don't jump at it. Don't jump at it. response:	Gimme!
context: Of course, it's better if they don't miss,\and of course it's great if the other side misses,\but it's valuable just to take that chance,\as long as they're concerned.\All right!\Leon-san!\Don't jump at it. Don't jump at it.\Gimme! response:	Ushijima-san!
context: and of course it's great if the other side misses,\but it's valuable just to take that chance,\as long as they're concerned.\All right!\Leon-san!\Don't jump at it. Don't jump at it.\Gimme!\Ushijima-san! response:	He's stopped!
context: but it's valuable just to take that chance,\as long as they're concerned.\All right!\Leon-san!\Don't jump at it. Don't jump at it.\Gimme!\Ushijima-san!\He's stopped! response:	From above the block?!
context: as long as they're concerned.\All right!\Leon-san!\Don't jump at it. Don't jump at it.\Gimme!\Ushijima-san!\He's stopped!\From above the block?! response:	All right!
context: All right!\Leon-san!\Don't jump at it. Don't jump at it.\Gimme!\Ushijima-san!\He's stopped!\From above the block?!\All right! response:	Nice kill, Ushijima!
context: Leon-san!\Don't jump at it. Don't jump at it.\Gimme!\Ushijima-san!\He's stopped!\From above the block?!\All right!\Nice kill, Ushijima! response:	That wasn't about height, it was about timing.
context: Don't jump at it. Don't jump at it.\Gimme!\Ushijima-san!\He's stopped!\From above the block?!\All right!\Nice kill, Ushijima!\That wasn't about height, it was about timing. response:	Ushijima! Ushijima!
context: Gimme!\Ushijima-san!\He's stopped!\From above the block?!\All right!\Nice kill, Ushijima!\That wasn't about height, it was about timing.\Ushijima! Ushijima! response:	They jumped into that block a bit too early.
context: Ushijima-san!\He's stopped!\From above the block?!\All right!\Nice kill, Ushijima!\That wasn't about height, it was about timing.\Ushijima! Ushijima!\They jumped into that block a bit too early. response:	I'm sure the fact that everyone is so tired and panicked is a factor,
context: He's stopped!\From above the block?!\All right!\Nice kill, Ushijima!\That wasn't about height, it was about timing.\Ushijima! Ushijima!\They jumped into that block a bit too early.\I'm sure the fact that everyone is so tired and panicked is a factor, response:	but more importantly,
context: From above the block?!\All right!\Nice kill, Ushijima!\That wasn't about height, it was about timing.\Ushijima! Ushijima!\They jumped into that block a bit too early.\I'm sure the fact that everyone is so tired and panicked is a factor,\but more importantly, response:	there's Ushiwaka's mid-air form, which makes it look
context: All right!\Nice kill, Ushijima!\That wasn't about height, it was about timing.\Ushijima! Ushijima!\They jumped into that block a bit too early.\I'm sure the fact that everyone is so tired and panicked is a factor,\but more importantly,\there's Ushiwaka's mid-air form, which makes it look response:	as though he's floating...
context: Nice kill, Ushijima!\That wasn't about height, it was about timing.\Ushijima! Ushijima!\They jumped into that block a bit too early.\I'm sure the fact that everyone is so tired and panicked is a factor,\but more importantly,\there's Ushiwaka's mid-air form, which makes it look\as though he's floating... response:	If you have good form, it gives you more of an advantage mid-air.
context: That wasn't about height, it was about timing.\Ushijima! Ushijima!\They jumped into that block a bit too early.\I'm sure the fact that everyone is so tired and panicked is a factor,\but more importantly,\there's Ushiwaka's mid-air form, which makes it look\as though he's floating...\If you have good form, it gives you more of an advantage mid-air. response:	What the hell?
context: Ushijima! Ushijima!\They jumped into that block a bit too early.\I'm sure the fact that everyone is so tired and panicked is a factor,\but more importantly,\there's Ushiwaka's mid-air form, which makes it look\as though he's floating...\If you have good form, it gives you more of an advantage mid-air.\What the hell? response:	Does stress or being out of stamina mean absolutely nothing to Ushiwaka?
context: They jumped into that block a bit too early.\I'm sure the fact that everyone is so tired and panicked is a factor,\but more importantly,\there's Ushiwaka's mid-air form, which makes it look\as though he's floating...\If you have good form, it gives you more of an advantage mid-air.\What the hell?\Does stress or being out of stamina mean absolutely nothing to Ushiwaka? response:	He's definitely some kind of monster or mutant,
context: I'm sure the fact that everyone is so tired and panicked is a factor,\but more importantly,\there's Ushiwaka's mid-air form, which makes it look\as though he's floating...\If you have good form, it gives you more of an advantage mid-air.\What the hell?\Does stress or being out of stamina mean absolutely nothing to Ushiwaka?\He's definitely some kind of monster or mutant, response:	but the name we're the most satisfied with...
context: but more importantly,\there's Ushiwaka's mid-air form, which makes it look\as though he's floating...\If you have good form, it gives you more of an advantage mid-air.\What the hell?\Does stress or being out of stamina mean absolutely nothing to Ushiwaka?\He's definitely some kind of monster or mutant,\but the name we're the most satisfied with... response:	is that he's a super volleyball idiot.
context: there's Ushiwaka's mid-air form, which makes it look\as though he's floating...\If you have good form, it gives you more of an advantage mid-air.\What the hell?\Does stress or being out of stamina mean absolutely nothing to Ushiwaka?\He's definitely some kind of monster or mutant,\but the name we're the most satisfied with...\is that he's a super volleyball idiot. response:	Shiratorizawa Karasuno
context: as though he's floating...\If you have good form, it gives you more of an advantage mid-air.\What the hell?\Does stress or being out of stamina mean absolutely nothing to Ushiwaka?\He's definitely some kind of monster or mutant,\but the name we're the most satisfied with...\is that he's a super volleyball idiot.\Shiratorizawa Karasuno response:	Nice serve!
context: If you have good form, it gives you more of an advantage mid-air.\What the hell?\Does stress or being out of stamina mean absolutely nothing to Ushiwaka?\He's definitely some kind of monster or mutant,\but the name we're the most satisfied with...\is that he's a super volleyball idiot.\Shiratorizawa Karasuno\Nice serve! response:	Bring it!
context: What the hell?\Does stress or being out of stamina mean absolutely nothing to Ushiwaka?\He's definitely some kind of monster or mutant,\but the name we're the most satisfied with...\is that he's a super volleyball idiot.\Shiratorizawa Karasuno\Nice serve!\Bring it! response:	Sorry, it's short!
context: Does stress or being out of stamina mean absolutely nothing to Ushiwaka?\He's definitely some kind of monster or mutant,\but the name we're the most satisfied with...\is that he's a super volleyball idiot.\Shiratorizawa Karasuno\Nice serve!\Bring it!\Sorry, it's short! response:	It's plenty!
context: He's definitely some kind of monster or mutant,\but the name we're the most satisfied with...\is that he's a super volleyball idiot.\Shiratorizawa Karasuno\Nice serve!\Bring it!\Sorry, it's short!\It's plenty! response:	Bring it on!
context: but the name we're the most satisfied with...\is that he's a super volleyball idiot.\Shiratorizawa Karasuno\Nice serve!\Bring it!\Sorry, it's short!\It's plenty!\Bring it on! response:	Perfect!
context: is that he's a super volleyball idiot.\Shiratorizawa Karasuno\Nice serve!\Bring it!\Sorry, it's short!\It's plenty!\Bring it on!\Perfect! response:	All right!
context: Shiratorizawa Karasuno\Nice serve!\Bring it!\Sorry, it's short!\It's plenty!\Bring it on!\Perfect!\All right! response:	It's rare to be so small and be such a main force.
context: Nice serve!\Bring it!\Sorry, it's short!\It's plenty!\Bring it on!\Perfect!\All right!\It's rare to be so small and be such a main force. response:	He's almost like the Little Giant
context: Bring it!\Sorry, it's short!\It's plenty!\Bring it on!\Perfect!\All right!\It's rare to be so small and be such a main force.\He's almost like the Little Giant response:	Bigger will always be stronger.
context: Sorry, it's short!\It's plenty!\Bring it on!\Perfect!\All right!\It's rare to be so small and be such a main force.\He's almost like the Little Giant\Bigger will always be stronger. response:	That is nature's logic.
context: It's plenty!\Bring it on!\Perfect!\All right!\It's rare to be so small and be such a main force.\He's almost like the Little Giant\Bigger will always be stronger.\That is nature's logic. response:	Nice serve, Kageyama!
context: Bring it on!\Perfect!\All right!\It's rare to be so small and be such a main force.\He's almost like the Little Giant\Bigger will always be stronger.\That is nature's logic.\Nice serve, Kageyama! response:	Go, Kageyama!
context: Perfect!\All right!\It's rare to be so small and be such a main force.\He's almost like the Little Giant\Bigger will always be stronger.\That is nature's logic.\Nice serve, Kageyama!\Go, Kageyama! response:	Nice serve!
context: All right!\It's rare to be so small and be such a main force.\He's almost like the Little Giant\Bigger will always be stronger.\That is nature's logic.\Nice serve, Kageyama!\Go, Kageyama!\Nice serve! response:	We're counting on you!
context: It's rare to be so small and be such a main force.\He's almost like the Little Giant\Bigger will always be stronger.\That is nature's logic.\Nice serve, Kageyama!\Go, Kageyama!\Nice serve!\We're counting on you! response:	It's good...
context: He's almost like the Little Giant\Bigger will always be stronger.\That is nature's logic.\Nice serve, Kageyama!\Go, Kageyama!\Nice serve!\We're counting on you!\It's good... response:	This is it!
context: Bigger will always be stronger.\That is nature's logic.\Nice serve, Kageyama!\Go, Kageyama!\Nice serve!\We're counting on you!\It's good...\This is it! response:	If we make this point, we win!
context: That is nature's logic.\Nice serve, Kageyama!\Go, Kageyama!\Nice serve!\We're counting on you!\It's good...\This is it!\If we make this point, we win! response:	Chance ball!
context: Nice serve, Kageyama!\Go, Kageyama!\Nice serve!\We're counting on you!\It's good...\This is it!\If we make this point, we win!\Chance ball! response:	Jump towards the direction that smells like satisfaction.
context: Go, Kageyama!\Nice serve!\We're counting on you!\It's good...\This is it!\If we make this point, we win!\Chance ball!\Jump towards the direction that smells like satisfaction. response:	With my forty years...
context: Nice serve!\We're counting on you!\It's good...\This is it!\If we make this point, we win!\Chance ball!\Jump towards the direction that smells like satisfaction.\With my forty years... response:	I want to deny you...
context: We're counting on you!\It's good...\This is it!\If we make this point, we win!\Chance ball!\Jump towards the direction that smells like satisfaction.\With my forty years...\I want to deny you... response:	Karasuno's 10.
context: It's good...\This is it!\If we make this point, we win!\Chance ball!\Jump towards the direction that smells like satisfaction.\With my forty years...\I want to deny you...\Karasuno's 10. response:	I read it right!
context: This is it!\If we make this point, we win!\Chance ball!\Jump towards the direction that smells like satisfaction.\With my forty years...\I want to deny you...\Karasuno's 10.\I read it right! response:	All right!
context: If we make this point, we win!\Chance ball!\Jump towards the direction that smells like satisfaction.\With my forty years...\I want to deny you...\Karasuno's 10.\I read it right!\All right! response:	Nice kill, Tendo!
context: Chance ball!\Jump towards the direction that smells like satisfaction.\With my forty years...\I want to deny you...\Karasuno's 10.\I read it right!\All right!\Nice kill, Tendo! response:	Be Courageous Warriors
context: Jump towards the direction that smells like satisfaction.\With my forty years...\I want to deny you...\Karasuno's 10.\I read it right!\All right!\Nice kill, Tendo!\Be Courageous Warriors response:	Tendo! Tendo!
context: With my forty years...\I want to deny you...\Karasuno's 10.\I read it right!\All right!\Nice kill, Tendo!\Be Courageous Warriors\Tendo! Tendo! response:	Karasuno's 10 is being a lot quieter than usual.
context: I want to deny you...\Karasuno's 10.\I read it right!\All right!\Nice kill, Tendo!\Be Courageous Warriors\Tendo! Tendo!\Karasuno's 10 is being a lot quieter than usual. response:	He's thinking.
context: Karasuno's 10.\I read it right!\All right!\Nice kill, Tendo!\Be Courageous Warriors\Tendo! Tendo!\Karasuno's 10 is being a lot quieter than usual.\He's thinking. response:	He just got shut down on a deuce on the final set,
context: I read it right!\All right!\Nice kill, Tendo!\Be Courageous Warriors\Tendo! Tendo!\Karasuno's 10 is being a lot quieter than usual.\He's thinking.\He just got shut down on a deuce on the final set, response:	and since he can't waste time being sad, he's thinking about the next step.
context: All right!\Nice kill, Tendo!\Be Courageous Warriors\Tendo! Tendo!\Karasuno's 10 is being a lot quieter than usual.\He's thinking.\He just got shut down on a deuce on the final set,\and since he can't waste time being sad, he's thinking about the next step. response:	Don't mind! We'll get the next one.
context: Nice kill, Tendo!\Be Courageous Warriors\Tendo! Tendo!\Karasuno's 10 is being a lot quieter than usual.\He's thinking.\He just got shut down on a deuce on the final set,\and since he can't waste time being sad, he's thinking about the next step.\Don't mind! We'll get the next one. response:	Right!
context: Be Courageous Warriors\Tendo! Tendo!\Karasuno's 10 is being a lot quieter than usual.\He's thinking.\He just got shut down on a deuce on the final set,\and since he can't waste time being sad, he's thinking about the next step.\Don't mind! We'll get the next one.\Right! response:	How disgusting.
context: Tendo! Tendo!\Karasuno's 10 is being a lot quieter than usual.\He's thinking.\He just got shut down on a deuce on the final set,\and since he can't waste time being sad, he's thinking about the next step.\Don't mind! We'll get the next one.\Right!\How disgusting. response:	Please hold up...
context: Karasuno's 10 is being a lot quieter than usual.\He's thinking.\He just got shut down on a deuce on the final set,\and since he can't waste time being sad, he's thinking about the next step.\Don't mind! We'll get the next one.\Right!\How disgusting.\Please hold up... response:	We'll have a chance in the next rotation.
context: He's thinking.\He just got shut down on a deuce on the final set,\and since he can't waste time being sad, he's thinking about the next step.\Don't mind! We'll get the next one.\Right!\How disgusting.\Please hold up...\We'll have a chance in the next rotation. response:	Shiratorizawa Karasuno
context: He just got shut down on a deuce on the final set,\and since he can't waste time being sad, he's thinking about the next step.\Don't mind! We'll get the next one.\Right!\How disgusting.\Please hold up...\We'll have a chance in the next rotation.\Shiratorizawa Karasuno response:	Go, Tanaka!
context: and since he can't waste time being sad, he's thinking about the next step.\Don't mind! We'll get the next one.\Right!\How disgusting.\Please hold up...\We'll have a chance in the next rotation.\Shiratorizawa Karasuno\Go, Tanaka! response:	All right!
context: Don't mind! We'll get the next one.\Right!\How disgusting.\Please hold up...\We'll have a chance in the next rotation.\Shiratorizawa Karasuno\Go, Tanaka!\All right! response:	All right!
context: Right!\How disgusting.\Please hold up...\We'll have a chance in the next rotation.\Shiratorizawa Karasuno\Go, Tanaka!\All right!\All right! response:	Yes! Just one more point!
context: How disgusting.\Please hold up...\We'll have a chance in the next rotation.\Shiratorizawa Karasuno\Go, Tanaka!\All right!\All right!\Yes! Just one more point! response:	Please! Make this one!
context: Please hold up...\We'll have a chance in the next rotation.\Shiratorizawa Karasuno\Go, Tanaka!\All right!\All right!\Yes! Just one more point!\Please! Make this one! response:	Here we go!
context: We'll have a chance in the next rotation.\Shiratorizawa Karasuno\Go, Tanaka!\All right!\All right!\Yes! Just one more point!\Please! Make this one!\Here we go! response:	Leon-san!
context: Shiratorizawa Karasuno\Go, Tanaka!\All right!\All right!\Yes! Just one more point!\Please! Make this one!\Here we go!\Leon-san! response:	Got it!
context: Go, Tanaka!\All right!\All right!\Yes! Just one more point!\Please! Make this one!\Here we go!\Leon-san!\Got it! response:	All right!
context: All right!\All right!\Yes! Just one more point!\Please! Make this one!\Here we go!\Leon-san!\Got it!\All right! response:	He wasn't able to jump...
context: All right!\Yes! Just one more point!\Please! Make this one!\Here we go!\Leon-san!\Got it!\All right!\He wasn't able to jump... response:	Looks like 10's legs are about done, too.
context: Yes! Just one more point!\Please! Make this one!\Here we go!\Leon-san!\Got it!\All right!\He wasn't able to jump...\Looks like 10's legs are about done, too. response:	You jerk!
context: Please! Make this one!\Here we go!\Leon-san!\Got it!\All right!\He wasn't able to jump...\Looks like 10's legs are about done, too.\You jerk! response:	Forgive it, Hinata.
context: Here we go!\Leon-san!\Got it!\All right!\He wasn't able to jump...\Looks like 10's legs are about done, too.\You jerk!\Forgive it, Hinata. response:	At this point, Karasuno is basically moving through sheer spirit.
context: Leon-san!\Got it!\All right!\He wasn't able to jump...\Looks like 10's legs are about done, too.\You jerk!\Forgive it, Hinata.\At this point, Karasuno is basically moving through sheer spirit. response:	Wakatoshi's on the front line now,
context: Got it!\All right!\He wasn't able to jump...\Looks like 10's legs are about done, too.\You jerk!\Forgive it, Hinata.\At this point, Karasuno is basically moving through sheer spirit.\Wakatoshi's on the front line now, response:	so this is our chance to break!
context: All right!\He wasn't able to jump...\Looks like 10's legs are about done, too.\You jerk!\Forgive it, Hinata.\At this point, Karasuno is basically moving through sheer spirit.\Wakatoshi's on the front line now,\so this is our chance to break! response:	Here we go!
context: He wasn't able to jump...\Looks like 10's legs are about done, too.\You jerk!\Forgive it, Hinata.\At this point, Karasuno is basically moving through sheer spirit.\Wakatoshi's on the front line now,\so this is our chance to break!\Here we go! response:	You want consecutive points so bad that you can almost taste them.
context: Looks like 10's legs are about done, too.\You jerk!\Forgive it, Hinata.\At this point, Karasuno is basically moving through sheer spirit.\Wakatoshi's on the front line now,\so this is our chance to break!\Here we go!\You want consecutive points so bad that you can almost taste them. response:	The moment you obtain them
context: You jerk!\Forgive it, Hinata.\At this point, Karasuno is basically moving through sheer spirit.\Wakatoshi's on the front line now,\so this is our chance to break!\Here we go!\You want consecutive points so bad that you can almost taste them.\The moment you obtain them response:	is not always dramatic.
context: Forgive it, Hinata.\At this point, Karasuno is basically moving through sheer spirit.\Wakatoshi's on the front line now,\so this is our chance to break!\Here we go!\You want consecutive points so bad that you can almost taste them.\The moment you obtain them\is not always dramatic. response:	I know...
context: At this point, Karasuno is basically moving through sheer spirit.\Wakatoshi's on the front line now,\so this is our chance to break!\Here we go!\You want consecutive points so bad that you can almost taste them.\The moment you obtain them\is not always dramatic.\I know... response:	I know that it's going to fall right there,
context: Wakatoshi's on the front line now,\so this is our chance to break!\Here we go!\You want consecutive points so bad that you can almost taste them.\The moment you obtain them\is not always dramatic.\I know...\I know that it's going to fall right there, response:	but my legs won't move...
context: so this is our chance to break!\Here we go!\You want consecutive points so bad that you can almost taste them.\The moment you obtain them\is not always dramatic.\I know...\I know that it's going to fall right there,\but my legs won't move... response:	Nishinoya...
context: Here we go!\You want consecutive points so bad that you can almost taste them.\The moment you obtain them\is not always dramatic.\I know...\I know that it's going to fall right there,\but my legs won't move...\Nishinoya... response:	Nishinoya!
context: You want consecutive points so bad that you can almost taste them.\The moment you obtain them\is not always dramatic.\I know...\I know that it's going to fall right there,\but my legs won't move...\Nishinoya...\Nishinoya! response:	All right!
context: The moment you obtain them\is not always dramatic.\I know...\I know that it's going to fall right there,\but my legs won't move...\Nishinoya...\Nishinoya!\All right! response:	Nice kill, Asahi!
context: is not always dramatic.\I know...\I know that it's going to fall right there,\but my legs won't move...\Nishinoya...\Nishinoya!\All right!\Nice kill, Asahi! response:	What the heck was that?!
context: I know...\I know that it's going to fall right there,\but my legs won't move...\Nishinoya...\Nishinoya!\All right!\Nice kill, Asahi!\What the heck was that?! response:	Wow...
context: I know that it's going to fall right there,\but my legs won't move...\Nishinoya...\Nishinoya!\All right!\Nice kill, Asahi!\What the heck was that?!\Wow... response:	Thanks, Nishinoya!
context: but my legs won't move...\Nishinoya...\Nishinoya!\All right!\Nice kill, Asahi!\What the heck was that?!\Wow...\Thanks, Nishinoya! response:	Karasuno can depend on me!
context: Nishinoya...\Nishinoya!\All right!\Nice kill, Asahi!\What the heck was that?!\Wow...\Thanks, Nishinoya!\Karasuno can depend on me! response:	But... There are things that I can't do, as well.
context: Nishinoya!\All right!\Nice kill, Asahi!\What the heck was that?!\Wow...\Thanks, Nishinoya!\Karasuno can depend on me!\But... There are things that I can't do, as well. response:	I know I'm asking for the impossible when I say this,
context: All right!\Nice kill, Asahi!\What the heck was that?!\Wow...\Thanks, Nishinoya!\Karasuno can depend on me!\But... There are things that I can't do, as well.\I know I'm asking for the impossible when I say this, response:	but even if your thighs were to split open,
context: Nice kill, Asahi!\What the heck was that?!\Wow...\Thanks, Nishinoya!\Karasuno can depend on me!\But... There are things that I can't do, as well.\I know I'm asking for the impossible when I say this,\but even if your thighs were to split open, response:	I'm counting on you guys in the mid-air battles.
context: What the heck was that?!\Wow...\Thanks, Nishinoya!\Karasuno can depend on me!\But... There are things that I can't do, as well.\I know I'm asking for the impossible when I say this,\but even if your thighs were to split open,\I'm counting on you guys in the mid-air battles. response:	Right!
context: Wow...\Thanks, Nishinoya!\Karasuno can depend on me!\But... There are things that I can't do, as well.\I know I'm asking for the impossible when I say this,\but even if your thighs were to split open,\I'm counting on you guys in the mid-air battles.\Right! response:	Yeah!
context: Thanks, Nishinoya!\Karasuno can depend on me!\But... There are things that I can't do, as well.\I know I'm asking for the impossible when I say this,\but even if your thighs were to split open,\I'm counting on you guys in the mid-air battles.\Right!\Yeah! response:	Shiratorizawa Karasuno
context: Karasuno can depend on me!\But... There are things that I can't do, as well.\I know I'm asking for the impossible when I say this,\but even if your thighs were to split open,\I'm counting on you guys in the mid-air battles.\Right!\Yeah!\Shiratorizawa Karasuno response:	I'm counting on you!
context: But... There are things that I can't do, as well.\I know I'm asking for the impossible when I say this,\but even if your thighs were to split open,\I'm counting on you guys in the mid-air battles.\Right!\Yeah!\Shiratorizawa Karasuno\I'm counting on you! response:	Right.
context: I know I'm asking for the impossible when I say this,\but even if your thighs were to split open,\I'm counting on you guys in the mid-air battles.\Right!\Yeah!\Shiratorizawa Karasuno\I'm counting on you!\Right. response:	We've basically used up all our options for switching out players.
context: but even if your thighs were to split open,\I'm counting on you guys in the mid-air battles.\Right!\Yeah!\Shiratorizawa Karasuno\I'm counting on you!\Right.\We've basically used up all our options for switching out players. response:	But right now, the setter's on the back line,
context: I'm counting on you guys in the mid-air battles.\Right!\Yeah!\Shiratorizawa Karasuno\I'm counting on you!\Right.\We've basically used up all our options for switching out players.\But right now, the setter's on the back line, response:	Hinata, nice serve!
context: Right!\Yeah!\Shiratorizawa Karasuno\I'm counting on you!\Right.\We've basically used up all our options for switching out players.\But right now, the setter's on the back line,\Hinata, nice serve! response:	and there are three attackers in front.
context: Yeah!\Shiratorizawa Karasuno\I'm counting on you!\Right.\We've basically used up all our options for switching out players.\But right now, the setter's on the back line,\Hinata, nice serve!\and there are three attackers in front. response:	Along with Hinata's super-fast back attack, there are two attackers.
context: Shiratorizawa Karasuno\I'm counting on you!\Right.\We've basically used up all our options for switching out players.\But right now, the setter's on the back line,\Hinata, nice serve!\and there are three attackers in front.\Along with Hinata's super-fast back attack, there are two attackers. response:	This rotation is 100 a super attack-style rotation.
context: I'm counting on you!\Right.\We've basically used up all our options for switching out players.\But right now, the setter's on the back line,\Hinata, nice serve!\and there are three attackers in front.\Along with Hinata's super-fast back attack, there are two attackers.\This rotation is 100 a super attack-style rotation. response:	If you guys can find a chance to attack...
context: Right.\We've basically used up all our options for switching out players.\But right now, the setter's on the back line,\Hinata, nice serve!\and there are three attackers in front.\Along with Hinata's super-fast back attack, there are two attackers.\This rotation is 100 a super attack-style rotation.\If you guys can find a chance to attack... response:	With Nishinoya out and Sawamura in front,
context: We've basically used up all our options for switching out players.\But right now, the setter's on the back line,\Hinata, nice serve!\and there are three attackers in front.\Along with Hinata's super-fast back attack, there are two attackers.\This rotation is 100 a super attack-style rotation.\If you guys can find a chance to attack...\With Nishinoya out and Sawamura in front, response:	receiving is also really light on this rotation, too.
context: But right now, the setter's on the back line,\Hinata, nice serve!\and there are three attackers in front.\Along with Hinata's super-fast back attack, there are two attackers.\This rotation is 100 a super attack-style rotation.\If you guys can find a chance to attack...\With Nishinoya out and Sawamura in front,\receiving is also really light on this rotation, too. response:	Everything is riding on the blocks.
context: Hinata, nice serve!\and there are three attackers in front.\Along with Hinata's super-fast back attack, there are two attackers.\This rotation is 100 a super attack-style rotation.\If you guys can find a chance to attack...\With Nishinoya out and Sawamura in front,\receiving is also really light on this rotation, too.\Everything is riding on the blocks. response:	Fly
context: and there are three attackers in front.\Along with Hinata's super-fast back attack, there are two attackers.\This rotation is 100 a super attack-style rotation.\If you guys can find a chance to attack...\With Nishinoya out and Sawamura in front,\receiving is also really light on this rotation, too.\Everything is riding on the blocks.\Fly response:	Hayato!
context: Along with Hinata's super-fast back attack, there are two attackers.\This rotation is 100 a super attack-style rotation.\If you guys can find a chance to attack...\With Nishinoya out and Sawamura in front,\receiving is also really light on this rotation, too.\Everything is riding on the blocks.\Fly\Hayato! response:	It went in.
context: This rotation is 100 a super attack-style rotation.\If you guys can find a chance to attack...\With Nishinoya out and Sawamura in front,\receiving is also really light on this rotation, too.\Everything is riding on the blocks.\Fly\Hayato!\It went in. response:	Hinata, change positions with me!
context: If you guys can find a chance to attack...\With Nishinoya out and Sawamura in front,\receiving is also really light on this rotation, too.\Everything is riding on the blocks.\Fly\Hayato!\It went in.\Hinata, change positions with me! response:	Time difference attacks don't work against Four-Eyes...
context: With Nishinoya out and Sawamura in front,\receiving is also really light on this rotation, too.\Everything is riding on the blocks.\Fly\Hayato!\It went in.\Hinata, change positions with me!\Time difference attacks don't work against Four-Eyes... response:	Then we'll get through the center with sheer speed!
context: receiving is also really light on this rotation, too.\Everything is riding on the blocks.\Fly\Hayato!\It went in.\Hinata, change positions with me!\Time difference attacks don't work against Four-Eyes...\Then we'll get through the center with sheer speed! response:	They're going for the center at a time like this?!
context: Everything is riding on the blocks.\Fly\Hayato!\It went in.\Hinata, change positions with me!\Time difference attacks don't work against Four-Eyes...\Then we'll get through the center with sheer speed!\They're going for the center at a time like this?! response:	When you have a brilliant ace,
context: Fly\Hayato!\It went in.\Hinata, change positions with me!\Time difference attacks don't work against Four-Eyes...\Then we'll get through the center with sheer speed!\They're going for the center at a time like this?!\When you have a brilliant ace, response:	their very existence is a brilliant decoy!
context: Hayato!\It went in.\Hinata, change positions with me!\Time difference attacks don't work against Four-Eyes...\Then we'll get through the center with sheer speed!\They're going for the center at a time like this?!\When you have a brilliant ace,\their very existence is a brilliant decoy! response:	Go, Taichi!
context: It went in.\Hinata, change positions with me!\Time difference attacks don't work against Four-Eyes...\Then we'll get through the center with sheer speed!\They're going for the center at a time like this?!\When you have a brilliant ace,\their very existence is a brilliant decoy!\Go, Taichi! response:	Hear me out, Tsukki!
context: Hinata, change positions with me!\Time difference attacks don't work against Four-Eyes...\Then we'll get through the center with sheer speed!\They're going for the center at a time like this?!\When you have a brilliant ace,\their very existence is a brilliant decoy!\Go, Taichi!\Hear me out, Tsukki! response:	Kuroo-san yelled at me to read block again.
context: Time difference attacks don't work against Four-Eyes...\Then we'll get through the center with sheer speed!\They're going for the center at a time like this?!\When you have a brilliant ace,\their very existence is a brilliant decoy!\Go, Taichi!\Hear me out, Tsukki!\Kuroo-san yelled at me to read block again. response:	But don't you think it feels better to be able
context: Then we'll get through the center with sheer speed!\They're going for the center at a time like this?!\When you have a brilliant ace,\their very existence is a brilliant decoy!\Go, Taichi!\Hear me out, Tsukki!\Kuroo-san yelled at me to read block again.\But don't you think it feels better to be able response:	to shut out your opponent, whether it's by luck or intuition?
context: They're going for the center at a time like this?!\When you have a brilliant ace,\their very existence is a brilliant decoy!\Go, Taichi!\Hear me out, Tsukki!\Kuroo-san yelled at me to read block again.\But don't you think it feels better to be able\to shut out your opponent, whether it's by luck or intuition? response:	That does feel good,
