context: What's with that face, Shihoko? response:	This isn't like you.
context: The murderer transformed into the secretary and murdered Hirose.\That is the ability of Arma the guru.\Transformation.\Please come again.\Are you closing soon?\Take your time.\I'm glad you come to visit on his memorial day every year.\During the afternoon, a relative of his stopped by and talked about Isozaki. response:	Our conversation didn't last very long, and I felt vexed by it.
context: That is the ability of Arma the guru.\Transformation.\Please come again.\Are you closing soon?\Take your time.\I'm glad you come to visit on his memorial day every year.\During the afternoon, a relative of his stopped by and talked about Isozaki.\Our conversation didn't last very long, and I felt vexed by it. response:	Didn't you tell me these kinds of things happen frequently?
context: Transformation.\Please come again.\Are you closing soon?\Take your time.\I'm glad you come to visit on his memorial day every year.\During the afternoon, a relative of his stopped by and talked about Isozaki.\Our conversation didn't last very long, and I felt vexed by it.\Didn't you tell me these kinds of things happen frequently? response:	When a family member is killed, you lose your memory out of shock.
context: Please come again.\Are you closing soon?\Take your time.\I'm glad you come to visit on his memorial day every year.\During the afternoon, a relative of his stopped by and talked about Isozaki.\Our conversation didn't last very long, and I felt vexed by it.\Didn't you tell me these kinds of things happen frequently?\When a family member is killed, you lose your memory out of shock. response:	You said it happened all the time.
context: Are you closing soon?\Take your time.\I'm glad you come to visit on his memorial day every year.\During the afternoon, a relative of his stopped by and talked about Isozaki.\Our conversation didn't last very long, and I felt vexed by it.\Didn't you tell me these kinds of things happen frequently?\When a family member is killed, you lose your memory out of shock.\You said it happened all the time. response:	Yeah, I might have.
context: Take your time.\I'm glad you come to visit on his memorial day every year.\During the afternoon, a relative of his stopped by and talked about Isozaki.\Our conversation didn't last very long, and I felt vexed by it.\Didn't you tell me these kinds of things happen frequently?\When a family member is killed, you lose your memory out of shock.\You said it happened all the time.\Yeah, I might have. response:	Could that be true? Was I that distant from him?
context: I'm glad you come to visit on his memorial day every year.\During the afternoon, a relative of his stopped by and talked about Isozaki.\Our conversation didn't last very long, and I felt vexed by it.\Didn't you tell me these kinds of things happen frequently?\When a family member is killed, you lose your memory out of shock.\You said it happened all the time.\Yeah, I might have.\Could that be true? Was I that distant from him? response:	What are you talking about?
context: During the afternoon, a relative of his stopped by and talked about Isozaki.\Our conversation didn't last very long, and I felt vexed by it.\Didn't you tell me these kinds of things happen frequently?\When a family member is killed, you lose your memory out of shock.\You said it happened all the time.\Yeah, I might have.\Could that be true? Was I that distant from him?\What are you talking about? response:	I even have faint memories of you, Kuno-san.
context: Our conversation didn't last very long, and I felt vexed by it.\Didn't you tell me these kinds of things happen frequently?\When a family member is killed, you lose your memory out of shock.\You said it happened all the time.\Yeah, I might have.\Could that be true? Was I that distant from him?\What are you talking about?\I even have faint memories of you, Kuno-san. response:	The man I lived with for two years, however...
context: Didn't you tell me these kinds of things happen frequently?\When a family member is killed, you lose your memory out of shock.\You said it happened all the time.\Yeah, I might have.\Could that be true? Was I that distant from him?\What are you talking about?\I even have faint memories of you, Kuno-san.\The man I lived with for two years, however... response:	I don't remember him at all.
context: When a family member is killed, you lose your memory out of shock.\You said it happened all the time.\Yeah, I might have.\Could that be true? Was I that distant from him?\What are you talking about?\I even have faint memories of you, Kuno-san.\The man I lived with for two years, however...\I don't remember him at all. response:	You can't do anything about what you've forgotten.
context: You said it happened all the time.\Yeah, I might have.\Could that be true? Was I that distant from him?\What are you talking about?\I even have faint memories of you, Kuno-san.\The man I lived with for two years, however...\I don't remember him at all.\You can't do anything about what you've forgotten. response:	Some things are better left that way.
context: Yeah, I might have.\Could that be true? Was I that distant from him?\What are you talking about?\I even have faint memories of you, Kuno-san.\The man I lived with for two years, however...\I don't remember him at all.\You can't do anything about what you've forgotten.\Some things are better left that way. response:	It's okay. I know how to get to the station.
context: Could that be true? Was I that distant from him?\What are you talking about?\I even have faint memories of you, Kuno-san.\The man I lived with for two years, however...\I don't remember him at all.\You can't do anything about what you've forgotten.\Some things are better left that way.\It's okay. I know how to get to the station. response:	It's the third time. I won't get lost this time.
context: What are you talking about?\I even have faint memories of you, Kuno-san.\The man I lived with for two years, however...\I don't remember him at all.\You can't do anything about what you've forgotten.\Some things are better left that way.\It's okay. I know how to get to the station.\It's the third time. I won't get lost this time. response:	I need to get some fresh air anyway.
context: I even have faint memories of you, Kuno-san.\The man I lived with for two years, however...\I don't remember him at all.\You can't do anything about what you've forgotten.\Some things are better left that way.\It's okay. I know how to get to the station.\It's the third time. I won't get lost this time.\I need to get some fresh air anyway. response:	Geez.
context: The man I lived with for two years, however...\I don't remember him at all.\You can't do anything about what you've forgotten.\Some things are better left that way.\It's okay. I know how to get to the station.\It's the third time. I won't get lost this time.\I need to get some fresh air anyway.\Geez. response:	Take care.
context: I don't remember him at all.\You can't do anything about what you've forgotten.\Some things are better left that way.\It's okay. I know how to get to the station.\It's the third time. I won't get lost this time.\I need to get some fresh air anyway.\Geez.\Take care. response:	Shihoko?
context: You can't do anything about what you've forgotten.\Some things are better left that way.\It's okay. I know how to get to the station.\It's the third time. I won't get lost this time.\I need to get some fresh air anyway.\Geez.\Take care.\Shihoko? response:	Is she an acquaintance of yours?
context: Some things are better left that way.\It's okay. I know how to get to the station.\It's the third time. I won't get lost this time.\I need to get some fresh air anyway.\Geez.\Take care.\Shihoko?\Is she an acquaintance of yours? response:	Kuno-san?
context: It's okay. I know how to get to the station.\It's the third time. I won't get lost this time.\I need to get some fresh air anyway.\Geez.\Take care.\Shihoko?\Is she an acquaintance of yours?\Kuno-san? response:	What are you doing here?
context: It's the third time. I won't get lost this time.\I need to get some fresh air anyway.\Geez.\Take care.\Shihoko?\Is she an acquaintance of yours?\Kuno-san?\What are you doing here? response:	Hey! What's wrong?
context: I need to get some fresh air anyway.\Geez.\Take care.\Shihoko?\Is she an acquaintance of yours?\Kuno-san?\What are you doing here?\Hey! What's wrong? response:	Isozaki!
context: Geez.\Take care.\Shihoko?\Is she an acquaintance of yours?\Kuno-san?\What are you doing here?\Hey! What's wrong?\Isozaki! response:	Darling?
context: Take care.\Shihoko?\Is she an acquaintance of yours?\Kuno-san?\What are you doing here?\Hey! What's wrong?\Isozaki!\Darling? response:	Dear! What's wrong?
context: Shihoko?\Is she an acquaintance of yours?\Kuno-san?\What are you doing here?\Hey! What's wrong?\Isozaki!\Darling?\Dear! What's wrong? response:	Honey! Get a hold of yourself!
context: Is she an acquaintance of yours?\Kuno-san?\What are you doing here?\Hey! What's wrong?\Isozaki!\Darling?\Dear! What's wrong?\Honey! Get a hold of yourself! response:	Shi... zu... ka...
context: Kuno-san?\What are you doing here?\Hey! What's wrong?\Isozaki!\Darling?\Dear! What's wrong?\Honey! Get a hold of yourself!\Shi... zu... ka... response:	Honey!
context: What are you doing here?\Hey! What's wrong?\Isozaki!\Darling?\Dear! What's wrong?\Honey! Get a hold of yourself!\Shi... zu... ka...\Honey! response:	Isozaki!
context: Hey! What's wrong?\Isozaki!\Darling?\Dear! What's wrong?\Honey! Get a hold of yourself!\Shi... zu... ka...\Honey!\Isozaki! response:	Wait, Shihoko!
context: Isozaki!\Darling?\Dear! What's wrong?\Honey! Get a hold of yourself!\Shi... zu... ka...\Honey!\Isozaki!\Wait, Shihoko! response:	Isozaki!
context: Darling?\Dear! What's wrong?\Honey! Get a hold of yourself!\Shi... zu... ka...\Honey!\Isozaki!\Wait, Shihoko!\Isozaki! response:	Isozaki!
context: Dear! What's wrong?\Honey! Get a hold of yourself!\Shi... zu... ka...\Honey!\Isozaki!\Wait, Shihoko!\Isozaki!\Isozaki! response:	Isozaki!
context: Honey! Get a hold of yourself!\Shi... zu... ka...\Honey!\Isozaki!\Wait, Shihoko!\Isozaki!\Isozaki!\Isozaki! response:	Isozaki!
context: Shi... zu... ka...\Honey!\Isozaki!\Wait, Shihoko!\Isozaki!\Isozaki!\Isozaki!\Isozaki! response:	The case was closed?
context: Honey!\Isozaki!\Wait, Shihoko!\Isozaki!\Isozaki!\Isozaki!\Isozaki!\The case was closed? response:	Letter of resignation
context: Isozaki!\Wait, Shihoko!\Isozaki!\Isozaki!\Isozaki!\Isozaki!\The case was closed?\Letter of resignation response:	Investigations have been concluded?
context: Wait, Shihoko!\Isozaki!\Isozaki!\Isozaki!\Isozaki!\The case was closed?\Letter of resignation\Investigations have been concluded? response:	Due to the abnormal nature of the crime,
context: Isozaki!\Isozaki!\Isozaki!\Isozaki!\The case was closed?\Letter of resignation\Investigations have been concluded?\Due to the abnormal nature of the crime, response:	it was categorized with the other special cases that have been occurring recently.
context: Isozaki!\Isozaki!\Isozaki!\The case was closed?\Letter of resignation\Investigations have been concluded?\Due to the abnormal nature of the crime,\it was categorized with the other special cases that have been occurring recently. response:	Special cases?
context: Isozaki!\Isozaki!\The case was closed?\Letter of resignation\Investigations have been concluded?\Due to the abnormal nature of the crime,\it was categorized with the other special cases that have been occurring recently.\Special cases? response:	I'm sure you've heard about it.
context: Isozaki!\The case was closed?\Letter of resignation\Investigations have been concluded?\Due to the abnormal nature of the crime,\it was categorized with the other special cases that have been occurring recently.\Special cases?\I'm sure you've heard about it. response:	Those with supernatural powers, referred to as contractors, have been at large.
context: The case was closed?\Letter of resignation\Investigations have been concluded?\Due to the abnormal nature of the crime,\it was categorized with the other special cases that have been occurring recently.\Special cases?\I'm sure you've heard about it.\Those with supernatural powers, referred to as contractors, have been at large. response:	Isn't that just a rumor?
context: Letter of resignation\Investigations have been concluded?\Due to the abnormal nature of the crime,\it was categorized with the other special cases that have been occurring recently.\Special cases?\I'm sure you've heard about it.\Those with supernatural powers, referred to as contractors, have been at large.\Isn't that just a rumor? response:	At the gate during the turmoil in South America,
context: Investigations have been concluded?\Due to the abnormal nature of the crime,\it was categorized with the other special cases that have been occurring recently.\Special cases?\I'm sure you've heard about it.\Those with supernatural powers, referred to as contractors, have been at large.\Isn't that just a rumor?\At the gate during the turmoil in South America, response:	there were stories about the same kinds of people being involved.
context: Due to the abnormal nature of the crime,\it was categorized with the other special cases that have been occurring recently.\Special cases?\I'm sure you've heard about it.\Those with supernatural powers, referred to as contractors, have been at large.\Isn't that just a rumor?\At the gate during the turmoil in South America,\there were stories about the same kinds of people being involved. response:	This is the autopsy report on Isozaki.
context: it was categorized with the other special cases that have been occurring recently.\Special cases?\I'm sure you've heard about it.\Those with supernatural powers, referred to as contractors, have been at large.\Isn't that just a rumor?\At the gate during the turmoil in South America,\there were stories about the same kinds of people being involved.\This is the autopsy report on Isozaki. response:	He died from complications resulting from deterioration of his internal organs.
context: Special cases?\I'm sure you've heard about it.\Those with supernatural powers, referred to as contractors, have been at large.\Isn't that just a rumor?\At the gate during the turmoil in South America,\there were stories about the same kinds of people being involved.\This is the autopsy report on Isozaki.\He died from complications resulting from deterioration of his internal organs. response:	Although we know what took place, we still don't know how it happened.
context: I'm sure you've heard about it.\Those with supernatural powers, referred to as contractors, have been at large.\Isn't that just a rumor?\At the gate during the turmoil in South America,\there were stories about the same kinds of people being involved.\This is the autopsy report on Isozaki.\He died from complications resulting from deterioration of his internal organs.\Although we know what took place, we still don't know how it happened. response:	We're not prepared to deal with these kinds of cases at this moment in time.
context: Those with supernatural powers, referred to as contractors, have been at large.\Isn't that just a rumor?\At the gate during the turmoil in South America,\there were stories about the same kinds of people being involved.\This is the autopsy report on Isozaki.\He died from complications resulting from deterioration of his internal organs.\Although we know what took place, we still don't know how it happened.\We're not prepared to deal with these kinds of cases at this moment in time. response:	That is all I can tell you right now.
context: Isn't that just a rumor?\At the gate during the turmoil in South America,\there were stories about the same kinds of people being involved.\This is the autopsy report on Isozaki.\He died from complications resulting from deterioration of his internal organs.\Although we know what took place, we still don't know how it happened.\We're not prepared to deal with these kinds of cases at this moment in time.\That is all I can tell you right now. response:	I don't know why you submitted this,
context: At the gate during the turmoil in South America,\there were stories about the same kinds of people being involved.\This is the autopsy report on Isozaki.\He died from complications resulting from deterioration of his internal organs.\Although we know what took place, we still don't know how it happened.\We're not prepared to deal with these kinds of cases at this moment in time.\That is all I can tell you right now.\I don't know why you submitted this, response:	but this case has been dealt with internally.
context: there were stories about the same kinds of people being involved.\This is the autopsy report on Isozaki.\He died from complications resulting from deterioration of his internal organs.\Although we know what took place, we still don't know how it happened.\We're not prepared to deal with these kinds of cases at this moment in time.\That is all I can tell you right now.\I don't know why you submitted this,\but this case has been dealt with internally. response:	There's no reason for you to resign. That's what I wanted to tell you.
context: This is the autopsy report on Isozaki.\He died from complications resulting from deterioration of his internal organs.\Although we know what took place, we still don't know how it happened.\We're not prepared to deal with these kinds of cases at this moment in time.\That is all I can tell you right now.\I don't know why you submitted this,\but this case has been dealt with internally.\There's no reason for you to resign. That's what I wanted to tell you. response:	Shihoko, what exactly are you?
context: He died from complications resulting from deterioration of his internal organs.\Although we know what took place, we still don't know how it happened.\We're not prepared to deal with these kinds of cases at this moment in time.\That is all I can tell you right now.\I don't know why you submitted this,\but this case has been dealt with internally.\There's no reason for you to resign. That's what I wanted to tell you.\Shihoko, what exactly are you? response:	Kuno-san?
context: Although we know what took place, we still don't know how it happened.\We're not prepared to deal with these kinds of cases at this moment in time.\That is all I can tell you right now.\I don't know why you submitted this,\but this case has been dealt with internally.\There's no reason for you to resign. That's what I wanted to tell you.\Shihoko, what exactly are you?\Kuno-san? response:	Who are you?
context: We're not prepared to deal with these kinds of cases at this moment in time.\That is all I can tell you right now.\I don't know why you submitted this,\but this case has been dealt with internally.\There's no reason for you to resign. That's what I wanted to tell you.\Shihoko, what exactly are you?\Kuno-san?\Who are you? response:	Did you know that it's standard procedure to erase the memories of those who have witnessed a contractor?
context: That is all I can tell you right now.\I don't know why you submitted this,\but this case has been dealt with internally.\There's no reason for you to resign. That's what I wanted to tell you.\Shihoko, what exactly are you?\Kuno-san?\Who are you?\Did you know that it's standard procedure to erase the memories of those who have witnessed a contractor? response:	You saw her when Isozaki-san was killed, didn't you?
context: I don't know why you submitted this,\but this case has been dealt with internally.\There's no reason for you to resign. That's what I wanted to tell you.\Shihoko, what exactly are you?\Kuno-san?\Who are you?\Did you know that it's standard procedure to erase the memories of those who have witnessed a contractor?\You saw her when Isozaki-san was killed, didn't you? response:	That's why your memories will be erased in due time.
context: but this case has been dealt with internally.\There's no reason for you to resign. That's what I wanted to tell you.\Shihoko, what exactly are you?\Kuno-san?\Who are you?\Did you know that it's standard procedure to erase the memories of those who have witnessed a contractor?\You saw her when Isozaki-san was killed, didn't you?\That's why your memories will be erased in due time. response:	There are some people who have voiced regrets about this,
context: There's no reason for you to resign. That's what I wanted to tell you.\Shihoko, what exactly are you?\Kuno-san?\Who are you?\Did you know that it's standard procedure to erase the memories of those who have witnessed a contractor?\You saw her when Isozaki-san was killed, didn't you?\That's why your memories will be erased in due time.\There are some people who have voiced regrets about this, response:	citing your proficiency as an intelligence officer who could be of some use to us.
context: Shihoko, what exactly are you?\Kuno-san?\Who are you?\Did you know that it's standard procedure to erase the memories of those who have witnessed a contractor?\You saw her when Isozaki-san was killed, didn't you?\That's why your memories will be erased in due time.\There are some people who have voiced regrets about this,\citing your proficiency as an intelligence officer who could be of some use to us. response:	Who the hell are you?
context: Kuno-san?\Who are you?\Did you know that it's standard procedure to erase the memories of those who have witnessed a contractor?\You saw her when Isozaki-san was killed, didn't you?\That's why your memories will be erased in due time.\There are some people who have voiced regrets about this,\citing your proficiency as an intelligence officer who could be of some use to us.\Who the hell are you? response:	Parts of Mrs. Isozaki's memories have already been erased.
context: Who are you?\Did you know that it's standard procedure to erase the memories of those who have witnessed a contractor?\You saw her when Isozaki-san was killed, didn't you?\That's why your memories will be erased in due time.\There are some people who have voiced regrets about this,\citing your proficiency as an intelligence officer who could be of some use to us.\Who the hell are you?\Parts of Mrs. Isozaki's memories have already been erased. response:	What?
context: Did you know that it's standard procedure to erase the memories of those who have witnessed a contractor?\You saw her when Isozaki-san was killed, didn't you?\That's why your memories will be erased in due time.\There are some people who have voiced regrets about this,\citing your proficiency as an intelligence officer who could be of some use to us.\Who the hell are you?\Parts of Mrs. Isozaki's memories have already been erased.\What? response:	Won't you consider joining the syndicate?
context: You saw her when Isozaki-san was killed, didn't you?\That's why your memories will be erased in due time.\There are some people who have voiced regrets about this,\citing your proficiency as an intelligence officer who could be of some use to us.\Who the hell are you?\Parts of Mrs. Isozaki's memories have already been erased.\What?\Won't you consider joining the syndicate? response:	It's the only way you'll be able to prevent the erasure of your memories.
context: That's why your memories will be erased in due time.\There are some people who have voiced regrets about this,\citing your proficiency as an intelligence officer who could be of some use to us.\Who the hell are you?\Parts of Mrs. Isozaki's memories have already been erased.\What?\Won't you consider joining the syndicate?\It's the only way you'll be able to prevent the erasure of your memories. response:	Oh, my. It's starting to rain.
context: There are some people who have voiced regrets about this,\citing your proficiency as an intelligence officer who could be of some use to us.\Who the hell are you?\Parts of Mrs. Isozaki's memories have already been erased.\What?\Won't you consider joining the syndicate?\It's the only way you'll be able to prevent the erasure of your memories.\Oh, my. It's starting to rain. response:	I would commend you on assembling this many,
context: citing your proficiency as an intelligence officer who could be of some use to us.\Who the hell are you?\Parts of Mrs. Isozaki's memories have already been erased.\What?\Won't you consider joining the syndicate?\It's the only way you'll be able to prevent the erasure of your memories.\Oh, my. It's starting to rain.\I would commend you on assembling this many, response:	but it's not enough.
context: Who the hell are you?\Parts of Mrs. Isozaki's memories have already been erased.\What?\Won't you consider joining the syndicate?\It's the only way you'll be able to prevent the erasure of your memories.\Oh, my. It's starting to rain.\I would commend you on assembling this many,\but it's not enough. response:	It's not that easy.
context: Parts of Mrs. Isozaki's memories have already been erased.\What?\Won't you consider joining the syndicate?\It's the only way you'll be able to prevent the erasure of your memories.\Oh, my. It's starting to rain.\I would commend you on assembling this many,\but it's not enough.\It's not that easy. response:	It doesn't look like you can handle it.
context: What?\Won't you consider joining the syndicate?\It's the only way you'll be able to prevent the erasure of your memories.\Oh, my. It's starting to rain.\I would commend you on assembling this many,\but it's not enough.\It's not that easy.\It doesn't look like you can handle it. response:	Arma the guru better be available today.
context: Won't you consider joining the syndicate?\It's the only way you'll be able to prevent the erasure of your memories.\Oh, my. It's starting to rain.\I would commend you on assembling this many,\but it's not enough.\It's not that easy.\It doesn't look like you can handle it.\Arma the guru better be available today. response:	She's waiting in another room.
context: It's the only way you'll be able to prevent the erasure of your memories.\Oh, my. It's starting to rain.\I would commend you on assembling this many,\but it's not enough.\It's not that easy.\It doesn't look like you can handle it.\Arma the guru better be available today.\She's waiting in another room. response:	I'm drenched.
context: Oh, my. It's starting to rain.\I would commend you on assembling this many,\but it's not enough.\It's not that easy.\It doesn't look like you can handle it.\Arma the guru better be available today.\She's waiting in another room.\I'm drenched. response:	That man... He was there with Amber.
context: I would commend you on assembling this many,\but it's not enough.\It's not that easy.\It doesn't look like you can handle it.\Arma the guru better be available today.\She's waiting in another room.\I'm drenched.\That man... He was there with Amber. response:	How are the preparations going?
context: but it's not enough.\It's not that easy.\It doesn't look like you can handle it.\Arma the guru better be available today.\She's waiting in another room.\I'm drenched.\That man... He was there with Amber.\How are the preparations going? response:	It's ready.
context: It's not that easy.\It doesn't look like you can handle it.\Arma the guru better be available today.\She's waiting in another room.\I'm drenched.\That man... He was there with Amber.\How are the preparations going?\It's ready. response:	What an unenthusiastic reply.
context: It doesn't look like you can handle it.\Arma the guru better be available today.\She's waiting in another room.\I'm drenched.\That man... He was there with Amber.\How are the preparations going?\It's ready.\What an unenthusiastic reply. response:	Don't treat dolls like tools.
context: Arma the guru better be available today.\She's waiting in another room.\I'm drenched.\That man... He was there with Amber.\How are the preparations going?\It's ready.\What an unenthusiastic reply.\Don't treat dolls like tools. response:	Is this in accordance with Amber's wishes?
context: She's waiting in another room.\I'm drenched.\That man... He was there with Amber.\How are the preparations going?\It's ready.\What an unenthusiastic reply.\Don't treat dolls like tools.\Is this in accordance with Amber's wishes? response:	It's for the sake of E.P.R.
context: I'm drenched.\That man... He was there with Amber.\How are the preparations going?\It's ready.\What an unenthusiastic reply.\Don't treat dolls like tools.\Is this in accordance with Amber's wishes?\It's for the sake of E.P.R. response:	Kishida, was it?
context: That man... He was there with Amber.\How are the preparations going?\It's ready.\What an unenthusiastic reply.\Don't treat dolls like tools.\Is this in accordance with Amber's wishes?\It's for the sake of E.P.R.\Kishida, was it? response:	It looks like you're able to see observer apparitions.
context: How are the preparations going?\It's ready.\What an unenthusiastic reply.\Don't treat dolls like tools.\Is this in accordance with Amber's wishes?\It's for the sake of E.P.R.\Kishida, was it?\It looks like you're able to see observer apparitions. response:	Are you a contractor?
context: It's ready.\What an unenthusiastic reply.\Don't treat dolls like tools.\Is this in accordance with Amber's wishes?\It's for the sake of E.P.R.\Kishida, was it?\It looks like you're able to see observer apparitions.\Are you a contractor? response:	What?
context: What an unenthusiastic reply.\Don't treat dolls like tools.\Is this in accordance with Amber's wishes?\It's for the sake of E.P.R.\Kishida, was it?\It looks like you're able to see observer apparitions.\Are you a contractor?\What? response:	Who sent you?
context: Don't treat dolls like tools.\Is this in accordance with Amber's wishes?\It's for the sake of E.P.R.\Kishida, was it?\It looks like you're able to see observer apparitions.\Are you a contractor?\What?\Who sent you? response:	Turn on the lights!
context: Is this in accordance with Amber's wishes?\It's for the sake of E.P.R.\Kishida, was it?\It looks like you're able to see observer apparitions.\Are you a contractor?\What?\Who sent you?\Turn on the lights! response:	Guru!
context: It's for the sake of E.P.R.\Kishida, was it?\It looks like you're able to see observer apparitions.\Are you a contractor?\What?\Who sent you?\Turn on the lights!\Guru! response:	Are you the contractor who was sent to kill me?
context: Kishida, was it?\It looks like you're able to see observer apparitions.\Are you a contractor?\What?\Who sent you?\Turn on the lights!\Guru!\Are you the contractor who was sent to kill me? response:	Go ahead. Do as you please.
context: It looks like you're able to see observer apparitions.\Are you a contractor?\What?\Who sent you?\Turn on the lights!\Guru!\Are you the contractor who was sent to kill me?\Go ahead. Do as you please. response:	Damn, he shouldn't be too far away.
context: Are you a contractor?\What?\Who sent you?\Turn on the lights!\Guru!\Are you the contractor who was sent to kill me?\Go ahead. Do as you please.\Damn, he shouldn't be too far away. response:	Find him!
context: What?\Who sent you?\Turn on the lights!\Guru!\Are you the contractor who was sent to kill me?\Go ahead. Do as you please.\Damn, he shouldn't be too far away.\Find him! response:	Sir!
context: Who sent you?\Turn on the lights!\Guru!\Are you the contractor who was sent to kill me?\Go ahead. Do as you please.\Damn, he shouldn't be too far away.\Find him!\Sir! response:	You blew it? How?
context: Turn on the lights!\Guru!\Are you the contractor who was sent to kill me?\Go ahead. Do as you please.\Damn, he shouldn't be too far away.\Find him!\Sir!\You blew it? How? response:	Did you order Yin to send an observer apparition?
context: Guru!\Are you the contractor who was sent to kill me?\Go ahead. Do as you please.\Damn, he shouldn't be too far away.\Find him!\Sir!\You blew it? How?\Did you order Yin to send an observer apparition? response:	Yeah. I was worried about the situation.
context: Are you the contractor who was sent to kill me?\Go ahead. Do as you please.\Damn, he shouldn't be too far away.\Find him!\Sir!\You blew it? How?\Did you order Yin to send an observer apparition?\Yeah. I was worried about the situation. response:	Why did you do something like that? That isn't like you at all.
context: Go ahead. Do as you please.\Damn, he shouldn't be too far away.\Find him!\Sir!\You blew it? How?\Did you order Yin to send an observer apparition?\Yeah. I was worried about the situation.\Why did you do something like that? That isn't like you at all. response:	The woman... What happened to the undercover agent?
context: Damn, he shouldn't be too far away.\Find him!\Sir!\You blew it? How?\Did you order Yin to send an observer apparition?\Yeah. I was worried about the situation.\Why did you do something like that? That isn't like you at all.\The woman... What happened to the undercover agent? response:	She was caught, no thanks to you.
context: Find him!\Sir!\You blew it? How?\Did you order Yin to send an observer apparition?\Yeah. I was worried about the situation.\Why did you do something like that? That isn't like you at all.\The woman... What happened to the undercover agent?\She was caught, no thanks to you. response:	Did you hear what I said, Huang?
context: Sir!\You blew it? How?\Did you order Yin to send an observer apparition?\Yeah. I was worried about the situation.\Why did you do something like that? That isn't like you at all.\The woman... What happened to the undercover agent?\She was caught, no thanks to you.\Did you hear what I said, Huang? response:	Huang!
context: You blew it? How?\Did you order Yin to send an observer apparition?\Yeah. I was worried about the situation.\Why did you do something like that? That isn't like you at all.\The woman... What happened to the undercover agent?\She was caught, no thanks to you.\Did you hear what I said, Huang?\Huang! response:	A friend who was erased, a memory likewise erased.
context: Did you order Yin to send an observer apparition?\Yeah. I was worried about the situation.\Why did you do something like that? That isn't like you at all.\The woman... What happened to the undercover agent?\She was caught, no thanks to you.\Did you hear what I said, Huang?\Huang!\A friend who was erased, a memory likewise erased. response:	Thoughts that won't disappear, a woman who disappeared.
context: Yeah. I was worried about the situation.\Why did you do something like that? That isn't like you at all.\The woman... What happened to the undercover agent?\She was caught, no thanks to you.\Did you hear what I said, Huang?\Huang!\A friend who was erased, a memory likewise erased.\Thoughts that won't disappear, a woman who disappeared. response:	Contractors don't have a sense of guilt.
context: Why did you do something like that? That isn't like you at all.\The woman... What happened to the undercover agent?\She was caught, no thanks to you.\Did you hear what I said, Huang?\Huang!\A friend who was erased, a memory likewise erased.\Thoughts that won't disappear, a woman who disappeared.\Contractors don't have a sense of guilt. response:	Their memories simply remain.
context: The woman... What happened to the undercover agent?\She was caught, no thanks to you.\Did you hear what I said, Huang?\Huang!\A friend who was erased, a memory likewise erased.\Thoughts that won't disappear, a woman who disappeared.\Contractors don't have a sense of guilt.\Their memories simply remain. response:	The muzzle shines a somber color of rust.
context: She was caught, no thanks to you.\Did you hear what I said, Huang?\Huang!\A friend who was erased, a memory likewise erased.\Thoughts that won't disappear, a woman who disappeared.\Contractors don't have a sense of guilt.\Their memories simply remain.\The muzzle shines a somber color of rust. response:	Putting an end to what was smoldered in the past,
context: Did you hear what I said, Huang?\Huang!\A friend who was erased, a memory likewise erased.\Thoughts that won't disappear, a woman who disappeared.\Contractors don't have a sense of guilt.\Their memories simply remain.\The muzzle shines a somber color of rust.\Putting an end to what was smoldered in the past, response:	basking in joy, you wake up from a dream that vanishes as easily as a mirage.
context: Huang!\A friend who was erased, a memory likewise erased.\Thoughts that won't disappear, a woman who disappeared.\Contractors don't have a sense of guilt.\Their memories simply remain.\The muzzle shines a somber color of rust.\Putting an end to what was smoldered in the past,\basking in joy, you wake up from a dream that vanishes as easily as a mirage. response:	However, you wanted to get drunk.
context: A friend who was erased, a memory likewise erased.\Thoughts that won't disappear, a woman who disappeared.\Contractors don't have a sense of guilt.\Their memories simply remain.\The muzzle shines a somber color of rust.\Putting an end to what was smoldered in the past,\basking in joy, you wake up from a dream that vanishes as easily as a mirage.\However, you wanted to get drunk. response:	Episode Twenty Dreaming Shallow, Uninebriated... (Part Two)
