context: What is this? response:	How are we going to clean this up?
context: Would I bite the hand that feeds me?\Please remember that you\have made a contract with me.\No matter what...\Even if you were to reject me.\You're not yourself today.\I'm leaving!\Could it be that you actually like him? response:	Of course not!
context: Please remember that you\have made a contract with me.\No matter what...\Even if you were to reject me.\You're not yourself today.\I'm leaving!\Could it be that you actually like him?\Of course not! response:	I wanted to go home the whole time.
context: have made a contract with me.\No matter what...\Even if you were to reject me.\You're not yourself today.\I'm leaving!\Could it be that you actually like him?\Of course not!\I wanted to go home the whole time. response:	I wanted to be with Miketsukami...
context: No matter what...\Even if you were to reject me.\You're not yourself today.\I'm leaving!\Could it be that you actually like him?\Of course not!\I wanted to go home the whole time.\I wanted to be with Miketsukami... response:	Huh?
context: Even if you were to reject me.\You're not yourself today.\I'm leaving!\Could it be that you actually like him?\Of course not!\I wanted to go home the whole time.\I wanted to be with Miketsukami...\Huh? response:	This is a good morning.
context: You're not yourself today.\I'm leaving!\Could it be that you actually like him?\Of course not!\I wanted to go home the whole time.\I wanted to be with Miketsukami...\Huh?\This is a good morning. response:	A bath where you gaze at humanity below. Now that is exceptional...
context: I'm leaving!\Could it be that you actually like him?\Of course not!\I wanted to go home the whole time.\I wanted to be with Miketsukami...\Huh?\This is a good morning.\A bath where you gaze at humanity below. Now that is exceptional... response:	I love looking down on people!
context: Could it be that you actually like him?\Of course not!\I wanted to go home the whole time.\I wanted to be with Miketsukami...\Huh?\This is a good morning.\A bath where you gaze at humanity below. Now that is exceptional...\I love looking down on people! response:	I know you do, Mr. Kagerou.
context: Of course not!\I wanted to go home the whole time.\I wanted to be with Miketsukami...\Huh?\This is a good morning.\A bath where you gaze at humanity below. Now that is exceptional...\I love looking down on people!\I know you do, Mr. Kagerou. response:	Good morning.
context: I wanted to go home the whole time.\I wanted to be with Miketsukami...\Huh?\This is a good morning.\A bath where you gaze at humanity below. Now that is exceptional...\I love looking down on people!\I know you do, Mr. Kagerou.\Good morning. response:	You're naughty. Don't sneak up on me.
context: I wanted to be with Miketsukami...\Huh?\This is a good morning.\A bath where you gaze at humanity below. Now that is exceptional...\I love looking down on people!\I know you do, Mr. Kagerou.\Good morning.\You're naughty. Don't sneak up on me. response:	You didn't end up talking about it yesterday, did you?
context: Huh?\This is a good morning.\A bath where you gaze at humanity below. Now that is exceptional...\I love looking down on people!\I know you do, Mr. Kagerou.\Good morning.\You're naughty. Don't sneak up on me.\You didn't end up talking about it yesterday, did you? response:	No.
context: This is a good morning.\A bath where you gaze at humanity below. Now that is exceptional...\I love looking down on people!\I know you do, Mr. Kagerou.\Good morning.\You're naughty. Don't sneak up on me.\You didn't end up talking about it yesterday, did you?\No. response:	I didn't want to say anything with the others there.
context: A bath where you gaze at humanity below. Now that is exceptional...\I love looking down on people!\I know you do, Mr. Kagerou.\Good morning.\You're naughty. Don't sneak up on me.\You didn't end up talking about it yesterday, did you?\No.\I didn't want to say anything with the others there. response:	It is a petty issue to me,
context: I love looking down on people!\I know you do, Mr. Kagerou.\Good morning.\You're naughty. Don't sneak up on me.\You didn't end up talking about it yesterday, did you?\No.\I didn't want to say anything with the others there.\It is a petty issue to me, response:	but I suppose it is something women care about.
context: I know you do, Mr. Kagerou.\Good morning.\You're naughty. Don't sneak up on me.\You didn't end up talking about it yesterday, did you?\No.\I didn't want to say anything with the others there.\It is a petty issue to me,\but I suppose it is something women care about. response:	My fiancee will soon be sixteen.
context: Good morning.\You're naughty. Don't sneak up on me.\You didn't end up talking about it yesterday, did you?\No.\I didn't want to say anything with the others there.\It is a petty issue to me,\but I suppose it is something women care about.\My fiancee will soon be sixteen. response:	Couples should have no reservations between them.
context: You're naughty. Don't sneak up on me.\You didn't end up talking about it yesterday, did you?\No.\I didn't want to say anything with the others there.\It is a petty issue to me,\but I suppose it is something women care about.\My fiancee will soon be sixteen.\Couples should have no reservations between them. response:	Mr. Kagerou...
context: You didn't end up talking about it yesterday, did you?\No.\I didn't want to say anything with the others there.\It is a petty issue to me,\but I suppose it is something women care about.\My fiancee will soon be sixteen.\Couples should have no reservations between them.\Mr. Kagerou... response:	Would it be possible for you to avoid mentioning it?
context: No.\I didn't want to say anything with the others there.\It is a petty issue to me,\but I suppose it is something women care about.\My fiancee will soon be sixteen.\Couples should have no reservations between them.\Mr. Kagerou...\Would it be possible for you to avoid mentioning it? response:	I shall do anything in my power.
context: I didn't want to say anything with the others there.\It is a petty issue to me,\but I suppose it is something women care about.\My fiancee will soon be sixteen.\Couples should have no reservations between them.\Mr. Kagerou...\Would it be possible for you to avoid mentioning it?\I shall do anything in my power. response:	For her? Or for yourself?
context: It is a petty issue to me,\but I suppose it is something women care about.\My fiancee will soon be sixteen.\Couples should have no reservations between them.\Mr. Kagerou...\Would it be possible for you to avoid mentioning it?\I shall do anything in my power.\For her? Or for yourself? response:	In any case, your anything bores me.
context: but I suppose it is something women care about.\My fiancee will soon be sixteen.\Couples should have no reservations between them.\Mr. Kagerou...\Would it be possible for you to avoid mentioning it?\I shall do anything in my power.\For her? Or for yourself?\In any case, your anything bores me. response:	You really would do anything.
context: My fiancee will soon be sixteen.\Couples should have no reservations between them.\Mr. Kagerou...\Would it be possible for you to avoid mentioning it?\I shall do anything in my power.\For her? Or for yourself?\In any case, your anything bores me.\You really would do anything. response:	You'd do any embarrassing task with a smile,
context: Couples should have no reservations between them.\Mr. Kagerou...\Would it be possible for you to avoid mentioning it?\I shall do anything in my power.\For her? Or for yourself?\In any case, your anything bores me.\You really would do anything.\You'd do any embarrassing task with a smile, response:	without hesitation.
context: Mr. Kagerou...\Would it be possible for you to avoid mentioning it?\I shall do anything in my power.\For her? Or for yourself?\In any case, your anything bores me.\You really would do anything.\You'd do any embarrassing task with a smile,\without hesitation. response:	It makes me feel like I am beneath you.
context: Would it be possible for you to avoid mentioning it?\I shall do anything in my power.\For her? Or for yourself?\In any case, your anything bores me.\You really would do anything.\You'd do any embarrassing task with a smile,\without hesitation.\It makes me feel like I am beneath you. response:	I never liked that.
context: I shall do anything in my power.\For her? Or for yourself?\In any case, your anything bores me.\You really would do anything.\You'd do any embarrassing task with a smile,\without hesitation.\It makes me feel like I am beneath you.\I never liked that. response:	And now,
context: For her? Or for yourself?\In any case, your anything bores me.\You really would do anything.\You'd do any embarrassing task with a smile,\without hesitation.\It makes me feel like I am beneath you.\I never liked that.\And now, response:	you are begging me.
context: In any case, your anything bores me.\You really would do anything.\You'd do any embarrassing task with a smile,\without hesitation.\It makes me feel like I am beneath you.\I never liked that.\And now,\you are begging me. response:	But I refuse!
context: You really would do anything.\You'd do any embarrassing task with a smile,\without hesitation.\It makes me feel like I am beneath you.\I never liked that.\And now,\you are begging me.\But I refuse! response:	How is it? Truly being on your knees for the first time?
context: You'd do any embarrassing task with a smile,\without hesitation.\It makes me feel like I am beneath you.\I never liked that.\And now,\you are begging me.\But I refuse!\How is it? Truly being on your knees for the first time? response:	I bet you hate it!
context: without hesitation.\It makes me feel like I am beneath you.\I never liked that.\And now,\you are begging me.\But I refuse!\How is it? Truly being on your knees for the first time?\I bet you hate it! response:	What are you saying, sir?
context: It makes me feel like I am beneath you.\I never liked that.\And now,\you are begging me.\But I refuse!\How is it? Truly being on your knees for the first time?\I bet you hate it!\What are you saying, sir? response:	I have been on my knees many times in your service.
context: I never liked that.\And now,\you are begging me.\But I refuse!\How is it? Truly being on your knees for the first time?\I bet you hate it!\What are you saying, sir?\I have been on my knees many times in your service. response:	However,
context: And now,\you are begging me.\But I refuse!\How is it? Truly being on your knees for the first time?\I bet you hate it!\What are you saying, sir?\I have been on my knees many times in your service.\However, response:	the issue I bring before you is no petty matter.
context: you are begging me.\But I refuse!\How is it? Truly being on your knees for the first time?\I bet you hate it!\What are you saying, sir?\I have been on my knees many times in your service.\However,\the issue I bring before you is no petty matter. response:	So I shall ask you again.
context: But I refuse!\How is it? Truly being on your knees for the first time?\I bet you hate it!\What are you saying, sir?\I have been on my knees many times in your service.\However,\the issue I bring before you is no petty matter.\So I shall ask you again. response:	Excellent!
context: How is it? Truly being on your knees for the first time?\I bet you hate it!\What are you saying, sir?\I have been on my knees many times in your service.\However,\the issue I bring before you is no petty matter.\So I shall ask you again.\Excellent! response:	I'll play.
context: I bet you hate it!\What are you saying, sir?\I have been on my knees many times in your service.\However,\the issue I bring before you is no petty matter.\So I shall ask you again.\Excellent!\I'll play. response:	Your strikes suggest that you're serious.
context: What are you saying, sir?\I have been on my knees many times in your service.\However,\the issue I bring before you is no petty matter.\So I shall ask you again.\Excellent!\I'll play.\Your strikes suggest that you're serious. response:	It's nice to get attacked, once in a while.
context: I have been on my knees many times in your service.\However,\the issue I bring before you is no petty matter.\So I shall ask you again.\Excellent!\I'll play.\Your strikes suggest that you're serious.\It's nice to get attacked, once in a while. response:	But now, you should enjoy my treatment!
context: However,\the issue I bring before you is no petty matter.\So I shall ask you again.\Excellent!\I'll play.\Your strikes suggest that you're serious.\It's nice to get attacked, once in a while.\But now, you should enjoy my treatment! response:	I couldn't sleep.
context: the issue I bring before you is no petty matter.\So I shall ask you again.\Excellent!\I'll play.\Your strikes suggest that you're serious.\It's nice to get attacked, once in a while.\But now, you should enjoy my treatment!\I couldn't sleep. response:	I'll buy a drink, and get some morning sun while I'm here.
context: So I shall ask you again.\Excellent!\I'll play.\Your strikes suggest that you're serious.\It's nice to get attacked, once in a while.\But now, you should enjoy my treatment!\I couldn't sleep.\I'll buy a drink, and get some morning sun while I'm here. response:	Could you not find it within your
context: Excellent!\I'll play.\Your strikes suggest that you're serious.\It's nice to get attacked, once in a while.\But now, you should enjoy my treatment!\I couldn't sleep.\I'll buy a drink, and get some morning sun while I'm here.\Could you not find it within your response:	great heart to consider this weak and insignificant servant's request?
context: I'll play.\Your strikes suggest that you're serious.\It's nice to get attacked, once in a while.\But now, you should enjoy my treatment!\I couldn't sleep.\I'll buy a drink, and get some morning sun while I'm here.\Could you not find it within your\great heart to consider this weak and insignificant servant's request? response:	Weak and insignificant, you say?
context: Your strikes suggest that you're serious.\It's nice to get attacked, once in a while.\But now, you should enjoy my treatment!\I couldn't sleep.\I'll buy a drink, and get some morning sun while I'm here.\Could you not find it within your\great heart to consider this weak and insignificant servant's request?\Weak and insignificant, you say? response:	You're a stubborn, shameless super-sadist!
context: It's nice to get attacked, once in a while.\But now, you should enjoy my treatment!\I couldn't sleep.\I'll buy a drink, and get some morning sun while I'm here.\Could you not find it within your\great heart to consider this weak and insignificant servant's request?\Weak and insignificant, you say?\You're a stubborn, shameless super-sadist! response:	You deceive everyone with your aura of purity,
context: But now, you should enjoy my treatment!\I couldn't sleep.\I'll buy a drink, and get some morning sun while I'm here.\Could you not find it within your\great heart to consider this weak and insignificant servant's request?\Weak and insignificant, you say?\You're a stubborn, shameless super-sadist!\You deceive everyone with your aura of purity, response:	but in reality you're a ***!
context: I couldn't sleep.\I'll buy a drink, and get some morning sun while I'm here.\Could you not find it within your\great heart to consider this weak and insignificant servant's request?\Weak and insignificant, you say?\You're a stubborn, shameless super-sadist!\You deceive everyone with your aura of purity,\but in reality you're a ***! response:	Admit it, and I shall consider your request.
context: I'll buy a drink, and get some morning sun while I'm here.\Could you not find it within your\great heart to consider this weak and insignificant servant's request?\Weak and insignificant, you say?\You're a stubborn, shameless super-sadist!\You deceive everyone with your aura of purity,\but in reality you're a ***!\Admit it, and I shall consider your request. response:	Very well.
context: Could you not find it within your\great heart to consider this weak and insignificant servant's request?\Weak and insignificant, you say?\You're a stubborn, shameless super-sadist!\You deceive everyone with your aura of purity,\but in reality you're a ***!\Admit it, and I shall consider your request.\Very well. response:	I shall accept it, and bear the dishonor.
context: great heart to consider this weak and insignificant servant's request?\Weak and insignificant, you say?\You're a stubborn, shameless super-sadist!\You deceive everyone with your aura of purity,\but in reality you're a ***!\Admit it, and I shall consider your request.\Very well.\I shall accept it, and bear the dishonor. response:	I deceive everyone with my aura of purity,
context: Weak and insignificant, you say?\You're a stubborn, shameless super-sadist!\You deceive everyone with your aura of purity,\but in reality you're a ***!\Admit it, and I shall consider your request.\Very well.\I shall accept it, and bear the dishonor.\I deceive everyone with my aura of purity, response:	but in reality, I'm a *** pervert
context: You're a stubborn, shameless super-sadist!\You deceive everyone with your aura of purity,\but in reality you're a ***!\Admit it, and I shall consider your request.\Very well.\I shall accept it, and bear the dishonor.\I deceive everyone with my aura of purity,\but in reality, I'm a *** pervert response:	What are you doing?!
context: You deceive everyone with your aura of purity,\but in reality you're a ***!\Admit it, and I shall consider your request.\Very well.\I shall accept it, and bear the dishonor.\I deceive everyone with my aura of purity,\but in reality, I'm a *** pervert\What are you doing?! response:	You should do this outside! You're adults!
context: but in reality you're a ***!\Admit it, and I shall consider your request.\Very well.\I shall accept it, and bear the dishonor.\I deceive everyone with my aura of purity,\but in reality, I'm a *** pervert\What are you doing?!\You should do this outside! You're adults! response:	Good morning, Miss Ririchiyo.
context: Admit it, and I shall consider your request.\Very well.\I shall accept it, and bear the dishonor.\I deceive everyone with my aura of purity,\but in reality, I'm a *** pervert\What are you doing?!\You should do this outside! You're adults!\Good morning, Miss Ririchiyo. response:	Good morning, my bitch!
context: Very well.\I shall accept it, and bear the dishonor.\I deceive everyone with my aura of purity,\but in reality, I'm a *** pervert\What are you doing?!\You should do this outside! You're adults!\Good morning, Miss Ririchiyo.\Good morning, my bitch! response:	Spare me your salutations.
context: I shall accept it, and bear the dishonor.\I deceive everyone with my aura of purity,\but in reality, I'm a *** pervert\What are you doing?!\You should do this outside! You're adults!\Good morning, Miss Ririchiyo.\Good morning, my bitch!\Spare me your salutations. response:	Get away from that man, and sheathe your sword.
context: I deceive everyone with my aura of purity,\but in reality, I'm a *** pervert\What are you doing?!\You should do this outside! You're adults!\Good morning, Miss Ririchiyo.\Good morning, my bitch!\Spare me your salutations.\Get away from that man, and sheathe your sword. response:	Yes.
context: but in reality, I'm a *** pervert\What are you doing?!\You should do this outside! You're adults!\Good morning, Miss Ririchiyo.\Good morning, my bitch!\Spare me your salutations.\Get away from that man, and sheathe your sword.\Yes. response:	So,
context: What are you doing?!\You should do this outside! You're adults!\Good morning, Miss Ririchiyo.\Good morning, my bitch!\Spare me your salutations.\Get away from that man, and sheathe your sword.\Yes.\So, response:	what did you do?
context: You should do this outside! You're adults!\Good morning, Miss Ririchiyo.\Good morning, my bitch!\Spare me your salutations.\Get away from that man, and sheathe your sword.\Yes.\So,\what did you do? response:	Me? The aggressor?
context: Good morning, Miss Ririchiyo.\Good morning, my bitch!\Spare me your salutations.\Get away from that man, and sheathe your sword.\Yes.\So,\what did you do?\Me? The aggressor? response:	I like it! I like it...
context: Good morning, my bitch!\Spare me your salutations.\Get away from that man, and sheathe your sword.\Yes.\So,\what did you do?\Me? The aggressor?\I like it! I like it... response:	Miketsukami would never hurt anyone without cause.
context: Spare me your salutations.\Get away from that man, and sheathe your sword.\Yes.\So,\what did you do?\Me? The aggressor?\I like it! I like it...\Miketsukami would never hurt anyone without cause. response:	I see you trust him.
context: Get away from that man, and sheathe your sword.\Yes.\So,\what did you do?\Me? The aggressor?\I like it! I like it...\Miketsukami would never hurt anyone without cause.\I see you trust him. response:	Even though we're cut from the same cloth...
context: Yes.\So,\what did you do?\Me? The aggressor?\I like it! I like it...\Miketsukami would never hurt anyone without cause.\I see you trust him.\Even though we're cut from the same cloth... response:	No, I should say we're guilty of the same offense.
context: So,\what did you do?\Me? The aggressor?\I like it! I like it...\Miketsukami would never hurt anyone without cause.\I see you trust him.\Even though we're cut from the same cloth...\No, I should say we're guilty of the same offense. response:	What are...
context: what did you do?\Me? The aggressor?\I like it! I like it...\Miketsukami would never hurt anyone without cause.\I see you trust him.\Even though we're cut from the same cloth...\No, I should say we're guilty of the same offense.\What are... response:	You should ask him directly!
context: Me? The aggressor?\I like it! I like it...\Miketsukami would never hurt anyone without cause.\I see you trust him.\Even though we're cut from the same cloth...\No, I should say we're guilty of the same offense.\What are...\You should ask him directly! response:	That man is good at deceiving others, but he probably cannot lie to you.
context: I like it! I like it...\Miketsukami would never hurt anyone without cause.\I see you trust him.\Even though we're cut from the same cloth...\No, I should say we're guilty of the same offense.\What are...\You should ask him directly!\That man is good at deceiving others, but he probably cannot lie to you. response:	Miketsukami?
context: Miketsukami would never hurt anyone without cause.\I see you trust him.\Even though we're cut from the same cloth...\No, I should say we're guilty of the same offense.\What are...\You should ask him directly!\That man is good at deceiving others, but he probably cannot lie to you.\Miketsukami? response:	I can lie.
context: I see you trust him.\Even though we're cut from the same cloth...\No, I should say we're guilty of the same offense.\What are...\You should ask him directly!\That man is good at deceiving others, but he probably cannot lie to you.\Miketsukami?\I can lie. response:	It's better that way.
context: Even though we're cut from the same cloth...\No, I should say we're guilty of the same offense.\What are...\You should ask him directly!\That man is good at deceiving others, but he probably cannot lie to you.\Miketsukami?\I can lie.\It's better that way. response:	I intended to keep it from you.
context: No, I should say we're guilty of the same offense.\What are...\You should ask him directly!\That man is good at deceiving others, but he probably cannot lie to you.\Miketsukami?\I can lie.\It's better that way.\I intended to keep it from you. response:	However,
context: What are...\You should ask him directly!\That man is good at deceiving others, but he probably cannot lie to you.\Miketsukami?\I can lie.\It's better that way.\I intended to keep it from you.\However, response:	I'd rather tell you myself than have
context: You should ask him directly!\That man is good at deceiving others, but he probably cannot lie to you.\Miketsukami?\I can lie.\It's better that way.\I intended to keep it from you.\However,\I'd rather tell you myself than have response:	you hear it from another.
context: That man is good at deceiving others, but he probably cannot lie to you.\Miketsukami?\I can lie.\It's better that way.\I intended to keep it from you.\However,\I'd rather tell you myself than have\you hear it from another. response:	Miss Ririchiyo, it is as Mr. Kagerou says.
context: Miketsukami?\I can lie.\It's better that way.\I intended to keep it from you.\However,\I'd rather tell you myself than have\you hear it from another.\Miss Ririchiyo, it is as Mr. Kagerou says. response:	I have
context: I can lie.\It's better that way.\I intended to keep it from you.\However,\I'd rather tell you myself than have\you hear it from another.\Miss Ririchiyo, it is as Mr. Kagerou says.\I have response:	been deceiving you.
context: It's better that way.\I intended to keep it from you.\However,\I'd rather tell you myself than have\you hear it from another.\Miss Ririchiyo, it is as Mr. Kagerou says.\I have\been deceiving you. response:	Please forgive me, Miss Ririchiyo.
context: I intended to keep it from you.\However,\I'd rather tell you myself than have\you hear it from another.\Miss Ririchiyo, it is as Mr. Kagerou says.\I have\been deceiving you.\Please forgive me, Miss Ririchiyo. response:	Miss Ririchiyo,
context: However,\I'd rather tell you myself than have\you hear it from another.\Miss Ririchiyo, it is as Mr. Kagerou says.\I have\been deceiving you.\Please forgive me, Miss Ririchiyo.\Miss Ririchiyo, response:	I have been lying to you.
context: I'd rather tell you myself than have\you hear it from another.\Miss Ririchiyo, it is as Mr. Kagerou says.\I have\been deceiving you.\Please forgive me, Miss Ririchiyo.\Miss Ririchiyo,\I have been lying to you. response:	I deceived and betrayed you.
context: you hear it from another.\Miss Ririchiyo, it is as Mr. Kagerou says.\I have\been deceiving you.\Please forgive me, Miss Ririchiyo.\Miss Ririchiyo,\I have been lying to you.\I deceived and betrayed you. response:	I thought I could hide it from you.
context: Miss Ririchiyo, it is as Mr. Kagerou says.\I have\been deceiving you.\Please forgive me, Miss Ririchiyo.\Miss Ririchiyo,\I have been lying to you.\I deceived and betrayed you.\I thought I could hide it from you. response:	But... But, Miss Ririchiyo,
context: I have\been deceiving you.\Please forgive me, Miss Ririchiyo.\Miss Ririchiyo,\I have been lying to you.\I deceived and betrayed you.\I thought I could hide it from you.\But... But, Miss Ririchiyo, response:	all I wish for is your...
context: been deceiving you.\Please forgive me, Miss Ririchiyo.\Miss Ririchiyo,\I have been lying to you.\I deceived and betrayed you.\I thought I could hide it from you.\But... But, Miss Ririchiyo,\all I wish for is your... response:	Kagerou.
context: Please forgive me, Miss Ririchiyo.\Miss Ririchiyo,\I have been lying to you.\I deceived and betrayed you.\I thought I could hide it from you.\But... But, Miss Ririchiyo,\all I wish for is your...\Kagerou. response:	Kagerou
