context: The Hero Association has been weakened substantially, response:	and we still have our main forces in reserve.
context: There is one other reason.\I thought it'd be nice if I could fight a decent opponent, too.\Of course, I'm going to win in the end,\but getting there is the fun part.\Fun, huh?\Yeah! It's fun being strong.\I see.\I came here so that I could experience martial arts. response:	I heard everyone here was tough,
context: I thought it'd be nice if I could fight a decent opponent, too.\Of course, I'm going to win in the end,\but getting there is the fun part.\Fun, huh?\Yeah! It's fun being strong.\I see.\I came here so that I could experience martial arts.\I heard everyone here was tough, response:	but the matches ended so quickly if I fought back even a little.
context: Of course, I'm going to win in the end,\but getting there is the fun part.\Fun, huh?\Yeah! It's fun being strong.\I see.\I came here so that I could experience martial arts.\I heard everyone here was tough,\but the matches ended so quickly if I fought back even a little. response:	What are they talking about?
context: but getting there is the fun part.\Fun, huh?\Yeah! It's fun being strong.\I see.\I came here so that I could experience martial arts.\I heard everyone here was tough,\but the matches ended so quickly if I fought back even a little.\What are they talking about? response:	They must be talking about all the hardships they endured to get to the finals.
context: Fun, huh?\Yeah! It's fun being strong.\I see.\I came here so that I could experience martial arts.\I heard everyone here was tough,\but the matches ended so quickly if I fought back even a little.\What are they talking about?\They must be talking about all the hardships they endured to get to the finals. response:	At this rate, I thought it might've been pointless for me to even come...
context: Yeah! It's fun being strong.\I see.\I came here so that I could experience martial arts.\I heard everyone here was tough,\but the matches ended so quickly if I fought back even a little.\What are they talking about?\They must be talking about all the hardships they endured to get to the finals.\At this rate, I thought it might've been pointless for me to even come... response:	But you might actually be different.
context: I see.\I came here so that I could experience martial arts.\I heard everyone here was tough,\but the matches ended so quickly if I fought back even a little.\What are they talking about?\They must be talking about all the hardships they endured to get to the finals.\At this rate, I thought it might've been pointless for me to even come...\But you might actually be different. response:	Got it.
context: I came here so that I could experience martial arts.\I heard everyone here was tough,\but the matches ended so quickly if I fought back even a little.\What are they talking about?\They must be talking about all the hardships they endured to get to the finals.\At this rate, I thought it might've been pointless for me to even come...\But you might actually be different.\Got it. response:	Then how about this?
context: I heard everyone here was tough,\but the matches ended so quickly if I fought back even a little.\What are they talking about?\They must be talking about all the hardships they endured to get to the finals.\At this rate, I thought it might've been pointless for me to even come...\But you might actually be different.\Got it.\Then how about this? response:	I'll help you experience martial arts,
context: but the matches ended so quickly if I fought back even a little.\What are they talking about?\They must be talking about all the hardships they endured to get to the finals.\At this rate, I thought it might've been pointless for me to even come...\But you might actually be different.\Got it.\Then how about this?\I'll help you experience martial arts, response:	so in return, do your best to entertain me.
context: What are they talking about?\They must be talking about all the hardships they endured to get to the finals.\At this rate, I thought it might've been pointless for me to even come...\But you might actually be different.\Got it.\Then how about this?\I'll help you experience martial arts,\so in return, do your best to entertain me. response:	Hey, good idea.
context: They must be talking about all the hardships they endured to get to the finals.\At this rate, I thought it might've been pointless for me to even come...\But you might actually be different.\Got it.\Then how about this?\I'll help you experience martial arts,\so in return, do your best to entertain me.\Hey, good idea. response:	All right, then...
context: At this rate, I thought it might've been pointless for me to even come...\But you might actually be different.\Got it.\Then how about this?\I'll help you experience martial arts,\so in return, do your best to entertain me.\Hey, good idea.\All right, then... response:	Let's begin.
context: But you might actually be different.\Got it.\Then how about this?\I'll help you experience martial arts,\so in return, do your best to entertain me.\Hey, good idea.\All right, then...\Let's begin. response:	Here I come!
context: Got it.\Then how about this?\I'll help you experience martial arts,\so in return, do your best to entertain me.\Hey, good idea.\All right, then...\Let's begin.\Here I come! response:	H-He's even faster now!
context: Then how about this?\I'll help you experience martial arts,\so in return, do your best to entertain me.\Hey, good idea.\All right, then...\Let's begin.\Here I come!\H-He's even faster now! response:	Did Suiryu finally get serious?!
context: I'll help you experience martial arts,\so in return, do your best to entertain me.\Hey, good idea.\All right, then...\Let's begin.\Here I come!\H-He's even faster now!\Did Suiryu finally get serious?! response:	It's just gonna keep coming!
context: so in return, do your best to entertain me.\Hey, good idea.\All right, then...\Let's begin.\Here I come!\H-He's even faster now!\Did Suiryu finally get serious?!\It's just gonna keep coming! response:	He kicked him into the air!
context: Hey, good idea.\All right, then...\Let's begin.\Here I come!\H-He's even faster now!\Did Suiryu finally get serious?!\It's just gonna keep coming!\He kicked him into the air! response:	Safe.
context: All right, then...\Let's begin.\Here I come!\H-He's even faster now!\Did Suiryu finally get serious?!\It's just gonna keep coming!\He kicked him into the air!\Safe. response:	Th-That finishes it!
context: Let's begin.\Here I come!\H-He's even faster now!\Did Suiryu finally get serious?!\It's just gonna keep coming!\He kicked him into the air!\Safe.\Th-That finishes it! response:	Is Charanko okay?!
context: Here I come!\H-He's even faster now!\Did Suiryu finally get serious?!\It's just gonna keep coming!\He kicked him into the air!\Safe.\Th-That finishes it!\Is Charanko okay?! response:	Can he stand?
context: H-He's even faster now!\Did Suiryu finally get serious?!\It's just gonna keep coming!\He kicked him into the air!\Safe.\Th-That finishes it!\Is Charanko okay?!\Can he stand? response:	Ch-Charanko!
context: Did Suiryu finally get serious?!\It's just gonna keep coming!\He kicked him into the air!\Safe.\Th-That finishes it!\Is Charanko okay?!\Can he stand?\Ch-Charanko! response:	Their difference in ability was just too great!
context: It's just gonna keep coming!\He kicked him into the air!\Safe.\Th-That finishes it!\Is Charanko okay?!\Can he stand?\Ch-Charanko!\Their difference in ability was just too great! response:	Did I end it already?
context: He kicked him into the air!\Safe.\Th-That finishes it!\Is Charanko okay?!\Can he stand?\Ch-Charanko!\Their difference in ability was just too great!\Did I end it already? response:	You scared me for a second.
context: Safe.\Th-That finishes it!\Is Charanko okay?!\Can he stand?\Ch-Charanko!\Their difference in ability was just too great!\Did I end it already?\You scared me for a second. response:	I really thought my wig was going to fly off this time.
context: Th-That finishes it!\Is Charanko okay?!\Can he stand?\Ch-Charanko!\Their difference in ability was just too great!\Did I end it already?\You scared me for a second.\I really thought my wig was going to fly off this time. response:	Good.
context: Is Charanko okay?!\Can he stand?\Ch-Charanko!\Their difference in ability was just too great!\Did I end it already?\You scared me for a second.\I really thought my wig was going to fly off this time.\Good. response:	Otherwise, it'd be no fun!
context: Can he stand?\Ch-Charanko!\Their difference in ability was just too great!\Did I end it already?\You scared me for a second.\I really thought my wig was going to fly off this time.\Good.\Otherwise, it'd be no fun! response:	He's holding out!
context: Ch-Charanko!\Their difference in ability was just too great!\Did I end it already?\You scared me for a second.\I really thought my wig was going to fly off this time.\Good.\Otherwise, it'd be no fun!\He's holding out! response:	If he keeps it up, he might be able to turn the tables!
context: Their difference in ability was just too great!\Did I end it already?\You scared me for a second.\I really thought my wig was going to fly off this time.\Good.\Otherwise, it'd be no fun!\He's holding out!\If he keeps it up, he might be able to turn the tables! response:	No. Look at Suiryu. He's only been using kicks so far.
context: Did I end it already?\You scared me for a second.\I really thought my wig was going to fly off this time.\Good.\Otherwise, it'd be no fun!\He's holding out!\If he keeps it up, he might be able to turn the tables!\No. Look at Suiryu. He's only been using kicks so far. response:	He's holding back so that he can play around more.
context: You scared me for a second.\I really thought my wig was going to fly off this time.\Good.\Otherwise, it'd be no fun!\He's holding out!\If he keeps it up, he might be able to turn the tables!\No. Look at Suiryu. He's only been using kicks so far.\He's holding back so that he can play around more. response:	You mean...
context: I really thought my wig was going to fly off this time.\Good.\Otherwise, it'd be no fun!\He's holding out!\If he keeps it up, he might be able to turn the tables!\No. Look at Suiryu. He's only been using kicks so far.\He's holding back so that he can play around more.\You mean... response:	He's not even serious yet.
context: Good.\Otherwise, it'd be no fun!\He's holding out!\If he keeps it up, he might be able to turn the tables!\No. Look at Suiryu. He's only been using kicks so far.\He's holding back so that he can play around more.\You mean...\He's not even serious yet. response:	Your specialty is your punch, right?
context: Otherwise, it'd be no fun!\He's holding out!\If he keeps it up, he might be able to turn the tables!\No. Look at Suiryu. He's only been using kicks so far.\He's holding back so that he can play around more.\You mean...\He's not even serious yet.\Your specialty is your punch, right? response:	Come on! Hit me!
context: He's holding out!\If he keeps it up, he might be able to turn the tables!\No. Look at Suiryu. He's only been using kicks so far.\He's holding back so that he can play around more.\You mean...\He's not even serious yet.\Your specialty is your punch, right?\Come on! Hit me! response:	Entertain me some more!
context: If he keeps it up, he might be able to turn the tables!\No. Look at Suiryu. He's only been using kicks so far.\He's holding back so that he can play around more.\You mean...\He's not even serious yet.\Your specialty is your punch, right?\Come on! Hit me!\Entertain me some more! response:	Did he figure out I was going to counter him?
context: No. Look at Suiryu. He's only been using kicks so far.\He's holding back so that he can play around more.\You mean...\He's not even serious yet.\Your specialty is your punch, right?\Come on! Hit me!\Entertain me some more!\Did he figure out I was going to counter him? response:	He's a white belt, but he definitely has some experience.
context: He's holding back so that he can play around more.\You mean...\He's not even serious yet.\Your specialty is your punch, right?\Come on! Hit me!\Entertain me some more!\Did he figure out I was going to counter him?\He's a white belt, but he definitely has some experience. response:	He's pretty slick for always guarding his head, too.
context: You mean...\He's not even serious yet.\Your specialty is your punch, right?\Come on! Hit me!\Entertain me some more!\Did he figure out I was going to counter him?\He's a white belt, but he definitely has some experience.\He's pretty slick for always guarding his head, too. response:	What do you normally do?
context: He's not even serious yet.\Your specialty is your punch, right?\Come on! Hit me!\Entertain me some more!\Did he figure out I was going to counter him?\He's a white belt, but he definitely has some experience.\He's pretty slick for always guarding his head, too.\What do you normally do? response:	Normally?
context: Your specialty is your punch, right?\Come on! Hit me!\Entertain me some more!\Did he figure out I was going to counter him?\He's a white belt, but he definitely has some experience.\He's pretty slick for always guarding his head, too.\What do you normally do?\Normally? response:	Uh, go for walks and defeat monsters?
context: Come on! Hit me!\Entertain me some more!\Did he figure out I was going to counter him?\He's a white belt, but he definitely has some experience.\He's pretty slick for always guarding his head, too.\What do you normally do?\Normally?\Uh, go for walks and defeat monsters? response:	What? You fight monsters?
context: Entertain me some more!\Did he figure out I was going to counter him?\He's a white belt, but he definitely has some experience.\He's pretty slick for always guarding his head, too.\What do you normally do?\Normally?\Uh, go for walks and defeat monsters?\What? You fight monsters? response:	You almost sound like a hero.
context: Did he figure out I was going to counter him?\He's a white belt, but he definitely has some experience.\He's pretty slick for always guarding his head, too.\What do you normally do?\Normally?\Uh, go for walks and defeat monsters?\What? You fight monsters?\You almost sound like a hero. response:	W-Well, I thought it might be cool to be a hero in the future.
context: He's a white belt, but he definitely has some experience.\He's pretty slick for always guarding his head, too.\What do you normally do?\Normally?\Uh, go for walks and defeat monsters?\What? You fight monsters?\You almost sound like a hero.\W-Well, I thought it might be cool to be a hero in the future. response:	Jeez... Even you aspire to be a hero?
context: He's pretty slick for always guarding his head, too.\What do you normally do?\Normally?\Uh, go for walks and defeat monsters?\What? You fight monsters?\You almost sound like a hero.\W-Well, I thought it might be cool to be a hero in the future.\Jeez... Even you aspire to be a hero? response:	I don't think that hero business is all that great.
context: What do you normally do?\Normally?\Uh, go for walks and defeat monsters?\What? You fight monsters?\You almost sound like a hero.\W-Well, I thought it might be cool to be a hero in the future.\Jeez... Even you aspire to be a hero?\I don't think that hero business is all that great. response:	I fought some Class A heroes earlier, and they were so weak, it was a joke.
context: Normally?\Uh, go for walks and defeat monsters?\What? You fight monsters?\You almost sound like a hero.\W-Well, I thought it might be cool to be a hero in the future.\Jeez... Even you aspire to be a hero?\I don't think that hero business is all that great.\I fought some Class A heroes earlier, and they were so weak, it was a joke. response:	Hero is just some stupid title.
context: Uh, go for walks and defeat monsters?\What? You fight monsters?\You almost sound like a hero.\W-Well, I thought it might be cool to be a hero in the future.\Jeez... Even you aspire to be a hero?\I don't think that hero business is all that great.\I fought some Class A heroes earlier, and they were so weak, it was a joke.\Hero is just some stupid title. response:	It's supposed to be their profession,
context: What? You fight monsters?\You almost sound like a hero.\W-Well, I thought it might be cool to be a hero in the future.\Jeez... Even you aspire to be a hero?\I don't think that hero business is all that great.\I fought some Class A heroes earlier, and they were so weak, it was a joke.\Hero is just some stupid title.\It's supposed to be their profession, response:	but they won't shut up about good deeds and justice.
context: You almost sound like a hero.\W-Well, I thought it might be cool to be a hero in the future.\Jeez... Even you aspire to be a hero?\I don't think that hero business is all that great.\I fought some Class A heroes earlier, and they were so weak, it was a joke.\Hero is just some stupid title.\It's supposed to be their profession,\but they won't shut up about good deeds and justice. response:	People at that level are never going to be able to save the world, though.
context: W-Well, I thought it might be cool to be a hero in the future.\Jeez... Even you aspire to be a hero?\I don't think that hero business is all that great.\I fought some Class A heroes earlier, and they were so weak, it was a joke.\Hero is just some stupid title.\It's supposed to be their profession,\but they won't shut up about good deeds and justice.\People at that level are never going to be able to save the world, though. response:	Noble aspirations, fine thoughts, lofty ethics, heroic justice...
context: Jeez... Even you aspire to be a hero?\I don't think that hero business is all that great.\I fought some Class A heroes earlier, and they were so weak, it was a joke.\Hero is just some stupid title.\It's supposed to be their profession,\but they won't shut up about good deeds and justice.\People at that level are never going to be able to save the world, though.\Noble aspirations, fine thoughts, lofty ethics, heroic justice... response:	They're just boring contaminants in my life of seeking fun.
context: I don't think that hero business is all that great.\I fought some Class A heroes earlier, and they were so weak, it was a joke.\Hero is just some stupid title.\It's supposed to be their profession,\but they won't shut up about good deeds and justice.\People at that level are never going to be able to save the world, though.\Noble aspirations, fine thoughts, lofty ethics, heroic justice...\They're just boring contaminants in my life of seeking fun. response:	You're strong, too. So you shouldn't be so concerned about such trivial things.
context: I fought some Class A heroes earlier, and they were so weak, it was a joke.\Hero is just some stupid title.\It's supposed to be their profession,\but they won't shut up about good deeds and justice.\People at that level are never going to be able to save the world, though.\Noble aspirations, fine thoughts, lofty ethics, heroic justice...\They're just boring contaminants in my life of seeking fun.\You're strong, too. So you shouldn't be so concerned about such trivial things. response:	Just live free and have fun.
context: Hero is just some stupid title.\It's supposed to be their profession,\but they won't shut up about good deeds and justice.\People at that level are never going to be able to save the world, though.\Noble aspirations, fine thoughts, lofty ethics, heroic justice...\They're just boring contaminants in my life of seeking fun.\You're strong, too. So you shouldn't be so concerned about such trivial things.\Just live free and have fun. response:	Oh, did I bum you out?
context: It's supposed to be their profession,\but they won't shut up about good deeds and justice.\People at that level are never going to be able to save the world, though.\Noble aspirations, fine thoughts, lofty ethics, heroic justice...\They're just boring contaminants in my life of seeking fun.\You're strong, too. So you shouldn't be so concerned about such trivial things.\Just live free and have fun.\Oh, did I bum you out? response:	I'm only giving you some truthful advice because I respect you.
context: but they won't shut up about good deeds and justice.\People at that level are never going to be able to save the world, though.\Noble aspirations, fine thoughts, lofty ethics, heroic justice...\They're just boring contaminants in my life of seeking fun.\You're strong, too. So you shouldn't be so concerned about such trivial things.\Just live free and have fun.\Oh, did I bum you out?\I'm only giving you some truthful advice because I respect you. response:	That's a clean hit!
context: People at that level are never going to be able to save the world, though.\Noble aspirations, fine thoughts, lofty ethics, heroic justice...\They're just boring contaminants in my life of seeking fun.\You're strong, too. So you shouldn't be so concerned about such trivial things.\Just live free and have fun.\Oh, did I bum you out?\I'm only giving you some truthful advice because I respect you.\That's a clean hit! response:	Huh?
context: Noble aspirations, fine thoughts, lofty ethics, heroic justice...\They're just boring contaminants in my life of seeking fun.\You're strong, too. So you shouldn't be so concerned about such trivial things.\Just live free and have fun.\Oh, did I bum you out?\I'm only giving you some truthful advice because I respect you.\That's a clean hit!\Huh? response:	Contaminant?
context: They're just boring contaminants in my life of seeking fun.\You're strong, too. So you shouldn't be so concerned about such trivial things.\Just live free and have fun.\Oh, did I bum you out?\I'm only giving you some truthful advice because I respect you.\That's a clean hit!\Huh?\Contaminant? response:	Who the hell cares about that?
context: You're strong, too. So you shouldn't be so concerned about such trivial things.\Just live free and have fun.\Oh, did I bum you out?\I'm only giving you some truthful advice because I respect you.\That's a clean hit!\Huh?\Contaminant?\Who the hell cares about that? response:	You're not the only one doing what you want.
context: Just live free and have fun.\Oh, did I bum you out?\I'm only giving you some truthful advice because I respect you.\That's a clean hit!\Huh?\Contaminant?\Who the hell cares about that?\You're not the only one doing what you want. response:	Suiryu, was it?
context: Oh, did I bum you out?\I'm only giving you some truthful advice because I respect you.\That's a clean hit!\Huh?\Contaminant?\Who the hell cares about that?\You're not the only one doing what you want.\Suiryu, was it? response:	Let me give you some advice, as well.
context: I'm only giving you some truthful advice because I respect you.\That's a clean hit!\Huh?\Contaminant?\Who the hell cares about that?\You're not the only one doing what you want.\Suiryu, was it?\Let me give you some advice, as well. response:	If you just want to have fun, you probably shouldn't get any stronger.
context: That's a clean hit!\Huh?\Contaminant?\Who the hell cares about that?\You're not the only one doing what you want.\Suiryu, was it?\Let me give you some advice, as well.\If you just want to have fun, you probably shouldn't get any stronger. response:	Crap! I keep forgetting! I almost cut the fight short again.
context: Huh?\Contaminant?\Who the hell cares about that?\You're not the only one doing what you want.\Suiryu, was it?\Let me give you some advice, as well.\If you just want to have fun, you probably shouldn't get any stronger.\Crap! I keep forgetting! I almost cut the fight short again. response:	Did you see that?!
context: Contaminant?\Who the hell cares about that?\You're not the only one doing what you want.\Suiryu, was it?\Let me give you some advice, as well.\If you just want to have fun, you probably shouldn't get any stronger.\Crap! I keep forgetting! I almost cut the fight short again.\Did you see that?! response:	Wh-What in the world was that?!
context: Who the hell cares about that?\You're not the only one doing what you want.\Suiryu, was it?\Let me give you some advice, as well.\If you just want to have fun, you probably shouldn't get any stronger.\Crap! I keep forgetting! I almost cut the fight short again.\Did you see that?!\Wh-What in the world was that?! response:	I've never seen anything like that!
context: You're not the only one doing what you want.\Suiryu, was it?\Let me give you some advice, as well.\If you just want to have fun, you probably shouldn't get any stronger.\Crap! I keep forgetting! I almost cut the fight short again.\Did you see that?!\Wh-What in the world was that?!\I've never seen anything like that! response:	B-But a shocking truth about Charanko has just been revealed!
context: Suiryu, was it?\Let me give you some advice, as well.\If you just want to have fun, you probably shouldn't get any stronger.\Crap! I keep forgetting! I almost cut the fight short again.\Did you see that?!\Wh-What in the world was that?!\I've never seen anything like that!\B-But a shocking truth about Charanko has just been revealed! response:	It's been discovered that he's been wearing a wig!
context: Let me give you some advice, as well.\If you just want to have fun, you probably shouldn't get any stronger.\Crap! I keep forgetting! I almost cut the fight short again.\Did you see that?!\Wh-What in the world was that?!\I've never seen anything like that!\B-But a shocking truth about Charanko has just been revealed!\It's been discovered that he's been wearing a wig! response:	The referees are making their move! Could this mean...
context: If you just want to have fun, you probably shouldn't get any stronger.\Crap! I keep forgetting! I almost cut the fight short again.\Did you see that?!\Wh-What in the world was that?!\I've never seen anything like that!\B-But a shocking truth about Charanko has just been revealed!\It's been discovered that he's been wearing a wig!\The referees are making their move! Could this mean... response:	Allow me to explain.
context: Crap! I keep forgetting! I almost cut the fight short again.\Did you see that?!\Wh-What in the world was that?!\I've never seen anything like that!\B-But a shocking truth about Charanko has just been revealed!\It's been discovered that he's been wearing a wig!\The referees are making their move! Could this mean...\Allow me to explain. response:	After last year's incident where someone impersonated Wolfman,
context: Did you see that?!\Wh-What in the world was that?!\I've never seen anything like that!\B-But a shocking truth about Charanko has just been revealed!\It's been discovered that he's been wearing a wig!\The referees are making their move! Could this mean...\Allow me to explain.\After last year's incident where someone impersonated Wolfman, response:	the rules of this year's tournament changed,
context: Wh-What in the world was that?!\I've never seen anything like that!\B-But a shocking truth about Charanko has just been revealed!\It's been discovered that he's been wearing a wig!\The referees are making their move! Could this mean...\Allow me to explain.\After last year's incident where someone impersonated Wolfman,\the rules of this year's tournament changed, response:	meaning wearing masks or anything on your head is against the rules.
context: I've never seen anything like that!\B-But a shocking truth about Charanko has just been revealed!\It's been discovered that he's been wearing a wig!\The referees are making their move! Could this mean...\Allow me to explain.\After last year's incident where someone impersonated Wolfman,\the rules of this year's tournament changed,\meaning wearing masks or anything on your head is against the rules. response:	This includes wigs.
context: B-But a shocking truth about Charanko has just been revealed!\It's been discovered that he's been wearing a wig!\The referees are making their move! Could this mean...\Allow me to explain.\After last year's incident where someone impersonated Wolfman,\the rules of this year's tournament changed,\meaning wearing masks or anything on your head is against the rules.\This includes wigs. response:	Therefore, Charanko is disqualified!
context: It's been discovered that he's been wearing a wig!\The referees are making their move! Could this mean...\Allow me to explain.\After last year's incident where someone impersonated Wolfman,\the rules of this year's tournament changed,\meaning wearing masks or anything on your head is against the rules.\This includes wigs.\Therefore, Charanko is disqualified! response:	U-Unbelievable! That ends our match!
context: The referees are making their move! Could this mean...\Allow me to explain.\After last year's incident where someone impersonated Wolfman,\the rules of this year's tournament changed,\meaning wearing masks or anything on your head is against the rules.\This includes wigs.\Therefore, Charanko is disqualified!\U-Unbelievable! That ends our match! response:	The winner is Suiryu!
context: Allow me to explain.\After last year's incident where someone impersonated Wolfman,\the rules of this year's tournament changed,\meaning wearing masks or anything on your head is against the rules.\This includes wigs.\Therefore, Charanko is disqualified!\U-Unbelievable! That ends our match!\The winner is Suiryu! response:	Seriously?
context: After last year's incident where someone impersonated Wolfman,\the rules of this year's tournament changed,\meaning wearing masks or anything on your head is against the rules.\This includes wigs.\Therefore, Charanko is disqualified!\U-Unbelievable! That ends our match!\The winner is Suiryu!\Seriously? response:	Continue the fight!
context: the rules of this year's tournament changed,\meaning wearing masks or anything on your head is against the rules.\This includes wigs.\Therefore, Charanko is disqualified!\U-Unbelievable! That ends our match!\The winner is Suiryu!\Seriously?\Continue the fight! response:	Charanko... You're so young, but you were dealing with such hardship?
context: meaning wearing masks or anything on your head is against the rules.\This includes wigs.\Therefore, Charanko is disqualified!\U-Unbelievable! That ends our match!\The winner is Suiryu!\Seriously?\Continue the fight!\Charanko... You're so young, but you were dealing with such hardship? response:	No, someone was just impersonating him.
context: This includes wigs.\Therefore, Charanko is disqualified!\U-Unbelievable! That ends our match!\The winner is Suiryu!\Seriously?\Continue the fight!\Charanko... You're so young, but you were dealing with such hardship?\No, someone was just impersonating him. response:	Saitama! What's he doing here?
context: Therefore, Charanko is disqualified!\U-Unbelievable! That ends our match!\The winner is Suiryu!\Seriously?\Continue the fight!\Charanko... You're so young, but you were dealing with such hardship?\No, someone was just impersonating him.\Saitama! What's he doing here? response:	You know him?
context: U-Unbelievable! That ends our match!\The winner is Suiryu!\Seriously?\Continue the fight!\Charanko... You're so young, but you were dealing with such hardship?\No, someone was just impersonating him.\Saitama! What's he doing here?\You know him? response:	We'll be verifying if you're actually who you say you are later.
context: The winner is Suiryu!\Seriously?\Continue the fight!\Charanko... You're so young, but you were dealing with such hardship?\No, someone was just impersonating him.\Saitama! What's he doing here?\You know him?\We'll be verifying if you're actually who you say you are later. response:	That's my cue to leave.
context: Seriously?\Continue the fight!\Charanko... You're so young, but you were dealing with such hardship?\No, someone was just impersonating him.\Saitama! What's he doing here?\You know him?\We'll be verifying if you're actually who you say you are later.\That's my cue to leave. response:	Playtime's over.
context: Continue the fight!\Charanko... You're so young, but you were dealing with such hardship?\No, someone was just impersonating him.\Saitama! What's he doing here?\You know him?\We'll be verifying if you're actually who you say you are later.\That's my cue to leave.\Playtime's over. response:	This is where things get real.
context: Charanko... You're so young, but you were dealing with such hardship?\No, someone was just impersonating him.\Saitama! What's he doing here?\You know him?\We'll be verifying if you're actually who you say you are later.\That's my cue to leave.\Playtime's over.\This is where things get real. response:	I didn't get to show you my true skills yet!
context: No, someone was just impersonating him.\Saitama! What's he doing here?\You know him?\We'll be verifying if you're actually who you say you are later.\That's my cue to leave.\Playtime's over.\This is where things get real.\I didn't get to show you my true skills yet! response:	The platform!
context: Saitama! What's he doing here?\You know him?\We'll be verifying if you're actually who you say you are later.\That's my cue to leave.\Playtime's over.\This is where things get real.\I didn't get to show you my true skills yet!\The platform! response:	You're not getting away!
context: You know him?\We'll be verifying if you're actually who you say you are later.\That's my cue to leave.\Playtime's over.\This is where things get real.\I didn't get to show you my true skills yet!\The platform!\You're not getting away! response:	U-U-Unbelievable! They're still continuing the match!
context: We'll be verifying if you're actually who you say you are later.\That's my cue to leave.\Playtime's over.\This is where things get real.\I didn't get to show you my true skills yet!\The platform!\You're not getting away!\U-U-Unbelievable! They're still continuing the match! response:	I thought you were all about having fun.
context: That's my cue to leave.\Playtime's over.\This is where things get real.\I didn't get to show you my true skills yet!\The platform!\You're not getting away!\U-U-Unbelievable! They're still continuing the match!\I thought you were all about having fun. response:	Well, losing isn't fun!
context: Playtime's over.\This is where things get real.\I didn't get to show you my true skills yet!\The platform!\You're not getting away!\U-U-Unbelievable! They're still continuing the match!\I thought you were all about having fun.\Well, losing isn't fun! response:	That's it!
context: This is where things get real.\I didn't get to show you my true skills yet!\The platform!\You're not getting away!\U-U-Unbelievable! They're still continuing the match!\I thought you were all about having fun.\Well, losing isn't fun!\That's it! response:	Fight more!
context: I didn't get to show you my true skills yet!\The platform!\You're not getting away!\U-U-Unbelievable! They're still continuing the match!\I thought you were all about having fun.\Well, losing isn't fun!\That's it!\Fight more! response:	Finish this!
context: The platform!\You're not getting away!\U-U-Unbelievable! They're still continuing the match!\I thought you were all about having fun.\Well, losing isn't fun!\That's it!\Fight more!\Finish this! response:	Things are heating up!
context: You're not getting away!\U-U-Unbelievable! They're still continuing the match!\I thought you were all about having fun.\Well, losing isn't fun!\That's it!\Fight more!\Finish this!\Things are heating up! response:	Suiryu's overcome with emotion!
context: U-U-Unbelievable! They're still continuing the match!\I thought you were all about having fun.\Well, losing isn't fun!\That's it!\Fight more!\Finish this!\Things are heating up!\Suiryu's overcome with emotion! response:	I've never seen him look like that!
context: I thought you were all about having fun.\Well, losing isn't fun!\That's it!\Fight more!\Finish this!\Things are heating up!\Suiryu's overcome with emotion!\I've never seen him look like that! response:	Listen up! This is what true martial arts is like!
context: Well, losing isn't fun!\That's it!\Fight more!\Finish this!\Things are heating up!\Suiryu's overcome with emotion!\I've never seen him look like that!\Listen up! This is what true martial arts is like! response:	Dark Body Flying Dragon Fist!
context: That's it!\Fight more!\Finish this!\Things are heating up!\Suiryu's overcome with emotion!\I've never seen him look like that!\Listen up! This is what true martial arts is like!\Dark Body Flying Dragon Fist! response:	He hits him again, and again, and yet again!
context: Fight more!\Finish this!\Things are heating up!\Suiryu's overcome with emotion!\I've never seen him look like that!\Listen up! This is what true martial arts is like!\Dark Body Flying Dragon Fist!\He hits him again, and again, and yet again! response:	He's not going to stop!
context: Finish this!\Things are heating up!\Suiryu's overcome with emotion!\I've never seen him look like that!\Listen up! This is what true martial arts is like!\Dark Body Flying Dragon Fist!\He hits him again, and again, and yet again!\He's not going to stop! response:	He's... totally unfazed.
context: Things are heating up!\Suiryu's overcome with emotion!\I've never seen him look like that!\Listen up! This is what true martial arts is like!\Dark Body Flying Dragon Fist!\He hits him again, and again, and yet again!\He's not going to stop!\He's... totally unfazed. response:	The platform's falling apart!
context: Suiryu's overcome with emotion!\I've never seen him look like that!\Listen up! This is what true martial arts is like!\Dark Body Flying Dragon Fist!\He hits him again, and again, and yet again!\He's not going to stop!\He's... totally unfazed.\The platform's falling apart! response:	That's some excessive footwork.
context: I've never seen him look like that!\Listen up! This is what true martial arts is like!\Dark Body Flying Dragon Fist!\He hits him again, and again, and yet again!\He's not going to stop!\He's... totally unfazed.\The platform's falling apart!\That's some excessive footwork. response:	He's going in for the kill!
context: Listen up! This is what true martial arts is like!\Dark Body Flying Dragon Fist!\He hits him again, and again, and yet again!\He's not going to stop!\He's... totally unfazed.\The platform's falling apart!\That's some excessive footwork.\He's going in for the kill! response:	Run!
context: Dark Body Flying Dragon Fist!\He hits him again, and again, and yet again!\He's not going to stop!\He's... totally unfazed.\The platform's falling apart!\That's some excessive footwork.\He's going in for the kill!\Run! response:	Even that isn't...
context: He hits him again, and again, and yet again!\He's not going to stop!\He's... totally unfazed.\The platform's falling apart!\That's some excessive footwork.\He's going in for the kill!\Run!\Even that isn't... response:	I see. I'm starting to get it.
context: He's not going to stop!\He's... totally unfazed.\The platform's falling apart!\That's some excessive footwork.\He's going in for the kill!\Run!\Even that isn't...\I see. I'm starting to get it. response:	Do you finally understand something about martial arts?
