context: Motoba response:	Episode 9 Umaru and Valentine's
context: It's empty!\My pudding cup is empty!\Onii-chan!\I didn't eat it.\But it was there before I fell asleep!\Pudding! Pudding! My pudding is gone!\She's exerting so much energy over pudding...\I'm sure you just ate... response:	No, wait.
context: My pudding cup is empty!\Onii-chan!\I didn't eat it.\But it was there before I fell asleep!\Pudding! Pudding! My pudding is gone!\She's exerting so much energy over pudding...\I'm sure you just ate...\No, wait. response:	I can't accuse someone without any evidence.
context: Onii-chan!\I didn't eat it.\But it was there before I fell asleep!\Pudding! Pudding! My pudding is gone!\She's exerting so much energy over pudding...\I'm sure you just ate...\No, wait.\I can't accuse someone without any evidence. response:	I have to set a good example for Umaru.
context: I didn't eat it.\But it was there before I fell asleep!\Pudding! Pudding! My pudding is gone!\She's exerting so much energy over pudding...\I'm sure you just ate...\No, wait.\I can't accuse someone without any evidence.\I have to set a good example for Umaru. response:	Umaru, we're going to find out where the pudding went!
context: But it was there before I fell asleep!\Pudding! Pudding! My pudding is gone!\She's exerting so much energy over pudding...\I'm sure you just ate...\No, wait.\I can't accuse someone without any evidence.\I have to set a good example for Umaru.\Umaru, we're going to find out where the pudding went! response:	Huh? You can figure that out?
context: Pudding! Pudding! My pudding is gone!\She's exerting so much energy over pudding...\I'm sure you just ate...\No, wait.\I can't accuse someone without any evidence.\I have to set a good example for Umaru.\Umaru, we're going to find out where the pudding went!\Huh? You can figure that out? response:	Umaru's Jiggly Pudding Disappearance Case
context: She's exerting so much energy over pudding...\I'm sure you just ate...\No, wait.\I can't accuse someone without any evidence.\I have to set a good example for Umaru.\Umaru, we're going to find out where the pudding went!\Huh? You can figure that out?\Umaru's Jiggly Pudding Disappearance Case response:	It'd be easier to just buy a new pudding,
context: I'm sure you just ate...\No, wait.\I can't accuse someone without any evidence.\I have to set a good example for Umaru.\Umaru, we're going to find out where the pudding went!\Huh? You can figure that out?\Umaru's Jiggly Pudding Disappearance Case\It'd be easier to just buy a new pudding, response:	Then just buy me one...
context: No, wait.\I can't accuse someone without any evidence.\I have to set a good example for Umaru.\Umaru, we're going to find out where the pudding went!\Huh? You can figure that out?\Umaru's Jiggly Pudding Disappearance Case\It'd be easier to just buy a new pudding,\Then just buy me one... response:	but we must reveal the truth first.
context: I can't accuse someone without any evidence.\I have to set a good example for Umaru.\Umaru, we're going to find out where the pudding went!\Huh? You can figure that out?\Umaru's Jiggly Pudding Disappearance Case\It'd be easier to just buy a new pudding,\Then just buy me one...\but we must reveal the truth first. response:	But I didn't eat it.
context: I have to set a good example for Umaru.\Umaru, we're going to find out where the pudding went!\Huh? You can figure that out?\Umaru's Jiggly Pudding Disappearance Case\It'd be easier to just buy a new pudding,\Then just buy me one...\but we must reveal the truth first.\But I didn't eat it. response:	All right. Explain the reasons you didn't eat it.
context: Umaru, we're going to find out where the pudding went!\Huh? You can figure that out?\Umaru's Jiggly Pudding Disappearance Case\It'd be easier to just buy a new pudding,\Then just buy me one...\but we must reveal the truth first.\But I didn't eat it.\All right. Explain the reasons you didn't eat it. response:	First, I fell asleep before I could eat the pudding.
context: Huh? You can figure that out?\Umaru's Jiggly Pudding Disappearance Case\It'd be easier to just buy a new pudding,\Then just buy me one...\but we must reveal the truth first.\But I didn't eat it.\All right. Explain the reasons you didn't eat it.\First, I fell asleep before I could eat the pudding. response:	That is because I received a message
context: Umaru's Jiggly Pudding Disappearance Case\It'd be easier to just buy a new pudding,\Then just buy me one...\but we must reveal the truth first.\But I didn't eat it.\All right. Explain the reasons you didn't eat it.\First, I fell asleep before I could eat the pudding.\That is because I received a message response:	from you saying that you'd be home late.
context: It'd be easier to just buy a new pudding,\Then just buy me one...\but we must reveal the truth first.\But I didn't eat it.\All right. Explain the reasons you didn't eat it.\First, I fell asleep before I could eat the pudding.\That is because I received a message\from you saying that you'd be home late. response:	Therefore, I
context: Then just buy me one...\but we must reveal the truth first.\But I didn't eat it.\All right. Explain the reasons you didn't eat it.\First, I fell asleep before I could eat the pudding.\That is because I received a message\from you saying that you'd be home late.\Therefore, I response:	held a feast for myself.
context: but we must reveal the truth first.\But I didn't eat it.\All right. Explain the reasons you didn't eat it.\First, I fell asleep before I could eat the pudding.\That is because I received a message\from you saying that you'd be home late.\Therefore, I\held a feast for myself. response:	It was amazing!
context: But I didn't eat it.\All right. Explain the reasons you didn't eat it.\First, I fell asleep before I could eat the pudding.\That is because I received a message\from you saying that you'd be home late.\Therefore, I\held a feast for myself.\It was amazing! response:	Objection!
context: All right. Explain the reasons you didn't eat it.\First, I fell asleep before I could eat the pudding.\That is because I received a message\from you saying that you'd be home late.\Therefore, I\held a feast for myself.\It was amazing!\Objection! response:	What are you doing?!
context: First, I fell asleep before I could eat the pudding.\That is because I received a message\from you saying that you'd be home late.\Therefore, I\held a feast for myself.\It was amazing!\Objection!\What are you doing?! response:	You must have eaten it, then!
context: That is because I received a message\from you saying that you'd be home late.\Therefore, I\held a feast for myself.\It was amazing!\Objection!\What are you doing?!\You must have eaten it, then! response:	Hold it!
context: from you saying that you'd be home late.\Therefore, I\held a feast for myself.\It was amazing!\Objection!\What are you doing?!\You must have eaten it, then!\Hold it! response:	Order, please, Onii-chan.
context: Therefore, I\held a feast for myself.\It was amazing!\Objection!\What are you doing?!\You must have eaten it, then!\Hold it!\Order, please, Onii-chan. response:	Here are some leftover potato chips.
context: held a feast for myself.\It was amazing!\Objection!\What are you doing?!\You must have eaten it, then!\Hold it!\Order, please, Onii-chan.\Here are some leftover potato chips. response:	Pudding is dessert that should be eaten last.
context: It was amazing!\Objection!\What are you doing?!\You must have eaten it, then!\Hold it!\Order, please, Onii-chan.\Here are some leftover potato chips.\Pudding is dessert that should be eaten last. response:	Eating pudding before my potato chips
context: Objection!\What are you doing?!\You must have eaten it, then!\Hold it!\Order, please, Onii-chan.\Here are some leftover potato chips.\Pudding is dessert that should be eaten last.\Eating pudding before my potato chips response:	goes against my beliefs!
context: What are you doing?!\You must have eaten it, then!\Hold it!\Order, please, Onii-chan.\Here are some leftover potato chips.\Pudding is dessert that should be eaten last.\Eating pudding before my potato chips\goes against my beliefs! response:	Like I care!
context: You must have eaten it, then!\Hold it!\Order, please, Onii-chan.\Here are some leftover potato chips.\Pudding is dessert that should be eaten last.\Eating pudding before my potato chips\goes against my beliefs!\Like I care! response:	Pudding is Tops!!
context: Hold it!\Order, please, Onii-chan.\Here are some leftover potato chips.\Pudding is dessert that should be eaten last.\Eating pudding before my potato chips\goes against my beliefs!\Like I care!\Pudding is Tops!! response:	But it doesn't seem like she's lying.
context: Order, please, Onii-chan.\Here are some leftover potato chips.\Pudding is dessert that should be eaten last.\Eating pudding before my potato chips\goes against my beliefs!\Like I care!\Pudding is Tops!!\But it doesn't seem like she's lying. response:	Could she have actually not eaten it?
context: Here are some leftover potato chips.\Pudding is dessert that should be eaten last.\Eating pudding before my potato chips\goes against my beliefs!\Like I care!\Pudding is Tops!!\But it doesn't seem like she's lying.\Could she have actually not eaten it? response:	Upupupupu.
context: Pudding is dessert that should be eaten last.\Eating pudding before my potato chips\goes against my beliefs!\Like I care!\Pudding is Tops!!\But it doesn't seem like she's lying.\Could she have actually not eaten it?\Upupupupu. response:	Refutation
context: Eating pudding before my potato chips\goes against my beliefs!\Like I care!\Pudding is Tops!!\But it doesn't seem like she's lying.\Could she have actually not eaten it?\Upupupupu.\Refutation response:	More importantly, Onii-chan,
context: goes against my beliefs!\Like I care!\Pudding is Tops!!\But it doesn't seem like she's lying.\Could she have actually not eaten it?\Upupupupu.\Refutation\More importantly, Onii-chan, response:	what time did you come home last night?
context: Like I care!\Pudding is Tops!!\But it doesn't seem like she's lying.\Could she have actually not eaten it?\Upupupupu.\Refutation\More importantly, Onii-chan,\what time did you come home last night? response:	Huh? Yesterday, I got out of work late, and went home on the last train...
context: Pudding is Tops!!\But it doesn't seem like she's lying.\Could she have actually not eaten it?\Upupupupu.\Refutation\More importantly, Onii-chan,\what time did you come home last night?\Huh? Yesterday, I got out of work late, and went home on the last train... response:	So about midnight.
context: But it doesn't seem like she's lying.\Could she have actually not eaten it?\Upupupupu.\Refutation\More importantly, Onii-chan,\what time did you come home last night?\Huh? Yesterday, I got out of work late, and went home on the last train...\So about midnight. response:	Thank you for all your hard work.
context: Could she have actually not eaten it?\Upupupupu.\Refutation\More importantly, Onii-chan,\what time did you come home last night?\Huh? Yesterday, I got out of work late, and went home on the last train...\So about midnight.\Thank you for all your hard work. response:	Onii-chan, those aren't your pajamas, are they?
context: Upupupupu.\Refutation\More importantly, Onii-chan,\what time did you come home last night?\Huh? Yesterday, I got out of work late, and went home on the last train...\So about midnight.\Thank you for all your hard work.\Onii-chan, those aren't your pajamas, are they? response:	You fell asleep in them, didn't you?
context: Refutation\More importantly, Onii-chan,\what time did you come home last night?\Huh? Yesterday, I got out of work late, and went home on the last train...\So about midnight.\Thank you for all your hard work.\Onii-chan, those aren't your pajamas, are they?\You fell asleep in them, didn't you? response:	I-It's true that I was really tired last night,
context: More importantly, Onii-chan,\what time did you come home last night?\Huh? Yesterday, I got out of work late, and went home on the last train...\So about midnight.\Thank you for all your hard work.\Onii-chan, those aren't your pajamas, are they?\You fell asleep in them, didn't you?\I-It's true that I was really tired last night, response:	so I just fell asleep...
context: what time did you come home last night?\Huh? Yesterday, I got out of work late, and went home on the last train...\So about midnight.\Thank you for all your hard work.\Onii-chan, those aren't your pajamas, are they?\You fell asleep in them, didn't you?\I-It's true that I was really tired last night,\so I just fell asleep... response:	Psst... Psst...
context: Huh? Yesterday, I got out of work late, and went home on the last train...\So about midnight.\Thank you for all your hard work.\Onii-chan, those aren't your pajamas, are they?\You fell asleep in them, didn't you?\I-It's true that I was really tired last night,\so I just fell asleep...\Psst... Psst... response:	Huh? Come to think of it, I don't remember much...
context: So about midnight.\Thank you for all your hard work.\Onii-chan, those aren't your pajamas, are they?\You fell asleep in them, didn't you?\I-It's true that I was really tired last night,\so I just fell asleep...\Psst... Psst...\Huh? Come to think of it, I don't remember much... response:	Onii-chan hobbles home from work, exhausted.
context: Thank you for all your hard work.\Onii-chan, those aren't your pajamas, are they?\You fell asleep in them, didn't you?\I-It's true that I was really tired last night,\so I just fell asleep...\Psst... Psst...\Huh? Come to think of it, I don't remember much...\Onii-chan hobbles home from work, exhausted. response:	Umaru...
context: Onii-chan, those aren't your pajamas, are they?\You fell asleep in them, didn't you?\I-It's true that I was really tired last night,\so I just fell asleep...\Psst... Psst...\Huh? Come to think of it, I don't remember much...\Onii-chan hobbles home from work, exhausted.\Umaru... response:	Wait, I wasn't that tired.
context: You fell asleep in them, didn't you?\I-It's true that I was really tired last night,\so I just fell asleep...\Psst... Psst...\Huh? Come to think of it, I don't remember much...\Onii-chan hobbles home from work, exhausted.\Umaru...\Wait, I wasn't that tired. response:	So if there is pudding on the table when he returns home,
context: I-It's true that I was really tired last night,\so I just fell asleep...\Psst... Psst...\Huh? Come to think of it, I don't remember much...\Onii-chan hobbles home from work, exhausted.\Umaru...\Wait, I wasn't that tired.\So if there is pudding on the table when he returns home, response:	it's inevitable that he would eat it!
context: so I just fell asleep...\Psst... Psst...\Huh? Come to think of it, I don't remember much...\Onii-chan hobbles home from work, exhausted.\Umaru...\Wait, I wasn't that tired.\So if there is pudding on the table when he returns home,\it's inevitable that he would eat it! response:	Aren't all these representations of me kind of awful?
context: Psst... Psst...\Huh? Come to think of it, I don't remember much...\Onii-chan hobbles home from work, exhausted.\Umaru...\Wait, I wasn't that tired.\So if there is pudding on the table when he returns home,\it's inevitable that he would eat it!\Aren't all these representations of me kind of awful? response:	All right.
context: Huh? Come to think of it, I don't remember much...\Onii-chan hobbles home from work, exhausted.\Umaru...\Wait, I wasn't that tired.\So if there is pudding on the table when he returns home,\it's inevitable that he would eat it!\Aren't all these representations of me kind of awful?\All right. response:	Let's actually eat some pudding.
context: Onii-chan hobbles home from work, exhausted.\Umaru...\Wait, I wasn't that tired.\So if there is pudding on the table when he returns home,\it's inevitable that he would eat it!\Aren't all these representations of me kind of awful?\All right.\Let's actually eat some pudding. response:	Huh? Why?
context: Umaru...\Wait, I wasn't that tired.\So if there is pudding on the table when he returns home,\it's inevitable that he would eat it!\Aren't all these representations of me kind of awful?\All right.\Let's actually eat some pudding.\Huh? Why? response:	If one of us ate it, that might jog our memories.
context: Wait, I wasn't that tired.\So if there is pudding on the table when he returns home,\it's inevitable that he would eat it!\Aren't all these representations of me kind of awful?\All right.\Let's actually eat some pudding.\Huh? Why?\If one of us ate it, that might jog our memories. response:	Nearly One Hour Later...
context: So if there is pudding on the table when he returns home,\it's inevitable that he would eat it!\Aren't all these representations of me kind of awful?\All right.\Let's actually eat some pudding.\Huh? Why?\If one of us ate it, that might jog our memories.\Nearly One Hour Later... response:	All right. It's ready, Umaru.
context: it's inevitable that he would eat it!\Aren't all these representations of me kind of awful?\All right.\Let's actually eat some pudding.\Huh? Why?\If one of us ate it, that might jog our memories.\Nearly One Hour Later...\All right. It's ready, Umaru. response:	Why did you make those, Onii-chan?
context: Aren't all these representations of me kind of awful?\All right.\Let's actually eat some pudding.\Huh? Why?\If one of us ate it, that might jog our memories.\Nearly One Hour Later...\All right. It's ready, Umaru.\Why did you make those, Onii-chan? response:	You could have just bought some.
context: All right.\Let's actually eat some pudding.\Huh? Why?\If one of us ate it, that might jog our memories.\Nearly One Hour Later...\All right. It's ready, Umaru.\Why did you make those, Onii-chan?\You could have just bought some. response:	Huh? Didn't I promise you I'd make some?
context: Let's actually eat some pudding.\Huh? Why?\If one of us ate it, that might jog our memories.\Nearly One Hour Later...\All right. It's ready, Umaru.\Why did you make those, Onii-chan?\You could have just bought some.\Huh? Didn't I promise you I'd make some? response:	Well, whatever. Let's eat.
context: Huh? Why?\If one of us ate it, that might jog our memories.\Nearly One Hour Later...\All right. It's ready, Umaru.\Why did you make those, Onii-chan?\You could have just bought some.\Huh? Didn't I promise you I'd make some?\Well, whatever. Let's eat. response:	Y-Yeah.
context: If one of us ate it, that might jog our memories.\Nearly One Hour Later...\All right. It's ready, Umaru.\Why did you make those, Onii-chan?\You could have just bought some.\Huh? Didn't I promise you I'd make some?\Well, whatever. Let's eat.\Y-Yeah. response:	I'm home...
context: Nearly One Hour Later...\All right. It's ready, Umaru.\Why did you make those, Onii-chan?\You could have just bought some.\Huh? Didn't I promise you I'd make some?\Well, whatever. Let's eat.\Y-Yeah.\I'm home... response:	Umaru's asleep?
context: All right. It's ready, Umaru.\Why did you make those, Onii-chan?\You could have just bought some.\Huh? Didn't I promise you I'd make some?\Well, whatever. Let's eat.\Y-Yeah.\I'm home...\Umaru's asleep? response:	Jiggly Pudding
context: Why did you make those, Onii-chan?\You could have just bought some.\Huh? Didn't I promise you I'd make some?\Well, whatever. Let's eat.\Y-Yeah.\I'm home...\Umaru's asleep?\Jiggly Pudding response:	Now Even More Jiggly
context: You could have just bought some.\Huh? Didn't I promise you I'd make some?\Well, whatever. Let's eat.\Y-Yeah.\I'm home...\Umaru's asleep?\Jiggly Pudding\Now Even More Jiggly response:	Umaru, I'm putting the pudding in the fridge.
context: Huh? Didn't I promise you I'd make some?\Well, whatever. Let's eat.\Y-Yeah.\I'm home...\Umaru's asleep?\Jiggly Pudding\Now Even More Jiggly\Umaru, I'm putting the pudding in the fridge. response:	I'm gonna eat it now.
context: Well, whatever. Let's eat.\Y-Yeah.\I'm home...\Umaru's asleep?\Jiggly Pudding\Now Even More Jiggly\Umaru, I'm putting the pudding in the fridge.\I'm gonna eat it now. response:	Hey, do you know how to make pudding, Onii-chan?
context: Y-Yeah.\I'm home...\Umaru's asleep?\Jiggly Pudding\Now Even More Jiggly\Umaru, I'm putting the pudding in the fridge.\I'm gonna eat it now.\Hey, do you know how to make pudding, Onii-chan? response:	I guess I'll make some sometime.
context: I'm home...\Umaru's asleep?\Jiggly Pudding\Now Even More Jiggly\Umaru, I'm putting the pudding in the fridge.\I'm gonna eat it now.\Hey, do you know how to make pudding, Onii-chan?\I guess I'll make some sometime. response:	Hey.
context: Umaru's asleep?\Jiggly Pudding\Now Even More Jiggly\Umaru, I'm putting the pudding in the fridge.\I'm gonna eat it now.\Hey, do you know how to make pudding, Onii-chan?\I guess I'll make some sometime.\Hey. response:	Umaruun
context: Jiggly Pudding\Now Even More Jiggly\Umaru, I'm putting the pudding in the fridge.\I'm gonna eat it now.\Hey, do you know how to make pudding, Onii-chan?\I guess I'll make some sometime.\Hey.\Umaruun response:	It's delicious, Onii-chan.
context: Now Even More Jiggly\Umaru, I'm putting the pudding in the fridge.\I'm gonna eat it now.\Hey, do you know how to make pudding, Onii-chan?\I guess I'll make some sometime.\Hey.\Umaruun\It's delicious, Onii-chan. response:	You were the one who ate it, weren't you?
context: Umaru, I'm putting the pudding in the fridge.\I'm gonna eat it now.\Hey, do you know how to make pudding, Onii-chan?\I guess I'll make some sometime.\Hey.\Umaruun\It's delicious, Onii-chan.\You were the one who ate it, weren't you? response:	Hey, will you make me pudding again sometime, Onii-chan?
context: I'm gonna eat it now.\Hey, do you know how to make pudding, Onii-chan?\I guess I'll make some sometime.\Hey.\Umaruun\It's delicious, Onii-chan.\You were the one who ate it, weren't you?\Hey, will you make me pudding again sometime, Onii-chan? response:	You were the one who ate it, right? Well?!
context: Hey, do you know how to make pudding, Onii-chan?\I guess I'll make some sometime.\Hey.\Umaruun\It's delicious, Onii-chan.\You were the one who ate it, weren't you?\Hey, will you make me pudding again sometime, Onii-chan?\You were the one who ate it, right? Well?! response:	Pudding ice cream isn't the best, but pudding daifuku is good.
context: I guess I'll make some sometime.\Hey.\Umaruun\It's delicious, Onii-chan.\You were the one who ate it, weren't you?\Hey, will you make me pudding again sometime, Onii-chan?\You were the one who ate it, right? Well?!\Pudding ice cream isn't the best, but pudding daifuku is good. response:	Though they'll make me fat.
context: Hey.\Umaruun\It's delicious, Onii-chan.\You were the one who ate it, weren't you?\Hey, will you make me pudding again sometime, Onii-chan?\You were the one who ate it, right? Well?!\Pudding ice cream isn't the best, but pudding daifuku is good.\Though they'll make me fat. response:	Umaru, look at me!
context: Umaruun\It's delicious, Onii-chan.\You were the one who ate it, weren't you?\Hey, will you make me pudding again sometime, Onii-chan?\You were the one who ate it, right? Well?!\Pudding ice cream isn't the best, but pudding daifuku is good.\Though they'll make me fat.\Umaru, look at me! response:	I want to try pudding dorayaki, too, I think! Onii-chan!
context: It's delicious, Onii-chan.\You were the one who ate it, weren't you?\Hey, will you make me pudding again sometime, Onii-chan?\You were the one who ate it, right? Well?!\Pudding ice cream isn't the best, but pudding daifuku is good.\Though they'll make me fat.\Umaru, look at me!\I want to try pudding dorayaki, too, I think! Onii-chan! response:	Umaru!
context: You were the one who ate it, weren't you?\Hey, will you make me pudding again sometime, Onii-chan?\You were the one who ate it, right? Well?!\Pudding ice cream isn't the best, but pudding daifuku is good.\Though they'll make me fat.\Umaru, look at me!\I want to try pudding dorayaki, too, I think! Onii-chan!\Umaru! response:	Next Time
context: Hey, will you make me pudding again sometime, Onii-chan?\You were the one who ate it, right? Well?!\Pudding ice cream isn't the best, but pudding daifuku is good.\Though they'll make me fat.\Umaru, look at me!\I want to try pudding dorayaki, too, I think! Onii-chan!\Umaru!\Next Time response:	Episode 10 Umaru and Now and Once Upon a Time
context: You were the one who ate it, right? Well?!\Pudding ice cream isn't the best, but pudding daifuku is good.\Though they'll make me fat.\Umaru, look at me!\I want to try pudding dorayaki, too, I think! Onii-chan!\Umaru!\Next Time\Episode 10 Umaru and Now and Once Upon a Time response:	It's been a while since I've done a preview.
context: Pudding ice cream isn't the best, but pudding daifuku is good.\Though they'll make me fat.\Umaru, look at me!\I want to try pudding dorayaki, too, I think! Onii-chan!\Umaru!\Next Time\Episode 10 Umaru and Now and Once Upon a Time\It's been a while since I've done a preview. response:	We've used all the main characters already,
context: Though they'll make me fat.\Umaru, look at me!\I want to try pudding dorayaki, too, I think! Onii-chan!\Umaru!\Next Time\Episode 10 Umaru and Now and Once Upon a Time\It's been a while since I've done a preview.\We've used all the main characters already, response:	so it's always tough to decide who should do it.
context: Umaru, look at me!\I want to try pudding dorayaki, too, I think! Onii-chan!\Umaru!\Next Time\Episode 10 Umaru and Now and Once Upon a Time\It's been a while since I've done a preview.\We've used all the main characters already,\so it's always tough to decide who should do it. response:	Why didn't all of you girls just go in rotation?
context: I want to try pudding dorayaki, too, I think! Onii-chan!\Umaru!\Next Time\Episode 10 Umaru and Now and Once Upon a Time\It's been a while since I've done a preview.\We've used all the main characters already,\so it's always tough to decide who should do it.\Why didn't all of you girls just go in rotation? response:	I can see you didn't even think of that.
